,rand_50_00,rand_50_01,rand_50_02,rand_50_03,rand_50_04,rand_50_05,rand_50_06,rand_50_07,rand_50_08,rand_50_09,rand_50_10,rand_50_11,rand_50_12,rand_50_13,rand_50_14,rand_50_15,rand_50_16,rand_50_17,rand_50_18,rand_50_19,rand_50_20,rand_50_21,rand_50_22,rand_50_23,rand_50_24,rand_50_25,rand_50_26,rand_50_27,rand_50_28,rand_50_29,rand_50_30,rand_50_31,rand_50_32,rand_50_33,rand_50_34,rand_50_35,rand_50_36,rand_50_37,rand_50_38,rand_50_39,rand_50_40,rand_50_41,rand_50_42,rand_50_43,rand_50_44,rand_50_45,rand_50_46,rand_50_47,rand_50_48,rand_50_49
0,17.0,22.0,20.0,17.0,20.0,23.0,21.0,21.0,20.0,21.0,20.0,22.0,22.0,21.0,25.0,26.0,23.0,28.0,18.0,18.0,15.0,28.0,23.0,18.0,8.0,21.0,21.0,22.0,20.0,23.0,23.0,15.0,20.0,19.0,18.0,22.0,21.0,25.0,17.0,25.0,17.0,26.0,17.0,22.0,17.0,23.0,17.0,23.0,10.0,17.0
1,22.0,23.0,22.0,20.0,22.0,23.0,23.0,24.0,30.0,21.0,22.0,23.0,27.0,23.0,26.0,28.0,24.0,31.0,23.0,18.0,25.0,28.0,26.0,23.0,24.0,24.0,25.0,26.0,23.0,26.0,23.0,21.0,20.0,21.0,21.0,26.0,23.0,26.0,23.0,26.0,18.0,28.0,27.0,22.0,22.0,23.0,19.0,23.0,22.0,27.0
2,23.0,23.0,23.0,24.0,23.0,25.0,27.0,26.0,32.0,23.0,23.0,26.0,29.0,25.0,27.0,28.0,29.0,32.0,26.0,23.0,28.0,29.0,26.0,26.0,25.0,26.0,25.0,27.0,29.0,28.0,25.0,21.0,23.0,22.0,23.0,26.0,23.0,28.0,26.0,29.0,22.0,28.0,28.0,23.0,26.0,24.0,24.0,27.0,26.0,28.0
3,28.0,26.0,23.0,25.0,27.0,26.0,29.0,29.0,32.0,24.0,25.0,26.0,29.0,26.0,27.0,29.0,30.0,34.0,26.0,25.0,28.0,29.0,27.0,26.0,28.0,26.0,26.0,28.0,30.0,28.0,25.0,21.0,26.0,23.0,27.0,26.0,26.0,29.0,27.0,30.0,22.0,30.0,28.0,26.0,26.0,26.0,25.0,27.0,30.0,28.0
4,29.0,28.0,23.0,26.0,28.0,27.0,32.0,29.0,35.0,26.0,27.0,27.0,30.0,29.0,28.0,29.0,30.0,34.0,28.0,27.0,29.0,32.0,29.0,28.0,28.0,29.0,28.0,30.0,30.0,30.0,27.0,22.0,27.0,23.0,28.0,27.0,27.0,31.0,28.0,31.0,24.0,30.0,29.0,27.0,27.0,26.0,29.0,29.0,30.0,32.0
5,29.0,28.0,25.0,26.0,28.0,30.0,32.0,30.0,36.0,26.0,28.0,28.0,30.0,30.0,30.0,30.0,30.0,35.0,29.0,29.0,29.0,32.0,29.0,28.0,31.0,29.0,29.0,30.0,30.0,31.0,28.0,23.0,27.0,25.0,30.0,27.0,27.0,31.0,28.0,31.0,24.0,30.0,30.0,31.0,29.0,27.0,29.0,29.0,30.0,32.0
6,29.0,30.0,27.0,26.0,31.0,30.0,33.0,30.0,37.0,28.0,29.0,29.0,30.0,30.0,30.0,30.0,32.0,35.0,31.0,30.0,30.0,34.0,31.0,29.0,31.0,31.0,29.0,32.0,31.0,31.0,30.0,24.0,29.0,30.0,32.0,29.0,28.0,32.0,30.0,32.0,26.0,30.0,30.0,31.0,30.0,28.0,30.0,31.0,32.0,33.0
7,29.0,32.0,28.0,26.0,31.0,31.0,35.0,32.0,38.0,29.0,31.0,29.0,31.0,32.0,33.0,31.0,35.0,37.0,32.0,30.0,33.0,36.0,35.0,30.0,36.0,31.0,30.0,32.0,31.0,32.0,30.0,26.0,29.0,33.0,33.0,30.0,29.0,33.0,32.0,32.0,28.0,35.0,35.0,32.0,31.0,28.0,30.0,32.0,37.0,33.0
8,30.0,32.0,29.0,27.0,32.0,31.0,36.0,34.0,39.0,30.0,31.0,31.0,32.0,34.0,34.0,32.0,35.0,39.0,38.0,30.0,36.0,36.0,35.0,30.0,36.0,33.0,31.0,37.0,31.0,35.0,30.0,27.0,30.0,36.0,34.0,30.0,29.0,35.0,33.0,34.0,28.0,36.0,35.0,32.0,31.0,29.0,32.0,32.0,37.0,35.0
9,30.0,32.0,31.0,27.0,33.0,34.0,36.0,34.0,40.0,31.0,33.0,35.0,33.0,34.0,34.0,32.0,35.0,39.0,38.0,33.0,37.0,36.0,36.0,31.0,36.0,33.0,32.0,39.0,32.0,35.0,31.0,28.0,31.0,39.0,35.0,31.0,29.0,36.0,34.0,36.0,31.0,37.0,38.0,37.0,32.0,30.0,33.0,32.0,38.0,35.0
10,32.0,34.0,32.0,29.0,33.0,34.0,36.0,35.0,40.0,32.0,34.0,35.0,34.0,38.0,35.0,34.0,36.0,40.0,40.0,39.0,37.0,36.0,37.0,32.0,36.0,34.0,36.0,39.0,34.0,38.0,33.0,28.0,32.0,39.0,40.0,33.0,32.0,37.0,34.0,36.0,33.0,37.0,38.0,37.0,33.0,30.0,33.0,33.0,39.0,37.0
11,32.0,35.0,33.0,30.0,36.0,35.0,37.0,35.0,42.0,34.0,34.0,36.0,34.0,38.0,36.0,35.0,37.0,42.0,42.0,40.0,38.0,37.0,37.0,33.0,36.0,36.0,36.0,39.0,34.0,38.0,34.0,29.0,33.0,42.0,40.0,34.0,34.0,38.0,34.0,37.0,36.0,38.0,38.0,38.0,33.0,34.0,34.0,35.0,39.0,37.0
12,34.0,35.0,34.0,30.0,36.0,35.0,41.0,36.0,43.0,35.0,34.0,36.0,35.0,41.0,37.0,36.0,38.0,42.0,43.0,40.0,39.0,39.0,38.0,34.0,37.0,36.0,36.0,41.0,34.0,39.0,36.0,30.0,34.0,44.0,40.0,36.0,36.0,39.0,35.0,38.0,37.0,41.0,38.0,39.0,34.0,34.0,34.0,36.0,40.0,38.0
13,34.0,35.0,35.0,31.0,37.0,35.0,41.0,37.0,43.0,36.0,36.0,38.0,36.0,41.0,37.0,37.0,39.0,42.0,43.0,40.0,41.0,40.0,38.0,35.0,37.0,37.0,37.0,42.0,36.0,41.0,37.0,31.0,34.0,45.0,40.0,37.0,36.0,40.0,36.0,38.0,43.0,42.0,39.0,39.0,35.0,35.0,34.0,36.0,40.0,40.0
14,36.0,36.0,35.0,33.0,38.0,36.0,41.0,38.0,44.0,36.0,36.0,39.0,36.0,42.0,38.0,38.0,39.0,43.0,43.0,41.0,42.0,40.0,39.0,37.0,38.0,37.0,37.0,43.0,37.0,42.0,39.0,31.0,35.0,45.0,43.0,43.0,37.0,40.0,39.0,39.0,44.0,42.0,39.0,39.0,35.0,36.0,35.0,39.0,42.0,41.0
15,36.0,37.0,38.0,34.0,38.0,36.0,42.0,38.0,45.0,38.0,37.0,39.0,37.0,44.0,39.0,38.0,40.0,43.0,43.0,42.0,43.0,43.0,39.0,37.0,38.0,39.0,39.0,44.0,38.0,43.0,40.0,33.0,35.0,46.0,44.0,43.0,38.0,41.0,39.0,42.0,45.0,43.0,40.0,40.0,35.0,36.0,37.0,39.0,45.0,43.0
16,37.0,37.0,38.0,35.0,38.0,36.0,42.0,38.0,46.0,39.0,37.0,40.0,38.0,45.0,39.0,40.0,40.0,43.0,43.0,44.0,44.0,43.0,40.0,38.0,38.0,39.0,39.0,44.0,38.0,44.0,40.0,34.0,36.0,46.0,44.0,45.0,38.0,41.0,40.0,42.0,45.0,43.0,42.0,41.0,36.0,36.0,38.0,40.0,45.0,44.0
17,37.0,38.0,39.0,36.0,39.0,37.0,44.0,39.0,46.0,41.0,39.0,40.0,38.0,45.0,39.0,40.0,41.0,44.0,45.0,44.0,44.0,44.0,41.0,39.0,41.0,41.0,40.0,44.0,38.0,45.0,42.0,36.0,39.0,46.0,45.0,46.0,38.0,42.0,40.0,42.0,48.0,44.0,45.0,41.0,38.0,39.0,38.0,40.0,45.0,44.0
18,37.0,38.0,39.0,37.0,40.0,37.0,46.0,40.0,46.0,41.0,40.0,40.0,40.0,46.0,41.0,41.0,41.0,45.0,45.0,46.0,48.0,44.0,41.0,44.0,42.0,41.0,41.0,46.0,39.0,47.0,42.0,37.0,40.0,47.0,45.0,46.0,39.0,42.0,41.0,45.0,48.0,44.0,45.0,43.0,38.0,40.0,39.0,40.0,46.0,45.0
19,38.0,39.0,40.0,39.0,40.0,38.0,46.0,42.0,47.0,43.0,41.0,41.0,41.0,46.0,42.0,42.0,41.0,46.0,45.0,47.0,48.0,46.0,43.0,44.0,42.0,42.0,42.0,46.0,41.0,47.0,43.0,38.0,40.0,48.0,46.0,48.0,40.0,43.0,41.0,46.0,49.0,44.0,46.0,44.0,39.0,42.0,39.0,44.0,46.0,46.0
20,39.0,41.0,43.0,40.0,41.0,38.0,47.0,42.0,48.0,44.0,42.0,41.0,41.0,46.0,43.0,43.0,42.0,47.0,46.0,47.0,48.0,47.0,43.0,45.0,42.0,42.0,43.0,47.0,44.0,49.0,45.0,39.0,40.0,48.0,47.0,49.0,41.0,46.0,42.0,46.0,49.0,44.0,47.0,44.0,43.0,45.0,39.0,45.0,47.0,47.0
21,39.0,41.0,44.0,40.0,42.0,38.0,49.0,44.0,49.0,45.0,44.0,42.0,41.0,46.0,43.0,44.0,44.0,47.0,47.0,48.0,49.0,47.0,45.0,46.0,43.0,48.0,43.0,47.0,44.0,49.0,46.0,41.0,40.0,48.0,47.0,49.0,43.0,47.0,45.0,46.0,49.0,45.0,47.0,45.0,44.0,46.0,39.0,45.0,47.0,48.0
22,46.0,41.0,44.0,41.0,45.0,42.0,50.0,45.0,49.0,45.0,45.0,43.0,42.0,47.0,45.0,44.0,44.0,48.0,47.0,49.0,49.0,47.0,47.0,46.0,44.0,49.0,45.0,48.0,46.0,49.0,46.0,42.0,40.0,49.0,48.0,49.0,43.0,47.0,45.0,47.0,49.0,45.0,48.0,46.0,44.0,46.0,40.0,46.0,47.0,48.0
23,46.0,41.0,46.0,41.0,46.0,42.0,50.0,45.0,50.0,46.0,46.0,44.0,44.0,48.0,45.0,44.0,45.0,48.0,48.0,49.0,49.0,47.0,48.0,47.0,47.0,49.0,47.0,49.0,46.0,50.0,46.0,42.0,40.0,49.0,49.0,50.0,46.0,48.0,46.0,48.0,50.0,46.0,48.0,46.0,46.0,47.0,41.0,46.0,49.0,48.0
24,47.0,41.0,46.0,42.0,48.0,43.0,50.0,46.0,50.0,46.0,48.0,46.0,45.0,49.0,46.0,45.0,45.0,49.0,48.0,50.0,49.0,48.0,48.0,47.0,48.0,50.0,48.0,49.0,47.0,50.0,47.0,42.0,43.0,50.0,49.0,50.0,46.0,48.0,48.0,48.0,50.0,47.0,48.0,47.0,46.0,47.0,41.0,46.0,49.0,49.0
25,48.0,42.0,46.0,42.0,49.0,44.0,50.0,47.0,50.0,47.0,48.0,46.0,46.0,49.0,46.0,46.0,45.0,49.0,49.0,51.0,50.0,49.0,50.0,48.0,49.0,50.0,49.0,50.0,47.0,51.0,47.0,43.0,44.0,50.0,49.0,51.0,46.0,48.0,49.0,48.0,51.0,49.0,49.0,47.0,47.0,48.0,42.0,47.0,49.0,49.0
26,50.0,43.0,47.0,43.0,49.0,47.0,51.0,47.0,52.0,48.0,48.0,48.0,47.0,50.0,47.0,47.0,46.0,50.0,50.0,51.0,50.0,49.0,51.0,49.0,49.0,50.0,50.0,50.0,49.0,51.0,47.0,45.0,46.0,50.0,50.0,51.0,48.0,48.0,49.0,49.0,52.0,50.0,50.0,48.0,47.0,49.0,44.0,47.0,50.0,49.0
27,50.0,44.0,49.0,45.0,50.0,47.0,51.0,48.0,52.0,49.0,49.0,48.0,48.0,51.0,47.0,47.0,47.0,50.0,50.0,51.0,50.0,49.0,51.0,49.0,50.0,50.0,50.0,50.0,49.0,51.0,48.0,46.0,46.0,50.0,50.0,51.0,48.0,49.0,49.0,49.0,52.0,51.0,50.0,48.0,48.0,49.0,46.0,49.0,50.0,49.0
28,51.0,44.0,50.0,46.0,50.0,47.0,51.0,48.0,52.0,50.0,50.0,49.0,50.0,51.0,48.0,49.0,47.0,51.0,51.0,51.0,50.0,50.0,51.0,50.0,50.0,51.0,50.0,51.0,50.0,51.0,49.0,46.0,47.0,51.0,51.0,51.0,49.0,49.0,50.0,50.0,52.0,51.0,50.0,48.0,49.0,50.0,47.0,50.0,50.0,50.0
29,51.0,46.0,50.0,46.0,50.0,48.0,51.0,48.0,52.0,50.0,50.0,49.0,50.0,51.0,49.0,49.0,47.0,51.0,51.0,51.0,50.0,51.0,52.0,50.0,52.0,51.0,50.0,51.0,50.0,51.0,50.0,47.0,49.0,51.0,51.0,51.0,49.0,49.0,50.0,50.0,52.0,51.0,51.0,48.0,50.0,50.0,47.0,50.0,50.0,51.0
30,51.0,47.0,50.0,47.0,51.0,48.0,52.0,49.0,52.0,50.0,51.0,50.0,50.0,52.0,49.0,50.0,48.0,51.0,52.0,53.0,50.0,51.0,52.0,50.0,52.0,51.0,51.0,51.0,50.0,51.0,50.0,48.0,49.0,51.0,51.0,52.0,50.0,50.0,50.0,51.0,53.0,51.0,51.0,48.0,50.0,50.0,47.0,50.0,51.0,51.0
31,51.0,48.0,50.0,48.0,51.0,48.0,53.0,50.0,52.0,50.0,51.0,50.0,50.0,53.0,50.0,50.0,50.0,52.0,52.0,53.0,50.0,52.0,52.0,50.0,52.0,51.0,52.0,52.0,51.0,51.0,51.0,48.0,49.0,51.0,52.0,52.0,50.0,50.0,50.0,52.0,53.0,51.0,51.0,48.0,50.0,51.0,49.0,51.0,51.0,52.0
32,52.0,50.0,51.0,49.0,51.0,49.0,54.0,51.0,52.0,50.0,53.0,51.0,50.0,53.0,50.0,52.0,50.0,52.0,52.0,53.0,51.0,52.0,53.0,50.0,52.0,52.0,52.0,52.0,51.0,51.0,51.0,50.0,50.0,52.0,52.0,53.0,50.0,50.0,51.0,52.0,53.0,51.0,52.0,48.0,51.0,52.0,50.0,52.0,51.0,52.0
33,52.0,50.0,52.0,50.0,51.0,49.0,54.0,52.0,52.0,51.0,53.0,51.0,50.0,53.0,51.0,52.0,50.0,52.0,52.0,53.0,51.0,52.0,53.0,51.0,53.0,52.0,52.0,52.0,51.0,51.0,51.0,50.0,50.0,52.0,52.0,53.0,51.0,52.0,51.0,52.0,53.0,51.0,52.0,49.0,51.0,52.0,50.0,52.0,52.0,52.0
34,52.0,51.0,52.0,50.0,52.0,49.0,54.0,53.0,53.0,51.0,53.0,52.0,51.0,54.0,51.0,52.0,51.0,52.0,53.0,54.0,51.0,52.0,53.0,51.0,53.0,52.0,53.0,52.0,51.0,52.0,52.0,50.0,50.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,49.0,51.0,52.0,50.0,52.0,53.0,52.0
35,52.0,51.0,52.0,51.0,52.0,50.0,55.0,53.0,53.0,51.0,54.0,52.0,51.0,54.0,51.0,53.0,51.0,52.0,53.0,55.0,52.0,52.0,53.0,51.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,50.0,51.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0,52.0,53.0,49.0,52.0,52.0,51.0,52.0,53.0,52.0
36,52.0,52.0,52.0,51.0,52.0,50.0,56.0,53.0,53.0,52.0,54.0,53.0,51.0,55.0,51.0,53.0,51.0,52.0,53.0,55.0,52.0,53.0,53.0,51.0,53.0,52.0,54.0,52.0,52.0,52.0,54.0,51.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0,54.0,54.0,52.0,53.0,50.0,52.0,52.0,51.0,53.0,53.0,52.0
37,53.0,53.0,53.0,51.0,52.0,50.0,56.0,53.0,53.0,52.0,54.0,54.0,51.0,55.0,52.0,53.0,51.0,53.0,54.0,55.0,52.0,53.0,53.0,52.0,53.0,53.0,54.0,53.0,52.0,52.0,54.0,51.0,52.0,53.0,53.0,54.0,53.0,53.0,53.0,54.0,55.0,52.0,53.0,51.0,54.0,52.0,51.0,53.0,54.0,52.0
38,53.0,54.0,53.0,51.0,53.0,51.0,56.0,53.0,53.0,53.0,54.0,54.0,51.0,55.0,52.0,54.0,51.0,53.0,54.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,52.0,53.0,54.0,51.0,52.0,53.0,54.0,54.0,53.0,54.0,54.0,54.0,55.0,52.0,54.0,51.0,54.0,52.0,51.0,53.0,54.0,52.0
39,54.0,54.0,53.0,51.0,53.0,52.0,56.0,53.0,54.0,53.0,55.0,54.0,53.0,55.0,52.0,54.0,52.0,53.0,54.0,55.0,53.0,53.0,53.0,53.0,54.0,53.0,55.0,53.0,52.0,54.0,54.0,51.0,52.0,53.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,52.0,55.0,52.0,54.0,53.0,52.0,54.0,54.0,53.0
40,54.0,55.0,53.0,51.0,53.0,53.0,57.0,53.0,54.0,54.0,55.0,54.0,53.0,55.0,53.0,54.0,52.0,54.0,55.0,56.0,54.0,53.0,53.0,53.0,54.0,53.0,55.0,53.0,53.0,55.0,55.0,52.0,52.0,54.0,54.0,55.0,54.0,54.0,54.0,54.0,55.0,53.0,55.0,52.0,54.0,53.0,52.0,55.0,54.0,53.0
41,54.0,55.0,54.0,52.0,53.0,55.0,57.0,54.0,54.0,54.0,55.0,54.0,53.0,55.0,54.0,55.0,52.0,54.0,55.0,56.0,54.0,53.0,54.0,54.0,54.0,53.0,55.0,53.0,54.0,55.0,55.0,53.0,53.0,54.0,54.0,55.0,54.0,55.0,54.0,55.0,56.0,53.0,55.0,52.0,55.0,53.0,52.0,55.0,56.0,53.0
42,54.0,55.0,54.0,52.0,53.0,55.0,58.0,54.0,54.0,54.0,55.0,55.0,53.0,55.0,54.0,56.0,53.0,54.0,55.0,56.0,54.0,54.0,54.0,54.0,55.0,54.0,55.0,53.0,55.0,56.0,55.0,53.0,54.0,54.0,55.0,56.0,54.0,55.0,54.0,55.0,56.0,54.0,56.0,53.0,55.0,55.0,54.0,55.0,57.0,53.0
43,55.0,56.0,55.0,53.0,55.0,56.0,59.0,55.0,54.0,54.0,55.0,55.0,53.0,56.0,54.0,56.0,54.0,54.0,56.0,56.0,55.0,54.0,55.0,55.0,55.0,55.0,56.0,55.0,55.0,56.0,55.0,53.0,55.0,54.0,55.0,56.0,54.0,56.0,55.0,55.0,56.0,55.0,56.0,53.0,56.0,55.0,54.0,55.0,57.0,54.0
