,rand_5000_00,rand_5000_01,rand_5000_02,rand_5000_03,rand_5000_04,rand_5000_05,rand_5000_06,rand_5000_07,rand_5000_08,rand_5000_09,rand_5000_10,rand_5000_11,rand_5000_12,rand_5000_13,rand_5000_14,rand_5000_15,rand_5000_16,rand_5000_17,rand_5000_18,rand_5000_19,rand_5000_20,rand_5000_21,rand_5000_22,rand_5000_23,rand_5000_24,rand_5000_25,rand_5000_26,rand_5000_27,rand_5000_28,rand_5000_29,rand_5000_30,rand_5000_31,rand_5000_32,rand_5000_33,rand_5000_34,rand_5000_35,rand_5000_36,rand_5000_37,rand_5000_38,rand_5000_39,rand_5000_40,rand_5000_41,rand_5000_42,rand_5000_43,rand_5000_44,rand_5000_45,rand_5000_46,rand_5000_47,rand_5000_48,rand_5000_49
0,92.0,91.0,90.0,91.0,92.0,89.0,90.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,89.0,90.0,90.0,92.0,91.0,90.0,91.0,91.0,90.0,91.0,91.0,90.0,89.0,91.0,90.0,89.0,90.0,92.0,90.0,89.0,90.0,91.0,90.0,90.0,89.0,92.0,91.0,88.0,92.0,90.0,90.0,91.0,90.0,92.0,91.0,90.0
1,92.0,92.0,92.0,91.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,91.0,90.0,91.0,92.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,90.0,90.0,90.0,92.0,90.0,91.0,91.0,92.0,90.0,91.0,90.0,92.0,91.0,90.0,92.0,91.0,92.0,92.0,91.0,92.0,91.0,90.0
2,92.0,92.0,92.0,91.0,92.0,91.0,91.0,92.0,91.0,91.0,91.0,92.0,91.0,92.0,91.0,91.0,91.0,92.0,92.0,92.0,91.0,92.0,91.0,92.0,91.0,92.0,92.0,91.0,91.0,91.0,91.0,93.0,90.0,91.0,91.0,92.0,90.0,92.0,91.0,92.0,91.0,90.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
3,93.0,92.0,92.0,92.0,93.0,91.0,92.0,92.0,91.0,91.0,92.0,92.0,91.0,92.0,92.0,91.0,91.0,92.0,92.0,92.0,91.0,92.0,91.0,92.0,91.0,92.0,92.0,91.0,91.0,91.0,91.0,93.0,92.0,91.0,91.0,92.0,91.0,92.0,91.0,92.0,91.0,91.0,93.0,92.0,93.0,92.0,92.0,92.0,92.0,92.0
4,93.0,92.0,92.0,92.0,93.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,93.0,92.0,92.0,91.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,91.0,93.0,92.0,92.0,92.0,92.0,91.0,93.0,92.0,91.0,91.0,92.0,91.0,92.0,92.0,92.0,91.0,91.0,93.0,92.0,93.0,92.0,92.0,92.0,92.0,92.0
5,93.0,92.0,92.0,92.0,93.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,93.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,93.0,92.0,93.0,93.0,92.0,93.0,92.0,92.0,93.0,92.0,92.0,91.0,93.0,91.0,92.0,92.0,93.0,92.0,91.0,93.0,92.0,93.0,92.0,92.0,92.0,93.0,93.0
6,93.0,93.0,93.0,92.0,93.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,93.0,93.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,93.0,92.0,93.0,92.0,93.0,93.0,92.0,93.0,92.0,92.0,93.0,93.0,92.0,92.0,93.0,92.0,93.0,92.0,93.0,92.0,91.0,93.0,92.0,93.0,93.0,92.0,92.0,93.0,93.0
7,93.0,93.0,93.0,93.0,93.0,93.0,92.0,93.0,92.0,93.0,93.0,92.0,93.0,93.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,93.0,92.0,93.0,92.0,93.0,93.0,93.0,93.0,92.0,92.0,93.0,93.0,92.0,92.0,93.0,92.0,93.0,92.0,93.0,92.0,92.0,93.0,93.0,93.0,93.0,92.0,92.0,93.0,93.0
8,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,92.0,93.0,93.0,92.0,93.0,93.0,92.0,92.0,92.0,93.0,93.0,93.0,92.0,93.0,92.0,93.0,92.0,93.0,93.0,93.0,93.0,92.0,92.0,93.0,93.0,93.0,92.0,93.0,92.0,93.0,92.0,93.0,92.0,92.0,93.0,93.0,93.0,93.0,93.0,92.0,93.0,93.0
9,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,92.0,93.0,93.0,93.0,93.0,93.0,92.0,92.0,92.0,93.0,93.0,93.0,92.0,93.0,92.0,93.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,92.0,93.0,92.0,93.0,92.0,93.0,92.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
10,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,92.0,93.0,93.0,93.0,93.0,93.0,92.0,93.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,92.0,93.0,93.0,93.0,92.0,93.0,92.0,92.0,93.0,93.0,94.0,93.0,93.0,93.0,93.0,93.0
11,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,92.0,93.0,93.0,93.0,93.0,93.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,94.0,93.0,93.0,93.0,93.0,92.0,92.0,93.0,93.0,94.0,93.0,93.0,93.0,93.0,93.0
12,93.0,93.0,94.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,94.0,93.0,93.0,93.0,93.0,93.0,93.0,94.0,93.0,93.0,93.0,93.0,93.0,92.0,93.0,93.0,94.0,93.0,93.0,93.0,93.0,93.0
13,93.0,93.0,94.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,94.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,94.0,93.0,94.0,93.0,93.0,94.0,94.0,93.0,93.0,94.0,93.0,93.0,93.0,93.0,93.0,92.0,93.0,93.0,94.0,93.0,93.0,93.0,93.0,93.0
14,93.0,93.0,94.0,93.0,93.0,93.0,93.0,93.0,93.0,94.0,93.0,93.0,94.0,94.0,93.0,93.0,93.0,93.0,94.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,94.0,93.0,94.0,93.0,94.0,94.0,94.0,93.0,93.0,94.0,93.0,93.0,93.0,93.0,93.0,92.0,94.0,93.0,94.0,93.0,93.0,93.0,94.0,93.0
15,93.0,93.0,94.0,93.0,93.0,93.0,93.0,93.0,93.0,94.0,93.0,93.0,94.0,94.0,93.0,93.0,93.0,93.0,94.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,94.0,94.0,94.0,93.0,94.0,94.0,94.0,93.0,93.0,94.0,93.0,94.0,93.0,93.0,93.0,93.0,94.0,93.0,94.0,93.0,93.0,93.0,94.0,94.0
16,94.0,93.0,94.0,93.0,94.0,93.0,93.0,93.0,93.0,94.0,93.0,93.0,94.0,94.0,93.0,93.0,93.0,93.0,94.0,93.0,93.0,93.0,93.0,94.0,93.0,93.0,94.0,94.0,94.0,93.0,94.0,94.0,94.0,93.0,93.0,94.0,93.0,94.0,93.0,93.0,93.0,93.0,94.0,93.0,94.0,94.0,93.0,93.0,94.0,94.0
17,94.0,93.0,94.0,93.0,94.0,94.0,94.0,93.0,93.0,94.0,94.0,93.0,94.0,94.0,93.0,93.0,93.0,94.0,94.0,93.0,93.0,93.0,93.0,94.0,93.0,93.0,94.0,94.0,94.0,93.0,94.0,94.0,94.0,93.0,94.0,94.0,93.0,94.0,94.0,93.0,93.0,93.0,94.0,93.0,94.0,94.0,93.0,93.0,94.0,94.0
18,94.0,94.0,94.0,94.0,94.0,94.0,94.0,93.0,93.0,94.0,94.0,93.0,94.0,94.0,93.0,93.0,93.0,94.0,94.0,93.0,93.0,93.0,94.0,94.0,93.0,94.0,94.0,94.0,94.0,93.0,94.0,94.0,94.0,93.0,94.0,94.0,93.0,94.0,94.0,93.0,93.0,93.0,94.0,93.0,94.0,94.0,93.0,93.0,94.0,94.0
