,rand_100_00,rand_100_01,rand_100_02,rand_100_03,rand_100_04,rand_100_05,rand_100_06,rand_100_07,rand_100_08,rand_100_09,rand_100_10,rand_100_11,rand_100_12,rand_100_13,rand_100_14,rand_100_15,rand_100_16,rand_100_17,rand_100_18,rand_100_19,rand_100_20,rand_100_21,rand_100_22,rand_100_23,rand_100_24,rand_100_25,rand_100_26,rand_100_27,rand_100_28,rand_100_29,rand_100_30,rand_100_31,rand_100_32,rand_100_33,rand_100_34,rand_100_35,rand_100_36,rand_100_37,rand_100_38,rand_100_39,rand_100_40,rand_100_41,rand_100_42,rand_100_43,rand_100_44,rand_100_45,rand_100_46,rand_100_47,rand_100_48,rand_100_49
0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,5.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,3.0,6.0,1.0,2.0,1.0,3.0,3.0,2.0,5.0,7.0,4.0,3.0,9.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0
1,3.0,8.0,3.0,4.0,2.0,4.0,2.0,1.0,3.0,4.0,1.0,2.0,5.0,2.0,4.0,1.0,3.0,2.0,3.0,4.0,8.0,3.0,3.0,4.0,4.0,13.0,2.0,4.0,2.0,6.0,3.0,2.0,6.0,10.0,4.0,3.0,9.0,8.0,2.0,1.0,2.0,4.0,2.0,4.0,5.0,1.0,2.0,1.0,5.0,2.0
2,6.0,9.0,29.0,6.0,4.0,6.0,4.0,1.0,6.0,4.0,2.0,5.0,6.0,8.0,5.0,2.0,8.0,5.0,3.0,5.0,13.0,3.0,4.0,4.0,12.0,15.0,2.0,5.0,2.0,6.0,6.0,3.0,6.0,14.0,4.0,11.0,13.0,9.0,3.0,1.0,2.0,6.0,3.0,4.0,7.0,2.0,2.0,2.0,7.0,3.0
3,10.0,16.0,44.0,6.0,5.0,7.0,4.0,3.0,41.0,8.0,6.0,7.0,6.0,19.0,6.0,2.0,16.0,6.0,3.0,5.0,17.0,4.0,9.0,4.0,14.0,21.0,7.0,6.0,3.0,12.0,11.0,7.0,13.0,21.0,6.0,15.0,19.0,13.0,4.0,2.0,2.0,20.0,3.0,5.0,19.0,3.0,3.0,3.0,8.0,4.0
4,14.0,37.0,46.0,8.0,11.0,8.0,6.0,5.0,44.0,10.0,8.0,8.0,10.0,33.0,31.0,3.0,17.0,6.0,3.0,5.0,33.0,5.0,15.0,5.0,14.0,42.0,11.0,8.0,4.0,23.0,11.0,8.0,15.0,31.0,7.0,16.0,20.0,19.0,7.0,4.0,3.0,28.0,3.0,7.0,21.0,4.0,6.0,3.0,38.0,6.0
5,17.0,43.0,69.0,50.0,24.0,8.0,8.0,7.0,59.0,16.0,8.0,26.0,10.0,45.0,39.0,4.0,35.0,9.0,4.0,11.0,34.0,6.0,21.0,6.0,16.0,47.0,13.0,9.0,6.0,43.0,24.0,9.0,16.0,32.0,8.0,24.0,21.0,23.0,8.0,5.0,3.0,35.0,3.0,14.0,28.0,9.0,16.0,8.0,69.0,6.0
6,18.0,77.0,69.0,65.0,35.0,9.0,8.0,7.0,87.0,22.0,11.0,33.0,11.0,93.0,41.0,7.0,68.0,20.0,4.0,14.0,40.0,8.0,22.0,8.0,19.0,47.0,18.0,15.0,7.0,46.0,24.0,14.0,20.0,32.0,14.0,38.0,38.0,24.0,9.0,8.0,6.0,48.0,9.0,16.0,35.0,10.0,40.0,9.0,73.0,12.0
7,18.0,85.0,91.0,89.0,38.0,14.0,12.0,11.0,94.0,22.0,11.0,44.0,17.0,125.0,58.0,9.0,138.0,34.0,4.0,18.0,42.0,9.0,28.0,9.0,20.0,57.0,21.0,26.0,8.0,88.0,31.0,50.0,27.0,63.0,20.0,51.0,75.0,25.0,10.0,8.0,8.0,48.0,9.0,17.0,35.0,12.0,45.0,18.0,77.0,15.0
8,20.0,126.0,95.0,122.0,69.0,14.0,42.0,17.0,117.0,47.0,53.0,46.0,34.0,169.0,146.0,9.0,161.0,35.0,4.0,22.0,54.0,14.0,28.0,22.0,22.0,57.0,42.0,74.0,10.0,98.0,34.0,57.0,38.0,72.0,25.0,56.0,80.0,25.0,10.0,9.0,25.0,71.0,58.0,21.0,53.0,14.0,51.0,18.0,78.0,16.0
9,79.0,127.0,109.0,130.0,113.0,15.0,43.0,21.0,137.0,63.0,54.0,47.0,35.0,215.0,162.0,19.0,216.0,54.0,6.0,37.0,54.0,16.0,36.0,23.0,24.0,78.0,99.0,97.0,15.0,130.0,41.0,57.0,52.0,92.0,46.0,59.0,107.0,27.0,12.0,12.0,30.0,104.0,76.0,24.0,78.0,18.0,71.0,27.0,106.0,85.0
10,88.0,177.0,133.0,141.0,126.0,35.0,54.0,24.0,140.0,95.0,58.0,48.0,67.0,224.0,185.0,23.0,226.0,57.0,6.0,66.0,127.0,21.0,37.0,23.0,25.0,91.0,104.0,103.0,16.0,134.0,42.0,69.0,55.0,116.0,72.0,86.0,121.0,55.0,13.0,18.0,49.0,167.0,94.0,51.0,80.0,20.0,76.0,35.0,122.0,117.0
