,X,Y,srtm30_wgs84-aw3d30_wgs84_abs,srtm30_wgs84-aw3d30_wgs84_color
119,-44.5660414,-22.67549659,7.0,92:92:255
120,-44.9914217,-23.34047473,4.0,255:163:163
121,-44.63066269,-22.39093826,4.0,162:162:255
122,-44.83069139,-23.06411426,4.0,162:162:255
123,-44.64193283,-22.62178799,7.0,255:93:93
124,-44.74008125,-23.01594741,0.0,255:255:255
125,-44.60268415,-22.16109922,2.0,208:208:255
126,-44.93326778,-22.26958014,2.0,208:208:255
127,-44.43919225,-22.23862769,6.0,115:115:255
128,-44.16183378,-22.06207167,8.0,69:69:255
129,-44.32787555,-22.12915837,8.0,255:70:70
130,-44.30067836,-22.99372245,13.0,255:0:0
131,-44.36389051,-22.08642,1.0,255:232:232
132,-44.8523297,-22.13716646,2.0,208:208:255
133,-44.01069508,-22.38651636,1.0,231:231:255
134,-44.79523364,-22.90288726,1.0,231:231:255
135,-44.05881819,-22.47971231,1.0,231:231:255
136,-44.30534185,-22.33461197,7.0,255:93:93
137,-44.78468985,-22.01497915,3.0,255:186:186
138,-44.45209164,-22.21173597,2.0,208:208:255
139,-44.79929625,-22.47074089,6.0,115:115:255
140,-44.06720297,-22.22322044,11.0,0:0:255
141,-44.35638195,-22.78164148,26.0,0:0:255
142,-44.79381784,-23.29797431,6.0,115:115:255
143,-44.39919548,-22.18476095,6.0,115:115:255
144,-44.37034215,-22.53431942,5.0,139:139:255
145,-44.93439454,-23.29372869,1.0,231:231:255
146,-44.19890157,-22.10030163,0.0,255:255:255
147,-44.34509445,-22.09616711,11.0,0:0:255
148,-44.56903868,-22.27600911,18.0,255:0:0
149,-44.83941971,-23.19849618,2.0,208:208:255
150,-44.31093897,-22.59846503,5.0,255:140:140
151,-44.31004374,-22.28002453,2.0,208:208:255
152,-44.64940737,-22.54213739,18.0,255:0:0
153,-44.78343313,-22.40775399,9.0,255:47:47
154,-44.26775927,-22.65745394,0.0,255:255:255
155,-44.96008839,-22.160737,2.0,255:209:209
156,-44.70992182,-22.35374293,6.0,115:115:255
157,-44.2327385,-22.14061735,1.0,231:231:255
158,-44.41252299,-22.31110265,2.0,208:208:255
159,-44.07744816,-22.71962878,4.0,162:162:255
160,-44.20116724,-22.27215599,1.0,231:231:255
161,-44.95987085,-22.24048883,3.0,255:186:186
162,-44.34908994,-22.90257456,5.0,139:139:255
163,-44.53794674,-22.22751937,4.0,255:163:163
164,-44.64129893,-22.42856955,2.0,255:209:209
165,-44.07180882,-22.29115628,5.0,255:140:140
166,-44.98411357,-23.14691703,2.0,255:209:209
167,-44.94942739,-23.18378414,3.0,185:185:255
168,-44.48538949,-22.37473277,0.0,255:255:255
169,-44.93500036,-22.2099428,1.0,255:232:232
170,-44.18459251,-22.25199887,11.0,255:0:0
171,-44.47620803,-22.42623691,2.0,255:209:209
172,-44.63403704,-22.51867709,4.0,255:163:163
173,-44.93043282,-22.39808084,10.0,23:23:255
174,-44.33539324,-22.9211294,0.0,255:255:255
175,-44.04748889,-22.2544144,9.0,255:47:47
176,-44.83394026,-22.68462065,1.0,255:232:232
177,-44.20521553,-22.02521227,6.0,255:116:116
178,-44.62655332,-22.17934791,0.0,255:255:255
179,-44.61335479,-22.57816421,12.0,0:0:255
180,-44.85854374,-22.29512022,1.0,255:232:232
181,-44.74681681,-22.17090414,4.0,162:162:255
182,-44.56848586,-22.21547393,3.0,185:185:255
183,-44.03839226,-22.34737236,11.0,255:0:0
184,-44.429655,-22.8874895,19.0,0:0:255
185,-44.29025964,-22.31945525,1.0,231:231:255
186,-44.40155837,-22.36289901,5.0,255:140:140
187,-44.66730043,-22.50517748,1.0,255:232:232
188,-44.30594959,-22.08211353,0.0,255:255:255
189,-44.21330113,-22.09786674,3.0,255:186:186
190,-44.26696629,-22.96315843,12.0,0:0:255
191,-44.80061506,-23.10986354,5.0,255:140:140
192,-44.72396697,-22.64214769,11.0,255:0:0
193,-44.67308089,-22.93077027,3.0,255:186:186
194,-44.39929469,-22.89957517,2.0,255:209:209
195,-44.06084855,-22.21729533,9.0,255:47:47
196,-44.54868141,-22.74796965,2.0,208:208:255
197,-44.8310142,-23.01921687,5.0,139:139:255
198,-44.78845952,-22.99904553,4.0,162:162:255
199,-44.97382078,-23.08806342,4.0,255:163:163
200,-44.72171983,-22.73076145,15.0,0:0:255
201,-44.88600721,-23.06671736,6.0,255:116:116
202,-44.87885017,-22.71211714,9.0,46:46:255
203,-44.78473116,-22.20882791,10.0,255:24:24
204,-44.96232499,-23.31772843,1.0,231:231:255
205,-44.51945322,-22.99434922,10.0,23:23:255
206,-44.5143949,-23.01865999,2.0,208:208:255
207,-44.19410218,-22.00264103,11.0,0:0:255
208,-44.71308435,-22.91697609,8.0,255:70:70
209,-44.61451844,-22.18779703,0.0,255:255:255
210,-44.37281528,-22.92939672,1.0,231:231:255
211,-44.7110489,-22.59791852,1.0,255:232:232
212,-44.49770727,-23.00692161,3.0,185:185:255
213,-44.09476371,-22.94415913,3.0,255:186:186
214,-44.79305726,-22.01924051,4.0,255:163:163
215,-44.70253066,-22.53125363,27.0,255:0:0
216,-44.47579905,-22.18330292,0.0,255:255:255
217,-44.38867144,-22.73184085,15.0,0:0:255
218,-44.03536804,-22.67941921,10.0,23:23:255
219,-44.8720708,-22.99469391,2.0,208:208:255
220,-44.22861958,-22.60316656,2.0,255:209:209
221,-44.21177392,-22.63738242,6.0,255:116:116
222,-44.67660854,-22.19998681,4.0,162:162:255
223,-44.65885785,-22.52380571,2.0,208:208:255
224,-44.72744235,-22.54605357,8.0,255:70:70
225,-44.8714322,-23.23222728,7.0,92:92:255
226,-44.54731656,-22.43533412,2.0,255:209:209
227,-44.56495691,-22.99012847,2.0,208:208:255
228,-44.44882818,-22.13794161,3.0,185:185:255
229,-44.53812883,-22.00718128,11.0,255:0:0
230,-44.50068259,-22.20342489,1.0,255:232:232
231,-44.01559231,-22.08812838,1.0,231:231:255
232,-44.30435753,-22.04278565,5.0,139:139:255
233,-44.18852592,-22.49118221,15.0,255:0:0
234,-44.70061928,-22.56920705,2.0,255:209:209
235,-44.80076512,-22.34642982,5.0,139:139:255
236,-44.32900395,-22.78387634,12.0,0:0:255
237,-44.5249261,-22.33532395,10.0,23:23:255
238,-44.96382576,-22.76797917,4.0,255:163:163
239,-44.97035698,-23.07319383,5.0,139:139:255
240,-44.0240638,-22.49434422,5.0,139:139:255
241,-44.76419261,-23.05620475,0.0,255:255:255
242,-44.41992125,-22.38609873,1.0,255:232:232
243,-44.93479727,-22.10508288,1.0,231:231:255
244,-44.20515582,-22.17012058,2.0,255:209:209
245,-44.11373838,-22.57424118,14.0,0:0:255
246,-44.18734104,-23.12565193,4.0,162:162:255
247,-44.46931078,-22.87369092,8.0,255:70:70
248,-44.54315627,-22.23312917,2.0,208:208:255
249,-44.87434442,-22.7782183,8.0,255:70:70
250,-44.00983558,-22.64354912,10.0,255:24:24
251,-44.07358474,-22.3307367,3.0,255:186:186
252,-44.60311825,-22.70720285,19.0,255:0:0
253,-44.89775979,-22.05857196,1.0,231:231:255
254,-44.96429858,-23.37088098,3.0,255:186:186
255,-44.14397293,-22.35246603,11.0,0:0:255
256,-44.26860194,-22.9694876,7.0,92:92:255
257,-44.54830004,-22.90887036,12.0,0:0:255
258,-44.12313478,-22.37742491,4.0,162:162:255
259,-44.97344283,-23.01469567,0.0,255:255:255
260,-44.78155711,-23.17008552,2.0,208:208:255
261,-44.12371943,-22.43489467,6.0,115:115:255
262,-44.83932942,-22.58813568,5.0,139:139:255
263,-44.867237,-22.00943173,7.0,255:93:93
264,-44.90109694,-22.25174001,6.0,255:116:116
265,-44.88698223,-22.77459758,4.0,255:163:163
266,-44.16105117,-22.93249018,13.0,0:0:255
267,-44.86865179,-22.15702386,11.0,255:0:0
268,-44.26860883,-22.3939301,5.0,139:139:255
269,-44.09178033,-22.94528181,1.0,255:232:232
270,-44.30502924,-22.72666648,14.0,0:0:255
271,-44.72082287,-23.23276435,5.0,139:139:255
272,-44.75768155,-23.08133228,18.0,0:0:255
273,-44.5862088,-22.15114729,3.0,255:186:186
274,-44.81292072,-23.32281364,1.0,255:232:232
275,-44.74269195,-22.24396635,5.0,255:140:140
276,-44.70147843,-22.92042991,7.0,92:92:255
277,-44.51547727,-22.43681097,16.0,0:0:255
278,-44.11644105,-22.58037459,4.0,162:162:255
279,-44.42138494,-22.78577009,2.0,208:208:255
280,-44.47908016,-22.89012603,5.0,139:139:255
281,-44.39483781,-22.37701908,16.0,255:0:0
282,-44.53932295,-22.28237195,6.0,115:115:255
283,-44.19367138,-22.53751807,2.0,255:209:209
284,-44.13177947,-22.19103927,8.0,69:69:255
285,-44.20180105,-22.71326568,24.0,255:0:0
286,-44.63539507,-22.48908919,1.0,255:232:232
287,-44.2366484,-22.41977342,2.0,255:209:209
288,-44.21964917,-22.22634271,7.0,92:92:255
289,-44.77877075,-23.24000119,2.0,255:209:209
290,-44.60558146,-22.84088975,6.0,115:115:255
291,-44.86258537,-22.72318608,13.0,255:0:0
292,-44.99342812,-23.32137944,7.0,92:92:255
293,-44.71137845,-22.31467695,3.0,185:185:255
294,-44.35165034,-22.70827405,2.0,255:209:209
295,-44.18137796,-22.34078471,1.0,231:231:255
296,-44.64966836,-22.35032595,2.0,208:208:255
297,-44.89739597,-22.70574103,6.0,255:116:116
298,-44.71290168,-22.32348137,5.0,139:139:255
299,-44.95896774,-22.5603813,2.0,208:208:255
300,-44.03583321,-22.27665859,6.0,255:116:116
301,-44.48635628,-22.65468034,6.0,115:115:255
302,-44.70917277,-22.79066167,1.0,231:231:255
303,-44.15875236,-22.88494672,2.0,255:209:209
304,-44.7348111,-22.80165582,4.0,255:163:163
305,-44.83883231,-23.11090898,5.0,255:140:140
306,-44.76803474,-22.73915082,21.0,255:0:0
307,-44.08309778,-22.02152233,7.0,255:93:93
308,-44.67235065,-22.43127643,7.0,255:93:93
309,-44.95948131,-22.98991669,1.0,231:231:255
310,-44.98270731,-22.8023995,0.0,255:255:255
311,-44.83719386,-22.66060211,2.0,255:209:209
312,-44.37015772,-22.23999753,10.0,23:23:255
313,-44.36791356,-22.2445825,3.0,185:185:255
314,-44.72235823,-22.99237812,6.0,115:115:255
315,-44.53334034,-22.63630253,9.0,46:46:255
316,-44.54861492,-22.96238453,0.0,255:255:255
317,-44.97758473,-23.06983003,1.0,231:231:255
318,-44.9298631,-22.7994607,10.0,23:23:255
319,-44.5086397,-22.24168199,1.0,255:232:232
320,-44.1826968,-22.14617003,2.0,255:209:209
321,-44.81412361,-22.95229451,10.0,23:23:255
322,-44.8609428,-22.68504306,5.0,255:140:140
323,-44.72314586,-23.1642457,7.0,92:92:255
324,-44.83405927,-23.24356462,0.0,255:255:255
325,-44.68816399,-23.26401095,12.0,0:0:255
326,-44.08737629,-22.85348314,7.0,255:93:93
327,-44.41290844,-22.23318193,11.0,0:0:255
328,-44.15993579,-22.22967923,0.0,255:255:255
329,-44.72999008,-22.74571708,2.0,255:209:209
330,-44.63639739,-22.0522939,3.0,185:185:255
331,-44.9902371,-22.8983238,2.0,208:208:255
332,-44.83279635,-23.14746363,3.0,185:185:255
333,-44.13123687,-22.41619115,3.0,185:185:255
334,-44.92248704,-22.24267318,1.0,255:232:232
335,-44.59062996,-22.62895079,11.0,0:0:255
336,-44.41743139,-22.10114225,13.0,0:0:255
337,-44.0661262,-22.59780092,8.0,255:70:70
338,-44.75775627,-22.20263684,5.0,255:140:140
339,-44.85502844,-22.3121041,5.0,139:139:255
340,-44.54556341,-22.50423281,1.0,231:231:255
341,-44.55012913,-22.7974298,9.0,255:47:47
342,-44.21485394,-22.09347922,3.0,185:185:255
343,-44.86554883,-22.55015546,3.0,255:186:186
344,-44.58290954,-22.21744458,4.0,162:162:255
345,-44.65907658,-22.07435506,5.0,255:140:140
346,-44.93859957,-22.88166775,11.0,0:0:255
347,-44.74947312,-22.5359976,1.0,231:231:255
348,-44.10363576,-22.39475698,4.0,162:162:255
349,-44.44272261,-22.27980568,2.0,255:209:209
350,-44.80134423,-23.12067626,4.0,162:162:255
351,-44.27666941,-22.24916108,8.0,69:69:255
352,-44.41356663,-22.63241324,1.0,231:231:255
353,-44.84667017,-22.42664656,6.0,255:116:116
354,-44.82975524,-22.97776655,1.0,231:231:255
355,-44.04570976,-22.51698604,1.0,255:232:232
356,-44.74235379,-22.03195043,3.0,255:186:186
357,-44.03930697,-22.80763388,2.0,255:209:209
358,-44.8067034,-22.06752866,5.0,139:139:255
359,-44.95303308,-23.01315432,2.0,208:208:255
360,-44.7327753,-23.28610495,1.0,255:232:232
361,-44.74473379,-22.78207113,2.0,208:208:255
362,-44.13405589,-22.67903654,10.0,255:24:24
363,-44.19090078,-22.37476018,3.0,185:185:255
364,-44.90368087,-22.36583504,0.0,255:255:255
365,-44.45619128,-22.39027194,2.0,255:209:209
366,-44.54470668,-22.55059891,3.0,255:186:186
367,-44.62716379,-23.28472617,9.0,46:46:255
368,-44.28324687,-22.68661017,1.0,231:231:255
369,-44.51854422,-23.01491007,3.0,255:186:186
370,-44.14617894,-22.22472307,9.0,255:47:47
371,-44.91608613,-22.84593616,7.0,92:92:255
372,-44.2449985,-22.36773561,5.0,255:140:140
373,-44.36404985,-22.32331756,5.0,139:139:255
374,-44.77091247,-23.10124392,0.0,255:255:255
375,-44.18958009,-22.54693869,4.0,255:163:163
376,-44.74284148,-23.32231403,3.0,185:185:255
377,-44.27393625,-23.12930897,3.0,255:186:186
378,-44.71851386,-23.24290694,4.0,255:163:163
379,-44.90772131,-22.21744499,3.0,185:185:255
380,-44.98441662,-22.09114438,3.0,255:186:186
381,-44.30706496,-22.82056495,2.0,255:209:209
382,-44.77088948,-22.5499505,4.0,255:163:163
383,-44.94613632,-22.66377136,4.0,255:163:163
384,-44.83148441,-22.43363533,4.0,162:162:255
385,-44.78323087,-22.69598431,7.0,92:92:255
386,-44.63801718,-22.39236828,3.0,255:186:186
387,-44.72372158,-23.30747476,1.0,255:232:232
388,-44.08028855,-22.76125863,9.0,255:47:47
389,-44.89917034,-23.06128954,11.0,0:0:255
390,-44.82147004,-22.03738538,4.0,162:162:255
391,-44.59595666,-22.05311697,1.0,255:232:232
392,-44.51578525,-22.91393656,3.0,185:185:255
393,-44.66173788,-22.29742388,2.0,208:208:255
394,-44.7611073,-22.28822815,9.0,46:46:255
395,-44.50578808,-22.61232125,6.0,115:115:255
396,-44.8438632,-22.18307537,1.0,255:232:232
397,-44.6643966,-22.79598927,1.0,255:232:232
398,-44.09976897,-22.09312707,0.0,255:255:255
399,-44.21182198,-23.11859285,2.0,255:209:209
400,-44.84650276,-22.716868,1.0,255:232:232
401,-44.65043311,-22.32741208,5.0,139:139:255
402,-44.01732441,-22.39847861,2.0,208:208:255
403,-44.62583138,-22.43413096,4.0,255:163:163
404,-44.76996149,-22.85049394,1.0,255:232:232
405,-44.85132505,-23.20766912,7.0,92:92:255
406,-44.40105202,-22.73322355,34.0,0:0:255
407,-44.49501677,-22.56002472,3.0,185:185:255
408,-44.2990795,-22.79778654,1.0,231:231:255
409,-44.43076968,-22.60806592,0.0,255:255:255
410,-44.91751327,-23.11735079,5.0,255:140:140
411,-44.47892424,-22.43533198,4.0,162:162:255
412,-44.79827127,-22.93287195,1.0,255:232:232
413,-44.2566877,-22.2301641,2.0,255:209:209
414,-44.17639957,-22.53754467,6.0,255:116:116
415,-44.64589059,-22.79379387,10.0,23:23:255
416,-44.14856589,-22.34365744,2.0,208:208:255
417,-44.65721018,-23.01119717,16.0,255:0:0
418,-44.04132037,-22.59623214,1.0,255:232:232
419,-44.7751627,-23.26704576,11.0,255:0:0
420,-44.23201157,-22.73210171,12.0,0:0:255
421,-44.79643411,-22.88082533,8.0,255:70:70
422,-44.63059668,-23.2496729,12.0,0:0:255
423,-44.54625761,-22.90359009,1.0,255:232:232
424,-44.02245839,-22.76435227,3.0,185:185:255
425,-44.37896998,-22.74614413,5.0,255:140:140
426,-44.74065497,-22.93589473,10.0,255:24:24
427,-44.75358354,-22.88333333,1.0,231:231:255
428,-44.54591171,-22.53766165,6.0,115:115:255
429,-44.21667971,-22.26684772,5.0,139:139:255
430,-44.08680912,-22.6338868,6.0,255:116:116
431,-44.84552312,-22.15139264,6.0,115:115:255
432,-44.59274512,-23.25496377,6.0,115:115:255
433,-44.25046456,-22.20607888,8.0,255:70:70
434,-44.11547551,-22.61475396,2.0,208:208:255
435,-44.19250277,-23.19423597,7.0,255:93:93
436,-44.86717232,-22.03581019,8.0,69:69:255
437,-44.98736265,-23.00786599,7.0,92:92:255
438,-44.77182497,-22.11217204,9.0,46:46:255
439,-44.51472481,-22.24722296,1.0,255:232:232
440,-44.42445463,-22.36707871,3.0,255:186:186
441,-44.71696347,-23.30523683,2.0,208:208:255
442,-44.2275849,-22.09780373,10.0,23:23:255
443,-44.00926048,-22.7799571,10.0,255:24:24
444,-44.13613573,-22.83794103,3.0,255:186:186
445,-44.41219312,-22.36225071,8.0,69:69:255
446,-44.22399448,-22.41437373,8.0,255:70:70
447,-44.09263214,-22.00134798,0.0,255:255:255
448,-44.16140963,-22.30369439,0.0,255:255:255
449,-44.96780295,-22.70840125,2.0,255:209:209
450,-44.98578887,-22.58119911,0.0,255:255:255
451,-44.94907095,-22.17993548,3.0,255:186:186
452,-44.33722008,-22.15999086,4.0,162:162:255
453,-44.14629949,-22.31067765,4.0,162:162:255
454,-44.7509254,-22.34004017,2.0,255:209:209
455,-44.75961567,-23.36635364,2.0,255:209:209
456,-44.85907359,-22.82271427,3.0,185:185:255
457,-44.41409932,-22.72618963,8.0,255:70:70
458,-44.51744471,-22.57414526,9.0,255:47:47
459,-44.80392052,-23.33440342,5.0,139:139:255
460,-44.32020802,-22.16555775,16.0,0:0:255
461,-44.21342998,-22.40100326,13.0,255:0:0
462,-44.38231702,-22.76265342,5.0,255:140:140
463,-44.6289053,-22.80768487,18.0,255:0:0
464,-44.06402317,-22.20924923,2.0,255:209:209
465,-44.91422743,-22.50471593,2.0,255:209:209
466,-44.78975785,-22.47124424,2.0,255:209:209
467,-44.40079467,-22.31091506,5.0,139:139:255
468,-44.52940786,-22.51434724,4.0,162:162:255
469,-44.53533468,-22.70572058,5.0,255:140:140
470,-44.69294012,-22.70505569,4.0,162:162:255
471,-44.93729679,-22.64824357,11.0,0:0:255
472,-44.15119722,-22.98979388,26.0,0:0:255
473,-44.37405428,-22.47822616,1.0,231:231:255
474,-44.2088369,-22.24850186,0.0,255:255:255
475,-44.97349126,-23.07088838,3.0,255:186:186
476,-44.30325281,-22.30714611,1.0,255:232:232
477,-44.52780703,-22.4822903,1.0,255:232:232
478,-44.90116643,-23.09492594,4.0,162:162:255
479,-44.71666471,-22.12369658,8.0,255:70:70
480,-44.83616385,-22.22269483,12.0,0:0:255
481,-44.82726583,-22.14609604,9.0,46:46:255
482,-44.38467192,-22.62486552,3.0,255:186:186
483,-44.72924586,-22.49670345,13.0,255:0:0
484,-44.74379479,-22.73088232,12.0,255:0:0
485,-44.9394559,-22.88134671,3.0,185:185:255
486,-44.90186611,-22.03820278,1.0,231:231:255
487,-44.50370069,-22.70832436,23.0,0:0:255
488,-44.2982411,-22.01901822,3.0,185:185:255
489,-44.84371122,-22.93186664,4.0,255:163:163
490,-44.91731732,-22.89145414,2.0,208:208:255
491,-44.74822036,-22.75251425,12.0,255:0:0
492,-44.79606001,-22.38288482,12.0,0:0:255
493,-44.9757012,-23.17470445,1.0,255:232:232
494,-44.70213366,-22.52582894,11.0,255:0:0
495,-44.80935377,-23.00650201,6.0,115:115:255
496,-44.78779813,-22.99388047,3.0,185:185:255
497,-44.61090071,-22.4005827,1.0,255:232:232
498,-44.84155944,-22.502368,5.0,255:140:140
499,-44.17084584,-22.03597833,6.0,115:115:255
500,-44.76402041,-22.41952872,2.0,208:208:255
501,-44.50163411,-22.45918925,3.0,255:186:186
502,-44.80710065,-22.29906508,2.0,255:209:209
503,-44.19485427,-22.54229161,9.0,255:47:47
504,-44.28185848,-22.74756233,23.0,255:0:0
505,-44.75803059,-22.59133424,13.0,0:0:255
506,-44.98611729,-22.73592857,4.0,162:162:255
507,-44.73305431,-23.00398199,7.0,92:92:255
508,-44.01766009,-22.26360617,6.0,255:116:116
509,-44.91285738,-22.03397995,2.0,208:208:255
510,-44.15396843,-22.04662853,2.0,208:208:255
511,-44.49687719,-22.8655521,18.0,255:0:0
512,-44.80212197,-22.26879083,2.0,208:208:255
513,-44.73833205,-22.93493616,11.0,0:0:255
514,-44.25205522,-22.20137066,0.0,255:255:255
515,-44.9290226,-22.84906602,5.0,255:140:140
516,-44.9946122,-22.69596898,1.0,231:231:255
517,-44.96243998,-22.45572962,5.0,255:140:140
518,-44.51469719,-22.24630013,9.0,255:47:47
519,-44.59434933,-22.78753859,6.0,255:116:116
520,-44.48701117,-23.00798981,7.0,92:92:255
521,-44.89758543,-22.55747198,28.0,0:0:255
522,-44.88974332,-22.28164385,2.0,208:208:255
523,-44.66029063,-23.29709701,8.0,69:69:255
524,-44.46965477,-22.10090987,2.0,255:209:209
525,-44.79399988,-22.37352659,10.0,255:24:24
526,-44.29828944,-22.93000774,7.0,92:92:255
527,-44.93554395,-22.73700437,4.0,255:163:163
528,-44.53536491,-22.32726177,11.0,0:0:255
529,-44.12447531,-22.13909127,13.0,0:0:255
530,-44.79715615,-22.53005138,1.0,231:231:255
531,-44.71335755,-22.55788881,4.0,162:162:255
532,-44.26026254,-22.91254112,19.0,255:0:0
533,-44.89998027,-22.06624972,7.0,92:92:255
