,srtm30_wgs84_Araca,srtm30_slope_Araca
99,37.3063604,0.731948
100,858.0051932,6.874149
101,59.735635,2.814794
102,1137.30494827,2.362566
103,50.83764952,4.988375
104,67.59535984,3.749066
105,36.29770675,3.526029
106,40.8341704,2.712094
107,39.36225431,4.782956
108,47.75467808,2.109959
109,25.71182843,2.330128
110,48.63983285,4.319448
111,65.8712209,1.643994
112,50.80673314,1.188599
113,60.4050373,0.3297176
114,81.68567206,1.313518
115,50.69652842,3.369113
116,76.05562248,4.265592
117,74.30639051,4.446258
118,38.30465873,0.7362156
119,1103.2270321,3.747668
120,54.60872514,1.180007
121,29.06640426,2.325757
122,80.55859831,1.180215
123,42.98417487,1.910998
124,29.16575505,1.473463
125,48.80694907,2.072575
126,66.4099496,3.974984
127,50.15782376,1.648031
128,35.52123289,2.208867
129,59.57246608,3.500524
130,37.04702085,3.831886
131,26.21026169,3.344347
132,38.67721967,2.628012
133,53.16567206,3.352577
134,77.47423093,3.543301
135,64.53136219,1.643502
136,51.79597566,2.396422
137,39.66825521,1.464507
138,49.45883232,0.9252689
139,43.47371988,6.733001
140,46.97592104,4.21483
141,39.08704448,0.6567258
142,57.83782458,0.7362105
143,41.14521459,9.449106
144,36.47701239,3.748005
145,60.87227717,1.921327
146,53.61060317,3.107649
147,57.98478996,2.198952
148,53.37486787,0.9852669
149,39.4974506,1.766099
150,79.72818417,2.324505
151,98.50102361,5.653448
152,46.73212763,4.903142
153,53.41784471,1.638593
154,278.40833174,6.232771
155,117.78318674,8.852555
156,1235.14127822,1.851436
157,36.38514141,4.744247
158,1294.20200097,15.96521
159,74.2644353,2.388387
160,55.57781428,4.280352
161,41.45238606,1.921937
162,49.70332208,2.298866
163,57.16096264,0.9275197
164,91.06754109,4.017892
165,94.4259963,3.022136
166,80.27861089,1.677145
167,81.64145085,2.300051
168,42.42344846,2.082616
169,57.63650735,2.811137
170,1084.3068121,3.611555
171,43.36400011,4.643031
172,58.97724205,3.38942
173,767.86975196,19.34554
174,1354.16625492,7.300174
175,50.09085019,2.376505
176,71.69703287,3.273754
177,51.19757347,5.55291
178,61.69651105,1.774215
179,51.29415717,1.677843
180,42.26117569,1.851276
181,77.15304322,2.930316
182,53.9704097,2.000109
183,74.2175024,1.041552
184,39.19155427,3.032362
185,80.51680937,3.838354
186,54.03222262,16.94172
187,769.95085254,2.64488
188,61.37669448,5.874441
189,50.04595942,8.483879
190,31.81925038,1.766321
191,670.92729617,15.68127
192,77.54985562,5.144346
193,34.45371419,2.330178
194,71.61343593,3.08949
195,59.90950837,2.976624
196,64.6714522,5.13677
197,49.02472949,1.040381
198,51.71715412,3.300517
199,52.95756779,2.376559
200,62.55234161,3.501233
201,88.47992787,6.235023
202,290.88711127,23.07406
203,56.55095706,0.0011279
204,55.92765896,3.282072
205,68.54886952,5.734845
206,36.4311665,2.110199
207,66.61186412,1.77322
208,51.44747146,3.939438
209,705.85924738,15.39574
210,75.78597261,3.420311
211,43.90447182,4.140637
212,67.34156615,3.626643
213,48.93782883,6.932005
214,75.04421109,2.298503
215,40.3092227,1.353786
216,69.67437226,3.037081
217,63.62159787,2.396235
218,42.62192664,3.679912
219,77.12503244,3.422134
220,58.37140764,4.018234
221,58.99555938,4.123141
222,1055.08142494,13.29488
223,870.89825108,9.044124
224,36.301737,1.466488
225,53.56098528,3.561274
226,51.17744664,3.938779
227,37.18198497,1.035916
228,38.56038209,6.60185
229,73.62747069,4.469367
230,51.82742948,2.097813
231,42.59018111,2.927894
232,40.48026213,5.305901
233,55.9695274,2.0953
234,53.20825536,4.682302
235,47.2473315,2.555481
236,34.89606389,1.041504
237,47.74460993,3.344764
238,51.31728105,1.474069
239,53.56399903,1.911146
240,65.14194588,1.03604
241,53.05986283,4.263468
242,50.86258469,4.890583
243,51.861776,4.544157
244,652.83003985,35.95842
245,34.26767328,1.970569
246,71.76276688,2.375916
247,39.51496417,3.476677
248,57.13020579,1.356147
249,47.81967987,3.953905
250,36.93430659,1.648003
251,83.0873505,2.072872
252,57.08429722,1.041037
253,104.46660659,5.713386
254,39.47385152,2.097781
255,46.72053841,2.834273
256,53.20329204,3.949777
257,47.69971287,2.704701
258,31.8965313,1.971715
259,56.67681249,2.081638
260,32.94399963,2.330762
261,54.09124182,0.7374029
262,37.06777648,3.748638
263,71.90155868,3.83784
264,51.82626371,1.473361
265,64.98428663,2.330178
266,69.14624516,2.097886
267,54.7913247,1.464456
268,64.70685506,1.648223
269,50.40327607,5.927309
270,52.96257573,5.578186
271,960.39501752,42.41444
272,254.53768971,24.2642
273,85.5255894,3.271704
274,110.49911382,10.30149
275,1299.06569517,21.59912
276,45.97087768,3.342661
277,65.09500804,1.474059
278,68.23192851,1.474063
279,38.36560231,3.032372
280,67.62334006,1.64771
281,55.79136926,2.654825
282,37.95391069,1.648654
283,49.63801611,3.351831
284,42.44913427,2.778419
285,33.88295356,0.7317801
286,60.41783216,1.676742
287,74.43629374,2.360377
288,939.90358507,9.45356
289,37.84521143,3.12138
290,31.19702639,1.865029
291,38.70243861,0.6578815
292,73.62598391,1.390651
293,46.46410479,0.7361737
294,51.8621978,2.395244
295,37.58287066,6.334429
296,41.6571018,3.993839
297,65.68677086,9.367957
298,50.93184938,0.7367457
299,78.333865,2.712182
300,57.09318586,1.474195
301,93.83601779,6.420802
302,59.93182575,1.641663
303,32.30768102,0.3292274
304,48.8913214,6.27811
305,89.80155671,2.001342
306,56.93233232,1.188383
307,58.54434113,3.031185
308,73.82078222,6.894495
309,61.41859832,2.396369
310,32.61148192,0.3280745
311,89.24639527,2.324072
312,71.4200958,4.743246
313,44.61149779,2.655467
314,37.06704667,2.814892
315,52.30897265,8.896644
316,53.10456433,2.646748
317,26.82298315,4.706341
318,37.92843207,1.472831
319,42.29415882,2.494469
320,53.36423041,2.001382
321,57.43076085,3.389395
322,53.44585983,2.800582
323,81.68913502,2.001424
324,58.69531796,4.44812
325,69.06271627,2.817298
326,39.24300114,0.7318729
327,57.63917078,2.628097
328,51.21560259,3.36896
329,54.85291475,3.032343
330,40.5644454,0.6582729
331,41.73086508,2.81716
332,57.36155711,3.678737
333,71.6355929,5.604398
334,45.99691899,1.921359
335,114.76168552,4.065297
336,40.07320124,3.432799
337,23.42032152,1.189018
338,57.9194625,3.031965
339,47.04705305,2.000132
340,998.95030212,7.752983
341,57.57169306,2.626296
342,43.99133221,2.812191
343,51.53097173,2.77608
344,41.13981907,1.188617
345,61.02046683,4.577532
346,53.60340395,0.3292329
347,26.00601374,3.674716
348,45.58623213,8.224546
349,43.38636746,2.375997
350,91.90859815,12.61156
351,48.46934659,6.434787
352,64.8985256,6.034878
353,50.60506714,0.65667
354,37.95255292,8.225928
355,61.02754655,3.107653
356,59.68619192,1.766276
357,70.59518473,1.188475
358,50.65568959,2.976156
359,54.20480153,3.389435
360,33.04493626,2.08117
361,52.26852293,1.972238
362,48.64577146,2.300385
363,58.65238317,0.656666
364,51.31787742,1.040486
365,287.61385335,32.27374
366,28.11930872,1.356687
367,57.97889727,3.389462
368,51.31881477,1.040427
369,61.88631996,3.936896
370,57.85290064,0.3297781
371,41.26457507,3.660656
372,62.44438306,1.464349
373,115.26429893,20.73606
374,77.26121134,3.087488
375,36.3228426,9.191475
376,62.75093872,1.92133
377,41.91423005,3.296453
378,51.96997552,2.080989
379,58.72440295,1.1884
380,69.55573913,4.956005
381,28.8587259,4.215453
382,766.85063414,16.64526
383,44.5191048,3.734725
384,49.51041663,3.241637
385,54.40388496,2.628506
386,57.70608476,2.001519
387,33.91705171,1.92136
388,48.36955497,2.395227
389,48.03956094,3.478934
390,36.88611703,4.982146
391,46.76052555,3.993681
392,47.13340868,2.395775
393,1075.35125479,4.700894
394,52.15238603,1.353776
395,92.83016905,4.263674
396,52.23342903,0.00121419
397,143.76143321,9.764151
398,58.91661051,0.9865211
399,57.65525514,2.36257
400,28.69513552,5.102172
401,148.8301115,18.36283
402,67.46506125,2.321764
403,57.87367192,1.909038
404,62.83958729,1.398384
405,1173.31747753,2.494502
406,33.95195041,3.030716
407,42.75622809,4.623484
408,65.08002548,3.735033
409,66.34018263,0.9848864
410,49.72838685,2.507307
411,55.85062042,1.315012
412,836.89975185,19.26547
413,56.46298555,0.9276158
414,72.70596195,2.972138
415,135.81813067,20.37621
416,53.78337947,8.925241
417,61.1918161,2.330166
418,46.6267892,0.4620907
419,68.76766132,1.46654
420,26.04528701,1.182228
421,91.42969331,3.016394
422,45.56750304,11.30711
423,29.74845179,7.545844
424,970.07454204,8.711159
425,44.49087587,5.255752
426,66.36811063,1.313828
427,36.56751263,8.014871
428,52.48799783,1.351591
429,47.68877753,1.188511
430,44.39687401,5.144858
431,125.98225316,9.949496
432,35.77174782,0.7362642
433,54.58494214,6.975591
434,86.13571944,1.357357
435,59.88120741,1.642208
436,59.48500722,2.930173
437,43.28257216,3.371312
438,36.9215258,2.704731
439,87.93856665,2.626937
440,49.81209725,4.475204
441,46.18101881,8.573079
442,67.47376093,2.072727
443,67.49573655,2.649222
444,50.74368886,1.466743
445,34.23731756,6.218856
446,44.23367378,1.472838
447,51.86940971,3.728641
448,105.80111058,1.997006
449,43.71264367,2.394626
450,144.04733071,9.289749
451,59.27902032,1.473535
452,56.48654352,1.357889
453,40.45222118,3.955802
454,38.99156258,1.911053
455,35.12113167,5.257206
456,59.52674604,4.646654
457,48.38278858,1.648259
458,57.43043088,2.573164
459,76.42112356,4.54219
460,78.54255371,2.199152
461,44.33269914,3.018342
462,67.24574699,4.590854
463,35.89272282,1.038269
464,51.70205139,2.814802
465,71.33679367,1.971846
466,58.33491884,1.356116
467,63.88865281,0.7362237
468,57.47458058,2.325875
469,35.83968836,3.106849
470,47.77355413,7.540156
471,81.1570589,3.994222
472,105.67599614,1.648021
473,35.82125786,5.004655
474,67.90497086,3.03079
475,57.12032188,3.28212
476,45.68219004,5.43809
477,65.26347871,3.271664
478,51.10532635,3.107736
479,112.66829027,6.419032
480,36.24586193,1.921353
481,51.49055625,0.3297305
482,65.89182185,1.351678
483,59.59485108,0.7367216
484,55.8774378,2.573994
485,59.37025744,3.53827
486,58.72980748,3.621918
487,53.50107028,3.018421
488,52.91299153,1.182247
489,31.96831807,1.353453
490,45.63937628,6.904445
491,30.50139635,1.642272
492,40.30715034,2.362463
493,36.28941975,0.7361329
494,44.51898571,4.863026
495,31.59572934,2.362463
496,38.84561821,2.097806
497,38.69295673,2.641361
498,51.56004508,1.920824
499,32.99821697,2.097687
500,45.47301353,4.371118
501,642.02750732,33.08582
502,44.96152395,3.658739
503,47.06251326,3.087062
504,75.8422419,0.7373785
505,32.18072061,3.420007
506,37.70509143,3.679198
507,57.57656093,3.297835
508,33.96273189,3.658529
509,36.14277721,3.29652
510,32.44509338,3.241624
511,49.22832087,2.316065
512,51.88491508,5.306854
513,40.72250414,8.310436
514,40.45823483,5.327587
515,40.34024351,1.77264
516,46.34672785,3.302516
517,52.74134152,3.261183
518,627.95729142,18.11668
519,38.80987321,3.540642
520,49.40206359,0.7361048
521,61.25452442,7.439184
522,43.14397216,5.193537
523,1062.0068598,2.641508
524,35.86192172,4.684238
525,27.23633726,0.7374587
526,79.25675759,4.990725
527,49.96323315,3.626961
528,76.07669651,1.921344
529,50.62121013,2.388166
530,66.5707236,3.956103
531,65.42082362,1.399014
532,57.45701339,6.302411
533,873.92694514,13.69038
534,39.70131727,4.15897
535,38.98130375,4.123088
536,55.3933456,6.007191
537,50.0190052,3.479067
538,50.73465027,4.290058
539,135.62671478,6.231571
540,309.85637369,14.73957
541,48.77383376,6.314376
542,40.45108262,2.650936
543,56.75878651,2.641559
544,81.49966858,1.674458
545,1076.17064542,6.03362
546,74.82756901,1.473541
547,71.11815587,5.934555
548,35.89329535,1.647968
549,56.58943566,2.648968
550,47.56666742,3.850133
551,37.52649905,5.171228
552,55.69335168,1.188534
553,35.92094546,2.198598
554,56.67917383,1.313258
555,1032.1375127,34.64508
556,40.7304736,5.26801
557,51.99307112,2.507647
558,38.47158485,1.970607
559,43.03013502,1.466561
560,29.10508337,1.865053
561,94.63114153,1.772822
562,30.59916185,2.319414
563,62.5570467,3.420116
564,74.25673056,0.3296937
565,64.35209764,2.817296
566,59.69717912,4.064566
567,51.17340246,1.042036
568,48.78177674,1.464413
569,57.13275286,1.182382
570,55.67400602,2.376032
571,33.06824814,2.298815
572,50.35223606,2.49453
573,814.93572324,8.511065
574,48.43851961,1.996889
575,47.96027883,3.240427
576,54.14808768,3.666099
577,60.68193345,8.134249
578,43.79525742,6.01654
579,83.96026847,2.001011
580,62.93154013,1.911312
581,70.26249156,2.376461
582,75.21175022,2.082684
583,43.42661389,4.933898
584,69.13114332,0.7369252
585,43.25898517,2.496352
586,58.78520747,4.412418
587,80.33496355,6.645261
588,49.71340681,4.859101
589,988.04582713,13.95723
590,50.58013047,0.7361317
591,54.737102,4.100562
592,47.27833432,4.931391
593,76.23571608,9.541
594,51.01817614,3.021677
595,58.08153304,0.6562904
596,37.53281557,1.908746
597,41.47598393,1.674019
598,65.83222933,3.089426
599,87.38786766,2.970257
600,55.11916464,0.7338971
601,32.90878709,0.466046
602,90.79376785,5.713475
603,78.178434,2.928326
604,53.61727373,1.971822
605,72.22743065,2.376459
606,40.00087828,1.473984
607,42.252543,3.736723
608,70.23369145,4.399539
609,45.83060816,3.67859
610,47.35259783,0.7339203
611,67.55471934,1.473311
612,80.35799979,3.241407
613,225.76288993,27.95116
614,34.76012299,3.389377
615,73.2042644,1.920784
616,35.33393076,4.215192
617,1077.00879946,3.964216
618,50.74538877,0.734176
619,23.3725818,3.120896
620,58.83233879,1.180037
621,24.99734867,5.570518
622,62.64805781,3.282008
623,64.5703196,4.319551
624,47.94480958,4.123145
625,49.79617307,3.301028
626,55.54097293,1.971838
627,71.40654609,3.240828
628,37.32007569,3.38939
629,1122.42622781,3.106855
630,71.22762008,3.832126
631,33.35571395,0.6563195
632,55.70927107,0.9322867
633,37.69759586,3.351263
634,67.64245128,1.399023
635,241.73155336,15.40094
636,64.29766165,1.772681
637,63.11920209,3.226525
638,36.26828361,3.849118
639,52.11589257,0.3275857
640,80.34197547,5.079611
641,52.73399231,1.035951
642,68.35797303,0.9252909
643,38.63684616,3.241612
644,1022.04864113,16.12705
645,89.09616206,8.978593
646,38.6709243,2.081642
647,42.7063502,3.433749
648,74.06629493,0.00116293
649,24.66990348,3.34427
650,86.27111328,2.627005
651,51.94493426,1.473329
652,42.02821365,3.950094
653,48.2061552,2.496548
654,70.4714582,0.3277293
655,53.57749757,0.4644458
656,56.7658848,1.038085
657,63.13001051,4.46887
658,37.66956384,6.227018
659,36.98784726,1.648537
660,38.83759641,1.996927
661,57.64819353,2.81726
662,43.12224204,4.142575
663,42.85166039,6.81847
664,54.28036994,4.051027
665,86.27430428,3.01874
666,93.16547237,3.389456
667,58.28675712,4.826504
668,975.93168728,44.92133
669,60.75356055,1.997002
670,36.14393679,1.921324
671,42.38109161,0.6563197
672,62.39445923,5.43835
673,52.69823591,1.672536
674,43.05199123,5.884947
675,58.10752685,0.7317191
676,44.07913717,0.00119373
677,50.77470737,3.031902
678,46.56795312,3.936929
679,33.9060871,1.473364
680,59.4951875,3.106771
681,52.33074003,2.650491
682,58.83395833,3.031954
683,65.14261414,2.496692
684,74.08601629,2.319857
685,73.09104695,2.944293
686,83.84396884,2.072614
687,33.08635652,2.209482
688,57.91813266,4.319912
689,46.28960413,1.464504
690,72.02534614,0.9869189
691,39.06936955,4.474951
692,48.06248889,1.970312
693,49.42558018,0.4643361
694,46.51423807,2.649139
695,781.96003086,13.24582
696,39.43270529,2.945497
697,69.81221329,1.999714
698,50.5590869,3.107735
699,32.10842614,2.64129
700,757.87176993,18.92131
701,33.70032354,2.198814
702,79.36452887,6.945309
703,90.65394019,5.995842
704,62.1433905,3.660987
705,1242.18902464,4.290156
706,32.8417216,1.464464
707,35.05269166,3.109481
708,40.45660744,4.675826
709,40.76547776,6.36413
710,76.20442534,3.674785
711,38.36074683,4.052898
712,47.384312,4.889982
713,35.46005825,5.438472
714,57.85835726,2.208811
715,209.61000648,27.01834
716,60.6565714,1.353568
717,32.66054013,4.276071
718,63.97104375,1.647914
719,50.92038605,5.192485
720,42.410956,9.090613
721,68.45931528,1.398464
722,33.09804981,1.677173
723,55.13784412,3.665929
724,127.73413751,1.921801
725,45.4880197,3.037682
726,46.49021954,0.9848624
727,35.46249623,2.641299
728,39.61093073,3.609494
729,451.86613191,30.26492
730,34.7967985,0.7318373
731,53.95799374,4.122505
732,73.64375672,2.199016
733,82.81170302,3.031964
734,69.55578864,2.208862
735,46.26452616,2.19897
736,395.76328753,16.34411
737,180.48365892,18.72772
738,62.09485974,3.543641
739,37.54335223,1.676559
740,49.58954236,3.031196
741,31.03422681,2.816956
742,48.90918502,3.298223
743,35.55439176,2.5738
744,35.93764212,2.814909
745,32.8267462,2.110221
746,739.82127336,14.57035
747,1076.31234858,20.99049
748,55.95592774,0.9328919
749,49.09084637,6.459097
750,52.89637872,6.868128
751,32.11891922,0.9274554
752,29.83543467,1.648544
753,35.14212106,2.976138
754,77.54267017,2.360487
755,42.81972195,2.198741
756,42.02253438,2.198828
757,65.29832753,4.99079
758,34.83655193,4.274125
759,123.66894758,5.584518
760,60.88512087,4.387897
761,30.94938263,2.000916
762,81.66314479,3.037109
763,36.14743221,3.953953
764,38.5456367,5.661968
765,57.87336847,2.376001
766,110.60293675,1.357727
767,34.19566675,3.024038
768,56.88271662,0.7367673
769,50.92434565,2.386267
770,43.03636499,1.466558
771,42.58314274,3.500526
772,34.43541478,2.711621
773,55.45026655,4.988255
774,43.48592877,2.713337
775,33.4261657,26.05057
776,60.05462899,3.991695
777,54.04546101,0.986911
778,58.86058256,6.266779
779,33.36508272,3.087105
780,31.2644214,1.388323
781,52.18752743,6.336647
782,39.17796048,1.864985
783,63.63463273,2.110686
784,63.62357121,1.466654
785,72.43388086,0.9869668
786,27.51658882,6.126182
787,26.15419533,1.314966
788,44.53566521,0.3292519
789,40.23497803,1.764079
790,52.4218737,0.6583679
791,61.87036777,5.813981
792,38.57276595,1.313833
793,39.4126218,4.451915
794,43.58472,7.384119
795,1237.22836775,2.097945
796,66.27693655,1.647666
797,193.96042427,19.72231
798,37.38560213,1.851181
799,62.67909013,2.000926
800,101.81766077,1.388529
801,897.00761016,19.77527
802,60.12599734,3.81699
803,55.57785927,3.432611
804,76.18226431,1.677964
805,1077.27325171,20.63153
806,40.86785051,3.283926
807,458.8715997,8.573522
808,75.5262619,1.853611
809,53.04502152,1.908777
810,726.85697036,20.51351
811,52.40347322,8.582688
812,43.7637778,2.506793
813,69.97363794,4.215393
814,87.5702749,4.41245
815,45.43888312,3.628062
816,54.78614872,4.707146
817,31.32752737,0.3276565
818,61.02910006,2.656041
819,60.96773482,1.648554
820,48.97247955,2.09556
821,66.83393505,4.621641
822,47.82895646,3.814676
823,45.68483662,0.7368966
824,51.56151437,4.383652
825,59.50472711,3.747608
826,57.62831465,2.330776
827,972.06177974,17.29129
828,49.61654679,2.494474
829,64.89565158,3.369414
830,36.68650694,3.106783
831,1018.20673825,2.095792
832,59.75494209,2.097871
833,55.84104869,3.282384
834,72.55160767,2.628127
835,79.504711,6.047263
836,42.63777094,0.9276145
837,33.70741642,2.081202
838,45.89090411,2.655443
839,58.72931789,1.313803
840,67.65596164,0.9852929
841,34.13991653,1.910978
842,39.32391115,5.198579
843,62.46091269,3.479054
844,34.3043776,4.933899
845,55.71523065,1.908839
846,73.95183936,1.648198
847,883.01281808,19.00281
848,87.63747782,2.110487
849,251.31762358,15.68855
850,43.75826826,1.648555
851,44.5022985,2.712732
852,43.26012351,3.226633
853,56.69450549,2.944999
854,30.89315186,2.507323
855,60.88811259,4.18989
856,65.18369847,1.035977
857,60.72034781,0.6566671
858,871.91204595,11.20024
859,35.20433142,4.853813
860,31.96871452,3.031856
861,62.66222347,1.853605
862,60.2057765,3.479111
863,47.60847341,4.140383
864,48.85464934,3.01604
865,36.77760571,0.4621817
866,43.17513171,1.648329
867,70.63150504,2.558135
868,49.73279657,4.255595
869,69.65062114,1.643503
870,44.0399726,2.834446
871,33.18693475,7.060085
872,65.90918705,3.939661
873,39.18803679,2.811785
874,65.40161911,4.318623
875,642.08773149,21.9444
876,423.03068482,17.62719
877,30.12883895,3.838371
878,60.01550416,2.394759
879,43.22209079,3.224704
880,33.95842327,1.180157
881,67.48856372,3.50059
882,69.227802,3.538512
883,369.65990874,18.00799
884,43.69884613,3.623857
885,45.25358354,2.375856
886,57.21772256,1.038313
887,32.08648602,3.622072
888,342.82427161,16.61353
889,56.4967929,6.473555
890,32.9350738,0.3296164
891,31.72633126,1.911015
892,69.9412798,3.501252
893,43.64121672,5.007237
894,43.94574117,4.454009
895,53.92476802,5.570168
896,41.73836085,2.196428
897,51.3628012,2.110534
898,65.92208067,0.3296569
899,312.87400895,31.06211
900,107.75149575,6.517366
901,61.39928706,2.081094
902,43.60685677,0.7369173
903,41.35360863,1.766378
904,47.80194235,3.609876
905,41.43916048,1.466534
906,32.27923048,3.831942
907,51.58644548,2.298801
908,38.48721363,4.188833
909,58.748106,7.225601
910,53.70277026,0.4644595
911,74.17065605,1.39848
912,34.71697917,5.079125
913,1254.21434742,6.23012
914,33.23736332,1.182241
915,24.45245857,0.00115992
916,76.50871291,2.000122
917,46.14019379,1.182491
918,73.16024193,6.224113
919,362.46340462,27.71612
920,118.65446165,9.863724
921,93.58379934,3.224671
922,70.95486665,1.674408
923,32.95518374,2.639103
924,45.17657324,2.974509
925,72.04213658,2.494594
926,36.03660701,1.036204
927,87.37867947,2.196578
928,52.59567607,3.84956
929,110.58605301,3.542866
930,55.77533724,2.70514
931,48.2598746,3.725773
932,33.50484517,2.651029
933,52.80503738,3.627014
934,87.7849287,2.11025
935,57.86629184,1.187873
936,31.88137533,2.816972
937,37.51902397,6.784357
938,37.7874063,3.501249
939,69.81736364,2.074805
940,49.18493727,7.020508
941,51.70457343,2.507645
942,69.89095827,2.198866
943,59.65281692,3.121958
944,810.95137803,9.67951
945,896.03717307,6.944855
946,33.73293502,0.9853275
947,47.04941511,2.944927
948,60.42032192,2.645008
949,37.61123096,6.200226
950,68.24991299,2.110196
951,35.50680295,8.589888
952,46.87785676,4.930358
953,1102.23097538,13.78702
954,37.52668466,4.684112
955,35.54078137,1.67788
956,56.62485372,4.468792
957,45.08525955,4.644305
958,43.83947188,5.005525
959,57.61895793,4.381749
960,56.59703772,1.187889
961,38.4896549,9.290735
962,118.71530148,1.398549
963,40.23097231,2.196701
964,29.18579112,1.180014
965,46.44124171,5.470448
966,37.55061168,3.747465
967,34.52427453,0.3292744
968,40.27582761,4.39701
969,47.38996502,1.648599
970,43.37522848,1.188956
971,42.25495588,1.676722
972,53.92115438,3.814721
973,50.41517435,4.26321
974,82.6235557,3.660965
975,61.09206199,2.324035
976,46.88850913,5.70767
977,55.14025215,0.6566898
978,45.66786156,3.476739
979,41.42440043,2.944805
980,97.65809269,3.849627
981,60.95196715,1.356657
982,42.87519754,2.573852
983,52.83460092,5.395207
984,61.39490415,1.764347
985,1105.27737872,22.79801
986,61.9039942,1.636612
987,37.9314983,2.319788
988,42.26618265,4.122615
989,125.59940222,13.37913
990,37.24548826,1.180135
991,51.33156753,6.47544
992,43.65305598,2.930099
993,849.00055332,8.065812
994,42.71534522,4.053198
995,50.6242212,1.188968
996,34.59778325,3.543558
997,165.07395249,31.5132
998,42.35335782,3.01839
999,965.04172602,21.06886
1000,50.78183572,2.639029
1001,50.13057473,1.638563
1002,48.16237813,1.188951
1003,49.87389607,1.921332
1004,36.26702928,6.718237
1005,35.3815705,2.628402
1006,41.24565999,1.357308
1007,53.82571311,5.257217
1008,1204.20650038,7.573438
1009,53.12162338,7.440564
1010,38.03231949,0.7318252
1011,43.68698856,2.110212
1012,39.76331477,3.352577
1013,40.86394062,3.271461
1014,65.20384427,2.001464
1015,68.08577961,1.399
1016,48.35338131,1.921268
1017,66.70913934,2.375877
1018,49.24228941,4.982298
1019,1144.28025296,3.352664
1020,67.36975331,2.082703
1021,68.01381942,0.7339383
1022,62.51943721,1.638843
1023,98.5579682,2.097922
1024,121.60982855,1.921797
1025,52.59758548,2.775957
1026,45.16773948,4.399443
1027,30.08980176,3.3428
1028,56.41255697,1.357769
1029,34.91572245,1.188429
1030,51.11187209,0.4666349
1031,53.3969682,2.000968
1032,35.99091665,0.9323286
1033,63.94718162,4.98825
1034,27.26068058,3.850049
1035,55.78783652,4.397135
1036,50.82435048,1.648308
1037,40.13941089,1.182374
1038,51.47610146,2.94425
1039,43.82324334,7.290876
1040,37.2250499,1.388363
1041,62.55845699,1.188416
1042,30.18576066,3.282386
1043,57.73883458,6.974782
1044,1017.0759769,8.590564
1045,99.49607938,1.676778
1046,83.05241635,2.110507
1047,199.81031707,12.70536
1048,145.85668111,29.73148
1049,47.10499116,6.565315
1050,61.53689895,1.351793
1051,37.74287408,4.675848
1052,33.75784287,1.180112
1053,49.85950664,7.419521
1054,34.13578662,3.224353
1055,76.71955105,4.274315
1056,49.72952238,2.655469
1057,170.28175129,10.12207
1058,50.33215134,1.187979
1059,45.75698184,0.7361022
