,aw3d30_wgs84_Araca,aw3d30_slope_Araca
2508,NaN,NaN
2509,56.65920893,2.654823
2510,128.46247593,2.074554
2511,73.63688322,2.198981
2512,52.62395036,2.321343
2513,NaN,NaN
2514,41.66914468,1.357892
2515,81.62193439,1.356235
2516,52.94361499,0.9275692
2517,53.35269431,1.474105
2518,95.51091962,2.778675
2519,NaN,NaN
2520,74.52216104,0.4660332
2521,NaN,NaN
2522,35.01823028,1.772763
2523,54.49037979,0.00127053
2524,60.28013992,0.7374839
2525,27.88823562,1.357748
2526,72.50612602,2.199077
2527,45.4429948,2.508196
2528,71.20114742,1.773231
2529,64.85569313,1.764391
2530,NaN,NaN
2531,47.61827202,0.6567265
2532,73.41934124,1.182465
2533,NaN,NaN
2534,NaN,NaN
2535,34.06720998,0.6567528
2536,124.67723375,3.421982
2537,NaN,NaN
2538,33.93251559,0.3277081
2539,51.05359489,4.368999
2540,46.51827347,2.656111
2541,70.20039623,1.357838
2542,32.05926917,2.703141
2543,54.50149982,2.375836
2544,56.1320013,13.87387
2545,57.36684734,2.095481
2546,35.10759484,2.97519
2547,71.58870641,1.995125
2548,NaN,NaN
2549,38.89338015,7.617619
2550,46.46539086,1.641779
2551,NaN,NaN
2552,76.4482002,0.4621251
2553,NaN,NaN
2554,71.838543,0.7340911
2555,NaN,NaN
2556,NaN,NaN
2557,NaN,NaN
2558,61.7877482,1.035864
2559,NaN,NaN
2560,53.4241027,1.356115
2561,NaN,NaN
2562,55.62410577,2.49658
2563,63.81445559,3.561339
2564,NaN,NaN
2565,NaN,NaN
2566,85.81178013,2.081251
2567,83.30754181,1.972314
2568,47.41341368,0.733935
2569,NaN,NaN
2570,NaN,NaN
2571,46.79850334,2.494427
2572,NaN,NaN
2573,63.20769996,3.106827
2574,58.79323094,1.643967
2575,NaN,NaN
2576,65.40649615,2.209444
2577,55.03351316,1.04151
2578,52.2580542,1.648576
2579,NaN,NaN
2580,58.90403441,1.920676
2581,59.90125191,1.971793
2582,NaN,NaN
2583,54.83270856,2.072483
2584,NaN,NaN
2585,NaN,NaN
2586,55.58570938,0.7339357
2587,NaN,NaN
2588,53.29070565,1.179991
2589,NaN,NaN
2590,NaN,NaN
2591,61.56986369,0.7369138
2592,59.82202366,0.3292659
2593,NaN,NaN
2594,84.27005315,1.038364
2595,42.92742295,1.179988
2596,50.78186324,0.9850054
2597,48.64831494,1.041037
2598,44.50540737,1.353588
2599,NaN,NaN
2600,NaN,NaN
2601,NaN,NaN
2602,53.45562948,1.911253
2603,71.42217958,4.100968
2604,NaN,NaN
2605,74.52165721,2.209636
2606,52.9822863,2.646317
2607,NaN,NaN
2608,71.19514861,1.315467
2609,NaN,NaN
2610,40.57032829,1.911114
2611,NaN,NaN
2612,45.84311495,6.16619
2613,53.88050813,1.472687
2614,50.99232146,0.7339243
2615,48.9365084,0.7361878
2616,NaN,NaN
2617,57.82976014,2.834449
2618,28.4081545,0.3297351
2619,83.64306659,0.7340777
2620,NaN,NaN
2621,46.91347815,3.561318
2622,51.13800309,3.284036
2623,81.7397329,1.638777
2624,118.89157355,27.30921
2625,NaN,NaN
2626,46.99113001,2.319797
2627,1125.27473983,8.863523
2628,34.98929827,0.9864098
2629,52.45497053,0.3292562
2630,NaN,NaN
2631,27.02097104,0.9322922
2632,54.17476817,1.642258
2633,49.28392107,2.83438
2634,87.43237522,0.7320053
2635,49.78752155,1.766415
2636,43.74971998,1.763951
2637,NaN,NaN
2638,35.21702866,2.330817
2639,NaN,NaN
2640,64.44389901,2.362524
2641,34.9740418,1.911025
2642,NaN,NaN
2643,34.83936083,1.399016
2644,NaN,NaN
2645,63.72474999,2.110544
2646,NaN,NaN
2647,33.91239636,2.319515
2648,85.29095842,0.7341516
2649,42.81025213,2.000102
2650,1042.2560549,NaN
2651,NaN,NaN
2652,29.98720386,4.290622
2653,65.95925035,0.3280888
2654,NaN,NaN
2655,NaN,NaN
2656,NaN,NaN
2657,42.02581718,12.80762
2658,65.33721285,3.344826
2659,37.34689731,0.9322945
2660,53.37950155,5.329403
2661,50.07981947,1.648555
2662,68.35324017,1.315485
2663,83.731505,NaN
2664,55.69936204,2.798838
2665,NaN,NaN
2666,43.84985975,2.388307
2667,35.04794763,0.927456
2668,62.30604881,3.611263
2669,50.98350461,1.399129
2670,NaN,NaN
2671,27.06580866,1.673979
2672,NaN,NaN
2673,121.64834949,NaN
2674,32.75292452,2.641286
2675,NaN,NaN
2676,56.25490427,3.748555
2677,50.4684905,0.9864995
2678,76.45373319,2.072833
2679,94.52041935,2.833451
2680,50.463012,3.12193
2681,68.7190239,4.280465
2682,33.91228559,0.3291985
2683,105.70429425,1.466578
2684,NaN,NaN
2685,NaN,NaN
2686,NaN,NaN
2687,NaN,NaN
2688,71.35066875,1.908978
2689,NaN,NaN
2690,71.49868204,1.313514
2691,33.95280701,0.6563239
2692,NaN,NaN
2693,45.71886796,4.275752
2694,42.0472701,0.9253622
2695,45.43618716,NaN
2696,NaN,NaN
2697,30.67565446,4.885035
2698,38.78477367,5.814149
2699,NaN,NaN
2700,402.74176102,27.58212
2701,NaN,NaN
2702,53.11031753,2.795539
2703,38.04643978,0.00109999
2704,NaN,NaN
2705,51.84371343,1.678314
2706,NaN,NaN
2707,82.52478285,1.648586
2708,NaN,NaN
2709,NaN,NaN
2710,54.73535564,2.376057
2711,51.79689169,0.7367891
2712,NaN,NaN
2713,NaN,NaN
2714,NaN,NaN
2715,46.00821641,10.77796
2716,37.82375808,5.41247
2717,49.00608887,2.702983
2718,378.89326686,12.37044
2719,227.20125563,13.91118
2720,NaN,NaN
2721,64.96663241,0.4666094
2722,NaN,NaN
2723,NaN,NaN
2724,33.27988442,NaN
2725,76.16626193,4.853951
2726,NaN,NaN
2727,55.02536546,0.465957
2728,89.01554961,1.636695
2729,43.96926456,1.315343
2730,41.50589156,0.4644368
2731,36.16056012,3.03247
2732,63.59734928,0.3277101
2733,95.68947167,2.362498
2734,36.13015685,2.323886
2735,55.36994844,1.040435
2736,44.05855021,6.257914
2737,58.90376776,0.3280198
2738,49.39703148,1.187917
2739,38.72392693,0.7362818
2740,NaN,NaN
2741,67.7983114,1.357345
2742,56.10932593,2.360205
2743,51.21169103,1.31547
2744,36.10991656,0.9274786
2745,65.92913578,2.321366
2746,54.60890623,2.641533
2747,83.36301059,0.6579305
2748,41.00577203,0.00109687
2749,53.42016805,0.7375023
2750,NaN,NaN
2751,41.04473327,0.7369224
2752,45.46204776,3.030619
2753,NaN,NaN
2754,NaN,NaN
2755,53.65474415,2.210126
2756,87.33540478,1.636649
2757,59.289883,1.995456
2758,NaN,NaN
2759,67.71666771,3.4327
2760,NaN,NaN
2761,45.92404047,1.041974
2762,NaN,NaN
2763,53.14845332,0.6567007
2764,NaN,NaN
2765,33.83277163,1.911118
2766,34.78287416,2.650956
2767,NaN,NaN
2768,55.7893806,2.644536
2769,42.10456864,2.316047
2770,33.87852457,0.4642794
2771,NaN,NaN
2772,47.37899228,2.198637
2773,NaN,NaN
2774,NaN,NaN
2775,NaN,NaN
2776,NaN,NaN
2777,56.2996125,1.764333
2778,75.18390756,1.390719
2779,171.72043821,10.43916
2780,44.91031601,4.578009
2781,317.80550074,4.642774
2782,NaN,NaN
2783,NaN,NaN
2784,1193.16438036,NaN
2785,NaN,NaN
2786,55.69888838,2.319388
2787,41.19185623,1.91124
2788,NaN,NaN
2789,91.67500942,0.4660846
2790,62.85017513,2.796221
2791,1127.43640826,5.352182
2792,64.18819195,0.3296904
2793,76.53813646,1.995553
2794,43.7353787,0.736773
2795,71.72604765,4.766988
2796,74.58899994,1.188522
2797,46.3649574,3.997114
2798,NaN,NaN
2799,47.96511905,2.970042
2800,46.62321143,2.321699
2801,53.54842013,2.4963
2802,76.44762488,0.9849122
2803,68.39954314,0.4620853
2804,1239.26760058,3.120911
2805,55.57309233,1.678463
2806,40.76622763,1.641712
2807,78.43575401,2.081134
2808,NaN,NaN
2809,49.44403128,10.07458
2810,NaN,NaN
2811,NaN,NaN
2812,35.80614431,1.67392
2813,58.95940005,0.7360687
2814,47.24502706,2.362378
2815,38.88747006,3.938624
2816,55.72532072,7.153516
2817,53.88933896,0.3296537
2818,NaN,NaN
2819,53.90481192,1.189001
2820,51.57074892,4.95598
2821,72.78319032,3.240481
2822,1073.30331024,1.041992
2823,NaN,NaN
2824,70.3911335,3.34459
2825,34.97190313,0.7318022
2826,43.16090941,3.089327
2827,28.24389379,7.439614
2828,58.73399391,2.198863
2829,44.02043717,3.037728
2830,71.12311227,0.9852999
2831,63.60035463,1.853589
2832,48.99743349,3.420001
2833,56.14534257,0.7367769
2834,33.74095774,NaN
2835,NaN,NaN
2836,NaN,NaN
2837,NaN,NaN
2838,54.22958138,0.6566826
2839,35.24620472,0.7338388
2840,45.80601288,0.7367268
2841,71.57287843,4.319855
2842,51.72116965,1.970245
2843,NaN,NaN
2844,51.07578117,1.971768
2845,NaN,NaN
2846,1122.32761776,5.00936
2847,56.85911475,0.9849153
2848,56.59043526,1.398509
2849,39.35290776,1.671989
2850,54.89851608,0.4666233
2851,45.27789573,3.939324
2852,64.99257683,1.473523
2853,NaN,NaN
2854,42.60189699,4.163017
2855,41.35566778,8.25536
2856,51.96886668,0.733987
2857,54.22404457,0.9329249
2858,NaN,NaN
2859,62.78358048,1.315423
2860,39.09622988,3.501183
2861,NaN,NaN
2862,51.95392955,0.00117166
2863,NaN,NaN
2864,NaN,NaN
2865,34.07559082,3.351799
2866,NaN,NaN
2867,NaN,NaN
2868,68.64189589,NaN
2869,58.76719395,0.3280256
2870,41.25517588,1.180134
2871,52.05642754,11.1024
2872,43.79827062,0.7369151
2873,NaN,NaN
2874,58.77131904,0.6579076
2875,40.01793274,7.642582
2876,83.28527906,4.14292
2877,NaN,NaN
2878,41.56782137,4.541741
2879,62.45723591,0.00122467
2880,43.33180572,0.00122745
2881,62.51004593,2.974722
2882,78.54134272,9.15933
2883,NaN,NaN
2884,32.03879657,2.0826
2885,NaN,NaN
2886,NaN,NaN
2887,42.03417936,3.964567
2888,73.58183045,0.9853262
2889,51.88992158,3.296154
2890,70.91753417,0.9275897
2891,NaN,NaN
2892,NaN,NaN
2893,49.92777417,0.00108283
2894,NaN,NaN
2895,83.48923953,3.62221
2896,55.32342066,2.812202
2897,55.46995121,1.672375
2898,39.98513501,2.496293
2899,NaN,NaN
2900,NaN,NaN
2901,NaN,NaN
2902,31.98712566,1.037918
2903,1110.3949306,3.673526
2904,NaN,NaN
2905,77.03447834,0.9276143
2906,NaN,NaN
2907,71.93577768,1.390662
2908,NaN,NaN
2909,NaN,NaN
2910,51.89318808,1.994914
2911,47.99745599,0.7317015
2912,48.45389081,NaN
2913,56.08720987,1.180032
2914,NaN,NaN
2915,34.14396294,1.648623
2916,NaN,NaN
2917,NaN,NaN
2918,NaN,NaN
2919,57.86407418,0.9865194
2920,525.78425088,24.35872
2921,NaN,NaN
2922,41.9184802,5.329381
2923,55.63162035,3.260571
2924,29.11229468,2.704959
2925,46.90322775,0.986455
2926,50.92866705,0.4620965
2927,83.88510733,2.798802
2928,NaN,NaN
2929,495.72976104,9.044086
2930,44.93888506,5.584266
2931,67.37500976,0.9853077
2932,1088.32596947,1.315395
2933,32.97482506,0.466069
2934,81.16131183,1.357343
2935,74.31191234,3.849608
2936,42.84833996,2.57348
2937,65.24001458,4.889881
2938,87.36555778,2.098064
2939,NaN,NaN
2940,NaN,NaN
2941,47.83971363,9.928134
2942,NaN,NaN
2943,54.81867256,3.814794
2944,63.24634541,1.041549
2945,NaN,NaN
2946,38.82699331,4.930314
2947,NaN,NaN
2948,33.38541883,6.289202
2949,54.92948083,0.9870257
2950,NaN,NaN
2951,37.2435654,3.02404
2952,55.83565388,0.465995
2953,NaN,NaN
2954,NaN,NaN
2955,50.66322985,4.828851
2956,NaN,NaN
2957,38.7443511,0.3276544
2958,51.0756221,7.364518
2959,52.89786576,2.944817
2960,NaN,NaN
2961,NaN,NaN
2962,59.06985158,2.930237
2963,46.62830366,5.842067
2964,NaN,NaN
2965,48.59494331,4.556776
2966,67.9491646,4.590615
2967,53.57031811,1.908886
2968,NaN,NaN
2969,76.68115791,0.4642975
2970,59.15964001,1.038304
2971,72.1747793,1.464675
2972,272.76986967,22.11206
2973,52.38469806,2.628001
2974,52.24836116,5.289284
2975,NaN,NaN
2976,45.63756323,0.7362312
2977,50.62028254,2.494568
2978,NaN,NaN
2979,474.39248522,27.56817
2980,50.37340469,0.3297195
2981,28.9626569,0.3280675
2982,48.35586165,0.737497
2983,NaN,NaN
2984,52.03106216,0.3280221
2985,66.96362349,1.473333
2986,52.7919428,1.997298
2987,NaN,NaN
2988,62.67943092,5.083577
2989,32.18519651,1.399121
2990,NaN,NaN
2991,39.841591,2.39523
2992,99.97540425,7.529245
2993,NaN,NaN
2994,39.72139051,2.000101
2995,24.32452077,1.97016
2996,NaN,NaN
2997,NaN,NaN
2998,NaN,NaN
2999,42.01653639,2.388165
3000,NaN,NaN
3001,46.22725562,0.7341126
3002,67.78699921,7.156688
3003,NaN,NaN
3004,NaN,NaN
3005,69.60016669,0.9275557
3006,48.48475681,2.778425
3007,NaN,NaN
3008,NaN,NaN
3009,76.6598588,1.672254
3010,45.39788353,3.302522
3011,NaN,NaN
3012,26.10303028,0.6578431
3013,99.53716545,0.4660907
3014,NaN,NaN
3015,48.72975438,0.4660701
3016,NaN,NaN
3017,48.42212656,0.00123952
3018,NaN,NaN
3019,45.81748032,2.07444
3020,NaN,NaN
3021,NaN,NaN
3022,NaN,NaN
3023,59.6684013,0.4619989
3024,NaN,NaN
3025,NaN,NaN
3026,NaN,NaN
3027,60.58820828,1.638693
3028,61.86684759,1.356659
3029,57.65848827,1.642221
3030,68.71513023,1.473312
3031,52.01989238,0.9849043
3032,58.7460207,1.474149
3033,38.82706237,3.238242
3034,35.85706217,1.035957
3035,102.61523703,4.163332
3036,NaN,NaN
3037,NaN,NaN
3038,68.90574557,1.677956
3039,127.65276413,20.2846
3040,40.81890633,1.865092
3041,53.10049193,0.9275547
3042,NaN,NaN
3043,41.23708811,1.674361
3044,46.46198871,1.35357
3045,48.48864876,0.9848325
3046,76.45967203,1.674135
3047,38.03157817,1.037967
3048,38.84504404,1.636241
3049,NaN,NaN
3050,410.6530325,24.07943
3051,NaN,NaN
3052,26.05971019,5.992886
3053,64.42683723,4.98053
3054,NaN,NaN
3055,NaN,NaN
3056,NaN,NaN
3057,44.17336924,4.865042
3058,33.51494493,2.574034
3059,265.11515167,19.71566
3060,53.99696156,1.764055
3061,61.12948972,3.995821
3062,NaN,NaN
3063,80.34551351,2.316172
3064,NaN,NaN
3065,62.4537714,0.6566849
3066,74.08030089,0.9849463
3067,56.94454007,1.766529
3068,NaN,NaN
3069,NaN,NaN
3070,50.59457182,1.398507
3071,67.36120708,2.081652
3072,NaN,NaN
3073,NaN,NaN
3074,98.7946907,0.7362999
3075,62.9116712,1.188005
3076,59.86810055,2.081011
3077,67.03771015,4.053409
3078,NaN,NaN
3079,32.33972201,1.47271
3080,NaN,NaN
3081,53.4764117,0.9251558
3082,53.04648497,1.180018
3083,35.1552193,1.351651
3084,64.49368866,1.473508
3085,47.97778682,0.7375694
3086,NaN,NaN
3087,75.7238007,1.678383
3088,NaN,NaN
3089,NaN,NaN
3090,NaN,NaN
3091,NaN,NaN
3092,106.4163762,4.883752
3093,56.10438809,1.464655
3094,65.10936499,0.4660596
3095,65.40467292,3.814783
3096,59.72714045,3.672846
3097,55.54117789,2.208803
3098,NaN,NaN
3099,53.93219656,2.555429
3100,50.35147238,0.9864395
3101,NaN,NaN
3102,NaN,NaN
3103,NaN,NaN
3104,1121.30874621,3.120479
3105,NaN,NaN
3106,42.29132608,4.098416
3107,367.33314879,15.70041
3108,NaN,NaN
3109,61.77731544,1.638784
3110,NaN,NaN
3111,25.27618843,0.9274686
3112,50.07810038,8.009007
3113,45.25679049,NaN
3114,59.09931997,1.398483
3115,NaN,NaN
3116,39.11875345,6.250787
3117,NaN,NaN
3118,49.28255887,0.3297164
3119,52.58413186,0.9275392
3120,49.81441802,0.328027
3121,58.57357141,3.30058
3122,NaN,NaN
3123,75.64383328,0.9329284
3124,NaN,NaN
3125,49.30053619,1.041037
3126,NaN,NaN
3127,NaN,NaN
3128,NaN,NaN
3129,NaN,NaN
3130,63.65906533,1.636494
3131,NaN,NaN
3132,54.69553757,0.7318364
3133,31.08592742,0.7317595
3134,44.32486926,4.06575
3135,40.85205887,0.00117911
3136,54.90167346,1.772552
3137,64.63307799,1.187945
3138,NaN,NaN
3139,61.32422188,2.796158
3140,NaN,NaN
3141,49.48409733,1.313787
3142,53.62089092,0.4666723
3143,50.85438064,6.606271
3144,59.85971161,1.390699
3145,NaN,NaN
3146,46.07893792,3.106879
3147,41.01969162,1.182285
3148,NaN,NaN
3149,55.01136137,0.925267
3150,97.51157025,14.95776
3151,68.13794566,2.956385
3152,NaN,NaN
3153,NaN,NaN
3154,111.85138335,1.921806
3155,61.50314983,0.3277122
3156,108.57384548,3.260602
3157,NaN,NaN
3158,44.87015743,0.9868935
3159,53.11814915,1.357853
3160,1114.14828859,6.89431
3161,41.9786184,5.890926
3162,51.61059213,2.298866
3163,NaN,NaN
3164,41.76002821,1.357314
3165,46.42044299,3.106881
3166,30.98377335,1.464608
3167,36.2151042,4.42724
3168,66.55160321,1.466649
3169,122.81930639,8.483366
3170,NaN,NaN
3171,84.47351321,2.705285
3172,35.85391976,3.351382
3173,94.42473903,0.4665842
3174,77.24657688,1.77323
3175,NaN,NaN
3176,36.84166057,1.041529
3177,70.51261474,2.817194
3178,NaN,NaN
3179,72.7707638,3.753961
3180,50.58313638,2.324419
3181,NaN,NaN
3182,55.52639094,4.556456
3183,56.85205188,0.3297809
3184,NaN,NaN
3185,58.95843918,1.911162
3186,46.64651085,4.390175
3187,NaN,NaN
3188,34.99436889,0.9323496
3189,37.00860328,5.280694
3190,NaN,NaN
3191,NaN,NaN
3192,NaN,NaN
3193,41.04930469,4.604375
3194,NaN,NaN
3195,38.99364911,2.330209
3196,60.95963285,1.99734
3197,NaN,NaN
3198,67.34578787,0.7319012
3199,NaN,NaN
3200,50.02245508,0.9252554
3201,52.63180414,3.03057
3202,57.34380282,1.035912
3203,NaN,NaN
3204,55.56712054,NaN
3205,NaN,NaN
3206,41.76190067,3.121369
3207,998.32157329,14.23202
3208,42.33004132,1.677132
3209,70.1300561,2.074547
3210,55.86202492,1.473484
3211,56.44250138,1.63886
3212,NaN,NaN
3213,58.72675301,1.773223
3214,49.53152393,5.411868
3215,53.02083408,3.420024
3216,NaN,NaN
3217,NaN,NaN
3218,NaN,NaN
3219,NaN,NaN
3220,68.78470771,0.4643734
3221,35.25986991,4.189313
3222,51.81204005,1.313254
3223,69.70100539,0.3280428
3224,NaN,NaN
3225,400.65763761,NaN
3226,160.77710755,21.06266
3227,58.78352831,1.04214
3228,32.93916526,1.642296
3229,56.07417306,1.971852
3230,73.68008904,2.074549
3231,84.36811612,2.082176
3232,NaN,NaN
3233,43.70102042,5.352061
3234,NaN,NaN
3235,42.09424625,0.9852822
3236,51.694881,0.9329447
3237,NaN,NaN
3238,NaN,NaN
3239,NaN,NaN
3240,69.9315052,4.018267
3241,64.2369038,1.356649
3242,67.06280736,1.042055
3243,59.38800602,1.398461
3244,59.49565327,1.674061
3245,44.79824297,3.109557
3246,67.69076393,1.040641
3247,42.00779503,0.3276247
3248,52.64411064,6.879619
3249,NaN,NaN
3250,NaN,NaN
3251,NaN,NaN
3252,46.33857608,0.986867
3253,NaN,NaN
3254,NaN,NaN
3255,NaN,NaN
3256,45.34884093,9.098862
3257,NaN,NaN
3258,46.14741948,2.07449
3259,NaN,NaN
3260,76.60304695,1.464548
3261,50.03321226,0.6567338
3262,NaN,NaN
3263,NaN,NaN
3264,71.60313476,1.772659
3265,534.75807296,33.32907
3266,62.16432674,2.956394
3267,56.80219652,3.817172
3268,49.92190575,0.4666187
3269,51.38525088,1.970118
3270,NaN,NaN
3271,58.79017817,2.396242
3272,45.50645655,2.072282
3273,NaN,NaN
3274,573.68040575,4.600193
3275,86.57761762,2.626487
3276,NaN,NaN
3277,NaN,NaN
3278,58.47609921,3.938265
3279,58.69775792,1.18235
3280,NaN,NaN
3281,70.37939712,6.307903
3282,68.14895029,3.293394
3283,57.67887089,2.5067
3284,NaN,NaN
3285,47.28872188,1.677133
3286,51.62250264,2.360271
3287,76.44863107,1.042094
3288,68.82730641,4.25369
3289,NaN,NaN
3290,NaN,NaN
3291,71.40752105,1.182463
3292,47.93408669,5.021568
3293,31.24573859,4.933937
3294,59.87515706,0.3292397
3295,39.84433818,2.376058
3296,29.02624605,0.9252209
3297,83.78016282,1.64203
3298,34.24006288,1.908745
3299,62.37664805,2.082159
3300,1171.30697054,2.954555
3301,NaN,NaN
3302,NaN,NaN
3303,NaN,NaN
3304,84.33607598,3.561893
3305,94.89693487,3.950075
3306,62.42198125,3.389444
3307,55.64390522,3.261233
3308,NaN,NaN
3309,377.54744488,27.26791
3310,50.99794384,0.4620823
3311,52.24744371,1.315022
3312,NaN,NaN
3313,42.22406702,5.79459
3314,NaN,NaN
3315,NaN,NaN
3316,79.05366966,4.988233
3317,72.26579342,2.21017
3318,NaN,NaN
3319,56.22930072,0.4666478
3320,NaN,NaN
3321,33.36006661,5.193543
3322,NaN,NaN
3323,NaN,NaN
3324,NaN,NaN
3325,60.62215129,3.226519
3326,45.88935066,2.800807
3327,NaN,NaN
3328,NaN,NaN
3329,72.28551,3.106824
3330,NaN,NaN
3331,49.3026073,0.932915
3332,NaN,NaN
3333,33.16507588,0.3292271
3334,NaN,NaN
3335,NaN,NaN
3336,33.09400814,3.543578
3337,48.47295222,0.6578418
3338,NaN,NaN
3339,58.44774737,0.3280425
3340,NaN,NaN
3341,47.0596058,1.636315
3342,55.4316248,3.121948
3343,51.76621561,0.7340695
3344,36.7647133,1.388305
3345,57.92404047,1.999471
3346,NaN,NaN
3347,70.91875792,3.622253
3348,52.81231162,3.560815
3349,NaN,NaN
3350,56.92240484,2.641292
3351,53.3232987,1.038051
3352,49.99433822,0.4644947
3353,NaN,NaN
3354,55.92299014,1.182224
3355,116.85591565,4.644892
3356,80.03818469,2.776424
3357,33.24715003,3.837819
3358,65.65064587,1.764411
3359,36.4345707,4.275792
3360,46.69379926,10.34529
3361,NaN,NaN
3362,45.42036653,1.038034
3363,59.88980946,1.036146
3364,1005.28735713,22.42159
3365,40.71024252,0.656702
3366,122.47223823,0.9323689
3367,34.09103546,0.00112017
3368,49.84109031,6.944743
3369,NaN,NaN
3370,32.93494073,NaN
3371,40.01150843,5.734775
3372,57.52236503,2.385958
3373,50.30557406,1.357335
3374,53.96555661,1.041538
3375,95.64475149,2.081267
3376,40.98199619,3.749059
3377,55.7589151,2.082753
3378,47.23421025,1.643903
3379,49.9551212,4.930246
3380,NaN,NaN
3381,59.67784574,1.18019
3382,58.02927543,0.9323335
3383,51.54528457,2.702709
3384,72.21727333,1.357345
3385,NaN,NaN
3386,NaN,NaN
3387,53.2378178,1.180082
3388,56.88656781,2.651071
3389,66.78319563,3.022351
3390,49.10622144,2.944957
3391,NaN,NaN
3392,43.10560739,NaN
3393,44.62953867,3.296413
3394,NaN,NaN
3395,63.00930744,4.16097
3396,55.93943345,0.7319363
3397,NaN,NaN
3398,90.5581756,1.648257
3399,NaN,NaN
3400,NaN,NaN
3401,NaN,NaN
3402,67.59799272,0.4620591
3403,NaN,NaN
3404,NaN,NaN
3405,1254.211977,13.66588
3406,NaN,NaN
3407,NaN,NaN
3408,34.82369687,0.3295926
3409,NaN,NaN
3410,79.55573241,1.674096
3411,52.54840521,3.995751
3412,74.37239967,1.997367
3413,47.4544726,1.648592
3414,67.48367703,2.072814
3415,48.61487631,1.853512
3416,NaN,NaN
3417,1087.22584546,NaN
3418,NaN,NaN
3419,36.86389903,3.018283
3420,NaN,NaN
3421,NaN,NaN
3422,98.82809951,5.409508
3423,NaN,NaN
3424,NaN,NaN
3425,82.340766,3.544185
3426,NaN,NaN
3427,35.27044534,2.944282
3428,40.33359248,4.157441
3429,53.60538556,2.388277
3430,66.13272104,1.999666
3431,NaN,NaN
3432,NaN,NaN
3433,45.34035033,3.501166
3434,37.2269036,4.159033
3435,69.3873367,2.07249
3436,44.5595009,1.908936
3437,NaN,NaN
3438,51.75111026,1.865088
3439,68.41845941,1.03598
3440,57.66293776,0.7361081
3441,NaN,NaN
3442,63.82037565,0.3292437
3443,80.54143162,1.357879
3444,NaN,NaN
3445,64.9984716,0.9853259
3446,36.17533424,1.648636
3447,57.05180394,2.57335
3448,NaN,NaN
3449,38.08347134,6.524811
3450,66.92903977,3.817131
3451,70.25685436,3.296655
3452,39.50470983,1.674287
3453,NaN,NaN
3454,47.29177831,1.04104
3455,63.737414,0.731874
3456,NaN,NaN
3457,53.79704069,2.319723
3458,37.88319578,1.676746
3459,49.85256011,1.035976
3460,45.0192656,2.074431
3461,54.62761644,1.315523
3462,NaN,NaN
3463,55.361443,0.9322674
3464,47.32391935,3.022182
3465,49.5000986,0.4660252
3466,63.33484362,1.853647
3467,NaN,NaN
3468,60.65391964,1.773594
3469,52.92113722,0.6579102
3470,35.83966068,4.45358
3471,75.82267947,0.466076
3472,63.57542199,1.180261
3473,NaN,NaN
3474,NaN,NaN
3475,49.08981092,0.6567519
3476,59.23092874,3.95405
3477,53.36953003,1.041496
3478,NaN,NaN
3479,NaN,NaN
3480,42.13723627,3.352556
3481,NaN,NaN
3482,49.31614101,0.7367585
3483,NaN,NaN
3484,70.85087421,1.041561
3485,54.82077061,2.082155
3486,NaN,NaN
3487,NaN,NaN
3488,55.17719816,1.036218
3489,NaN,NaN
3490,NaN,NaN
3491,NaN,NaN
3492,84.36297702,2.702842
3493,50.82820247,3.241596
3494,NaN,NaN
3495,61.74724896,0.4665648
3496,120.38588646,18.0804
3497,55.39935368,2.555653
3498,31.90396331,0.7367772
3499,65.61962704,1.921353
3500,43.08596528,2.930414
3501,57.95646406,1.466795
3502,52.79617957,1.672143
3503,NaN,NaN
3504,NaN,NaN
3505,44.02428497,1.313808
3506,50.18496169,1.041037
3507,NaN,NaN
3508,115.99332678,18.75257
3509,71.47694853,0.4644375
3510,52.63586836,1.398437
3511,70.93088995,2.704936
3512,1128.22890005,18.29814
3513,NaN,NaN
3514,48.45872539,0.9328675
3515,NaN,NaN
3516,NaN,NaN
3517,NaN,NaN
3518,37.9655982,1.773231
3519,NaN,NaN
3520,NaN,NaN
3521,29.8736956,1.314971
3522,70.17163977,1.638774
3523,53.38764355,2.072653
3524,48.03463224,2.000069
3525,NaN,NaN
3526,1224.29509108,3.838398
3527,57.04210001,1.041551
3528,56.30861965,3.107761
3529,49.85337885,1.995436
3530,54.35664517,1.351569
3531,NaN,NaN
3532,NaN,NaN
3533,NaN,NaN
3534,82.92670769,1.995261
3535,75.4719723,0.32928
3536,180.60683351,26.101
3537,43.66105965,2.626313
3538,71.52429419,1.853617
3539,60.08493687,1.188433
3540,35.97198301,2.704669
3541,50.11907811,0.4643965
3542,NaN,NaN
3543,116.8630229,10.6242
3544,76.12230942,1.63884
3545,55.03966191,0.3292703
3546,81.28899883,5.411662
3547,54.07651221,2.385876
3548,38.11607017,6.681121
3549,45.79240674,2.944128
3550,NaN,NaN
3551,65.55245706,2.095679
3552,46.09369927,3.728912
3553,51.96021257,0.3296961
3554,73.58445264,3.107878
3555,38.23991723,1.643807
3556,NaN,NaN
3557,75.40389948,0.9853384
3558,79.77877515,5.707898
3559,56.64753657,0.4620045
3560,NaN,NaN
3561,71.91531336,2.395871
3562,55.93034418,2.83372
3563,34.28255838,NaN
3564,85.74268195,2.798794
3565,NaN,NaN
3566,61.16567756,1.03832
3567,73.50172158,3.543628
3568,81.86106507,1.766383
