,X,Y,srtm30_wgs84-tdx30_abs,srtm30_wgs84-tdx30_color
0,-48.74087693,-24.78546514,5.76969974,255:136:136
1,-48.32313627,-24.00129988,5.60968663,255:140:140
2,-48.01007276,-24.49315617,1.61849324,255:222:222
3,-48.27941309,-24.58257924,1.2113493,255:230:230
4,-48.37521394,-24.67229669,6.5491286,119:119:255
5,-48.71115983,-24.47100634,4.56167197,255:161:161
6,-48.96403197,-24.00058147,14.18892821,255:0:0
7,-48.67726494,-24.1490435,10.12666536,255:46:46
8,-48.84179757,-24.56598962,4.65248055,255:159:159
9,-48.62606468,-24.86826679,6.46191221,255:122:122
10,-48.21396511,-24.39688933,7.28992911,104:104:255
11,-48.52260455,-24.43836379,7.62778131,255:98:98
12,-48.54288525,-24.50359599,3.09397559,255:192:192
13,-48.22723109,-24.26854332,2.04132387,212:212:255
14,-48.24438428,-24.40455765,6.02933323,255:131:131
15,-48.41835928,-24.29841492,15.67267025,255:0:0
16,-48.14581055,-24.39149902,4.86374101,154:154:255
17,-48.66069461,-24.98604123,8.73210572,255:75:75
18,-48.18745508,-24.60768489,3.30434656,255:187:187
19,-48.21877489,-24.76603854,3.08662155,255:192:192
20,-48.18317038,-24.19662496,3.58277466,255:181:181
21,-48.18473224,-24.14408934,5.05334023,255:151:151
22,-48.37863458,-24.98014743,4.57765696,255:161:161
23,-48.55446968,-24.71944055,1.526504,223:223:255
24,-48.07956421,-24.76489205,0.33401973,248:248:255
25,-48.55209842,-24.94059679,11.07782982,255:26:26
26,-48.25215916,-24.47338353,0.78880411,238:238:255
27,-48.54644464,-24.76072567,2.93945275,255:195:195
28,-48.8318844,-24.00776555,0.90962105,255:237:237
29,-48.73354048,-24.32034236,1.95716689,255:215:215
30,-48.24666655,-24.96649166,6.26179078,125:125:255
31,-48.54584023,-24.31356216,7.09317755,255:109:109
32,-48.8362279,-24.9167168,2.04780035,255:213:213
33,-48.12066354,-24.38814766,2.9559484,255:194:194
34,-48.97404907,-24.30976376,6.48415978,120:120:255
35,-48.96371262,-24.99458993,3.25535421,187:187:255
36,-48.1576194,-24.63979474,4.42286314,255:164:164
37,-48.54290418,-24.37383413,6.03441325,255:131:131
38,-48.10311057,-24.35783928,1.40844648,255:226:226
39,-48.35483711,-24.03393227,7.57178866,255:99:99
40,-48.40722432,-24.59749539,2.8963358,195:195:255
41,-48.39928826,-24.55982045,1.81892711,217:217:255
42,-48.52549322,-24.39876378,10.67143881,255:35:35
43,-48.50969946,-24.00016353,10.69657345,255:34:34
44,-48.21328205,-24.06786964,4.56946255,255:161:161
45,-48.61364109,-24.46446078,7.72596108,255:96:96
46,-48.19078754,-24.05188842,6.31385547,255:125:125
47,-48.67944511,-24.21406369,7.1412383,107:107:255
48,-48.54367695,-24.15267868,0.39582351,255:247:247
