,X,Y,srtm30_wgs84-aw3d30_wgs84_abs,srtm30_wgs84-aw3d30_wgs84_color
68,-48.7306499,-28.1171371,4.0,255:128:128
69,-48.51248426,-27.59512334,0.0,255:255:255
70,-48.72009671,-27.81284488,12.0,0:0:255
71,-48.99446699,-28.61303261,5.0,255:96:96
72,-48.76177744,-27.47042749,5.0,255:96:96
73,-48.89079595,-28.28047994,1.0,255:224:224
74,-48.76904667,-27.74821576,-9999,255:255:255
75,-48.83235241,-28.22251935,3.0,255:160:160
76,-48.74373128,-27.19385543,1.0,223:223:255
77,-48.95695772,-27.3243937,7.0,255:32:32
78,-48.638279,-27.28714771,5.0,95:95:255
79,-48.56647973,-27.15542006,2.0,191:191:255
80,-48.90475266,-27.16505643,12.0,0:0:255
81,-48.8679257,-28.08647076,0.0,255:255:255
82,-48.86112495,-27.01802485,4.0,127:127:255
83,-48.64659911,-27.25478811,1.0,255:224:224
84,-48.87054608,-27.56645633,14.0,0:0:255
85,-48.61248109,-27.22232828,-9999,255:255:255
86,-48.72202995,-27.33212987,7.0,255:32:32
87,-48.89642571,-28.44218565,1.0,223:223:255
88,-48.55555563,-27.72015054,1.0,255:224:224
89,-48.55497821,-27.33696174,3.0,159:159:255
90,-48.77386776,-27.65236985,8.0,0:0:255
91,-48.86031437,-27.49066236,14.0,0:0:255
92,-48.97425701,-27.19341955,4.0,255:128:128
93,-48.81289958,-27.42566926,10.0,0:0:255
94,-48.50511633,-27.16920898,5.0,255:96:96
95,-48.62107733,-27.37435896,4.0,255:128:128
96,-48.9741167,-27.28938727,5.0,255:96:96
97,-48.70197565,-27.27378074,2.0,191:191:255
98,-48.76863781,-27.51571033,2.0,191:191:255
99,-48.98975325,-28.38011895,1.0,255:224:224
100,-48.96738067,-28.42448223,2.0,191:191:255
101,-48.66807622,-27.45092695,17.0,255:0:0
102,-48.95807523,-27.25263034,12.0,0:0:255
103,-48.66215418,-27.51290339,5.0,95:95:255
104,-48.76395389,-27.62413938,2.0,255:192:192
105,-48.95512917,-27.47902237,13.0,0:0:255
106,-48.89289147,-27.82382413,2.0,255:192:192
107,-48.75912689,-27.21581461,7.0,31:31:255
108,-48.75061384,-27.69572198,2.0,255:192:192
109,-48.90876071,-27.35512683,3.0,159:159:255
110,-48.83669685,-27.20565397,2.0,191:191:255
111,-48.72167338,-27.25928611,0.0,255:255:255
112,-48.78540878,-27.6078949,0.0,255:255:255
113,-48.82195869,-27.77271518,5.0,255:96:96
114,-48.78913718,-28.1200232,2.0,191:191:255
115,-48.70889951,-27.90005385,2.0,255:192:192
116,-48.89100416,-28.22645359,0.0,255:255:255
117,-48.86355639,-28.20218083,4.0,127:127:255
118,-48.9831144,-28.30929867,5.0,95:95:255
119,-48.82050929,-27.87934672,7.0,255:32:32
120,-48.92647465,-28.28361233,1.0,223:223:255
121,-48.92185836,-27.85691147,6.0,63:63:255
122,-48.8611516,-27.25128876,0.0,255:255:255
123,-48.97569962,-28.58566132,2.0,191:191:255
124,-48.69004733,-28.19652963,4.0,255:128:128
125,-48.68678471,-28.22578348,5.0,255:96:96
126,-48.81493941,-28.10342426,3.0,159:159:255
127,-48.7513644,-27.22598168,4.0,255:128:128
128,-48.81362654,-27.71949291,9.0,0:0:255
129,-48.67602119,-28.21165835,5.0,95:95:255
130,-48.86652194,-27.02315266,1.0,255:224:224
131,-48.80813228,-27.6392731,7.0,31:31:255
132,-48.66189039,-27.22057379,0.0,255:255:255
133,-48.60569308,-27.88064558,2.0,191:191:255
134,-48.91748567,-28.19694439,6.0,63:63:255
135,-48.49159418,-27.76698099,13.0,0:0:255
136,-48.79141251,-27.24065,12.0,0:0:255
137,-48.77996332,-27.63031079,1.0,223:223:255
138,-48.82420031,-27.6570823,2.0,255:192:192
139,-48.91707377,-28.48277528,1.0,223:223:255
140,-48.70801918,-27.52385034,9.0,0:0:255
141,-48.71939721,-28.19145066,2.0,255:192:192
142,-48.64449418,-27.1659892,-9999,255:255:255
143,-48.70209309,-27.00864144,0.0,255:255:255
144,-48.67794027,-27.24478714,-9999,255:255:255
145,-48.47659922,-27.59105397,-9999,255:255:255
146,-48.80689944,-27.68494356,4.0,127:127:255
147,-48.8714935,-27.41686918,11.0,255:0:0
148,-48.69357734,-27.40350515,54.0,255:0:0
149,-48.97666762,-27.9241319,5.0,95:95:255
150,-48.98088025,-28.29140565,4.0,127:127:255
151,-48.84790423,-28.2709622,8.0,255:0:0
152,-48.95794424,-27.12644932,7.0,31:31:255
153,-48.48732551,-27.20471109,2.0,191:191:255
154,-48.65770546,-28.05133795,-9999,255:255:255
155,-48.70533579,-27.28053117,3.0,159:159:255
156,-48.91895215,-27.93645294,6.0,255:64:64
157,-48.74401127,-27.85099796,5.0,95:95:255
158,-48.93405507,-27.07048136,4.0,255:128:128
159,-48.97697258,-28.64962134,1.0,255:224:224
160,-48.70865352,-28.0936704,2.0,255:192:192
161,-48.43442193,-27.45416648,9.0,0:0:255
162,-48.98287063,-28.2210131,4.0,255:128:128
163,-48.43479903,-27.52332153,10.0,0:0:255
164,-48.89636748,-27.70772094,9.0,255:0:0
165,-48.91436787,-27.01134948,16.0,0:0:255
166,-48.93620753,-27.30292614,1.0,255:224:224
167,-48.92710354,-27.93209601,4.0,127:127:255
168,-48.91528041,-27.18895142,6.0,63:63:255
169,-48.52825269,-27.47402766,5.0,255:96:96
170,-48.8437046,-28.30119889,3.0,159:159:255
171,-48.73310467,-27.18187997,4.0,255:128:128
172,-48.83403631,-27.29357187,9.0,0:0:255
173,-48.80745358,-28.10758035,9.0,0:0:255
174,-48.68748284,-27.52562747,1.0,223:223:255
175,-48.76990233,-28.39498377,2.0,255:192:192
176,-48.62679329,-27.94554023,1.0,223:223:255
177,-48.6640067,-28.07111479,3.0,255:160:160
178,-48.7028633,-27.33978647,9.0,0:0:255
179,-48.47991804,-27.64681128,3.0,255:160:160
180,-48.76482982,-27.58853539,4.0,255:128:128
181,-48.50763822,-27.50512569,2.0,255:192:192
182,-48.74560004,-28.01186734,0.0,255:255:255
183,-48.91136756,-27.87023105,5.0,255:96:96
184,-48.99576114,-28.59005468,-9999,255:255:255
185,-48.8138391,-27.37866001,10.0,0:0:255
186,-48.71972035,-28.30868163,7.0,255:32:32
187,-48.7740361,-27.42155751,8.0,255:0:0
188,-48.9338204,-27.84923891,1.0,223:223:255
189,-48.81482158,-27.38925464,2.0,191:191:255
190,-48.97353419,-27.67432328,4.0,127:127:255
191,-48.6686998,-27.78779608,5.0,255:96:96
192,-48.81241643,-27.95142641,1.0,255:224:224
193,-48.82895316,-27.96465599,5.0,255:96:96
194,-48.89604684,-28.33678941,6.0,63:63:255
195,-48.8503824,-27.88944189,1.0,223:223:255
196,-48.78866617,-27.5189676,5.0,95:95:255
197,-48.97386544,-28.19119583,2.0,255:192:192
198,-48.98884622,-27.96555088,1.0,223:223:255
199,-48.78541988,-28.37736064,0.0,255:255:255
200,-48.89499004,-27.79492193,11.0,0:0:255
201,-48.82092106,-28.19415774,8.0,0:0:255
202,-48.69900452,-27.76568152,4.0,127:127:255
203,-48.70885662,-28.15806557,0.0,255:255:255
204,-48.98554215,-28.28735789,3.0,255:160:160
205,-48.9547617,-27.96201454,8.0,255:0:0
206,-48.68307261,-27.29082304,2.0,191:191:255
207,-48.88010973,-28.14592395,1.0,223:223:255
208,-48.91030811,-27.82433243,2.0,191:191:255
209,-48.89296823,-28.49641783,-9999,255:255:255
210,-48.79886577,-28.5210215,-9999,255:255:255
211,-48.62132594,-27.28059466,-9999,255:255:255
212,-48.8258436,-27.89734326,3.0,255:160:160
213,-48.76547632,-27.06292678,4.0,127:127:255
214,-48.99370293,-28.08097942,12.0,0:0:255
215,-48.89215364,-28.38077669,0.0,255:255:255
216,-48.43964778,-27.50081504,2.0,191:191:255
217,-48.95000414,-27.29201576,0.0,255:255:255
218,-48.73595633,-27.75683496,11.0,0:0:255
219,-48.62424325,-27.12170744,-9999,255:255:255
220,-48.84375279,-27.24383886,2.0,255:192:192
221,-48.90649335,-27.37556404,11.0,255:0:0
222,-48.7068884,-27.60675815,9.0,255:0:0
223,-48.70983329,-27.9595707,2.0,191:191:255
224,-48.913279,-27.66201823,3.0,159:159:255
225,-48.73097665,-27.26165745,0.0,255:255:255
226,-48.78010439,-27.08947363,3.0,159:159:255
227,-48.96039672,-28.0609367,3.0,159:159:255
228,-48.83841016,-27.64498165,3.0,159:159:255
229,-48.42184507,-27.47502267,5.0,95:95:255
230,-48.72645793,-28.35261033,0.0,255:255:255
231,-48.64055608,-27.33669839,0.0,255:255:255
232,-48.62175048,-27.76100143,4.0,127:127:255
233,-48.90110226,-27.51339634,3.0,255:160:160
234,-48.89019213,-28.17657521,10.0,0:0:255
235,-48.8338182,-27.03844689,1.0,223:223:255
236,-48.87532369,-27.08125923,5.0,95:95:255
237,-48.96970634,-28.21915834,8.0,0:0:255
238,-48.8353533,-27.94108916,8.0,0:0:255
239,-48.478131,-27.45095993,2.0,191:191:255
240,-48.93787416,-27.44022005,4.0,127:127:255
241,-48.64924337,-27.46962569,4.0,127:127:255
242,-48.70633581,-27.66255184,0.0,255:255:255
243,-48.68946102,-28.2212711,4.0,127:127:255
244,-48.94587555,-28.01793982,4.0,127:127:255
245,-48.51302403,-27.44250705,2.0,191:191:255
246,-48.58981215,-27.38905752,0.0,255:255:255
247,-48.47727916,-27.65814738,1.0,255:224:224
248,-48.83413275,-28.59117931,0.0,255:255:255
249,-48.94048025,-27.26165794,1.0,223:223:255
250,-48.98994872,-27.10967671,2.0,191:191:255
251,-48.85222372,-27.66177159,7.0,255:32:32
252,-48.96525793,-27.79873557,0.0,255:255:255
253,-48.89130745,-27.52180612,3.0,255:160:160
254,-48.86018391,-27.83749836,6.0,255:64:64
255,-48.76652108,-27.47214827,6.0,63:63:255
256,-48.93496487,-28.27708087,8.0,0:0:255
257,-48.88484818,-27.04498693,3.0,255:160:160
258,-48.73939205,-27.06391721,14.0,0:0:255
259,-48.68768149,-28.09976671,1.0,255:224:224
260,-48.78182093,-27.35789889,10.0,0:0:255
261,-48.84591421,-27.3468334,6.0,255:64:64
262,-48.68123331,-27.73682414,10.0,255:0:0
263,-48.89929177,-27.22029996,2.0,255:192:192
264,-48.78353581,-27.95783726,7.0,31:31:255
265,-48.90099428,-27.86262832,6.0,63:63:255
266,-48.77452936,-27.39398457,4.0,255:128:128
267,-48.75866124,-27.52240253,2.0,191:191:255
268,-48.85162516,-28.02342434,9.0,0:0:255
269,-48.90410466,-28.45322372,0.0,255:255:255
270,-48.61367855,-27.88230943,2.0,191:191:255
271,-48.67428582,-27.67389419,0.0,255:255:255
272,-48.78817909,-28.41646944,11.0,0:0:255
273,-48.94679606,-28.34454102,6.0,255:64:64
274,-48.66390614,-27.52384776,1.0,223:223:255
275,-48.86988497,-28.12255222,16.0,0:0:255
276,-48.46877772,-27.64684329,3.0,159:159:255
277,-48.77159943,-27.95519548,12.0,0:0:255
278,-48.77890056,-28.21680326,5.0,255:96:96
279,-48.8687,-28.05992299,1.0,223:223:255
280,-48.76173486,-28.5037681,-9999,255:255:255
281,-48.70733616,-28.08731649,2.0,191:191:255
282,-48.59943564,-27.89785714,0.0,255:255:255
283,-48.83272245,-28.12618962,6.0,63:63:255
284,-48.84106138,-28.06294094,7.0,31:31:255
285,-48.70711305,-27.64698406,2.0,255:192:192
286,-48.90036241,-27.18217521,7.0,31:31:255
287,-48.91432615,-27.04309145,7.0,31:31:255
288,-48.99184891,-28.21279474,3.0,159:159:255
289,-48.8528271,-27.13497991,5.0,95:95:255
290,-48.6869975,-27.29749065,2.0,191:191:255
291,-48.62877324,-27.44171659,1.0,255:224:224
292,-48.49947644,-27.49862808,1.0,223:223:255
293,-48.9792329,-27.85244003,10.0,255:0:0
294,-48.99083382,-27.69937395,6.0,63:63:255
295,-48.96715076,-27.21652165,10.0,0:0:255
296,-48.57250695,-27.1925217,-9999,255:255:255
297,-48.83934688,-27.40918032,0.0,255:255:255
298,-48.90910247,-27.98999625,10.0,0:0:255
299,-48.62209406,-27.87384531,1.0,255:224:224
300,-48.68875184,-27.69088585,2.0,255:192:192
301,-48.87352874,-28.60572682,2.0,255:192:192
302,-48.49266234,-27.482539,1.0,255:224:224
303,-48.76064392,-27.97191093,1.0,255:224:224
304,-48.94467669,-27.6073395,2.0,191:191:255
305,-48.86439381,-27.56706203,1.0,255:224:224
306,-48.61351256,-27.37413322,2.0,255:192:192
307,-48.69646807,-27.61892914,15.0,255:0:0
308,-48.70029087,-27.84921429,6.0,255:64:64
309,-48.80194638,-27.84841422,19.0,0:0:255
310,-48.95955643,-27.78005053,6.0,63:63:255
311,-48.59626501,-27.57546358,1.0,223:223:255
312,-48.98290186,-28.28863144,3.0,159:159:255
313,-48.69543553,-27.58035409,1.0,255:224:224
314,-48.93625235,-28.31755654,6.0,63:63:255
315,-48.81724874,-27.14884773,7.0,31:31:255
316,-48.93508293,-28.64992717,1.0,255:224:224
317,-48.89432568,-27.26797522,7.0,31:31:255
318,-48.88858646,-27.17580165,5.0,95:95:255
319,-48.82536358,-27.59769785,4.0,127:127:255
320,-48.83474764,-27.87949216,2.0,255:192:192
321,-48.96094905,-28.06055038,6.0,63:63:255
322,-48.93670364,-27.04597053,3.0,255:160:160
323,-48.67988695,-27.8523475,8.0,0:0:255
324,-48.89919374,-28.1213425,7.0,255:32:32
325,-48.94666967,-28.07271295,11.0,0:0:255
326,-48.83760213,-27.9055225,9.0,0:0:255
327,-48.86845871,-27.46073655,8.0,0:0:255
328,-48.98432727,-28.41355637,1.0,223:223:255
329,-48.80787621,-27.63274541,3.0,159:159:255
330,-48.87703318,-28.21115343,4.0,255:128:128
331,-48.86312979,-28.19596556,4.0,255:128:128
332,-48.74903096,-27.48203292,12.0,0:0:255
333,-48.89780584,-27.60451417,0.0,255:255:255
334,-48.84779316,-27.50483122,5.0,95:95:255
335,-48.678554,-27.55255591,9.0,255:0:0
336,-48.87557992,-27.3598738,0.0,255:255:255
337,-48.480681,-27.65255542,2.0,191:191:255
338,-48.84392973,-27.71156986,2.0,191:191:255
339,-48.99104565,-27.88556446,2.0,191:191:255
340,-48.82782003,-28.20812102,6.0,63:63:255
341,-48.94379301,-27.04088908,6.0,255:64:64
342,-48.67548579,-28.04154426,5.0,95:95:255
343,-48.87236867,-27.3234439,8.0,255:0:0
344,-48.83122418,-28.12503614,4.0,127:127:255
345,-48.95421958,-28.02170608,6.0,63:63:255
346,-48.99652487,-27.83747992,13.0,255:0:0
347,-48.97577379,-27.54839284,0.0,255:255:255
348,-48.68697969,-27.29638018,3.0,255:160:160
349,-48.73835531,-27.94766831,5.0,95:95:255
350,-48.66912221,-28.21294375,2.0,255:192:192
351,-48.93394261,-27.67082241,10.0,255:0:0
352,-48.92888444,-27.33891032,7.0,31:31:255
353,-48.65792733,-27.12142781,-9999,255:255:255
354,-48.86712992,-27.44947551,2.0,191:191:255
355,-48.95842585,-27.886859,8.0,255:0:0
356,-48.70031037,-27.39380371,4.0,127:127:255
357,-48.86916572,-27.63782639,2.0,191:191:255
358,-48.81511562,-27.67132399,16.0,0:0:255
359,-48.93548727,-27.07972023,2.0,191:191:255
360,-48.91092611,-27.38136681,4.0,127:127:255
361,-48.90468588,-28.21711571,1.0,223:223:255
362,-48.82673898,-27.47696913,7.0,31:31:255
363,-48.63973737,-28.1393532,3.0,255:160:160
364,-48.84606477,-27.17558685,5.0,95:95:255
365,-48.921406,-27.01189594,1.0,255:224:224
366,-48.78241988,-27.47915414,1.0,255:224:224
367,-48.79656255,-28.11322204,1.0,223:223:255
368,-48.65556164,-27.31017421,-9999,255:255:255
369,-48.9368754,-27.7436373,6.0,63:63:255
370,-48.99272937,-27.69905956,5.0,95:95:255
371,-48.85227515,-27.30786278,8.0,255:0:0
372,-48.92216181,-28.07856318,1.0,223:223:255
373,-48.98613048,-28.63498643,8.0,0:0:255
374,-48.70416235,-28.02155826,2.0,191:191:255
375,-48.84973673,-27.78695849,7.0,31:31:255
376,-48.91915647,-27.04589905,0.0,255:255:255
377,-48.83992778,-27.54894812,13.0,0:0:255
378,-48.86037886,-27.69666144,5.0,255:96:96
379,-48.7245474,-27.49321749,2.0,255:192:192
380,-48.39821387,-27.492835,4.0,127:127:255
381,-48.80142424,-27.77939564,8.0,255:0:0
382,-48.78911749,-27.82330266,4.0,127:127:255
383,-48.6644066,-28.19698731,2.0,255:192:192
384,-48.88587311,-28.21836662,10.0,255:0:0
385,-48.81750819,-28.24821718,4.0,255:128:128
386,-48.73061526,-27.68746555,9.0,0:0:255
387,-48.85992169,-27.26667019,0.0,255:255:255
388,-48.81870297,-27.53171467,10.0,255:0:0
389,-48.84691888,-27.24393011,3.0,255:160:160
390,-48.78430367,-27.12974374,0.0,255:255:255
391,-48.57506578,-27.59731264,1.0,223:223:255
392,-48.83506063,-27.16345535,3.0,159:159:255
393,-48.50368701,-27.63283549,7.0,31:31:255
394,-48.50890712,-27.54721566,4.0,127:127:255
395,-48.60434024,-28.02318044,7.0,31:31:255
396,-48.76122066,-27.28135592,4.0,255:128:128
397,-48.48132877,-27.15291206,8.0,255:0:0
398,-48.88406731,-27.67908159,26.0,255:0:0
399,-48.72660031,-27.13429225,2.0,255:192:192
400,-48.82138878,-27.67856715,4.0,255:128:128
401,-48.69209396,-27.886104,6.0,63:63:255
402,-48.87255096,-27.32187868,0.0,255:255:255
403,-48.99889436,-27.88277435,0.0,255:255:255
404,-48.7239486,-27.01227695,1.0,223:223:255
405,-48.88675752,-28.43321274,6.0,255:64:64
406,-48.94718052,-28.63356146,1.0,223:223:255
407,-48.95724469,-28.42733548,0.0,255:255:255
408,-48.93542089,-27.42432802,2.0,255:192:192
409,-48.85947978,-28.26147284,3.0,255:160:160
410,-48.87710548,-28.02409155,7.0,31:31:255
411,-48.63304493,-28.02499765,1.0,223:223:255
412,-48.78214654,-27.52451639,8.0,255:0:0
413,-48.7110963,-27.27423256,-9999,255:255:255
414,-48.4329766,-27.51032163,0.0,255:255:255
415,-48.96001167,-27.44950915,3.0,159:159:255
416,-48.83842279,-27.85886146,6.0,63:63:255
417,-48.68171393,-27.05020339,3.0,159:159:255
418,-48.52740086,-27.44918267,1.0,223:223:255
419,-48.87450687,-28.26193727,2.0,255:192:192
420,-48.93217573,-27.82300621,14.0,0:0:255
421,-48.71870454,-28.12720509,3.0,255:160:160
422,-48.46591428,-27.14422747,10.0,0:0:255
423,-48.62556294,-27.08805686,3.0,159:159:255
424,-48.77836574,-27.5585556,1.0,223:223:255
425,-48.79277713,-27.81920868,2.0,255:192:192
426,-48.98807062,-27.12791269,5.0,255:96:96
427,-48.71036177,-27.86098077,13.0,0:0:255
428,-48.91694795,-27.14017728,1.0,255:224:224
429,-48.97099997,-28.21538327,7.0,31:31:255
430,-48.89529392,-28.06863025,12.0,0:0:255
431,-48.75143234,-27.58754514,6.0,63:63:255
432,-48.98459684,-28.08097357,3.0,159:159:255
433,-48.75731743,-27.68500333,1.0,255:224:224
434,-48.7589178,-28.00658351,6.0,63:63:255
435,-48.86316539,-28.22061787,1.0,255:224:224
436,-48.80569392,-27.57273464,1.0,255:224:224
437,-48.77926885,-27.8249168,9.0,0:0:255
438,-48.81093963,-27.91653802,2.0,191:191:255
439,-48.52953041,-27.72388393,10.0,0:0:255
440,-48.96990645,-27.53961347,1.0,255:224:224
441,-48.95965704,-27.10276845,3.0,255:160:160
442,-48.63459162,-27.76954862,1.0,223:223:255
443,-48.85610611,-28.11974212,4.0,127:127:255
444,-48.766889,-27.4089098,6.0,63:63:255
445,-48.84139021,-28.23665725,2.0,191:191:255
446,-48.88297326,-27.43217072,8.0,0:0:255
447,-48.88740579,-28.48115332,4.0,127:127:255
448,-48.81995804,-27.64111522,11.0,0:0:255
449,-48.86473999,-28.44073538,6.0,63:63:255
450,-48.88179584,-27.15508117,4.0,127:127:255
451,-48.61886037,-27.02161434,1.0,223:223:255
452,-48.9567527,-27.39817382,1.0,255:224:224
453,-48.8290021,-28.33016188,2.0,255:192:192
454,-48.69880198,-27.80814641,14.0,0:0:255
455,-48.81224651,-27.24637931,5.0,95:95:255
456,-48.99538719,-27.1328951,3.0,255:160:160
457,-48.94823527,-28.18254212,8.0,255:0:0
458,-48.80741043,-27.47541653,6.0,63:63:255
459,-48.77738579,-27.60534397,0.0,255:255:255
460,-48.77321866,-27.22004655,1.0,255:224:224
461,-48.70510552,-27.94400801,4.0,255:128:128
462,-48.91858245,-27.88235626,7.0,255:32:32
463,-48.6567853,-27.41471223,-9999,255:255:255
464,-48.9543357,-27.70756315,7.0,255:32:32
465,-48.66075951,-27.74653858,5.0,255:96:96
466,-48.76964588,-27.46142823,5.0,95:95:255
467,-48.98997199,-27.92288549,8.0,255:0:0
468,-48.95590583,-27.47932274,2.0,191:191:255
469,-48.97015927,-27.20014725,0.0,255:255:255
470,-48.91054843,-28.16326933,15.0,0:0:255
471,-48.98758498,-27.65217968,13.0,0:0:255
472,-48.99115392,-27.41590548,1.0,223:223:255
473,-48.89884848,-27.80162996,13.0,0:0:255
474,-48.4827846,-27.44500557,1.0,255:224:224
475,-48.7217883,-27.13239959,0.0,255:255:255
476,-48.6091387,-27.30176263,-9999,255:255:255
477,-48.6881957,-27.90341213,4.0,255:128:128
478,-48.55388121,-27.73457469,4.0,127:127:255
479,-48.69663181,-27.60824751,7.0,255:32:32
480,-48.83824547,-27.62286218,3.0,255:160:160
481,-48.89863181,-28.47888089,4.0,255:128:128
482,-48.98380663,-27.50670493,15.0,255:0:0
483,-48.84084367,-27.66066753,11.0,255:0:0
484,-48.88981343,-28.28494383,3.0,255:160:160
485,-48.99633867,-28.66369758,5.0,95:95:255
486,-48.98461725,-27.41243774,6.0,63:63:255
487,-48.95302886,-28.00124278,11.0,0:0:255
488,-48.70697871,-27.34443483,10.0,0:0:255
489,-48.98235154,-28.48173334,1.0,223:223:255
490,-48.78115081,-28.21119669,4.0,255:128:128
491,-48.79072169,-27.27323819,2.0,191:191:255
492,-48.90991381,-27.51852585,2.0,191:191:255
493,-48.7753995,-28.10600699,2.0,191:191:255
494,-48.81184084,-27.38444329,1.0,255:224:224
495,-48.65808616,-27.34159648,4.0,127:127:255
496,-48.86814839,-27.44046722,4.0,127:127:255
497,-48.73759899,-27.02866035,6.0,63:63:255
498,-48.93297918,-28.10654622,5.0,95:95:255
499,-48.84381612,-27.66428991,0.0,255:255:255
500,-48.64080613,-27.56879631,0.0,255:255:255
501,-48.7906323,-27.37705744,2.0,255:192:192
502,-48.65662748,-27.87222173,13.0,0:0:255
503,-48.93504867,-28.18705714,1.0,255:224:224
504,-48.77167508,-27.52312234,10.0,0:0:255
505,-48.76234731,-27.06358684,2.0,191:191:255
506,-48.89010069,-27.7163139,6.0,255:64:64
507,-48.63568679,-27.98436368,9.0,0:0:255
508,-48.88608845,-28.00115906,2.0,191:191:255
509,-48.96602345,-27.79368733,3.0,159:159:255
510,-48.84587579,-27.50205952,2.0,191:191:255
511,-48.94976254,-27.4192278,20.0,255:0:0
512,-48.99189131,-28.62493725,1.0,223:223:255
513,-48.84325489,-27.49860423,3.0,255:160:160
514,-48.66656626,-27.15470295,-9999,255:255:255
515,-48.70732037,-27.11126336,6.0,255:64:64
516,-48.81688339,-27.13508697,4.0,127:127:255
517,-48.99914211,-28.64216814,2.0,191:191:255
518,-48.83253032,-27.24367025,2.0,191:191:255
519,-48.88860848,-27.67201886,1.0,223:223:255
520,-48.93722515,-27.79002438,4.0,255:128:128
521,-48.89085481,-28.00317989,16.0,255:0:0
522,-48.99870132,-27.74502984,16.0,0:0:255
523,-48.9305226,-28.53913012,-9999,255:255:255
524,-48.60562374,-28.02522964,11.0,0:0:255
525,-48.76844854,-27.21662612,1.0,223:223:255
526,-48.79549997,-28.06431902,7.0,31:31:255
527,-48.78387284,-27.28899379,3.0,159:159:255
528,-48.90000827,-28.30126331,5.0,255:96:96
529,-48.98161715,-28.51000815,8.0,255:0:0
530,-48.91082138,-27.56372642,8.0,255:0:0
531,-48.64888517,-27.85937161,12.0,0:0:255
532,-48.90437674,-27.12479108,4.0,255:128:128
533,-48.60453713,-27.03490164,4.0,127:127:255
