,X,Y,tdx12_Araca,tdx30_Araca,srtm30_Araca,srtm30_wgs84_Araca,aster30_Araca,aster30_wgs84_Araca,aw3d30_Araca,aw3d30_wgs84_Araca,srtm30_wgs84-tdx12,srtm30_wgs84-tdx30,srtm30_wgs84-aster30_wgs84,srtm30_wgs84-aw3d30_wgs84
7562,-63.27796618,0.02669874,50.53961,50.17873,52.0,45.49262028,58.0,51.49262028,NaN,NaN,-5.04698972,-4.68610972,-6.0,NaN
7563,-63.32967676,0.02197029,46.39733,47.04694,51.0,44.60874286,48.0,41.60874286,54.0,47.60874286,-1.78858714,-2.43819714,3.0,-3.0
7564,-63.93900803,0.91822701,70.29224,69.59026,76.0,70.44972924,66.0,60.44972924,77.0,71.44989065,0.15748924,0.85946924,10.0,-1.00016141
7565,-63.20684265,0.25560822,26.90196,27.35666,38.0,31.20541414,30.0,23.20541414,NaN,NaN,4.30345414,3.84875414,8.0,NaN
7566,-63.70158453,0.21381618,45.6631,47.30758,49.0,43.32425915,29.0,23.32425915,49.0,43.32425915,-2.33884085,-3.98332085,20.0,0.0
7567,-63.58646023,0.45232117,44.86757,45.58529,52.0,45.91891597,25.0,18.91891597,53.0,46.91953355,1.05134597,0.33362597,27.0,-1.00061758
7568,-63.86609754,0.24974656,38.56462,38.75963,46.0,40.68912815,44.0,38.68912815,44.0,38.68912815,2.12450815,1.92949815,2.0,2.0
7569,-63.50893838,0.87004244,85.95502,85.43033,92.0,85.53587357,93.0,86.53587357,95.0,88.53659358,-0.41914643,0.10554357,-1.0,-3.00072001
7570,-63.45553258,0.85944982,112.5228,112.3556,119.0,112.42873694,118.0,111.42873694,119.0,112.42873694,-0.09406306,0.07313694,1.0,0.0
7571,-63.23883336,0.14917808,49.11179,48.64371,55.0,48.33415278,62.0,55.33415278,NaN,NaN,-0.77763722,-0.30955722,-7.0,NaN
7572,-63.54307601,0.99150531,503.0565,491.8524,496.0,489.54977276,479.0,472.54977276,508.0,501.55048874,-13.50672724,-2.30262724,17.0,-12.00071598
7573,-63.55757618,0.04348782,46.04622,45.45734,48.0,42.10392039,37.0,31.10392039,51.0,45.10455538,-3.94229961,-3.35341961,11.0,-3.00063499
7574,-63.51494383,0.91011091,94.66341,96.13264,102.0,95.52963344,90.0,83.52963344,105.0,98.52976604,0.86622344,-0.60300656,12.0,-3.0001326
7575,-63.81681836,0.89055468,72.92814,72.32083,77.0,71.19184589,72.0,66.19184589,80.0,74.19199815,-1.73629411,-1.12898411,5.0,-3.00015226
7576,-63.23926784,0.45810883,33.04151,32.72614,42.0,35.16768267,51.0,44.16768267,38.0,31.16826383,2.12617267,2.44154267,-9.0,3.99941884
7577,-63.43669349,0.69776642,47.89723,48.10698,53.0,46.4660956,48.0,41.4660956,56.0,49.46681966,-1.4311344,-1.6408844,5.0,-3.00072406
7578,-63.26094653,0.84147176,966.4858,969.1753,979.0,972.033457,971.0,964.033457,NaN,NaN,5.547657,2.858157,8.0,NaN
7579,-63.94500025,0.2355375,58.66229,59.96901,68.0,62.89015162,57.0,51.89015162,64.0,58.8910244,4.22786162,2.92114162,11.0,3.99912722
7580,-63.48324616,0.47881332,48.81934,49.34636,58.0,51.67768716,32.0,25.67768716,58.0,51.67783553,2.85834716,2.33132716,26.0,-0.000148370000005
7581,-63.36233134,0.8192815,73.57843,72.36371,79.0,72.25247366,74.0,67.25247366,NaN,NaN,-1.32595634,-0.11123634,5.0,NaN
7582,-63.03313568,0.37435314,34.75959,34.28098,41.0,33.78351222,50.0,42.78351222,43.0,35.78421667,-0.97607778,-0.49746778,-9.0,-2.00070445
7583,-63.20072763,0.44272634,61.92163,63.89484,79.0,72.09473345,82.0,75.09473345,NaN,NaN,10.17310345,8.19989345,-3.0,NaN
7584,-63.81003592,0.07886487,51.2969,54.43047,62.0,56.67190941,65.0,59.67190941,59.0,53.67257854,5.37500941,2.24143941,-3.0,2.99933087
7585,-63.1882274,0.80322535,713.3739,718.3818,730.0,722.90182387,721.0,713.90182387,NaN,NaN,9.52792387,4.52002387,9.0,NaN
7586,-63.7186911,0.05181321,58.20317,58.99043,62.0,56.47341684,58.0,52.47341684,64.0,58.47341684,-1.72975316,-2.51701316,4.0,-2.0
7587,-63.90194009,0.70633915,66.87753,66.70326,76.0,70.48855399,70.0,64.48855399,76.0,70.48871774,3.61102399,3.78529399,6.0,-0.000163749999999
7588,-63.05285128,0.62009631,42.17548,41.76981,51.0,43.70830712,70.0,62.70830712,NaN,NaN,1.53282712,1.93849712,-19.0,NaN
7589,-63.17639221,0.87177376,326.8884,325.326,342.0,334.84850279,335.0,327.84850279,NaN,NaN,7.96010279,9.52250279,7.0,NaN
7590,-63.73486502,0.75515105,69.07316,70.3956,77.0,71.08356149,81.0,75.08356149,76.0,70.08371153,2.01040149,0.68796149,-4.0,0.99984996
7591,-63.69602753,0.60344421,55.96242,55.6329,66.0,60.07966355,45.0,39.07966355,64.0,58.07981713,4.11724355,4.44676355,21.0,1.99984642
7592,-63.75798573,0.35560284,34.15517,34.22692,41.0,35.36576525,42.0,36.36576525,39.0,33.36576525,1.21059525,1.13884525,-1.0,2.0
7593,-63.13156151,0.22364807,40.98065,44.47442,54.0,47.06503212,50.0,43.06503212,53.0,46.06561192,6.08438212,2.59061212,4.0,0.9994202
7594,-63.82472257,0.97849332,74.17686,74.3522,82.0,76.16089554,71.0,65.16089554,83.0,77.16165717,1.98403554,1.80869554,11.0,-1.00076163
7595,-63.86635777,0.76930639,68.25797,68.43431,75.0,69.37059864,75.0,69.37059864,76.0,70.37075764,1.11262864,0.93628864,0.0,-1.000159
7596,-63.492167,0.13689101,29.49664,29.4034,33.0,26.89539673,33.0,26.89539673,NaN,NaN,-2.60124327,-2.50800327,0.0,NaN
7597,-63.22086414,0.46557213,50.6492,49.79276,59.0,52.12565368,45.0,38.12565368,57.0,50.12623293,1.47645368,2.33289368,14.0,1.99942075
7598,-63.32148103,0.36068289,35.64299,35.55275,48.0,41.39188214,42.0,35.39188214,NaN,NaN,5.74889214,5.83913214,6.0,NaN
7599,-63.94254582,0.26112071,49.97847,51.69271,55.0,49.86711989,60.0,54.86711989,56.0,50.86711989,-0.11135011,-1.82559011,-5.0,-1.0
7600,-63.17126528,0.11010503,47.04884,49.93526,58.0,51.21320797,56.0,49.21320797,60.0,53.21379553,4.16436797,1.27794797,2.0,-2.00058756
7601,-63.5280453,0.90595558,77.37057,77.99387,85.0,78.55916562,71.0,64.55916562,84.0,77.55929901,1.18859562,0.56529562,14.0,0.99986661
7602,-63.9650657,0.32478538,57.90681,57.07594,61.0,55.87879141,50.0,44.87879141,62.0,56.87879141,-2.02801859,-1.19714859,11.0,-1.0
7603,-63.20609683,0.93208997,820.1995,818.8107,824.0,816.88280795,804.0,796.88280795,NaN,NaN,-3.31669205,-1.92789205,20.0,NaN
7604,-63.92415055,0.50331867,55.11001,54.21935,57.0,51.66378869,55.0,49.66378869,59.0,53.66396283,-3.44622131,-2.55556131,2.0,-2.00017414
7605,-63.64174187,0.76716758,66.63522,65.20087,70.0,63.87199896,62.0,55.87199896,72.0,65.87274813,-2.76322104,-1.32887104,8.0,-2.00074917
7606,-63.98046533,0.7318992,67.57174,68.29753,75.0,69.65554906,60.0,54.65554906,77.0,71.65571827,2.08380906,1.35801906,15.0,-2.00016921
7607,-63.90852168,0.25088913,51.64402,51.31131,58.0,52.79097338,60.0,54.79097338,57.0,51.79097338,1.14695338,1.47966338,-2.0,1.0
7608,-63.3815512,0.81385571,79.84559,80.37129,91.0,84.29490625,82.0,75.29490625,NaN,NaN,4.44931625,3.92361625,9.0,NaN
7609,-63.16309467,0.46397002,68.8414,70.78058,82.0,75.00650686,97.0,90.00650686,80.0,73.00708121,6.16510686,4.22592686,-15.0,1.99942565
7610,-63.19038612,0.79619888,601.3474,607.2925,615.0,607.9093776,607.0,599.9093776,NaN,NaN,6.5619776,0.6168776,8.0,NaN
7611,-63.77006624,0.18343323,57.81609,58.39844,63.0,57.50502562,59.0,53.50502562,NaN,NaN,-0.31106438,-0.89341438,4.0,NaN
7612,-63.97216824,0.79945368,73.16585,73.6774,78.0,72.5954032,73.0,67.5954032,82.0,76.5954032,-0.5704468,-1.0819968,5.0,-4.0
7613,-63.79975557,0.08037924,57.07726,55.72298,60.0,54.64600375,61.0,55.64600375,61.0,55.64667123,-2.43125625,-1.07697625,-1.0,-1.00066748
7614,-63.15820235,0.508237,37.06605,37.95028,44.0,36.97467573,45.0,37.97467573,44.0,36.97538123,-0.09137427,-0.97560427,-1.0,-0.000705500000002
7615,-63.58134906,0.0562828,44.84479,43.07092,48.0,42.15003258,30.0,24.15003258,52.0,46.15003258,-2.69475742,-0.92088742,18.0,-4.0
7616,-63.7516165,0.02798094,53.41964,52.9248,59.0,53.56819778,58.0,52.56819778,60.0,54.56819778,0.14855778,0.64339778,1.0,-1.0
7617,-63.84833019,0.69311291,58.27328,61.54371,75.0,69.37335564,60.0,54.37335564,71.0,65.37335564,11.10007564,7.82964564,15.0,4.0
7618,-63.19929236,0.89632803,757.3582,761.1031,769.0,761.88411235,748.0,740.88411235,NaN,NaN,4.52591235,0.78101235,21.0,NaN
7619,-63.38688363,0.28011598,48.27315,47.24858,57.0,50.5774584,48.0,41.5774584,NaN,NaN,2.3043084,3.3288784,9.0,NaN
7620,-63.27794286,0.38739365,37.26599,35.24137,46.0,39.28496984,38.0,31.28496984,NaN,NaN,2.01897984,4.04359984,8.0,NaN
7621,-63.05959215,0.48392647,33.29646,32.30836,40.0,32.78433045,39.0,31.78433045,NaN,NaN,-0.51212955,0.47597045,1.0,NaN
7622,-63.00191344,0.34106438,31.41208,31.08517,39.0,31.73616004,54.0,46.73616004,41.0,33.73686452,0.32408004,0.65099004,-15.0,-2.00070448
7623,-63.85995815,0.69797661,58.53201,58.14725,66.0,60.39712834,73.0,67.39712834,66.0,60.3972892,1.86511834,2.24987834,-7.0,-0.000160859999994
7624,-63.98383061,0.86259088,118.6312,118.9318,125.0,119.58433508,110.0,104.58433508,125.0,119.58450128,0.95313508,0.65253508,15.0,-0.000166199999995
7625,-63.63138835,0.76199571,63.40691,62.11698,70.0,63.85233549,60.0,53.85233549,70.0,63.85233549,0.44542549,1.73535549,10.0,0.0
7626,-63.23956572,0.11227329,24.7481,24.83775,31.0,24.35725506,36.0,29.35725506,NaN,NaN,-0.39084494,-0.48049494,-5.0,NaN
7627,-63.57582268,0.39135552,51.96314,51.64069,56.0,49.92980473,51.0,44.92980473,61.0,54.92996352,-2.03333527,-1.71088527,5.0,-5.00015879
7628,-63.64283506,0.18258339,47.28947,47.95641,54.0,48.20806168,30.0,24.20806168,51.0,45.20870107,0.91859168,0.25165168,24.0,2.99936061
7629,-63.93087856,0.29687882,52.39417,53.09983,57.0,51.81438419,62.0,56.81438419,58.0,52.81457118,-0.57978581,-1.28544581,-5.0,-1.00018699
7630,-63.09645657,0.3844881,30.87534,30.8022,41.0,33.90828392,33.0,25.90828392,39.0,31.90885539,3.03294392,3.10608392,8.0,1.99942853
7631,-63.11962983,0.51683557,34.44401,34.52968,40.0,32.89124472,31.0,23.89124472,38.0,30.89194513,-1.55276528,-1.63843528,9.0,1.99929959
7632,-63.75717829,0.18559663,59.73605,58.74376,63.0,57.47270474,69.0,63.47270474,NaN,NaN,-2.26334526,-1.27105526,-6.0,NaN
7633,-63.35534327,0.31768849,40.88459,41.13425,48.0,41.48796494,44.0,37.48796494,NaN,NaN,0.60337494,0.35371494,4.0,NaN
7634,-63.96171114,0.31663189,55.34371,58.37931,66.0,60.87610227,67.0,61.87610227,63.0,57.87629006,5.53239227,2.49679227,-1.0,2.99981221
7635,-63.41400379,0.13066366,43.96088,45.50479,46.0,39.72507305,51.0,44.72507305,NaN,NaN,-4.23580695,-5.77971695,-5.0,NaN
7636,-63.73920539,0.16892196,58.67629,58.48728,64.0,58.44125561,54.0,48.44125561,62.0,56.44190916,-0.23503439,-0.04602439,10.0,1.99934645
7637,-63.89085224,0.34949264,57.12169,57.3742,60.0,54.68258766,61.0,55.68258766,62.0,56.68325219,-2.43910234,-2.69161234,-1.0,-2.00066453
7638,-63.55626378,0.76132091,63.79716,61.92834,66.0,59.69037216,57.0,50.69037216,NaN,NaN,-4.10678784,-2.23796784,9.0,NaN
7639,-63.57726423,0.69621073,55.49926,55.01389,65.0,58.76828049,42.0,35.76828049,63.0,56.76902588,3.26902049,3.75439049,23.0,1.99925461
7640,-63.45839186,0.23392528,36.31086,36.29377,45.0,38.76057208,46.0,39.76057208,NaN,NaN,2.44971208,2.46680208,-1.0,NaN
7641,-63.60908989,0.77758546,61.13885,61.7272,64.0,57.79597684,59.0,52.79597684,70.0,63.79611822,-3.34287316,-3.93122316,5.0,-6.00014138
7642,-63.55316775,0.75309215,62.24037,62.17211,68.0,61.68737323,38.0,31.68737323,NaN,NaN,-0.55299677,-0.48473677,30.0,NaN
7643,-63.70786886,0.75222873,56.61282,56.00856,66.0,60.0255499,52.0,46.0255499,69.0,63.0255499,3.4127299,4.0169899,14.0,-3.0
7644,-63.2809868,0.02590822,50.40615,49.88573,58.0,51.49977253,57.0,50.49977253,NaN,NaN,1.09362253,1.61404253,1.0,NaN
7645,-63.78993367,0.80745054,63.55271,65.56639,75.0,69.17745773,65.0,59.17745773,72.0,66.17761,5.62474773,3.61106773,10.0,2.99984773
7646,-63.93600912,0.8639191,79.94884,80.4921,89.0,83.47450702,83.0,77.47450702,86.0,80.47450702,3.52566702,2.98240702,6.0,3.0
7647,-63.5861012,0.97486793,110.021,111.3044,120.0,113.64855946,108.0,101.64855946,115.0,108.64869494,3.62755946,2.34415946,12.0,4.99986452
7648,-63.94954905,0.04665802,51.3637,53.19412,59.0,54.03770847,51.0,46.03770847,57.0,52.03791636,2.67400847,0.84358847,8.0,1.99979211
7649,-63.10320433,0.83566894,82.72859,82.62307,95.0,87.71601475,83.0,75.71601475,90.0,82.71669095,4.98742475,5.09294475,12.0,4.9993238
7650,-63.24421305,0.60645574,41.00822,40.826,50.0,43.1061414,48.0,41.1061414,NaN,NaN,2.0979214,2.2801414,2.0,NaN
7651,-63.66483253,0.004712,54.7342,55.51841,63.0,57.37968857,53.0,47.37968857,61.0,55.37968857,2.64548857,1.86127857,10.0,2.0
7652,-63.20373002,0.29955732,30.46892,30.41382,41.0,34.17517941,35.0,28.17517941,37.0,30.17576321,3.70625941,3.76135941,6.0,3.9994162
7653,-63.40645451,0.28677788,40.06818,41.4271,45.0,38.61595975,28.0,21.61595975,NaN,NaN,-1.45222025,-2.81114025,17.0,NaN
7654,-63.79566965,0.40526525,50.27647,49.69781,54.0,48.42299081,40.0,34.42299081,55.0,49.42316167,-1.85347919,-1.27481919,14.0,-1.00017086
7655,-63.33361716,0.07713021,50.04568,49.70933,53.0,46.58229797,49.0,42.58229797,56.0,49.58290398,-3.46338203,-3.12703203,4.0,-3.00060601
7656,-63.70999668,0.74996841,56.36049,54.89475,64.0,58.03103386,55.0,49.03103386,61.0,55.03118242,1.67054386,3.13628386,9.0,2.99985144
7657,-63.09271064,0.684606,55.8072,54.48791,65.0,57.75992935,55.0,47.75992935,64.0,56.76061382,1.95272935,3.27201935,10.0,0.99931553
7658,-63.5080399,0.8854507,89.45642,90.02651,98.0,91.52680188,87.0,80.52680188,96.0,89.52693464,2.07038188,1.50029188,11.0,1.99986724
7659,-63.1526037,0.81991833,105.0761,104.5102,114.0,106.82248948,109.0,101.82248948,114.0,106.82317105,1.74638948,2.31228948,5.0,-0.000681569999998
7660,-63.78426694,0.45604656,48.97115,48.13387,53.0,47.36564099,65.0,59.36564099,55.0,49.36580803,-1.60550901,-0.76822901,-12.0,-2.00016704
7661,-63.47558401,0.2047184,48.40136,49.54333,57.0,50.81619545,54.0,47.81619545,NaN,NaN,2.41483545,1.27286545,3.0,NaN
7662,-63.09646289,0.78508481,62.0712,62.02249,73.0,65.72413257,80.0,72.72413257,71.0,63.72481101,3.65293257,3.70164257,-7.0,1.99932156
7663,-63.1047991,0.93075986,102.9527,102.228,117.0,109.67945115,106.0,98.67945115,NaN,NaN,6.72675115,7.45145115,11.0,NaN
7664,-63.30471795,0.17783878,46.67919,49.26147,58.0,51.45856114,60.0,53.45856114,60.0,53.45856114,4.77937114,2.19709114,-2.0,-2.0
7665,-63.64884756,0.64749497,49.84192,50.79845,64.0,57.95079805,49.0,42.95079805,58.0,51.95094673,8.10887805,7.15234805,15.0,5.99985132
7666,-63.97768104,0.16798749,43.63218,44.09158,56.0,51.01881401,48.0,43.01881401,52.0,47.01881401,7.38663401,6.92723401,8.0,4.0
7667,-63.36902286,0.66712092,NaN,NaN,58.0,51.33770841,63.0,56.33770841,NaN,NaN,NaN,NaN,-5.0,NaN
7668,-63.72877032,0.40802623,40.70119,40.01184,46.0,40.26644533,48.0,42.26644533,48.0,42.26661181,-0.43474467,0.25460533,-2.0,-2.00016648
7669,-63.37003565,0.73860864,53.79532,54.14105,58.0,51.30618298,54.0,47.30618298,NaN,NaN,-2.48913702,-2.83486702,4.0,NaN
7670,-63.91371404,0.5789495,54.05721,53.50905,58.0,52.59280159,54.0,48.59280159,60.0,54.59280159,-1.46440841,-0.91624841,4.0,-2.0
7671,-63.30522338,0.75580181,51.69592,52.15348,57.0,50.16350148,53.0,46.16350148,NaN,NaN,-1.53241852,-1.98997852,4.0,NaN
7672,-63.96426917,0.61038469,53.42577,53.48744,60.0,54.69245467,48.0,42.69245467,59.0,53.69245467,1.26668467,1.20501467,12.0,1.0
7673,-63.35634283,0.82421174,71.62011,72.43094,77.0,70.23820097,75.0,68.23820097,NaN,NaN,-1.38190903,-2.19273903,2.0,NaN
7674,-63.27140076,0.67354915,42.02581,42.14624,52.0,45.13115531,38.0,31.13115531,NaN,NaN,3.10534531,2.98491531,14.0,NaN
7675,-63.32436223,0.02589064,46.84525,46.98017,52.0,45.59469658,57.0,50.59469658,54.0,47.59469658,-1.25055342,-1.38547342,-5.0,-2.0
7676,-63.07537042,0.69825703,55.71432,56.66506,67.0,59.71915675,63.0,55.71915675,64.0,56.71983868,4.00483675,3.05409675,4.0,2.99931807
7677,-63.55642467,0.41029884,41.57332,42.50245,52.0,45.87583069,71.0,64.87583069,52.0,45.87644699,4.30251069,3.37338069,-19.0,-0.000616299999997
7678,-63.23102682,0.79523451,543.9412,535.4818,544.0,536.99259106,517.0,509.99259106,NaN,NaN,-6.94860894,1.51079106,27.0,NaN
7679,-63.81434329,0.58905483,55.72676,57.02885,63.0,57.35600469,69.0,63.35600469,63.0,57.35616676,1.62924469,0.32715469,-6.0,-0.000162070000002
7680,-63.11316937,0.55321894,35.8569,35.85794,43.0,35.86112085,38.0,30.86112085,43.0,35.86181743,0.00422085,0.00318085,5.0,-0.000696580000003
7681,-63.38086662,0.98718861,1086.76,1085.467,1096.0,1089.21490548,1056.0,1049.21490548,1095.0,1088.2156013,2.45490548,3.74790548,40.0,0.99930418
7682,-63.55586913,0.13619585,53.36458,52.66965,55.0,49.03914377,68.0,62.03914377,56.0,50.03977403,-4.32543623,-3.63050623,-13.0,-1.00063026
7683,-63.96088726,0.02110053,54.39204,57.1686,62.0,57.08566789,52.0,47.08566789,60.0,55.08566789,2.69362789,-0.08293211,10.0,2.0
7684,-63.29362255,0.46371268,37.73187,36.44036,49.0,42.27925603,34.0,27.27925603,NaN,NaN,4.54738603,5.83889603,15.0,NaN
7685,-63.99118655,0.17792566,37.45194,45.221,51.0,46.04548654,49.0,44.04548654,51.0,46.04548654,8.59354654,0.82448654,2.0,0.0
7686,-63.82720195,0.97546031,87.71233,87.05961,93.0,87.16805619,84.0,78.16805619,94.0,88.16820785,-0.54427381,0.10844619,9.0,-1.00015166
7687,-63.95911593,0.75903282,73.01564,71.29599,73.0,67.58936689,74.0,68.58936689,81.0,75.58953352,-5.42627311,-3.70662311,-1.0,-8.00016663
7688,-63.95413435,0.46663792,58.3217,58.8386,65.0,59.75854189,52.0,46.75854189,64.0,58.75872017,1.43684189,0.91994189,13.0,0.99982172
7689,-63.81324994,0.3100913,39.58675,39.32031,44.0,38.52390238,40.0,34.52390238,43.0,37.52390238,-1.06284762,-0.79640762,4.0,1.0
7690,-63.78287924,0.05420303,55.40726,55.36222,55.0,49.62449721,54.0,48.62449721,62.0,56.62449721,-5.78276279,-5.73772279,1.0,-7.0
7691,-63.00107974,0.82334642,71.04971,69.48941,79.0,71.5167498,82.0,74.5167498,NaN,NaN,0.4670398,2.0273398,-3.0,NaN
7692,-63.2180018,0.58551265,38.42392,38.46551,46.0,39.06188083,47.0,40.06188083,46.0,39.06201178,0.63796083,0.59637083,-1.0,-0.000130949999999
7693,-63.75375534,0.99985013,97.89731,97.62446,101.0,94.99497495,96.0,89.99497495,102.0,95.99512094,-2.90233505,-2.62948505,5.0,-1.00014599
7694,-63.4831678,0.2379644,34.04657,35.34922,37.0,30.81298075,38.0,31.81298075,NaN,NaN,-3.23358925,-4.53623925,-1.0,NaN
7695,-63.46157579,0.24522339,48.71497,47.03868,51.0,44.76119059,48.0,41.76119059,NaN,NaN,-3.95377941,-2.27748941,3.0,NaN
7696,-63.70480406,0.18251496,42.05958,42.42555,50.0,44.35158393,74.0,68.35158393,47.0,41.35223183,2.29200393,1.92603393,-24.0,2.9993521
7697,-63.75271756,0.5802425,75.34835,75.36584,84.0,78.220443,79.0,73.220443,82.0,76.22060132,2.872093,2.854603,5.0,1.99984168
7698,-63.11056313,0.08864158,30.9947,30.80369,35.0,28.09831899,47.0,40.09831899,36.0,29.09890148,-2.89638101,-2.70537101,-12.0,-1.00058249
7699,-63.72627404,0.94634498,91.78105,90.8504,96.0,89.96343089,91.0,84.96343089,96.0,89.96357569,-1.81761911,-0.88696911,5.0,-0.000144800000001
7700,-63.42623447,0.05602654,49.75281,49.74859,54.0,47.79946102,79.0,72.79946102,NaN,NaN,-1.95334898,-1.94912898,-25.0,NaN
7701,-63.44223986,0.13733159,49.07919,49.36307,53.0,46.78361522,58.0,51.78361522,NaN,NaN,-2.29557478,-2.57945478,-5.0,NaN
7702,-63.92075776,0.98301194,80.57253,81.50889,84.0,78.37123201,81.0,75.37123201,89.0,83.37139103,-2.20129799,-3.13765799,3.0,-5.00015902
7703,-63.12118855,0.74314659,77.06681,76.21247,84.0,76.79216221,86.0,78.79216221,85.0,77.7928455,-0.27464779,0.57969221,-2.0,-1.00068329
7704,-63.79162052,0.41963669,47.45467,47.623,54.0,48.4044398,57.0,51.4044398,54.0,48.4046095,0.9497698,0.7814398,-3.0,-0.000169700000001
7705,-63.74079941,0.33177312,38.77923,39.08599,40.0,34.34058814,43.0,37.34058814,43.0,37.34058814,-4.43864186,-4.74540186,-3.0,-3.0
7706,-63.0640077,0.67324742,49.47292,48.93519,59.0,51.70712549,64.0,56.70712549,NaN,NaN,2.23420549,2.77193549,-5.0,NaN
7707,-63.84155998,0.06994084,55.33992,56.84926,64.0,58.75483593,59.0,53.75483593,60.0,54.75483593,3.41491593,1.90557593,5.0,4.0
7708,-63.36565821,0.56421819,NaN,NaN,47.0,40.380938,36.0,29.380938,NaN,NaN,NaN,NaN,11.0,NaN
7709,-63.17812495,0.9830168,109.1386,107.6475,119.0,111.80465361,101.0,93.80465361,NaN,NaN,2.66605361,4.15715361,18.0,NaN
7710,-63.03848956,0.18936851,30.48253,30.61614,40.0,32.89089892,43.0,35.89089892,43.0,35.89147167,2.40836892,2.27475892,-3.0,-3.00057275
7711,-63.74379551,0.61316161,58.75577,60.19768,68.0,62.18177523,61.0,55.18177523,67.0,61.18177523,3.42600523,1.98409523,7.0,1.0
7712,-63.23227102,0.32482009,32.62334,32.6881,42.0,35.22189531,47.0,40.22189531,42.0,35.22248086,2.59855531,2.53379531,-5.0,-0.000585549999997
7713,-63.90074838,0.84136529,73.44672,72.32005,79.0,73.40746327,74.0,68.40746327,82.0,76.40762304,-0.03925673,1.08741327,5.0,-3.00015977
7714,-63.50286695,0.28171691,52.71579,52.01157,55.0,48.83077089,51.0,44.83077089,63.0,56.83138737,-3.88501911,-3.18079911,4.0,-8.00061648
7715,-63.380657,0.48317454,41.23428,39.61636,49.0,42.45389533,42.0,35.45389533,NaN,NaN,1.21961533,2.83753533,7.0,NaN
7716,-63.94193584,0.6137744,52.01367,51.3623,60.0,54.63723018,47.0,41.63723018,59.0,53.63740055,2.62356018,3.27493018,13.0,0.99982963
7717,-63.48156385,0.94158062,693.3944,688.7471,586.0,579.44482245,2134.0,2127.44482245,703.0,696.44495273,-113.94957755,-109.30227755,-1548.0,-117.00013028
7718,-63.13157164,0.03802228,30.58508,31.03586,36.0,29.1727169,59.0,52.1727169,NaN,NaN,-1.4123631,-1.8631431,-23.0,NaN
7719,-63.92368552,0.71616486,67.03072,67.41743,73.0,67.53344727,68.0,62.53344727,77.0,71.53344727,0.50272727,0.11601727,5.0,-4.0
7720,-63.58361907,0.3274994,42.23531,42.59698,47.0,40.98429524,44.0,37.98429524,50.0,43.98508297,-1.25101476,-1.61268476,3.0,-3.00078773
7721,-63.47420627,0.15208394,50.17071,49.13409,59.0,52.84548791,65.0,58.84548791,NaN,NaN,2.67477791,3.71139791,-6.0,NaN
7722,-63.44501231,0.27610378,51.85879,52.74265,62.0,55.70646491,50.0,43.70646491,NaN,NaN,3.84767491,2.96381491,12.0,NaN
7723,-63.24606607,0.67643369,43.45673,43.89845,54.0,47.07758382,50.0,43.07758382,NaN,NaN,3.62085382,3.17913382,4.0,NaN
7724,-63.41433073,0.14578919,40.4286,40.4001,44.0,37.71704685,32.0,25.71704685,NaN,NaN,-2.71155315,-2.68305315,12.0,NaN
7725,-63.78761697,0.84686286,64.84389,64.96542,72.0,66.15098141,65.0,59.15098141,70.0,64.1511325,1.30709141,1.18556141,7.0,1.99984891
7726,-63.87418245,0.99815689,91.35932,90.8965,98.0,92.25894979,88.0,82.25894979,97.0,91.2597187,0.89962979,1.36244979,10.0,0.99923109
7727,-63.72380778,0.43326811,51.92238,51.6156,56.0,50.23991957,53.0,47.23991957,60.0,54.24008414,-1.68246043,-1.37568043,3.0,-4.00016457
7728,-63.19630378,0.79957372,597.3625,602.5199,615.0,607.91979115,609.0,601.91979115,NaN,NaN,10.55729115,5.39989115,6.0,NaN
7729,-63.37752409,0.2331766,49.8774,50.16418,56.0,49.58388882,39.0,32.58388882,NaN,NaN,-0.29351118,-0.58029118,17.0,NaN
7730,-63.24545813,0.83128196,553.1773,557.9299,567.0,560.00617696,582.0,575.00617696,NaN,NaN,6.82887696,2.07627696,-15.0,NaN
7731,-63.46515733,0.01502977,39.93742,40.14011,46.0,39.9138983,53.0,46.9138983,NaN,NaN,-0.0235217,-0.2262117,-7.0,NaN
7732,-63.29038412,0.63875165,41.79706,41.92787,50.0,43.18664725,45.0,38.18664725,NaN,NaN,1.38958725,1.25877725,5.0,NaN
7733,-63.97633137,0.57660368,56.25499,55.51489,60.0,54.74174305,61.0,55.74174305,62.0,56.74191769,-1.51324695,-0.77314695,-1.0,-2.00017464
7734,-63.90163854,0.50364043,48.59151,48.81037,53.0,47.61041019,56.0,50.61041019,NaN,NaN,-0.98109981,-1.19995981,-3.0,NaN
7735,-63.08136561,0.92924046,117.6029,108.1196,124.0,116.63282521,112.0,104.63282521,NaN,NaN,-0.97007479,8.51322521,12.0,NaN
7736,-63.10019562,0.06015761,31.0878,31.09323,36.0,29.09322016,36.0,29.09322016,NaN,NaN,-1.99457984,-2.00000984,0.0,NaN
7737,-63.9245567,0.04485383,39.13314,39.67236,46.0,40.97695606,46.0,40.97695606,43.0,37.97695606,1.84381606,1.30459606,0.0,3.0
7738,-63.54874465,0.09547815,41.23946,42.45514,47.0,41.0498154,44.0,38.0498154,48.0,42.0498154,-0.1896446,-1.4053246,3.0,-1.0
