,srtm30_wgs84_Iporanga,srtm30_slope_Iporanga
2186,104.37364555,13.99584
2187,844.77848692,7.749365
2188,182.91739897,7.251555
2189,965.0757148,10.32792
2190,770.08358375,3.959862
2191,188.40288823,14.02925
2192,294.13959181,19.76103
2193,75.8732349,10.21853
2194,799.36623065,5.188216
2195,196.55572065,22.24741
2196,251.35307926,32.17385
2197,189.76901947,23.44348
2198,824.37046765,16.4594
2199,349.83279437,39.26389
2200,873.99833974,6.539537
2201,850.5702138,9.641071
2202,916.2489734,12.73816
2203,46.12659518,4.363959
2204,894.99313912,8.007645
2205,168.01981887,14.46103
2206,452.88653866,18.36714
2207,728.90170945,23.25826
2208,770.89213154,6.1889
2209,199.42126199,19.63592
2210,304.34335838,16.01026
2211,758.73130862,26.097
2212,934.87111107,19.78877
2213,864.43420905,1.191732
2214,655.10495904,8.911929
2215,849.54340183,26.33668
2216,201.31769544,29.93514
2217,562.26013373,26.11448
2218,461.43048184,2.065242
2219,517.91350809,23.32856
2220,60.57549555,5.067901
2221,138.82589093,0.3440309
2222,712.90651391,30.34657
2223,830.37000333,11.68822
2224,160.74246912,29.11217
2225,795.28414166,6.218531
2226,678.31676628,7.181697
2227,724.43183792,9.395726
2228,894.17176875,14.35853
2229,258.54659148,8.223891
2230,200.77896621,15.38306
2231,153.03608665,19.18646
2232,84.69626485,16.41318
2233,913.97525059,3.770274
2234,61.73181238,26.51484
2235,811.46302328,26.21492
2236,740.30193309,19.80515
2237,887.53476953,12.90096
2238,134.83016642,17.35599
2239,918.97214146,10.3093
2240,1004.21724123,12.90079
2241,262.1794026,13.05385
2242,828.78201704,11.74673
2243,897.44458342,23.37038
2244,792.21917978,15.75098
2245,902.78550258,11.91104
2246,557.44426563,24.11224
2247,288.99247188,22.52131
2248,801.1364694,7.082918
2249,439.72496346,22.66445
2250,708.46528316,9.150043
2251,854.24629039,6.659914
2252,157.39893934,23.91899
2253,908.39872629,23.92165
2254,130.72533425,15.77401
2255,750.62712964,13.69304
2256,243.76695404,22.71698
2257,158.10549809,21.44441
2258,962.35044584,13.15188
2259,539.24401175,14.27279
2260,925.00867799,6.997609
2261,120.04999909,32.96741
2262,826.39958418,12.29088
2263,431.99074643,21.11979
2264,424.15946673,39.74162
2265,120.75169229,13.05172
2266,485.20508511,36.95044
2267,774.43531493,8.753059
2268,683.99576047,10.43394
2269,1082.25113789,17.30962
2270,670.13024629,12.4915
2271,475.14511715,6.788321
2272,980.05534678,3.506557
2273,684.44340399,9.582811
2274,655.89933246,7.398248
2275,96.5255554,3.032237
2276,823.75469169,21.28747
2277,231.11419726,30.53179
2278,340.94354309,23.22089
2279,908.91869805,13.22471
2280,360.20740946,11.71814
2281,224.68043506,17.94333
2282,344.26194382,20.84693
2283,924.35947556,14.59766
2284,692.29980315,13.23748
2285,789.55209316,8.714924
2286,587.70555875,14.36736
2287,719.67331398,17.64933
2288,324.18703754,28.22405
2289,920.90447583,14.48602
2290,790.62923876,9.570437
2291,921.61695863,23.61588
2292,323.84476605,31.07014
2293,305.0348928,17.94728
2294,605.44216116,13.83529
2295,846.72034119,6.607042
2296,687.85234092,26.04519
2297,832.666869,10.42366
2298,635.48013803,32.0863
2299,659.09818926,13.72937
2300,792.20744954,19.21569
2301,931.77605691,6.386942
2302,990.13491385,5.77021
2303,316.5116348,25.77053
2304,192.59520393,11.57903
2305,952.25789507,10.80361
2306,812.39731324,21.37309
2307,483.76029091,19.18227
2308,897.5661118,17.39605
2309,936.10599562,1.594181
2310,133.74423895,13.46432
2311,368.18340857,12.47169
2312,881.76023966,7.306597
2313,55.42556087,6.306105
2314,871.5822029,14.40778
2315,912.23437475,7.098086
2316,505.1440168,25.08334
2317,453.56305829,20.99524
2318,84.94815189,15.99032
2319,760.31232029,20.27413
2320,908.47076264,15.9327
2321,857.63223374,10.25637
2322,103.48997172,16.71898
2323,650.31664498,27.92307
2324,744.55711031,8.682575
2325,764.23013,35.30042
2326,278.12901052,22.71602
2327,213.8746803,19.20815
2328,622.99081784,20.3523
2329,846.7734124,19.05225
2330,420.28974249,19.16692
2331,980.19616187,5.715225
2332,665.17103622,6.171234
2333,330.68371897,21.22766
2334,887.66295455,14.0901
2335,595.62441428,28.51235
2336,95.79323015,8.111426
2337,342.60670224,18.52079
2338,747.63956569,29.13444
2339,965.44936391,12.21118
2340,282.18568041,32.00413
2341,258.8792334,27.00966
2342,773.28991922,15.11116
2343,807.71278523,5.502821
2344,937.9749316,14.13235
2345,784.3050388,7.177978
2346,910.25618883,4.567841
2347,797.69213091,3.90363
2348,54.66883732,17.78793
2349,729.07161868,9.96589
2350,36.41328068,0.4661712
2351,512.95226079,24.26206
2352,736.19542369,5.875179
2353,831.98217747,18.59098
2354,790.15389327,23.77368
2355,893.30422108,19.45356
2356,785.85321336,12.19216
2357,774.47937181,13.33641
2358,52.35188353,11.85356
2359,613.00169641,32.96125
2360,132.10016231,15.82879
2361,825.53111754,9.700752
2362,120.63150425,17.42789
2363,701.23177961,4.799472
2364,709.51287089,13.77756
2365,306.9920327,31.93931
2366,809.55527234,7.90593
2367,946.33518196,26.89132
2368,84.85213732,15.88113
2369,949.7947643,13.84144
2370,333.63081701,3.570478
2371,950.73346192,13.95605
2372,695.64374111,26.63153
2373,665.02425913,26.14174
2374,685.41188815,2.890742
2375,259.8945061,24.42458
2376,948.93769801,1.033768
2377,710.8633724,12.85461
2378,886.83161232,17.63384
2379,759.52373709,1.013621
2380,49.73089691,14.05032
2381,552.8216998,27.89113
2382,438.63190436,24.49538
2383,905.79527458,24.14896
2384,185.947956,20.22206
2385,373.36460594,23.96746
2386,829.22315609,14.04007
2387,787.94271593,18.59355
2388,475.20520218,26.28867
2389,839.86539612,17.33716
2390,996.91000673,19.53413
2391,752.34036039,4.596992
2392,865.51029785,20.98833
2393,535.62682601,24.00099
2394,185.23050477,9.865019
2395,462.08323083,15.64547
2396,758.64472543,24.97451
2397,817.27160428,8.638959
2398,30.13548389,1.033184
2399,670.82957142,25.59772
2400,141.7287653,14.69461
2401,1125.68147427,27.62979
2402,723.01390808,12.74705
2403,57.36034677,14.53479
2404,49.7588601,10.47438
2405,602.56604633,18.43422
2406,845.67704559,4.284516
2407,177.45456049,26.48075
2408,23.43850941,5.486663
2409,976.74294122,9.301851
2410,761.49164456,19.14732
2411,732.46714043,16.09173
2412,834.40000682,8.347366
2413,272.0760139,33.03475
2414,737.43710994,19.2829
2415,109.81555549,13.49937
2416,649.48141868,17.59135
2417,38.54673773,9.112884
2418,501.67302763,13.31099
2419,337.77880879,11.44904
2420,226.19275757,22.62092
2421,763.46466641,13.60667
2422,898.67281105,12.49493
2423,64.37750871,6.775067
2424,813.43874567,3.808035
2425,386.5287125,16.03261
2426,104.65246628,23.13183
2427,188.45352931,6.217
2428,222.89207001,8.552391
2429,900.04331499,32.32932
2430,705.67750703,5.174505
2431,767.57564938,14.82592
2432,64.03112242,2.572087
2433,864.77735429,11.20158
2434,192.57805771,21.31314
2435,893.87878908,13.56774
2436,817.62013994,12.37051
2437,79.37038195,7.424998
2438,266.21326828,21.50014
2439,707.83894411,4.644807
2440,853.30138641,20.46202
2441,336.18996617,27.95992
2442,671.51799047,7.795012
2443,815.83901516,9.088758
2444,278.14302582,17.91405
2445,213.75626378,36.12249
2446,793.18072134,15.07558
2447,770.25084557,5.578347
2448,738.85748332,9.332264
2449,767.29062623,15.3591
2450,779.39091416,9.35188
2451,867.01078309,12.22857
2452,414.11779123,22.78268
2453,511.5183569,26.0873
2454,35.30879671,4.124974
2455,708.6414432,9.607829
2456,701.18237445,21.0412
2457,544.91116578,19.91264
2458,839.66288956,2.407859
2459,100.67722069,6.989213
2460,805.61524348,1.721142
2461,693.45696714,3.093234
2462,940.04618127,9.874851
2463,663.33870345,5.588377
2464,56.82303292,0.7980735
2465,301.00870496,17.09783
2466,844.79140821,12.21606
2467,176.62848441,3.196601
2468,175.04737889,23.99278
2469,786.01599397,15.96902
2470,583.21762084,38.80151
2471,874.94827782,12.62149
2472,150.06613136,16.39199
2473,806.4857424,13.27444
2474,773.39549285,8.173062
2475,590.64066795,31.22895
2476,183.03153082,33.65681
2477,710.2817963,9.112808
2478,441.0103736,21.01425
2479,878.27333162,14.43762
2480,786.41206036,12.3617
2481,253.09547645,22.39944
2482,815.57028545,13.87138
2483,161.4955944,26.11016
2484,951.18435301,26.66015
2485,321.8181284,14.50873
2486,359.23458982,31.25814
2487,349.58609826,13.14061
2488,999.19195504,7.002325
2489,652.30973097,5.862505
2490,71.80903882,1.928822
2491,668.86649314,28.00405
2492,568.72904144,26.99493
2493,830.50370617,18.00696
2494,311.55609452,10.41132
2495,493.66055671,12.73248
2496,825.05688867,14.27679
2497,804.39773074,5.383719
2498,876.53913645,22.32062
2499,241.36800449,22.71073
2500,561.66839662,7.541491
2501,876.89882082,13.82289
2502,768.21612598,6.831076
2503,637.43092818,14.81846
2504,683.08952476,7.907296
2505,203.52339276,25.48987
2506,260.94459499,20.33738
2507,839.76127779,17.75282
2508,702.51762143,19.85995
2509,145.68522353,2.067593
2510,818.41002718,1.395526
2511,810.66555933,15.17676
2512,898.28404531,10.72904
2513,875.96396553,11.5327
2514,818.527156,25.09373
2515,751.46111339,15.63054
2516,958.92995325,10.99215
2517,623.64469139,26.91203
2518,736.6996476,20.90314
2519,998.78140202,18.31704
2520,846.86071874,11.02006
2521,626.05284968,31.7257
2522,228.66083077,17.52919
2523,787.93370183,10.26984
2524,930.11471583,0.3449826
2525,60.73936874,12.02039
2526,877.90631287,5.822958
2527,830.41978381,1.930484
2528,932.83487155,8.824431
2529,927.83772033,10.69083
2530,922.78408367,18.63158
2531,662.45665795,6.702578
2532,904.75552186,10.84827
2533,702.21983142,6.950257
2534,295.20580211,18.09775
2535,154.05237855,23.69144
2536,899.03036844,4.303879
2537,54.61105514,18.29017
2538,41.82267345,7.919777
2539,906.22017497,16.02848
2540,564.73608032,21.41468
2541,900.79020126,23.40857
2542,69.81541226,5.162532
2543,860.92756817,22.97586
2544,786.21132115,21.56969
2545,237.51227665,4.06684
2546,49.92607821,0.7997319
2547,992.90212407,1.290563
2548,1040.70558693,27.96034
2549,731.37756891,10.88326
2550,453.49454196,13.2013
2551,81.96469554,6.509645
2552,678.49140835,12.95206
2553,466.63443159,6.226393
2554,864.60600912,9.299693
2555,62.95281938,12.35221
2556,794.66855361,22.66584
2557,213.18191105,3.103309
2558,657.52996557,30.75143
2559,262.05269611,33.54692
2560,936.25447291,5.261919
2561,62.20171281,13.12239
2562,870.96223447,7.529488
2563,869.66288123,8.335258
2564,150.42477293,1.034433
2565,757.46905891,11.65279
2566,844.19966914,4.947689
2567,644.4447045,6.206653
2568,957.43584271,31.00181
2569,56.1519099,26.394
2570,758.39713549,6.367333
2571,112.15391264,12.60551
2572,60.46453444,7.83669
2573,866.54236282,17.07583
2574,660.62623038,9.281644
2575,798.68349118,14.11259
2576,984.07143834,19.87186
2577,860.16215225,18.37751
2578,867.11993351,17.16695
2579,681.9573557,4.559006
2580,521.94207077,19.83196
2581,650.03493483,11.19836
2582,114.08160941,12.8945
2583,871.91937775,8.212997
2584,101.95134464,9.426333
2585,869.52771398,12.83421
2586,700.90005054,18.3187
2587,952.90674899,10.8534
2588,855.15857733,6.898588
2589,257.12195738,24.10568
2590,711.31621946,18.47834
2591,999.23382649,5.744881
2592,898.87124772,18.86255
2593,700.2258781,26.26657
2594,826.41899784,6.114548
2595,116.27622701,35.14775
2596,127.36680048,20.78315
2597,775.44792046,18.86729
2598,768.44812128,2.2375
2599,682.7565784,5.768212
2600,443.3260407,6.565922
2601,111.4897113,1.722354
2602,707.80486424,22.02119
2603,828.82263548,17.1602
2604,681.34431643,3.447582
2605,823.57743934,6.49209
2606,68.87972393,7.643178
2607,678.89552692,0.689187
2608,895.81813023,6.428643
2609,739.46022435,12.3497
2610,237.67105053,17.28022
2611,846.29296206,12.15511
2612,419.83070884,19.57078
2613,217.83147495,23.67407
2614,851.81742942,10.53342
2615,212.31833187,39.00476
2616,292.44009085,21.01911
2617,961.17803119,21.96864
2618,139.61929627,22.96621
2619,833.46189706,18.59841
2620,542.07937194,13.26112
2621,122.19152886,9.231385
2622,769.62924743,25.67273
2623,807.47851119,16.86131
2624,723.36385111,5.333932
2625,792.46404266,19.8127
2626,214.28008884,7.639191
2627,738.20392945,5.139928
2628,177.96088937,16.72988
2629,632.68415819,35.66696
2630,807.50442202,12.06979
2631,316.57581212,6.509495
2632,897.19064043,8.613332
2633,273.6220768,22.96888
2634,826.45075227,7.062909
2635,379.04597697,27.28828
2636,522.76265633,27.66677
2637,662.9239637,7.118807
2638,335.86223278,23.52704
2639,548.67008502,11.56776
2640,991.11265428,13.19629
2641,45.63036631,8.753173
2642,31.26275658,2.805947
2643,24.5761546,2.465995
2644,648.10681222,14.95377
2645,1012.09015855,8.518097
2646,527.60386019,30.20989
2647,128.75222992,6.026593
2648,703.46213602,20.85179
2649,633.1158989,6.563303
2650,799.34281562,13.31461
2651,199.11921719,21.29554
2652,225.74084945,30.20876
2653,537.43202928,14.19761
2654,368.87866444,16.0737
2655,690.10588703,2.836067
2656,147.05937686,11.94382
2657,375.96925715,2.470268
2658,950.97106203,11.1886
2659,419.5592109,31.20735
2660,951.81270068,11.57052
2661,711.9630418,19.67751
2662,788.8493079,12.7197
2663,782.4781678,14.83955
2664,416.88901718,13.48443
2665,501.59174639,23.432
2666,315.95928357,19.50005
2667,111.87872017,12.96794
2668,744.55761296,23.56248
2669,655.89040623,16.7056
2670,556.81701855,25.10261
2671,279.60678748,4.804023
2672,728.59457299,23.00566
2673,801.01746137,10.9959
2674,34.62726109,10.55974
2675,597.45905949,10.06223
2676,359.16992338,12.43956
2677,711.66239622,13.6126
2678,817.53171599,3.89939
2679,727.29495115,13.84083
2680,974.29208329,23.7764
2681,793.60320165,3.710915
2682,123.85670104,13.15969
2683,772.10745944,5.285974
2684,334.12412215,10.22743
2685,64.93943147,17.55402
2686,32.55737211,6.967792
2687,640.20442021,25.29156
2688,770.73859397,13.95985
2689,124.98874685,19.8268
2690,837.54598669,15.04819
2691,241.9030624,6.029902
2692,708.46088544,11.3093
2693,183.71306159,14.13675
2694,438.58057805,27.48455
2695,829.75407634,26.51607
2696,100.58403006,4.88344
2697,61.47472643,9.389478
2698,41.6964606,9.201871
2699,76.25371638,11.62291
2700,789.05569384,8.808436
2701,65.70837824,20.09175
2702,556.668049,20.86327
2703,215.77578984,26.98917
2704,690.2116197,12.81582
2705,139.412463,28.34302
2706,822.42140514,4.811983
2707,730.6480653,23.61824
2708,46.5154485,18.06984
2709,689.0476584,9.198118
2710,513.92072696,27.61446
2711,687.06303339,6.38681
2712,66.54204691,11.15022
2713,171.41821029,8.24842
2714,302.00164636,19.31643
2715,454.95137434,34.60741
2716,27.54862917,0.3449598
2717,867.07510254,22.80749
2718,796.3134898,6.949854
2719,877.981225,7.158607
2720,497.04447133,27.68271
2721,766.55362371,15.71833
2722,395.08394516,24.22348
2723,117.75812827,5.343521
2724,302.97959164,13.90874
2725,712.40860964,8.118262
2726,813.23423437,12.5346
2727,659.16662124,10.54292
2728,804.39736454,1.589839
2729,31.64425974,1.117911
2730,223.57784935,10.38973
2731,617.82853592,11.57858
2732,863.67335356,19.6002
2733,818.10102675,23.44185
2734,502.72343739,18.61746
2735,916.82798364,21.07197
2736,369.41647962,26.02267
2737,179.79064943,9.957244
2738,790.77503168,22.60521
2739,50.41973085,17.37147
2740,714.59455123,20.91735
2741,897.72101313,10.32743
2742,548.66766954,23.80923
2743,760.68723335,25.697
2744,47.73624583,4.677575
2745,903.72146706,6.743507
2746,925.28867885,10.54028
2747,777.59099602,26.4394
2748,76.7520479,12.30618
2749,992.31996811,4.67364
2750,438.98364912,24.41791
2751,69.75919302,13.46114
2752,304.70768941,22.49994
2753,315.45807845,24.28415
2754,761.27681366,2.294008
2755,565.86231261,29.46178
2756,777.52854505,7.196626
2757,940.09046574,15.76763
2758,730.35933959,12.42092
2759,999.07426013,7.58942
2760,779.258689,21.90526
2761,122.48743504,6.723301
2762,586.78734999,36.06044
2763,347.78167191,24.18876
2764,163.40813307,1.930397
2765,183.60551933,0.4661322
2766,684.27514571,12.21897
2767,496.157742,17.56911
2768,798.41639944,2.835861
2769,78.67679683,15.22752
2770,116.84311599,28.94826
2771,246.37184689,25.28079
2772,570.22019663,19.01422
2773,36.47660576,13.28953
2774,748.85481448,5.284872
2775,804.24605966,23.92967
2776,725.0987968,4.828064
2777,911.12537442,23.91335
2778,827.57882484,13.46739
2779,867.05148138,6.793458
2780,185.52672496,21.12584
2781,713.32247724,4.886891
2782,903.89453686,8.742197
2783,719.46942991,11.57762
2784,697.15342638,4.165318
2785,37.75857499,3.254626
2786,870.38230415,6.535793
2787,460.42019923,23.62246
2788,215.98939426,27.3551
2789,778.36829069,2.576178
2790,529.79954707,27.33746
2791,866.34044829,6.132972
2792,898.13432373,20.18016
2793,814.58677027,4.811624
2794,293.8365648,24.07183
2795,799.60516068,13.60673
2796,843.56662618,19.23771
2797,702.74727339,15.44323
2798,466.83044356,17.30881
2799,852.99911716,25.22769
2800,385.7302014,8.11811
2801,759.98190954,22.73973
2802,673.48039512,7.536395
2803,845.88792917,3.754523
2804,798.23952963,2.110219
2805,922.34580243,12.90446
2806,635.86341634,33.02031
2807,878.65625919,8.196703
2808,803.25473271,16.57591
2809,982.32899597,11.60356
2810,323.90330009,19.57777
2811,420.59861805,22.52757
2812,133.70899372,8.982972
2813,806.14445018,7.862042
2814,732.83466177,35.0223
2815,107.81620066,13.85088
2816,595.95678024,16.14222
2817,907.86721515,12.98151
2818,163.14227457,27.38839
2819,473.30677064,16.10287
2820,172.6958417,13.81908
2821,791.21767414,7.885449
2822,731.34499199,5.388388
2823,841.34702893,30.27403
2824,880.63347344,7.815953
2825,82.76496224,6.511022
2826,556.33483692,30.83582
2827,107.90896951,24.56806
2828,979.15619466,8.353405
2829,706.10934878,12.81421
2830,854.91463666,3.441918
2831,937.09593902,10.52028
2832,405.61940035,19.09501
2833,751.67744721,14.27697
2834,70.55169098,4.614709
2835,777.9709684,12.2726
2836,272.84198946,15.29688
2837,826.64002074,26.74826
2838,696.36214216,17.69032
2839,337.93201538,28.42371
2840,49.40754653,10.08522
2841,99.19104326,17.13764
2842,686.88414392,40.20275
2843,850.73228194,18.91727
2844,807.53683998,19.78573
2845,84.03032575,16.67482
2846,801.31660117,6.85191
2847,862.91376026,17.46197
2848,827.77323843,28.19968
2849,419.87451146,8.453658
2850,510.12057755,14.45584
2851,341.83890181,29.38353
2852,788.72086087,6.504098
2853,729.15987927,17.30704
2854,224.58584566,16.72831
2855,489.11942605,30.08558
2856,91.85429148,20.52113
2857,505.13399526,21.1151
2858,126.25115684,6.858249
2859,891.71491849,13.44453
2860,254.76016731,6.184451
2861,788.24255936,24.35642
2862,955.97218944,21.81093
2863,33.24659283,3.582263
2864,307.7801813,25.26869
2865,175.89829259,22.64891
2866,416.1122171,24.24258
2867,26.41066998,9.14755
2868,820.63526494,6.811487
2869,257.69416436,21.11037
2870,386.19019232,20.76146
2871,81.76569851,9.337435
2872,483.20870444,22.55092
2873,544.65876376,17.98631
2874,917.79629525,7.961119
2875,97.95591995,12.34369
2876,782.54174188,11.75074
2877,858.01101434,18.64614
2878,219.66528348,26.60081
2879,972.07752615,4.302466
2880,747.40162608,7.425082
2881,959.09531159,6.815915
2882,939.38420834,0.6887343
2883,756.40654549,30.61279
2884,95.86905189,19.22644
2885,891.5947332,17.4107
2886,58.84058158,12.57486
2887,381.6034624,17.14908
2888,889.57659068,22.96503
2889,664.06619755,4.464516
2890,819.6519041,7.689947
2891,507.65580345,7.913841
2892,49.51323891,10.9268
2893,258.54448385,17.81434
2894,564.67476557,14.76671
2895,941.81662085,3.27694
2896,915.30595165,24.32373
2897,707.82557586,5.886273
2898,52.59253777,2.781126
2899,720.96897141,4.234064
2900,482.46954738,6.427446
2901,573.13752727,28.88927
2902,84.92941931,14.62881
2903,745.324952,3.491277
2904,834.46343136,6.835884
2905,827.53719221,21.55445
2906,388.11522767,26.78475
2907,842.73707397,7.288259
2908,741.12122743,2.699852
2909,316.05652543,9.897099
2910,789.0644541,25.84693
2911,564.37603173,23.43457
2912,940.388721,18.25869
2913,882.98901933,0.0010235
2914,951.60909376,23.67759
2915,468.74467713,41.59192
2916,779.15784711,19.82631
2917,474.16166222,23.23402
2918,793.17139481,9.641592
2919,710.70197532,30.44484
2920,694.31979166,4.998083
2921,493.65051857,18.01154
2922,340.38384126,27.1336
2923,421.81941497,31.64692
2924,251.97057206,15.48059
2925,71.63565557,3.683458
2926,524.10162387,19.97038
2927,788.41838071,4.781231
2928,853.55969952,2.121301
2929,712.31589958,5.055631
2930,331.89709265,23.9075
2931,768.80816243,4.934038
2932,777.35431901,10.13203
2933,50.81045655,8.122762
2934,906.89870792,9.274952
2935,786.62016463,12.20549
2936,109.48485475,13.7705
2937,709.58213452,8.515171
2938,678.4354757,10.2879
2939,923.99304785,11.84687
2940,846.55079813,8.885893
2941,903.0281986,23.45421
2942,851.37375701,5.477417
2943,39.55159824,1.395736
2944,895.07507567,21.05272
2945,263.98944839,19.53238
2946,331.23449845,31.3806
2947,254.7735063,23.26743
2948,318.57308748,29.32122
2949,446.95672786,6.241597
2950,217.26537816,34.63442
2951,418.97819204,22.80667
2952,540.70919602,6.159313
2953,300.88409973,11.28659
2954,75.47414833,4.869048
2955,370.55135993,26.86409
2956,84.97685658,25.17463
2957,332.22855807,31.65201
2958,847.78810991,8.692258
2959,123.79713945,24.98125
2960,246.06152889,20.42206
2961,714.39259488,8.660378
2962,560.06480933,29.45656
2963,169.68100241,3.856276
2964,524.84100734,35.07644
2965,275.91195303,5.083927
2966,585.38689287,15.8103
2967,750.03841855,24.67741
2968,931.63418866,5.155497
2969,813.12985298,7.275383
2970,992.12717463,8.110726
2971,974.66371648,14.60865
2972,723.09465174,33.90156
2973,722.94070013,11.59552
2974,798.28189856,19.02333
2975,140.39289479,3.718292
2976,464.9122006,24.64028
2977,73.26925041,21.71036
2978,650.53461022,9.704611
2979,682.1957038,6.430257
2980,639.39930235,18.25019
2981,379.5488827,22.0228
2982,985.30109603,24.82453
2983,649.0514927,6.050053
2984,676.14722688,19.44518
2985,843.59848085,13.80122
2986,660.93829279,13.28029
2987,133.13343023,9.864203
2988,787.79878212,4.925195
2989,626.80980284,38.57497
2990,687.95772518,9.845644
2991,111.48802124,15.69484
2992,668.38055795,5.813165
2993,785.50070966,13.76759
2994,436.16808163,9.944777
2995,896.24090197,23.11805
2996,302.98107525,23.20462
2997,732.65425945,18.38387
2998,151.91079282,27.94725
2999,360.57405008,21.31844
3000,78.78548982,3.233838
3001,366.4793975,17.19651
3002,806.21908734,28.0454
3003,831.23040625,26.56002
3004,61.94314156,8.979913
3005,753.61517107,17.05846
3006,488.70208533,16.067
3007,647.84528774,18.42505
3008,644.88933525,24.17392
3009,727.53322545,6.835242
3010,519.71745008,8.190285
3011,210.8577204,21.57632
3012,451.96813323,31.39561
3013,777.42412978,10.24731
3014,688.49154363,9.718232
3015,484.93049999,13.50469
3016,881.50907463,23.61893
3017,891.46404922,29.38456
3018,702.38491639,1.298527
3019,187.19264579,30.43903
3020,241.99048594,22.55535
3021,32.75813876,4.012752
3022,105.97658996,10.59633
3023,262.61758018,17.81125
3024,824.73993569,17.11449
3025,100.7292452,8.119345
3026,763.23015072,26.09575
3027,84.23110122,8.105002
3028,939.70141435,1.860648
3029,362.64066568,19.93924
3030,953.17259353,4.920139
3031,875.91866564,13.76625
3032,500.95127499,25.42371
3033,227.49432828,31.27282
3034,288.30229606,28.31008
3035,903.7765012,19.4648
3036,830.28501609,29.34333
3037,107.6450323,27.47626
3038,813.64721251,10.24748
3039,732.31218365,6.488833
3040,649.8839817,13.65951
3041,260.49403353,31.32254
3042,352.70351679,20.41471
3043,123.52988455,6.447457
3044,136.63188066,13.09652
3045,994.25634539,4.010523
3046,792.53144132,11.34742
3047,305.65663996,8.24
3048,396.97976236,11.53391
3049,644.04347311,6.426224
3050,656.26920423,18.68036
3051,203.8854269,7.868694
3052,850.53625364,19.74094
3053,936.97244437,9.733749
3054,423.05787685,26.62114
3055,657.52956248,18.24482
3056,688.46457273,14.47544
3057,802.56847391,15.21886
3058,823.3228203,8.584767
3059,940.87414697,11.01426
3060,310.38266542,19.93782
3061,846.81809503,13.29453
3062,334.03921701,21.70895
3063,928.48486987,19.80066
3064,746.38959146,15.77208
3065,1004.12992967,3.960031
3066,800.48238778,3.035027
3067,981.20717815,12.4131
3068,221.00446144,20.30018
3069,834.29423334,20.51873
3070,394.83179417,38.18132
3071,832.89512959,16.37658
3072,182.11152563,16.82359
3073,720.80061161,5.838582
3074,824.16146411,14.6944
3075,887.69631752,9.998914
3076,187.76582834,26.10915
3077,864.84975051,22.03729
3078,614.49022312,26.53057
3079,958.81029932,21.48022
3080,639.29776238,4.936623
3081,780.99030422,8.12919
3082,948.07442815,24.98231
3083,74.88043882,1.724331
3084,900.05537222,5.647569
3085,580.8432197,33.78483
3086,772.69813464,13.27881
3087,890.65653882,13.55848
3088,336.08150701,10.54835
3089,821.97306981,4.453627
3090,755.12924423,9.885154
3091,859.22325441,15.12773
3092,850.48825032,14.39688
3093,852.76191407,12.34843
3094,827.67601678,10.14502
3095,994.02234954,6.878565
3096,593.61315992,9.847083
3097,417.83238042,33.92811
3098,782.21368219,29.68639
3099,338.92516015,15.72353
3100,554.15477866,17.53629
3101,804.5513689,11.16808
3102,847.67800295,41.10724
3103,484.59280414,18.92808
3104,766.31974917,2.670285
3105,661.15880018,9.695695
3106,123.55867798,27.96067
3107,931.44313775,34.06028
3108,448.95313913,6.243996
3109,993.84830479,22.32235
3110,832.40212755,12.93549
3111,730.16236647,19.33766
3112,902.00462549,12.42686
3113,393.00494092,17.00564
3114,913.02125074,14.20104
3115,397.35916911,20.46748
3116,47.75624266,7.158867
3117,755.87994571,15.98296
3118,794.49271818,23.96734
3119,781.76130858,43.88833
3120,894.41088556,13.12352
3121,920.13957076,11.12535
3122,830.42994849,22.51295
3123,929.89270071,15.04065
3124,803.96779962,14.83062
3125,945.16315794,15.18219
3126,656.11420863,7.17411
3127,832.58389766,14.70335
3128,751.27274293,11.85185
3129,543.02227135,28.26434
3130,991.10329502,10.89608
3131,702.83855871,8.558665
3132,385.61356111,15.69628
3133,416.04840307,19.39488
3134,1063.77708976,22.89994
3135,302.29375066,29.12327
3136,894.14208329,23.20965
3137,910.1002266,4.673847
3138,833.33429026,14.34536
3139,805.63283353,14.08921
3140,37.85794695,1.190518
3141,126.62946216,11.51229
3142,225.61590939,24.5924
3143,718.00999535,17.14331
3144,846.52379045,22.81284
3145,233.87728168,19.78146
3146,613.96763489,29.67069
3147,219.60909385,16.39097
3148,705.21047259,13.63978
3149,751.12092109,4.934389
3150,887.81068085,6.843585
3151,959.08101414,10.58963
3152,242.14759604,22.80182
3153,174.42904371,9.244169
3154,890.21590049,3.293933
3155,633.72121993,41.10526
3156,767.74298186,17.24167
3157,296.57019065,15.69756
3158,189.132702,25.18055
3159,792.59382687,19.82788
3160,681.10576155,4.591713
3161,38.64450796,7.240921
3162,58.27232728,13.85122
3163,642.15354214,3.504686
3164,45.492365,4.372479
3165,874.44344776,19.4778
3166,221.96488118,16.37913
3167,662.83318688,23.40905
3168,944.07390799,11.77254
3169,437.32338435,7.516007
3170,359.12333103,15.21542
3171,823.57109293,7.299292
3172,134.64574621,12.17319
3173,830.50732803,12.8543
3174,939.96271513,9.472852
3175,777.33536853,8.385337
3176,224.62295845,17.53255
3177,973.66570813,11.27917
3178,535.53700418,7.822101
3179,210.26249678,15.63086
3180,1170.99262046,13.71535
3181,594.70702583,12.98349
3182,695.94814045,12.14913
3183,614.65969526,12.89057
