,srtm30_wgs84_Iporanga,srtm30_slope_Iporanga
444,530.92583421,30.79696
445,466.80219723,32.60847
446,131.79168169,21.12177
447,303.40416378,19.18875
448,814.17256285,11.15385
449,677.6024892,21.31043
450,838.42416291,10.49915
451,804.4940118,4.286728
452,586.77651743,29.94629
453,232.11629906,9.656102
454,366.54295192,9.895315
455,438.78660119,28.39703
456,843.97768289,12.66247
457,690.18235511,23.15203
458,744.86996664,17.63571
459,816.73492125,18.6094
460,822.57413835,3.490384
461,62.95137693,4.890398
462,865.11373185,18.22832
463,371.50718903,19.14739
464,890.38510655,11.1353
465,946.00082818,11.30281
466,1048.30997674,30.12875
467,968.81183728,16.66506
468,695.9410686,10.27131
469,132.59506486,27.60839
470,644.85210229,12.40232
471,772.43372417,7.189249
472,726.33931297,2.871756
473,553.29753513,30.25138
474,872.70636883,7.907863
475,840.75850049,4.582452
476,171.95966588,19.23432
477,846.65565893,15.43546
478,196.32524212,22.84249
479,763.99032964,15.35796
480,141.08099225,9.460319
481,914.38544114,13.2126
482,938.73762027,9.108974
483,45.19519767,2.030085
484,859.854842,11.48273
485,555.48734268,15.39489
486,592.97397533,26.39199
487,129.97810327,10.87234
488,2.91425942,6.462718
489,98.92346175,9.906955
490,493.88925331,8.20889
491,831.30087529,12.14035
492,233.91922911,12.10134
493,894.74913496,27.3294
494,262.87801013,22.07273
495,621.2251515,42.77803
496,418.93384105,19.72304
497,664.30163474,26.9735
498,800.73003672,16.32909
499,76.94402567,3.033206
500,225.61075637,18.66597
501,860.28843041,22.55908
502,375.51790485,21.53024
503,224.30495303,15.57249
504,556.29531987,8.280152
505,422.55853937,25.31462
506,58.40070061,12.50933
507,901.95803877,27.07061
508,143.90859924,17.81994
509,159.77189298,22.53635
510,358.54710009,18.84766
511,478.77250723,18.77154
512,608.32168558,15.60609
513,109.51526308,30.09266
514,107.96551431,26.03848
515,592.56047569,21.83048
516,562.51157725,20.87234
517,663.91177449,14.0185
518,736.28848264,2.744432
519,182.49396905,24.18269
520,654.94507105,14.39303
521,740.61025055,22.28097
522,322.7307945,17.96008
523,840.25588051,33.38829
524,216.51422088,20.44001
525,536.11129705,18.96342
526,779.4491182,23.96362
527,569.85971996,16.10085
528,890.51884744,1.060917
529,807.30269467,11.35383
530,842.53366357,9.821131
531,892.60072989,17.07748
532,738.93064436,13.32177
533,770.1153677,8.61805
534,68.50883425,14.11594
535,304.73827993,23.0661
536,856.58360185,18.94584
537,479.45004037,9.522241
538,697.5266691,8.098917
539,669.88780743,10.87741
540,835.26945702,7.128815
541,842.45854747,18.89062
542,723.26357151,7.970329
543,855.29533258,6.58077
544,765.69666597,8.678848
545,733.28275017,13.17954
546,851.26010049,11.55346
547,830.82261152,4.603905
548,70.87616684,1.727063
549,880.04088292,12.65588
550,489.52898701,19.64261
551,213.98570878,20.0455
552,255.9275969,12.61031
553,166.90584694,18.19588
554,875.05865527,15.87483
555,723.2743221,16.84483
556,576.464913,9.002957
557,522.42494002,25.83748
558,102.98645087,15.56956
559,165.30420529,15.13656
560,625.07408927,26.82976
561,844.07035582,7.229382
562,809.38785469,11.66212
563,963.14811137,7.525162
564,988.02387418,16.68736
565,937.51379596,2.804709
566,688.86919435,21.97007
567,295.08361711,27.16788
568,457.09451792,27.85925
569,891.24461674,7.920075
570,813.35848051,2.583777
571,295.88631936,8.396986
572,910.67665536,5.659172
573,729.26124261,24.774
574,710.18359938,22.92851
575,303.92613272,10.88723
576,897.41823495,18.48068
577,665.83003358,16.49258
578,375.8932867,23.19151
579,779.50556554,9.719576
580,942.19763842,20.42023
581,867.70893704,18.90989
582,760.59435447,16.8886
583,759.8463639,15.56351
584,892.01459611,16.72826
585,751.32013638,19.49821
586,410.66488219,10.17775
587,699.46598339,15.93674
588,340.06424284,16.18116
589,653.08520166,1.033121
590,126.65026305,3.101498
591,609.66094428,15.1935
592,938.35053673,9.988081
593,993.90917009,10.57177
594,921.05103542,12.17604
595,993.0305922,9.751874
596,651.70684955,11.81577
597,552.67206421,20.76649
598,907.80094421,18.03813
599,954.10006724,4.111411
600,712.57929389,22.54976
601,162.86596345,4.181761
602,638.99633153,6.907201
603,949.93766249,13.61164
604,693.77873357,23.78422
605,854.80071125,10.57083
606,502.54471874,35.00681
607,159.84941123,18.54902
608,909.15763894,9.896882
609,929.50724377,6.083827
610,488.62999428,31.74542
611,546.07138966,9.887966
612,719.46336769,1.59041
613,668.99236099,7.314481
614,476.2255835,20.95431
615,925.75556586,6.823631
616,572.55672097,30.5078
617,818.25232991,27.98861
618,764.61619964,29.93583
619,735.28451607,10.54435
620,843.45871503,13.61822
621,78.87542315,18.88678
622,944.10559695,17.05708
623,841.53221206,7.538906
624,140.24659238,19.60836
625,507.35866714,32.74396
626,986.21064994,5.650038
627,861.81980791,9.842903
628,723.85491947,38.87828
629,840.31678217,4.164412
630,976.89523856,14.88674
631,177.04234561,12.61766
632,665.47551016,18.64196
633,734.43684396,20.95294
634,764.64881864,15.04079
635,826.0622124,25.03256
636,889.10682144,0.6888814
637,962.08020486,10.633
638,324.97520455,26.07307
639,273.69714098,30.83572
640,680.5075072,15.96891
641,289.36143807,12.20135
642,780.85610612,8.254921
643,319.75192988,28.58662
644,763.19427697,7.176097
645,839.88483737,5.536055
646,638.24220657,4.520483
647,743.45410669,16.96234
648,901.56079409,18.79094
649,688.51008784,11.37064
650,790.41471194,6.6243
651,999.83751989,4.161841
652,216.93852372,24.84764
653,221.49265085,19.81693
654,848.50749747,13.77866
655,965.29495061,11.99475
656,885.29647793,14.83018
657,911.71996597,4.467043
658,96.43919937,15.5825
659,73.82915735,11.79371
660,170.49774607,28.49759
661,324.63655018,22.82829
662,864.26135303,32.98653
663,505.25804477,27.40887
664,931.24426096,17.84587
665,797.4554536,14.75523
666,924.97767068,17.62329
667,866.16096359,2.582049
668,801.2308096,18.48927
669,914.78191974,12.55979
670,155.77260121,23.69386
671,108.04322825,17.38474
672,869.58565249,2.96863
673,46.26566585,3.114308
674,413.62120531,22.82923
675,780.17400716,15.38142
676,994.20151813,11.95969
677,649.33669751,22.02435
678,265.72672502,14.96544
679,69.87512097,13.91151
680,677.83161061,17.40241
681,731.65047301,31.21901
682,753.98495084,30.44777
683,950.67890666,13.10964
684,904.93572044,12.65663
685,876.64116924,13.40415
686,789.45502351,13.05861
687,806.78396625,24.89549
688,570.61475567,24.5388
689,917.66239282,24.494
690,742.53754676,1.486659
691,388.57063816,17.73574
692,492.5077274,17.29739
693,903.75927304,10.72652
694,106.07956407,17.94322
695,654.07281368,6.149503
696,310.03277647,5.159524
697,856.60060053,6.514365
698,688.22224063,34.08942
699,574.07383348,30.62542
700,641.11831278,4.754831
701,121.49445519,8.551641
702,942.16809606,8.865887
703,708.40414224,11.8376
704,973.09526214,15.32277
705,662.2477733,2.408974
706,91.68263387,9.284781
707,551.56191864,25.36441
708,745.298209,18.11864
709,280.11495321,20.69242
710,937.75409027,9.852109
711,152.0460283,16.15891
712,573.18938294,14.25112
713,222.9440628,20.07948
714,879.51154261,10.85877
715,713.26737023,5.163859
716,776.92871133,15.67479
717,751.34759894,36.73272
718,937.20222992,13.36203
719,475.02792187,13.55408
720,420.13125163,25.37166
721,883.92640756,14.23029
722,254.05006344,20.78597
723,849.6233507,24.56433
724,646.99540986,18.02774
725,256.72870844,20.32721
726,723.3319629,18.55989
727,500.52283964,15.68239
728,324.13477087,12.17453
729,824.16339919,13.55163
730,18.51640703,4.017449
731,907.88535125,23.04199
732,746.53778958,7.703756
733,95.34305406,18.22658
734,1040.97576083,15.57506
735,881.30385628,14.18637
736,717.07919357,21.76112
737,711.26730787,9.210479
738,859.45314018,6.682558
739,710.75181215,23.77703
740,821.37799408,4.88201
741,161.98501523,27.12153
742,771.65407107,23.39303
743,138.08747464,14.13398
744,391.37630731,33.37376
745,211.62285566,13.53997
746,728.08780492,9.818284
747,752.24466773,10.292
748,925.9167858,6.55067
749,786.20250683,24.29588
750,487.59077629,24.82999
751,107.05429704,6.219372
752,179.76935599,5.462485
753,140.74841065,9.649781
754,801.59659489,12.69295
755,491.12129795,28.97209
756,109.75978289,12.44588
757,733.57094627,23.91805
758,27.71933888,0.7441059
759,731.9726007,5.037978
760,238.83712535,21.44545
761,91.74932718,12.14364
762,105.19165478,16.10742
763,150.95323658,21.10972
764,219.59191126,16.86693
765,937.91291636,23.12958
766,763.92877993,7.218561
767,176.92309134,19.4644
768,533.71324032,15.90641
769,897.01957628,7.63655
770,191.33421314,15.71501
771,785.36150232,19.29687
772,283.13521149,32.29148
773,769.66357713,32.63868
774,541.69552408,26.57277
775,117.08685718,22.26227
776,907.96457351,8.45653
777,847.18959878,36.93625
778,96.47239008,6.966478
779,91.02471281,12.10098
780,304.11937727,3.280942
781,535.32468914,26.38392
782,615.69266396,21.78415
783,272.12500359,25.60799
784,920.09089395,6.922362
785,722.54977188,3.074244
786,747.27164032,12.53528
787,190.96099472,21.40971
788,646.91450039,24.50348
789,416.17563312,17.5639
790,410.58835937,16.37133
791,1008.74502151,14.84355
792,710.37779525,23.93066
793,634.67774359,29.94472
794,670.45562744,3.279823
795,758.22074485,4.454911
796,833.89037952,14.92265
797,858.37197265,14.84746
798,719.13375275,6.548925
799,789.9732325,18.74849
800,733.14259701,0.6886165
801,622.08005697,3.117893
802,1015.05398041,4.581596
803,751.90029605,5.189198
804,849.56477127,11.28413
805,733.16923121,0.3450125
806,68.68547955,2.837667
807,837.27745818,6.82399
808,875.91214551,11.03596
809,268.65766417,20.54031
810,662.09347329,14.47171
811,717.74330266,14.80491
812,539.05378842,26.18024
813,803.61306616,10.06024
814,832.60617494,3.226014
815,718.74934746,31.19042
816,703.77546902,15.01701
817,1039.21710458,23.26974
818,812.86223805,1.376771
819,986.96449256,14.83219
820,917.96151603,18.60361
821,871.54541617,9.24313
822,126.18941458,15.22789
823,330.34391848,29.02968
824,805.42673525,14.81465
825,1002.61312025,23.01722
826,905.27159429,5.839233
827,788.24878302,5.592812
828,242.93636811,19.95965
829,981.80402496,17.00558
830,766.41200858,20.7293
831,799.32346688,4.496002
832,849.06313902,17.95072
833,737.54779981,8.523781
834,923.00820456,11.51616
835,697.6780125,17.91047
836,349.70693382,17.07372
837,105.50846064,27.18784
838,567.61201482,28.95621
839,945.23753654,4.318495
840,922.95752987,7.511793
841,102.98246148,9.279727
842,362.8312049,23.91344
843,949.31781822,12.13929
844,166.87295911,21.90519
845,648.3095966,28.18328
846,802.37645354,26.37053
847,647.07126777,2.063519
848,711.39715374,4.913162
849,920.43775494,15.66263
850,291.1245883,14.50688
851,742.99260108,10.43731
852,329.74552697,15.09617
853,612.85891902,28.10611
854,114.80911799,18.36569
855,292.48599757,19.4781
856,857.0558973,10.54998
857,555.9889656,11.83256
858,747.06836902,4.460303
859,321.85824151,15.01743
860,201.92933846,15.9436
861,994.06220309,7.195938
862,892.09969096,13.76939
863,558.79605604,25.10799
864,338.528954,22.43927
865,251.57262561,24.71535
866,874.30181747,10.4765
867,889.94912899,7.438171
868,874.59290607,28.50897
869,755.60648616,16.35805
870,841.11403888,19.97613
871,320.55738916,23.24179
872,878.62225751,14.16524
873,57.84933082,18.03785
874,995.0146696,10.52007
875,858.27909714,12.96228
876,870.30791479,11.65688
877,155.45255986,25.40465
878,860.7669466,18.4259
879,878.5482532,7.911276
880,90.90229144,6.840677
881,878.54227276,14.89093
882,959.8860163,9.613003
883,665.29843689,5.489861
884,210.67882522,10.74481
885,431.16375939,9.385528
886,851.10724685,4.008859
887,375.04580838,2.068658
888,829.12042127,7.191266
889,433.73938621,26.44337
890,186.89879151,23.3785
891,784.43793897,13.85519
892,864.73695249,14.64698
893,111.04377225,18.82774
894,537.51962635,29.47736
895,948.21080946,19.7394
896,323.76320259,15.45598
897,371.17518012,14.70383
898,912.87136714,18.06229
899,822.19559403,10.08523
900,748.35992975,10.2111
901,889.21567476,11.78271
902,223.10514243,27.43679
903,763.80109874,5.085845
904,666.60826134,6.273308
905,780.88592727,15.97173
906,991.17421474,29.91148
907,717.40383058,6.86299
908,322.51155354,14.63962
909,992.12097399,3.886872
910,871.38003257,17.26592
911,917.93249066,19.82645
912,558.38528966,38.42134
913,693.24503565,13.23204
914,410.80602103,26.35045
915,686.35523789,6.073562
916,944.93212105,3.230656
917,844.26060984,21.51518
918,886.92604668,11.82229
919,947.36126543,10.99599
920,756.97044576,3.482675
921,786.35930907,11.73223
922,834.48955872,8.080409
923,65.80230361,10.50547
924,958.28635744,29.06927
925,791.62855765,5.285835
926,301.68593132,21.04808
927,967.1654152,4.856874
928,859.3467628,6.954757
929,844.99036391,30.12299
930,793.0643061,26.28198
931,788.6069271,20.96179
932,311.51947437,15.45785
933,890.35470628,9.986288
934,867.1850674,20.39863
935,883.09268207,32.33021
936,26.76593919,2.228102
937,178.08348477,20.17812
938,54.68614782,20.12342
939,919.53713729,13.01187
940,336.44524627,8.190902
941,33.31207278,1.377047
942,848.6325245,12.5273
943,484.82653965,32.85328
944,651.08872856,7.843384
945,765.23019556,15.74996
946,25.60397453,7.694834
947,969.13961221,19.36143
948,987.06686252,10.29616
949,313.01903376,31.90982
950,867.54377083,8.511482
951,334.05782101,26.22743
952,28.59919915,3.50098
953,712.16628521,3.671311
954,821.26051791,26.18306
955,716.25808702,18.78303
956,886.23266145,8.558807
957,362.64558576,24.58856
958,845.02500374,18.31834
959,911.01018647,24.01848
960,747.98649695,29.03991
961,602.90814467,18.24976
962,777.0257558,16.99336
963,139.51446409,35.76159
964,282.13454423,15.95465
965,202.08235697,21.37852
966,720.35863961,15.40633
967,472.73336261,27.24822
968,776.81301495,20.45614
969,736.46658659,20.46502
970,370.86513737,32.78185
971,92.77825001,32.44232
972,195.50261651,9.217451
973,816.26729597,15.45806
974,696.44591405,14.768
975,63.79133864,2.32577
976,584.00245269,21.66616
977,835.62211903,18.07721
978,211.04592399,22.58134
979,281.99942161,25.92479
980,699.36237066,10.25006
981,245.49240615,29.56367
982,383.59493234,4.356179
983,86.45782556,11.77409
984,1047.04097249,12.98306
985,769.21854053,2.969773
986,899.69114863,11.7091
987,226.35299312,18.13961
988,674.70674961,12.13847
989,829.94129535,9.319102
990,339.18661618,5.105386
991,668.92522966,33.31936
992,703.45080813,7.565006
993,619.08000022,6.761052
994,690.51279337,6.231218
995,247.96537792,14.241
996,841.3519182,8.639282
997,882.83762511,16.15331
998,568.83255017,20.11484
999,695.14324457,9.155621
1000,748.32538675,32.1243
1001,625.02237639,9.286184
1002,106.8070977,24.92799
1003,837.03513985,25.41319
1004,716.78107776,34.63792
1005,108.05078595,18.49197
1006,41.89708453,4.470237
1007,266.07051291,11.8526
1008,680.25763578,13.72812
1009,66.82538332,8.949022
1010,131.63096138,10.58173
1011,204.96336514,22.36429
1012,71.44143397,5.391368
1013,149.66326459,12.52179
1014,924.74382212,3.910727
1015,807.41184984,5.440939
1016,657.929948,13.54181
1017,956.0717099,7.500036
1018,350.15670181,7.046481
1019,770.28357132,11.44642
1020,827.53781484,10.67687
1021,761.59116938,15.37442
1022,998.24498363,9.397882
1023,724.88970911,7.76208
1024,636.88416799,0.00092111
1025,844.02848315,22.36623
1026,931.28596486,18.36218
1027,111.03027133,12.19421
1028,711.76507556,30.05332
1029,51.76873454,14.44253
1030,626.23110848,4.815008
1031,957.27763244,18.3189
1032,168.90014009,21.68818
1033,974.79609729,4.584374
1034,943.15108191,24.8539
1035,808.43536894,4.77635
1036,909.05284098,17.1301
1037,360.41976916,27.7704
1038,817.25617087,18.87493
1039,606.34482199,6.179621
1040,43.88405519,2.302344
1041,915.12951328,10.29048
1042,351.55955721,22.54989
1043,868.08419178,25.87017
1044,666.15250356,6.566585
1045,758.30254362,6.844234
1046,867.48781692,6.384132
1047,661.04887773,5.635752
1048,656.36373343,2.291188
1049,629.49540929,15.0594
1050,689.08617467,18.07456
1051,698.27764297,22.13583
1052,23.49876274,1.594701
1053,272.40329846,17.42459
1054,126.88947539,5.583723
1055,964.17817376,4.46131
1056,489.38653282,19.35805
1057,962.99461736,21.11588
1058,518.15713566,11.61407
1059,216.89276462,9.809736
1060,387.96556077,15.94049
1061,906.64553488,12.60627
1062,863.44118982,7.858269
1063,953.64389327,32.76944
1064,217.52822167,2.538869
1065,441.35468373,27.70363
