,tdx30_Araca,tdx30_slope_Araca
189,52.11357,1.617716
190,32.86227,1.733232
191,669.9974,11.5511
192,74.74072,4.572275
193,32.11385,1.794379
194,72.479,1.022494
195,54.3991,2.636324
196,65.23525,0.9165326
197,39.68493,9.351302
198,53.94965,2.169514
199,52.78203,2.339341
200,60.83286,5.143542
201,87.59304,5.827462
202,285.3675,22.81194
203,55.9359,1.221845
204,49.03285,2.72735
205,67.97508,1.453356
206,32.11313,0.5996197
207,63.18289,2.860569
208,50.30744,8.473629
209,694.3539,9.305383
210,77.96439,1.401034
211,40.49026,1.122477
212,65.97803,0.7065934
213,51.00941,3.320858
214,72.9269,1.499326
215,38.37071,3.389304
216,71.84205,0.3105177
217,61.57581,0.977329
218,35.05219,1.413923
219,70.47791,0.8053773
220,59.30724,0.6018819
221,54.33258,4.041187
222,1053.669,10.80765
223,870.881,9.434566
224,30.41353,2.458621
225,50.57026,2.252746
226,45.86825,0.9888855
227,38.0629,2.136527
228,36.55207,1.018781
229,74.403,0.9838002
230,48.00037,0.6366672
231,39.38625,1.049154
232,44.37474,3.353553
233,50.40128,0.6396181
234,52.07845,1.879215
235,44.29374,1.671296
236,34.4427,0.8987264
237,47.11463,1.369454
238,51.18139,1.475027
239,54.22789,0.8079746
240,63.45158,0.2230137
241,52.65285,1.817185
242,53.08836,1.277568
243,52.65867,2.740084
244,633.0284,39.88216
245,37.47693,0.5973797
246,71.70618,1.413863
247,33.96421,0.1433832
248,55.43026,0.5852668
249,49.11685,1.212818
250,34.21187,0.118718
251,80.77643,1.984235
252,52.5217,5.042213
253,102.9898,5.050851
254,36.85281,0.2328537
255,45.76634,1.990661
256,56.96725,2.514702
257,49.24188,1.264347
258,30.11124,1.16534
259,61.14932,0.7840353
260,30.38333,0.7098278
261,53.0439,0.8375688
262,37.25568,2.699641
263,69.60111,0.5299217
264,51.54347,0.8504858
265,55.82838,1.863024
266,62.5796,2.253259
267,52.258,0.2924341
268,60.52897,2.817109
269,45.77708,1.430607
270,51.97604,2.43821
271,956.3392,31.64502
272,251.9741,27.02489
273,83.55962,3.37875
274,106.0596,6.829673
275,1298.88,12.54532
276,48.71026,0.2146233
277,56.16948,0.6231784
278,66.854,1.489486
279,34.91554,0.4937929
280,63.33125,0.481494
281,57.40836,4.366883
282,34.97196,1.642794
283,45.36958,2.504531
284,45.45861,1.374427
285,31.78071,1.342672
286,60.85579,1.774104
287,73.86581,1.006664
288,946.8993,5.747534
289,43.13344,0.9441153
290,26.35271,0.9418765
291,35.86029,0.3017006
292,74.87605,0.244793
293,49.97518,1.787516
294,50.36102,1.80308
295,38.11876,7.645877
296,37.98447,0.8757886
297,65.35616,3.318024
298,48.48602,1.135653
299,77.49667,3.145244
300,53.5209,1.078413
301,90.50769,5.407133
302,57.0598,1.791032
303,29.55775,4.514766
304,42.09288,1.568507
305,88.67259,3.435059
306,59.15959,1.347515
307,60.22442,3.92613
308,75.00886,2.716522
309,56.83065,1.549592
310,32.12074,0.5644331
311,87.44941,1.018238
312,72.26852,3.849637
313,45.58857,0.4851475
314,34.06233,1.013346
315,61.9528,10.48646
316,52.31427,0.8182521
317,29.96086,4.998785
318,34.74718,0.7841713
319,37.10605,0.6732681
320,50.43724,1.861277
321,54.17758,1.897702
322,53.56382,2.106618
323,80.01411,1.867136
324,54.62097,1.91222
325,66.43265,1.915383
326,38.28461,0.8947012
327,53.32157,2.652845
328,55.68998,0.6545354
329,55.10736,3.225487
330,35.03149,1.30554
331,37.60398,5.317271
332,61.607,5.432125
333,70.269,0.8231096
334,45.11168,0.5180676
335,112.8511,0.5031341
336,38.50807,5.558744
337,25.02018,1.096954
338,50.78511,2.448107
339,47.83674,1.029862
340,996.733,4.482497
341,57.5892,2.762654
342,38.66446,1.325025
343,54.29138,3.747095
344,43.27382,2.500676
345,60.32575,0.9903433
346,53.16861,2.474028
347,31.27384,0.6360034
348,45.02654,1.199879
349,36.56226,3.344679
350,87.35589,11.99509
351,47.23525,4.13886
352,59.05772,2.112759
353,50.74943,0.7658674
354,35.33231,10.85191
355,57.33022,1.261131
356,59.61012,0.5192608
357,69.11657,1.800887
358,42.32143,1.108204
359,50.64753,0.89784
360,30.86716,0.1412333
361,51.01045,0.1463248
362,50.54269,2.31263
363,59.18253,2.7275
364,49.2585,0.1778204
365,284.2752,33.68438
366,30.80005,0.04869973
367,56.29853,0.7761947
368,46.21516,1.102644
369,60.03216,1.359644
370,57.71247,0.4293342
371,43.2814,4.636544
372,60.27315,4.264507
373,113.0052,13.73206
374,77.08482,1.539933
375,36.22091,6.37724
376,59.09829,1.940651
377,42.52363,2.987638
378,52.16662,1.268078
379,60.98894,1.645067
380,70.01978,3.47028
381,28.4309,1.098832
382,768.6113,21.60713
383,49.90284,5.551195
384,47.64808,2.560159
385,48.29675,2.590605
386,59.45842,0.2927915
387,31.47033,0.0802795
388,46.65044,2.001707
389,52.00243,2.092039
390,32.03951,0.6064299
391,47.17631,1.623298
392,49.84055,1.104309
393,1078.867,4.99728
394,50.23375,1.172063
395,92.96589,1.75773
396,49.45507,1.402818
397,140.8068,10.68843
398,61.17024,1.876183
399,55.80054,2.842401
400,25.2238,0.6654772
401,154.6658,21.31233
402,68.74517,4.947605
403,55.05227,2.344944
404,57.57915,1.477027
405,1174.921,1.950447
406,31.53945,0.141117
407,38.7294,0.1290314
408,66.66685,1.156488
409,65.90264,0.8291008
410,48.93093,0.6762489
411,48.84115,0.3565533
412,834.834,20.14356
413,56.75161,1.495711
414,74.10186,0.2272373
415,137.722,27.4495
416,58.84553,2.270906
417,55.76176,2.054363
418,51.17383,0.8755344
419,69.46867,2.091105
420,27.95874,0.3722487
421,85.22115,0.17277
422,48.01833,11.95889
423,27.82472,0.6793063
424,963.5124,3.431233
425,39.77459,0.1363307
426,64.23837,1.758847
427,39.17074,3.377562
428,48.61916,1.402248
429,49.93586,2.024768
430,45.48734,2.91448
431,121.1427,6.918252
432,31.69393,0.1342469
433,55.94244,1.103796
434,88.01726,1.17081
435,61.2975,1.180486
436,56.99895,2.42909
437,41.78204,1.713438
438,34.4254,0.4139891
439,86.03556,2.060247
440,51.92231,2.612378
441,45.94857,6.24359
442,66.38297,0.4005792
443,67.40307,1.08887
444,48.44781,0.7697423
445,39.17356,5.080702
446,40.56416,4.651464
447,52.90858,1.970303
448,99.93637,3.050989
449,42.44319,1.802751
450,138.735,7.661395
451,58.37609,1.520849
452,55.11781,1.762345
453,34.00128,2.491413
454,41.16511,0.1735826
455,37.22196,5.039043
456,56.43608,6.310928
457,48.31229,1.31636
458,56.18678,3.917211
459,75.54057,5.782015
460,79.84065,3.809195
461,36.27539,0.8985813
462,59.43452,2.885814
463,38.17335,0.1524926
464,52.72004,1.88373
465,67.14287,1.460876
466,55.26835,3.823119
467,61.33797,2.81156
468,56.75905,3.72614
469,33.97783,0.2248896
470,50.56836,4.182335
471,83.01365,3.085486
472,102.7032,2.25789
473,34.88688,0.09367032
474,66.69116,0.5019903
475,44.95411,1.563595
476,40.82964,3.911372
477,61.47198,3.396521
478,47.84451,1.666311
479,96.30433,4.69832
480,32.83189,2.083467
481,54.49359,0.8236453
482,62.98103,0.6358546
483,56.78282,3.112208
484,53.03331,1.347371
485,60.30899,7.174699
486,54.93268,2.523573
487,48.01551,1.788325
488,52.87189,1.199213
489,31.17716,0.0926518
490,42.18019,0.2990939
491,35.60315,1.233085
492,34.9922,0.2410711
493,39.05088,1.618392
494,41.25422,0.6748374
495,31.30676,0.1760404
496,38.9896,0.694067
497,40.62994,3.018164
498,50.2045,1.002906
499,31.03171,0.07034267
500,46.65804,0.9639087
501,641.8076,27.44098
502,43.07558,0.2924164
503,41.69785,1.276737
504,71.24357,3.928311
505,32.52502,1.40389
506,38.80805,0.1063564
507,56.39994,0.33746
508,31.01832,0.08407012
509,33.90359,3.046251
510,36.39152,0.8153772
511,48.74319,1.148511
512,49.06155,0.6985655
513,44.48729,8.58161
514,38.58733,3.179953
515,39.98875,2.41662
516,42.58805,4.778811
517,49.08746,3.480828
518,625.6456,15.87202
519,39.2005,2.835205
520,50.3441,0.7910848
521,58.98984,7.043512
522,44.47358,1.63497
523,1057.819,1.232989
524,38.53556,0.2893403
525,25.5865,1.312071
526,76.65015,7.880195
527,49.89489,1.127488
528,78.47883,1.107769
529,50.51045,1.713544
530,66.43649,2.169934
531,63.23481,0.698991
532,55.81766,1.218407
533,868.4464,22.58635
534,42.38966,4.593322
535,33.95687,2.768361
536,57.71946,2.611212
537,53.16196,1.858493
538,48.45289,2.398195
539,136.8952,4.949456
540,309.3714,11.34526
541,50.42678,9.173268
542,42.81091,1.125735
543,56.72108,0.9360248
544,77.50035,4.173723
545,1071.717,4.247004
546,77.42964,1.28754
547,70.03681,5.587844
548,34.40974,0.4689653
549,56.53741,3.295141
550,48.79445,1.242345
551,36.00344,0.1652039
552,46.37766,1.006286
553,36.70236,7.256836
554,56.76147,1.086747
555,1029.834,38.10085
556,44.70314,0.5007602
557,54.27142,1.103619
558,37.60858,0.1256814
559,40.14228,1.405849
560,30.64056,1.101586
561,91.16634,6.063251
562,30.46703,1.420289
563,56.98667,1.94471
564,71.38731,0.8117054
565,64.27837,1.231157
566,53.57309,2.833053
567,49.9469,0.6471595
568,45.06557,0.9498176
569,53.57579,1.239898
570,53.86982,2.807897
571,30.25882,1.708884
572,NaN,NaN
573,816.4653,5.616095
574,47.87258,1.818961
575,44.42444,3.413844
576,56.10236,0.1978901
577,59.48714,3.299638
578,38.10951,1.034972
579,82.42333,1.434576
580,58.64661,2.387474
581,68.29456,0.4679265
582,73.17717,1.855756
583,NaN,NaN
584,66.32246,1.930712
585,44.23132,2.308582
586,58.97338,1.717089
587,77.63547,4.3197
588,44.63657,0.6366737
589,985.5904,6.274377
590,53.02096,2.457183
591,57.32493,1.531472
592,45.04646,3.069015
593,72.95889,5.115472
594,46.49308,1.53186
595,52.86429,2.050783
596,38.3135,0.1518756
597,44.7651,0.5979728
598,61.30309,3.531728
599,83.24487,7.727552
600,56.27158,2.072285
601,31.36337,0.2232854
602,90.04197,1.917987
603,72.37338,1.213421
604,55.10003,1.206576
605,68.80662,0.7130979
606,42.54358,0.4971716
607,38.06521,3.877156
608,66.44668,0.1400296
609,45.50092,1.328131
610,46.18492,4.904319
611,66.45428,1.606909
612,82.6272,1.150218
613,218.3321,32.65435
614,36.00192,0.2026939
615,74.01955,0.4309451
616,35.32202,0.3833274
617,1077.259,3.449428
618,50.79007,6.03582
619,25.24128,2.370595
620,61.20562,2.53611
621,25.55612,0.2840087
622,60.25824,2.862832
623,64.74023,0.9675336
624,45.95107,6.377685
625,52.05956,1.217076
626,55.51624,3.304173
627,65.57797,1.128032
628,34.04292,1.544125
629,1120.451,2.285066
630,65.88819,3.283327
631,32.8596,2.477093
632,55.16105,1.98341
633,43.04773,2.562676
634,64.70142,1.171981
635,228.4466,13.54184
636,62.0121,2.296141
637,57.0877,1.16278
638,33.84986,1.359393
639,51.13612,1.87089
640,83.76071,4.537922
641,49.92043,0.5147991
642,64.93433,1.402572
643,45.52454,3.947302
644,1013.369,23.23546
645,83.43908,9.709294
646,34.15602,2.045643
647,44.07601,2.172996
648,73.30079,2.006732
649,24.10206,0.1123293
650,85.16595,1.038293
651,47.14098,2.285874
652,42.14142,3.125651
653,49.01928,1.864554
654,73.25429,1.205784
655,53.17388,0.9078246
656,55.66381,0.2085045
657,65.31089,5.738468
658,38.25199,2.597194
659,33.88168,1.198452
660,36.79019,0.2806592
661,58.2579,1.560554
662,42.10931,1.268997
663,46.31729,3.875917
664,51.61305,3.634856
665,85.95016,2.786789
666,87.5733,5.74152
667,55.71731,3.338162
668,995.4659,38.59555
669,58.88685,0.8234685
670,33.1505,1.129931
671,38.90789,2.290455
672,60.06513,0.4058183
673,51.91063,2.712464
674,42.05756,6.50711
675,53.08035,0.4953885
676,41.53219,0.1505537
677,53.36803,1.443501
678,48.27142,1.564682
679,31.1862,0.0919032
680,57.37709,0.4515012
681,53.23101,4.294032
682,51.51741,0.2274669
683,65.83497,0.4786469
684,66.3484,1.625907
685,68.60889,1.580194
686,80.49133,0.457479
687,32.62119,0.3459332
688,58.4522,2.399428
689,NaN,NaN
690,72.20422,1.647125
691,40.25384,0.0709987
692,47.25558,3.011675
693,NaN,NaN
694,42.46733,2.03866
695,777.2261,2.300774
696,35.38662,4.695946
697,67.49932,1.476381
698,48.93032,2.46592
699,32.09193,0.4864931
700,758.239,19.42871
701,33.65129,0.8360101
702,75.58155,5.938512
703,85.45258,2.362774
704,58.87789,1.311728
705,1239.96,2.724759
706,30.62375,1.54873
707,36.99406,1.035025
708,37.15462,2.308896
709,38.64233,0.7136967
710,73.41214,1.461104
711,35.73406,3.628841
712,49.86034,3.324566
713,36.8338,0.19057
714,59.21152,0.4448631
715,202.0196,29.66469
716,57.7948,0.8513513
717,31.55803,0.236789
718,61.48962,2.307699
719,46.74382,5.690884
720,39.35206,8.826056
721,66.00122,0.7135893
722,30.82292,0.07082045
723,56.39405,1.419277
724,120.5594,2.177495
725,50.00475,1.858378
726,47.86384,1.202384
727,37.82069,2.791497
728,35.59478,0.2727378
729,458.5095,25.44633
730,36.00948,0.2767118
731,51.48484,1.827378
732,75.48296,1.262038
733,84.09759,3.303395
734,67.93227,0.2621279
735,42.89221,2.229622
736,391.9117,8.764348
737,177.1737,21.52065
738,62.52398,3.603528
739,37.67776,0.1432515
740,49.37709,0.769252
741,32.38285,1.353173
742,51.76147,0.8971385
743,36.05354,0.8553475
744,35.82323,2.863787
745,31.85168,0.08420649
746,742.5466,15.71854
747,1077.615,19.67542
748,51.27463,0.7315666
749,45.98082,6.23656
750,51.40463,1.851567
751,30.31327,0.1279841
752,30.64577,0.1198992
753,33.37837,0.6960548
754,76.94328,0.9104628
755,40.32309,1.050186
756,36.65771,2.32209
757,59.93102,1.435507
758,31.87396,0.4272642
759,121.4187,3.090095
760,57.95287,1.656698
761,30.49819,0.1901005
762,81.71783,3.12663
763,32.73008,0.1630451
764,45.14944,11.66373
765,53.9724,1.565032
766,107.1576,3.35294
767,31.39763,0.2148607
768,56.90566,3.515169
769,40.03151,4.380852
770,41.18173,0.5844433
771,43.10189,7.641966
772,32.61684,0.1166876
773,54.58606,0.7323176
774,48.85071,3.475887
775,33.79863,7.733441
776,54.82911,1.210477
777,48.72625,2.884287
778,59.98934,1.88744
779,33.14631,1.683866
780,31.26222,1.197682
781,52.09683,4.419776
782,39.96859,1.005822
783,63.33208,1.574675
784,62.18083,0.1664402
785,71.70542,1.354116
786,31.42762,0.8543373
787,29.94684,0.247606
788,39.19028,0.1649508
789,44.26973,0.9146819
790,53.98007,2.711179
791,63.8597,1.758453
792,39.48811,1.020146
793,43.90278,0.6819468
794,48.0124,1.09964
795,1236.946,2.790054
796,63.23137,1.499181
797,187.8667,14.97313
798,36.91284,1.729674
799,60.11328,0.3769492
800,102.8708,3.143562
801,890.311,21.37157
802,56.35765,1.717445
803,58.62966,4.726178
804,74.71456,2.328349
805,1082.363,14.25499
806,37.19995,1.184761
807,458.6841,12.21529
808,73.70758,1.617398
809,55.23111,2.064027
810,720.7796,20.46
811,51.77662,2.621505
812,39.52354,0.8261744
813,67.85633,0.7075908
814,84.47424,1.912658
815,42.41121,4.784569
816,54.82661,3.012763
817,31.73763,1.341348
818,57.42818,1.64851
819,55.58299,1.837676
820,47.81208,1.161241
821,72.28204,1.034815
822,46.06517,3.175848
823,42.98797,0.5415726
824,50.3192,2.021413
825,61.44497,2.447539
826,55.70918,2.625547
827,964.9961,22.06021
828,46.05962,0.6171013
829,58.87038,3.594968
830,36.77804,4.326115
831,1016.645,0.6013007
832,56.26226,2.540334
833,58.21582,6.980672
834,69.63817,2.001911
835,78.33132,2.508183
836,44.38228,1.008461
837,32.75395,0.9744938
838,50.02895,5.690352
839,58.7693,1.987703
840,65.82322,0.7791199
841,30.23502,0.3312896
842,38.37977,0.2052851
843,59.17717,2.228927
844,35.78386,2.688743
845,53.29227,2.715739
846,71.1604,1.221145
847,879.8235,17.39199
848,86.0236,1.083725
849,253.0511,14.11729
850,39.18724,0.3626442
851,43.22831,1.435583
852,40.64238,0.3794768
853,51.29285,2.639985
854,29.59747,0.07860342
855,63.78212,3.409618
856,59.53375,1.835175
857,57.38875,2.127701
858,864.1455,7.493988
859,33.86514,1.088261
860,31.31159,0.3303829
861,63.6918,0.9072613
862,58.48053,1.343184
863,49.98589,2.583742
864,50.34586,1.211169
865,32.47863,0.07834884
866,38.90072,0.2443095
867,67.82732,2.932715
868,54.25583,2.26031
869,67.86888,0.9593582
870,41.03828,8.319308
871,37.46447,3.475161
872,67.31702,2.525655
873,35.46786,1.091887
874,63.67866,3.185089
875,635.3947,23.98745
876,422.7238,12.27216
877,36.63391,0.2862948
878,62.13198,1.518234
879,45.95702,1.412856
880,30.91685,0.2244687
881,69.90868,1.449868
882,67.58012,1.752776
883,368.09,18.10561
884,48.10763,6.81468
885,45.14053,0.2958083
886,55.14477,0.8197446
887,30.83661,0.1667768
888,340.2122,18.22133
889,55.70764,5.463113
890,31.30543,0.03215244
891,31.50624,0.2477652
892,67.9062,2.51409
893,36.49348,2.353234
894,43.00941,0.3905174
895,52.69299,1.489567
896,40.07547,5.006655
897,49.28298,0.3895507
898,61.61484,2.373095
899,318.1547,29.27602
900,109.0314,6.810059
901,58.04307,2.113773
902,37.17324,1.164739
903,NaN,NaN
904,49.03516,4.395667
905,38.66989,NaN
906,32.63593,4.526849
907,49.16721,0.4385
908,37.66957,2.971797
909,53.69131,3.96027
910,55.21214,0.4931716
911,69.32591,2.125571
912,35.87177,9.582049
913,1252.952,7.147273
914,33.53082,1.476626
915,19.10726,12.26144
916,74.26234,1.389218
917,42.41951,1.421909
918,73.15569,4.589122
919,364.8001,21.80881
920,118.2873,9.122512
921,89.92213,1.544169
922,72.70458,1.909056
923,32.70296,3.038869
924,45.6492,0.9395004
925,71.40936,1.411752
926,34.4621,0.7967225
927,82.0129,3.28042
928,49.54075,4.437163
929,112.2308,4.484092
930,54.57806,2.578176
931,46.60781,3.421579
932,35.75013,1.347118
933,54.13371,1.605784
934,80.67517,1.881179
935,51.99822,0.8447264
936,30.55057,0.9115924
937,36.3277,6.523881
938,31.86213,2.462188
939,73.33587,1.089701
940,50.3414,1.054913
941,49.73185,2.389136
942,70.23538,1.345412
943,56.77087,2.127161
944,801.104,10.73159
945,892.5549,11.07563
946,31.1387,0.06020947
947,47.90332,0.3303387
948,57.72955,1.958922
949,38.44437,6.5828
950,68.59363,1.753911
951,38.17049,8.111218
952,48.44776,1.784116
953,1098.144,19.16798
954,32.29967,3.240023
955,31.47396,2.768517
956,49.85259,1.493302
957,51.47548,6.096217
958,42.02562,1.682314
959,54.19578,1.164753
960,57.28415,2.86246
961,38.96532,0.4548348
962,115.2175,2.658714
963,42.32225,4.224499
964,30.24263,0.3017229
965,39.19293,1.363717
966,36.10991,5.291099
967,38.04301,0.1358257
968,36.30263,6.62964
969,47.28124,0.3264276
970,38.20387,1.570233
971,39.17634,0.6812196
972,49.8151,1.755535
973,46.78305,2.734858
974,83.60722,3.021526
975,55.89327,2.996108
976,46.72082,5.996143
977,57.98713,1.464745
978,41.43304,1.210726
979,34.24489,1.848827
980,99.93531,3.962002
981,59.04945,1.405982
982,44.3853,3.094847
983,54.7098,1.274306
984,59.39017,1.019388
985,1101.492,25.55881
986,63.77309,1.307041
987,35.7354,0.08691049
988,42.37547,0.06955408
989,129.3017,11.73079
990,33.71218,3.483226
991,54.17684,2.745035
992,46.33514,0.9006493
993,841.69,11.18635
994,33.69149,11.61176
995,44.04802,6.49237
996,36.24898,6.273528
997,157.483,30.8905
998,NaN,NaN
999,966.4856,19.88251
1000,49.95817,2.143209
1001,51.4746,0.8478629
1002,42.30256,3.975937
1003,44.69976,2.579653
1004,36.03058,5.939037
1005,34.49513,1.747675
1006,32.75593,0.7537653
1007,49.42321,2.312199
1008,1201.462,5.979457
1009,52.29467,4.965044
1010,37.00359,0.1230463
1011,36.92795,0.4483192
1012,39.31015,1.947998
1013,32.90485,0.3192394
1014,64.55576,1.001737
1015,63.1782,0.4263272
1016,50.36722,0.5467983
1017,65.37945,0.9938073
1018,48.49766,0.6597705
1019,1140.06,5.427981
1020,67.40337,1.02512
1021,67.83486,1.452698
1022,59.39273,0.3776536
1023,97.68826,4.641442
1024,119.647,3.620915
1025,52.39701,2.684463
1026,42.39904,0.4054438
1027,30.62524,0.1971231
1028,NaN,NaN
1029,28.08637,2.134044
1030,44.81473,3.156184
1031,51.97026,3.092001
1032,31.85574,1.234687
1033,63.01746,1.637375
1034,28.35813,3.596658
1035,58.69893,2.226903
1036,50.37492,0.3511406
1037,44.38114,3.084838
1038,52.07313,1.485885
1039,42.07592,5.327816
1040,35.20951,1.997887
1041,58.10076,1.611323
1042,30.27602,0.5029678
1043,52.20006,1.359768
1044,1010.564,11.31868
1045,101.0271,6.597053
1046,82.12002,0.6769383
1047,194.0029,11.25151
1048,139.4035,26.27307
1049,47.37164,0.3835545
1050,59.38412,1.940638
1051,36.00551,3.48721
1052,33.62073,0.3128659
1053,51.42403,5.67579
1054,30.67113,0.1227252
1055,70.94329,6.767243
1056,45.21412,2.682041
1057,165.5176,9.797218
1058,42.36917,0.8313363
1059,43.61845,0.3363628
1060,46.81625,4.816584
1061,60.25856,1.062843
1062,84.5059,1.184849
1063,69.21312,2.598447
1064,48.4446,0.7480739
1065,53.83306,0.9510444
1066,38.95108,0.6299793
1067,47.34154,0.2168942
1068,53.12725,9.925132
1069,55.32555,3.047461
1070,NaN,NaN
1071,47.507,1.861573
1072,69.13487,0.3877294
1073,52.56686,1.226831
1074,60.55626,3.030587
1075,43.9901,0.3692242
1076,72.59314,2.923781
1077,62.61929,3.647531
1078,41.97562,0.8902553
1079,45.43619,7.665406
1080,47.00936,3.124259
1081,44.07675,0.6385583
1082,49.11486,7.004723
1083,126.0179,2.827281
1084,62.73288,3.097704
1085,29.54989,2.120298
1086,56.89576,1.864753
1087,37.02309,0.7485332
1088,44.00219,7.965239
1089,36.17739,5.204918
1090,47.43974,2.651085
1091,50.10083,1.808291
1092,61.07907,1.307919
1093,39.37883,1.704271
1094,59.03433,0.7521389
1095,29.58512,0.3510085
1096,33.07675,0.9149161
1097,22.46722,5.308389
1098,55.63847,1.005348
1099,29.99323,0.6589139
1100,58.04253,2.064962
1101,53.9156,2.314501
1102,328.3331,11.28989
1103,59.09374,2.279432
1104,36.77611,0.1923909
1105,33.37068,0.1294434
1106,34.06712,1.207574
1107,49.12655,1.000241
1108,55.73744,1.105245
1109,52.21812,1.159966
1110,51.60978,2.754817
1111,23.8927,0.4549126
1112,64.28109,1.541332
1113,NaN,NaN
1114,39.23126,2.456084
1115,994.4025,13.31201
1116,1234.522,9.675277
1117,752.5005,18.24837
1118,32.03748,1.296923
1119,56.38118,0.9384733
1120,45.91639,1.415558
1121,51.07283,1.282377
1122,158.2264,17.5819
1123,53.25755,2.556002
1124,44.08689,0.3049721
1125,36.50291,1.282524
1126,43.01523,2.030707
1127,72.51605,1.398853
1128,67.44041,1.770055
1129,44.20915,2.81309
1130,56.0653,1.498739
1131,44.22348,3.572102
