,X,Y,tdx12_Araca,tdx30_Araca,srtm30_Araca,srtm30_wgs84_Araca,aster30_Araca,aster30_wgs84_Araca,aw3d30_Araca,aw3d30_wgs84_Araca
0,-63.74087693,0.21453486,39.56873,42.91617,48.0,42.41514785,34.0,28.41514785,NaN,NaN
1,-63.32313627,0.99870012,1190.614,1195.306,1196.0,1189.09141301,1176.0,1169.09141301,NaN,NaN
2,-63.01007276,0.50684383,35.65009,36.84766,46.0,38.67324596,50.0,42.67324596,NaN,NaN
3,-63.27941309,0.41742076,35.4737,35.15806,50.0,43.27292272,40.0,33.27292272,NaN,NaN
4,-63.37521394,0.32770331,33.29939,33.49532,43.0,36.52541526,35.0,28.52541526,NaN,NaN
5,-63.71115983,0.52899366,53.19969,52.0788,62.0,56.15534253,67.0,61.15534253,61.0,55.15597077
6,-63.96403197,0.99941853,78.3187,78.49097,85.0,79.45875175,75.0,69.45875175,85.0,79.4589143
7,-63.67726494,0.8509565,69.34988,69.25905,74.0,67.90606376,68.0,61.90606376,76.0,69.90681117
8,-63.84179757,0.43401038,49.92676,49.53484,56.0,50.51313897,56.0,50.51313897,54.0,48.51313897
9,-63.62606468,0.13173321,38.80584,38.63919,42.0,36.20267437,14.0,8.20267437,39.0,33.20267437
10,-63.21396511,0.60311067,42.45361,43.29218,53.0,46.04505132,58.0,51.04505132,51.0,44.04562498
11,-63.52260455,0.56163621,46.88574,46.75529,54.0,47.71912866,40.0,33.71912866,57.0,50.71987884
12,-63.54288525,0.49640401,39.99123,40.04409,48.0,41.79823934,43.0,36.79823934,50.0,43.7988495
13,-63.22723109,0.73145668,94.12913,92.25086,99.0,92.01368905,81.0,74.01368905,NaN,NaN
14,-63.24438428,0.59544235,39.26244,38.86849,52.0,45.11183241,40.0,33.11183241,NaN,NaN
15,-63.41835928,0.70158508,48.17346,48.74832,57.0,50.4253998,50.0,43.4253998,58.0,51.42612096
16,-63.14581055,0.60850098,58.63118,57.87301,61.0,53.9026145,54.0,46.9026145,63.0,55.90274185
17,-63.66069461,0.01395877,50.98137,49.28957,55.0,49.36326555,56.0,50.36326555,57.0,51.36326555
18,-63.18745508,0.39231511,34.00178,34.36811,44.0,37.09300961,32.0,25.09300961,47.0,40.09300961
19,-63.21877489,0.23396146,31.45198,30.8644,40.0,33.24262225,39.0,32.24262225,NaN,NaN
20,-63.18317038,0.80337504,798.4504,800.5176,810.0,802.89166032,801.0,793.89166032,NaN,NaN
21,-63.18473224,0.85591066,159.7825,160.0179,170.0,162.87217683,142.0,134.87217683,NaN,NaN
22,-63.37863458,0.01985257,25.79719,26.16364,36.0,29.71766826,29.0,22.71766826,NaN,NaN
23,-63.55446968,0.28055945,57.50402,56.01431,60.0,53.94667717,55.0,48.94667717,62.0,55.9473
24,-63.07956421,0.23510795,50.4993,51.37289,59.0,51.95088621,53.0,45.95088621,NaN,NaN
25,-63.55209842,0.05940321,32.80306,34.62934,39.0,33.0812548,33.0,27.0812548,38.0,32.0812548
26,-63.25215916,0.52661647,44.4585,43.85838,53.0,46.1610907,50.0,43.1610907,NaN,NaN
27,-63.54644464,0.23927433,48.44629,53.16021,59.0,52.95351505,62.0,55.95351505,61.0,54.95413898
28,-63.8318844,0.99223445,82.66814,83.03522,90.0,84.16917455,81.0,75.16917455,90.0,84.16932638
29,-63.73354048,0.67965764,111.0494,108.3224,121.0,115.12162626,120.0,114.12162626,120.0,114.12177895
30,-63.24666655,0.03350834,24.9302,24.76376,30.0,23.42120466,40.0,33.42120466,NaN,NaN
31,-63.54584023,0.68643784,52.97334,52.82629,59.0,52.70540572,38.0,31.70540572,60.0,53.70600597
32,-63.8362279,0.0832832,52.66631,54.27749,63.0,57.73249604,54.0,48.73249604,59.0,53.73249604
33,-63.12066354,0.61185234,57.29662,58.60607,67.0,59.8494784,68.0,60.8494784,NaN,NaN
34,-63.97404907,0.69023624,64.27454,63.0559,68.0,62.66604856,63.0,57.66604856,72.0,66.6662186
35,-63.96371262,0.00541007,51.62891,52.31295,57.0,52.10449265,48.0,43.10449265,57.0,52.10449265
36,-63.1576194,0.36020526,33.19631,33.30724,42.0,35.04689746,40.0,33.04689746,42.0,35.04761755
37,-63.54290418,0.62616587,46.33153,46.11932,53.0,46.72966614,43.0,36.72966614,56.0,49.73026935
38,-63.10311057,0.64216072,46.78086,47.21162,54.0,46.80020572,47.0,39.80020572,55.0,47.80089425
39,-63.35483711,0.96606773,1205.702,1205.986,1216.0,1209.170723,1199.0,1192.170723,NaN,NaN
40,-63.40722432,0.40250461,35.43417,35.56103,46.0,39.55363523,31.0,24.55363523,NaN,NaN
41,-63.39928826,0.44017955,52.92775,52.25439,61.0,54.51611947,46.0,39.51611947,NaN,NaN
42,-63.52549322,0.60123622,39.07368,51.23503,57.0,50.70507099,56.0,49.70507099,53.0,46.70521482
43,-63.50969946,0.99983647,114.5262,112.5894,122.0,115.47602917,103.0,96.47602917,124.0,117.47616007
44,-63.21328205,0.93213036,836.6551,840.2361,850.0,842.89741745,846.0,838.89741745,NaN,NaN
45,-63.61364109,0.53553922,49.36884,49.17151,62.0,55.93326625,56.0,49.93326625,57.0,50.93403446
46,-63.19078754,0.94811158,562.6147,564.7357,565.0,557.84508526,532.0,524.84508526,NaN,NaN
47,-63.67944511,0.78593631,64.39076,66.089,73.0,66.94470645,70.0,63.94470645,73.0,66.94546019
48,-63.54367695,0.84732132,74.67786,75.57509,82.0,75.62051456,55.0,48.62051456,85.0,78.62124136
49,-63.94171618,0.46143901,46.86543,47.37466,52.0,46.73267016,51.0,45.73267016,52.0,46.73267016
50,-63.04124513,0.70459722,57.9996,58.94182,75.0,67.64757325,69.0,61.64757325,70.0,62.64825171
51,-63.42153601,0.58517643,41.19414,41.04961,51.0,44.48912626,35.0,28.48912626,NaN,NaN
52,-63.21633001,0.80515031,490.998,491.4636,504.0,496.95867771,495.0,487.95867771,NaN,NaN
53,-63.90691166,0.13063189,52.41514,53.41604,59.0,53.87060509,63.0,57.87060509,57.0,51.87060509
54,-63.24896337,0.73887295,112.1019,111.9712,113.0,106.05482732,106.0,99.05482732,NaN,NaN
55,-63.29300442,0.86095668,626.9495,623.6975,627.0,620.09087514,622.0,615.09087514,NaN,NaN
56,-63.28426088,0.72191151,50.39279,50.38863,55.0,48.13532371,46.0,39.13532371,NaN,NaN
57,-63.63132935,0.77323649,55.07143,55.1791,62.0,55.84647144,61.0,54.84647144,64.0,57.84661428
58,-63.19906138,0.27910163,40.12571,39.26646,48.0,41.17617043,45.0,38.17617043,NaN,NaN
59,-63.53915652,0.43049092,49.78727,48.73086,57.0,50.8263762,54.0,47.8263762,57.0,50.82653045
60,-63.4304307,0.04401833,49.41037,47.93428,53.0,46.81649785,68.0,61.81649785,NaN,NaN
61,-63.42125075,0.54791858,38.98611,39.2809,51.0,44.50734371,42.0,35.50734371,NaN,NaN
62,-63.59485042,0.09050631,48.97457,49.69418,55.0,49.15843571,49.0,43.15843571,55.0,49.15843571
63,-63.50590424,0.2444192,42.62331,39.8751,45.0,38.85962798,35.0,28.85962798,NaN,NaN
64,-63.4879031,0.03789629,46.66704,48.2599,52.0,45.94936783,44.0,37.94936783,NaN,NaN
65,-63.81788429,0.45677289,43.96415,43.59978,51.0,45.44330323,53.0,47.44330323,48.0,42.44330323
66,-63.64332651,0.43931292,41.48042,40.35232,50.0,44.05369056,45.0,39.05369056,51.0,45.05369056
67,-63.14300741,0.93605557,453.3411,459.1938,459.0,451.75353649,459.0,451.75353649,NaN,NaN
68,-63.0073986,0.19550348,30.6447,31.01424,41.0,33.82342045,43.0,35.82342045,44.0,36.82414136
69,-63.13958011,0.91648804,321.56,314.1844,327.0,319.75502254,328.0,320.75502254,NaN,NaN
70,-63.45386255,0.44398532,36.97857,37.01181,45.0,38.63242905,33.0,26.63242905,NaN,NaN
71,-63.23467633,0.28303233,35.69042,34.87524,43.0,36.24961656,20.0,13.24961656,NaN,NaN
72,-63.83028603,0.61450545,66.78303,69.05907,80.0,74.37759639,67.0,61.37759639,74.0,68.37823404
73,-63.32158903,0.71058873,48.45103,49.20549,58.0,51.21842214,64.0,57.21842214,NaN,NaN
74,-63.72650808,0.36648363,48.4651,48.11619,51.0,45.28649646,52.0,46.28649646,56.0,50.28649646
75,-63.88638444,0.43893414,47.00073,47.3613,52.0,46.61476686,50.0,44.61476686,54.0,48.61476686
76,-63.65315006,0.52255958,45.30205,46.70673,57.0,51.02835187,52.0,46.02835187,58.0,52.0289734
77,-63.15171324,0.80153566,111.4586,109.371,119.0,111.82871234,117.0,109.82871234,118.0,110.82939491
78,-63.1799505,0.38733949,30.55921,30.96087,40.0,33.07993095,35.0,28.07993095,38.0,31.07993095
79,-63.9774082,0.2099231,54.99242,50.26492,56.0,50.9882386,46.0,40.9882386,56.0,50.9882386
80,-63.96236607,0.02929189,54.82015,56.93196,58.0,53.08283428,58.0,53.08283428,60.0,55.08283428
81,-63.14958346,0.69242033,97.05477,97.80949,104.0,96.87208241,108.0,100.87208241,106.0,98.87277196
82,-63.36846015,0.04851276,24.34939,24.15541,34.0,27.67649061,11.0,4.67649061,NaN,NaN
83,-63.34446235,0.24497287,46.22055,45.96014,57.0,50.5053446,45.0,38.5053446,NaN,NaN
84,-63.70504737,0.43491372,48.4366,47.31488,50.0,44.19578967,56.0,50.19578967,57.0,51.19658625
85,-63.23540296,0.38048876,33.47352,33.66403,45.0,38.19898917,33.0,26.19898917,44.0,37.19971692
86,-63.9419151,0.74450045,72.19558,71.87069,79.0,73.5583213,76.0,70.5583213,81.0,75.5583213
87,-63.15162212,0.98616207,360.9019,373.1327,396.0,388.74971971,377.0,369.74971971,NaN,NaN
88,-63.98712656,0.65044338,60.87658,60.17531,66.0,60.7212507,60.0,54.7212507,67.0,61.72142323
89,-63.66929929,0.98271149,200.3869,198.8225,208.0,201.82204512,194.0,187.82204512,216.0,209.82218561
90,-63.62753871,0.84911259,71.48663,71.51127,80.0,73.79939674,73.0,66.79939674,NaN,NaN
91,-63.40618286,0.77990967,63.61327,65.07496,75.0,68.3623766,83.0,76.3623766,74.0,67.36308962
92,-63.65038699,0.3124552,39.77437,39.35054,46.0,40.14475567,36.0,30.14475567,47.0,41.14492416
93,-63.25027147,0.49040581,50.45877,48.22792,57.0,50.17489462,58.0,51.17489462,NaN,NaN
94,-63.35491551,0.53368657,NaN,NaN,49.0,42.37381151,41.0,34.37381151,NaN,NaN
95,-63.75174283,0.10782359,57.62724,54.93031,64.0,58.51278527,50.0,44.51278527,59.0,53.51278527
96,-63.08754248,0.2483418,28.17783,27.90474,37.0,29.96038949,32.0,24.96038949,37.0,29.96096457
97,-63.47633999,0.83820718,81.22368,79.08554,87.0,80.48254487,80.0,73.48254487,88.0,81.48267715
98,-63.8401881,0.36013368,47.22696,47.20095,48.0,42.55559758,45.0,39.55559758,52.0,46.55559758
99,-63.28301832,0.36811253,32.97403,33.3145,44.0,37.3063604,30.0,23.3063604,NaN,NaN
100,-63.27691909,0.98128192,842.3891,842.3149,865.0,858.0051932,838.0,831.0051932,NaN,NaN
101,-63.8640015,0.17454889,54.02387,54.81731,65.0,59.735635,62.0,56.735635,61.0,55.735635
102,-63.40846064,0.91382566,1135.084,1135.304,1144.0,1137.30494827,1165.0,1158.30494827,1141.0,1134.30565187
103,-63.12800326,0.67078697,53.31384,54.83984,58.0,50.83764952,49.0,41.83764952,62.0,54.83833843
104,-63.03424202,0.79437156,66.45915,65.76649,75.0,67.59535984,69.0,61.59535984,NaN,NaN
105,-63.28143522,0.37768845,32.57079,32.30436,43.0,36.29770675,42.0,35.29770675,NaN,NaN
106,-63.91710265,0.21853624,39.45667,38.98841,46.0,40.8341704,54.0,48.8341704,43.0,37.8341704
107,-63.30022991,0.33203207,35.61164,35.78287,46.0,39.36225431,45.0,38.36225431,NaN,NaN
108,-63.52616883,0.50948806,39.02976,38.95341,54.0,47.75467808,52.0,45.75467808,49.0,42.7552857
109,-63.38895625,0.06403619,29.12199,28.91263,32.0,25.71182843,7.0,0.71182843,NaN,NaN
110,-63.88299165,0.38692944,53.05668,53.70132,54.0,48.63983285,58.0,52.63983285,57.0,51.64001067
111,-63.87711419,0.02942977,60.21304,59.57193,71.0,65.8712209,62.0,56.8712209,66.0,60.8712209
112,-63.41560784,0.00908051,51.78419,51.44907,57.0,50.80673314,57.0,50.80673314,NaN,NaN
113,-63.82168814,0.53429084,59.24954,59.8339,66.0,60.4050373,62.0,56.4050373,63.0,57.40567943
114,-63.58426306,0.89078504,79.71011,80.23706,88.0,81.68567206,80.0,73.68567206,NaN,NaN
115,-63.8715908,0.25877298,54.65201,54.6404,56.0,50.69652842,63.0,57.69652842,58.0,52.69652842
116,-63.71896242,0.7407533,71.23722,70.7393,82.0,76.05562248,82.0,76.05562248,78.0,72.0563875
117,-63.85993492,0.8572396,74.62949,74.53369,80.0,74.30639051,80.0,74.30639051,82.0,76.30639051
118,-63.25673422,0.26749793,38.37675,37.76971,45.0,38.30465873,69.0,62.30465873,46.0,39.3054023
119,-63.36725039,0.89805962,1103.828,1103.026,1110.0,1103.2270321,1118.0,1111.2270321,NaN,NaN
120,-63.76606898,0.01964807,55.55757,53.89535,60.0,54.60872514,61.0,55.60872514,58.0,52.60872514
121,-63.07574829,0.0199812,30.97438,31.05872,36.0,29.06640426,50.0,43.06640426,43.0,36.06698583
122,-63.0260924,0.84248377,77.89368,76.56012,88.0,80.55859831,87.0,79.55859831,NaN,NaN
123,-63.13764638,0.4022599,42.61619,42.27326,50.0,42.98417487,59.0,51.98417487,50.0,42.98474917
124,-63.13994388,0.07852042,32.97651,31.86252,36.0,29.16575505,42.0,35.16575505,NaN,NaN
125,-63.93005968,0.30509969,47.7561,48.16107,54.0,48.80694907,54.0,48.80694907,54.0,48.80694907
126,-63.88281919,0.76694543,65.04552,64.91252,72.0,66.4099496,52.0,46.4099496,75.0,69.4099496
127,-63.2958822,0.72537631,48.98318,49.35646,57.0,50.15782376,52.0,45.15782376,NaN,NaN
128,-63.32009163,0.12821712,37.09785,38.55273,42.0,35.52123289,40.0,33.52123289,43.0,36.52183528
129,-63.93070657,0.67765061,59.06426,59.82096,65.0,59.57246608,54.0,48.57246608,65.0,59.57263309
130,-63.52567198,0.01985432,38.01726,38.76839,43.0,37.04702085,41.0,35.04702085,NaN,NaN
131,-63.67043509,0.28029327,32.03666,33.26608,32.0,26.21026169,43.0,37.21026169,39.0,33.21026169
132,-63.00400112,0.4720248,36.86908,36.82041,46.0,38.67721967,54.0,46.67721967,46.0,38.67778157
133,-63.70182908,0.47478876,48.53903,49.15477,59.0,53.16567206,53.0,47.16567206,57.0,51.16567206
134,-63.96374071,0.97170423,74.17376,75.50108,83.0,77.47423093,75.0,69.47423093,81.0,75.47439372
135,-63.8987083,0.62245124,61.41658,60.74156,70.0,64.53136219,60.0,54.53136219,69.0,63.5315289
136,-63.88988545,0.17799747,43.43111,46.95029,57.0,51.79597566,59.0,53.79597566,51.0,45.79597566
137,-63.91042312,0.4449141,40.24734,39.89399,45.0,39.66825521,36.0,30.66825521,44.0,38.6684315
138,-63.30340252,0.17220516,47.56603,47.91821,56.0,49.45883232,72.0,65.45883232,57.0,50.45959457
139,-63.41419499,0.58536125,40.76326,40.85474,50.0,43.47371988,38.0,31.47371988,NaN,NaN
140,-63.58240295,0.33766575,49.68102,49.07807,53.0,46.97592104,40.0,33.97592104,56.0,49.97592104
141,-63.24416165,0.64716008,40.231,40.7054,46.0,39.08704448,36.0,29.08704448,NaN,NaN
142,-63.5660414,0.51807616,50.21363,49.88556,64.0,57.83782458,57.0,50.83782458,57.0,50.83782458
143,-63.9914217,0.04365656,40.40521,43.01072,46.0,41.14521459,39.0,34.14521459,44.0,39.14521459
144,-63.35409934,0.33315057,35.1033,35.63546,43.0,36.47701239,29.0,22.47701239,NaN,NaN
145,-63.63066269,0.72109042,59.24564,58.26428,67.0,60.87227717,65.0,58.87227717,NaN,NaN
146,-63.83069139,0.24082217,50.92464,50.20611,59.0,53.61060317,46.0,40.61060317,54.0,48.61078771
147,-63.64193283,0.55639382,53.15725,53.69312,64.0,57.98478996,49.0,42.98478996,63.0,56.98478996
148,-63.74008125,0.27518615,53.86617,54.99738,59.0,53.37486787,53.0,47.37486787,61.0,55.37486787
149,-63.27379301,0.00517934,44.2024,43.65431,46.0,39.4974506,47.0,40.4974506,NaN,NaN
150,-63.60268415,0.88506595,80.55275,79.31158,86.0,79.72818417,78.0,71.72818417,NaN,NaN
151,-63.93326778,0.80767172,97.01168,96.42957,104.0,98.50102361,101.0,95.50102361,105.0,99.50118682
152,-63.45278889,0.26131637,49.96795,49.3937,53.0,46.73212763,56.0,49.73212763,NaN,NaN
153,-63.29582656,0.21496819,53.30785,52.06913,60.0,53.41784471,49.0,42.41784471,59.0,52.41800409
154,-63.43919225,0.82975432,278.0825,280.7094,285.0,278.40833174,295.0,288.40833174,289.0,282.40891461
155,-63.16183378,0.95571581,104.6272,107.7754,125.0,117.78318674,100.0,92.78318674,NaN,NaN
156,-63.32787555,0.90785372,1233.824,1235.615,1242.0,1235.14127822,1235.0,1228.14127822,NaN,NaN
157,-63.30067836,0.29104225,33.21789,33.53711,43.0,36.38514141,26.0,19.38514141,NaN,NaN
158,-63.36389051,0.93834483,1293.234,1291.967,1301.0,1294.20200097,1321.0,1314.20200097,1297.0,1290.20257294
159,-63.8523297,0.90214045,75.8671,76.57378,80.0,74.2644353,75.0,69.2644353,82.0,76.26459003
160,-63.01069508,0.72424517,54.14698,52.62715,63.0,55.57781428,65.0,57.57781428,NaN,NaN
161,-63.79523364,0.35584738,41.03945,41.65209,47.0,41.45238606,42.0,36.45238606,48.0,42.45238606
162,-63.05881819,0.65775578,48.8256,48.51274,57.0,49.70332208,43.0,35.70332208,NaN,NaN
163,-63.30534185,0.76127565,53.63751,53.65953,64.0,57.16096264,55.0,48.16096264,NaN,NaN
164,-63.78468985,0.98931333,94.4654,94.72005,97.0,91.06754109,95.0,89.06754109,102.0,96.06768941
165,-63.45209164,0.84893985,92.82914,92.05424,101.0,94.4259963,102.0,95.4259963,101.0,94.4267101
166,-63.79929625,0.66415632,73.94722,73.05998,86.0,80.27861089,89.0,83.27861089,80.0,74.27876868
167,-63.06720297,0.84074641,82.79229,82.76913,89.0,81.64145085,89.0,81.64145085,91.0,83.64212375
168,-63.35638195,0.44234853,36.93464,37.96658,49.0,42.42344846,34.0,27.42344846,NaN,NaN
169,-63.79381784,0.0739779,56.56808,56.672,63.0,57.63650735,69.0,63.63650735,59.0,53.63650735
170,-63.39919548,0.86818481,1081.558,1081.979,1091.0,1084.3068121,1085.0,1078.3068121,1088.0,1081.30751767
171,-63.37034215,0.61879709,NaN,NaN,50.0,43.36400011,37.0,30.36400011,NaN,NaN
172,-63.93439454,0.07700688,58.3982,59.15377,64.0,58.97724205,61.0,55.97724205,64.0,58.97724205
173,-63.19890157,0.92844117,769.4684,772.4071,775.0,767.86975196,781.0,773.86975196,NaN,NaN
174,-63.34509445,0.93139088,1351.648,1351.258,1361.0,1354.16625492,1343.0,1336.16625492,NaN,NaN
175,-63.57819764,0.13542117,52.18034,52.42776,56.0,50.09085019,51.0,45.09085019,56.0,50.09085019
176,-63.56903868,0.80308506,70.56459,69.2909,78.0,71.69703287,64.0,57.69703287,78.0,71.69703287
177,-63.64277271,0.19890009,54.69606,54.32386,57.0,51.19757347,52.0,46.19757347,59.0,53.19757347
178,-63.83941971,0.14494922,55.79779,59.12992,67.0,61.69651105,56.0,50.69651105,60.0,54.69651105
179,-63.17822818,0.0018215,48.34451,48.82161,58.0,51.29415717,60.0,53.29415717,NaN,NaN
180,-63.31093897,0.57303327,42.80766,41.92674,49.0,42.26117569,39.0,32.26117569,NaN,NaN
181,-63.31004374,0.80022031,79.35988,79.44335,84.0,77.15304322,99.0,92.15304322,NaN,NaN
182,-63.64940737,0.61321946,51.18662,50.1404,60.0,53.9704097,46.0,39.9704097,59.0,52.97055995
183,-63.78343313,0.70909347,71.94571,70.96737,80.0,74.2175024,74.0,68.2175024,79.0,73.21765737
184,-63.26775927,0.53094844,40.35856,39.75149,46.0,39.19155427,35.0,28.19155427,NaN,NaN
185,-63.96008839,0.88532438,83.36248,82.36918,86.0,80.51680937,80.0,74.51680937,91.0,85.51697312
186,-63.70992182,0.74762692,44.98724,49.34299,60.0,54.03222262,74.0,68.03222262,65.0,59.03237126
187,-63.2327385,0.89967847,765.8632,760.9229,777.0,769.95085254,759.0,751.95085254,NaN,NaN
188,-63.41252299,0.77804805,62.45846,63.26605,68.0,61.37669448,66.0,59.37669448,73.0,66.3774085
189,-63.55749731,0.13136335,51.08236,52.11357,56.0,50.04595942,65.0,59.04595942,57.0,51.04613809
190,-63.07744816,0.48659065,33.95681,32.86227,39.0,31.81925038,34.0,26.81925038,40.0,32.81994896
191,-63.20116724,0.80583401,670.395,669.9974,678.0,670.92729617,677.0,669.92729617,NaN,NaN
192,-63.95987085,0.82842652,72.36395,74.74072,83.0,77.54985562,76.0,70.54985562,81.0,75.55002052
193,-63.34908994,0.35607047,30.74426,32.11385,41.0,34.45371419,35.0,28.45371419,NaN,NaN
194,-63.53794674,0.83767941,72.13123,72.479,78.0,71.61343593,55.0,48.61343593,81.0,74.61357149
195,-63.64129893,0.69424289,53.2351,54.3991,66.0,59.90950837,62.0,55.90950837,NaN,NaN
196,-63.07180882,0.79227852,65.74572,65.23525,72.0,64.6714522,80.0,72.6714522,72.0,64.67201
197,-63.98411357,0.18174766,37.11443,39.68493,54.0,49.02472949,55.0,50.02472949,47.0,42.02472949
198,-63.37510409,0.00855981,52.02388,53.94965,58.0,51.71715412,58.0,51.71715412,NaN,NaN
199,-63.94942739,0.15544532,52.98399,52.78203,58.0,52.95756779,68.0,62.95756779,56.0,50.95756779
200,-63.48538949,0.732652,62.10503,60.83286,69.0,62.55234161,53.0,46.55234161,71.0,64.55306957
201,-63.93500036,0.85021916,86.31296,87.59304,94.0,88.47992787,89.0,83.47992787,95.0,89.480723
202,-63.18459251,0.82021484,289.2617,285.3675,298.0,290.88711127,272.0,264.88711127,NaN,NaN
203,-63.47620803,0.69590708,55.85114,55.9359,63.0,56.55095706,53.0,46.55095706,64.0,57.55154991
204,-63.63403704,0.62995689,49.01778,49.03285,62.0,55.92765896,51.0,44.92765896,59.0,52.92780754
205,-63.93043282,0.71599464,66.33734,67.97508,74.0,68.54886952,65.0,59.54886952,76.0,70.54903518
206,-63.33539324,0.34283277,32.60509,32.11313,43.0,36.4311665,51.0,44.4311665,NaN,NaN
207,-63.04748889,0.81849151,63.07431,63.18289,74.0,66.61186412,79.0,71.61186412,NaN,NaN
208,-63.83394026,0.51156672,46.94821,50.30744,57.0,51.44747146,61.0,55.44747146,51.0,45.44763874
209,-63.20521553,0.98201265,688.9926,694.3539,713.0,705.85924738,707.0,699.85924738,NaN,NaN
210,-63.62655332,0.87204667,79.35121,77.96439,82.0,75.78597261,75.0,68.78597261,86.0,79.78611242
211,-63.61335479,0.58751662,38.49757,40.49026,50.0,43.90447182,42.0,35.90447182,51.0,44.90508491
212,-63.85854374,0.7894505,65.82488,65.97803,73.0,67.34156615,68.0,62.34156615,74.0,68.34156615
213,-63.49416529,0.07725431,50.21982,51.00941,55.0,48.93782883,75.0,68.93782883,NaN,NaN
214,-63.74681681,0.87807077,73.26321,72.9269,81.0,75.04421109,75.0,69.04421109,81.0,75.04421109
215,-63.26097134,0.27545825,41.43468,38.37071,47.0,40.3092227,35.0,28.3092227,49.0,42.30981295
216,-63.56848586,0.84627306,71.39037,71.84205,76.0,69.67437226,74.0,67.67437226,80.0,73.6745093
217,-63.03839226,0.75217192,61.55732,61.57581,71.0,63.62159787,72.0,64.62159787,NaN,NaN
218,-63.429655,0.3668327,35.11002,35.05219,49.0,42.62192664,37.0,30.62192664,NaN,NaN
219,-63.29025964,0.772089,70.67925,70.47791,84.0,77.12503244,96.0,89.12503244,NaN,NaN
220,-63.40155837,0.74109464,58.3126,59.30724,65.0,58.37140764,66.0,59.37140764,68.0,61.37153937
221,-63.66730043,0.639588,57.32961,54.33258,65.0,58.99555938,59.0,52.99555938,66.0,59.99632566
222,-63.30594959,0.94141722,1050.616,1053.669,1062.0,1055.08142494,1028.0,1021.08142494,NaN,NaN
223,-63.21330113,0.93017831,870.358,870.881,878.0,870.89825108,850.0,842.89825108,873.0,865.89837018
224,-63.26696629,0.31284773,29.86458,30.41353,43.0,36.301737,33.0,26.301737,41.0,34.30232638
225,-63.80061506,0.20818297,50.9999,50.57026,59.0,53.56098528,50.0,44.56098528,55.0,49.56098528
226,-63.72396697,0.54186847,45.23678,45.86825,57.0,51.17744664,51.0,45.17744664,52.0,46.17760504
227,-63.67308089,0.33595462,38.44201,38.0629,43.0,37.18198497,43.0,37.18198497,44.0,38.18261991
228,-63.39929469,0.35821034,36.24489,36.55207,45.0,38.56038209,38.0,31.56038209,NaN,NaN
229,-63.06084855,0.8449736,74.54363,74.403,81.0,73.62747069,94.0,86.62747069,84.0,76.62814289
230,-63.54868141,0.46637123,47.6749,48.00037,58.0,51.82742948,53.0,46.82742948,58.0,51.8281944
231,-63.8310142,0.2728536,40.09299,39.38625,48.0,42.59018111,25.0,19.59018111,44.0,38.59018111
232,-63.78845952,0.28724457,44.34719,44.37474,46.0,40.48026213,56.0,50.48026213,49.0,43.48026213
233,-63.97382078,0.22373597,49.06159,50.40128,61.0,55.9695274,50.0,44.9695274,58.0,52.9695274
234,-63.72171983,0.47864819,51.99976,52.07845,59.0,53.20825536,53.0,47.20825536,60.0,54.20888807
235,-63.61383053,0.02352965,44.36801,44.29374,53.0,47.2473315,38.0,32.2473315,51.0,45.2473315
236,-63.05023024,0.22401563,33.32804,34.4427,42.0,34.89606389,39.0,31.89606389,NaN,NaN
237,-63.88600721,0.23896502,46.87064,47.11463,53.0,47.74460993,52.0,46.74460993,50.0,44.74460993
238,-63.19534284,0.02354653,52.00885,51.18139,58.0,51.31728105,46.0,39.31728105,NaN,NaN
239,-63.87885017,0.49194972,54.71041,54.22789,59.0,53.56399903,57.0,51.56399903,59.0,53.56399903
240,-63.78473116,0.85101457,63.88278,63.45158,71.0,65.14194588,74.0,68.14194588,71.0,65.14271197
241,-63.96232499,0.05988459,51.53762,52.65285,58.0,53.05986283,54.0,49.05986283,58.0,53.05986283
242,-63.51945322,0.29059508,52.49174,53.08836,57.0,50.86258469,56.0,49.86258469,61.0,54.86320274
243,-63.5143949,0.2732509,53.62629,52.65867,58.0,51.861776,62.0,55.861776,59.0,52.861776
244,-63.19410218,0.99811579,635.7123,633.0284,660.0,652.83003985,653.0,645.83003985,NaN,NaN
245,-63.71308435,0.3457959,36.88456,37.47693,40.0,34.26767328,36.0,30.26767328,44.0,38.26848265
246,-63.61451844,0.86601876,71.73457,71.70618,78.0,71.76276688,60.0,53.76276688,NaN,NaN
247,-63.37281528,0.33693456,34.09492,33.96421,46.0,39.51496417,38.0,31.51496417,NaN,NaN
248,-63.7110489,0.57342317,55.21233,55.43026,63.0,57.13020579,44.0,38.13020579,64.0,58.13020579
249,-63.49770727,0.28162549,48.31643,49.11685,54.0,47.81967987,69.0,62.81967987,NaN,NaN
250,-63.09476371,0.32640252,33.664,34.21187,44.0,36.93430659,39.0,31.93430659,43.0,35.93487976
251,-63.79305726,0.98627312,80.43185,80.77643,89.0,83.0873505,88.0,82.0873505,88.0,82.08810585
252,-63.70253066,0.62098433,52.59703,52.5217,63.0,57.08429722,53.0,47.08429722,60.0,54.0850718
253,-63.47579905,0.86922503,99.65836,102.9898,111.0,104.46660659,124.0,117.46660659,110.0,103.46673806
254,-63.38867144,0.47787811,37.06074,36.85281,46.0,39.47385152,53.0,46.47385152,NaN,NaN
255,-63.03536804,0.51527762,46.08198,45.76634,54.0,46.72053841,64.0,56.72053841,NaN,NaN
