,aster30_wgs84_SantaCatarina,aster30_slope_SantaCatarina
174,373.16860186,23.01476
175,23.09371325,4.262479
176,12.9177915,1.049265
177,18.9649049,7.179173
178,51.23086238,19.51451
179,13.64483801,4.485598
180,245.33196071,31.13953
181,21.74717658,5.982924
182,481.17868535,17.00685
183,737.59021612,10.97691
184,11.53162209,1.395345
185,897.46842805,27.90325
186,16.00871747,3.296022
187,122.37816927,21.78454
188,642.64323425,16.73692
189,836.46975341,6.99465
190,776.76137363,9.023203
191,279.06535368,11.30328
192,642.35030275,19.58197
193,700.38397055,31.58552
194,91.4085956,31.5666
195,917.45282628,25.47532
196,22.396653,5.405912
197,39.63145915,4.605143
198,600.72988497,4.578526
199,13.13765752,2.472003
200,852.57307777,25.15864
201,187.29052488,20.48971
202,965.14219905,23.36737
203,12.04077332,3.033098
204,193.62416203,17.02818
205,435.65944917,35.57977
206,14.19178981,2.801293
207,806.44115816,14.83901
208,872.59953274,28.57913
209,10.33859064,1.649189
210,13.10901075,3.15877
211,10.05244624,0.7454147
212,1042.39633293,18.07937
213,301.37799004,15.50957
214,237.70832026,11.59815
215,36.38300163,9.372744
216,222.57986636,12.43886
217,25.75257171,4.025599
218,583.22975351,24.76022
219,6.07088792,NaN
220,21.54005689,0.8137233
221,56.66158476,29.94342
222,326.19730978,21.24017
223,10.11151956,4.500911
224,495.63907518,15.05692
225,19.29976289,6.570251
226,322.4093316,21.50908
227,241.64342755,15.94659
228,485.48303506,20.32377
229,29.54098144,5.507013
230,16.00759902,3.943989
231,23.09062508,7.297062
232,183.96117619,21.32779
233,685.63645816,16.49339
234,400.45314711,19.33181
235,143.51735727,22.26665
236,60.60285524,12.68569
237,36.61326974,3.871026
238,845.40515178,24.86073
239,10.6861369,1.955205
240,481.7198424,20.29095
241,126.09098417,16.33226
242,59.1839709,9.077769
243,135.97098235,33.57934
244,313.6250308,16.56063
245,27.77259148,14.73952
246,74.9655532,19.82537
247,25.63557648,11.39437
248,13.16171205,0.8255732
249,179.73409896,24.14397
250,106.82444941,20.69237
251,221.50980661,25.13762
252,382.7204133,23.07863
253,505.6151795,29.32683
254,573.48767514,23.48119
255,103.35498365,14.60902
256,331.51730542,17.4403
257,19.61933151,26.37218
258,71.32298861,26.77649
259,17.01146641,10.87868
260,494.40201384,7.578309
261,188.53907963,30.54711
262,681.10819405,33.19287
263,198.65321109,3.495702
264,500.28276614,15.27695
265,683.57000016,23.68727
266,471.38261832,25.44053
267,13.33002831,8.151872
268,724.41661632,16.99655
269,18.38150005,1.068578
270,10.9062681,3.473892
271,13.1073933,3.295499
272,28.12817418,7.071183
273,318.51919255,16.08905
274,126.11533147,5.043909
275,651.42595205,13.21501
276,13.61707848,7.647283
277,216.25624292,20.82125
278,401.18507188,20.87934
279,752.44372101,26.08648
280,19.02844522,14.18688
281,9.06294788,9.205021
282,12.86628275,3.469569
283,102.3408003,21.12804
284,486.38054191,18.19655
285,10.18935239,6.940513
286,237.65536844,4.505126
287,142.67643782,24.04358
288,143.6631127,8.941447
289,223.55960536,26.33282
290,5.19985398,4.031479
291,21.04799671,19.83239
292,201.72881541,6.328948
293,771.73791722,8.125854
294,816.79257418,21.67599
295,385.78583031,21.77806
296,234.94857367,21.07478
297,691.51953683,9.431162
298,603.55334025,26.59338
299,9.92907958,3.753524
300,10.13696978,1.636762
301,9.24760019,7.263596
302,7.71516677,6.139295
303,42.22617815,22.56456
304,603.71315459,14.91736
305,409.55195923,21.09384
306,8.0229188,4.156891
307,77.17118124,23.93211
308,441.12258261,3.936029
309,543.35606177,21.2012
310,501.71282815,18.26148
311,9.94588253,1.490557
312,216.61826812,14.27518
313,49.17659696,21.2599
314,336.50573852,7.065697
315,268.48712106,10.01676
316,5.3703987,0.4650421
317,212.64231873,29.37791
318,306.63155304,4.18239
319,447.46341082,14.83644
320,884.42097819,22.00415
321,251.64477891,10.8199
322,118.71974303,19.69993
323,255.07338855,16.54105
324,403.49188245,25.26151
325,303.61074151,18.48531
326,974.42011671,6.144568
327,696.57521675,32.97066
328,9.57599543,1.192349
329,59.41874505,16.48219
330,136.41189372,33.18536
331,362.38596896,24.85512
332,145.31484979,18.97879
333,509.61688196,18.19909
334,161.52630648,28.11744
335,204.14314169,30.19407
336,39.5997075,4.70444
337,27.64537522,7.274647
338,170.48165594,13.256
339,830.75431868,17.72352
340,380.30136506,17.46431
341,118.73249151,8.013345
342,374.00265202,22.46917
343,33.59525416,6.371827
344,61.33801971,13.72963
345,277.64174325,20.52622
346,736.77674783,23.56883
347,448.78417627,4.232139
348,11.19995987,3.033288
349,12.18215902,1.752528
350,51.92445911,2.873197
351,597.68096911,27.2625
352,171.70853345,16.65981
353,431.14600509,14.35151
354,729.57356991,7.30093
355,594.6863377,3.648172
356,18.21883464,8.551982
357,321.55004211,10.20344
358,240.4269065,20.6234
359,90.71963105,10.18229
360,95.67019745,6.163456
361,381.47134506,23.57791
362,127.48504207,21.29187
363,15.88149832,9.031967
364,195.54581493,34.63175
365,281.6875641,12.62267
366,145.38868684,12.01483
367,172.26263317,10.45281
368,121.12787703,11.77591
369,325.67288871,26.82128
370,877.79598927,7.013784
371,24.55494191,9.117864
372,318.55540493,15.61895
373,13.49211486,5.390534
374,58.07759853,14.95474
375,882.47742249,26.69242
376,205.6857442,21.20801
377,177.5026451,11.32281
378,404.52028535,21.94163
379,15.25855278,3.0927
380,18.4774768,1.634182
381,345.37246279,23.84622
382,796.33333851,12.07211
383,40.91910068,5.848999
384,56.42930583,7.032068
385,198.26308311,14.42536
386,35.23433397,18.31382
387,13.57236257,1.489333
388,52.45988864,14.29761
389,40.54634178,5.336206
390,375.4184064,15.36578
391,40.89044353,1.806042
392,267.523682,17.57216
393,301.70774871,26.01058
394,16.74138599,6.358213
395,46.83661366,24.77467
396,13.36407761,2.97789
397,7.73679579,NaN
398,514.57433994,28.27031
399,127.2956912,2.44227
400,346.43882827,22.48833
401,170.09230161,6.607854
402,67.59592146,27.84975
403,1012.77164535,8.443317
404,15.28917319,9.549535
405,25.3503192,5.328556
406,8.40456763,1.053943
407,98.51132179,9.864819
408,523.71618045,17.39845
409,128.35424705,18.50035
410,463.47325965,7.32492
411,40.90586888,3.922324
412,26.38116126,8.696713
413,13.25492109,8.102664
414,292.56097627,21.95915
415,428.76348558,10.82238
416,1071.43451113,13.76207
417,15.19928883,1.649173
418,13.80631387,2.95681
419,6.38814716,0.7010149
420,904.64587411,13.87765
421,20.07589114,6.199018
422,22.70095292,NaN
423,59.07507127,22.98874
424,226.36755325,4.077083
425,822.34248022,13.71449
426,275.82253286,27.50396
427,461.14261126,24.71003
428,38.68724547,16.13646
429,72.61748022,16.89667
430,703.49999339,19.30471
431,234.3023377,16.29828
432,294.68894622,4.975762
433,12.29532422,0.00131503
434,108.21136777,14.87409
435,194.37722192,25.97333
436,287.42485831,11.43134
437,710.31094206,16.52251
438,876.35731363,16.562
439,134.74730551,38.51675
440,483.77357561,7.107794
441,46.76715016,18.08224
442,25.98935098,2.872482
443,488.39570989,10.39823
444,297.36393684,18.22984
445,172.32224319,19.8822
446,835.60835293,22.50027
447,74.33214603,5.604902
448,296.44323373,25.82495
449,249.29702306,15.78605
450,254.61798187,27.09577
451,11.06026599,7.264127
452,241.76083273,6.973886
453,11.25824883,5.138029
454,415.13019486,22.70868
455,106.47472633,13.00957
456,64.83630234,15.89721
457,133.57897642,1.64341
458,247.44348162,11.01993
459,378.35654429,23.40574
460,124.39309653,23.37538
461,44.10529945,17.15943
462,508.60262711,20.44673
463,34.11700246,2.77472
464,600.71621343,17.07792
465,591.05743715,23.79441
466,366.36319294,24.63109
467,766.74301317,19.7968
468,585.7523846,24.57496
469,238.79138746,28.91417
470,299.50262749,18.03301
471,733.79366218,25.07996
472,355.82729507,19.83171
473,1012.57988144,16.05298
474,21.69889054,4.461341
475,163.28554575,14.91792
476,7.02197705,3.138633
477,14.0778581,2.095574
478,201.80367196,23.43175
479,60.17346703,9.451471
480,474.48653442,15.91766
481,191.35917918,16.28725
482,449.80489783,28.47221
483,382.48539484,19.41101
484,12.41417079,4.743435
485,30.50231449,7.310773
486,322.81452999,24.09366
487,293.64458942,10.20759
488,184.23966292,11.0249
489,14.54548112,4.81989
490,232.19231688,15.41131
491,16.42763993,5.590666
492,838.65419309,7.301714
493,16.21631103,1.807489
494,821.46374262,19.05788
495,251.12997239,6.223454
496,710.57689217,8.33322
497,114.3185651,22.70681
498,382.57026135,10.95111
499,298.49070673,14.35415
500,25.05222898,5.939959
501,369.41925907,10.08475
502,104.01221365,39.90927
503,281.54900531,19.76882
504,128.35876855,21.59126
505,236.37160146,12.62323
506,312.57998943,13.39859
507,86.92644014,25.21171
508,414.49965071,26.76057
509,403.72320438,22.48295
510,162.52255531,1.067572
511,141.74550534,37.11406
512,22.50867394,4.480417
513,203.51714066,2.138882
514,134.1639205,13.29198
515,137.25462921,18.31681
516,546.48591422,21.5159
517,11.51757947,0.3524849
518,88.5170869,10.61481
519,416.58510902,18.27974
520,606.66431808,20.26568
521,406.51005684,19.79275
522,744.80003318,22.14199
523,11.40640475,1.856758
524,94.83933722,23.95852
525,135.38318383,3.197535
526,326.2765,35.4135
527,23.41183937,3.254016
528,20.43124091,5.997296
529,107.53247745,24.44254
530,645.64977664,22.85573
531,47.9974818,25.85085
532,104.66169309,19.42217
533,47.02853788,11.54817
534,252.21811002,20.12775
535,75.94451237,23.28074
536,10.27064939,3.110588
537,31.38420022,14.19146
538,34.04191774,19.00539
539,470.44639949,10.10602
540,348.77357252,15.01671
541,253.26403254,15.65616
542,17.50324985,4.549428
543,282.03897681,23.51544
544,157.3067162,26.17103
545,673.64142209,12.05368
546,106.05359691,17.40855
547,733.40580288,13.64862
548,107.08869433,26.92971
549,11.83802765,0.7007481
550,219.79776172,19.75917
551,322.04737255,20.477
552,487.48412088,18.99831
553,20.93966353,7.217049
554,109.24352954,12.03498
555,76.06724004,14.60059
556,904.17985791,43.03199
557,10.9863874,0.8154913
558,649.11029425,28.44223
559,24.59812787,6.079133
560,247.830648,28.84826
561,13.03977139,5.635237
562,18.73218002,0.8128461
563,28.50584535,1.039751
564,468.6533347,34.4664
565,11.51050808,6.048599
566,632.34511787,17.63685
567,1000.55117716,10.09482
568,254.40486355,29.1572
569,684.75699019,33.98295
570,13.40218825,2.15537
571,102.25068147,18.11424
572,13.97108292,2.633127
573,678.72037341,9.146323
574,339.18978783,7.721048
575,49.20173581,3.749924
576,42.54899473,8.818246
577,46.44120822,13.10245
578,33.93665901,6.600596
579,183.95957415,16.50123
580,323.57962455,18.10667
581,72.47315986,9.424249
582,322.58821163,22.13779
583,494.392754,17.29597
584,14.45362152,3.576287
585,18.77259703,4.162939
586,490.45934953,10.49869
587,639.71320024,15.27827
588,177.44894071,25.16498
589,148.22647338,8.832377
590,14.44230543,3.835127
591,377.52311966,8.537424
592,217.66646609,19.84937
593,126.35489625,6.575305
594,12.53275657,4.678742
595,194.51468227,14.40123
596,493.19240349,21.51896
597,58.42982258,6.305325
598,134.10040456,28.01365
599,632.69172752,28.82536
600,424.79829549,4.397003
601,10.91713401,2.888964
602,486.70569707,6.670744
603,738.7807485,19.76806
604,820.51278017,27.49715
605,501.18037105,14.45557
606,559.49258722,27.02304
607,11.95744357,2.467554
608,277.19415135,16.91839
609,158.27166622,23.51358
610,165.27664846,6.98482
611,692.28964717,12.30243
612,232.24660682,25.16884
613,429.56691322,4.894338
614,26.91704902,17.6275
615,10.07273135,0.3487217
616,83.39490971,10.69862
617,647.62821359,11.64291
618,12.1056723,1.069491
619,13.54599579,6.659331
620,227.30507502,20.0834
621,765.75277284,10.50809
622,106.73867481,19.07272
623,11.40077651,5.072304
624,214.70563958,29.16038
625,291.77283569,21.4228
626,128.17496013,22.70759
627,106.78965499,32.67594
628,602.69668789,18.10332
629,760.73483865,6.314024
630,343.18788189,16.91865
631,21.40998308,3.506414
632,14.97345104,4.160851
633,813.70334106,12.10973
634,213.75936049,26.17808
635,5.05592959,10.33837
636,102.71603852,20.92341
637,12.0434074,2.872545
638,142.88778087,28.08706
639,107.76379417,23.31484
640,325.195162,13.61342
641,175.24662946,22.16158
642,421.53998019,10.11762
643,15.76863941,6.24068
644,150.30317848,9.976873
645,471.61770924,19.91383
646,352.53579547,7.956377
647,20.94141217,3.152107
648,38.56239896,12.56894
649,307.48050821,21.51519
650,425.63789436,23.31948
651,10.149756,6.032388
652,427.79566461,1.932887
653,9.69350953,5.260489
654,340.21662162,17.44652
655,279.13734085,24.15143
656,397.58143594,3.403533
657,66.37919343,24.35752
658,192.16916278,18.5259
659,10.08355176,3.62704
660,115.71114748,34.62439
661,460.57329089,21.29138
662,15.0946398,7.337255
663,436.7590077,10.34838
664,11.48781244,3.486857
665,535.69653236,10.77615
666,88.57534326,12.9253
667,27.16096251,4.880758
668,19.17097084,4.897362
669,464.47275174,21.32252
670,107.21579748,11.00329
671,744.42731234,4.935936
672,357.76530233,16.75606
673,100.54379584,7.846692
674,279.58670158,24.81948
675,31.24125339,7.178076
676,239.13193211,24.09421
677,14.1579749,7.322166
678,733.52746995,8.639205
679,79.3654605,14.13337
680,314.24159167,31.78399
681,17.07998802,5.590901
682,168.77769016,14.0672
683,595.37426436,7.978271
684,233.79940185,16.55685
685,286.4094249,16.47381
686,645.40727299,23.94354
687,12.0273928,4.481251
688,4.08094395,1.191983
689,10.13635291,2.973526
690,554.82145637,9.838171
691,25.13665203,10.43426
692,22.00645096,5.908287
693,308.65060865,33.48937
694,140.31448143,25.66
695,777.16890487,24.95017
696,8.98999357,4.105278
697,522.5409846,7.741966
698,11.48184671,0.5283649
699,22.46894839,5.600873
700,750.24176997,21.83318
701,645.69311455,18.41302
702,57.21584893,13.06699
703,188.28134093,20.03048
704,168.30970207,5.589291
705,268.51983057,30.26276
706,82.56656508,3.782302
707,320.4243512,5.699643
708,7.44655708,1.749081
709,781.78420629,7.032373
710,177.7020647,19.00363
711,21.1568419,14.55624
712,198.48814088,25.93189
713,349.74992352,8.435357
714,301.73267424,29.64415
715,74.32416858,20.33045
716,626.76629736,6.956045
717,557.32337017,25.99137
718,12.07144074,5.342638
719,214.11772335,20.10028
720,22.64677703,7.639699
721,17.91667028,7.269377
722,502.58651931,6.514187
723,17.5059494,2.107221
724,10.75812487,4.032179
725,108.79020719,7.601135
726,12.22063143,2.628872
727,422.56006093,11.72573
728,26.68102901,12.98939
729,82.66570513,NaN
730,383.58386299,14.85531
731,580.20161228,42.16299
732,30.24541667,6.373972
733,508.6266589,8.030767
734,24.08546674,7.270648
735,9.60048647,1.492035
736,36.75796119,6.028929
737,599.28782733,25.20732
738,131.53064314,21.13648
739,915.77679319,9.282174
740,823.4641787,29.9185
741,672.80789298,33.32743
742,10.9128099,5.05244
743,807.56900355,16.44399
744,691.33689606,15.2925
745,648.04708159,33.55167
746,57.59433414,14.54241
747,50.6241026,9.942558
748,791.50438173,6.807326
749,194.93176523,13.48973
750,136.62744899,23.80656
751,392.52890445,12.61225
752,326.27645472,16.72545
753,12.48295978,1.754543
754,55.70754698,13.74947
755,10.17355854,6.865253
756,428.49067413,8.748995
757,65.52060777,6.262035
758,16.64313394,1.558153
759,808.22600275,15.16048
760,394.02975412,26.54988
761,8.28820948,2.442571
762,7.0635415,2.447324
763,5.82736405,1.40042
764,6.3786313,5.206866
765,23.55807313,5.919425
766,322.57053559,5.913769
767,455.55349426,25.95934
768,379.5481217,24.06034
769,1099.49127185,14.16775
770,724.46178569,16.25151
771,789.44443636,34.07043
772,294.28838348,13.26235
773,69.50641642,4.656069
774,14.24271259,2.471276
775,17.25381455,0.6998766
776,210.23902582,18.62923
777,615.42079659,27.30519
778,450.4862987,23.55546
779,16.39874469,4.503764
780,576.68273377,16.98352
781,22.21915824,13.67794
782,946.42220664,18.52623
783,60.91557053,18.95807
784,388.24096639,24.22156
785,21.33877624,0.7002896
786,73.1318119,23.84192
787,168.71843342,22.08344
788,15.5225947,6.370246
789,538.67074863,12.03805
790,161.63135399,26.2316
791,682.78404208,2.141699
792,21.01675658,5.195315
793,546.72015262,19.80322
794,9.52750139,4.025897
795,13.00321856,4.78976
796,17.8842194,2.350008
797,55.28279653,22.67922
798,144.10723019,19.91609
799,755.71971821,19.2783
800,175.44208672,26.20746
801,458.77020455,7.70176
802,622.63571156,15.02586
803,254.14200824,18.49016
804,268.26544409,18.47546
805,865.46203747,13.32938
806,70.75564074,30.5195
807,29.74300106,15.86441
808,189.35942045,12.36749
809,33.74419567,4.547454
810,193.32066686,35.52873
811,121.33383439,24.23558
812,103.01948161,23.79308
813,271.50339094,7.198638
814,420.26532879,17.33701
815,683.34666256,33.57141
816,784.77223275,16.94075
817,206.56360964,44.70586
818,369.54120431,16.35404
819,13.59310638,3.425861
820,21.99318295,7.23214
821,19.19868578,5.255471
822,171.77403204,8.869322
823,460.45193086,16.69279
824,150.81088524,22.97281
825,302.16863452,21.80037
826,185.00173748,17.02649
827,23.42472385,3.147934
828,19.69787044,1.860883
829,93.97858561,19.98852
830,140.23807297,9.116637
831,12.93147124,4.678084
832,26.79867202,3.288413
833,11.36426318,0.745331
834,422.44576525,23.18958
835,521.64754617,10.47804
836,94.26313021,16.47788
837,116.14325065,5.090001
838,32.99750898,11.00897
839,455.64989776,17.09047
840,145.41347509,16.186
841,68.36242211,16.90464
842,20.56976629,1.932221
843,779.65907604,25.99749
844,262.69725666,14.31299
845,119.00547379,3.249113
846,12.48145369,2.980954
847,14.05384634,1.490059
848,30.8170732,2.673466
849,9.75580521,2.509033
850,137.23586537,29.65316
851,12.74536821,5.392213
852,20.61070838,1.744746
853,202.31598866,17.48398
854,752.05995215,11.71661
855,18.43682027,4.430118
856,273.33545133,16.36441
857,189.2497694,10.06146
858,473.60282063,12.05774
859,299.6936556,24.94641
860,10.57892452,2.470686
861,8.05734637,1.857791
862,104.73706158,9.620854
863,11.30613382,3.150561
864,20.48553462,8.435996
865,108.63971911,5.974747
866,413.49321644,15.08707
867,97.64996584,17.02046
868,412.53349507,2.610518
869,28.03144749,3.999197
870,60.71805778,14.61852
871,90.55532267,10.73837
872,659.50789261,28.13939
873,8.41136663,3.495307
874,13.49321243,0.7039376
875,36.43517093,4.309204
876,409.1984567,28.95492
877,13.46687389,3.539214
878,1198.55136731,22.94207
879,55.40534425,31.49763
880,776.36108073,13.9726
881,936.57044229,12.61288
882,453.40828824,10.86926
883,29.55589848,18.90735
884,91.43707465,25.26616
885,145.33542414,15.8828
886,412.45891117,11.0067
887,512.49864512,11.30669
888,98.23174232,5.780778
889,408.53072822,39.11733
890,791.75206712,32.74368
891,489.53150946,13.8748
892,136.4554106,5.705928
893,24.20578705,19.8103
894,223.13229501,24.80922
895,467.76836408,28.03349
896,106.92031429,16.65959
897,217.96384991,22.13586
898,87.56873005,16.92085
899,502.27672201,21.77961
900,21.18181265,3.441048
901,283.58997193,24.56356
902,904.51164604,24.38057
903,800.79375934,26.51194
904,149.59303697,12.66302
905,218.50311145,28.20374
906,164.96725669,22.83926
907,42.05784651,7.926702
908,628.46907478,15.66707
909,90.50969198,16.89168
910,1173.46970219,5.533511
911,575.60438775,23.27996
912,193.47193745,6.249914
913,395.28847806,23.30918
914,258.66078175,11.39984
915,18.15400909,5.405473
916,527.51712192,15.2287
917,18.69368086,1.4908
918,9.48834702,0.8224417
919,13.89814914,4.265477
920,876.36126184,18.55074
921,136.74615149,22.57201
922,740.65233523,9.694059
923,108.67865259,21.36604
924,15.82084904,1.836313
925,30.59333743,10.86687
926,387.60830061,21.55491
927,15.24857354,1.139208
928,12.2160423,5.63686
929,10.93331539,2.089422
930,613.39628198,19.47083
931,14.48853632,1.857493
932,427.54113468,8.733977
933,94.08130503,29.95741
934,273.776249,4.694937
935,573.71641222,17.86919
936,504.41747898,22.7301
937,85.7432076,12.46042
938,626.15952637,25.19821
939,138.45754838,10.67153
940,96.10794834,21.41404
941,12.65814461,4.41956
942,48.11882957,10.19779
943,573.60821836,16.32797
944,140.11640684,13.99395
945,8.9799347,2.471399
946,140.32917484,21.5093
947,647.80138115,28.15426
948,919.39378225,27.57752
949,6.80794398,3.463042
950,11.92041998,0.8218009
951,8.10122033,4.202364
952,34.02826144,13.45417
953,18.21140908,5.898754
954,45.85585777,10.24214
955,837.57530064,8.96072
956,443.27933021,10.50581
957,142.42557338,16.39962
958,757.60022621,27.69305
959,691.60054318,18.81067
960,35.40915901,12.6274
961,668.424731,14.31137
962,53.91117595,7.292555
963,208.32081299,26.12226
964,872.71914597,9.48353
965,60.31237398,12.96321
966,123.21339467,21.69727
967,216.3355656,8.933509
968,34.78741942,NaN
969,593.3353949,23.15087
970,9.02825043,0.9307135
971,134.74242174,12.27182
972,188.49650214,23.22137
973,11.14628519,2.838504
974,22.32152717,16.09943
975,152.28591658,22.04758
976,609.73315416,17.70546
977,377.31348482,20.01851
978,912.41157812,5.227495
979,499.80456954,21.87305
980,534.63619711,15.98121
981,14.5876749,6.824437
982,509.72263137,20.53721
983,12.19890294,3.033163
984,654.32253402,15.98765
985,11.72797561,3.814653
986,231.69622872,14.55794
987,123.80874136,3.957984
988,259.65844338,25.26074
989,35.20865468,10.8166
990,218.50946537,13.83146
991,147.17615759,31.33328
992,87.42086516,27.12129
993,552.64577939,18.4872
994,612.23083291,15.00599
995,55.07623017,15.38
996,9.92240352,1.932261
997,162.59881757,14.17174
998,15.45305206,5.387093
999,540.28779005,18.89116
1000,163.30434232,25.29599
1001,303.6411691,6.569451
1002,564.59678573,17.6277
1003,624.39473613,36.63459
1004,11.66494806,2.109432
1005,308.35945444,21.82955
1006,14.60272434,3.159423
1007,129.02161438,13.84816
1008,76.44994598,15.84781
1009,10.2721367,6.455988
1010,144.24577069,13.36756
1011,476.76171515,10.297
1012,9.36500514,1.491529
1013,284.33988994,17.47967
1014,15.09771752,4.026399
1015,568.68711779,7.831344
1016,16.1890968,3.822218
1017,1043.52953503,3.403475
1018,19.35188928,7.216841
1019,40.71579574,2.504495
1020,19.11628457,4.935955
1021,723.63238358,12.06995
1022,460.38045814,26.73123
1023,41.17213647,21.48743
1024,96.06062957,6.568428
1025,18.98140322,3.868297
1026,81.09817056,20.09753
1027,257.8349794,12.81234
1028,91.28766149,10.99408
1029,7.04503832,3.486316
1030,439.74536399,19.86541
1031,173.1619617,24.21088
1032,496.30797205,16.23287
1033,9.88826348,0.3493497
1034,26.99467731,14.80479
1035,30.99621282,2.371903
1036,194.79138996,35.617
1037,241.29604898,24.78834
1038,413.44522898,21.28228
1039,7.11267209,2.570905
1040,174.77043173,16.06454
1041,4.75041058,1.403191
1042,191.59421528,12.32873
1043,131.30379585,13.94421
1044,791.50028569,12.6639
1045,169.6614403,16.2508
1046,614.68885776,17.61248
1047,642.5538922,15.47377
1048,720.52343789,24.73737
1049,110.21269836,10.91145
1050,21.03001774,1.192003
1051,421.7110985,15.46317
1052,33.69710127,4.437366
1053,53.4582445,2.107717
1054,9.69734773,2.086823
1055,299.19285508,27.84213
1056,28.24177516,9.769209
1057,450.13775291,28.87778
1058,13.02886171,1.402132
1059,419.3532801,23.01679
1060,140.66949391,7.976759
1061,55.57627063,6.557866
1062,112.59327261,15.50218
1063,456.55625552,33.37803
1064,23.46019694,7.159279
