,aster30_wgs84_SantaCatarina,aster30_slope_SantaCatarina
1813,19.31659404,5.978856
1814,604.38521184,22.9345
1815,198.69140783,5.643397
1816,238.06187359,6.364652
1817,11.04137149,2.674671
1818,51.15921662,19.30545
1819,43.14645088,1.14722
1820,15.8608602,4.970345
1821,584.7094885,11.32569
1822,399.53637891,19.79889
1823,373.22543162,21.1022
1824,80.42057515,16.62491
1825,841.40612584,29.47031
1826,434.59911835,18.1636
1827,217.20001724,33.56852
1828,371.39195311,36.0354
1829,653.50042534,23.06398
1830,405.57768959,27.09208
1831,904.37787796,14.20349
1832,83.64489662,15.04008
1833,484.32469974,4.025247
1834,10.14767123,3.778064
1835,354.47787328,17.21343
1836,817.46567345,24.37401
1837,373.34740162,20.92974
1838,130.8056681,10.6072
1839,277.7853459,23.87268
1840,14.95870631,3.861723
1841,79.76849788,12.36294
1842,631.60510572,11.79953
1843,538.60975606,16.51399
1844,151.13395516,19.70532
1845,101.47579128,10.06798
1846,7.87055711,3.474318
1847,89.70878382,21.81324
1848,56.20529594,4.258318
1849,13.36807534,0.4654834
1850,688.52998683,34.16507
1851,NaN,NaN
1852,166.22639636,25.65094
1853,80.69590368,7.937915
1854,569.5486354,10.01368
1855,150.49866132,6.549119
1856,438.69433746,21.08877
1857,8.4004577,3.614784
1858,30.1400895,3.81792
1859,36.82013014,3.295058
1860,7.82345034,1.048431
1861,56.49121748,8.384927
1862,17.45691079,0.3504904
1863,10.43782139,4.223398
1864,104.65899286,14.96189
1865,454.34763229,23.20213
1866,528.82386434,23.41887
1867,14.43333853,6.357173
1868,304.1358525,21.6606
1869,896.44440431,19.81535
1870,844.59654222,16.45238
1871,44.70600482,10.29407
1872,791.75522671,10.54799
1873,51.38172111,3.93166
1874,410.51840159,25.72741
1875,142.23677454,23.37036
1876,506.36262994,13.65748
1877,121.96943292,11.22502
1878,32.39563101,5.976019
1879,148.24916349,17.46889
1880,76.99140523,9.314892
1881,1038.39079757,42.53261
1882,13.85918532,10.22391
1883,493.60802542,13.29452
1884,18.45022872,1.488206
1885,25.52398566,3.608705
1886,10.063576,4.667157
1887,1138.54619664,9.663088
1888,700.74903391,19.97669
1889,450.31702395,20.67013
1890,535.42078629,23.1716
1891,667.16239143,22.94029
1892,15.74747753,5.392603
1893,13.1420794,3.782799
1894,860.39180267,33.49247
1895,14.99138347,9.283653
1896,118.52330513,17.25002
1897,217.72789479,19.56319
1898,397.56519595,28.42263
1899,542.46698752,23.60131
1900,21.03107319,16.98442
1901,26.91270856,2.383702
1902,8.0424537,3.130163
1903,118.72909034,36.57132
1904,407.56335114,22.00473
1905,1226.53227502,8.161388
1906,255.61832987,22.75518
1907,25.05613383,2.949955
1908,285.40820522,9.320575
1909,1077.49777748,24.20683
1910,18.11509731,11.30927
1911,712.54358287,23.0467
1912,17.92072135,3.032975
1913,19.65211443,2.67422
1914,87.79154464,15.9644
1915,173.84243882,28.6506
1916,523.47331876,31.95093
1917,248.76911712,34.09161
1918,294.43131974,23.12522
1919,673.35041132,18.86041
1920,718.51521697,20.38061
1921,134.36618823,14.34734
1922,119.68489004,35.75755
1923,95.11694847,16.35126
1924,38.11840445,7.671683
1925,514.80230573,22.66375
1926,35.75465538,4.847177
1927,11.5601311,4.092851
1928,390.59616467,3.152016
1929,619.4583549,9.671844
1930,28.63732049,2.783407
1931,526.3527436,8.152226
1932,136.32701043,19.98847
1933,550.54804144,33.69244
1934,82.74494547,12.80964
1935,12.19027671,2.966984
1936,325.58077494,14.35413
1937,151.33181221,18.30538
1938,106.57344907,24.42545
1939,79.06262584,10.19039
1940,89.41632914,26.85584
1941,786.7749992,25.08157
1942,15.19566604,2.674595
1943,47.99538325,9.99684
1944,619.66603312,19.35311
1945,332.73381521,14.38773
1946,102.64220607,13.50341
1947,489.72879233,9.981845
1948,12.89438144,2.168986
1949,450.65081692,7.040205
1950,823.37872954,32.60086
1951,755.74635521,12.24768
1952,122.2527026,12.58462
1953,316.33015157,18.92957
1954,27.62136784,10.96921
1955,14.95608058,6.053212
1956,9.03088853,1.649171
1957,877.49930133,8.942549
1958,189.71964752,26.79309
1959,50.84037458,3.911804
1960,707.53025341,11.72754
1961,11.02818995,6.059291
1962,175.67688365,7.744594
1963,24.20626018,17.70146
1964,139.52016415,14.63501
1965,348.66364889,15.92141
1966,78.44528017,9.530856
1967,526.43230257,28.43903
1968,16.25731234,4.534037
1969,16.32586142,8.977921
1970,42.91637491,14.67806
1971,41.30994949,8.872231
1972,10.89957784,3.295837
1973,343.63795535,31.7324
1974,77.66844708,12.09107
1975,11.15439345,2.152874
1976,267.25163301,20.00082
1977,39.63976172,7.87832
1978,20.18220602,3.202568
1979,565.22952881,26.22192
1980,294.2446287,27.62431
1981,75.28536129,25.86994
1982,469.62553087,29.57869
1983,13.03636283,2.80441
1984,61.19373939,25.09225
1985,169.29961892,13.87319
1986,191.13016442,28.08297
1987,801.65003016,14.3615
1988,160.66137363,27.48088
1989,9.27889857,3.862405
1990,280.79156136,21.94809
1991,97.50201809,17.54666
1992,205.54019673,29.85329
1993,7.10136074,2.61475
1994,9.50213738,1.153079
1995,108.29259954,6.337141
1996,NaN,NaN
1997,266.55204036,7.66717
1998,38.2178996,7.485072
1999,460.54574152,22.75519
2000,151.64289302,8.869884
2001,482.47462417,26.11252
2002,19.06034714,1.826823
2003,160.48890204,11.99679
2004,42.59310499,10.60672
2005,13.09580361,2.97215
2006,832.51458217,15.79665
2007,613.58062653,14.87331
2008,68.0797811,10.27518
2009,423.35042804,13.00959
2010,366.64043874,15.99453
2011,85.29180416,19.36876
2012,10.9012941,NaN
2013,569.5434342,24.44033
2014,15.13579975,3.863526
2015,33.59766435,27.75589
2016,571.67655483,8.025648
2017,125.49429448,12.33653
2018,35.10027668,28.55745
2019,381.1709796,24.34758
2020,78.83422302,6.37676
2021,556.67167212,18.16532
2022,163.30111194,12.21473
2023,320.64084706,27.08114
2024,31.27321689,3.812252
2025,411.37050694,14.73182
2026,401.01154667,19.14865
2027,719.68244308,18.86847
2028,NaN,NaN
2029,278.15046095,13.63569
2030,343.46044121,25.42649
2031,304.12391703,34.30987
2032,348.7146852,20.99618
2033,676.57828836,2.789683
2034,13.15821816,5.262519
2035,729.64800904,19.04427
2036,291.52816886,16.58611
2037,131.25059224,8.665915
2038,355.25192121,13.9725
2039,13.00493217,6.22589
2040,726.52705001,8.927874
2041,113.45058054,7.972932
2042,387.82385843,12.74858
2043,41.68942588,1.807724
2044,12.78814273,5.538716
2045,192.95810947,13.2495
2046,20.71802453,1.489781
2047,632.65532915,23.30105
2048,383.02344723,24.17111
2049,6.08370393,1.066874
2050,177.63949858,16.02864
2051,14.11156747,14.40943
2052,11.39815435,2.466976
2053,534.71215433,24.37506
2054,676.58117091,19.72779
2055,318.45117708,26.23286
2056,425.2668668,10.36153
2057,7.92995554,3.722023
2058,221.99635244,13.22458
2059,50.95559751,18.96993
2060,12.15444031,6.483662
2061,179.28451881,13.42244
2062,128.23607162,18.38826
2063,147.68998196,9.349929
2064,220.68071301,16.45615
2065,13.58361166,4.593263
2066,239.28322065,16.50013
2067,220.30370212,33.31984
2068,76.24547142,16.50888
2069,441.63631577,29.3987
2070,43.49920959,7.480465
2071,874.26604666,11.58719
2072,120.03491684,8.650268
2073,7.92410114,0.5220893
2074,284.13084894,25.77322
2075,397.07951832,17.25492
2076,455.30177091,16.56605
2077,34.72146178,16.43246
2078,12.56615899,2.874847
2079,184.46609585,27.94409
2080,57.55396459,10.44616
2081,69.11437389,18.97022
2082,215.12085129,11.56272
2083,16.42236257,2.136785
2084,242.02588898,16.3298
2085,210.82132506,16.62379
2086,18.57438023,6.906686
2087,176.69759564,14.64567
2088,239.20483216,16.93212
2089,54.40231634,14.77607
2090,250.33057644,22.3272
2091,11.02325181,2.570807
2092,53.55717111,18.73441
2093,218.67743226,8.270658
2094,106.26089355,28.76851
2095,118.83551754,13.29163
2096,38.23397619,6.90078
2097,50.34785943,3.754307
2098,83.40714493,15.20027
2099,252.54601276,2.235268
2100,36.45054012,10.46423
2101,12.24735468,0.4654498
2102,774.43878422,10.43966
2103,56.40167041,19.19982
2104,140.5037913,7.040024
2105,159.09830585,22.78981
2106,279.00960625,21.13402
2107,564.45884332,9.732983
2108,399.59312316,18.30632
2109,8.81315246,5.805531
2110,120.38254516,13.84501
2111,12.06080624,2.964515
2112,28.65110358,4.506423
2113,711.5488394,25.6068
2114,888.5698273,6.67921
2115,50.80062815,7.713026
2116,30.22016912,9.183115
2117,89.8411031,16.2478
2118,534.70868259,23.64464
2119,623.7691162,27.73688
2120,753.65392559,16.61005
2121,238.43329332,18.8818
2122,41.55133048,5.956516
2123,27.02485661,5.079407
2124,569.099047,15.19508
2125,691.80394556,24.54045
2126,457.66578279,20.89357
2127,97.15383044,24.19382
2128,21.13334484,4.462126
2129,74.53922321,12.31238
2130,355.80380949,16.88942
2131,6.06674544,1.627835
2132,11.89248562,5.203825
2133,698.42124982,21.54609
2134,48.66363054,16.48499
2135,467.11892678,9.71036
2136,13.0488423,3.487946
2137,333.13260221,7.688412
2138,591.27204943,11.21643
2139,309.20700129,5.20601
2140,11.59943214,3.253727
2141,345.48185103,26.99098
2142,614.67508909,11.96402
2143,488.26406253,5.562352
2144,102.15664909,5.578475
2145,213.29443273,18.96187
2146,19.72335369,4.771908
2147,34.95163802,27.75553
2148,249.25597242,21.00105
2149,61.36709163,4.672157
2150,30.12201554,1.489154
2151,65.24196483,5.565938
2152,604.68212157,9.840705
2153,330.68383943,28.24611
2154,102.11218749,31.11094
2155,15.05790458,2.382698
2156,454.39689863,28.25206
2157,335.27793235,11.8535
2158,496.69322841,14.48084
2159,360.01456547,24.10841
2160,921.4364249,16.96442
2161,100.64068475,27.87115
2162,691.59147763,11.83468
2163,24.57735963,3.478024
2164,16.28417456,1.0531
2165,27.51605756,1.049555
2166,11.82751177,7.942719
2167,55.28558426,19.18526
2168,177.66066769,9.011841
2169,176.40399417,27.54574
2170,27.57481205,16.14675
2171,640.421795,24.03484
2172,287.36516158,27.46266
2173,9.80801699,0.8191205
2174,458.13004288,23.07373
2175,960.41286547,33.02087
2176,153.47943221,21.78403
2177,15.23932702,5.196497
2178,63.75192951,17.8264
2179,91.26582945,7.814495
2180,812.51665956,20.91709
2181,14.69736965,9.882071
2182,860.76243221,22.41901
2183,101.10688287,19.44078
2184,8.88009872,3.5898
2185,69.93518854,8.976686
2186,122.95559164,3.180669
2187,338.56939783,24.10945
2188,33.0283032,8.496576
2189,28.58322736,5.044339
2190,117.11985063,12.14017
2191,10.57230066,4.873064
2192,11.56676393,2.676676
2193,649.8145332,27.05861
2194,11.0979944,5.654182
2195,394.5466621,14.65461
2196,12.16947183,2.436527
2197,33.72783499,5.204542
2198,415.34255925,16.98779
2199,23.12651841,2.892983
2200,267.91260922,24.33985
2201,15.15116171,10.47738
2202,60.11257729,15.8366
2203,94.10255255,16.67476
2204,62.43382944,18.59564
2205,225.49956256,9.310428
2206,744.6594546,40.06749
2207,265.672205,13.47771
2208,16.18522502,1.964965
2209,57.52703864,5.095798
2210,35.40710857,5.043365
2211,170.57526096,32.66607
2212,217.28742607,14.16937
2213,71.42934167,15.21409
2214,15.45430896,2.108769
2215,531.18747566,12.53224
2216,552.46583811,21.61676
2217,269.50853029,12.11901
2218,62.17662799,27.98815
2219,66.52160134,13.28588
2220,86.01986683,11.96616
2221,23.70368698,10.4815
2222,826.60267151,26.11989
2223,601.04526048,37.97016
2224,271.95087134,22.12214
2225,113.55221375,29.9843
2226,701.56576723,17.02613
2227,132.15168978,14.13613
2228,9.73451284,1.144774
2229,13.93262186,2.101507
2230,8.06745887,0.9307154
2231,448.76624012,16.61696
2232,10.36472927,4.269638
2233,260.71192054,9.178068
2234,601.20306738,27.76592
2235,323.66455019,20.08671
2236,215.35729426,13.90322
2237,133.40868942,18.96707
2238,355.55010624,22.92417
2239,16.00939031,1.808503
2240,324.7842122,11.34809
2241,173.66328923,24.35385
2242,10.01614718,2.611444
2243,81.39311485,14.75262
2244,173.5022898,18.96203
2245,454.46190207,19.87284
2246,424.06409874,30.4258
2247,478.76270469,20.48099
2248,16.83407482,5.315567
2249,17.88018408,0.7015537
2250,471.69453155,17.64574
2251,15.88068245,3.291876
2252,24.10960846,11.77138
2253,133.33758085,13.86387
2254,593.6747435,7.21657
2255,324.84338831,19.24588
2256,32.1011413,18.43643
2257,126.33168758,13.0771
2258,898.56574294,24.72084
2259,24.32799068,6.874027
2260,13.20795046,5.690268
2261,168.77002372,13.97224
2262,9.18155042,4.177827
2263,9.06286226,1.401956
2264,334.67383908,14.87514
2265,817.41993095,18.63873
2266,19.26957701,2.097526
2267,44.54115274,11.1608
2268,15.09116129,2.130404
2269,799.59364895,12.02909
2270,14.95330505,5.781489
2271,495.41374164,13.95226
2272,322.99529733,26.96267
2273,98.44427097,9.588915
2274,40.10069657,13.40595
2275,29.09426266,1.489856
2276,177.34418412,27.04335
2277,143.2035598,18.64384
2278,387.22092579,10.81696
2279,446.58460804,23.47424
2280,9.16200583,1.149021
2281,10.21024563,4.161048
2282,581.51904117,28.86537
2283,71.67899957,15.31348
2284,498.39740308,14.55435
2285,566.4367801,8.409918
2286,11.41649283,2.808913
2287,9.97807335,0.00141773
2288,378.46805147,29.11248
2289,90.83963207,3.495774
2290,672.43145588,27.60597
2291,72.5074939,32.38713
2292,693.6816932,16.887
2293,237.45205173,33.51447
2294,8.01051464,5.574854
2295,795.41399769,24.41585
2296,24.74497384,3.957772
2297,64.70459067,5.450253
2298,939.40258339,33.31415
2299,31.44494504,11.34987
2300,97.15324111,5.33927
2301,500.38398953,24.00676
2302,57.62849674,9.85045
2303,613.40179309,26.07939
2304,345.59340165,12.71437
2305,66.4889656,10.67108
2306,14.56878537,0.350427
2307,177.01822405,9.704947
2308,53.18060439,18.89045
2309,339.21064441,20.45549
2310,466.37486061,18.79213
2311,227.82978462,13.22242
2312,206.75564628,13.28902
2313,71.51973003,21.01203
2314,241.6883713,13.18714
2315,66.66526516,13.46465
2316,1019.41847629,15.3001
2317,188.60360195,2.132404
2318,9.93322761,2.96501
2319,15.72729661,5.44825
2320,485.10748059,12.71446
2321,14.17485263,2.142349
2322,39.45716247,5.890393
2323,934.3731828,8.338815
2324,16.0241089,3.593698
2325,368.25792541,29.39511
2326,14.55995095,5.923564
2327,613.30699263,13.47568
2328,75.27987374,13.95443
2329,92.26019217,18.58835
2330,135.47317947,13.97907
2331,375.36278689,34.43384
2332,35.37402752,17.79334
2333,1037.45302678,19.19018
2334,401.38901139,15.76803
2335,733.65766429,13.65699
2336,10.69046581,5.363649
2337,490.6236703,24.59763
2338,55.80683061,22.71447
2339,483.11615807,24.58867
2340,455.56015646,9.263379
2341,14.34101303,1.808876
2342,486.54716623,16.36225
2343,37.19877019,21.37292
2344,26.5577436,10.42546
2345,131.95526077,10.38477
2346,428.71709472,28.82797
2347,309.51200372,9.29405
2348,662.54830638,27.8693
2349,852.60452416,18.29987
2350,29.30196991,5.887167
2351,79.7866886,19.30797
2352,495.79343948,14.95296
2353,16.44555346,3.158338
2354,178.63408088,21.11242
2355,432.78282454,28.47001
2356,87.76448672,21.01128
2357,131.24277221,17.57789
2358,131.7112597,16.78699
2359,136.09099503,11.95282
2360,14.09183384,2.455393
2361,228.51817955,16.38032
2362,237.83111075,23.73725
2363,720.42446151,9.898777
2364,785.75981992,21.23694
2365,409.95602269,11.39582
2366,171.4429163,11.75991
2367,282.50013229,21.28485
2368,519.6574919,10.7076
2369,472.57578123,29.42071
2370,75.31891428,11.42614
2371,883.42365457,10.0487
2372,39.75072634,11.88743
2373,100.41288371,15.44831
2374,209.58878839,14.19524
2375,137.54859628,11.35145
2376,105.87837051,25.00733
2377,219.71851848,20.47281
2378,706.43480969,27.31179
2379,160.07196703,22.11363
2380,368.44525099,10.34556
2381,11.64976368,9.918658
2382,344.5619738,20.58089
2383,343.60708642,16.61983
2384,331.69302245,17.18741
2385,1010.43690287,17.15329
2386,669.70967074,24.16413
2387,316.59255081,10.08264
2388,127.33636933,13.74052
2389,927.41474389,15.13582
2390,230.2265087,12.81549
2391,12.5150974,3.91933
2392,74.38071864,14.73562
2393,8.04831203,1.192534
2394,71.07689213,5.56606
2395,144.79442925,27.93082
2396,33.55900413,6.472172
2397,143.70162858,4.665366
2398,642.4097154,17.52644
2399,304.49922351,24.22622
2400,9.41630773,4.481353
2401,37.47412229,13.78501
2402,396.37485359,14.98004
2403,9.89210118,4.073009
2404,20.02653252,14.47096
2405,675.44180947,24.18453
2406,387.77114319,28.82067
2407,460.39856392,5.601934
2408,933.47049596,29.72563
2409,119.2213871,20.07374
2410,73.13769313,12.36959
2411,236.54971793,22.36153
2412,231.04568575,27.10207
2413,51.83053098,22.05031
2414,7.13903553,5.649824
2415,12.2054293,1.490277
2416,545.65518129,16.62305
2417,94.83451512,17.17361
2418,785.49548737,14.64566
2419,17.08870518,5.803201
2420,13.99943595,1.066921
2421,491.49450075,16.56596
2422,797.43355282,22.13868
2423,6.09389195,2.29604
2424,858.50116623,11.40311
2425,336.49045854,27.71644
2426,258.83458232,19.6263
2427,760.45023605,9.010139
2428,356.96384742,8.231713
2429,552.57772717,23.57338
2430,149.20354709,18.04992
2431,789.47596938,7.840399
2432,20.61073257,2.853736
2433,422.81136777,2.430653
2434,58.33029251,6.229617
2435,9.09324413,3.295051
2436,269.842896,19.03122
2437,15.42414558,4.481098
2438,29.22181052,13.0981
2439,7.04128986,0.4654564
2440,140.34996766,11.92425
2441,20.12331918,6.032729
2442,118.20724032,15.85557
2443,139.33572836,11.88933
2444,50.08033109,6.341153
2445,9.03298473,1.806147
2446,91.64580542,7.66855
2447,29.10034246,6.720938
2448,67.46296632,5.557588
2449,68.52611269,25.3755
2450,22.20534799,6.663583
2451,19.67683183,3.160562
2452,198.62480978,10.66894
2453,150.25268243,14.8536
2454,31.06677786,5.895161
2455,700.57769665,27.69885
2456,281.08782011,21.48085
2457,11.00814647,2.454205
2458,117.64395203,8.61162
2459,100.64697135,18.84176
2460,414.82084151,9.622203
2461,807.35537428,18.73848
2462,12.07879043,3.495761
2463,141.7620931,23.13471
2464,286.11781907,21.63378
2465,780.42213858,12.00363
2466,265.21389974,18.5193
2467,555.44481162,16.26987
2468,499.60025763,10.71106
2469,10.60635775,7.159023
2470,534.39045475,17.21647
2471,695.35232156,8.696317
2472,228.43165181,4.757895
2473,202.60410404,12.95564
2474,46.16372777,17.74722
2475,38.75629747,1.834536
2476,916.44094249,19.93399
2477,481.73640024,28.51761
2478,478.76006544,10.1479
2479,346.50162029,8.422501
2480,938.48153177,23.53156
2481,241.64831338,22.97015
2482,11.15173906,2.107208
2483,42.45798073,0.5209186
2484,96.13358524,20.51828
2485,16.12611634,1.490434
2486,514.56042679,21.37512
2487,100.68749799,11.59393
2488,503.51758641,15.175
2489,355.25863928,35.38468
2490,21.09519454,12.36027
2491,449.49839659,17.91168
2492,690.39372051,10.35873
2493,73.18812412,24.68722
2494,462.50975942,28.79719
2495,417.82601403,24.35246
2496,65.0716004,14.63913
2497,20.52552695,4.419545
2498,922.72879725,5.089312
2499,52.11874876,2.571112
2500,70.65535946,17.52592
2501,249.49461575,22.55097
2502,458.49860018,14.66585
2503,64.300722,15.10013
2504,778.80423075,10.32153
2505,113.76275466,22.95522
2506,300.92870974,9.733451
2507,595.67990299,8.204105
2508,283.38572814,23.24248
2509,267.23723313,22.71725
2510,719.76939105,33.19081
2511,406.47807704,12.3649
2512,18.36287888,1.335556
2513,18.56203825,1.142011
2514,252.72873275,16.53587
2515,72.45975984,14.37244
2516,191.28336269,14.28773
2517,12.91487934,3.303268
2518,396.4541238,13.14426
2519,48.233135,6.454142
2520,128.11707516,0.9305518
2521,17.5965839,0.8145854
2522,16.21366567,2.141548
2523,484.79706507,18.52016
2524,271.09167274,21.91586
2525,1044.53900183,22.02093
2526,459.17614115,14.75329
2527,99.56549228,17.81901
2528,44.3802636,11.76896
2529,152.31084111,12.19157
2530,25.518523,1.489348
2531,298.30999599,11.61031
2532,9.71256299,2.507557
2533,49.99960076,20.26213
2534,829.64844744,26.9547
2535,9.01976687,2.085699
2536,263.64857888,27.32006
2537,89.80958855,21.53353
2538,NaN,NaN
2539,70.84440393,25.8583
2540,13.23524867,12.22108
2541,480.62359903,14.54239
2542,11.96286224,0.5253195
2543,110.04035595,8.029754
2544,264.67410232,21.32078
2545,83.43211316,11.13653
2546,11.9379828,9.498168
2547,135.43768018,21.01233
2548,6.18373155,1.746015
2549,194.40700884,9.991424
2550,187.34716202,22.16141
2551,26.18778761,4.169344
2552,10.16892757,5.590128
2553,959.43886272,18.00358
2554,14.71435737,1.395672
2555,244.22810653,17.82048
2556,44.20812341,6.566392
2557,140.5010918,20.61056
2558,148.66552282,20.81427
2559,12.07765304,5.315308
2560,26.95962721,1.809215
2561,9.39778176,2.875251
2562,39.01888098,15.52273
2563,39.52108718,6.896149
2564,272.28641182,22.57666
2565,75.54170538,24.15596
2566,634.47170299,16.93689
2567,161.22862752,20.68571
2568,482.60745149,19.98913
2569,783.46842489,13.64395
2570,14.04337962,2.17594
2571,98.16954537,14.9706
2572,149.57072023,25.13585
2573,117.73421479,14.66652
2574,179.29654263,16.68372
2575,23.23902827,14.67619
2576,110.17797583,22.38114
2577,351.12629519,21.07336
2578,31.66903689,9.032071
2579,35.75464964,5.98067
2580,10.4058651,3.253204
2581,1042.44300599,28.59552
2582,662.73892893,10.96852
2583,164.36240905,21.34273
2584,27.15897169,3.423908
2585,8.55618359,4.350266
2586,671.44077459,7.292677
2587,9.16978295,1.487195
2588,83.01992972,7.736485
2589,454.47557804,8.302988
2590,120.3756572,15.22503
2591,694.78351318,10.99838
2592,19.91408373,2.630689
2593,272.60091788,14.77676
2594,890.6026364,31.2802
2595,7.9814424,4.428876
2596,1122.55015005,16.88205
2597,11.39168642,1.746473
2598,717.33772142,24.29088
2599,163.46557686,15.63485
2600,63.85678767,12.09273
2601,616.55261891,10.61021
2602,95.10842526,19.46805
2603,344.13604849,28.41992
2604,98.64271259,13.53495
2605,676.38225534,11.59789
2606,10.07428233,5.131321
2607,502.56340504,14.62031
2608,115.22073517,8.38938
2609,20.06089993,9.996568
2610,17.1463402,4.858638
2611,356.49723809,19.61253
2612,15.09742505,2.900537
2613,13.9870898,2.091269
2614,16.06949524,4.291448
2615,12.02431013,2.095763
2616,94.5304958,18.02448
2617,25.93964868,9.04117
2618,573.67175089,20.33915
2619,62.18863904,12.46047
2620,856.70624108,13.96518
2621,31.97926186,11.30478
2622,126.61959521,17.0964
2623,400.49890383,20.31856
2624,14.20441456,12.01571
2625,695.68169526,26.03161
2626,75.02240559,6.840703
2627,900.55117514,7.039972
2628,9.36560855,0.7454773
2629,9.41901583,2.299311
2630,66.68390983,9.673945
2631,160.56386775,23.44208
2632,4.77368614,0.3489027
2633,274.15016434,11.51785
2634,21.38360759,7.602331
2635,297.11333266,15.82177
2636,8.98921097,2.375476
2637,148.61322921,25.3043
2638,8.47270772,1.150571
2639,105.47352297,31.29767
2640,21.10566003,14.26578
2641,314.60579186,17.12425
2642,496.65807062,10.96388
2643,533.5768457,9.297702
2644,973.62828507,5.600627
2645,232.66796473,20.24426
2646,625.41917513,1.067522
2647,64.21130298,25.86019
2648,174.58906783,8.787668
2649,928.37820203,8.907195
2650,105.25915899,26.02785
2651,NaN,NaN
2652,239.83119382,24.01624
2653,710.38486784,13.88667
2654,570.44564478,26.32127
2655,17.74007815,3.464481
2656,372.94485436,23.03502
2657,76.42334371,7.42182
2658,276.32675409,19.99264
2659,59.36811932,9.017267
2660,854.76546322,27.02542
2661,28.49992931,5.699897
2662,452.80908375,15.4645
2663,14.6679846,1.838551
2664,82.49633206,16.97759
2665,10.91984673,3.769733
2666,291.46538234,16.8838
2667,141.19253381,9.113755
2668,257.24430753,6.568826
2669,329.16349713,20.25001
2670,419.57292153,24.47424
2671,61.07528059,15.29679
2672,489.72145802,7.435151
2673,313.6172857,33.14982
2674,562.59966868,17.50191
2675,395.58260778,16.91494
2676,929.28428842,18.2419
2677,94.68035782,20.72126
2678,355.63888828,20.29173
2679,208.12373534,7.02908
2680,409.57578393,8.103634
2681,419.32256909,20.6676
2682,124.59568869,20.84753
2683,34.54442065,13.30166
2684,266.17729151,15.06505
2685,113.20500682,23.45561
2686,75.8638447,26.4133
2687,429.66292294,22.17699
2688,646.57977785,8.333294
2689,48.78319971,25.47739
2690,394.66181132,11.03628
2691,586.67830341,3.55739
2692,158.27119916,21.24285
2693,413.32740164,18.91379
2694,82.73307556,20.1925
2695,25.4556945,7.539008
2696,57.72098658,30.18967
2697,10.06586901,1.643552
2698,226.55010303,16.51012
2699,314.83600254,19.17175
2700,346.65822758,9.655879
2701,154.79322288,27.08148
2702,555.40438969,17.22473
2703,80.34372128,13.47715
2704,448.54279261,4.348538
2705,740.46013783,26.90911
2706,703.70399644,7.700953
2707,21.71621393,4.159664
2708,134.63398784,17.17387
2709,484.73903286,13.12195
2710,384.9988052,21.89854
2711,282.65812782,2.954808
2712,271.69494173,11.7623
2713,751.74537693,12.02985
2714,114.33317815,13.20122
2715,33.88840946,15.89119
2716,22.54405687,4.160177
2717,357.77577959,22.69821
2718,209.56439397,23.97606
2719,432.6402421,17.853
2720,107.39186708,18.96145
2721,19.04968592,5.390563
2722,250.61344512,16.89672
2723,184.65323675,19.61434
2724,196.59279079,19.98197
2725,756.42605173,6.394514
2726,221.77114093,15.24288
2727,122.32557587,6.412939
2728,98.45958171,20.54088
2729,89.63819236,13.25943
2730,107.18517937,13.99251
2731,47.53596076,7.14191
2732,241.43450306,10.10534
2733,181.33746299,18.62005
2734,208.24091641,6.116103
2735,785.7716762,18.01328
2736,396.3345182,8.286379
2737,9.0881783,4.846704
2738,12.83424879,10.60616
2739,257.76092834,26.89148
2740,79.35613616,10.87032
2741,766.3433526,12.50498
2742,56.61967998,14.03259
2743,8.07495261,2.570702
2744,624.61559435,11.24054
2745,330.59949492,9.742684
2746,19.05675242,2.43622
2747,233.79156565,24.91733
2748,446.4379549,10.50843
2749,652.53623641,25.0447
2750,15.39782045,4.309656
2751,270.36533021,20.87318
2752,560.38345529,18.48984
2753,30.42532307,9.483908
2754,403.79841126,5.482907
2755,37.01192817,11.37671
2756,487.42843399,19.21164
2757,885.42537375,7.117876
2758,722.29055122,12.9486
2759,8.98478422,2.168614
2760,157.5305108,27.83733
2761,818.76097504,16.87671
2762,279.4503349,6.774284
2763,69.68778923,23.45473
2764,39.35552042,20.39841
2765,9.06964303,1.046647
2766,193.68390758,24.45201
2767,14.42278912,6.394514
2768,633.74593463,10.82055
2769,107.51752182,6.463196
2770,303.2002413,32.08086
2771,41.82395528,19.23206
2772,118.31075581,13.1922
2773,9.04258329,4.463971
2774,1178.2199202,5.889495
2775,9.10872616,1.046201
2776,15.17290191,2.870934
2777,335.541266,7.688527
2778,339.21549982,20.54984
2779,218.05495704,31.68264
2780,42.35191321,13.43502
2781,251.44913833,12.73835
2782,467.32203468,11.64717
2783,18.12286994,5.047094
2784,17.99271131,0.4654861
2785,14.17445974,3.561579
2786,1076.39205642,42.90248
2787,411.41542563,27.41768
2788,15.95834038,5.210218
2789,413.34520076,23.83014
2790,15.25401486,6.984692
2791,226.95505175,22.5595
2792,9.37599546,0.7451142
2793,25.31438156,10.60095
2794,280.89948856,8.471503
2795,43.45969364,2.464786
2796,64.38745156,3.496144
2797,512.68348441,30.64755
2798,354.70054502,38.29974
2799,121.18988092,13.33181
2800,10.87257707,1.649163
2801,20.50531125,1.563646
2802,54.36680143,13.10748
2803,130.00080871,17.61669
2804,413.39021268,18.74353
2805,1076.53782784,19.52049
2806,640.77065614,7.544544
2807,309.20548997,9.795836
2808,71.54916917,31.28869
2809,4.81732036,2.779089
