,tdx30_Barcelos,tdx30_slope_Barcelos
171,42.23993,2.066247
172,26.73604,2.16033
173,38.93321,0.8089929
174,45.65243,0.6397964
175,20.29462,0.8712806
176,29.2915,1.934055
177,36.25033,1.18185
178,24.44843,1.299123
179,13.88476,2.624835
180,42.88059,2.663096
181,39.91133,1.3869
182,43.78403,4.471803
183,33.22108,1.619651
184,24.59178,3.20009
185,40.25477,6.906723
186,43.84281,2.84246
187,24.17208,0.3389794
188,46.10271,1.985154
189,21.65672,0.7587377
190,46.39588,3.863081
191,42.54077,1.570931
192,49.13358,2.684557
193,44.86525,3.297173
194,26.60612,0.07556842
195,48.04889,1.736229
196,40.61024,4.616522
197,36.59724,1.7754
198,40.76491,2.336534
199,6.961083,NaN
200,49.24963,1.962164
201,51.55896,5.462286
202,39.09633,0.4070675
203,47.64739,1.566059
204,47.19184,0.2096548
205,52.7941,2.039534
206,18.47306,0.4353003
207,44.14853,1.996247
208,41.38428,0.6134862
209,36.59205,6.195751
210,32.64161,1.144397
211,42.66251,1.310293
212,49.80507,2.852753
213,38.92252,3.720651
214,50.37654,1.770019
215,45.89864,2.212818
216,33.56956,8.886501
217,45.1267,2.193047
218,45.0274,3.756399
219,43.30529,3.345788
220,49.03035,1.273455
221,49.2548,1.549798
222,28.40132,10.25201
223,40.77716,0.6935285
224,46.21343,1.594327
225,38.04625,0.621253
226,45.72421,0.6403537
227,34.45765,2.736999
228,42.87523,2.273499
229,38.52857,0.779897
230,35.38575,1.351839
231,26.12708,0.6891845
232,32.54599,0.2226534
233,33.10373,8.463632
234,44.91017,3.514742
235,17.93076,2.15403
236,45.96233,4.403458
237,35.81662,2.679098
238,13.38838,0.8202996
239,30.7507,3.699904
240,6.400915,11.6014
241,44.80288,1.084876
242,17.24796,0.9399952
243,16.47543,0.1813337
244,29.72069,10.07568
245,22.33956,4.028727
246,37.29794,0.8875593
247,43.8173,6.347269
248,45.70124,2.242574
249,17.05375,1.224437
250,45.19168,2.080637
251,33.69961,1.831068
252,45.76777,2.200621
253,43.35976,2.360703
254,44.60283,3.093435
255,43.11709,1.453356
256,36.74622,2.343538
257,16.62103,0.1100852
258,47.57148,0.3107095
259,30.09908,1.594447
260,46.34435,6.11379
261,43.64749,4.65057
262,44.54644,1.042327
263,45.35102,5.237931
264,27.95058,0.625893
265,43.91573,1.004274
266,44.53436,0.9543892
267,32.39366,6.373442
268,46.44159,1.172412
269,43.13447,2.215702
270,37.71762,2.655249
271,40.27259,2.587084
272,27.5287,1.572039
273,44.61653,0.3961346
274,45.20123,0.4476152
275,35.22655,5.089127
276,45.5768,1.825634
277,45.96775,3.789156
278,54.39566,4.084758
279,46.5961,0.4390933
280,25.78437,0.2765208
281,19.48429,0.3622415
282,NaN,NaN
283,41.69534,4.352687
284,18.46469,0.3034882
285,43.47948,4.750743
286,24.32893,2.850134
287,29.89653,0.1949305
288,47.4744,0.6227211
289,45.41224,1.823636
290,50.04956,1.759256
291,46.48324,0.9680245
292,29.90358,2.778386
293,13.36437,3.288717
294,40.88741,2.004474
295,33.80657,2.665054
296,20.1718,7.328478
297,45.60489,1.031221
298,45.13642,0.1022489
299,30.4322,0.2273294
300,47.90226,3.222544
301,44.95163,1.606873
302,13.43452,0.6971827
303,41.91721,1.870841
304,38.17363,3.267559
305,25.71638,6.309994
306,13.16802,1.435247
307,31.0101,1.037083
308,43.3061,2.851596
309,35.04768,2.02408
310,20.52461,1.087187
311,29.94465,0.1108092
312,40.57458,1.70357
313,20.81327,3.966778
314,45.67105,2.105086
315,30.33997,1.177193
316,43.97828,2.213483
317,18.79976,0.4376368
318,47.58136,2.994808
319,25.63479,3.321758
320,47.51236,3.745317
321,26.81392,8.999813
322,18.18105,0.07421094
323,27.65935,1.170984
324,20.99074,1.597222
325,33.64946,1.83968
326,21.53866,0.7569492
327,39.679,1.480219
328,35.34559,3.069601
329,47.23027,1.200174
330,46.28053,0.9530582
331,43.59369,3.248744
332,44.40484,1.533518
333,26.31421,1.264156
334,37.63292,1.515343
335,32.34003,7.831516
336,49.17185,1.931758
337,11.23822,0.5448357
338,49.02179,1.085706
339,40.71536,1.826602
340,44.06021,1.391766
341,24.13495,6.167713
342,42.73479,4.82023
343,37.31519,1.463655
344,45.17426,1.52902
345,49.75322,2.094224
346,50.95338,5.67628
347,34.35991,6.635336
348,40.18908,11.80718
349,42.18306,2.238981
350,39.63274,1.80804
351,27.21971,5.080878
352,40.82347,2.531403
353,28.40703,1.820616
354,26.01225,4.592422
355,49.73634,0.7951275
356,43.12262,5.595496
357,46.29928,2.393167
358,46.29476,2.217203
359,21.35871,0.1267607
360,46.60309,1.175429
361,20.45645,0.2013914
362,27.50695,3.537897
363,33.36712,0.6565506
364,32.72242,2.109126
365,19.68188,0.7526072
366,39.06116,1.689766
367,49.75766,1.409216
368,22.19342,3.165248
369,20.11875,0.5203401
370,18.405,0.2232993
371,23.43308,3.188488
372,38.33125,0.9196783
373,28.58585,4.871665
374,25.80796,0.3270791
375,35.74094,7.065111
376,47.12738,1.184727
377,39.90324,5.713266
378,NaN,NaN
379,35.46671,1.155164
380,46.70199,1.418065
381,25.52581,4.69769
382,42.13794,2.20386
383,32.28809,1.001903
384,33.98203,1.373664
385,21.13865,8.618792
386,19.42648,1.145958
387,45.20582,4.450195
388,29.66416,1.191469
389,38.4887,4.018244
390,43.27467,9.497313
391,18.79992,1.587219
392,37.8018,3.154898
393,43.88127,0.8877273
394,43.12927,3.912233
395,36.69969,2.145708
396,43.20158,0.347697
397,34.94062,6.264304
398,24.0937,0.5373889
399,28.74091,7.003234
400,27.87205,1.91499
401,45.86843,1.478191
402,50.82809,1.424611
403,47.96891,0.7173691
404,67.30244,3.595928
405,27.13402,1.045213
406,37.01144,4.66008
407,44.08728,4.474384
408,28.09236,5.869811
409,54.61205,0.9123436
410,48.43114,0.8212418
411,44.46411,1.40976
412,41.03893,0.7554322
413,29.1274,3.167897
414,30.61283,2.734362
415,41.16146,5.696722
416,28.63314,2.148553
417,42.66073,2.670409
418,35.21231,4.499562
419,44.22493,0.5115353
420,39.50819,1.07559
421,48.56504,1.228597
422,34.73024,0.7922828
423,18.28526,0.207695
424,44.29602,1.661357
425,45.27659,2.140079
426,41.56819,6.514206
427,26.31289,0.4225086
428,48.00927,2.847717
429,41.70925,4.753477
430,44.08837,0.6829151
431,39.15668,1.143914
432,44.12244,1.86805
433,18.79275,10.61029
434,47.9347,0.7745141
435,26.21317,0.4456372
436,26.95787,3.201263
437,20.77779,0.2994278
438,41.56826,1.615326
439,43.23294,1.951065
440,18.92087,0.1336634
441,22.0832,3.879785
442,49.4434,1.610036
443,49.73028,4.515213
444,48.61004,1.619784
445,27.79053,2.64432
446,39.98479,6.877116
447,16.69254,0.0553588
448,36.60073,1.461656
449,30.41924,1.914393
450,26.70706,3.826679
451,42.82191,2.334873
452,18.29761,2.681321
453,21.12224,0.7411118
454,44.56336,2.479198
455,29.55566,2.368671
456,23.32098,1.738236
457,41.34536,4.986429
458,27.82174,3.959307
459,49.87568,2.548926
460,47.72985,1.799156
461,46.68467,4.366913
462,49.08529,0.9415094
463,38.4312,1.535254
464,48.15935,2.66736
465,47.17703,3.348802
466,38.99644,1.07647
467,39.74378,1.046634
468,21.80812,1.312961
469,46.7477,0.964734
470,31.81717,1.82788
471,49.6656,0.6910579
472,30.10051,0.8767264
473,25.45585,7.586527
474,45.04948,1.413118
475,33.22084,6.134093
476,49.72235,1.816377
477,48.77858,0.9072395
478,28.8135,6.098489
479,46.44658,1.64543
480,40.78473,4.820914
481,38.84217,0.3855942
482,44.43695,1.348087
483,42.9474,2.146341
484,41.98083,9.146432
485,31.70401,0.2989891
486,22.34082,2.756137
487,46.17957,2.384161
488,47.99494,1.534082
489,45.32423,0.9495463
490,46.68093,0.788417
491,49.90564,1.789476
492,42.91962,0.9341533
493,18.23644,1.74779
494,47.27718,2.096039
495,20.97545,3.952051
496,3.976217,NaN
497,46.25788,4.301175
498,47.83144,1.791208
499,44.1036,8.899995
500,34.37765,1.007855
501,41.39848,2.105023
502,46.67204,1.857116
503,38.20387,1.15449
504,37.80318,1.079706
505,26.56572,1.063888
506,45.70686,2.138354
507,24.9088,2.874906
508,47.97103,6.474052
509,42.22337,3.72617
510,35.92878,2.57879
511,18.29943,0.3990886
512,37.93397,2.983906
513,45.65203,2.070882
514,42.66725,1.949503
515,20.77225,0.1879378
516,21.01842,0.4535524
517,48.73435,2.258909
518,46.2165,1.300626
519,43.72222,1.535582
520,17.93172,0.298312
521,47.43039,1.06012
522,17.6741,1.616881
523,43.74435,4.013921
524,41.18814,2.336494
525,35.81985,1.871835
526,43.34181,1.642379
527,29.9572,2.900407
528,34.2827,0.9351662
529,43.99823,2.524037
530,38.12911,1.654623
531,21.16974,0.2988017
532,18.34081,2.848506
533,45.8144,1.021201
534,45.82984,2.233131
535,45.13727,1.568786
536,46.77375,1.021806
537,44.59081,2.134218
538,19.72986,1.074253
539,41.11172,1.925824
540,38.43389,1.843702
541,41.4468,2.670802
542,39.36491,10.10044
543,43.72182,1.468533
544,46.14701,2.26181
545,41.65005,7.523901
546,42.82006,2.687081
547,28.58397,1.94295
548,44.98837,1.334496
549,18.21461,1.949281
550,40.27886,1.473556
551,43.2337,3.53615
552,47.64375,1.522066
553,43.26207,0.4693527
554,22.31683,0.8478377
555,46.56345,1.574803
556,36.21021,6.115269
557,43.89536,2.750131
558,46.28152,1.84825
559,48.04388,1.224707
560,40.62113,4.346794
561,45.44523,2.025287
562,16.59913,0.6728503
563,24.76142,6.328869
564,32.30891,5.544174
565,44.32485,0.1176004
566,46.08322,1.780376
567,43.88277,2.486961
568,47.21753,2.812675
569,32.33134,0.3714107
570,47.28392,5.397561
571,46.76085,0.06928056
572,22.9884,0.5619825
573,44.78852,1.922262
574,19.1324,0.08082835
575,NaN,NaN
576,44.92019,1.17284
577,45.71585,2.63772
578,23.06529,1.818507
579,49.305,1.664476
580,15.0766,6.451625
581,50.13124,1.818347
582,46.21992,2.811894
583,44.15625,5.156402
584,48.32881,2.516165
585,30.12568,4.510283
586,27.86337,2.140204
587,30.90286,1.09811
588,42.59518,5.166936
589,42.3269,2.510359
590,28.86357,1.387009
591,16.14399,20.21077
592,21.87679,4.052713
593,44.59333,2.517779
594,NaN,NaN
595,45.11392,2.575223
596,28.88527,0.4465312
597,30.2287,0.9058407
598,30.63095,3.802383
599,43.15115,1.355718
600,21.57887,1.373283
601,44.07636,0.2966342
602,44.99796,0.2033738
603,23.73785,11.03926
604,47.59086,1.418115
605,49.72575,1.007635
606,43.34708,3.433294
607,41.49504,6.375106
608,48.47264,1.93829
609,20.14844,0.02422745
610,38.37983,2.674667
611,41.74611,7.162916
612,29.96186,0.218607
613,41.32463,2.124887
614,45.16049,2.933877
615,43.43642,2.176381
616,21.12642,0.4270054
617,45.42732,0.7860889
618,35.93029,2.691073
619,9.693222,4.104509
620,26.90358,2.261332
621,43.33437,1.183208
622,29.37953,8.790466
623,37.86965,1.427719
624,36.65857,1.412755
625,24.85943,1.798928
626,32.20565,2.410734
627,46.47371,2.991383
628,31.34219,0.2835514
629,29.67159,2.719804
630,45.39621,2.465217
631,21.88342,1.062018
632,41.36159,2.214201
633,38.4108,3.143652
634,25.81598,0.9589255
635,38.39612,0.4587067
636,25.81324,2.224663
637,46.03886,1.869902
638,47.15769,1.341303
639,37.30502,10.26741
640,33.77635,1.888578
641,17.08235,0.1105519
642,51.53238,2.728821
643,22.72654,0.3452975
644,45.67708,2.679915
645,43.32409,2.814027
646,17.50474,0.6490539
647,38.76271,0.961755
648,34.78526,2.69452
649,39.5598,1.788161
650,43.56353,1.472081
651,41.53584,1.884349
652,48.7664,2.590171
653,22.5125,2.870867
654,22.02575,0.6868969
655,32.12991,4.977746
656,44.65477,2.168198
657,29.49577,4.050183
658,45.52996,1.36852
659,44.36325,0.679945
660,32.78963,5.301196
661,32.79443,3.920658
662,42.46714,2.38063
663,40.96243,2.70988
664,45.00523,4.539847
665,42.09825,1.984081
666,32.86107,4.255536
667,44.6781,0.1929744
668,42.98355,7.886212
669,46.39371,2.353508
670,44.52557,3.568812
671,14.93821,0.3685917
672,45.91616,1.241011
673,44.36796,2.783709
674,47.1529,0.9819603
675,39.46756,2.169446
676,43.47728,2.064318
677,44.27867,3.223793
678,24.62497,0.9337692
679,45.66871,4.194349
680,32.36954,3.322848
681,22.37311,2.698994
682,45.22097,2.1957
683,13.66542,15.2899
684,46.4896,2.406141
685,30.83148,2.173336
686,43.19072,0.7229481
687,30.20839,0.231882
688,36.16658,2.164212
689,48.78328,2.194273
690,50.86513,1.076168
691,44.97574,3.146076
692,43.72727,1.033959
693,49.7418,1.926504
694,46.6804,1.346233
695,28.11561,4.23321
696,36.10919,6.148748
697,33.36602,3.939352
698,20.8071,1.66585
699,40.422,2.226242
700,37.6404,1.735103
701,46.21595,1.417037
702,32.97437,1.790791
703,26.9732,0.2914774
704,42.04815,2.087811
705,42.28925,2.036877
706,43.32811,0.4192741
707,32.29176,10.82651
708,37.82296,0.8163685
709,41.6386,4.329065
710,49.4761,1.845572
711,18.97094,1.020535
712,25.63276,5.844707
713,46.74847,1.454836
714,23.15815,0.9011675
715,24.51607,0.4436853
716,24.71862,2.26602
717,18.06889,1.792551
718,39.07743,14.77033
719,20.15877,12.88427
720,41.75902,0.8040952
721,48.93795,1.176748
722,45.65929,2.320589
723,39.75838,1.23447
724,42.51952,1.315312
725,32.59038,1.15989
726,15.335,0.3181632
727,35.49121,1.529913
728,46.21785,1.074198
729,41.79201,1.548134
730,39.55172,4.413982
731,44.64702,1.402434
732,28.70994,0.6676359
733,42.19173,3.585372
734,47.68438,0.670671
735,25.9343,0.07250928
736,28.40689,1.51629
737,42.99202,1.52497
738,46.27804,1.974687
739,24.85451,2.295547
740,29.99886,2.096674
741,48.3624,2.676844
742,18.54452,0.5589301
743,43.5834,2.074435
744,42.18019,3.512888
745,45.03975,3.139899
746,36.232,0.9244405
747,27.3361,0.3945594
748,47.0263,1.618115
749,30.83999,2.678058
750,21.09663,2.134864
751,44.20944,2.902086
752,45.10754,0.4491246
753,45.28967,2.364096
754,41.9462,5.775662
755,44.18999,1.362202
756,46.25685,1.38583
757,30.77183,2.668192
758,46.21388,2.86135
759,43.11423,1.021249
760,23.05231,3.143792
761,42.95543,3.124264
762,43.60523,1.838777
763,45.34324,1.366798
764,36.61601,1.560313
765,47.35619,0.3382095
766,37.02966,8.927478
767,42.43034,2.14085
768,15.72777,1.028698
769,43.40318,3.178483
770,41.975,2.884318
771,15.87962,1.25418
772,42.77575,3.317109
773,45.48212,3.293888
774,29.95906,1.389426
775,18.59409,1.343106
776,39.88104,13.69003
777,43.58353,3.282447
778,45.08442,1.913652
779,43.19523,2.055972
780,43.22867,3.352854
781,43.41971,4.754591
782,43.0009,1.003799
783,40.93244,1.11215
784,20.25408,0.1266612
785,30.02925,1.216967
786,45.10625,6.495614
787,45.27396,0.351233
788,44.21344,2.932515
789,37.61244,1.894511
790,31.44689,1.665113
791,36.65518,7.380393
792,17.25404,0.3174464
793,18.91172,0.09990956
794,30.24176,2.22088
795,24.92748,0.08586331
796,48.90742,4.203905
797,46.90526,0.835006
798,45.7802,0.5274225
799,22.39814,3.588345
800,36.81807,3.018413
801,25.13093,1.225307
802,44.02019,4.995085
803,26.58916,3.098202
804,45.62936,4.6176
805,25.98985,0.1736964
806,48.25425,2.574713
807,40.39981,0.6723304
808,47.73083,6.834742
809,24.41429,3.008496
810,29.47799,0.749851
811,19.69043,0.2559834
812,46.89225,2.0796
813,47.96667,3.555349
814,48.24742,1.796326
815,48.02562,1.312468
816,25.66875,7.689985
817,36.68675,4.164792
818,44.89022,1.09708
819,48.91896,3.1814
820,48.35064,1.882
821,48.28021,0.6940374
822,47.63413,2.708889
823,22.49664,3.115104
824,39.12334,1.698382
825,49.88672,0.7103497
826,46.9888,16.56231
827,43.4537,0.971636
828,45.71667,0.6274071
829,45.81951,0.3757927
830,37.6683,1.201087
831,38.34454,0.8228582
832,28.48431,3.178759
833,20.70708,1.707943
834,50.21544,2.102042
835,49.205,0.8834052
836,34.80108,1.233446
837,47.28017,2.303182
838,36.61178,1.014187
839,47.08854,1.645445
840,49.14023,2.109187
841,48.7256,2.060271
842,24.03558,1.161165
843,42.76671,1.388844
844,19.97054,7.055544
845,43.28208,2.701042
846,42.38388,1.122243
847,25.01958,0.1619363
848,29.91083,1.45971
849,34.93713,1.333603
850,44.45551,1.838384
851,23.658,3.611935
852,48.38465,1.540729
853,47.66344,2.7771
854,46.18113,3.295092
855,46.72651,2.061044
856,41.72365,3.822455
857,22.16198,8.56667
858,24.91405,0.07010821
859,15.50091,NaN
860,45.7056,3.466402
861,20.02037,2.653544
862,46.02721,3.50428
863,34.38725,2.291196
864,27.06182,11.20287
865,48.59315,2.048188
866,46.02202,1.108507
867,51.43437,3.385211
868,26.08051,3.598423
869,28.85536,0.2997621
870,22.28267,16.6773
871,21.46542,1.182689
872,49.23835,1.55305
873,44.61177,3.718164
874,46.45816,2.333615
875,43.0895,1.385116
876,45.52044,0.9842612
877,30.45032,0.4613729
878,44.25586,2.327209
879,46.4267,3.596953
880,44.9459,5.08272
881,43.47496,3.286853
882,48.10691,3.09871
883,29.15412,3.171316
884,33.28463,1.005216
885,28.68039,4.282374
886,45.83857,0.9269485
887,39.30564,2.26617
888,31.79824,0.8960904
889,43.44597,4.584896
890,42.06846,1.674092
891,38.77239,1.046925
892,45.56217,1.802644
893,46.2753,1.765319
894,44.73387,5.302198
895,26.02608,4.335195
896,32.35515,2.262888
897,21.6084,1.052238
898,48.84386,1.659326
899,39.69819,0.6583896
900,44.09986,2.609254
901,37.60033,1.646026
902,45.60773,0.9834047
903,50.11646,2.418682
904,24.49355,1.128287
905,45.32048,2.35068
906,38.81713,2.196974
907,41.11203,5.088189
908,27.71843,10.32927
909,24.57835,13.08044
910,45.03711,2.301354
911,NaN,NaN
912,16.63362,1.097127
913,43.29693,1.075544
914,26.20515,2.448621
915,30.4094,2.22403
916,41.232,4.195585
917,48.03151,4.383416
918,28.62107,3.908779
919,45.57696,1.640798
920,45.30014,1.163788
921,27.14247,2.683884
922,49.64271,0.7788126
923,46.28354,1.747226
924,43.84614,2.068946
925,43.85772,3.103487
926,33.88265,3.578189
927,39.20293,6.09694
928,33.48172,2.814797
929,39.42942,7.139607
930,24.85171,6.084897
931,45.00051,2.590658
932,37.70896,0.7201483
933,51.98548,1.363571
934,25.8095,2.047
935,NaN,NaN
936,43.61604,3.019331
937,45.35869,3.737121
938,49.20308,2.50828
939,47.0674,1.684098
940,35.5169,0.678153
941,46.98378,5.353818
942,47.84662,1.484109
943,31.5054,1.881229
944,24.75842,0.3399175
945,46.53326,0.4943261
946,42.7876,3.179518
947,12.04784,NaN
948,39.23748,1.624013
949,46.20115,1.330287
950,41.32172,6.144778
951,46.80344,4.574567
952,50.16068,1.352788
953,39.0038,3.573523
954,46.12849,0.5801212
955,44.06164,1.313354
956,20.13823,0.4944622
957,20.18585,0.04397815
958,46.25595,1.640317
959,24.89578,1.109922
960,18.99406,0.9911146
961,46.65873,1.21355
962,42.13055,0.2149517
963,21.48913,0.1711579
964,16.02514,0.6234949
965,39.15216,1.490884
966,15.82153,0.620107
967,32.54628,0.9642834
968,31.2579,2.814406
969,39.21114,1.484265
970,43.76468,1.609268
971,42.23647,2.101977
972,36.53895,1.640533
973,38.35728,5.431376
974,26.25153,0.238636
975,47.92024,0.7316408
976,24.43163,2.546161
977,38.69872,1.001574
978,46.63164,1.955843
979,44.95053,2.67895
980,27.28893,0.05992737
981,39.60228,3.005182
982,37.51845,2.936629
983,46.0289,1.262334
984,41.69994,2.568317
985,25.7166,0.08384992
986,47.99383,1.305527
987,41.3863,2.342867
988,38.08235,1.673451
989,44.58871,3.242803
990,37.05156,3.776436
991,19.04075,0.5634019
992,33.1517,2.511395
993,30.65376,7.660826
994,26.55638,8.251207
995,45.23426,2.809569
996,20.96171,6.182423
997,41.55281,4.251244
998,26.91722,4.238515
999,42.42943,1.605077
1000,18.92904,3.545577
1001,29.16263,2.731993
1002,41.0946,4.803383
1003,51.06856,1.760476
1004,32.75419,2.503097
1005,16.87337,1.108135
1006,38.07449,3.86429
1007,44.66075,2.606218
1008,30.70648,4.898731
1009,47.44233,0.915051
1010,43.58118,3.828983
1011,43.76463,2.365311
1012,43.61942,2.383791
1013,48.92344,2.055788
1014,47.25764,0.658901
1015,46.57037,2.497457
1016,23.96791,12.67041
1017,27.37843,6.687486
1018,44.63914,0.9222236
1019,26.25203,0.07785919
1020,29.93142,0.2193777
1021,50.09047,2.262594
1022,29.68972,1.893875
1023,18.79695,0.1483685
1024,17.05178,2.680825
1025,18.36266,2.594136
1026,43.8803,0.2186561
1027,43.80486,2.553156
1028,47.28376,2.026941
1029,46.14648,1.040286
1030,32.19119,1.509311
1031,42.82302,1.340099
1032,46.13954,1.189493
1033,46.60704,8.15896
1034,41.32113,2.173825
1035,44.91149,2.329685
1036,22.95836,3.122294
1037,42.29891,1.115773
1038,45.05647,1.619276
1039,17.08049,0.413846
1040,41.23351,5.04942
1041,26.11564,9.193404
1042,21.03661,6.599717
1043,30.28434,1.865043
1044,40.08527,2.201586
1045,31.03022,2.006318
1046,32.97051,6.332432
1047,38.99287,0.5421555
1048,43.3546,2.569595
1049,46.39702,2.623946
1050,45.42018,3.715415
1051,39.9313,2.380342
1052,43.90648,0.9842861
1053,19.05528,5.409553
1054,45.13694,0.6151537
1055,39.24646,2.542839
1056,17.18511,6.351912
1057,34.82642,1.266191
1058,42.08765,3.359237
1059,27.31947,5.239309
1060,32.56429,1.217776
1061,45.79261,4.601308
1062,29.35542,1.425297
1063,41.77988,1.50472
1064,19.20881,1.562268
1065,44.84473,2.672318
1066,40.47417,0.7323517
1067,43.77055,1.874802
1068,45.77394,3.319696
1069,46.03275,1.244181
1070,46.9978,1.569962
1071,38.05064,2.976119
1072,50.35994,4.56401
1073,20.14491,0.8258446
1074,26.80698,0.5579661
1075,27.03209,10.98723
1076,47.70583,1.12227
1077,41.07369,8.267315
1078,41.119,6.406003
1079,47.60521,1.711506
1080,15.37325,1.479636
1081,40.78129,0.5402278
1082,21.18727,3.489461
1083,44.08204,1.977462
1084,49.27749,1.237264
1085,45.02892,0.5891719
1086,30.98919,1.840895
1087,44.91809,2.079705
1088,31.31083,2.837208
1089,25.24809,2.523295
1090,41.54376,4.03269
1091,46.81675,0.6879265
1092,21.0572,1.598842
1093,49.26459,0.6179582
1094,23.75134,5.218882
1095,47.29347,2.837315
1096,45.92237,4.229024
1097,46.37038,1.907046
1098,46.04339,2.138451
1099,48.33696,5.671571
1100,46.36379,0.9334683
1101,45.20942,5.706505
1102,39.1609,5.009574
1103,42.57044,5.338428
1104,45.4137,0.9182942
1105,22.95116,1.487328
1106,32.96273,3.651365
1107,36.95574,6.037772
1108,47.42809,0.8114288
1109,41.18557,3.382009
1110,26.47392,4.495872
1111,41.64144,1.778633
1112,24.25296,8.723816
1113,46.17835,1.783629
1114,46.59141,1.845293
1115,43.85764,2.902921
1116,27.97995,2.901203
1117,36.76545,4.074732
1118,14.19711,1.490332
1119,44.33222,1.030003
1120,45.78887,3.264199
1121,37.77213,0.5731002
1122,39.25982,0.7813171
1123,43.86078,4.021298
1124,37.89475,1.617645
1125,45.19739,1.047135
1126,38.24401,9.54757
1127,48.17265,2.778235
1128,48.03722,7.24497
1129,38.19535,7.571421
1130,38.29492,7.189294
1131,47.2017,1.176511
1132,42.34769,5.777978
1133,45.83545,3.414381
1134,23.08981,3.117779
1135,26.66792,10.94029
