,tdx12_Iporanga,tdx12_slope_Iporanga
121,254.3513,7.222487
122,708.8828,31.1317
123,271.8233,34.94479
124,305.7209,14.32201
125,714.7745,18.33224
126,814.2971,25.85264
127,865.9719,15.70849
128,793.3743,23.0104
129,908.4647,11.33652
130,794.4868,32.80056
131,336.274,26.7672
132,89.25086,23.32004
133,548.2116,14.62813
134,660.638,8.332446
135,998.7115,9.610589
136,729.4409,2.64939
137,786.2492,30.24689
138,735.2513,21.62001
139,336.3949,16.85819
140,343.3408,33.77319
141,522.2234,21.21042
142,205.3137,24.01632
143,975.2131,14.49744
144,202.9731,17.37505
145,889.0409,20.6924
146,502.473,32.47972
147,790.1808,14.24534
148,417.1381,22.52124
149,688.2551,19.4101
150,845.7535,33.42613
151,911.1823,19.02065
152,544.6298,28.50665
153,819.5138,32.50571
154,886.2477,18.53812
155,673.5964,10.00248
156,723.9426,13.12174
157,610.8057,40.90057
158,751.9678,2.433711
159,710.8131,31.55168
160,51.62428,4.556231
161,154.8248,17.27896
162,32.15647,4.65824
163,859.859,20.16953
164,755.3229,4.666224
165,836.8585,15.71484
166,1051.665,18.80706
167,770.5493,24.02689
168,403.405,30.2902
169,800.5921,20.12027
170,749.5587,8.942797
171,910.6472,14.06779
172,823.6441,23.90362
173,686.8127,8.958406
174,656.2574,18.83089
175,245.0182,31.04291
176,842.174,9.757215
177,665.3944,36.03205
178,442.5186,15.71081
179,335.9264,18.63268
180,528.6895,5.92589
181,813.7543,29.11925
182,930.136,38.16799
183,968.3266,16.03192
184,156.1197,11.5563
185,752.271,8.773872
186,880.9097,4.936981
187,640.2139,0.7232275
188,834.0928,2.109292
189,226.4505,9.894371
190,45.0208,24.76868
191,785.4349,33.47696
192,830.6921,20.04259
193,435.4631,36.21897
194,722.9818,17.05454
195,927.2795,21.88862
196,489.6093,44.46389
197,635.2789,24.65607
198,670.6998,1.040088
199,699.9506,11.13144
200,875.2194,14.69818
201,808.7408,16.27242
202,884.9208,2.406567
203,854.6217,12.43346
204,874.6403,19.60803
205,936.8681,7.434374
206,332.7336,14.99172
207,719.8112,34.9003
208,949.265,25.65779
209,654.1472,23.40562
210,999.3003,5.022901
211,843.5131,1.822103
212,791.1863,7.790031
213,571.8232,25.2117
214,890.8369,25.44557
215,466.4738,39.7391
216,850.9203,41.45955
217,99.27036,28.72178
218,432.8503,20.65821
219,818.1619,21.35594
220,998.757,12.00747
221,1008.079,17.81976
222,643.7485,41.28222
223,739.5009,3.4329
224,181.7852,19.9753
225,435.7583,25.59093
226,940.168,26.63268
227,344.4822,23.52064
228,524.6395,40.89137
229,770.6582,25.99615
230,326.5621,22.94739
231,156.0459,17.3765
232,404.1412,26.61379
233,339.7434,25.43223
234,488.85,43.76385
235,656.718,14.07369
236,52.94831,18.1645
237,308.6165,19.66015
238,399.0089,17.53641
239,727.9597,13.14488
240,928.7013,12.52419
241,779.7783,21.82505
242,466.7716,16.44987
243,212.1907,18.13926
244,684.244,11.54529
245,394.2026,22.34319
246,799.9461,3.37657
247,465.5249,11.32153
248,870.9645,1.794519
249,486.0427,10.35974
250,71.57877,9.827376
251,697.2401,8.886621
252,1052.871,12.90254
253,826.6468,5.71454
254,299.2284,34.97463
255,17.55294,2.699075
256,831.8582,13.97412
257,206.491,10.26508
258,66.97154,12.95844
259,359.6922,34.28784
260,180.7157,18.46143
261,175.9465,27.36177
262,135.2878,4.285832
263,869.1338,5.682849
264,383.4289,19.77614
265,954.535,30.2886
266,876.1682,25.75776
267,827.1964,19.8909
268,809.7198,20.37121
269,712.7607,15.97053
270,131.4379,24.13589
271,818.2057,4.805517
272,660.5092,2.484836
273,707.9172,15.56737
274,758.9601,11.24177
275,617.9128,4.708236
276,729.278,51.56665
277,956.6384,29.57354
278,944.3174,12.2557
279,236.6044,29.35077
280,791.4104,16.39183
281,631.4373,18.10946
282,281.4218,18.58487
283,15.78079,1.999539
284,581.343,19.67426
285,57.21571,11.17368
286,869.3362,25.26862
287,750.9214,36.83436
288,755.7394,16.59152
289,75.28426,15.74591
290,112.2739,6.890516
291,376.4309,36.59308
292,746.441,22.35092
293,673.6921,2.21816
294,783.7819,30.80607
295,688.4194,15.77806
296,17.77231,1.102705
297,58.38528,2.567583
298,631.8253,36.31173
299,745.0643,12.52773
300,959.0013,31.02252
301,324.9655,13.6319
302,981.1751,20.06483
303,219.1978,15.80702
304,361.1837,5.117783
305,266.3011,16.36441
306,500.9535,29.51178
307,740.0218,19.43628
308,55.53638,21.63778
309,937.1057,7.078757
310,706.8646,45.42691
311,702.5421,12.47168
312,799.728,21.42445
313,918.1044,28.34429
314,128.1364,7.92342
315,680.5562,24.61618
316,725.9979,27.61564
317,602.6525,29.29426
318,36.80764,24.80492
319,143.6617,25.31121
320,536.7302,25.75944
321,803.7369,17.31758
322,538.1145,24.03327
323,777.4489,5.331878
324,803.508,15.45678
325,965.33,11.68808
326,368.2269,36.37686
327,789.736,22.82494
328,1033.241,16.89979
329,79.57786,3.044878
330,128.5794,17.9515
331,308.7847,28.87184
332,797.8622,17.2179
333,779.5981,22.34517
334,570.5961,25.14655
335,783.7073,16.9736
336,181.314,24.39881
337,672.5645,2.385024
338,896.3333,11.85024
339,616.3522,10.44572
340,889.7853,30.47614
341,816.5635,16.24592
342,90.88293,19.83061
343,859.0006,13.74231
344,949.6548,27.84721
345,896.3936,11.46792
346,858.0682,29.34879
347,278.4364,16.92524
348,711.6227,26.44883
349,319.6477,37.67642
350,806.8551,30.3371
351,495.6725,40.94253
352,980.6345,14.51216
353,730.1628,16.66063
354,426.7784,11.50583
355,864.4302,6.484032
356,938.8214,7.80108
357,446.1383,15.75809
358,221.9621,23.55142
359,549.7181,20.59087
360,90.25689,13.0602
361,769.5506,16.28346
362,690.9454,4.510975
363,771.9673,4.365006
364,893.3017,10.8177
365,688.2391,9.752477
366,286.9506,19.44802
367,901.218,28.85482
368,589.1974,36.82224
369,176.6354,2.447533
370,519.3338,24.96837
371,955.8469,28.06103
372,909.659,17.14274
373,900.2465,35.07121
374,847.6339,33.11507
375,536.7521,19.60102
376,301.3471,14.49806
377,555.9262,35.26078
378,344.2254,11.79845
379,627.5394,26.06297
380,774.3073,25.60533
381,393.7402,24.68219
382,713.3691,24.89385
383,136.5308,24.60772
384,901.3505,36.17776
385,762.2618,16.34282
386,798.8568,47.43431
387,179.8528,30.42544
388,829.131,24.90866
389,348.3718,20.55007
390,105.0033,21.35822
391,697.6771,12.60379
392,352.293,24.20692
393,876.2303,15.03422
394,622.5063,21.03718
395,853.9832,35.58118
396,636.7075,31.90667
397,731.9816,9.216312
398,424.5097,30.06547
399,656.7152,24.6491
400,680.0032,18.40763
401,188.6357,26.43362
402,930.3511,5.932772
403,623.908,17.33589
404,943.5397,17.40503
405,785.9581,6.846382
406,193.2498,7.519627
407,45.22139,9.73396
408,799.2458,16.18103
409,757.7822,10.22483
410,818.3727,38.5936
411,54.49389,25.51658
412,727.6882,6.242156
413,985.9429,11.01045
414,793.266,25.09869
415,701.8008,12.41297
416,398.3181,11.59107
417,893.7739,21.74771
418,700.6865,9.632203
419,56.51127,6.009634
420,468.6131,26.53182
421,806.1522,1.57794
422,639.9294,28.70181
423,746.0398,33.2122
424,750.3406,10.01145
425,730.7484,29.76607
426,924.3409,14.57539
427,173.0697,16.27272
428,839.2469,18.12643
429,70.47847,31.19124
430,700.7789,14.51626
431,706.7379,12.33985
432,143.7242,29.25086
433,793.1168,18.16431
434,821.0649,13.78176
435,192.6953,8.659105
436,780.7223,35.55659
437,676.6094,39.76203
438,111.0523,6.46623
439,649.3151,17.56426
440,436.1703,12.33755
441,449.1962,30.27946
442,862.2633,0.7155126
443,948.1444,12.24659
444,538.2667,41.08297
445,449.8732,34.83447
446,130.7225,19.21598
447,304.9147,26.61165
448,818.0663,14.26042
449,675.541,28.97296
450,834.0696,24.9056
451,789.876,6.308409
452,588.1185,20.21385
453,228.5305,11.23881
454,372.0103,12.05128
455,434.4199,31.00352
456,851.7247,6.631062
457,697.5238,22.76112
458,734.2571,18.11449
459,803.0761,28.76914
460,820.9783,0.7944335
461,67.80998,9.779935
462,863.6116,27.27532
463,366.8501,14.93537
464,883.5429,23.45861
465,947.7592,17.09733
466,1047.883,30.09803
467,966.0256,26.29937
468,680.1649,32.0278
469,138.8881,46.92938
470,645.7121,12.47354
471,755.991,8.055805
472,721.4758,1.7768
473,550.4601,42.75339
474,869.6212,12.90525
475,842.8127,19.038
476,175.4195,37.88206
477,844.8993,9.58343
478,196.3524,43.0965
479,762.0779,22.51604
480,137.4736,8.314237
481,910.7104,12.86946
482,928.793,8.978098
483,41.70442,2.789894
484,853.9009,3.541726
485,553.3858,21.0945
486,589.1992,45.17823
487,144.1772,11.48034
488,4.315428,6.218456
489,95.99261,5.686552
490,504.9523,28.29869
491,827.6805,17.6823
492,234.2509,10.96482
493,894.6448,26.44872
494,261.8368,16.53579
495,598.3806,38.75515
496,423.4108,32.18843
497,674.384,26.79167
498,806.3859,21.38602
499,72.68059,2.680611
500,222.7887,19.33751
501,858.4565,31.81647
502,378.0939,20.75539
503,233.6295,27.16163
504,552.2401,28.32497
505,419.7295,18.83966
506,61.27068,5.749133
507,910.2962,22.4959
508,149.9375,19.91373
509,151.8253,34.43555
510,355.4429,24.16689
511,472.2705,16.69704
512,612.5473,19.29585
513,115.9247,29.91607
514,98.00251,31.70591
515,599.6437,24.45253
516,557.4307,28.67238
517,673.2004,21.96758
518,734.8717,17.25382
519,186.0313,29.64884
520,646.3276,26.9208
521,745.9352,41.00299
522,327.1154,31.79915
523,813.9093,29.50781
524,206.5932,24.99153
525,529.0398,28.53443
526,789.3495,16.34468
527,565.7802,38.5191
528,889.6666,4.566
529,815.1696,10.74823
530,835.4556,11.12011
531,887.7579,16.2314
532,735.9996,19.32969
533,779.1886,10.34836
534,69.42081,6.616068
535,302.1879,41.9129
536,859.8454,22.19028
537,479.5031,26.15104
538,698.2548,16.59895
539,662.3283,10.05396
540,831.6931,9.424932
541,842.9314,16.73685
542,730.1456,17.23037
543,855.0717,4.658331
544,766.1307,19.70279
545,735.8514,9.671239
546,848.3405,14.03595
547,831.3459,14.1058
548,69.66214,6.520021
549,873.5756,10.2844
550,486.1865,26.27461
551,208.0058,24.94323
552,257.0516,35.9684
553,167.7894,26.06528
554,878.6711,27.71194
555,722.2649,26.6308
556,561.8646,19.81978
557,517.1027,16.36343
558,99.71522,23.51736
559,160.2071,20.45979
560,637.4393,35.23015
561,853.6287,13.27824
562,815.0199,13.59342
563,961.5038,7.713534
564,988.6331,26.23321
565,931.8552,7.437219
566,684.3654,24.12141
567,290.3033,27.11099
568,477.6287,30.42997
569,890.9162,13.63372
570,809.9379,0.5332357
571,297.8466,4.904732
572,909.7156,24.20909
573,727.9177,25.70011
574,709.4953,17.03178
575,305.7586,7.579863
576,878.3705,13.291
577,657.4406,34.67578
578,375.6353,28.79023
579,777.5267,7.910575
580,933.8802,10.91666
581,868.9221,16.33143
582,757.1744,19.04832
583,756.7827,27.24741
584,889.4873,28.46218
585,747.9093,8.06937
586,416.4008,15.80967
587,688.5703,11.57629
588,342.3522,22.65691
589,650.218,1.941936
590,112.7091,27.01406
591,611.3401,16.72439
592,936.5847,23.48173
593,989.9167,16.11515
594,920.6382,20.40019
595,984.9218,5.665079
596,652.2594,11.25096
597,552.3284,31.07395
598,903.8127,18.21637
599,950.3911,17.62067
600,706.8576,27.28535
601,165.9478,5.180714
602,636.5516,6.167404
603,939.5806,26.81158
604,701.5153,23.29142
605,849.4378,11.05469
606,513.6215,41.98249
607,158.2314,25.76418
608,905.572,10.83321
609,934.1589,9.147812
610,495.3803,32.28423
611,548.7089,3.302173
612,719.6834,6.34147
613,665.8836,9.140505
614,481.5602,29.58578
615,931.2241,7.593379
616,558.2529,29.18415
617,784.3278,25.82801
618,757.7621,33.83936
619,734.6857,14.30022
620,833.5547,14.40231
621,73.76284,19.39068
622,943.0287,25.22521
623,841.8571,9.906786
624,136.6505,28.87632
625,506.1837,48.26669
626,988.5584,6.24955
627,869.9867,21.11147
628,711.944,29.01891
629,843.2823,4.88054
630,981.6736,15.7759
631,172.4113,14.37337
632,666.7867,18.37666
633,729.5945,25.70713
634,774.0205,22.53187
635,825.1433,25.30678
636,881.7424,2.823274
637,959.6609,10.57048
638,325.2225,28.21118
639,270.0318,30.30106
640,674.0887,9.735305
641,285.7481,11.28333
642,778.6569,22.35945
643,320.0332,30.4827
644,753.2426,10.89225
645,835.7129,9.149073
646,631.9417,10.49779
647,735.8694,29.6243
648,904.8608,15.12339
649,682.4319,13.30357
650,792.345,8.391749
651,976.9953,10.93314
652,214.8375,25.18649
653,224.9539,17.38371
654,847.041,14.73585
655,967.5425,16.22799
656,888.7435,12.35806
657,908.0465,15.8705
658,89.38269,20.82411
659,71.3896,15.09145
660,178.7281,26.90502
661,328.6725,29.8036
662,863.5395,40.23745
663,494.4901,33.20838
664,930.0865,28.48987
665,791.0013,15.24392
666,928.1081,12.04073
667,866.7946,18.37269
668,802.9823,21.64469
669,912.5981,22.76855
670,164.8968,20.53837
671,112.947,8.298666
672,870.541,13.10603
673,40.0515,0.3429474
674,407.8394,29.26031
675,773.7893,13.59579
676,991.0714,21.89597
677,641.3261,28.1947
678,259.0169,11.55236
679,76.75468,17.87447
680,672.3499,17.40243
681,736.3596,37.89219
682,759.4774,12.9132
683,954.8258,14.13413
684,905.2548,14.39693
685,881.9313,10.11034
686,800.6497,8.140977
687,792.0153,29.09702
688,568.499,17.30158
689,919.3561,22.22099
690,742.1783,11.3583
691,397.3045,25.63953
692,492.3212,13.7426
693,911.915,34.13918
694,91.00797,26.19519
695,647.8926,17.40241
696,309.579,5.648714
697,858.6944,7.203867
698,707.3743,37.18301
699,586.6595,38.55848
700,637.3013,8.638167
701,120.8257,6.554631
702,943.4813,11.05767
703,703.9749,15.55149
704,967.1464,21.1026
705,655.44,3.053438
706,83.25897,26.69356
707,540.5939,32.41628
708,747.227,33.34866
709,306.5485,22.9364
710,938.5935,15.73899
711,141.0694,23.77695
712,564.3289,13.85157
713,239.1599,22.24725
714,875.1169,8.774884
715,718.7834,3.922817
716,790.2392,5.483206
717,764.2271,38.69934
718,942.9968,27.45795
719,473.1985,19.48652
720,421.376,31.41344
721,881.762,13.29041
722,237.8456,30.92887
723,840.8766,26.4262
724,631.3475,19.88508
725,260.1684,17.66933
726,731.9164,15.55938
727,510.0706,18.3228
728,314.3943,16.93109
729,822.7764,16.82095
730,17.97488,5.074856
731,893.7303,12.17255
732,743.7215,15.28078
733,99.57977,20.22187
734,1034.193,21.25755
735,885.455,26.79078
736,718.1947,25.25342
737,713.5618,9.278442
738,848.1046,21.39104
739,718.9487,30.0856
740,827.7758,10.63224
741,145.1547,19.08385
742,762.813,25.63077
743,137.3521,11.28323
744,384.0999,28.83838
745,209.8087,22.87947
746,741.2931,12.92917
747,750.3943,8.226885
748,914.8661,13.47078
749,792.1288,18.91993
750,488.3842,28.56716
751,97.28231,0.8142156
752,180.6644,17.01007
753,137.6303,16.05238
754,798.4594,14.72879
755,477.7753,30.27328
756,107.0633,23.46615
757,735.6641,27.72716
758,23.2026,0.4694879
759,735.2894,12.10873
760,234.8895,26.01463
761,77.23564,18.43344
762,99.2504,28.53423
763,153.045,20.24572
764,226.1027,20.02721
765,938.4321,33.51356
766,757.7045,5.382567
767,166.7327,22.27024
768,523.9577,9.272884
769,892.9423,12.19519
770,173.4817,21.36236
771,776.3594,31.73357
772,284.4601,26.67104
773,758.5955,32.43814
774,552.3182,25.76231
775,115.6357,33.9743
776,893.6737,9.50337
777,853.0527,37.78753
778,95.29176,4.013153
779,81.217,16.09914
780,308.5495,5.987538
781,541.713,22.99185
782,615.2807,23.68968
783,270.2101,30.6214
784,919.3256,11.66919
785,724.5701,5.449999
786,737.5896,21.8672
787,196.2722,30.41023
788,649.0007,30.39242
789,421.5664,22.39833
790,400.8676,18.3326
791,1003.522,19.7999
792,712.6573,33.86713
793,621.4866,36.44371
794,663.0665,4.702695
795,746.6613,7.645868
796,840.8447,25.70719
797,852.8856,24.44218
798,722.8253,29.14353
799,794.515,7.131999
800,719.004,14.19378
801,623.9012,18.00766
802,1006.534,4.272332
803,757.856,22.875
804,843.8948,22.77055
805,743.3806,2.927259
806,67.55658,9.367061
807,831.5248,13.97212
808,878.1741,27.0541
809,266.5968,18.23749
810,669.2661,11.50597
811,712.3229,11.53885
812,536.2369,24.16866
813,807.5479,20.26377
814,828.716,5.586086
815,702.4256,25.84903
816,698.8649,27.4275
817,1030.258,29.28582
818,812.6213,6.898451
819,986.2527,9.184238
820,920.7851,20.14864
821,863.759,3.893941
822,128.8982,30.85477
823,323.2054,30.09463
824,814.6697,18.06949
825,981.8466,30.08157
826,908.2451,4.73281
827,785.3388,10.82513
828,238.7049,17.31812
829,986.8308,13.28969
830,767.2161,34.39014
831,803.2544,7.884766
832,846.8569,31.62179
833,746.3931,5.827802
834,933.4752,18.1796
835,700.0594,12.08524
836,354.8638,18.61679
837,105.216,29.03119
838,567.8614,27.0399
839,946.2374,10.1582
840,907.0674,20.0397
841,104.6553,12.27357
842,364.0628,33.69332
843,954.7495,15.76981
844,162.9969,30.77352
845,640.882,20.04941
846,814.8239,23.75238
847,642.7475,6.671379
848,709.11,5.949886
849,927.2688,25.52494
850,287.757,27.18318
851,743.3665,7.782607
852,324.0171,10.44244
853,600.3055,17.61169
854,113.1127,34.45824
855,296.5877,30.84125
856,853.8142,14.42863
857,562.8138,12.13847
858,737.1936,3.297658
859,314.1592,26.52116
860,213.8754,21.17584
861,982.0214,12.1276
862,891.2113,11.53414
863,549.6465,37.66908
864,330.3678,28.01543
865,249.9879,28.305
866,860.4496,13.08871
867,894.8497,11.60838
868,881.6063,36.44484
869,782.5342,6.931429
870,845.1622,25.7115
871,315.1012,26.98933
872,873.9835,24.82158
873,50.57916,12.26824
874,974.1334,8.518718
875,871.1767,11.43808
876,872.6586,26.0706
877,161.4521,42.53175
878,858.363,14.43879
879,868.917,7.242961
880,90.52245,4.536181
881,873.5482,17.63843
882,967.3005,17.8287
883,659.9433,2.268515
884,205.9721,13.74939
885,430.9909,6.271756
886,847.6406,4.955607
887,380.9457,5.384378
888,829.5846,6.962075
889,437.1749,34.62912
890,193.6156,27.6743
891,781.3322,24.05418
892,868.7188,18.95437
893,129.7126,21.8396
894,521.0942,48.70734
895,951.6288,28.00959
896,329.7542,24.75393
897,384.7668,18.41783
898,912.7988,12.28016
899,818.2517,14.63313
900,741.762,10.99753
901,880.5342,14.84517
902,222.0771,29.6374
903,763.1638,4.960252
904,662.8109,10.01152
905,777.2885,27.00459
906,985.7319,34.22886
907,716.0406,12.02495
908,314.324,20.93328
909,987.7111,7.11695
910,871.0367,21.94633
911,917.6252,25.05215
912,575.9059,34.49026
913,684.0386,12.28671
914,414.6421,36.64483
915,684.0062,13.1202
916,944.9973,3.839858
917,845.256,37.5082
918,883.6595,22.09607
919,941.5569,10.24588
920,757.7074,2.873498
921,776.8409,12.87093
922,829.7785,8.107954
923,67.44062,9.248142
924,942.751,31.42022
925,791.8486,0.5556241
926,306.1755,27.19382
927,964.9279,24.29768
928,865.2151,3.348708
929,849.925,35.03253
930,776.9976,28.5801
931,784.2087,29.56516
932,307.1699,7.297483
933,893.7447,10.51743
934,854.2308,7.842589
935,894.753,43.6663
936,24.35552,0.8163261
937,174.3958,46.97871
938,38.06914,24.63325
939,916.2393,16.14337
940,335.5109,19.98512
941,36.1881,0.6356553
942,844.6846,5.805234
943,485.5004,31.26153
944,643.9069,8.809408
945,758.5309,7.35201
946,16.02839,0.4712808
947,961.2747,27.27301
948,979.6966,13.31182
949,313.8401,36.74024
950,866.8425,6.271639
951,330.6788,30.91926
952,23.93802,2.378907
953,704.0519,2.793697
954,820.829,26.05189
955,715.0138,33.28162
956,889.1777,7.264411
957,348.6628,24.3836
958,835.0992,31.14859
959,911.4112,27.82934
960,744.8972,28.15395
961,604.7534,14.84604
962,784.1111,36.28561
963,143.7954,41.72855
964,270.7309,27.92431
965,194.9439,19.04763
966,715.8168,15.65673
967,447.6584,32.55515
968,784.4069,30.19324
969,740.6822,31.48311
970,362.4403,33.38159
971,84.31478,22.31471
972,196.5126,11.15866
973,814.903,12.7166
974,696.6929,10.78478
975,59.18358,3.229902
976,580.9769,32.12015
977,831.2229,21.47455
978,206.1839,14.29097
979,280.2177,22.43058
980,697.4415,10.91101
981,243.6562,19.32977
982,361.3674,20.55455
983,74.6307,11.7205
984,1019.542,7.435258
985,760.0861,2.695217
986,894.6539,25.24003
987,236.328,31.31971
988,669.6353,14.32889
989,830.0085,5.719337
990,340.7161,19.71673
991,666.5989,26.34688
992,691.2858,15.45396
993,621.2595,15.85962
994,683.314,2.455225
995,245.0707,21.18818
996,845.4194,16.18414
997,886.6544,25.15397
998,572.7464,18.92831
999,685.4304,8.256508
1000,758.657,35.56643
1001,630.2328,4.995148
1002,108.8994,18.74386
1003,844.4418,24.82857
1004,720.9646,32.0504
1005,105.333,12.10396
1006,36.46835,16.84653
1007,266.2659,11.13718
1008,675.3805,15.1878
1009,59.05927,18.37106
1010,119.8947,9.862606
1011,201.2914,29.52187
1012,71.56837,14.78468
1013,144.6769,14.3065
1014,932.9375,4.745035
1015,785.917,23.81451
1016,647.0536,19.42991
1017,954.8367,11.42222
1018,342.1663,6.319407
1019,767.6375,14.59072
1020,826.4188,6.923974
1021,766.3368,12.0617
1022,1006.701,16.43194
1023,724.9396,7.398889
1024,635.8549,1.920393
1025,844.1393,28.85369
1026,938.8222,27.22779
1027,104.3332,11.24306
1028,710.8007,29.5052
1029,43.69363,11.25643
1030,627.6869,7.615704
1031,958.2668,22.84295
1032,155.3485,16.36868
1033,978.4436,18.83199
1034,910.7719,45.45552
1035,801.8697,6.408045
1036,931.3046,18.9622
1037,378.0482,27.13847
1038,827.3636,22.12968
1039,594.4869,10.63949
1040,39.32699,2.31768
1041,917.9932,5.363356
1042,346.1813,27.46296
1043,854.9182,29.2471
1044,662.0583,7.302401
1045,755.1561,12.55214
1046,862.5845,8.582458
1047,663.4297,8.527881
1048,656.1148,6.354748
1049,630.1523,21.21779
1050,691.9129,20.44018
1051,706.9938,30.86592
1052,19.26785,1.822706
1053,265.6039,16.06409
1054,119.1408,12.27034
1055,974.7513,12.05577
1056,479.5392,28.60839
1057,948.8736,19.01227
1058,513.1076,5.732905
1059,211.7888,24.31415
1060,387.0999,28.2491
1061,911.2451,12.73682
1062,860.8325,2.264455
1063,951.6953,32.39821
1064,215.4391,11.67163
1065,430.5126,32.48372
1066,542.8897,17.08248
1067,922.7059,28.7589
1068,87.19178,16.68141
1069,919.6151,8.326317
1070,807.8987,1.02154
1071,368.3596,40.23785
1072,815.7762,12.64657
1073,548.7319,31.08055
1074,986.0608,21.58933
1075,459.783,14.09147
1076,729.1556,33.25819
1077,994.153,20.28386
1078,149.5672,18.29178
1079,868.4254,1.085697
1080,672.5498,2.862197
1081,700.546,8.527355
1082,436.9597,23.35904
1083,854.4012,7.001181
1084,849.3282,19.39808
1085,276.1202,26.13268
1086,807.3673,24.31052
1087,37.87881,17.19488
1088,172.7538,15.65506
1089,312.5392,29.54992
1090,28.81423,12.61876
1091,585.0815,40.06594
1092,999.1264,11.93088
1093,45.41407,2.883766
1094,983.7673,7.889304
1095,85.48232,17.50235
1096,191.4556,24.01641
1097,547.5764,28.08996
1098,780.0091,24.82664
1099,22.69357,2.930389
1100,960.9869,4.851994
1101,989.4572,20.04744
1102,825.7071,8.096402
1103,902.3856,23.01155
1104,196.6027,28.17914
1105,384.5332,5.898388
1106,518.0781,28.05306
1107,587.7715,40.05155
1108,880.702,27.88091
1109,461.8445,8.938841
1110,556.6328,38.54731
1111,602.593,18.68437
1112,1043.587,20.70709
1113,777.3325,46.31951
1114,85.90656,21.41481
1115,755.9833,6.11823
1116,687.347,22.16758
1117,718.0137,14.69142
1118,221.9601,29.37961
1119,593.8705,4.515703
1120,199.5982,18.59527
1121,497.4081,20.29422
1122,759.7483,9.457816
1123,776.233,16.56953
1124,709.9183,9.363372
1125,67.61771,12.80336
1126,59.57956,15.49226
1127,867.2818,8.592248
1128,984.3794,24.24762
1129,734.333,13.5151
1130,856.5333,23.20941
1131,786.2073,24.17086
1132,247.8099,28.46625
1133,86.10667,33.43209
1134,782.5017,34.25503
1135,938.2285,27.58718
1136,435.3687,43.09405
1137,682.8831,32.4244
1138,97.38997,31.79707
1139,729.6483,2.782554
1140,824.3839,30.6171
1141,826.951,5.672496
1142,648.9843,38.05031
1143,823.4396,7.555567
1144,577.9917,45.83951
1145,848.4687,11.69262
1146,937.1924,5.021139
1147,379.9958,29.58537
1148,704.0865,11.50849
1149,923.9926,17.80909
1150,975.9219,5.416476
1151,183.8767,18.50955
1152,788.2524,20.6587
1153,511.1481,12.50744
1154,642.6786,8.968751
1155,220.3992,23.77207
