,X,Y,srtm30_wgs84-tdx12_abs,srtm30_wgs84-tdx12_color
0,-62.74087693,-0.78546514,1.82022127,255:178:178
1,-62.32313627,-0.00129988,1.32244874,255:199:199
2,-62.01007276,-0.49315617,5.99049885,0:0:255
3,-62.27941309,-0.58257924,2.35708139,155:155:255
4,-62.37521394,-0.67229669,0.34840591,255:241:241
5,-62.71115983,-0.47100634,2.54723596,255:147:147
6,-62.96403197,-0.00058147,5.8055874,255:9:9
7,-62.67726494,-0.1490435,2.71206499,139:139:255
8,-62.84179757,-0.56598962,0.79899529,221:221:255
9,-62.62606468,-0.86826679,4.57935111,255:61:61
10,-62.21396511,-0.39688933,0.36810873,255:240:240
11,-62.52260455,-0.43836379,1.96550355,255:172:172
12,-62.54288525,-0.50359599,2.55888102,255:147:147
13,-62.22723109,-0.26854332,0.04039688,253:253:255
14,-62.24438428,-0.40455765,0.87030018,255:219:219
15,-62.41835928,-0.29841492,3.84826526,255:92:92
16,-62.14581055,-0.39149902,0.72006125,224:224:255
17,-62.66069461,-0.98604123,-9999,255:255:255
18,-62.18745508,-0.60768489,2.64065472,142:142:255
19,-62.21877489,-0.76603854,5.6593723,255:15:15
20,-62.18317038,-0.19662496,1.27997688,255:201:201
21,-62.18473224,-0.14408934,0.75901858,222:222:255
22,-62.37863458,-0.98014743,0.01350814,254:254:255
23,-62.55446968,-0.71944055,1.16842467,255:206:206
24,-62.07956421,-0.76489205,6.32964735,0:0:255
25,-62.55209842,-0.94059679,0.04414993,255:254:254
26,-62.25215916,-0.47338353,3.06464593,255:125:125
27,-62.54644464,-0.76072567,5.28397165,255:31:31
28,-62.8318844,-0.00776555,3.7986762,255:94:94
29,-62.73354048,-0.32034236,6.9841353,0:0:255
30,-62.24666655,-0.96649166,1.01683296,255:212:212
31,-62.54584023,-0.31356216,3.65758162,255:100:100
32,-62.8362279,-0.9167168,3.87582051,255:91:91
33,-62.12066354,-0.38814766,1.58055343,255:188:188
34,-62.97404907,-0.30976376,0.88852576,217:217:255
35,-62.96371262,-0.99458993,0.37621743,239:239:255
36,-62.1576194,-0.63979474,0.53144531,255:233:233
37,-62.54290418,-0.37383413,0.04240326,255:254:254
38,-62.10311057,-0.35783928,0.19027238,246:246:255
39,-62.35483711,-0.03393227,1.68851522,255:184:184
40,-62.40722432,-0.59749539,2.2531016,255:160:160
41,-62.39928826,-0.55982045,4.40293395,68:68:255
42,-62.52549322,-0.39876378,1.77618266,255:180:180
43,-62.50969946,-0.00016353,3.37982177,255:112:112
44,-62.21328205,-0.06786964,0.27649709,243:243:255
45,-62.61364109,-0.46446078,0.53632056,232:232:255
46,-62.19078754,-0.05188842,0.29347201,242:242:255
47,-62.67944511,-0.21406369,1.96431392,255:172:172
48,-62.54367695,-0.15267868,4.5724184,255:62:62
49,-62.94171618,-0.53856099,1.60557911,186:186:255
50,-62.04124513,-0.29540278,2.41392864,152:152:255
51,-62.42153601,-0.41482357,2.67885892,255:142:142
52,-62.21633001,-0.19484969,0.24548207,244:244:255
53,-62.90691166,-0.86936811,25.76154639,0:0:255
54,-62.24896337,-0.26112705,0.19751979,255:247:247
55,-62.29300442,-0.13904332,0.81043385,220:220:255
56,-62.28426088,-0.27808849,3.84033317,255:93:93
57,-62.63132935,-0.22676351,0.29593221,242:242:255
58,-62.19906138,-0.72089837,0.94928776,255:215:215
59,-62.53915652,-0.56950908,0.76079511,222:222:255
60,-62.4304307,-0.95598167,2.40533882,152:152:255
61,-62.42125075,-0.45208142,0.87984899,255:218:218
62,-62.59485042,-0.90949369,1.04919916,210:210:255
63,-62.50590424,-0.7555808,3.10716344,255:124:124
64,-62.4879031,-0.96210371,0.51497416,233:233:255
65,-62.81788429,-0.54322711,0.66261213,226:226:255
66,-62.64332651,-0.56068708,2.22936153,255:161:161
67,-62.14300741,-0.06394443,0.40564164,255:238:238
68,-62.0073986,-0.80449652,1.701548,182:182:255
69,-62.13958011,-0.08351196,1.72240918,255:182:182
70,-62.45386255,-0.55601468,6.27656021,255:0:0
71,-62.23467633,-0.71696767,1.32302366,255:199:199
72,-62.83028603,-0.38549455,1.02558986,211:211:255
73,-62.32158903,-0.28941127,2.34699172,155:155:255
74,-62.72650808,-0.63351637,0.10908713,255:251:251
75,-62.88638444,-0.56106586,1.45613175,193:193:255
76,-62.65315006,-0.47744042,1.08034908,255:210:210
77,-62.15171324,-0.19846434,1.53044928,190:190:255
78,-62.1799505,-0.61266051,0.0560739,252:252:255
79,-62.9774082,-0.7900769,0.73784889,255:224:224
80,-62.96236607,-0.97070811,0.84675678,255:220:220
81,-62.14958346,-0.30757967,2.05927443,167:167:255
82,-62.36846015,-0.95148724,1.44357523,255:194:194
83,-62.34446235,-0.75502713,0.53384688,255:233:233
84,-62.70504737,-0.56508628,2.72442001,139:139:255
85,-62.23540296,-0.61951124,1.2714946,255:202:202
86,-62.9419151,-0.25549955,1.43970343,193:193:255
87,-62.15162212,-0.01383793,2.65214648,255:143:143
88,-62.98712656,-0.34955662,6.68902176,255:0:0
89,-62.66929929,-0.01728851,4.5484194,255:63:63
90,-62.62753871,-0.15088741,1.6571895,184:184:255
91,-62.40618286,-0.22009033,5.12674679,37:37:255
92,-62.65038699,-0.6875448,2.01282709,255:170:170
93,-62.25027147,-0.50959419,0.52783347,255:233:233
94,-62.35491551,-0.46631343,4.78156477,255:53:53
95,-62.75174283,-0.89217641,3.16796796,255:121:121
96,-62.08754248,-0.7516582,0.44304693,236:236:255
97,-62.47633999,-0.16179282,1.68962972,255:184:184
98,-62.8401881,-0.63986632,0.74162511,223:223:255
99,-62.28301832,-0.63188747,1.65548329,255:185:185
100,-62.27691909,-0.01871808,1.90950397,255:174:174
101,-62.8640015,-0.82545111,2.59753179,255:145:145
102,-62.40846064,-0.08617434,5.20245237,255:35:35
103,-62.12800326,-0.32921303,1.47950834,255:193:193
104,-62.03424202,-0.20562844,4.28397316,255:74:74
105,-62.28143522,-0.62231155,0.06311775,252:252:255
106,-62.91710265,-0.78146376,5.13700526,255:38:38
107,-62.30022991,-0.66796793,2.21913871,160:160:255
108,-62.52616883,-0.49051194,1.1723577,205:205:255
109,-62.38895625,-0.93596381,9.29027853,255:0:0
110,-62.88299165,-0.61307056,1.41314959,255:196:196
111,-62.87711419,-0.97057023,3.82096732,92:92:255
112,-62.41560784,-0.99091949,1.4962606,191:191:255
113,-62.82168814,-0.46570916,0.6621306,226:226:255
114,-62.58426306,-0.10921496,2.69318243,255:141:141
115,-62.8715908,-0.74122702,3.16919796,120:120:255
116,-62.71896242,-0.2592467,7.07388098,255:0:0
117,-62.85993492,-0.1427604,4.14655848,255:80:80
118,-62.25673422,-0.73250207,4.44359549,66:66:255
119,-62.36725039,-0.10194038,0.68502164,255:226:226
120,-62.76606898,-0.98035193,2.28867991,157:157:255
121,-62.07574829,-0.9800188,8.37106347,0:0:255
122,-62.0260924,-0.15751623,0.5602326,231:231:255
123,-62.13764638,-0.5977401,0.48906532,255:235:235
124,-62.13994388,-0.92147958,9.86846349,0:0:255
125,-62.93005968,-0.69490031,3.35407577,112:112:255
126,-62.88281919,-0.23305457,1.26354601,255:202:202
127,-62.2958822,-0.27462369,4.4582228,65:65:255
128,-62.32009163,-0.87178288,3.49461521,106:106:255
129,-62.93070657,-0.32234939,0.1577156,255:249:249
130,-62.52567198,-0.98014568,0.24073035,244:244:255
131,-62.67043509,-0.71970673,2.43552241,151:151:255
132,-62.00400112,-0.5279752,4.51792449,63:63:255
133,-62.70182908,-0.52521124,0.47375921,234:234:255
134,-62.96374071,-0.02829577,0.34978719,255:241:241
135,-62.8987083,-0.37754876,2.93986096,130:130:255
136,-62.88988545,-0.82200253,39.96212552,0:0:255
137,-62.91042312,-0.5550859,2.70408553,255:141:141
138,-62.30340252,-0.82779484,3.02223133,126:126:255
139,-62.41419499,-0.41463875,1.7913029,255:180:180
140,-62.58240295,-0.66233425,4.23439667,255:76:76
141,-62.24416165,-0.35283992,1.88705275,174:174:255
142,-62.5660414,-0.48192384,5.00112883,255:43:43
143,-62.9914217,-0.95634344,3.39907294,255:111:111
144,-62.35409934,-0.66684943,1.89998925,255:175:175
145,-62.63066269,-0.27890958,0.96161459,214:214:255
146,-62.83069139,-0.75917783,2.99894813,255:128:128
147,-62.64193283,-0.44360618,3.79413015,255:95:95
148,-62.74008125,-0.72481385,1.16993393,255:206:206
149,-62.27379301,-0.99482066,4.66481138,57:57:255
150,-62.60268415,-0.11493405,3.70187076,255:98:98
151,-62.93326778,-0.19232828,3.71905671,97:97:255
152,-62.45278889,-0.73868363,0.40724903,237:237:255
153,-62.29582656,-0.78503181,2.834398,134:134:255
154,-62.43919225,-0.17024568,5.73073996,255:12:12
155,-62.16183378,-0.04428419,3.87926417,255:91:91
156,-62.32787555,-0.09214628,2.76065909,255:138:138
157,-62.30067836,-0.70895775,0.84087709,255:220:220
158,-62.36389051,-0.06165517,1.92091684,255:174:174
159,-62.8523297,-0.09785955,1.22504614,255:204:204
160,-62.01069508,-0.27575483,4.96428365,44:44:255
161,-62.79523364,-0.64415262,0.36306361,255:240:240
162,-62.05881819,-0.34224422,1.19634649,204:204:255
163,-62.30534185,-0.23872435,0.88310777,255:218:218
164,-62.78468985,-0.01068667,6.44720518,255:0:0
165,-62.45209164,-0.15106015,0.29383142,242:242:255
166,-62.79929625,-0.33584368,0.51812723,255:234:234
167,-62.06720297,-0.15925359,1.90822541,255:175:175
168,-62.35638195,-0.55765147,1.26269897,255:202:202
169,-62.79381784,-0.9260221,3.92119502,88:88:255
170,-62.39919548,-0.13181519,0.2030163,246:246:255
171,-62.37034215,-0.38120291,1.78255356,179:179:255
172,-62.93439454,-0.92299312,1.50926363,190:190:255
173,-62.19890157,-0.07155883,0.86610877,255:219:219
174,-62.34509445,-0.06860912,5.42495696,255:25:25
175,-62.57819764,-0.86457883,0.34136763,255:241:241
176,-62.56903868,-0.19691494,4.11419023,255:81:81
177,-62.64277271,-0.80109991,3.88365764,255:91:91
178,-62.83941971,-0.85505078,2.26017371,159:159:255
179,-62.17822818,-0.9981785,3.97675914,86:86:255
180,-62.31093897,-0.42696673,2.41056033,255:153:153
181,-62.31004374,-0.19977969,1.52458408,255:191:191
182,-62.64940737,-0.38678054,3.74578903,96:96:255
183,-62.78343313,-0.29090653,0.95953254,255:215:215
184,-62.26775927,-0.46905156,1.00316982,212:212:255
185,-62.96008839,-0.11467562,5.11706726,37:37:255
186,-62.70992182,-0.25237308,2.45045118,255:152:152
187,-62.2327385,-0.10032153,1.83919102,255:177:177
188,-62.41252299,-0.22195195,3.2437517,255:118:118
189,-62.55749731,-0.86863665,3.42387597,255:110:110
190,-62.07744816,-0.51340935,3.04968114,125:125:255
191,-62.20116724,-0.19416599,1.94596446,172:172:255
192,-62.95987085,-0.17157348,1.25118095,201:201:255
193,-62.34908994,-0.64392953,2.03342127,255:169:169
194,-62.53794674,-0.16232059,4.21972822,255:76:76
195,-62.64129893,-0.30575711,0.80799905,255:221:221
196,-62.07180882,-0.20772148,0.10887972,255:251:251
197,-62.98411357,-0.81825234,5.75146554,11:11:255
198,-62.37510409,-0.99144019,0.09377515,255:252:252
199,-62.94942739,-0.84455468,-9999,255:255:255
200,-62.48538949,-0.267348,1.57762933,255:189:189
201,-62.93500036,-0.14978084,2.10299849,165:165:255
202,-62.18459251,-0.17978516,1.58721838,187:187:255
203,-62.47620803,-0.30409292,0.25270021,244:244:255
204,-62.63403704,-0.37004311,5.75487507,255:11:11
205,-62.93043282,-0.28400536,5.05597181,40:40:255
206,-62.33539324,-0.65716723,1.12354215,255:208:208
207,-62.04748889,-0.18150849,0.00345449,254:254:255
208,-62.83394026,-0.48843328,1.18518973,204:204:255
209,-62.20521553,-0.01798735,0.40268832,237:237:255
210,-62.62655332,-0.12795333,2.57077162,145:145:255
211,-62.61335479,-0.41248338,4.09177793,255:82:82
212,-62.85854374,-0.2105495,2.12277253,255:165:165
213,-62.49416529,-0.92274569,0.07053246,252:252:255
214,-62.74681681,-0.12192923,5.86439423,6:6:255
215,-62.26097134,-0.72454175,2.06868492,255:168:168
216,-62.56848586,-0.15372694,9.27184327,255:0:0
217,-62.03839226,-0.24782808,3.3994994,110:110:255
218,-62.429655,-0.6331673,6.29329153,255:0:0
219,-62.29025964,-0.227911,2.35585242,255:156:156
220,-62.40155837,-0.25890536,2.83658221,134:134:255
221,-62.66730043,-0.360412,2.41222484,152:152:255
222,-62.30594959,-0.05858278,1.66084317,255:185:185
223,-62.21330113,-0.06982169,0.12172886,255:250:250
224,-62.26696629,-0.68715227,3.24582829,117:117:255
225,-62.80061506,-0.79181703,3.00175988,255:128:128
226,-62.72396697,-0.45813153,2.42403546,255:153:153
227,-62.67308089,-0.66404538,4.78276267,255:53:53
228,-62.39929469,-0.64178966,2.4426491,255:152:152
229,-62.06084855,-0.1550264,3.4150678,255:111:111
230,-62.54868141,-0.53362877,0.13766217,249:249:255
231,-62.8310142,-0.7271464,3.2526773,255:118:118
232,-62.78845952,-0.71275543,0.33811015,240:240:255
233,-62.97382078,-0.77626403,15.61980537,0:0:255
234,-62.72171983,-0.52135181,6.14786853,255:0:0
235,-62.61383053,-0.97647035,1.14497965,206:206:255
236,-62.05023024,-0.77598437,0.57275067,230:230:255
237,-62.88600721,-0.76103498,1.69086257,255:184:184
238,-62.19534284,-0.97645347,4.15689818,78:78:255
239,-62.87885017,-0.50805028,2.03016607,255:169:169
240,-62.78473116,-0.14898543,20.17545311,255:0:0
241,-62.96232499,-0.94011541,2.08899206,255:167:167
242,-62.51945322,-0.70940492,1.1092759,207:207:255
243,-62.5143949,-0.7267491,3.62836956,101:101:255
244,-62.19410218,-0.00188421,8.03081695,255:0:0
245,-62.71308435,-0.6542041,3.74861813,255:96:96
246,-62.61451844,-0.13398124,1.95634684,255:173:173
247,-62.37281528,-0.66306544,0.49308311,234:234:255
248,-62.7110489,-0.42657683,3.92466091,255:89:89
249,-62.49770727,-0.71837451,2.93051659,255:131:131
250,-62.09476371,-0.67359748,3.9778183,86:86:255
251,-62.79305726,-0.01372688,3.89760645,255:90:90
252,-62.70253066,-0.37901567,1.62733456,255:186:186
253,-62.47579905,-0.13077497,1.32996225,198:198:255
254,-62.38867144,-0.52212189,2.19201838,255:163:163
255,-62.03536804,-0.48472238,3.13115153,122:122:255
256,-62.64189515,-0.81285404,1.68927098,255:184:184
257,-62.4304774,-0.7665194,1.93888352,172:172:255
258,-62.04571809,-0.79378396,4.14408761,79:79:255
259,-62.8720708,-0.70965083,2.19133238,255:163:163
260,-62.03231318,-0.92667687,1.05952815,210:210:255
261,-62.22861958,-0.43032097,5.08224428,255:40:40
262,-62.21177392,-0.45473181,1.47634814,255:193:193
263,-62.67660854,-0.14267787,3.65204946,255:101:101
264,-62.4677193,-0.8399241,2.25290214,159:159:255
265,-62.65885785,-0.37370205,2.37659837,255:155:155
266,-62.72744235,-0.38957449,6.35961695,255:0:0
267,-62.8714322,-0.87911578,6.62477891,255:0:0
268,-62.54731656,-0.3105832,0.01117699,254:254:255
269,-62.29858803,-0.74874461,0.20942832,255:247:247
270,-62.56495691,-0.70639367,3.33682676,113:113:255
271,-62.44882818,-0.09841257,0.73436456,255:224:224
272,-62.53812883,-0.00512339,4.8639489,255:49:49
273,-62.50068259,-0.14513072,0.1339577,255:250:250
274,-62.01559231,-0.06287399,2.31947771,156:156:255
275,-62.30435753,-0.03052484,3.65120707,255:101:101
276,-62.18852592,-0.35042726,0.23930157,255:245:245
277,-62.70061928,-0.40609302,0.91837174,255:217:217
278,-62.80076512,-0.24715564,1.40364199,255:196:196
279,-62.32900395,-0.5592459,0.60795412,255:230:230
280,-62.5249261,-0.23923231,1.01268186,255:213:213
281,-62.96382576,-0.54790429,4.76341104,255:53:53
282,-62.97035698,-0.76565553,4.60059374,255:60:60
283,-62.0240638,-0.35268315,1.50836905,191:191:255
284,-62.76419261,-0.7535349,0.24622803,255:245:245
285,-62.00655166,-0.91336309,1.65680094,255:185:185
286,-62.41992125,-0.27545688,6.79231956,255:0:0
287,-62.93479727,-0.07496995,3.64924095,255:101:101
288,-62.20515582,-0.12137021,2.00095703,170:170:255
289,-62.11373838,-0.40968455,2.5355611,147:147:255
290,-62.18734104,-0.80308105,0.47728975,255:235:235
291,-62.46931078,-0.62332289,1.49937971,255:192:192
292,-62.54315627,-0.16632283,1.61975776,255:187:187
293,-62.27326519,-0.94320964,0.5407407,232:232:255
294,-62.44657541,-0.96980216,0.13292358,255:250:250
295,-62.87434442,-0.55520925,4.7729269,255:53:53
296,-62.00983558,-0.45913136,5.02590725,41:41:255
297,-62.07358474,-0.23595959,5.65597854,15:15:255
298,-62.60311825,-0.50454425,3.52038829,105:105:255
299,-62.89775979,-0.04178737,1.82096965,255:178:178
300,-62.96429858,-0.97803637,4.66430903,57:57:255
301,-62.14397293,-0.25146209,4.48949749,64:64:255
302,-62.89883507,-0.98033409,1.5067952,255:192:192
303,-62.26860194,-0.69166773,4.03728249,255:84:84
304,-62.54830004,-0.64842119,1.18739814,204:204:255
305,-62.12313478,-0.26926867,0.61849205,228:228:255
306,-62.97344283,-0.72392081,3.8927407,255:90:90
307,-62.78155711,-0.83478158,0.04159519,253:253:255
308,-62.12371943,-0.31026968,0.12709803,255:250:250
309,-62.83932942,-0.41959739,1.26101624,201:201:255
310,-62.41094172,-0.68828779,2.45175459,255:151:151
311,-62.867237,-0.00672894,1.46523844,255:193:193
312,-62.90109694,-0.17960048,5.21480638,255:34:34
313,-62.88698223,-0.55262609,12.32174588,255:0:0
314,-62.16105117,-0.66527242,0.98298778,255:214:214
315,-62.86865179,-0.11202653,3.37310135,255:112:112
316,-62.26860883,-0.28104407,0.51848645,233:233:255
317,-62.45128982,-0.89280908,3.3237772,255:114:114
318,-62.09178033,-0.67439844,2.59929474,144:144:255
319,-62.30502924,-0.51843031,1.53770166,255:190:190
320,-62.27613099,-0.76494363,1.76372051,180:180:255
321,-62.72082287,-0.87949894,0.21585055,245:245:255
322,-62.75768155,-0.77146179,0.60695827,255:230:230
323,-62.5862088,-0.10783397,2.23256472,255:161:161
324,-62.81292072,-0.94374338,3.86498448,255:92:92
325,-62.74269195,-0.17405447,0.66018509,255:227:227
326,-62.70147843,-0.65666819,2.9885951,255:129:129
327,-62.51547727,-0.31163684,3.85824366,255:92:92
328,-62.64325942,-0.82706547,1.05214256,210:210:255
329,-62.11644105,-0.41406035,1.28981705,200:200:255
330,-62.42138494,-0.56059698,2.26183988,159:159:255
331,-62.47908016,-0.63504829,7.39751099,255:0:0
332,-62.39483781,-0.26897913,0.02201094,255:255:255
333,-62.53932295,-0.20145443,1.75785853,255:181:181
334,-62.19367138,-0.38348495,0.05100116,252:252:255
335,-62.13177947,-0.13629437,0.1222431,249:249:255
