,aster30_wgs84_RioClaro,aster30_slope_RioClaro
2442,641.0316667,17.54075
2443,781.62866279,3.449859
2444,568.7306636,5.933834
2445,619.9242736,7.833149
2446,683.9158999,3.496314
2447,631.60147891,7.119356
2448,632.74466952,9.836945
2449,522.59092184,7.050397
2450,653.79374836,3.703602
2451,545.10074067,3.116376
2452,625.31050824,6.962908
2453,596.88231379,5.587249
2454,616.24828548,1.571209
2455,584.65572889,2.77145
2456,610.83247484,5.472513
2457,573.09913279,7.041711
2458,694.36234414,12.21887
2459,600.72655367,2.966704
2460,659.22256383,6.304813
2461,841.20014957,4.587876
2462,855.69008338,5.113026
2463,753.465596,1.484375
2464,530.69708384,4.505632
2465,605.57681319,8.581922
2466,617.735832,7.381277
2467,642.80703597,6.247978
2468,670.3739237,2.966608
2469,620.85920455,2.203404
2470,602.0848574,4.725078
2471,782.52257982,8.997632
2472,615.62850405,1.275069
2473,816.53346427,9.036401
2474,762.41155269,11.94744
2475,578.67525187,4.810016
2476,630.05712726,3.104456
2477,554.04677421,15.52987
2478,542.7579237,5.068191
2479,690.05170922,4.746154
2480,582.95696164,8.791621
2481,623.4433279,2.05272
2482,803.67451885,15.84628
2483,718.45690842,14.34113
2484,627.03481376,3.495834
2485,629.35809576,6.420728
2486,638.06782162,6.947761
2487,629.25163562,3.566888
2488,890.80682102,12.02544
2489,630.77967923,9.176769
2490,580.40358922,5.784635
2491,523.36938962,9.163459
2492,656.26293694,4.424244
2493,617.91884366,1.717215
2494,496.38230874,7.98845
2495,591.92463361,13.41702
2496,548.58360656,9.015714
2497,580.93983981,8.111211
2498,687.88460701,3.75344
2499,515.6841512,3.822194
2500,629.21869611,2.838773
2501,641.85446892,11.14282
2502,618.62426787,10.14518
2503,529.30976059,6.218994
2504,634.91088329,7.610234
2505,529.56950837,5.515685
2506,619.44107103,6.282681
2507,636.02830374,1.928802
2508,623.9508421,7.156109
2509,506.3633516,10.49116
2510,624.67553868,2.326226
2511,628.85723495,5.09837
2512,921.90628847,4.306861
2513,592.06555701,3.622609
2514,539.16121085,6.000387
2515,747.61974667,13.71596
2516,618.9483398,3.255298
2517,489.54566217,7.935436
2518,817.34002326,4.772514
2519,675.17060995,4.473107
2520,761.50198899,3.901296
2521,542.57904338,5.596936
2522,616.45044059,0.4648658
2523,518.84500674,2.996507
2524,635.93051431,3.493887
2525,531.77725369,3.821666
2526,783.55938618,3.116462
2527,487.18479431,5.189231
2528,823.66181667,3.528661
2529,666.90118264,4.545115
2530,677.17677133,4.214032
2531,537.05759256,4.772682
2532,726.44717532,16.98256
2533,728.45525844,11.11613
2534,529.52455856,9.431765
2535,656.16557941,8.318816
2536,614.85689822,5.105966
2537,633.48077236,11.38292
2538,592.87507627,5.217841
2539,492.79574902,3.438848
2540,491.53522305,4.673957
2541,799.61209262,7.182482
2542,613.66122122,2.67337
2543,551.82506793,3.464368
2544,578.1540876,14.99325
2545,516.35751854,5.322585
2546,570.79542607,2.835586
2547,756.5098009,6.756213
2548,546.05653537,6.219857
2549,533.58587947,4.873357
2550,582.26107491,14.40163
2551,728.03646218,1.649141
2552,692.15984025,4.723919
2553,641.26899834,6.961785
2554,696.63794308,1.057951
2555,581.57312634,10.25561
2556,676.08495946,2.966011
2557,583.72321099,4.60254
2558,591.08960308,16.39689
2559,563.55325716,0.7874987
2560,878.99866548,50.6567
2561,591.23037848,7.738274
2562,511.76774013,3.29513
2563,611.7217695,12.6669
2564,536.69771985,2.441901
2565,628.9448928,9.009184
2566,653.97019076,5.390821
2567,818.18374962,5.629174
2568,507.22528806,5.959332
2569,582.15457753,5.180176
2570,564.90787011,3.104363
2571,646.35680965,5.832822
2572,606.52812255,6.728899
2573,796.3392251,5.522254
2574,478.20025887,7.050935
2575,630.17128403,0.683366
2576,715.79911915,8.513349
2577,518.72803476,8.678512
2578,662.95172622,9.818523
2579,592.73487038,5.729246
2580,563.52217139,11.42
2581,506.64890702,11.49595
2582,593.0470949,4.874311
2583,546.0203636,9.11806
2584,666.04503232,9.429875
2585,608.01638496,4.588444
2586,525.70923791,5.681311
2587,641.9249182,11.63731
2588,713.97514242,6.27876
2589,538.70495194,6.459447
2590,648.7767069,4.877379
2591,928.88231076,9.831007
2592,593.96800986,5.791727
2593,516.63400203,5.146896
2594,851.17688389,4.430597
2595,618.40846327,0.6846462
2596,629.26258456,11.76608
2597,657.08099347,9.331532
2598,468.17554063,8.477283
2599,552.00826898,5.591349
2600,544.65432322,8.003386
2601,651.47975122,2.003628
2602,503.68430271,4.587718
2603,728.51682868,5.876632
2604,673.78012147,3.790557
2605,656.83771512,5.615702
2606,582.90933991,10.14499
2607,652.81146404,4.586179
2608,810.64644893,4.319217
2609,619.95866112,4.422593
2610,478.40964966,8.409369
2611,572.92789874,3.568544
2612,480.42016136,6.798078
2613,554.39586772,1.368215
2614,684.7791429,6.969416
2615,600.45878927,7.225967
2616,508.74260249,3.586716
2617,550.91511045,3.339394
2618,466.46560779,5.889193
2619,748.60516671,8.064134
2620,635.97232369,5.975401
2621,582.30600066,7.851391
2622,560.71921622,6.358659
2623,784.5574291,8.158542
2624,806.33126083,22.0318
2625,626.9261889,3.743526
2626,606.35726647,1.711015
2627,640.5645411,9.164923
2628,697.09426053,7.991496
2629,675.03156435,2.379256
2630,633.98959294,6.891066
2631,556.75632958,6.72471
2632,622.09597331,12.12936
2633,530.57314178,12.00225
2634,709.75006863,4.476641
2635,591.221012,1.273639
2636,525.39783712,9.514752
2637,666.73455231,6.876659
2638,540.01531181,6.305454
2639,607.22500898,6.732436
2640,733.82258504,6.967542
2641,615.45632212,9.992429
2642,567.22633513,0.6839257
2643,660.54289377,12.08349
2644,598.76994775,9.782228
2645,754.6359292,8.969002
2646,562.93447644,4.108083
2647,546.76361853,11.64513
2648,870.21029828,0.6818825
2649,599.29479178,2.442736
2650,657.75583239,5.070582
2651,544.66344801,4.753212
2652,585.62922026,8.553455
2653,619.16098204,9.986999
2654,654.40177534,5.204338
2655,598.76525416,9.23603
2656,551.522512,7.605703
2657,515.47482039,6.563833
2658,699.72919088,17.50543
2659,484.43494556,3.960553
2660,603.7648328,7.051325
2661,580.91582586,10.23684
2662,746.58525121,5.47282
2663,812.56304904,10.15998
2664,613.0898327,1.649424
2665,627.88002772,5.14925
2666,517.58393963,4.429571
2667,588.79625737,8.253922
2668,835.301197,1.430942
2669,529.40244738,9.83041
2670,593.66982818,4.091375
2671,660.75873413,1.107026
2672,534.06688465,6.644973
2673,632.86735177,5.771988
2674,586.77709345,8.463421
2675,594.08296107,1.765792
2676,588.05799,8.111311
2677,720.99165274,9.619247
2678,769.19776749,4.478942
2679,639.49459484,8.244966
2680,629.01722962,9.130958
2681,705.71882636,10.84856
2682,642.99327092,4.638066
2683,634.94471742,8.173984
2684,590.03771457,4.14481
2685,589.57020375,12.78654
2686,625.51233434,4.301855
2687,532.69549547,5.596395
2688,738.46778538,2.83539
2689,541.8177527,7.48743
2690,722.81697126,7.470505
2691,642.02290788,5.587679
2692,621.00052271,11.57214
2693,477.35637381,10.81455
2694,675.28959359,4.474293
2695,514.62801458,8.832047
2696,614.67716685,3.568568
2697,577.59752028,2.572354
2698,565.87032804,2.736253
2699,576.252302,5.438237
2700,636.82863555,4.933668
2701,585.83841569,9.421236
2702,612.80877335,7.908216
2703,618.60885084,6.929766
2704,645.52094039,3.898687
2705,625.26181684,2.760699
2706,647.04242052,6.733942
2707,699.28000762,20.66679
2708,634.54876658,5.253265
2709,630.70219192,3.271867
2710,509.61733245,5.448599
2711,523.76978407,6.219341
2712,595.65512896,9.539571
2713,514.7052235,5.20125
2714,581.50197887,7.22892
2715,498.46350229,3.768133
2716,636.51556674,8.189417
2717,466.62773564,5.30699
2718,619.05407741,3.52801
2719,674.82786653,4.147554
2720,533.57488403,6.492044
2721,974.49481832,13.17135
2722,579.56062631,5.155105
2723,666.34465815,6.184502
2724,550.65124053,15.96279
2725,908.2217276,5.628899
2726,540.65207229,11.12327
2727,491.74037009,12.55874
2728,894.29398415,1.395835
2729,636.48508716,1.191461
2730,535.33672676,5.274734
2731,527.02271713,12.82802
2732,652.89775931,5.788522
2733,661.95000975,9.307704
2734,630.87637905,10.86185
2735,625.7965663,12.4137
2736,564.48486088,5.444354
2737,524.32956527,11.16861
2738,541.69223559,11.02512
2739,638.42623601,7.817679
2740,583.04714255,6.761402
2741,576.80233436,8.070346
2742,614.80835721,9.535212
2743,559.73482179,2.666813
2744,664.46132179,5.390478
2745,795.71006167,6.947673
2746,954.92079796,6.006429
2747,806.30540184,1.794087
2748,613.62297818,7.493911
2749,515.07894363,8.771486
2750,640.32650602,12.26448
2751,631.5817424,3.170472
2752,489.54176647,12.01246
2753,524.75424894,7.420007
2754,637.95749941,4.08288
2755,616.09339856,3.45234
2756,777.25571302,7.738191
2757,668.89578897,4.810923
2758,610.92758499,6.751719
2759,773.62324281,1.0256
2760,597.19146704,2.210034
2761,593.28613387,2.207574
2762,643.19771167,3.29518
2763,537.95413281,7.866771
2764,590.75424239,5.122159
2765,566.60557035,16.13515
2766,519.54542722,4.779566
2767,629.55875482,5.673865
2768,861.9578115,4.148858
2769,641.37334032,6.841232
2770,688.03332799,5.557528
2771,571.74569495,6.103467
2772,570.95160677,12.44092
2773,601.53907988,6.514834
2774,631.76516839,5.315165
2775,596.87169206,3.49635
2776,596.54961135,11.6141
2777,637.93004616,7.882973
2778,794.39154376,8.446427
2779,648.84377248,2.53127
2780,628.36559525,2.533664
2781,720.33824443,0.3410622
2782,797.75555341,6.216016
2783,562.04998838,2.395797
2784,645.58674104,3.293273
2785,598.55119234,6.152612
2786,895.972984,5.494232
2787,519.37613568,4.421177
2788,590.58368999,14.70324
2789,752.47372241,8.706038
2790,534.37591696,7.680399
2791,664.61031705,7.217576
2792,595.01795248,9.935534
2793,723.2112635,8.433879
2794,575.50408463,9.134459
2795,642.71607509,5.483888
2796,697.77182206,6.619331
2797,547.68128091,8.396518
2798,669.22105524,8.586902
2799,501.55478027,9.832857
2800,478.44733752,9.404243
2801,568.86525365,5.483378
2802,781.14904575,6.941341
2803,729.60014676,1.926962
2804,591.61467494,0.3423747
2805,623.00888642,12.18356
2806,529.51689731,7.457868
2807,700.33451195,6.26049
2808,628.95090078,2.101715
2809,510.07366244,8.807755
2810,584.37375834,7.463873
2811,634.89773561,5.570809
2812,578.85780152,7.519293
2813,458.75866808,2.365632
2814,503.93546779,7.680607
2815,568.94613736,11.26129
2816,537.67535546,11.82322
2817,652.91232586,0.7860395
2818,594.49266217,3.762855
2819,604.47240383,6.775352
2820,506.44101835,8.142551
2821,665.02684171,4.88333
2822,666.7197842,9.452737
2823,672.88655361,14.47309
2824,825.33445383,3.319099
2825,544.69536108,6.55909
2826,533.28867303,9.734048
2827,542.57856254,6.052465
2828,687.70173648,10.14757
2829,485.6641956,2.108989
2830,610.80291488,13.9573
2831,903.71096529,8.276399
2832,631.85311747,4.26968
2833,611.7862266,8.835006
2834,583.64383724,4.803248
2835,673.86140051,4.946666
2836,628.40054639,5.646085
2837,525.03504678,1.386355
2838,573.26968904,11.86408
2839,587.61335204,8.336027
2840,658.29928031,7.558631
2841,621.23156948,7.641263
2842,609.06518139,4.095932
2843,654.87786447,4.406782
2844,603.64160698,1.719355
2845,592.6405721,8.874671
2846,616.66440909,7.106709
2847,562.99210357,3.455101
2848,617.03198706,3.958912
2849,541.88666692,7.958384
2850,499.22470804,1.928901
2851,583.90690926,1.721096
2852,712.66711437,12.96596
2853,595.82999371,1.431859
2854,474.27832662,9.159727
2855,589.79425243,5.813379
2856,587.87851971,5.933807
2857,643.03297116,4.145934
2858,603.17076138,11.22931
2859,607.80582237,9.946686
2860,506.97898472,4.673795
2861,570.85392739,4.513935
2862,582.99198342,9.116593
2863,577.23841761,10.64084
2864,632.4419197,5.933638
2865,580.79116281,9.235541
2866,626.09733428,2.5338
2867,670.46052292,2.779363
2868,676.81538334,9.504187
2869,487.29993028,11.03408
2870,561.10694714,2.396724
2871,626.57814572,2.849871
2872,608.43363418,6.788177
2873,643.30379955,4.435601
2874,578.9144386,4.748491
2875,668.01589484,9.041552
2876,796.2958594,4.301595
2877,711.9629781,15.36231
2878,489.40341393,6.295538
2879,729.77492726,3.530741
2880,536.24262072,1.189877
2881,889.76338905,5.985306
2882,697.58596399,8.062687
2883,573.10038508,2.356134
2884,576.79175535,3.822062
2885,630.09015149,3.194939
2886,588.6062285,12.46012
2887,655.34023653,5.273295
2888,732.7892869,1.057979
2889,542.16108477,2.666265
2890,789.63754887,30.26776
2891,615.24277113,7.036344
2892,634.5454191,9.609003
2893,663.3730593,8.00438
2894,611.22726443,0.786286
2895,752.47343626,1.191419
2896,600.12949708,5.79874
2897,524.70122586,6.940629
2898,627.38096272,3.566965
2899,619.77735107,3.114332
2900,660.15922206,13.48946
2901,575.56962047,8.478391
2902,656.01569921,7.238572
2903,640.62220265,7.46732
2904,672.98855713,2.542311
2905,845.43445978,24.16379
2906,563.62383927,2.326217
2907,689.72368429,8.72229
2908,581.76679194,1.364937
2909,563.50964723,2.781702
2910,505.69594274,11.14038
2911,596.48364797,5.80483
2912,516.13882488,9.403546
2913,637.9150724,3.852532
2914,712.93470689,8.891696
2915,630.89638102,15.52716
2916,578.78365511,1.575688
2917,570.06160505,5.661033
2918,567.75539286,4.286475
2919,519.24647571,8.657691
2920,814.34808889,11.84477
2921,624.23186226,6.497779
2922,500.57028242,9.694765
2923,590.55974031,5.159956
2924,605.87605025,3.58683
2925,574.5584102,10.702
2926,590.17469774,1.767452
2927,804.3949505,4.009817
2928,621.0620989,6.113447
2929,737.37850888,4.319657
2930,530.44015229,10.12443
2931,735.52813526,5.561783
2932,625.71335056,4.396823
2933,562.77841756,5.629592
2934,714.75952892,9.734626
2935,838.36353074,7.991918
2936,651.37381087,3.566952
2937,752.3632672,4.935596
2938,818.14470586,6.940818
2939,682.79878703,1.885873
2940,636.03880949,6.521403
2941,516.68658774,6.509356
2942,589.02759012,4.083381
2943,628.52795971,8.322923
2944,644.9069221,5.184431
2945,547.58857081,1.05847
2946,562.44302745,2.05796
2947,612.38150519,3.567092
2948,508.42269422,5.628886
2949,603.52368733,10.42998
2950,578.17198698,17.70375
2951,567.69642351,4.139399
2952,475.27345994,3.436296
2953,641.36255369,6.808384
2954,639.35703861,7.549046
2955,561.19438694,8.546306
2956,569.53503889,0.3414316
2957,546.51522073,10.15452
2958,852.68890237,9.46171
2959,582.88243998,2.114574
2960,601.83030636,3.272543
2961,552.01086397,0.4663104
2962,497.56997399,13.57697
2963,520.37953649,6.352342
2964,603.05592969,6.143707
2965,663.21237983,1.710115
2966,584.10419512,1.766627
2967,463.93403144,6.639605
2968,649.11634208,2.533717
2969,605.00400377,2.048562
2970,622.0293325,8.553059
2971,768.48854315,5.707664
2972,617.85816288,8.345556
2973,485.96251133,1.892464
2974,554.15447331,5.292809
2975,535.67645127,5.834763
2976,686.17374454,6.31846
2977,592.30392984,20.05707
2978,551.97968596,9.50842
2979,635.46665937,7.185585
2980,507.20865756,3.312716
2981,581.77618852,7.519028
2982,610.10075046,5.794365
2983,605.97171247,5.110092
2984,486.70892169,13.77505
2985,708.54660367,2.84853
2986,624.07706476,2.103853
2987,554.66292759,7.28672
2988,657.99083354,4.811675
2989,525.96036881,7.153304
2990,603.74418194,1.023406
2991,684.38764927,4.321432
2992,951.29959092,6.349743
2993,621.00630149,1.71697
2994,600.4505812,6.013089
2995,592.09203234,4.323949
2996,662.41494269,2.104793
2997,564.02113631,2.06404
2998,605.52150947,5.022827
2999,663.3144883,10.55105
3000,637.36318969,3.311192
3001,525.42545333,7.147112
3002,665.02548978,9.415295
3003,602.74198345,4.323055
3004,587.77924007,14.41742
3005,735.82284189,5.82269
3006,509.51585875,11.79368
3007,688.33464755,21.99035
3008,678.25700105,2.733402
3009,798.67847756,9.199504
3010,539.60903283,2.737484
3011,637.41306026,2.108624
3012,577.88646584,2.533423
3013,749.63708185,13.85401
3014,563.04248399,6.524563
3015,574.11866752,4.254856
3016,608.09795541,6.114617
3017,547.25408877,4.63507
3018,570.11095277,7.642084
3019,588.39302665,3.075475
3020,575.58439593,4.635423
3021,605.55291461,8.951134
3022,549.55637966,6.414843
3023,531.27179288,0.5012171
3024,503.66056016,5.518456
3025,661.37374215,7.517002
3026,569.81564039,10.20046
3027,575.28043113,4.870455
3028,622.72986032,9.090343
3029,502.30773464,2.769229
3030,676.03251494,2.667637
3031,614.87894407,14.32741
3032,504.65132039,12.37365
3033,655.41718512,9.620879
3034,568.51097069,2.781866
3035,769.3654571,11.95538
3036,631.99302037,9.699194
3037,645.4626349,4.294853
3038,693.64046172,5.34467
3039,734.42438658,8.572952
3040,549.50600687,5.847832
3041,505.55672615,3.121746
3042,622.34392195,4.437167
3043,476.48608178,2.570758
3044,470.44008364,5.799384
3045,752.95883927,6.967509
3046,755.19451339,2.052982
3047,616.42805228,7.931559
3048,534.61560061,10.62072
3049,578.5896107,3.190311
3050,762.37468316,9.245164
3051,606.47272921,3.75699
3052,605.65640631,7.520381
3053,788.67663071,6.2617
3054,554.68797614,1.058324
3055,558.98275654,4.103929
3056,603.87255818,6.461159
3057,647.1376754,6.14165
3058,611.94661663,13.47794
3059,704.76144164,8.707638
3060,577.49344038,7.083982
3061,864.68803572,6.304736
3062,606.9323149,8.808072
3063,629.86499165,8.77946
3064,632.96490925,5.815502
3065,916.83591047,5.61557
3066,910.34819427,9.633436
3067,487.86242331,2.555713
3068,596.99269845,13.9242
3069,586.93216115,2.541577
3070,661.10513686,5.827078
3071,731.63062176,7.804124
3072,608.47257667,5.18137
3073,662.24793494,4.021462
3074,656.93123757,6.180515
3075,704.6928614,5.392491
3076,465.3221464,0.3431513
3077,849.78521471,10.90432
3078,627.10641631,1.10382
3079,640.79851302,8.165942
3080,536.63902071,5.107622
3081,475.94931808,9.614468
3082,630.04822311,5.767697
3083,588.6445811,7.286956
3084,885.72847611,7.217571
3085,482.34713866,6.454323
3086,698.84423052,4.423253
3087,707.77949841,9.836125
3088,649.002636,6.569838
3089,608.81682183,6.645785
3090,607.74702829,6.829211
3091,569.90451564,5.499049
3092,698.81034622,4.020154
3093,783.64063492,5.195643
3094,826.54161283,10.55487
3095,772.74524368,16.53299
3096,504.22710956,17.11909
3097,545.64998623,0.788565
3098,586.05364306,7.215455
3099,520.481174,9.076234
3100,548.86584179,6.002625
3101,665.98526693,3.754392
3102,521.02320322,1.649283
3103,604.92679014,19.63915
3104,629.68288637,8.902649
3105,589.67954155,0.9303802
3106,534.47970233,1.647745
3107,616.82124212,6.833156
3108,587.63943384,7.899569
3109,590.97445215,4.810153
3110,559.83697947,5.482015
3111,606.00163799,6.566423
3112,650.94019981,7.67312
3113,548.72538112,16.16207
3114,649.94499217,9.715124
3115,501.6546839,6.649098
3116,611.48292318,2.666607
3117,710.31316136,4.953458
3118,538.39785725,9.061057
3119,633.02131986,7.546398
3120,861.93700922,3.293448
3121,908.77481558,8.847634
3122,604.06173212,4.010755
3123,769.47078274,7.556628
3124,689.86848584,14.92842
3125,685.97376106,7.480123
3126,588.60609458,4.885191
3127,604.05537518,3.270755
3128,625.97838811,1.000341
3129,573.58844352,4.760125
3130,715.68596683,5.781219
3131,617.75533736,2.438496
3132,478.2485448,8.474002
3133,635.10700611,10.94681
3134,617.76260501,4.108625
3135,577.50424137,1.397507
3136,467.80051549,8.733392
3137,873.69709115,10.58738
3138,682.74973422,15.50426
3139,849.370098,3.752588
3140,569.88366354,12.01123
3141,470.41973097,7.179163
3142,461.30246558,2.108534
3143,492.64957463,5.975924
3144,638.03914216,18.30446
3145,660.36749915,3.407577
3146,573.92699504,6.499971
3147,606.36595051,4.546031
3148,551.80358469,3.268751
3149,573.13307643,17.20608
3150,738.45510349,9.661019
3151,614.9892229,4.30585
3152,597.49399221,4.816293
3153,521.74377045,5.133635
3154,611.95340562,4.420445
3155,679.03897881,7.408339
3156,681.35209191,8.607652
3157,642.84914913,0.3421717
3158,582.26434697,5.346255
3159,565.68589548,2.784161
3160,595.53924508,2.663007
3161,678.47422406,5.858891
3162,583.32212768,11.86963
3163,596.66611205,6.276372
3164,693.50468116,5.20436
3165,520.22956365,3.49618
3166,695.11778789,7.372926
3167,543.96651593,7.845044
3168,924.7148874,6.142103
3169,621.14980592,9.282284
3170,688.06045778,10.70569
3171,803.22772718,8.552387
3172,598.64922001,12.60157
3173,732.82772359,6.723516
3174,689.7774063,4.220485
3175,573.89317202,4.87876
3176,566.62410138,3.533747
3177,745.95830276,5.878104
3178,648.15623184,3.100522
3179,663.10994879,8.57721
3180,527.84955607,8.351018
3181,656.2126008,0.4648157
3182,564.83369912,6.94373
3183,497.20312485,3.799033
3184,596.81909617,1.365119
3185,677.79762827,12.78448
3186,629.41699653,4.883298
3187,554.60081284,1.025781
3188,584.71492618,9.80907
3189,683.13832943,4.122427
3190,546.81351051,5.789957
3191,660.07373535,3.168048
3192,645.46673769,2.727755
3193,612.42202948,2.666394
3194,598.63062897,12.25308
3195,669.47125319,4.711006
3196,766.75915264,12.17565
3197,557.02404432,11.63591
3198,709.87267109,7.516941
3199,511.65760876,2.440736
3200,536.22633308,6.219731
3201,521.85462152,13.58462
3202,573.28426442,3.146275
3203,600.22560697,6.104658
3204,549.11332537,7.54921
3205,528.86476018,11.40809
3206,655.28467676,6.24406
3207,622.5727021,2.665725
3208,577.6739776,6.358808
3209,850.69712697,9.338746
3210,506.23477104,11.77727
3211,812.71656593,10.86769
3212,579.90162963,3.116628
3213,556.96536506,2.964329
3214,497.38170279,10.66577
3215,558.56080734,6.21256
3216,489.61739011,3.010616
3217,586.11877044,1.108033
3218,557.81084345,10.94709
3219,608.81639015,2.445024
3220,602.74836529,8.898259
3221,615.83372046,5.97707
3222,534.68267866,2.676892
3223,793.58256073,8.320856
3224,594.40594604,7.219146
3225,751.37054495,NaN
3226,812.39799133,17.03652
3227,563.18468802,6.986344
3228,704.06604545,7.882307
3229,859.6977702,2.10234
3230,826.69093379,28.38641
3231,822.15534952,6.38205
3232,612.77084767,3.750428
3233,717.36706429,8.167391
3234,569.69126103,6.12698
3235,533.22054246,13.65758
3236,603.09530893,11.64759
3237,659.95385752,0.5023857
3238,638.88807075,4.099518
3239,610.08154606,3.195715
3240,830.55939833,11.1123
3241,666.8990298,20.75604
3242,637.77630301,11.13334
3243,611.06705024,16.18454
3244,707.96318482,18.19723
3245,592.20906323,8.454558
3246,704.06281507,11.78875
3247,612.49518313,15.06641
3248,628.31044403,4.234351
3249,651.87435613,10.26539
3250,716.33185366,1.768846
3251,586.77794775,8.486628
3252,606.97849797,3.116653
3253,715.77241453,4.020514
3254,599.52985718,3.068692
3255,577.96784454,4.586442
3256,536.24059724,3.456972
3257,562.68279236,2.050815
3258,520.79338271,4.550401
3259,591.82266829,2.72709
3260,693.69642642,7.582736
3261,631.89351635,2.783726
3262,613.39648526,4.75161
3263,601.69721652,4.320935
3264,845.68215383,12.43147
3265,931.33740784,10.2029
3266,652.91998822,14.79746
3267,831.89644377,4.425573
3268,632.07171357,3.76873
3269,510.30916933,10.7086
3270,563.01355106,6.801904
3271,607.23001514,4.952804
3272,493.59706978,6.900746
3273,600.10243119,2.108585
3274,746.3934788,6.611058
3275,752.41842887,7.108793
3276,611.08263992,5.847929
3277,506.91234207,3.515588
3278,485.91220458,8.710915
3279,607.13009538,30.62252
3280,625.96500515,11.57642
3281,764.24179886,3.852397
3282,713.85326589,6.639518
3283,493.20167558,5.931959
3284,564.84145588,2.833743
3285,568.67783008,1.890209
3286,926.90837725,3.116417
3287,842.10984178,5.193691
3288,588.77101677,4.082541
3289,629.89114785,6.060263
3290,677.49583934,1.05824
3291,709.4494805,5.367702
3292,634.93886422,12.00963
3293,615.96904663,4.884485
3294,593.22148583,5.805524
3295,500.56942988,2.732611
3296,574.64083666,6.509422
3297,615.94755934,7.979155
3298,534.98406651,7.514445
3299,750.73209634,14.22097
3300,645.63020854,10.7137
3301,641.84889367,4.433209
3302,672.72001067,1.717472
3303,600.7211707,2.496201
3304,843.37336149,7.543038
3305,819.34347833,20.12997
3306,927.90846686,7.503224
3307,886.82956007,6.827803
3308,570.63489076,12.17669
3309,767.43566313,7.667624
3310,497.26189543,2.226074
3311,493.35873842,3.116542
3312,563.50519275,7.730749
3313,571.89897495,7.807557
3314,631.08157831,6.041605
3315,686.28097708,4.546076
3316,632.76616747,9.520707
3317,763.4443716,6.635963
3318,616.93786914,2.379803
3319,538.31634419,14.68536
3320,583.12706389,7.140461
3321,499.51939065,8.877667
3322,657.9160606,1.277748
3323,628.57524888,2.267167
3324,629.13484815,1.432276
3325,931.05870705,15.85707
3326,528.57693519,3.774761
3327,605.85056899,2.379756
3328,687.24790098,2.837007
3329,779.36919536,8.970053
3330,687.2671188,4.754198
3331,704.97533232,18.71112
3332,585.51035644,6.221204
3333,543.65469738,6.639438
3334,606.54876284,4.551183
3335,603.63075983,4.145453
3336,540.76841265,10.59845
3337,592.02907934,8.506475
3338,536.09587935,8.137691
3339,965.9153285,11.03344
3340,647.88830752,8.969683
3341,481.70458261,10.59505
3342,547.79801739,4.607931
3343,604.03630209,7.959177
3344,566.51891536,0.9304189
3345,478.63201626,6.293169
3346,573.9572509,3.336949
3347,723.72858304,8.555473
3348,834.89950257,5.966331
3349,619.52581999,3.851423
3350,497.70093538,8.873391
3351,850.01462683,21.12111
3352,463.52334629,6.649204
3353,633.12683625,4.197021
3354,527.5961106,10.17563
3355,615.96169689,10.33684
3356,928.38944348,12.09221
3357,567.75122208,11.74089
3358,644.92386502,1.76618
3359,513.11038909,11.87191
3360,788.32928826,5.449939
3361,610.84522098,7.080763
3362,466.4318938,9.475661
3363,506.25071213,3.102682
3364,627.56539592,3.490624
3365,679.37090032,9.796475
3366,625.66246779,1.431297
3367,631.03333784,4.092353
3368,637.3089166,2.226062
3369,656.42906004,14.71924
3370,547.85121157,2.060507
3371,599.93312389,3.777862
3372,804.75096171,16.98819
3373,700.9612299,3.03522
3374,534.28660141,4.882461
3375,721.9226852,4.44311
3376,662.48318695,7.363005
3377,502.65386033,4.535708
3378,555.19909253,4.672222
3379,499.49407655,9.832073
3380,631.2781904,7.040053
3381,647.95443679,1.025628
3382,636.96595442,10.07995
3383,499.32426661,2.058408
3384,829.6762537,5.680785
3385,646.02854082,3.463801
3386,618.54838332,4.150664
3387,591.26494815,11.70735
3388,533.34684609,11.79139
3389,621.74108158,9.901997
3390,536.57156151,7.142488
3391,619.84697193,12.00053
3392,555.76434253,4.93539
3393,492.44676371,10.21089
3394,635.92105077,6.417232
3395,739.68285199,3.4065
3396,598.95366941,1.928827
3397,576.1208308,9.32128
3398,760.39762915,6.112085
3399,605.93284626,7.471481
3400,675.07443133,17.98282
3401,586.71206592,0.7413584
3402,727.59500804,0.6844245
3403,695.96544283,0.3408491
3404,577.86653668,7.058842
3405,605.63734245,7.929368
3406,567.68230384,6.543324
3407,651.34602194,2.224441
3408,586.8757063,1.057219
3409,580.7402433,1.057341
3410,772.5818139,1.271711
3411,533.09090496,12.57543
3412,653.84047927,20.06435
3413,549.04638716,10.65064
3414,695.7944714,3.320874
3415,475.43700105,4.100427
3416,653.39022936,13.01709
3417,594.51247101,NaN
3418,591.72206453,5.64972
3419,672.03422182,6.189822
3420,653.43249519,1.57342
3421,672.19955725,1.766418
3422,619.9757304,4.248982
3423,629.08605041,5.876635
3424,585.80856791,4.897894
3425,827.32054284,5.769477
3426,671.20651375,4.104261
3427,519.72151891,6.788474
3428,555.66859708,9.943655
3429,549.62154074,10.58685
3430,866.69023989,5.522436
3431,590.09915747,7.218825
3432,551.60210665,1.057178
3433,528.64065556,8.151967
3434,604.1124396,3.116698
3435,704.5386414,0.00103687
3436,469.2358477,0.4647584
3437,569.955061,4.482666
3438,538.51212998,9.724901
