,aster30_wgs84_RioClaro,aster30_slope_RioClaro
161,477.36976506,5.058271
162,656.28189323,4.586814
163,740.98269305,6.030577
164,911.25089228,8.478147
165,702.74067779,6.262389
166,710.83308104,12.74415
167,673.98113498,3.411695
168,647.47306395,5.344582
169,551.82803746,10.93174
170,660.74071066,2.110422
171,650.18332246,12.12321
172,477.75133282,6.763677
173,592.75753484,0.6838208
174,600.66353995,3.411804
175,635.83395918,3.2052
176,679.74500674,8.711521
177,575.7074866,1.106441
178,519.6921446,2.732626
179,569.14429796,4.485676
180,619.29013425,2.050503
181,679.91370145,2.790987
182,643.02378099,6.96175
183,761.76394067,1.272051
184,665.37911839,8.70877
185,613.30808798,1.764632
186,726.74684404,13.57362
187,603.7878717,4.023003
188,660.88982672,5.054876
189,592.84873788,5.786952
190,647.53338164,15.64162
191,634.96703326,2.848629
192,729.41412672,6.784544
193,545.607859,9.433743
194,709.70420144,6.658732
195,607.88855222,6.947918
196,698.0593369,18.08789
197,466.54864348,0.788497
198,562.08582537,3.853371
199,477.61352322,5.528384
200,713.92259734,9.431563
201,795.39350549,6.139057
202,598.95195633,1.884206
203,699.99179399,3.7544
204,594.00491028,4.254628
205,750.64366274,7.473093
206,612.63406443,1.191489
207,658.02821136,8.00408
208,515.07794691,2.055266
209,595.65968413,2.111756
210,748.58173019,5.096909
211,628.09113746,5.854191
212,748.56388406,3.862645
213,622.95235072,6.324459
214,811.48477409,8.123845
215,552.76320348,5.147391
216,996.66824016,11.16231
217,648.14138809,5.242741
218,630.55357219,4.088953
219,668.97305155,2.050148
220,718.9599455,2.4393
221,580.96644295,3.756243
222,597.66986905,5.804318
223,589.7461008,3.705072
224,567.70729118,5.344567
225,519.6105512,11.15853
226,617.09830078,6.166646
227,474.47430673,1.27603
228,573.58153665,5.478414
229,683.97738137,5.344776
230,609.33219589,9.26255
231,542.48697829,8.835014
232,477.48789961,6.797775
233,526.48366864,5.397689
234,532.20816496,4.40799
235,527.98316142,6.8043
236,577.90412949,2.224885
237,562.51096107,4.819627
238,580.11456428,8.454867
239,598.08210041,11.90956
240,776.50619789,3.762394
241,484.76446461,1.191522
242,529.62664262,8.278828
243,571.65588131,3.872465
244,612.63779618,8.097192
245,539.43519148,7.468334
246,735.60129849,5.280845
247,564.62577172,7.363669
248,595.05267869,15.13458
249,520.65073636,4.429775
250,570.75410784,0.7413965
251,855.25023637,4.63215
252,654.97545096,6.265523
253,630.68918865,2.225532
254,677.40102545,14.39455
255,653.50872809,4.086209
256,556.7263476,5.463484
257,576.75365146,2.99431
258,593.92792398,2.770577
259,579.43308166,6.848549
260,704.09122085,7.084849
261,638.33762731,7.893147
262,616.38417718,2.053801
263,727.57304127,11.12485
264,597.84466397,7.882492
265,597.99506473,7.468184
266,585.97715661,18.78178
267,546.71355122,5.599368
268,621.95816367,13.17474
269,575.78254383,3.420343
270,557.59921213,6.941836
271,661.64952216,3.40633
272,724.42044618,3.749282
273,719.69854505,16.05699
274,612.84539311,4.129028
275,552.62104464,3.523381
276,623.23092132,5.113444
277,596.02403674,6.382651
278,822.67312522,4.772551
279,629.48870716,4.503222
280,684.84847063,13.7661
281,586.09393185,8.323296
282,518.46774221,11.08914
283,616.31442196,9.13412
284,541.56859678,12.365
285,727.0813992,9.680492
286,708.97681105,3.033526
287,801.25398098,1.430931
288,589.84068045,4.296793
289,634.36112406,10.27307
290,584.89692915,1.770245
291,550.51836396,8.135228
292,671.7077692,11.15921
293,574.05296266,7.528793
294,522.03453994,2.679705
295,518.16745789,9.315624
296,664.48161487,2.791019
297,660.10448018,6.967692
298,555.25236311,8.724379
299,791.22155201,11.11948
300,530.82522773,2.395984
301,650.09346148,3.493378
302,499.86254805,7.682882
303,573.71299733,4.478912
304,577.51669702,7.482723
305,624.13338757,4.58825
306,563.39400844,2.363603
307,551.69019734,11.17161
308,606.19957283,6.182236
309,975.95337362,10.69553
310,572.64619703,7.055013
311,892.18002872,3.303202
312,704.47461122,0.00104364
313,566.15457592,6.761408
314,563.71817632,10.68477
315,813.37471148,4.51225
316,587.07492669,4.302134
317,628.92667314,2.967258
318,558.75632994,4.962729
319,657.43729612,1.056933
320,597.81385629,3.497756
321,533.79116996,8.10967
322,543.60132448,1.026762
323,708.57387477,5.482984
324,480.84658368,3.464373
325,796.58246826,10.15015
326,503.44585049,7.555983
327,655.98009865,0.464776
328,593.74747733,3.873599
329,679.36669189,19.05788
330,622.44449334,6.484202
331,512.53147973,5.483967
332,708.98119924,1.189804
333,718.77266523,8.068066
334,628.28098231,10.55799
335,628.90735963,5.109761
336,666.47212206,8.469054
337,561.06497243,8.791082
338,579.96746558,7.866994
339,587.12284502,7.396141
340,623.90098208,8.261516
341,545.77047631,7.146116
342,562.40808135,4.297416
343,528.10662595,10.26747
344,542.75168085,6.438952
345,806.69615205,10.12368
346,582.76020785,0.466389
347,605.70644321,1.106952
348,571.80309933,5.034251
349,619.39337471,3.768348
350,616.05968729,7.139696
351,550.76171727,6.291005
352,848.784537,7.377712
353,892.06154191,42.38376
354,521.71855491,10.59991
355,811.7064341,1.649472
356,837.83245124,3.068951
357,676.06027076,13.58785
358,613.25852661,7.177716
359,558.28809293,6.055933
360,599.67107326,3.293566
361,523.28532346,9.134071
362,589.96182412,2.734208
363,552.5907095,4.101833
364,597.18864116,11.24887
365,644.72625704,4.393299
366,615.09907124,6.619079
367,602.87059893,11.47493
368,579.93778443,0.6856154
369,546.37278485,8.409554
370,552.12399397,5.155611
371,580.71942649,4.444794
372,616.04626605,3.198175
373,620.82801001,4.301629
374,643.83517368,3.791671
375,471.51785266,7.556172
376,576.20966122,2.264991
377,513.57676893,11.35899
378,577.45898955,17.84065
379,571.15628063,6.052621
380,673.74148496,4.544462
381,651.89466972,8.389624
382,600.82396155,6.050997
383,460.41742525,4.74127
384,532.06015592,22.61578
385,558.71365965,8.921703
386,526.74629247,9.749504
387,620.02796396,6.231012
388,583.84057456,3.495852
389,644.83086802,1.43636
390,608.66691786,2.966655
391,597.88770858,4.587902
392,671.84637881,3.973806
393,625.79304828,3.097966
394,611.97254592,9.209519
395,630.93893455,9.796186
396,532.22084081,3.903251
397,1007.40990959,8.82102
398,462.23900283,6.896764
399,535.63631142,3.567186
400,611.99488979,2.66717
401,588.17430672,10.62626
402,766.44637346,10.69104
403,538.16644144,8.288499
404,515.90611084,8.244904
405,681.62293659,8.605436
406,672.06978392,3.780039
407,668.40831504,13.76131
408,797.51793663,3.305048
409,759.58838556,7.020119
410,638.04358276,16.94007
411,636.38860439,3.95887
412,581.73993165,2.832377
413,952.88720382,2.986694
414,962.66087934,6.722466
415,789.42254942,4.21928
416,484.25312972,5.888095
417,614.95019839,11.95656
418,596.99959194,6.061856
419,597.16356924,3.03523
420,590.74087258,12.0712
421,742.83182165,6.496497
422,749.62286229,13.98702
423,615.95234642,4.014512
424,696.89578453,5.483424
425,702.27359602,4.293396
426,766.74304082,5.013742
427,519.43826773,6.2446
428,598.83484555,4.420165
429,598.32946733,10.41451
430,585.94172498,2.668304
431,932.30544456,17.69857
432,570.63889546,5.933643
433,472.94507116,12.83703
434,937.30389654,8.403276
435,521.40513286,21.78119
436,525.84420728,4.822922
437,611.25586025,6.554636
438,668.46592346,5.057336
439,586.09454739,2.570807
440,612.90832306,5.448532
441,641.84308781,1.649347
442,740.62168645,3.066812
443,733.95991237,3.45452
444,617.10026586,5.791825
445,613.88984208,6.12827
446,614.40363821,9.051085
447,543.6496293,3.437212
448,666.940352,5.615178
449,508.22367375,17.05492
450,606.05664467,3.618909
451,630.93430013,7.677509
452,492.61691999,0.9320453
453,546.66336215,4.548077
454,631.29407471,5.789555
455,571.9951905,5.570742
456,500.87919583,1.713383
457,563.87105739,3.768837
458,534.80340286,2.447124
459,663.42438936,12.77834
460,817.1963918,5.378198
461,602.5394757,6.742086
462,625.95270204,12.23611
463,544.78642961,11.43574
464,897.97417202,1.433124
465,724.76289049,7.87716
466,606.12622072,3.5843
467,687.84542645,2.053864
468,514.87169979,2.396591
469,645.57549742,6.810536
470,576.49666534,7.232515
471,876.25266042,6.887866
472,759.43964549,4.318344
473,578.53924431,6.964785
474,675.70906712,13.82598
475,776.62658317,12.56569
476,604.19770046,6.106066
477,739.42817895,6.267745
478,532.32105929,6.293025
479,600.80568206,7.799486
480,602.882143,7.33455
481,509.10971907,1.503595
482,621.75486974,10.94668
483,592.20989383,8.279882
484,677.90568162,19.49314
485,506.3222206,11.67472
486,526.69607326,2.365125
487,669.39581995,5.594362
488,687.15420155,4.905458
489,647.04003978,6.731026
490,619.14155711,0.7426891
491,632.92334735,5.922886
492,627.51837282,3.416995
493,580.75350387,5.199646
494,736.23586477,9.116103
495,532.67012742,9.056643
496,499.5527946,6.022021
497,537.6812416,8.006299
498,648.00099668,3.03352
499,700.02747403,7.382998
500,484.40373606,7.468657
501,552.88417061,5.281676
502,589.28959408,4.304609
503,650.32977148,0.4665051
504,683.08059984,3.139982
505,469.57493378,2.394202
506,623.41764944,12.56917
507,568.80277944,5.875614
508,698.01425015,7.563812
509,583.4783443,8.155087
510,495.34246486,8.827956
511,664.85112751,6.593146
512,606.51201188,1.483112
513,604.60161264,6.554613
514,662.42181364,15.39959
515,507.4414715,5.346159
516,538.37173621,4.20479
517,619.08405069,2.379287
518,618.95169926,2.77603
519,719.4383135,4.499263
520,535.95141871,2.773733
521,728.38486919,7.684075
522,649.87336312,13.32415
523,561.85831359,7.555451
524,709.40475591,7.832553
525,616.95966711,8.195475
526,865.21482979,7.944745
527,550.37698118,2.666572
528,898.38919786,20.45074
529,595.76719426,7.18031
530,703.74482659,2.848627
531,720.95129646,6.261419
532,549.87232146,0.6848539
533,580.73767833,1.706607
534,600.6223303,2.055849
535,605.63194023,4.587502
536,702.9525787,5.981236
537,624.12337016,7.669751
538,581.02137646,2.6672
539,631.6956021,9.447387
540,654.02665249,4.02167
541,904.01514924,12.36842
542,593.92573395,5.681439
543,874.83985636,12.96913
544,719.34270654,18.0697
545,600.74882737,7.738175
546,680.04319508,9.146355
547,854.70039483,4.320659
548,705.08874136,13.05482
549,494.91946282,9.123002
550,456.23224904,0.7872705
551,573.38099576,11.28446
552,629.14532873,1.886237
553,702.10504881,5.9236
554,534.8639899,7.372729
555,594.76610486,3.071948
556,586.91096092,13.14574
557,613.11353849,10.12833
558,621.43885865,6.455976
559,650.35616042,3.967329
560,590.13180619,7.37431
561,712.96600621,4.634241
562,597.94815294,7.862133
563,905.79367304,8.226289
564,754.84042137,19.35431
565,624.8965453,0.78542
566,629.06586273,3.433004
567,614.01140606,7.383132
568,635.29069601,11.93333
569,583.19501521,8.897589
570,894.96070857,4.223119
571,574.77851743,7.669392
572,659.11508186,7.797495
573,628.93396639,5.656678
574,564.79548643,2.849226
575,505.46300405,15.13417
576,705.95082117,2.439382
577,630.02810696,4.443771
578,515.53535336,9.98099
579,980.44491652,7.453873
580,498.85872734,6.233338
581,761.48595799,4.469951
582,754.39214627,6.469843
583,731.28090866,4.734884
584,689.9145302,12.06369
585,544.19411355,12.24233
586,496.2520969,4.112327
587,864.19126194,2.662696
588,696.31146099,7.083382
589,555.59462188,3.491733
590,451.37503109,2.056626
591,486.27899881,4.817024
592,574.21778341,3.820365
593,796.72309769,8.716148
594,554.58691841,11.88168
595,661.96885735,3.073152
596,502.48448612,6.834171
597,496.48242476,10.91846
598,615.87383333,7.793863
599,644.84326791,6.763239
600,539.66259066,3.824762
601,635.02330155,8.12793
602,604.69371411,6.090487
603,660.79259752,6.807293
604,627.01585801,5.913875
605,841.60706926,6.030528
606,637.28615279,7.784674
607,632.47180095,2.671815
608,629.01336575,7.142791
609,723.03723996,28.66937
610,514.52548333,4.145826
611,629.05445678,12.88315
612,793.17677165,3.955108
613,595.7168024,4.478747
614,523.49493342,2.966778
615,800.57133974,4.298768
616,497.44155306,0.5020639
617,571.85159159,2.76797
618,544.21886288,2.666423
619,593.10225297,9.243714
620,897.98071764,5.152188
621,556.87220339,7.225888
622,858.69450963,5.960836
623,698.74335276,3.616332
624,610.3523358,4.18433
625,520.65716296,8.182097
626,949.87360043,2.223956
627,731.52261781,1.482765
628,578.88876748,1.773874
629,670.58849276,10.49605
630,814.71250377,15.03873
631,590.65975971,10.94278
632,616.07437913,15.68888
633,558.90361447,4.247343
634,658.8315766,8.175576
635,656.84828646,9.126558
636,696.90956623,11.05385
637,610.0016115,3.496216
638,559.65777968,6.306352
639,659.84882292,5.933946
640,768.230187,19.57087
641,544.73046695,6.815716
642,739.58978745,20.58346
643,525.46519647,10.90884
644,593.7366314,4.881114
645,701.78637857,19.88606
646,612.61254505,1.05833
647,595.92334089,7.620603
648,808.44101765,1.101728
649,534.0866973,3.773118
650,856.17185176,7.018296
651,661.83558618,5.524441
652,623.95430289,6.567461
653,489.46095384,9.349275
654,736.78971257,2.437394
655,765.94721127,20.75914
656,852.83709284,6.992752
657,833.57749583,3.116205
658,658.53835655,3.901564
659,599.79338204,1.795228
660,672.408375,4.871412
661,493.30926767,6.510329
662,503.80371453,3.014089
663,618.45287409,6.479629
664,648.08496499,2.729445
665,832.21209282,5.034496
666,675.84757431,11.7108
667,704.98055494,11.22282
668,630.8945268,9.666475
669,575.91025677,6.617248
670,582.47808492,3.960537
671,599.62987781,2.53442
672,692.95431147,1.189655
673,577.19875432,4.77422
674,602.34655607,2.208278
675,548.12554871,1.717759
676,534.18209781,2.50358
677,544.64624363,6.650522
678,492.48387393,10.13662
679,683.05405172,11.13491
680,564.68797506,10.2523
681,509.57240989,9.630408
682,615.1019018,6.118782
683,802.52438834,2.727502
684,669.85270659,5.592351
685,792.5142642,9.588705
686,858.46168737,9.935828
687,528.03358784,7.719555
688,593.93877536,0.9304664
689,608.15531894,2.864877
690,827.44029354,18.40211
691,647.24927413,3.434421
692,674.16276671,6.338334
693,688.15989257,3.456041
694,588.53362212,3.799451
695,622.65058331,8.878701
696,573.55232497,7.227972
697,663.64964172,12.17757
698,582.70862892,10.75055
699,583.12305909,12.83877
700,586.79267828,7.942266
701,600.59612804,7.625234
702,977.93675862,18.75845
703,780.52955233,5.433517
704,598.00239715,12.82081
705,612.68785739,9.246939
706,568.73884845,3.16977
707,627.70209627,3.958871
708,573.98614215,5.791527
709,667.33339139,4.258759
710,799.5696171,4.585347
711,583.65961356,2.767056
712,545.88216146,6.229398
713,653.38824953,4.870421
714,661.02577285,18.67582
715,778.40075611,6.056266
716,550.69119405,5.181013
717,529.79477155,7.521495
718,498.83365356,7.520998
719,517.62525208,3.035076
720,601.74027913,5.392444
721,743.60737753,3.528707
722,624.08262254,7.257436
723,566.71042701,1.712414
724,664.74845394,4.949088
725,502.54945676,3.203173
726,581.00190311,7.927774
727,565.29866361,7.122366
728,621.51336887,4.414721
729,611.86205345,6.611589
730,659.49519026,5.484495
731,641.8833784,6.549381
732,731.69518725,16.99078
733,575.1884701,1.057766
734,774.60601357,10.16397
735,579.16969058,7.369321
736,660.84146692,7.67147
737,731.48721427,15.34071
738,593.05070545,5.877743
739,646.53667575,13.28905
740,656.03587779,2.546537
741,700.05402133,7.151453
742,562.02256496,4.955604
743,586.50221124,4.427995
744,493.54011611,10.86086
745,588.64621205,4.872437
746,604.79737164,11.56766
747,617.58583728,4.75885
748,626.92278192,9.735447
749,582.1742091,5.617671
750,601.92342897,9.921494
751,622.04892814,7.18293
752,648.93894286,3.033634
753,683.4415635,1.718036
754,738.21892014,8.921129
755,607.29313996,1.433513
756,638.61265971,3.748005
757,775.31922118,6.64754
758,602.82359328,3.332286
759,610.77882254,15.766
760,517.39992412,7.530303
761,545.69896519,1.386608
762,640.12102293,7.472589
763,577.78599606,7.61102
764,510.32568144,8.8313
765,566.98006013,3.067604
766,681.77983251,6.469816
767,557.66358104,4.021655
768,499.24831999,15.39099
769,638.07356075,6.790665
770,626.39128222,5.683716
771,598.9210683,5.300997
772,517.7157161,7.517832
773,723.00843461,14.64395
774,489.50606724,4.602551
775,574.64663556,7.738326
776,602.90889703,7.887222
777,563.19347624,11.18354
778,647.33733232,1.024899
779,608.61903678,4.894294
780,583.92966625,9.495407
781,523.25444128,11.38994
782,636.31464115,5.250102
783,685.04779205,3.321342
784,789.69231073,23.63581
785,756.22605034,8.175624
786,583.8477539,8.791134
787,575.79054726,3.410447
788,672.2707741,4.001707
789,606.11116771,4.445661
790,485.4137652,5.192577
791,643.77881701,4.935462
792,646.96715372,5.034204
793,502.54121684,6.514662
794,572.11034417,6.490329
795,641.62137159,0.9303716
796,763.67625301,5.775479
797,586.06957806,1.500788
798,569.77820113,6.586393
799,534.73654031,5.201404
800,602.87972619,1.383894
801,589.61968646,4.016232
802,595.96513454,23.71505
803,511.71627806,1.770557
804,786.37736473,2.846303
805,638.52204695,2.57261
806,639.70253198,3.494032
807,633.02258081,10.98728
808,802.55434216,0.7411505
809,594.86216903,7.640821
810,603.77161232,5.480895
811,546.64074538,7.522573
812,700.25172321,7.800731
813,801.55651576,6.839588
814,707.21498139,13.24443
815,613.13386385,2.110282
816,476.38892176,6.460198
817,615.03034374,4.021875
818,722.80572675,17.28967
819,643.97207908,5.183374
820,731.13749346,1.38737
821,686.57100495,7.279142
822,585.37794597,4.259718
823,537.75920468,7.145078
824,524.11172937,3.757139
825,670.89663343,6.820621
826,905.88956752,6.893685
827,594.79845897,7.684757
828,613.22531656,3.755987
829,727.8309922,10.89412
830,599.87367195,7.180492
831,650.77154516,2.439342
832,524.80478112,6.249021
833,570.07789843,7.812074
834,751.64333128,6.985532
835,642.32089712,6.134273
836,514.40599267,21.70267
837,606.61200614,5.719659
838,594.96850094,3.320192
839,889.79280448,4.672182
840,752.53214952,6.967526
841,539.85422186,3.273842
842,628.36459423,13.01225
843,577.04891612,15.45566
844,607.44927897,8.764987
845,534.66891661,7.47111
846,587.08515409,9.010036
847,584.60371303,9.299834
848,774.53274694,9.736915
849,616.8267189,1.998849
850,754.3533558,5.593346
851,499.92693608,12.80697
852,663.30522695,2.002557
853,631.0548313,1.273381
854,594.91724289,3.046059
855,650.32580172,15.96623
856,684.9269728,12.96884
857,540.72515726,7.681516
858,597.68658421,4.294402
859,510.02333166,9.839725
860,681.054606,7.425864
861,694.63988774,9.126152
862,571.96363008,5.488197
863,567.54555561,1.79415
864,589.86710155,2.771263
865,577.62609571,10.88924
866,501.82314435,2.010575
867,771.53632249,10.92174
868,589.19888889,15.14583
869,744.77333918,6.267436
870,473.65667245,4.64706
871,498.56769816,5.196364
872,700.60899737,1.38356
873,605.54895642,8.963694
874,733.73843522,4.289941
875,587.81625906,4.435041
876,571.90828554,5.133973
877,534.47260592,12.0122
878,828.7042836,7.708975
879,612.06080881,2.760282
880,659.00764416,6.007556
881,743.81982108,6.317663
882,792.7019996,1.431467
883,766.40345344,5.945375
884,483.3271562,7.672952
885,609.04495613,2.511585
886,642.96432244,5.664433
887,623.09731304,5.849301
888,621.84117391,5.998216
889,664.06800819,2.501561
890,679.05028511,12.31829
891,609.86832904,0.3428355
892,696.71976842,3.073202
893,683.3509079,5.832676
894,626.31074065,1.025271
895,504.88424397,3.905379
896,512.40648236,3.148793
897,544.88689479,6.35971
898,678.89270123,6.940659
899,662.90054423,6.111636
900,955.41380873,10.15546
901,997.9694306,13.07043
902,577.47355105,2.439807
903,658.28937947,5.796721
904,520.08566123,14.09059
905,706.32506719,3.754263
906,621.02137457,5.765058
907,603.9980596,7.472635
908,485.26655098,1.5744
909,521.89866252,10.59961
910,896.96793441,6.631313
911,627.79177602,4.75135
912,601.78967966,5.497731
913,612.6636111,13.33538
914,580.89608056,5.456003
915,571.11834265,3.105184
916,740.58550476,8.492024
917,506.78939464,7.255531
918,685.79123928,13.86955
919,649.61499369,4.145673
920,647.79007606,8.116476
921,753.52565338,3.255374
922,949.43054617,11.77658
923,583.79280997,6.147404
924,507.79976679,7.521029
925,806.53053445,5.140473
926,609.91957019,4.822813
927,1025.92436202,6.967535
928,755.99561466,20.09829
929,630.89110136,15.34573
930,516.78941191,3.823532
931,622.10635716,7.221827
932,504.2638435,8.783945
933,832.8794768,9.168168
934,622.975756,4.585408
935,515.75692525,4.109325
936,548.84343755,2.37968
937,573.5343818,5.198464
938,597.84104322,9.697067
939,705.57258234,5.478555
940,482.41467235,3.271801
941,665.26719423,6.89359
942,684.63297696,1.794573
943,640.5524989,17.71675
944,595.67957508,1.430447
945,573.79530372,2.203684
946,556.76210962,2.532933
947,474.68506116,13.45855
948,750.78542516,4.935613
949,640.34491232,5.659434
950,769.31719576,10.45529
951,574.50853317,4.427578
952,569.52918735,9.356407
953,639.55066374,7.835884
954,573.8144602,6.499948
955,613.79190156,3.045812
956,537.64876886,8.186917
957,656.79866101,5.806759
958,573.14894121,10.64922
959,545.8438506,0.3418734
960,529.82748349,11.80048
961,711.30648641,5.789764
962,638.81095539,8.403558
963,484.46965434,0.6853108
964,551.11079846,4.421285
965,577.62125432,6.5597
966,613.9625758,4.01152
967,494.52677519,4.602741
968,559.86688407,12.01156
969,532.28094033,6.812126
970,652.36056759,4.880569
971,637.35964424,8.029786
972,600.74766026,4.301455
973,606.98903282,9.52681
974,697.59999674,2.755934
975,616.57412393,8.143839
976,526.61390302,6.852186
977,560.70619295,2.444653
978,714.32856386,10.25491
979,594.50981226,4.480725
980,794.47817537,6.784885
981,605.26078405,2.110316
982,579.95772788,3.034933
983,648.34565501,9.130595
984,745.77199027,3.454593
985,647.58019975,4.299554
986,691.69200599,3.067184
987,586.51244684,11.14888
988,649.24213203,6.621175
989,761.54530539,6.949563
990,559.11703597,13.04831
991,480.99414427,2.851229
992,610.99166433,11.88822
993,606.62556264,1.365113
994,638.02223244,5.918001
995,663.25792631,4.754708
996,590.88320217,5.275259
997,706.74667934,18.10172
998,657.33548982,6.212134
999,580.67451849,5.943922
1000,566.62129867,1.00334
1001,590.95296286,1.712517
1002,643.51150712,3.535088
1003,538.13370564,8.287908
1004,625.82498475,6.80022
1005,565.64171666,10.85802
1006,560.55621047,11.83288
1007,583.22007019,2.114749
1008,629.68621096,5.521906
1009,612.59343057,10.55785
1010,613.38505659,6.099728
1011,599.19840389,3.704149
1012,698.409908,5.205826
1013,614.66601779,7.294351
1014,794.55867302,8.160129
1015,686.0011483,8.020834
1016,503.97813941,10.55724
1017,776.62457297,9.837217
1018,575.05000077,5.221154
1019,621.65971373,11.42367
1020,779.24684871,4.221021
1021,783.50662,6.977921
1022,976.92611021,11.5382
1023,641.76666616,6.136697
1024,634.70665431,11.49709
1025,483.89201685,5.619192
1026,526.80565033,8.581106
1027,602.04982404,5.344564
1028,659.18024466,8.012932
1029,547.79015228,5.107465
1030,537.1941057,3.503989
1031,659.04413177,12.27891
1032,585.93776236,2.364325
1033,715.78494444,15.01805
1034,624.00327349,6.819107
1035,869.98027932,6.412751
1036,524.73296823,7.67296
1037,545.41870648,10.51895
1038,592.87541234,9.735224
1039,501.60753771,1.191416
1040,589.56019527,16.46059
1041,938.77218102,4.148211
1042,494.57183294,1.385589
1043,463.85024983,4.121703
1044,595.65775443,8.116837
1045,691.52035018,20.155
1046,928.36990342,14.3939
1047,584.75245075,4.423164
1048,749.35192843,7.450795
1049,608.10105115,6.284636
1050,642.09995645,9.690855
1051,541.58976773,4.113763
1052,675.51851727,5.187753
1053,590.65866701,13.57643
1054,539.68592064,12.75996
1055,660.03563782,2.205331
1056,566.77678637,7.135377
1057,713.79067006,2.733325
1058,584.89825194,12.56617
1059,599.56288461,5.916064
1060,489.51650205,13.19135
1061,726.98271744,4.952278
1062,854.47270714,2.353712
1063,814.60441649,4.751217
1064,640.85254636,3.779211
1065,543.66494445,5.676876
