,tdx12_RioClaro,tdx12_slope_RioClaro
2398,665.4553,5.181188
2399,704.3265,18.91028
2400,651.1195,3.686301
2401,506.7307,7.077748
2402,487.5251,8.598703
2403,643.9224,2.766862
2404,573.5327,3.564585
2405,572.8215,4.770556
2406,826.2455,2.44439
2407,630.5919,13.71879
2408,643.8061,2.635444
2409,642.7435,9.57266
2410,609.5377,3.860382
2411,741.5407,1.821954
2412,704.6349,8.634911
2413,623.7989,3.617632
2414,696.6476,8.740153
2415,599.513,4.131933
2416,608.9361,1.136165
2417,617.3466,4.603847
2418,646.3278,0.4306549
2419,544.3441,9.160563
2420,530.4951,1.577674
2421,676.2623,4.203319
2422,675.2782,9.120999
2423,615.2159,1.990076
2424,885.4051,6.393257
2425,472.5184,3.537625
2426,608.6418,2.836308
2427,552.788,5.686172
2428,558.4204,3.717738
2429,491.8772,9.346017
2430,627.0717,2.82062
2431,718.5829,2.423951
2432,586.5121,6.450497
2433,811.882,3.105666
2434,511.0259,3.45335
2435,623.8246,6.445245
2436,657.4714,6.255663
2437,603.3914,2.214834
2438,536.388,4.462935
2439,578.2267,7.890916
2440,568.0698,1.435243
2441,590.6793,2.704068
2442,627.3112,18.32841
2443,772.7239,11.64486
2444,564.0293,4.816407
2445,617.0496,4.051853
2446,666.7604,5.607335
2447,621.5819,3.897044
2448,629.2427,1.88626
2449,515.4202,8.940249
2450,647.3314,4.505671
2451,538.1519,18.01563
2452,625.9921,1.454473
2453,594.33,4.003009
2454,626.6973,4.482267
2455,581.0436,3.337586
2456,594.9172,15.91711
2457,571.567,5.692242
2458,692.7138,8.776775
2459,608.2837,0.4193511
2460,651.3544,12.23378
2461,833.9012,1.678648
2462,849.4983,4.313702
2463,743.0958,3.326281
2464,544.0857,7.368574
2465,602.4712,24.2144
2466,604.5897,4.014866
2467,637.9886,3.366575
2468,670.8485,4.262351
2469,608.4677,7.933015
2470,604.6762,5.564725
2471,768.4111,3.533025
2472,605.4696,1.464123
2473,804.384,5.718828
2474,762.2241,3.809463
2475,572.6447,2.422527
2476,630.7617,5.583231
2477,561.713,6.835375
2478,549.6993,12.86662
2479,681.0936,0.2669851
2480,575.8658,9.936101
2481,617.1153,2.495905
2482,793.7422,20.46725
2483,717.3728,1.405568
2484,634.2722,3.568388
2485,618.6931,4.75765
2486,646.5274,5.932685
2487,632.8218,0.9195361
2488,893.9233,5.486437
2489,632.7652,2.254282
2490,572.4207,23.75505
2491,520.321,7.808238
2492,655.1785,3.646819
2493,620.7186,2.842003
2494,491.891,9.252215
2495,588.6857,7.147901
2496,543.3347,1.773011
2497,571.2774,7.732171
2498,686.7019,3.037431
2499,511.4643,5.085271
2500,630.9034,5.340012
2501,636.1733,8.388209
2502,611.5898,4.629771
2503,510.0688,4.809521
2504,645.8024,2.077529
2505,526.2518,2.751901
2506,620.5334,4.071651
2507,638.8518,3.208177
2508,614.2512,5.51488
2509,504.3169,1.340979
2510,626.7189,3.699661
2511,627.181,10.21582
2512,915.3628,1.027534
2513,590.991,11.50813
2514,519.7101,4.584714
2515,743.6282,7.049003
2516,613.1737,5.436902
2517,478.6063,4.280044
2518,809.5732,4.318791
2519,672.8924,1.871093
2520,770.6889,11.61634
2521,539.0122,3.790973
2522,623.5651,0.1816409
2523,518.3026,5.873532
2524,631.8687,9.162778
2525,544.9351,3.288664
2526,778.5667,4.224502
2527,477.4937,3.242434
2528,816.5485,2.209219
2529,654.4493,13.43301
2530,676.6661,1.074282
2531,531.9427,4.438405
2532,708.4307,14.0582
2533,728.9559,15.57569
2534,522.7208,4.173784
2535,654.711,11.77212
2536,617.1626,0.06880871
2537,644.5822,7.474415
2538,596.505,0.8982505
2539,486.1064,1.555879
2540,482.6532,2.998559
2541,808.3926,1.928003
2542,612.2042,2.799509
2543,545.7853,4.28698
2544,574.6987,7.104502
2545,511.8649,5.786012
2546,579.2871,1.247623
2547,758.1777,5.000282
2548,541.4401,4.685559
2549,533.3517,2.367646
2550,591.1519,37.26714
2551,726.3729,7.753325
2552,679.9485,2.324637
2553,630.7498,1.810231
2554,676.7236,13.19933
2555,583.1931,16.21616
2556,673.0847,10.41773
2557,583.965,6.753814
2558,593.7472,14.82023
2559,565.9349,10.47817
2560,930.4893,61.50344
2561,595.934,1.291155
2562,501.8797,5.389722
2563,600.3882,12.49575
2564,530.0043,3.417165
2565,625.4977,8.096073
2566,638.7832,5.713852
2567,808.3721,9.375793
2568,501.2079,5.68533
2569,587.282,1.248784
2570,557.2623,1.818263
2571,641.9169,5.921163
2572,605.7665,5.14698
2573,792.6653,2.082383
2574,467.3557,2.231317
2575,623.9582,5.685297
2576,715.314,10.51667
2577,519.9775,1.65817
2578,669.1101,4.960276
2579,585.5851,6.292184
2580,561.012,11.11299
2581,496.7271,7.375827
2582,606.4138,6.11523
2583,540.6072,1.990336
2584,673.9026,5.713163
2585,614.39,3.407092
2586,517.4954,5.113117
2587,627.5543,14.91447
2588,702.9688,9.621705
2589,530.9281,5.975595
2590,645.5847,1.570947
2591,914.2601,6.883873
2592,591.5392,4.291607
2593,516.4414,4.998257
2594,849.9249,2.742136
2595,609.7034,2.092136
2596,638.7038,1.076275
2597,647.2012,7.852482
2598,470.2256,1.051832
2599,546.7773,2.881272
2600,548.6901,3.895196
2601,656.6956,4.470881
2602,499.7747,8.297677
2603,720.4767,5.406426
2604,668.9367,1.685844
2605,652.433,10.09859
2606,589.5938,8.19451
2607,659.2382,4.586161
2608,792.7642,2.482657
2609,611.1521,1.733304
2610,465.4345,1.789366
2611,566.6579,4.42593
2612,485.9426,10.48841
2613,552.3984,6.325662
2614,662.5874,14.61807
2615,602.226,1.084582
2616,508.8811,4.16786
2617,538.5541,4.447739
2618,452.9089,22.61902
2619,745.9333,10.61288
2620,639.532,5.787837
2621,579.9089,3.822024
2622,553.8245,3.408652
2623,772.9427,16.17443
2624,797.7232,35.60039
2625,627.314,8.294267
2626,601.4493,5.029905
2627,641.8035,2.71454
2628,710.0579,0.6897617
2629,666.8685,5.25831
2630,631.6489,1.48722
2631,551.9547,4.991573
2632,610.7755,6.793598
2633,523.1885,8.050179
2634,709.8649,4.82447
2635,588.9967,5.864717
2636,534.6024,5.772801
2637,649.0905,2.509331
2638,529.1326,7.910262
2639,608.6834,4.742411
2640,720.2864,3.140843
2641,619.9633,3.633538
2642,572.1209,2.77239
2643,651.5307,3.31717
2644,596.8887,4.774395
2645,750.3794,4.502149
2646,568.9893,23.29495
2647,552.293,1.373436
2648,858.5536,3.604088
2649,592.2803,9.378957
2650,655.767,3.386108
2651,541.1089,5.238053
2652,585.8114,10.73973
2653,618.7802,3.596749
2654,652.1248,7.200813
2655,595.4359,0.5816194
2656,545.4323,4.954184
2657,497.7483,6.505576
2658,689.2266,8.826138
2659,478.0393,5.104244
2660,602.2327,11.40808
2661,584.2126,8.414075
2662,738.8866,6.872463
2663,798.191,6.230447
2664,612.2939,2.216033
2665,615.3654,6.627218
2666,511.6681,3.49056
2667,592.9243,9.953994
2668,829.2625,1.24849
2669,513.5284,18.77703
2670,586.3302,2.745997
2671,653.3958,1.081912
2672,527.3967,4.754342
2673,627.9519,3.216624
2674,602.5469,13.49688
2675,583.567,1.109455
2676,585.5101,3.460197
2677,720.7836,9.398959
2678,761.0716,2.460095
2679,636.0541,6.747919
2680,614.5812,5.184506
2681,719.2561,16.76599
2682,645.0419,3.682369
2683,636.853,1.998248
2684,593.386,9.435155
2685,580.3894,8.621937
2686,625.4029,4.714253
2687,522.6083,6.689425
2688,727.1002,2.275912
2689,557.1828,7.285887
2690,722.86,6.239956
2691,653.7293,2.832599
2692,614.4348,7.94272
2693,479.0573,8.122849
2694,657.4095,1.31783
2695,505.4486,8.16752
2696,620.7283,12.37347
2697,591.0632,7.606804
2698,567.5059,4.417627
2699,592.3557,2.031268
2700,635.9378,1.768241
2701,598.2562,2.252805
2702,605.5515,3.849927
2703,622.9627,1.715077
2704,642.3799,1.269059
2705,626.6217,2.595083
2706,636.9937,8.622649
2707,695.475,19.31203
2708,639.1177,5.023775
2709,625.8263,1.645136
2710,509.97,2.093197
2711,510.03,7.837533
2712,592.4094,4.783219
2713,513.7653,12.57378
2714,574.6651,7.351288
2715,494.537,7.32027
2716,643.6956,3.485848
2717,457.1807,7.740354
2718,613.9786,0.7014031
2719,668.7655,3.778041
2720,527.2018,3.611339
2721,976.9839,7.467332
2722,576.7734,5.763967
2723,668.0764,1.344778
2724,543.1401,25.39256
2725,893.353,7.543448
2726,539.6028,7.792792
2727,490.5096,9.265307
2728,894.0389,5.496168
2729,632.4036,0.6903216
2730,522.6132,5.300459
2731,527.9608,6.485039
2732,647.9638,7.624914
2733,660.6532,3.498329
2734,624.7925,4.871829
2735,625.8235,9.501856
2736,553.208,2.714164
2737,503.7334,9.013479
2738,529.7051,9.715706
2739,640.1823,1.751639
2740,566.8553,12.65834
2741,564.6262,0.9459037
2742,609.7078,5.183341
2743,556.542,3.741976
2744,657.1136,2.175494
2745,787.0834,6.305314
2746,946.8319,8.31712
2747,794.6451,2.357536
2748,616.7708,8.176549
2749,519.0799,8.107553
2750,633.0241,8.903049
2751,639.1697,3.384965
2752,481.8129,7.957112
2753,526.0841,3.441376
2754,631.7001,3.506235
2755,610.1097,1.724313
2756,771.3387,5.829813
2757,671.1178,4.031154
2758,605.0511,2.961569
2759,771.1928,0.701501
2760,596.3192,1.198854
2761,597.0669,21.35771
2762,639.0133,7.359011
2763,527.4167,1.591983
2764,590.5591,1.325641
2765,580.7688,6.851335
2766,518.4176,7.347948
2767,620.465,8.517328
2768,854.864,7.403437
2769,633.17,1.397211
2770,698.5319,4.435913
2771,569.5344,4.313611
2772,571.0777,4.3111
2773,595.8549,8.596666
2774,639.4734,2.923426
2775,586.5837,3.308961
2776,592.684,20.67463
2777,631.3344,8.491162
2778,779.0125,2.773426
2779,640.2043,1.752795
2780,633.8058,2.97963
2781,708.1965,1.621372
2782,799.3364,3.412755
2783,554.032,4.223129
2784,633.2237,17.06111
2785,600.3463,1.009837
2786,887.0901,6.226011
2787,510.8253,3.576175
2788,576.7638,11.3257
2789,756.4078,2.612959
2790,533.9034,7.704508
2791,668.8624,7.946878
2792,587.3313,12.64869
2793,724.0622,5.553396
2794,570.0965,5.79391
2795,634.9191,3.76374
2796,692.7934,5.988133
2797,539.0965,7.85634
2798,660.891,3.030295
2799,496.1327,8.57734
2800,475.557,2.489227
2801,565.2041,10.65383
2802,773.286,5.682957
2803,715.794,1.310293
2804,589.2161,1.170191
2805,626.419,38.69024
2806,520.7694,9.068128
2807,698.0765,6.715631
2808,610.535,1.917891
2809,510.2252,2.967456
2810,583.5432,4.001029
2811,629.0319,3.634521
2812,580.3848,4.127614
2813,450.9495,9.432464
2814,503.1042,7.318933
2815,574.4768,1.410441
2816,524.7444,4.868389
2817,650.5886,2.525093
2818,591.5814,5.685479
2819,603.806,1.80832
2820,503.1293,7.325429
2821,644.4761,21.98859
2822,659.3517,1.751251
2823,671.0361,6.899671
2824,823.4677,4.488747
2825,542.186,1.073208
2826,527.7924,6.488727
2827,531.8759,3.363713
2828,681.3649,1.871577
2829,479.6494,1.636465
2830,611.1407,22.6258
2831,890.9604,5.282274
2832,629.3915,2.298431
2833,601.2844,5.407141
2834,590.4043,3.239908
2835,668.1436,6.431142
2836,621.5534,4.42176
2837,518.4008,3.284437
2838,562.084,11.43474
2839,581.8602,1.619434
2840,663.4619,2.648923
2841,627.4308,5.114408
2842,604.4776,4.423551
2843,639.736,12.6725
2844,605.0247,2.16115
2845,588.1611,4.509275
2846,615.7756,2.832323
2847,563.9111,2.014297
2848,614.0536,9.100534
2849,538.3556,8.273572
2850,502.1745,8.977248
2851,578.4711,3.393181
2852,703.8583,8.515502
2853,590.4822,1.939198
2854,461.8209,13.31925
2855,577.6185,5.137941
2856,597.559,4.608405
2857,649.3765,4.011481
2858,619.1041,4.298844
2859,598.6014,5.896128
2860,511.8703,6.116987
2861,560.2893,1.607239
2862,577.8812,9.177694
2863,576.3872,3.595162
2864,630.4954,2.419419
2865,589.616,4.100413
2866,634.0776,4.550082
2867,682.9708,3.138087
2868,679.8405,8.521042
2869,476.3695,6.879771
2870,567.7259,4.478803
2871,626.1208,1.489245
2872,606.2225,2.627086
2873,645.1284,2.12578
2874,572.0734,5.089336
2875,668.2009,5.341912
2876,799.5003,6.034168
2877,701.6221,5.492514
2878,482.7265,8.130451
2879,713.5689,2.826989
2880,524.4341,6.366818
2881,869.4003,3.988245
2882,692.248,9.73568
2883,567.7124,2.867904
2884,577.5306,6.251147
2885,624.1146,13.61992
2886,584.4728,9.865222
2887,653.6006,1.979637
2888,733.9335,2.56493
2889,532.7347,13.59195
2890,785.9171,29.94786
2891,603.0013,15.62189
2892,644.5038,2.302397
2893,665.7377,2.361739
2894,614.0044,1.778669
2895,764.821,5.768792
2896,588.5566,4.190638
2897,517.489,1.823813
2898,636.0807,3.635123
2899,620.7172,2.305525
2900,655.2209,2.484908
2901,569.067,11.67241
2902,665.6829,8.021839
2903,637.035,4.139901
2904,672.9438,4.615019
2905,836.0302,17.24913
2906,556.6117,5.897422
2907,684.7413,23.80303
2908,577.6599,18.80456
2909,561.4762,1.415421
2910,505.1971,4.229712
2911,590.5941,2.471533
2912,526.4902,0.9259992
2913,638.4652,3.920866
2914,713.6003,1.529884
2915,626.118,8.561742
2916,560.9095,15.54708
2917,583.0371,30.54516
2918,558.3127,18.69085
2919,509.0613,3.260236
2920,811.2337,13.43785
2921,619.1544,23.7009
2922,489.9182,5.695137
2923,581.2387,10.89752
2924,608.1088,10.63128
2925,586.8024,17.41494
2926,589.8864,8.880587
2927,800.3972,2.75929
2928,618.1189,3.148432
2929,726.8929,7.758469
2930,513.069,13.36379
2931,725.6852,2.725587
2932,630.646,2.198672
2933,563.9332,5.005571
2934,711.1755,31.49484
2935,826.7182,5.278593
2936,653.0093,12.88072
2937,756.922,6.90133
2938,816.3909,5.979817
2939,679.17,10.23919
2940,631.226,4.807791
2941,516.6176,4.655144
2942,579.8571,19.71997
2943,636.6978,2.312765
2944,641.3972,9.713547
2945,537.6221,7.725104
2946,555.627,4.477298
2947,612.1752,6.276632
2948,499.2912,5.377464
2949,578.6569,2.666811
2950,588.7158,3.240446
2951,569.5349,2.828518
2952,470.7842,1.665065
2953,636.8465,2.855455
2954,652.1481,4.98422
2955,556.7805,7.100269
2956,565.1229,4.301257
2957,544.8574,11.53718
2958,843.2717,2.70082
2959,593.1668,5.722315
2960,607.3315,3.314864
2961,553.2335,7.237223
2962,483.4468,1.949819
2963,499.4613,4.253447
2964,600.1907,10.6527
2965,671.8812,3.284869
2966,568.6387,2.174272
2967,457.9726,2.228581
2968,645.6525,1.906309
2969,612.6563,2.858752
2970,617.5424,1.701573
2971,755.391,5.94433
2972,609.6699,6.679387
2973,484.3831,2.151891
2974,550.7765,10.19708
2975,528.5215,8.554644
2976,684.5763,3.512035
2977,602.0114,6.89881
2978,554.2563,3.819026
2979,624.835,1.864112
2980,485.5637,5.745663
2981,578.9333,3.793509
2982,601.4025,1.988678
2983,615.4265,3.968328
2984,481.6364,2.939502
2985,699.3691,6.245669
2986,618.8799,2.54942
2987,550.0712,5.640326
2988,655.1359,1.210434
2989,523.9824,4.434812
2990,587.3236,5.103564
2991,683.5624,2.717434
2992,949.925,6.383957
2993,617.4069,3.664773
2994,594.197,4.21877
2995,606.7372,3.3762
2996,656.6938,4.246219
2997,555.9008,2.467423
2998,593.4377,3.634475
2999,661.8337,1.767261
3000,633.2266,1.602783
3001,516.8324,2.503683
3002,657.3145,8.621737
3003,600.375,5.060901
3004,595.1201,2.013906
3005,726.5781,13.67141
3006,493.828,19.05263
3007,674.815,4.867232
3008,682.8385,4.985116
3009,796.1432,2.945884
3010,528.7109,7.185724
3011,637.0427,2.052005
3012,586.123,1.462522
3013,737.6037,13.98783
3014,553.6945,3.708858
3015,574.4159,4.142011
3016,582.5513,12.51044
3017,533.0121,1.864535
3018,567.2349,5.363323
3019,584.04,3.94423
3020,570.9423,7.994679
3021,609.8187,10.1659
3022,543.2785,7.556483
3023,527.6685,1.606474
3024,499.5933,4.05491
3025,669.1591,2.588738
3026,566.1132,10.09458
3027,584.8388,2.244605
3028,621.3243,5.230735
3029,496.0407,5.911108
3030,670.5613,5.317185
3031,612.9366,9.483316
3032,505.1987,4.181249
3033,656.1316,6.29883
3034,566.7745,1.275866
3035,772.8533,2.021901
3036,625.0223,2.130458
3037,652.7896,3.28032
3038,690.0128,5.453993
3039,733.5051,1.367614
3040,545.579,12.28507
3041,502.4879,4.098957
3042,625.1291,1.725613
3043,469.4396,7.415099
3044,467.593,3.360497
3045,743.0121,20.22563
3046,751.067,3.866883
3047,612.739,4.198161
3048,531.2545,0.5877525
3049,573.556,2.113392
3050,760.0294,2.633439
3051,602.2971,2.961933
3052,600.0023,5.744113
3053,759.2056,3.883782
3054,545.4995,2.031446
3055,565.4879,10.63362
3056,595.2952,2.924055
3057,646.7114,1.878518
3058,603.4323,7.147223
3059,697.2341,19.62885
3060,574.4127,7.472383
3061,865.3908,6.377973
3062,609.6323,3.834791
3063,626.6793,1.425676
3064,624.6171,6.139402
3065,907.7758,3.100169
3066,914.7498,7.059472
3067,482.3058,2.658582
3068,602.325,32.05121
3069,574.122,1.566792
3070,648.4106,2.001141
3071,720.3809,2.171535
3072,594.7708,1.91731
3073,657.9196,12.08016
3074,653.3202,7.105544
3075,687.0056,11.11538
3076,451.0996,0.6433873
3077,838.9188,6.257088
3078,621.9391,2.06304
3079,638.5118,0.6946892
3080,526.2359,9.684834
3081,480.7589,5.059071
3082,613.406,7.964106
3083,605.5138,3.769933
3084,878.6529,4.180719
3085,471.0071,0.8403337
3086,695.9323,6.52247
3087,705.1047,7.992527
3088,653.5205,3.103017
3089,607.4727,4.627112
3090,605.8265,2.412647
3091,565.4899,10.50571
3092,703.1465,7.417435
3093,771.6278,6.488688
3094,817.5881,5.299876
3095,765.7304,6.214628
3096,502.8019,12.3848
3097,543.2242,5.547231
3098,596.056,3.162466
3099,512.5201,10.05869
3100,548.0274,1.671137
3101,664.5965,3.369959
3102,509.1952,9.822817
3103,597.8175,7.922065
3104,627.0802,1.153177
3105,590.4758,1.834372
3106,527.0261,2.55914
3107,625.1216,1.673327
3108,580.609,11.24108
3109,588.6368,9.602163
3110,553.7784,13.34734
3111,611.2576,6.611652
3112,640.2447,10.92927
3113,542.2775,2.266687
3114,639.6781,21.3052
3115,503.6833,6.981508
3116,611.3796,3.20458
3117,704.9459,2.226079
3118,538.6954,4.922524
3119,634.7413,17.05673
3120,848.5971,1.636586
3121,898.8647,8.601777
3122,598.9624,8.169939
3123,760.0182,6.74774
3124,690.7092,3.358551
3125,679.5317,7.190301
3126,582.4408,2.464567
3127,601.369,6.669933
3128,620.2274,3.685805
3129,568.3939,5.3032
3130,720.1247,8.458447
3131,612.6808,3.053662
3132,463.6877,3.556735
3133,642.2234,4.992277
3134,617.5196,1.967702
3135,572.2774,1.461828
3136,458.7237,4.937485
3137,869.2835,10.00229
3138,677.5658,3.560238
3139,839.7484,4.446308
3140,575.3631,13.0124
3141,465.3143,4.326801
3142,455.6209,32.28974
3143,493.7325,1.857178
3144,634.8513,8.094623
3145,658.7891,4.258948
3146,577.5342,7.814301
3147,603.1863,1.977667
3148,548.6398,3.510128
3149,571.3592,14.77208
3150,731.126,4.23483
3151,610.6578,17.0709
3152,597.0771,2.86466
3153,515.5618,4.723135
3154,609.4558,2.711673
3155,682.3636,5.74975
3156,679.9347,8.509869
3157,636.838,0.7581467
3158,576.319,2.766162
3159,563.2076,0.6491042
3160,599.2515,11.48522
3161,667.7748,4.79789
3162,587.4026,3.198956
3163,591.0822,0.3773147
3164,701.0746,1.015337
3165,512.1437,6.6049
3166,713.8326,7.408229
3167,540.2259,6.015124
3168,910.2135,4.35113
3169,622.9266,3.066052
3170,690.0889,2.485072
3171,795.3295,4.232568
3172,596.7789,4.862789
3173,735.0176,4.788094
3174,687.9422,2.805995
3175,565.7669,6.260137
3176,569.9495,2.635313
3177,732.296,7.152981
3178,642.5189,4.183299
3179,667.1106,4.878713
3180,516.0696,4.427118
3181,646.7349,1.475882
3182,554.3618,2.481562
3183,494.4849,7.317308
3184,593.8499,0.6577513
3185,674.27,12.69223
3186,641.23,12.41826
3187,542.0641,5.300369
3188,592.502,3.57516
3189,691.5142,5.284211
3190,550.9223,8.853682
3191,654.2424,2.065887
3192,642.9615,4.248596
3193,615.3208,2.013533
3194,587.6316,13.08119
3195,666.7057,11.9517
3196,762.4575,12.9519
3197,549.2739,10.90326
3198,701.8378,9.668289
3199,500.0471,3.670665
3200,533.2126,4.997212
3201,513.7764,8.013484
3202,565.7297,12.44185
3203,617.4934,28.2151
3204,534.6583,8.69695
3205,536.0734,1.361136
3206,651.5712,2.738183
3207,611.7689,2.532819
3208,570.9438,6.040872
3209,847.4456,4.255614
3210,509.6309,11.23987
3211,821.4702,1.589271
3212,577.0219,6.319123
3213,553.6686,0.8970508
3214,495.6876,4.205905
3215,554.6297,7.194005
3216,483.9777,3.549772
3217,588.9445,4.016962
3218,549.2922,6.097834
3219,610.0504,1.080795
3220,590.3856,7.033024
3221,615.4692,6.677373
3222,528.2432,4.95139
3223,793.9049,2.148682
3224,592.8066,14.47824
3225,747.4102,5.822879
3226,801.1608,11.50213
3227,554.86,3.642461
3228,705.6895,4.942841
3229,850.2729,2.358043
3230,840.1396,23.59616
3231,814.28,6.139394
3232,597.7813,7.937685
3233,712.5604,24.52038
3234,561.0707,17.27311
3235,516.5103,8.521006
3236,581.1234,2.940312
3237,657.4805,0.7986559
3238,633.0026,3.29013
3239,604.4447,3.247844
3240,827.0576,6.228143
3241,671.6384,13.77588
3242,631.962,9.798638
3243,611.4246,7.936718
3244,698.6943,7.72397
3245,583.777,3.473171
3246,687.2033,3.429585
3247,596.9738,4.129701
3248,641.9153,5.201846
3249,663.869,3.961528
3250,702.905,4.299771
3251,593.782,7.073529
3252,609.9199,4.574511
3253,706.4877,10.62513
3254,602.5875,9.952573
3255,569.5946,6.341166
3256,526.4772,8.454221
3257,552.3054,1.328726
3258,511.4136,4.160633
3259,587.4718,1.613111
3260,694.0026,5.453944
3261,639.3311,5.61667
3262,610.9995,0.4720649
3263,603.6838,2.242172
3264,842.7919,12.22958
3265,928.0588,5.061111
3266,660.9401,11.81686
3267,816.2495,4.460865
3268,630.4978,2.576212
3269,506.1026,11.42473
3270,550.0302,4.978031
3271,618.1079,1.513567
3272,488.8737,5.70446
3273,592.2035,2.952332
3274,740.8491,0.9342028
3275,742.9805,7.667675
3276,611.6287,10.70114
3277,500.0262,4.750604
3278,480.1308,12.80018
3279,589.9589,50.94017
3280,649.535,5.538864
3281,763.6933,2.821801
3282,707.8325,7.50245
3283,497.6288,12.78037
3284,561.4473,0.6474038
3285,566.9514,3.133485
3286,917.5453,0.1747161
3287,829.2136,3.255576
3288,578.3207,5.600017
3289,621.7763,4.52559
3290,691.3257,1.634239
3291,696.2648,7.076149
3292,636.9296,0.5730076
3293,623.0292,3.965022
3294,608.0743,4.807424
3295,485.0983,2.970519
3296,572.8115,3.658531
3297,609.9307,6.650441
3298,526.228,4.03066
3299,740.9989,4.917859
3300,638.1477,3.718358
3301,635.3901,11.38788
3302,663.197,2.109408
3303,598.6765,6.267563
3304,828.6854,5.862714
3305,806.4973,22.17489
3306,915.7884,19.02541
3307,871.1758,4.484211
3308,570.7501,8.583476
3309,761.2644,1.339636
3310,493.8693,2.119045
3311,491.3429,3.697757
3312,562.3522,5.890828
3313,564.3589,7.358671
3314,623.676,3.319673
3315,680.8568,3.094168
3316,627.7659,13.33041
3317,742.719,5.031965
3318,617.4783,2.747815
3319,538.8809,10.16676
3320,597.0725,5.881791
3321,485.9644,8.816547
3322,643.0095,0.4229562
3323,614.1674,6.023654
3324,625.5433,3.253242
3325,923.4459,4.748374
3326,520.6929,6.300197
3327,600.0657,19.12626
3328,689.7511,8.027727
3329,770.2819,6.494818
3330,699.5042,8.308722
3331,697.8871,18.85192
3332,585.267,5.195594
3333,548.9586,9.050991
3334,616.5084,1.524847
3335,607.2441,2.258555
3336,549.481,5.674494
3337,586.8578,6.450838
3338,546.5935,2.883795
3339,955.9136,18.06111
3340,637.4098,1.658734
3341,466.5291,8.428775
3342,550.81,6.454878
3343,600.7386,15.33794
3344,558.379,3.526001
3345,480.3285,5.478699
3346,574.5133,10.362
3347,712.9575,9.768621
3348,830.637,5.951929
3349,612.9078,3.690044
3350,487.9555,17.72309
3351,836.1512,18.78006
3352,471.8751,7.405784
3353,628.19,15.30661
3354,537.0332,11.65915
3355,604.0682,4.966032
3356,926.1235,10.23633
3357,572.6917,6.161104
3358,639.8024,9.939525
3359,510.084,11.43913
3360,779.2329,7.422261
3361,606.2309,4.177592
3362,450.7588,3.342056
3363,505.4471,7.570556
3364,626.9064,9.227262
3365,681.9783,9.950574
3366,624.5015,3.5668
3367,637.9812,6.744589
3368,627.8474,1.571105
3369,647.8559,2.931444
3370,554.6356,0.7873883
3371,596.3547,10.8121
3372,797.4172,16.1314
3373,701.6722,28.36657
3374,523.1724,4.36349
3375,718.931,3.142419
3376,676.9783,10.78639
3377,500.6454,3.135161
3378,544.0955,3.878766
3379,488.8977,6.824864
3380,632.0577,5.53555
3381,641.5611,7.025445
3382,630.5077,2.878507
3383,498.3818,6.399304
3384,817.897,3.743823
3385,648.4371,5.496724
3386,625.6491,3.920331
3387,579.162,2.686074
3388,525.804,3.925299
3389,616.816,13.03994
3390,544.6276,24.94503
3391,602.8641,3.39741
3392,548.2047,5.050353
3393,490.8807,11.74842
3394,629.7574,1.775774
3395,736.5002,0.2516847
3396,582.3213,0.724937
3397,584.1166,8.91714
3398,751.0754,1.037234
3399,605.4332,2.747485
3400,683.6717,4.326207
3401,581.2676,0.849242
3402,725.0972,6.292212
3403,689.1259,3.19945
3404,573.9066,5.275263
3405,601.9919,9.862107
3406,565.9286,2.150386
3407,648.9882,3.311486
3408,593.1381,3.291758
3409,578.5847,2.681998
3410,766.1675,3.03792
3411,524.8893,6.296424
3412,641.7319,13.84038
3413,551.5475,9.303371
3414,700.465,4.652348
3415,470.3493,22.74392
3416,657.206,5.257429
3417,594.7532,NaN
3418,588.2393,3.139241
3419,682.2814,3.469405
3420,652.7231,6.609629
3421,671.6216,1.84665
3422,612.6422,4.144703
3423,632.7533,4.902112
3424,580.0323,5.898854
3425,818.0842,4.774709
3426,674.0397,5.585213
3427,520.394,4.925195
3428,543.3401,10.99671
3429,546.576,9.356824
3430,865.7306,5.760755
3431,594.3245,9.297164
3432,551.0018,7.229329
3433,519.9225,10.97733
3434,607.8218,3.65197
3435,703.6181,30.696
3436,464.5558,11.85581
3437,569.8892,4.859855
3438,525.7343,8.851936
3439,726.5775,1.575494
3440,504.1269,3.145953
3441,628.0959,7.928274
3442,679.8365,1.898455
3443,778.1096,4.642251
3444,635.5925,2.333078
3445,774.1254,5.31789
3446,550.1343,2.80264
3447,509.2076,4.09568
3448,656.2994,2.835908
3449,595.3081,5.161048
3450,684.1074,12.54587
3451,738.8611,4.522285
3452,633.9878,1.47261
3453,542.0067,4.76763
3454,550.0032,4.914412
3455,685.501,10.4671
3456,584.1,1.635213
3457,519.8334,2.528113
3458,666.9947,5.840626
3459,589.3608,2.91405
3460,635.4751,4.310242
3461,491.4131,16.54171
3462,548.6879,5.860624
3463,619.2986,13.96071
3464,524.2306,9.821856
3465,524.7748,8.362032
3466,829.3058,13.62972
3467,619.1779,7.195272
3468,892.543,4.326995
3469,449.8895,1.342455
3470,711.7576,8.32446
3471,716.4404,7.055693
3472,611.7238,2.137913
3473,532.0653,5.512501
3474,647.1018,1.499698
3475,608.823,9.721941
3476,662.5909,6.362288
3477,592.8234,5.389142
3478,609.3697,10.98728
3479,584.0823,3.024475
