,srtm30_wgs84_SantaCatarina,srtm30_slope_SantaCatarina
111,15.27987403,6.157618
112,329.37391211,29.8129
113,446.41974833,14.58498
114,14.24294493,7.475507
115,12.12786616,2.289943
116,199.43766628,6.941813
117,229.38444823,8.316739
118,214.61164473,12.46401
119,743.38886157,25.50109
120,200.49648215,6.052814
121,675.61606234,15.25351
122,75.5757463,10.06706
123,3.48895199,NaN
124,52.98179885,0.8200955
125,212.96255742,11.88776
126,206.30798234,17.91703
127,47.34584949,15.04923
128,204.41352508,4.941333
129,96.94183603,3.778696
130,18.58172781,3.539554
131,60.41805822,15.24377
132,19.14966792,0.6972197
133,4.88724755,0.5222468
134,342.50663939,10.95231
135,153.64023719,29.95933
136,95.43110895,14.93846
137,250.35722633,31.81236
138,249.44983941,12.73577
139,4.39924548,0.7461753
140,103.21576986,17.15178
141,15.05356146,3.280767
142,12.11443125,3.252854
143,60.24225065,17.68482
144,NaN,NaN
145,285.65076832,6.873888
146,93.40572105,13.02616
147,311.58624624,15.63561
148,99.20192073,14.06838
149,814.71553668,14.39075
150,258.61308441,14.80348
151,73.32416316,13.82633
152,124.76536957,7.940887
153,104.74638383,27.04495
154,NaN,NaN
155,47.24214566,22.38407
156,566.58974263,12.40952
157,426.22334683,32.20727
158,83.71633814,25.86768
159,5.46540082,2.979887
160,7.06400176,1.753874
161,168.5767831,14.00059
162,50.64137829,15.66966
163,177.5629129,40.09765
164,357.59472153,14.86426
165,269.67369338,8.30276
166,86.72492922,17.26388
167,443.60822233,15.47907
168,269.68507723,17.29942
169,116.80355407,28.81182
170,22.30325272,10.42707
171,80.30881014,18.44501
172,96.51768261,8.263673
173,129.28941378,26.68133
174,382.16860186,14.62698
175,28.09371325,5.990738
176,3.9177915,1.049878
177,19.9649049,0.8192153
178,54.23086238,19.70413
179,14.64483801,5.473614
180,239.33196071,13.86052
181,26.74717658,6.767392
182,478.17868535,17.30338
183,742.59021612,19.91399
184,NaN,NaN
185,903.46842805,34.52417
186,28.00871747,17.28805
187,127.37816927,13.37412
188,653.64323425,14.16734
189,845.46975341,2.164005
190,780.76137363,4.277025
191,282.06535368,9.622121
192,650.35030275,14.86161
193,702.38397055,22.1866
194,78.4085956,23.11978
195,922.45282628,15.34685
196,25.396653,0.7448065
197,42.63145915,2.521732
198,613.72988497,15.27798
199,6.13765752,3.114151
200,861.57307777,21.30296
201,196.29052488,18.42232
202,968.14219905,26.21234
203,10.04077332,3.572428
204,190.62416203,17.63176
205,437.65944917,27.23634
206,10.19178981,2.54819
207,812.44115816,5.131403
208,873.59953274,28.40511
209,3.33859064,0.3525248
210,NaN,NaN
211,3.05244624,NaN
212,1046.39633293,18.73424
213,301.37799004,22.89666
214,236.70832026,12.77054
215,25.38300163,2.457558
216,221.57986636,8.151587
217,31.75257171,1.397537
218,572.22975351,26.27172
219,9.07088792,0.7444525
220,25.54005689,2.442121
221,53.66158476,19.30795
222,322.19730978,20.10147
223,8.11151956,1.147923
224,494.63907518,14.30843
225,15.29976289,5.22245
226,329.4093316,12.21259
227,255.64342755,19.13408
228,498.48303506,25.42671
229,24.54098144,3.144046
230,5.00759902,NaN
231,28.09062508,8.184731
232,171.96117619,28.95056
233,701.63645816,14.13217
234,398.45314711,21.54274
235,138.51735727,20.75938
236,67.60285524,16.43802
237,38.61326974,10.69151
238,848.40515178,18.47108
239,6.6861369,1.648911
240,481.7198424,17.84683
241,128.09098417,18.40507
242,52.1839709,13.87832
243,125.97098235,32.19342
244,327.6250308,19.78422
245,11.77259148,13.40283
246,69.9655532,23.76952
247,10.63557648,0.00145701
248,5.16171205,NaN
249,203.73409896,13.25643
250,111.82444941,16.03026
251,225.50980661,25.4093
252,384.7204133,17.80054
253,503.6151795,26.6254
254,581.48767514,7.856066
255,103.35498365,12.88078
256,324.51730542,23.39622
257,39.61933151,19.87514
258,76.32298861,20.63895
259,8.01146641,1.746578
260,506.40201384,14.05868
261,190.53907963,24.77819
262,684.10819405,26.3775
263,203.65321109,4.065855
264,496.28276614,16.6864
265,692.57000016,17.76064
266,487.38261832,26.16297
267,19.33002831,2.450087
268,724.41661632,11.33436
269,6.38150005,0.9306988
270,4.9062681,0.6995695
271,9.1073933,1.649161
272,26.12817418,3.287117
273,321.51919255,12.1198
274,131.11533147,7.022595
275,644.42595205,19.44735
276,15.61707848,1.841627
277,221.25624292,20.91715
278,408.18507188,12.58194
279,759.44372101,17.14482
280,26.02844522,NaN
281,7.06294788,3.495621
282,6.86628275,0.4654804
283,106.3408003,25.60528
284,483.38054191,16.47771
285,20.18935239,6.389498
286,242.65536844,12.14969
287,168.67643782,21.81594
288,152.6631127,14.28286
289,236.55960536,23.77838
290,4.19985398,2.674595
291,32.04799671,16.73483
292,206.72881541,16.46136
293,771.73791722,16.56584
294,828.79257418,25.59831
295,401.78583031,20.99905
296,238.94857367,29.11965
297,702.51953683,14.28217
298,615.55334025,24.78015
299,7.92907958,1.19178
300,10.13696978,1.84246
301,5.24760019,NaN
302,6.71516677,0.7447513
303,38.22617815,14.21152
304,618.71315459,24.40393
305,405.55195923,13.15743
306,9.0229188,1.395728
307,93.17118124,25.05877
308,454.12258261,9.388191
309,558.35606177,20.78485
310,512.71282815,4.480932
311,7.94588253,3.717429
312,220.61826812,10.82458
313,49.17659696,19.43786
314,325.50573852,2.23659
315,272.48712106,20.16858
316,9.3703987,1.758641
317,219.64231873,25.74205
318,299.63155304,4.503632
319,462.46341082,17.84068
320,888.42097819,22.11516
321,254.64477891,11.3567
322,130.71974303,17.69758
323,250.07338855,20.38583
324,416.49188245,24.23164
325,305.61074151,10.08496
326,981.42011671,9.903486
327,708.57521675,31.98322
328,6.57599543,0.00129542
329,71.41874505,18.64599
330,146.41189372,21.66134
331,370.38596896,24.11696
332,146.31484979,14.7072
333,519.61688196,13.11257
334,167.52630648,19.5315
335,212.14314169,25.63181
336,44.5997075,3.140236
337,6.64537522,2.837806
338,167.48165594,11.21473
339,850.75431868,18.90349
340,387.30136506,12.89575
341,135.73249151,11.9189
342,378.00265202,28.815
343,41.59525416,16.64547
344,59.33801971,6.375931
345,287.64174325,21.00329
346,739.77674783,22.77735
347,446.78417627,2.085585
348,12.19995987,3.388626
349,9.18215902,2.862342
350,48.92445911,5.302822
351,601.68096911,13.05447
352,181.70853345,17.83643
353,433.14600509,18.85494
354,734.57356991,12.2147
355,600.6863377,4.170072
356,33.21883464,9.009064
357,327.55004211,18.72938
358,240.4269065,23.88588
359,100.71963105,5.342647
360,84.67019745,12.30955
361,388.47134506,32.43499
362,134.48504207,26.03763
363,11.88149832,NaN
364,201.54581493,27.43857
365,294.6875641,12.79318
366,153.38868684,9.226533
367,169.26263317,13.5614
368,113.12787703,6.493691
369,328.67288871,28.0232
370,885.79598927,3.121816
371,29.55494191,14.30194
372,325.55540493,17.90372
373,9.49211486,5.66139
374,63.07759853,14.50483
375,901.47742249,30.32526
376,238.6857442,29.43499
377,184.5026451,15.11743
378,401.52028535,19.05345
379,14.25855278,0.9307058
380,13.4774768,4.158323
381,350.37246279,20.96036
382,796.33333851,17.77084
383,47.91910068,5.246677
384,54.42930583,5.257607
385,207.26308311,6.146753
386,45.23433397,18.97757
387,21.57236257,1.489333
388,64.45988864,12.88359
389,44.54634178,7.250261
390,370.4184064,14.87632
391,31.89044353,6.312275
392,262.523682,22.89035
393,288.70774871,20.32228
394,2.74138599,NaN
395,48.83661366,24.56601
396,16.36407761,7.681634
397,10.73679579,3.137239
398,515.57433994,28.1952
399,132.2956912,2.950292
400,355.43882827,24.53475
401,165.09230161,5.905133
402,63.59592146,21.19167
403,1032.77164535,4.033509
404,28.28917319,7.580037
405,23.3503192,6.814145
406,3.40456763,NaN
407,100.51132179,8.413515
408,519.71618045,15.57039
409,132.35424705,23.78709
410,468.47325965,14.96874
411,38.90586888,1.404907
412,34.38116126,16.40479
413,6.25492109,1.744605
414,283.56097627,11.03407
415,430.76348558,17.32369
416,1074.43451113,6.521721
417,8.19928883,1.038158
418,3.80631387,1.04745
419,12.38814716,1.332747
420,918.64587411,12.38608
421,7.07589114,1.860766
422,28.70095292,22.71721
423,49.07507127,25.01135
424,227.36755325,3.032964
425,818.34248022,16.5386
426,302.82253286,26.62951
427,463.14261126,24.06017
428,44.68724547,3.29545
429,83.61748022,13.6287
430,706.49999339,18.83395
431,240.3023377,12.28887
432,291.68894622,12.71865
433,15.29532422,2.79809
434,99.21136777,14.06833
435,192.37722192,21.87078
436,289.42485831,14.40484
437,702.31094206,16.1304
438,880.35731363,15.85623
439,144.74730551,23.84416
440,494.77357561,11.72842
441,64.76715016,7.475489
442,24.98935098,5.940336
443,483.39570989,21.57093
444,310.36393684,14.61886
445,174.32224319,18.09442
446,840.60835293,16.71688
447,69.33214603,7.301931
448,313.44323373,28.38914
449,239.29702306,16.95472
450,254.61798187,29.31928
451,9.06026599,3.116133
452,248.76083273,4.41989
453,5.25824883,1.853199
454,409.13019486,17.60375
455,105.47472633,22.75151
456,69.83630234,15.36608
457,137.57897642,14.15459
458,248.44348162,7.324554
459,384.35654429,22.30217
460,122.39309653,14.72149
461,30.10529945,15.36258
462,510.60262711,21.39036
463,35.11700246,3.967688
464,601.71621343,8.126163
465,591.05743715,22.71079
466,371.36319294,29.7838
467,773.74301317,8.052334
468,569.7523846,25.82075
469,242.79138746,30.48541
470,298.50262749,13.21092
471,738.79366218,27.29138
472,360.82729507,15.14368
473,1023.57988144,31.76823
474,10.69889054,1.396628
475,164.28554575,11.35278
476,3.02197705,0.3482204
477,11.0778581,1.192708
478,204.80367196,21.78192
479,65.17346703,9.003049
480,485.48653442,13.76701
481,188.35917918,10.89277
482,451.80489783,20.6236
483,392.48539484,22.18557
484,6.41417079,1.968198
485,27.50231449,1.056224
486,343.81452999,20.75158
487,291.64458942,8.145422
488,192.23966292,4.668485
489,7.54548112,1.808981
490,234.19231688,16.20304
491,12.42763993,1.065837
492,841.65419309,17.83795
493,9.21631103,3.936642
494,844.46374262,16.24213
495,257.12997239,8.732239
496,713.57689217,6.701423
497,137.3185651,21.66467
498,389.57026135,11.13583
499,304.49070673,21.24082
500,24.05222898,2.954301
501,378.41925907,10.56209
502,114.01221365,35.97907
503,287.54900531,22.25149
504,128.35876855,22.05632
505,229.37160146,19.10958
506,322.57998943,21.01586
507,90.92644014,26.23772
508,428.49965071,12.65338
509,416.72320438,24.14092
510,159.52255531,4.270739
511,137.74550534,32.13803
512,16.50867394,2.236769
513,211.51714066,16.14609
514,128.1639205,15.96431
515,150.25462921,9.679745
516,536.48591422,16.67537
517,3.51757947,1.192032
518,99.5170869,17.80822
519,421.58510902,18.23722
520,595.66431808,23.25408
521,416.51005684,13.06704
522,759.80003318,27.95422
523,3.40640475,0.3503251
524,91.83933722,22.28046
525,139.38318383,7.059272
526,320.2765,31.58649
527,21.41183937,2.789948
528,13.43124091,3.870489
529,94.53247745,27.64052
530,646.64977664,28.77214
531,55.9974818,23.69762
532,100.66169309,23.53067
533,9.02853788,3.809564
534,245.21811002,20.69059
535,74.94451237,23.9696
536,13.27064939,2.968551
537,32.38420022,9.96911
538,34.04191774,6.26629
539,477.44639949,18.84605
540,344.77357252,13.87834
541,270.26403254,16.73749
542,22.50324985,2.108961
543,290.03897681,28.79956
544,169.3067162,26.98922
545,686.64142209,12.95265
546,107.05359691,22.85219
547,742.40580288,15.31531
548,97.08869433,15.87539
549,15.83802765,1.807468
550,236.79776172,31.18747
551,322.04737255,19.26185
552,493.48412088,19.10183
553,25.93966353,4.114098
554,109.24352954,9.706947
555,74.06724004,20.61395
556,908.17985791,36.076
557,6.9863874,3.66738
558,664.11029425,35.05923
559,26.59812787,6.807375
560,253.830648,31.90391
561,5.03977139,0.3499466
562,23.73218002,1.739745
563,33.50584535,6.115588
564,483.6533347,27.17816
565,11.51050808,2.640182
566,639.34511787,20.10644
567,1009.55117716,5.555038
568,254.40486355,19.83162
569,696.75699019,26.11629
570,5.40218825,0.7036301
571,99.25068147,23.21231
572,18.97108292,0.8225929
573,686.72037341,8.349757
574,340.18978783,5.757417
575,50.20173581,3.445371
576,45.54899473,8.03665
577,59.44120822,10.92376
578,30.93665901,3.72344
579,190.95957415,9.256892
580,329.57962455,19.42199
581,75.47315986,6.946978
582,306.58821163,36.38602
583,507.392754,20.4862
584,12.45362152,1.805302
585,17.77259703,1.567826
586,497.45934953,10.03967
587,654.71320024,13.36004
588,185.44894071,27.84011
589,148.22647338,9.483843
590,NaN,NaN
591,385.52311966,10.8805
592,222.66646609,20.39582
593,126.35489625,15.46272
594,NaN,NaN
595,187.51468227,11.92943
596,496.19240349,16.6546
597,60.42982258,2.674771
598,122.10040456,21.9546
599,618.69172752,29.37285
600,432.79829549,1.048145
601,8.91713401,0.7461016
602,490.70569707,9.728848
603,747.7807485,17.88439
604,829.51278017,25.03282
605,500.18037105,11.28041
606,582.49258722,20.61648
607,2.95744357,NaN
608,285.19415135,17.92258
609,162.27166622,26.73018
610,171.27664846,7.307568
611,706.28964717,10.75912
612,231.24660682,27.12337
613,434.56691322,8.706875
614,20.91704902,14.3763
615,7.07273135,1.142371
616,83.39490971,10.40068
617,651.62821359,16.50502
618,8.1056723,3.150664
619,7.54599579,1.834
620,237.30507502,15.64477
621,765.75277284,18.90335
622,132.73867481,16.98081
623,7.40077651,1.932791
624,235.70563958,23.8073
625,291.77283569,18.12247
626,124.17496013,21.10661
627,107.78965499,26.42847
628,606.69668789,23.51333
629,763.73483865,4.539156
630,346.18788189,17.30718
631,7.40998308,2.090688
632,16.97345104,6.841337
633,827.70334106,11.32773
634,205.75936049,22.50906
635,13.05592959,3.665964
636,108.71603852,23.92584
637,8.0434074,2.30154
638,145.88778087,18.03878
639,104.76379417,22.17002
640,333.195162,11.08194
641,187.24662946,16.71315
642,422.53998019,10.50041
643,8.76863941,1.806499
644,161.30317848,17.42868
645,481.61770924,14.1132
646,349.53579547,18.90758
647,20.94141217,3.861236
648,29.56239896,10.35346
649,314.48050821,18.90034
650,413.63789436,20.06455
651,9.149756,1.475568
652,433.79566461,4.538168
653,2.69350953,0.3489024
654,343.21662162,15.91406
655,301.13734085,24.85243
656,409.58143594,16.53414
657,74.37919343,21.34767
658,196.16916278,25.04565
659,8.08355176,2.439694
660,140.71114748,21.55389
661,461.57329089,24.38835
662,6.0946398,2.463342
663,450.7590077,8.478176
664,6.48781244,1.335011
665,535.69653236,7.281838
666,77.57534326,24.15565
667,3.16096251,NaN
668,29.17097084,11.86121
669,459.47275174,24.86052
670,117.21579748,6.946188
671,743.42731234,8.851414
672,338.76530233,18.77061
673,80.54379584,11.23915
674,284.58670158,19.80244
675,5.24125339,0.9306898
676,244.13193211,23.62748
677,11.1579749,0.5230644
678,731.52746995,7.434141
679,90.3654605,18.34431
680,312.24159167,29.78872
681,NaN,NaN
682,173.77769016,6.906612
683,600.37426436,21.58831
684,245.79940185,19.48298
685,294.4094249,9.596261
686,627.40727299,29.8443
687,6.0273928,1.401264
688,8.08094395,0.7458645
689,14.13635291,5.045708
690,567.82145637,14.65566
691,19.13665203,6.377565
692,26.00645096,3.160575
693,319.65060865,17.28712
694,134.31448143,16.33072
695,774.16890487,19.2198
696,2.98999357,NaN
697,530.5409846,7.877775
698,3.48184671,NaN
699,5.46894839,1.150097
700,754.24176997,28.514
701,648.69311455,14.29428
702,65.21584893,11.42563
703,185.28134093,17.57732
704,178.30970207,3.14357
705,266.51983057,30.63136
706,83.56656508,4.957139
707,320.4243512,11.88231
708,5.44655708,1.395783
709,784.78420629,4.158157
710,177.7020647,18.60406
711,15.1568419,12.58813
712,199.48814088,21.72491
713,351.74992352,5.707008
714,306.73267424,25.95287
715,73.32416858,21.4772
716,630.76629736,6.874238
717,563.32337017,26.63888
718,4.07144074,NaN
719,217.11772335,14.2346
720,24.64677703,6.230781
721,12.91667028,4.197331
722,516.58651931,13.77601
723,22.5059494,3.135283
724,3.75812487,1.050816
725,118.79020719,7.052453
726,14.22063143,1.752638
727,435.56006093,14.13694
728,31.68102901,2.847926
729,92.66570513,NaN
730,393.58386299,17.37341
731,583.20161228,30.01125
732,8.24541667,0.3501163
733,515.6266589,2.789582
734,17.08546674,3.571659
735,7.60048647,0.7452022
736,43.75796119,7.929534
737,613.28782733,20.57462
738,127.53064314,17.38043
739,919.77679319,13.55462
740,838.4641787,30.28008
741,679.80789298,25.60249
742,5.9128099,1.049707
743,815.56900355,25.43496
744,697.33689606,12.90609
745,639.04708159,38.67034
746,66.59433414,13.20795
747,53.6241026,6.262839
748,795.50438173,1.742679
749,184.93176523,20.90083
750,127.62744899,25.29706
751,392.52890445,11.42504
752,325.27645472,18.65179
753,13.48295978,2.236271
754,62.70754698,9.624051
755,6.17355854,3.218386
756,434.49067413,21.56197
757,60.52060777,19.00548
758,19.64313394,6.988872
759,809.22600275,17.52231
760,397.02975412,27.95683
761,7.28820948,0.7445874
762,5.0635415,1.399263
763,3.82736405,2.446766
764,4.3786313,2.092953
765,18.55807313,2.501075
766,322.57053559,6.83274
767,457.55349426,21.12794
768,390.5481217,13.05779
769,1112.49127185,9.032497
770,721.46178569,17.0794
771,807.44443636,35.08522
772,295.28838348,7.640005
773,64.50641642,7.739631
774,NaN,NaN
775,26.25381455,0.5227237
776,208.23902582,20.28392
777,607.42079659,21.54418
778,440.4862987,26.60099
779,12.39874469,1.74206
780,587.68273377,14.00607
781,21.21915824,4.536912
782,954.42220664,20.74148
783,58.91557053,25.22926
784,387.24096639,23.64306
785,20.33877624,1.397322
786,41.1318119,9.2895
787,169.71843342,25.80895
788,15.5225947,3.288006
789,549.67074863,8.87477
790,154.63135399,20.69076
791,687.78404208,0.7457632
792,15.01675658,2.427171
793,557.72015262,17.52843
794,4.52750139,3.203202
795,11.00321856,1.852135
796,4.8842194,1.041741
797,58.28279653,19.19403
798,149.10723019,21.1494
799,764.71971821,16.60689
800,176.44208672,28.24383
801,462.77020455,11.3258
802,621.63571156,14.04764
803,254.14200824,17.12788
804,264.26544409,19.45989
805,873.46203747,15.17795
806,58.75564074,23.43321
807,26.74300106,19.44798
808,196.35942045,12.81255
809,42.74419567,2.233283
810,182.32066686,32.09972
811,117.33383439,21.77645
812,97.01948161,22.68031
813,286.50339094,14.0606
814,426.26532879,15.03645
815,684.34666256,26.54072
816,789.77223275,22.97234
817,197.56360964,41.27048
818,364.54120431,15.25421
819,6.59310638,0.8240867
820,13.99318295,1.050766
821,7.19868578,0.3495605
822,173.77403204,14.18045
823,454.45193086,24.34958
824,158.81088524,25.20845
825,302.16863452,19.83312
826,182.00173748,17.99715
827,27.42472385,3.122605
828,31.69787044,6.980536
829,93.97858561,26.85273
830,157.23807297,7.639985
831,9.93147124,1.402674
832,36.79867202,2.570951
833,6.36426318,1.649788
834,426.44576525,21.69099
835,527.64754617,10.37455
836,100.26313021,14.84064
837,121.14325065,12.66935
838,30.99750898,6.459267
839,456.64989776,12.46981
840,126.41347509,26.53442
841,61.36242211,19.73247
842,30.56976629,6.072378
843,778.65907604,24.33326
844,276.69725666,17.33271
845,102.00547379,16.71551
846,NaN,NaN
847,11.05384634,0.8214708
848,36.8170732,1.740974
849,11.75580521,1.326887
850,141.23586537,16.98221
851,2.74536821,NaN
852,21.61070838,1.860784
853,192.31598866,15.27948
854,748.05995215,19.79234
855,19.43682027,5.226723
856,286.33545133,11.65502
857,185.2497694,9.549777
858,481.60282063,6.569195
859,306.6936556,16.9235
860,6.57892452,1.054559
861,6.05734637,1.748847
862,113.73706158,6.044387
863,NaN,NaN
864,12.48553462,1.395896
865,106.63971911,3.860142
866,419.49321644,4.956439
867,104.64996584,21.56813
868,420.53349507,9.321506
869,29.03144749,0.4651036
870,59.71805778,14.22216
871,76.55532267,22.07025
872,672.50789261,28.67728
873,3.41136663,0.7465984
874,4.49321243,1.834414
875,38.43517093,6.14806
876,385.1984567,30.29797
877,13.46687389,3.495039
878,1200.55136731,16.90185
879,61.40534425,19.42427
880,788.36108073,13.97495
881,945.57044229,14.45732
882,467.40828824,15.43527
883,28.55589848,11.63984
884,98.43707465,19.04667
885,143.33542414,13.78315
886,406.45891117,3.717424
887,521.49864512,10.40811
888,105.23174232,9.129492
889,403.53072822,31.23916
890,789.75206712,26.85058
891,508.53150946,14.10242
892,141.4554106,4.773869
893,20.20578705,12.75931
894,222.13229501,22.1059
895,490.76836408,29.69327
896,104.92031429,15.69835
897,213.96384991,22.79453
898,78.56873005,15.65634
899,512.27672201,19.85771
900,6.18181265,0.3515525
901,277.58997193,18.33928
902,904.51164604,20.39582
903,804.79375934,24.27368
904,150.59303697,14.74522
905,225.50311145,25.67995
906,157.96725669,21.0812
907,48.05784651,8.939385
908,625.46907478,23.48175
909,95.50969198,17.12633
910,1169.46970219,6.662766
911,581.60438775,26.25964
912,188.47193745,8.617909
913,398.28847806,19.90504
914,269.66078175,12.16392
915,13.15400909,4.229842
916,543.51712192,22.34045
917,4.69368086,1.825054
918,NaN,NaN
919,5.89814914,1.649167
920,881.36126184,22.80605
921,134.74615149,13.0544
922,745.65233523,21.39007
923,98.67865259,16.68058
924,10.82084904,3.117647
925,34.59333743,7.222525
926,403.60830061,24.24455
927,7.24857354,0.7454445
928,16.2160423,0.8193187
929,6.93331539,1.961219
930,620.39628198,19.46986
931,11.48853632,3.859157
932,434.54113468,11.87955
933,82.08130503,27.47152
934,271.776249,11.87561
935,565.71641222,17.03392
936,501.41747898,19.24865
937,98.7432076,14.78082
938,622.15952637,18.85846
939,138.45754838,15.39648
940,100.10794834,23.44398
941,4.65814461,0.7000798
942,48.11882957,6.611112
943,578.60821836,15.75106
944,147.11640684,16.98918
945,3.9799347,2.454216
946,147.32917484,24.0313
947,658.80138115,25.67781
948,921.39378225,27.67785
949,6.80794398,1.490957
950,10.92041998,0.7462415
951,7.10122033,1.052552
952,33.02826144,9.976176
953,20.21140908,2.090591
954,39.85585777,11.46693
955,845.57530064,3.126266
956,446.27933021,14.9787
957,148.42557338,13.27776
958,755.60022621,25.74227
959,685.60054318,26.05564
960,33.40915901,6.59902
961,662.424731,19.63491
962,54.91117595,17.68477
963,197.32081299,19.54262
964,877.71914597,6.670732
965,60.31237398,10.28883
966,134.21339467,21.26342
967,210.3355656,16.13167
968,52.78741942,12.40366
969,603.3353949,19.20918
970,4.02825043,NaN
971,158.74242174,18.50571
972,206.49650214,15.7308
973,5.14628519,1.067441
974,29.32152717,11.07674
975,151.28591658,19.9754
976,602.73315416,20.40884
977,378.31348482,22.81197
978,913.41157812,7.313102
979,492.80456954,16.21253
980,544.63619711,13.86287
981,5.5876749,0.4654696
982,522.72263137,16.86012
983,4.19890294,1.400373
984,655.32253402,17.04374
985,7.72797561,6.038796
986,238.69622872,25.30224
987,145.80874136,15.33954
988,289.65844338,16.47553
989,33.20865468,5.217929
990,212.50946537,15.68982
991,152.17615759,22.73596
992,77.42086516,23.40615
993,571.64577939,10.37484
994,624.23083291,17.45312
995,61.07623017,13.32344
996,4.92240352,1.40258
997,150.59881757,9.732959
998,3.45305206,NaN
999,544.28779005,14.78198
1000,172.30434232,30.2779
1001,309.6411691,5.2106
1002,570.59678573,8.9627
1003,623.39473613,29.75966
1004,20.66494806,2.868764
1005,295.35945444,15.32017
1006,5.60272434,1.041655
1007,116.02161438,20.33119
1008,84.44994598,9.51257
1009,5.2721367,1.740471
1010,141.24577069,27.23903
1011,488.76171515,12.56416
1012,4.36500514,NaN
1013,283.33988994,17.82749
1014,12.09771752,4.642485
1015,580.68711779,7.153378
1016,17.1890968,11.02162
1017,1047.52953503,1.067011
1018,9.35188928,0.0012513
1019,45.71579574,3.83162
1020,17.11628457,0.3506421
1021,736.63238358,15.91223
1022,472.38045814,26.85934
1023,35.17213647,13.56704
1024,101.06062957,15.24224
1025,10.98140322,0.7024314
1026,63.09817056,16.68803
1027,263.8349794,12.73393
1028,98.28766149,14.97661
1029,4.04503832,2.452898
1030,471.74536399,24.01152
1031,181.1619617,19.3211
1032,502.30797205,11.4625
1033,4.88826348,1.05195
1034,17.99467731,7.671498
1035,33.99621282,0.4654917
1036,190.79138996,28.72435
1037,248.29604898,20.18625
1038,415.44522898,19.3199
1039,8.11267209,3.249193
1040,175.77043173,15.64844
1041,2.75041058,1.403191
1042,181.59421528,5.739301
1043,133.30379585,17.3632
1044,802.50028569,17.48875
1045,163.6614403,22.29931
1046,620.68885776,25.92152
1047,640.5538922,10.16199
1048,724.52343789,22.53006
1049,113.21269836,12.01422
1050,NaN,NaN
1051,423.7110985,15.87389
1052,6.69710127,1.480107
1053,51.4582445,13.74963
1054,5.69734773,1.398801
1055,301.19285508,18.51266
1056,29.24177516,14.50781
1057,464.13775291,24.69129
1058,3.02886171,0.9307092
1059,424.3532801,23.96317
1060,140.66949391,13.10072
1061,59.57627063,3.387415
1062,111.59327261,15.59982
1063,455.55625552,22.8528
1064,22.46019694,7.664634
1065,6.16346397,1.049667
1066,544.76118047,39.01274
