,X,Y,srtm30_wgs84-tdx12_abs,srtm30_wgs84-tdx12_color
339,-48.99104565,-27.88556446,8.63838132,72:72:255
340,-48.82782003,-28.20812102,1.68886506,255:220:220
341,-48.94379301,-27.04088908,10.22110849,38:38:255
342,-48.67548579,-28.04154426,10.72444798,28:28:255
343,-48.87236867,-27.3234439,7.54978416,255:96:96
344,-48.83122418,-28.12503614,4.28106971,255:165:165
345,-48.95421958,-28.02170608,3.83974325,255:174:174
346,-48.99652487,-27.83747992,5.92864783,255:130:130
347,-48.97577379,-27.54839284,1.64217627,255:221:221
348,-48.68697969,-27.29638018,8.17785487,255:82:82
349,-48.73835531,-27.94766831,0.31076498,248:248:255
350,-48.66912221,-28.21294375,0.68561911,255:241:241
351,-48.93394261,-27.67082241,12.53186911,255:0:0
352,-48.92888444,-27.33891032,3.64156655,177:177:255
353,-48.65792733,-27.12142781,1.41579491,225:225:255
354,-48.86712992,-27.44947551,6.91313009,108:108:255
355,-48.95842585,-27.886859,6.7503377,255:113:113
356,-48.70031037,-27.39380371,15.05065536,0:0:255
357,-48.86916572,-27.63782639,0.58495789,242:242:255
358,-48.81511562,-27.67132399,11.2421935,17:17:255
359,-48.93548727,-27.07972023,2.19168105,255:209:209
360,-48.91092611,-27.38136681,2.19080255,208:208:255
361,-48.90468588,-28.21711571,3.93785494,171:171:255
362,-48.82673898,-27.47696913,3.23194207,255:187:187
363,-48.63973737,-28.1393532,4.77574732,255:154:154
364,-48.84606477,-27.17558685,3.15468507,188:188:255
365,-48.921406,-27.01189594,1.5666359,221:221:255
366,-48.78241988,-27.47915414,3.71771316,176:176:255
367,-48.79656255,-28.11322204,3.06013317,255:191:191
368,-48.65556164,-27.31017421,2.64472297,199:199:255
369,-48.9368754,-27.7436373,5.22771129,144:144:255
370,-48.99272937,-27.69905956,4.48291073,160:160:255
371,-48.85227515,-27.30786278,7.71870191,255:92:92
372,-48.92216181,-28.07856318,4.03249507,169:169:255
373,-48.98613048,-28.63498643,10.90560514,24:24:255
374,-48.70416235,-28.02155826,4.55595147,158:158:255
375,-48.84973673,-27.78695849,9.71787751,49:49:255
376,-48.91915647,-27.04589905,5.0187558,148:148:255
377,-48.83992778,-27.54894812,13.0115549,0:0:255
378,-48.86037886,-27.69666144,6.25998535,255:123:123
379,-48.7245474,-27.49321749,5.66155578,255:136:136
380,-48.39821387,-27.492835,2.6656632,198:198:255
381,-48.80142424,-27.77939564,6.89126279,255:110:110
382,-48.78911749,-27.82330266,4.78886149,153:153:255
383,-48.6644066,-28.19698731,5.20897068,255:145:145
384,-48.88587311,-28.21836662,3.70909417,176:176:255
385,-48.81750819,-28.24821718,3.56818311,255:180:180
386,-48.73061526,-27.68746555,1.30101603,227:227:255
387,-48.85992169,-27.26667019,2.59006257,255:201:201
388,-48.81870297,-27.53171467,1.14690864,255:231:231
389,-48.84691888,-27.24393011,10.13733178,255:41:41
390,-48.78430367,-27.12974374,1.1861064,255:230:230
391,-48.57506578,-27.59731264,1.85016353,255:216:216
392,-48.83506063,-27.16345535,8.873418,67:67:255
393,-48.50368701,-27.63283549,5.37495129,141:141:255
394,-48.50890712,-27.54721566,10.52972401,32:32:255
395,-48.60434024,-28.02318044,12.49079634,0:0:255
396,-48.76122066,-27.28135592,6.97581061,255:108:108
397,-48.48132877,-27.15291206,8.27324979,255:80:80
398,-48.88406731,-27.67908159,18.89023994,255:0:0
399,-48.72660031,-27.13429225,1.8379912,255:217:217
400,-48.82138878,-27.67856715,5.95267173,129:129:255
401,-48.69209396,-27.886104,4.78459839,153:153:255
402,-48.87255096,-27.32187868,4.70314146,255:156:156
403,-48.99889436,-27.88277435,2.14864535,255:210:210
404,-48.7239486,-27.01227695,1.67884319,255:220:220
405,-48.88675752,-28.43321274,8.2812492,255:80:80
406,-48.94718052,-28.63356146,0.16881337,251:251:255
407,-48.95724469,-28.42733548,0.96884179,255:235:235
408,-48.93542089,-27.42432802,1.44351955,224:224:255
409,-48.85947978,-28.26147284,3.92914705,255:172:172
410,-48.87710548,-28.02409155,5.57674035,136:136:255
411,-48.63304493,-28.02499765,0.83114888,255:238:238
412,-48.78214654,-27.52451639,11.24373126,255:18:18
413,-48.7110963,-27.27423256,6.217546,255:124:124
414,-48.4329766,-27.51032163,0.85297627,255:237:237
415,-48.96001167,-27.44950915,4.95381442,150:150:255
416,-48.83842279,-27.85886146,0.10751113,255:253:253
417,-48.68171393,-27.05020339,0.49208183,255:245:245
418,-48.52740086,-27.44918267,1.02091713,233:233:255
419,-48.87450687,-28.26193727,3.89391716,255:173:173
420,-48.93217573,-27.82300621,6.24162589,122:122:255
421,-48.71870454,-28.12720509,5.25578514,255:144:144
422,-48.46591428,-27.14422747,10.25078708,38:38:255
423,-48.62556294,-27.08805686,5.56238127,255:138:138
424,-48.77836574,-27.5585556,1.17844675,230:230:255
425,-48.79277713,-27.81920868,8.25778022,255:81:81
426,-48.98807062,-27.12791269,6.61603286,255:115:115
427,-48.71036177,-27.86098077,3.17858874,187:187:255
428,-48.91694795,-27.14017728,2.15657547,255:210:210
429,-48.97099997,-28.21538327,7.61275978,93:93:255
430,-48.89529392,-28.06863025,5.72469339,255:134:134
431,-48.75143234,-27.58754514,0.8389377,255:238:238
432,-48.98459684,-28.08097357,2.08804622,255:211:211
433,-48.75731743,-27.68500333,2.50371422,255:203:203
