,X,Y,srtm30_wgs84-tdx30_abs,srtm30_wgs84-tdx30_color
0,-63.74087693,0.21453486,0.50102215,234:234:255
1,-63.32313627,0.99870012,6.21458699,6:6:255
2,-63.01007276,0.50684383,1.82558596,255:183:183
3,-63.27941309,0.41742076,8.11486272,255:0:0
4,-63.37521394,0.32770331,3.03009526,255:134:134
5,-63.71115983,0.52899366,4.07654253,255:93:93
6,-63.96403197,0.99941853,0.96778175,255:217:217
7,-63.67726494,0.8509565,1.35298624,200:200:255
8,-63.84179757,0.43401038,0.97829897,255:216:216
9,-63.62606468,0.13173321,2.43651563,157:157:255
10,-63.21396511,0.60311067,2.75287132,255:146:146
11,-63.52260455,0.56163621,0.96383866,255:217:217
12,-63.54288525,0.49640401,1.75414934,255:185:185
13,-63.22723109,0.73145668,0.23717095,245:245:255
14,-63.24438428,0.59544235,6.24334241,255:6:6
15,-63.41835928,0.70158508,1.6770798,255:189:189
16,-63.14581055,0.60850098,3.9703955,96:96:255
17,-63.66069461,0.01395877,0.07369555,255:253:253
18,-63.18745508,0.39231511,2.72489961,255:147:147
19,-63.21877489,0.23396146,2.37822225,255:161:161
20,-63.18317038,0.80337504,2.37406032,255:161:161
21,-63.18473224,0.85591066,2.85427683,255:141:141
22,-63.37863458,0.01985257,3.55402826,255:114:114
23,-63.55446968,0.28055945,2.06763283,172:172:255
24,-63.07956421,0.23510795,0.57799621,255:232:232
25,-63.55209842,0.05940321,1.5480852,193:193:255
26,-63.25215916,0.52661647,2.3027107,255:164:164
27,-63.54644464,0.23927433,0.20669495,246:246:255
28,-63.8318844,0.99223445,1.13395455,255:210:210
29,-63.73354048,0.67965764,6.79922626,255:0:0
30,-63.24666655,0.03350834,1.34255534,201:201:255
31,-63.54584023,0.68643784,0.12088428,250:250:255
32,-63.8362279,0.0832832,3.45500604,255:117:117
33,-63.12066354,0.61185234,1.2434084,255:206:206
34,-63.97404907,0.69023624,0.38985144,239:239:255
35,-63.96371262,0.00541007,0.20845735,246:246:255
36,-63.1576194,0.36020526,1.73965746,255:186:186
37,-63.54290418,0.62616587,0.61034614,255:231:231
38,-63.10311057,0.64216072,0.41141428,238:238:255
39,-63.35483711,0.96606773,3.184723,255:128:128
40,-63.40722432,0.40250461,3.99260523,255:96:96
41,-63.39928826,0.44017955,2.26172947,255:165:165
42,-63.52549322,0.60123622,0.52995901,233:233:255
43,-63.50969946,0.99983647,2.88662917,255:140:140
44,-63.21328205,0.93213036,2.66131745,255:149:149
45,-63.61364109,0.53553922,6.76175625,255:0:0
46,-63.19078754,0.94811158,6.89061474,0:0:255
47,-63.67944511,0.78593631,0.85570645,255:221:221
48,-63.54367695,0.84732132,0.04542456,255:254:254
49,-63.94171618,0.46143901,0.64198984,229:229:255
50,-63.04124513,0.70459722,8.70575325,255:0:0
51,-63.42153601,0.58517643,3.43951626,255:118:118
52,-63.21633001,0.80515031,5.49507771,255:36:36
53,-63.90691166,0.13063189,0.45456509,255:237:237
54,-63.24896337,0.73887295,5.91637268,18:18:255
55,-63.29300442,0.86095668,3.60662486,110:110:255
56,-63.28426088,0.72191151,2.25330629,164:164:255
57,-63.63132935,0.77323649,0.66737144,255:229:229
58,-63.19906138,0.27910163,1.90971043,255:179:179
59,-63.53915652,0.43049092,2.0955162,255:172:172
60,-63.4304307,0.04401833,1.11778215,210:210:255
61,-63.42125075,0.54791858,5.22644371,255:47:47
62,-63.59485042,0.09050631,0.53574429,233:233:255
63,-63.50590424,0.2444192,1.01547202,214:214:255
64,-63.4879031,0.03789629,2.31053217,162:162:255
65,-63.81788429,0.45677289,1.84352323,255:182:182
66,-63.64332651,0.43931292,3.70137056,255:108:108
67,-63.14300741,0.93605557,7.44026351,0:0:255
68,-63.0073986,0.19550348,2.80918045,255:143:143
69,-63.13958011,0.91648804,5.57062254,255:33:33
70,-63.45386255,0.44398532,1.62061905,255:191:191
71,-63.23467633,0.28303233,1.37437656,255:201:201
72,-63.83028603,0.61450545,5.31852639,255:43:43
73,-63.32158903,0.71058873,2.01293214,255:175:175
74,-63.72650808,0.36648363,2.82969354,141:141:255
75,-63.88638444,0.43893414,0.74653314,225:225:255
76,-63.65315006,0.52255958,4.32162187,255:83:83
77,-63.15171324,0.80153566,2.45771234,255:157:157
78,-63.1799505,0.38733949,2.11906095,255:171:171
79,-63.9774082,0.2099231,0.7233186,255:227:227
80,-63.96236607,0.02929189,3.84912572,101:101:255
81,-63.14958346,0.69242033,0.93740759,217:217:255
82,-63.36846015,0.04851276,3.52108061,255:115:115
83,-63.34446235,0.24497287,4.5452046,255:74:74
84,-63.70504737,0.43491372,3.11909033,130:130:255
85,-63.23540296,0.38048876,4.53495917,255:74:74
86,-63.9419151,0.74450045,1.6876313,255:188:188
87,-63.15162212,0.98616207,15.61701971,255:0:0
88,-63.98712656,0.65044338,0.5459407,255:234:234
89,-63.66929929,0.98271149,2.99954512,255:136:136
