,tdx30_SerraMar,tdx30_slope_SerraMar
2326,730.9,28.24729
2327,557.4725,29.40622
2328,1531.228,8.239565
2329,324.6324,20.87861
2330,371.7105,1.455617
2331,597.041,12.16611
2332,501.6111,5.299211
2333,1152.115,42.33585
2334,117.3689,34.4253
2335,37.02823,23.10931
2336,1133.345,1.111868
2337,482.8689,5.389729
2338,393.7578,1.87974
2339,158.0003,24.24519
2340,672.1849,29.49234
2341,81.13382,26.42171
2342,1618.8,27.24979
2343,904.4291,33.06248
2344,1066.625,21.4118
2345,473.3307,1.399047
2346,1348.741,13.8209
2347,1150.945,20.184
2348,452.0491,12.51975
2349,460.355,23.12456
2350,661.6454,29.65094
2351,603.571,32.69547
2352,524.8182,9.151174
2353,1148.385,32.92325
2354,987.5525,17.7958
2355,659.7444,21.92743
2356,1350.888,10.65541
2357,526.3696,18.50885
2358,1629.112,29.9783
2359,1183.721,18.87799
2360,658.4127,28.22106
2361,1129.119,29.00957
2362,1265.505,36.30119
2363,1814.554,22.5285
2364,1090.799,27.85565
2365,1753.448,23.06771
2366,418.0453,8.174766
2367,628.1094,18.27445
2368,411.5474,5.985442
2369,588.446,20.41511
2370,434.9457,8.427782
2371,1045.764,10.28483
2372,538.2786,28.45114
2373,1442.062,12.11524
2374,580.2698,26.6635
2375,568.0605,9.434683
2376,570.269,30.29486
2377,567.4666,29.92822
2378,890.5184,1.385513
2379,848.0983,19.4236
2380,535.4459,21.98769
2381,603.6386,33.23108
2382,1051.557,31.34137
2383,425.3115,29.24306
2384,457.989,32.61595
2385,1546.974,31.03189
2386,597.2913,26.00496
2387,1940.557,1.250148
2388,24.25359,17.60168
2389,2017.524,24.15463
2390,1184.652,13.65048
2391,1387.58,27.20004
2392,1341.742,9.494693
2393,1035.806,27.66364
2394,816.9554,20.10346
2395,536.5901,14.32926
2396,459.1669,26.83872
2397,26.22129,14.63193
2398,1195.042,9.528685
2399,840.6757,17.96831
2400,1391.864,20.90902
2401,591.3963,5.384348
2402,45.58428,20.35681
2403,1502.965,22.75695
2404,743.7635,25.80763
2405,666.9497,5.576692
2406,1695.449,6.270148
2407,386.6548,0.5254439
2408,1171.442,4.176267
2409,907.6748,21.82479
2410,889.2394,0.8896708
2411,1206.524,19.52141
2412,540.2523,15.65883
2413,1446.337,15.56916
2414,1607.665,14.86471
2415,482.9894,15.60523
2416,1219.759,2.186723
2417,943.6259,9.19327
2418,1443.408,48.26944
2419,469.161,12.92188
2420,1389.071,14.66043
2421,487.7752,4.147953
2422,487.9679,24.53777
2423,532.5483,25.07894
2424,554.026,34.24129
2425,1210.725,16.09481
2426,520.0403,19.4302
2427,1152.186,11.03384
2428,940.8222,18.18256
2429,565.5274,30.78887
2430,363.8679,24.57038
2431,905.8812,12.99958
2432,505.5475,14.67498
2433,457.7374,6.867417
2434,946.3607,18.20132
2435,1112.175,12.72927
2436,1145.746,21.94333
2437,1790.337,17.43254
2438,1340.076,14.93751
2439,1055.357,11.314
2440,401.63,4.743398
2441,641.3699,21.17799
2442,422.4637,9.952697
2443,443.4297,13.48955
2444,675.6526,9.465675
2445,541.5496,1.814097
2446,1640.485,15.45545
2447,628.2999,20.93969
2448,936.2139,21.46393
2449,495.184,14.2413
2450,367.0317,1.46826
2451,1068.3,6.194764
2452,1632.1,18.93989
2453,819.2469,28.24015
2454,389.1452,21.35482
2455,1301.153,6.95798
2456,441.8827,33.74196
2457,431.9508,3.056268
2458,419.8723,25.09492
2459,1078.122,31.08663
2460,476.7986,10.81203
2461,1097.41,18.56576
2462,574.9672,20.24289
2463,1327.465,24.71902
2464,800.6586,28.0516
2465,1120.082,28.87364
2466,450.3694,6.212008
2467,442.1755,7.459148
2468,1326.05,2.799691
2469,621.7034,33.52008
2470,538.9797,25.27422
2471,1110.431,32.91673
2472,1239.995,25.04667
2473,448.7473,2.380542
2474,606.58,6.356802
2475,1487.223,14.42539
2476,370.4537,42.01332
2477,560.3492,21.83224
2478,1515.261,39.93342
2479,538.5865,22.30013
2480,383.9283,4.90273
2481,1271.007,22.32174
2482,1326.333,27.51432
2483,927.0751,44.18657
2484,517.3357,28.35154
2485,1083.703,23.7729
2486,915.4226,0.943405
2487,4.328322,3.166506
2488,578.59,10.34142
2489,426.4557,15.3758
2490,2160.63,29.09304
2491,951.8748,19.6165
2492,639.9572,4.765406
2493,845.0212,29.12485
2494,1509.063,17.78999
2495,483.0412,3.498224
2496,1164.946,25.74075
2497,904.5929,10.60545
2498,686.0428,28.65705
2499,635.9161,14.95693
2500,1345.728,19.85021
2501,1268.511,19.48292
2502,924.8746,13.21871
2503,1007.725,36.97881
2504,506.9719,15.8598
2505,1150.368,26.80863
2506,1178.667,8.456798
2507,612.4761,16.6739
2508,1015.47,24.00678
2509,527.9224,28.06985
2510,1177.487,26.79161
2511,1195.709,27.89694
2512,1120.461,16.33241
2513,1397.098,38.33357
2514,1617.716,20.01059
2515,0.4124523,1.966585
2516,387.642,12.73967
2517,1714.124,34.60796
2518,1053.924,19.14538
2519,2018.279,15.35042
2520,579.0878,30.62774
2521,956.5374,3.044935
2522,810.9191,9.809349
2523,1530.691,6.845037
2524,594.7017,34.4267
2525,521.8696,27.39918
2526,1269.853,25.10716
2527,1372.964,21.24045
2528,558.5472,28.0174
2529,467.8564,3.704727
2530,1612.025,22.74286
2531,880.8928,8.762987
2532,2231.635,42.9397
2533,425.8863,5.299263
2534,NaN,NaN
2535,236.8439,7.633246
2536,534.2546,15.10672
2537,674.4058,5.792952
2538,1860.562,25.04896
2539,919.58,18.10912
2540,1414.223,35.88367
2541,1290.172,8.996475
2542,752.7613,26.4129
2543,1203.183,7.195271
2544,NaN,NaN
2545,997.2865,14.32915
2546,2081.998,38.03896
2547,1848.095,34.92433
2548,2333.882,47.78876
2549,1107.14,20.44688
2550,769.0261,14.94739
2551,952.0889,15.28887
2552,70.683,25.16814
2553,486.8871,8.335909
2554,1164.774,24.41942
2555,1250.679,26.51868
2556,1270.979,21.92614
2557,1177.439,24.02898
2558,253.8863,23.02492
2559,531.9176,12.09448
2560,558.6182,24.92605
2561,309.702,6.596047
2562,562.0369,16.00332
2563,72.63402,13.85672
2564,1199.632,20.87713
2565,486.3752,7.747459
2566,1436.778,26.48574
2567,395.4877,0.8783681
2568,531.9882,18.53419
2569,729.2456,18.09588
2570,465.4458,9.884431
2571,1151.729,29.78786
2572,726.9888,18.30804
2573,620.8881,12.32324
2574,1152.299,11.94972
2575,385.2962,1.53033
2576,656.4117,20.35109
2577,269.5984,19.05608
2578,1296.666,25.62863
2579,1208.026,34.12833
2580,986.9042,17.85943
2581,1209.973,12.48841
2582,12.11223,4.628695
2583,1455.475,24.97208
2584,1350.782,22.66807
2585,1308.083,15.62816
2586,1077.867,21.63371
2587,1018.552,16.3383
2588,1287.96,22.54517
2589,595.347,14.98826
2590,570.2574,18.95883
2591,525.5422,1.654368
2592,488.4325,18.45465
2593,941.2263,4.459995
2594,637.3037,20.25755
2595,1101.367,23.12131
2596,592.9352,1.872579
2597,408.4654,6.423232
2598,923.1564,31.34729
2599,1665.075,42.16349
2600,1102.498,11.9754
2601,672.2001,29.4635
2602,366.5939,4.219552
2603,1327.156,26.29501
2604,464.7513,24.91057
2605,1100.016,8.772212
2606,88.37113,24.20561
2607,1511.196,25.58149
2608,483.3539,22.74109
2609,774.9933,17.26447
2610,925.074,7.118609
2611,888.103,27.62862
2612,1094.113,11.90195
2613,2090.22,34.56398
2614,214.8043,17.61525
2615,541.5717,26.89308
2616,492.1683,27.63395
2617,442.3206,1.779606
2618,707.1021,3.753675
2619,467.1031,17.61721
2620,537.2208,3.460588
2621,479.4234,24.02471
2622,1020.485,14.93377
2623,782.5048,11.37395
2624,2587.837,31.56262
2625,433.0858,14.47799
2626,537.9716,35.2408
2627,595.5743,49.34475
2628,173.5277,23.3973
2629,383.89,0.5758044
2630,1090.797,18.77265
2631,526.1893,6.812196
2632,1151.647,17.16382
2633,874.1165,35.97461
2634,2126.921,22.30009
2635,689.6492,18.22909
2636,1.10129,0.5321859
2637,1478.374,28.86764
2638,540.6681,19.59309
2639,1759.16,3.180041
2640,559.0283,13.4041
2641,676.941,22.59278
2642,1450.919,37.1418
2643,1235.731,20.25347
2644,NaN,NaN
2645,2193.942,13.23865
2646,949.358,10.30653
2647,2113.198,20.76804
2648,81.46222,32.19192
2649,561.6807,5.908175
2650,1002.342,25.02225
2651,573.3215,39.98745
2652,1068.33,42.06754
2653,1507.603,18.11911
2654,0.948575,3.488559
2655,1496.805,21.64085
2656,952.1554,2.124739
2657,1040.709,44.28582
2658,1097.138,NaN
2659,1770.106,9.353878
2660,1180.182,14.75669
2661,1795.831,18.2804
2662,1541.485,39.46239
2663,938.0798,14.46761
2664,922.4528,19.53877
2665,1504.721,27.43104
2666,817.5899,24.30486
2667,1227.876,27.09741
2668,898.485,7.668918
2669,419.9941,6.628723
2670,1251.944,1.555671
2671,558.9808,20.15122
2672,1997.63,36.97484
2673,796.5237,18.02972
2674,721.5785,17.01583
2675,680.6431,21.3712
2676,828.9653,18.0755
2677,878.0318,33.2859
2678,361.5959,1.828085
2679,654.4127,15.7948
2680,443.1855,11.5314
2681,1096.821,14.9656
2682,1129.672,20.72734
2683,437.8854,19.54822
2684,614.0275,14.23712
2685,1693.108,20.86819
2686,1243.761,16.52665
2687,248.6492,6.381049
2688,725.7625,20.83482
2689,1247.809,14.9189
2690,500.3778,18.53273
2691,563.3945,7.390479
2692,1310.858,36.55803
2693,1289.141,19.56107
2694,530.68,16.37114
2695,542.1087,25.65744
2696,559.7602,15.75075
2697,1000.661,25.71582
2698,487.6873,28.2412
2699,750.3082,11.92501
2700,429.1888,12.52331
2701,1093.787,11.61727
2702,923.1205,18.38611
2703,410.9309,7.116225
2704,117.697,17.45652
2705,78.18563,18.97239
2706,539.342,20.19171
2707,718.7908,16.49626
2708,1021.658,11.66624
2709,915.0574,40.2779
2710,1009.579,11.26763
2711,1036.596,31.54126
2712,650.6439,8.830323
2713,992.1832,12.25166
2714,1566.63,14.61059
2715,447.7116,14.00761
2716,936.7628,10.73162
2717,576.8024,22.95774
2718,502.3594,3.304254
2719,1296.859,18.16742
2720,101.7024,12.43505
2721,641.4819,22.13249
2722,2414.604,32.36963
2723,1223.169,20.32308
2724,1068.818,10.93941
2725,1033.529,31.71552
2726,890.0016,4.909842
2727,1198.95,24.33748
2728,1696.09,17.06071
2729,585.5538,34.04602
2730,559.7789,20.23048
2731,1359.98,9.272237
2732,1553.368,14.42919
2733,1508.398,9.58863
2734,1175.384,28.61202
2735,116.1733,10.8184
2736,394.7165,6.721878
2737,562.7049,14.65346
2738,2088.13,20.99984
2739,1878.414,12.81077
2740,1413.389,27.0368
2741,1131.906,17.47818
2742,1094.048,27.54042
2743,456.4109,23.7184
2744,625.6714,4.68805
2745,292.4033,15.32601
2746,614.7407,15.7629
2747,1373.121,32.15858
2748,495.8998,23.6813
2749,568.4286,22.15116
2750,1293.936,32.43261
2751,1020.132,17.64328
2752,523.4052,27.64343
2753,7.682711,14.37356
2754,1047.801,35.91478
2755,559.3138,20.70727
2756,1033.101,41.84663
2757,144.9722,21.65447
2758,398.9286,2.153971
2759,1149.975,6.713556
2760,1130.312,10.20729
2761,2025.316,10.47049
2762,642.1343,12.94392
2763,1097.025,5.010654
2764,966.1893,24.57578
2765,653.5645,19.64098
2766,953.3388,12.20789
2767,710.4922,34.95914
2768,0.5859952,1.552331
2769,627.0674,24.84674
2770,1477.588,11.30628
2771,18.99245,16.44331
2772,618.0505,4.588809
2773,762.5315,24.6492
2774,816.765,7.752264
2775,2055.424,46.62177
2776,1074.04,17.8103
2777,848.3064,11.14243
2778,1250.192,10.72265
2779,1568.083,15.7507
2780,1231.049,8.480807
2781,1359.704,21.88125
2782,780.8923,26.28204
2783,1164.607,29.05553
2784,595.9194,31.03482
2785,1571.782,27.90379
2786,455.3046,5.684507
2787,834.7343,27.0775
2788,1508.732,21.26204
2789,1791.804,26.31442
2790,995.2643,24.17775
2791,366.0814,0.4343784
2792,492.18,16.95096
2793,502.3269,17.30417
2794,994.936,6.831504
2795,1460.32,33.01083
2796,512.4522,13.78381
2797,1539.743,20.75595
2798,934.0017,29.63076
2799,1729.057,28.05649
2800,1082.111,24.098
2801,877.1418,40.53878
2802,963.8587,20.43996
2803,1512.295,31.71798
2804,594.7347,26.21738
2805,874.1345,0.1788146
2806,625.8328,37.54736
2807,900.0529,22.59107
2808,946.0286,31.50478
2809,677.1771,19.46504
2810,1127.068,3.570327
2811,1218.419,17.66582
2812,876.844,22.06174
2813,983.437,13.93132
2814,658.0569,30.18375
2815,886.7475,27.17136
2816,1016.363,27.58153
2817,891.3009,16.60968
2818,558.3009,30.66784
2819,1149.454,NaN
2820,1007.131,19.19299
2821,686.9221,15.5663
2822,635.2284,21.7818
2823,739.8676,9.894215
2824,1170.007,25.12282
2825,619.1481,24.32325
2826,173.2704,13.68052
2827,NaN,NaN
2828,1515.198,11.21268
2829,2089.667,10.809
2830,149.2043,26.35226
2831,5.656201,NaN
2832,1001.498,26.3961
2833,1050.063,24.61932
2834,1049.885,19.99224
2835,1170.448,17.63615
2836,1440.244,20.1809
2837,398.5449,1.060161
2838,763.9865,21.414
2839,1106.651,4.772424
2840,563.4646,21.24918
2841,1629.777,38.35293
2842,162.3546,38.47533
2843,1183.867,13.49439
2844,1627.695,20.30049
2845,1222.087,19.09002
2846,1379.097,29.62361
2847,1160.86,24.63678
2848,875.7417,23.4088
2849,1502.774,27.0872
2850,506.2342,2.74955
2851,1523.093,24.1135
2852,481.3669,23.90401
2853,988.2826,32.77441
2854,217.4382,7.609149
2855,98.15031,8.292644
2856,1812.375,20.3855
2857,633.8327,17.90604
2858,1281.655,9.005984
2859,548.6942,7.216065
2860,102.6272,19.91928
2861,1112.52,2.799006
2862,480.1164,15.30932
2863,523.197,27.34433
2864,545.8979,19.47043
2865,1205.418,5.297606
2866,1120.122,15.81594
2867,1412.687,12.18905
2868,513.5071,16.47425
2869,1295.715,6.643271
2870,573.5056,4.822076
2871,490.0371,6.954913
2872,750.3945,30.05735
2873,1159.954,33.96162
2874,1306.323,20.74801
2875,67.18587,14.37976
2876,76.31824,11.44278
2877,962.1294,18.1456
2878,1401.625,31.07273
2879,676.5637,18.29889
2880,555.1334,20.30157
2881,1249.146,12.89213
2882,663.1822,16.89043
2883,830.7169,34.94782
2884,1408.454,42.21325
2885,2036.945,31.67081
2886,779.8558,9.083235
2887,730.7564,26.53781
2888,438.6881,9.428091
2889,353.3312,26.91351
2890,900.4678,32.19693
2891,693.9775,26.29399
2892,1300.045,29.65363
2893,1048.626,21.12633
2894,1000.167,15.43843
2895,1759.966,21.122
2896,1230.791,28.56864
2897,1189.631,26.83475
2898,411.4464,3.054783
2899,814.9435,29.08202
2900,625.2361,15.98297
2901,998.343,11.69848
2902,27.02291,16.67903
2903,480.3473,11.95296
2904,766.0427,31.12886
2905,1434.297,19.44759
2906,738.7366,16.302
2907,967.5172,9.162599
2908,645.586,19.96143
2909,1329.106,25.22873
2910,481.051,2.051723
2911,752.1247,19.73756
2912,1112.224,9.334251
2913,664.3228,16.46547
2914,566.983,29.08002
2915,447.2549,35.20527
2916,509.0544,28.54837
2917,1022.751,16.30252
2918,946.1699,15.05029
2919,929.0566,17.78343
2920,891.8081,0.8345848
2921,632.2682,10.66919
2922,168.9243,31.7743
2923,938.9549,26.45277
2924,637.8964,13.01981
2925,1978.894,27.22284
2926,525.4537,21.01974
2927,1097.505,13.66243
2928,308.1062,25.95042
2929,309.6082,10.75386
2930,815.5571,26.54782
2931,492.1128,14.72324
2932,454.3741,13.36809
2933,892.7077,6.125234
2934,516.4163,33.36807
2935,691.939,19.35672
2936,1074.142,18.21433
2937,527.3165,24.60105
2938,1054.707,14.59389
2939,1760.669,26.21262
2940,894.8699,22.74799
2941,1336.457,28.0053
2942,1532.483,26.90722
2943,1881.807,38.48404
2944,969.124,7.481266
2945,559.439,32.30592
2946,1460.895,22.18624
2947,1018.547,28.80743
2948,502.457,21.38617
2949,520.5025,16.25826
2950,637.2355,14.24775
2951,532.4548,16.72035
2952,1281.595,18.54039
2953,1522.08,3.459734
2954,1263.656,5.618682
2955,481.4151,6.444407
2956,1221.786,1.932181
2957,500.2797,12.6768
2958,457.7143,7.845207
2959,312.3976,20.66986
2960,580.8159,17.82749
2961,373.269,3.229858
2962,585.3389,6.697093
2963,1247.332,19.60251
2964,637.6199,5.274568
2965,2139.77,25.66666
2966,588.7564,8.342418
2967,144.0343,26.01848
2968,891.2042,9.252015
2969,706.6891,14.25674
2970,681.3463,5.788697
2971,982.1175,30.58577
2972,889.2285,28.20505
2973,845.3321,14.71361
2974,568.5164,12.72906
2975,578.8753,11.41728
2976,1196.941,61.71357
2977,1370.891,26.62406
2978,633.2269,10.53173
2979,11.10123,6.56035
2980,1153.224,23.27213
2981,1146.778,17.36599
2982,1156.184,17.14023
2983,1176.575,12.01189
2984,553.5516,22.01167
2985,1694.731,25.10124
2986,436.3133,19.94759
2987,38.60033,38.48499
2988,365.3517,29.17649
2989,1042.299,13.53897
2990,769.1362,23.68662
2991,463.8264,19.16804
2992,920.6875,7.908966
2993,790.6063,11.61709
2994,1459.132,34.07867
2995,1885.774,19.58942
2996,646.488,22.29846
2997,1258.069,26.17645
2998,700.1656,33.20384
2999,1663.587,35.67607
3000,981.0056,31.24465
3001,580.3102,8.272723
3002,2267.336,24.99838
3003,68.95785,6.143276
3004,10.29444,9.941326
3005,946.8025,5.150144
3006,1203.102,5.232129
3007,601.795,24.35891
3008,880.5959,20.31731
3009,17.06777,32.30049
3010,590.6019,29.97105
3011,1077.476,16.59037
3012,721.3356,16.01228
3013,869.5746,8.670847
3014,1047.299,16.08258
3015,425.3761,0.9898308
3016,81.77315,10.07834
3017,1590.563,19.53209
3018,628.2574,14.95311
3019,707.5352,58.13685
3020,1719.509,33.92926
3021,738.46,45.43478
3022,538.1454,7.255594
3023,618.3256,3.001174
3024,1358.008,5.526601
3025,1609.295,25.17548
3026,457.021,8.749015
3027,529.4489,15.65396
3028,729.8188,3.19764
3029,2409.248,30.93451
3030,955.6775,23.21033
3031,395.6686,18.50941
3032,794.8099,16.87545
3033,477.9482,28.5881
3034,390.6342,17.38064
3035,611.0574,19.02791
3036,1816.6,18.23425
3037,1208.426,25.77583
3038,286.9454,22.7358
3039,159.1004,26.09382
3040,757.2366,25.45224
3041,1373.03,18.681
3042,634.1768,11.42567
3043,1000.953,24.42082
3044,1085.588,26.89157
3045,810.0617,19.92718
3046,1715.594,30.42331
3047,1004.686,28.17893
3048,1541.625,22.16313
3049,1156.257,14.94605
3050,950.0923,14.09824
3051,1208.329,16.38115
3052,631.2451,18.75234
3053,525.7023,11.71759
3054,448.6111,20.02328
3055,1144.369,16.08768
3056,2332.446,36.29097
3057,693.1483,31.20506
3058,514.8718,5.338813
3059,730.773,17.12369
3060,1963.898,13.68506
3061,1064.838,12.87036
3062,1218.243,11.83269
3063,528.6006,24.02696
3064,954.8335,25.13626
3065,438.3075,13.96592
3066,866.2609,19.00142
3067,648.3381,19.13039
3068,505.5009,6.544837
3069,1032.859,28.08672
3070,119.9055,8.959728
3071,477.2324,2.526213
3072,962.9311,0.7150386
3073,1300.569,25.53721
3074,496.6346,17.94266
3075,618.2161,16.40386
3076,673.7821,9.148354
3077,600.2906,8.707085
3078,1251.176,17.13993
3079,668.3372,11.13685
3080,1666.955,26.50323
3081,1799.248,17.54371
3082,771.9027,12.57996
3083,604.8882,2.244885
3084,1137.332,2.046551
3085,1466.326,14.41999
3086,994.6931,13.87121
3087,1025.903,12.41239
3088,151.0664,6.95801
3089,1292.338,9.558074
3090,942.2506,7.440494
3091,656.3245,20.49139
3092,1066.504,1.734968
3093,641.4554,24.58966
3094,1369.887,25.09059
3095,368.2869,21.27987
3096,465.8242,29.69063
3097,1057.422,19.27207
3098,1561.374,9.446061
3099,661.9659,22.48212
3100,1731.448,28.52889
3101,1023.275,16.04449
3102,913.6268,15.03803
3103,537.2327,13.50401
3104,867.0171,21.35706
3105,397.1173,12.94776
3106,204.3895,29.31302
3107,1222.374,21.40313
3108,550.0176,4.331793
3109,701.9958,24.87796
3110,587.3842,14.9479
3111,1423.787,29.79251
3112,1407.572,45.97263
3113,1207.953,23.4852
3114,486.0987,26.71047
3115,577.0995,26.05755
3116,898.6539,7.358624
3117,1234.972,23.3906
3118,1377.688,19.95993
3119,684.2089,18.42179
3120,377.7485,5.505393
3121,560.773,23.84473
3122,642.3854,20.957
3123,657.99,24.42032
3124,522.6965,2.41677
3125,1741.597,25.4282
3126,1432.04,20.75234
3127,442.4721,6.090742
3128,1289.331,9.059217
3129,47.58538,31.39239
3130,224.6083,35.26565
3131,485.6717,31.27395
3132,1188.642,19.5426
3133,75.03169,16.92711
3134,1401.469,21.55327
3135,608.0062,23.15327
3136,138.7678,19.91788
3137,394.1596,1.558578
3138,827.2795,18.27715
3139,1210.056,26.72991
3140,1161.463,12.00219
3141,432.6362,8.336129
3142,501.1783,15.63064
3143,1439.797,6.862455
3144,584.201,16.18145
3145,1679.004,11.52859
3146,1203.254,31.25319
3147,410.0265,2.848513
3148,902.2756,3.364868
3149,397.9041,16.2272
3150,821.6592,16.17155
3151,453.2643,25.55308
3152,389.9385,10.42866
3153,1122.381,10.91827
3154,671.3235,20.15988
3155,785.877,53.02237
3156,1089.845,19.40816
3157,1245.395,23.29593
3158,1100.741,13.85421
3159,682.0674,6.338875
3160,650.42,15.61575
3161,1895.47,15.57658
3162,1174.322,29.34121
3163,996.0532,16.77111
3164,78.84835,27.05602
3165,1563.284,37.21133
3166,147.7028,27.5722
3167,144.5623,15.00356
3168,769.1395,7.21512
3169,1147.664,16.66413
3170,1051.143,10.61983
3171,1283.156,9.909799
3172,925.7222,19.61501
3173,916.5989,30.50336
3174,1592.946,8.496571
3175,1381.101,22.10542
3176,862.7673,15.48736
3177,1154.949,14.52606
3178,1777.886,29.65696
3179,637.2021,12.23328
3180,1322.746,14.68178
3181,330.9466,7.45361
3182,1220.542,24.42732
3183,1285.841,11.00228
3184,1244.856,19.07548
3185,1115.544,13.92756
3186,1271.533,18.74094
3187,292.9622,29.03411
3188,1440.484,28.25832
3189,609.934,21.19544
3190,943.1318,5.589764
3191,509.2002,15.27901
3192,506.0465,20.27342
3193,1164.69,26.37909
3194,1332.74,24.97111
3195,1409.335,13.01554
3196,1245.628,9.067354
3197,948.5886,7.390925
3198,587.9893,21.19024
3199,709.3289,25.92056
3200,1039.137,16.92937
3201,671.9322,28.16103
3202,559.9537,23.87539
3203,1872.853,17.84819
3204,540.4169,23.40614
3205,485.1479,10.99376
3206,509.3054,23.75607
3207,1149.589,19.51466
3208,1402.475,30.30245
3209,959.8745,4.931507
3210,630.3042,21.73072
3211,659.1536,31.65068
3212,742.0675,19.24031
3213,1040.87,27.73496
3214,1093.148,20.23027
3215,11.96509,NaN
3216,1160.436,12.02645
3217,617.3819,6.981041
3218,1515.41,40.40996
3219,1570.348,14.72337
3220,464.0574,11.97178
3221,547.5085,21.03827
3222,483.6052,9.034195
3223,968.7503,12.2432
3224,421.7754,14.49542
3225,1241.031,28.91187
3226,1101.928,15.40936
3227,1587.228,24.02517
3228,860.2032,30.0161
3229,392.5891,7.041085
3230,607.08,14.31389
3231,1205.285,21.74824
3232,1469.035,8.322171
3233,915.791,32.40536
3234,1016.781,18.23276
3235,1293.772,22.37697
3236,1284.078,24.37009
3237,1735.848,7.018768
3238,928.4138,19.85079
3239,1303.939,22.46278
3240,116.2648,15.66378
3241,825.4968,15.55748
3242,1104.179,8.988982
3243,517.757,21.01754
3244,46.86682,6.476389
3245,590.7924,29.2903
3246,1036.492,25.11642
3247,1718.724,10.62035
3248,75.85492,25.70448
3249,988.9562,16.40047
3250,830.5552,28.82092
3251,801.6823,26.85612
3252,546.8278,3.793822
3253,867.7863,23.5196
3254,545.5694,12.57258
3255,459.3441,8.537646
3256,462.1696,29.31783
3257,502.4622,17.2568
3258,222.7394,20.27299
3259,544.3429,23.65566
3260,1249.723,16.10062
3261,1324.033,19.57885
3262,1388.743,17.60114
3263,1221.346,22.46902
3264,1285.072,6.162042
3265,930.5831,7.701642
3266,567.4443,37.61436
3267,1263.452,16.74669
3268,1024.999,11.63146
3269,1328.034,24.81884
3270,1097.604,11.72822
3271,411.0767,1.643678
3272,513.8848,27.12208
3273,553.2523,4.116393
3274,1195.456,17.1676
3275,1736.773,25.94689
3276,490.1392,1.997785
3277,1671.615,20.97846
3278,487.3222,4.978182
3279,1594.451,29.34447
3280,1309.011,17.96297
3281,336.7155,13.26058
3282,543.4891,14.40476
3283,783.0428,2.96906
3284,622.4828,3.271796
3285,581.8369,18.96626
3286,515.4759,11.66279
3287,1035.611,27.81224
3288,1353.885,26.01993
3289,901.5664,6.185509
3290,545.7952,8.61729
3291,473.9755,4.708846
3292,1034.497,24.36867
3293,1621.218,28.51435
3294,254.0346,0.6343542
3295,540.0627,14.11723
3296,1372.468,15.20089
3297,605.4368,3.241743
3298,671.6484,32.80289
3299,1333.893,13.0349
3300,25.12945,8.584797
3301,1659.408,10.24716
3302,418.2274,6.76845
3303,857.2933,8.154142
3304,1328.674,23.16224
3305,899.281,10.83724
3306,1895.925,25.26028
3307,1903.993,25.70984
3308,617.0398,11.01451
3309,557.2374,41.94786
3310,NaN,NaN
3311,1103.338,22.58368
3312,846.5812,1.605664
3313,486.6306,5.094327
3314,198.6393,29.3273
3315,249.2751,34.96332
3316,509.821,6.8683
3317,1051.211,12.75633
3318,445.428,9.828826
3319,427.9905,14.49804
3320,1011.333,16.19381
3321,542.7557,33.21879
3322,999.6962,26.49145
3323,1196.155,28.14246
3324,1191.047,18.48973
3325,1061.745,10.98214
3326,288.152,31.63836
3327,412.7466,28.68396
3328,690.0871,9.201175
3329,498.4688,23.8792
3330,1161.821,29.01985
3331,896.8572,23.34578
3332,436.9138,22.15513
3333,412.2356,7.534933
3334,1168.931,13.33126
3335,1455.199,31.9787
3336,411.6238,20.67553
3337,1178.292,6.663284
3338,703.3589,6.705541
3339,1713.643,17.94153
3340,668.4861,20.94914
3341,2273.254,8.377924
3342,1168.092,22.09819
3343,671.0377,23.22285
3344,497.6703,17.782
3345,804.55,33.42147
3346,1893.838,11.94201
3347,1503.35,12.05555
3348,1601.837,28.95244
3349,1131.29,14.85911
3350,933.158,13.5522
3351,272.3802,28.70063
3352,1592.012,19.45061
3353,1699.218,22.6884
3354,228.0869,12.74914
3355,83.75237,28.78984
3356,1130.321,24.30824
3357,826.099,22.20011
3358,1083.449,3.175914
3359,1315.898,7.996457
3360,859.4884,25.41743
3361,101.1803,23.90168
3362,620.6973,21.07684
3363,467.2097,21.93667
3364,837.5595,29.22675
3365,661.4909,2.693139
3366,584.4112,7.789532
3367,1065.834,44.87137
3368,NaN,NaN
3369,940.2291,6.086847
3370,395.9245,25.39371
3371,1770.043,22.1017
3372,1091.89,4.097922
3373,1010.773,14.57507
3374,507.3855,24.18894
3375,380.8959,4.637319
3376,1419.268,24.43918
3377,495.3767,24.44618
3378,938.5717,14.30332
3379,893.2627,15.95967
3380,1284.005,20.43619
3381,519.2928,30.88333
3382,1729.875,17.82229
3383,424.9862,35.21858
3384,1353.22,13.87849
3385,43.60843,28.09535
3386,1007.064,21.66986
3387,1013.464,19.71662
3388,1076.861,22.78852
3389,467.3956,16.57081
3390,1677.021,26.92285
3391,932.1427,18.88684
3392,1053.041,8.934515
3393,2115.963,21.66552
3394,559.9764,33.02865
3395,1263.497,23.23918
3396,624.3507,23.04823
3397,579.2097,28.01394
3398,1213.629,34.09721
3399,1129.735,24.61965
3400,724.8808,20.75772
3401,720.9441,33.42418
3402,622.6733,19.18192
3403,739.5798,45.41523
3404,1135.368,26.66561
3405,1551.905,37.36784
