,X,Y,srtm30_wgs84-aster30_wgs84_abs,srtm30_wgs84-aster30_wgs84_color
119,-48.82050929,-27.87934672,17.0,255:0:0
120,-48.92647465,-28.28361233,5.0,175:175:255
121,-48.92185836,-27.85691147,11.0,255:80:80
122,-48.8611516,-27.25128876,14.0,255:32:32
123,-48.97569962,-28.58566132,8.0,127:127:255
124,-48.69004733,-28.19652963,6.0,255:160:160
125,-48.68678471,-28.22578348,0.0,255:255:255
126,-48.81493941,-28.10342426,1.0,239:239:255
127,-48.7513644,-27.22598168,2.0,255:224:224
128,-48.81362654,-27.71949291,5.0,255:176:176
129,-48.67602119,-28.21165835,6.0,255:160:160
130,-48.86652194,-27.02315266,2.0,255:224:224
131,-48.80813228,-27.6392731,14.0,255:32:32
132,-48.66189039,-27.22057379,4.0,255:192:192
133,-48.60569308,-27.88064558,7.0,143:143:255
134,-48.91748567,-28.19694439,6.0,159:159:255
135,-48.49159418,-27.76698099,0.0,255:255:255
136,-48.79141251,-27.24065,4.0,255:192:192
137,-48.77996332,-27.63031079,24.0,255:0:0
138,-48.82420031,-27.6570823,7.0,255:144:144
139,-48.91707377,-28.48277528,12.0,63:63:255
140,-48.70801918,-27.52385034,1.0,239:239:255
141,-48.71939721,-28.19145066,2.0,223:223:255
142,-48.64449418,-27.1659892,7.0,143:143:255
143,-48.70209309,-27.00864144,11.0,255:80:80
144,-48.67794027,-27.24478714,-9999,255:255:255
145,-48.47659922,-27.59105397,20.0,0:0:255
146,-48.80689944,-27.68494356,15.0,255:16:16
147,-48.8714935,-27.41686918,8.0,255:128:128
148,-48.69357734,-27.40350515,6.0,255:160:160
149,-48.97666762,-27.9241319,8.0,255:128:128
150,-48.98088025,-28.29140565,2.0,223:223:255
151,-48.84790423,-28.2709622,10.0,95:95:255
152,-48.95794424,-27.12644932,1.0,239:239:255
153,-48.48732551,-27.20471109,4.0,191:191:255
154,-48.65770546,-28.05133795,-9999,255:255:255
155,-48.70533579,-27.28053117,8.0,127:127:255
156,-48.91895215,-27.93645294,12.0,255:64:64
157,-48.74401127,-27.85099796,8.0,255:128:128
158,-48.93405507,-27.07048136,4.0,255:192:192
159,-48.97697258,-28.64962134,5.0,175:175:255
160,-48.70865352,-28.0936704,9.0,111:111:255
161,-48.43442193,-27.45416648,5.0,175:175:255
162,-48.98287063,-28.2210131,14.0,255:32:32
163,-48.43479903,-27.52332153,1.0,239:239:255
164,-48.89636748,-27.70772094,11.0,255:80:80
165,-48.91436787,-27.01134948,26.0,255:0:0
166,-48.93620753,-27.30292614,16.0,255:0:0
167,-48.92710354,-27.93209601,12.0,255:64:64
168,-48.91528041,-27.18895142,13.0,47:47:255
169,-48.52825269,-27.47402766,10.0,95:95:255
170,-48.8437046,-28.30119889,2.0,223:223:255
171,-48.73310467,-27.18187997,16.0,255:0:0
172,-48.83403631,-27.29357187,1.0,255:240:240
173,-48.80745358,-28.10758035,17.0,0:0:255
174,-48.68748284,-27.52562747,9.0,255:112:112
175,-48.76990233,-28.39498377,5.0,255:176:176
176,-48.62679329,-27.94554023,9.0,111:111:255
177,-48.6640067,-28.07111479,1.0,255:240:240
178,-48.7028633,-27.33978647,3.0,255:208:208
179,-48.47991804,-27.64681128,1.0,255:240:240
180,-48.76482982,-27.58853539,6.0,159:159:255
181,-48.50763822,-27.50512569,5.0,255:176:176
182,-48.74560004,-28.01186734,3.0,207:207:255
183,-48.91136756,-27.87023105,5.0,255:176:176
184,-48.99576114,-28.59005468,-9999,255:255:255
185,-48.8138391,-27.37866001,6.0,255:160:160
186,-48.71972035,-28.30868163,12.0,255:64:64
187,-48.7740361,-27.42155751,5.0,255:176:176
188,-48.9338204,-27.84923891,11.0,255:80:80
189,-48.81482158,-27.38925464,9.0,255:112:112
190,-48.97353419,-27.67432328,4.0,255:192:192
191,-48.6686998,-27.78779608,3.0,255:208:208
192,-48.81241643,-27.95142641,8.0,255:128:128
193,-48.82895316,-27.96465599,2.0,255:224:224
194,-48.89604684,-28.33678941,13.0,47:47:255
195,-48.8503824,-27.88944189,5.0,255:176:176
196,-48.78866617,-27.5189676,3.0,255:208:208
197,-48.97386544,-28.19119583,3.0,255:208:208
198,-48.98884622,-27.96555088,13.0,255:48:48
199,-48.78541988,-28.37736064,7.0,143:143:255
200,-48.89499004,-27.79492193,9.0,255:112:112
201,-48.82092106,-28.19415774,9.0,255:112:112
202,-48.69900452,-27.76568152,3.0,255:208:208
203,-48.70885662,-28.15806557,2.0,223:223:255
204,-48.98554215,-28.28735789,3.0,207:207:255
205,-48.9547617,-27.96201454,2.0,255:224:224
206,-48.68307261,-27.29082304,4.0,191:191:255
207,-48.88010973,-28.14592395,6.0,255:160:160
208,-48.91030811,-27.82433243,1.0,255:240:240
209,-48.89296823,-28.49641783,7.0,143:143:255
210,-48.79886577,-28.5210215,-9999,255:255:255
211,-48.62132594,-27.28059466,7.0,143:143:255
212,-48.8258436,-27.89734326,4.0,255:192:192
213,-48.76547632,-27.06292678,0.0,255:255:255
214,-48.99370293,-28.08097942,1.0,239:239:255
215,-48.89215364,-28.38077669,11.0,79:79:255
216,-48.43964778,-27.50081504,1.0,239:239:255
217,-48.95000414,-27.29201576,6.0,255:160:160
218,-48.73595633,-27.75683496,11.0,79:79:255
219,-48.62424325,-27.12170744,3.0,255:208:208
220,-48.84375279,-27.24383886,4.0,255:192:192
221,-48.90649335,-27.37556404,3.0,207:207:255
222,-48.7068884,-27.60675815,4.0,191:191:255
223,-48.70983329,-27.9595707,2.0,223:223:255
224,-48.913279,-27.66201823,1.0,239:239:255
225,-48.73097665,-27.26165745,4.0,191:191:255
226,-48.78010439,-27.08947363,7.0,255:144:144
227,-48.96039672,-28.0609367,14.0,255:32:32
228,-48.83841016,-27.64498165,13.0,255:48:48
229,-48.42184507,-27.47502267,5.0,175:175:255
230,-48.72645793,-28.35261033,11.0,79:79:255
231,-48.64055608,-27.33669839,5.0,255:176:176
232,-48.62175048,-27.76100143,12.0,63:63:255
233,-48.90110226,-27.51339634,16.0,255:0:0
234,-48.89019213,-28.17657521,2.0,223:223:255
235,-48.8338182,-27.03844689,5.0,175:175:255
236,-48.87532369,-27.08125923,7.0,255:144:144
237,-48.96970634,-28.21915834,2.0,255:224:224
238,-48.8353533,-27.94108916,3.0,255:208:208
239,-48.478131,-27.45095993,4.0,191:191:255
240,-48.93787416,-27.44022005,0.0,255:255:255
241,-48.64924337,-27.46962569,2.0,255:224:224
242,-48.70633581,-27.66255184,7.0,143:143:255
243,-48.68946102,-28.2212711,10.0,95:95:255
244,-48.94587555,-28.01793982,14.0,255:32:32
245,-48.51302403,-27.44250705,16.0,0:0:255
246,-48.58981215,-27.38905752,5.0,175:175:255
247,-48.47727916,-27.65814738,15.0,15:15:255
248,-48.83413275,-28.59117931,8.0,127:127:255
249,-48.94048025,-27.26165794,24.0,255:0:0
250,-48.98994872,-27.10967671,5.0,255:176:176
251,-48.85222372,-27.66177159,4.0,255:192:192
252,-48.96525793,-27.79873557,2.0,255:224:224
253,-48.89130745,-27.52180612,2.0,223:223:255
254,-48.86018391,-27.83749836,8.0,255:128:128
255,-48.76652108,-27.47214827,0.0,255:255:255
256,-48.93496487,-28.27708087,7.0,143:143:255
257,-48.88484818,-27.04498693,20.0,255:0:0
258,-48.73939205,-27.06391721,5.0,255:176:176
259,-48.68768149,-28.09976671,9.0,111:111:255
260,-48.78182093,-27.35789889,12.0,255:64:64
261,-48.84591421,-27.3468334,2.0,255:224:224
262,-48.68123331,-27.73682414,3.0,255:208:208
263,-48.89929177,-27.22029996,5.0,255:176:176
264,-48.78353581,-27.95783726,4.0,191:191:255
265,-48.90099428,-27.86262832,9.0,255:112:112
266,-48.77452936,-27.39398457,16.0,255:0:0
267,-48.75866124,-27.52240253,6.0,255:160:160
268,-48.85162516,-28.02342434,0.0,255:255:255
269,-48.90410466,-28.45322372,12.0,63:63:255
270,-48.61367855,-27.88230943,6.0,159:159:255
271,-48.67428582,-27.67389419,4.0,191:191:255
272,-48.78817909,-28.41646944,2.0,223:223:255
273,-48.94679606,-28.34454102,3.0,255:208:208
274,-48.66390614,-27.52384776,5.0,255:176:176
275,-48.86988497,-28.12255222,7.0,143:143:255
276,-48.46877772,-27.64684329,2.0,255:224:224
277,-48.77159943,-27.95519548,5.0,255:176:176
278,-48.77890056,-28.21680326,7.0,255:144:144
279,-48.8687,-28.05992299,7.0,255:144:144
280,-48.76173486,-28.5037681,7.0,255:144:144
281,-48.70733616,-28.08731649,2.0,223:223:255
282,-48.59943564,-27.89785714,6.0,159:159:255
283,-48.83272245,-28.12618962,4.0,255:192:192
284,-48.84106138,-28.06294094,3.0,207:207:255
285,-48.70711305,-27.64698406,10.0,255:96:96
286,-48.90036241,-27.18217521,5.0,255:176:176
287,-48.91432615,-27.04309145,26.0,255:0:0
288,-48.99184891,-28.21279474,9.0,255:112:112
289,-48.8528271,-27.13497991,13.0,255:48:48
290,-48.6869975,-27.29749065,1.0,239:239:255
291,-48.62877324,-27.44171659,11.0,255:80:80
292,-48.49947644,-27.49862808,5.0,255:176:176
293,-48.9792329,-27.85244003,0.0,255:255:255
294,-48.99083382,-27.69937395,12.0,255:64:64
295,-48.96715076,-27.21652165,16.0,255:0:0
296,-48.57250695,-27.1925217,4.0,255:192:192
297,-48.83934688,-27.40918032,11.0,255:80:80
298,-48.90910247,-27.98999625,12.0,255:64:64
299,-48.62209406,-27.87384531,2.0,223:223:255
300,-48.68875184,-27.69088585,0.0,255:255:255
301,-48.87352874,-28.60572682,4.0,191:191:255
302,-48.49266234,-27.482539,1.0,239:239:255
303,-48.76064392,-27.97191093,4.0,191:191:255
304,-48.94467669,-27.6073395,15.0,255:16:16
305,-48.86439381,-27.56706203,4.0,191:191:255
306,-48.61351256,-27.37413322,1.0,255:240:240
307,-48.69646807,-27.61892914,16.0,255:0:0
308,-48.70029087,-27.84921429,13.0,255:48:48
309,-48.80194638,-27.84841422,15.0,255:16:16
310,-48.95955643,-27.78005053,11.0,255:80:80
311,-48.59626501,-27.57546358,2.0,223:223:255
312,-48.98290186,-28.28863144,4.0,255:192:192
313,-48.69543553,-27.58035409,0.0,255:255:255
314,-48.93625235,-28.31755654,11.0,79:79:255
315,-48.81724874,-27.14884773,4.0,255:192:192
316,-48.93508293,-28.64992717,4.0,255:192:192
317,-48.89432568,-27.26797522,7.0,255:144:144
318,-48.88858646,-27.17580165,7.0,143:143:255
319,-48.82536358,-27.59769785,15.0,255:16:16
320,-48.83474764,-27.87949216,4.0,255:192:192
321,-48.96094905,-28.06055038,3.0,255:208:208
322,-48.93670364,-27.04597053,12.0,255:64:64
323,-48.67988695,-27.8523475,5.0,175:175:255
324,-48.89919374,-28.1213425,13.0,255:48:48
325,-48.94666967,-28.07271295,2.0,255:224:224
326,-48.83760213,-27.9055225,7.0,255:144:144
327,-48.86845871,-27.46073655,12.0,255:64:64
328,-48.98432727,-28.41355637,3.0,207:207:255
329,-48.80787621,-27.63274541,12.0,255:64:64
330,-48.87703318,-28.21115343,10.0,255:96:96
331,-48.86312979,-28.19596556,8.0,255:128:128
332,-48.74903096,-27.48203292,1.0,255:240:240
333,-48.89780584,-27.60451417,10.0,255:96:96
334,-48.84779316,-27.50483122,6.0,255:160:160
335,-48.678554,-27.55255591,8.0,255:128:128
336,-48.87557992,-27.3598738,5.0,255:176:176
337,-48.480681,-27.65255542,21.0,0:0:255
338,-48.84392973,-27.71156986,3.0,207:207:255
339,-48.99104565,-27.88556446,20.0,255:0:0
340,-48.82782003,-28.20812102,7.0,255:144:144
341,-48.94379301,-27.04088908,17.0,255:0:0
342,-48.67548579,-28.04154426,4.0,255:192:192
343,-48.87236867,-27.3234439,8.0,255:128:128
344,-48.83122418,-28.12503614,2.0,223:223:255
345,-48.95421958,-28.02170608,10.0,255:96:96
346,-48.99652487,-27.83747992,3.0,255:208:208
347,-48.97577379,-27.54839284,2.0,223:223:255
348,-48.68697969,-27.29638018,1.0,255:240:240
349,-48.73835531,-27.94766831,3.0,207:207:255
350,-48.66912221,-28.21294375,3.0,207:207:255
351,-48.93394261,-27.67082241,4.0,255:192:192
352,-48.92888444,-27.33891032,10.0,255:96:96
353,-48.65792733,-27.12142781,2.0,255:224:224
354,-48.86712992,-27.44947551,5.0,255:176:176
355,-48.95842585,-27.886859,6.0,255:160:160
356,-48.70031037,-27.39380371,15.0,255:16:16
357,-48.86916572,-27.63782639,6.0,255:160:160
358,-48.81511562,-27.67132399,0.0,255:255:255
359,-48.93548727,-27.07972023,10.0,255:96:96
360,-48.91092611,-27.38136681,11.0,79:79:255
361,-48.90468588,-28.21711571,7.0,255:144:144
362,-48.82673898,-27.47696913,7.0,255:144:144
363,-48.63973737,-28.1393532,4.0,191:191:255
364,-48.84606477,-27.17558685,6.0,255:160:160
365,-48.921406,-27.01189594,13.0,255:48:48
366,-48.78241988,-27.47915414,8.0,255:128:128
367,-48.79656255,-28.11322204,3.0,207:207:255
368,-48.65556164,-27.31017421,8.0,127:127:255
369,-48.9368754,-27.7436373,3.0,255:208:208
370,-48.99272937,-27.69905956,8.0,255:128:128
371,-48.85227515,-27.30786278,5.0,255:176:176
372,-48.92216181,-28.07856318,7.0,255:144:144
373,-48.98613048,-28.63498643,4.0,191:191:255
374,-48.70416235,-28.02155826,5.0,255:176:176
375,-48.84973673,-27.78695849,19.0,255:0:0
376,-48.91915647,-27.04589905,33.0,255:0:0
377,-48.83992778,-27.54894812,7.0,255:144:144
378,-48.86037886,-27.69666144,3.0,207:207:255
379,-48.7245474,-27.49321749,1.0,239:239:255
380,-48.39821387,-27.492835,5.0,175:175:255
381,-48.80142424,-27.77939564,5.0,255:176:176
382,-48.78911749,-27.82330266,0.0,255:255:255
383,-48.6644066,-28.19698731,7.0,255:144:144
384,-48.88587311,-28.21836662,2.0,223:223:255
385,-48.81750819,-28.24821718,9.0,255:112:112
386,-48.73061526,-27.68746555,10.0,255:96:96
387,-48.85992169,-27.26667019,8.0,255:128:128
388,-48.81870297,-27.53171467,12.0,255:64:64
389,-48.84691888,-27.24393011,4.0,255:192:192
390,-48.78430367,-27.12974374,5.0,175:175:255
391,-48.57506578,-27.59731264,9.0,111:111:255
392,-48.83506063,-27.16345535,5.0,175:175:255
393,-48.50368701,-27.63283549,13.0,47:47:255
394,-48.50890712,-27.54721566,14.0,31:31:255
395,-48.60434024,-28.02318044,2.0,255:224:224
396,-48.76122066,-27.28135592,3.0,255:208:208
397,-48.48132877,-27.15291206,3.0,255:208:208
398,-48.88406731,-27.67908159,1.0,255:240:240
399,-48.72660031,-27.13429225,5.0,255:176:176
400,-48.82138878,-27.67856715,9.0,255:112:112
401,-48.69209396,-27.886104,5.0,175:175:255
402,-48.87255096,-27.32187868,4.0,191:191:255
403,-48.99889436,-27.88277435,20.0,255:0:0
404,-48.7239486,-27.01227695,13.0,255:48:48
405,-48.88675752,-28.43321274,2.0,223:223:255
406,-48.94718052,-28.63356146,5.0,175:175:255
407,-48.95724469,-28.42733548,2.0,255:224:224
408,-48.93542089,-27.42432802,4.0,191:191:255
409,-48.85947978,-28.26147284,4.0,255:192:192
410,-48.87710548,-28.02409155,5.0,255:176:176
411,-48.63304493,-28.02499765,2.0,223:223:255
412,-48.78214654,-27.52451639,8.0,255:128:128
413,-48.7110963,-27.27423256,7.0,143:143:255
414,-48.4329766,-27.51032163,9.0,111:111:255
415,-48.96001167,-27.44950915,2.0,255:224:224
416,-48.83842279,-27.85886146,3.0,255:208:208
417,-48.68171393,-27.05020339,7.0,143:143:255
418,-48.52740086,-27.44918267,10.0,95:95:255
419,-48.87450687,-28.26193727,6.0,255:160:160
420,-48.93217573,-27.82300621,14.0,255:32:32
421,-48.71870454,-28.12720509,13.0,47:47:255
422,-48.46591428,-27.14422747,6.0,255:160:160
423,-48.62556294,-27.08805686,10.0,95:95:255
424,-48.77836574,-27.5585556,1.0,255:240:240
425,-48.79277713,-27.81920868,4.0,191:191:255
426,-48.98807062,-27.12791269,27.0,255:0:0
427,-48.71036177,-27.86098077,2.0,255:224:224
428,-48.91694795,-27.14017728,6.0,255:160:160
429,-48.97099997,-28.21538327,11.0,255:80:80
430,-48.89529392,-28.06863025,3.0,255:208:208
431,-48.75143234,-27.58754514,6.0,255:160:160
432,-48.98459684,-28.08097357,3.0,207:207:255
433,-48.75731743,-27.68500333,3.0,255:208:208
434,-48.7589178,-28.00658351,9.0,111:111:255
435,-48.86316539,-28.22061787,2.0,223:223:255
436,-48.80569392,-27.57273464,2.0,255:224:224
437,-48.77926885,-27.8249168,8.0,127:127:255
438,-48.81093963,-27.91653802,4.0,255:192:192
439,-48.52953041,-27.72388393,10.0,255:96:96
440,-48.96990645,-27.53961347,11.0,255:80:80
441,-48.95965704,-27.10276845,18.0,255:0:0
442,-48.63459162,-27.76954862,1.0,239:239:255
443,-48.85610611,-28.11974212,5.0,175:175:255
444,-48.766889,-27.4089098,13.0,255:48:48
445,-48.84139021,-28.23665725,2.0,255:224:224
446,-48.88297326,-27.43217072,5.0,255:176:176
447,-48.88740579,-28.48115332,5.0,175:175:255
448,-48.81995804,-27.64111522,17.0,255:0:0
449,-48.86473999,-28.44073538,10.0,95:95:255
450,-48.88179584,-27.15508117,0.0,255:255:255
451,-48.61886037,-27.02161434,2.0,223:223:255
452,-48.9567527,-27.39817382,7.0,255:144:144
453,-48.8290021,-28.33016188,6.0,159:159:255
454,-48.69880198,-27.80814641,6.0,159:159:255
455,-48.81224651,-27.24637931,1.0,239:239:255
456,-48.99538719,-27.1328951,5.0,255:176:176
457,-48.94823527,-28.18254212,4.0,255:192:192
458,-48.80741043,-27.47541653,1.0,255:240:240
459,-48.77738579,-27.60534397,6.0,255:160:160
460,-48.77321866,-27.22004655,2.0,223:223:255
461,-48.70510552,-27.94400801,14.0,31:31:255
462,-48.91858245,-27.88235626,2.0,255:224:224
463,-48.6567853,-27.41471223,1.0,255:240:240
464,-48.9543357,-27.70756315,1.0,255:240:240
465,-48.66075951,-27.74653858,0.0,255:255:255
466,-48.76964588,-27.46142823,5.0,255:176:176
467,-48.98997199,-27.92288549,7.0,255:144:144
468,-48.95590583,-27.47932274,16.0,0:0:255
469,-48.97015927,-27.20014725,4.0,255:192:192
470,-48.91054843,-28.16326933,1.0,239:239:255
471,-48.98758498,-27.65217968,5.0,255:176:176
472,-48.99115392,-27.41590548,5.0,255:176:176
473,-48.89884848,-27.80162996,11.0,255:80:80
474,-48.4827846,-27.44500557,11.0,79:79:255
475,-48.7217883,-27.13239959,1.0,255:240:240
476,-48.6091387,-27.30176263,4.0,191:191:255
477,-48.6881957,-27.90341213,3.0,207:207:255
478,-48.55388121,-27.73457469,3.0,255:208:208
479,-48.69663181,-27.60824751,5.0,255:176:176
480,-48.83824547,-27.62286218,11.0,255:80:80
481,-48.89863181,-28.47888089,3.0,207:207:255
482,-48.98380663,-27.50670493,2.0,255:224:224
483,-48.84084367,-27.66066753,10.0,255:96:96
484,-48.88981343,-28.28494383,6.0,159:159:255
485,-48.99633867,-28.66369758,3.0,207:207:255
486,-48.98461725,-27.41243774,21.0,255:0:0
487,-48.95302886,-28.00124278,2.0,223:223:255
488,-48.70697871,-27.34443483,8.0,255:128:128
489,-48.98235154,-28.48173334,7.0,143:143:255
490,-48.78115081,-28.21119669,2.0,255:224:224
491,-48.79072169,-27.27323819,4.0,191:191:255
492,-48.90991381,-27.51852585,3.0,255:208:208
493,-48.7753995,-28.10600699,7.0,143:143:255
494,-48.81184084,-27.38444329,23.0,255:0:0
495,-48.65808616,-27.34159648,6.0,255:160:160
496,-48.86814839,-27.44046722,3.0,255:208:208
497,-48.73759899,-27.02866035,23.0,255:0:0
498,-48.93297918,-28.10654622,7.0,255:144:144
499,-48.84381612,-27.66428991,6.0,255:160:160
500,-48.64080613,-27.56879631,1.0,239:239:255
501,-48.7906323,-27.37705744,9.0,255:112:112
502,-48.65662748,-27.87222173,10.0,255:96:96
503,-48.93504867,-28.18705714,6.0,255:160:160
504,-48.77167508,-27.52312234,0.0,255:255:255
505,-48.76234731,-27.06358684,7.0,143:143:255
506,-48.89010069,-27.7163139,10.0,255:96:96
507,-48.63568679,-27.98436368,4.0,255:192:192
508,-48.88608845,-28.00115906,14.0,255:32:32
509,-48.96602345,-27.79368733,13.0,255:48:48
510,-48.84587579,-27.50205952,3.0,207:207:255
511,-48.94976254,-27.4192278,4.0,191:191:255
512,-48.99189131,-28.62493725,6.0,159:159:255
513,-48.84325489,-27.49860423,8.0,255:128:128
514,-48.66656626,-27.15470295,6.0,159:159:255
515,-48.70732037,-27.11126336,13.0,255:48:48
516,-48.81688339,-27.13508697,10.0,95:95:255
517,-48.99914211,-28.64216814,8.0,127:127:255
518,-48.83253032,-27.24367025,11.0,255:80:80
519,-48.88860848,-27.67201886,5.0,255:176:176
520,-48.93722515,-27.79002438,11.0,79:79:255
521,-48.89085481,-28.00317989,10.0,255:96:96
522,-48.99870132,-27.74502984,15.0,255:16:16
523,-48.9305226,-28.53913012,8.0,127:127:255
524,-48.60562374,-28.02522964,3.0,207:207:255
525,-48.76844854,-27.21662612,4.0,255:192:192
526,-48.79549997,-28.06431902,6.0,159:159:255
527,-48.78387284,-27.28899379,2.0,223:223:255
528,-48.90000827,-28.30126331,7.0,143:143:255
529,-48.98161715,-28.51000815,13.0,47:47:255
530,-48.91082138,-27.56372642,1.0,255:240:240
531,-48.64888517,-27.85937161,8.0,255:128:128
532,-48.90437674,-27.12479108,4.0,191:191:255
533,-48.60453713,-27.03490164,38.0,0:0:255
534,-48.72812722,-27.73186814,7.0,143:143:255
