,tdx12_Barcelos,tdx12_slope_Barcelos
248,44.48977,1.899944
249,17.17383,1.989984
250,45.05475,5.522743
251,34.38689,4.375047
252,47.7294,8.986166
253,44.93687,3.279099
254,43.50033,1.692824
255,41.92196,2.975559
256,35.83738,4.549337
257,16.91184,2.13197
258,47.18657,4.340085
259,32.82847,9.345049
260,44.16408,7.29859
261,42.1464,3.458242
262,44.72868,0.988466
263,45.45541,6.550632
264,28.36926,4.757282
265,42.86916,2.812339
266,43.06649,6.241207
267,18.5131,22.79547
268,46.9343,0.8137265
269,44.42533,9.025443
270,36.59835,5.25969
271,41.78085,4.694645
272,27.79401,3.787269
273,45.54501,5.804624
274,45.73902,6.797711
275,32.45453,8.416264
276,43.82947,3.631315
277,46.45448,3.420709
278,53.09035,15.58576
279,44.96417,10.56022
280,25.80041,1.783483
281,19.36198,1.498706
282,12.70078,NaN
283,42.17191,5.699059
284,18.53937,1.088423
285,43.37494,4.885697
286,22.79078,1.944806
287,30.02924,0.4933071
288,47.93458,3.812328
289,45.46427,3.804834
290,47.92121,3.584436
291,48.46591,3.995777
292,30.18007,2.251836
293,15.25006,7.199871
294,38.02126,7.040295
295,31.13897,3.756116
296,20.73434,2.794414
297,46.35288,7.323106
298,43.72802,2.234065
299,29.74,0.7997404
300,49.09756,4.499027
301,45.37294,1.369598
302,10.767,5.042826
303,40.48236,5.957629
304,38.36603,11.39489
305,27.46402,13.8056
306,13.38607,8.112716
307,30.92751,4.627705
308,43.75118,3.506911
309,36.98417,4.810009
310,20.41661,3.480417
311,29.99258,0.8328131
312,37.46828,11.1514
313,16.61958,1.520934
314,44.25129,2.007622
315,29.17654,0.7331533
316,44.73291,3.285852
317,18.78911,1.134485
318,47.66928,4.525236
319,23.9453,6.584293
320,48.35444,3.182882
321,23.98306,17.73347
322,18.17572,0.164955
323,27.62597,0.5659767
324,20.17301,4.536257
325,32.63365,1.032209
326,21.57366,0.4593706
327,38.98794,5.888267
328,35.59212,1.396849
329,47.22874,4.770498
330,47.06335,0.3149878
331,38.60092,1.090775
332,43.49393,3.305181
333,26.06101,0.9173404
334,40.15781,10.99034
335,34.8863,10.19796
336,51.365,9.862432
337,11.06291,3.623892
338,48.20272,0.2631123
339,36.67516,7.360892
340,44.04301,2.301449
341,26.22887,36.89816
342,40.02488,8.914221
343,34.94739,7.24017
344,45.1851,2.760833
345,50.39984,9.119017
346,48.89034,12.70782
347,30.12303,11.13224
348,41.47545,9.397203
349,41.70655,8.163209
350,41.20654,2.888913
351,28.58852,10.07196
352,41.966,3.735889
353,28.50925,5.351932
354,26.18785,0.4846368
355,48.94866,5.368358
356,45.57319,5.938056
357,44.94276,8.859906
358,45.03287,0.4858708
359,21.22136,0.6257095
360,47.11816,9.557834
361,20.1877,1.657627
362,26.93991,4.176263
363,33.91822,6.101577
364,32.35762,1.572272
365,19.78343,1.43656
366,39.77327,8.915489
367,50.16371,4.521387
368,22.41862,14.0022
369,20.57047,3.072842
370,18.33741,1.93376
371,26.07713,2.731923
372,39.55157,2.671174
373,31.50157,9.238993
374,25.63686,1.185088
375,38.41216,5.039618
376,48.03715,9.574142
377,38.66776,10.99538
378,9.07222,NaN
379,36.00419,4.1002
380,46.72086,12.25952
381,25.14868,1.615301
382,43.95963,3.806206
383,32.98823,2.390867
384,32.25274,4.485013
385,27.62402,3.955882
386,19.24543,10.67945
387,45.59465,14.97855
388,28.1925,2.596022
389,37.65945,9.457882
390,41.06368,17.5331
391,18.67379,3.120015
392,38.72213,6.593684
393,44.07934,4.230814
394,43.21187,7.31406
395,38.3199,4.896283
396,42.90406,1.476988
397,34.75253,9.39665
398,25.37505,3.949162
399,30.50125,8.93609
400,29.4181,4.952082
401,46.01394,4.79334
402,50.54644,5.971211
403,47.87417,2.929045
404,60.80546,22.80497
405,26.74193,1.492867
406,36.82692,8.838033
407,43.24471,6.003743
408,31.9356,3.086189
409,54.14276,4.288585
410,47.5617,4.889477
411,48.36016,16.00109
412,40.76675,4.818278
413,27.3113,15.12492
414,33.10466,16.17756
415,41.05211,3.357117
416,28.4888,1.245326
417,43.37244,9.176227
418,33.67525,8.936618
419,44.34901,2.941818
420,38.66215,10.98966
421,47.87128,5.399369
422,35.60516,10.25149
423,18.47571,0.90135
424,44.89567,2.648505
425,44.5639,7.988018
426,45.7449,14.72387
427,25.92419,0.8800814
428,47.97536,9.661225
429,41.58013,5.953761
430,43.99372,8.91887
431,41.04398,10.85661
432,45.67376,8.061652
433,19.76505,7.263485
434,47.92892,1.131955
435,26.54357,2.197403
436,25.6974,1.398484
437,20.51841,0.7478493
438,39.49308,3.015649
439,45.31445,4.610171
440,18.5896,0.89234
441,22.43593,8.144781
442,47.07175,12.02056
443,46.27121,9.114478
444,48.40609,0.2969661
445,28.66649,2.937708
446,40.47676,10.01476
447,16.63309,1.217615
448,37.38498,2.561245
449,30.12175,3.705721
450,26.36836,5.421815
451,42.85793,4.03637
452,17.44584,0.5451626
453,21.63799,1.360988
454,45.28217,1.152747
455,29.25219,4.339664
456,25.54858,4.570773
457,41.20763,0.3266095
458,24.93707,2.057132
459,49.82364,8.253444
460,48.87252,2.94411
461,49.4405,11.44508
462,51.4107,6.744669
463,39.76006,8.589819
464,48.02171,10.08219
465,44.78416,5.886884
466,39.1754,2.167448
467,39.90652,2.694098
468,19.54815,6.014958
469,46.8898,4.891493
470,26.0647,8.07618
471,50.44879,1.852324
472,30.05802,0.9213812
473,21.47463,15.5135
474,44.89288,5.967554
475,34.39551,13.73808
476,49.42982,8.726851
477,46.93604,12.27179
478,31.28612,6.457396
479,49.85295,13.34341
480,39.6221,9.033671
481,40.18613,1.774263
482,43.49961,4.322297
483,43.07491,6.267018
484,43.55901,4.696309
485,31.97075,2.164912
486,22.41881,8.116104
487,46.12008,7.055062
488,49.5857,4.638181
489,43.99603,4.430517
490,45.09282,3.332851
491,48.35676,7.948814
492,41.73382,2.313309
493,18.07214,3.377946
494,46.94479,12.82662
495,22.3965,5.490612
496,8.294891,19.3895
497,44.58719,5.892229
498,47.20855,0.690048
499,41.9246,11.75299
500,34.43777,1.012725
501,42.16446,3.343409
502,50.16158,7.208932
503,37.66033,0.5483191
504,39.10434,3.255925
505,27.0575,2.290484
506,44.56912,2.255157
507,24.03095,7.153028
508,47.01308,4.876753
509,42.17859,2.415051
510,35.31933,4.434707
511,17.81524,2.093691
512,35.67164,7.221228
513,45.01973,4.952145
514,43.47246,1.132592
515,21.17208,0.7567621
516,20.93048,1.348125
517,47.9583,4.461436
518,45.28086,6.240629
519,43.98733,1.763018
520,18.08691,2.809626
521,47.06292,5.012225
522,18.41331,1.876314
523,42.07465,8.87322
524,39.83608,7.517876
525,34.64057,6.327065
526,42.12386,5.797887
527,28.98097,5.626028
528,34.50793,2.443948
529,43.85708,1.694947
530,38.78913,1.51916
531,21.09078,2.010829
532,17.84634,4.081333
533,46.32464,1.90009
534,45.93946,5.935292
535,46.91986,3.7262
536,46.58226,8.49903
537,44.65507,1.956463
538,19.55032,0.7177138
539,41.21104,1.174963
540,38.58405,2.762393
541,40.14267,5.323998
542,30.49391,20.67389
543,44.20204,4.265403
544,46.44902,4.0924
545,41.73477,6.085763
546,42.18063,1.944804
547,27.64873,6.836512
548,45.36715,4.580617
549,17.61108,3.156202
550,40.28002,2.586743
551,42.49354,12.39736
552,48.61145,12.01161
553,44.02744,5.52384
554,22.17802,3.264016
555,46.48802,3.11413
556,34.3992,18.26718
557,45.70825,5.411906
558,46.66911,10.13666
559,49.7659,11.71915
560,40.7261,8.860393
561,47.06869,1.961196
562,16.23735,2.927217
563,26.76118,7.471108
564,34.36647,16.34248
565,44.49192,3.571584
566,45.66227,2.700053
567,44.51332,3.897321
568,47.37452,5.200744
569,31.64579,0.7954848
570,48.46401,13.89349
571,48.17927,3.024318
572,23.34676,3.034229
573,44.99005,4.454353
574,19.18217,0.954456
575,NaN,NaN
576,44.4726,2.442204
577,45.66055,5.258395
578,22.18246,5.619364
579,48.40195,4.914648
580,18.1793,9.103581
581,49.26046,9.020111
582,46.60717,5.666107
583,44.32008,6.629821
584,46.18283,5.421399
585,29.51597,6.123329
586,27.9777,3.872239
587,30.43641,1.713474
588,43.94862,4.868633
589,41.83712,5.041495
590,28.26934,2.63201
591,NaN,NaN
592,22.06195,0.4288079
593,42.78599,8.88536
594,NaN,NaN
595,43.46486,3.715669
596,28.41667,3.332087
597,30.07814,1.910824
598,30.06155,8.33569
599,41.97937,3.600393
600,21.5773,3.1997
601,47.08879,10.73184
602,45.77264,3.246479
603,35.19767,48.62216
604,47.1698,2.776399
605,49.5398,4.604066
606,42.30605,14.2911
607,43.90322,13.8001
608,49.01342,1.853552
609,21.21844,1.978055
610,36.80415,3.252877
611,39.91354,14.53448
612,29.95995,1.29144
613,42.76857,3.049979
614,44.92502,6.229321
615,46.22632,10.75575
616,21.52479,0.3537638
617,45.14561,0.9625537
618,35.69707,2.616393
619,8.739802,2.703256
620,26.52621,4.725362
621,43.92545,3.488321
622,32.65395,18.64093
623,37.56509,2.103708
624,38.63121,7.019963
625,24.74426,3.357962
626,34.18871,5.661045
627,46.54753,1.761446
628,30.60807,2.809108
629,29.29348,0.466686
630,47.81421,5.94996
631,20.87563,3.837528
632,39.17286,1.242887
633,38.2336,3.93944
634,26.54821,0.3643777
635,37.49878,2.076804
636,25.16117,2.352439
637,45.74597,15.1566
638,45.78788,8.114899
639,37.04955,17.20274
640,33.87095,1.574615
641,16.98265,0.575143
642,53.51662,2.760254
643,22.6623,3.905158
644,47.07741,4.266062
645,43.8411,6.136472
646,17.72436,0.8100713
647,39.60779,4.297399
648,32.90733,9.566229
649,39.41824,5.070743
650,44.5895,4.565117
651,43.03544,1.11136
652,48.4167,4.689513
653,22.75574,7.696543
654,21.71155,1.537313
655,36.34099,13.06287
656,45.1693,2.785536
657,37.17304,17.40909
658,44.92442,3.076692
659,43.10308,1.436999
660,33.79078,6.207472
661,35.22719,6.757821
662,41.20629,2.32646
663,41.45628,6.441283
664,43.581,13.23592
665,42.02569,0.3877819
666,35.53803,8.128763
667,43.90773,5.278262
668,44.44298,8.572835
669,46.72514,9.202077
670,43.5761,3.035304
671,15.19311,0.6269704
672,46.2037,8.668222
673,44.96984,4.258044
674,47.58307,2.627739
675,39.98096,4.423187
676,41.98466,3.122861
677,42.74215,4.162128
678,23.3792,1.841537
679,42.57353,12.59678
680,33.06381,4.383676
681,21.76432,4.321001
682,45.14503,4.34674
683,21.26262,37.43056
684,46.74832,2.572302
685,28.4492,5.878599
686,43.97337,6.259748
687,30.5888,1.468555
688,35.58398,4.072781
689,48.72406,5.918227
690,49.44584,6.7048
691,45.51241,5.067438
692,43.34441,4.884351
693,50.96051,8.46832
694,46.20969,8.755338
695,27.16027,7.365462
696,32.00339,14.96307
697,31.55224,6.16797
698,20.79271,1.951792
699,37.42227,1.459186
700,38.55566,3.257318
701,48.5189,11.86403
702,32.01764,3.546814
703,26.89626,0.4564239
704,41.19888,3.787174
705,42.32277,2.219778
706,40.56054,5.103684
707,30.38975,7.646837
708,40.45971,7.973313
709,40.41673,3.591285
710,47.11699,5.513319
711,19.30056,0.8804194
712,25.46752,7.888623
713,48.83408,7.516939
714,23.10352,5.522308
715,24.20466,1.007621
716,28.48632,13.36952
717,18.245,3.434306
718,41.77134,17.4661
719,21.84599,22.51206
720,38.28684,7.299515
721,48.96475,1.382834
722,46.91809,4.886216
723,42.45237,7.881172
724,44.49121,4.475938
725,32.89163,4.123303
726,15.88931,0.6837373
727,34.0635,7.399845
728,46.17513,5.796168
729,41.41517,1.733293
730,40.3842,12.7436
731,43.37029,3.631143
732,28.6895,1.431391
733,41.09777,5.749705
734,48.45415,5.457453
735,26.98083,1.53079
736,29.42321,5.003013
737,42.72618,0.6650735
738,44.63894,4.388651
739,25.63478,3.271695
740,28.97263,8.260515
741,49.33619,4.261601
742,18.77821,3.027438
743,44.42955,3.109219
744,40.56474,6.17249
745,46.89172,3.209035
746,36.19945,2.920536
747,26.98123,0.2191175
748,46.16714,6.098322
749,29.76272,5.104955
750,21.32518,1.559739
751,43.7058,2.665869
752,47.21761,6.926801
753,46.06284,5.772442
754,44.96301,7.32194
755,42.03447,17.14767
756,44.58505,6.151707
757,30.18161,4.966516
758,47.59011,4.448953
759,43.25592,3.25504
760,22.10815,4.35131
761,40.73353,8.286085
762,42.94957,6.474467
763,43.26744,8.086204
764,37.20638,0.9421178
765,48.12687,3.668704
766,38.909,4.739511
767,44.52218,6.352546
768,15.77988,1.742951
769,44.22182,2.689352
770,39.86946,3.34655
771,15.94973,2.612828
772,46.31129,12.10699
773,44.60165,0.6649217
774,30.6688,1.604385
775,19.52005,4.100759
776,41.5916,17.75538
777,44.1506,5.661099
778,44.66587,5.244679
779,43.6281,3.460497
780,46.36582,11.71928
781,38.9808,12.92159
782,44.30489,1.809285
783,39.89767,8.376027
784,20.24866,0.6344048
785,29.6816,0.2909537
786,45.04491,21.40991
787,43.6569,2.270677
788,45.21531,4.21697
789,36.18653,8.263652
790,30.7919,2.995859
791,34.09038,16.21537
792,18.4527,5.800618
793,19.21099,0.6500222
794,30.19294,2.356744
795,24.81137,1.393847
796,48.45583,10.94978
797,46.66259,4.065467
798,44.59545,3.371258
799,20.41759,5.053484
800,36.86713,2.760163
801,25.0442,0.6945469
802,39.51729,23.53957
803,28.02904,3.930144
804,48.99147,7.902461
805,26.37925,0.4920165
806,49.00861,5.187393
807,40.26884,3.483014
808,46.88939,13.187
809,23.82363,3.095716
810,30.30894,3.548554
811,19.40429,2.157472
812,45.99905,3.969248
813,44.83958,5.396373
814,46.24297,1.730171
815,48.34411,1.685297
816,24.68452,15.30026
817,38.30996,9.535311
818,44.84206,4.542295
819,50.38349,9.776308
820,43.56624,6.271282
821,49.52485,3.304816
822,46.2634,3.328218
823,23.96802,4.414472
824,38.2019,12.30469
825,48.21226,11.30877
826,48.27304,32.95974
827,42.63206,5.400626
828,46.64267,3.955092
829,47.93998,4.739715
830,36.0565,12.95804
831,38.66371,2.384874
832,25.50026,4.802115
833,20.1464,3.878273
834,51.88744,7.70677
835,48.60577,4.704926
836,34.95163,1.846245
837,46.7898,2.388888
838,37.8762,5.328514
839,47.12643,7.119498
840,49.35898,18.74995
841,47.24497,5.759862
842,23.61848,0.8369625
843,42.51313,3.41459
844,22.86228,14.15454
845,43.02122,2.73225
846,42.7572,2.164846
847,25.61015,0.9735021
848,29.39491,4.745329
849,35.13525,0.7966291
850,44.47314,4.259809
851,23.22836,3.432377
852,48.55864,3.091648
853,50.43433,8.171596
854,49.0886,16.60516
855,45.93187,3.770782
856,44.75375,9.882275
857,29.44366,7.400947
858,24.87941,0.4000017
859,29.51017,NaN
860,45.25284,14.59337
861,20.47791,3.895176
862,44.38464,5.091909
863,35.09341,6.031313
864,26.45971,16.44098
865,49.64277,2.008425
866,47.66015,4.800718
867,53.41636,7.440768
868,26.25007,2.261282
869,29.03367,2.077551
870,12.35765,25.31978
871,22.6659,3.131045
872,51.25794,3.843862
873,48.16943,3.116069
874,46.87998,12.08453
875,42.13411,5.011716
876,45.62902,3.865362
877,30.0197,1.325807
878,46.51296,9.677016
879,45.43066,10.06968
880,44.05087,5.101985
881,41.87636,7.411135
882,48.44388,4.607341
883,30.1112,4.18732
884,33.23904,8.030403
885,26.84921,2.318103
886,45.71821,1.597446
887,37.32534,4.27352
888,30.67036,5.05331
889,44.03016,4.395237
890,41.99304,5.211726
891,40.75273,4.731641
892,43.95243,9.143193
893,44.34447,2.246463
894,45.00703,5.651119
895,28.58118,6.28626
896,34.30037,4.545016
897,21.34137,3.522995
898,48.5543,2.52282
899,40.14762,2.203571
900,44.5354,0.4871365
901,37.67518,2.834128
902,47.86795,2.020669
903,49.0659,12.68989
904,23.46073,7.529339
905,43.99724,5.496481
906,37.36483,12.53844
907,41.87029,2.786421
908,24.44348,12.30393
909,20.51733,14.48402
910,46.30704,6.606618
911,NaN,NaN
912,16.39017,2.068462
913,41.35217,6.125534
914,28.14155,6.290399
915,29.88634,1.529003
916,40.50216,15.65639
917,46.69189,5.147824
918,28.09853,4.801477
919,45.14551,3.089318
920,44.93977,4.779454
921,28.71806,3.024067
922,50.11181,5.674057
923,43.23733,3.610149
924,42.2867,5.504405
925,46.00676,8.4961
926,34.42913,5.213163
927,54.79241,26.60746
928,33.40083,1.554276
929,43.06355,4.473189
930,28.01323,3.528565
931,43.49384,7.007341
932,38.18316,2.615728
933,51.87677,4.204856
934,27.14601,9.493037
935,NaN,NaN
936,41.83747,4.02803
937,45.9301,1.127994
938,48.74401,0.8371569
939,46.92319,1.504638
940,35.97765,1.20342
941,47.47144,6.889169
942,49.55289,4.443449
943,30.05061,0.855292
944,24.74724,0.2233429
945,46.49256,7.092666
946,41.08869,8.985397
947,9.052166,NaN
948,39.23904,7.252689
949,44.62778,6.884252
950,41.34451,1.575344
951,43.14742,13.56812
952,50.23848,12.33225
953,40.0074,1.568532
954,46.84229,3.845432
955,47.36732,9.200206
956,20.77219,3.862567
957,19.88341,0.2244412
958,47.04654,5.422596
959,26.54088,7.381804
960,17.56552,1.419344
961,45.55774,2.853866
962,41.22515,2.148221
963,21.63538,0.4565208
964,15.98211,2.269871
965,38.68102,7.746786
966,15.90452,0.9671767
967,32.20675,2.892248
968,29.72232,14.57853
969,39.3898,1.542703
970,39.40791,7.26336
971,41.31788,5.845066
972,35.90256,2.319106
973,37.82878,7.603694
974,26.29536,0.2805365
975,47.09807,5.150746
976,24.39317,9.469683
977,41.20568,10.1076
978,47.03548,3.389306
979,45.52509,10.88121
980,27.23258,0.449125
981,38.42191,2.727582
982,35.9443,9.804987
983,45.9618,2.524833
984,41.99422,4.201048
985,25.56853,0.5346016
986,49.92845,2.778225
987,41.67747,9.793299
988,38.79317,6.588282
989,42.36892,8.883857
990,42.6359,13.37921
991,19.48247,3.365668
992,31.71476,7.866333
993,28.65251,12.28627
994,26.68244,10.13006
995,44.15055,3.603872
996,26.44244,24.47449
997,44.68949,8.81886
998,24.91797,9.230863
999,43.25936,0.8672937
1000,18.85761,2.045762
1001,26.67316,2.186065
1002,41.87435,14.2438
1003,48.41277,17.22774
1004,32.63812,1.740916
1005,17.00642,2.519556
1006,37.21442,6.970207
1007,45.73087,7.445302
1008,31.25957,10.31683
1009,48.21934,1.044882
1010,44.90587,14.44849
1011,43.63272,5.181871
1012,44.48532,8.577895
1013,51.15086,2.237827
1014,47.98011,1.926704
1015,45.15229,3.446869
1016,25.4345,NaN
1017,26.96867,9.312676
1018,44.77592,2.035127
1019,26.50373,0.5173329
1020,29.9123,0.9187349
1021,47.79725,5.760736
1022,32.22414,7.826667
1023,18.59329,1.091896
1024,26.14595,20.41525
1025,19.39625,0.8637924
1026,43.47803,1.451804
1027,43.47678,5.191213
1028,46.01321,5.026685
1029,46.87952,6.634291
1030,31.42807,3.830154
1031,42.95998,3.711486
1032,46.31343,3.557564
1033,47.71979,6.943497
1034,43.88837,1.953437
1035,44.9192,2.81126
1036,17.25379,11.80933
1037,41.2513,1.80147
1038,44.60498,5.107177
1039,17.17439,0.9198318
1040,47.8521,19.78898
1041,26.0392,12.85659
1042,20.78431,0.7759441
1043,33.33401,5.310782
1044,38.57512,4.738252
1045,30.72241,5.765692
1046,31.85122,10.0394
1047,39.05446,2.848387
1048,43.79648,2.362727
1049,48.42812,8.154294
1050,45.19374,9.881613
1051,39.55355,7.899567
1052,42.93511,4.27893
1053,17.14694,2.620033
1054,46.94866,3.800933
1055,38.62659,2.748669
1056,16.05752,4.934463
1057,34.46666,2.652838
1058,40.83538,0.8074288
1059,28.51729,12.7589
1060,33.46595,0.519176
1061,47.77266,5.988318
1062,28.98396,0.657577
1063,39.71698,4.077682
1064,19.03033,2.108627
1065,46.20609,0.9380906
1066,40.7151,3.571244
1067,43.85879,4.055763
1068,45.69331,3.281561
1069,45.4125,2.160821
1070,45.56101,1.067517
1071,38.97424,1.890339
1072,47.33453,20.79017
1073,19.84742,1.898493
1074,27.27644,1.681889
1075,29.12752,15.63513
1076,45.36056,3.876165
1077,42.15697,6.692375
1078,41.30474,11.38544
1079,48.65012,6.871498
1080,15.35225,0.7475349
1081,42.01508,6.373918
1082,20.85507,6.044405
1083,43.64384,4.973728
1084,47.8945,5.726597
1085,46.08651,6.11999
1086,31.33061,8.266604
1087,44.38218,1.987208
1088,30.10686,7.812636
1089,26.71065,6.056147
1090,42.18226,1.156543
1091,46.68096,10.09448
1092,20.78667,1.730827
1093,49.74345,2.711532
1094,23.74003,2.282891
1095,45.93404,2.149294
1096,47.19759,5.248881
1097,44.85614,14.90882
1098,46.36684,3.529697
1099,43.18396,11.77207
1100,47.82333,2.19029
1101,45.17064,3.215603
1102,38.78566,6.524334
1103,45.14848,8.869813
1104,46.02225,4.598805
1105,22.1837,1.539417
1106,32.99061,6.190413
1107,37.24407,8.80674
1108,48.06678,2.71403
1109,44.82983,6.754295
1110,26.68922,8.884574
1111,42.67166,10.9465
1112,19.12766,30.25279
1113,47.45058,5.008376
1114,48.66103,3.775249
1115,43.92747,1.892624
1116,27.65706,3.781627
1117,38.41544,4.299575
1118,13.30663,0.7692262
1119,46.80991,4.105108
1120,47.63444,1.753397
1121,37.86255,3.77934
1122,39.46328,1.481274
1123,44.57152,6.189974
1124,37.11119,3.159511
1125,44.32721,1.296167
1126,40.53058,10.3281
1127,48.00974,6.00725
1128,48.97434,7.072756
1129,35.88898,12.5862
1130,37.84546,4.905904
1131,48.54317,2.920318
1132,43.67001,7.572876
1133,45.61098,5.270676
1134,20.57998,6.181441
1135,28.45384,25.15715
1136,17.89071,2.358371
1137,48.48431,7.441439
1138,22.89071,6.27715
1139,27.8682,1.284847
1140,35.73497,6.316868
1141,44.5604,12.11341
1142,19.47118,0.7695924
