,tdx30_RioClaro,tdx30_slope_RioClaro
2150,630.4713,2.547426
2151,604.363,4.104802
2152,649.3601,3.244506
2153,578.0097,2.09483
2154,644.8109,1.467216
2155,728.4816,10.21393
2156,713.4015,4.883499
2157,678.4329,6.989551
2158,595.662,3.079492
2159,536.9608,4.114173
2160,595.045,1.399797
2161,595.0768,1.155264
2162,629.86,5.866176
2163,524.564,7.695541
2164,919.1367,6.842627
2165,544.6757,5.431529
2166,586.0042,5.549359
2167,601.6541,2.15295
2168,573.3364,0.7922149
2169,551.7483,6.111466
2170,605.3526,9.183161
2171,792.091,4.318265
2172,555.9854,6.267744
2173,659.2561,8.331161
2174,578.8503,3.159934
2175,574.4815,1.90647
2176,525.0498,3.955971
2177,805.0391,10.78922
2178,549.9321,8.241298
2179,676.3188,3.877062
2180,652.2793,5.094156
2181,561.1722,2.379623
2182,784.5345,4.185875
2183,507.2356,9.761477
2184,518.6777,6.420715
2185,621.113,5.015466
2186,664.7166,3.965167
2187,564.6469,1.558708
2188,601.4883,5.801287
2189,720.0633,10.3064
2190,606.382,2.060551
2191,572.3018,5.892658
2192,581.5532,4.277837
2193,718.4086,3.651814
2194,965.4658,6.782998
2195,492.0562,0.8493953
2196,591.5173,12.40639
2197,445.8463,0.6025098
2198,599.5071,1.954987
2199,577.1855,4.626933
2200,601.2675,1.384882
2201,682.8074,6.424082
2202,598.6888,5.927556
2203,609.3439,3.534831
2204,636.0876,2.63364
2205,594.3537,4.193947
2206,525.9873,5.838303
2207,522.2081,10.05694
2208,701.5614,4.355753
2209,583.1071,0.6520472
2210,497.5074,2.046384
2211,531.2943,10.80384
2212,681.7292,4.453941
2213,573.0984,3.391976
2214,600.3033,0.1852698
2215,659.4266,1.473711
2216,609.2942,3.070354
2217,549.5045,13.01869
2218,605.529,6.66259
2219,527.4855,17.31047
2220,631.7635,3.105314
2221,605.2983,2.770456
2222,580.2146,4.068822
2223,853.8374,8.553208
2224,602.0729,5.895331
2225,584.6269,5.641982
2226,551.0873,8.760395
2227,525.3882,0.6422769
2228,548.2354,3.16899
2229,624.9429,4.161312
2230,689.6122,2.341694
2231,559.2878,1.127925
2232,609.1318,2.150931
2233,784.7623,7.896292
2234,542.2578,2.253303
2235,508.0192,5.657091
2236,549.2694,5.806131
2237,722.7068,2.380998
2238,588.0307,2.564784
2239,740.342,2.558974
2240,496.2499,11.66046
2241,579.9728,4.723241
2242,658.0353,3.758006
2243,636.2771,3.8761
2244,491.2507,2.35651
2245,684.5541,2.168344
2246,504.2897,4.325901
2247,535.2667,4.490353
2248,635.1661,2.283016
2249,494.2055,9.252366
2250,541.4498,6.681959
2251,646.0164,2.721548
2252,597.6271,1.391749
2253,653.1136,4.142399
2254,568.6617,4.949725
2255,812.1943,1.139177
2256,647.4301,4.419177
2257,589.0922,2.950061
2258,628.5198,3.66695
2259,604.549,3.206775
2260,769.4586,1.887427
2261,687.1468,5.034195
2262,574.2051,2.930465
2263,490.0674,6.858629
2264,553.6696,5.147512
2265,553.0895,1.214753
2266,495.2705,4.375967
2267,672.4917,9.428631
2268,608.9583,1.552698
2269,546.8655,0.3305056
2270,555.3065,0.6338853
2271,557.479,2.931045
2272,778.9642,5.007357
2273,562.9498,6.428724
2274,629.9069,3.390754
2275,475.1093,4.626578
2276,648.084,1.834418
2277,629.7311,6.224009
2278,495.619,8.465827
2279,583.0416,1.41715
2280,555.2331,3.536203
2281,469.6386,5.018459
2282,592.4147,6.180852
2283,668.5577,6.69805
2284,596.0724,2.251218
2285,555.1469,6.459712
2286,657.2689,2.658912
2287,604.3378,3.464023
2288,609.8627,2.220855
2289,724.9698,0.9924212
2290,709.3311,3.07016
2291,690.3685,16.21131
2292,588.6629,5.118247
2293,528.7313,12.18498
2294,575.9939,3.844253
2295,781.339,3.040946
2296,519.1062,5.894835
2297,662.9948,8.192867
2298,564.8876,9.387221
2299,608.9889,4.927308
2300,609.2548,4.783591
2301,594.3727,2.233055
2302,680.8683,2.064646
2303,579.8951,3.904361
2304,656.4996,1.382252
2305,925.9523,1.910241
2306,660.7576,14.16251
2307,464.2559,6.905204
2308,676.8914,4.326334
2309,903.9213,8.974062
2310,611.2623,6.14046
2311,612.2105,8.269686
2312,810.7206,1.155219
2313,644.9025,7.032615
2314,680.7413,4.234124
2315,1028.579,5.554899
2316,552.592,4.571041
2317,626.7709,1.492311
2318,555.7684,5.65413
2319,593.5489,1.513674
2320,622.4074,1.641698
2321,758.5613,2.891414
2322,675.4265,6.195859
2323,623.7896,1.266483
2324,753.3993,5.454769
2325,588.77,5.619265
2326,593.409,0.6662791
2327,567.2075,3.840173
2328,589.1933,1.691345
2329,808.4262,2.489315
2330,559.7477,3.790763
2331,927.3521,3.753721
2332,561.2941,5.560962
2333,480.9188,4.208297
2334,627.3232,10.22457
2335,579.971,4.504663
2336,567.0582,6.722474
2337,649.9166,8.329533
2338,640.4694,0.4980123
2339,632.184,2.156946
2340,602.3344,2.897151
2341,683.8633,3.890499
2342,638.0281,1.535093
2343,621.4111,5.905254
2344,717.1324,13.79966
2345,592.1049,0.5508978
2346,641.7985,4.272637
2347,630.2171,5.470297
2348,621.0164,1.161949
2349,606.8861,1.729053
2350,669.2314,2.953564
2351,526.8642,17.74215
2352,612.1921,6.108479
2353,642.3074,4.267492
2354,589.9523,3.845736
2355,555.233,7.296639
2356,535.3658,8.638681
2357,595.2869,7.252461
2358,632.8981,3.751539
2359,546.5367,7.175828
2360,586.5132,2.611495
2361,950.0349,13.95244
2362,454.4697,0.3869087
2363,586.6771,7.418716
2364,660.8408,3.012013
2365,573.0411,7.475962
2366,934.6733,2.833512
2367,532.332,9.191883
2368,658.2511,6.612627
2369,857.9079,4.854879
2370,486.4185,8.108261
2371,754.8291,4.056767
2372,506.1383,5.473037
2373,493.9141,2.451941
2374,532.4381,5.262282
2375,610.6677,9.94546
2376,765.0052,14.53096
2377,643.9795,5.284208
2378,657.1312,8.860825
2379,678.5669,5.342052
2380,541.6079,0.9345551
2381,608.0594,3.065979
2382,607.2076,2.155643
2383,606.0461,7.945622
2384,668.1342,3.5966
2385,593.1446,0.6416947
2386,616.6589,3.463266
2387,635.8238,1.825028
2388,490.6963,1.514835
2389,633.2289,7.104259
2390,781.7394,3.174153
2391,795.1974,29.23767
2392,675.2756,1.408088
2393,552.6484,3.197069
2394,610.7245,2.718855
2395,588.5396,8.464182
2396,671.3831,4.564442
2397,625.4388,1.687054
2398,665.1943,5.139599
2399,714.9406,32.30762
2400,651.5758,3.207817
2401,506.8195,6.384113
2402,486.9657,7.838991
2403,643.9044,2.859674
2404,573.1743,3.12584
2405,572.0058,4.06775
2406,826.676,1.985159
2407,625.6277,8.078921
2408,643.9792,2.964664
2409,642.1112,8.883945
2410,609.7673,3.033695
2411,740.9302,2.803972
2412,703.4927,9.317635
2413,623.119,3.769848
2414,694.8787,7.804311
2415,599.3596,3.281431
2416,609.0049,1.950474
2417,617.9627,4.831502
2418,645.7148,1.994913
2419,541.5981,8.180367
2420,531.0159,2.115541
2421,675.8251,3.20907
2422,673.6286,10.07209
2423,615.28,1.676898
2424,882.9924,8.917084
2425,471.3942,3.43855
2426,608.9948,1.487077
2427,552.2222,6.170672
2428,558.457,3.98327
2429,492.0373,8.589445
2430,627.0198,1.620719
2431,718.6004,2.380872
2432,586.4498,5.722544
2433,811.6245,1.743284
2434,510.1996,4.450961
2435,622.3755,4.771837
2436,656.6127,9.035669
2437,602.7636,3.232791
2438,536.3591,3.447428
2439,576.3869,5.705327
2440,567.2549,1.188285
2441,590.4509,2.680851
2442,629.1665,16.37194
2443,769.3745,0.3903835
2444,565.4823,2.486411
2445,617.7208,3.624617
2446,666.661,1.628864
2447,621.1247,4.745676
2448,628.2655,2.405198
2449,513.9991,6.013267
2450,648.7924,4.2301
2451,537.6853,4.365567
2452,625.9556,0.9156836
2453,591.8502,4.934223
2454,626.429,4.467256
2455,580.5485,1.597574
2456,595.0088,4.329279
2457,571.3818,4.238605
2458,691.5535,8.666513
2459,608.4468,1.436633
2460,652.6411,10.14362
2461,835.1537,2.410016
2462,848.9315,5.412503
2463,742.9045,3.483975
2464,544.5385,5.468338
2465,600.0503,2.733457
2466,606.1602,3.986348
2467,638.0769,3.555637
2468,668.7986,4.613986
2469,609.0576,2.648888
2470,604.5085,3.601131
2471,769.9008,7.193843
2472,605.6979,1.030812
2473,804.5043,4.601465
2474,762.2178,7.158412
2475,572.2635,1.934784
2476,631.3901,4.762834
2477,560.3514,5.945984
2478,543.7722,8.178107
2479,680.9517,2.548924
2480,577.3501,7.299023
2481,616.2582,1.185598
2482,796.7516,24.10437
2483,717.4653,0.9034671
2484,633.9866,1.94826
2485,619.4142,3.493812
2486,645.7703,6.459281
2487,633.2112,0.6820254
2488,893.7808,4.933006
2489,632.7951,2.216862
2490,573.6145,9.052388
2491,521.8505,7.634044
2492,655.303,3.725406
2493,619.33,3.462774
2494,490.0662,8.53944
2495,590.1656,6.707498
2496,542.875,2.886048
2497,572.7856,6.145509
2498,685.0155,3.782528
2499,511.4752,5.291696
2500,628.0651,3.252693
2501,636.7346,6.384787
2502,610.554,3.769746
2503,510.655,2.660522
2504,645.7233,1.647831
2505,525.9237,2.954563
2506,620.1707,1.992556
2507,638.8848,3.715022
2508,613.0994,7.422723
2509,504.7717,1.533412
2510,626.755,4.180822
2511,627.0116,3.955609
2512,913.4235,1.125675
2513,589.1618,4.941269
2514,520.7318,5.62032
2515,744.2109,7.113774
2516,612.8647,5.18764
2517,478.2861,3.94359
2518,808.6968,4.622915
2519,672.7087,1.814243
2520,770.2157,4.674619
2521,538.7856,3.386271
2522,623.6397,0.7961165
2523,518.7045,5.563863
2524,634.5609,7.733301
2525,545.9438,1.329316
2526,779.5251,2.409068
2527,477.7492,4.915724
2528,816.4375,2.922423
2529,656.9559,7.337208
2530,676.7173,1.105507
2531,530.2582,4.3886
2532,711.3264,9.528537
2533,729.0685,13.25193
2534,523.5453,5.480309
2535,656.5926,7.647721
2536,617.1872,0.1872124
2537,644.3272,6.072388
2538,596.8318,1.413823
2539,485.9789,1.654786
2540,483.2331,1.085982
2541,808.4412,1.052341
2542,612.7293,3.547516
2543,544.7607,3.893473
2544,575.0514,8.560369
2545,511.2347,5.618672
2546,579.5336,0.2070895
2547,756.6523,4.442784
2548,540.8898,6.090743
2549,533.3228,1.799709
2550,587.8681,4.006882
2551,727.09,4.080468
2552,681.9749,5.485313
2553,631.6838,1.868657
2554,676.7677,0.6278959
2555,582.0095,9.260572
2556,673.3985,5.237044
2557,583.1486,3.189927
2558,591.5359,15.66275
2559,562.2707,3.669285
2560,921.6555,38.05097
2561,596.2652,1.483648
2562,502.4153,2.894354
2563,600.4248,10.73834
2564,529.6256,3.969313
2565,625.1838,6.181798
2566,639.1828,1.985558
2567,808.7675,7.013052
2568,501.6562,4.022285
2569,587.2465,1.870211
2570,559.3202,4.044422
2571,642.2856,4.519575
2572,605.6527,2.790456
2573,792.8779,2.128415
2574,467.7746,4.604197
2575,623.4871,3.587895
2576,718.7305,5.134069
2577,518.5385,4.905707
2578,668.9089,3.904336
2579,584.5886,4.490003
2580,561.5676,10.30855
2581,496.5086,5.36026
2582,606.3203,1.546638
2583,540.059,0.5167756
2584,670.9595,5.281351
2585,614.0621,3.673022
2586,517.5875,6.227902
2587,627.9087,7.661138
2588,704.0844,8.994673
2589,530.0355,5.816053
2590,645.519,1.290942
2591,916.1287,5.598033
2592,591.7028,4.171339
2593,516.2604,4.446398
2594,848.9177,2.615498
2595,610.0536,1.546364
2596,639.0689,2.188796
2597,646.9742,4.732067
2598,469.2184,2.71725
2599,546.7979,2.489864
2600,547.7047,4.835196
2601,657.6566,7.301797
2602,499.7562,6.492392
2603,719.52,2.475418
2604,668.9133,0.8063783
2605,652.2006,6.255632
2606,591.4109,6.721456
2607,659.0555,3.591553
2608,792.5583,2.518823
2609,612.3424,4.7577
2610,465.3638,3.383091
2611,565.2941,3.570783
2612,489.4703,8.854493
2613,553.515,3.371124
2614,661.1047,8.832613
2615,602.1544,0.1049901
2616,509.2236,2.839348
2617,537.8073,4.170708
2618,453.9437,2.908658
2619,745.8218,9.767557
2620,640.9907,6.846845
2621,578.8166,5.604846
2622,555.3927,3.227055
2623,772.9313,8.36248
2624,802.0623,26.94124
2625,628.2779,3.087142
2626,601.8692,2.565307
2627,642.1111,2.423116
2628,708.6247,2.322239
2629,666.3632,3.890761
2630,630.9156,1.51397
2631,551.0535,5.403602
2632,610.138,6.136232
2633,526.5419,10.53464
2634,710.9463,4.524382
2635,588.2919,4.72327
2636,535.0833,8.774796
2637,649.7001,3.805683
2638,529.7595,3.524301
2639,607.9946,0.6876723
2640,719.946,1.508883
2641,619.6303,3.496667
2642,572.6421,0.4212123
2643,651.2325,3.646489
2644,596.4653,4.311928
2645,751.1846,5.575981
2646,559.8051,11.96083
2647,552.7981,1.137647
2648,858.424,1.441544
2649,593.8926,1.982028
2650,657.0879,3.265518
2651,540.7325,3.978363
2652,588.6757,3.30895
2653,617.9865,3.672431
2654,653.073,8.16942
2655,595.6161,0.516615
2656,547.528,3.063145
2657,498.2615,6.903202
2658,691.2202,6.664984
2659,477.296,5.10003
2660,600.9919,7.832655
2661,587.1065,8.73703
2662,733.1584,5.284237
2663,800.3929,6.390341
2664,614.4628,0.7754367
2665,616.3264,5.475379
2666,511.6084,3.120513
2667,593.9844,2.713953
2668,829.1922,2.602653
2669,509.4704,16.50402
2670,585.6815,3.38017
2671,653.5497,0.8824319
2672,528.6375,4.466395
2673,628.678,0.8560694
2674,596.493,9.420238
2675,583.2531,1.27585
2676,588.7072,4.786865
2677,722.7731,10.46925
2678,760.7587,3.40256
2679,635.0557,6.333808
2680,614.3862,3.970527
2681,711.746,12.66524
2682,649.2595,2.840675
2683,637.6482,1.768175
2684,592.8813,3.501091
2685,581.5865,6.66782
2686,625.2023,5.482602
2687,523.3895,3.289757
2688,726.9574,4.712399
2689,557.5073,6.609612
2690,724.2729,6.848813
2691,653.6218,5.888708
2692,613.4249,7.831903
2693,476.9811,7.873193
2694,657.7552,1.888541
2695,505.9663,7.144414
2696,618.4995,2.819471
2697,590.171,8.343918
2698,567.4322,1.379778
2699,588.2128,1.450141
2700,635.2823,2.152051
2701,598.6526,2.125399
2702,606.2167,3.615222
2703,622.9089,2.512423
2704,642.3813,0.430218
2705,626.4133,4.100689
2706,636.1432,5.194473
2707,694.3207,19.92566
2708,639.7103,2.790644
2709,626.1202,2.248996
2710,508.9183,5.04788
2711,509.3493,7.621686
2712,594.1497,4.476414
2713,513.5354,7.933478
2714,575.8707,4.073924
2715,493.7235,7.203525
2716,644.7657,2.509675
2717,457.7594,2.310653
2718,613.7642,2.555735
2719,667.2224,3.135088
2720,527.4373,1.328286
2721,976.3488,8.297837
2722,577.5521,4.476229
2723,667.4359,2.451775
2724,548.9568,14.10404
2725,891.6056,7.161843
2726,539.0217,7.745182
2727,487.7523,10.52646
2728,896.1797,3.567729
2729,632.938,2.57423
2730,523.0619,5.201652
2731,525.8976,7.224596
2732,646.9915,3.906363
2733,660.5139,1.624099
2734,623.5374,5.949005
2735,625.4049,6.641602
2736,553.1376,1.43479
2737,505.0003,9.828284
2738,528.6823,7.103108
2739,640.0524,2.48487
2740,569.6003,11.09677
2741,564.5765,0.9519058
2742,608.3121,4.95823
2743,557.6335,1.56873
2744,657.89,2.996555
2745,785.2445,6.498785
2746,945.7949,5.705834
2747,793.7909,1.455396
2748,618.399,5.391921
2749,515.8813,7.171288
2750,635.4926,8.11396
2751,638.2822,1.338313
2752,484.5594,7.849142
2753,525.4678,5.323925
2754,631.2144,1.101174
2755,610.6581,4.018157
2756,771.9844,5.177327
2757,672.2604,3.469514
2758,605.2436,2.641344
2759,771.7865,3.660869
2760,596.5767,2.479947
2761,591.1244,11.19109
2762,638.8987,6.779541
2763,528.049,5.046673
2764,590.205,1.455364
2765,580.8144,6.082343
2766,517.0027,5.611197
2767,622.0256,2.619638
2768,855.8719,6.13591
2769,633.2235,2.707938
2770,698.3024,3.508929
2771,568.8185,4.672156
2772,572.0792,3.552283
2773,597.0882,1.859487
2774,638.6729,2.802247
2775,585.3864,1.179899
2776,592.7118,15.09678
2777,631.2834,5.815087
2778,779.508,0.8010621
2779,640.1993,1.520953
2780,632.955,3.220917
2781,710.0037,5.052492
2782,798.3442,7.215014
2783,553.145,5.288389
2784,632.2875,6.208223
2785,601.3716,5.800466
2786,886.3912,3.668833
2787,510.6467,3.277536
2788,576.9074,7.898359
2789,756.5483,1.802603
2790,531.2307,7.706251
2791,669.6197,7.266893
2792,586.5429,8.83868
2793,723.0152,12.18444
2794,570.3737,3.289639
2795,634.6967,2.149334
2796,692.4808,7.296536
2797,538.7986,6.215144
2798,661.2458,3.479944
2799,496.1388,5.893308
2800,475.1433,2.191172
2801,569.094,11.73557
2802,773.5524,5.524282
2803,715.6962,0.3377031
2804,589.5764,0.8344359
2805,624.4196,22.14743
2806,521.668,11.69691
2807,698.2183,7.611446
2808,610.6884,2.607849
2809,510.6176,3.132639
2810,582.288,0.9430482
2811,628.7419,4.053525
2812,578.2094,0.9128921
2813,450.8498,3.390709
2814,502.6959,6.299309
2815,575.4552,5.664846
2816,525.6203,5.294769
2817,650.2952,3.215219
2818,590.7705,3.071205
2819,603.507,1.699699
2820,503.3682,5.94791
2821,652.2535,11.62368
2822,659.3711,1.129108
2823,670.2057,7.505117
2824,823.2998,4.082644
2825,542.243,1.936879
2826,527.9558,6.068463
2827,532.0226,3.823909
2828,681.6832,1.540435
2829,480.0686,1.924948
2830,612.8417,15.40278
2831,891.5591,4.879276
2832,628.7782,2.3098
2833,601.7584,5.406376
2834,591.1395,3.021834
2835,667.0829,3.28097
2836,621.2042,3.650346
2837,518.0731,2.946106
2838,560.3027,2.352435
2839,581.3424,3.182379
2840,662.596,2.550862
2841,628.2743,1.45073
2842,606.5605,4.053841
2843,643.0925,11.59987
2844,606.0182,4.044979
2845,588.392,4.536195
2846,615.6807,2.733576
2847,564.276,4.652919
2848,614.9785,4.845035
2849,538.4188,6.459215
2850,499.4622,4.86991
2851,577.832,2.903908
2852,704.7013,9.88562
2853,590.589,0.6875088
2854,457.4713,6.409502
2855,575.8761,1.938456
2856,597.282,1.594115
2857,650.8691,3.377149
2858,618.8986,4.821759
2859,596.8032,7.043599
2860,511.0923,5.102901
2861,560.8376,0.9615815
2862,580.0449,10.06636
2863,583.1258,3.897294
2864,630.681,2.733778
2865,589.378,2.181062
2866,633.6409,4.585213
2867,683.3063,3.532934
2868,679.7283,6.607341
2869,476.6941,4.300449
2870,567.3357,2.355541
2871,625.8472,0.75819
2872,605.3482,1.952099
2873,644.562,2.751567
2874,572.0085,3.133034
2875,666.8523,4.262827
2876,794.9056,5.78407
2877,701.528,3.518643
2878,482.9216,6.242598
2879,713.7355,2.096799
2880,525.1356,4.787776
2881,870.3129,6.521532
2882,694.4358,6.833875
2883,567.1872,2.156725
2884,577.4775,5.543579
2885,623.6334,6.844417
2886,583.004,9.509739
2887,652.7362,1.262923
2888,734.2913,2.875368
2889,529.6127,6.994925
2890,793.5266,26.57263
2891,605.3419,9.028071
2892,645.5076,3.232124
2893,666.0097,2.769159
2894,614.7493,1.586938
2895,762.772,0.8521805
2896,589.9788,5.174177
2897,518.2255,2.828761
2898,635.9968,2.865075
2899,620.4505,1.91171
2900,654.8054,2.024845
2901,569.422,8.718019
2902,664.522,2.383274
2903,635.6204,4.909062
2904,672.5845,3.310215
2905,840.277,20.60981
2906,557.9501,5.331649
2907,681.1027,10.68429
2908,576.0524,5.760632
2909,560.8773,3.482667
2910,505.2752,3.025592
2911,590.7764,2.078639
2912,525.9326,2.998774
2913,637.5032,4.399085
2914,712.9498,2.821476
2915,626.9396,10.46227
2916,568.4865,6.404039
2917,575.2582,18.86842
2918,558.7021,8.433326
2919,509.9637,3.399631
2920,810.5161,12.81796
2921,615.1857,7.881957
2922,491.3261,10.51068
2923,580.7471,7.36058
2924,609.0825,2.875993
2925,581.9868,15.93479
2926,591.6942,7.09816
2927,800.9359,2.586926
2928,618.1563,3.132468
2929,725.7429,5.109927
2930,513.6717,11.40452
2931,725.1709,2.488944
2932,630.805,0.4569885
2933,562.8455,1.463495
2934,707.9242,22.36818
2935,826.8485,3.769086
2936,653.582,4.650997
2937,756.4897,5.120714
2938,816.7941,4.680848
2939,680.2117,1.465834
2940,631.3305,3.372062
2941,516.975,4.685141
2942,576.8604,3.204616
2943,637.1763,3.010007
2944,637.7325,10.90583
2945,537.2793,0.3061866
2946,556.356,3.750657
2947,611.0493,6.036884
2948,501.9423,4.973372
2949,579.0004,1.786738
2950,588.2395,2.116454
2951,569.1252,2.089438
2952,470.6468,1.087915
2953,636.7388,2.812171
2954,651.4948,4.478128
2955,557.9725,4.721953
2956,563.6677,3.98291
2957,546.321,9.961077
2958,843.6199,2.297058
2959,596.3159,2.388253
2960,608.0931,1.533769
2961,551.578,5.531231
2962,482.6639,1.700855
2963,502.4329,5.098014
2964,600.5025,7.12886
2965,672.1396,1.816377
2966,568.0652,3.172285
2967,459.0512,7.221962
2968,645.511,1.178977
2969,612.2726,2.369428
2970,615.0119,6.974851
2971,755.4384,0.6749673
2972,611.7411,5.177502
2973,484.2893,2.895087
2974,550.3135,9.691594
2975,530.3474,7.383452
2976,684.3028,3.81204
2977,600.0951,7.367399
2978,554.3436,4.499157
2979,624.3399,2.692487
2980,485.9687,1.739651
2981,578.8514,4.289231
2982,600.976,3.25643
2983,616.1559,3.552301
2984,482.1464,5.666624
2985,699.4839,5.467592
2986,619.0979,0.6578079
2987,550.4395,5.214918
2988,655.3621,1.264245
2989,525.653,4.867417
2990,590.7203,5.44947
2991,683.6346,2.804265
2992,949.9214,5.358126
2993,618.2164,2.253877
2994,593.8929,4.266016
2995,606.8918,2.02598
2996,657.9908,1.385049
2997,556.0126,2.78241
2998,593.1642,4.67852
2999,661.4305,1.577553
3000,632.886,3.43697
3001,516.7458,3.38251
3002,657.7391,6.816862
3003,600.7683,2.221417
3004,589.4412,6.266752
3005,725.1088,9.011832
3006,499.6045,7.95017
3007,675.3735,4.097275
3008,680.4393,2.42486
3009,795.9309,8.753439
3010,530.6436,6.864018
3011,636.6235,0.5391572
3012,585.5353,0.2812191
3013,738.0458,14.16332
3014,553.2372,2.490212
3015,575.0479,2.060826
3016,582.5375,5.599747
3017,533.4881,1.027642
3018,567.8193,7.544495
3019,585.3755,3.014931
3020,568.2875,5.980083
3021,609.5538,8.281825
3022,543.0757,2.272336
3023,527.3129,2.348826
3024,499.2457,2.218836
3025,669.2314,1.445604
3026,564.9084,4.251817
3027,584.8015,0.7215852
3028,618.8397,6.565422
3029,495.1878,6.024601
3030,669.3061,7.121538
3031,612.3723,9.108774
3032,503.6808,5.225315
3033,655.944,6.796644
3034,567.1211,1.400689
3035,773.3154,1.633775
3036,624.7484,1.491939
3037,651.4705,2.970826
3038,690.8549,4.585303
3039,733.2947,2.012546
3040,542.4753,11.7758
3041,502.2033,2.919489
3042,625.1506,1.236823
3043,468.3727,4.434438
3044,466.9851,1.615401
3045,749.3694,15.77625
3046,750.8643,3.218504
3047,613.4965,5.699929
3048,531.6165,1.845232
3049,572.7094,1.816897
3050,759.3272,3.31352
3051,601.8182,2.865587
3052,601.8317,4.060386
3053,760.8892,4.037847
3054,545.1855,3.2871
3055,560.1091,6.232399
3056,595.4768,2.540925
3057,646.9895,0.5606065
3058,603.07,6.644534
3059,697.0121,20.34244
3060,574.2585,5.47505
3061,865.57,2.566451
3062,608.7668,3.631241
3063,626.585,0.5555044
3064,626.8209,8.652935
3065,909.8275,4.83772
3066,914.0576,6.001962
3067,481.1492,1.742941
3068,599.6049,13.798
3069,573.7241,1.682156
3070,649.0565,1.12992
3071,720.7746,0.971025
3072,594.437,3.944826
3073,655.5732,3.32971
3074,654.0902,1.99454
3075,687.3246,5.579627
3076,451.4637,1.345732
3077,839.5708,6.649907
3078,621.445,2.749342
3079,638.0227,2.932276
3080,527.5029,7.588383
3081,477.9925,12.56665
3082,615.9704,8.300908
3083,605.5919,1.034197
3084,878.8821,2.851923
3085,470.5881,2.946699
3086,693.7285,3.094569
3087,705.4289,8.621095
3088,652.8244,1.581562
3089,607.0956,5.288824
3090,605.5262,2.174586
3091,564.843,5.961874
3092,702.6696,8.087132
3093,771.3649,5.924933
3094,816.2552,10.88325
3095,765.428,1.729066
3096,498.512,11.99213
3097,542.1707,4.85991
3098,595.1727,3.657256
3099,513.0214,9.902738
3100,549.3,2.807579
3101,664.1933,3.128571
3102,510.6405,3.111686
3103,599.7564,7.443422
3104,627.3492,1.640626
3105,590.3239,0.2326381
3106,527.1168,1.397416
3107,625.0922,1.768802
3108,583.7102,12.42707
3109,590.3956,5.55128
3110,551.3009,4.751498
3111,609.9367,7.191694
3112,642.5249,11.83175
3113,542.5137,3.2968
3114,636.2595,15.79678
3115,503.0668,5.937386
3116,610.5486,1.144616
3117,705.6149,2.823652
3118,536.5399,7.429101
3119,637.6801,6.339272
3120,849.4056,2.785182
3121,897.5371,7.549005
3122,599.275,4.79724
3123,762.1304,4.395608
3124,691.2437,2.103652
3125,680.7263,7.429914
3126,582.0797,1.274181
3127,601.2113,3.102882
3128,620.8823,2.882375
3129,570.1171,7.003197
3130,719.7434,3.352196
3131,611.8468,5.527948
3132,463.9393,2.18892
3133,640.2792,5.309732
3134,619.1155,2.936285
3135,572.463,1.404124
3136,458.8008,3.641252
3137,869.7121,9.55833
3138,678.7619,3.759564
3139,841.1695,2.616049
3140,572.4253,8.085274
3141,465.7315,4.888852
3142,453.3144,9.649626
3143,493.5869,2.322126
3144,635.687,7.371977
3145,658.4297,2.418165
3146,581.2605,3.973718
3147,603.7239,2.259894
3148,550.0582,3.152649
3149,569.1415,16.33796
3150,731.274,3.258751
3151,605.8895,12.78467
3152,594.642,3.981027
3153,518.63,6.3285
3154,611.2733,4.803278
3155,680.3312,4.037546
3156,679.6367,9.04832
3157,637.3717,0.4458708
3158,575.762,1.962437
3159,563.3344,0.8857815
3160,597.9018,2.910872
3161,667.1837,3.282597
3162,588.9764,3.736503
3163,590.8849,0.5836162
3164,700.7263,0.6895763
3165,509.9767,2.132371
3166,715.3979,5.965955
3167,541.7443,6.3786
3168,909.6332,3.858504
3169,623.5999,2.306257
3170,690.2109,2.288244
3171,788.824,4.101445
3172,596.2844,5.690072
3173,734.7118,4.739887
3174,688.0477,3.194043
3175,567.2868,6.694615
3176,570.1671,4.369967
3177,732.8548,2.175446
3178,641.1443,4.363419
3179,666.2778,4.573011
3180,516.8182,5.289209
3181,646.7639,0.5027656
3182,553.6296,4.728377
3183,494.1922,6.201971
3184,594.0038,1.054731
3185,678.702,13.61355
3186,641.6083,3.965614
3187,542.2509,3.523407
3188,593.3251,2.943458
3189,691.4338,5.726768
3190,551.0195,9.177303
3191,655.2295,2.359481
3192,643.3185,5.289697
3193,615.666,1.696071
3194,588.7165,5.02747
3195,668.0265,1.249287
3196,761.9918,9.829683
3197,550.0363,10.40633
3198,701.4833,5.990878
3199,499.1521,1.599105
3200,532.8089,4.551245
3201,513.9984,8.29025
3202,564.9696,7.483433
3203,608.2863,14.37731
3204,537.7357,10.23358
3205,536.2037,1.50278
3206,651.7607,4.158702
3207,612.1611,2.541959
3208,571.3059,6.164309
3209,847.0603,3.480035
3210,510.5495,9.659736
3211,820.5046,12.77225
3212,578.8912,3.407055
3213,553.3786,1.390876
3214,496.3785,4.282559
3215,556.7943,6.507018
3216,482.2964,4.787724
3217,588.2745,4.412064
3218,548.5846,5.585517
3219,610.2812,0.7288138
3220,592.1142,8.201825
3221,615.202,5.387564
3222,528.0936,5.683934
3223,795.1979,2.21408
3224,592.6873,9.214827
3225,747.8843,NaN
3226,804.3771,11.65589
3227,555.1423,2.463327
3228,705.2267,5.992667
