,aw3d30_wgs84_RioClaro,aw3d30_slope_RioClaro
4903,598.74727575,2.783246
4904,598.59665195,1.435052
4905,698.70264625,1.862978
4906,585.10887784,5.344698
4907,584.84002648,5.479865
4908,820.55578781,1.649482
4909,586.40173681,9.556774
4910,651.14316864,1.000666
4911,538.49550661,2.363331
4912,555.28204864,9.052699
4913,759.7790961,2.20558
4914,690.32189032,2.37951
4915,601.39247425,4.098573
4916,791.43430836,3.113366
4917,712.43952189,3.116431
4918,694.90702992,8.161943
4919,661.0420853,6.216171
4920,618.54703632,3.069956
4921,542.16515596,5.49534
4922,818.59028393,1.484273
4923,565.90303897,4.248627
4924,572.67656684,4.88185
4925,709.83281886,8.406939
4926,540.8248902,0.7880763
4927,832.6703254,0.9322084
4928,516.21555956,6.412542
4929,614.04215541,10.51419
4930,709.0827172,4.969413
4931,449.29225173,0.4647443
4932,573.04780328,3.77299
4933,643.51233969,8.291851
4934,727.46755339,3.960848
4935,602.90658666,6.171154
4936,746.7885745,2.997702
4937,583.73915922,3.460344
4938,807.90457471,26.00048
4939,697.04451821,4.422309
4940,596.98379463,2.73806
4941,549.32022578,2.052859
4942,736.16791236,3.081007
4943,614.99802983,1.397298
4944,595.93643823,1.370355
4945,475.51874531,7.504212
4946,613.3748508,6.969165
4947,528.70972399,8.014911
4948,524.6896214,3.461545
4949,713.42729175,2.67039
4950,577.92425848,2.677255
4951,563.41871226,3.639678
4952,662.49027715,7.462723
4953,598.82523872,3.920385
4954,680.43249363,2.779802
4955,647.02273441,7.557405
4956,595.74031222,0.3423837
4957,598.03640794,4.772144
4958,684.04047954,5.618069
4959,579.68871873,2.326245
4960,657.21557044,2.327912
4961,556.51876592,3.851236
4962,626.8376468,3.585738
4963,725.75014813,7.508907
4964,592.78166677,4.430173
4965,730.44819281,6.612178
4966,746.07125018,27.1973
4967,615.1446877,1.709206
4968,549.00539427,0.6840398
4969,483.33301295,2.868546
4970,826.19199614,2.100343
4971,604.79468284,2.665849
4972,742.56114821,11.21956
4973,529.08169429,2.064436
4974,787.27739367,3.192515
4975,539.59046639,7.467819
4976,507.53087755,5.5017
4977,604.28601696,0.7410786
4978,459.24457434,1.274717
4979,673.25281204,1.861177
4980,551.73024508,7.130275
4981,539.6813382,6.42789
4982,652.75715307,4.142672
4983,658.28601889,2.264307
4984,556.71994245,9.143398
4985,524.46420298,3.458884
4986,696.35996149,7.09322
4987,835.85794131,31.8502
4988,601.85986526,10.10137
4989,507.32431457,7.801553
4990,542.14027048,4.598133
4991,789.22843347,32.94139
4992,523.44999356,7.816741
4993,894.88974135,2.570699
4994,601.52796591,3.903016
4995,642.61040389,4.52736
4996,590.47226925,2.548869
4997,588.63646178,3.115031
4998,654.22207632,6.6379
4999,636.47036021,5.47787
5000,497.24034101,5.788432
5001,886.80193495,10.54561
5002,471.53941145,4.322894
5003,671.89393681,1.00029
5004,587.62946952,6.141019
5005,648.00866175,1.765905
5006,495.92534138,10.55714
5007,903.26027233,4.423243
5008,572.11044129,3.8055
5009,663.49049398,8.394033
5010,785.61607283,24.0182
5011,584.18494615,3.529221
5012,637.98820614,2.271679
5013,570.99481677,2.727975
5014,672.03228308,2.785761
5015,568.95981939,3.938252
5016,619.96453043,4.021839
5017,645.16765203,2.572484
5018,608.10279947,7.698824
5019,742.14781326,5.204628
5020,665.57310169,5.17806
5021,668.06886765,2.381114
5022,495.2873089,6.628468
5023,645.50765162,0.6835362
5024,859.18427329,5.233665
5025,810.60307466,1.499574
5026,637.08046214,3.293476
5027,784.55042962,4.808829
5028,510.53217063,5.768336
5029,545.708483,6.848831
5030,510.71290721,3.509573
5031,614.96669273,2.214044
5032,731.77498909,9.552333
5033,620.85089314,1.862661
5034,584.41030578,7.008471
5035,599.46408023,1.027386
5036,656.7790995,0.7844484
5037,814.58701179,4.867779
5038,570.7965706,6.149373
5039,630.36563791,4.635517
5040,802.37647311,3.251101
5041,650.71620071,8.459146
5042,549.52361083,2.11021
5043,517.43917487,3.147561
5044,681.39623107,1.886359
5045,883.99016745,5.252905
5046,560.52516037,6.120648
5047,558.84734574,0.3429326
5048,607.76413935,3.321723
5049,575.91985551,1.893148
5050,641.69268453,4.541212
5051,669.97824286,0.3425237
5052,710.07228232,6.147979
5053,654.80860579,1.024343
5054,603.90919684,2.871604
5055,571.52720067,4.540171
5056,626.38959652,2.439084
5057,591.79137441,6.50965
5058,626.85555485,2.436983
5059,526.19267027,4.800998
5060,776.53455402,0.7853792
5061,643.11389612,3.035189
5062,595.59731857,1.057092
5063,712.97227959,2.10864
5064,752.81973857,8.754136
5065,631.15448194,14.7801
5066,591.72989699,3.071553
5067,613.01615469,2.056392
5068,502.50837931,5.835997
5069,621.09312275,1.108357
5070,562.902685,4.248994
5071,604.07383471,10.89244
5072,549.80454719,6.437056
5073,559.61546279,7.457336
5074,534.74519853,0.00076846
5075,761.55995983,0.3407626
5076,894.49065622,5.931508
5077,527.1069291,1.274629
5078,552.57351146,3.033394
5079,961.42451928,7.27961
5080,463.43136343,3.773915
5081,498.48003179,6.609573
5082,594.81046885,1.890434
5083,553.66395316,8.371506
5084,803.11419194,5.847733
5085,642.09713597,1.433063
5086,600.88505828,3.193562
5087,510.30356162,8.157501
5088,608.68819097,2.765921
5089,567.94373075,3.152082
5090,598.22655374,2.057554
5091,599.59734868,0.00080269
5092,528.19834595,7.560458
5093,471.81618322,4.548997
5094,662.37024253,0.6849138
5095,793.36109294,5.194594
5096,736.73265752,2.966355
5097,490.78907646,0.9303768
5098,597.93843967,11.2682
5099,736.53858721,5.112341
5100,609.05051626,5.525403
5101,657.1588062,6.278343
5102,683.87686149,1.48432
5103,807.36888032,0.466634
5104,506.53082852,0.7412603
5105,753.65558728,3.45519
5106,662.0832456,2.729146
5107,583.97257361,1.028079
5108,552.03472138,4.610724
5109,586.91147663,2.114788
5110,651.64963189,0.6824628
5111,634.96813526,4.221601
5112,763.62253411,20.07431
5113,715.59522978,7.729817
5114,617.83895757,0.00093995
5115,801.1888021,3.116116
5116,489.47580199,4.31422
5117,586.60134562,2.833233
5118,532.20421717,1.503124
5119,655.91253999,3.319434
5120,593.859397,0.9319435
5121,571.94388519,2.553604
5122,653.10243702,1.649418
5123,619.75727979,2.442385
5124,475.95051051,5.076408
5125,600.82254525,2.728552
5126,478.25660264,2.991843
5127,657.17059367,1.709414
5128,628.32330858,4.883163
5129,607.13098839,12.29685
5130,652.26656711,1.768667
5131,606.79333084,4.773957
5132,523.75123431,6.612231
5133,546.4906218,3.719105
5134,525.69957823,7.005131
5135,538.39733981,16.22501
5136,583.76158726,9.148912
5137,568.52066272,2.10585
5138,655.88341476,0.3422053
5139,627.98892581,2.1019
5140,531.65043487,7.060627
5141,509.55049867,4.481553
5142,643.01768955,1.271256
5143,571.68428201,2.008516
5144,639.80294098,2.36494
5145,531.22040299,2.668654
5146,610.0975971,4.765018
5147,669.97265513,4.323356
5148,607.21024732,6.64702
5149,596.70774809,0.3423997
5150,564.92948185,4.209514
5151,538.0640092,13.12948
5152,559.38191311,7.474244
5153,600.9429076,3.751891
5154,677.63627482,7.544324
5155,538.71500965,5.813489
5156,562.90291627,4.444843
5157,646.95438869,4.132153
5158,557.5892195,6.749578
5159,584.57275936,3.045502
5160,587.04487269,5.815174
5161,575.80515225,7.299477
5162,754.46636343,4.225177
5163,668.92618056,7.020271
5164,689.89963232,2.757737
5165,523.58325042,8.024389
5166,619.04997592,2.110391
5167,881.18321901,4.100338
5168,567.79734871,1.025419
5169,578.75903484,5.58273
5170,892.96287893,6.143367
5171,726.05254511,1.927108
5172,562.28364912,7.117303
5173,640.37557892,4.708409
5174,687.92755078,7.041155
5175,585.19130663,1.189731
5176,625.01484105,3.099537
5177,564.85292466,1.892757
5178,572.96279771,7.017466
5179,654.48986291,2.104139
5180,577.65140949,2.113787
5181,612.03979259,12.4689
5182,666.25964971,6.806468
5183,662.71861724,7.217577
5184,514.12247348,3.929459
5185,839.92645595,5.116666
5186,545.64584877,1.026364
5187,595.8801681,2.53335
5188,579.7622005,1.191404
5189,642.68350352,2.212896
5190,869.3775929,20.04246
5191,633.23641018,2.966127
5192,619.72150322,4.097109
5193,629.41873604,4.308307
5194,575.65674219,2.389236
5195,606.87505194,0.342161
5196,563.7316494,4.781734
5197,586.97276505,8.792293
5198,599.80632405,3.644653
5199,734.61961915,5.480681
5200,635.11698792,2.359649
5201,724.38809219,3.447037
5202,599.51894922,1.503516
5203,569.01114064,4.770131
5204,596.70398307,1.928879
5205,517.53849324,9.480348
5206,531.98089375,4.6111
5207,490.98822785,4.67381
5208,673.03191819,3.412953
5209,569.49615676,3.103437
5210,504.08294489,2.05046
5211,640.66617988,2.663517
5212,591.21920081,0.7427933
5213,577.53960975,3.535179
5214,661.9946565,3.498037
5215,566.29571431,13.40316
5216,797.28468729,9.142572
5217,640.8443886,5.85881
5218,581.50467924,6.461895
5219,573.13808569,5.1849
5220,587.77463104,3.568673
5221,533.08020173,4.750541
5222,626.6644663,2.782571
5223,641.70365701,3.748401
5224,622.73398443,3.751108
5225,757.35085197,2.050553
5226,573.69761109,2.395282
5227,641.20623906,1.272748
5228,637.03505653,2.112748
5229,605.04044969,3.306697
5230,604.39511723,2.108663
5231,512.83372346,5.790116
5232,555.57387645,3.915955
5233,666.76867474,3.06981
5234,630.85838492,0.7428777
5235,562.09575421,3.824938
5236,711.04711159,5.148648
5237,576.20608893,1.649369
5238,604.00358105,3.496294
5239,601.1255005,5.277366
5240,809.15369287,8.916865
5241,656.33800597,2.966125
5242,612.89142832,8.63382
5243,513.90135902,4.904771
5244,734.47157394,5.180063
5245,660.11802929,5.591799
5246,605.18626491,2.21029
5247,611.87462883,14.79826
5248,720.4690447,5.874918
5249,535.48419552,7.228119
5250,645.82140084,1.431435
5251,731.97823763,5.500417
5252,642.50711955,5.066664
5253,563.42518827,4.479687
5254,919.82654525,4.746724
5255,801.27226403,5.631399
5256,782.52309252,4.421355
5257,748.19480842,8.321415
5258,927.97645209,5.490485
5259,533.06710055,4.300931
5260,452.36009963,0.6836804
5261,536.95913751,5.182644
5262,543.16682288,4.672295
5263,477.78643355,7.107976
5264,566.90336026,2.271074
5265,629.77864995,3.152491
5266,540.19683421,1.025322
5267,637.95177762,9.438745
5268,784.14919087,7.6732
5269,690.9148407,4.017819
5270,553.78743093,3.903882
5271,505.53163827,4.873009
5272,585.58630532,5.786896
5273,666.04950386,3.773205
5274,592.35912261,6.049497
5275,450.31828677,2.732352
5276,780.41663993,4.098071
5277,685.85656939,4.096493
5278,632.64257646,2.258838
5279,511.67152597,4.418106
5280,603.89161515,3.274092
5281,871.87030084,2.535103
5282,753.87235118,3.169306
5283,681.07630279,2.739053
5284,710.02028153,13.64989
5285,491.16915187,13.41402
5286,659.47237133,8.852657
5287,588.15064689,4.477664
5288,600.18205616,1.36735
5289,590.78867632,6.833536
5290,700.43291235,4.443261
5291,578.14667961,3.497984
5292,685.76922749,2.775141
5293,592.95230124,3.464006
5294,772.78688681,15.34905
5295,611.03216585,2.667417
5296,544.71480837,9.088742
5297,505.88288537,9.567302
5298,603.75088617,4.103863
5299,521.29518699,10.5184
5300,612.0964027,18.66272
5301,636.26218389,6.217642
5302,628.29873466,6.523317
5303,570.06774146,4.322767
5304,798.79781225,12.81959
5305,586.7138582,1.369916
5306,608.56921936,5.297397
5307,484.60702912,3.644869
5308,595.78852095,1.38708
5309,524.57632657,8.025886
5310,607.80427269,6.892681
5311,594.01500838,8.65097
5312,571.52834527,4.105831
5313,832.71497696,2.205971
5314,664.75146995,14.93025
5315,772.49173248,2.768347
5316,488.62377621,2.847215
5317,561.86493584,5.482668
5318,499.48618149,8.702108
5319,632.59435017,1.023867
5320,572.04072929,0.7890517
5321,594.79832788,2.110127
5322,645.28735613,3.567035
5323,538.44534614,2.052858
5324,701.16914832,2.988052
5325,616.72867737,0.6833898
5326,609.95315899,8.077446
5327,622.46847337,2.768938
5328,543.04584782,1.929166
5329,587.1187703,0.6832566
5330,622.34150967,2.666305
5331,593.82293996,4.875692
5332,650.83811742,1.107971
5333,603.01885084,4.539437
5334,650.00480253,2.871925
5335,671.97029683,5.995481
5336,634.16127897,5.388075
5337,572.76693451,4.209147
5338,488.46362144,10.67626
5339,778.65434796,12.54102
5340,747.39136579,2.389753
5341,684.87676954,3.306139
5342,874.6845595,1.000726
5343,774.44623118,6.314422
5344,587.90732982,6.964893
5345,691.03161968,1.058138
5346,591.722084,1.770922
5347,622.92006403,5.195151
5348,583.82895161,3.526266
5349,507.90403734,10.70651
5350,650.54472638,3.005766
5351,606.5368819,2.572389
5352,665.41946997,1.887402
5353,813.70712778,1.649472
5354,608.81016392,1.000947
5355,496.85042764,8.973974
5356,828.19971678,3.900404
5357,637.69981942,4.033165
5358,677.1055918,1.000876
5359,566.62611122,1.717911
5360,599.98314299,9.769642
5361,543.38125342,1.862833
5362,650.01839337,3.194575
5363,617.12411474,6.339051
5364,622.01484194,2.572221
5365,503.35365342,6.78978
5366,621.81050688,4.080471
5367,678.01632915,4.729723
5368,585.9389518,2.114602
5369,572.04631815,4.211306
5370,604.67896214,0.784699
5371,597.78620201,17.76764
5372,581.8631548,5.582477
5373,690.91793964,13.04558
5374,662.49556228,2.379464
5375,634.62890837,1.768281
5376,743.53667595,2.833827
5377,519.58976101,8.908493
5378,589.94056254,3.420086
5379,599.58172184,2.537647
5380,640.66020731,2.225867
5381,643.98057527,3.116517
5382,631.43694602,0.6836798
5383,675.21756858,0.9321032
5384,575.69651548,2.107679
5385,501.9000242,5.59859
5386,588.01743657,3.432607
5387,614.67533248,10.81508
5388,738.8111185,3.40591
5389,661.84869545,10.11374
5390,584.96939833,7.479954
5391,635.34460447,5.621377
5392,888.85667588,6.790572
5393,586.40754716,5.346186
5394,767.73307755,5.790302
5395,619.92105622,3.295174
5396,602.01679337,8.560701
5397,487.77612437,3.853483
5398,668.05037389,3.804558
5399,746.45840868,1.025574
5400,537.72462812,2.965525
5401,776.34688127,5.068832
5402,646.25290597,3.852717
5403,987.40478983,7.971644
5404,638.85167469,8.33681
5405,553.57154489,4.714815
5406,661.9035426,3.793883
5407,689.8303046,3.754315
5408,470.27675774,6.222716
5409,592.16195338,5.798413
5410,777.20560112,7.55659
5411,569.00460203,1.721325
5412,651.86559063,0.4648805
5413,629.72646646,2.736335
5414,503.22936145,5.118314
5415,561.63205768,4.207919
5416,676.35869198,5.187452
5417,500.96679232,1.387675
5418,793.50889928,6.961757
5419,636.86751079,5.098948
5420,815.71668925,1.707292
5421,623.92996035,3.412356
5422,767.52501402,1.794248
5423,941.84254975,5.879703
5424,587.88917095,5.034593
5425,572.64491078,1.720216
5426,523.76234886,1.719579
5427,683.45080016,3.757146
5428,479.78780262,3.940259
5429,574.66614242,1.397469
5430,623.57816416,3.166686
5431,545.68323138,9.107625
5432,594.8139327,0.3411703
5433,604.83357247,11.72069
5434,613.89801375,3.776752
5435,552.94021141,3.321129
5436,565.19887058,3.310921
5437,547.56421227,6.414251
5438,559.65448517,2.007758
5439,665.56161661,6.255816
5440,701.32251027,2.265195
5441,668.63991687,21.79874
5442,508.16662742,8.033473
5443,624.82333271,4.080344
5444,563.76089605,2.379624
5445,477.59142183,1.107464
5446,676.25759138,0.3428066
5447,534.46050823,9.49672
5448,455.68450657,5.792628
5449,591.01327934,2.998518
5450,687.27025116,3.197788
5451,598.09734334,7.808842
5452,591.39936853,5.781082
5453,540.82749892,0.00077334
5454,920.28499726,6.786135
5455,572.86790971,4.884767
5456,607.92908722,2.761188
5457,508.69143875,1.794365
5458,594.90441263,0.9305002
5459,635.01332961,1.71298
5460,678.62706895,7.108653
5461,615.72838762,1.431534
5462,501.71316296,4.104405
5463,584.00985387,4.771614
5464,591.57263414,5.616468
5465,626.42564298,1.647655
5466,639.76686459,16.65893
5467,621.88631634,1.366926
5468,530.11626493,7.038333
5469,594.74893782,2.204038
5470,583.20189784,2.054577
5471,615.8737245,2.731048
5472,927.91421908,9.168161
5473,622.9449689,5.436619
5474,666.88597364,9.914053
5475,651.81732991,12.44922
5476,770.35251138,8.198327
5477,587.23019317,4.149516
5478,966.96992946,10.16201
5479,590.13441467,1.435186
5480,966.0048666,20.26187
5481,524.01945389,7.515129
5482,566.76696188,4.985059
5483,540.26927934,7.681106
5484,498.99811009,3.752789
5485,508.54806131,6.936571
5486,533.60822957,0.5020478
5487,911.81803353,11.05588
5488,600.64197438,3.112914
5489,483.95197274,2.011234
5490,583.72981545,4.213954
5491,614.09714837,3.27054
5492,584.54265028,1.927538
5493,601.01500645,5.521855
5494,820.49498644,4.477406
5495,562.61754021,6.460361
5496,597.73023897,11.7087
5497,650.0067592,0.00064909
5498,636.77642915,2.05757
5499,524.30593464,8.511037
5500,521.69763135,3.63378
5501,957.32551452,4.128884
5502,652.29998853,2.544679
5503,612.9857094,8.801483
5504,587.76947892,2.099806
5505,695.73728731,6.113446
5506,635.8882407,4.422616
5507,664.90821205,4.877183
5508,609.05770182,7.683232
5509,635.33413009,1.104623
5510,540.95301471,7.255571
5511,640.24737656,2.2074
5512,614.67998828,1.189577
5513,955.3999294,18.933
5514,811.43791133,10.45168
5515,913.86589109,3.41561
5516,595.98693313,12.61932
5517,772.40142827,6.496481
5518,597.5649426,6.831042
5519,629.14426923,2.055002
5520,936.90465373,6.828614
5521,801.3562768,26.90094
5522,524.87136308,1.436949
5523,751.73669271,4.471145
5524,598.56744728,6.559343
5525,597.41053077,2.394433
5526,594.59639998,9.659654
5527,596.67160645,3.270186
5528,676.73824326,2.11374
5529,802.56741879,1.99903
5530,532.71427964,3.411685
5531,695.04132817,2.108557
5532,700.73489949,3.919843
5533,589.80594944,2.115705
5534,784.47777196,1.71792
5535,552.62934732,4.021649
5536,651.93102609,5.820523
5537,628.84527914,0.3407796
5538,562.46469715,1.386433
5539,654.95918545,0.9304146
5540,549.57877426,1.927559
5541,568.08176714,6.64111
5542,585.86069122,2.985199
5543,545.50986322,9.001131
5544,595.61272545,4.753171
5545,685.96849102,2.552404
5546,594.73392398,1.026589
5547,486.87039474,1.720034
5548,570.85579483,4.123395
5549,618.92254872,1.3665
5550,687.05590961,6.520576
5551,523.69829227,0.7874143
5552,638.19094374,2.05111
5553,487.65093686,7.82582
5554,634.05481794,10.06995
5555,593.78875904,1.395883
5556,496.69079412,2.792462
5557,713.08336393,2.326271
5558,770.79722573,15.75262
5559,659.3558793,5.344674
5560,682.34318633,3.757368
5561,658.29261608,2.055757
5562,597.15189482,16.01357
5563,569.96655703,0.4665448
5564,597.81154912,3.072278
5565,560.60024278,6.413583
5566,678.8207338,1.862975
5567,867.73073067,10.27108
5568,616.9767281,2.733644
5569,568.06314042,3.635805
5570,610.20002655,2.849042
5571,557.61894803,1.058523
5572,640.10272759,5.87724
5573,709.45497093,3.168765
5574,506.54445599,8.83541
5575,468.44321781,6.95184
5576,610.94427156,10.46908
5577,623.75491089,1.793993
5578,541.11775725,12.41394
5579,692.07759222,1.385604
5580,554.02036652,7.845719
5581,559.72890228,4.223916
5582,599.11072463,2.79267
5583,611.87204965,1.106429
5584,671.34092292,6.444608
5585,654.35406531,6.586825
5586,559.07771441,5.73353
5587,612.96741678,2.446904
5588,566.88752547,4.483606
5589,745.30476603,3.503897
5590,557.10717722,1.929074
5591,596.64110763,4.602929
5592,528.15235541,5.056108
5593,558.59646807,9.557704
5594,580.2867805,3.706171
5595,610.14576723,6.906517
5596,577.74089657,7.081572
5597,670.16396322,1.501678
5598,968.3921663,1.10206
5599,616.55157658,2.754163
5600,603.53661748,3.075734
5601,558.85156135,0.5021568
5602,505.9160928,6.143751
5603,721.85370055,9.34549
5604,563.65544474,10.27509
5605,544.77217298,2.365625
5606,650.76841069,2.437129
5607,530.49460831,8.478262
5608,527.48901994,7.424553
5609,835.72907594,2.108599
5610,759.49311213,2.110367
5611,704.24232617,4.435927
5612,468.27963521,8.825901
5613,589.5147777,2.394721
5614,590.61303408,4.43974
5615,543.04050679,6.104857
5616,634.82357868,1.436159
5617,591.1616416,2.108537
5618,833.4411312,2.531326
5619,928.91040091,23.83834
5620,648.35567203,3.460221
5621,549.42452151,4.95367
5622,883.80284553,10.5288
5623,571.01981297,2.739029
5624,511.22082103,5.252459
5625,612.53372665,1.384912
5626,763.43685311,4.476322
5627,652.27735586,3.927368
5628,953.67044376,13.5489
5629,623.58674437,3.316939
5630,578.73784193,4.144293
5631,615.90980707,2.767188
5632,584.58202702,5.104842
5633,736.19830701,8.256154
5634,536.34999837,4.779845
5635,632.08161735,2.440681
5636,633.23939117,3.033494
5637,506.61759852,4.535297
5638,694.43524275,3.035131
5639,580.86135291,5.81456
5640,727.49596936,2.572595
5641,578.99053603,3.804981
5642,490.59936382,1.795387
5643,571.10015954,2.966151
5644,641.89456488,5.555132
5645,607.09813765,4.792569
5646,802.6321122,6.409582
5647,600.75076507,0.00096924
5648,571.85548607,2.735423
5649,627.06204533,3.927087
5650,591.11795652,2.442712
5651,689.23700054,1.794708
5652,578.89932678,5.657729
5653,771.45061538,5.048521
5654,569.20651312,4.204467
5655,535.5930743,5.21599
5656,569.49821574,4.09055
5657,569.64987221,3.452211
5658,571.11365071,7.749802
5659,701.90022258,9.955307
5660,514.23655429,12.45624
5661,598.68873364,0.3428878
5662,923.28071138,2.538652
5663,490.5182105,3.587135
5664,647.85885867,2.353575
5665,616.06293073,4.104547
5666,614.86960106,1.765126
5667,573.64823619,1.764665
5668,577.92996732,4.119739
5669,850.45681716,4.423241
5670,653.11834693,7.029055
5671,799.51826744,2.048308
5672,696.48759828,2.865922
5673,527.65636764,4.543869
5674,683.76828031,13.36689
5675,620.85468192,6.940629
5676,584.50468371,3.533842
5677,643.17682197,1.432984
5678,596.51753227,3.765138
5679,679.74051421,7.979309
5680,647.12029266,7.807658
5681,524.01288212,5.509157
5682,669.44165323,0.3423669
5683,586.87114102,1.369008
5684,585.57871776,9.554381
5685,819.40937911,11.75597
5686,717.09420125,10.90426
5687,679.8785696,5.384597
5688,609.76897494,3.771791
5689,523.71230871,3.803261
5690,598.68620035,1.569081
5691,539.4664762,17.23669
5692,521.5707842,3.149834
5693,792.6173919,1.39582
5694,578.43897339,2.991214
5695,635.56186527,2.108747
5696,578.52680609,2.007857
5697,505.69277005,1.711657
5698,594.74374138,4.144203
5699,701.60108668,4.617619
5700,608.76239894,4.753489
5701,635.97944057,3.493747
5702,575.47559322,2.784299
5703,579.80132048,2.114652
5704,547.07546888,4.969823
5705,554.05475529,1.057692
5706,608.66695686,3.120298
5707,564.5984432,7.500531
5708,545.96932832,5.979736
5709,604.56741484,1.706257
5710,608.161491,10.9893
5711,622.76084084,6.909524
5712,693.71308426,3.566633
5713,643.48107086,6.844448
5714,524.11875741,6.741439
5715,497.43055705,3.960556
5716,579.52356225,3.03344
5717,598.53673898,3.81958
5718,573.96076854,5.977685
5719,546.03377826,4.14456
5720,691.92110271,4.809251
5721,615.88941647,0.7428405
5722,609.48328728,0.341855
5723,590.74546001,1.891243
5724,551.25686152,6.050862
5725,641.1410756,3.407988
5726,759.69215172,12.78607
5727,658.17380707,4.591446
5728,573.67518395,4.011972
5729,807.57563637,1.649486
5730,621.41511776,2.548718
5731,587.76894282,3.769558
5732,673.76323086,3.819159
5733,497.47099551,2.733613
5734,665.39991261,1.02682
5735,621.5491367,0.5011833
5736,922.99802121,7.053239
5737,545.78387742,0.6847025
5738,618.44315757,2.848073
5739,620.84746396,5.964601
5740,536.15644298,3.271195
5741,616.7417751,1.498623
5742,623.92496673,10.12293
5743,611.70958931,5.821635
5744,615.12671072,1.272851
5745,616.88221263,3.273898
5746,868.25340109,1.397756
5747,871.9905027,9.234947
5748,629.55569788,4.529101
5749,636.8306775,5.968193
5750,565.75209152,6.929341
5751,509.60606231,2.677857
5752,516.72298395,0.7884703
5753,616.94632347,4.821811
5754,804.61729542,10.89791
5755,670.27841804,7.942005
5756,471.52540353,4.035862
5757,561.76320924,2.006046
5758,564.27322351,2.361351
5759,532.3080649,5.204224
5760,603.09882147,3.13938
5761,663.32069414,2.114367
5762,588.20836215,4.440569
5763,561.15219026,5.29161
5764,542.63646297,6.644519
5765,603.78081434,1.437017
5766,556.55933917,5.494399
5767,583.9317916,6.300123
5768,511.7783193,6.567537
5769,855.95217591,16.90817
5770,641.33067302,0.4648434
5771,631.8476943,3.451845
5772,644.33986183,4.755898
5773,603.38981822,6.473446
5774,589.88552923,7.511616
5775,618.53672882,5.035471
5776,593.96426228,6.567402
5777,515.75335727,2.739422
5778,535.08571136,8.178505
5779,579.07481143,5.204629
5780,551.09537538,3.422885
5781,524.67021047,1.720416
5782,633.2314011,3.754303
5783,583.7882294,7.7417
5784,600.98554373,0.3428388
5785,653.55093086,2.225763
5786,529.21547119,15.06964
5787,528.62422092,6.996974
5788,489.86004514,4.302345
5789,595.09017571,0.7410153
5790,621.5761654,2.11492
5791,527.68649436,1.368163
5792,511.34093365,6.452427
5793,626.32298333,4.764054
5794,494.44367054,4.44041
5795,689.76279427,17.26975
5796,677.22548377,2.986713
5797,559.72171742,8.912703
5798,567.91078528,1.716629
5799,626.76747735,3.631664
5800,507.72636935,5.768838
5801,592.52558645,6.518791
5802,655.51111922,1.430473
5803,551.10859444,10.57644
5804,610.79243254,2.108624
5805,536.41701639,10.69041
5806,923.26366824,13.4846
5807,647.06677921,1.438005
5808,514.93277193,6.303456
5809,808.54862083,3.035323
5810,637.9443129,4.877667
5811,768.57394348,2.981867
5812,991.41441801,13.92577
5813,693.72326124,6.78653
5814,642.2004042,1.86287
5815,450.70639703,1.004758
5816,661.48837148,2.387901
5817,640.55662271,3.293608
5818,578.09774248,3.703751
5819,553.07490863,5.767445
5820,563.2064359,6.524587
5821,953.4625335,3.7494
5822,609.34419078,0.6842624
5823,519.8124005,1.484947
5824,565.27634083,4.441039
5825,801.73555541,12.41479
5826,675.74478647,3.584304
5827,474.43846671,5.921049
5828,599.99924645,0.9319044
5829,725.66032324,3.923839
5830,688.81524077,3.134858
5831,807.4640203,2.832153
5832,607.79482954,2.326195
5833,543.70771548,6.762965
5834,669.85250267,2.531637
5835,784.35792245,7.532596
5836,626.9501957,5.035171
5837,643.00283193,0.3421669
5838,637.7501696,2.667457
5839,608.55238259,1.763419
5840,581.24974978,1.024565
5841,519.65668897,8.596311
5842,647.65855963,2.098588
5843,508.35637044,0.7878212
5844,500.24311225,1.769186
5845,645.49029488,1.384746
5846,582.80558565,2.056842
5847,689.3824795,6.957869
5848,695.89339236,11.41533
5849,592.82677039,3.958924
5850,670.75238444,2.728279
5851,943.93328287,10.64759
5852,595.51255893,9.972711
5853,804.50546319,3.492483
5854,592.93792502,1.028164
5855,627.63917148,8.442402
5856,649.32591424,2.728797
5857,533.58044707,7.610572
5858,522.18634241,12.71576
5859,589.86096667,4.883186
5860,652.16747594,1.104085
5861,753.56694697,16.51848
5862,602.08850364,9.429729
5863,689.66591859,9.026641
5864,567.83483723,3.072043
5865,517.42093998,6.384514
5866,502.57876602,3.116558
5867,625.8043157,2.354118
5868,569.80207574,8.325302
5869,890.25840188,6.492692
5870,583.04135524,2.214829
5871,634.04042762,2.728623
5872,556.85405306,2.534575
5873,575.80755739,5.025743
5874,582.80812296,4.884612
5875,571.69282043,5.335322
5876,908.88640311,3.754449
5877,747.60445365,4.490999
5878,727.76328522,0.6824142
5879,630.9288496,3.498106
5880,591.03766486,1.647938
5881,657.16798961,4.75307
5882,599.87207277,1.370403
5883,610.69434665,3.071503
5884,534.01739148,5.345876
5885,628.93753598,7.354814
5886,660.31215375,1.001278
5887,734.53602959,7.041523
5888,709.86677703,2.381141
5889,630.47296418,1.274379
5890,646.38797348,3.706021
5891,572.9782908,2.327595
5892,592.79383214,3.863194
5893,549.6060011,2.767908
5894,581.53120459,0.4664173
5895,845.67727607,3.098327
