,X,Y,srtm30_wgs84-aw3d30_wgs84_abs,srtm30_wgs84-aw3d30_wgs84_color
0,-63.74087693,0.21453486,-9999,255:255:255
1,-63.32313627,0.99870012,-9999,255:255:255
2,-63.01007276,0.50684383,-9999,255:255:255
3,-63.27941309,0.41742076,-9999,255:255:255
4,-63.37521394,0.32770331,-9999,255:255:255
5,-63.71115983,0.52899366,0.99937176,255:213:213
6,-63.96403197,0.99941853,0.000162549999985,254:254:255
7,-63.67726494,0.8509565,2.00074741,169:169:255
8,-63.84179757,0.43401038,2.0,255:170:170
9,-63.62606468,0.13173321,3.0,255:128:128
10,-63.21396511,0.60311067,1.99942634,255:171:171
11,-63.52260455,0.56163621,3.00075018,127:127:255
12,-63.54288525,0.49640401,2.00061016,169:169:255
13,-63.22723109,0.73145668,-9999,255:255:255
14,-63.24438428,0.59544235,-9999,255:255:255
15,-63.41835928,0.70158508,1.00072116,212:212:255
16,-63.14581055,0.60850098,2.00012735,169:169:255
17,-63.66069461,0.01395877,2.0,170:170:255
18,-63.18745508,0.39231511,3.0,127:127:255
19,-63.21877489,0.23396146,-9999,255:255:255
20,-63.18317038,0.80337504,-9999,255:255:255
21,-63.18473224,0.85591066,-9999,255:255:255
22,-63.37863458,0.01985257,-9999,255:255:255
23,-63.55446968,0.28055945,2.00062283,169:169:255
24,-63.07956421,0.23510795,-9999,255:255:255
25,-63.55209842,0.05940321,1.0,255:213:213
26,-63.25215916,0.52661647,-9999,255:255:255
27,-63.54644464,0.23927433,2.00062393,169:169:255
28,-63.8318844,0.99223445,0.000151830000007,254:254:255
29,-63.73354048,0.67965764,0.99984731,255:213:213
30,-63.24666655,0.03350834,-9999,255:255:255
31,-63.54584023,0.68643784,1.00060025,212:212:255
32,-63.8362279,0.0832832,4.0,255:85:85
33,-63.12066354,0.61185234,-9999,255:255:255
34,-63.97404907,0.69023624,4.00017004,84:84:255
35,-63.96371262,0.00541007,0.0,255:255:255
36,-63.1576194,0.36020526,0.000720090000002,254:254:255
37,-63.54290418,0.62616587,3.00060321,127:127:255
38,-63.10311057,0.64216072,1.00068853,212:212:255
39,-63.35483711,0.96606773,-9999,255:255:255
40,-63.40722432,0.40250461,-9999,255:255:255
41,-63.39928826,0.44017955,-9999,255:255:255
42,-63.52549322,0.60123622,3.99985617,255:86:86
43,-63.50969946,0.99983647,2.0001309,169:169:255
44,-63.21328205,0.93213036,-9999,255:255:255
45,-63.61364109,0.53553922,4.99923179,255:43:43
46,-63.19078754,0.94811158,-9999,255:255:255
47,-63.67944511,0.78593631,0.000753740000007,254:254:255
48,-63.54367695,0.84732132,3.0007268,127:127:255
49,-63.94171618,0.46143901,0.0,255:255:255
50,-63.04124513,0.70459722,4.99932154,255:43:43
51,-63.42153601,0.58517643,-9999,255:255:255
52,-63.21633001,0.80515031,-9999,255:255:255
53,-63.90691166,0.13063189,2.0,255:170:170
54,-63.24896337,0.73887295,-9999,255:255:255
55,-63.29300442,0.86095668,-9999,255:255:255
56,-63.28426088,0.72191151,-9999,255:255:255
57,-63.63132935,0.77323649,2.00014284,169:169:255
58,-63.19906138,0.27910163,-9999,255:255:255
59,-63.53915652,0.43049092,0.000154249999994,254:254:255
60,-63.4304307,0.04401833,-9999,255:255:255
61,-63.42125075,0.54791858,-9999,255:255:255
62,-63.59485042,0.09050631,0.0,255:255:255
63,-63.50590424,0.2444192,-9999,255:255:255
64,-63.4879031,0.03789629,-9999,255:255:255
65,-63.81788429,0.45677289,3.0,255:128:128
66,-63.64332651,0.43931292,1.0,212:212:255
67,-63.14300741,0.93605557,-9999,255:255:255
68,-63.0073986,0.19550348,3.00072091,127:127:255
69,-63.13958011,0.91648804,-9999,255:255:255
70,-63.45386255,0.44398532,-9999,255:255:255
71,-63.23467633,0.28303233,-9999,255:255:255
72,-63.83028603,0.61450545,5.99936235,255:1:1
73,-63.32158903,0.71058873,-9999,255:255:255
74,-63.72650808,0.36648363,5.0,42:42:255
75,-63.88638444,0.43893414,2.0,170:170:255
76,-63.65315006,0.52255958,1.00062153,212:212:255
77,-63.15171324,0.80153566,0.99931743,255:213:213
78,-63.1799505,0.38733949,2.0,255:170:170
79,-63.9774082,0.2099231,0.0,255:255:255
80,-63.96236607,0.02929189,2.0,170:170:255
81,-63.14958346,0.69242033,2.00068955,169:169:255
82,-63.36846015,0.04851276,-9999,255:255:255
83,-63.34446235,0.24497287,-9999,255:255:255
84,-63.70504737,0.43491372,7.00079658,0:0:255
85,-63.23540296,0.38048876,0.99927225,255:213:213
86,-63.9419151,0.74450045,2.0,170:170:255
87,-63.15162212,0.98616207,-9999,255:255:255
88,-63.98712656,0.65044338,1.00017253,212:212:255
89,-63.66929929,0.98271149,8.00014049,0:0:255
90,-63.62753871,0.84911259,-9999,255:255:255
91,-63.40618286,0.77990967,0.99928698,255:213:213
92,-63.65038699,0.3124552,1.00016849,212:212:255
93,-63.25027147,0.49040581,-9999,255:255:255
94,-63.35491551,0.53368657,-9999,255:255:255
95,-63.75174283,0.10782359,5.0,255:43:43
96,-63.08754248,0.2483418,0.000575080000001,254:254:255
97,-63.47633999,0.83820718,1.00013228,212:212:255
98,-63.8401881,0.36013368,4.0,85:85:255
99,-63.28301832,0.36811253,-9999,255:255:255
100,-63.27691909,0.98128192,-9999,255:255:255
101,-63.8640015,0.17454889,4.0,255:85:85
102,-63.40846064,0.91382566,2.9992964,255:128:128
103,-63.12800326,0.67078697,4.00068891,84:84:255
104,-63.03424202,0.79437156,-9999,255:255:255
105,-63.28143522,0.37768845,-9999,255:255:255
106,-63.91710265,0.21853624,3.0,255:128:128
107,-63.30022991,0.33203207,-9999,255:255:255
108,-63.52616883,0.50948806,4.99939238,255:43:43
109,-63.38895625,0.06403619,-9999,255:255:255
110,-63.88299165,0.38692944,3.00017782,127:127:255
111,-63.87711419,0.02942977,5.0,255:43:43
112,-63.41560784,0.00908051,-9999,255:255:255
113,-63.82168814,0.53429084,2.99935787,255:128:128
114,-63.58426306,0.89078504,-9999,255:255:255
115,-63.8715908,0.25877298,2.0,170:170:255
116,-63.71896242,0.7407533,3.99923498,255:86:86
117,-63.85993492,0.8572396,2.0,170:170:255
118,-63.25673422,0.26749793,1.00074357,212:212:255
119,-63.36725039,0.89805962,-9999,255:255:255
120,-63.76606898,0.01964807,2.0,255:170:170
121,-63.07574829,0.0199812,7.00058157,0:0:255
122,-63.0260924,0.84248377,-9999,255:255:255
123,-63.13764638,0.4022599,0.000574300000004,254:254:255
124,-63.13994388,0.07852042,-9999,255:255:255
125,-63.93005968,0.30509969,0.0,255:255:255
126,-63.88281919,0.76694543,3.0,127:127:255
127,-63.2958822,0.72537631,-9999,255:255:255
128,-63.32009163,0.12821712,1.00060239,212:212:255
129,-63.93070657,0.67765061,0.000167009999998,254:254:255
130,-63.52567198,0.01985432,-9999,255:255:255
131,-63.67043509,0.28029327,7.0,0:0:255
132,-63.00400112,0.4720248,0.000561900000001,254:254:255
133,-63.70182908,0.47478876,2.0,255:170:170
134,-63.96374071,0.97170423,1.99983721,255:171:171
135,-63.8987083,0.62245124,0.99983329,255:213:213
136,-63.88988545,0.17799747,6.0,255:0:0
137,-63.91042312,0.4449141,0.99982371,255:213:213
138,-63.30340252,0.17220516,1.00076225,212:212:255
139,-63.41419499,0.58536125,-9999,255:255:255
140,-63.58240295,0.33766575,3.0,127:127:255
141,-63.24416165,0.64716008,-9999,255:255:255
142,-63.5660414,0.51807616,7.0,255:0:0
143,-63.9914217,0.04365656,2.0,255:170:170
144,-63.35409934,0.33315057,-9999,255:255:255
145,-63.63066269,0.72109042,-9999,255:255:255
146,-63.83069139,0.24082217,4.99981546,255:43:43
147,-63.64193283,0.55639382,1.0,255:213:213
148,-63.74008125,0.27518615,2.0,170:170:255
149,-63.27379301,0.00517934,-9999,255:255:255
150,-63.60268415,0.88506595,-9999,255:255:255
151,-63.93326778,0.80767172,1.00016321,212:212:255
152,-63.45278889,0.26131637,-9999,255:255:255
153,-63.29582656,0.21496819,0.99984062,255:213:213
154,-63.43919225,0.82975432,4.00058287,84:84:255
155,-63.16183378,0.95571581,-9999,255:255:255
156,-63.32787555,0.90785372,-9999,255:255:255
157,-63.30067836,0.29104225,-9999,255:255:255
158,-63.36389051,0.93834483,3.99942803,255:86:86
159,-63.8523297,0.90214045,2.00015473,169:169:255
160,-63.01069508,0.72424517,-9999,255:255:255
161,-63.79523364,0.35584738,1.0,212:212:255
162,-63.05881819,0.65775578,-9999,255:255:255
163,-63.30534185,0.76127565,-9999,255:255:255
164,-63.78468985,0.98931333,5.00014832,42:42:255
165,-63.45209164,0.84893985,0.0007138,254:254:255
166,-63.79929625,0.66415632,5.99984221,255:1:1
167,-63.06720297,0.84074641,2.0006729,169:169:255
168,-63.35638195,0.44234853,-9999,255:255:255
169,-63.79381784,0.0739779,4.0,255:85:85
170,-63.39919548,0.86818481,2.99929443,255:128:128
171,-63.37034215,0.61879709,-9999,255:255:255
172,-63.93439454,0.07700688,0.0,255:255:255
173,-63.19890157,0.92844117,-9999,255:255:255
174,-63.34509445,0.93139088,-9999,255:255:255
175,-63.57819764,0.13542117,0.0,255:255:255
176,-63.56903868,0.80308506,0.0,255:255:255
177,-63.64277271,0.19890009,2.0,170:170:255
178,-63.83941971,0.14494922,7.0,255:0:0
179,-63.17822818,0.0018215,-9999,255:255:255
180,-63.31093897,0.57303327,-9999,255:255:255
181,-63.31004374,0.80022031,-9999,255:255:255
182,-63.64940737,0.61321946,0.99984975,255:213:213
183,-63.78343313,0.70909347,0.99984503,255:213:213
184,-63.26775927,0.53094844,-9999,255:255:255
185,-63.96008839,0.88532438,5.00016375,42:42:255
186,-63.70992182,0.74762692,5.00014864,42:42:255
187,-63.2327385,0.89967847,-9999,255:255:255
188,-63.41252299,0.77804805,5.00071402,42:42:255
189,-63.55749731,0.13136335,1.00017867,212:212:255
190,-63.07744816,0.48659065,1.00069858,212:212:255
191,-63.20116724,0.80583401,-9999,255:255:255
192,-63.95987085,0.82842652,1.9998351,255:171:171
193,-63.34908994,0.35607047,-9999,255:255:255
194,-63.53794674,0.83767941,3.00013556,127:127:255
195,-63.64129893,0.69424289,-9999,255:255:255
196,-63.07180882,0.79227852,0.000557799999996,254:254:255
197,-63.98411357,0.18174766,7.0,255:0:0
198,-63.37510409,0.00855981,-9999,255:255:255
199,-63.94942739,0.15544532,2.0,255:170:170
200,-63.48538949,0.732652,2.00072796,169:169:255
201,-63.93500036,0.85021916,1.00079513,212:212:255
202,-63.18459251,0.82021484,-9999,255:255:255
203,-63.47620803,0.69590708,1.00059285,212:212:255
204,-63.63403704,0.62995689,2.99985142,255:128:128
205,-63.93043282,0.71599464,2.00016566,169:169:255
206,-63.33539324,0.34283277,-9999,255:255:255
207,-63.04748889,0.81849151,-9999,255:255:255
208,-63.83394026,0.51156672,5.99983272,255:1:1
209,-63.20521553,0.98201265,-9999,255:255:255
210,-63.62655332,0.87204667,4.00013981,84:84:255
211,-63.61335479,0.58751662,1.00061309,212:212:255
212,-63.85854374,0.7894505,1.0,212:212:255
213,-63.49416529,0.07725431,-9999,255:255:255
214,-63.74681681,0.87807077,0.0,255:255:255
215,-63.26097134,0.27545825,2.00059025,169:169:255
216,-63.56848586,0.84627306,4.00013704,84:84:255
217,-63.03839226,0.75217192,-9999,255:255:255
218,-63.429655,0.3668327,-9999,255:255:255
219,-63.29025964,0.772089,-9999,255:255:255
220,-63.40155837,0.74109464,3.00013173,127:127:255
221,-63.66730043,0.639588,1.00076628,212:212:255
222,-63.30594959,0.94141722,-9999,255:255:255
223,-63.21330113,0.93017831,4.9998809,255:43:43
224,-63.26696629,0.31284773,1.99941062,255:171:171
225,-63.80061506,0.20818297,4.0,255:85:85
226,-63.72396697,0.54186847,4.9998416,255:43:43
227,-63.67308089,0.33595462,1.00063494,212:212:255
228,-63.39929469,0.35821034,-9999,255:255:255
229,-63.06084855,0.8449736,3.0006722,127:127:255
230,-63.54868141,0.46637123,0.000764919999995,254:254:255
231,-63.8310142,0.2728536,4.0,255:85:85
232,-63.78845952,0.28724457,3.0,127:127:255
233,-63.97382078,0.22373597,3.0,255:128:128
234,-63.72171983,0.47864819,1.00063271,212:212:255
235,-63.61383053,0.02352965,2.0,255:170:170
236,-63.05023024,0.22401563,-9999,255:255:255
237,-63.88600721,0.23896502,3.0,255:128:128
238,-63.19534284,0.02354653,-9999,255:255:255
239,-63.87885017,0.49194972,0.0,255:255:255
240,-63.78473116,0.85101457,0.000766089999999,254:254:255
241,-63.96232499,0.05988459,0.0,255:255:255
242,-63.51945322,0.29059508,4.00061805,84:84:255
243,-63.5143949,0.2732509,1.0,212:212:255
244,-63.19410218,0.99811579,-9999,255:255:255
245,-63.71308435,0.3457959,4.00080937,84:84:255
246,-63.61451844,0.86601876,-9999,255:255:255
247,-63.37281528,0.33693456,-9999,255:255:255
248,-63.7110489,0.57342317,1.0,212:212:255
249,-63.49770727,0.28162549,-9999,255:255:255
250,-63.09476371,0.32640252,0.99942683,255:213:213
251,-63.79305726,0.98627312,0.99924465,255:213:213
252,-63.70253066,0.62098433,2.99922542,255:128:128
253,-63.47579905,0.86922503,0.99986853,255:213:213
254,-63.38867144,0.47787811,-9999,255:255:255
255,-63.03536804,0.51527762,-9999,255:255:255
256,-63.64189515,0.18714596,4.0,85:85:255
