,X,Y,srtm30_wgs84-tdx30_abs,srtm30_wgs84-tdx30_color
0,-56.74087693,-18.78546514,2.92297951,255:144:144
1,-56.32313627,-18.00129988,3.43052933,255:125:125
2,-56.01007276,-18.49315617,1.78613585,255:187:187
3,-56.27941309,-18.58257924,2.76076551,255:150:150
4,-56.37521394,-18.67229669,1.66272824,255:192:192
5,-56.71115983,-18.47100634,6.16479033,255:20:20
6,-56.96403197,-18.00058147,2.17406008,255:173:173
7,-56.67726494,-18.1490435,5.38497224,255:50:50
8,-56.84179757,-18.56598962,4.84232984,255:71:71
9,-56.62606468,-18.86826679,4.90444871,255:68:68
10,-56.21396511,-18.39688933,4.96437332,255:66:66
11,-56.52260455,-18.43836379,5.24656366,255:55:55
12,-56.54288525,-18.50359599,6.25512742,255:17:17
13,-56.22723109,-18.26854332,3.5996428,255:118:118
14,-56.24438428,-18.40455765,2.45285906,255:162:162
15,-56.41835928,-18.29841492,4.25636512,255:93:93
16,-56.14581055,-18.39149902,5.42469675,255:49:49
17,-56.66069461,-18.98604123,8.1268787,255:0:0
18,-56.18745508,-18.60768489,3.94773901,255:105:105
19,-56.21877489,-18.76603854,5.95233236,255:28:28
20,-56.18317038,-18.19662496,8.32976388,255:0:0
21,-56.18473224,-18.14408934,8.22116625,255:0:0
22,-56.37863458,-18.98014743,2.37737721,255:165:165
23,-56.55446968,-18.71944055,3.43661122,255:124:124
24,-56.07956421,-18.76489205,6.35544383,255:13:13
25,-56.55209842,-18.94059679,4.52578728,255:83:83
26,-56.25215916,-18.47338353,1.25761352,255:208:208
27,-56.54644464,-18.76072567,2.79631191,255:149:149
28,-56.8318844,-18.00776555,7.73226156,255:0:0
29,-56.73354048,-18.32034236,1.75449581,255:189:189
30,-56.24666655,-18.96649166,1.53109185,255:197:197
31,-56.54584023,-18.31356216,2.00319921,255:179:179
32,-56.8362279,-18.9167168,2.88154457,255:146:146
33,-56.12066354,-18.38814766,6.12164812,255:22:22
34,-56.97404907,-18.30976376,0.70587117,255:229:229
35,-56.96371262,-18.99458993,3.60148653,255:118:118
36,-56.1576194,-18.63979474,3.84337906,255:109:109
37,-56.54290418,-18.37383413,0.01625217,255:255:255
38,-56.10311057,-18.35783928,4.95297902,255:67:67
39,-56.35483711,-18.03393227,1.37903614,255:203:203
40,-56.40722432,-18.59749539,1.7715275,255:188:188
41,-56.39928826,-18.55982045,4.05880088,255:101:101
42,-56.52549322,-18.39876378,5.15207477,255:59:59
43,-56.50969946,-18.00016353,2.63786479,255:155:155
44,-56.21328205,-18.06786964,4.89011032,255:69:69
45,-56.61364109,-18.46446078,3.0136432,255:141:141
46,-56.19078754,-18.05188842,3.57110105,255:119:119
47,-56.67944511,-18.21406369,0.18345802,248:248:255
48,-56.54367695,-18.15267868,0.89060465,221:221:255
49,-56.94171618,-18.53856099,0.14293162,255:250:250
50,-56.04124513,-18.29540278,4.60012507,255:80:80
51,-56.42153601,-18.41482357,6.30916147,255:15:15
52,-56.21633001,-18.19484969,4.59918356,255:80:80
53,-56.90691166,-18.86936811,0.27270271,255:245:245
54,-56.24896337,-18.26112705,4.94712892,255:67:67
55,-56.29300442,-18.13904332,2.30719965,255:167:167
56,-56.28426088,-18.27808849,5.47397256,255:47:47
57,-56.63132935,-18.22676351,4.46079311,255:85:85
58,-56.19906138,-18.72089837,1.71984419,255:190:190
59,-56.53915652,-18.56950908,3.91789456,255:106:106
60,-56.4304307,-18.95598167,5.14666226,255:59:59
61,-56.42125075,-18.45208142,6.47818524,255:8:8
62,-56.59485042,-18.90949369,5.7776302,255:35:35
63,-56.50590424,-18.7555808,3.22291752,255:133:133
64,-56.4879031,-18.96210371,0.94024739,255:220:220
65,-56.81788429,-18.54322711,0.41888741,255:240:240
66,-56.64332651,-18.56068708,5.28054588,255:54:54
67,-56.14300741,-18.06394443,6.03954151,255:25:25
68,-56.0073986,-18.80449652,4.80100415,255:72:72
69,-56.13958011,-18.08351196,4.09788243,255:99:99
70,-56.45386255,-18.55601468,3.9741605,255:104:104
71,-56.23467633,-18.71696767,4.05324716,255:101:101
72,-56.83028603,-18.38549455,4.87928368,255:69:69
73,-56.32158903,-18.28941127,4.84532778,255:71:71
74,-56.72650808,-18.63351637,5.0381814,255:63:63
75,-56.88638444,-18.56106586,1.26282035,255:207:207
76,-56.65315006,-18.47744042,3.03680625,255:140:140
77,-56.15171324,-18.19846434,7.79276539,255:0:0
78,-56.1799505,-18.61266051,1.00077097,255:217:217
79,-56.9774082,-18.7900769,4.22662985,255:94:94
80,-56.96236607,-18.97070811,1.48368178,255:199:199
81,-56.14958346,-18.30757967,1.23679475,207:207:255
82,-56.36846015,-18.95148724,3.50601383,255:122:122
83,-56.34446235,-18.75502713,1.106559,212:212:255
84,-56.70504737,-18.56508628,4.48892047,255:84:84
85,-56.23540296,-18.61951124,4.12253153,255:98:98
86,-56.9419151,-18.25549955,1.17492228,255:211:211
87,-56.15162212,-18.01383793,4.45691463,255:85:85
88,-56.98712656,-18.34955662,0.4599097,237:237:255
89,-56.66929929,-18.01728851,1.38946972,255:202:202
90,-56.62753871,-18.15088741,4.09685887,255:99:99
91,-56.40618286,-18.22009033,1.79724579,186:186:255
92,-56.65038699,-18.6875448,2.40145983,255:164:164
93,-56.25027147,-18.50959419,2.20466634,255:171:171
94,-56.35491551,-18.46631343,2.87925953,255:146:146
95,-56.75174283,-18.89217641,1.84200056,255:185:185
96,-56.08754248,-18.7516582,2.75209913,255:150:150
97,-56.47633999,-18.16179282,4.15691523,255:97:97
98,-56.8401881,-18.63986632,3.69387624,255:115:115
99,-56.28301832,-18.63188747,2.59788717,255:156:156
100,-56.27691909,-18.01871808,4.97514665,255:66:66
101,-56.8640015,-18.82545111,3.95724801,255:105:105
102,-56.40846064,-18.08617434,6.2534801,255:17:17
103,-56.12800326,-18.32921303,2.39296737,163:163:255
104,-56.03424202,-18.20562844,6.4370797,255:10:10
105,-56.28143522,-18.62231155,3.43362498,255:124:124
106,-56.91710265,-18.78146376,3.7698919,255:112:112
107,-56.30022991,-18.66796793,0.27833803,255:245:245
108,-56.52616883,-18.49051194,3.2766205,255:130:130
109,-56.38895625,-18.93596381,3.9192211,255:106:106
110,-56.88299165,-18.61307056,2.86180063,255:146:146
111,-56.87711419,-18.97057023,1.97779853,179:179:255
112,-56.41560784,-18.99091949,3.98572181,255:103:103
113,-56.82168814,-18.46570916,3.72735869,255:113:113
114,-56.58426306,-18.10921496,5.60243403,255:42:42
115,-56.8715908,-18.74122702,4.07906703,255:100:100
116,-56.71896242,-18.2592467,4.55223858,255:82:82
117,-56.85993492,-18.1427604,1.98364994,255:180:180
118,-56.25673422,-18.73250207,6.13020158,255:22:22
119,-56.36725039,-18.10194038,3.12023381,255:136:136
120,-56.76606898,-18.98035193,1.85552401,255:185:185
121,-56.07574829,-18.9800188,3.72746088,255:113:113
122,-56.0260924,-18.15751623,9.2992343,255:0:0
123,-56.13764638,-18.5977401,4.1854415,255:96:96
124,-56.13994388,-18.92147958,5.06647176,255:62:62
125,-56.93005968,-18.69490031,2.91254942,255:144:144
126,-56.88281919,-18.23305457,6.24245767,255:17:17
127,-56.2958822,-18.27462369,5.77489768,255:35:35
128,-56.32009163,-18.87178288,0.44516408,238:238:255
129,-56.93070657,-18.32234939,4.62170153,255:79:79
