,aw3d30_wgs84_SerraMar,aw3d30_slope_SerraMar
174,1.31290388,0.00057958
175,617.99215207,14.90771
176,673.76049211,4.547009
177,1311.01743753,8.63889
178,1149.39018033,7.226942
179,582.553941,31.64667
180,896.60710219,4.478574
181,1843.45993709,25.73244
182,1768.37251969,23.39166
183,550.00885424,36.94297
184,430.4124415,34.35519
185,877.21250814,29.37258
186,477.31650991,21.80536
187,465.57464245,2.667317
188,1270.11888418,15.10062
189,1237.06067804,8.427887
190,36.23355138,12.23962
191,1271.75247198,43.37618
192,778.66072954,26.56274
193,1092.64653613,32.70079
194,343.38086955,16.71976
195,615.99172368,27.0498
196,1531.52699093,23.84559
197,1072.79209953,44.34341
198,1416.75289109,14.45878
199,1003.92294851,24.34197
200,1699.67750113,25.8552
201,1013.84112366,24.39237
202,758.80336246,22.51907
203,1945.50765897,32.95958
204,25.86902901,2.059792
205,150.48885207,8.24844
206,218.47913611,35.57398
207,1460.99737353,25.82185
208,1329.68466225,15.97543
209,1155.38756523,15.03533
210,3.35001223,2.667871
211,546.63834225,7.513605
212,338.4643023,10.1728
213,1.05437183,5.075884
214,1039.37506834,20.84549
215,594.61092419,25.10398
216,1179.29142295,11.43392
217,716.3778978,27.57914
218,412.0346765,15.2134
219,873.83166286,1.484174
220,470.22051076,16.84664
221,484.20682935,5.495177
222,1359.43469096,20.58237
223,506.57423093,23.92773
224,586.6350378,14.67869
225,1312.79846679,24.0809
226,527.45688793,25.53575
227,50.53515394,7.074456
228,1194.24816603,15.20272
229,1171.22322059,15.94808
230,1179.31954415,8.925714
231,729.90725759,5.322354
232,1165.09599472,10.13235
233,508.16980744,39.99835
234,585.62170798,22.75421
235,1293.59971573,22.63004
236,1378.32037653,28.69128
237,1142.40030917,27.23485
238,707.8851315,8.907228
239,948.92068101,16.31434
240,402.01938521,14.27306
241,1331.7242348,20.63152
242,417.33913886,5.828667
243,964.5163719,20.05286
244,737.087844,14.6002
245,525.11038171,16.86821
246,66.0948735,4.641186
247,1153.45273948,14.0352
248,1653.36468545,13.82197
249,967.81453558,17.05864
250,498.01071142,22.02782
251,653.03533814,13.53465
252,1707.57112054,34.56324
253,1023.45999504,20.10897
254,136.85315656,25.81204
255,698.1013841,32.79686
256,65.23354554,25.80289
257,1142.52734557,21.68781
258,525.08960222,19.32325
259,912.92473064,13.48004
260,800.7210711,23.50801
261,480.10208931,27.94418
262,573.7351446,16.78083
263,956.40430089,23.17531
264,896.60506185,8.527768
265,959.82439974,18.49588
266,1024.12821771,9.89219
267,1359.5208203,21.60914
268,427.21790223,9.993082
269,-1.94930478,2.85036
270,617.29822335,19.97499
271,3.63993916,2.068101
272,681.71414597,48.40979
273,1686.34722232,16.2267
274,312.70736205,25.6766
275,1558.50347835,21.14945
276,1287.67366267,10.55232
277,471.43231862,27.88251
278,525.11339715,21.7486
279,1247.40946878,13.04323
280,1153.46106002,20.1539
281,496.31616488,23.18518
282,1152.3866356,28.77634
283,409.18131816,22.78325
284,665.03930371,27.6978
285,1124.19814003,37.37717
286,738.54428399,12.08916
287,448.19750041,13.22661
288,727.1220776,23.45802
289,153.69922047,23.45753
290,1438.58397986,14.29477
291,633.79314761,15.11109
292,354.90061481,21.83978
293,1578.52275513,10.504
294,457.34198217,1.003176
295,616.12971615,28.20325
296,2086.49787941,18.3015
297,675.81647705,18.44442
298,1837.52856052,15.4257
299,528.81176168,2.672587
300,685.98872789,3.583723
301,708.46054417,19.83218
302,1419.67495076,2.3946
303,1230.13603719,20.70336
304,1581.69867328,15.82969
305,1356.79007059,11.36517
306,1652.71813141,34.50359
307,901.92806113,30.57613
308,1375.55025902,43.68797
309,980.91170621,17.97927
310,968.90823969,20.63206
311,619.75641709,5.782834
312,1325.24305435,26.65055
313,1098.24347497,28.77068
314,1158.68995817,16.221
315,637.49908563,14.15482
316,67.52273403,14.45533
317,941.92759849,12.134
318,1059.86462091,7.108454
319,1367.34493618,31.74066
320,723.06032956,22.75052
321,1104.77828043,35.37901
322,631.7821054,11.8773
323,401.66226656,23.25222
324,971.75640151,24.19807
325,163.59407651,34.35072
326,821.06704859,11.28484
327,1456.27169077,25.77628
328,483.07606575,2.76779
329,1687.6868582,14.24609
330,1425.31325466,39.841
331,890.93122611,10.03982
332,1465.77811821,22.173
333,590.10512029,32.56221
334,898.61127677,3.066615
335,527.54680017,19.47255
336,1380.20611832,33.55703
337,464.06605692,6.266269
338,2103.48713795,22.6388
339,940.61523367,23.32499
340,450.47809966,18.43978
341,1123.53113479,16.57534
342,1266.05971255,27.93694
343,583.74036338,6.999416
344,1980.38337042,21.43281
345,1635.341894,27.48287
346,1155.88501469,30.38299
347,540.6486072,36.22694
348,518.07647144,27.37175
349,1106.31486984,32.30434
350,951.75118886,27.42306
351,589.17572052,2.836051
352,473.39258704,4.89411
353,2624.67215437,31.1483
354,1033.79271256,9.435277
355,463.04182409,5.832095
356,1198.35807889,23.28151
357,507.02475191,5.11662
358,1196.42016919,26.49785
359,959.905978,19.69536
360,514.63415449,32.33662
361,1747.70509648,15.16504
362,553.13242099,31.20845
363,446.14726003,23.36519
364,1130.67735272,8.128593
365,505.36938059,15.46382
366,539.49002366,7.483267
367,113.51894769,24.7182
368,453.27654486,3.102763
369,152.48413128,12.98078
370,529.06345012,14.52588
371,1081.86098871,1.720471
372,464.19069024,11.87857
373,555.27246199,32.21462
374,955.72422483,17.28886
375,415.17861531,5.785693
376,190.63111609,27.75799
377,120.19027124,18.20652
378,258.63417381,25.39343
379,1001.58547695,26.17249
380,996.52958601,14.43495
381,1092.29652883,18.40058
382,599.66982198,23.4359
383,586.84168835,6.57136
384,2444.66520518,49.93455
385,860.7220477,25.30326
386,2007.50842282,29.8356
387,103.61615647,20.0927
388,514.07354885,9.440621
389,960.85427121,20.52471
390,971.40419957,26.12166
391,1083.2897763,4.751658
392,1102.49510729,3.545279
393,1895.48003392,13.94139
394,1781.54117394,26.63599
395,597.47071013,23.10801
396,1755.5252622,54.46769
397,1712.63536388,9.376791
398,1002.97404181,11.15624
399,103.12516924,13.24648
400,755.77857892,18.67767
401,1915.48734754,15.04062
402,567.00022042,18.46293
403,1237.5164865,19.60463
404,1078.73426342,18.06412
405,887.78376714,24.4907
406,973.38945323,42.39793
407,553.4508935,15.19632
408,1073.29017168,20.58008
409,648.40442751,8.130342
410,1110.86651693,16.19326
411,430.40295362,10.64992
412,1002.76358462,6.484789
413,586.15262305,24.14169
414,373.16553712,6.049602
415,1730.61867969,25.69613
416,642.10288671,19.38783
417,750.62417896,36.04147
418,390.0418219,3.819326
419,311.68668874,9.841547
420,1336.22729741,5.057602
421,1033.76022452,9.350121
422,148.5369104,16.31747
423,1197.52581437,6.520621
424,549.0135448,28.90056
425,562.36902467,20.37347
426,1319.71015721,14.27057
427,1426.72139335,7.458258
428,518.48774782,6.941895
429,610.13510062,10.43542
430,511.08655963,17.27919
431,1408.5038052,14.71926
432,342.49318119,14.60192
433,740.1377284,26.47831
434,471.11391644,13.97397
435,210.07052953,20.60335
436,1062.42606444,21.51447
437,910.93720915,21.23313
438,1829.433911,22.85629
439,1171.35204691,28.29116
440,421.33618347,1.48366
441,206.60973849,7.959368
442,1332.07121095,11.07823
443,449.99781779,21.21233
444,968.12079486,18.8638
445,504.32463909,18.08444
446,461.18543066,13.48474
447,1260.92477284,28.74236
448,655.10232725,12.17637
449,538.8722905,22.44073
450,540.83941574,3.102126
451,955.58131092,20.73733
452,1274.18122779,16.99441
453,769.09168966,20.72249
454,2179.56307934,29.92684
455,243.6307232,26.91775
456,1096.80911312,15.63763
457,1518.40141043,18.00861
458,545.47283425,14.49067
459,332.69325832,35.39532
460,1397.17175296,25.26031
461,437.17311403,13.17884
462,745.37233046,7.378549
463,1466.60425107,32.74982
464,616.99150116,26.47175
465,635.75574929,5.477462
466,904.65294544,23.93547
467,661.29622173,25.46439
468,449.46766265,10.26778
469,1404.51085719,28.67732
470,1078.64839557,21.22389
471,670.82977282,34.77234
472,737.10259338,28.92939
473,449.32892342,14.03297
474,540.12199458,37.32626
475,918.92365226,27.49186
476,640.21850953,31.19416
477,399.45710984,1.02619
478,1066.8531722,21.38102
479,1701.41005982,20.03612
480,1245.54758357,35.72757
481,1363.48967023,27.11678
482,539.36563786,21.61025
483,588.61880259,23.5034
484,1821.69622929,25.43668
485,1193.88589938,17.5661
486,977.4453383,20.33192
487,1200.48262277,36.44676
488,1119.07805843,2.571981
489,948.80521016,7.084203
490,909.86788646,2.057204
491,1747.70368346,16.99072
492,2103.61567785,28.20992
493,1210.91547589,24.77905
494,566.60859017,19.21739
495,1462.77226806,18.37518
496,1330.75265926,19.00922
497,2131.4920171,23.30403
498,647.70341955,10.18825
499,1217.99893757,14.15039
500,1292.61140362,6.006588
501,394.42868465,2.536
502,1176.57711844,14.52005
503,423.18292361,19.09042
504,1148.27544605,34.50555
505,738.67351636,16.92314
506,687.8944551,7.243498
507,1207.69918691,18.22392
508,743.9697599,29.35401
509,938.44726131,18.60552
510,928.99211467,13.68394
511,1347.48002057,36.52902
512,1428.55592315,22.93455
513,1311.70783328,24.23115
514,940.13700652,36.37969
515,1044.87250196,18.29244
516,568.88871747,12.29428
517,1393.76422113,14.47898
518,1204.3512947,22.37086
519,1218.57134437,24.54012
520,75.45327056,33.11008
521,591.76667435,33.13476
522,973.61778887,30.3138
523,34.55068199,17.22139
524,1564.24081735,23.62305
525,1742.60951752,17.99446
526,107.27293815,23.91926
527,668.85488329,19.01082
528,1098.40460232,21.72269
529,934.01278456,59.08405
530,574.68219994,32.54464
531,582.62818275,9.484033
532,362.23665685,21.80456
533,1029.46743606,13.84107
534,1039.6222241,28.18959
535,1011.81272114,1.190684
536,1245.12467577,33.24485
537,1520.5773749,25.65398
538,38.41714558,15.78503
539,1497.45165509,23.46915
540,954.41005234,14.95397
541,2358.52903723,11.45091
542,1123.65755079,18.49652
543,1011.32190443,26.89485
544,552.79282487,9.008594
545,540.84144927,7.218538
546,1615.52862084,25.84316
547,449.0052505,18.21295
548,243.05999205,32.53707
549,485.10264191,6.968256
550,995.83501219,27.95161
551,167.87269256,7.692602
552,1263.52325982,20.92243
553,671.69871718,8.111885
554,1088.43186889,3.25674
555,738.61899658,45.41549
556,621.6894146,1.719549
557,671.11249189,23.88902
558,1283.46703108,35.91145
559,1335.22784912,10.14913
560,-1.70694017,0.3421062
561,487.3254596,28.52031
562,547.04684338,31.31298
563,461.2028356,22.25652
564,760.63583453,33.799
565,675.62752996,31.70796
566,162.44800089,15.33749
567,1306.78512168,20.91606
568,819.70441226,23.76278
569,427.68014181,35.19406
570,454.52653175,18.16062
571,1583.51468344,14.2788
572,940.58898353,26.12494
573,2248.49019571,39.10526
574,1645.36896439,35.78773
575,639.30517527,18.67478
576,1906.43483092,17.43149
577,472.21298396,16.33132
578,470.20740265,10.57495
579,482.36315857,18.7571
580,1087.37299661,13.22216
581,1185.0589349,13.48368
582,1079.33514476,20.57227
583,1920.42401178,17.4229
584,958.06177022,28.34324
585,512.00494128,4.414232
586,556.71217888,29.37672
587,1355.3161868,22.40758
588,559.63774748,34.26591
589,1132.17152524,0.5001682
590,458.01935186,40.82197
591,1664.50228686,20.56589
592,1382.55525329,20.6796
593,56.27542824,15.64734
594,280.18407656,32.42507
595,761.37322806,25.90806
596,578.90297741,6.563628
597,1365.24548111,26.57741
598,1256.76008914,53.81707
599,1167.87194171,24.22949
600,1058.66720842,16.84503
601,858.98835021,4.806055
602,1357.74258576,12.4921
603,1007.76954765,20.27399
604,1176.41664236,14.19329
605,685.07600607,9.271645
606,453.07172451,12.60807
607,1200.54477008,32.59482
608,1456.36805341,22.36386
609,524.0975704,8.963563
610,991.70322401,21.19513
611,988.6979203,14.89086
612,665.02546414,20.83703
613,1226.22742093,13.14418
614,502.21104144,22.22411
615,1522.76520794,20.20551
616,713.8084651,7.055645
617,1468.39578755,21.65477
618,299.54028585,13.4812
619,618.04732476,NaN
620,924.04056168,1.366451
621,1306.19120164,8.798244
622,630.55128735,11.01257
623,557.63177095,1.275234
624,615.23231508,21.36096
625,1000.54057021,15.93073
626,1570.52587738,32.39357
627,726.1446729,27.37107
628,1132.49205687,13.66565
629,1033.96728518,17.56997
630,876.90799907,20.92707
631,292.08369856,22.97044
632,575.02614395,14.80309
633,389.13369323,34.58279
634,1011.79747879,13.08792
635,531.52776771,11.66119
636,916.9378884,12.69887
637,977.20403717,14.10928
638,881.9193875,31.43145
639,550.55996624,2.057645
640,1211.60296868,22.26217
641,82.2861164,31.00044
642,498.35798779,9.136176
643,1248.75134698,16.30534
644,562.58784655,20.54702
645,931.6149747,32.15433
646,459.11881085,11.91805
647,14.28958303,16.06248
648,558.10327301,15.03825
649,1446.66926529,7.580163
650,416.25919818,18.91324
651,641.00534189,25.32067
652,1262.75462173,29.33591
653,1041.50176281,7.92568
654,281.13451463,25.35327
655,552.41146109,21.77546
656,1031.74382557,17.86272
657,1836.48496528,20.94043
658,1178.7174428,22.73976
659,1291.16701544,19.52992
660,1620.61822867,26.20289
661,514.15395236,10.87515
662,1019.75093461,25.92198
663,666.05861291,10.27142
664,1125.06989576,3.410899
665,524.62563948,32.20249
666,536.72354307,32.22998
667,1186.47131996,14.37893
668,1162.15033076,3.251499
669,659.04580764,45.2225
670,660.10854288,19.89571
671,930.67474946,13.39403
672,1210.0495341,16.09526
673,259.6871785,4.445772
674,673.50423529,30.86015
675,1507.45835047,29.53011
676,1150.54955364,27.44956
677,505.36704693,36.52547
678,1008.87557347,5.789255
679,2017.55574068,35.67089
680,492.56428401,11.03482
681,1114.40646273,2.438665
682,1170.52392986,25.19529
683,603.80450178,9.625226
684,481.36118873,2.102875
685,569.80177255,22.59011
686,1100.14721891,30.1275
687,640.44454447,22.1801
688,2290.50819292,14.05001
689,1524.20361894,33.46098
690,717.748121,52.09542
691,646.90140582,17.05606
692,1390.71324045,14.58659
693,1226.57360913,15.69068
694,1111.82183166,3.04944
695,519.00368527,9.913701
696,644.81874303,22.76801
697,1013.71603085,14.65037
698,515.31854064,19.55774
699,634.76281152,22.2618
700,920.30088744,8.720404
701,120.41723838,35.13201
702,559.15206981,35.11933
703,1146.06667755,13.26715
704,1328.31056492,11.43045
705,1149.2657125,28.94037
706,1533.49774762,14.38706
707,415.29480513,17.01095
708,409.46535199,2.571543
709,454.13167265,30.09727
710,543.64170845,20.0371
711,1164.76968929,20.00517
712,1228.04923007,27.45909
713,963.75355077,18.96099
714,648.65595873,25.44675
715,1475.78637598,34.3786
716,527.03139015,26.91273
717,563.88121666,16.2126
718,941.70814349,10.28131
719,1076.86819705,3.538237
720,1202.39308426,31.06788
721,1214.90211017,14.00269
722,1078.62832842,39.37105
723,1480.45021183,32.20102
724,933.23292226,20.12197
725,2305.68361708,38.70053
726,1212.1632721,32.10289
727,781.15903168,27.89979
728,756.62662291,16.80929
729,1765.52331478,8.69488
730,385.26749534,0.9314041
731,999.33677728,21.91337
732,1679.60674093,23.14741
733,1124.26756126,6.941391
734,964.85149334,35.43946
735,702.66063452,15.71004
736,874.05277035,11.10952
737,400.38521334,2.380301
738,2075.49772637,20.89294
739,1217.45106119,6.968209
740,450.15790029,31.09316
741,1026.85683592,14.1879
742,411.17227685,36.71509
743,1555.53207522,34.1026
744,748.08821606,20.97397
745,1205.31070888,7.026865
746,620.73015866,20.66197
747,1317.42225494,30.54572
748,573.33500808,24.88733
749,555.36928928,19.1775
750,1066.77969755,12.8777
751,209.6983914,32.05492
752,620.84114125,15.78285
753,1242.60821545,16.05591
754,1241.17476817,22.43861
755,67.51539069,13.12061
756,953.67866117,7.213155
757,322.88498568,33.33145
758,1238.60405018,30.72424
759,1609.2658417,10.79725
760,1196.96372902,23.01728
761,1235.28505593,7.354057
762,1737.40187532,9.238072
763,281.04560045,23.23771
764,322.89234488,22.86812
765,1751.47636566,13.8256
766,383.42585056,31.66381
767,523.71544799,8.856241
768,608.80615835,8.779992
769,610.95673241,10.91468
770,226.76235501,11.30644
771,391.2886984,3.034245
772,1069.78616975,19.2014
773,512.86354718,7.731087
774,684.06241396,22.97012
775,546.80714792,23.98491
776,1091.37478858,9.210415
777,1175.39997117,36.75458
778,1333.65645006,27.99915
779,461.05079339,16.8069
780,1391.4508424,21.16583
781,1478.80000188,20.19155
782,1188.06471523,17.19605
783,1138.1357824,32.13495
784,259.95937979,22.9297
785,1173.89566979,5.828104
786,1257.70261855,17.71506
787,1047.43929858,29.30025
788,1020.47192524,23.17745
789,1440.37534196,9.217556
790,443.10141963,28.95326
791,1249.1428804,15.17799
792,494.53203036,10.68946
793,913.68198651,25.09588
794,771.68262527,40.62571
795,530.39111737,23.28287
796,789.99656183,20.04912
797,1126.66531576,29.30908
798,7.32094057,3.513555
799,1293.76063535,11.94088
800,257.54627644,24.61056
801,1615.74400606,18.47677
802,543.34050151,33.68133
803,477.28963711,27.83223
804,1791.32859499,21.68475
805,646.18515373,13.64459
806,1299.86454758,27.30763
807,975.46335164,40.86974
808,1088.34102707,5.836993
809,1165.29794966,15.15237
810,483.16165458,24.96098
811,443.10669839,26.98501
812,1994.68979085,48.94958
813,1401.17396683,21.08602
814,1680.47438944,22.10171
815,1240.54381273,12.7661
816,514.29823775,9.288437
817,1057.69927141,22.63023
818,1202.0686492,9.245778
819,621.44773197,16.15092
820,116.27289829,29.90328
821,2278.55856371,48.20956
822,463.33295848,29.3436
823,1319.10285555,22.0202
824,390.45874332,13.97365
825,880.22977152,5.685774
826,612.54479625,18.67379
827,-1.71015194,0.3421152
828,944.25585542,20.00829
829,607.52917306,20.73095
830,1200.17850451,33.31319
831,548.19326539,4.225182
832,483.19098978,23.90891
833,580.47270099,19.44981
834,461.06879886,18.16155
835,NaN,NaN
836,1194.5517041,28.63908
837,681.20006159,16.13241
838,1118.76617973,21.97232
839,1232.20224107,30.05909
840,1027.48661989,12.74376
841,1664.45612814,11.61009
842,530.76821917,17.75409
843,1031.91412684,33.98976
844,1053.92067021,14.89558
845,694.64928645,43.72766
846,321.88684138,25.88454
847,520.3587469,12.73595
848,2.02925599,0.790019
849,847.64039374,14.68969
850,651.73861972,8.714339
851,2381.51768011,12.44185
852,547.87298336,10.19358
853,1316.80246721,38.41821
854,1093.63881188,3.335979
855,318.22696171,31.11053
856,665.47875983,23.01658
857,1063.24616791,28.75986
858,689.75120579,11.17368
859,998.627168,27.43995
860,121.72073944,15.1126
861,1367.11251734,18.4822
862,1310.24574069,23.56174
863,1518.41598563,3.098557
864,979.02330081,37.9656
865,1799.32749954,18.0938
866,393.22105428,2.053995
867,871.96669451,33.03223
868,1025.45209891,26.84404
869,452.04964009,7.823629
870,79.47762447,18.94349
871,1344.17007174,26.81385
872,633.04216136,3.115524
873,1768.65097227,36.64093
874,435.15258561,36.81813
875,1134.8334915,13.78221
876,1020.91197451,22.70893
877,443.35504626,16.52466
878,1634.35626622,15.3225
879,1589.46705931,22.3158
880,558.23630772,23.14196
881,745.69337491,12.18422
882,667.22721958,5.510098
883,695.76574728,4.546506
884,576.34287418,24.0307
885,1547.48260302,7.249366
886,1514.58241569,5.146726
887,28.835959,26.87126
888,1125.7938007,5.798767
889,1290.53308635,13.39625
890,1734.48232103,20.51649
891,450.90127369,40.31808
892,1015.86077929,26.42507
893,1293.25181745,26.90718
894,2101.54787104,35.10101
895,98.26026104,19.76353
896,183.67826733,13.83799
897,856.15792768,48.92952
898,1086.52928902,25.4095
899,190.49833674,25.37751
900,394.0367571,9.099661
901,502.77848286,8.69453
902,91.00760541,35.43645
903,1619.78138125,47.08063
904,73.11285387,20.5183
905,1371.39926067,50.45306
906,642.85726099,21.77834
907,737.80365458,7.407324
908,715.72573408,22.27981
909,1510.25717756,34.439
910,594.644741,19.95952
911,1448.43462616,30.54073
912,356.49296817,19.22146
913,981.63053067,34.74516
914,1666.63770901,27.67062
915,582.52943486,11.22106
916,675.59628464,17.55802
917,1646.6110171,19.48254
918,534.68773079,16.81598
919,415.33748043,5.881791
920,512.05515588,6.069499
921,1383.19810681,39.58228
922,1371.15105554,26.68694
923,867.04222158,26.18801
924,42.29991873,35.80727
925,447.41424399,10.12441
926,910.00477046,27.25126
927,484.0909448,21.11892
928,424.02133739,21.07056
929,1108.39827984,2.666211
930,1191.69549857,16.73431
931,421.25897985,32.03672
932,108.27918372,28.3634
933,389.08183197,2.359554
934,1140.90143473,5.82134
935,451.25919363,14.34121
936,114.27982557,24.79334
937,1275.27544103,19.20964
938,567.10044676,23.49374
939,514.22134333,33.14676
940,649.91363462,21.30758
941,974.48481939,10.71519
942,1438.78767773,25.62185
943,956.61169133,17.36895
944,1040.70118506,29.08366
945,935.59444912,28.2088
946,1186.47977884,14.47339
947,1466.66979518,5.015317
948,633.77863637,26.51761
949,1220.6247459,28.75836
950,1436.78307975,20.54388
951,1302.12040586,22.58665
952,655.84554013,21.2755
953,1107.55860881,7.83903
954,821.18324901,23.31796
955,1361.18968349,18.05685
956,412.66251811,19.71139
957,989.57855399,31.74352
958,570.36211891,14.22293
959,579.92460958,12.5783
960,697.20935681,8.319398
961,563.29269799,17.66882
962,550.48157296,3.144583
963,1121.1363906,1.64825
964,97.51841983,19.62063
965,482.01585039,29.39441
966,1581.61628736,8.554808
967,1083.8034405,21.77047
968,564.09307285,17.56949
969,441.26025984,23.091
970,1209.38521043,15.52423
971,1240.43951226,26.20667
972,984.22088005,24.36928
973,605.81374954,11.39982
974,1058.84841891,4.022622
975,1062.45454314,49.2289
976,941.06417124,23.64726
977,557.93149142,3.030976
978,623.61677953,19.83414
979,388.27449832,0.7868326
980,726.78743729,10.38867
981,1257.30258116,22.36567
982,1741.77949019,26.9636
983,538.24009055,20.87207
984,411.47262492,6.84116
985,684.17691964,20.60891
986,1144.10807688,30.01759
987,625.97328119,32.07079
988,691.36433903,22.86914
989,643.72589253,7.512854
990,1177.3874428,12.52828
991,534.28355908,6.997702
992,1350.55952641,26.62769
993,1226.08055315,14.95738
994,391.0234984,13.07623
995,1114.1507536,9.797278
996,1106.469466,15.26933
997,465.14864865,9.161522
998,722.17401936,7.148497
999,1004.89623937,29.48325
1000,382.24712439,0.9313638
1001,467.0919211,4.144534
1002,1331.26482692,33.315
1003,1032.25672793,29.29426
1004,577.85845745,11.26888
1005,164.26389902,27.8461
1006,86.05189181,18.39059
1007,1397.85852375,29.9582
1008,458.0343998,14.69459
1009,600.32217937,7.879288
1010,622.79251856,22.00949
1011,1071.43269797,10.68945
1012,1702.51426821,25.48391
1013,577.18846849,11.16807
1014,595.03051849,13.04396
1015,656.13174935,10.26362
1016,518.09064004,30.53033
1017,190.61198396,30.05153
1018,403.44339703,12.11611
1019,661.40933872,24.96606
1020,1708.40811031,17.37461
1021,NaN,NaN
1022,1229.41082334,25.24721
1023,1770.48798012,25.16244
1024,486.0699823,1.794584
1025,505.1031735,4.673405
1026,695.3416426,37.73744
1027,476.2867363,17.53219
1028,1045.90416633,26.83509
1029,691.91698098,17.5391
1030,947.91152831,17.85658
1031,1087.26594975,20.40061
1032,1720.3422795,8.898347
1033,610.14085051,32.25492
1034,413.41576009,6.475902
1035,544.40783788,9.430722
1036,241.15066642,23.71089
