,aster30_wgs84_Iporanga,aster30_slope_Iporanga
1817,84.4757915,8.120044
1818,386.6646564,26.63837
1819,146.46518691,12.42816
1820,815.13663034,1.3769
1821,862.98225964,12.16522
1822,734.52263105,19.09781
1823,191.30932914,21.76239
1824,600.43752755,18.85644
1825,703.7555166,14.51589
1826,794.61092939,21.97908
1827,507.008936,24.54775
1828,803.76330596,8.572802
1829,685.44054649,4.754926
1830,283.55712648,28.56561
1831,682.41577389,9.445793
1832,678.92584281,24.16189
1833,803.44591639,0.3446419
1834,98.77694886,26.50561
1835,184.43128769,13.30867
1836,827.78459975,11.13972
1837,929.55667111,12.4939
1838,81.72752316,16.75391
1839,941.09256827,4.513771
1840,576.06813451,7.174786
1841,59.53240234,14.50495
1842,960.62406406,27.89453
1843,987.55565798,10.32765
1844,234.08553518,22.38381
1845,629.94189983,48.19927
1846,47.48969796,0.5081009
1847,899.60045535,18.30065
1848,100.37492343,16.31997
1849,931.05237248,14.47707
1850,712.95149271,5.385387
1851,694.18990017,19.85384
1852,685.02516116,1.862445
1853,298.31430327,38.23749
1854,671.36114261,12.96035
1855,355.7296051,19.53547
1856,427.531599,14.95266
1857,365.59594845,16.48436
1858,13.31347085,3.410095
1859,841.63649762,13.51347
1860,808.49033228,12.13006
1861,229.62786228,26.59829
1862,286.59716065,22.96684
1863,118.85846255,15.4608
1864,210.31021657,9.953794
1865,64.20173323,15.59137
1866,720.16892198,16.50848
1867,813.57634721,10.41009
1868,555.11148309,22.70017
1869,778.53674392,11.49259
1870,862.19425229,21.4377
1871,767.07919593,14.11097
1872,675.31059529,10.5303
1873,498.88070339,22.94941
1874,938.35917627,22.23631
1875,200.65158026,16.99677
1876,1041.17953701,17.11769
1877,177.56714268,28.37302
1878,658.05975133,7.225696
1879,744.28114157,12.27648
1880,509.94886334,21.75343
1881,835.73221639,16.06083
1882,924.98949014,12.67841
1883,81.46381839,18.33209
1884,126.00272763,32.62449
1885,134.26647484,26.46937
1886,885.57987919,25.16377
1887,949.26592056,6.114519
1888,872.5880619,20.45584
1889,789.83190417,16.33322
1890,806.53616967,14.15705
1891,81.77289493,8.11116
1892,1018.77195313,21.49104
1893,961.99327498,10.71603
1894,711.43352608,10.56917
1895,908.12766704,16.36665
1896,701.97026955,30.92516
1897,34.01792796,4.680231
1898,47.44517942,5.451062
1899,794.58866609,4.00528
1900,804.26206365,0.466446
1901,640.26475025,24.38904
1902,203.21455523,18.21894
1903,844.7696048,24.23968
1904,688.36636333,9.273525
1905,562.19693102,29.49352
1906,1016.83702021,19.63028
1907,81.26642099,9.633159
1908,398.76341821,32.03855
1909,566.22506189,33.70591
1910,302.98059905,29.74503
1911,381.99274111,24.6712
1912,891.83937444,22.78566
1913,141.90735431,12.94252
1914,618.38656068,26.77048
1915,860.99749982,11.52978
1916,696.41779454,7.904027
1917,832.80887705,16.59057
1918,672.20037023,2.697832
1919,472.69614381,24.40642
1920,572.72072146,16.44687
1921,878.24524827,12.36596
1922,414.61698854,24.19722
1923,724.05463164,8.070172
1924,98.37030935,7.820638
1925,35.79511699,7.066381
1926,657.69143101,34.2099
1927,828.77745006,3.410438
1928,855.78155062,11.19394
1929,685.58683764,10.00171
1930,951.14845864,8.573339
1931,614.2485681,10.88983
1932,253.96399404,27.0582
1933,846.57164118,12.38304
1934,413.20045768,24.88564
1935,836.43212321,18.00023
1936,832.81316485,18.21374
1937,67.68061155,18.59867
1938,309.16533191,19.88075
1939,722.25342389,1.392449
1940,938.96760895,4.10336
1941,206.66765225,8.128285
1942,695.60935686,27.95213
1943,408.86393435,17.3252
1944,684.43195389,15.88217
1945,236.62217905,21.44272
1946,1069.21338388,20.23717
1947,698.60679875,16.0535
1948,783.35484038,15.74531
1949,617.56784346,21.69161
1950,862.0237547,20.16655
1951,213.66736839,21.40905
1952,658.85469274,20.54007
1953,447.56422804,22.91451
1954,155.44675499,13.29074
1955,299.67123353,28.40449
1956,601.03829064,20.13684
1957,795.35436054,9.703012
1958,40.70983523,12.21332
1959,821.07513336,26.58474
1960,959.48123588,5.192535
1961,997.96750359,15.95937
1962,666.32934112,13.90807
1963,716.60181446,8.879502
1964,862.83506608,18.93632
1965,931.6639087,3.426044
1966,712.77342802,20.56646
1967,877.57078054,17.08332
1968,811.36451623,21.71448
1969,811.27158007,20.6966
1970,885.17879677,21.14856
1971,230.15139635,14.67301
1972,571.90953382,20.05526
1973,814.71819599,20.29045
1974,914.68355265,11.85734
1975,107.8192946,23.82521
1976,719.14965056,21.62268
1977,393.09705346,20.45082
1978,465.82138403,21.42537
1979,926.88944885,21.65856
1980,780.23623718,23.10169
1981,258.99615278,16.988
1982,144.63148736,9.143158
1983,94.2605872,7.181269
1984,689.49491082,9.783546
1985,883.03938671,23.95742
1986,503.38873472,10.28132
1987,751.7827133,30.06269
1988,698.27229683,11.50718
1989,891.50149237,15.82672
1990,903.94877635,2.876667
1991,461.16126074,16.02058
1992,417.99535304,19.14793
1993,822.35883091,4.568001
1994,771.86383579,14.14172
1995,82.56633732,17.41084
1996,664.47983579,7.807956
1997,428.78356151,11.28339
1998,903.05134844,5.323681
1999,612.74529114,19.01391
2000,21.6319097,1.914632
2001,675.88868167,22.58171
2002,389.75833366,20.50775
2003,405.95675225,21.97036
2004,121.56405783,12.02152
2005,535.81474745,32.04132
2006,114.07321801,27.00464
2007,746.47148899,8.55174
2008,232.80234672,30.92236
2009,453.81425292,21.78646
2010,930.18402721,11.31055
2011,700.1936977,20.15958
2012,50.94257474,22.95258
2013,447.73445703,22.14574
2014,771.46656385,13.12203
2015,821.17717281,11.00797
2016,852.36516955,11.27995
2017,353.4932066,18.81554
2018,46.83765353,2.088975
2019,636.28982629,14.35862
2020,60.69336786,16.73695
2021,103.87339967,6.846728
2022,925.27184132,15.90227
2023,792.52366718,24.07715
2024,600.93861139,5.65978
2025,887.05573596,17.02802
2026,996.07981071,11.03384
2027,158.564448,24.5283
2028,848.91732814,9.866899
2029,398.79423568,15.71254
2030,819.02572718,13.14084
2031,883.8966396,16.41448
2032,145.24004919,2.584664
2033,409.29227371,30.31792
2034,714.1883,12.51909
2035,863.52551713,17.40943
2036,63.36796038,4.367539
2037,902.19352055,10.8633
2038,755.62689914,26.16521
2039,830.44735544,17.1449
2040,733.58742952,3.143889
2041,151.41672636,22.50716
2042,958.33619853,12.50052
2043,851.34628297,9.153978
2044,172.88540041,14.926
2045,722.06273782,14.38996
2046,672.19931159,20.42822
2047,730.96273327,19.28064
2048,208.16963935,11.91618
2049,969.88206618,2.234311
2050,732.65782344,13.05033
2051,667.25007995,6.703818
2052,806.03076145,18.13711
2053,749.35364399,7.50919
2054,927.31729907,14.46962
2055,556.50391745,23.85777
2056,156.64475077,20.13354
2057,950.04911365,34.10939
2058,888.94967275,3.975348
2059,679.35102973,9.884802
2060,80.71641654,4.09147
2061,474.48223293,10.87338
2062,101.86306454,8.204042
2063,100.80592764,21.1182
2064,258.06376249,37.00024
2065,943.30822851,5.207686
2066,110.6318027,7.821891
2067,878.39905071,32.02645
2068,837.2703291,6.05016
2069,843.37229492,18.76219
2070,254.70348535,24.86461
2071,936.13723462,12.47386
2072,264.08280042,23.6767
2073,348.06189564,27.86381
2074,717.5839053,14.52386
2075,162.75579698,1.725428
2076,199.03398104,15.79698
2077,723.59680277,11.4316
2078,839.60016764,3.809117
2079,361.96181783,22.31324
2080,904.38314695,0.6893165
2081,913.0813872,14.20057
2082,472.52531994,17.43901
2083,765.36572596,5.634541
2084,932.02835259,2.87787
2085,833.6033644,12.48891
2086,514.50648483,25.61249
2087,104.81061614,29.0053
2088,815.25454354,17.73746
2089,807.59430497,9.160384
2090,330.65464932,18.21546
2091,550.30936376,22.92206
2092,915.71530272,16.72295
2093,223.15861155,16.85998
2094,885.90491686,10.78567
2095,641.85786153,10.00139
2096,938.60550075,7.090876
2097,85.83170444,16.04392
2098,479.90988712,5.167776
2099,881.94583952,30.72232
2100,52.81833581,13.4799
2101,896.95318005,2.895821
2102,731.13308847,7.169111
2103,645.24307993,4.334293
2104,802.48944273,9.241693
2105,61.5216662,25.65087
2106,218.65730601,35.06993
2107,174.35449514,18.23675
2108,203.54893262,5.805486
2109,88.9826467,2.127203
2110,243.1949463,16.88589
2111,899.83078495,11.53038
2112,671.36490768,7.863517
2113,194.64696915,16.97359
2114,669.11305391,27.78706
2115,423.77883801,36.33969
2116,647.8640317,10.59288
2117,704.39985312,6.765932
2118,900.90642737,5.737299
2119,230.05697279,9.31164
2120,270.51543621,15.27456
2121,550.48898481,15.61
2122,766.83615397,17.34136
2123,832.19193622,4.24545
2124,340.06735115,26.31976
2125,74.77880586,13.60932
2126,813.77768576,1.909093
2127,576.56795279,31.78751
2128,390.69721173,11.90213
2129,337.51216907,13.97038
2130,58.84008876,1.596458
2131,639.60868917,22.2926
2132,51.84165526,7.296476
2133,852.60833348,8.198236
2134,356.82045069,13.40566
2135,744.02034054,20.38125
2136,320.61680764,13.29245
2137,786.79012631,27.61817
2138,921.9346026,15.88218
2139,156.85979068,21.84185
2140,652.36743558,28.06696
2141,946.68801018,22.14617
2142,912.15248027,10.86311
2143,198.78923957,18.25279
2144,800.24663549,16.8709
2145,904.8989851,13.17084
2146,784.43072847,8.548265
2147,92.95388446,18.76355
2148,908.61234628,8.38369
2149,919.06739121,18.93421
2150,701.06910154,2.291219
2151,162.55869705,16.76056
2152,231.92229133,10.56485
2153,519.27403185,2.883876
2154,462.78388612,21.63657
2155,777.82711153,2.122653
2156,815.83441042,8.922002
2157,23.82534705,2.381246
2158,903.38112975,2.081068
2159,682.91867199,27.74896
2160,41.6494117,17.81694
2161,40.62645561,19.54528
2162,236.08638268,8.402994
2163,878.00343034,24.49617
2164,742.4191288,10.63113
2165,978.31021925,6.189762
2166,972.39019467,8.9566
2167,752.10418929,14.95283
2168,668.32270129,26.34815
2169,861.91805762,16.36755
2170,552.07633049,20.49042
2171,726.44494524,17.67999
2172,159.52958466,2.382309
2173,18.31429299,4.166522
2174,513.65973001,40.47222
2175,556.40186838,20.88879
2176,284.73414476,24.11851
2177,736.34928185,7.883853
2178,333.708515,15.77595
2179,874.65433818,18.16518
2180,850.59910708,14.0738
2181,250.34967982,39.67788
2182,859.78897156,9.218219
2183,275.30188131,22.02444
2184,739.98145138,37.69221
2185,893.07670195,13.08007
2186,91.37364555,8.840854
2187,835.77848692,13.6104
2188,174.91739897,10.89324
2189,958.0757148,9.354767
2190,774.08358375,11.19079
2191,189.40288823,8.788014
2192,285.13959181,23.42257
2193,82.8732349,8.199464
2194,795.36623065,10.02108
2195,188.55572065,20.72598
2196,252.35307926,24.75639
2197,194.76901947,22.09638
2198,810.37046765,22.50295
2199,341.83279437,37.54401
2200,873.99833974,6.871955
2201,833.5702138,12.36485
2202,913.2489734,13.48442
2203,43.12659518,8.359301
2204,894.99313912,23.73876
2205,171.01981887,18.41088
2206,441.88653866,16.48497
2207,731.90170945,10.36878
2208,750.89213154,19.16156
2209,196.42126199,27.99935
2210,305.34335838,17.56176
2211,761.73130862,14.4071
2212,932.87111107,15.753
2213,857.43420905,5.344648
2214,653.10495904,8.902817
2215,845.54340183,21.10529
2216,187.31769544,32.52275
2217,557.26013373,26.60768
2218,454.43048184,4.584764
2219,506.91350809,27.84898
2220,56.57549555,6.584853
2221,135.82589093,3.116954
2222,707.90651391,33.68776
2223,819.37000333,11.30865
2224,161.74246912,35.58749
2225,792.28414166,3.915581
2226,669.31676628,4.798343
2227,715.43183792,12.14838
2228,888.17176875,19.72332
2229,273.54659148,11.99154
2230,175.77896621,9.861946
2231,139.03608665,21.10976
2232,62.69626485,8.866692
2233,921.97525059,1.061276
2234,65.73181238,27.1845
2235,820.46302328,23.7078
2236,730.30193309,15.87121
2237,879.53476953,15.08192
2238,134.83016642,14.02585
2239,908.97214146,13.88961
2240,1006.21724123,13.71438
2241,265.1794026,8.992683
2242,819.78201704,13.94303
2243,900.44458342,15.45761
2244,788.21917978,10.77208
2245,883.78550258,16.59957
2246,550.44426563,28.35647
2247,282.99247188,17.67776
2248,802.1364694,4.328806
2249,435.72496346,22.64815
2250,699.46528316,13.30061
2251,841.24629039,12.88019
2252,152.39893934,18.62463
2253,898.39872629,32.55907
2254,135.72533425,17.85001
2255,753.62712964,13.93757
2256,247.76695404,27.91068
2257,124.10549809,25.06726
2258,965.35044584,23.40971
2259,525.24401175,13.53538
2260,930.00867799,7.020532
2261,102.04999909,28.88089
2262,828.39958418,13.20185
2263,432.99074643,23.10498
2264,413.15946673,39.56804
2265,118.75169229,21.04642
2266,495.20508511,24.49438
2267,764.43531493,20.50847
2268,689.99576047,2.062899
2269,1082.25113789,23.79333
2270,660.13024629,18.47945
2271,475.14511715,7.931884
2272,968.05534678,6.178875
2273,667.44340399,13.70362
2274,653.89933246,10.51954
2275,86.5255554,7.389169
2276,803.75469169,20.20853
2277,207.11419726,24.4317
2278,338.94354309,22.03026
2279,905.91869805,18.17556
2280,361.20740946,11.71857
2281,224.68043506,13.84798
2282,349.26194382,20.45284
2283,917.35947556,14.93862
2284,689.29980315,10.72022
2285,783.55209316,8.552633
2286,568.70555875,18.51384
2287,721.67331398,19.27935
2288,322.18703754,28.68464
2289,916.90447583,7.129798
2290,800.62923876,6.835012
2291,925.61695863,16.79658
2292,307.84476605,17.95187
2293,296.0348928,26.76954
2294,591.44216116,21.63836
2295,839.72034119,8.238135
2296,683.85234092,28.4736
2297,838.666869,4.422315
2298,644.48013803,28.49954
2299,646.09818926,1.033558
2300,769.20744954,25.39476
2301,924.77605691,6.840027
2302,994.13491385,14.79384
2303,308.5116348,26.83404
2304,194.59520393,11.32607
2305,950.25789507,10.31236
2306,799.39731324,29.00264
2307,482.76029091,27.01512
2308,897.5661118,16.51416
2309,927.10599562,3.786408
2310,137.74423895,13.85687
2311,361.18340857,13.29899
2312,878.76023966,7.849823
2313,50.42556087,11.30608
2314,864.5822029,14.05226
2315,907.23437475,5.345204
2316,498.1440168,26.7227
2317,453.56305829,18.76068
2318,76.94815189,3.354727
2319,765.31232029,23.51504
2320,908.47076264,13.32917
2321,848.63223374,8.83041
2322,101.48997172,17.80421
2323,650.31664498,28.58397
2324,743.55711031,9.449378
2325,759.23013,32.73313
2326,276.12901052,23.40815
2327,222.8746803,17.29704
2328,636.99081784,29.46048
2329,843.7734124,26.00495
2330,409.28974249,13.84398
2331,973.19616187,5.59385
2332,659.17103622,9.174843
2333,320.68371897,20.7509
2334,886.66295455,17.0643
2335,576.62441428,25.27013
2336,78.79323015,18.97857
2337,342.60670224,24.14701
2338,746.63956569,31.97847
2339,953.44936391,11.62472
2340,272.18568041,28.41487
2341,257.8792334,25.00773
2342,768.28991922,19.11123
2343,809.71278523,5.849656
2344,923.9749316,16.56073
2345,784.3050388,13.76593
2346,908.25618883,7.113805
2347,788.69213091,10.89115
2348,48.66883732,17.43628
2349,722.07161868,13.15007
2350,38.41328068,0.4661712
2351,516.95226079,19.21716
2352,733.19542369,6.764053
2353,824.98217747,19.16893
2354,768.15389327,18.57149
2355,897.30422108,15.01388
2356,775.85321336,5.949236
2357,774.47937181,9.116143
2358,47.35188353,13.33988
2359,605.00169641,37.09128
2360,128.10016231,7.702066
2361,823.53111754,9.884909
2362,111.63150425,12.41285
2363,695.23177961,6.358575
2364,707.51287089,9.864594
2365,296.9920327,31.29496
2366,800.55527234,8.381877
2367,938.33518196,17.40357
2368,83.85213732,22.70663
2369,939.7947643,12.6987
2370,327.63081701,8.727436
2371,948.73346192,10.1855
2372,682.64374111,16.64656
2373,675.02425913,28.58845
2374,678.41188815,1.190553
2375,252.8945061,28.90205
2376,942.93769801,6.611344
2377,711.8633724,11.03454
2378,877.83161232,13.53174
2379,752.52373709,8.558833
2380,41.73089691,15.80182
2381,546.8216998,42.93911
2382,428.63190436,25.93466
2383,896.79527458,23.18044
2384,167.947956,23.19173
2385,353.36460594,29.68203
2386,836.22315609,7.643177
2387,768.94271593,16.74714
2388,455.20520218,19.02872
2389,829.86539612,19.08708
2390,984.91000673,16.5336
2391,747.34036039,3.504527
2392,868.51029785,27.59045
2393,534.62682601,20.19506
2394,165.23050477,6.503552
2395,448.08323083,30.51107
2396,754.64472543,34.48751
2397,816.27160428,11.77022
2398,26.13548389,4.792602
2399,668.82957142,12.59127
2400,126.7287653,5.451661
2401,1113.68147427,21.73318
2402,716.01390808,11.60904
2403,56.36034677,14.20295
2404,53.7588601,9.486955
2405,594.56604633,24.13446
2406,842.67704559,12.92116
2407,179.45456049,28.10269
2408,27.43850941,5.550135
2409,977.74294122,3.078412
2410,754.49164456,20.72351
2411,727.46714043,17.01254
2412,828.40000682,7.17088
2413,237.0760139,31.00228
2414,738.43710994,22.91858
2415,104.81555549,11.60206
2416,631.48141868,19.50134
2417,40.54673773,6.924663
2418,489.67302763,6.26567
2419,333.77880879,17.66324
2420,214.19275757,17.94037
2421,804.46466641,19.42064
2422,898.67281105,13.36525
2423,68.37750871,7.539041
2424,812.43874567,6.357925
2425,380.5287125,22.20211
2426,105.65246628,25.62972
2427,182.45352931,1.929409
2428,222.89207001,4.479696
2429,888.04331499,20.59045
2430,712.67750703,6.360362
2431,765.57564938,17.42657
2432,61.03112242,12.09195
2433,861.77735429,7.284208
2434,193.57805771,29.47437
2435,892.87878908,3.834476
2436,819.62013994,16.5079
2437,73.37038195,7.962751
2438,262.21326828,26.07248
2439,710.83894411,6.939813
2440,814.30138641,22.62199
2441,325.18996617,27.28839
2442,659.51799047,11.43542
2443,805.83901516,3.752596
2444,273.14302582,15.70602
2445,195.75626378,26.82071
2446,789.18072134,22.92748
2447,779.25084557,9.053552
2448,733.85748332,4.999017
2449,754.29062623,27.56079
2450,787.39091416,10.18483
2451,864.01078309,4.112886
2452,412.11779123,18.60085
2453,504.5183569,33.28449
2454,31.30879671,7.911252
2455,708.6414432,5.163217
2456,688.18237445,22.45344
2457,533.91116578,12.64698
2458,826.66288956,9.229322
2459,94.67722069,7.613896
2460,792.61524348,13.73894
2461,690.45696714,11.24306
2462,911.04618127,20.55602
2463,658.33870345,6.060434
2464,68.82303292,8.64824
2465,297.00870496,16.69884
2466,844.79140821,12.87385
2467,171.62848441,5.6123
2468,174.04737889,10.54366
2469,779.01599397,20.19792
2470,608.21762084,36.8618
2471,870.94827782,9.074758
2472,135.06613136,14.3396
2473,798.4857424,17.01757
2474,771.39549285,6.169958
2475,583.64066795,33.15144
2476,190.03153082,27.10919
2477,713.2817963,16.63772
2478,434.0103736,28.24714
2479,877.27333162,26.17979
2480,780.41206036,14.40335
2481,255.09547645,18.93864
2482,820.57028545,13.54472
2483,172.4955944,23.71522
2484,947.18435301,39.06594
2485,309.8181284,14.50011
2486,338.23458982,31.42376
2487,341.58609826,10.58051
2488,980.19195504,17.97009
2489,650.30973097,4.017465
2490,65.80903882,3.376355
2491,667.86649314,30.31802
2492,559.72904144,27.62773
2493,827.50370617,14.48224
2494,310.55609452,11.59884
2495,496.66055671,20.74677
2496,833.05688867,8.726474
2497,798.39773074,12.22623
2498,877.53913645,9.001885
2499,255.36800449,36.32813
2500,542.66839662,7.69302
2501,863.89882082,7.641167
2502,757.21612598,5.065621
2503,635.43092818,24.09877
2504,679.08952476,8.613053
2505,202.52339276,19.81255
2506,262.94459499,17.96358
2507,841.76127779,19.73146
2508,691.51762143,11.90244
2509,144.68522353,4.016483
2510,821.41002718,8.38966
2511,821.66555933,15.21658
2512,892.28404531,12.08346
2513,873.96396553,10.86324
2514,819.527156,20.56904
2515,746.46111339,9.615558
2516,960.92995325,8.63493
2517,615.64469139,24.02908
2518,738.6996476,25.04715
2519,987.78140202,15.99569
2520,846.86071874,21.80662
2521,602.05284968,36.0729
2522,238.66083077,20.70901
2523,774.93370183,8.724703
2524,930.11471583,2.406489
2525,56.73936874,6.020358
2526,879.90631287,8.578738
2527,827.41978381,8.563247
2528,929.83487155,12.56469
2529,915.83772033,17.56923
2530,909.78408367,16.39181
2531,662.45665795,6.293773
2532,912.75552186,17.51162
2533,714.21983142,12.20903
2534,293.20580211,9.44952
2535,152.05237855,26.84508
2536,890.03036844,6.207941
2537,53.61105514,22.85477
2538,34.82267345,9.229354
2539,872.22017497,29.78198
2540,554.73608032,18.91961
2541,904.79020126,19.04034
2542,71.81541226,5.256957
2543,853.92756817,24.78036
2544,795.21132115,21.71512
2545,238.51227665,2.782546
2546,47.92607821,6.050072
2547,1004.90212407,9.718236
2548,1031.70558693,38.91692
2549,737.37756891,11.63888
2550,451.49454196,11.50395
2551,84.96469554,7.262015
2552,687.49140835,3.911657
2553,453.63443159,2.669211
2554,859.60600912,4.149417
2555,57.95281938,14.23007
2556,797.66855361,29.71259
2557,213.18191105,3.091076
2558,652.52996557,22.52548
2559,252.05269611,21.68501
2560,941.25447291,4.472697
2561,65.20171281,7.962073
2562,868.96223447,17.0022
2563,870.66288123,6.919688
2564,142.42477293,4.473847
2565,743.46905891,13.62559
2566,839.19966914,15.35943
2567,650.4447045,10.14876
2568,957.43584271,32.03112
2569,54.1519099,22.43101
2570,755.39713549,6.291204
2571,98.15391264,7.914442
2572,62.46453444,3.500808
2573,872.54236282,13.86691
2574,661.62623038,14.61814
2575,796.68349118,19.61021
2576,976.07143834,17.87346
2577,854.16215225,30.57615
2578,858.11993351,15.77161
2579,672.9573557,4.023777
2580,534.94207077,17.35135
2581,647.03493483,11.53427
2582,113.08160941,9.316486
2583,866.91937775,13.51811
2584,104.95134464,6.390217
2585,904.52771398,15.42199
2586,720.90005054,19.56072
2587,945.90674899,15.40269
2588,846.15857733,2.298749
2589,258.12195738,17.8812
2590,694.31621946,18.94041
2591,994.23382649,9.537229
2592,899.87124772,12.17178
2593,688.2258781,30.59842
2594,841.41899784,6.85011
2595,121.27622701,39.85394
2596,114.36680048,22.79339
2597,773.44792046,22.94631
2598,773.44812128,9.649763
2599,682.7565784,11.38099
2600,443.3260407,8.983081
2601,108.4897113,3.754278
2602,709.80486424,23.64871
2603,821.82263548,19.93451
2604,672.34431643,0.5078107
2605,823.57743934,12.72407
2606,55.87972393,4.602144
2607,677.89552692,2.228179
2608,881.81813023,13.35896
2609,723.46022435,7.217107
2610,232.67105053,10.38623
2611,827.29296206,20.47412
2612,409.83070884,21.45829
2613,224.83147495,15.87686
2614,852.81742942,5.086393
2615,204.31833187,37.37283
2616,271.44009085,20.26217
2617,956.17803119,19.47978
2618,145.61929627,25.30955
2619,835.46189706,18.32418
2620,541.07937194,12.3407
2621,123.19152886,6.373646
2622,764.62924743,25.63916
2623,819.47851119,12.96767
2624,714.36385111,10.40833
2625,790.46404266,22.97826
2626,209.28008884,9.08889
2627,740.20392945,1.90673
2628,174.96088937,19.7415
2629,657.68415819,21.31265
2630,822.50442202,18.77196
2631,310.57581212,7.711412
2632,896.19064043,19.31574
2633,265.6220768,17.67718
2634,823.45075227,8.846054
2635,383.04597697,29.05219
2636,524.76265633,36.23351
2637,663.9239637,5.431
2638,335.86223278,19.88942
2639,533.67008502,4.163578
2640,994.11265428,9.614953
2641,45.63036631,2.22934
2642,32.26275658,6.54239
2643,25.5761546,5.131884
2644,638.10681222,5.486153
2645,988.09015855,9.684433
2646,523.60386019,25.1894
2647,125.75222992,8.706267
2648,706.46213602,13.6272
2649,611.1158989,13.49484
2650,805.34281562,15.63219
2651,203.11921719,22.77576
2652,237.74084945,31.14556
2653,519.43202928,5.93545
2654,341.87866444,18.18928
2655,691.10588703,0.741993
2656,122.05937686,12.8654
2657,369.96925715,2.380695
2658,945.97106203,1.930577
2659,415.5592109,25.85236
2660,944.81270068,27.93576
2661,701.9630418,16.67295
2662,791.8493079,14.45266
2663,778.4781678,16.99638
2664,411.88901718,23.20562
2665,498.59174639,29.96263
2666,309.95928357,13.33951
2667,102.87872017,11.85701
2668,744.55761296,17.32369
2669,664.89040623,14.46941
2670,551.81701855,26.55207
2671,273.60678748,4.672083
2672,705.59457299,21.61028
2673,787.01746137,3.484243
2674,36.62726109,4.303484
2675,592.45905949,10.81403
2676,354.16992338,14.96877
2677,717.66239622,14.12827
2678,820.53171599,9.641028
2679,723.29495115,14.64893
2680,971.29208329,8.522456
2681,803.60320165,1.377479
2682,112.85670104,13.5828
2683,769.10745944,6.007161
2684,340.12412215,16.88189
2685,53.93943147,19.42385
2686,41.55737211,11.07904
2687,632.20442021,22.03369
2688,758.73859397,7.787665
2689,106.98874685,23.49106
2690,837.54598669,10.05722
2691,239.9030624,9.416648
2692,703.46088544,17.80687
2693,194.71306159,9.870725
2694,444.58057805,27.87016
2695,833.75407634,21.60767
2696,104.58403006,4.332442
2697,69.47472643,10.2069
2698,42.6964606,4.591847
2699,89.25371638,22.53426
2700,787.05569384,10.04961
2701,76.70837824,16.35112
2702,556.668049,21.47884
2703,216.77578984,35.28837
2704,693.2116197,23.69378
2705,116.412463,14.81343
2706,818.42140514,8.722939
2707,729.6480653,11.23409
2708,41.5154485,22.47861
2709,701.0476584,11.13894
2710,502.92072696,22.4954
2711,671.06303339,12.24532
2712,66.54204691,17.583
2713,165.41821029,7.58742
2714,282.00164636,27.50914
2715,456.95137434,24.98453
2716,22.54862917,5.904084
2717,891.07510254,24.64546
2718,779.3134898,12.8444
2719,877.981225,14.95422
2720,491.04447133,34.36935
2721,771.55362371,14.2211
2722,393.08394516,18.81565
2723,104.75812827,5.923342
2724,303.97959164,13.90205
2725,716.40860964,14.77678
2726,817.23423437,18.44054
2727,651.16662124,12.46471
2728,806.39736454,2.064736
2729,29.64425974,4.889622
2730,240.57784935,16.23529
2731,610.82853592,19.26396
2732,859.67335356,19.77403
2733,811.10102675,26.80326
2734,486.72343739,15.88093
2735,913.82798364,14.97196
2736,364.41647962,22.26266
2737,183.79064943,11.76845
2738,780.77503168,22.40668
2739,48.41973085,14.03219
2740,705.59455123,22.13811
2741,894.72101313,8.609873
2742,541.66766954,22.95516
2743,764.68723335,17.93901
2744,47.73624583,2.807752
2745,903.72146706,8.285888
2746,920.28867885,10.26572
2747,768.59099602,35.08484
2748,74.7520479,18.07127
2749,989.31996811,9.336957
2750,430.98364912,22.07991
2751,62.75919302,12.04649
2752,301.70768941,33.03225
2753,315.45807845,24.80499
2754,749.27681366,8.090512
2755,579.86231261,33.30351
2756,774.52854505,1.906509
2757,942.09046574,15.19477
2758,722.35933959,14.03296
2759,1009.07426013,11.95286
2760,785.258689,27.1596
2761,114.48743504,11.23709
2762,578.78734999,35.96946
2763,352.78167191,26.57793
2764,161.40813307,2.969942
2765,179.60551933,6.230021
2766,686.27514571,17.05339
2767,501.157742,9.244254
2768,798.41639944,8.689217
2769,74.67679683,14.91742
2770,111.84311599,24.64688
2771,240.37184689,19.50048
2772,566.22019663,13.50645
2773,27.47660576,18.958
2774,746.85481448,4.805457
2775,807.24605966,27.07373
2776,709.0987968,6.169333
2777,894.12537442,23.34146
2778,817.57882484,9.885493
2779,841.05148138,15.03073
2780,187.52672496,21.5667
2781,712.32247724,1.590316
2782,902.89453686,17.56964
2783,719.46942991,20.11054
2784,693.15342638,5.134687
2785,32.75857499,5.837066
2786,864.38230415,4.113566
2787,436.42019923,18.44066
2788,186.98939426,26.2096
2789,775.36829069,2.079279
2790,523.79954707,35.40057
2791,860.34044829,16.30241
2792,894.13432373,25.41917
2793,819.58677027,4.912736
2794,297.8365648,28.39795
2795,796.60516068,15.35597
2796,844.56662618,13.15156
2797,695.74727339,14.70364
2798,449.83044356,21.59757
2799,838.99911716,16.98958
2800,393.7302014,6.849546
2801,762.98190954,30.75867
2802,680.48039512,6.511111
2803,837.88792917,4.314095
2804,801.23952963,11.73178
2805,922.34580243,19.10198
2806,627.86341634,26.25276
2807,867.65625919,8.285997
2808,801.25473271,17.99811
2809,974.32899597,19.09429
2810,293.90330009,37.38083
2811,426.59861805,17.4735
2812,133.70899372,10.47433
2813,800.14445018,12.32472
2814,726.83466177,43.80446
