,aster30_wgs84_Iporanga,aster30_slope_Iporanga
597,546.67206421,27.03113
598,896.80094421,11.20335
599,956.10006724,2.110312
600,695.57929389,34.91381
601,161.86596345,11.0775
602,636.99633153,7.810879
603,932.93766249,13.27073
604,692.77873357,25.22022
605,854.80071125,11.47574
606,505.54471874,31.81916
607,155.84941123,11.1962
608,904.15763894,6.0473
609,919.50724377,9.531118
610,489.62999428,30.5428
611,545.07138966,9.533774
612,721.46336769,18.22738
613,668.99236099,10.19916
614,483.2255835,24.13307
615,928.75556586,6.634029
616,554.55672097,28.61437
617,786.25232991,26.75292
618,759.61619964,29.93583
619,723.28451607,13.83643
620,839.45871503,9.295689
621,74.87542315,23.73676
622,949.10559695,15.68817
623,844.53221206,2.5388
624,128.24659238,21.28638
625,496.35866714,29.33433
626,982.21064994,7.871293
627,878.81980791,18.6444
628,696.85491947,24.59336
629,832.31678217,1.484859
630,977.89523856,13.17095
631,174.04234561,13.43498
632,669.47551016,19.24957
633,723.43684396,18.36527
634,767.64881864,24.30487
635,814.0622124,20.79178
636,890.10682144,4.771259
637,958.08020486,10.18476
638,319.97520455,27.30946
639,246.69714098,37.32838
640,674.5075072,17.73024
641,288.36143807,14.80044
642,770.85610612,10.14848
643,330.75192988,22.8887
644,780.19427697,2.797256
645,830.88483737,6.968169
646,630.24220657,8.201299
647,733.45410669,23.48951
648,907.56079409,10.0518
649,681.51008784,13.07946
650,790.41471194,11.26312
651,980.83751989,4.212206
652,212.93852372,15.28643
653,209.49265085,17.54843
654,851.50749747,4.017723
655,965.29495061,17.05753
656,890.29647793,8.210144
657,915.71996597,2.226878
658,96.43919937,17.03509
659,63.82915735,6.947288
660,168.49774607,23.7951
661,327.63655018,20.56443
662,861.26135303,33.58998
663,520.25804477,31.32824
664,930.24426096,12.35109
665,801.4554536,11.49262
666,924.97767068,10.59438
667,865.16096359,11.09365
668,797.2308096,18.54853
669,905.78191974,11.32591
670,156.77260121,23.8997
671,100.04322825,21.15165
672,873.58565249,9.87096
673,41.26566585,1.117
674,413.62120531,19.7369
675,780.17400716,16.48957
676,990.20151813,13.16584
677,632.33669751,23.06788
678,254.72672502,13.71563
679,74.87512097,12.43148
680,679.83161061,19.55877
681,734.65047301,29.61616
682,743.98495084,30.32835
683,954.67890666,13.63683
684,892.93572044,13.91649
685,881.64116924,15.08381
686,790.45502351,13.26772
687,808.78396625,24.20024
688,559.61475567,26.53249
689,924.66239282,12.46108
690,732.53754676,5.386873
691,388.57063816,13.26867
692,482.5077274,13.77989
693,893.75927304,11.57605
694,93.07956407,23.84546
695,654.07281368,3.094369
696,291.03277647,5.885501
697,858.60060053,9.251799
698,681.22224063,25.5169
699,574.07383348,30.92027
700,635.11831278,2.403607
701,123.49445519,5.289489
702,945.16809606,8.307667
703,701.40414224,20.41548
704,977.09526214,19.41095
705,649.2477733,8.96135
706,90.68263387,17.58062
707,553.56191864,31.66837
708,741.298209,19.65441
709,282.11495321,18.88923
710,936.75409027,7.957159
711,148.0460283,22.32068
712,569.18938294,14.17847
713,244.9440628,12.12521
714,872.51154261,12.80647
715,718.26737023,3.803021
716,776.92871133,22.32881
717,735.34759894,32.56902
718,943.20222992,4.824712
719,478.02792187,18.17181
720,418.13125163,26.64297
721,883.92640756,14.02016
722,257.05006344,23.21099
723,847.6233507,20.60707
724,643.99540986,18.63559
725,237.72870844,16.16938
726,721.3319629,15.9718
727,489.52283964,14.57702
728,334.13477087,8.679483
729,819.16339919,13.13799
730,21.51640703,4.212537
731,921.88535125,24.0831
732,746.53778958,2.110255
733,91.34305406,18.40953
734,1043.97576083,14.63475
735,871.30385628,6.505159
736,698.07919357,29.13905
737,710.26730787,15.74177
738,852.45314018,17.92342
739,699.75181215,18.22618
740,818.37799408,1.930707
741,157.98501523,19.47262
742,744.65407107,15.452
743,137.08747464,10.20679
744,375.37630731,28.39758
745,210.62285566,9.268991
746,719.08780492,11.8035
747,752.24466773,8.686227
748,918.9167858,8.638886
749,787.20250683,20.46337
750,495.59077629,28.20765
751,107.05429704,11.00037
752,178.76935599,19.50082
753,138.74841065,8.192099
754,812.59659489,8.876801
755,469.12129795,37.18065
756,106.75978289,7.22401
757,739.57094627,28.14709
758,28.71933888,5.952837
759,730.9726007,7.278764
760,239.83712535,21.00089
761,80.74932718,13.48066
762,99.19165478,20.7157
763,140.95323658,28.9608
764,218.59191126,15.68134
765,932.91291636,18.61896
766,761.92877993,2.407728
767,184.92309134,19.78273
768,535.71324032,10.28489
769,886.01957628,8.554952
770,183.33421314,26.76999
771,768.36150232,18.16156
772,278.13521149,35.21424
773,754.66357713,27.51546
774,542.69552408,13.90655
775,109.08685718,20.2184
776,907.96457351,5.870116
777,834.18959878,48.93212
778,98.47239008,6.111633
779,81.02471281,14.26121
780,305.11937727,4.564978
781,541.32468914,13.09673
782,602.69266396,26.25214
783,267.12500359,25.03295
784,916.09089395,4.86485
785,723.54977188,7.526534
786,750.27164032,6.600381
787,196.96099472,6.611857
788,633.91450039,24.85626
789,411.17563312,24.85653
790,398.58835937,12.76515
791,1004.74502151,5.660609
792,703.37779525,28.75474
793,615.67774359,24.38598
794,660.45562744,6.959637
795,749.22074485,7.090447
796,834.89037952,17.28913
797,843.37197265,21.16867
798,715.13375275,13.40805
799,782.9732325,14.2078
800,726.14259701,6.872388
801,624.08005697,5.811777
802,1012.05398041,7.875691
803,743.90029605,5.131501
804,853.56477127,2.065331
805,729.16923121,1.388977
806,66.68547955,1.724716
807,836.27745818,15.59737
808,879.91214551,8.743259
809,257.65766417,21.07179
810,664.09347329,19.26013
811,718.74330266,10.28299
812,528.05378842,29.9665
813,807.61306616,13.45227
814,834.60617494,16.47911
815,712.74934746,23.13762
816,699.77546902,15.63991
817,1027.21710458,20.48869
818,814.86223805,5.491477
819,983.96449256,17.03887
820,915.96151603,17.36576
821,865.54541617,4.456163
822,123.18941458,14.33605
823,322.34391848,25.10948
824,809.42673525,16.30607
825,982.61312025,34.03378
826,893.27159429,3.026104
827,789.24878302,21.92252
828,237.93636811,17.26851
829,965.80402496,11.18318
830,755.41200858,21.62505
831,786.32346688,15.51385
832,837.06313902,24.60771
833,727.54779981,3.050508
834,914.00820456,7.611729
835,705.6780125,16.94947
836,353.70693382,17.33382
837,108.50846064,28.55672
838,571.61201482,22.58776
839,938.23753654,12.68754
840,914.95752987,9.797002
841,81.98246148,10.03567
842,348.8312049,19.74799
843,931.31781822,15.19244
844,161.87295911,18.23829
845,651.3095966,24.29781
846,783.37645354,28.86641
847,649.07126777,5.06417
848,704.39715374,1.725013
849,919.43775494,9.998935
850,290.1245883,20.02548
851,710.99260108,17.88517
852,312.74552697,9.86116
853,600.85891902,19.08924
854,117.80911799,15.91021
855,293.48599757,19.56815
856,853.0558973,13.64838
857,553.9889656,15.80097
858,752.06836902,3.113171
859,308.85824151,17.58216
860,197.92933846,15.936
861,988.06220309,8.303452
862,875.09969096,10.2534
863,547.79605604,28.17243
864,321.528954,16.89702
865,258.57262561,19.09089
866,871.30181747,15.09806
867,892.94912899,2.382141
868,864.59290607,28.00067
869,772.60648616,15.51708
870,847.11403888,27.72503
871,315.55738916,27.12463
872,877.62225751,19.45548
873,55.84933082,16.70926
874,977.0146696,10.94308
875,858.27909714,9.340886
876,857.30791479,18.91978
877,148.45255986,31.50744
878,863.7669466,16.52218
879,895.5482532,23.70711
880,94.90229144,7.532815
881,886.54227276,15.67748
882,952.8860163,11.43528
883,662.29843689,1.388966
884,210.67882522,8.394358
885,428.16375939,5.895647
886,841.10724685,1.291198
887,373.04580838,11.60503
888,832.12042127,4.44979
889,428.73938621,34.4281
890,187.89879151,27.67419
891,770.43793897,17.9607
892,860.73695249,16.72789
893,108.04377225,27.48321
894,532.51962635,34.67965
895,953.21080946,24.1002
896,324.76320259,8.865358
897,366.17518012,10.5808
898,900.87136714,18.30969
899,824.19559403,18.0325
900,742.35992975,15.51095
901,881.21567476,10.39699
902,206.10514243,24.65779
903,758.80109874,11.53771
904,656.60826134,14.21051
905,775.88592727,17.92332
906,978.17421474,24.14634
907,724.40383058,12.10398
908,316.51155354,18.48621
909,997.12097399,13.2079
910,844.38003257,13.50025
911,908.93249066,28.12198
912,545.38528966,37.79438
913,684.24503565,5.079195
914,403.80602103,27.09278
915,689.35523789,4.173564
916,935.93212105,7.851305
917,839.26060984,22.73402
918,876.92604668,14.66375
919,942.36126543,12.82888
920,760.97044576,3.094405
921,786.35930907,21.80895
922,831.48955872,8.750755
923,64.80230361,11.93924
924,947.28635744,30.54107
925,789.62855765,3.345554
926,293.68593132,18.50345
927,963.1654152,14.11458
928,853.3467628,5.923278
929,837.99036391,26.80088
930,784.0643061,26.67369
931,795.6069271,25.60709
932,308.51947437,18.01525
933,889.35470628,19.14353
934,865.1850674,18.35923
935,870.09268207,17.7662
936,28.76593919,1.486154
937,158.08348477,28.98599
938,47.68614782,15.78621
939,912.53713729,18.35239
940,334.44524627,17.13119
941,34.31207278,4.592152
942,844.6325245,7.193354
943,475.82653965,25.47935
944,664.08872856,5.830152
945,764.23019556,12.06161
946,27.60397453,9.004673
947,965.13961221,13.15181
948,952.06686252,11.94015
949,292.01903376,34.89707
950,865.54377083,5.860533
951,321.05782101,21.71596
952,29.59919915,10.4392
953,694.16628521,1.486491
954,825.26051791,24.33616
955,711.25808702,17.8122
956,890.23266145,6.962846
957,363.64558576,18.26786
958,832.02500374,18.67897
959,899.01018647,20.87336
960,747.98649695,32.78138
961,601.90814467,18.82134
962,772.0257558,27.17008
963,105.51446409,37.07209
964,278.13454423,19.82734
965,188.08235697,12.63847
966,720.35863961,17.09543
967,442.73336261,24.27219
968,775.81301495,20.93382
969,738.46658659,15.29455
970,356.86513737,28.50524
971,83.77825001,16.49667
972,199.50261651,10.50552
973,815.26729597,17.05821
974,700.44591405,10.80038
975,59.79133864,3.571693
976,597.00245269,29.8981
977,836.62211903,22.86271
978,211.04592399,18.65437
979,259.99942161,19.21025
980,708.36237066,12.39171
981,246.49240615,28.1603
982,360.59493234,5.830215
983,93.45782556,12.32916
984,1033.04097249,19.47821
985,766.21854053,7.061653
986,903.69114863,18.58515
987,221.35299312,25.63391
988,652.70674961,15.32179
989,838.94129535,12.54654
990,338.18661618,9.397486
991,663.92522966,35.41597
992,697.45080813,7.534636
993,627.08000022,11.93885
994,681.51279337,6.022863
995,248.96537792,18.47407
996,838.3519182,9.656437
997,876.83762511,14.76332
998,567.83255017,24.52491
999,693.14324457,9.880792
1000,760.32538675,25.49301
1001,615.02237639,3.319466
1002,108.8070977,24.56891
1003,822.03513985,24.28073
1004,715.78107776,39.10512
1005,100.05078595,7.815204
1006,39.89708453,5.015615
1007,258.07051291,10.93274
1008,663.25763578,12.23715
1009,78.82538332,13.97281
1010,120.63096138,2.584172
1011,199.96336514,23.64123
1012,71.44143397,6.497018
1013,146.66326459,15.14743
1014,929.74382212,9.885174
1015,795.41184984,7.961529
1016,646.929948,13.18111
1017,951.0717099,17.14834
1018,348.15670181,5.736644
1019,766.28357132,15.38055
1020,835.53781484,3.804022
1021,761.59116938,18.29555
1022,991.24498363,16.42178
1023,710.88970911,13.81222
1024,630.88416799,6.968136
1025,835.02848315,21.64927
1026,923.28596486,12.15392
1027,120.03027133,6.272922
1028,711.76507556,31.60775
1029,39.76873454,5.339088
1030,634.23110848,11.53851
1031,958.27763244,12.78799
1032,165.90014009,21.6679
1033,950.79609729,17.29937
1034,933.15108191,25.95623
1035,797.43536894,7.064944
1036,912.05284098,13.22465
1037,360.41976916,32.76831
1038,821.25617087,23.23029
1039,592.34482199,6.264007
1040,35.88405519,0.508356
1041,908.12951328,3.834068
1042,342.55955721,23.44615
1043,852.08419178,33.73149
1044,670.15250356,6.149939
1045,760.30254362,11.2629
1046,861.48781692,8.738897
1047,665.04887773,3.85972
1048,652.36373343,5.700227
1049,622.49540929,16.45585
1050,681.08617467,15.50078
1051,695.27764297,27.27959
1052,20.49876274,4.131467
1053,263.40329846,19.44991
1054,123.88947539,9.673245
1055,964.17817376,2.779696
1056,494.38653282,18.95409
1057,948.99461736,24.72637
1058,518.15713566,8.157474
1059,214.89276462,10.45408
1060,383.96556077,22.38077
1061,907.64553488,3.828961
1062,866.44118982,5.888008
1063,948.64389327,32.14817
1064,201.52822167,26.04081
