,aw3d30_wgs84_Iporanga,aw3d30_slope_Iporanga
5017,735.79298938,32.44424
5018,660.45877494,15.52377
5019,324.94798036,28.79729
5020,873.5464414,14.54327
5021,433.73679299,26.17211
5022,NaN,NaN
5023,224.73571774,17.73715
5024,NaN,NaN
5025,873.78886982,8.953022
5026,911.17865651,8.410095
5027,886.91809304,15.31528
5028,596.66901205,21.82795
5029,691.31260174,23.38637
5030,736.34187858,29.36514
5031,NaN,NaN
5032,828.84389426,9.231194
5033,427.49705143,12.88335
5034,NaN,NaN
5035,NaN,NaN
5036,715.32647912,13.84085
5037,809.71042773,4.458414
5038,NaN,NaN
5039,23.32111566,2.837344
5040,664.38240738,6.763014
5041,821.64621261,6.067576
5042,161.02150589,21.18637
5043,245.43563824,24.19024
5044,49.39925561,11.02419
5045,859.464969,17.63258
5046,124.03956809,29.2403
5047,NaN,NaN
5048,838.69678645,0.9301117
5049,920.16557287,14.83639
5050,801.36493562,8.62042
5051,871.40355841,5.114122
5052,592.2710362,3.97577
5053,745.36320468,26.15124
5054,828.94346035,41.31069
5055,75.03584384,31.05758
5056,69.80120779,6.780121
5057,949.75102768,31.21848
5058,765.04920738,12.27207
5059,747.22631836,29.2522
5060,905.73947531,7.567729
5061,527.81874287,34.04967
5062,67.89582075,10.29531
5063,838.45787476,15.36726
5064,970.06970765,9.201034
5065,NaN,NaN
5066,97.75991409,11.69008
5067,859.21031615,27.67859
5068,514.96666891,15.44772
5069,681.41562546,6.212327
5070,293.70564405,22.24515
5071,838.32789009,24.44345
5072,943.90817467,23.52171
5073,500.46025785,24.60658
5074,721.05973879,14.70648
5075,908.95172403,7.610393
5076,851.50513701,8.201643
5077,1039.34147033,22.64141
5078,670.81560962,23.18943
5079,804.36441026,0.6891724
5080,266.59721891,26.36323
5081,295.71628731,22.57008
5082,88.9142985,18.96906
5083,412.4612286,19.82026
5084,745.45997742,0.6888282
5085,479.72878639,24.34837
5086,768.19779314,24.50298
5087,NaN,NaN
5088,NaN,NaN
5089,706.22247678,13.82848
5090,871.3676472,34.71187
5091,70.89252087,8.833714
5092,593.17197286,37.52857
5093,916.15009573,32.1334
5094,157.03635337,28.86226
5095,873.46054484,7.575208
5096,915.12594644,1.727743
5097,867.02412221,20.20518
5098,1007.02867985,9.707277
5099,819.81553727,8.886829
5100,965.05937352,4.368666
5101,630.86779766,31.17132
5102,818.92808512,6.07949
5103,706.62142473,13.77685
5104,443.78549391,25.48128
5105,882.01602795,1.190037
5106,718.08840287,23.82149
5107,537.18239844,11.24971
5108,748.72178687,20.78124
5109,592.17726662,30.55018
5110,666.04478783,6.830187
5111,853.19455933,17.4231
5112,865.73132105,12.32452
5113,944.37649426,3.426867
5114,801.01495895,20.45176
5115,820.56505934,2.461489
5116,180.57164878,24.46918
5117,746.22875266,4.886946
5118,507.09721294,4.923566
5119,338.57356481,32.2474
5120,692.45340441,32.73152
5121,711.21366104,23.66225
5122,272.8433015,14.66816
5123,906.80919739,9.774688
5124,746.99933075,22.34325
5125,843.42204911,14.86423
5126,NaN,NaN
5127,502.82395761,35.93115
5128,286.24771261,39.04332
5129,NaN,NaN
5130,118.98492553,6.598818
5131,917.74783625,19.9933
5132,NaN,NaN
5133,254.76077636,19.39246
5134,239.00308282,23.49474
5135,NaN,NaN
5136,844.75396134,14.25421
5137,311.24811535,5.14437
5138,689.61396823,10.76168
5139,801.26964614,25.3904
5140,412.82769466,30.21945
5141,308.51066933,17.88119
5142,964.15644923,8.726647
5143,720.74222866,9.459571
5144,616.66728739,30.82662
5145,637.32104408,5.88065
5146,926.18856993,20.3972
5147,NaN,NaN
5148,194.17192036,16.5217
5149,724.25134438,19.35467
5150,651.19947356,14.53217
5151,680.55847678,3.411713
5152,NaN,NaN
5153,NaN,NaN
5154,704.47341367,9.442621
5155,153.42340975,1.598799
5156,845.35597671,11.93184
5157,798.50513117,22.9004
5158,41.95794326,1.294785
5159,NaN,NaN
5160,1221.2211062,20.07272
5161,732.23792037,23.39205
5162,741.35739884,2.744392
5163,838.95447107,3.112512
5164,859.3882447,9.917346
5165,514.90513574,32.78576
5166,889.09516523,5.478397
5167,816.42266877,8.843161
5168,814.22356918,11.50848
5169,814.27453488,22.8987
5170,915.34685932,7.620721
5171,644.68269672,15.1011
5172,162.16475669,9.616142
5173,115.3664286,13.04998
5174,766.39002436,25.5614
5175,68.28657698,5.934309
5176,762.1112519,10.63205
5177,556.9067389,21.61794
5178,759.53335964,6.274019
5179,57.67598853,21.21099
5180,659.15095312,7.993064
5181,1051.05893543,18.42912
5182,NaN,NaN
5183,934.70482279,1.117528
5184,1117.36347526,17.52985
5185,842.38098537,16.75075
5186,837.68542399,21.19198
5187,744.27980017,4.212531
5188,340.3668862,14.27034
5189,764.55556552,19.82521
5190,892.4961238,5.057161
5191,529.67720934,5.486635
5192,514.60926747,11.57009
5193,68.84262651,1.786422
5194,656.1215688,3.83219
5195,746.42281157,24.09179
5196,755.0842767,20.46104
5197,611.55503972,8.114614
5198,NaN,NaN
5199,901.47142209,25.51402
5200,888.21185355,10.59905
5201,818.78481362,21.09908
5202,118.62015623,10.1959
5203,691.41601726,12.87839
5204,NaN,NaN
5205,516.91501918,32.16097
5206,677.85469274,13.26665
5207,576.92765614,18.09151
5208,NaN,NaN
5209,NaN,NaN
5210,890.33736479,8.846707
5211,708.0611219,2.670143
5212,47.22623454,8.419003
5213,240.19725622,21.78518
5214,858.22769263,13.51904
5215,685.22959989,31.75634
5216,779.5652961,11.13551
5217,NaN,NaN
5218,317.92966344,15.45117
5219,761.96761411,40.68969
5220,NaN,NaN
5221,689.59919599,14.19176
5222,111.81958463,11.70235
5223,NaN,NaN
5224,652.00557318,7.882502
5225,722.41803019,10.25913
5226,851.79314169,2.812284
5227,455.59407923,4.450258
5228,843.28560861,22.22243
5229,872.33637281,23.02571
5230,87.22470939,9.987979
5231,936.20594789,13.18141
5232,682.06689401,4.280343
5233,734.9358365,3.482405
5234,821.66628271,12.00572
5235,707.33335799,6.864358
5236,204.98671679,29.19609
5237,287.43588605,29.84291
5238,709.48890688,9.868171
5239,NaN,NaN
5240,638.46248708,3.574153
5241,128.47660593,11.82483
5242,177.0628765,22.87068
5243,929.0400237,21.36705
5244,817.85219401,16.39131
5245,820.66512393,17.21614
5246,860.3416478,8.008509
5247,NaN,NaN
5248,902.72717173,6.356319
5249,238.74617933,26.21529
5250,810.41001599,15.6417
5251,902.45152646,20.41817
5252,763.16692341,2.744015
5253,NaN,NaN
5254,977.17232502,6.760911
5255,876.60711709,6.848621
5256,888.50068509,10.51464
5257,560.8845054,13.68688
5258,979.33634224,15.15344
5259,703.60593303,9.518998
5260,151.73652434,4.799614
5261,669.71692715,31.86834
5262,730.27444958,47.7289
5263,824.09104888,3.450319
5264,171.05385049,25.23701
5265,1062.76262052,26.15083
5266,795.38283162,18.66615
5267,837.96701632,18.70645
5268,672.47953827,6.725618
5269,862.93634195,16.48747
5270,88.77102119,10.30339
5271,180.47775573,34.57437
5272,55.65720554,2.539797
5273,NaN,NaN
5274,198.27186706,10.16977
5275,209.70917498,15.28137
5276,872.61424131,7.232696
5277,980.12699769,14.42195
5278,653.06250334,0.7422685
5279,767.02733154,36.71072
5280,746.319428,7.607939
5281,918.30058665,17.04578
5282,841.64042087,21.15075
5283,NaN,NaN
5284,825.39113259,12.30182
5285,610.47986339,18.70669
5286,81.6026388,15.23832
5287,NaN,NaN
5288,544.05383786,22.77762
5289,734.29106634,21.06472
5290,908.76029557,13.04893
5291,601.39474447,6.921981
5292,674.92993623,1.7193
5293,818.39143744,32.63828
5294,948.2089485,8.365258
5295,854.49791868,17.71791
5296,489.51670797,25.37066
5297,858.97712238,21.33893
5298,887.81684686,17.35876
5299,NaN,NaN
5300,609.9106411,11.30391
5301,132.29674911,21.94539
5302,21.32184012,1.378191
5303,840.62345501,12.71044
5304,968.10125675,8.874559
5305,800.69849965,29.95548
5306,254.01136112,26.76788
5307,641.08631209,29.88046
5308,NaN,NaN
5309,903.04704528,7.642965
5310,873.6913317,10.85032
5311,706.51338491,13.29519
5312,173.44367486,12.96579
5313,923.82203031,19.74448
5314,890.85786735,12.30401
5315,905.87616277,7.579837
5316,617.7864859,23.98789
5317,525.49914063,34.06694
5318,474.94041039,25.59118
5319,676.15595899,2.291185
5320,1100.21968452,20.39806
5321,45.91017961,1.190835
5322,549.68740897,30.24627
5323,198.43202175,25.6346
5324,NaN,NaN
5325,763.22038255,20.76314
5326,974.98739558,13.20198
5327,103.75777342,16.07721
5328,684.35874288,6.51387
5329,680.44994696,14.02373
5330,283.5462059,32.26617
5331,249.0577542,24.53301
5332,NaN,NaN
5333,696.5220561,17.32438
5334,170.90105746,23.3854
5335,733.09483761,21.74469
5336,519.89171038,5.326995
5337,460.34750747,27.69117
5338,NaN,NaN
5339,935.9558444,9.971957
5340,821.59748588,24.91802
5341,959.6144598,2.570495
5342,819.82406139,4.110166
5343,692.30075678,10.24516
5344,NaN,NaN
5345,770.74801187,36.48771
5346,611.37306096,33.81659
5347,769.70700866,6.673918
5348,841.33577252,18.31906
5349,919.16585609,8.557189
5350,118.81927075,27.19404
5351,69.90369855,3.431596
5352,44.60856521,2.539536
5353,867.77613182,4.832326
5354,895.82272321,10.30337
5355,1015.04661181,32.14044
5356,789.4810843,0.343541
5357,NaN,NaN
5358,756.78645839,29.17951
5359,651.11025436,6.226721
5360,NaN,NaN
5361,178.70759928,4.21386
5362,843.23859013,11.59766
5363,988.68931374,13.47863
5364,217.06294201,16.62482
5365,212.58107493,11.78447
5366,732.0116825,4.122852
5367,805.46107939,18.87878
5368,105.91385044,30.88389
5369,1010.2359806,32.47932
5370,668.23513887,11.49278
5371,117.84463422,4.892731
5372,NaN,NaN
5373,982.64682283,33.36002
5374,20.39592669,2.837335
5375,89.74879358,13.43418
5376,848.55144081,8.320239
5377,NaN,NaN
5378,915.97873589,22.78498
5379,51.84060452,1.451123
5380,NaN,NaN
5381,1010.97345509,16.17969
5382,253.67954151,17.35937
5383,717.8114163,20.17207
5384,829.71284592,19.00518
5385,872.94882341,28.6699
5386,838.94680199,20.61372
5387,832.66346734,8.61304
5388,882.57543508,14.11794
5389,970.04473583,21.5223
5390,698.69978358,20.42139
5391,395.7245388,17.21795
5392,928.23831829,8.541545
5393,NaN,NaN
5394,935.94097269,12.54422
5395,790.25408864,16.36969
5396,789.93205359,2.067741
5397,818.15758973,25.24828
5398,NaN,NaN
5399,284.53761246,33.95404
5400,709.22789783,20.73065
5401,894.55438073,10.85099
5402,582.70844843,7.617526
5403,732.48999473,7.561645
5404,916.86032897,15.46066
5405,492.14436368,24.44869
5406,887.72124508,31.18947
5407,727.87534456,12.84832
5408,NaN,NaN
5409,926.15502582,14.08333
5410,785.60257633,7.280396
5411,715.54321813,7.560364
5412,NaN,NaN
5413,NaN,NaN
5414,NaN,NaN
5415,584.49465745,29.19512
5416,429.95621583,26.79521
5417,654.00733217,8.917772
5418,878.47352974,8.947069
5419,891.35559458,28.3967
5420,949.88192578,15.58962
5421,884.99475345,18.15282
5422,976.71798698,13.6304
5423,984.17984587,4.674277
5424,NaN,NaN
5425,177.02033463,20.62645
5426,952.93883789,29.46168
5427,68.44467646,5.381324
5428,825.20475849,16.37831
5429,765.56690681,NaN
5430,702.16374195,4.024063
5431,748.89667356,8.991783
5432,686.160769,19.63742
5433,739.81804214,17.48665
5434,326.89792241,13.4757
5435,526.92426075,21.23058
5436,NaN,NaN
5437,125.51970274,NaN
5438,711.55469318,19.16932
5439,416.76035503,32.12059
5440,661.90326544,8.876453
5441,885.62001588,8.422881
5442,NaN,NaN
5443,756.93977167,4.459873
5444,108.76391692,10.71686
5445,734.76062594,13.28682
5446,233.9672544,16.49285
5447,248.91418051,17.64332
5448,756.10161687,16.73235
5449,749.32508085,9.772198
5450,696.88706705,24.02034
5451,305.13650083,11.9688
5452,201.90244364,10.68917
5453,559.37657248,21.32884
5454,631.35625075,10.59668
5455,713.81934897,25.29537
5456,931.92316032,4.883988
5457,738.98247461,27.54875
5458,712.27527721,11.71091
5459,716.25223488,10.3359
5460,822.41847838,25.01649
5461,700.12691762,15.21131
5462,910.04276385,27.79711
5463,1046.18890959,16.45683
5464,149.53412643,23.18481
5465,NaN,NaN
5466,886.77004466,11.18409
5467,775.18324449,24.50626
5468,1024.33158488,27.59717
5469,802.21662382,9.09875
5470,48.2695649,10.91199
5471,808.22321827,14.54186
5472,927.29827017,15.24113
5473,776.13811113,6.154726
5474,887.95355872,8.120087
5475,946.04458863,8.859969
5476,742.40785435,9.546218
5477,68.42390583,6.306048
5478,919.19790977,8.534485
5479,736.45653987,10.70454
5480,895.21818578,11.27232
5481,674.6837692,23.79272
5482,734.21101074,3.5045
5483,NaN,NaN
5484,664.91060452,18.59903
5485,457.70525858,27.18691
5486,628.26646732,11.85987
5487,925.19338164,2.54009
5488,668.96912442,7.484358
5489,727.06114544,23.47086
5490,957.78973577,15.71531
5491,488.09993757,29.1203
5492,80.93358731,22.7846
5493,739.27621097,13.78143
5494,740.41332336,7.306982
5495,503.57361702,12.12956
5496,608.10423876,39.34879
5497,78.94083716,17.19804
5498,985.79521155,10.47517
5499,267.30659456,34.06205
5500,766.02350536,25.90479
5501,746.36961822,16.50925
5502,272.45888518,19.51209
5503,801.74668621,18.79481
5504,799.15241001,5.847869
5505,794.62967314,10.50635
5506,583.76434628,37.90135
5507,857.01959774,16.96079
5508,674.88360849,10.29595
5509,265.14907455,20.46206
5510,810.83029577,13.06683
5511,650.71058469,16.85147
5512,723.05155547,5.186894
5513,840.51876909,13.19707
5514,903.58025193,7.843209
5515,891.2581386,17.82431
5516,966.29958988,9.327952
5517,635.24380122,5.923122
5518,115.53515579,17.72441
5519,357.19750258,30.18661
5520,1044.22268158,8.61121
5521,857.64396761,12.01698
5522,706.94339505,22.35625
5523,967.04523615,7.828581
5524,730.20712826,17.02931
5525,NaN,NaN
5526,760.21441491,5.834735
5527,647.08978193,7.962493
5528,832.40789402,17.01951
5529,924.77423558,25.00677
5530,683.28631203,26.54498
5531,642.75306202,32.20593
5532,797.55799254,17.07174
5533,125.94870128,6.490103
5534,1001.64948185,14.00102
5535,NaN,NaN
5536,799.17459437,8.880437
5537,810.44790644,10.88045
5538,174.9115509,24.02507
5539,751.10782515,26.5967
5540,64.96153609,16.88401
5541,783.41476681,19.59883
5542,910.74810632,17.99238
5543,459.19907691,21.13635
5544,224.01018769,22.52877
5545,NaN,NaN
5546,1050.74158416,18.88516
5547,946.24340277,22.79432
5548,1102.2897664,15.30066
5549,864.14700596,18.59794
5550,NaN,NaN
5551,256.04094319,3.103703
5552,498.60825359,5.186718
5553,770.09623653,25.94122
5554,267.09099472,33.91232
5555,674.15789381,4.945092
5556,NaN,NaN
5557,139.16522177,22.55743
5558,992.09793824,3.451006
5559,76.47272668,6.158609
5560,136.45989464,13.15031
5561,410.58905536,25.53113
5562,776.15681655,21.60468
5563,850.31832015,2.409335
5564,871.32908612,14.86005
5565,147.9348963,21.31385
5566,686.38585344,3.295333
5567,908.08883958,2.79213
5568,465.59491162,16.89164
5569,1194.24440994,41.25694
5570,170.41476443,32.34807
5571,160.08737239,27.65199
5572,NaN,NaN
5573,61.43818093,7.582523
5574,308.92448768,23.27771
5575,NaN,NaN
5576,388.94058227,34.17152
5577,668.97630825,7.225075
5578,885.42217841,16.54708
5579,430.20960285,19.58269
5580,777.76157966,23.40775
5581,773.65440553,16.72297
5582,921.1404368,19.7742
5583,74.99928014,18.27515
5584,612.88335853,20.08915
5585,876.69351176,14.09678
5586,689.33491527,6.247754
5587,718.45811209,25.93021
5588,NaN,NaN
5589,206.03854115,18.88816
5590,491.23859322,19.70528
5591,878.52963967,19.22515
5592,561.64382105,15.86972
5593,570.09177271,37.95715
5594,132.14348394,17.70948
5595,NaN,NaN
5596,741.07177272,5.810863
5597,394.84545183,14.77435
5598,752.34438719,2.228697
5599,678.15155995,18.30326
5600,299.76416962,22.23184
5601,72.75676509,21.68207
5602,741.95986516,19.22644
5603,932.14223804,2.066461
5604,120.89305674,2.067009
5605,1002.96893123,21.32463
5606,665.00606773,13.26759
5607,483.79773201,17.41086
5608,505.98019506,32.33654
5609,923.83056544,12.41835
5610,914.62559718,23.38617
5611,845.63795742,7.403745
5612,212.58635813,20.39348
5613,216.37215677,18.33743
5614,158.68692552,11.79703
5615,982.67685687,23.94297
5616,NaN,NaN
5617,983.31760954,5.785498
5618,722.52959367,3.483856
5619,1008.26409518,12.83322
5620,209.3197547,24.30656
5621,NaN,NaN
5622,986.19411661,14.43367
5623,814.75639742,0.9315798
5624,418.15403167,9.080894
5625,55.91545023,1.72416
5626,705.21858332,8.61022
5627,129.98146882,4.774845
5628,790.54899349,19.62114
5629,685.14269391,4.574704
5630,769.18106353,10.87104
5631,812.43399214,24.1119
5632,86.54262614,18.80473
5633,718.49401831,12.38372
5634,NaN,NaN
5635,913.05012463,11.30574
5636,659.67233463,16.8519
5637,375.96823781,15.22889
5638,60.37553403,3.752846
5639,637.49595667,19.97573
5640,1015.8329048,14.75994
5641,727.53342737,13.27477
5642,689.64312703,32.85421
5643,682.45402157,4.14973
5644,544.91129695,18.29583
5645,393.35134883,34.72842
5646,835.76626915,3.034952
5647,690.24941637,18.16023
5648,1090.2890848,13.81412
5649,893.07962867,16.6101
5650,348.22850938,9.788331
5651,715.80382137,20.22946
5652,923.78046936,17.8568
5653,661.28512703,6.489257
5654,321.56260189,13.80029
5655,520.52614651,NaN
5656,NaN,NaN
5657,670.17834496,4.164182
5658,945.2488615,19.66851
5659,873.05657779,21.08515
5660,404.13380907,NaN
5661,74.81120499,4.022757
5662,751.36338607,5.849707
5663,502.97318215,18.9307
5664,680.08218097,26.44304
5665,406.08989424,32.20883
5666,887.04384923,5.671138
5667,667.14297536,8.236428
5668,750.48685651,10.94859
5669,767.43915066,2.79608
5670,66.19077577,12.54777
5671,828.62600195,27.30957
5672,97.48284207,8.858367
5673,NaN,NaN
5674,913.76754301,9.645492
5675,891.88303254,8.420601
5676,135.90017922,12.70089
5677,775.70253368,13.65013
5678,NaN,NaN
5679,830.44749468,6.767413
5680,88.1919291,17.23873
5681,327.84809944,30.47286
5682,110.63150219,20.32746
5683,747.32010079,34.41084
5684,167.55441072,35.51166
5685,797.37850397,3.118096
5686,NaN,NaN
5687,915.99550539,18.30348
5688,926.85336968,9.884665
5689,834.07021717,23.66627
5690,727.19002608,10.25947
5691,699.26727777,19.19218
5692,706.71177213,27.19085
5693,783.83748923,5.567557
5694,381.11313853,33.63406
5695,NaN,NaN
5696,181.81562208,8.792602
5697,166.08692902,22.32196
5698,139.74255099,20.54377
5699,1032.60599687,21.44883
5700,756.68715752,15.1745
5701,983.96944309,17.70196
5702,NaN,NaN
5703,842.84649535,29.73758
5704,696.33404037,6.034646
5705,729.27990742,32.50688
5706,70.78287134,9.568845
5707,760.49151054,NaN
5708,780.86404152,14.39261
5709,721.12115956,4.464098
5710,NaN,NaN
5711,745.33151056,17.7597
5712,767.53869473,14.1825
5713,114.73222367,24.01611
5714,NaN,NaN
5715,276.69876527,31.97242
5716,98.45595351,1.485768
5717,45.98582205,3.774755
5718,648.54503134,25.14834
5719,687.50612418,9.100013
5720,806.38126568,32.68685
5721,862.46754077,21.24157
5722,533.24133343,35.08097
5723,797.72432642,22.16718
5724,778.40214867,29.3363
5725,805.75780111,20.21073
5726,749.53593518,3.912348
5727,823.67092286,6.846686
5728,137.88039199,11.13523
5729,913.75228161,14.54615
5730,NaN,NaN
5731,NaN,NaN
5732,929.4218397,7.020547
5733,350.91349606,20.19659
5734,364.88018026,25.91061
5735,76.91864686,12.56349
5736,871.42270975,7.881449
5737,898.84970108,32.53535
5738,226.88086574,23.2051
5739,208.03546652,17.34917
5740,610.06038012,27.96084
5741,714.02534915,11.3416
5742,958.00197393,24.22695
5743,898.6775453,14.13918
5744,506.97104732,11.75304
5745,75.00872596,8.580758
5746,679.50034073,13.86683
5747,866.44087431,19.84889
5748,683.2564422,19.98143
5749,558.73576886,9.725101
5750,NaN,NaN
5751,787.07868403,22.83624
5752,187.15305872,8.652139
5753,708.37063629,6.245543
5754,824.72044524,14.07875
5755,665.63892338,2.404117
5756,299.69312986,34.41179
5757,NaN,NaN
5758,707.44806581,30.49069
5759,NaN,NaN
5760,460.11165433,19.55567
5761,22.29354378,5.067973
5762,320.02819237,22.72246
5763,930.33719928,9.443281
5764,323.57183106,19.94155
5765,183.42403841,32.47401
5766,37.89745259,6.116071
5767,277.05037181,11.65085
5768,935.00268146,21.37908
5769,853.36406496,9.823685
5770,260.6224895,19.83076
5771,673.08816758,19.02767
5772,405.98313592,14.80196
5773,77.23731368,11.91402
5774,153.88474208,24.20962
5775,262.15426765,6.829799
5776,795.23388958,35.13708
5777,902.09302107,15.81451
5778,891.36748887,20.12038
5779,864.37996806,22.47675
5780,820.27423215,26.85542
5781,280.20783654,10.39047
5782,692.27907409,29.71494
5783,457.5612059,18.65478
5784,304.98124506,17.78326
5785,NaN,NaN
5786,NaN,NaN
5787,NaN,NaN
5788,833.15099781,11.66517
5789,650.46458708,24.3888
5790,91.57206808,14.79814
5791,152.01632494,12.96745
5792,191.62236281,10.43394
5793,467.53138762,22.86293
5794,129.60124943,12.60964
5795,871.87086326,12.69716
5796,633.4978414,32.17342
5797,766.80619986,9.3144
5798,868.29149463,21.7466
5799,928.66599319,18.30778
5800,813.04743479,18.02411
5801,695.74860421,28.66804
5802,752.16362294,7.510812
5803,702.37034162,12.15143
5804,859.23687276,4.147355
5805,643.79871435,30.72828
5806,NaN,NaN
5807,364.18534037,1.455122
5808,NaN,NaN
5809,848.32531209,6.946885
5810,801.16383849,28.65968
5811,877.51526911,9.518236
5812,725.48855943,2.384384
5813,800.58792817,25.20025
5814,458.59817213,16.45172
5815,609.1011298,31.14678
5816,720.29698177,20.10047
5817,NaN,NaN
5818,513.42631037,8.380428
5819,683.29725246,2.307443
5820,281.5501375,18.57734
5821,731.54132283,9.862572
5822,366.68013332,26.22494
5823,799.01062452,28.2914
5824,532.23953247,23.88388
5825,868.83928745,15.24367
5826,754.52089739,2.3819
5827,282.66837648,30.82961
5828,478.61699438,6.798025
5829,976.07474834,14.70173
5830,738.87050325,3.437329
5831,803.38930464,1.288678
5832,411.43095181,35.47837
5833,123.88844521,20.85564
5834,865.71282109,15.23003
5835,248.07168911,28.70541
5836,975.00468961,12.08745
5837,713.77703683,2.572294
5838,739.85526923,6.743087
5839,714.13901351,4.356237
5840,56.2408976,19.59735
5841,752.23979214,27.25806
5842,672.04692761,4.806643
5843,141.66805597,2.709204
5844,608.20189906,17.978
5845,161.69512878,9.753181
5846,513.31852493,35.4772
5847,695.30429972,2.327571
5848,879.06259661,12.96785
5849,308.10916869,6.836061
5850,743.37193183,3.71041
5851,900.29108636,2.380389
5852,444.21656204,33.58652
5853,669.37551927,11.5767
5854,739.41309454,8.627103
5855,658.07725537,1.060557
5856,94.32693602,23.74984
5857,780.343942,16.16793
5858,NaN,NaN
5859,741.44288722,22.90967
5860,625.56318744,16.04592
5861,853.3824773,1.589929
5862,533.91441083,29.73958
5863,706.47962521,8.241887
5864,678.45296392,31.48588
5865,358.72751078,24.41592
5866,741.31690282,15.24318
5867,666.3499115,15.01563
5868,NaN,NaN
5869,731.44853528,17.89617
5870,687.30740839,6.993224
5871,893.87307379,18.40806
5872,86.84757897,15.95102
5873,NaN,NaN
5874,736.29632822,27.27881
5875,53.80144351,5.016641
5876,941.2293001,10.28075
5877,835.66418064,27.99021
5878,871.62558301,9.76282
5879,864.00628054,23.75923
5880,176.10260841,10.30075
5881,431.50090015,8.335363
5882,757.43167972,4.237947
5883,855.73809896,19.40591
5884,489.82662901,21.05865
5885,853.96852157,16.32669
5886,239.6082552,8.555479
5887,878.95533709,17.00964
5888,866.86324898,8.093398
5889,163.0813732,20.72087
5890,116.10472095,8.381873
5891,675.13990425,21.60854
5892,881.72641735,14.28853
5893,667.32418852,20.84069
5894,32.6388559,2.108843
5895,868.78979809,9.854305
5896,931.37572398,6.263306
5897,863.72925916,19.05422
5898,833.36798851,9.388736
5899,324.90868405,18.10458
5900,866.43528345,13.80167
5901,775.39705506,9.148172
5902,903.61703667,11.433
5903,897.50394385,17.82433
5904,172.6509999,27.983
5905,NaN,NaN
5906,814.55115808,26.47923
5907,NaN,NaN
5908,833.59620995,7.910944
5909,850.36125457,19.59476
5910,532.10228923,15.34931
5911,858.39918382,16.66709
5912,892.55891627,24.616
5913,749.27694239,12.19967
5914,827.42503069,7.525826
5915,671.02400899,7.867435
5916,727.4828433,0.7439965
5917,836.63203937,38.12348
5918,719.2440832,12.20209
5919,723.38591831,NaN
5920,280.59786118,31.43766
5921,735.35062013,2.698097
5922,194.5275439,25.49118
5923,744.24792411,14.77599
5924,75.59176718,23.30246
5925,520.73577853,27.9502
5926,733.43367421,5.542613
5927,255.60494095,32.22923
5928,825.50479878,7.574167
5929,868.51590576,5.492176
5930,650.91190737,28.11328
5931,484.44398898,12.38465
5932,955.16473753,10.09415
5933,911.1167213,6.264043
5934,543.67638505,16.73437
5935,937.27905177,24.54366
5936,1008.70471783,17.2181
5937,699.08244182,18.71722
5938,605.24026104,30.89004
5939,185.8940761,4.589037
5940,569.96088431,18.21567
5941,NaN,NaN
5942,673.1797014,25.40216
5943,78.55462159,13.08594
5944,351.01313482,22.47055
5945,357.35964511,22.62074
5946,957.18253184,18.9126
5947,430.44872023,21.85377
5948,684.32503942,15.07414
5949,NaN,NaN
5950,781.38475321,2.383359
5951,877.28754387,8.525949
5952,199.87705321,17.5512
5953,943.32561788,8.585434
5954,350.83091797,20.02988
5955,889.65797727,3.277383
5956,809.16518348,22.79893
5957,884.51297697,5.866071
5958,447.30621544,29.18615
5959,672.48789311,6.955706
5960,836.6189627,16.87544
5961,917.62006156,7.910501
5962,871.98171393,4.289681
5963,109.73755825,7.092543
5964,33.50831674,9.888128
5965,875.09701817,17.94234
5966,78.18896216,20.94741
5967,746.12032507,10.54189
5968,860.50965852,7.218882
5969,904.45642567,15.28968
5970,790.60871068,23.01407
5971,NaN,NaN
5972,318.91990013,16.69653
5973,715.4156133,7.892279
5974,44.39572944,6.947499
5975,845.67339819,8.524452
5976,566.1363918,26.22207
5977,803.47617999,22.56079
5978,693.39373602,6.341383
5979,938.86191584,14.30328
5980,625.64445919,6.922367
5981,783.38700221,15.38505
5982,124.22547956,5.623882
5983,554.07715046,15.85415
5984,191.64757776,16.16566
5985,161.36354574,4.755188
5986,276.11201816,25.11271
5987,897.97205575,17.57942
5988,829.58900944,12.74064
5989,893.1762936,31.15204
5990,971.94361871,14.93262
5991,185.57350052,11.8598
5992,798.52427429,18.44823
5993,728.50347073,6.459744
5994,927.63309756,7.350355
5995,800.67699149,6.217895
5996,700.28030458,5.175433
5997,369.7298021,28.2528
5998,924.67541678,31.75702
5999,66.16122431,10.35783
6000,126.97326523,17.92845
6001,146.70747866,16.1905
6002,837.80906485,20.93989
6003,253.08609274,6.550042
6004,987.09846315,12.15383
6005,948.2204465,38.56485
6006,113.40493315,14.5991
6007,350.08872588,22.26991
6008,591.25319249,11.03103
6009,17.4512579,0.4649304
6010,678.94291489,5.528306
6011,519.09480467,35.9342
6012,872.36959185,22.80105
6013,799.5804003,8.2389
6014,683.28849975,17.47726
6015,694.43918985,12.8154
6016,167.87747912,32.0611
6017,358.38884766,18.50688
6018,856.03707821,20.88314
6019,269.74090175,18.10625
6020,700.42089369,7.440315
6021,911.97713956,7.692443
6022,778.36646368,12.97137
6023,940.92444112,14.00582
6024,841.49573254,4.212282
6025,932.2180302,22.25305
6026,827.15248777,30.7182
6027,NaN,NaN
6028,721.46961295,20.35329
6029,859.5585432,14.08667
6030,481.44481432,14.77863
6031,532.9285878,29.68461
6032,977.18978446,20.84736
