,aw3d30_wgs84_Iporanga,aw3d30_slope_Iporanga
2758,734.35893633,15.20487
2759,973.07356599,7.624402
2760,778.25844456,20.4984
2761,123.48743504,11.61249
2762,614.78663502,32.32541
2763,NaN,NaN
2764,162.40814404,0.7424375
2765,181.60551933,1.120267
2766,693.27514571,9.443695
2767,474.157742,13.51809
2768,799.41570158,4.129768
2769,75.67642064,15.69729
2770,NaN,NaN
2771,248.37148685,18.51259
2772,574.22019663,10.00021
2773,40.47660576,17.95124
2774,748.85481448,7.387153
2775,799.2457924,23.48997
2776,724.0987968,1.287397
2777,895.12517631,23.66729
2778,824.57869155,12.5041
2779,847.05120599,3.591016
2780,203.52672496,19.62663
2781,710.32247724,2.228673
2782,903.89383196,6.360981
2783,730.46900893,12.03471
2784,695.15321016,2.536758
2785,38.75820398,11.27384
2786,870.38212814,10.43342
2787,464.42064721,19.6955
2788,209.98939426,26.73138
2789,775.36811696,2.777915
2790,NaN,NaN
2791,870.34044829,6.818784
2792,906.13383036,27.0248
2793,819.58608438,12.86791
2794,308.83677368,25.26059
2795,796.60495633,9.938571
2796,841.56614391,13.1442
2797,697.74768597,20.80368
2798,472.83014981,18.90274
2799,861.99888166,25.70289
2800,393.7302014,16.18576
2801,783.98159324,26.49507
2802,676.48030898,5.849833
2803,844.88723039,7.91352
2804,794.23952963,4.666382
2805,931.34561252,13.74447
2806,626.86317008,29.25549
2807,871.65614886,7.574496
2808,803.2543238,20.17783
2809,983.32878797,17.00621
2810,327.90330009,15.6725
2811,418.59824665,21.36924
2812,134.70899372,NaN
2813,811.14418478,25.17127
2814,713.83430911,38.98751
2815,116.81620066,10.26883
2816,597.95650754,16.7278
2817,891.86672757,7.634583
2818,146.14227457,35.97433
2819,NaN,NaN
2820,168.69559105,11.89754
2821,784.21737344,11.5788
2822,736.34499199,8.734707
2823,832.34702893,26.82747
2824,882.63278243,6.133613
2825,71.76496224,9.987284
2826,571.33503631,NaN
2827,96.90896951,22.54454
2828,977.15605693,4.821177
2829,704.1091023,8.386646
2830,849.91444447,3.024398
2831,945.09524062,14.51067
2832,NaN,NaN
2833,756.6771111,28.43881
2834,NaN,NaN
2835,777.9709684,11.89898
2836,278.84198946,15.09493
2837,839.63962148,28.56481
2838,NaN,NaN
2839,353.9319993,23.47457
2840,51.40718605,11.12533
2841,92.19069583,20.67275
2842,689.88343026,40.65329
2843,851.73157424,19.77624
2844,811.5365217,22.29184
2845,88.03068436,16.65009
2846,802.31660117,6.910858
2847,867.91304823,18.25714
2848,825.77323843,20.87983
2849,420.87417562,11.36684
2850,586.12012657,18.69174
2851,335.83855655,25.44485
2852,791.72086087,12.83329
2853,713.15961418,9.938429
2854,223.58610201,22.014
2855,505.11942605,26.564
2856,93.85458412,21.35153
2857,465.13399526,32.24128
2858,130.25079052,8.825681
2859,900.71470491,16.51425
2860,373.76016731,25.58633
2861,786.24229545,24.66574
2862,954.97195996,25.04499
2863,34.24659283,9.832629
2864,298.7801813,33.40535
2865,189.89829259,22.26353
2866,420.1122171,22.32936
2867,28.41066998,10.80697
2868,809.63504168,9.099491
2869,NaN,NaN
2870,381.19019232,6.837318
2871,84.76604356,9.376457
2872,NaN,NaN
2873,520.65837589,28.28548
2874,903.79606549,10.8338
2875,100.95573252,4.46952
2876,781.54162716,16.51512
2877,851.01101434,23.79192
2878,217.66503803,23.3819
2879,959.07735973,4.420289
2880,750.40162608,3.497309
2881,956.09531159,7.289172
2882,943.38420834,5.771471
2883,767.40654549,33.45844
2884,115.86905189,24.91396
2885,896.5944476,19.57226
2886,56.84058158,12.44677
2887,391.6034624,16.59389
2888,892.5763677,21.1044
2889,668.06573918,24.01562
2890,819.6517219,4.601894
2891,509.65580345,3.0818
2892,57.51323891,16.3345
2893,259.54448385,20.07874
2894,561.67436096,13.05123
2895,936.81649612,7.232929
2896,910.30524025,20.10181
2897,711.82527863,18.97554
2898,54.59253777,1.033082
2899,744.96897141,4.303572
2900,479.46954738,2.119464
2901,591.13752727,31.68742
2902,75.92941931,13.50436
2903,751.32474253,3.36494
2904,836.46315658,12.79099
2905,826.53704431,18.71737
2906,371.11487065,21.03022
2907,841.73636991,2.110383
2908,739.12122743,4.456475
2909,315.05657613,6.541742
2910,778.06419229,20.33286
2911,NaN,NaN
2912,946.38850463,22.31884
2913,886.98880927,9.232677
2914,958.60884239,19.72258
2915,485.74432284,42.2247
2916,764.15784711,25.80997
2917,487.16120902,13.32008
2918,792.17139481,5.475314
2919,NaN,NaN
2920,691.31964092,7.094501
2921,493.65020745,18.68845
2922,NaN,NaN
2923,421.81941497,33.72604
2924,256.97057206,16.76245
2925,70.63527371,13.81561
2926,515.10136628,22.78295
2927,789.41822938,3.855345
2928,855.55927545,3.8142
2929,703.31589958,5.107864
2930,326.89687114,22.46408
2931,765.80802321,5.54481
2932,771.35431901,3.113285
2933,55.8107657,9.140077
2934,898.89818669,11.51733
2935,787.62004282,11.9268
2936,119.48449977,11.31662
2937,708.58200833,8.687214
2938,679.43538509,8.075976
2939,931.99304785,5.28941
2940,840.55051979,25.79814
2941,921.0281986,19.64809
2942,854.37375701,4.644639
2943,40.55126576,0.3449764
2944,882.07487718,21.95498
2945,257.98944839,19.50395
2946,NaN,NaN
2947,276.77312144,22.73505
2948,329.57308748,31.40967
2949,446.95649383,9.538666
2950,215.26537816,32.42969
2951,427.97853424,32.78631
2952,NaN,NaN
2953,309.88337991,9.616399
2954,74.47414833,6.662088
2955,362.5516464,13.81872
2956,84.9772314,27.5049
2957,348.22863887,33.03812
2958,842.78793032,8.388912
2959,NaN,NaN
2960,236.06152889,9.910518
2961,722.39259488,9.190893
2962,544.0650392,19.57881
2963,166.680765,5.552778
2964,544.840551,33.60536
2965,NaN,NaN
2966,581.38689287,23.39159
2967,767.03809319,25.70218
2968,924.63418866,6.837036
2969,824.12985298,3.769284
2970,993.12646291,10.59627
2971,973.66356989,16.90664
2972,711.09465174,27.6671
2973,721.94035453,17.92481
2974,790.28166549,9.953089
2975,138.39255282,7.160844
2976,NaN,NaN
2977,79.26925041,20.61905
2978,656.53454393,28.26198
2979,682.195516,6.430264
2980,NaN,NaN
2981,383.54853429,25.07313
2982,972.30087806,24.32088
2983,656.0514927,17.2723
2984,675.14697487,25.96328
2985,819.59831375,5.93117
2986,658.93829279,20.29527
2987,128.13342979,8.909981
2988,787.79878212,20.69576
2989,662.80944114,40.63445
2990,686.95772518,6.112116
2991,102.48766857,10.29866
2992,668.38055795,10.58079
2993,792.50070966,10.13601
2994,NaN,NaN
2995,907.24090197,25.13558
2996,313.98107525,26.29492
2997,736.65386508,14.92904
2998,160.91079282,29.10981
2999,340.57367363,28.46647
3000,74.78516155,1.291743
3001,NaN,NaN
3002,817.21908734,36.3436
3003,841.23040625,21.54383
3004,59.94273492,3.1819
3005,758.61494433,15.87608
3006,470.70181713,17.7076
3007,626.84497065,20.99924
3008,642.88933525,23.6417
3009,726.53322545,3.973254
3010,521.71758638,6.666796
3011,211.85733307,27.13737
3012,436.96813323,26.12173
3013,771.42412978,10.24732
3014,697.4911267,12.61546
3015,496.93049999,12.08947
3016,871.50907463,25.23162
3017,902.4638143,28.08235
3018,705.38491639,4.793828
3019,178.192348,34.5064
3020,237.99048594,26.33002
3021,32.75813876,7.175452
3022,106.97696045,17.60779
3023,267.61736103,25.74365
3024,833.73993569,11.28132
3025,103.72886349,8.675024
3026,771.23015072,21.3704
3027,87.23110122,15.57963
3028,936.70121639,7.863844
3029,NaN,NaN
3030,947.17221078,3.228069
3031,876.91845633,14.10702
3032,NaN,NaN
3033,209.49432828,25.6209
3034,NaN,NaN
3035,901.77639849,17.60552
3036,834.28501609,29.4273
3037,122.64467702,19.53607
3038,813.64721251,10.77883
3039,727.31218365,3.75454
3040,639.88374122,15.64874
3041,NaN,NaN
3042,358.70313196,13.20227
3043,126.52988455,6.738496
3044,134.63207462,12.85521
3045,992.25615632,5.613102
3046,797.53135023,7.164718
3047,309.65663996,11.64059
3048,426.97976236,18.37831
3049,642.04324783,4.148645
3050,668.26904275,22.47199
3051,204.88580512,9.555099
3052,863.53593183,22.45071
3053,931.97228899,8.221989
3054,426.05787685,35.71061
3055,668.52916363,16.32521
3056,675.46419286,11.20903
3057,814.56806363,22.33285
3058,809.3228203,12.39913
3059,934.87395996,4.136393
3060,NaN,NaN
3061,845.81791892,11.83191
3062,334.03951553,28.31968
3063,925.48486987,15.90247
3064,755.3899139,14.80596
3065,982.12922599,6.21762
3066,798.48238778,4.830708
3067,962.20689606,14.11101
3068,236.00446144,19.06296
3069,840.29423334,21.94155
3070,372.83134856,17.31838
3071,831.894976,16.57318
3072,194.11152563,24.26459
3073,716.80061161,4.01018
3074,828.16146411,15.22516
3075,890.69612737,8.742647
3076,196.76610443,36.73415
3077,870.8490444,17.80997
3078,607.49022312,27.00379
3079,958.80997654,13.41435
3080,NaN,NaN
3081,780.98996846,15.32538
3082,952.07419662,23.73708
3083,78.88078206,4.375704
3084,895.05521445,13.72948
3085,NaN,NaN
3086,781.69813464,11.6818
3087,893.65632543,14.18207
3088,341.08150701,8.112229
3089,819.97306981,19.45368
3090,757.12924423,10.58053
3091,862.22316464,20.17133
3092,847.48825032,13.20049
3093,856.76174281,11.38516
3094,825.67585913,10.78318
3095,995.02218355,6.844515
3096,NaN,NaN
3097,387.83209664,18.62298
3098,807.21368219,22.40373
3099,344.92516015,19.61817
3100,554.15510195,17.34583
3101,814.5511019,23.02761
3102,851.67761077,37.11979
3103,482.59242527,21.96913
3104,769.31952652,4.47949
3105,656.15880018,7.927651
3106,138.55867798,23.46956
3107,941.44313775,29.60008
3108,455.95276449,17.28778
3109,1003.84806677,24.05224
3110,806.40212755,4.475783
3111,721.16236647,24.49249
3112,896.00441133,8.209238
3113,417.00494092,17.42192
3114,915.02103728,14.85048
3115,NaN,NaN
3116,52.75587965,12.56687
3117,758.87922691,14.14124
3118,NaN,NaN
3119,798.76105204,42.33903
3120,898.41018871,11.65093
3121,929.13902894,11.90059
3122,831.42994849,17.16507
3123,927.89258651,14.01332
3124,794.96779962,11.11575
3125,944.16244906,17.05609
3126,654.11398539,1.032506
3127,838.58319042,16.12283
3128,752.27274293,13.80158
3129,536.02227135,28.42349
3130,993.10315413,12.19212
3131,702.83855871,5.48976
3132,393.61334726,21.40629
3133,NaN,NaN
3134,1061.77708976,24.35723
3135,NaN,NaN
3136,879.14180676,20.78053
3137,909.09952914,1.117722
3138,837.33405488,12.014
3139,805.63271164,15.94515
3140,33.85794695,1.035801
3141,123.629208,12.98726
3142,220.61568234,19.14008
3143,NaN,NaN
3144,842.52414091,17.1431
3145,229.87696019,12.91403
3146,601.96763489,33.76476
3147,211.60872356,21.56761
3148,721.21047259,20.70745
3149,755.12020585,9.644669
3150,890.81055994,9.634054
3151,960.080797,8.553258
3152,244.14759604,23.68246
3153,172.42904371,8.128201
3154,894.21590049,9.862843
3155,636.72121993,37.82573
3156,778.74229206,27.30556
3157,NaN,NaN
3158,191.13198309,23.90815
3159,779.59382687,25.72222
3160,685.10576155,4.107591
3161,41.64450796,10.71635
3162,61.27232728,21.88411
3163,637.15354214,7.401907
3164,55.49203445,3.836091
3165,885.4432162,22.31931
3166,216.9643974,14.85139
3167,740.83282659,NaN
3168,934.07320859,1.449348
3169,440.32338435,6.921314
3170,354.12295992,15.21541
3171,826.57099852,1.033054
3172,133.64606478,10.26512
3173,835.50686386,7.233201
3174,932.96271513,8.96334
3175,787.33536853,14.89396
3176,226.62288256,15.92891
3177,986.66570813,6.948252
3178,539.53700418,12.71347
3179,208.26249678,16.65918
3180,1164.99230952,17.26562
3181,604.70661481,8.226722
3182,705.94822292,23.66064
3183,NaN,NaN
3184,725.18650777,11.59167
3185,847.81325952,4.462814
3186,89.35404206,10.55493
3187,168.93159743,16.73319
3188,59.79333494,2.380629
3189,NaN,NaN
3190,85.98173,6.117832
3191,838.60889548,7.911937
3192,718.20063103,5.922727
3193,137.66605895,22.86632
3194,653.09520559,1.906667
3195,98.65428472,15.18392
3196,903.78106383,13.13203
3197,726.72295495,27.45359
3198,956.10194198,31.02731
3199,911.73409894,26.09768
3200,579.2000673,35.42787
3201,1123.02438932,15.4622
3202,851.44160837,15.68001
3203,518.6675231,24.26357
3204,804.43046987,29.94804
3205,890.18883898,17.68738
3206,633.07610653,17.53055
3207,754.23947599,5.14121
3208,807.72084405,18.99107
3209,852.82581296,10.21438
3210,596.69142608,28.37096
3211,993.01692541,4.304358
3212,798.214381,26.20395
3213,839.80891141,24.88957
3214,141.62765856,12.73334
3215,NaN,NaN
3216,626.77026854,27.91876
3217,339.19009627,17.60721
3218,371.37659668,20.12245
3219,575.46436932,12.56901
3220,905.66735588,9.035633
3221,464.78192978,18.74892
3222,724.0102506,20.97919
3223,954.02781293,14.34432
3224,170.9893588,5.159806
3225,696.26786107,NaN
3226,792.36020661,4.88222
3227,692.60800214,NaN
3228,NaN,NaN
3229,878.79469493,21.31766
3230,750.55590623,16.29807
3231,717.44716602,7.6149
3232,726.97147683,3.491288
3233,172.09579994,35.90528
3234,827.84243842,27.21273
3235,757.24062237,36.16953
3236,693.4854352,9.710976
3237,783.46477243,10.54536
3238,NaN,NaN
3239,833.58187443,8.772145
3240,882.59130792,4.850409
3241,908.06269908,10.58908
3242,892.85647614,19.14368
3243,946.29139778,15.44554
3244,968.26334811,8.097652
3245,482.04350372,62.54294
3246,487.17421008,30.06525
3247,274.39066477,21.20896
3248,27.29127518,4.138703
3249,754.9146569,16.45468
3250,804.84859972,31.26465
3251,732.84293907,4.576288
3252,583.20141001,20.76926
3253,747.58817539,32.91553
3254,22.47370477,2.228788
3255,839.3547388,3.975445
3256,768.41044509,11.58477
3257,664.13745886,6.17227
3258,946.26682887,20.78065
3259,769.14049026,9.630056
3260,720.51347359,10.21991
3261,612.91448302,31.17402
3262,128.77026295,15.22149
3263,NaN,NaN
3264,911.07068556,1.593179
3265,673.29540167,5.809586
3266,876.03796275,17.25196
3267,827.3677696,5.19808
3268,892.01624839,14.11447
3269,NaN,NaN
3270,670.43323959,1.64944
3271,107.35280963,20.98961
3272,581.7738552,17.28064
3273,622.47167665,26.99403
3274,638.301018,4.558956
3275,752.80896502,4.934067
3276,801.56552765,5.697089
3277,766.97421669,20.49866
3278,816.96704477,32.1238
3279,249.91805629,13.0004
3280,883.97421214,18.90791
3281,795.53759831,7.263803
3282,904.97267852,10.42176
3283,355.56580205,13.84113
3284,757.25034778,13.91444
3285,754.69766177,15.07954
3286,905.28441292,12.99273
3287,763.44169083,2.891442
3288,920.71208731,7.063759
3289,333.54239342,13.06785
3290,49.49943289,20.99129
3291,934.75141682,11.90231
3292,973.91602557,25.89351
3293,529.12299723,19.32554
3294,59.40993012,2.297585
3295,302.94534556,19.26602
3296,630.5034142,23.09962
3297,764.16215163,22.69062
3298,624.85934539,22.03012
3299,983.99508281,5.007908
3300,786.27644481,9.412702
3301,809.68673746,19.52309
3302,659.92983823,37.34258
3303,624.99021459,0.5063887
3304,843.64150901,20.06157
3305,718.37794516,7.83391
3306,1006.17519075,7.77764
3307,949.22564238,17.52299
3308,783.23590817,28.83859
3309,692.26074435,4.231886
3310,642.21230013,20.70568
3311,NaN,NaN
3312,361.18893278,26.76006
3313,430.79874619,23.19257
3314,777.54220564,1.649526
3315,729.82477763,17.65235
3316,904.84241938,12.21398
3317,771.67180935,19.58873
3318,732.37514666,11.04598
3319,NaN,NaN
3320,288.13428836,3.095348
3321,NaN,NaN
3322,NaN,NaN
3323,97.84228106,6.875844
3324,936.68853971,39.14572
3325,756.41452362,20.22317
3326,NaN,NaN
3327,882.25028871,13.3153
3328,495.86780733,17.71865
3329,712.61158221,11.87622
3330,747.87976792,26.8071
3331,914.16538109,13.4217
3332,299.94937018,30.12843
3333,106.89420585,9.871433
3334,73.49788805,25.07416
3335,224.0802926,34.21807
3336,58.9011018,4.303465
3337,689.33109137,19.61123
3338,683.32239735,2.790345
3339,985.19587811,10.10392
3340,NaN,NaN
3341,798.1587436,31.22161
3342,753.86686513,15.1518
3343,843.88969775,11.77611
3344,326.24481389,24.85128
3345,585.03459123,18.88883
3346,811.36044837,22.11093
3347,925.73094348,8.609332
3348,841.37612854,7.997178
3349,119.0849046,27.19737
3350,568.08355195,24.26053
3351,866.21039685,3.351721
3352,653.99024931,0.3461763
3353,187.11195703,17.81121
3354,479.40468911,35.26378
3355,847.22470774,18.8547
3356,860.49784577,14.7897
3357,293.01197034,14.954
3358,766.72713104,13.64756
3359,1012.35360583,7.513164
3360,199.06356313,8.930615
3361,892.76956589,16.7738
3362,285.60130491,25.98026
3363,491.71911294,NaN
3364,739.2123872,1.014175
3365,53.1048798,2.539326
3366,804.40508056,23.12537
3367,237.02413249,15.77345
3368,394.14659474,18.40425
3369,169.96811878,26.98235
3370,NaN,NaN
3371,148.91473602,29.82425
3372,939.09088021,10.02361
3373,906.15497506,9.124497
3374,599.21011312,32.82023
3375,853.05135065,25.03999
3376,62.65227415,11.97268
3377,NaN,NaN
3378,604.30843571,15.71311
3379,483.94765854,25.72725
3380,29.31920992,2.563118
3381,767.76905732,0.4664189
3382,931.99648816,14.25675
3383,219.59073008,16.01093
3384,941.85694945,9.361736
3385,188.04286159,20.57765
3386,35.51849062,0.5080295
3387,NaN,NaN
3388,244.79535022,9.089359
3389,869.66007834,9.711802
3390,405.50820345,31.34753
3391,750.26523183,13.85155
3392,75.9083635,14.64805
3393,463.73334532,28.43997
3394,540.50780156,24.61622
3395,794.74443747,11.98033
3396,947.93182498,5.2469
3397,547.30042659,25.34131
3398,784.77911085,15.88182
3399,327.03894664,8.221624
3400,113.14629852,26.35452
3401,452.36587836,11.22383
3402,904.98709416,8.580645
3403,882.38464859,12.16618
3404,763.38505087,21.6231
3405,759.22217444,2.380309
3406,644.09509115,2.027491
3407,482.97413717,35.37395
3408,NaN,NaN
3409,553.33262825,20.45043
3410,911.9524523,9.950134
3411,853.40129593,21.41343
3412,1020.0887529,9.200901
3413,674.32468085,2.836355
3414,903.51871565,15.44472
3415,300.71768519,22.40224
3416,145.72420758,26.38714
3417,685.13214515,NaN
3418,731.84724049,5.699248
3419,NaN,NaN
3420,164.98399241,24.64983
3421,301.82708997,8.703458
3422,832.21450486,14.91642
3423,411.07356491,14.54577
3424,472.12987226,21.51817
3425,758.59399319,10.84273
3426,469.79768186,25.4126
3427,244.0132483,11.38033
3428,863.71955993,2.971812
3429,743.84938806,22.8229
3430,819.82125829,4.510227
3431,NaN,NaN
3432,660.20830076,13.79549
3433,789.70411725,7.15662
3434,371.16893995,27.25322
3435,813.82433448,15.03244
3436,NaN,NaN
3437,736.41391303,7.56316
3438,458.85144786,34.22981
3439,917.90962801,11.62753
3440,601.87610601,36.21274
3441,641.80070461,20.95977
3442,893.26498602,25.28714
3443,845.61120197,7.562262
3444,593.68924007,28.67461
3445,769.61275212,2.230949
3446,401.8289954,16.90833
3447,824.22881731,3.037163
3448,670.01299375,1.720154
3449,678.55807972,15.14357
3450,892.63507816,9.380951
3451,704.5923953,14.87833
3452,781.32090166,10.59385
3453,671.39162909,2.228471
3454,NaN,NaN
3455,977.15520834,6.028809
3456,721.25044447,13.69474
3457,783.98689123,28.8188
3458,51.56492798,12.49984
3459,317.17963191,9.541765
3460,238.58813533,6.306035
3461,918.97960737,11.159
3462,616.29367506,15.27552
3463,909.8327699,18.93602
3464,747.37432909,19.05318
3465,973.34429062,31.81404
3466,724.58961911,21.04038
3467,427.27873983,23.23468
3468,988.20961199,6.858877
3469,844.14559318,5.773651
3470,NaN,NaN
3471,872.55800963,10.66569
3472,51.19555147,9.485936
3473,833.23706845,23.5451
3474,337.82542962,15.01424
3475,NaN,NaN
3476,858.06357135,1.016753
3477,659.21769242,29.70215
3478,655.94614707,4.556911
3479,624.37387865,31.44973
3480,286.43599354,19.81273
3481,546.10279322,21.62464
3482,NaN,NaN
3483,841.50985062,22.03012
3484,862.58457587,9.102998
3485,857.93064241,16.04975
3486,613.93129879,3.234082
3487,46.82530337,15.16174
3488,735.24920814,25.55998
3489,747.1812075,26.28502
3490,103.03139134,4.818984
3491,735.26043554,13.63549
3492,977.07506738,10.12769
3493,877.00152428,19.47341
3494,54.63303814,10.94851
3495,177.28337192,32.0468
3496,898.48443412,13.36456
3497,935.29110919,11.0249
3498,NaN,NaN
3499,947.16170474,3.905864
3500,609.24005014,26.33978
3501,885.76616731,12.1836
3502,385.0513094,21.58253
3503,803.00123107,7.814248
3504,575.45812758,23.05992
3505,153.40954897,12.86816
3506,768.25919103,28.85405
3507,444.99510012,16.65045
3508,778.39919219,29.00934
3509,864.92291154,6.35669
3510,206.60311187,8.847657
3511,844.50631449,8.26757
3512,689.14583188,4.477867
3513,233.1457809,20.34903
3514,665.68744144,20.08445
3515,716.88428798,16.10817
3516,776.28194711,19.29774
3517,352.93589497,29.80353
3518,55.77906418,10.71529
3519,671.43267593,11.96876
3520,681.44273717,13.80557
3521,63.68068618,10.77647
3522,829.79584792,7.130956
3523,965.30234682,13.39609
3524,540.01109482,19.67341
3525,763.28681035,31.44546
3526,793.26303367,4.754079
3527,959.98084362,14.80569
3528,880.24716808,6.115839
3529,79.21036723,1.190534
3530,960.22706305,16.24417
3531,241.18746024,21.71431
3532,726.2180862,30.79714
3533,675.23191667,11.87184
3534,535.40639701,17.33717
3535,764.51016262,1.930442
3536,946.71875815,6.667359
3537,NaN,NaN
3538,856.8674101,17.84932
3539,899.00498961,21.99045
3540,66.82526711,18.39202
3541,680.23242911,25.28415
3542,745.58910118,22.29599
3543,588.30260959,20.97041
3544,880.8480587,11.11734
3545,961.07164539,26.51534
3546,722.54668938,16.6839
3547,749.50592963,14.27756
3548,1034.19740233,27.09352
3549,898.15809301,7.540535
3550,184.85284721,17.89124
3551,849.70580128,12.86801
3552,92.65989465,10.23165
3553,226.5192311,26.94641
3554,913.87903456,10.4874
3555,407.99396167,28.56524
3556,795.24700608,11.06552
3557,757.50256682,10.40344
3558,88.28468702,2.295294
3559,293.5649625,27.60222
3560,667.51406525,19.46874
3561,797.49623372,10.84671
3562,NaN,NaN
3563,336.04945554,29.7965
3564,747.4320623,16.79971
3565,721.46285046,19.31864
3566,857.83686863,9.142441
3567,904.91366186,7.216784
3568,600.30838985,28.68589
3569,800.87333232,NaN
3570,NaN,NaN
3571,911.15221037,20.21921
3572,967.15288553,6.566732
3573,48.3423471,9.89149
3574,843.18856577,13.53586
3575,705.19527925,29.29717
3576,85.58520899,17.13618
3577,647.99529966,26.42186
3578,565.71604135,24.25205
3579,841.49093221,13.30473
3580,NaN,NaN
3581,902.44507683,7.8721
3582,482.1305239,26.65658
3583,46.42968552,9.064857
3584,721.07137835,19.84018
3585,954.06840472,16.15865
3586,877.87166887,9.618589
3587,629.91984832,19.28535
3588,157.78750454,26.85756
3589,189.50695176,13.9729
3590,861.46069178,13.31452
3591,838.5293377,9.278498
3592,NaN,NaN
3593,NaN,NaN
3594,953.9982846,9.339123
3595,910.30974694,16.77619
3596,950.051564,28.88823
3597,311.76341877,27.75135
3598,821.33557549,14.00896
3599,466.10827597,15.61883
3600,422.00145183,8.902892
3601,672.51824969,21.1595
3602,953.96937251,19.53472
3603,686.21207609,5.381185
3604,NaN,NaN
3605,905.80464196,17.89514
3606,817.51281631,23.88404
3607,826.13526739,16.89932
3608,656.69238008,14.66938
3609,760.2233287,11.99832
3610,943.72507139,7.181819
3611,581.25158182,24.66989
3612,762.67850428,27.05952
3613,902.45437075,19.49819
3614,986.83579421,11.58961
3615,NaN,NaN
3616,699.46879659,5.023677
3617,552.72627495,7.459445
3618,827.8516074,0.4665262
3619,912.08131268,10.56297
3620,NaN,NaN
3621,352.09923392,12.73007
3622,780.44012822,8.508363
3623,105.65960644,13.27755
3624,125.46462859,12.92288
3625,89.7276607,19.54304
3626,693.06802007,32.21729
3627,307.26173042,19.25878
3628,358.10452702,8.779068
3629,762.62267718,24.39977
3630,1015.29021509,8.636811
3631,733.98725361,6.665181
3632,350.80850916,43.5065
3633,895.16588327,14.95523
3634,728.50318948,5.081922
3635,819.89960843,15.95954
3636,796.49274714,14.28954
3637,199.06172546,23.75204
3638,873.78402206,23.98496
3639,707.27940152,5.354567
3640,885.21147637,11.39239
3641,286.94695813,20.62041
3642,283.94598959,29.2211
3643,954.2911251,9.974543
3644,141.04026907,NaN
3645,209.75663253,25.02788
3646,724.4493767,8.208333
3647,846.17870337,3.119589
3648,36.43000201,5.939011
3649,882.72723938,26.28532
3650,731.3667666,15.83128
3651,388.59749067,25.31403
3652,826.2830926,25.76786
3653,143.86229612,17.32236
3654,824.78012191,6.680123
3655,531.61212303,11.16608
3656,890.64290996,20.40596
3657,176.01454039,1.860835
3658,770.18401359,24.32524
3659,981.84283812,24.54472
3660,607.72236727,31.56231
3661,979.02617206,10.02982
3662,57.90317047,5.844016
3663,797.7363281,13.53421
3664,538.87466779,5.010561
3665,182.27161517,4.817289
3666,377.37828205,10.24062
3667,797.73063616,20.84783
3668,46.80633927,3.834539
3669,325.09639448,9.937027
3670,985.00805807,2.746202
3671,755.82923311,2.875522
3672,990.94522166,25.75039
3673,684.92186295,3.806778
3674,713.60623435,5.190996
3675,355.7381512,21.36849
3676,398.25946921,16.63928
3677,379.19215354,5.946696
3678,859.01184348,22.56006
3679,686.32663736,6.386554
3680,901.986364,5.492019
3681,857.75937001,18.25164
3682,834.39090942,9.52673
3683,825.15738333,21.99722
3684,677.45893296,8.36663
3685,840.8845288,7.240137
3686,783.92308818,29.91982
3687,NaN,NaN
3688,782.47387815,20.42426
3689,540.95873227,15.14274
3690,803.58893784,27.75671
3691,217.43824385,9.543412
3692,753.21788944,16.4891
3693,NaN,NaN
3694,952.93106574,29.94007
3695,828.79810349,15.818
3696,832.52710622,41.39202
3697,853.73939513,13.79891
3698,122.10427688,14.45668
3699,753.27962232,34.39044
3700,NaN,NaN
3701,294.15158886,27.99292
3702,931.71245882,14.52438
3703,650.55936709,17.31199
3704,122.00500257,25.80867
3705,640.19053268,17.85083
3706,856.9662855,19.19329
3707,NaN,NaN
3708,688.62395366,7.675955
3709,693.44718933,35.48392
3710,955.95002786,8.76461
3711,229.75864205,19.17469
3712,959.58757884,5.36057
3713,356.90440693,29.16157
3714,878.6637757,9.300842
3715,NaN,NaN
3716,664.34141677,5.237565
3717,966.65635806,14.15258
3718,691.30055856,4.481954
3719,NaN,NaN
3720,511.84097894,25.69636
3721,354.8321546,31.48601
3722,53.70719136,1.787234
3723,944.23001053,5.288186
3724,324.854718,31.47167
3725,927.02884505,15.50394
3726,797.32373366,19.82322
3727,665.89359336,17.34176
3728,894.4573658,12.00505
3729,255.66045257,17.92467
3730,87.28213097,13.31546
3731,240.54967181,18.21535
3732,853.36048543,21.04478
3733,911.348034,5.142159
3734,989.90051578,16.66472
3735,705.98891767,3.568337
3736,969.27910001,19.89211
3737,913.47608271,20.59248
3738,940.71900736,17.50525
3739,209.0182283,10.53664
3740,972.15906868,8.029484
3741,739.20664964,2.872322
3742,NaN,NaN
3743,352.19833721,13.14369
3744,158.70359102,1.598379
3745,96.02213253,21.81815
3746,803.08465714,24.21664
3747,NaN,NaN
3748,809.70178345,8.88034
3749,998.26129262,13.29616
3750,715.20717594,5.544037
3751,721.3975719,10.03196
3752,686.35464272,18.13059
3753,738.06650878,20.91334
3754,60.59776369,6.436238
3755,293.7202872,NaN
3756,701.31971613,16.57079
3757,827.84049011,15.984
3758,691.32622372,22.27913
3759,342.262057,23.88539
3760,249.51205741,14.26995
3761,836.85279672,8.380088
3762,255.80240158,21.32789
3763,870.76840793,6.660055
3764,NaN,NaN
3765,720.22122489,44.1336
3766,89.00365603,22.52081
3767,327.81447681,21.44026
3768,NaN,NaN
3769,663.51307773,8.130919
3770,826.47225961,19.35617
3771,793.31194472,15.56363
3772,NaN,NaN
3773,NaN,NaN
