,srtm30_wgs84_Pantanal,srtm30_slope_Pantanal
2792,122.18765629,2.481199
2793,112.34177443,0.9306938
2794,115.29080324,3.262242
2795,124.19178824,0.7651245
2796,124.96523083,1.23834
2797,114.80064861,1.647714
2798,128.99320607,1.702308
2799,109.63979869,3.804051
2800,113.09803924,0.9307524
2801,109.15914056,1.466509
2802,115.15644263,3.074439
2803,117.31948916,2.688007
2804,128.24096023,3.02953
2805,114.8127644,2.44145
2806,109.34166897,1.927146
2807,116.23642857,1.480213
2808,143.72418452,2.956196
2809,117.64048951,0.6768267
2810,126.98555108,0.7404264
2811,117.17028414,6.932056
2812,138.01811654,6.126363
2813,110.71130427,4.070885
2814,120.71194032,1.054048
2815,140.22361613,3.262162
2816,110.34782956,2.220251
2817,123.60526229,1.5332
2818,131.47244182,4.397265
2819,122.93484991,2.693662
2820,117.01638807,1.01479
2821,147.50952476,4.869719
2822,134.37723587,4.634106
2823,132.09858131,1.479615
2824,114.16132491,0.6720419
2825,137.27886111,1.241597
2826,121.28366587,0.9326179
2827,124.76047383,1.535343
2828,111.90872376,1.39641
2829,107.75883699,2.025511
2830,117.95925167,1.952058
2831,110.70463542,1.009736
2832,116.26915532,0.9766148
2833,114.49071091,1.735939
2834,140.77755796,1.377696
2835,144.99276167,1.237492
2836,129.78631383,0.9326297
2837,127.13835535,3.739079
2838,118.38932575,1.466982
2839,130.78389221,1.648898
2840,138.72017163,1.189317
2841,149.19068907,2.83393
2842,128.38605787,1.082614
2843,129.26853069,2.108444
2844,117.31140717,2.811888
2845,128.00892423,1.706961
2846,131.3911942,2.157619
2847,125.59688994,0.97373
2848,127.12136394,1.010978
2849,113.86564699,1.34932
2850,120.794816,1.084016
2851,115.75412166,4.137425
2852,119.65076541,1.732456
2853,138.61816876,2.034073
2854,112.98853024,1.536343
2855,127.08301145,0.6763008
2856,137.35963343,7.552388
2857,128.92882192,1.081669
2858,142.42769311,0.4668558
2859,124.35152899,2.159127
2860,118.48339136,1.740129
2861,140.8336259,1.786305
2862,124.76671221,3.683911
2863,151.33910966,0.7701188
2864,128.57140574,2.571061
2865,133.53419337,3.711314
2866,138.83752583,3.072315
2867,138.56590437,1.466339
2868,123.09244507,0.4669073
2869,116.24731698,0.4667721
2870,131.01462929,1.081983
2871,137.38829035,1.375402
2872,121.72697716,1.788766
2873,131.40698683,2.696079
2874,124.3919367,1.377066
2875,139.51619874,1.052597
2876,116.95827319,1.861902
2877,147.97989976,0.4668804
2878,117.99475227,2.362753
2879,114.50740139,2.367828
2880,117.54308145,1.18854
2881,112.58597414,1.732385
2882,126.76113273,2.205536
2883,138.96044268,1.078468
2884,139.46088947,0.6731097
2885,131.5160835,1.687986
2886,132.55475661,1.844381
2887,133.21153917,3.035989
2888,124.9628841,2.365481
2889,123.74503046,1.375706
2890,123.49918108,2.69712
2891,133.4767112,3.563331
2892,138.76035214,2.613337
2893,139.01382331,1.083878
2894,131.55016468,1.404348
2895,114.40003563,0.9729574
2896,119.47317252,0.7706161
2897,115.97470595,1.014002
2898,133.13538991,1.398318
2899,139.10697525,1.374894
2900,136.06252086,0.00231358
2901,126.36560547,4.910139
2902,136.45336826,2.524838
2903,134.49911604,0.00225755
2904,136.2863542,2.37913
2905,119.5933229,5.625989
2906,125.24564802,1.081241
2907,120.58233587,2.1005
2908,139.59852829,0.9327415
2909,128.22500932,3.380181
2910,108.59579226,1.398148
2911,122.10285012,3.401873
2912,115.68906633,1.734707
2913,124.95879843,1.40757
2914,127.80264808,1.243091
2915,124.53261093,0.4875048
2916,126.1890123,3.374035
2917,136.97573923,2.614861
2918,140.77358001,1.241986
2919,119.36438173,1.245432
2920,130.08165064,1.077251
2921,136.47635643,1.239931
2922,121.00690197,1.080663
2923,112.16007726,2.220174
2924,134.64594825,6.111941
2925,143.06843628,5.486608
2926,120.82220289,4.448165
2927,125.2976226,0.7403855
2928,132.45651465,1.051657
2929,122.99588427,1.925982
2930,114.55570607,1.787256
2931,112.23918971,2.360722
2932,130.41816066,3.258894
2933,139.32540799,2.304603
2934,120.0006891,0.4895611
2935,116.04171752,0.9761689
2936,140.85116364,2.205527
2937,119.91712023,3.368745
2938,116.01379234,0.3349059
2939,117.20315345,1.01235
2940,132.46557232,2.162276
2941,114.51586982,0.7401289
2942,135.96586542,1.082041
2943,139.87663847,1.706559
2944,120.22748802,4.758141
2945,130.95888048,1.844566
2946,121.78294426,3.261581
2947,131.62465322,1.240194
2948,116.71706038,3.377774
2949,111.57750016,1.012475
2950,146.46667862,2.688353
2951,130.81948218,1.705553
2952,114.33543573,1.92621
2953,127.94798627,2.110855
2954,136.83994315,1.788545
2955,113.04239427,4.043556
2956,127.98566174,3.113919
2957,125.67121811,2.927436
2958,120.81209939,2.423703
2959,134.21746547,0.4912509
2960,127.90694997,1.927235
2961,129.56370441,0.6778428
2962,107.78854651,0.3384334
2963,113.07606186,1.245414
2964,131.27746017,3.376079
2965,127.23323968,2.160122
2966,136.8987913,1.646999
2967,108.2169132,0.00203871
2968,135.59079647,3.112831
2969,153.28069997,1.786489
2970,117.14616171,1.347167
2971,122.87341539,2.695413
2972,137.37592385,3.400636
2973,111.94311664,0.339897
2974,122.36149035,5.246778
2975,116.89865841,0.3385224
2976,129.29233118,5.394321
2977,147.33363632,2.485115
2978,123.93379742,3.498833
2979,129.39806223,1.702741
2980,121.59476634,2.023432
2981,115.17860659,2.700584
2982,116.51136369,5.603848
2983,130.77300634,1.054045
2984,103.79022729,1.479123
2985,123.53012621,4.372969
2986,124.5213222,1.480346
2987,126.24971708,1.724197
2988,127.26457619,0.3393951
2989,117.62407673,5.752752
2990,140.12179782,0.7644174
2991,134.84517245,4.676861
2992,116.40675619,2.767388
2993,135.36874231,1.536561
2994,127.59569859,5.787475
2995,127.14313884,1.052129
2996,126.14225043,0.7664458
2997,125.18538954,5.029043
2998,126.82743936,0.3353516
2999,134.16120475,1.375092
3000,133.67957734,1.080292
3001,117.46222388,4.132594
3002,150.51546181,0.6734463
3003,123.41288566,2.929787
3004,132.65603498,1.536807
3005,125.01782454,1.010677
3006,116.917483,3.722584
3007,129.87863582,2.836576
3008,126.10549997,2.033838
3009,124.04369556,3.065655
3010,114.82247657,5.028708
3011,129.81333568,3.471127
3012,132.63214856,2.309874
3013,129.78419278,0.7685969
3014,124.77526103,1.248027
3015,127.43075515,2.690179
3016,136.25869678,1.012444
3017,116.69563398,1.951494
3018,133.46970279,2.069098
3019,127.74039408,2.956886
3020,128.96612564,1.011713
3021,136.39369269,1.409014
3022,129.96086914,2.006463
3023,114.08695563,1.845592
3024,113.80963123,7.655113
3025,132.51415595,1.009951
3026,124.33899234,1.787344
3027,140.25194593,1.5372
3028,119.46034425,0.7384838
3029,116.08769038,0.4649474
3030,147.36981994,1.701584
3031,120.82058954,1.648997
3032,110.36825417,1.740008
3033,134.83174278,2.217942
3034,128.87097261,1.73542
3035,112.54885511,1.396401
3036,140.75394968,2.217631
3037,134.18810957,2.571068
3038,121.47829487,2.158506
3039,123.87702053,3.2925
3040,111.41327271,1.785854
3041,117.31267215,0.00214819
3042,129.48021847,1.687324
3043,118.50664908,1.788852
3044,116.84713354,0.3396007
3045,118.65361372,2.065791
3046,117.20127287,0.740397
3047,136.25617946,0.766152
3048,112.49511805,1.46568
3049,134.65544639,1.049365
3050,118.84852761,0.00222549
3051,130.81620232,0.9326142
3052,114.29098354,1.351369
3053,115.40548389,1.013593
3054,125.03059119,2.221376
3055,118.91874874,0.00223381
3056,117.86487707,3.142147
3057,135.37297747,2.208359
3058,128.44860191,1.736038
3059,118.92228001,3.473714
3060,118.10680684,1.010633
3061,119.90627347,1.723807
3062,141.77137281,0.4870451
3063,128.54961706,1.374758
3064,127.59505404,4.4765
3065,116.53400152,4.019842
3066,118.62500304,2.916494
3067,105.72839299,2.378378
3068,133.64621177,0.3388344
3069,134.86968761,1.049598
3070,133.17165071,1.688244
3071,119.27157664,2.03473
3072,122.41660773,0.7666777
3073,129.8723123,2.422394
3074,141.47322825,4.200459
3075,122.5205915,1.532954
3076,109.40381693,1.788764
3077,123.7997158,2.400435
3078,134.19272447,3.036219
3079,112.81052435,2.104014
3080,120.69869725,0.00222699
3081,110.08017421,1.086459
3082,123.96074384,2.663378
3083,129.61985352,2.661695
3084,122.54229445,1.083053
3085,110.57030457,0.930769
3086,123.22834733,2.037034
3087,126.22505485,3.732171
3088,133.82390053,3.37547
3089,142.06192368,0.4669036
3090,135.65577273,0.00230206
3091,127.24167591,2.837027
3092,130.65520481,2.808438
3093,116.83555762,3.149848
3094,121.78827655,2.700373
3095,118.40544924,2.607634
3096,122.15435111,1.924417
3097,112.06267707,0.7683408
3098,130.10426262,1.737307
3099,109.56266047,1.246351
3100,134.10674101,3.034087
3101,130.54994803,0.00227485
3102,122.24083306,2.706351
3103,120.12645446,1.398156
3104,132.36635738,3.0328
3105,138.8640659,2.218786
3106,113.59228563,2.444531
3107,132.49859863,0.76951
3108,128.81168713,1.081098
3109,124.43745731,2.435697
3110,121.74586757,2.024917
3111,129.0181233,0.7683317
3112,127.95676045,0.6725146
3113,126.85970819,2.700071
3114,121.99630387,1.788421
3115,119.83803574,2.305587
3116,134.46194255,4.043792
3117,130.00188035,0.7661788
3118,115.54003576,0.6744139
3119,126.10437256,2.523705
3120,114.14670299,1.083752
3121,114.69391708,1.534239
3122,136.08127316,3.374612
3123,111.64951139,4.297727
3124,140.97335985,2.023588
3125,120.35428536,0.4668529
3126,131.85424125,0.3362315
3127,132.5365723,4.199232
3128,144.73834151,3.029284
3129,126.04424526,1.649525
3130,119.78421489,1.735322
3131,141.72966249,2.062248
3132,118.11699556,2.700431
3133,136.68294203,3.147131
3134,113.77131635,1.478979
3135,129.85738349,2.212388
3136,107.6470516,2.102512
3137,114.7492845,2.923565
3138,137.28993868,0.7686892
3139,118.06647211,1.861903
3140,134.36499768,3.931755
3141,114.87260814,2.968626
3142,112.02917493,2.023973
3143,109.52296966,2.780196
3144,112.26199621,4.152356
3145,128.92313087,1.92529
3146,136.60165835,2.2199
3147,134.19721833,1.480307
3148,127.30146956,2.007944
3149,118.94560858,1.398339
3150,113.42704401,1.840865
3151,121.08711604,1.842686
3152,128.48481736,0.464929
3153,118.91293448,1.084768
3154,137.60478721,1.189231
3155,126.95948173,0.6766565
3156,112.47487362,1.735166
3157,116.15105324,1.729746
3158,123.76664369,1.68752
3159,114.40134892,1.785779
3160,129.95379143,3.680246
3161,135.17464368,2.735324
3162,143.32384744,1.720652
3163,132.87121666,1.401376
3164,141.74207611,3.292633
3165,118.68088474,1.347812
3166,134.48316397,0.7388791
3167,116.67488029,1.689955
3168,113.62888571,1.786507
3169,138.65844723,1.842206
3170,147.19069543,1.723674
3171,112.2423999,0.975926
3172,138.0140036,7.080294
3173,128.68230668,0.9728006
3174,115.15664866,2.37799
3175,123.52663829,1.926191
3176,141.97677256,0.6728129
3177,124.9300898,3.499451
3178,133.25803659,1.083341
3179,142.53327507,1.704165
3180,105.20547268,1.480687
3181,131.66028917,1.786821
3182,111.11364278,2.936293
3183,111.3272535,1.706632
3184,142.71913016,1.481493
3185,120.66522839,2.523933
3186,142.45459053,1.346994
3187,129.79581897,0.3366728
3188,139.33412395,1.70451
3189,134.53821218,1.542607
3190,132.72325741,2.209618
3191,130.58118076,1.189252
3192,131.41419478,0.9306653
3193,132.29000405,0.9784935
3194,131.74902314,3.062346
3195,134.20467175,2.004871
3196,119.64431373,0.00217697
3197,124.34964219,2.216823
3198,121.37572795,2.163794
3199,114.79859317,6.050419
3200,120.01467134,1.733475
3201,108.27882054,2.013703
3202,129.58326954,2.525944
3203,132.53216135,0.7697747
3204,120.85548264,0.9326167
3205,130.19259935,3.407461
3206,126.58145578,3.720818
3207,130.32347809,6.11258
3208,117.74329356,1.787457
3209,117.91262166,1.049749
3210,119.35585229,3.400777
3211,116.45249108,2.327162
3212,131.22241823,3.155655
3213,124.33896325,1.64899
3214,117.92746542,3.738945
3215,121.18009949,3.889183
3216,123.94855519,6.511206
3217,141.00734393,2.753552
3218,121.70890565,2.661904
3219,120.92230257,1.705097
3220,125.31890047,4.200695
3221,111.69665341,1.243566
3222,109.47591467,3.184299
3223,112.79724636,2.102474
3224,128.17803117,1.861897
3225,118.85371265,NaN
3226,126.09803647,2.424867
3227,114.21836865,8.271996
3228,134.37473821,2.024141
3229,118.81346497,2.836553
3230,125.08937045,1.242033
3231,117.02401292,1.784493
3232,143.12454263,1.863958
3233,130.51432959,0.7417787
3234,113.03036727,2.404407
3235,122.1352528,0.7404792
3236,120.04330321,0.739918
3237,124.78761293,0.7402407
3238,118.27935036,6.28757
3239,134.49378825,2.926077
3240,121.47917657,1.536115
3241,124.20726446,2.963712
3242,118.83876049,3.030071
3243,117.54653278,1.466221
3244,117.66731317,1.082819
3245,125.60628811,2.16485
3246,141.33729127,2.032836
3247,119.12632589,1.084057
3248,145.38773882,0.4668309
3249,144.8028852,1.863934
3250,128.89132722,1.404846
3251,143.71151827,0.9759466
3252,141.12898534,0.3356823
3253,124.03068793,0.3350033
3254,139.67127801,0.6739237
3255,135.99661223,0.7417199
3256,119.56953475,2.10894
3257,132.79067541,4.75087
3258,106.97547487,3.080473
3259,135.56992588,4.065873
3260,125.9464986,0.7384368
3261,133.49602991,1.707388
3262,137.5978835,1.704061
3263,142.74154666,1.788836
3264,119.69394088,4.063601
3265,123.02589535,1.702761
3266,120.09512517,2.067188
3267,108.10881828,2.302011
3268,123.75387739,1.049944
3269,116.66240679,0.7669137
3270,122.65949761,1.726431
3271,143.64603165,1.786685
3272,111.98687161,1.481822
3273,137.14583263,1.863886
3274,121.91109775,3.256737
3275,114.51559724,1.463689
3276,136.44307992,1.536924
3277,111.08408405,2.405645
3278,110.06644885,1.926279
3279,124.37841812,0.0022217
3280,148.86728264,1.082378
3281,117.09056511,1.68252
3282,117.03187998,1.011036
3283,116.06983392,6.63413
3284,136.87788514,1.72275
3285,117.67867702,2.489863
3286,115.83993603,3.752779
3287,111.13706503,1.72154
3288,128.41069982,4.205239
3289,120.03925203,0.4667197
3290,140.76889741,1.788657
3291,115.25117559,3.696968
3292,121.7018375,2.806837
3293,127.94738588,0.00233122
3294,140.81727691,1.861917
3295,109.47620826,0.7417251
3296,116.22706229,4.688973
3297,144.45449231,0.00232186
3298,114.72036821,2.104321
3299,119.35200057,2.034938
3300,131.32904145,0.6761928
3301,127.18616201,1.479644
3302,142.0708375,5.066438
3303,137.26023431,1.37658
3304,116.08883555,1.480211
3305,122.2880647,3.074779
3306,116.52013498,2.749328
3307,117.83363762,3.368874
3308,121.54324881,0.7676408
3309,124.68108364,1.462502
3310,124.99046153,4.773575
3311,116.46196949,3.414359
3312,130.57946461,2.772951
3313,113.66445967,1.190349
3314,136.37744523,2.66247
3315,132.89468966,0.7699864
3316,120.81693449,3.256701
3317,115.00701988,1.840403
3318,128.58460757,1.052091
3319,118.41121892,4.483672
3320,131.87236118,2.525033
3321,118.72148171,2.309246
3322,116.17423381,0.3387269
3323,127.59138469,2.370034
3324,132.71944119,1.191203
3325,121.91410737,2.021921
3326,120.95912413,2.218305
3327,129.35615335,3.374779
3328,127.05961318,2.004291
3329,113.99935312,3.260832
3330,130.06591048,3.263016
3331,119.35829584,1.704529
3332,128.94172242,3.070374
3333,131.64449423,1.014824
3334,138.71812898,3.033363
3335,132.14704562,1.536393
3336,130.56006976,2.208924
3337,134.401784,2.526644
3338,129.33375504,1.411554
3339,115.56530735,1.684273
3340,113.28538711,0.00217872
3341,105.82699278,2.219877
3342,110.95455542,2.035836
3343,129.45259362,1.351099
3344,118.71008358,1.396406
3345,111.61378187,2.012585
3346,124.53092129,2.932606
3347,124.55409315,1.375175
3348,108.1251702,2.834218
3349,133.27915018,2.702866
3350,109.63843165,0.6763415
3351,117.4132602,2.327153
3352,108.66731413,1.465461
3353,144.08102425,1.191182
3354,115.0268506,2.066769
3355,137.61931027,3.565813
3356,123.57404585,2.803707
3357,129.85338572,0.7401449
3358,122.17199325,3.794737
3359,118.64411227,2.104672
3360,124.48194095,1.350381
3361,123.44143974,2.104203
3362,114.77771486,2.022922
3363,110.4030623,0.3382263
3364,128.24968405,2.379114
3365,128.53435637,2.572958
3366,126.67389372,1.701361
3367,132.66767892,1.649462
3368,124.73816833,0.4668296
3369,128.09047655,1.010203
3370,134.27891358,1.73594
3371,138.46943154,0.7404037
3372,115.6003938,3.178085
3373,123.35473375,2.205651
3374,121.94711311,0.4649119
3375,143.15370984,1.84473
3376,133.18790574,0.7417917
3377,114.3879901,0.3370982
3378,119.36005916,1.734661
3379,112.60073135,3.884864
3380,138.49872027,0.4649215
3381,126.24052222,1.346627
3382,126.88550816,1.786857
3383,113.92292455,2.836279
3384,126.05199851,3.563924
3385,137.71506742,1.376929
3386,141.77147641,3.240537
3387,115.40035327,1.375518
3388,111.44143283,2.220108
3389,123.31320087,2.02422
3390,116.33034192,2.308701
3391,122.39746145,1.705978
3392,131.580895,2.380035
3393,112.10734118,2.612892
3394,126.92359028,3.036132
3395,120.69083062,2.066014
3396,129.71945238,1.0833
3397,129.26444911,2.069061
3398,115.47298901,0.7385211
3399,142.7696063,3.454042
3400,150.24062979,3.847171
3401,118.78853787,2.69974
3402,116.64065306,4.197944
3403,133.08963616,1.347617
3404,120.67435108,0.9325162
3405,129.14395887,1.721971
3406,134.65702652,2.366287
3407,132.21555443,1.534617
3408,140.06239631,0.6731653
3409,119.67301406,1.738688
3410,113.56610813,1.190402
3411,125.81513484,0.6729164
3412,115.40272801,1.845789
3413,128.37342668,3.142368
3414,128.77746086,2.74636
3415,113.08178197,0.3357148
3416,133.48290676,1.950032
3417,133.09344566,NaN
3418,142.80551256,1.730899
3419,142.20996585,0.9809046
3420,127.12862505,1.924283
3421,128.0149286,1.188447
3422,141.57053509,2.69881
3423,131.75333289,1.3535
3424,126.09689683,1.464707
3425,115.06757276,3.0341
3426,130.92254485,3.238941
3427,127.88437537,1.738287
3428,114.74532536,0.9307582
3429,111.14796727,0.7683263
3430,117.9134214,1.18919
3431,134.71980422,0.7680263
3432,126.51206863,2.16249
3433,115.74426919,2.167254
3434,130.96158185,1.480572
3435,114.26559307,2.20683
3436,115.90291102,1.190394
3437,121.66374359,1.01554
3438,112.31632052,0.6760811
3439,116.35759268,1.47961
3440,114.23027773,3.074482
3441,126.19228019,0.7695182
3442,137.60656327,1.951525
3443,113.3597803,2.662184
3444,130.5727784,2.398294
3445,119.59023416,3.79189
3446,120.6232495,2.073384
3447,104.85510175,0.7417291
3448,132.51221115,0.6760767
3449,116.33448487,2.21843
3450,122.50359899,2.47952
3451,114.94730362,2.957336
3452,126.4341566,2.405081
3453,132.53921673,1.189534
3454,115.54736146,0.7405077
3455,112.91311622,1.861916
3456,136.82152038,3.567577
3457,109.44517206,1.012618
3458,135.97425274,1.009971
3459,121.77719812,1.079937
3460,133.17798997,2.164534
3461,111.24934544,2.92927
3462,123.70734494,2.404276
3463,109.85050739,1.243265
3464,115.51690945,2.219936
3465,116.72048643,6.378944
3466,114.05721553,1.008964
3467,128.20490245,2.165856
3468,110.83679747,2.110839
3469,108.67037342,3.472406
3470,139.15349231,1.925664
3471,122.29814965,1.0814
3472,146.19854869,1.84231
3473,122.53797892,3.036225
3474,130.80061285,2.398989
3475,136.70730424,2.957642
3476,122.19986329,3.067891
3477,123.18134665,2.66361
3478,142.21639235,3.110646
3479,118.79422144,1.728772
3480,118.3210151,1.241855
3481,129.8180778,1.480554
3482,118.58450105,1.706774
3483,132.49228747,1.47966
3484,121.35808176,1.013307
3485,125.55625443,4.634982
3486,132.18722656,1.925259
3487,132.54210413,1.727148
3488,119.24861559,1.24087
3489,132.83895603,1.078421
3490,128.00932477,2.026918
3491,120.34600811,2.779761
3492,117.38201891,1.733494
3493,108.48918718,1.085694
3494,139.124379,1.726659
3495,146.5204108,2.358413
3496,128.60788377,1.786358
3497,117.56082986,2.161505
3498,140.29476161,3.256676
3499,112.76627287,2.481791
3500,120.12410099,3.152769
3501,122.6308863,2.573069
3502,124.60865332,2.005124
3503,145.11428109,3.367686
3504,137.09296916,1.684891
3505,120.15976405,2.103273
3506,118.26569702,1.408469
3507,123.2909457,1.240417
3508,123.44609541,1.081709
3509,115.44386093,1.841423
3510,113.03979476,0.6731685
3511,123.42256902,2.100168
3512,129.1088185,2.061111
3513,123.45298518,0.7712332
3514,129.87185012,2.963015
3515,143.78859819,1.923964
3516,139.79272198,2.732181
3517,126.98530798,2.966492
3518,136.28421416,2.701732
3519,119.83708631,1.24667
3520,143.04270965,5.485124
3521,140.07452893,1.241453
3522,116.9508974,1.735747
3523,125.55331132,1.726122
3524,109.7224641,1.788923
3525,137.79602252,1.478279
3526,130.30074017,1.647543
3527,125.89242845,1.843039
3528,120.41776838,1.704694
3529,129.80034057,1.377604
3530,116.46722859,1.788498
3531,146.25310836,2.207813
3532,138.11360149,2.427812
3533,127.6094233,1.190356
3534,142.88499001,3.29451
3535,110.20726717,1.401476
3536,109.50725961,2.063424
3537,113.17139098,1.052082
3538,115.47652742,2.425348
3539,120.96539112,2.003552
3540,141.33608258,3.293342
3541,121.16162776,3.111081
3542,129.01858518,2.488446
3543,137.70108268,0.6721458
3544,119.91608745,4.194077
3545,121.94991315,0.6739773
3546,114.96653698,0.9759781
3547,118.29067491,0.3356265
3548,107.90704676,3.420845
3549,105.53520109,3.710243
3550,131.74020704,2.104845
3551,128.01753812,5.062058
3552,133.34259882,2.483358
3553,115.1542957,2.067495
3554,114.56216392,2.002544
3555,129.82967618,1.688655
3556,139.7962147,1.009012
3557,118.10608017,3.131764
3558,142.56599849,0.7384864
3559,114.03118054,1.053606
3560,123.88069715,1.052577
3561,120.39317243,0.00218763
3562,112.5267175,0.7713995
3563,128.93078382,1.375713
3564,128.09551417,2.608198
3565,128.07545393,1.372833
3566,116.96793661,0.3378561
3567,115.47175971,2.703155
3568,139.70309528,1.350736
3569,111.14492345,2.486977
3570,121.17923343,2.487567
3571,107.51302028,0.3372191
3572,115.43201452,2.023864
3573,138.62130938,1.686718
3574,140.60044554,1.844132
3575,121.36948841,1.3764
3576,136.15241787,1.78509
3577,110.11532493,4.077084
3578,117.88964368,1.35252
3579,119.64962575,1.24126
3580,136.72112283,0.7404181
3581,124.55354054,1.924024
3582,125.10042099,1.728901
3583,140.69028335,1.239703
3584,134.59554933,0.9759806
3585,121.02865295,2.209055
3586,127.95600688,3.137154
3587,110.0196403,0.9307823
3588,134.47338312,1.535027
3589,137.97120942,0.7399546
3590,115.19410826,1.47869
3591,129.90284437,3.242917
3592,133.63506786,1.726796
3593,130.15285545,0.4649017
3594,118.4018034,1.733151
3595,119.92139319,0.7386826
3596,109.27491165,2.957698
3597,111.39139296,1.053663
3598,113.94601843,2.037673
3599,146.15515638,1.375247
3600,127.184852,2.966837
3601,126.05498156,2.221143
3602,115.22460569,2.365573
3603,121.17481448,3.034967
3604,113.15405124,1.377347
3605,124.38001757,0.6752065
3606,114.5653019,0.3383278
3607,146.37869892,1.687232
3608,120.32321428,1.08566
3609,125.23199388,2.110752
3610,120.99523954,1.049665
3611,118.68068167,2.010592
3612,114.49370608,1.351746
3613,118.71933558,2.377378
3614,119.33139323,5.99402
3615,125.81272999,3.399198
3616,123.79223318,1.787523
3617,130.65622587,1.190354
3618,117.95054161,1.349228
3619,110.37607197,3.37463
3620,115.10074579,0.6773844
3621,129.96733124,3.407377
3622,114.85861686,0.6759815
3623,132.21332325,1.535107
3624,138.8161384,4.149663
3625,131.26476559,2.927562
3626,147.02797281,1.684349
3627,124.00204959,4.422681
3628,134.80454002,1.8525
3629,120.66319441,2.479262
3630,113.76584795,1.082828
3631,112.04675046,2.03631
3632,111.18022409,2.572879
3633,118.19431953,2.608565
3634,124.98520902,1.011882
3635,112.17765327,2.310786
3636,131.38497171,1.375299
3637,132.77285153,0.6778085
3638,120.4499148,2.734139
3639,122.63095039,1.085191
3640,127.24476139,1.725429
3641,128.09922676,1.687618
3642,134.9299216,2.571462
3643,115.72064984,1.649513
3644,137.70348721,2.793764
3645,110.42117878,3.153287
3646,132.70800685,5.974288
3647,106.73990652,1.086162
3648,140.60866791,3.068455
3649,113.70245031,3.246218
3650,123.51124617,0.9767665
3651,118.60064322,0.7400588
3652,139.67878317,2.021379
3653,137.54097972,2.752146
3654,122.09535429,4.208877
3655,132.23569542,0.9307226
3656,118.59320433,1.478886
3657,127.90625291,1.723916
3658,124.91178781,3.245059
3659,126.42118986,2.204589
3660,114.84357073,1.687377
3661,117.35433921,0.9306993
3662,131.55476364,0.676248
3663,130.75778879,1.244026
3664,128.1542293,1.721402
3665,122.00085948,0.3367607
3666,119.31261713,1.24116
3667,125.07181008,1.842546
3668,134.48148999,3.473587
3669,145.04729187,1.951465
3670,116.38051066,0.7663248
3671,116.19548656,2.218927
3672,112.19988207,1.406697
3673,141.02140456,3.792325
3674,130.07604775,3.146173
3675,131.61700039,1.407285
3676,126.16621495,0.00233054
3677,133.02924762,2.10381
3678,110.23199924,4.297839
3679,124.4070632,1.081753
3680,118.06758942,1.704269
3681,119.85938017,3.437864
3682,128.54915518,3.703406
3683,106.7966421,1.740477
3684,129.71288845,8.869733
3685,111.01565109,4.780216
3686,143.81682935,4.198364
3687,116.4666624,1.924397
3688,134.33782474,3.370329
3689,109.55272323,1.788934
3690,124.0223584,3.075243
3691,124.88241425,1.925523
3692,137.81435842,0.7397668
3693,140.36671245,0.673445
3694,115.07990293,3.036379
3695,116.12126148,0.7404315
3696,116.2762524,2.572881
3697,121.70209586,0.00216737
3698,128.55695181,4.424803
3699,127.42486276,3.711125
3700,113.09717851,2.444686
3701,126.21217667,1.647728
3702,120.92014308,3.556295
3703,125.00240635,0.3387825
3704,134.63788587,2.211083
3705,122.48884529,1.735447
3706,112.25406422,0.6737415
3707,124.1797586,3.400813
3708,115.21150626,0.00219125
3709,119.7329708,0.6756639
3710,120.17181961,2.695268
3711,131.52376081,0.6757323
3712,128.7831491,1.64758
3713,131.92166041,3.443841
3714,121.36628937,1.786345
3715,115.16453411,2.930792
3716,131.86560461,3.113637
3717,136.61950371,1.461246
3718,132.32101746,2.068599
3719,110.40754416,1.014911
3720,128.24639559,1.702153
3721,112.42628701,2.370549
3722,134.42852025,0.4668271
3723,115.7107972,0.9326522
3724,111.31654356,2.487237
3725,111.20227287,1.648862
3726,124.46971824,1.0525
3727,128.9902804,1.190357
3728,126.63490492,2.357723
3729,115.39768796,0.3369884
3730,123.98667219,1.686411
3731,138.01342068,1.732834
3732,134.06031433,2.835098
3733,116.85772322,1.407236
3734,123.59707712,2.020796
3735,138.28993959,0.4849037
3736,117.71011002,2.004996
3737,125.9831134,3.399328
3738,124.47423879,1.649009
3739,129.35358183,2.774705
3740,113.63229341,3.071448
3741,134.14211888,2.573493
3742,138.00908514,0.4667115
3743,122.8268467,0.3354074
3744,117.03887592,0.7679174
3745,130.20539126,1.014548
3746,107.5284465,0.9324744
3747,124.05668467,1.648929
3748,116.18422976,1.536048
3749,116.57404749,2.961456
3750,124.43804045,2.218689
3751,118.88338052,2.102964
3752,142.27663995,0.6734057
3753,127.0038232,2.066757
3754,133.13959231,2.021331
3755,114.15805179,0.4667659
3756,128.75470529,1.784473
3757,124.42885118,1.927075
3758,120.5742949,2.167609
3759,128.16236322,5.085242
3760,115.1805888,1.687292
3761,121.94604744,0.4894991
3762,112.17857922,4.068707
3763,112.5059481,3.151376
3764,122.57152515,0.930751
3765,142.68669121,0.4648776
3766,140.72512079,2.793835
3767,110.53706425,1.052063
3768,132.61003424,2.073591
3769,129.80757892,11.26108
3770,135.16927187,0.9307027
3771,123.46410847,1.725535
3772,134.77968385,1.082751
3773,142.37185297,1.352142
3774,126.26117406,3.256646
3775,123.52039296,0.7387656
3776,142.35488684,3.076564
3777,125.5442442,0.3383754
