,aster30_wgs84_Pantanal,aster30_slope_Pantanal
1926,119.81563579,3.722575
1927,116.80019154,2.835902
1928,119.14350335,4.302171
1929,120.01150521,7.220164
1930,114.63034961,3.923277
1931,133.59720245,4.543444
1932,136.81967251,1.398247
1933,124.51841111,4.475541
1934,137.03529062,6.080081
1935,114.77323727,1.377458
1936,116.88856508,4.673143
1937,138.9642457,6.078395
1938,143.08433236,3.036151
1939,120.42926956,9.110075
1940,117.21326705,5.0749
1941,115.412988,1.954651
1942,112.57229253,3.409373
1943,135.12875557,5.058797
1944,118.93988082,2.661098
1945,134.30705226,4.184516
1946,136.11472835,6.291909
1947,137.47793699,4.632246
1948,140.3118009,2.379124
1949,135.33783978,5.478486
1950,112.53365875,0.6762895
1951,131.38635622,5.431367
1952,110.71233206,7.579458
1953,122.4749434,5.47884
1954,116.34424003,4.040354
1955,133.25957243,1.788671
1956,127.55389147,7.883242
1957,137.07406715,3.561041
1958,138.09396581,2.37191
1959,131.21564088,9.672552
1960,126.54523222,6.052709
1961,123.77930136,2.571417
1962,118.8322157,5.593179
1963,117.98055163,5.421585
1964,112.84577323,2.380021
1965,120.82956291,2.662255
1966,117.33256668,2.103426
1967,131.45736099,1.051529
1968,127.38537451,8.450035
1969,138.7707348,1.346094
1970,116.42261865,4.935236
1971,131.21465109,1.468626
1972,114.35696046,6.806752
1973,131.10781742,6.561374
1974,117.27557044,3.368206
1975,129.54489216,2.834408
1976,133.59192372,5.071099
1977,142.79459033,1.542962
1978,113.37173949,2.101919
1979,120.48145812,4.517797
1980,121.350654,3.566108
1981,132.58631614,6.468791
1982,137.2989319,5.902311
1983,157.36614145,4.83893
1984,130.76003911,1.740366
1985,120.50976949,2.215337
1986,119.77919643,4.136025
1987,132.82292953,4.772684
1988,123.55698052,2.000491
1989,117.21309654,4.740846
1990,112.41867934,3.032711
1991,126.09750764,6.501871
1992,106.69945592,0.6773036
1993,116.99514684,1.050118
1994,126.96896036,3.077163
1995,141.84197523,4.008426
1996,119.13112754,4.682873
1997,113.57718875,2.572798
1998,114.70291211,4.067212
1999,124.53842596,4.157838
2000,138.89865687,2.023791
2001,115.21762298,6.591499
2002,112.61478458,3.455353
2003,127.14287327,7.282806
2004,117.59963559,1.536268
2005,110.60873001,3.038551
2006,130.23508499,3.884072
2007,127.73519081,6.729702
2008,127.6441136,1.051977
2009,116.15712947,3.182479
2010,115.90433969,4.875462
2011,129.28297468,2.361701
2012,128.60271712,0.4667353
2013,129.92149544,4.019854
2014,127.86293725,6.054449
2015,142.57625483,4.379252
2016,109.10795058,0.3367833
2017,118.96570179,6.607405
2018,137.5713278,5.573758
2019,120.50458787,3.244712
2020,141.02591552,1.081247
2021,133.56768172,3.15303
2022,112.99574098,3.152355
2023,127.03066091,2.698667
2024,107.91188492,1.53879
2025,124.83328536,1.843634
2026,118.82334443,3.49745
2027,140.05635194,1.786847
2028,110.26266231,2.063282
2029,111.40554097,2.571454
2030,142.12308875,1.722481
2031,111.25559251,4.536016
2032,127.9596869,1.347679
2033,118.91879082,3.47525
2034,126.18978151,4.947659
2035,116.24043849,5.393671
2036,139.63756912,4.790731
2037,123.264703,1.7363
2038,119.08479463,2.620185
2039,113.05658508,5.832652
2040,117.90149324,2.032489
2041,124.1242462,9.049562
2042,115.73184542,3.724234
2043,128.71839011,2.034656
2044,129.36593222,2.738994
2045,107.77560948,2.614062
2046,118.03403292,1.926142
2047,131.60539012,5.399289
2048,114.3501903,3.74115
2049,115.94841604,1.238992
2050,125.25497129,1.851944
2051,129.65533929,2.763515
2052,117.47892535,2.702579
2053,130.29233474,3.368216
2054,117.99423628,6.58477
2055,115.89245492,1.539435
2056,112.03155814,0.6745001
2057,117.23927032,3.074398
2058,111.53246739,2.220854
2059,129.40629656,5.766018
2060,135.23912688,2.009915
2061,144.09133593,6.741354
2062,133.81664998,2.610025
2063,134.41310359,7.506652
2064,125.54921755,4.130215
2065,112.75534801,1.188521
2066,144.96518191,2.697438
2067,116.55505392,5.52176
2068,135.23544293,2.837022
2069,109.99551227,1.051814
2070,143.32137291,6.034922
2071,106.59274206,2.571149
2072,122.38170472,3.691135
2073,121.51717563,2.965818
2074,111.21432586,2.026785
2075,111.09536223,1.012251
2076,133.94121358,3.07999
2077,117.01157029,2.747792
2078,115.37951733,4.038619
2079,120.24745693,2.52426
2080,113.71785173,5.477654
2081,119.86415527,5.45683
2082,115.97012453,2.103136
2083,128.14352459,4.702221
2084,117.28229544,2.063826
2085,122.66272403,5.424294
2086,114.20099347,3.570011
2087,127.54359661,6.566708
2088,130.48357009,3.689873
2089,118.64853154,1.40295
2090,108.40776341,0.676401
2091,141.2773133,5.393466
2092,121.50346259,3.464867
2093,119.79960119,2.035721
2094,115.21315133,2.034771
2095,106.7447107,4.970595
2096,125.68777949,1.010472
2097,143.3042992,2.970727
2098,126.28816935,2.362329
2099,119.17846114,7.660204
2100,136.18492832,2.364462
2101,121.88494737,3.735268
2102,137.75736033,2.205003
2103,139.03461541,4.475467
2104,131.67546773,1.188369
2105,136.84475647,3.570324
2106,134.31934119,6.56547
2107,142.71313974,4.867778
2108,138.78853498,5.247255
2109,134.85582769,1.685397
2110,120.38449217,2.380035
2111,119.68083805,3.398217
2112,136.63080375,9.810416
2113,126.32063696,2.329082
2114,132.74208613,4.141077
2115,118.61681263,2.361768
2116,112.73277872,1.78928
2117,128.98728473,1.0131
2118,111.4030255,1.703956
2119,118.83249998,2.572814
2120,133.02441583,3.737336
2121,115.64813127,10.19507
2122,116.82539672,1.050683
2123,119.09296258,3.139635
2124,124.63992552,4.40004
2125,137.32046254,2.303895
2126,120.82492936,3.463047
2127,123.15995935,6.049923
2128,128.05126419,9.282388
2129,113.81466542,4.214745
2130,130.46960641,7.169161
2131,117.22238053,2.705196
2132,136.66848225,4.385233
2133,132.5790807,2.020533
2134,127.9821533,3.076887
2135,110.14637006,8.058668
2136,119.28452829,3.84235
2137,125.20346606,3.558734
2138,121.98404286,5.242146
2139,146.28584733,2.707112
2140,125.45090376,3.032621
2141,129.72462556,3.53772
2142,124.09624792,3.03867
2143,142.17012344,5.132018
2144,137.22637672,7.953922
2145,113.06333267,2.573412
2146,121.52507638,2.394054
2147,133.85582152,5.479632
2148,118.68498363,1.188376
2149,111.70657828,1.726295
2150,129.5896659,3.16891
2151,139.83025053,2.750234
2152,126.25401332,3.568519
2153,126.77168014,2.010935
2154,132.75325397,3.243261
2155,124.22945291,3.462935
2156,126.89076239,3.135894
2157,143.20066911,12.34074
2158,134.23063944,11.94481
2159,111.19811976,1.188679
2160,137.95249331,2.219896
2161,138.85988683,2.836555
2162,137.75320469,3.079057
2163,113.27104246,4.581607
2164,116.94056813,4.707978
2165,122.57164735,3.244469
2166,139.2513898,0.7384393
2167,131.09995708,0.6774497
2168,120.6628292,0.674507
2169,124.59730238,3.03407
2170,128.73426284,3.262699
2171,119.03577166,1.786166
2172,118.17254318,2.008285
2173,147.42246619,4.019936
2174,116.46849639,3.292735
2175,147.9395046,4.071438
2176,114.47271501,2.571486
2177,128.09538652,3.401202
2178,114.42241754,3.710536
2179,132.65758495,3.995964
2180,131.32027611,2.299019
2181,117.10132017,1.191177
2182,121.09754649,5.035825
2183,122.21028457,9.165606
2184,114.38378436,2.425928
2185,121.02042176,2.160761
2186,146.5816292,5.465556
2187,123.38612864,1.191195
2188,138.47619145,1.24677
2189,115.35801523,4.405179
2190,125.39720787,4.675201
2191,117.12563303,1.05195
2192,137.02245401,2.571507
2193,137.28396547,3.887131
2194,130.04732547,5.240514
2195,116.56861466,2.615373
2196,145.71436573,7.796089
2197,111.43500918,0.6758573
2198,122.59264412,7.021873
2199,118.73365504,3.565213
2200,137.01794806,6.03817
2201,126.45111729,2.661189
2202,120.30459501,5.348621
2203,147.10127148,3.26257
2204,136.96583178,1.010264
2205,125.2651998,5.101509
2206,107.39566305,1.68882
2207,114.11473646,2.735945
2208,130.07214264,5.135239
2209,120.87405986,10.39325
2210,126.77312784,1.012083
2211,119.37310545,1.852378
2212,121.77175205,0.7397999
2213,130.81283627,7.228919
2214,125.03174015,3.754085
2215,128.54585937,3.24439
2216,115.149348,4.137111
2217,118.07768775,0.9748104
2218,144.97983333,1.924112
2219,106.44563762,3.936259
2220,133.93763976,3.999763
2221,141.4151909,5.399814
2222,126.49647255,2.571048
2223,115.02003946,3.256695
2224,144.1970332,1.189441
2225,127.38428749,9.976171
2226,118.82956992,4.713911
2227,118.62090354,4.12165
2228,123.15586179,6.52908
2229,119.10433735,8.868917
2230,127.72285508,2.329085
2231,125.79341303,1.787527
2232,139.99899234,4.016232
2233,117.74365144,0.4668707
2234,135.1348618,2.425478
2235,109.47406486,2.110362
2236,121.76533021,2.364145
2237,129.23225404,3.704846
2238,136.24904083,8.147296
2239,117.36036176,2.923057
2240,107.784149,4.046247
2241,119.30568025,9.914562
2242,124.20929613,0.4648771
2243,130.31905684,2.359607
2244,106.84234022,1.707645
2245,114.42377496,5.160535
2246,111.49125152,1.409093
2247,136.85599191,0.7669721
2248,157.38730085,6.986475
2249,112.2122299,5.246216
2250,115.70974638,14.56752
2251,135.61828384,4.019814
2252,143.83212067,3.658679
2253,130.34948901,1.078858
2254,140.20712722,3.381294
2255,128.61658512,7.019435
2256,130.10736227,7.840459
2257,118.71908205,3.295107
2258,109.8115072,0.00204538
2259,128.75128032,6.089609
2260,109.54947308,2.207833
2261,120.39997053,0.464913
2262,136.01825758,1.703393
2263,115.57474505,1.725928
2264,124.84385492,2.005142
2265,139.17384369,1.788956
2266,118.0349112,1.34749
2267,131.77965798,2.918993
2268,136.35190475,8.075994
2269,133.18901974,5.478938
2270,142.76583662,3.173315
2271,126.32058351,4.143571
2272,119.46457126,3.400435
2273,130.68588093,1.352239
2274,140.02283904,2.523379
2275,112.49977489,5.386837
2276,124.15551074,4.929889
2277,128.33352689,3.079581
2278,101.60995524,3.400934
2279,126.76773917,5.594854
2280,138.05788127,2.706421
2281,122.85003651,4.963055
2282,124.17015064,4.435236
2283,129.63327327,10.58789
2284,130.27878815,8.002523
2285,106.15844307,8.703918
2286,133.56411189,5.098839
2287,119.47978041,7.411277
2288,126.99611434,3.893991
2289,115.39953688,1.242787
2290,128.15445209,5.384749
2291,127.80328234,3.029927
2292,127.76301354,3.407008
2293,142.87667258,8.807704
2294,144.05131909,3.831357
2295,121.39075679,1.188414
2296,116.11301287,6.28879
2297,125.55800264,1.841501
2298,126.23605525,2.02591
2299,138.38346218,1.863942
2300,134.66400716,2.729637
2301,120.78635846,6.683692
2302,111.86312975,3.886302
2303,129.98722573,8.719446
2304,139.18783097,4.403448
2305,113.78927886,3.15406
2306,128.08799594,6.119089
2307,107.34376267,2.928689
2308,126.69467517,2.100508
2309,108.55324059,3.399626
2310,138.28431189,3.706895
2311,140.02213651,2.169885
2312,114.93124148,6.052569
2313,141.54743872,4.733596
2314,133.63303498,8.032529
2315,118.55250648,1.050042
2316,131.13363248,8.818381
2317,120.29376845,5.313752
2318,124.89168423,3.261775
2319,125.07754254,3.734038
2320,131.52295792,5.807845
2321,123.75912968,7.879664
2322,135.79074738,7.658216
2323,134.29936866,4.478173
2324,110.19965428,5.275568
2325,129.12340891,5.566465
2326,129.05086054,4.186183
2327,130.48932139,4.424441
2328,132.65925327,6.050963
2329,122.84426332,7.093166
2330,119.28623928,1.051829
2331,112.59779733,3.39866
2332,144.96292619,3.653393
2333,107.26795006,4.451583
2334,126.36852579,1.845271
2335,112.42376616,4.206669
2336,137.26685918,1.704644
2337,118.37228475,6.288496
2338,119.23470461,11.26205
2339,136.54277317,6.3827
2340,128.70828272,7.06629
2341,130.33749131,2.750703
2342,135.75772805,1.18924
2343,127.20126673,3.370375
2344,119.27706871,2.102444
2345,135.06770158,3.440903
2346,121.38585406,4.136977
2347,125.08342922,2.52205
2348,142.00635682,7.422843
2349,124.81020461,1.481666
2350,147.61890865,3.370734
2351,107.65540153,3.039456
2352,139.14327343,3.848102
2353,139.96776448,9.700233
2354,130.6146941,3.555153
2355,122.44118153,1.407503
2356,111.20024111,1.925465
2357,115.91216689,0.3394508
2358,151.56460951,2.959706
2359,109.36816298,5.040076
2360,121.43936706,4.305199
2361,124.46464993,6.767519
2362,109.80024837,1.861905
2363,121.62280843,7.363721
2364,129.90929338,3.373468
2365,120.52950223,1.84736
2366,124.75566118,5.807533
2367,116.73081828,1.538095
2368,136.2501299,4.378905
2369,117.80253341,2.219629
2370,116.69418611,8.4377
2371,123.08151657,6.207629
2372,111.68560887,3.399146
2373,115.43929542,1.082664
2374,121.57522154,4.435151
2375,133.67904007,2.367587
2376,110.25853667,2.835435
2377,135.75248399,3.919619
2378,119.56292024,4.142994
2379,113.32166022,1.402523
2380,127.13948452,3.370145
2381,130.19878244,3.997495
2382,142.27651847,1.733867
2383,107.81730722,4.379987
2384,128.09547209,2.836002
2385,123.04598602,3.294502
2386,143.60967596,0.6734146
2387,143.89627102,6.044097
2388,122.99248836,1.348852
2389,124.8541677,9.365476
2390,111.68172079,2.302626
2391,125.09840154,2.767456
2392,129.45112126,4.884176
2393,109.3136319,2.733193
2394,123.88718885,1.375493
2395,129.9682318,3.497151
2396,128.68111945,6.495441
2397,137.77285524,1.009101
2398,141.10333254,4.763144
2399,115.09175972,2.309728
2400,127.42861594,3.540603
2401,116.23592354,0.3358864
2402,112.11183021,5.60552
2403,145.57867478,1.647664
2404,138.21308814,2.958489
2405,115.2692235,2.110779
2406,121.17717067,4.432065
2407,143.6015351,8.772183
2408,142.6140245,3.26146
2409,121.53725767,5.721589
2410,120.87756256,7.503901
2411,134.84170027,2.217552
2412,132.77263441,1.07856
2413,122.33433678,7.928213
2414,125.8872887,6.040982
2415,130.38156152,2.77309
2416,129.88003086,2.735806
2417,139.88790727,10.50201
2418,134.48567147,4.616853
2419,124.55749085,5.392488
2420,125.40822718,1.085133
2421,134.34198482,1.23854
2422,124.2204642,9.735673
2423,145.72377013,5.191682
2424,118.5921018,4.370871
2425,114.95873555,1.081084
2426,131.28097555,3.724162
2427,111.01919779,6.951778
2428,140.57146656,5.246383
2429,110.39516395,2.328846
2430,128.30318345,7.058884
2431,127.07411363,3.256708
2432,122.01514897,3.884213
2433,118.73870852,3.715525
2434,114.6646671,2.308846
2435,126.53914435,5.428148
2436,127.18825605,4.674663
2437,152.73902769,1.924123
2438,130.6131896,4.434422
2439,136.76166831,6.383527
2440,134.95855422,3.752764
2441,122.89972634,4.138176
2442,113.84777737,9.237327
2443,113.10189447,1.924109
2444,120.20365332,7.881353
2445,128.09217133,8.928539
2446,139.55300885,5.755306
2447,136.30277518,6.134667
2448,138.80478156,1.721569
2449,123.73822898,4.217675
2450,129.38698787,1.077907
2451,123.68828693,2.524178
2452,117.65631542,1.737905
2453,122.98795341,10.35609
2454,152.50229743,4.616513
2455,120.56248405,1.481849
2456,137.68331327,0.6719086
2457,130.40747157,4.675104
2458,122.18522061,7.394857
2459,136.03173221,5.573687
2460,120.40601658,5.166118
2461,122.93112774,3.149188
2462,110.60057513,2.163142
2463,133.87159409,2.749618
2464,132.42475429,4.010849
2465,129.02185417,7.376185
2466,117.84181275,1.081578
2467,119.34336076,2.035598
2468,130.37505576,3.075276
2469,141.13376413,1.237936
2470,128.09291184,7.506016
2471,107.69536712,0.9768487
2472,124.11394186,8.638113
2473,120.19861411,0.769145
2474,122.18245465,2.297649
2475,113.53500023,0.3385192
2476,136.6710589,3.247363
2477,136.27098001,1.015701
2478,133.84324771,7.897655
2479,139.6394699,3.442503
2480,123.65657246,2.071764
2481,127.41169118,1.847922
2482,128.16724826,0.7694007
2483,143.79568098,1.702414
2484,142.04740947,2.929089
2485,124.77458813,3.472639
2486,142.50566115,1.242966
2487,137.27129838,4.933354
2488,108.78064867,4.297489
2489,133.16160845,9.63215
2490,124.6938692,1.706486
2491,102.59436305,2.737277
2492,126.65348239,5.074914
2493,128.51594992,4.517711
2494,113.73492582,1.540068
2495,124.29504335,2.165114
2496,105.74611829,5.836463
2497,117.63692807,5.128035
2498,126.67921244,2.36718
2499,125.82597904,3.406932
2500,131.54389514,4.787938
2501,123.80912946,3.472125
2502,136.14776096,2.482776
2503,119.51226597,4.673154
2504,137.28509148,2.206149
2505,121.37196187,3.447716
2506,130.01174215,9.156569
2507,122.09278596,8.518228
2508,115.91920617,6.053586
2509,114.11436033,3.370374
2510,128.66402214,7.872507
2511,124.10663131,0.3379261
2512,119.84114538,4.214375
2513,126.61417917,3.294542
2514,114.03583997,2.482988
2515,128.93632682,3.563811
2516,118.72310426,2.104362
2517,108.72270433,2.379227
2518,123.36477246,4.871557
2519,133.92897432,5.190531
2520,116.46952453,0.4668892
2521,128.13421789,4.1427
2522,134.24315249,4.321216
2523,113.06335363,6.05228
2524,120.29726633,6.052369
2525,143.14900757,5.379148
2526,109.47341664,2.663266
2527,114.69350788,0.7387165
2528,111.0151206,2.66429
2529,118.53877442,4.135938
2530,138.92748724,1.375615
2531,126.6796118,14.2576
2532,117.26975379,1.732247
2533,127.5024354,1.010074
2534,121.59944311,1.408419
2535,138.66325111,1.353759
2536,143.18105673,4.884078
2537,121.07914569,3.839487
2538,137.28473872,2.404024
2539,105.85239639,2.970191
2540,115.9780027,4.30732
2541,118.987245,2.961213
2542,139.43757168,2.834565
2543,107.07273212,2.701681
2544,121.16418402,2.40229
2545,110.65623231,4.866541
2546,136.599897,10.1072
2547,118.58137792,3.567925
2548,118.27666877,2.104411
2549,117.97049705,1.92542
2550,112.76758539,1.785483
2551,138.52507068,1.927275
2552,115.16322743,3.877083
2553,127.38349763,3.837487
2554,132.3546944,3.256715
2555,124.88042154,2.57107
2556,140.73588081,2.422068
2557,124.30965173,5.90183
2558,117.17970587,4.152732
2559,124.1633184,3.569087
2560,114.57003834,4.707208
2561,155.22188315,7.958148
2562,110.23437142,2.211673
2563,128.35830118,4.895565
2564,125.95503041,5.365523
2565,125.80628803,5.760117
2566,143.53294464,1.402088
2567,114.93484155,4.214495
2568,117.66723821,3.376002
2569,138.16336312,4.750343
2570,122.6646875,3.933951
2571,121.68732074,4.200413
2572,155.64787283,6.583202
2573,122.84713018,1.721968
2574,114.23964409,3.735125
2575,130.6518522,6.952947
2576,114.43732019,4.903123
2577,107.80068772,7.229196
2578,128.27122232,6.199776
2579,137.1349466,3.36749
2580,109.5411767,2.067731
2581,116.58866344,2.749523
2582,137.7954427,6.053912
2583,125.5635965,4.01985
2584,137.48871275,9.387403
2585,133.43234993,2.11091
2586,117.1546163,2.009513
2587,123.69833558,3.962326
2588,121.33835908,1.348507
2589,118.1763429,7.975242
2590,138.18675506,2.769177
2591,113.74381745,2.067486
2592,122.51585866,9.102895
2593,122.51941208,2.022844
2594,117.86564165,2.21941
2595,123.94304232,3.15127
2596,144.64807249,4.124382
2597,120.96403471,3.137994
2598,120.78900909,3.930732
2599,123.44541523,2.973881
2600,120.75337904,3.076288
2601,140.75819106,2.108492
2602,115.94443847,3.372332
2603,119.31234808,4.0045
2604,125.2674945,9.7486
2605,130.87670668,6.206799
2606,137.40050628,3.263784
2607,135.82898123,5.112289
2608,117.99728265,3.89244
2609,127.77218069,4.886494
2610,113.00017112,3.184353
2611,141.87226855,1.925083
2612,105.41123164,4.402163
2613,108.4541997,2.697481
2614,118.71425113,0.673704
2615,120.98438717,4.464851
2616,116.94219901,3.113995
2617,110.58720648,2.404006
2618,116.77430728,5.028585
2619,129.96892217,4.668684
2620,121.83964462,6.596723
2621,119.86458609,2.021955
2622,123.4500631,1.349967
2623,127.12307036,3.880373
2624,126.27094073,2.020333
2625,133.38582933,0.6735335
2626,116.02837467,1.347764
2627,131.22396909,1.647537
2628,139.48525456,5.900856
2629,127.86397991,1.012442
2630,134.4052768,1.687695
2631,113.26960449,8.231396
2632,117.20712417,2.39898
2633,115.62448543,3.181745
2634,126.64973128,3.567601
2635,125.59338111,0.7668279
2636,109.26563297,7.504037
2637,140.02995133,1.787988
2638,113.69505317,6.466101
2639,129.54011991,3.71852
2640,110.51068404,6.287043
2641,127.15564576,2.525859
2642,138.39758738,2.834661
2643,136.92728138,4.747811
2644,135.54854504,6.733701
2645,111.86130134,5.029072
2646,119.14590189,2.749596
2647,138.19145692,3.754648
2648,120.92068679,1.842857
2649,126.67441422,2.794008
2650,140.30553257,6.042762
2651,126.21276145,5.162462
2652,139.27560361,5.123781
2653,133.95366702,2.439444
2654,125.88356821,1.240419
2655,144.55317753,4.296178
2656,129.2170377,1.788801
2657,104.69058959,2.526206
2658,116.28488964,2.033305
2659,114.66107803,5.16595
2660,107.8587292,2.425544
2661,148.59838178,7.118619
2662,111.23357854,4.212869
2663,128.10984176,8.085226
2664,133.35946092,5.076603
2665,121.17174785,5.433418
2666,112.48975531,3.401982
2667,136.4813519,5.720551
2668,116.99717744,1.532008
2669,106.60168837,9.031974
2670,114.99546047,2.967379
2671,113.34507319,3.708236
2672,113.00146928,6.165376
2673,138.12681192,5.202917
2674,137.86986823,1.011755
2675,133.13570286,2.399476
2676,134.9976345,3.377141
2677,131.86505927,1.731881
2678,125.19299753,4.308891
2679,127.66474819,1.861891
2680,116.64230841,4.003624
2681,118.18026778,1.703288
2682,138.2932153,10.40611
2683,140.29259809,4.932688
2684,128.90223367,4.798512
2685,133.84871861,3.537972
2686,129.90640001,13.56563
2687,125.39600858,1.37793
2688,122.16412196,6.206768
2689,125.73713583,4.016765
2690,131.81888275,3.075747
2691,127.38679098,0.465024
2692,129.73687971,4.314513
2693,110.20142648,2.526061
2694,142.20899146,6.200049
2695,118.89090501,3.84512
2696,136.83399784,2.328978
2697,134.61639501,3.154632
2698,147.97960859,10.24164
2699,150.34415943,4.136129
2700,135.29986304,3.678817
2701,140.0292143,6.596703
2702,107.44060182,2.037998
2703,131.38470872,3.668688
2704,125.33684335,4.201483
2705,144.77597809,2.607171
2706,117.08382955,8.898711
2707,122.35608814,3.238735
2708,143.7631864,2.39926
2709,125.47291739,3.405254
2710,109.33882019,5.395732
2711,114.48802956,3.252076
2712,137.74404698,8.825567
2713,114.92953934,6.131953
2714,124.08945147,1.861901
2715,104.66176019,0.9797736
2716,137.88033479,6.971372
2717,109.72517022,3.075436
2718,134.75334126,8.001055
2719,120.10791099,3.295111
2720,129.11711294,6.33771
2721,130.50442658,1.4802
2722,124.23639116,6.286409
2723,129.62819207,2.704595
2724,127.86765237,3.295091
2725,120.70652723,3.730586
2726,126.5202301,3.263548
2727,102.79428127,0.466682
2728,124.47785186,2.422904
2729,125.16281129,4.48144
2730,114.86779472,1.535902
2731,112.60574586,1.687271
2732,125.05717596,2.425605
2733,147.26618133,1.082468
2734,109.50205815,7.42944
2735,106.85750742,4.4947
2736,118.20822358,5.673475
2737,110.45834652,4.074161
2738,111.85723581,1.924541
2739,150.6223538,11.6113
2740,117.01833063,3.154225
2741,123.37668172,4.517842
2742,110.44013267,5.76001
2743,111.57813828,0.00212532
2744,125.43241153,2.30639
2745,118.56247263,2.835902
2746,112.82467434,3.962024
2747,112.09733037,4.295299
2748,125.31017174,0.9749019
2749,116.60499809,1.688668
2750,126.26711919,2.958558
2751,133.36785777,2.360404
2752,119.89369577,4.674933
2753,123.97451516,2.812329
2754,135.78040517,5.158676
2755,131.27744036,1.407811
2756,114.02165084,8.824472
2757,114.2948005,2.110867
2758,118.55420442,2.169082
2759,117.84259994,10.24409
2760,119.23315687,5.196328
2761,141.9557601,1.375025
2762,127.90625881,4.18646
2763,122.5616782,2.618985
2764,118.84842573,7.819251
2765,139.94773624,7.424091
2766,118.754848,5.029379
2767,125.43130718,4.45496
2768,108.11935252,1.704233
2769,122.37244831,1.009913
2770,122.23956463,3.03411
2771,130.76619626,1.649493
2772,146.19534073,6.110961
2773,136.66999918,6.848505
2774,136.76684664,6.284789
2775,135.81657986,4.000104
2776,137.91089188,4.429766
2777,110.32933041,1.347067
2778,117.83478655,7.948912
2779,143.26469324,6.457945
2780,141.97375491,0.9782022
2781,131.11459093,2.155932
2782,113.99636512,5.207722
2783,113.71620492,6.607144
2784,127.01731913,3.703792
2785,139.39657,3.66371
2786,114.98965549,6.788094
2787,114.37831792,0.7669042
2788,127.96406002,1.844544
2789,126.95041645,1.703418
2790,109.40206524,2.02443
2791,134.57202467,2.959257
2792,122.18765629,3.240111
2793,122.34177443,7.087628
2794,115.29080324,6.458858
2795,127.19178824,4.019752
2796,124.96523083,2.303094
2797,110.80064861,2.775991
2798,127.99320607,4.295582
2799,109.63979869,4.450581
2800,112.09803924,2.737254
2801,111.15914056,4.448148
2802,112.15644263,2.065601
2803,122.31948916,5.346786
2804,126.24096023,0.6718099
2805,112.8127644,5.243859
2806,111.34166897,4.402561
2807,118.23642857,2.110914
2808,134.72418452,7.834798
2809,117.64048951,3.038881
2810,121.98555108,2.837693
2811,122.17028414,5.392045
2812,139.01811654,5.101795
2813,112.71130427,3.376742
2814,118.71194032,2.109026
2815,140.22361613,1.052507
2816,116.34782956,2.443251
2817,127.60526229,4.134821
2818,129.47244182,1.734093
2819,120.93484991,5.524267
2820,121.01638807,2.220101
2821,149.50952476,2.794129
2822,135.37723587,6.074085
2823,135.09858131,3.791181
2824,112.16132491,5.718441
2825,139.27886111,2.378266
2826,115.28366587,0.7672623
2827,124.76047383,3.737343
2828,110.90872376,1.053324
2829,108.75883699,2.037995
2830,114.95925167,2.479527
2831,115.70463542,2.358953
2832,111.26915532,10.99156
2833,111.49071091,6.092413
2834,138.77755796,1.051713
2835,140.99276167,6.036357
2836,128.78631383,2.038058
2837,127.13835535,0.7727017
2838,122.38932575,2.218158
2839,128.78389221,5.169509
2840,136.72017163,5.807819
2841,146.19068907,4.884961
2842,126.38605787,3.398556
2843,122.26853069,1.01367
2844,119.31140717,8.584124
2845,129.00892423,4.075505
2846,132.3911942,0.00226561
2847,120.59688994,1.053447
2848,130.12136394,3.683216
2849,117.86564699,2.525091
2850,126.794816,1.080479
2851,111.75412166,5.1337
2852,123.65076541,4.038428
2853,139.61816876,5.572101
2854,112.98853024,3.400754
2855,134.08301145,1.015152
2856,141.35963343,8.129512
2857,127.92882192,13.4321
2858,134.42769311,5.037691
2859,119.35152899,5.162861
2860,118.48339136,4.315171
2861,143.8336259,2.063297
2862,130.76671221,1.925161
2863,153.33910966,5.168691
2864,127.57140574,2.399248
2865,136.53419337,6.721368
2866,137.83752583,1.542884
2867,137.56590437,3.403566
2868,122.09244507,2.206992
2869,113.24731698,1.647141
2870,134.01462929,6.954284
2871,139.38829035,3.295096
2872,123.72697716,3.137734
2873,134.40698683,3.410372
2874,121.3919367,4.403725
2875,136.51619874,3.262312
2876,113.95827319,1.078521
2877,144.97989976,4.399357
2878,119.99475227,1.703303
2879,105.50740139,2.219742
2880,112.54308145,0.3395095
2881,115.58597414,6.755296
2882,133.76113273,3.435546
2883,143.96044268,2.522043
2884,139.46088947,6.054049
2885,126.5160835,3.037835
2886,130.55475661,6.969505
2887,132.21153917,2.57146
2888,122.9628841,0.4648597
2889,127.74503046,8.375511
2890,128.49918108,2.695701
2891,126.4767112,3.752263
2892,147.76035214,9.845963
2893,137.01382331,2.219327
2894,135.55016468,3.735761
2895,109.40003563,7.541732
2896,123.47317252,1.722336
2897,116.97470595,4.915006
2898,132.13538991,3.400074
2899,143.10697525,5.026775
2900,137.06252086,1.239074
2901,122.36560547,3.407314
2902,138.45336826,3.18395
2903,131.49911604,1.646951
2904,129.2863542,4.403966
2905,120.5933229,2.604056
2906,120.24564802,6.763281
2907,120.58233587,5.392331
2908,143.59852829,7.622414
2909,125.22500932,1.408224
2910,105.59579226,5.390398
2911,118.10285012,6.078318
2912,114.68906633,2.613796
2913,120.95879843,4.038826
2914,126.80264808,7.234909
2915,125.53261093,3.294452
2916,125.1890123,3.452492
2917,138.97573923,8.053652
2918,145.77358001,3.368882
2919,113.36438173,2.370085
2920,128.08165064,1.049411
2921,134.47635643,3.242336
