,tdx30_SantaCatarina,tdx30_slope_SantaCatarina
2275,9.2346,0.9116288
2276,189.8714,22.41438
2277,154.3359,19.85467
2278,378.6131,19.06162
2279,453.5392,26.24091
2280,5.135297,1.075309
2281,15.24328,0.4306859
2282,585.4514,22.5014
2283,86.93684,21.45285
2284,510.7734,21.22023
2285,571.1271,10.20217
2286,1.86847,0.1385084
2287,8.12823,3.912704
2288,373.4738,29.27525
2289,99.80494,7.834981
2290,677.0659,28.35658
2291,69.97292,26.46463
2292,696.7438,20.61777
2293,261.2483,40.40752
2294,1.630324,1.168567
2295,808.2578,23.88408
2296,28.9296,0.6157165
2297,73.82659,1.523157
2298,951.7141,22.80056
2299,33.28221,23.69337
2300,97.99823,14.55179
2301,500.7244,24.46095
2302,55.01822,11.4896
2303,611.7377,29.51322
2304,342.0455,15.84366
2305,69.80769,4.766032
2306,4.061093,0.7811826
2307,181.3433,8.116958
2308,62.65114,20.37745
2309,343.9455,29.41165
2310,474.3159,16.33409
2311,241.8946,11.43106
2312,210.7566,20.94712
2313,88.58898,20.92187
2314,246.756,16.37234
2315,57.85633,23.83928
2316,1028.271,23.40943
2317,185.0511,14.91724
2318,3.683773,0.1786591
2319,5.405512,3.654887
2320,495.4515,15.80281
2321,17.56562,4.860155
2322,45.60153,16.12086
2323,943.9916,13.74308
2324,12.70395,10.32387
2325,371.7752,29.76801
2326,13.29927,14.64208
2327,628.1353,13.22108
2328,79.25661,27.56305
2329,95.39657,21.0967
2330,139.3488,12.27622
2331,384.9818,28.11146
2332,27.69639,15.93039
2333,1044.845,19.83305
2334,414.0062,21.33412
2335,753.7222,26.37218
2336,2.364928,0.4923142
2337,492.8923,27.26777
2338,50.73055,17.73932
2339,498.0974,25.9638
2340,459.3045,13.91304
2341,1.488639,0.08706017
2342,494.7696,14.1511
2343,26.35227,8.112264
2344,18.05546,8.601822
2345,131.6073,6.744093
2346,428.4434,27.40331
2347,315.9928,5.660045
2348,659.0398,22.36448
2349,854.6866,24.31796
2350,24.36949,9.012393
2351,98.1162,29.7365
2352,494.628,9.749994
2353,1.929765,0.2010417
2354,166.2035,25.66277
2355,457.3511,23.91392
2356,97.45277,17.04957
2357,130.4271,16.69754
2358,140.2406,10.81736
2359,133.1222,23.22609
2360,1.187652,0.2419613
2361,230.4107,14.89772
2362,275.6595,28.47369
2363,729.086,2.013279
2364,798.5149,17.20258
2365,410.652,4.437966
2366,177.4891,5.995923
2367,287.1216,23.73349
2368,533.2264,10.34979
2369,482.8001,23.15463
2370,85.07861,4.872362
2371,878.6038,16.54102
2372,51.58722,5.050549
2373,115.5877,28.97841
2374,204.4634,11.95996
2375,134.8234,13.89165
2376,110.7626,28.45732
2377,233.4688,15.41761
2378,711.539,26.79727
2379,155.4867,16.27668
2380,368.4056,14.55837
2381,21.9327,1.452757
2382,353.9018,31.90377
2383,330.9271,27.2108
2384,303.8575,14.28164
2385,1014.689,22.94299
2386,670.9483,21.83333
2387,316.243,14.86143
2388,136.8382,18.54029
2389,942.5644,21.0592
2390,228.9727,14.9238
2391,6.845975,6.504033
2392,72.45294,10.72206
2393,7.091899,0.3373018
2394,72.367,8.653418
2395,147.5879,29.426
2396,36.90606,7.281178
2397,160.5928,19.12481
2398,639.8184,31.04734
2399,309.4691,20.11369
2400,1.589633,0.3603239
2401,33.99109,15.09169
2402,401.4232,19.74337
2403,4.584745,1.199513
2404,29.02359,11.5183
2405,675.2983,32.13997
2406,377.855,29.28068
2407,454.0144,8.832377
2408,951.5158,26.9877
2409,125.993,18.47097
2410,80.98177,11.06732
2411,242.3195,23.47442
2412,227.8331,24.65528
2413,56.47684,18.58784
2414,6.936003,1.078272
2415,13.05598,0.5306647
2416,554.464,25.44777
2417,95.93233,21.35613
2418,797.0054,17.09599
2419,11.76998,3.18458
2420,6.754719,0.1244854
2421,503.296,24.05619
2422,803.9624,24.24226
2423,4.925817,2.247655
2424,860.9515,21.04982
2425,343.4048,28.39427
2426,262.9348,31.56086
2427,757.0476,12.60441
2428,353.8934,16.44071
2429,584.3756,46.86035
2430,140.6282,9.712942
2431,796.1021,8.837555
2432,10.41945,1.787552
2433,427.8058,1.520034
2434,47.8719,2.277065
2435,2.006109,1.855284
2436,289.636,12.15241
2437,2.210286,0.3444694
2438,26.8352,18.36269
2439,2.860419,0.8474943
2440,143.3219,17.19849
2441,3.418122,0.5211601
2442,125.843,20.73546
2443,139.3278,13.97709
2444,36.38113,4.867913
2445,9.052312,0.1723985
2446,96.94888,11.64718
2447,22.77727,4.906064
2448,76.34042,4.946758
2449,69.9636,20.92214
2450,28.57065,0.4582895
2451,6.353554,0.2024619
2452,198.8822,6.527957
2453,156.9398,16.38788
2454,29.30036,11.45684
2455,716.994,26.70962
2456,282.8651,27.02106
2457,9.556984,0.7174996
2458,110.5041,9.207791
2459,106.3561,15.08067
2460,429.4131,13.5777
2461,812.3701,25.36399
2462,8.67298,0.4826416
2463,141.8089,28.11399
2464,286.6097,14.43215
2465,781.2784,13.39488
2466,255.4086,17.42714
2467,564.4291,27.19982
2468,504.0413,11.91235
2469,11.69171,1.829199
2470,544.8689,12.43692
2471,694.9651,10.16851
2472,222.0188,4.255357
2473,207.341,17.3752
2474,32.93041,13.95277
2475,44.42263,1.268928
2476,934.3907,14.77183
2477,481.666,33.67359
2478,475.2024,12.02526
2479,342.3859,14.74495
2480,939.1918,22.90159
2481,242.5558,24.87664
2482,5.369523,0.4248307
2483,39.9093,1.359086
2484,121.958,14.31426
2485,17.92174,1.710968
2486,515.6854,20.32761
2487,99.53436,14.00237
2488,520.0856,16.71609
2489,355.4406,37.0174
2490,11.45052,8.435804
2491,456.3275,20.98996
2492,694.4825,13.50961
2493,74.76234,23.55005
2494,466.7939,28.95141
2495,431.2241,23.58713
2496,66.08659,23.13743
2497,18.20548,1.819651
2498,929.6768,11.24677
2499,51.49032,4.286057
2500,77.47205,16.89673
2501,251.6549,26.15673
2502,465.0155,17.83923
2503,62.80711,12.18258
2504,792.1314,9.549435
2505,133.1071,20.73621
2506,287.83,15.51606
2507,602.1257,6.972375
2508,291.0572,24.40325
2509,256.9633,22.72268
2510,724.3697,36.34467
2511,417.3949,16.80642
2512,10.28623,4.867779
2513,4.100586,1.143264
2514,271.1812,21.00344
2515,74.74788,13.86184
2516,197.702,21.38417
2517,3.483812,0.3104735
2518,413.1677,8.984293
2519,53.60555,10.76498
2520,121.3179,5.802318
2521,12.34456,1.797299
2522,21.35255,1.099092
2523,488.239,23.66346
2524,281.1845,20.21673
2525,1061.539,22.72845
2526,470.9005,17.07984
2527,95.05766,14.78087
2528,35.07888,18.04756
2529,147.9155,12.51418
2530,27.67532,5.304513
2531,302.858,13.35059
2532,6.451973,4.348677
2533,50.2263,16.96213
2534,836.9534,16.03608
2535,1.593197,0.1980706
2536,266.4122,26.7338
2537,106.4199,24.02582
2538,1.648567,NaN
2539,65.26655,21.67003
2540,5.219199,2.095279
2541,485.873,20.23931
2542,4.75175,NaN
2543,97.02306,8.791995
2544,259.5726,32.8255
2545,87.20579,22.15719
2546,14.42001,8.697081
2547,110.3265,12.57398
2548,4.813004,3.441769
2549,208.4695,18.04167
2550,180.9494,24.2556
2551,24.58749,2.142609
2552,15.13516,7.789031
2553,967.4973,12.57104
2554,2.15666,0.8350482
2555,221.8151,13.92444
2556,36.5445,9.09935
2557,142.6084,17.37764
2558,149.2393,29.49649
2559,3.811023,2.327044
2560,15.77838,0.7591296
2561,1.903062,0.2537266
2562,46.65324,15.68154
2563,34.81584,1.356182
2564,256.5403,24.25699
2565,80.39639,29.76219
2566,640.0556,16.17747
2567,157.9193,27.10967
2568,475.9921,14.40544
2569,794.1425,18.38402
2570,8.394469,1.39676
2571,102.9251,12.53484
2572,138.2655,11.83194
2573,122.7428,6.950022
2574,170.54,23.43362
2575,26.90795,4.500155
2576,119.4319,18.85928
2577,346.7626,20.92791
2578,15.92946,1.598086
2579,41.7678,8.539303
2580,6.407476,1.042657
2581,1038.886,22.118
2582,676.0851,11.82584
2583,169.9881,22.05141
2584,22.27745,3.594652
2585,3.46475,0.08978003
2586,671.3508,4.179399
2587,3.29912,0.4929838
2588,85.27531,11.55974
2589,449.4399,14.10538
2590,120.4402,18.45181
2591,697.8077,13.79375
2592,8.449925,1.315364
2593,286.0924,16.52715
2594,896.0366,33.34121
2595,4.722648,1.817994
2596,1129.17,14.8468
2597,10.92558,1.498746
2598,719.3958,20.89262
2599,171.6243,20.37612
2600,67.20865,10.16255
2601,614.3539,16.35052
2602,94.70311,17.26796
2603,339.3026,29.41264
2604,105.1992,21.98613
2605,684.1841,12.2853
2606,5.828043,0.1508735
2607,505.9413,20.73586
2608,116.6157,12.71496
2609,9.19013,4.638741
2610,23.36897,4.420944
2611,371.2387,18.29504
2612,7.216142,0.8934242
2613,7.520146,0.3973817
2614,2.218931,0.255445
2615,2.573646,0.5380502
2616,94.38471,19.80008
2617,19.51744,11.60981
2618,572.7211,15.73607
2619,57.07205,6.876513
2620,853.9581,19.14398
2621,30.27961,12.20598
2622,131.6162,11.08561
2623,392.0256,24.1969
2624,2.728868,0.2543908
2625,705.4692,21.5435
2626,75.77695,7.196916
2627,905.1542,3.909032
2628,1.625676,0.4953506
2629,1.632457,0.2034274
2630,83.54494,24.98413
2631,163.7446,28.99182
2632,5.79844,1.979992
2633,267.6244,7.581933
2634,19.28087,4.315884
2635,296.6797,19.09467
2636,9.193967,1.104511
2637,128.7993,27.84857
2638,2.478602,0.1680749
2639,126.7729,27.79176
2640,17.80182,16.72065
2641,318.4676,23.85114
2642,500.188,16.28922
2643,532.6887,6.593336
2644,981.3362,10.52545
2645,241.0216,23.61586
2646,632.754,10.18505
2647,53.9967,26.05188
2648,179.4591,17.42565
2649,947.3744,15.22706
2650,104.4286,16.88385
2651,38.68583,20.94447
2652,255.0656,34.03449
2653,707.2359,13.43552
2654,574.2118,31.79476
2655,25.8974,2.117747
2656,373.6466,19.93
2657,90.55447,20.17263
2658,297.7793,29.01011
2659,62.6679,14.48967
2660,863.6658,25.16924
2661,30.95604,1.011824
2662,471.5733,20.85716
2663,1.842508,0.4525238
2664,83.2683,23.07587
2665,6.827767,0.9493307
2666,292.9047,13.76075
2667,143.0014,11.86161
2668,270.5462,16.02264
2669,346.1895,20.53183
2670,424.4499,20.53401
2671,69.49836,17.1342
2672,492.4562,13.81932
2673,336.4626,29.26531
2674,578.8582,18.61135
2675,397.097,30.4453
2676,938.0901,17.2464
2677,97.41195,19.72215
2678,364.0565,23.21153
2679,211.1099,2.392423
2680,418.2205,13.43744
2681,430.5494,27.78279
2682,140.7863,15.74797
2683,20.43672,13.26877
2684,259.0441,15.40211
2685,127.255,23.67935
2686,55.37766,19.72493
2687,413.8071,21.74606
2688,642.3671,4.319993
2689,42.4151,23.97144
2690,391.2438,7.154516
2691,589.2521,1.584054
2692,170.7025,13.07015
2693,417.6524,21.96273
2694,97.83504,11.58658
2695,29.48131,8.047015
2696,59.28006,29.84004
2697,1.884309,0.3666702
2698,223.3576,31.33238
2699,327.8972,16.24087
2700,362.6247,11.68306
2701,149.7858,18.53238
2702,561.667,26.23345
2703,71.5374,17.14389
2704,459.0702,8.156958
2705,743.9128,27.95156
2706,707.0596,6.369068
2707,26.00484,1.392991
2708,129.7533,15.4172
2709,485.2028,10.2399
2710,374.2531,18.95587
2711,270.2724,5.491121
2712,267.0105,12.54636
2713,765.3827,26.4985
2714,115.5676,16.98585
2715,37.84698,18.55863
2716,16.03469,16.20623
2717,370.6677,18.0457
2718,203.7645,24.04932
2719,458.5248,31.62223
2720,109.2473,18.95969
2721,19.6975,2.695557
2722,242.3633,24.80464
2723,203.1593,14.0498
2724,216.5626,11.98471
2725,768.3308,16.04565
2726,228.808,7.640563
2727,123.3847,9.723848
2728,95.59301,17.24123
2729,83.75657,11.75503
2730,104.0884,15.30696
2731,46.71051,7.179695
2732,257.4554,11.45395
2733,191.4879,17.72531
2734,206.0435,12.73416
2735,791.5092,14.62117
2736,396.1433,10.01729
2737,7.05505,1.425028
2738,16.96027,21.58526
2739,256.0246,23.82807
2740,88.39808,19.38376
2741,780.9196,21.09405
2742,69.43924,21.37849
2743,4.30839,1.435874
2744,634.8657,11.71212
2745,329.9071,20.86614
2746,11.00573,2.009808
2747,260.6123,20.63222
2748,444.4866,14.78832
2749,656.9038,29.65775
2750,1.277674,0.1378428
2751,283.1849,20.1217
2752,567.9153,23.54109
2753,21.79397,1.418056
2754,416.2223,17.20899
2755,36.05639,11.42373
2756,491.269,21.84176
2757,901.2806,12.47717
2758,719.5941,10.62686
2759,4.936783,0.2827484
2760,150.3151,18.22451
2761,824.5861,23.18128
2762,287.1922,4.668221
2763,63.30664,20.44262
2764,51.94686,14.17791
2765,2.761431,1.081726
2766,184.703,19.76344
2767,7.120659,1.057523
2768,637.2787,11.88772
2769,119.6378,17.55423
2770,302.9973,21.50951
2771,55.60964,17.30168
2772,110.2579,12.29131
2773,3.354878,0.7952469
2774,1183.301,16.70702
2775,7.851272,0.6470843
2776,21.43633,1.683737
2777,326.2636,15.46665
2778,328.4779,25.10139
2779,222.848,31.53466
2780,50.6052,22.82863
2781,247.8408,14.93231
2782,463.6567,16.54086
2783,15.45432,1.180298
2784,15.40615,2.772066
2785,1.697391,0.082052
2786,1092.11,45.96281
2787,419.6622,35.51161
2788,2.193714,1.702489
2789,418.428,20.63686
2790,21.4613,3.048812
2791,204.8107,15.1805
2792,1.697919,0.2195715
2793,39.76641,13.07361
2794,279.6553,16.0211
2795,43.29391,6.627615
2796,57.31935,1.10667
2797,522.7462,23.90568
2798,379.3248,40.99816
2799,126.0198,12.81334
2800,4.75244,3.691351
2801,18.00133,6.269227
2802,63.96465,13.61636
2803,130.6775,19.71734
2804,432.1669,18.47796
2805,1066.248,20.03387
2806,652.1477,9.891585
2807,316.2114,11.10963
2808,84.96589,25.53639
2809,5.565979,0.9309788
2810,19.05148,3.246187
2811,307.817,5.29759
2812,290.4061,25.05435
2813,277.6678,25.32121
2814,200.2545,19.64837
2815,1119.682,38.58165
2816,666.871,29.99465
2817,38.8633,13.29098
2818,372.4131,17.11355
2819,11.65862,5.663156
2820,306.5924,10.08648
2821,115.3202,13.84507
2822,93.11795,12.85422
2823,6.763503,4.05022
2824,90.04636,6.767166
2825,30.69507,19.6585
2826,228.4214,11.85337
2827,615.1444,20.96792
2828,945.9262,18.21418
2829,195.3902,27.32046
2830,186.3038,14.14388
2831,7.984734,4.769593
2832,245.3377,24.24437
2833,585.0913,1.739993
2834,40.22575,15.42428
2835,141.5009,17.24141
2836,5.631962,2.986821
2837,339.0125,7.398643
2838,127.2117,22.63328
2839,1008.109,25.93138
2840,7.539345,0.269642
2841,858.0499,23.01675
2842,180.6083,30.22868
2843,62.96131,24.65363
2844,88.23561,20.52962
2845,442.2199,32.56076
2846,256.9714,9.394116
2847,563.5374,37.96225
2848,109.3662,24.81799
2849,478.0096,29.50197
2850,163.8548,31.59067
2851,552.9803,1.890126
2852,710.1079,14.06635
2853,87.4046,14.99923
2854,1.46763,1.573467
2855,722.0798,17.9939
2856,7.909928,0.3549065
2857,5.933769,0.1274631
2858,753.8797,24.50132
2859,16.21331,1.210796
2860,681.8427,19.62032
2861,3.64679,0.2073451
2862,68.93083,27.24747
2863,149.6001,13.90541
2864,1.811959,0.1699965
2865,569.8193,6.978752
2866,448.6299,30.94367
2867,521.7106,13.86333
2868,168.4338,34.15093
2869,7.355937,0.831582
2870,161.9559,24.46155
2871,105.8412,1.777651
2872,181.4329,17.7334
2873,434.5467,16.30927
2874,2.526674,0.1241508
2875,435.5165,29.43537
2876,856.6438,12.3838
2877,323.8715,34.83706
2878,146.3656,22.59093
2879,487.9093,29.40213
2880,112.7106,19.95
2881,21.13979,1.45636
2882,5.383138,0.5665874
2883,836.0604,24.5877
2884,389.0992,24.82944
2885,148.0405,18.61067
2886,25.9619,6.11343
2887,201.042,25.26272
2888,28.9855,5.644975
2889,653.1015,21.97239
2890,444.3062,27.4035
2891,144.3005,11.28156
2892,77.71113,7.88747
2893,500.1068,23.18729
2894,171.0376,13.11689
2895,482.4237,24.1933
2896,169.0423,16.62692
2897,389.2587,24.92301
2898,192.7644,26.7933
2899,626.0208,15.96823
2900,23.16236,12.85814
2901,799.2362,14.0339
2902,192.6465,1.334827
2903,1.643833,0.09905602
2904,102.4752,21.68099
2905,8.702691,2.575974
2906,149.1875,13.18863
2907,25.57189,1.01953
2908,10.1543,6.674341
2909,349.5381,21.91653
2910,559.7694,24.58187
2911,78.24557,12.74657
2912,300.2865,15.77992
2913,3.501941,0.1049709
2914,497.5238,23.97266
2915,776.8023,10.65908
2916,21.14359,0.2170088
2917,625.7682,3.596468
2918,3.487697,3.937075
2919,11.57123,0.5097554
2920,15.13817,4.593654
2921,967.7844,19.68012
2922,29.57748,12.8533
2923,14.40718,4.43632
2924,15.41399,12.71103
2925,493.8999,25.15926
2926,4.936103,1.532672
2927,297.9543,11.03006
2928,220.4333,21.48747
2929,2.684438,0.2253905
2930,137.2861,27.52734
2931,35.4878,30.49731
2932,4.664308,0.3543881
2933,315.2757,23.11309
2934,4.62782,0.5842037
2935,22.90182,1.40533
2936,77.36037,5.989764
2937,2.060506,0.1197622
2938,210.6711,5.178489
2939,164.7212,14.84673
2940,602.3017,9.982476
2941,27.62274,25.25187
2942,7.302909,0.3615103
2943,369.0465,23.11736
2944,368.5539,15.68442
2945,649.4496,3.31821
2946,137.8086,22.10787
2947,311.1366,20.62826
2948,506.3498,24.26758
2949,526.6293,11.6456
2950,27.3603,17.0675
2951,692.2196,24.25176
2952,27.45125,6.202439
2953,54.38713,18.78798
2954,666.7673,7.864362
2955,238.1907,3.012795
2956,1.570111,0.1912518
2957,28.78249,3.06556
2958,588.0237,22.21296
2959,2.604869,0.1681046
2960,90.86041,15.85774
2961,466.0165,27.60917
2962,3.117388,0.5858656
2963,375.4632,12.72032
2964,306.3974,21.79481
2965,7.675661,NaN
2966,31.09674,10.05051
2967,303.9065,26.95646
2968,361.825,28.84684
2969,516.3167,33.21599
2970,481.665,15.34052
2971,10.34256,0.6863551
2972,684.176,18.791
2973,322.3803,21.47323
2974,582.6628,12.71413
2975,2.151194,0.4536611
2976,10.54917,1.448687
2977,170.9004,12.65917
2978,4.763771,0.6845932
2979,80.42251,30.69038
2980,17.21265,0.5757954
2981,102.7775,8.083599
2982,155.1546,18.96665
2983,24.17203,2.805197
2984,0.9422802,0.327336
2985,681.428,2.129087
2986,33.36977,22.13292
2987,118.9474,15.76292
2988,10.18629,7.258208
2989,90.08757,26.15405
2990,6.951258,0.9479827
2991,41.28406,25.16618
2992,653.3713,23.20152
2993,85.19862,18.30949
2994,472.6165,1.888847
2995,751.2789,27.81561
2996,258.1644,18.95667
2997,273.9273,26.5008
2998,646.1324,26.9854
2999,29.8597,24.83591
3000,337.145,17.7606
3001,556.6771,35.95292
3002,307.7989,16.3056
3003,555.2874,25.00602
3004,331.8544,22.09453
3005,3.703934,1.859623
3006,117.6113,20.80226
3007,118.8705,10.80444
3008,574.8574,14.42299
3009,373.7625,9.926532
3010,281.7088,29.47239
3011,492.3213,32.12637
3012,255.7043,6.336746
3013,79.39185,12.94054
3014,452.4511,8.289931
3015,278.1649,5.294235
3016,1071.462,20.36585
3017,147.0156,13.25525
3018,439.044,8.366139
3019,141.3326,18.66361
3020,242.5389,24.05013
3021,753.8928,15.49459
3022,825.8009,26.93503
3023,159.2422,30.10363
3024,184.7264,20.82706
3025,6.65953,1.283451
3026,1.102176,0.6955623
3027,384.0958,24.03341
3028,95.43861,15.75963
3029,370.6956,19.9459
3030,188.8774,13.26669
3031,5.484756,0.5661545
3032,16.31156,5.013991
3033,549.4772,25.34737
3034,159.2662,17.35036
3035,1.616508,0.1652993
3036,284.9854,19.78896
3037,197.4825,20.94421
3038,57.75869,23.36406
3039,10.14565,0.341073
3040,148.5843,27.85278
3041,461.9053,21.23435
3042,120.1781,25.35367
3043,161.3981,4.617998
3044,374.6495,24.02775
3045,434.4925,18.14671
3046,800.6428,12.67763
3047,11.71653,4.469422
3048,260.934,28.52389
3049,271.1581,32.70882
3050,90.61769,24.76146
3051,88.04479,4.430784
3052,149.5737,7.505367
3053,233.6746,22.75796
3054,138.257,33.91976
3055,4.552917,0.2354031
3056,398.4597,7.859365
3057,333.7151,19.98923
3058,1.902516,0.02355532
3059,127.4581,9.647544
3060,98.24615,13.81931
3061,115.3622,27.92611
3062,65.3291,6.730276
3063,60.37766,14.03807
3064,23.86847,9.357823
3065,8.933565,0.2208934
3066,467.1498,29.86464
3067,370.4813,16.88064
3068,50.90839,11.85741
3069,26.32376,20.86396
3070,66.08827,25.43346
3071,523.093,8.530795
3072,274.2066,25.69252
3073,46.17776,14.07226
3074,10.54716,1.080351
3075,52.79113,14.43991
3076,363.9348,7.730071
3077,16.22203,1.280417
3078,823.1865,13.84157
3079,9.267785,6.412313
3080,92.81081,22.60144
3081,326.7926,16.38251
3082,4.650052,0.4824227
3083,372.3706,23.39986
3084,675.0829,7.110286
3085,723.9544,15.27038
3086,431.2271,29.28037
3087,449.2222,23.71904
3088,8.344519,0.5251756
3089,22.66796,10.997
3090,716.6587,34.47073
3091,209.2872,25.37327
3092,3.456714,0.1416456
3093,54.24411,16.75096
3094,236.3001,14.8691
3095,15.87794,0.9007909
3096,567.3529,19.89813
3097,699.7778,23.94621
3098,931.0699,21.3899
3099,978.3593,14.4147
3100,112.9846,23.16644
3101,1.938854,0.4002663
3102,485.9761,17.44417
3103,11.45244,2.404862
3104,27.34235,6.334349
3105,9.017176,9.157591
3106,1.865807,0.147285
3107,898.4257,8.875034
3108,3.073272,0.7031031
3109,659.0654,8.072659
3110,372.6798,2.529184
3111,4.471713,1.7179
3112,5.902311,0.8197892
3113,3.42977,0.5305955
3114,441.4615,9.728941
3115,425.4374,25.59887
3116,457.9746,18.32194
3117,271.3951,16.11001
3118,134.4261,20.89047
3119,2.51894,0.541364
3120,5.206224,0.4904109
3121,27.39198,19.41818
3122,208.125,1.536391
3123,92.29153,10.77842
3124,373.4449,10.8196
3125,58.04605,5.002844
3126,294.6883,17.8254
3127,56.05013,26.65535
3128,50.81891,8.25747
3129,2.068981,0.3447757
3130,82.35291,21.54543
3131,6.182343,2.518582
3132,465.7726,10.03617
3133,181.3976,17.59735
3134,104.9995,16.46914
3135,396.6248,23.85534
3136,574.4804,21.24109
3137,9.264084,1.663448
3138,654.1196,19.65643
3139,817.9297,18.52281
3140,37.18318,4.73375
3141,84.39125,22.88673
3142,11.28206,2.480185
3143,195.3878,14.3993
3144,278.17,11.67945
3145,113.855,19.19733
3146,281.0761,26.57314
3147,452.3101,27.48983
3148,155.6365,28.51494
3149,547.2898,15.10355
3150,355.2443,32.90627
3151,107.658,18.56694
3152,79.49471,19.04587
3153,17.87559,6.224409
3154,476.3746,2.361741
3155,233.232,13.73856
3156,20.30505,2.17736
3157,5.711068,0.4438742
3158,183.7063,14.25899
3159,33.12354,19.8031
3160,253.5399,19.05257
3161,597.485,12.48919
3162,77.77824,11.31982
3163,131.2932,14.42774
3164,7.062585,0.6374187
3165,11.36532,1.477422
3166,315.1634,27.77955
3167,97.98283,21.14003
3168,1.857334,0.267138
3169,112.1028,13.56632
3170,2.364009,NaN
3171,916.3807,6.345664
3172,300.9052,19.26769
3173,33.24581,8.495744
3174,157.6541,8.467822
3175,739.0661,25.82368
3176,48.87203,6.184258
3177,84.79437,8.003843
3178,143.4611,26.38904
3179,793.8667,3.697505
3180,16.20581,17.27049
3181,135.5823,28.20967
3182,518.2619,30.89124
3183,148.0545,17.54344
3184,762.6183,8.480052
3185,544.0245,19.68275
3186,188.0152,23.40816
3187,57.33136,10.61608
3188,197.9006,23.01492
3189,268.4997,20.22432
3190,35.78273,3.76197
3191,8.792986,0.2032425
3192,35.13752,8.119092
3193,538.509,16.02355
3194,117.2199,6.568425
3195,13.05023,NaN
3196,19.00424,9.099138
3197,288.5591,9.057978
3198,419.3864,27.38698
3199,554.2084,29.29826
3200,384.4368,43.99289
3201,15.9263,0.2034306
3202,18.01077,0.3608909
3203,504.6787,22.03194
3204,11.08284,0.1512333
3205,438.7681,27.75266
3206,739.9816,18.3084
3207,55.98268,8.460963
3208,2.839657,0.2597969
3209,878.2494,15.62714
3210,225.8348,2.303486
3211,352.5963,18.45016
3212,418.1473,14.88316
3213,24.40365,17.29579
3214,173.3721,25.06735
3215,6.576717,2.399919
3216,109.8791,23.79839
3217,673.1133,13.25073
3218,254.0981,21.77165
3219,123.1383,1.650852
3220,24.80828,12.47957
3221,2.04323,1.077141
3222,6.061605,3.519594
3223,419.4861,22.38838
3224,307.4457,27.40166
3225,213.1555,25.27524
3226,105.2526,31.39426
3227,20.97119,0.07458209
3228,171.6775,30.52113
3229,132.6852,20.13433
3230,757.9789,22.93511
3231,275.5411,33.16018
3232,72.96596,13.45256
3233,159.4706,11.78405
3234,203.0415,28.16855
3235,62.00592,9.795346
3236,9.145577,NaN
3237,164.214,11.46421
3238,4.798463,2.02706
3239,256.8932,13.23699
3240,249.8774,23.22386
3241,13.53866,0.4323758
3242,706.3895,30.85913
3243,2.608784,0.9827117
3244,353.6848,27.09682
3245,124.361,20.92987
3246,811.2615,21.53733
3247,88.26373,26.08305
3248,46.85283,4.413681
3249,8.843975,5.668054
3250,10.75186,5.298054
3251,97.72166,18.0361
3252,325.2859,14.74849
3253,49.8533,17.98265
3254,11.07566,0.613575
3255,786.2976,20.94639
3256,426.4516,19.97296
3257,657.9981,21.27894
3258,118.7996,24.06623
3259,31.87735,16.50691
3260,20.38186,2.804702
3261,102.3703,23.81472
3262,458.212,29.97007
3263,13.97989,11.08541
3264,638.694,27.25135
3265,123.7814,4.896018
3266,427.0562,24.96774
3267,288.4937,9.042055
3268,157.5799,25.67381
3269,246.508,16.76711
3270,302.7726,24.58574
3271,181.6848,24.34823
3272,44.29107,5.713009
3273,237.422,16.71353
3274,526.0605,19.18789
3275,64.64278,10.27599
3276,5.95968,4.646036
3277,336.7141,26.07265
3278,589.9395,9.614929
3279,823.2679,16.69001
3280,4.608265,0.9230254
3281,34.17963,7.686864
3282,6.694577,0.2480577
3283,2.33654,0.39142
3284,712.9729,9.411211
3285,211.8896,17.99204
3286,3.604727,1.025327
3287,764.3797,17.27178
3288,33.2506,7.184436
3289,332.5611,16.27226
3290,256.3158,16.54251
3291,29.0203,9.04174
3292,829.7461,6.791601
3293,142.0369,19.83516
3294,5.699789,2.834637
3295,22.64446,12.58142
3296,4.042645,0.4428659
3297,182.8993,9.361711
3298,130.865,24.54704
3299,509.5482,18.49263
3300,238.1915,20.09155
3301,771.0607,18.06786
3302,504.7701,11.28236
3303,441.037,19.43488
3304,NaN,NaN
3305,386.1634,19.90661
3306,4.34131,0.9139466
3307,76.95581,8.73184
3308,322.248,14.11361
3309,7.143605,0.2328716
3310,6.647554,0.2587336
3311,106.6044,22.53106
3312,91.11018,18.0547
3313,4.010138,0.08717816
3314,413.7769,10.11854
3315,469.451,31.27275
3316,234.622,28.48126
3317,16.14228,3.424624
3318,582.1876,22.24442
3319,11.68315,0.7370779
3320,367.5337,31.33245
3321,3.928904,0.3909331
3322,44.57644,32.11439
3323,93.12209,16.60229
3324,254.9107,22.92855
3325,175.6143,24.86253
3326,860.6602,24.36532
3327,1.747941,1.733913
3328,15.16307,2.052098
3329,4.554531,0.7591756
3330,62.87741,20.01662
3331,5.971714,0.07988413
3332,367.8519,16.98142
3333,158.9654,11.49354
3334,36.48269,19.18066
3335,803.0261,9.480659
3336,931.1179,6.561374
3337,6.058979,0.7718224
3338,737.2012,25.48044
3339,98.46455,19.51262
3340,280.5301,27.80709
3341,132.6219,8.560048
3342,4.607666,0.3103744
3343,67.96638,15.74506
3344,47.40397,8.374604
3345,134.7367,10.43202
3346,2.49566,0.09968056
