,Araca_tdx12,Araca_tdx30,Araca_aster30,Araca_aw3d30,Barcelos_tdx12,Barcelos_tdx30,Barcelos_aster30,Barcelos_aw3d30,Pantanal_tdx12,Pantanal_tdx30,Pantanal_aster30,Pantanal_aw3d30,Iporanga_tdx12,Iporanga_tdx30,Iporanga_aster30,Iporanga_aw3d30,RioClaro_tdx12,RioClaro_tdx30,RioClaro_aster30,RioClaro_aw3d30,SantaCatarina_tdx12,SantaCatarina_tdx30,SantaCatarina_aster30,SantaCatarina_aw3d30,SerraMar_tdx12,SerraMar_tdx30,SerraMar_aster30,SerraMar_aw3d30
5258,0.75735526,0.69097526,1.0,0.0,-9.97239304,-3.72179304,-9.0,-1.99932133,2.93585724,2.37035724,-3.0,-0.9985656,-20.99145471,-21.05805471,0.0,-11.99929695,5.0845492,5.4840492,-4.0,1.00029711,0.10685645,3.10895645,10.0,-4.0,7.48425197,5.24375197,1.0,13.0
5259,-0.08987551,0.09352449,7.0,NaN,-0.30536842,1.20783158,0.0,2.0,1.94925499,2.11695499,-4.0,1.0,5.37993303,6.91363303,11.0,1.0,4.56880055,5.19260055,1.0,1.0,0.65775587,1.47395587,-1.0,-3.0,-2.25398452,-0.74298452,-1.0,-8.0
5260,5.13222658,0.62237658,9.0,2.0,4.18086428,3.70931428,3.0,5.00068144,3.84132574,1.18552574,4.0,0.000907220000002,3.10664904,-1.88955096,3.0,0.000224700000018,2.86552367,2.48302367,5.0,-0.000175959999979,1.02995163,2.12004163,0.0,-2.0,3.52139911,2.89539911,16.0,0.0
5261,-0.42920845,-0.63189845,12.0,NaN,1.07669115,1.25950115,-4.0,NaN,1.88982047,1.91992047,-2.0,1.0,11.36552715,11.13852715,-4.0,-69.0,4.55853751,4.44793751,-4.0,-1.0,11.43106325,10.09889325,12.0,10.0,-19.20473509,-7.79473509,12.0,-16.0
5262,2.70974634,3.31319634,-6.0,6.99936728,2.07748768,3.28960768,-4.0,-1.0,4.0450193,5.2957193,2.0,1.00051571,-4.24647356,-5.44037356,9.0,-19.99952314,8.07169739,6.86209739,-5.0,1.00047451,0.0762253,-3.7504747,-3.0,-1.0,0.53177993,6.88477993,20.0,2.0
5263,2.76501917,2.78990917,4.0,7.0,NaN,NaN,8.0,-8.999317,3.96248802,4.02018802,3.0,1.00090821,9.07312962,6.95202962,-2.0,3.00028074,1.91529076,3.45079076,-7.0,-0.000142790000041,-2.17993143,2.98986857,-6.0,NaN,10.10996439,-5.12013561,-4.0,-3.0
5264,0.8034228,-0.2608372,-9.0,-2.00058609,5.47714073,-1.72079927,-13.0,3.0,8.0164866,7.5047866,2.0,4.0,9.74735049,2.48235049,11.0,2.0,3.68346026,3.99006026,8.0,-4.0,12.05448335,-0.40181665,4.0,-1.0,0.0816872399998,-0.28731276,8.0,-7.0
5265,-2.42023749,-2.24242749,8.0,1.0,2.68844041,2.94861041,-11.0,NaN,1.87971146,1.59061146,0.0,-0.9990192,-6.56805555,2.09294445,-5.0,-3.99967607,9.22471816,1.39041816,-6.0,-1.00013179,3.71351625,5.05921625,0.0,4.0,3.22000004,2.21800004,0.0,1.0
5266,-0.11343307,0.20494693,-3.0,-1.0,-0.64231627,-1.15530627,0.0,NaN,2.66878351,3.04278351,2.0,2.00095317,-1.74063732,-1.06393732,1.0,-2.99976894,5.47535559,5.36875559,0.0,-0.000178620000042,3.1779144,3.0830544,-4.0,0.0,-6.71051765,-9.19811765,0.0,-17.0
5267,5.15300714,0.31104714,7.0,NaN,3.07815145,1.12476145,3.0,1.99978386,4.66088252,4.46778252,-1.0,0.0,-5.32548368,6.68661632,-1.0,-4.0,9.82657762,2.61587762,2.0,-3.0,5.84893809,2.17493809,6.0,NaN,-7.4392876,-3.4480876,-3.0,-12.0
5268,0.66250254,0.41021254,15.0,-0.00016174000001,2.42402783,1.85581783,-6.0,-2.99956705,6.03690865,6.04300865,1.0,2.00093955,1.15132449,1.86312449,1.0,-0.99991378,4.53866868,3.92496868,-3.0,-1.00022219,4.71544908,-3.02545092,-1.0,-3.0,7.74750536,8.46950536,19.0,8.0
5269,8.00096356,9.84965356,8.0,NaN,-0.66772353,-0.34056353,0.0,-1.99931199,4.3898057,2.4640057,-7.0,0.00161645999998,7.5391124,8.0759124,15.0,-4.99932955,0.79956498,2.34016498,18.0,-3.99967572,2.98565583,2.77843583,-9.0,0.0,2.64482792,-3.30117208,-1.0,-4.0
5270,-0.34675855,0.22334145,1.0,-1.00071709,0.80584086,0.12346086,5.0,-0.000201579999995,6.15534523,4.86024523,-4.0,3.99952685,1.06039772,-1.54405228,1.0,-4.00030347,3.01085615,2.82895615,4.0,-1.00037478,0.02843282,7.17993282,8.0,3.0,3.2248699,-0.7504301,5.0,-1.0
5271,-0.43728727,-1.63159727,17.0,-2.0,-1.6394036,-1.0290636,2.0,NaN,1.36675233,1.84785233,2.0,-2.9990074,-6.11544511,2.22585489,5.0,-7.99970084,4.89388869,3.01938869,-3.0,-0.00014957999997,-6.34450496,-1.83040496,7.0,-2.0,-0.39594548,2.81705452,4.0,-2.0
5272,4.98980771,1.74408771,4.0,1.99942914,-0.53295066,-0.25250066,-7.0,-1.0,4.7390151,5.8628151,4.0,4.0,1.14176554,1.41415554,-1.0,-1.0,6.78170532,4.37230532,3.0,1.0,-4.72528255,-8.04538255,-2.0,-5.0,NaN,NaN,NaN,3.0
5273,2.80383707,2.60166707,2.0,0.99942636,0.28471008,1.21805008,14.0,1.0,2.07299294,4.24179294,8.0,-1.0,-2.8128385,2.1966315,0.0,NaN,10.10680386,7.05000386,7.0,3.0,0.37774333,0.55724333,12.0,3.0,9.84961632,2.49061632,45.0,0.0
5274,1.61856013,2.59428013,3.0,0.99937878,-1.97507055,-2.36135055,6.0,-1.0,7.31795193,6.99395193,8.0,4.0,3.92706706,4.95476706,18.0,-2.0,6.50312261,6.84902261,0.0,-3.0,2.12000416,5.01639416,-6.0,-3.0,-3.01370501,2.75229499,0.0,-4.0
5275,-1.78996609,-0.11428609,6.0,-0.000670120000002,0.72568456,0.54781456,3.0,6.0,3.03582204,3.35692204,1.0,-1.0,4.68017498,3.61297498,5.0,9.0,4.23848677,3.98468677,-8.0,0.0,3.18679427,3.60221727,-5.0,0.0,-2.54711983,4.53688017,6.0,0.0
5276,2.61282125,2.48577125,3.0,0.99984723,6.73047282,6.77122282,-3.0,7.00044576,5.53101903,5.28881903,5.0,-0.99903912,-0.50282355,-0.24582355,8.0,3.00013514,4.37733002,3.95163002,-9.0,1.99979009,5.24571447,0.28821447,14.0,-1.0,5.63745168,2.06525168,0.0,4.0
5277,2.0884287,3.1975487,9.0,2.0,0.87614095,0.72577095,-27.0,3.00067816,3.3286247,3.3778247,-4.0,-2.99853083,-5.29949759,-7.49069759,5.0,-2.99929528,7.35756721,7.21536721,-10.0,3.00029782,0.19809626,-0.58700374,2.0,-2.0,3.24836296,1.05746296,9.0,1.0
5278,5.51595108,4.74065108,10.0,NaN,1.14647198,-0.54599802,0.0,-0.000221359999998,1.25151734,1.35811734,1.0,-2.0,0.66770334,0.94810334,-9.0,-2.0,7.37597646,7.13807646,1.0,3.0,4.14332034,2.29532034,5.0,1.0,8.79034144,4.10944144,-1.0,3.0
5279,-1.27554829,0.00626171,2.0,1.99931979,3.8670399,9.4636909,-1.0,-3.0,1.55934628,1.59414628,2.0,-2.0,2.60013154,6.89783154,6.0,15.0,4.51282597,4.03602597,-6.0,-1.0,7.2895622,3.4925622,-13.0,6.0,-10.43768528,-3.05368528,12.0,-14.0
5280,-3.25378764,-3.62106764,-9.0,NaN,0.48248651,1.07228651,-4.0,0.0,4.80139454,4.76799454,-8.0,-1.0,7.157428,6.984728,0.0,2.0,4.00421515,3.67771515,-1.0,1.0,9.90716435,-1.66812565,-5.0,6.0,0.40586566,1.62496566,8.0,0.0
5281,5.38996245,3.85105245,2.0,2.0,-0.34130017,2.79935983,0.0,3.0006771,2.26879732,2.03929732,2.0,-0.99857843,-0.82281467,2.86868533,3.0,0.000698680000028,3.73279748,5.81819748,-18.0,0.000296639999988,4.18914957,-3.20665043,6.0,2.0,-12.94768051,-9.14068051,1.0,-22.0
5282,1.26567458,2.58871458,11.0,-2.00072844,6.22735235,5.56611235,13.0,NaN,2.62042873,2.52392873,-1.0,0.0,-0.18187913,-0.60567913,-3.0,-3.0,3.70425118,3.97095118,5.0,-2.0,1.89722802,1.75326002,-2.0,-3.0,-8.50875859,-3.50845859,-14.0,NaN
5283,-1.07311447,-1.23980447,-8.0,-3.00057871,-3.37058077,-4.68987077,7.0,-4.0,2.92482667,3.97422667,3.0,0.0,11.88544586,9.86334586,8.0,NaN,11.57810279,10.35050279,9.0,3.0,-3.20257535,-0.73727535,9.0,-6.0,2.9339768,0.4219768,5.0,1.0
5284,-28.56408685,-16.84278685,32.0,NaN,-0.49106001,0.57870999,-7.0,1.00068573,4.55985738,4.96435738,4.0,-2.99839803,4.61993182,2.64043182,4.0,8.00069923,-5.82140888,-0.84920888,0.0,-8.99969041,5.28707693,-1.55552307,2.0,-3.0,8.30722643,2.96212643,8.0,12.0
5285,0.27408626,0.03665626,-11.0,0.0,3.91689491,3.51724491,-1.0,NaN,3.10847253,3.36557253,0.0,-1.99907222,4.1943754,4.9380754,6.0,-3.99978799,8.06976731,7.84076731,7.0,2.99981544,-5.13824335,-5.98084335,14.0,-2.0,-5.35605907,-7.33205907,0.0,-10.0
5286,-2.84068205,-2.69048205,-2.0,-3.00070258,0.8576215,1.7330115,-9.0,-0.000206460000001,1.34009427,0.36949427,0.0,-1.0,1.3372688,8.8290688,-13.0,-3.0,1.57317133,6.27897133,12.0,-4.0,3.87319328,2.93961228,-8.0,2.0,8.37049127,0.31449127,12.0,5.0
5287,1.14523856,1.15789856,-16.0,NaN,3.15285437,-6.89073563,5.0,3.0,2.8661255,2.8928255,11.0,-1.0,16.75318647,5.01658647,-8.0,NaN,8.31944689,9.18494689,12.0,6.0,0.02793118,0.51983118,13.0,3.0,-13.42950697,8.37529303,11.0,-4.0
5288,6.50645138,5.38033138,22.0,2.99923944,2.79368134,2.79554134,0.0,NaN,2.93352613,1.21752613,-5.0,-3.0,18.15873786,19.38163786,10.0,18.0,4.34725616,4.30605616,2.0,-2.0,-2.57499933,4.33100067,19.0,-6.0,-24.86712255,13.50687745,11.0,-5.0
5289,14.78420879,-0.54029121,5.0,1.99987577,0.60585322,-1.27523678,1.0,0.000465039999995,5.56524468,5.16654468,-6.0,1.00104831,3.61041317,4.54311317,3.0,-5.99975317,6.25980656,3.78500656,-5.0,0.99983024,-21.25165295,-2.45825295,1.0,-12.0,-5.13309732,7.01620268,4.0,-8.0
5290,1.66751012,-0.57427988,5.0,-4.00016148,-3.5606688,0.2999212,10.0,-2.99955516,5.57372576,5.21052576,-1.0,-0.99906293,-4.35318276,-4.93898276,6.0,-7.99987833,5.3493975,4.9731975,-3.0,0.99978515,0.54335579,4.21205579,1.0,-4.0,1.99747179,6.57347179,-11.0,11.0
5291,1.01770759,-0.52320241,-2.0,-2.00069134,0.66988681,0.77050681,4.0,-1.00021207,3.0889875,3.9195875,5.0,-2.0,3.52274447,1.25614447,-3.0,2.0,-0.58162039,1.17147961,1.0,-4.0,-8.44274551,-2.30574551,15.0,-9.0,3.84087643,-3.14152357,-12.0,4.0
5292,12.15127436,6.56807436,0.0,NaN,1.84530389,1.00635389,1.0,1.99978098,2.88854183,3.47934183,2.0,0.0,15.10583623,12.83723623,-3.0,10.0,4.13682749,3.24382749,5.0,-3.0,-1.66666848,-3.11406848,-1.0,-3.0,6.02875667,2.37975667,10.0,9.0
5293,-0.59878957,-0.73266957,21.0,NaN,-3.63020649,-3.26040649,-3.0,-4.0,5.2447362,7.5020362,3.0,4.0,-7.05216256,-5.84966256,18.0,-7.0,5.46060124,5.54880124,6.0,5.0,0.3449647,-2.7257353,-1.0,1.0,-16.87972064,11.02427936,24.0,-9.0
5294,4.12122726,4.38380726,6.0,1.0,0.61115911,-0.04525089,8.0,2.00067625,0.85899836,0.71459836,0.0,-3.99856932,2.36824656,0.60144656,-3.0,0.000698060000104,9.59128333,7.95698333,5.0,-2.99970348,1.15377457,-7.58722543,8.0,-7.0,4.04226262,1.22726262,-1.0,4.0
5295,1.05578214,1.64983214,-5.0,NaN,0.76572659,0.25712659,4.0,1.9997863,4.16816713,6.05976713,9.0,-2.0,-10.74688132,-6.44198132,-1.0,-10.0,3.05856585,2.91366585,3.0,-1.0,NaN,-2.87026352,NaN,NaN,1.09952631,1.26852631,38.0,3.0
5296,-1.38785219,1.41926781,20.0,3.0,3.40515164,3.13401164,7.0,NaN,2.28668613,1.50978613,-2.0,-1.99898461,-3.86815447,-2.48885447,-7.0,0.000337559999991,1.2290777,2.0518777,-2.0,-7.00013067,-12.39005976,-2.68365976,-16.0,-19.0,-8.68349574,3.09510426,12.0,-7.0
5297,-1.68869332,-1.72010332,9.0,1.0,-3.12595602,-2.28347602,-11.0,NaN,2.37451289,2.43711289,3.0,1.00095443,2.48394359,2.27434359,25.0,5.00032121,-0.76004123,0.24285877,-2.0,-7.0001266,2.79142685,2.65934985,-17.0,0.0,13.52173268,2.81853268,4.0,15.0
5298,3.64817309,4.04267309,19.0,-0.000651390000002,3.33375168,3.29954168,13.0,NaN,3.72657928,3.55447928,7.0,-1.0,-1.05195314,-1.62545314,1.0,-1.0,4.13378617,3.91288617,1.0,0.0,1.29028491,-4.06931509,1.0,4.0,0.46071208,3.34671208,14.0,-2.0
5299,-0.09679,-0.25352,1.0,-3.00016563,2.33572431,2.49757431,1.0,-3.9995227,4.92641122,4.97791122,2.0,2.00046066,-4.23076141,-1.73696141,5.0,NaN,4.47544994,5.45404994,-7.0,-4.00063705,-16.15869871,-1.73989871,6.0,5.0,-6.28438603,-4.13438603,14.0,2.0
5300,3.0606748,3.2981848,9.0,-1.0,-0.10528823,-0.54546823,-2.0,NaN,1.37457712,0.85157712,-2.0,-3.99845282,-1.94894429,1.74845571,0.0,-9.99928539,10.16790256,9.05370256,1.0,-12.99970014,0.91292871,0.93998571,-8.0,-2.0,11.19446646,2.34446646,9.0,7.0
5301,2.36888901,2.58390901,9.0,0.99931821,2.78314243,1.75322243,-5.0,1.99978921,2.45463387,2.84523387,6.0,-1.0,-2.63455089,-3.75715089,-4.0,-4.0,2.11738389,2.57958389,9.0,-7.0,-8.93806178,-4.85996178,-2.0,-15.0,-0.48001676,-2.47164776,-4.0,-5.0
5302,3.48830045,1.80003045,-7.0,NaN,-6.25938863,-6.29456863,-30.0,-6.0002102,-1.94863497,-1.09033497,-13.0,-3.0,1.27183012,1.49171012,-4.0,-1.0,3.59923466,4.74513466,7.0,-2.0,5.37579166,4.99277166,-4.0,-5.0,-5.4291811,-4.0372811,14.0,-8.0
5303,-3.56054419,-3.33712419,3.0,NaN,0.4856373,1.3257873,5.0,-2.0,4.90742661,3.31392661,2.0,0.0,-2.34924499,-1.80094499,12.0,-7.0,6.41334146,7.30514146,0.0,1.0,-2.55561107,0.70108893,-9.0,-8.0,-0.59521418,-2.23251418,-11.0,3.0
5304,4.27503469,2.46524469,2.0,1.99919516,1.63499544,1.26201544,-5.0,0.99978204,4.76841737,4.88361737,12.0,-1.0,14.48605675,16.37515675,23.0,16.0,-6.77498775,-8.32568775,-8.0,-12.0,2.58122583,4.96683583,7.0,-3.0,7.57356011,2.61666011,13.0,-10.0
5305,-2.53218981,-3.54552981,35.0,-3.00064182,1.75058832,1.84419832,-5.0,NaN,2.54280738,2.71630738,-1.0,1.0,-0.39550035,3.91299965,18.0,-3.0,5.0853582,4.7822582,2.0,-2.0,3.34107995,3.14537995,3.0,-3.0,14.403223,-0.556777,2.0,4.0
5306,4.96922448,4.49005448,12.0,NaN,-3.76830036,-3.54006036,-2.0,-3.9995164,5.56750821,4.26860821,-6.0,1.00056904,12.5465438,12.1021438,33.0,10.99998268,2.59957113,2.70537113,-1.0,-1.00054823,0.93690216,3.66920216,-11.0,-6.0,-16.54809121,-4.47479121,12.0,-14.0
5307,-0.80914517,-0.02909517,9.0,3.0,-9.79230478,-9.24253478,-12.0,-4.99931792,1.55435806,1.28815806,-1.0,-4.99912982,-13.12045278,-10.55215278,1.0,-22.99976487,4.57506594,4.86426594,-10.0,6.99983682,4.26160626,-0.54519374,1.0,-3.0,10.21080906,10.14570906,-19.0,8.0
5308,-2.37112602,-2.26866602,-8.0,NaN,0.10390032,-0.16254968,-1.0,-1.999315,2.93383744,2.66103744,-4.0,-2.99895234,-11.89155617,-7.34195617,-16.0,NaN,5.42360381,6.05210381,19.0,1.99988286,1.11963154,2.09580154,3.0,3.0,6.85044779,3.93244779,13.0,10.0
5309,8.27684728,7.66943728,3.0,5.0,-7.60399034,-9.85564034,-18.0,1.000682,1.42173255,1.55763255,-1.0,-2.99912592,-2.27702129,-1.67302129,-1.0,-8.99976657,3.7540615,3.1846615,-10.0,-1.00016507,-20.5861609,-21.8590709,4.0,-16.0,13.96419381,-6.63714619,3.0,-2.0
5310,-4.26170739,-2.57708739,9.0,NaN,0.57967437,2.11556437,2.0,1.00046249,6.96824405,6.98994405,5.0,4.0010061,7.75364716,5.08414716,8.0,5.00021546,2.15728758,4.59578758,-3.0,-4.00018511,-4.69136062,-6.25866062,3.0,-6.0,-7.21836007,5.79803993,14.0,-4.0
5311,0.30767009,2.03421009,12.0,NaN,1.45730279,-0.40261721,0.0,-4.0,5.76559453,6.50459453,2.0,2.0,7.13788491,2.50058491,8.0,3.0,8.75620838,6.38540838,6.0,6.0,-1.84715923,2.80674077,3.0,-4.0,3.11180628,-2.36189372,1.0,-8.0
5312,-0.49501397,-3.69031397,1.0,-2.0006279,6.65961051,6.32525051,3.0,NaN,4.71817709,4.77307709,4.0,3.0,1.63077486,0.85887486,4.0,-5.0,6.51104527,7.11204527,7.0,1.0,-12.89908287,5.48161713,11.0,2.0,-15.33141702,-14.46101702,8.0,-16.0
5313,-1.74836654,-0.52347654,2.0,-2.00015043,-1.56522706,-0.46460706,-13.0,0.000457759999996,3.24701796,3.70881796,1.0,0.000973599999995,-6.18108783,-2.27288783,1.0,-9.99981814,4.64197998,4.66357998,2.0,0.99980302,1.5602279,3.2863779,12.0,0.0,-1.09570926,3.47329074,-2.0,-7.0
5314,-19.63266006,-19.26486006,7.0,-28.00061818,-1.76599122,0.63619878,-11.0,5.0,2.98183553,1.52573553,-2.0,-4.9994575,-11.31211411,-12.08961411,0.0,-6.99948146,-5.92013353,-5.17983353,1.0,-9.99950348,-1.64099118,-2.09969118,10.0,-3.0,-1.79369192,3.71430808,13.0,-7.0
5315,-1.51487396,-1.66852396,12.0,-5.00016583,0.64756655,-0.16692345,10.0,-0.9995534,4.3280931,3.8079931,-1.0,-0.99907524,-0.42571561,-0.17551561,12.0,3.00012162,8.30691708,8.46901708,-7.0,-13.0002154,1.00828612,0.74070612,2.0,3.0,-2.04975421,-0.62925421,6.0,-5.0
5316,0.70458536,1.66483536,19.0,3.0,3.02132761,3.19902761,-6.0,NaN,-2.70380326,-1.85220326,-3.0,-2.99905215,10.20996931,4.95286931,2.0,14.00028341,6.1061257,5.6614257,-10.0,-0.000150509999969,6.01772123,5.48652123,1.0,-1.0,-0.51660629,-0.63420629,-4.0,-1.0
5317,-5.48754149,-4.81623149,-22.0,NaN,1.86627192,1.54477192,3.0,NaN,2.0945388,2.0428388,-8.0,-7.0,5.83574063,2.50624063,8.0,-50.0,6.59483584,6.03403584,1.0,-1.0,-2.75100662,-0.04450662,7.0,-1.0,3.39799741,2.62453941,-2.0,2.0
5318,4.6768307,4.1362407,5.0,4.99980541,-23.91254177,-19.03750177,-20.0,-3.99951571,3.0425322,3.3780322,3.0,0.000414899999996,-1.53463005,1.68486995,-10.0,-9.00024044,5.0540384,5.2648384,-2.0,1.99935691,0.11129836,0.41953336,-4.0,0.0,-9.73667748,-8.20007748,6.0,-10.0
5319,0.56435094,-0.77164906,11.0,NaN,0.63755282,1.62548282,-2.0,NaN,3.50636941,2.99566941,-1.0,-3.99896031,8.18787652,7.97267652,-4.0,3.00021753,3.82917242,4.00167242,5.0,-0.000177750000034,6.64936742,5.98980142,3.0,6.0,-9.63172098,-3.16272098,17.0,-9.0
5320,-1.28169652,-0.24467652,0.0,-4.0,-0.44051446,-0.24675446,-1.0,0.000683690000002,0.41302405,2.83522405,-4.0,-2.99889274,19.20312744,8.90912744,19.0,20.00044292,6.06185313,6.15965313,8.0,-2.00007616,4.21450884,2.81680884,-1.0,9.0,-9.0115418,-0.8117418,9.0,-11.0
5321,7.32343565,4.39919565,-6.0,3.99941992,0.25130008,-1.05737992,3.0,2.0,2.5392485,1.7194485,-3.0,-1.0,4.48738961,4.54812961,8.0,-1.0,2.08492788,2.38722788,13.0,-3.0,-9.15318041,-3.73948041,3.0,-10.0,-6.67962985,0.39707015,6.0,-7.0
5322,0.82322251,0.58033251,10.0,NaN,1.8581848,0.0156848,5.0,0.99979128,6.11258487,6.17908487,4.0,1.0,5.97570897,3.55450897,13.0,3.0,5.87605613,5.79005613,6.0,5.0,14.98699728,-0.81558272,-2.0,2.0,-11.88725931,-2.81425931,21.0,-16.0
5323,-2.39524238,-2.45771238,8.0,-4.00079666,2.82301465,0.65186465,-14.0,NaN,3.19322559,4.30802559,3.0,0.99950089,-8.18151334,-0.05581334,25.0,-11.00043509,5.57529439,5.86349439,1.0,-1.00045175,-0.01971651,-0.33275051,-2.0,-1.0,2.65910854,3.46120854,5.0,1.0
5324,9.86781071,8.78723071,25.0,7.0,0.42897187,0.19587187,-7.0,NaN,4.67417427,4.64457427,-1.0,2.0015461,-7.18875236,2.43554764,8.0,NaN,31.089147,30.773647,10.0,-11.99970132,6.13273392,12.98323392,9.0,4.0,-3.38187246,-1.87652246,NaN,-1.0
5325,2.35196702,1.90596702,14.0,NaN,-2.36404832,-2.36522832,4.0,NaN,6.68151349,6.58811349,-5.0,-1.0,6.09518255,7.32208255,13.0,1.0,4.86397737,4.36807737,6.0,1.0,-5.49321274,-2.62861274,-2.0,-1.0,-11.88428642,-4.32728642,30.0,-13.0
5326,4.28215945,4.94348945,17.0,2.99923097,-3.22516443,-2.20779443,-16.0,NaN,7.03249871,6.09999871,1.0,1.0,-4.87770442,-5.03890442,0.0,2.0,1.67205899,0.29885899,-9.0,-5.0,2.61692108,0.05809108,-7.0,-1.0,4.36489833,0.48289833,-15.0,-4.0
5327,1.87849946,1.46732946,4.0,1.99928388,5.5335798,4.7671798,13.0,2.9997944,-0.81848115,-0.52198115,5.0,-2.0,0.60926342,-1.41952658,2.0,-4.0,3.13617337,2.95017337,2.0,2.0,-1.82600665,2.83624335,-2.0,0.0,5.11518885,-9.17581115,14.0,4.0
5328,-0.994157,-1.842457,0.0,NaN,14.41960546,NaN,4.0,1.99980732,1.60241789,0.86231789,-2.0,-1.00044885,1.42184108,2.88714108,2.0,-3.0003018,5.0286907,5.8229907,7.0,-1.00035712,2.80324387,1.89734387,0.0,-3.0,-4.71478486,3.74641514,7.0,-3.0
5329,-3.32405488,-2.99914488,7.0,NaN,-0.50593022,0.42570978,-10.0,-0.99952897,5.55201448,6.11421448,-3.0,2.00041876,-1.03385149,2.27644851,2.0,-4.00029845,4.45889708,6.87419708,-7.0,1.99932678,3.11057099,4.42494199,4.0,2.0,-0.33542666,-0.28392666,17.0,3.0
5330,1.19334264,1.66933264,3.0,-0.000699609999998,-0.10105049,-2.39186049,-17.0,-2.00020855,4.49636605,5.37636605,6.0,0.0,-13.3904941,5.7111059,0.0,-7.0,-0.67519033,0.98490967,8.0,-3.0,13.86413031,-0.17667969,-1.0,8.0,-5.11562183,-3.04032183,2.0,0.0
5331,0.9079136,0.6937336,-2.0,NaN,4.39067659,5.19824659,7.0,4.0,0.56421819,0.73711819,-2.0,1.0,-11.9232458,-2.6616458,10.0,-12.0,9.45813996,7.43153996,14.0,3.0,-0.17473315,-3.10373315,1.0,-4.0,14.9333167,2.5552367,0.0,2.0
5332,-7.06565662,-6.32152662,1.0,-4.0,-2.97567843,-2.54925843,-4.0,NaN,3.16296141,3.87876141,4.0,0.00101293,-15.51146866,-5.89586866,-3.0,NaN,6.0061972,6.0764972,4.0,-0.000120219999985,7.41005738,0.67165738,4.0,0.0,2.13828803,10.11708803,13.0,-5.0
5333,-0.20298028,0.65081972,2.0,NaN,-2.8002,-1.96834,-1.0,-3.0,9.07475607,8.89245607,-2.0,5.0,7.6490561,3.7531561,6.0,5.0,4.05885084,2.16635084,-1.0,1.0,-0.30119456,-1.06479456,9.0,2.0,-8.21030997,5.87669003,-13.0,-4.0
5334,4.71686551,4.81397551,-6.0,2.99942404,2.72628981,3.04365981,13.0,1.0,2.7802334,2.6219334,-3.0,-1.0,-9.83594254,-6.21414254,3.0,-17.0,1.15290253,0.95600253,10.0,1.0,4.00669251,1.74529251,2.0,3.0,-7.12384697,3.97565303,23.0,-5.0
5335,4.22355774,3.75674774,-8.0,0.99988315,1.43764093,0.58290093,9.0,2.00047174,5.45389999,7.14099999,8.0,3.00108067,8.6805352,6.0162352,3.0,8.00029759,-0.25515054,0.26334946,3.0,-16.00014737,-12.47284573,-8.93824573,5.0,-6.0,3.73656381,1.09256381,-3.0,NaN
5336,8.65729968,9.05606968,24.0,6.99925895,8.39095729,9.43462729,-1.0,NaN,6.60815099,5.70525099,6.0,4.0,5.57221038,3.99271038,9.0,-78.0,5.55547897,5.41607897,-6.0,1.0,-1.53563328,-2.11027328,-8.0,-3.0,-0.35352344,-0.46651344,-6.0,0.0
5337,-2.67273921,-3.38548921,-4.0,NaN,3.60250504,3.27990504,0.0,6.0,2.76978486,3.35128486,4.0,-1.0,10.49220747,1.28750747,-14.0,5.0,2.44623451,4.66283451,2.0,-2.0,1.90592233,1.62392433,-6.0,1.0,2.16366819,-2.38633181,29.0,-2.0
5338,0.85569382,0.89034382,8.0,3.0,2.57393851,2.98722851,-3.0,NaN,5.12913867,6.04613867,-2.0,1.00091337,8.48254182,7.81994182,13.0,NaN,5.9613535,5.3116535,0.0,-3.00016794,2.36310853,2.99073353,-7.0,0.0,-6.47074041,-2.59274041,5.0,-8.0
5339,4.8794313,2.7889913,11.0,2.99920237,0.86140076,3.26679076,20.0,4.99977818,2.66369735,3.21999735,1.0,-1.0,1.6877444,2.9567444,7.0,-8.0,10.97394796,12.87754796,11.0,13.0,2.01923842,2.20936942,-10.0,2.0,-12.72719957,0.80780043,10.0,-10.0
5340,1.40687211,1.08166211,10.0,-0.0001532,-5.47789918,-1.78249918,-9.0,-3.99955534,3.02240026,3.56620026,1.0,1.00095964,-14.11688306,-5.84128306,-1.0,-7.99986894,2.26305484,7.28435484,-3.0,1.99978905,5.39879308,2.12968508,4.0,3.0,-0.47858031,-0.50058031,18.0,-4.0
5341,3.07671911,2.01293911,29.0,-2.00072503,4.5308322,3.4728422,2.0,NaN,4.63945798,4.79155798,-2.0,1.0,-4.3799402,-4.1464402,-6.0,-7.0,2.95856954,1.16236954,4.0,-3.0,-0.56704763,-3.84995763,-9.0,-6.0,5.78848168,-0.77581832,0.0,1.0
5342,3.74218432,5.48074432,9.0,5.99984814,0.01705374,-0.00506626,-11.0,NaN,6.12950724,4.09800724,3.0,0.000968439999994,-3.84106405,-8.20426405,-4.0,0.000174560000005,4.29326018,5.76446018,0.0,3.99980068,1.81619691,-2.62216309,1.0,-2.0,-5.12161659,-0.96761659,5.0,-6.0
5343,3.6207132,3.1665832,9.0,1.99927996,1.66491366,1.48688366,8.0,-2.00022625,3.0686984,4.7215984,1.0,2.0,2.99935678,3.71115678,-7.0,-2.0,4.37343118,4.63533118,1.0,1.0,-0.05669746,-4.99149746,-5.0,-4.0,16.45720325,-6.36109675,2.0,4.0
