,X,Y,srtm30_wgs84-aster30_wgs84_abs,srtm30_wgs84-aster30_wgs84_color
203,-48.47620803,-24.30409292,3.0,214:214:255
204,-48.63403704,-24.37004311,6.0,255:175:175
205,-48.93043282,-24.28400536,17.0,255:27:27
206,-48.33539324,-24.65716723,17.0,255:27:27
207,-48.04748889,-24.18150849,4.0,255:202:202
208,-48.83394026,-24.48843328,20.0,255:0:0
209,-48.20521553,-24.01798735,4.0,201:201:255
210,-48.62655332,-24.12795333,0.0,255:255:255
211,-48.61335479,-24.41248338,2.0,255:229:229
212,-48.85854374,-24.2105495,4.0,201:201:255
213,-48.49416529,-24.92274569,7.0,161:161:255
214,-48.74681681,-24.12192923,8.0,255:148:148
215,-48.26097134,-24.72454175,10.0,255:121:121
216,-48.56848586,-24.15372694,4.0,201:201:255
217,-48.03839226,-24.24782808,10.0,255:121:121
218,-48.429655,-24.6331673,4.0,201:201:255
219,-48.29025964,-24.227911,6.0,255:175:175
220,-48.40155837,-24.25890536,1.0,255:242:242
221,-48.66730043,-24.360412,8.0,255:148:148
222,-48.30594959,-24.05858278,5.0,255:188:188
223,-48.21330113,-24.06982169,1.0,241:241:255
224,-48.26696629,-24.68715227,8.0,255:148:148
225,-48.80061506,-24.79181703,6.0,174:174:255
226,-48.72396697,-24.45813153,5.0,187:187:255
227,-48.67308089,-24.66404538,4.0,201:201:255
228,-48.39929469,-24.64178966,66.0,255:0:0
229,-48.06084855,-24.1550264,3.0,214:214:255
230,-48.54868141,-24.53362877,8.0,255:148:148
231,-48.8310142,-24.7271464,0.0,255:255:255
232,-48.78845952,-24.71275543,1.0,255:242:242
233,-48.97382078,-24.77626403,1.0,241:241:255
234,-48.72171983,-24.52135181,9.0,255:135:135
235,-48.61383053,-24.97647035,8.0,255:148:148
236,-48.05023024,-24.77598437,7.0,161:161:255
237,-48.88600721,-24.76103498,1.0,255:242:242
238,-48.19534284,-24.97645347,1.0,241:241:255
239,-48.87885017,-24.50805028,12.0,93:93:255
240,-48.78473116,-24.14898543,2.0,255:229:229
241,-48.96232499,-24.94011541,2.0,255:229:229
242,-48.51945322,-24.70940492,5.0,255:188:188
243,-48.5143949,-24.7267491,10.0,255:121:121
244,-48.19410218,-24.00188421,1.0,241:241:255
245,-48.71308435,-24.6542041,30.0,255:0:0
246,-48.61451844,-24.13398124,0.0,255:255:255
247,-48.37281528,-24.66306544,3.0,255:215:215
248,-48.7110489,-24.42657683,11.0,107:107:255
249,-48.49770727,-24.71837451,14.0,255:68:68
250,-48.09476371,-24.67359748,20.0,0:0:255
251,-48.79305726,-24.01372688,3.0,255:215:215
252,-48.70253066,-24.37901567,2.0,255:229:229
253,-48.47579905,-24.13077497,6.0,255:175:175
254,-48.38867144,-24.52212189,4.0,201:201:255
255,-48.03536804,-24.48472238,6.0,255:175:175
256,-48.64189515,-24.81285404,11.0,255:108:108
257,-48.4304774,-24.7665194,7.0,255:162:162
258,-48.04571809,-24.79378396,7.0,255:162:162
259,-48.8720708,-24.70965083,10.0,120:120:255
260,-48.03231318,-24.92667687,5.0,187:187:255
261,-48.22861958,-24.43032097,6.0,255:175:175
262,-48.21177392,-24.45473181,2.0,255:229:229
263,-48.67660854,-24.14267787,4.0,255:202:202
264,-48.4677193,-24.8399241,10.0,120:120:255
265,-48.65885785,-24.37370205,13.0,255:81:81
266,-48.72744235,-24.38957449,9.0,255:135:135
267,-48.8714322,-24.87911578,1.0,241:241:255
268,-48.54731656,-24.3105832,8.0,255:148:148
269,-48.29858803,-24.74874461,3.0,214:214:255
270,-48.56495691,-24.70639367,11.0,107:107:255
271,-48.44882818,-24.09841257,0.0,255:255:255
272,-48.53812883,-24.00512339,9.0,255:135:135
273,-48.50068259,-24.14513072,0.0,255:255:255
274,-48.01559231,-24.06287399,4.0,255:202:202
275,-48.30435753,-24.03052484,5.0,255:188:188
276,-48.18852592,-24.35042726,1.0,255:242:242
277,-48.70061928,-24.40609302,7.0,255:162:162
278,-48.80076512,-24.24715564,10.0,255:121:121
279,-48.32900395,-24.5592459,17.0,255:27:27
280,-48.5249261,-24.23923231,5.0,187:187:255
281,-48.96382576,-24.54790429,0.0,255:255:255
282,-48.97035698,-24.76565553,11.0,107:107:255
283,-48.0240638,-24.35268315,10.0,120:120:255
284,-48.76419261,-24.7535349,10.0,255:121:121
285,-48.00655166,-24.91336309,2.0,228:228:255
286,-48.41992125,-24.27545688,12.0,255:94:94
287,-48.93479727,-24.07496995,2.0,228:228:255
288,-48.20515582,-24.12137021,10.0,255:121:121
289,-48.11373838,-24.40968455,15.0,53:53:255
290,-48.18734104,-24.80308105,6.0,255:175:175
291,-48.46931078,-24.62332289,18.0,255:14:14
292,-48.54315627,-24.16632283,2.0,255:229:229
293,-48.27326519,-24.94320964,7.0,255:162:162
294,-48.44657541,-24.96980216,19.0,255:0:0
295,-48.87434442,-24.55520925,3.0,214:214:255
296,-48.00983558,-24.45913136,3.0,255:215:215
297,-48.07358474,-24.23595959,4.0,255:202:202
298,-48.60311825,-24.50454425,12.0,93:93:255
299,-48.89775979,-24.04178737,1.0,255:242:242
300,-48.96429858,-24.97803637,5.0,255:188:188
301,-48.14397293,-24.25146209,19.0,255:0:0
302,-48.89883507,-24.98033409,20.0,255:0:0
303,-48.26860194,-24.69166773,13.0,255:81:81
304,-48.54830004,-24.64842119,9.0,255:135:135
305,-48.12313478,-24.26926867,3.0,214:214:255
306,-48.97344283,-24.72392081,3.0,255:215:215
307,-48.78155711,-24.83478158,3.0,214:214:255
308,-48.12371943,-24.31026968,6.0,255:175:175
309,-48.83932942,-24.41959739,2.0,228:228:255
310,-48.41094172,-24.68828779,36.0,255:0:0
311,-48.867237,-24.00672894,11.0,255:108:108
312,-48.90109694,-24.17960048,10.0,255:121:121
313,-48.88698223,-24.55262609,2.0,255:229:229
314,-48.16105117,-24.66527242,2.0,255:229:229
315,-48.86865179,-24.11202653,4.0,201:201:255
316,-48.26860883,-24.28104407,7.0,255:162:162
317,-48.45128982,-24.89280908,1.0,241:241:255
318,-48.09178033,-24.67439844,9.0,255:135:135
319,-48.30502924,-24.51843031,9.0,255:135:135
320,-48.27613099,-24.76494363,5.0,187:187:255
321,-48.72082287,-24.87949894,19.0,255:0:0
322,-48.75768155,-24.77146179,7.0,161:161:255
323,-48.5862088,-24.10783397,0.0,255:255:255
324,-48.81292072,-24.94374338,6.0,255:175:175
325,-48.74269195,-24.17405447,5.0,187:187:255
326,-48.70147843,-24.65666819,48.0,255:0:0
327,-48.51547727,-24.31163684,14.0,255:68:68
328,-48.64325942,-24.82706547,11.0,255:108:108
329,-48.11644105,-24.41406035,11.0,107:107:255
330,-48.42138494,-24.56059698,14.0,255:68:68
331,-48.47908016,-24.63504829,2.0,228:228:255
332,-48.39483781,-24.26897913,16.0,40:40:255
333,-48.53932295,-24.20145443,6.0,255:175:175
334,-48.19367138,-24.38348495,3.0,255:215:215
335,-48.13177947,-24.13629437,14.0,255:68:68
336,-48.20180105,-24.50886969,5.0,255:188:188
337,-48.25171656,-24.94805774,5.0,187:187:255
338,-48.63539507,-24.34893403,16.0,255:41:41
339,-48.2366484,-24.29948163,24.0,255:0:0
340,-48.21964917,-24.16148112,1.0,255:242:242
341,-48.77877075,-24.88466197,9.0,255:135:135
342,-48.60558146,-24.59992135,18.0,255:14:14
343,-48.86258537,-24.51594726,1.0,255:242:242
344,-48.99342812,-24.94272017,6.0,255:175:175
345,-48.71137845,-24.22450198,6.0,174:174:255
346,-48.38877147,-24.75882819,5.0,255:188:188
347,-48.56545791,-24.7758982,14.0,67:67:255
348,-48.37404524,-24.78438314,11.0,255:108:108
349,-48.35165034,-24.50530848,2.0,228:228:255
350,-48.18137796,-24.24312821,1.0,255:242:242
351,-48.33089028,-24.74326,16.0,255:41:41
352,-48.64966836,-24.24993528,1.0,241:241:255
353,-48.89739597,-24.50350133,10.0,120:120:255
354,-48.54172445,-24.77653456,4.0,255:202:202
355,-48.71290168,-24.23078338,0.0,255:255:255
356,-48.95896774,-24.39979641,12.0,255:94:94
357,-48.03583321,-24.19737831,6.0,174:174:255
358,-48.48635628,-24.46707278,0.0,255:255:255
359,-48.70917277,-24.5640868,1.0,241:241:255
360,-48.15875236,-24.63135319,5.0,187:187:255
361,-48.7348111,-24.57193043,5.0,187:187:255
362,-48.36997614,-24.89712028,15.0,255:54:54
363,-48.83883231,-24.79256289,7.0,161:161:255
364,-48.76803474,-24.52733709,0.0,255:255:255
365,-48.08309778,-24.01535481,5.0,187:187:255
366,-48.11029417,-24.94745786,7.0,255:162:162
367,-48.67235065,-24.3076883,6.0,255:175:175
368,-48.65079908,-24.95561507,1.0,241:241:255
369,-48.95948131,-24.70624259,2.0,255:229:229
370,-48.98270731,-24.572461,14.0,67:67:255
371,-48.66731764,-24.81661698,13.0,255:81:81
372,-48.83719386,-24.47129758,5.0,255:188:188
373,-48.37015772,-24.17122297,4.0,201:201:255
374,-48.36791356,-24.17449405,5.0,187:187:255
375,-48.72235823,-24.70799866,13.0,255:81:81
376,-48.53334034,-24.45396138,5.0,255:188:188
377,-48.54861492,-24.68660014,6.0,255:175:175
378,-48.97758473,-24.76325567,1.0,241:241:255
379,-48.9298631,-24.57036435,7.0,255:162:162
380,-48.5086397,-24.17242473,21.0,255:0:0
381,-48.47231373,-24.87590606,10.0,255:121:121
382,-48.1826968,-24.10428302,12.0,93:93:255
383,-48.81412361,-24.67940155,10.0,255:121:121
384,-48.8609428,-24.48873464,5.0,255:188:188
385,-48.72314586,-24.83061524,3.0,255:215:215
386,-48.83405927,-24.88720425,27.0,255:0:0
387,-48.03427443,-24.87287005,6.0,255:175:175
388,-48.68816399,-24.90179141,1.0,255:242:242
389,-48.55801406,-24.85645587,0.0,255:255:255
390,-48.08737629,-24.60890593,3.0,214:214:255
391,-48.4324519,-24.86027778,18.0,255:14:14
392,-48.59319376,-24.87743107,10.0,255:121:121
393,-48.41290844,-24.16636047,8.0,255:148:148
394,-48.15257028,-24.85295412,6.0,174:174:255
395,-48.15993579,-24.16386152,3.0,214:214:255
396,-48.72999008,-24.5320217,3.0,214:214:255
397,-48.63639739,-24.03730837,2.0,228:228:255
398,-48.9902371,-24.64089689,9.0,255:135:135
399,-48.83279635,-24.8186423,4.0,201:201:255
400,-48.38457492,-24.92504116,7.0,255:162:162
401,-48.13123687,-24.29692591,0.0,255:255:255
402,-48.92248704,-24.17313187,10.0,255:121:121
403,-48.59062996,-24.44871638,3.0,214:214:255
404,-48.85677612,-24.99515292,0.0,255:255:255
405,-48.41743139,-24.07215856,3.0,255:215:215
406,-48.04094205,-24.90961729,2.0,228:228:255
407,-48.0661262,-24.42649293,2.0,228:228:255
408,-48.75775627,-24.1445685,9.0,255:135:135
409,-48.85502844,-24.22266642,5.0,255:188:188
410,-48.54556341,-24.35973803,7.0,255:162:162
411,-48.55012913,-24.56891544,18.0,255:14:14
412,-48.21485394,-24.06669148,8.0,255:148:148
413,-48.86554883,-24.39250093,3.0,214:214:255
414,-48.58290954,-24.15513287,4.0,255:202:202
415,-48.65907658,-24.05304761,2.0,228:228:255
416,-48.93859957,-24.62901385,11.0,255:108:108
417,-48.74947312,-24.38240019,12.0,255:94:94
418,-48.35437707,-24.9213932,4.0,255:202:202
419,-48.10363576,-24.281634,7.0,255:162:162
420,-48.57590376,-24.80194289,5.0,187:187:255
421,-48.44272261,-24.19962355,7.0,161:161:255
422,-48.80134423,-24.79953122,12.0,93:93:255
423,-48.41529227,-24.90185214,3.0,255:215:215
424,-48.27666941,-24.17776058,11.0,255:108:108
425,-48.41356663,-24.45118662,16.0,255:41:41
426,-48.84667017,-24.30438518,3.0,214:214:255
427,-48.82975524,-24.69757424,6.0,255:175:175
428,-48.32614736,-24.79346961,2.0,255:229:229
429,-48.04570976,-24.36883665,2.0,255:229:229
430,-48.2668414,-24.8562034,9.0,255:135:135
431,-48.74235379,-24.0227946,1.0,241:241:255
432,-48.03930697,-24.57619539,2.0,255:229:229
433,-48.7531879,-24.98992902,25.0,255:0:0
434,-48.8067034,-24.04817741,0.0,255:255:255
435,-48.95303308,-24.72282115,5.0,187:187:255
436,-48.7327753,-24.91755406,22.0,255:0:0
437,-48.74473379,-24.557958,18.0,255:14:14
438,-48.13405589,-24.48444937,0.0,255:255:255
439,-48.19090078,-24.26736755,7.0,255:162:162
440,-48.45032983,-24.87954729,12.0,93:93:255
441,-48.61293608,-24.88091464,2.0,255:229:229
442,-48.90368087,-24.26100003,13.0,255:81:81
443,-48.45619128,-24.2784342,1.0,255:242:242
444,-48.54470668,-24.3928173,13.0,80:80:255
445,-48.62716379,-24.9165704,11.0,255:108:108
446,-48.28324687,-24.48985268,13.0,255:81:81
447,-48.51854422,-24.72407377,11.0,255:108:108
448,-48.14617894,-24.16032561,2.0,228:228:255
449,-48.91608613,-24.60352163,10.0,255:121:121
450,-48.2449985,-24.26235596,20.0,255:0:0
451,-48.36404985,-24.23066651,2.0,255:229:229
452,-48.77091247,-24.78566748,7.0,255:162:162
453,-48.33978747,-24.67830798,16.0,255:41:41
454,-48.18958009,-24.39020596,6.0,255:175:175
455,-48.5608857,-24.97067607,7.0,255:162:162
456,-48.74284148,-24.94338694,18.0,255:14:14
457,-48.27393625,-24.80569011,1.0,241:241:255
458,-48.71851386,-24.88673504,7.0,255:162:162
459,-48.90772131,-24.15513317,14.0,255:68:68
460,-48.98441662,-24.06502572,13.0,80:80:255
461,-48.30706496,-24.58542089,3.0,255:215:215
462,-48.77088948,-24.3923547,9.0,255:135:135
463,-48.50543824,-24.81104609,4.0,255:202:202
464,-48.94613632,-24.47355864,7.0,255:162:162
465,-48.83148441,-24.30937122,13.0,255:81:81
466,-48.78323087,-24.49654053,6.0,255:175:175
467,-48.63801718,-24.2799298,5.0,255:188:188
468,-48.72372158,-24.93280007,24.0,255:0:0
469,-48.08028855,-24.54310961,4.0,255:202:202
470,-48.89917034,-24.75716257,2.0,228:228:255
471,-48.82147004,-24.02667209,8.0,255:148:148
472,-48.59595666,-24.03789558,5.0,255:188:188
473,-48.51578525,-24.6520356,1.0,255:242:242
474,-48.66173788,-24.21219302,3.0,214:214:255
475,-48.7611073,-24.20563245,2.0,228:228:255
476,-48.50578808,-24.43685226,23.0,0:0:255
477,-48.8438632,-24.13061263,1.0,255:242:242
478,-48.6643966,-24.56788771,4.0,255:202:202
479,-48.09976897,-24.06644024,6.0,255:175:175
480,-48.21182198,-24.79804484,10.0,255:121:121
481,-48.84650276,-24.51143972,3.0,255:215:215
482,-48.65043311,-24.23358769,7.0,255:162:162
483,-48.01732441,-24.28428914,4.0,255:202:202
484,-48.62583138,-24.30972482,1.0,241:241:255
485,-48.76996149,-24.60677332,25.0,255:0:0
486,-48.85132505,-24.86159509,6.0,174:174:255
487,-48.40105202,-24.52310836,14.0,67:67:255
488,-48.00259953,-24.97784171,3.0,214:214:255
489,-48.05508818,-24.88721575,2.0,228:228:255
490,-48.49501677,-24.39954201,2.0,228:228:255
491,-48.31560771,-24.85494366,1.0,255:242:242
492,-48.2990795,-24.56916995,18.0,255:14:14
493,-48.67159549,-24.83980402,6.0,255:175:175
494,-48.43076968,-24.43381635,12.0,93:93:255
495,-48.40022081,-24.70094632,9.0,255:135:135
496,-48.91751327,-24.79715871,3.0,255:215:215
497,-48.43967666,-24.72046785,5.0,255:188:188
498,-48.47892424,-24.31058168,2.0,228:228:255
499,-48.07143108,-24.87991133,1.0,241:241:255
500,-48.79827127,-24.66554479,8.0,147:147:255
501,-48.2566877,-24.16420744,7.0,255:162:162
502,-48.17639957,-24.38350393,2.0,228:228:255
503,-48.64589059,-24.56632143,24.0,255:0:0
504,-48.14856589,-24.24517772,8.0,255:148:148
505,-48.65721018,-24.72142486,0.0,255:255:255
506,-48.04132037,-24.4253737,9.0,255:135:135
507,-48.7751627,-24.90395654,18.0,255:14:14
508,-48.05805533,-24.8664113,8.0,147:147:255
509,-48.23201157,-24.522308,3.0,255:215:215
510,-48.79643411,-24.62841284,10.0,255:121:121
511,-48.63059668,-24.89156212,2.0,228:228:255
512,-48.54625761,-24.64465405,3.0,255:215:215
513,-48.02245839,-24.54531672,0.0,255:255:255
514,-48.37896998,-24.53232637,28.0,0:0:255
515,-48.74065497,-24.66770135,16.0,255:41:41
516,-48.75358354,-24.63020214,6.0,255:175:175
517,-48.54591171,-24.38358739,5.0,255:188:188
518,-48.21667971,-24.19037888,1.0,255:242:242
519,-48.08680912,-24.45223791,3.0,255:215:215
520,-48.68099299,-24.97338911,2.0,255:229:229
521,-48.84552312,-24.10800902,0.0,255:255:255
522,-48.59274512,-24.89533682,4.0,255:202:202
523,-48.25046456,-24.14702417,47.0,255:0:0
524,-48.11547551,-24.43858784,24.0,0:0:255
525,-48.19250277,-24.85201139,0.0,255:255:255
526,-48.86717232,-24.02554829,5.0,187:187:255
527,-48.98736265,-24.71904827,3.0,214:214:255
528,-48.77182497,-24.08002761,3.0,255:215:215
529,-48.39507619,-24.76554719,16.0,255:41:41
530,-48.51472481,-24.17637786,1.0,241:241:255
531,-48.42445463,-24.2618873,3.0,214:214:255
532,-48.71696347,-24.93120344,27.0,255:0:0
533,-48.2275849,-24.06977674,11.0,255:108:108
534,-48.00926048,-24.55644978,14.0,67:67:255
