,tdx12_Araca,tdx12_slope_Araca
389,52.26605,1.995828
390,32.01701,1.869856
391,47.54964,5.279986
392,48.88532,9.79808
393,1077.41,5.344281
394,49.52991,2.430178
395,93.29711,8.719503
396,50.52776,4.201694
397,140.1574,15.66532
398,63.49199,8.141714
399,55.22459,6.013769
400,25.08236,0.523627
401,156.9989,17.38436
402,69.019,4.90963
403,55.30645,5.361009
404,54.86522,6.659873
405,1174.667,1.606912
406,31.54333,1.119051
407,38.81898,0.6589018
408,67.00834,0.9355828
409,65.31425,1.013998
410,49.02837,1.281703
411,48.41211,0.7288479
412,834.8331,17.32805
413,56.93809,1.394382
414,73.58652,1.880867
415,132.2908,28.8156
416,57.50891,3.127521
417,56.75631,5.073876
418,50.61294,5.426348
419,69.35812,3.884749
420,27.64754,0.7829506
421,83.96777,3.579138
422,38.09106,23.22456
423,27.80311,0.6992314
424,963.0839,3.514463
425,39.37769,0.2087
426,62.89484,5.714036
427,38.88172,0.5442415
428,49.67429,10.04333
429,48.57624,5.631682
430,44.50573,8.69025
431,124.638,8.715871
432,31.68093,0.5163144
433,58.19547,1.042177
434,89.77367,4.501396
435,60.74247,11.20479
436,61.37044,4.84382
437,41.54442,1.801356
438,34.54863,1.471991
439,85.21834,2.524944
440,52.34785,0.4795771
441,44.6499,8.59846
442,66.30801,1.43773
443,65.30104,7.29006
444,49.07966,0.9299816
445,39.94689,4.805364
446,41.3129,7.948982
447,53.20896,4.423382
448,99.70815,3.766835
449,42.76265,2.644265
450,137.4865,6.301376
451,57.96167,1.249738
452,54.26239,11.3464
453,33.82749,9.638037
454,41.35016,0.7105061
455,37.73205,8.094821
456,58.50182,6.604223
457,47.1137,0.8525547
458,57.25758,4.729735
459,74.99149,8.24515
460,80.45282,3.902466
461,37.09526,3.11042
462,59.69181,3.421576
463,38.41858,0.4508792
464,53.72852,3.85982
465,67.2746,4.499608
466,56.15232,3.989836
467,60.9581,3.108798
468,59.23078,10.32455
469,33.67465,0.7609713
470,51.04818,4.276816
471,81.08495,12.78198
472,103.1718,4.524607
473,34.72791,0.9087861
474,66.13384,3.818742
475,46.39782,15.471
476,39.70372,6.78806
477,60.58181,5.585739
478,48.09378,1.613094
479,97.16898,14.86939
480,32.7486,3.417279
481,53.56748,3.043902
482,64.37681,5.788476
483,57.33493,3.436311
484,53.39591,0.875222
485,62.92584,7.715103
486,54.94218,8.30746
487,48.021,5.15449
488,55.32663,5.204035
489,31.20334,0.1710854
490,41.92269,0.7034369
491,35.37434,0.2694966
492,34.54755,0.4378744
493,42.38599,8.133611
494,41.7531,7.142394
495,31.32744,0.5422391
496,39.06647,0.9855272
497,39.65251,2.726808
498,50.01421,0.9365399
499,31.13484,0.1298103
500,46.68776,1.864831
501,640.1034,20.06764
502,43.16288,1.374516
503,42.28371,5.194094
504,74.96413,12.46384
505,33.80048,1.248968
506,38.8786,0.2073881
507,57.80853,11.89972
508,31.0033,0.3165949
509,35.29858,6.079595
510,36.02309,1.565728
511,49.46926,1.215148
512,49.04883,2.707369
513,46.76361,3.602052
514,39.27841,6.440039
515,41.0836,9.542101
516,42.96502,8.001506
517,48.96584,4.933012
518,624.6898,16.26748
519,40.39771,4.403198
520,52.56501,9.730148
521,53.06977,7.162639
522,45.83575,4.252393
523,1057.367,1.737279
524,38.55159,6.271364
525,25.52737,0.957303
526,75.38107,11.92912
527,50.15852,10.37318
528,78.89168,4.239691
529,51.42921,4.184996
530,66.10313,1.727506
531,61.87842,4.47429
532,58.61894,12.07073
533,863.6515,26.59527
534,43.15578,3.832128
535,34.23925,2.44043
536,57.80405,6.001562
537,52.62616,1.153345
538,46.6206,4.177138
539,135.9264,2.571298
540,307.9821,14.20003
541,52.59085,5.521615
542,44.65921,0.815954
543,56.3843,2.897928
544,77.12904,7.63933
545,1071.786,4.502337
546,76.07211,2.636929
547,71.24106,4.018255
548,33.21469,3.820725
549,56.6352,1.583285
550,48.4739,2.603668
551,35.88029,0.403629
552,46.56679,1.021128
553,39.94782,6.487976
554,52.9197,3.48137
555,1026.833,38.31213
556,45.30183,2.995492
557,53.52877,2.450241
558,37.39693,0.6024496
559,40.40771,4.81973
560,30.56369,2.025809
561,90.43499,9.726349
562,30.51723,0.6198243
563,57.66558,2.407708
564,71.41888,6.091774
565,64.05445,2.790108
566,53.59323,4.135051
567,48.23734,8.529154
568,44.516,3.762003
569,53.91899,0.7377016
570,54.79779,4.359456
571,29.68462,1.7923
572,NaN,NaN
573,817.8048,7.876965
574,47.87372,3.680579
575,43.80403,5.365417
576,56.48081,1.330259
577,61.08691,4.090727
578,38.05515,1.682894
579,82.5351,4.347795
580,59.15768,6.428176
581,68.15086,4.542092
582,72.9707,5.265287
583,NaN,NaN
584,66.29391,4.387184
585,44.26989,5.521021
586,58.11179,7.82622
587,78.2181,3.905075
588,44.60685,1.551804
589,987.3552,7.401317
590,52.12413,3.94244
591,56.68623,2.158342
592,45.07159,3.874558
593,74.54894,15.47595
594,47.60128,1.344499
595,54.9607,4.024431
596,38.29481,0.4189066
597,43.78776,1.934736
598,61.46456,8.617537
599,82.51561,6.978536
600,56.55729,3.301718
601,31.092,1.125148
602,89.34232,5.900119
603,70.19339,2.640175
604,54.11219,4.007063
605,69.55949,2.560463
606,42.36149,0.67554
607,39.50429,2.339899
608,66.25265,4.602583
609,45.02317,13.15567
610,45.64825,5.115956
611,66.35498,4.49136
612,82.58983,3.506125
613,214.2801,20.91862
614,35.95479,1.569012
615,73.89649,4.990459
616,35.63963,0.26855
617,1076.432,5.61422
618,50.02448,7.601117
619,25.2592,0.4354329
620,60.20656,1.170465
621,25.36351,0.4208371
622,59.52131,3.139585
623,66.24793,4.805049
624,43.94448,6.92317
625,53.73435,4.663352
626,54.026,4.988295
627,65.78826,0.6453928
628,34.12746,4.090668
629,1119.721,3.684565
630,66.04376,5.483846
631,32.47038,2.260473
632,55.01924,2.423466
633,44.98751,5.858416
634,64.08806,2.354622
635,231.4508,17.41311
636,61.63394,5.518689
637,57.35573,2.777064
638,33.82077,1.336019
639,51.61473,3.866869
640,84.81136,6.571105
641,48.82415,6.285411
642,64.93011,3.678308
643,45.58189,7.407877
644,1004.237,33.39845
645,82.23889,12.54572
646,34.34481,1.623919
647,45.36717,10.6049
648,73.28283,5.145843
649,23.95235,0.9641217
650,86.0519,3.877586
651,48.17184,8.976027
652,42.45176,3.055761
653,49.34661,2.789448
654,72.76331,2.541485
655,53.29368,4.875689
656,55.32872,3.323126
657,65.48844,14.80754
658,37.81538,3.397857
659,34.69128,2.345567
660,36.35778,0.653489
661,60.06356,6.277447
662,42.4451,9.638673
663,46.46149,2.294427
664,53.44844,10.696
665,86.06232,8.683215
666,85.1786,2.451876
667,57.145,4.905683
668,997.4276,17.03837
669,58.32123,3.069693
670,33.76872,1.841609
671,39.05156,3.603151
672,60.62825,5.814442
673,51.12559,4.716149
674,39.07044,9.930482
675,52.76741,2.023239
676,41.78017,2.174431
677,51.35809,4.962045
678,45.89324,5.045191
679,31.22065,0.5086056
680,56.94841,7.330338
681,51.26758,12.77355
682,50.88792,1.124396
683,65.56602,1.016025
684,65.11097,5.094939
685,67.73176,1.831193
686,79.87347,2.822224
687,32.54096,0.8015859
688,59.88954,10.17043
689,NaN,NaN
690,72.58801,1.824632
691,40.30117,0.8950514
692,47.49479,7.206904
693,NaN,NaN
694,42.98734,2.286963
695,774.1042,6.823431
696,36.23298,5.794014
697,67.38793,1.309031
698,48.60238,2.122499
699,31.41603,1.640323
700,750.5463,20.12375
701,33.64573,1.463312
702,78.65041,7.842575
703,85.21239,3.367198
704,57.94453,6.449967
705,1240.247,2.481272
706,30.77283,2.276406
707,37.0916,1.217631
708,36.60094,3.367453
709,38.62425,1.150584
710,73.3623,3.097404
711,36.3312,6.148063
712,51.20675,4.246711
713,36.46367,1.500326
714,58.76263,0.9096732
715,199.752,32.32164
716,57.75113,4.873715
717,31.80078,0.2342349
718,61.56236,9.585864
719,47.49454,8.081905
720,43.28642,14.72841
721,67.11562,2.622251
722,30.75607,0.3589795
723,57.19891,8.582866
724,124.2668,8.948522
725,51.66316,2.092566
726,48.44265,3.83594
727,38.01012,3.372836
728,35.63914,0.2936847
729,457.0466,26.90073
730,35.89333,0.5123736
731,49.06015,4.530507
732,74.29521,3.811932
733,83.53703,1.476435
734,67.55002,1.118432
735,43.17811,3.715695
736,391.9578,9.078174
737,184.5493,29.99905
738,60.6439,4.750285
739,37.76202,0.6373594
740,48.84106,1.5474
741,35.27536,1.695012
742,51.8484,6.166383
743,35.72266,1.35542
744,35.41745,0.6679666
745,31.83959,0.2018352
746,750.431,19.19056
747,1080.09,22.34446
748,50.78566,3.794141
749,43.21209,5.033438
750,50.98465,0.9524465
751,30.14979,0.3085406
752,30.61586,0.9524266
753,33.19812,0.6887851
754,76.70621,3.842576
755,40.08386,1.351605
756,37.02592,3.208249
757,59.56092,5.084357
758,32.20321,0.8300043
759,119.8043,5.09605
760,58.04351,4.60976
761,30.64449,0.7466817
762,82.00838,5.220554
763,32.69992,1.051191
764,46.16638,21.07532
765,53.59356,4.298419
766,108.147,11.72682
767,31.45587,1.123751
768,54.98263,1.962689
769,39.60069,12.18509
770,40.91854,1.962313
771,45.04661,10.96542
772,32.45638,0.8827513
773,54.46912,4.320135
774,49.74184,3.170918
775,24.9412,31.98973
776,53.97589,0.5215265
777,48.14915,2.376441
778,61.71672,5.906124
779,33.2478,2.612366
780,31.87098,7.079536
781,51.72022,7.622035
782,40.02028,2.421422
783,64.03459,1.858137
784,62.60868,0.8077518
785,71.40739,6.006398
786,31.6187,1.443851
787,29.6096,0.1553101
788,38.86818,1.053856
789,46.31063,2.095275
790,54.82684,2.725132
791,63.91809,6.648777
792,38.65919,0.8050682
793,42.62073,1.799259
794,49.21649,5.805562
795,1237.307,2.680996
796,62.00948,2.315839
797,187.3262,8.915774
798,36.56633,1.382601
799,59.94822,4.9859
800,102.2511,8.046735
801,895.1234,22.07371
802,57.41859,2.066017
803,57.35873,6.602541
804,73.88709,9.800404
805,1084.512,18.515
806,37.19216,1.272197
807,459.7887,13.90429
808,71.92467,5.742065
809,54.44836,9.348617
810,715.1645,22.13188
811,52.41998,4.136554
812,39.48624,1.155389
813,68.31091,1.498051
814,82.41907,8.622478
815,43.08744,10.55543
816,55.34372,4.050194
817,31.83293,3.910235
818,57.94943,3.300568
819,53.46883,6.132785
820,46.56096,1.705295
821,72.10618,3.451627
822,46.9613,2.854734
823,43.95494,4.791063
824,50.97112,2.546276
825,60.89987,4.631425
826,54.83972,0.837298
827,959.3008,20.88967
828,47.93902,4.340995
829,60.41235,6.545742
830,35.98784,2.594376
831,1016.54,0.1749125
832,55.90651,10.69146
833,58.84905,3.43755
834,69.435,6.615704
835,79.73656,9.456273
836,44.50722,2.348715
837,32.8797,0.983436
838,50.39834,7.85779
839,58.52622,2.123499
840,66.37501,2.511278
841,30.25337,1.684406
842,38.91164,2.571241
843,60.28738,7.413709
844,34.7999,0.3362282
845,52.09339,0.8370058
846,70.52176,2.965406
847,885.038,18.869
848,86.37817,2.612658
849,254.4532,21.35847
850,38.60113,1.979577
851,42.80732,2.909182
852,40.16791,1.817915
853,50.75525,3.476787
854,29.34207,0.6322265
855,66.00928,8.355996
856,59.42237,7.368369
857,59.49353,10.7026
858,868.1479,13.59733
859,34.08351,0.5613292
860,31.36177,0.5766823
861,63.29038,1.244819
862,57.61551,3.268697
863,50.38649,3.652264
864,49.57011,3.170661
865,32.40743,0.6332119
866,35.35386,3.81844
867,67.76315,4.453487
868,54.04488,5.877289
869,66.88493,1.994953
870,38.2378,19.2675
871,35.69013,8.062185
872,66.45008,6.925211
873,35.42711,0.9032703
874,64.22414,9.56119
875,633.3185,31.04714
876,419.9857,20.41543
877,36.67149,0.9210269
878,62.01491,3.89128
879,45.82683,1.207804
880,30.88203,0.7397013
881,69.79349,2.040357
882,66.85575,0.06114505
883,363.8766,8.990937
884,48.90764,14.63732
885,45.36722,2.307439
886,54.03925,2.912313
887,31.10984,0.9106653
888,337.0021,25.49407
889,54.27204,6.535849
890,31.59614,0.4482393
891,31.91015,1.416225
892,68.03409,4.35755
893,38.12072,10.97865
894,43.26012,0.2659497
895,53.29442,3.593776
896,41.33136,7.320629
897,50.81643,4.857043
898,62.43995,1.522525
899,307.2334,30.12944
900,107.758,7.524271
901,58.36679,2.418217
902,36.22662,2.272489
903,NaN,NaN
904,49.89733,4.058128
905,NaN,NaN
906,32.04959,9.860029
907,50.49855,3.287138
908,35.03577,4.036295
909,53.43394,4.099139
910,55.22364,1.510326
911,69.75799,3.313289
912,33.1005,10.9203
913,1255.41,7.122681
914,33.42183,1.082104
915,18.47545,20.00467
916,74.3008,4.316761
917,43.60973,2.868714
918,72.50715,6.972535
919,364.687,20.95035
920,118.4138,8.758753
921,90.89101,4.067324
922,72.17218,4.045585
923,30.9552,4.353759
924,46.29001,1.787887
925,73.03615,4.438764
926,34.06196,2.076406
927,81.22625,6.693804
928,47.95944,4.612878
929,110.2699,8.986094
930,55.20545,6.902583
931,47.77687,5.00506
932,36.57318,1.040987
933,54.47243,4.029059
934,82.26846,3.230493
935,52.67443,2.651396
936,31.11555,0.7831842
937,38.09861,8.983001
938,31.60229,0.6918495
939,73.15863,5.687126
940,50.35275,1.606674
941,51.63309,3.851929
942,69.88822,2.049123
943,57.10565,2.040388
944,804.5128,18.58675
945,887.7212,18.50017
946,31.21135,0.3084379
947,48.29149,5.81629
948,58.58666,1.336908
949,41.07649,4.692981
950,69.23587,4.105809
951,42.09221,13.27937
952,49.55381,3.393459
953,1105.176,19.75416
954,33.00562,5.293808
955,31.54519,3.408568
956,49.24263,2.267885
957,49.39069,7.695208
958,42.40172,2.388566
959,50.09965,1.774143
960,58.68928,6.723711
961,38.63737,3.731591
962,115.0061,9.018964
963,44.32962,9.030787
964,29.94994,0.5096049
965,40.09929,5.047088
966,37.63643,2.666822
967,38.33697,0.6277311
968,33.96996,1.537106
969,47.25739,2.451608
970,37.76671,1.813789
971,39.06686,1.633359
972,50.59363,4.613588
973,45.50049,1.905052
974,82.58588,7.345104
975,56.24145,5.110245
976,44.51051,3.769413
977,57.21048,4.865632
978,41.04356,2.313662
979,33.97565,1.814995
980,100.5628,4.650813
981,60.09428,2.910973
982,43.92516,5.22061
983,54.92832,3.670388
984,59.46691,0.9398925
985,1096.564,39.49384
986,65.80269,4.775292
987,35.73251,0.6416423
988,42.42595,2.489013
989,130.7209,5.827832
990,32.61472,8.982646
991,55.38353,1.630139
992,46.30315,1.707296
993,844.8615,19.92232
994,35.15761,10.68262
995,44.56892,11.73254
996,36.73532,10.58129
997,158.8246,30.35297
998,NaN,NaN
999,970.0463,23.81217
1000,48.54204,4.11839
1001,50.80136,1.821114
1002,42.04398,4.04789
1003,44.86763,2.875516
1004,37.33787,8.417807
1005,34.97173,4.585024
1006,33.14881,2.005858
1007,49.39864,2.866409
1008,1202.375,5.500629
1009,50.57967,3.081792
1010,36.60722,0.6163455
1011,36.84966,0.5861168
1012,40.23007,5.876009
1013,32.94351,2.631322
1014,66.89293,8.478332
1015,63.23845,1.531096
1016,50.37875,4.959247
1017,68.5527,4.360178
1018,48.19975,0.9329863
1019,1139.56,5.832578
1020,67.21672,2.755897
1021,69.36215,2.296066
1022,60.37806,2.080961
1023,98.7978,6.512218
1024,121.1428,9.10448
1025,52.36419,7.254857
1026,43.46693,0.8501853
1027,30.70342,1.118163
1028,NaN,NaN
1029,27.87073,2.943098
1030,43.75069,3.0937
1031,51.85209,2.26403
1032,31.82143,2.58869
1033,62.02562,5.067867
1034,28.23119,1.221941
1035,58.75259,2.386199
1036,50.00692,2.521362
1037,43.53049,7.771167
1038,53.00478,3.032996
1039,41.04134,6.168859
1040,34.72767,2.969713
1041,58.01728,3.491584
1042,29.94538,1.824073
1043,55.18829,15.93064
1044,1011.426,6.488508
1045,99.91753,7.707246
1046,82.65302,0.900762
1047,192.1197,14.54279
1048,134.4546,20.88007
1049,47.57262,1.182734
1050,59.42967,0.371011
1051,35.80343,2.605387
1052,33.7997,1.720561
1053,50.58541,10.40169
1054,30.57883,0.8196759
1055,72.33919,9.766079
1056,46.25619,3.764047
1057,166.7107,14.85747
1058,44.52967,12.11823
1059,43.07415,2.65523
1060,46.95081,6.120594
1061,60.77339,2.944911
1062,84.31341,1.06419
1063,68.35754,3.684116
1064,47.76194,8.408966
1065,56.87767,5.307196
1066,38.77298,0.6800547
1067,47.70823,1.457308
1068,50.63095,20.29218
1069,53.56376,2.448108
1070,NaN,NaN
1071,48.25119,2.205511
1072,68.72514,3.120041
1073,52.87813,3.129952
1074,59.30145,5.525491
1075,43.9108,1.036047
1076,73.27068,5.110423
1077,61.85923,4.951699
1078,41.57343,3.386305
1079,43.31145,3.370595
1080,44.48298,7.362251
1081,43.16135,3.26147
1082,49.82112,6.221125
1083,126.7142,2.11085
1084,61.10404,5.281927
1085,29.20115,4.139071
1086,59.37424,4.507157
1087,37.50057,2.022619
1088,45.17284,13.0531
1089,33.65049,7.797104
1090,49.22486,6.423337
1091,51.64429,1.96382
1092,60.30335,8.988928
1093,41.07539,5.508841
1094,59.27466,1.057578
1095,29.67133,1.477389
1096,33.17183,0.3240907
1097,15.20405,12.47478
1098,55.77048,4.569735
1099,29.87556,0.2863125
1100,56.65863,4.91835
1101,53.40242,3.753712
1102,329.1566,9.873324
1103,58.73377,3.053123
1104,36.52493,0.1605013
1105,33.50041,0.5463296
1106,33.30199,3.196613
1107,49.3189,1.348927
1108,54.77436,1.094375
1109,52.57085,2.706558
1110,51.96246,1.814132
1111,23.75787,0.1673463
1112,64.20736,3.458998
1113,NaN,NaN
1114,39.26528,3.442281
1115,996.4762,12.6168
1116,1235.06,9.575599
1117,760.2576,23.21029
1118,32.07589,1.382921
1119,55.52722,7.604046
1120,47.29884,2.893043
1121,50.65732,2.115253
1122,162.1219,18.44512
1123,54.28212,8.147547
1124,43.34248,2.4765
1125,36.45815,2.197681
1126,43.08088,4.42799
1127,72.01376,2.922781
1128,66.26726,5.941488
1129,44.00673,4.63128
1130,51.73817,11.79054
1131,43.33101,3.38932
1132,33.69407,16.37527
1133,44.0884,1.105331
1134,34.34922,0.6220183
1135,46.46291,5.653626
1136,32.39124,0.7425058
1137,43.25831,2.398049
1138,37.08592,3.236761
1139,108.4599,3.620392
1140,236.7724,21.76459
1141,55.98792,7.469775
