,tdx12_Pantanal,tdx12_slope_Pantanal
427,109.4008,2.890255
428,123.8249,5.319014
429,135.2654,18.94429
430,122.7767,1.073776
431,124.1906,6.302203
432,135.888,8.337817
433,107.4747,0.8705553
434,121.1823,3.78977
435,111.2721,6.923584
436,116.5045,3.483041
437,113.5342,0.4338864
438,130.8365,0.966906
439,133.2691,1.553287
440,119.3714,6.490864
441,112.1903,3.41994
442,111.6228,1.653378
443,123.952,0.762177
444,120.5922,1.926105
445,111.6035,5.253786
446,127.3138,0.7786819
447,116.1811,2.264142
448,134.8356,5.128956
449,120.9338,6.373338
450,132.7511,3.46994
451,126.9017,0.2202654
452,110.9038,3.077556
453,131.9561,4.001105
454,131.9615,5.884601
455,111.4998,2.057498
456,107.7025,0.8451394
457,122.135,1.952944
458,108.1768,0.9303586
459,111.2718,1.994425
460,110.834,4.1464
461,125.1083,1.214422
462,121.3445,2.233765
463,114.0906,0.500792
464,110.9836,7.537646
465,113.4027,1.775547
466,125.1525,10.58121
467,119.2003,1.277359
468,108.9027,1.588321
469,135.6428,1.511097
470,106.1535,0.3444583
471,125.0295,3.683824
472,124.4809,4.108287
473,117.1568,1.650135
474,122.0461,2.709222
475,114.9444,5.544807
476,121.7125,4.488291
477,112.1066,0.7614406
478,115.5587,2.036213
479,135.9515,0.4534636
480,125.4255,1.618806
481,115.1675,3.422177
482,117.9348,0.4299065
483,138.9126,1.102337
484,119.0211,0.835155
485,111.9062,0.4785483
486,114.4546,1.178787
487,123.1048,1.239368
488,140.6905,2.479184
489,134.4444,7.559809
490,132.6685,9.062039
491,121.5918,0.8690951
492,123.8024,0.9872599
493,109.6723,1.759937
494,123.5142,1.796663
495,124.9435,6.502685
496,115.162,14.77534
497,119.0768,5.970182
498,123.1992,0.4343499
499,132.8558,3.229438
500,112.3414,9.099799
501,129.6999,1.777844
502,132.4934,4.405309
503,115.0483,1.201152
504,135.6135,0.7804068
505,113.3969,1.09648
506,136.0716,5.142288
507,107.5165,1.69683
508,135.6973,1.450957
509,130.7871,0.8278483
510,111.3074,2.370699
511,111.4997,1.126492
512,122.2864,10.40293
513,135.1156,0.3544973
514,122.5191,2.807643
515,116.132,6.407999
516,112.0441,4.517465
517,130.6776,4.151392
518,133.2908,2.509567
519,139.8936,6.128535
520,108.4654,0.6115847
521,113.3144,4.33249
522,116.0246,9.46401
523,131.7574,1.132637
524,132.8575,1.022734
525,125.6353,1.69329
526,114.04,1.848945
527,106.5368,0.6823142
528,117.6762,7.243452
529,118.6632,1.433646
530,124.5044,5.946761
531,125.1982,0.8307484
532,107.2322,1.387138
533,130.6384,1.008789
534,143.4413,8.929236
535,136.8987,3.13395
536,125.7059,0.3102202
537,132.4061,1.636337
538,119.8754,1.776882
539,134.8242,0.8994893
540,134.7148,1.108495
541,107.3405,0.3601118
542,122.7016,2.717477
543,108.3639,0.9010838
544,114.5822,6.771966
545,127.2441,1.452373
546,135.8733,0.9187854
547,114.2465,4.431544
548,136.4625,5.123188
549,106.9028,0.4710562
550,118.1605,16.0359
551,125.3829,4.899335
552,120.8315,0.8315752
553,130.745,6.488197
554,106.5633,0.3084405
555,130.8463,3.397346
556,117.4468,0.8042398
557,132.6094,0.5738951
558,121.9785,1.163647
559,123.5872,15.05278
560,127.025,1.894033
561,141.6221,9.309573
562,118.3722,1.32615
563,110.5615,1.519182
564,114.7363,3.329915
565,125.9917,1.026972
566,125.6694,5.862907
567,127.3532,4.509501
568,121.7254,6.564856
569,116.553,3.084065
570,109.2065,0.5736923
571,134.9445,5.626465
572,138.2507,6.377794
573,135.6638,7.980749
574,123.3138,7.872793
575,105.6529,0.8907405
576,128.8415,0.2483789
577,126.5816,12.33999
578,105.4137,0.4856071
579,120.5782,6.557064
580,103.0279,0.4864285
581,112.2832,2.72543
582,116.3135,5.446732
583,124.2963,1.24315
584,115.676,1.709499
585,121.9708,5.423945
586,108.5405,4.127939
587,112.5154,1.93191
588,120.7086,0.8788405
589,134.233,6.743751
590,108.6118,0.1271282
591,116.4366,6.401022
592,120.5179,12.89564
593,114.3061,1.403372
594,104.3883,2.095409
595,116.5112,1.434277
596,109.6108,4.588123
597,112.4263,4.219344
598,120.2512,3.082422
599,113.9318,11.4877
600,112.5682,0.9285961
601,137.0222,4.688775
602,139.0156,0.8763198
603,121.1922,16.9159
604,122.6054,0.902557
605,113.3511,6.025355
606,131.9137,0.1054744
607,132.0668,3.82064
608,117.6445,1.017885
609,106.6906,3.950227
610,111.1893,3.542338
611,146.6409,3.885498
612,113.7649,3.010156
613,132.787,0.3910342
614,123.3922,14.37456
615,113.1829,0.6641894
616,112.7417,2.942009
617,130.724,5.52243
618,119.5255,9.291716
619,129.1469,4.54668
620,108.942,3.534105
621,128.7608,0.2100855
622,109.925,5.692202
623,131.8944,6.849385
624,115.4906,2.553117
625,116.7545,0.9000909
626,110.1002,0.4858327
627,112.5039,1.593328
628,110.1058,2.626687
629,125.3618,7.424492
630,115.4706,1.299203
631,127.1643,2.089746
632,117.5306,8.665694
633,116.2147,0.5380866
634,121.8599,0.1762262
635,134.4859,0.768658
636,116.5753,1.051325
637,117.0406,5.392662
638,124.7442,0.9202899
639,112.9272,0.1781606
640,111.1566,1.500018
641,117.684,0.7340732
642,114.9862,5.073254
643,107.4534,0.399185
644,131.413,4.832806
645,114.2875,1.613978
646,117.4833,3.278489
647,123.6714,3.032285
648,125.1108,6.29724
649,119.6481,0.9368473
650,111.8173,2.310619
651,118.1324,3.329768
652,129.0534,0.8068714
653,113.1108,2.214417
654,129.4949,6.991525
655,122.0129,1.192761
656,108.4324,1.675136
657,113.8615,4.478277
658,136.2484,0.2549922
659,134.3185,2.554165
660,132.1732,1.569255
661,122.7574,33.72773
662,104.1964,3.993358
663,121.8451,5.03031
664,112.961,2.073119
665,113.428,6.885785
666,116.7624,2.316406
667,119.1931,5.827261
668,133.2003,2.890337
669,120.9994,1.649951
670,130.0981,2.778165
671,123.3671,0.7426308
672,125.3346,0.4761647
673,136.0915,0.9714364
674,130.4673,1.26154
675,118.3076,10.41436
676,125.2434,2.818569
677,118.0238,2.392534
678,111.8335,9.192614
679,135.6783,2.066047
680,116.9838,7.425033
681,111.2761,1.156108
682,123.1,4.316351
683,113.4235,0.5139211
684,116.836,2.912662
685,115.0715,1.276599
686,123.7725,3.99649
687,119.7493,16.82503
688,114.4553,1.132794
689,132.0215,2.233983
690,121.1902,6.216656
691,130.1765,1.867399
692,137.8506,1.698842
693,125.0482,0.2286551
694,124.5436,2.876835
695,129.869,1.64353
696,122.5714,1.896237
697,125.6853,8.894822
698,119.8015,5.323731
699,134.4104,6.885463
700,132.0439,1.063188
701,134.9543,0.9167415
702,117.5035,3.185824
703,121.1154,0.3734829
704,124.3576,13.88979
705,131.4603,1.099311
706,134.9111,8.787211
707,112.9491,0.8217254
708,127.3222,7.478394
709,120.4977,7.983029
710,117.8108,5.556216
711,127.728,3.689234
712,129.8196,4.598159
713,123.2739,0.1825943
714,106.8847,0.5787978
715,123.6443,1.110966
716,108.0288,3.354151
717,116.928,1.617918
718,109.4684,25.04655
719,108.7067,13.78174
720,127.7171,1.296802
721,112.3827,2.790022
722,135.3224,5.142115
723,117.2353,9.133795
724,134.1938,0.6087083
725,110.7396,4.373958
726,128.9226,1.656332
727,111.2782,0.8087618
728,120.3475,5.145973
729,138.5242,10.30178
730,139.6976,0.3217228
731,116.0796,2.17592
732,128.8404,2.516976
733,146.6351,4.781371
734,110.7292,0.3445346
735,113.5934,1.732323
736,134.0029,0.3684325
737,121.6406,0.8355846
738,130.4823,1.337982
739,110.3668,2.53836
740,117.5818,2.202017
741,129.4865,0.9354274
742,114.0789,2.751356
743,124.3164,10.30761
744,117.1672,7.319458
745,137.3723,3.56754
746,132.6692,0.8951738
747,129.0361,4.145619
748,117.8414,0.8344791
749,119.3726,4.906553
750,114.0142,1.253121
751,129.4181,8.357062
752,136.9634,1.547565
753,127.931,1.825079
754,115.7404,3.486771
755,118.7657,5.148206
756,128.9292,0.392556
757,111.2897,1.262266
758,132.3626,0.5739519
759,135.2423,1.165353
760,112.8075,2.454955
761,130.6409,1.15796
762,138.7176,1.093155
763,128.4962,1.981067
764,110.3065,0.940467
765,128.5366,4.200472
766,136.3769,1.452512
767,130.8604,2.824419
768,117.0189,4.946605
769,118.2647,0.2669759
770,118.1783,7.573526
771,127.1704,3.145037
772,122.4345,3.316563
773,126.1441,1.054834
774,112.9216,5.362772
775,123.7783,0.6517682
776,119.2331,7.19516
777,119.7855,9.181708
778,133.0324,0.3760193
779,123.2148,0.9544383
780,125.1041,1.889854
781,114.7553,1.331363
782,130.7399,4.054372
783,147.5003,4.80129
784,112.4193,3.1148
785,109.1211,0.9751189
786,118.9245,0.1516617
787,127.6936,11.81628
788,122.5459,1.041679
789,126.7772,0.3597667
790,110.4127,0.5349192
791,118.5857,0.8720605
792,119.3185,0.8907611
793,110.6025,1.959047
794,120.8778,0.8419424
795,130.1118,1.689014
796,113.8381,1.093159
797,133.162,1.036372
798,121.6309,2.117735
799,110.004,8.768277
800,143.0922,15.99016
801,128.8211,0.6708258
802,119.5053,5.217014
803,107.9413,1.23521
804,114.7424,6.383512
805,126.9732,6.70706
806,132.0657,5.144283
807,137.1477,7.351099
808,110.7827,1.319104
809,112.4382,0.8170862
810,137.9813,5.178648
811,113.4814,13.19302
812,120.3208,4.173412
813,116.6929,0.842208
814,108.4695,0.4585499
815,132.9593,2.032212
816,108.2406,8.319348
817,124.6451,1.89013
818,115.4566,1.203919
819,122.8807,9.604547
820,134.0454,3.717488
821,119.2828,2.118977
822,120.2811,3.449855
823,118.3319,0.7059676
824,111.395,5.596055
825,126.1101,8.240346
826,109.427,3.002185
827,132.4811,8.357588
828,122.4536,0.9120259
829,110.5199,4.329792
830,127.2384,3.484508
831,127.6153,0.5456253
832,106.6146,4.113433
833,107.8715,8.07297
834,111.4845,0.9129522
835,109.6656,0.1978039
836,108.5052,1.348552
837,140.7426,7.001856
838,114.4625,2.172342
839,108.6357,2.004927
840,109.4759,1.846623
841,125.1602,1.535405
842,126.0196,1.200565
843,115.0722,3.164668
844,127.6199,2.426097
845,118.2739,1.06074
846,134.0441,3.290335
847,129.2675,0.1963234
848,121.0663,2.618842
849,125.2456,0.360109
850,118.8387,0.9346154
851,108.965,1.743212
852,127.1787,1.124919
853,125.7167,13.13183
854,135.3714,1.57569
855,133.1713,0.1191937
856,121.4663,5.112185
857,107.5427,5.814899
858,130.2322,0.8991947
859,111.8739,0.8699446
860,136.4001,5.837401
861,110.5179,2.091137
862,119.2995,6.036325
863,107.8838,1.529411
864,113.9942,2.05913
865,136.9409,1.35608
866,102.4805,5.396276
867,110.9837,1.825712
868,113.6639,1.026699
869,121.3624,0.3677274
870,107.9703,2.171823
871,112.7568,1.867616
872,117.3417,3.068056
873,126.6622,1.763912
874,111.2532,1.259735
875,136.3161,2.481917
876,130.2407,1.875677
877,117.1229,4.162597
878,116.3398,2.289406
879,129.0057,0.7675185
880,130.4456,0.5859222
881,123.454,1.000236
882,114.0794,3.34862
883,121.9768,1.081772
884,120.2413,8.907891
885,125.5813,1.499866
886,122.118,7.247726
887,128.9479,4.485928
888,133.2821,1.030464
889,123.8569,1.53998
890,132.2154,5.758496
891,116.3835,0.7401828
892,118.1517,2.623183
893,121.1824,1.420437
894,132.3894,1.255282
895,103.9129,1.522608
896,108.2855,1.085317
897,128.3158,0.8937393
898,118.3318,4.672111
899,134.2984,9.254826
900,124.3172,2.401243
901,113.4524,9.042806
902,120.5523,1.446592
903,128.8235,7.371522
904,124.1912,0.892428
905,123.9093,0.534128
906,131.2616,7.048877
907,128.3442,7.57918
908,112.9893,18.45064
909,105.7368,0.7719412
910,108.9118,2.273951
911,115.7035,0.8452361
912,117.0967,1.096783
913,127.0914,0.287915
914,112.6809,2.70502
915,125.7603,3.168205
916,110.8828,0.2850031
917,105.2244,6.353575
918,115.7212,6.627874
919,123.6402,5.797125
920,136.9054,0.6218017
921,122.2802,4.842061
922,116.4179,2.751199
923,129.4118,0.7638166
924,107.1248,1.406941
925,119.5838,7.996715
926,112.0441,14.42623
927,115.7463,3.814447
928,109.0367,0.9914862
929,137.3383,1.56238
930,106.0279,1.110689
931,128.8989,1.027301
932,113.3662,9.437882
933,109.0424,1.783308
934,134.2002,1.879781
935,109.0319,5.046302
936,137.7124,6.801583
937,122.2613,1.81906
938,139.1621,7.651448
939,118.1965,0.7727033
940,116.337,2.628563
941,138.4251,2.282768
942,120.7154,7.113771
943,107.9782,1.306584
944,130.3291,1.164536
945,133.4324,8.419039
946,137.0003,5.044939
947,104.6206,3.171447
948,113.5709,2.450855
949,120.893,0.8456115
950,111.994,2.893352
951,122.4005,2.402577
952,133.2127,9.624568
953,125.4953,0.7679898
954,120.5113,1.708661
955,119.9237,4.082153
956,121.5378,7.979171
957,112.6686,0.8795752
958,126.9377,3.178948
959,106.636,0.8391687
960,106.7579,1.203242
961,131.6818,11.53947
962,141.106,3.277593
963,113.7425,0.6317841
964,128.4559,0.2793919
965,122.6498,0.7303935
966,119.6417,0.7538137
967,111.9402,6.476075
968,112.6084,0.7002788
969,111.8101,1.869492
970,124.4082,0.7287756
971,126.4855,0.587522
972,114.5605,0.9892212
973,126.3522,11.7941
974,122.3917,0.930306
975,134.0544,4.240633
976,104.5752,1.385722
977,112.2911,3.855796
978,121.8895,2.456385
979,128.4945,2.157647
980,126.0298,5.648791
981,135.8536,6.043609
982,119.2814,0.5055636
983,135.2085,2.058598
984,111.7258,3.76491
985,131.8512,3.783503
986,117.7208,3.106462
987,117.3305,3.030706
988,127.4141,2.804399
989,111.4401,2.085718
990,129.6319,1.802588
991,108.7547,0.8059796
992,132.0349,7.237881
993,129.1793,2.505122
994,118.1444,0.8838788
995,126.6881,11.28918
996,117.965,0.971473
997,116.0507,0.6750024
998,125.626,0.3922987
999,131.9321,7.442034
1000,117.0884,0.6206806
1001,129.5682,1.849184
1002,129.6414,3.66946
1003,119.1922,1.514702
1004,111.2067,1.139201
1005,128.0394,6.317598
1006,125.0356,1.461264
1007,123.7498,1.532585
1008,131.9952,3.467261
1009,130.7019,3.676848
1010,130.2964,1.659071
1011,125.5279,3.907895
1012,136.6152,1.902997
1013,132.4684,1.274805
1014,113.6076,0.2503041
1015,130.3108,0.8561623
1016,108.9538,3.416056
1017,111.291,1.633713
1018,124.8184,0.5225725
1019,129.8025,2.446677
1020,112.0663,6.99231
1021,126.2947,5.729944
1022,110.7767,2.792479
1023,139.2235,3.048194
1024,138.5907,6.847421
1025,107.8978,3.755447
1026,102.9185,1.912102
1027,136.395,2.216448
1028,131.8977,20.01316
1029,131.3914,1.465043
1030,117.6519,1.766299
1031,112.3721,4.969084
1032,135.6968,5.325549
1033,117.0199,1.27506
1034,125.3439,5.011767
1035,108.4878,1.33072
1036,107.9164,1.64558
1037,114.4151,2.190579
1038,120.8829,1.753988
1039,121.6988,10.55209
1040,125.6019,5.627244
1041,112.0924,3.053932
1042,120.1294,8.763086
1043,108.4054,6.119178
1044,130.0809,4.155433
1045,124.9376,2.252085
1046,115.5243,6.164336
1047,131.9595,0.8661264
1048,125.2315,4.552437
1049,130.2723,1.054833
1050,142.139,1.555906
1051,117.3846,0.6013604
1052,136.7453,1.129349
1053,116.7601,2.48809
1054,127.4404,4.317834
1055,136.7864,4.791216
1056,116.6029,0.6817532
1057,114.1379,0.3755068
1058,122.8638,0.8188407
1059,106.8237,6.128222
1060,104.8068,1.270219
1061,125.764,1.006821
1062,121.6221,3.863048
1063,116.955,1.871208
1064,120.4696,18.30693
1065,116.8064,0.2571327
1066,129.6843,1.529313
1067,123.948,12.66643
1068,129.4994,5.37742
1069,110.744,2.360393
1070,125.6868,1.115715
1071,121.0299,5.612134
1072,124.7232,4.937027
1073,123.7152,4.222529
1074,104.1119,3.882983
1075,114.8489,14.20723
1076,112.5877,3.103626
1077,118.8248,0.63342
1078,127.1722,1.443402
1079,102.4411,2.329471
1080,121.7733,0.9049132
1081,126.6829,3.081723
1082,108.4161,8.638762
1083,125.3309,7.78541
1084,116.3097,1.216862
1085,126.1992,0.7981212
1086,109.1779,0.1977512
1087,129.0824,3.905593
1088,118.782,5.566123
1089,111.7771,1.896755
1090,136.8215,1.059148
1091,120.0584,0.5113669
1092,109.6422,0.7879162
1093,129.8704,1.884547
1094,110.7411,9.987925
1095,125.274,2.458922
1096,121.7052,0.4995147
1097,124.8652,1.376366
1098,107.9695,2.395784
1099,136.3268,6.278171
1100,109.7876,3.889208
1101,114.8562,11.77359
1102,122.7914,6.790816
1103,118.5075,11.51761
1104,121.3212,9.481154
1105,120.441,1.704467
1106,113.4285,1.146672
1107,114.4471,1.675337
1108,125.4749,4.434606
1109,126.0882,7.284813
1110,115.5634,0.141017
1111,124.5771,8.757949
1112,112.9147,3.622045
1113,125.9343,1.219577
1114,134.8179,0.9746811
1115,127.7978,3.759135
1116,136.0838,3.187091
1117,132.6715,1.473975
1118,127.2458,2.83428
1119,127.8989,1.135695
1120,126.7565,3.025692
1121,111.9757,2.084744
1122,139.1686,4.821012
1123,120.8951,2.774061
1124,123.9902,2.955813
1125,141.3894,5.010572
1126,137.4952,7.075187
1127,118.1092,0.3320058
1128,114.85,0.8594729
1129,120.2402,0.7021669
1130,120.6942,4.831151
1131,133.4969,9.724073
1132,121.9003,2.373469
1133,134.5684,0.7412531
1134,110.6677,0.616832
1135,108.0424,16.35032
1136,115.5356,10.60906
1137,129.8832,1.871244
