,aster30_wgs84_SerraMar,aster30_slope_SerraMar
187,453.57464245,5.68363
188,1270.11888418,19.89519
189,1242.06067804,10.05668
190,32.23355138,3.465924
191,1248.75247198,50.85718
192,783.66072954,18.67268
193,1046.64653613,44.4325
194,341.38086955,15.84577
195,624.99172368,24.21671
196,1517.52699093,18.38196
197,1040.79209953,45.99745
198,1394.75289109,12.31108
199,1001.92294851,20.55057
200,1669.67750113,16.35492
201,1007.84112366,23.26559
202,739.80336246,19.31583
203,1956.50765897,35.62047
204,18.86902901,7.959363
205,141.48885207,20.33509
206,202.47913611,30.25575
207,1454.99737353,28.43833
208,1327.68466225,0.3429818
209,1153.38756523,13.4152
210,8.35001223,4.213165
211,522.63834225,3.534822
212,335.4643023,7.641332
213,10.05437183,2.327045
214,1025.37506834,14.47898
215,594.61092419,31.53154
216,1181.29142295,9.837039
217,687.3778978,27.71627
218,390.0346765,20.60958
219,863.83166286,1.772102
220,466.22051076,29.14857
221,491.20682935,2.549909
222,1351.43469096,12.71281
223,491.57423093,17.80404
224,584.6350378,2.671713
225,1283.79846679,27.74381
226,514.45688793,12.42138
227,49.53515394,5.035707
228,1189.24816603,18.65258
229,1158.22322059,30.52851
230,1172.31954415,4.79038
231,737.90725759,12.68583
232,1156.09599472,10.99096
233,536.16980744,28.34301
234,570.62170798,8.658837
235,1280.59971573,21.51503
236,1365.32037653,27.98766
237,1129.40030917,23.56277
238,710.8851315,12.47943
239,928.92068101,13.81727
240,390.01938521,10.25353
241,1321.7242348,13.16203
242,417.33913886,8.531248
243,949.5163719,12.81904
244,741.087844,14.56742
245,535.11038171,21.74931
246,73.0948735,3.775625
247,1155.45273948,10.3879
248,1647.36468545,18.08054
249,963.81453558,17.77386
250,491.01071142,22.09501
251,656.03533814,15.66517
252,1729.57112054,40.65376
253,1013.45999504,14.17695
254,111.85315656,11.91367
255,684.1013841,29.65689
256,50.23354554,17.49459
257,1128.52734557,18.23215
258,522.08960222,22.96186
259,901.92473064,9.169951
260,790.7210711,23.11145
261,478.10208931,28.47525
262,546.7351446,6.742908
263,955.40430089,20.20146
264,898.60506185,11.61454
265,958.82439974,14.65538
266,1022.12821771,16.44303
267,1372.5208203,28.61131
268,408.21790223,19.48211
269,7.05069522,3.568153
270,598.29822335,17.74847
271,5.63993916,4.112127
272,676.71414597,47.53659
273,1689.34722232,14.47073
274,338.70736205,34.31029
275,1556.50347835,14.91248
276,1266.67366267,20.8047
277,442.43231862,21.80985
278,530.11339715,20.99382
279,1238.40946878,13.04051
280,1154.46106002,6.004404
281,494.31616488,25.93818
282,1140.3866356,23.8659
283,413.18131816,20.45109
284,673.03930371,23.05787
285,1164.19814003,33.36386
286,736.54428399,16.44358
287,445.19750041,11.53756
288,709.1220776,29.55973
289,137.69922047,17.81091
290,1399.58397986,27.14768
291,650.79314761,28.66852
292,336.90061481,22.40425
293,1560.52275513,7.475234
294,457.34198217,5.685392
295,613.12971615,26.32975
296,2074.49787941,24.75777
297,666.81647705,17.46142
298,1817.52856052,18.16329
299,522.81176168,5.848996
300,703.98872789,5.958395
301,702.46054417,19.99989
302,1410.67495076,4.636982
303,1252.13603719,21.33824
304,1575.69867328,6.783803
305,1349.79007059,8.309696
306,1669.71813141,32.3772
307,916.92806113,20.41208
308,1367.55025902,50.84604
309,972.91170621,7.9753
310,966.90823969,29.01242
311,611.75641709,6.479361
312,1320.24305435,21.32208
313,1088.24347497,18.80047
314,1150.68995817,27.53576
315,616.49908563,17.64534
316,75.52273403,17.90136
317,940.92759849,13.45862
318,1040.86462091,14.19207
319,1359.34493618,34.49767
320,732.06032956,25.77255
321,1059.77828043,34.53259
322,632.7821054,9.055886
323,379.66226656,21.39268
324,956.75640151,18.33405
325,144.59407651,31.30753
326,832.06704859,8.112468
327,1445.27169077,26.55311
328,479.07606575,10.45408
329,1676.6868582,23.24406
330,1400.31325466,41.35672
331,872.93122611,15.26897
332,1464.77811821,27.72485
333,585.10512029,28.70379
334,891.61127677,3.528223
335,509.54680017,7.961592
336,1337.20611832,34.56822
337,464.06605692,22.51355
338,2084.48713795,29.72618
339,916.61523367,16.91799
340,448.47809966,16.05588
341,1127.53113479,16.31249
342,1277.05971255,29.97818
343,571.74036338,3.034145
344,1956.38337042,13.5741
345,1622.341894,20.06592
346,1111.88501469,24.69983
347,532.6486072,33.78637
348,517.07647144,19.97532
349,1108.31486984,28.98682
350,921.75118886,19.47332
351,569.17572052,17.25621
352,468.39258704,2.533442
353,2619.67215437,32.29396
354,1034.79271256,8.809643
355,464.04182409,7.482332
356,1195.35807889,17.80684
357,505.02475191,12.79567
358,1177.42016919,4.212826
359,952.905978,6.725667
360,520.63415449,25.90314
361,1732.70509648,22.16063
362,565.13242099,35.12284
363,438.14726003,8.20329
364,1127.67735272,9.130611
365,506.36938059,23.90984
366,530.49002366,3.769214
367,99.51894769,12.98566
368,457.27654486,7.147861
369,159.48413128,20.41884
370,531.06345012,21.16471
371,1067.86098871,9.470345
372,476.19069024,9.69405
373,570.27246199,34.85373
374,938.72422483,18.21378
375,427.17861531,10.55619
376,196.63111609,23.5974
377,132.19027124,21.92891
378,254.63417381,30.2166
379,993.58547695,24.61469
380,1000.52958601,7.97224
381,1103.29652883,24.95021
382,579.66982198,19.20652
383,583.84168835,6.567129
384,2432.66520518,38.23732
385,826.7220477,16.14645
386,1994.50842282,21.83356
387,107.61615647,20.40081
388,511.07354885,19.21916
389,917.85427121,25.51871
390,962.40419957,19.27889
391,1077.2897763,9.232668
392,1095.49510729,2.571597
393,1892.48003392,32.74582
394,1766.54117394,15.62473
395,580.47071013,10.36559
396,1806.5252622,49.50059
397,1707.63536388,5.655483
398,994.97404181,6.238599
399,112.12516924,12.55415
400,754.77857892,18.4776
401,1896.48734754,15.88832
402,571.00022042,23.80408
403,1227.5164865,27.05849
404,1070.73426342,7.817541
405,878.78376714,23.9147
406,929.38945323,40.45213
407,549.4508935,19.64955
408,1089.29017168,7.489939
409,646.40442751,15.11763
410,1105.86651693,13.78483
411,435.40295362,14.98668
412,996.76358462,3.780231
413,596.15262305,2.848214
414,374.16553712,1.190705
415,1700.61867969,12.84668
416,648.10288671,19.76111
417,747.62417896,21.20338
418,387.0418219,6.281658
419,305.68668874,21.79914
420,1319.22729741,24.91465
421,1039.76022452,23.82575
422,143.5369104,17.4397
423,1196.52581437,12.77787
424,544.0135448,23.19523
425,573.36902467,17.58119
426,1319.71015721,13.22221
427,1418.72139335,7.13888
428,507.48774782,8.582613
429,593.13510062,9.284192
430,524.08655963,14.48087
431,1383.5038052,9.113549
432,341.49318119,12.45893
433,755.1377284,20.51297
434,468.11391644,9.9457
435,219.07052953,15.22333
436,1024.42606444,15.3763
437,883.93720915,8.761786
438,1800.433911,27.37387
439,1164.35204691,31.34283
440,425.33618347,1.928003
441,190.60973849,15.26348
442,1308.07121095,5.345417
443,459.99781779,22.8112
444,978.12079486,25.97384
445,512.32463909,30.86592
446,468.18543066,20.78711
447,1236.92477284,8.850175
448,643.10232725,13.1508
449,530.8722905,9.797516
450,524.83941574,6.222615
451,973.58131092,29.07963
452,1274.18122779,14.79239
453,761.09168966,22.61911
454,2164.56307934,24.64085
455,225.6307232,28.58566
456,1091.80911312,6.163267
457,1537.40141043,20.90384
458,541.47283425,11.41611
459,311.69325832,29.36035
460,1374.17175296,21.20752
461,446.17311403,16.68236
462,747.37233046,10.87106
463,1465.60425107,15.56311
464,633.99150116,31.98755
465,623.75574929,3.069039
466,882.65294544,10.93235
467,642.29622173,27.58299
468,438.46766265,8.8688
469,1406.51085719,28.24105
470,1066.64839557,19.89847
471,641.82977282,30.15985
472,722.10259338,26.57623
473,447.32892342,8.287283
474,545.12199458,27.57828
475,912.92365226,26.86713
476,635.21850953,32.61664
477,393.45710984,4.480671
478,1051.8531722,12.48394
479,1692.41005982,26.14292
480,1231.54758357,23.5142
481,1311.48967023,24.41124
482,533.36563786,13.72338
483,582.61880259,14.41156
484,1808.69622929,34.74226
485,1170.88589938,13.09293
486,976.4453383,25.62992
487,1180.48262277,40.09481
488,1114.07805843,4.853533
489,943.80521016,6.058101
490,896.86788646,1.369677
491,1744.70368346,31.92583
492,2059.61567785,42.36036
493,1208.91547589,12.02047
494,553.60859017,17.87256
495,1438.77226806,12.73407
496,1317.75265926,20.16678
497,2127.4920171,20.29546
498,651.70341955,24.28932
499,1214.99893757,11.20917
500,1274.61140362,3.530919
501,389.42868465,6.510248
502,1170.57711844,12.7182
503,421.18292361,12.22916
504,1178.27544605,29.35734
505,708.67351636,10.24358
506,666.8944551,3.267351
507,1181.69918691,22.08538
508,760.9697599,31.80528
509,930.44726131,14.15984
510,928.99211467,16.06104
511,1354.48002057,36.38973
512,1436.55592315,26.21074
513,1286.70783328,13.26254
514,948.13700652,57.27715
515,1051.87250196,14.58041
516,554.88871747,6.990686
517,1398.76422113,16.65657
518,1195.3512947,12.82039
519,1217.57134437,21.85755
520,67.45327056,32.05663
521,552.76667435,38.65182
522,945.61778887,19.6391
523,21.55068199,15.74382
524,1562.24081735,21.46992
525,1742.60951752,16.98301
526,103.27293815,25.61123
527,676.85488329,22.9272
528,1079.40460232,29.45154
529,918.01278456,63.40767
530,563.68219994,37.73907
531,552.62818275,18.13155
532,375.23665685,19.96149
533,1025.46743606,12.09114
534,1011.6222241,27.94338
535,1013.81272114,9.893312
536,1246.12467577,22.51436
537,1493.5773749,20.01937
538,43.41714558,10.51671
539,1493.45165509,25.87829
540,953.41005234,9.600514
541,2353.52903723,10.45469
542,1106.65755079,19.50417
543,985.32190443,20.619
544,551.79282487,3.799153
545,531.84144927,11.08673
546,1615.52862084,25.21458
547,455.0052505,17.28501
548,221.05999205,27.38667
549,481.10264191,17.31092
550,1005.83501219,33.27894
551,152.87269256,1.282513
552,1262.52325982,17.838
553,659.69871718,4.010948
554,1079.43186889,4.225145
555,767.61899658,48.18608
556,597.6894146,18.04889
557,675.11249189,3.03415
558,1256.46703108,34.64982
559,1329.22784912,15.63994
560,6.29305983,3.0136
561,493.3254596,32.00198
562,545.04684338,30.88444
563,469.2028356,31.49548
564,755.63583453,19.62066
565,681.62752996,26.03702
566,152.44800089,22.12324
567,1295.78512168,24.95285
568,789.70441226,27.50568
569,427.68014181,36.9179
570,454.52653175,1.648463
571,1577.51468344,19.72623
572,934.58898353,27.21686
573,2225.49019571,31.00159
574,1612.36896439,23.75073
575,640.30517527,19.07594
576,1875.43483092,22.43839
577,487.21298396,25.60747
578,468.20740265,12.85701
579,481.36315857,4.868518
580,1086.37299661,6.176985
581,1187.0589349,14.32213
582,1078.33514476,4.143422
583,1910.42401178,23.75858
584,951.06177022,25.83552
585,511.00494128,23.19405
586,565.71217888,19.54141
587,1358.3161868,11.85786
588,540.63774748,42.16447
589,1130.17152524,4.633502
590,420.01935186,22.80876
591,1643.50228686,13.96488
592,1392.55525329,23.96554
593,44.27542824,13.92358
594,281.18407656,28.07881
595,766.37322806,24.56799
596,578.90297741,8.408786
597,1380.24548111,20.79177
598,1232.76008914,40.32552
599,1148.87194171,7.23328
600,1045.66720842,16.34974
601,856.98835021,10.15977
602,1335.74258576,11.45537
603,994.76954765,17.56379
604,1182.41664236,9.837761
605,683.07600607,9.479391
606,434.07172451,14.75532
607,1197.54477008,26.63826
608,1449.36805341,21.9587
609,534.0975704,14.76087
610,989.70322401,19.52321
611,986.6979203,18.34748
612,676.02546414,17.18353
613,1222.22742093,10.5944
614,502.21104144,18.80945
615,1512.76520794,23.3716
616,703.8084651,11.28901
617,1469.39578755,13.10244
618,286.54028585,7.520054
619,628.04732476,10.47081
620,920.04056168,0.6829453
621,1294.19120164,6.09766
622,611.55128735,13.77948
623,549.63177095,4.139391
624,618.23231508,21.76292
625,990.54057021,13.46946
626,1579.52587738,37.5965
627,741.1446729,9.680013
628,1110.49205687,21.94052
629,1026.96728518,12.12684
630,875.90799907,15.45932
631,287.08369856,18.50026
632,567.02614395,1.057561
633,397.13369323,29.69193
634,1004.79747879,6.505692
635,527.52776771,17.28311
636,932.9378884,9.021991
637,975.20403717,13.63141
638,846.9193875,24.16817
639,550.55996624,8.74055
640,1209.60296868,13.76676
641,103.2861164,26.20461
642,507.35798779,22.57311
643,1252.75134698,12.73378
644,542.58784655,18.16964
645,946.6149747,30.51411
646,462.11881085,6.051612
647,25.28958303,5.804223
648,572.10327301,18.13281
649,1428.66926529,2.966322
650,430.25919818,16.58301
651,641.00534189,25.80496
652,1282.75462173,22.79527
653,1034.50176281,10.46734
654,271.13451463,20.07212
655,538.41146109,23.00409
656,1000.74382557,14.81282
657,1827.48496528,18.60402
658,1175.7174428,27.79202
659,1285.16701544,24.1611
660,1599.61822867,27.02205
661,510.15395236,3.196904
662,1009.75093461,28.64717
663,660.05861291,10.54082
664,1124.06989576,8.341798
665,511.62563948,4.478191
666,510.72354307,30.37644
667,1166.47131996,12.58328
668,1155.15033076,3.747259
669,627.04580764,37.58355
670,662.10854288,27.27887
671,917.67474946,5.142222
672,1206.0495341,10.39781
673,241.6871785,9.091138
674,683.50423529,28.89668
675,1514.45835047,23.0099
676,1142.54955364,28.06679
677,502.36704693,24.50432
678,1003.87557347,12.82875
679,2045.55574068,31.18598
680,478.56428401,14.65012
681,1102.40646273,8.591269
682,1147.52392986,13.14921
683,620.80450178,12.72776
684,484.36118873,1.793553
685,542.80177255,2.548951
686,1097.14721891,30.39367
687,632.44454447,23.88243
688,2293.50819292,19.05377
689,1544.20361894,33.09073
690,764.748121,31.82593
691,647.90140582,13.4997
692,1379.71324045,22.57132
693,1220.57360913,20.17934
694,1095.82183166,4.970685
695,513.00368527,16.83867
696,635.81874303,24.57181
697,1020.71603085,18.7509
698,530.31854064,24.04124
699,629.76281152,11.99457
700,920.30088744,10.88169
701,137.41723838,35.81251
702,579.15206981,31.66525
703,1126.06667755,21.91011
704,1331.31056492,17.52378
705,1149.2657125,33.93726
706,1510.49774762,26.90376
707,400.29480513,2.326949
708,401.46535199,6.150859
709,459.13167265,28.63185
710,519.64170845,23.67212
711,1140.76968929,19.43331
712,1215.04923007,21.11182
713,978.75355077,22.63837
714,620.65595873,24.69389
715,1469.78637598,15.29328
716,510.03139015,27.07384
717,553.88121666,37.96076
718,938.70814349,11.50517
719,1079.86819705,14.98705
720,1168.39308426,27.53878
721,1204.90211017,0.00057628
722,1071.62832842,39.90617
723,1458.45021183,35.00095
724,921.23292226,2.061896
725,2326.68361708,38.96993
726,1214.1632721,28.6476
727,791.15903168,24.05988
728,727.62662291,23.41336
729,1738.52331478,22.05026
730,388.26749534,3.294371
731,988.33677728,22.18153
732,1684.60674093,25.66924
733,1113.26756126,3.302274
734,948.85149334,5.876612
735,663.66063452,16.13056
736,871.05277035,6.316593
737,407.38521334,0.6835597
738,2062.49772637,17.50295
739,1231.45106119,21.69263
740,435.15790029,19.23937
741,1016.85683592,7.832108
742,417.17227685,22.64327
743,1571.53207522,29.74668
744,750.08821606,13.49914
745,1197.31070888,7.72767
746,630.73015866,22.43122
747,1306.42225494,23.5666
748,576.33500808,12.95056
749,536.36928928,10.50112
750,1073.77969755,11.66175
751,233.6983914,13.67836
752,621.84114125,20.0273
753,1238.60821545,11.55418
754,1245.17476817,25.66123
755,66.51539069,16.94339
756,949.67866117,6.476293
757,299.88498568,23.41962
758,1229.60405018,33.26825
759,1597.2658417,12.59222
760,1190.96372902,21.78112
761,1241.28505593,7.783763
762,1723.40187532,18.91161
763,262.04560045,12.77218
764,311.89234488,10.32688
765,1729.47636566,16.36224
766,390.42585056,22.97139
767,499.71544799,4.138035
768,603.80615835,15.59566
769,604.95673241,5.107607
770,227.76235501,14.2278
771,390.2886984,5.592666
772,1049.78616975,14.65725
773,509.86354718,11.84097
774,677.06241396,20.42363
775,553.80714792,19.34905
776,1090.37478858,5.500262
777,1152.39997117,22.45142
778,1339.65645006,39.74353
779,459.05079339,19.39019
780,1380.4508424,23.52686
781,1461.80000188,20.09319
782,1168.06471523,12.09142
783,1132.1357824,30.70981
784,228.95937979,26.46023
785,1154.89566979,10.81514
786,1249.70261855,18.9901
787,1062.43929858,27.52318
788,983.47192524,32.23438
789,1433.37534196,7.484327
790,431.10141963,23.08511
791,1259.1428804,20.84396
792,476.53203036,3.494757
793,892.68198651,25.43452
794,784.68262527,31.02968
795,546.39111737,11.00133
796,776.99656183,16.90233
797,1106.66531576,16.6434
798,7.32094057,1.712082
799,1281.76063535,23.79926
800,248.54627644,27.54724
801,1615.74400606,14.84419
802,524.34050151,30.32508
803,464.28963711,30.95159
804,1777.32859499,20.58695
805,643.18515373,5.503376
806,1257.86454758,16.49564
807,993.46335164,34.67966
808,1101.34102707,14.92384
809,1164.29794966,3.719923
810,488.16165458,20.98226
811,440.10669839,16.66864
812,2015.68979085,34.96885
813,1393.17396683,7.426167
814,1668.47438944,23.59506
815,1239.54381273,9.288858
816,514.29823775,13.7364
817,1041.69927141,22.76
818,1203.0686492,7.556548
819,612.44773197,25.51822
820,112.27289829,24.44269
821,2304.55856371,43.95988
822,462.33295848,26.7996
823,1314.10285555,17.5218
824,394.45874332,8.29092
825,884.22977152,15.38963
826,593.54479625,22.73139
827,5.28984806,1.396552
828,942.25585542,4.673181
829,610.52917306,29.25825
830,1206.17850451,29.98618
831,557.19326539,5.304864
832,482.19098978,16.10234
833,570.47270099,11.46511
834,448.06879886,15.50006
835,671.05747281,22.4174
836,1202.5517041,31.68288
837,683.20006159,19.40221
838,1112.76617973,27.33868
839,1239.20224107,25.48623
840,1021.48661989,15.84014
841,1646.45612814,3.431551
842,509.76821917,6.285197
843,1023.91412684,33.3777
844,1059.92067021,19.94963
845,676.64928645,27.2787
846,308.88684138,28.53371
847,526.3587469,12.45007
848,6.02925599,2.057909
849,842.64039374,10.34765
850,659.73861972,11.79561
851,2376.51768011,15.67341
852,541.87298336,11.7867
853,1296.80246721,37.97549
854,1082.63881188,7.881713
855,346.22696171,35.39547
856,650.47875983,27.31112
857,1050.24616791,13.58808
858,683.75120579,12.83531
859,983.627168,11.49034
860,134.72073944,13.90677
861,1345.11251734,10.06026
862,1322.24574069,19.47001
863,1508.41598563,5.820322
864,977.02330081,27.03584
865,1798.32749954,4.022348
866,393.22105428,6.266248
867,864.96669451,19.29293
868,1028.45209891,18.81192
869,438.04964009,22.35211
870,80.47762447,13.40255
871,1353.17007174,15.44072
872,642.04216136,2.001125
873,1799.65097227,38.70062
874,440.15258561,24.21096
875,1114.8334915,13.46138
876,1018.91197451,12.44741
877,441.35504626,16.23813
878,1632.35626622,26.7881
879,1585.46705931,31.74622
880,559.23630772,27.98796
881,741.69337491,13.11077
882,670.22721958,8.965173
883,685.76574728,7.363046
884,591.34287418,13.73129
885,1527.48260302,12.27485
886,1515.58241569,16.15878
887,NaN,NaN
888,1115.7938007,21.34864
889,1285.53308635,12.82924
890,1713.48232103,18.32137
891,430.90127369,42.27221
892,1025.86077929,31.72765
893,1285.25181745,28.60728
894,2065.54787104,34.89536
895,87.26026104,15.38328
896,168.67826733,14.21441
897,826.15792768,34.32139
898,1069.52928902,17.8033
899,198.49833674,18.10065
900,388.0367571,4.08922
901,496.77848286,7.866612
902,81.00760541,28.35473
903,1652.78138125,41.62741
904,68.11285387,27.87442
905,1312.39926067,37.59648
906,641.85726099,15.42879
907,714.80365458,21.0706
908,723.72573408,20.02151
909,1495.25717756,31.26577
910,587.644741,7.082234
911,1422.43462616,32.87531
912,344.49296817,13.16333
913,989.63053067,32.5457
914,1642.63770901,14.92944
915,581.52943486,15.28535
916,663.59628464,9.820082
917,1612.6110171,32.71305
918,517.68773079,2.224827
919,418.33748043,6.056495
920,504.05515588,7.73277
921,1384.19810681,24.20171
922,1357.15105554,25.98517
923,873.04222158,35.37962
924,73.29991873,18.89215
925,442.41424399,9.188166
926,912.00477046,31.21218
927,447.0909448,22.39556
928,395.02133739,21.00843
929,1103.39827984,1.270805
930,1185.69549857,14.37783
931,417.25897985,23.0774
932,108.27918372,26.09919
933,391.08183197,7.320396
934,1135.90143473,4.555532
935,458.25919363,9.743764
936,100.27982557,9.772851
937,1264.27544103,22.52195
938,566.10044676,15.66526
939,527.22134333,31.92651
940,635.91363462,29.88963
941,960.48481939,7.875766
942,1403.78767773,25.67076
943,960.61169133,19.23668
944,1043.70118506,29.43049
945,935.59444912,11.5595
946,1188.47977884,23.94627
947,1467.66979518,16.68014
948,623.77863637,17.59826
949,1203.6247459,26.47092
950,1434.78307975,14.81264
951,1279.12040586,30.61144
952,659.84554013,18.1444
953,1108.55860881,13.9873
954,845.18324901,24.73982
955,1368.18968349,25.37547
956,407.66251811,8.175499
957,964.57855399,23.11344
958,564.36211891,23.82841
959,580.92460958,7.120467
960,700.20935681,10.98122
961,572.29269799,28.21478
962,544.48157296,4.736533
963,1121.1363906,5.593046
964,106.51841983,16.04804
965,481.01585039,33.12524
966,1563.61628736,12.28453
967,1073.8034405,17.21969
968,538.09307285,23.63789
969,456.26025984,21.05801
970,1222.38521043,16.16763
971,1229.43951226,19.81278
972,1002.22088005,20.35115
973,622.81374954,15.82411
974,1043.84841891,4.225646
975,1035.45454314,36.51954
976,934.06417124,26.55409
977,572.93149142,14.7959
978,603.61677953,17.63084
979,392.27449832,4.222509
980,716.78743729,15.382
981,1247.30258116,11.77221
982,1733.77949019,17.38924
983,523.24009055,0.788168
984,419.47262492,5.062032
985,687.17691964,11.39463
986,1146.10807688,33.41583
987,640.97328119,33.2406
988,678.36433903,35.92117
989,613.72589253,24.95932
990,1166.3874428,13.40908
991,536.28355908,4.108824
992,1348.55952641,22.71264
993,1220.08055315,16.90543
994,374.0234984,3.200664
995,1107.1507536,18.23415
996,1101.469466,11.15242
997,470.14864865,4.093905
998,723.17401936,2.364003
999,970.89623937,4.957342
1000,388.24712439,5.197228
1001,466.0919211,2.731113
1002,1314.26482692,45.53749
1003,1010.25672793,30.51243
1004,565.85845745,13.44009
1005,182.26389902,22.84648
1006,81.05189181,24.3812
1007,1373.85852375,26.38438
1008,455.0343998,25.32716
1009,577.32217937,33.72377
1010,601.79251856,19.86347
1011,1070.43269797,8.998035
1012,1693.51426821,24.01509
1013,577.18846849,4.71618
1014,599.03051849,11.69748
1015,654.13174935,11.1263
1016,542.09064004,19.00322
1017,177.61198396,30.71052
1018,392.44339703,9.716779
1019,656.40933872,32.99282
1020,1706.40811031,9.834536
1021,821.06063057,25.27186
1022,1241.41082334,17.32012
1023,1774.48798012,24.44809
1024,480.0699823,1.190527
1025,504.1031735,6.472441
1026,676.3416426,45.03055
1027,474.2867363,20.41861
1028,1013.90416633,15.14039
1029,693.91698098,23.13871
1030,932.91152831,21.01743
1031,1099.26594975,13.58568
1032,1707.3422795,12.76815
1033,628.14085051,20.97517
1034,419.41576009,13.88147
1035,543.40783788,10.45704
1036,246.15066642,19.86588
