,aster30_wgs84_SerraMar,aster30_slope_SerraMar
2000,523.11266125,29.11926
2001,1150.45253234,13.37121
2002,1012.88562302,36.58103
2003,610.16015245,10.23391
2004,1579.57390336,20.22077
2005,1025.59755291,27.95191
2006,21.27969785,10.51203
2007,632.07459604,16.502
2008,1338.19204189,18.90803
2009,1045.89635285,22.61367
2010,973.45880285,28.52118
2011,1036.24325618,1.928305
2012,476.54332843,9.440377
2013,1221.51507336,4.444138
2014,415.05572947,27.4896
2015,709.0952855,7.557936
2016,505.4812305,25.54181
2017,1212.54971412,33.57353
2018,199.02493581,22.96553
2019,1278.55444803,13.44449
2020,976.43597293,7.67417
2021,1716.72348909,29.43185
2022,1228.28372036,18.78181
2023,832.1259464,35.05643
2024,736.30704025,22.71243
2025,1535.44168104,23.29281
2026,593.98017733,15.16774
2027,964.71232465,18.26641
2028,8.30707933,7.229371
2029,1282.37350746,9.439933
2030,1821.33728038,22.64696
2031,10.18647747,9.915008
2032,782.09731059,11.00934
2033,1192.43329316,22.58534
2034,1640.39599795,21.49836
2035,559.07863999,9.274697
2036,599.31361584,15.3917
2037,756.06827756,18.45487
2038,514.2216175,20.78281
2039,591.78112481,17.64853
2040,1333.19210801,8.10844
2041,548.28671299,4.896104
2042,960.94644633,19.83856
2043,541.30307037,10.76646
2044,549.28325852,23.74801
2045,1121.74262549,14.27159
2046,1202.92167069,17.81211
2047,954.31617246,27.73458
2048,546.28448797,2.380095
2049,1567.5635278,29.25764
2050,1204.16327695,12.12459
2051,1349.70639283,37.61086
2052,499.0168585,32.05278
2053,1160.60748319,13.77864
2054,1043.34679125,17.25364
2055,401.41333378,1.793823
2056,989.83435068,23.78135
2057,1142.28524833,8.719917
2058,1208.40775633,30.86864
2059,648.803108,24.39073
2060,478.52805454,5.493071
2061,960.84517819,29.52781
2062,1759.33453559,10.81575
2063,508.55068193,17.47543
2064,1106.69469959,9.930616
2065,1062.58466468,18.46541
2066,539.37237896,23.00438
2067,884.65446205,4.021774
2068,603.33044671,32.84937
2069,573.17713436,21.5154
2070,611.63553602,31.0319
2071,535.67900272,20.83125
2072,957.66898291,19.69899
2073,1262.76419894,23.0117
2074,1519.58419659,25.85685
2075,1248.50692762,30.27843
2076,614.37179602,15.4469
2077,936.59393314,3.194213
2078,1267.19982032,16.36348
2079,1144.45129544,12.19308
2080,603.99006744,15.37506
2081,709.13345275,28.72862
2082,8.85355997,5.800285
2083,1412.75663724,24.44984
2084,1345.5681989,15.62722
2085,1127.14543506,27.15334
2086,103.64945555,17.11359
2087,624.64670795,23.44479
2088,1366.73016729,4.784114
2089,195.11163653,16.92584
2090,1020.68264634,22.79987
2091,394.51206734,17.08061
2092,1245.77190219,21.76665
2093,1101.47433331,21.94646
2094,399.24367454,8.322918
2095,1761.43088975,21.73027
2096,1051.27725812,10.83266
2097,406.33468584,2.104129
2098,130.30703095,11.57822
2099,701.88358663,13.58193
2100,1127.34626179,14.08286
2101,662.74340703,9.03563
2102,495.99723219,27.38541
2103,310.71898217,17.86496
2104,1918.44657658,15.99629
2105,647.07327352,13.22019
2106,918.43056419,24.02931
2107,1115.75362323,3.753631
2108,508.99144057,21.5441
2109,1459.51348816,17.14095
2110,503.0250862,11.36967
2111,1287.46487429,21.51484
2112,1135.88924553,16.83759
2113,561.31210572,30.8863
2114,1175.70052386,6.112559
2115,335.87481507,31.44712
2116,612.67410167,11.11736
2117,1059.96522302,31.63365
2118,954.89307134,17.81695
2119,1268.85816267,18.47924
2120,496.51710733,16.79558
2121,458.26876415,24.52332
2122,605.72870399,25.52035
2123,673.54390533,34.92772
2124,629.69009781,8.47204
2125,1516.19718838,21.2614
2126,512.77903502,11.45777
2127,625.5051656,23.19602
2128,992.41208711,3.112316
2129,1051.55887853,16.8935
2130,426.0854238,31.98752
2131,629.8335434,28.31507
2132,1122.7867323,9.194491
2133,253.43672293,17.10119
2134,483.06409807,16.85442
2135,837.69159254,7.400142
2136,1061.62143994,34.16808
2137,1456.2155505,22.07869
2138,1083.35509258,16.48835
2139,795.91007385,9.78196
2140,1559.57721013,33.47104
2141,1103.79751304,23.17307
2142,658.14430845,38.977
2143,836.89092309,16.41589
2144,940.90695803,16.80653
2145,2390.53422402,5.184229
2146,1121.55535423,24.25352
2147,1336.7309579,10.45321
2148,1915.33861841,25.12585
2149,1492.56206684,21.10966
2150,1273.36220055,27.40181
2151,1701.33240817,34.83989
2152,802.25537272,10.16802
2153,1273.58888092,22.63138
2154,1238.16677245,12.65688
2155,439.3629594,11.76922
2156,508.2625811,19.68811
2157,788.65949063,12.92815
2158,397.66287291,22.46305
2159,1050.29464387,30.02102
2160,618.5137166,25.50086
2161,978.86189308,22.36985
2162,839.94280537,33.50612
2163,591.28273774,12.81119
2164,875.7200716,10.2241
2165,531.1568618,6.137155
2166,483.03568784,19.57981
2167,501.08086248,36.33776
2168,1253.05877864,30.48572
2169,1058.77522936,25.47229
2170,8.03992967,1.928471
2171,1104.43738835,13.8396
2172,1569.52183524,40.53816
2173,1337.22037314,14.84945
2174,899.12389136,22.45463
2175,396.1615189,2.439533
2176,496.32810527,21.30706
2177,1212.05917477,19.7039
2178,1169.3681774,15.67979
2179,1112.9433728,11.22381
2180,2005.6564673,33.99091
2181,1215.71359761,21.52999
2182,66.03079441,NaN
2183,998.61887333,16.92573
2184,1258.36073361,23.93695
2185,487.4709897,21.44207
2186,1260.85968587,22.53517
2187,914.08497589,29.13004
2188,1014.48679461,11.46218
2189,847.94075069,13.62223
2190,701.7094646,7.557464
2191,649.97940489,20.85044
2192,4.96123677,2.772066
2193,415.20420067,19.26919
2194,456.36285705,21.32799
2195,1088.495519,13.20874
2196,1597.24587184,21.85561
2197,619.76014205,10.63329
2198,1867.40646762,26.68421
2199,587.02051407,6.43264
2200,1028.27169839,9.687254
2201,432.08639643,21.07306
2202,1295.57521611,24.61377
2203,65.12847147,14.38474
2204,970.34038397,2.728854
2205,901.85587866,2.667971
2206,397.20294704,15.01987
2207,597.70277714,26.44518
2208,456.00605997,16.693
2209,469.99303342,28.1189
2210,485.02106279,32.14373
2211,1016.01257286,28.54817
2212,658.15601984,25.45358
2213,1272.18083943,27.80896
2214,418.11317143,25.3532
2215,516.19362595,21.84921
2216,954.56267838,2.204774
2217,473.04316712,16.71649
2218,1443.03227471,27.38035
2219,1363.81132488,26.9641
2220,364.77794114,18.16678
2221,541.9965784,26.56433
2222,1258.34673182,13.15044
2223,957.93958367,15.53514
2224,427.07971367,31.19406
2225,1196.89989086,11.99228
2226,708.12212652,25.08772
2227,1001.62845338,28.98283
2228,591.32853285,45.38099
2229,1655.43209384,6.787842
2230,1120.35937889,10.11409
2231,523.28463484,33.27999
2232,246.24369679,28.37907
2233,934.39279175,17.6423
2234,189.86727036,28.80549
2235,1060.36633063,32.90256
2236,742.15006627,26.2104
2237,1043.78237346,20.79923
2238,500.40003284,4.213076
2239,688.01475789,20.64721
2240,285.48623413,32.71919
2241,928.59784782,32.03971
2242,895.92187608,13.98046
2243,216.66758391,43.42835
2244,388.04901369,5.323413
2245,1465.4614811,11.48028
2246,807.21553944,10.55683
2247,2018.48987962,12.66765
2248,633.80009008,11.45784
2249,1073.51149096,13.7959
2250,787.13408569,28.47216
2251,677.75043674,25.24456
2252,578.42714426,30.48662
2253,710.16251194,11.4325
2254,1293.73508832,23.8422
2255,545.12609104,4.761368
2256,449.45307025,11.54227
2257,1087.47697631,16.91511
2258,567.67664736,20.48893
2259,171.23640072,24.48797
2260,1184.76841192,21.69973
2261,985.65887373,22.16256
2262,465.14869981,8.639201
2263,574.36512834,17.56593
2264,255.44686353,19.32563
2265,673.06213897,28.40806
2266,1164.47866282,10.83874
2267,481.40299375,24.79478
2268,585.87052723,13.63091
2269,528.2235273,17.39011
2270,444.02620655,2.053474
2271,1279.89116701,9.59403
2272,740.12792066,11.7626
2273,1103.09569688,7.496923
2274,464.68638386,5.198743
2275,1193.47810967,4.081158
2276,855.00658866,10.3248
2277,587.13875913,14.66656
2278,1534.30002987,15.45183
2279,1472.5944389,13.73464
2280,1119.12702259,9.631891
2281,545.17975572,11.71075
2282,604.84038951,5.791829
2283,1337.66348356,16.87202
2284,959.29190329,39.28055
2285,1076.30327065,4.883874
2286,973.89904512,18.48168
2287,1612.25258791,9.691459
2288,611.65663032,28.25829
2289,1044.53516146,11.48736
2290,924.83929247,23.31213
2291,1989.40835161,14.99424
2292,1044.36680524,31.5805
2293,74.65987043,18.01765
2294,679.38178064,8.792109
2295,1047.90606803,13.81699
2296,987.81069875,12.22254
2297,316.6460413,15.0266
2298,1005.46845829,14.71511
2299,1010.64182925,11.69815
2300,1351.18145463,12.23104
2301,623.79951427,4.428369
2302,1024.84732551,11.08716
2303,1051.5530832,7.470492
2304,565.11353614,13.71913
2305,699.75880558,18.4279
2306,515.35664766,23.51702
2307,45.83778142,25.205
2308,332.49504596,23.15535
2309,1161.78949178,16.09489
2310,1370.52255761,18.75491
2311,1159.43324338,15.44527
2312,1140.54090319,11.57089
2313,1017.79317902,22.38066
2314,680.06935265,29.40737
2315,1167.23053306,13.4961
2316,628.19038714,27.90001
2317,1359.53543233,19.30467
2318,329.09476805,22.54331
2319,1531.65808402,26.12152
2320,1193.24941783,21.88466
2321,1087.79768318,14.1718
2322,1162.89313714,6.905961
2323,1087.59204723,8.648051
2324,1636.75096484,21.64405
2325,540.0089081,21.13927
2326,735.95018299,28.95583
2327,559.30749839,19.72064
2328,1508.68465365,17.51756
2329,334.24086436,21.13876
2330,381.09571722,0.7422742
2331,597.99036051,9.612674
2332,487.47739276,9.748019
2333,1111.44509311,39.39931
2334,103.56590825,35.7917
2335,44.27909876,28.28628
2336,1128.22399837,2.390382
2337,482.52384598,1.190572
2338,399.41962143,3.92724
2339,149.56358869,17.29723
2340,668.55785987,25.96186
2341,80.52433389,26.77962
2342,1580.50282804,28.35083
2343,915.08097305,23.6808
2344,1064.82028287,11.28497
2345,475.04722794,6.272489
2346,1339.45640882,8.946829
2347,1148.12992555,23.50087
2348,455.56172199,6.000977
2349,459.02168804,21.14596
2350,663.25083599,25.60391
2351,602.09960661,35.20935
2352,526.02778153,13.18976
2353,1136.40014602,39.30365
2354,985.87719378,31.37163
2355,674.16857048,27.85631
2356,1355.50502198,11.40456
2357,512.24367912,18.27017
2358,1616.4751212,27.4089
2359,1153.47625724,22.78261
2360,655.95423161,21.73481
2361,1114.79748221,25.75694
2362,1243.71397807,48.52679
2363,1790.72339815,23.61915
2364,1075.73096935,21.5482
2365,1747.28900196,20.90603
2366,423.16601596,5.01609
2367,635.08312637,31.93576
2368,426.28646646,8.554468
2369,574.19411827,25.33505
2370,441.1951431,11.14371
2371,1041.36842524,7.184648
2372,516.55268783,19.21494
2373,1432.46301663,13.59256
2374,583.26722818,25.01971
2375,559.04368488,14.75269
2376,586.14592581,30.57603
2377,565.28493089,28.133
2378,879.63107495,4.588047
2379,838.71793794,10.3889
2380,541.69060133,6.967782
2381,601.17059001,29.27576
2382,1053.9652187,42.02533
2383,441.1852379,27.74038
2384,459.38476803,28.12518
2385,1542.23905977,30.59276
2386,601.23641634,22.49604
2387,1922.43590366,3.319255
2388,19.33756421,16.09502
2389,2021.49652673,29.8409
2390,1198.06913074,9.706859
2391,1383.37369176,26.95559
2392,1334.83956212,6.566989
2393,1033.57472003,30.98169
2394,806.76673912,24.36959
2395,536.60173053,6.55519
2396,451.34662975,26.68545
2397,32.4802826,20.7494
2398,1199.10515848,10.85094
2399,824.91303111,10.47299
2400,1379.29548959,7.861461
2401,588.26817584,14.6007
2402,39.52578191,16.03092
2403,1495.79083105,19.67179
2404,755.10590332,20.15744
2405,650.56856292,2.362222
2406,1695.35819382,6.265442
2407,386.27430537,3.294372
2408,1166.28621888,2.25875
2409,880.92030331,21.70329
2410,882.60745961,5.959099
2411,1202.2383429,10.5843
2412,528.06095075,30.90323
2413,1431.59612239,11.91016
2414,1611.51693055,17.93773
2415,484.11052233,8.179737
2416,1215.48842119,11.94141
2417,945.43381536,8.431058
2418,1411.64711434,33.72937
2419,471.2761556,7.227973
2420,1386.82484554,13.21438
2421,495.16810092,4.863702
2422,470.07489892,30.49331
2423,511.66198807,13.94412
2424,548.28893821,31.24711
2425,1204.51496802,20.60887
2426,514.27653865,20.46373
2427,1125.72940138,3.338187
2428,923.90133065,11.29473
2429,576.05555898,36.68218
2430,357.21252908,21.92475
2431,893.90226276,16.03349
2432,502.35047909,14.56133
2433,460.11149218,2.66753
2434,949.84360169,20.90197
2435,1107.313643,10.64899
2436,1144.46975042,24.21252
2437,1767.5426673,14.86353
2438,1322.9369204,18.01207
2439,1048.82172897,11.57708
2440,396.45378949,2.546487
2441,630.43542496,17.21271
2442,421.15253614,1.793923
2443,447.30206577,9.259812
2444,689.0199706,9.997964
2445,528.64710001,1.794095
2446,1637.51395848,15.85109
2447,629.03206085,18.98993
2448,921.69098952,22.6853
2449,499.45160733,6.794997
2450,367.01139043,4.625286
2451,1067.18021834,5.476251
2452,1619.73894868,14.66961
2453,805.72821674,23.52944
2454,381.8811157,30.66461
2455,1287.45039329,9.912308
2456,450.50726305,7.810653
2457,426.45057018,3.408425
2458,426.45676218,31.09143
2459,1094.96390825,31.60488
2460,466.10628201,6.380524
2461,1081.35238537,14.95463
2462,578.25504282,24.52305
2463,1326.47203524,24.8594
2464,796.38167555,17.35197
2465,1132.28359271,28.0189
2466,455.18869768,7.08298
2467,440.29198351,7.46911
2468,1316.67073768,9.242944
2469,620.07088522,21.18955
2470,543.13306804,15.62901
2471,1101.38453976,25.64723
2472,1237.74891584,12.71269
2473,445.34067274,10.31442
2474,605.40237824,9.714818
2475,1483.36953254,19.75637
2476,346.69455915,39.39632
2477,534.31048281,17.10939
2478,1488.30456969,41.02921
2479,526.48579401,20.03843
2480,380.23064547,2.050339
2481,1261.75638592,19.81715
2482,1320.51758824,21.32773
2483,913.29211807,36.72653
2484,518.17881754,21.73655
2485,1091.30101556,19.88804
2486,898.84412995,5.345242
2487,6.67102237,4.589221
2488,568.25417718,10.14959
2489,422.99734706,15.92812
2490,2154.47030145,30.36492
2491,957.83875376,17.1479
2492,648.03945643,11.30804
2493,823.56826578,20.64678
2494,1488.80454104,8.941089
2495,480.09661387,5.066489
2496,1169.51513859,25.70473
2497,894.63544987,7.881531
2498,680.12164469,26.71788
2499,628.16219046,18.63359
2500,1326.4590586,16.00632
2501,1265.2734508,14.36684
2502,910.86763877,13.12812
2503,1022.59867098,27.33759
2504,506.25266181,14.49652
2505,1115.66468967,27.21276
2506,1168.75445997,9.087008
2507,591.76187284,5.51281
2508,1003.49617963,18.72448
2509,522.18595016,34.76086
2510,1187.84939181,22.9941
2511,1195.04961705,28.13368
2512,1123.25217979,24.98806
2513,1401.29575191,34.94025
2514,1613.67594739,17.67954
2515,8.26282813,3.42206
2516,397.25367032,8.13531
2517,1696.5786062,23.96395
2518,1038.57272173,24.50445
2519,1995.56380776,6.498291
2520,578.05712549,38.58379
2521,959.28650106,5.179554
2522,799.72660879,3.497351
2523,1531.41759486,22.80818
2524,588.14402568,44.6462
2525,527.42935051,23.50653
2526,1272.63685487,19.26811
2527,1388.42677935,22.49747
2528,567.35260282,30.71179
2529,475.05852277,3.752417
2530,1611.47794393,25.44044
2531,871.9102892,9.478166
2532,2244.55395936,39.42159
2533,431.21612645,0.00049121
2534,2.60347182,2.396947
2535,239.43114804,8.813526
2536,520.60528608,16.16343
2537,685.19246572,10.62229
2538,1866.71589381,18.0105
2539,919.94527602,17.68685
2540,1379.43349166,37.34174
2541,1274.42507751,10.64073
2542,743.96033535,29.00158
2543,1202.07855793,4.091102
2544,14.18274995,6.470749
2545,983.30366176,16.06867
2546,2079.5393744,35.53182
2547,1837.50756739,32.73343
2548,2336.68655452,40.42677
2549,1109.86604018,26.59714
2550,754.73348142,9.253948
2551,935.9109331,14.46453
2552,75.179598,22.97911
2553,475.29367637,12.74344
2554,1172.22165737,17.98176
2555,1249.11248347,26.04157
2556,1258.68587693,14.80611
2557,1169.2708416,20.04162
2558,263.23626245,29.14921
2559,526.48802465,16.09597
2560,555.60259918,10.13476
2561,323.2071048,22.40372
2562,552.61166448,14.23088
2563,69.45495874,12.308
2564,1197.21588634,15.16439
2565,482.37120516,3.272632
2566,1430.69487476,30.53768
2567,401.415571,4.183706
2568,519.87642658,12.49236
2569,712.75737368,18.23343
2570,472.19297299,6.350267
2571,1130.68879247,36.64965
2572,715.9467542,21.78598
2573,615.69366989,12.34297
2574,1144.09593217,13.73728
2575,391.29154019,7.40194
2576,660.11786856,18.19249
2577,272.30762509,16.7711
2578,1294.76577551,26.28616
2579,1205.88188993,29.36888
2580,980.85447925,5.034848
2581,1226.51445645,21.59868
2582,8.80027858,2.967478
2583,1443.75934454,13.78635
2584,1348.21589851,15.19655
2585,1308.52491176,21.97772
2586,1059.76543572,25.21055
2587,1020.82579716,17.78612
2588,1282.84215241,20.74638
2589,590.90467914,15.00308
2590,565.34407085,26.94009
2591,528.18707228,1.889089
2592,475.59895167,16.55056
2593,940.63266002,2.984598
2594,629.63357535,27.93307
2595,1107.43556888,23.76346
2596,589.08810518,6.472492
2597,412.38414144,3.7537
2598,895.61383364,8.89929
2599,1636.54641039,45.24874
2600,1100.10249116,11.77047
2601,672.15603302,28.5183
2602,363.00623015,3.75337
2603,1327.11149989,22.59324
2604,458.05311463,26.936
2605,1092.75619279,7.145858
2606,103.46400816,28.86396
2607,1509.73379341,22.39719
2608,475.09851759,25.45619
2609,775.00080508,24.42714
2610,919.51807236,5.366509
2611,900.05824312,29.74002
2612,1090.31153496,4.434138
2613,2051.63402205,38.21646
2614,218.25491011,18.02949
2615,542.06059516,30.04679
2616,478.37595148,18.23294
2617,442.22773844,7.386346
2618,712.07344765,6.802184
2619,465.66641697,15.03711
2620,536.3103448,15.26186
2621,477.65393757,15.27668
2622,1008.90963816,3.079327
2623,774.10146911,6.498023
2624,2590.52531248,24.62762
2625,418.01489564,15.42301
2626,519.24873208,35.88339
2627,593.0972442,36.90781
2628,165.12798181,26.47775
2629,392.30128457,3.746681
2630,1074.18373889,20.41214
2631,521.19448727,7.576921
2632,1155.0783438,9.788001
2633,903.16311496,22.41183
2634,2114.5159579,23.29395
2635,673.69342476,20.56252
2636,4.66977662,0.5039477
2637,1478.60626688,25.76298
2638,550.6810649,18.77065
2639,1755.72663934,7.67379
2640,566.28121104,15.65132
2641,686.80659548,16.08341
2642,1459.5028665,38.36044
2643,1228.19001854,18.48163
2644,6.64967829,3.568281
2645,2179.56663749,12.87698
2646,939.91261564,9.638282
2647,2112.6932761,17.73743
2648,76.18098268,22.75735
2649,558.46596939,8.111299
2650,1002.78715008,15.48622
2651,560.56733159,23.22401
2652,1041.72033726,22.37902
2653,1491.44184263,19.48176
2654,6.55701699,2.10917
2655,1495.81672246,26.07569
2656,952.74967833,4.408992
2657,1036.39132369,44.15005
2658,1085.25221029,NaN
2659,1758.314646,9.391325
2660,1167.88578792,17.41616
2661,1780.54463892,7.4748
2662,1528.38194802,31.60259
2663,937.44010622,8.188869
2664,922.96821107,22.18064
2665,1495.4736459,30.52458
2666,789.70832085,19.0296
2667,1209.6339193,28.10439
2668,881.85123661,14.57866
2669,416.28181793,8.237495
2670,1241.4421585,4.77264
2671,542.65690296,14.92723
2672,2002.56173319,40.32497
2673,778.73749625,8.377817
2674,712.76508173,14.37807
2675,673.51778536,25.98617
2676,837.03237461,27.90402
2677,864.57655643,22.48787
2678,364.0220218,5.084133
2679,659.91068456,8.954762
2680,441.34418597,10.45266
2681,1096.88100048,16.56082
2682,1114.38118234,18.52359
2683,445.02961435,17.52354
2684,616.17324884,11.21645
2685,1678.72966762,11.36679
2686,1249.0972488,6.957662
2687,227.88557086,2.069967
2688,737.07005067,18.71036
2689,1228.35121277,8.285308
2690,500.26747871,15.71122
2691,560.97607499,10.42742
2692,1317.74407762,33.99207
2693,1277.2797133,6.130097
2694,513.63272862,14.13288
2695,534.8655703,10.9537
2696,556.55875593,18.45524
2697,991.74058781,15.18309
2698,503.08893419,22.11398
2699,735.7369302,13.67721
2700,421.20580379,15.39815
2701,1084.27203626,12.82063
2702,937.64331181,15.11047
2703,414.27107088,1.057264
2704,114.59814445,17.32787
2705,69.59406116,22.63389
2706,521.47368837,16.09607
2707,723.93012976,11.03406
2708,1019.48797998,12.26205
2709,913.61354448,33.4258
2710,1017.84919223,16.2247
2711,1038.13810675,27.12781
2712,638.80291787,7.831876
2713,990.44825657,2.049976
2714,1538.46541172,12.09261
2715,462.06164031,20.93367
2716,930.59010816,0.7421216
2717,562.54530767,20.55983
2718,504.12683726,10.55546
2719,1270.8617147,11.24148
2720,117.54734518,4.213197
2721,646.055052,26.28476
2722,2422.6724071,32.8126
2723,1224.20378688,20.8201
2724,1066.42430155,6.762192
2725,1026.94928614,38.4736
2726,886.98992547,11.46074
2727,1181.5308038,13.28724
2728,1687.34015627,15.34211
2729,572.72885406,35.49493
2730,548.79571074,22.76597
2731,1348.23341563,4.466887
2732,1537.59644705,16.61563
2733,1512.68592876,12.58533
2734,1175.45267766,22.36716
2735,120.50892743,15.29431
2736,394.256846,11.03695
2737,555.35284,16.09096
2738,2078.55544752,16.17732
2739,1865.53266588,11.48532
2740,1405.68243745,22.95019
2741,1112.70325321,14.67195
2742,1105.2135677,20.89759
2743,460.32893993,16.71202
2744,620.82241208,6.286697
2745,290.51280038,13.92217
2746,611.39321699,20.32639
2747,1374.50922598,24.33923
2748,481.39234615,12.45104
2749,552.69465859,12.61249
2750,1284.31196734,29.86695
2751,1006.19346024,21.18966
2752,523.03336002,18.75786
2753,4.31339988,4.81693
2754,1064.11833649,33.56182
2755,518.73974766,24.04224
2756,953.89220626,40.87172
2757,153.63704842,23.22986
2758,389.49229918,2.571846
2759,1161.47716805,10.88172
2760,1132.87113221,12.55409
2761,2014.49101467,13.05105
2762,627.86968199,7.32645
2763,1093.38069467,4.637771
2764,934.84770678,22.46319
2765,619.70769498,20.41465
2766,947.92307837,14.88736
2767,719.97521881,37.49364
2768,3.52069119,3.824879
2769,623.09154731,22.96081
2770,1474.41855992,3.115038
2771,22.19222763,17.2284
2772,611.42725746,6.726907
2773,733.75806028,10.30723
2774,829.4734744,14.03423
2775,2008.48046512,35.47036
2776,1070.74067473,18.11797
2777,837.92169813,10.64992
2778,1247.172784,7.453906
2779,1570.47699755,14.28485
2780,1228.28530092,8.121821
2781,1339.53338993,18.97847
2782,785.36670599,30.02142
2783,1167.7325116,22.87823
2784,595.69367139,28.78293
2785,1541.58320889,21.61003
2786,464.98941006,13.17691
2787,857.15607207,30.53709
2788,1502.8081816,21.32833
2789,1784.6869699,30.95172
2790,958.91603709,2.449391
2791,365.05100008,8.107952
2792,483.44407945,14.22649
2793,494.58757747,8.971043
2794,996.79739927,2.733422
2795,1450.59488367,39.07203
2796,486.04509072,17.65892
2797,1526.68785239,16.13735
2798,917.91448991,31.97456
2799,1687.43926448,34.1049
2800,1059.59713833,23.94216
2801,875.12518618,30.84452
2802,951.81301857,9.362656
2803,1481.51432135,25.98436
2804,597.55005676,26.0932
2805,874.62723983,9.151528
2806,640.05624621,36.63835
2807,903.01144461,29.5116
2808,924.71561167,23.63539
2809,692.1930143,29.66305
2810,1123.16485018,2.98219
2811,1207.06844688,10.43959
2812,875.41229543,24.83205
2813,979.69515402,15.86739
2814,643.79834895,30.88199
2815,885.69697934,17.37326
2816,992.3284686,28.53179
2817,882.80936874,5.618782
2818,552.24364603,40.35451
2819,1152.12602763,NaN
2820,1014.89313371,25.27407
2821,688.37417149,14.07289
2822,639.38893759,17.45504
2823,734.08147753,18.4005
2824,1163.50933768,17.47529
2825,623.36812381,15.92782
2826,175.21451979,8.497924
2827,3.652781,1.190812
2828,1500.76485667,7.197545
2829,2076.56573658,15.63018
2830,141.40452282,20.34253
2831,9.66442342,7.085332
2832,980.61593915,10.87635
2833,1038.80645819,26.69877
2834,1032.84308739,14.23859
2835,1174.65327883,13.07194
2836,1416.78758449,23.42827
2837,397.43503329,3.796552
2838,754.09016342,27.33463
2839,1100.54790074,12.92267
2840,562.28823589,18.02448
2841,1609.46254645,32.74366
2842,132.84648053,52.94797
2843,1172.02419421,0.7848299
2844,1620.45902142,19.98657
2845,1200.49577138,26.46772
2846,1356.69998347,24.93983
2847,1147.79820018,22.74773
2848,881.12962739,7.234842
2849,1507.81872607,22.08596
2850,505.11540805,2.770044
2851,1521.53588824,24.85571
2852,477.18897658,8.128691
2853,959.71027066,41.2743
2854,217.43958953,7.183147
2855,107.60479279,11.23408
2856,1801.72062454,20.39902
2857,630.77771358,14.281
2858,1275.50667585,20.46024
2859,540.79409443,11.03433
2860,102.81142456,23.94912
2861,1108.40931652,0.9996627
2862,484.99155991,25.77681
2863,505.3203227,33.99395
2864,552.65560658,21.38463
2865,1213.97041364,5.948707
2866,1108.63456226,7.290362
2867,1404.7096515,20.66748
2868,509.27964793,11.64324
2869,1287.42487868,6.112975
2870,563.51529315,3.719908
2871,490.41643813,1.274949
2872,738.20192838,17.35552
2873,1129.66450734,32.23016
2874,1303.11601647,11.7865
2875,63.27862442,21.61383
2876,80.21609118,11.67007
2877,952.69122855,13.15151
2878,1381.83057915,19.63538
2879,678.13863264,16.95575
2880,560.06734104,16.22302
2881,1252.29568039,25.20992
2882,670.74093801,19.39802
2883,816.77379904,37.95284
2884,1418.63076563,39.26097
2885,2041.51058639,33.68456
2886,771.51713674,15.83006
2887,725.97426122,17.91063
2888,444.19399026,9.61112
2889,366.58065503,15.27672
2890,877.66774907,20.35881
2891,705.43102222,22.6919
2892,1295.36417623,31.34594
2893,1037.66919786,19.13876
2894,989.83245636,13.48409
2895,1750.40563839,21.91241
2896,1236.13289315,26.22013
2897,1194.4218016,30.01642
2898,414.36477063,3.635784
2899,809.90193438,30.9896
2900,617.12876119,28.43413
2901,995.34012936,4.245209
2902,23.07772764,2.997816
2903,478.18322427,10.60035
2904,788.05477762,30.93552
2905,1425.56458693,24.69186
2906,736.7385139,12.11875
2907,954.93645388,5.453904
2908,645.12965742,16.63688
2909,1314.19601752,13.4857
2910,475.5879354,3.821046
2911,719.70804893,20.63229
2912,1109.53258957,14.93578
2913,648.71994507,13.71071
2914,562.01002946,28.38908
2915,441.43759321,29.28125
2916,504.146929,19.66938
2917,1014.48714601,17.64159
2918,950.60859024,6.981241
2919,936.81788744,21.72201
2920,873.65768517,0.3418009
2921,600.60452382,14.93286
2922,154.0431345,25.80427
2923,937.64307932,25.34721
2924,630.11068832,15.94252
2925,1953.57227922,20.11512
2926,521.60291711,16.69974
2927,1075.47898883,15.72768
2928,296.57949018,24.82889
2929,302.90590602,9.927647
2930,831.2817542,24.74154
2931,495.39577958,20.9187
2932,462.21983216,19.12984
2933,893.67286445,7.669109
2934,507.19846964,24.42227
2935,694.12495826,22.876
2936,1059.47358276,19.64633
2937,525.0793023,23.41088
2938,1045.83801899,13.40258
2939,1765.39881229,16.64614
2940,885.92324027,19.48417
2941,1326.34260559,31.20559
2942,1536.35169324,20.39907
2943,1874.57770225,33.91797
2944,963.6708204,8.397621
2945,559.11093222,38.17694
2946,1455.74587202,13.68911
2947,997.6020139,28.93484
2948,497.70954034,5.855758
2949,523.0840144,16.00361
2950,630.08374987,13.19879
2951,521.18065032,17.45294
2952,1274.72794613,13.14817
2953,1507.42345707,16.8997
2954,1282.27931898,21.45235
2955,493.07339693,9.733377
2956,1222.05370694,9.066884
2957,490.62053892,14.34255
2958,458.35849997,12.10401
2959,304.62121561,11.2694
2960,579.19742695,23.09531
2961,380.14660559,2.10947
2962,581.8888036,14.36886
2963,1214.34904787,25.5962
2964,631.41206378,10.41306
2965,2121.68119634,23.54807
2966,578.82194596,6.112953
2967,149.6429645,28.36753
2968,889.90664405,2.772229
2969,685.82885731,6.427277
2970,689.99328857,8.38148
