,srtm30_wgs84_Barcelos,srtm30_slope_Barcelos
2565,37.98815886,1.648652
2566,26.83532818,1.351816
2567,32.52706691,0.4619765
2568,47.73488045,2.711481
2569,41.56993737,1.642224
2570,20.90920147,5.253307
2571,48.06416004,2.074886
2572,44.77754486,2.080978
2573,45.4317291,4.017599
2574,26.13186555,3.296497
2575,43.4678245,0.932223
2576,48.69785531,2.573914
2577,14.3781951,15.86775
2578,43.54765728,1.041084
2579,42.64912835,3.037759
2580,17.25189659,0.00131593
2581,30.24881371,3.434486
2582,38.34997105,3.817496
2583,44.07425505,1.773533
2584,44.16872964,6.313028
2585,45.37175778,2.321764
2586,23.92855438,1.647585
2587,49.18491601,3.03676
2588,47.58538441,4.427859
2589,47.65765192,3.748049
2590,44.28061606,3.621873
2591,18.88018653,3.543295
2592,44.05775085,1.920641
2593,29.88718831,1.764
2594,41.48404219,2.94486
2595,39.21291286,3.986367
2596,43.8367889,1.04107
2597,38.97514186,3.479107
2598,32.83025888,3.995787
2599,28.37672516,3.624587
2600,47.02833281,3.351217
2601,44.85387018,1.351435
2602,34.79293795,1.676559
2603,51.68948934,3.954592
2604,41.32931283,2.09529
2605,54.69092688,1.908676
2606,44.14373351,1.357335
2607,40.44557345,0.3292635
2608,23.45005176,0.0013205
2609,37.96355671,0.6579632
2610,29.90784978,2.954233
2611,46.05147298,0.4619495
2612,26.18938584,1.17992
2613,27.22671687,2.702758
2614,45.23329806,2.641512
2615,30.22593825,1.997478
2616,15.12457111,2.362657
2617,11.17033977,0.00131219
2618,32.73979327,2.81183
2619,27.80753369,0.7360407
2620,42.3920431,3.628157
2621,46.19008082,1.464257
2622,32.45630662,9.351564
2623,38.91618169,4.681839
2624,48.06633585,0.7360312
2625,40.36564698,1.390686
2626,37.28118482,3.749286
2627,31.35604597,1.036155
2628,42.1573749,6.224158
2629,49.6337269,4.158071
2630,44.3618167,1.677149
2631,31.32968106,6.603238
2632,44.46699826,1.351846
2633,22.61045239,1.638967
2634,46.57240527,3.699418
2635,46.04045294,1.638782
2636,34.0938552,3.240719
2637,43.58536294,1.31321
2638,17.53688338,2.650653
2639,53.38607907,2.626268
2640,45.74024342,8.547461
2641,49.09744274,3.611121
2642,42.69452871,1.921407
2643,43.94088805,2.330075
2644,36.89244034,1.638846
2645,32.02578868,0.6567039
2646,29.20428702,5.09824
2647,42.05023684,3.241617
2648,37.51136631,4.017591
2649,49.07228922,1.677152
2650,27.35871562,1.179986
2651,19.69015016,3.994191
2652,43.12997612,5.289908
2653,42.04492981,1.353998
2654,43.55265124,2.385802
2655,36.89638633,1.644017
2656,43.72779673,0.3292909
2657,17.37288153,0.00131541
2658,45.61591913,3.037758
2659,21.67282808,2.558159
2660,38.71306755,1.357966
2661,35.26000046,1.038475
2662,47.61998468,4.559037
2663,45.90645233,8.110168
2664,49.92745124,3.242314
2665,21.23468964,1.647941
2666,17.1974967,0.00131586
2667,42.21596634,4.189188
2668,45.53831192,1.357239
2669,33.32992165,5.892936
2670,32.83142328,0.7342634
2671,22.37766887,0.3280348
2672,38.08026035,5.352672
2673,44.61330201,0.6566766
2674,47.85699158,1.9706
2675,42.17422079,4.142946
2676,39.46842278,4.452285
2677,44.64453404,1.464213
2678,28.69165807,0.6567217
2679,48.64596835,4.215282
2680,36.77534521,4.676544
2681,29.91087063,2.300544
2682,44.0636063,2.082147
2683,38.69575568,0.7368486
2684,37.41560463,1.390848
2685,19.49006046,0.3280362
2686,49.93520065,2.65113
2687,28.79519834,2.198922
2688,50.60484066,1.041458
2689,44.3645473,1.672019
2690,38.66029551,4.568751
2691,47.11296147,3.294055
2692,40.93151723,1.353719
2693,29.0610903,0.7375896
2694,30.16891037,2.64444
2695,20.77266431,1.773581
2696,43.85637688,1.674516
2697,46.74409354,1.351446
2698,42.90306554,3.242319
2699,44.65665509,3.369108
2700,37.72730893,0.00133469
2701,44.93863084,2.11059
2702,21.42613315,1.18258
2703,44.20009773,5.794545
2704,31.43643596,2.394527
2705,45.91393011,1.920645
2706,46.15249334,4.859085
2707,32.7785359,3.936913
2708,48.8417285,0.7342384
2709,33.86260409,1.764207
2710,31.08193695,2.074642
2711,15.14243768,0.0013144
2712,41.80768886,1.766301
2713,22.12624433,3.658823
2714,48.65425664,1.35185
2715,26.35536775,3.975639
2716,47.91890237,2.641587
2717,34.35301523,2.074981
2718,40.94900462,1.766545
2719,19.47415867,0.00132142
2720,47.65318198,4.957646
2721,49.17296178,3.948409
2722,44.730203,2.651142
2723,47.41046602,1.67855
2724,44.48213304,5.281259
2725,53.37065619,3.938233
2726,15.88312521,1.995435
2727,15.36989186,0.0013134
2728,43.20672681,2.001574
2729,48.09511163,1.351441
2730,40.83855715,4.275622
2731,24.47668515,2.970752
2732,28.78792525,2.298198
2733,39.67854064,1.313216
2734,24.44799068,3.240749
2735,29.70348246,2.5557
2736,37.3627222,1.636326
2737,24.24872604,2.494426
2738,25.73220257,3.224374
2739,41.78455228,1.674491
2740,27.09563625,4.276534
2741,29.01294186,2.109816
2742,22.42594006,1.647584
2743,21.53571669,1.038147
2744,50.26330974,2.37608
2745,48.15452679,1.864326
2746,28.92437454,1.678551
2747,37.6023978,0.329226
2748,47.1521128,2.798416
2749,35.73358312,2.954729
2750,48.80859954,3.952415
2751,47.19618796,2.703084
2752,37.79865832,0.00131874
2753,13.1420023,1.648301
2754,45.98847945,2.573109
2755,45.87512523,2.00157
2756,34.56555185,0.9330493
2757,33.57810467,3.12019
2758,14.83611763,2.944858
2759,32.01640989,4.371187
2760,31.4581601,3.016089
2761,45.01663333,0.6561168
2762,34.61775873,4.189266
2763,30.46610003,0.7369022
2764,14.06243967,1.921387
2765,46.93930696,1.4645
2766,45.05745766,1.971851
2767,41.85145161,4.765092
2768,47.11600825,0.9251498
2769,46.24795075,3.106933
2770,42.02455973,3.501193
2771,16.01298352,0.9277249
2772,41.61100799,1.865097
2773,46.78835149,1.773553
2774,33.41841917,7.967299
2775,45.03115852,1.355976
2776,37.1673639,3.947858
2777,19.59158478,0.00132101
2778,49.41057421,0.985297
2779,40.70240907,1.763882
2780,45.00897297,10.02036
2781,34.96610098,2.557903
2782,31.42089433,4.933714
2783,16.90696748,1.18261
2784,43.22354277,1.77351
2785,37.22054746,5.470588
2786,50.02249825,3.528475
2787,40.50268961,4.215519
2788,33.55720131,11.68241
2789,31.82919579,2.812109
2790,29.19564209,0.3292906
2791,36.55946506,11.27628
2792,47.47531461,1.355995
2793,42.78614567,0.733918
2794,34.0809933,3.728788
2795,31.91880856,2.110627
2796,34.76281202,1.351407
2797,27.69746065,1.851179
2798,47.66557253,3.434455
2799,23.31289008,6.978013
2800,23.96405997,0.3298212
2801,15.88761257,2.974714
2802,32.67969002,2.074416
2803,48.67256204,3.344344
2804,27.35407315,1.671907
2805,21.8922281,2.972535
2806,35.11277661,2.330087
2807,47.686076,2.976064
2808,45.95590995,0.9852653
2809,38.7587045,0.7342246
2810,46.62232617,1.920655
2811,18.22919262,0.7367797
2812,42.92820893,3.282471
2813,21.30450595,8.761863
2814,32.56926472,1.356673
2815,48.03180271,1.353682
2816,15.07154555,1.766672
2817,37.12899446,5.562025
2818,50.8939485,1.399147
2819,37.19072296,2.32385
2820,28.91005576,4.558979
2821,28.80784313,1.399169
2822,29.41180838,2.072201
2823,42.19956546,1.390683
2824,43.63688523,5.315654
2825,42.11716464,0.6566766
2826,23.46471382,3.284205
2827,42.43433591,2.109843
2828,50.04065935,0.9322047
2829,29.36665663,1.188385
2830,44.3844348,1.865143
2831,26.89979842,3.728638
2832,25.30390524,0.6584697
2833,21.46472171,1.772596
2834,46.82992327,3.72591
2835,43.53344204,2.812869
2836,18.49336748,2.798699
2837,29.17415418,2.496912
2838,24.53891719,1.187865
2839,50.44025698,5.481261
2840,41.87173069,2.376581
2841,43.56925571,2.321296
2842,47.95056379,0.3274843
2843,41.92532004,1.041484
2844,19.38725082,0.461988
2845,22.57080809,2.074917
2846,27.43422658,2.375299
2847,43.10276369,2.00011
2848,46.79348016,2.834463
2849,21.68412706,11.56432
2850,42.16718846,3.993922
2851,32.60473553,2.811193
2852,47.22190246,2.557925
2853,42.92042414,1.64344
2854,39.93682288,2.074557
2855,53.57924057,7.547784
2856,45.12588101,2.08101
2857,43.43250353,2.196847
2858,38.72521476,0.3274764
2859,26.99617637,1.04148
2860,30.40883496,1.773604
2861,44.04584425,1.357274
2862,50.21086991,1.676492
2863,42.65672466,0.7315565
2864,41.35224527,4.18895
2865,43.24870005,3.963936
2866,38.36483687,3.107487
2867,40.74335284,2.110113
2868,29.83108219,1.647539
2869,31.10898157,3.022224
2870,19.46840433,3.298134
2871,44.20931532,0.98473
2872,45.0690703,2.210283
2873,39.28566418,5.411801
2874,44.99347452,1.040362
2875,48.19065275,2.376562
2876,34.51442492,1.76652
2877,43.50249423,0.328043
2878,32.90591658,2.976197
2879,47.75079752,1.038045
2880,28.6475961,2.300576
2881,47.80623939,4.578058
2882,46.68289944,1.46685
2883,45.06351476,2.396467
2884,44.20472358,3.107792
2885,37.40475379,5.568984
2886,44.30316733,2.30005
2887,42.15839358,3.673422
2888,30.75689273,5.59715
2889,46.15234325,0.466731
2890,51.13305367,1.182297
2891,48.34299611,4.451925
2892,45.84076724,3.848459
2893,46.03136443,3.237953
2894,49.39166291,1.042201
2895,42.758575,3.952994
2896,41.63232989,3.831935
2897,30.80860244,2.300625
2898,48.10278831,0.736865
2899,41.62219129,0.7342166
2900,38.11133223,1.042203
2901,47.80789833,0.4619747
2902,46.15358995,6.612685
2903,30.51139081,1.314991
2904,44.28925864,0.46449
2905,42.24491863,2.574156
2906,42.72017062,2.360111
2907,49.16362691,0.7315634
2908,42.92363897,2.362606
2909,46.7359538,0.9852725
2910,15.24017056,0.00131463
2911,41.29518736,1.999505
2912,44.77329588,3.936588
2913,49.35448851,1.922025
2914,44.6203457,2.074834
2915,19.46252077,0.9329699
2916,40.64642988,2.944156
2917,38.45455489,0.3298248
2918,37.0331224,2.321755
2919,16.20611423,1.041512
2920,37.94294782,4.600141
2921,46.34545361,1.472648
2922,42.21074315,4.604208
2923,31.97474013,2.506671
2924,45.29695141,3.224612
2925,44.02182538,1.041514
2926,33.19790496,4.890673
2927,53.06720823,10.16585
2928,48.37521746,2.574131
2929,31.88155221,1.464202
2930,17.28606374,0.00131613
2931,51.63847405,6.306463
2932,33.43862589,3.421775
2933,46.12678202,3.371722
2934,33.42264749,6.266245
2935,36.5515659,3.66388
2936,44.93338093,2.110883
2937,47.47085448,1.921445
2938,36.58781509,5.192556
2939,30.54394887,3.242319
2940,47.38655126,3.731015
2941,18.18617858,3.989001
2942,43.08432175,1.187847
2943,47.91394775,3.371408
2944,32.53105497,1.041085
2945,38.55284698,0.9276985
2946,34.10200045,3.538435
2947,26.3992998,1.676504
2948,30.7134817,1.042194
2949,17.27734916,0.00131576
2950,29.7483968,6.420342
2951,41.44219375,7.775956
2952,21.17808881,12.35337
2953,44.60200636,2.109836
2954,39.93047795,2.000939
2955,23.99717928,1.351862
2956,41.58233107,3.342377
2957,52.01264925,2.95653
2958,29.31953812,2.082804
2959,46.0408882,2.321862
2960,44.46407196,6.432012
2961,14.82222121,3.658962
2962,16.41606113,0.00131459
2963,38.9681733,1.643512
2964,39.88483534,9.654511
2965,43.81681092,1.041502
2966,38.02521632,1.351408
2967,23.90771465,7.197007
2968,51.4440546,2.555515
2969,40.67483199,1.351814
2970,48.44527253,2.83405
2971,48.4107779,1.353547
2972,34.76652653,2.20953
2973,17.71500445,3.66633
2974,43.5520304,3.562004
2975,16.11418273,3.731366
2976,48.8636581,3.964702
2977,37.63891244,4.413253
2978,27.0592462,5.58749
2979,30.48772967,2.703019
2980,38.69120137,2.944927
2981,21.26610466,1.035881
2982,43.66542816,2.387998
2983,46.35232321,7.501346
2984,15.37624056,0.00131369
2985,56.1760767,2.074443
2986,45.03267249,4.652837
2987,21.71301189,2.64901
2988,37.89361356,3.109554
2989,28.50508367,1.911547
2990,43.63895161,2.300545
2991,44.92662695,2.321786
2992,51.16018685,2.50739
2993,47.33529117,4.445816
2994,47.981969,0.7360747
2995,39.54852956,1.864372
2996,46.70865276,3.390124
2997,23.20738548,0.9870838
2998,44.48888574,2.325354
2999,46.1340543,1.677145
3000,42.43729864,3.544271
3001,26.54417073,3.106761
3002,31.81175052,1.908862
3003,38.79411824,2.49444
3004,28.32445698,13.74698
3005,28.78257197,1.179993
3006,32.82195215,1.853676
3007,25.56633131,6.506545
3008,45.72597293,2.641358
3009,32.8356241,1.398357
3010,24.73209243,0.9852837
3011,27.50682128,0.6561289
3012,47.2864429,3.024009
3013,24.68433344,2.656194
3014,14.94527097,2.649654
3015,44.96473692,5.437787
3016,49.24549079,1.473441
3017,46.74588909,1.638916
3018,33.74190898,4.280187
3019,45.08820823,4.556893
3020,39.55829231,3.121356
3021,44.21841289,5.096914
3022,44.56191539,2.81218
3023,33.00603847,3.018657
3024,22.70919462,0.3280358
3025,46.33390186,1.398383
3026,45.73063998,3.302695
3027,37.59519356,2.082095
3028,42.08459064,4.427188
3029,33.99641588,2.080998
3030,42.72208343,1.921412
3031,40.27517576,5.096206
3032,17.09269074,0.00131596
3033,39.91186956,3.015991
3034,27.13992851,6.525146
3035,46.88508678,1.357242
3036,38.9639127,2.198774
3037,37.11552341,3.037541
3038,49.11904924,6.472729
3039,30.79573071,2.800919
3040,37.16609735,1.638871
3041,25.4109306,2.097958
3042,30.32048147,1.67449
3043,23.55673896,0.984749
3044,35.79575832,5.097548
3045,30.79881402,5.356039
3046,30.69788037,4.646663
3047,48.16463569,5.647913
3048,30.19210753,2.001006
3049,48.00117938,2.080941
3050,42.79037324,6.039639
3051,28.49392136,3.817214
3052,20.37008281,2.298824
3053,49.70926873,1.763913
3054,44.5726022,5.396923
3055,36.04906941,4.569511
3056,39.04275334,7.020444
3057,45.30547536,1.189121
3058,14.76665981,0.7316392
3059,44.37148414,1.678549
3060,45.29510969,4.916739
3061,33.38037701,1.641663
3062,49.35979426,3.543612
3063,41.48165647,2.834469
3064,15.85237615,3.422112
3065,44.75217891,2.494031
3066,42.28693048,2.65538
3067,12.28633613,0.00131236
3068,30.27238929,2.655458
3069,44.04887179,1.315008
3070,42.80601616,7.573014
3071,49.63308746,1.188323
3072,43.86427291,3.753528
3073,38.5841675,6.420414
3074,30.80832117,1.638852
3075,46.13236907,3.120909
3076,30.21229442,1.676535
3077,51.28642455,0.73684
3078,44.20323027,2.198789
3079,30.67166826,3.120919
3080,42.9979371,5.602869
3081,10.81062028,0.00131354
3082,50.32033546,4.100816
3083,43.33353947,2.362734
3084,52.78638727,3.371534
3085,17.32344013,0.00131619
3086,35.9087807,6.429525
3087,29.92339655,1.313802
3088,42.37617833,5.814287
3089,44.58566188,3.283574
3090,33.96328572,5.58017
3091,48.65003486,5.597907
3092,47.56058742,0.3292582
3093,37.34716798,3.501242
3094,35.34235729,2.814793
3095,47.69110542,0.3274815
3096,31.06508625,3.087024
3097,41.8825933,3.032601
3098,38.53335142,0.6579627
3099,17.27911911,0.00131598
3100,19.57692713,3.995831
3101,47.45170759,1.864337
3102,20.24204823,2.972267
3103,40.19391242,4.064628
3104,28.41431182,5.41112
3105,43.10688144,4.123283
3106,26.61490674,0.6561497
3107,40.46119143,3.01844
3108,47.45093236,1.473467
3109,35.00655248,2.360003
3110,19.97722966,1.970624
3111,37.49279399,6.463226
3112,46.34650767,2.330858
3113,45.4597833,1.357327
3114,49.37074416,2.811105
3115,28.08154291,1.908806
3116,49.2760622,1.179866
3117,44.64763076,3.673429
3118,23.60293073,0.7375908
3119,46.78563025,3.731124
3120,49.1407013,1.648337
3121,25.87554229,1.388183
3122,21.14625029,2.110614
3123,52.92562002,3.611024
3124,17.52006248,0.9322107
3125,46.5962225,4.215261
3126,40.11881762,1.922037
3127,46.42597748,3.736894
3128,41.95793471,1.355979
3129,42.60512338,4.688012
3130,24.96018313,1.315579
3131,38.39807091,2.641284
3132,33.03325905,4.399652
3133,37.2713864,5.318859
3134,22.65550752,3.731373
3135,24.13307812,1.188367
3136,13.24619023,0.00131342
3137,19.93360253,10.08543
3138,28.35064788,0.73684
3139,40.56600976,3.30261
3140,48.1279933,1.642274
3141,34.81860317,1.399143
3142,29.95779974,2.074905
3143,17.20195038,8.253977
3144,23.19272659,2.507564
3145,42.58548134,1.672387
3146,31.2595869,1.678567
3147,46.14364868,0.00133089
3148,39.71051627,2.095471
3149,43.28797602,1.674051
3150,45.78117618,1.035794
3151,51.41769894,0.3274864
3152,44.90133311,3.238045
3153,16.10578201,0.7318552
3154,34.88285006,1.647898
3155,48.69101647,3.390131
3156,50.8391625,1.038014
3157,28.22949974,5.712353
3158,47.13877967,1.353613
3159,41.43362373,7.633426
3160,32.19622596,3.086853
3161,47.1047351,0.3280364
3162,31.62905975,2.573348
3163,35.11453807,5.164951
3164,36.83876329,3.368956
3165,47.74281126,4.783648
3166,39.15183364,2.645095
3167,26.53665026,3.54429
3168,48.84786755,2.097907
3169,45.86909603,0.7318085
3170,46.60758781,1.853547
3171,34.71665789,2.92782
3172,42.96928409,1.77356
3173,51.57296054,1.674467
3174,34.51925258,4.60408
3175,15.82740127,3.950052
3176,42.95256869,5.570846
3177,48.69335291,2.321764
3178,45.23087124,0.9330103
3179,38.80282538,2.074482
3180,15.92366191,0.3280336
3181,45.46271282,4.577328
3182,24.86551959,2.313903
3183,34.1923289,0.4619836
3184,46.98450785,3.023795
3185,48.19717169,1.773282
3186,19.68643691,1.182498
3187,44.45049846,1.636418
3188,44.14586981,2.323853
3189,38.18039399,3.753541
3190,44.35715506,2.956561
3191,50.44878158,0.7360559
3192,30.49768266,0.9321955
3193,45.18648217,3.543279
3194,31.04844134,1.908861
3195,41.12349737,6.225739
3196,45.19387396,3.087071
3197,21.31120925,1.035923
3198,37.63750681,3.678517
3199,22.70265086,0.7375801
3200,43.30743355,5.299543
3201,22.9725653,3.300597
3202,36.66277299,1.474183
3203,45.38106796,0.7368043
3204,38.89236635,2.074877
3205,38.62941413,6.308816
3206,40.01625474,5.890795
3207,30.41532612,1.038033
3208,22.66132989,2.095567
3209,29.38209783,3.241554
3210,17.20344258,3.963933
3211,52.7298498,6.275121
3212,44.63897471,1.473377
3213,44.94690402,2.496356
3214,31.86632687,2.650551
3215,41.32420419,2.362612
3216,20.81445034,1.464563
3217,35.46163778,2.655469
3218,17.96070694,1.182568
3219,36.09306203,2.651171
3220,29.99045567,1.996946
3221,17.58670955,1.644073
3222,18.15911874,1.040419
3223,34.99630306,5.009026
3224,42.73306243,3.122026
3225,40.79464234,NaN
3226,39.94073877,5.916451
3227,26.12144494,2.656175
3228,46.0977383,2.362874
3229,47.31810479,1.464475
3230,46.86102835,1.390673
3231,32.59185069,0.7368574
3232,42.63438189,1.315002
3233,48.95257675,2.300573
3234,34.84903233,0.7360955
3235,33.3867783,0.3292781
3236,40.02545917,4.27562
3237,38.97433048,3.107577
3238,19.30131268,3.122046
3239,48.39322754,2.945662
3240,54.14042608,4.859033
3241,30.51995399,1.641678
3242,43.31382339,1.357269
3243,39.69794252,1.763946
3244,32.80680788,2.386175
3245,47.0517404,1.315033
3246,39.69545758,2.000919
3247,45.30718468,2.081672
3248,43.6698522,2.196391
3249,42.41547632,1.313211
3250,42.57483155,3.024289
3251,41.38190637,1.636213
3252,35.5647451,4.263528
3253,27.80350032,2.001569
3254,41.79110039,2.628082
3255,22.11750094,1.351405
3256,23.66567596,1.641708
3257,28.06121196,1.31558
3258,46.48702068,4.918715
3259,35.89282978,2.817132
3260,30.77034446,0.7342095
3261,49.20377439,1.764032
3262,41.37934245,4.263204
3263,48.79748786,0.9865271
3264,22.9002482,1.357971
3265,40.91062988,4.826165
3266,45.44136927,3.72593
3267,48.12558743,2.945666
3268,44.18160949,0.9330106
3269,25.70849436,0.7368697
3270,28.88056709,5.996055
3271,40.84303535,2.387972
3272,21.84605566,1.357336
3273,43.17565764,1.188345
3274,37.82475651,3.528049
3275,47.84942872,5.578151
3276,43.36189958,2.573114
3277,24.82352019,0.7361082
3278,23.81164528,2.001039
3279,50.92888644,3.99388
3280,15.43401335,2.299976
3281,30.61384947,0.9251322
3282,35.41809571,3.952373
3283,32.01397411,1.674505
3284,44.07585376,3.432545
3285,23.61746628,3.353242
3286,31.93810459,3.609319
3287,31.67657277,1.773477
3288,42.04253087,0.9322078
3289,23.14779599,2.110853
3290,43.85671183,1.473386
3291,47.66657123,6.159633
3292,53.18348047,1.038055
3293,36.45737577,2.702825
3294,39.94820706,2.646911
3295,17.19212729,0.001316
3296,21.33303541,2.330822
3297,27.79312465,0.4667428
3298,24.56178095,2.954355
3299,44.65930703,2.395261
3300,28.40444751,0.731818
3301,45.88112567,0.9322112
3302,44.61361994,2.097803
3303,44.72856873,1.677869
3304,44.5797484,2.109797
3305,52.07409305,2.072586
3306,34.72343683,3.369153
3307,26.95521129,3.993857
3308,22.90181036,2.712802
3309,29.67085637,1.853517
3310,25.28236085,2.712135
3311,23.56226318,0.7339972
3312,45.95765175,1.187871
3313,27.54791067,0.4659847
3314,47.3220113,3.975636
3315,30.58964786,2.209551
3316,45.30246253,2.930219
3317,51.50850234,2.648918
3318,16.85240231,1.995065
3319,28.54054048,3.390124
3320,39.37963184,2.000161
3321,36.68960883,3.352612
3322,37.22699508,1.187891
3323,36.33257552,7.891768
3324,31.5184646,4.569523
3325,33.94726817,4.45199
3326,42.17856171,3.974758
3327,44.73277824,0.656682
3328,52.69985399,3.658641
3329,49.52261837,1.472619
3330,47.6988688,5.555561
3331,50.59843589,0.7318317
3332,45.56147941,2.210284
3333,43.34606758,1.641719
3334,47.81490433,1.353622
3335,17.657804,0.7360793
3336,49.2692664,4.578397
3337,12.71892995,1.674184
3338,14.66269597,2.628229
3339,29.75163567,3.528452
3340,23.3051176,1.921993
3341,31.40430073,2.63916
3342,34.76802965,2.210273
3343,45.9999656,2.713423
3344,40.0361475,2.09541
3345,17.27167371,0.00131502
3346,15.81470223,3.991887
3347,46.1443973,3.725123
3348,47.13607568,3.476628
3349,49.76537534,3.62394
3350,15.26914909,0.00131441
3351,41.62401089,1.042202
3352,17.34187881,0.00131535
3353,41.52663409,2.313621
3354,42.21663812,2.57314
3355,32.88969066,4.684214
3356,45.24401428,1.353541
3357,39.44992127,4.01766
3358,43.85293602,5.018968
3359,40.75105827,6.506933
3360,46.94206868,3.47659
3361,48.0427083,0.3280554
3362,23.75145544,2.628654
3363,33.2321795,2.55557
3364,29.3716684,0.4619562
3365,52.96414752,7.664429
3366,48.60945585,1.4642
3367,46.27685609,2.081029
3368,48.10894027,2.703074
3369,41.67312596,1.036168
3370,42.0836896,4.123269
3371,46.17970397,2.08168
3372,52.81919218,7.632974
3373,44.59989355,4.979971
3374,33.24797108,6.867687
3375,44.61680069,1.864334
3376,45.11064407,3.731212
3377,18.10574525,6.602454
3378,44.53896218,1.77327
3379,17.30258691,0.00131576
3380,42.74355088,0.3298335
3381,41.88795304,4.862804
3382,47.29383443,1.676492
3383,41.87934094,2.928216
3384,54.47775925,1.357971
3385,39.30596348,1.641777
3386,46.84674929,3.660836
3387,24.54744139,2.796254
3388,21.23178413,0.9329918
3389,30.98874237,1.638728
3390,29.41838342,6.565938
3391,49.75900944,4.569511
3392,47.28267386,2.628665
3393,28.9706006,1.997496
3394,20.06742051,1.921297
3395,51.2434114,4.253528
3396,51.19081444,3.753508
3397,7.61543545,1.035925
3398,48.82636492,0.4619746
3399,46.35862188,2.209583
3400,42.63450916,1.357969
3401,20.03559291,0.329823
3402,50.88739632,2.81109
3403,43.17478573,1.187845
3404,10.92534626,0.6561663
3405,45.28881968,2.94488
3406,26.97969046,1.179982
3407,35.77155834,5.730199
3408,47.95073876,0.328039
3409,37.95607027,0.7318521
3410,49.84092873,4.853744
3411,37.87126823,0.3298256
3412,45.6639367,0.7368429
3413,9.69774808,5.116542
3414,48.64030605,1.182305
3415,25.95584806,0.3275096
3416,43.31092721,1.388183
3417,29.28860559,NaN
3418,44.45179312,2.082806
3419,43.00706675,4.053288
3420,41.69580938,3.031931
3421,44.68447559,2.388367
3422,37.85679792,0.6584674
3423,41.31711726,4.427819
3424,44.58432109,2.628676
3425,41.57921379,2.072594
3426,47.62558858,2.300559
3427,45.47564881,3.5012
3428,38.66416449,1.636379
3429,35.94887362,1.042189
3430,35.38441239,3.344807
3431,35.2946903,4.682652
3432,45.89070894,1.773262
3433,35.67118386,6.269301
3434,37.4356245,1.772605
3435,52.65309191,1.921225
3436,41.8904759,1.994974
3437,12.89716651,1.351538
3438,37.0964566,0.464522
3439,46.69432676,4.707082
3440,33.00800342,1.313309
3441,45.83629383,4.017634
3442,26.85901876,5.144248
3443,43.79217741,2.817098
3444,48.40200967,2.656178
3445,52.21575379,0.7342043
3446,25.49235865,1.18248
3447,44.39355928,2.639201
3448,28.90757962,1.388144
3449,21.39554583,2.833712
3450,47.14269001,1.314988
3451,45.48998081,2.626837
3452,13.75509118,2.654803
3453,40.80044424,3.834199
3454,24.61200394,1.036183
3455,48.04426813,3.748563
3456,43.03285995,2.64129
3457,31.14353217,3.273939
3458,43.98668409,5.983224
3459,46.12458089,2.57389
3460,44.13959055,2.082103
3461,16.97052911,9.710498
3462,19.00751465,1.38824
3463,29.69437743,7.365105
3464,28.63812511,8.800158
3465,37.81749207,3.353205
3466,42.57268782,1.357979
3467,5.5766543,0.0013147
3468,33.96387308,4.884201
3469,13.2657801,11.20401
3470,41.97734218,3.528705
3471,46.01713541,1.673998
3472,44.57296061,0.7318066
3473,20.89629541,1.313812
3474,47.51361026,1.31504
3475,45.27534838,3.737254
3476,33.51377324,15.56296
3477,43.60024594,4.884649
3478,43.7160204,1.351819
3479,21.03583563,1.766645
3480,37.44714214,3.60939
3481,42.35420293,3.526455
3482,26.63815662,4.263613
3483,42.42642529,1.969993
3484,54.05204773,4.470506
3485,47.0634472,2.388359
3486,43.77019667,3.476617
3487,49.30202824,7.836775
3488,38.47479411,2.626293
3489,47.07795195,1.971764
3490,28.57072579,3.38943
3491,41.71705633,2.646582
3492,37.65284222,6.928905
3493,24.17560776,2.095518
3494,45.06960898,2.976762
3495,38.78125534,2.110611
3496,44.52626137,2.656188
3497,39.70964984,1.970027
3498,43.05524044,5.582688
3499,29.92499631,5.26817
3500,36.37799118,1.763954
3501,47.18933123,1.189133
3502,50.05017492,2.494344
3503,43.61182125,0.6578942
3504,45.14104304,1.315581
3505,42.32573261,1.472671
3506,51.48400494,2.817357
3507,45.82190837,3.021751
3508,51.18279681,3.986215
3509,49.75642527,6.53241
3510,26.97238808,8.590162
3511,51.12875221,5.289165
3512,34.29442382,2.574151
3513,46.87601143,4.411747
3514,45.63821262,4.715943
3515,43.42017427,3.611042
3516,41.99547428,3.022105
3517,46.60474602,3.34446
3518,42.11238975,4.065238
3519,39.03779382,3.986497
3520,46.10957351,0.4667364
3521,44.99757193,1.677153
3522,23.42264307,0.00132063
3523,41.69865715,1.313251
3524,24.38173679,1.773263
3525,41.99549028,2.506613
3526,27.38888789,0.00132838
3527,43.30575643,8.182955
3528,48.61213896,4.063898
3529,51.12831206,0.4645076
3530,50.66030612,3.83767
3531,42.62154504,2.37581
3532,39.53861796,2.330815
3533,44.95935628,1.03845
3534,37.00413225,2.082092
3535,29.70855858,1.04144
3536,48.87097596,5.287648
3537,35.00459924,1.851151
3538,42.80024427,2.945677
3539,47.35313331,1.678549
3540,39.1258297,0.73759
3541,31.41175357,5.351946
3542,29.09953904,2.321926
3543,24.91349508,5.172926
3544,35.37638762,6.879134
3545,38.31283865,6.336683
3546,42.51896022,4.689475
3547,29.38604747,4.09859
3548,45.45903161,0.9870766
3549,15.13296655,8.166834
3550,40.4497574,6.931562
3551,43.74289748,2.641522
3552,44.23313055,1.189115
3553,22.26202595,9.341802
