,srtm30_wgs84_Barcelos,srtm30_slope_Barcelos
531,23.58372703,1.351411
532,20.79304423,5.777382
533,43.94843747,2.074824
534,46.77932691,2.388033
535,45.12392022,1.908758
536,46.55085693,1.390688
537,40.11502979,0.9864946
538,21.01385749,2.50763
539,41.5609331,0.3292592
540,34.8999941,2.928074
541,44.10316758,3.52588
542,38.69415284,9.842141
543,44.07674565,2.082803
544,44.75735022,4.017598
545,43.25361598,6.374273
546,42.86607924,1.038057
547,25.36900154,1.472632
548,44.04420372,3.936764
549,16.92782701,2.496652
550,40.89803163,2.494387
551,42.75233022,4.889787
552,49.92589473,1.472649
553,47.07732029,3.672925
554,19.02109261,3.994442
555,45.21500713,2.80093
556,36.01013853,5.193702
557,43.08172678,2.573343
558,44.69278111,2.209487
559,49.32452019,2.37608
560,38.29433279,4.964587
561,45.60659234,1.035779
562,10.86281366,3.964813
563,25.86002103,3.015978
564,33.53700463,6.554316
565,45.49436848,2.082079
566,48.92274647,2.362487
567,41.37385039,2.36038
568,53.04017042,1.354013
569,35.4278406,1.464252
570,45.99583595,3.5006
571,44.23982343,3.120239
572,28.52001518,1.189121
573,44.98678806,1.773526
574,18.67608912,2.082802
575,17.30768306,0.00131589
576,43.25232261,1.676479
577,45.90121643,3.293728
578,28.14241268,0.4667062
579,52.16070525,2.396475
580,12.27366915,0.00131248
581,53.50932397,3.85022
582,47.4422959,2.21031
583,41.62587919,5.144207
584,41.40385597,2.208743
585,29.56638817,6.22761
586,31.12580542,2.834038
587,35.55886835,2.650425
588,43.9633996,0.3274927
589,46.07717358,1.864323
590,32.91786468,2.972587
591,20.07734276,0.00131799
592,28.58891842,6.551782
593,44.50300201,4.36907
594,17.36529761,16.33943
595,47.35306072,3.538181
596,26.87155882,3.834018
597,31.8119187,1.764306
598,34.06001629,1.641668
599,43.68121342,1.038413
600,21.43495367,0.3298216
601,52.06113694,5.081925
602,43.77380917,2.944098
603,20.4456347,0.00132144
604,48.82422645,3.283603
605,51.48244721,4.255834
606,41.11227925,3.390127
607,41.43643036,6.347655
608,51.52588669,2.082091
609,22.16294133,1.67651
610,34.68251549,3.831737
611,40.52182779,5.841986
612,34.58307053,0.9853097
613,42.73796758,1.036145
614,44.02955114,3.389399
615,47.45285048,2.074823
616,22.65989205,0.4667152
617,45.06679093,2.970016
618,36.08358585,4.142732
619,9.6041553,1.351936
620,33.16169955,1.036181
621,39.16053451,1.642273
622,19.94934211,1.041472
623,40.73788802,3.018437
624,38.22909252,0.6566788
625,26.07822671,2.974637
626,26.84888236,2.555547
627,46.67286399,3.023779
628,33.64960288,1.638942
629,33.54514346,3.665932
630,45.49297663,3.543296
631,22.57279545,2.65617
632,47.03933898,3.30106
633,35.97333417,1.772597
634,25.83374313,0.9852755
635,39.7173407,2.001569
636,29.58796001,0.9276516
637,45.39800623,1.920644
638,47.46973613,1.180042
639,33.43290328,8.186518
640,35.57099385,2.955851
641,18.01088192,0.9852809
642,52.62582017,2.109807
643,23.97926588,2.711511
644,46.10063391,1.188331
645,44.35267486,4.925241
646,17.93456339,1.995431
647,37.98320641,2.655499
648,36.28232553,1.188658
649,42.94017973,4.289542
650,47.48484646,2.626847
651,44.1857384,3.526113
652,49.20111578,4.311367
653,27.52297871,2.712144
654,24.62522008,1.647892
655,31.89302897,3.29646
656,49.08397113,2.325306
657,36.36975778,5.935747
658,41.73062193,2.776016
659,43.14435386,3.939697
660,35.92477802,4.427848
661,32.98646919,3.389436
662,41.46227293,3.371728
663,41.13060691,2.2988
664,47.58241184,2.209498
665,44.49297612,1.647513
666,32.43621692,3.54255
667,45.58165208,2.325315
668,44.97634396,1.03805
669,49.97255541,3.561227
670,44.30669296,3.018618
671,14.60063825,0.9852749
672,47.55240062,0.6578965
673,37.72422741,0.3292753
674,47.18173015,2.074865
675,39.39485824,2.319302
676,42.36745929,4.675769
677,46.05366061,0.9251745
678,24.90819795,1.351879
679,44.05876081,6.126209
680,31.83489373,2.074972
681,24.66041383,1.356669
682,48.08407976,1.036162
683,23.37839501,0.00132007
684,51.34757255,2.375309
685,32.31872509,6.221099
686,47.02729747,1.188316
687,30.39704545,2.711577
688,36.21742057,2.702856
689,50.44910949,3.037743
690,51.23525618,0.4659166
691,44.19207424,2.080967
692,44.17343764,3.525797
693,48.61252791,2.388361
694,47.74957338,2.812868
695,28.97759396,2.77845
696,35.65581527,1.999497
697,35.01225643,4.558692
698,22.81127173,5.438375
699,48.2983242,2.375846
700,37.88680489,3.371505
701,43.77531743,3.273843
702,34.66323097,1.67855
703,28.8112758,0.7342065
704,46.42502771,2.494038
705,42.26807032,4.214459
706,44.96314809,0.3292939
707,34.36342847,11.81516
708,37.70105895,2.074676
709,42.02479039,6.549414
710,47.45285436,1.921227
711,18.57868577,2.298276
712,24.61633463,6.134575
713,45.67507218,1.313255
714,25.1908454,3.500604
715,27.74238656,1.31558
716,23.00138144,1.677962
717,19.92986318,3.991791
718,13.31356611,0.00131261
719,17.26809107,0.0013151
720,40.64174191,1.357967
721,46.7386308,1.970586
722,43.28626967,3.031281
723,45.4560192,5.570952
724,43.70604256,0.7376179
725,30.82605812,0.9251869
726,15.73938063,1.639037
727,36.79102173,3.420077
728,40.86007582,2.705266
729,42.88952297,2.395243
730,37.88402304,4.599684
731,47.2053978,3.609861
732,29.81940563,0.9322046
733,42.86548078,3.626383
734,46.84312087,4.383725
735,25.57086538,0.3292757
736,31.75663648,2.388333
737,45.6014487,2.971965
738,45.19948024,1.851014
739,23.88363205,3.948078
740,25.91151104,4.702589
741,49.21088735,6.532506
742,21.20590374,0.9329677
743,43.79400492,1.182372
744,43.23142829,1.038115
745,47.9365386,3.369009
746,33.82372079,0.6578916
747,31.40594998,2.081686
748,50.20684686,2.097829
749,31.37991089,2.648968
750,24.19374585,1.315621
751,44.31051144,3.036791
752,43.96940218,1.18008
753,45.30101927,2.644466
754,41.79189404,4.600159
755,47.08364712,0.9330012
756,47.17221244,2.095391
757,33.53178358,1.0384
758,45.96345914,3.037529
759,42.62740276,0.4644886
760,25.23144481,1.921278
761,42.09086265,2.628652
762,42.66926366,0.4619465
763,44.33463286,0.9277168
764,36.87995145,2.833289
765,47.11796419,2.628603
766,32.54308594,9.436915
767,41.38402738,1.674522
768,17.22510109,1.187868
769,43.18471403,3.67343
770,45.33346446,4.67628
771,15.84454479,3.022312
772,46.66892363,1.674532
773,47.62552816,3.371536
774,26.822958,3.036978
775,20.65434592,1.315069
776,40.31742128,14.60048
777,39.33075499,3.955983
778,41.94496441,1.189117
779,44.58115497,1.313273
780,42.478425,3.528687
781,43.49202101,3.283657
782,44.33148648,0.4645016
783,39.62277663,0.7339667
784,24.92308366,1.315579
785,29.6728616,2.299926
786,46.76752712,4.256158
787,45.34291987,0.3298266
788,42.75347885,4.42798
789,38.44567134,1.042195
790,29.75260263,1.041521
791,38.09411027,4.933713
792,16.83302355,2.388172
793,17.7465623,0.7367885
794,29.84421754,2.972724
795,28.30756074,0.9852772
796,51.54438597,3.626375
797,44.03560609,1.63886
798,43.61404662,0.4667096
799,28.0239137,3.93981
800,33.83090899,3.301012
801,28.0328938,0.3280571
802,44.4025083,0.7342176
803,24.92042418,2.109861
804,47.40732112,3.12203
805,29.34926451,0.00132799
806,44.99196316,1.997044
807,39.9185317,1.39069
808,53.80658342,1.994907
809,25.35627544,6.564877
810,32.86512627,2.109813
811,20.73858874,0.9870688
812,47.01645575,2.298783
813,47.18890174,3.993927
814,46.82165597,2.650425
815,46.62563226,3.950345
816,27.13086377,0.3298215
817,32.5530378,3.352669
818,51.27868456,4.706994
819,52.22489721,1.313236
820,46.13847482,5.115821
821,50.02851895,2.656196
822,47.10020604,1.648318
823,22.95632459,2.644561
824,37.88634991,2.316229
825,47.67777539,2.319261
826,19.94296012,0.00131834
827,43.12548943,2.095289
828,46.84391402,2.36003
829,45.12873124,3.342277
830,37.96063177,2.494492
831,40.30111011,1.041479
832,25.0993923,3.817509
833,21.17568813,0.7318435
834,48.84185048,2.319768
835,49.76068488,4.017169
836,35.97876564,2.082129
837,43.78581105,2.000958
838,36.1871669,3.107919
839,45.04262916,1.671945
840,53.94422097,2.110077
841,44.32933444,6.459518
842,27.51178082,0.6566744
843,42.77538389,3.749279
844,24.49622994,8.890813
845,43.98746215,1.188603
846,41.02694897,0.9322186
847,27.03714134,0.3274681
848,30.79206751,2.705168
849,34.44387194,1.996949
850,46.01802746,1.038091
851,23.83816967,4.707866
852,48.42960365,1.351431
853,49.91854716,2.298773
854,49.03785601,2.945658
855,42.9777302,2.330069
856,45.46352345,4.253567
857,24.06599442,3.948155
858,27.92237757,0.7368228
859,19.52310569,8.595437
860,48.1333183,2.649065
861,19.96000048,5.251189
862,44.49108396,2.508293
863,34.95135393,3.302117
864,29.1479286,12.96329
865,45.87409907,0.00133006
866,43.51256086,3.22451
867,52.91841111,3.995092
868,30.06975293,5.437798
869,33.83671544,1.388157
870,16.38597563,0.00131412
871,21.50594867,2.375836
872,47.12037466,0.9251216
873,41.36598196,1.997472
874,49.68735565,1.473423
875,43.16012387,1.997422
876,47.10167908,2.097812
877,32.43928479,1.315065
878,50.25290382,5.305808
879,45.35643233,2.316173
880,42.11988728,3.024445
881,44.6493838,1.182467
882,48.49217495,3.24042
883,32.80244689,3.753484
884,34.03954891,0.4645098
885,28.46756132,5.611834
886,47.50435609,1.644022
887,33.27273382,4.606526
888,27.83377983,1.038412
889,41.68746108,2.375315
890,40.09322583,4.930486
891,36.00523017,0.4659768
892,51.16953483,4.966475
893,44.88325926,5.342209
894,46.04721479,2.000101
895,23.26590582,5.585305
896,38.08242745,2.072672
897,19.59157627,2.713454
898,49.1652797,3.032562
899,38.90481852,3.476465
900,40.91260204,4.620974
901,41.7034382,2.109825
902,45.85269709,2.654778
903,54.53993075,4.701933
904,27.08631498,1.357369
905,41.64485845,2.097873
906,37.49718072,2.316425
907,39.84837159,0.7368955
908,30.81575256,6.2909
909,11.08938276,0.0013129
910,45.02643361,2.70522
911,20.4368618,0.0013215
912,14.99338248,0.9852836
913,41.29601804,1.851003
914,28.56208091,2.555795
915,28.69477627,1.773601
916,44.79037482,2.970036
917,46.48018275,2.975273
918,33.42515605,4.604691
919,48.59359191,3.993779
920,44.61056335,1.313211
921,28.72702378,5.318126
922,51.15277101,1.772519
923,47.10496456,1.356024
924,44.51490168,2.944194
925,45.26466115,2.39574
926,35.34659326,1.853761
927,19.67767036,0.00132037
928,35.91548339,1.041493
929,40.53801267,2.298753
930,23.12031293,4.885304
931,49.40764727,3.293725
932,37.83429461,1.189109
933,48.12747167,4.88977
934,26.80309671,1.678549
935,14.21217669,0.00131414
936,46.01920823,2.62814
937,42.75518364,4.556917
938,47.90488905,2.555667
939,54.00933419,2.199012
940,33.49788898,1.466923
941,43.74124952,1.864344
942,49.10195793,3.121285
943,33.997168,3.995824
944,27.97086742,1.351821
945,45.09443996,4.274866
946,45.83185234,4.017964
947,16.39473522,0.00131381
948,41.71176045,3.952375
949,46.8480377,2.319775
950,40.47714109,9.778496
951,49.7391793,2.082121
952,48.98771811,2.395802
953,39.30108676,1.764216
954,46.7781376,0.7316225
955,44.79354804,4.716281
956,20.88378451,0.6561489
957,20.39991101,0.9322535
958,43.09451691,1.908907
959,29.96044754,3.240821
960,18.93845491,1.648646
961,46.70268356,1.35401
962,40.69123588,0.932209
963,23.55019933,3.61171
964,14.38862545,1.464623
965,38.67036246,1.636429
966,12.80793783,1.040416
967,31.86355032,1.997503
968,33.60335916,2.507352
969,38.71285042,3.953957
970,43.57243383,2.626835
971,43.42884456,3.292954
972,41.21997043,4.263691
973,38.65366374,5.576127
974,29.78384264,1.353555
975,49.25284922,3.241409
976,28.23635627,2.711538
977,38.45856198,3.964817
978,46.9122724,2.945657
979,48.64298025,2.812867
980,29.80977725,2.626825
981,39.04899601,1.179995
982,42.17010755,1.351917
983,46.91368918,1.85358
984,38.68291938,2.198775
985,29.36227978,0.0013283
986,47.12357947,2.316145
987,41.22328806,3.031952
988,43.43031862,1.035803
989,41.88474073,2.945675
990,40.45774391,2.650636
991,16.65826205,2.388228
992,33.92329116,2.199251
993,34.02488544,3.974873
994,28.99239152,9.766788
995,44.8557641,3.974912
996,5.86067028,9.414223
997,49.32366731,2.9725
998,32.54409948,2.711466
999,41.08333892,1.31558
1000,21.06063357,3.036982
1001,29.32220303,5.318694
1002,41.331951,4.274405
1003,47.13250081,1.466635
1004,34.59458725,8.145689
1005,14.60195504,0.00132545
1006,40.43536022,1.040386
1007,47.08474809,1.31325
1008,30.28940313,3.106719
1009,46.29007479,1.041518
1010,46.161863,1.040375
1011,44.92335779,1.473392
1012,39.8326174,3.561509
1013,47.98395759,0.6584695
1014,48.45107477,4.265235
1015,45.18202694,0.736052
1016,10.68172511,0.00131366
1017,32.00854977,4.568748
1018,43.45447088,2.321912
1019,27.37651276,1.179824
1020,29.60382351,1.313213
1021,52.22952419,3.728592
1022,31.82965536,0.0013193
1023,20.48338228,0.4667489
1024,12.54093838,6.869864
1025,21.93714933,4.641284
1026,45.50615861,3.0164
1027,46.27632382,3.283798
1028,50.59913684,4.383067
1029,44.05709282,2.082805
1030,34.40466411,1.357966
1031,44.70624428,2.330852
1032,42.15603684,3.294056
1033,46.18314655,10.34571
1034,38.47549471,2.324492
1035,44.11570956,1.466636
1036,29.17074027,4.427942
1037,39.4483738,1.678553
1038,42.72184433,2.776201
1039,19.10659044,1.970074
1040,47.41112913,0.9865249
1041,29.85984591,5.00451
1042,24.5048011,5.137148
1043,30.08182914,3.561288
1044,40.12371517,2.095377
1045,34.62080748,2.001571
1046,37.25829107,4.121781
1047,37.80336607,2.654741
1048,43.02886102,2.955863
1049,49.21815582,3.10617
