,tdx30_Pantanal,tdx30_slope_Pantanal
2157,139.7886,2.600915
2158,129.1236,1.525015
2159,108.0054,0.7011009
2160,138.169,2.290673
2161,138.452,1.157958
2162,134.1904,0.9016464
2163,107.1682,0.568826
2164,118.7994,1.896655
2165,115.6348,5.931181
2166,135.9465,4.671653
2167,125.6673,2.761782
2168,118.2073,0.4682224
2169,121.3865,1.387663
2170,127.6592,0.2772861
2171,120.1592,1.441503
2172,114.6737,0.6423846
2173,139.5757,1.487612
2174,112.5476,0.3213779
2175,132.5786,0.0941465
2176,112.4361,0.1885988
2177,125.4885,2.254653
2178,112.3495,0.3881696
2179,127.6229,3.350863
2180,129.6803,3.137105
2181,115.5275,0.2361543
2182,113.2543,3.121865
2183,122.2235,6.958891
2184,106.931,3.263663
2185,115.1125,1.038944
2186,137.0691,5.501287
2187,119.6557,1.682672
2188,134.8583,1.415482
2189,114.0491,2.031801
2190,134.5423,4.101037
2191,116.1698,1.688656
2192,126.4058,0.5748662
2193,136.127,1.622892
2194,122.4726,0.8299744
2195,114.0261,0.1960545
2196,137.1419,2.433823
2197,111.763,4.463123
2198,117.79,2.674189
2199,113.12,0.6976938
2200,141.6313,2.121449
2201,118.1921,2.29961
2202,114.8136,0.3028428
2203,141.7094,0.5119023
2204,137.807,0.3695588
2205,122.0333,1.575864
2206,106.0315,0.0790948
2207,108.9687,0.7800537
2208,125.2193,5.896071
2209,116.3241,1.678143
2210,120.1075,0.9166723
2211,114.0548,4.840694
2212,116.4245,0.5272264
2213,125.295,8.553991
2214,122.7159,0.1131679
2215,126.6848,0.1554806
2216,116.4006,2.926116
2217,116.4828,2.210466
2218,143.7841,1.856254
2219,105.8869,0.1179
2220,133.0123,1.188469
2221,132.6239,1.447135
2222,125.0726,2.519451
2223,119.7033,3.661227
2224,136.3049,2.405808
2225,120.7534,0.1825559
2226,117.674,1.184686
2227,120.4168,0.1251616
2228,121.2221,0.6208718
2229,116.8919,1.118283
2230,126.433,0.1297265
2231,125.2582,0.133715
2232,133.5587,2.666888
2233,109.8528,0.5262489
2234,129.7987,0.4254867
2235,112.8312,0.3919378
2236,118.3598,0.9200113
2237,119.9473,1.315894
2238,133.112,3.46508
2239,112.5698,0.3097748
2240,105.205,4.556767
2241,120.9463,1.059918
2242,122.6178,0.1301442
2243,127.532,0.4354138
2244,104.1706,1.327741
2245,110.9396,2.066385
2246,114.2875,0.5506108
2247,130.8322,4.465236
2248,141.557,4.338623
2249,113.5605,2.149367
2250,119.3948,1.392351
2251,135.0533,0.7796932
2252,134.3344,1.735462
2253,126.7178,0.2351601
2254,136.2976,0.7826221
2255,117.041,7.088614
2256,132.6252,2.240129
2257,118.6825,1.064413
2258,109.943,0.3935546
2259,120.4124,7.82031
2260,111.3616,0.4727914
2261,121.0123,0.416384
2262,131.8341,0.8934597
2263,109.7682,1.422624
2264,117.433,1.164262
2265,131.2127,2.156259
2266,116.2635,1.377293
2267,128.3661,0.6834361
2268,132.3748,0.9702234
2269,133.4913,1.832768
2270,130.6235,1.216686
2271,126.4578,3.13524
2272,112.442,1.920662
2273,121.5923,3.356524
2274,134.7782,0.4949552
2275,113.1909,0.8699262
2276,122.1594,0.6194986
2277,126.9907,4.140177
2278,105.2271,0.8582893
2279,117.5073,2.545326
2280,126.3747,0.960133
2281,114.3767,3.333207
2282,125.8593,0.3846055
2283,124.4261,1.389725
2284,129.6816,3.463721
2285,113.0318,0.6751021
2286,128.3124,1.317905
2287,112.3164,0.2378508
2288,127.5609,0.6487439
2289,111.8167,0.5341265
2290,120.5562,0.1362529
2291,124.8857,0.3301337
2292,121.7649,4.86245
2293,126.7302,1.690791
2294,141.4405,2.796402
2295,111.8914,0.3239572
2296,108.9087,0.1885176
2297,119.1323,1.689024
2298,123.7357,1.529516
2299,133.7393,0.2748449
2300,134.3029,1.624101
2301,115.2713,1.409704
2302,109.4396,1.8517
2303,124.8482,7.350591
2304,130.7631,0.328562
2305,110.8295,2.760038
2306,132.9678,1.846653
2307,107.3096,0.4711245
2308,126.1878,0.438855
2309,110.9442,0.3576363
2310,136.1714,0.6484325
2311,132.0096,1.838386
2312,114.6365,1.68432
2313,140.4932,1.650144
2314,126.3959,0.1343052
2315,114.4333,1.23521
2316,122.1697,2.993201
2317,123.9157,3.123486
2318,123.4278,0.3531274
2319,128.5479,0.4883489
2320,125.6329,0.1104663
2321,116.9468,2.463881
2322,133.3717,6.7029
2323,126.3044,6.012567
2324,111.4291,1.24567
2325,124.745,0.5654085
2326,123.9434,4.623966
2327,127.2354,0.2733661
2328,129.4019,2.96491
2329,116.1269,1.163711
2330,115.5523,1.561797
2331,114.1757,1.260518
2332,136.6894,1.918265
2333,107.6635,0.4457236
2334,118.7225,0.1199662
2335,112.065,0.2471082
2336,134.2,1.640827
2337,112.76,0.2118078
2338,115.1855,3.663028
2339,130.107,5.554629
2340,122.4294,4.201787
2341,131.4265,2.01536
2342,134.1608,0.3414395
2343,123.0807,6.227086
2344,117.9847,4.157642
2345,129.6826,0.948403
2346,117.631,2.48598
2347,122.6948,0.2388544
2348,137.9607,2.17515
2349,119.6959,4.572483
2350,139.4676,2.360156
2351,107.7737,0.6153647
2352,129.1554,5.867668
2353,137.382,1.786054
2354,132.1935,0.07034656
2355,113.025,3.378359
2356,111.1616,4.300004
2357,109.8119,1.461704
2358,141.0963,3.388277
2359,106.2142,0.254097
2360,120.9761,0.9788917
2361,119.7352,2.262781
2362,110.4236,0.2007046
2363,119.2764,4.176949
2364,123.3186,2.182172
2365,119.9473,2.764339
2366,119.6116,1.294908
2367,112.9859,2.070639
2368,139.0879,0.2872151
2369,116.038,0.4798548
2370,112.7165,2.091465
2371,112.5465,0.4237952
2372,111.34,0.1899756
2373,110.6244,1.403801
2374,121.3622,0.3181948
2375,127.5311,1.33098
2376,114.0722,0.4943742
2377,138.1295,0.6183416
2378,118.969,0.1693044
2379,108.7241,0.1387221
2380,131.5518,3.775777
2381,134.1216,3.526724
2382,130.0555,0.4915579
2383,110.2209,0.3339948
2384,123.0331,0.3914662
2385,120.0948,0.3280331
2386,141.5172,6.849013
2387,138.4948,2.467831
2388,116.4802,0.3682672
2389,116.3603,1.842633
2390,109.4569,0.4419821
2391,123.0579,0.5025029
2392,127.7974,0.2937378
2393,116.3321,1.337084
2394,123.0507,4.364699
2395,129.4408,4.692924
2396,126.2337,0.8806282
2397,133.0704,0.8868377
2398,140.4563,0.2301109
2399,119.4388,2.964968
2400,128.0585,0.167591
2401,115.7197,2.363558
2402,108.0364,0.8816736
2403,135.2024,3.478392
2404,131.2268,1.647922
2405,110.2228,1.624105
2406,116.8571,9.299064
2407,136.5642,0.487773
2408,136.1891,0.4937781
2409,118.3616,0.5417706
2410,120.9631,2.633695
2411,126.1675,2.772253
2412,127.492,0.9272954
2413,120.7764,0.8826592
2414,122.1765,1.455284
2415,129.1391,1.082704
2416,121.9234,0.3939539
2417,134.254,1.577667
2418,128.5874,0.0846396
2419,117.2185,0.5773179
2420,122.1749,2.019553
2421,128.3973,4.206217
2422,110.2757,0.8189195
2423,136.7659,4.912497
2424,115.4975,0.973307
2425,118.2041,0.8919914
2426,129.8117,0.2146755
2427,114.7452,0.6808627
2428,133.5976,1.652984
2429,108.4536,0.8241669
2430,114.5265,3.438632
2431,124.5244,2.864509
2432,123.437,1.353265
2433,117.5371,0.6203179
2434,111.7382,0.7967084
2435,120.7327,2.587895
2436,120.4192,1.492274
2437,142.0729,8.893359
2438,122.1638,9.115751
2439,137.1645,0.7972242
2440,133.1311,1.705262
2441,118.1034,2.48609
2442,119.4496,13.73102
2443,113.5367,0.273837
2444,125.3457,0.9118302
2445,135.6964,4.065
2446,141.9406,3.885428
2447,126.4087,2.225897
2448,136.4798,0.3350622
2449,117.5739,0.1661696
2450,125.9391,0.09807907
2451,119.897,1.159322
2452,119.0406,0.3226847
2453,116.8141,9.485428
2454,138.8102,1.376959
2455,114.7846,0.6751364
2456,134.6666,2.486048
2457,120.8597,2.047117
2458,113.0002,0.9991012
2459,131.7284,0.7144102
2460,111.8377,1.416152
2461,118.6724,0.9910346
2462,111.2527,0.2639008
2463,128.8784,1.113365
2464,132.1462,0.4591947
2465,125.2016,1.74449
2466,112.5117,0.985039
2467,113.1502,0.2456229
2468,128.8568,0.8029117
2469,138.617,2.756202
2470,126.8107,10.61136
2471,110.8694,0.601236
2472,126.497,3.42838
2473,121.7921,1.205159
2474,123.1763,4.603311
2475,112.6999,1.332843
2476,135.23,0.8342884
2477,129.8455,2.638142
2478,125.1371,3.192754
2479,136.112,0.989145
2480,119.2462,0.1449163
2481,122.2794,0.5211338
2482,119.9874,0.1957872
2483,141.6918,3.684326
2484,130.4603,8.19279
2485,125.7757,0.3139287
2486,136.4023,0.5942291
2487,131.8934,4.72478
2488,110.1063,0.3324709
2489,128.0859,2.399652
2490,126.1294,0.1308408
2491,106.4594,0.2049121
2492,127.2765,0.1841768
2493,126.2344,0.0199902
2494,111.4162,0.6450867
2495,117.6577,1.079948
2496,104.2485,0.1046958
2497,116.9149,0.8672002
2498,125.1117,0.05962374
2499,123.0897,2.372726
2500,128.4232,1.099529
2501,117.5683,0.6054479
2502,132.9808,2.60267
2503,112.5465,1.883575
2504,135.6581,0.6966202
2505,117.0167,1.760267
2506,133.6802,4.319282
2507,123.0887,0.3758267
2508,115.359,0.08210392
2509,108.9936,0.8676735
2510,123.0923,0.4995956
2511,122.0622,0.2140379
2512,115.4156,2.966309
2513,127.3599,5.200681
2514,108.443,1.394482
2515,124.3742,1.60132
2516,117.8545,0.1515227
2517,111.0642,0.1642229
2518,117.1863,1.585117
2519,134.4306,4.942972
2520,111.664,1.10814
2521,123.0943,1.456039
2522,133.2753,4.131699
2523,109.6124,4.725002
2524,116.6462,2.956427
2525,137.1924,1.462537
2526,111.4122,0.3166385
2527,115.2035,2.629485
2528,115.0513,1.113161
2529,119.1732,0.4855536
2530,136.4082,8.337449
2531,128.5262,3.337264
2532,113.3106,1.548169
2533,125.2665,1.602248
2534,118.5897,0.1346701
2535,132.3666,7.826269
2536,136.3671,0.9836276
2537,131.5036,1.139102
2538,132.5168,1.201777
2539,107.0916,2.850604
2540,108.8531,0.1677057
2541,114.0249,1.618165
2542,130.8525,2.437717
2543,108.3612,0.3476628
2544,117.8708,2.157257
2545,112.6321,0.1639721
2546,127.1547,2.923717
2547,110.1041,0.1776648
2548,119.2659,1.316874
2549,116.2407,0.2287305
2550,111.8534,1.709456
2551,130.3598,1.12414
2552,109.1226,0.1701544
2553,129.776,0.573544
2554,120.2984,4.22064
2555,123.8383,0.02661218
2556,137.2285,6.257024
2557,121.0889,2.700498
2558,107.9592,1.157005
2559,121.7603,0.7170979
2560,113.6623,0.471013
2561,139.9256,3.141788
2562,107.4653,0.4446387
2563,120.1707,3.418794
2564,115.7566,1.085149
2565,118.2871,0.3124031
2566,140.092,0.7060134
2567,113.5077,3.252326
2568,116.5511,3.023468
2569,140.6791,0.3555923
2570,124.6384,1.859937
2571,118.5084,1.908333
2572,136.3859,0.2319776
2573,116.6434,2.418207
2574,115.0897,0.4394049
2575,134.8464,5.020653
2576,112.236,0.5580291
2577,109.9163,1.151278
2578,115.1925,3.342145
2579,135.0625,1.779536
2580,105.8118,0.2494577
2581,107.1836,2.628263
2582,134.1436,3.776469
2583,126.6412,3.23387
2584,136.8884,3.212663
2585,128.1908,0.1058609
2586,108.7486,0.9741673
2587,118.4981,6.466068
2588,119.9166,0.7954695
2589,121.8873,0.1325199
2590,131.0858,2.512837
2591,109.3532,1.105549
2592,121.3011,3.843974
2593,119.2818,0.7619407
2594,112.2009,1.828464
2595,118.3098,1.252801
2596,140.5913,2.054024
2597,118.0407,2.788909
2598,118.9471,6.097598
2599,118.3704,8.732627
2600,116.7812,0.06091892
2601,138.7374,1.869099
2602,113.4259,4.507973
2603,112.3998,0.8311194
2604,126.5632,0.2616205
2605,123.3232,3.921643
2606,135.9857,0.5232595
2607,137.6687,0.4104167
2608,114.4562,0.6599152
2609,119.6341,1.051468
2610,109.4931,0.2989901
2611,131.2862,0.3343434
2612,106.9819,0.4277194
2613,108.6023,1.981737
2614,117.1249,0.191667
2615,125.6616,3.126494
2616,115.9565,0.9888989
2617,104.9201,0.9178975
2618,111.9442,3.688379
2619,126.3245,2.837232
2620,128.1454,3.425011
2621,117.3467,0.2015782
2622,114.636,1.342412
2623,121.9099,0.4044081
2624,119.752,5.484177
2625,127.7882,0.578419
2626,115.8473,0.2982122
2627,129.0121,1.281605
2628,137.6984,2.656762
2629,125.8614,0.547083
2630,128.2106,0.4419782
2631,114.1429,0.2613149
2632,114.572,6.370955
2633,113.8185,0.1472163
2634,123.893,0.3759497
2635,119.4817,0.8294522
2636,108.3424,1.157032
2637,135.0713,0.2547824
2638,114.2153,2.184159
2639,127.9801,0.7763135
2640,113.8582,1.453441
2641,130.9403,0.2399915
2642,137.2255,0.9566172
2643,135.3765,2.915767
2644,131.7874,0.6173156
2645,110.8759,2.255854
2646,114.9681,0.3543587
2647,133.1657,2.646848
2648,113.9423,4.5125
2649,123.0167,1.761593
2650,128.248,0.8031319
2651,123.3085,2.23645
2652,130.0847,1.507853
2653,135.1442,2.310635
2654,125.6105,2.35954
2655,135.4543,2.309231
2656,128.7327,0.464965
2657,105.1121,0.4632257
2658,113.9488,2.378517
2659,111.9478,0.8947556
2660,110.1237,0.2049224
2661,132.029,1.096651
2662,112.616,0.1628282
2663,122.3882,1.45818
2664,128.3172,2.357649
2665,117.3568,1.839923
2666,105.4912,0.8452249
2667,134.6841,0.7970103
2668,111.4402,0.5673891
2669,106.4384,0.3921385
2670,110.1627,1.201378
2671,113.5064,0.03557746
2672,120.0775,0.6219423
2673,136.8214,0.4794826
2674,137.4526,0.8209642
2675,131.2661,0.3113204
2676,126.505,2.357241
2677,125.3312,0.05480146
2678,115.8507,4.451062
2679,123.1243,1.715809
2680,113.6742,1.490696
2681,120.1901,0.219959
2682,131.311,5.87428
2683,141.2312,2.708438
2684,125.642,0.3079851
2685,125.6423,1.881909
2686,132.5127,0.5373688
2687,121.3309,0.1611354
2688,119.4972,7.668874
2689,125.472,0.1430883
2690,124.3547,2.449989
2691,131.2753,0.7777334
2692,130.0663,2.138021
2693,109.8252,0.551872
2694,137.5684,2.104884
2695,111.328,6.056926
2696,135.7888,0.7043682
2697,137.3089,0.7466468
2698,137.2841,2.073423
2699,143.8481,0.8394321
2700,137.2701,1.095276
2701,132.3369,0.2280381
2702,112.7747,0.5844017
2703,128.7719,0.4597285
2704,123.6907,0.3466434
2705,140.239,1.088779
2706,131.5252,0.2547665
2707,108.9253,1.080463
2708,139.2078,0.7627608
2709,131.7624,0.3145416
2710,107.016,0.1003425
2711,108.2371,2.323682
2712,134.9876,1.334162
2713,115.1922,0.3840923
2714,122.4997,1.01806
2715,105.0297,0.1567256
2716,133.2269,1.426339
2717,113.3898,3.035104
2718,134.6643,0.3725291
2719,119.3645,4.034523
2720,133.769,4.056292
2721,119.6965,1.773025
2722,128.2504,4.639182
2723,126.5371,0.02135333
2724,125.8488,0.2341646
2725,116.7962,0.9062479
2726,120.6651,1.697222
2727,103.3596,0.4137152
2728,119.2288,1.670638
2729,130.3825,0.2156561
2730,110.7032,1.359862
2731,117.8695,0.2591984
2732,122.2857,0.3137317
2733,137.9616,2.133895
2734,111.2639,0.4720345
2735,109.0277,0.1142296
2736,117.3292,7.997898
2737,106.899,0.4110864
2738,110.1153,1.591714
2739,138.6814,2.317566
2740,118.2371,0.8574851
2741,119.8619,0.102715
2742,113.1134,0.3681734
2743,111.0396,0.6436127
2744,128.9532,0.3541283
2745,117.5296,0.1291971
2746,110.9971,0.5352734
2747,111.2748,0.8439972
2748,130.5733,2.325516
2749,112.625,1.746067
2750,122.2913,0.6761035
2751,133.4707,2.747471
2752,115.3139,3.242204
2753,115.3237,0.1831269
2754,133.1625,0.06341848
2755,125.59,2.051485
2756,111.5855,2.236192
2757,113.4735,0.5319273
2758,119.7298,0.3674896
2759,109.714,0.7333941
2760,115.8906,0.9136325
2761,137.511,2.161651
2762,125.1672,2.119462
2763,120.74,3.079503
2764,116.5379,0.4549518
2765,135.9026,2.316247
2766,117.8418,1.673658
2767,123.3003,1.454674
2768,108.5583,0.4910562
2769,129.1914,0.1144657
2770,133.4638,2.55035
2771,129.0573,3.114571
2772,137.3938,1.65956
2773,135.6138,0.4859864
2774,136.6507,0.3701249
2775,133.4564,1.354093
2776,129.356,1.98819
2777,112.6501,0.187145
2778,117.0957,5.908432
2779,135.392,1.52409
2780,134.7037,0.05969068
2781,125.7393,3.020063
2782,116.3922,0.8690364
2783,117.3611,12.79874
2784,126.3271,0.3468811
2785,136.5365,3.852763
2786,109.1685,5.084572
2787,113.4525,0.1702156
2788,124.4937,1.446353
2789,119.8933,0.7999972
2790,107.4167,0.08054096
2791,126.9132,2.46562
2792,118.6119,5.416968
2793,110.7304,0.62443
2794,113.5121,4.63005
2795,121.207,2.54065
2796,122.0746,0.2900918
2797,110.0284,1.484541
2798,124.8647,0.9602022
2799,105.1837,4.061428
2800,108.9815,1.361938
2801,107.5134,0.1887782
2802,109.6794,0.939092
2803,111.7139,0.1437296
2804,125.2647,0.2272333
2805,110.0193,0.4502546
2806,106.3492,0.05756969
2807,114.6395,2.284592
2808,132.556,2.904703
2809,117.5076,3.108564
2810,123.669,0.1352256
2811,113.6752,7.840261
2812,134.4715,4.933113
2813,109.7014,1.048488
2814,119.6429,1.292673
2815,136.4161,2.399474
2816,110.3106,3.244095
2817,116.0379,1.835607
2818,126.9276,3.777485
2819,117.8909,1.149163
2820,113.6876,0.984173
2821,137.7928,2.776256
2822,126.5933,3.957064
2823,128.8747,0.04469731
2824,110.4885,0.1883964
2825,131.6491,3.906922
2826,115.0107,0.6154938
2827,125.1644,0.7848155
2828,109.0334,0.272197
2829,106.0153,2.761392
2830,116.0298,0.2483593
2831,110.2081,2.942189
2832,112.724,0.6276465
2833,112.2763,0.1253822
2834,138.2607,0.3758553
2835,142.0688,2.927072
2836,125.9943,0.845148
2837,123.9452,1.911288
2838,113.6362,0.1902162
2839,126.6366,0.3708939
2840,134.2586,0.4103028
2841,144.7691,8.333779
2842,126.4357,1.023978
2843,120.9576,0.02222296
2844,116.0181,3.155579
2845,127.3417,2.792636
2846,130.3161,3.587642
2847,120.8805,2.852805
2848,123.0429,0.3413778
2849,111.9646,1.736724
2850,120.3514,1.427517
2851,109.2961,0.3582579
2852,116.9975,0.3715624
2853,134.0926,0.8803391
2854,109.9579,1.359445
2855,123.544,2.247159
2856,137.7398,12.92326
2857,125.0967,0.1142078
2858,138.8688,0.9344758
2859,120.1606,0.06441292
2860,116.514,2.449986
2861,136.1994,1.980183
2862,125.4759,1.498007
2863,140.9354,0.4730664
2864,127.5603,0.3017478
2865,130.9637,5.989628
2866,133.3603,0.3664598
2867,135.5392,0.5297294
2868,121.2091,0.1708484
2869,109.2847,0.9858892
2870,130.8868,1.49289
2871,133.8584,1.254433
2872,118.5875,1.175985
2873,128.9179,0.3570293
2874,120.6415,0.4902688
2875,134.7179,1.361581
2876,110.7753,0.1697911
2877,140.6955,2.025557
2878,115.9703,1.108048
2879,111.5923,0.2007955
2880,113.3514,0.3726585
2881,111.285,0.4957306
2882,124.3798,2.067891
2883,133.4729,0.8213219
2884,134.8417,0.2998067
2885,128.267,1.293687
2886,129.0153,2.836576
2887,130.3259,0.1076009
2888,122.6556,0.6052682
2889,118.3873,3.917738
2890,120.0656,1.826648
2891,129.4896,0.4312492
2892,135.5856,1.889612
2893,131.6799,0.5949092
2894,128.3755,0.1068485
2895,110.3474,0.2960972
2896,114.0285,2.390477
2897,113.9439,4.01861
2898,131.2041,0.3211047
2899,135.6981,0.3999748
2900,133.7999,0.7590805
2901,120.7742,1.394604
2902,132.4267,2.609081
2903,131.4118,1.187476
2904,128.9801,0.09763818
2905,116.3754,1.078818
2906,122.2044,1.437802
2907,117.2312,0.2360436
2908,131.7841,3.012879
2909,122.3904,1.606543
2910,105.5032,0.672878
2911,117.4844,2.071369
2912,111.9041,1.302145
2913,116.5614,3.548718
2914,124.7099,0.3922078
2915,123.1621,2.404033
2916,123.4811,4.079708
2917,132.4371,2.411692
2918,137.9057,1.98486
2919,113.7633,2.205553
2920,124.8366,1.083482
2921,134.9995,0.5372931
2922,118.3616,2.933644
2923,108.286,0.4519282
2924,127.8913,2.183311
2925,141.1639,3.860809
2926,117.7611,0.2250999
2927,122.8029,2.314873
2928,129.3236,0.8653661
2929,123.5999,1.915348
2930,110.805,2.621783
2931,112.2007,0.2811483
2932,128.6965,1.100893
2933,135.5822,1.933873
2934,114.9234,0.4985042
2935,114.8026,2.843247
2936,138.8942,0.8119302
2937,116.0471,1.033414
2938,112.7399,0.2268055
2939,114.6726,0.2995335
2940,128.0907,0.3017509
2941,112.0817,0.6346895
2942,132.3382,0.1917176
2943,137.4569,2.026199
2944,116.8049,0.8863704
2945,128.3959,4.381361
2946,119.5214,2.862363
2947,126.8077,0.1871323
2948,111.4713,0.9603623
2949,109.9714,5.512809
2950,141.1169,0.9912801
2951,124.7469,1.926811
2952,109.3288,3.589095
2953,124.5906,0.080171
2954,133.1112,0.3388142
2955,109.8863,3.825179
2956,124.4871,6.844244
2957,120.8543,3.632856
2958,116.4937,0.1727272
2959,131.021,0.4516043
2960,123.5404,1.556802
2961,126.9292,1.589636
2962,104.0915,1.019081
2963,110.0276,0.2825495
2964,124.6505,5.961924
2965,123.0174,0.6594613
2966,133.103,0.03867364
2967,107.3247,0.178138
2968,127.5851,1.073187
2969,145.9565,1.214676
2970,114.7687,0.7015163
2971,121.4862,6.268892
2972,133.61,0.08696129
2973,109.1673,0.7105325
2974,115.7303,5.506524
2975,115.6457,1.360927
2976,127.4129,4.576174
2977,139.7895,0.9014632
2978,117.8101,0.722827
2979,125.7832,1.922395
2980,118.0192,5.421234
2981,114.5263,0.1346006
2982,112.9327,5.104703
2983,126.2227,0.1712227
2984,103.2696,0.5300872
2985,118.0524,1.071996
2986,125.8123,5.367543
2987,123.5998,1.456451
2988,122.1502,0.1392768
2989,111.709,6.51441
2990,135.5614,4.221707
2991,135.2766,1.109661
2992,113.9531,1.094194
2993,128.6014,0.1734219
2994,123.6893,3.168042
2995,135.3574,12.05757
2996,122.8328,0.3754013
2997,122.7329,6.16551
2998,124.7756,0.3329197
2999,131.2561,0.1884152
3000,126.5303,0.1055521
3001,114.1832,0.4196217
3002,143.0334,1.880424
3003,120.4054,0.305437
3004,126.452,1.514083
3005,122.0073,0.2336408
3006,112.3798,3.835434
3007,124.7945,0.2881472
3008,123.2846,0.2699785
3009,120.632,1.045043
3010,111.69,2.322133
3011,125.2713,1.447245
3012,127.0569,0.6143631
3013,125.8024,2.362702
3014,122.5832,0.217522
3015,125.0985,7.532218
3016,130.2532,0.03994717
3017,113.917,0.908656
3018,131.0898,0.5458804
3019,125.831,7.015952
3020,123.6776,0.7583544
3021,138.4596,0.3773136
3022,125.1803,2.453276
3023,108.9696,1.73063
3024,110.5066,1.155556
3025,128.2505,0.2788322
3026,121.2539,0.1194163
3027,138.9841,3.904224
3028,118.023,0.6404341
3029,112.6831,2.067902
3030,143.3101,2.783723
3031,117.1234,1.624989
3032,108.7255,1.985918
3033,134.5448,0.7631013
3034,124.4348,0.4991528
3035,112.8245,0.7516383
3036,135.1553,3.70839
3037,130.1443,0.0402387
3038,121.5382,4.319962
3039,120.1772,0.1147669
3040,107.1509,2.788693
3041,114.1895,0.3940369
3042,129.1991,0.1011701
3043,113.1795,0.1463537
3044,114.8946,2.83154
3045,114.4168,2.796557
3046,118.2125,0.571376
3047,130.2312,0.4961801
3048,112.0578,1.217055
3049,129.1178,0.6964857
3050,118.7679,0.1820741
3051,126.9746,2.70401
3052,112.7479,0.2195851
3053,112.3199,0.1000355
3054,122.2648,0.2890592
3055,120.8911,8.570359
3056,116.2022,0.8486511
3057,129.7342,2.400634
3058,122.6331,0.9774272
3059,115.96,0.5346072
3060,115.6842,0.7787063
3061,114.8943,0.1366773
3062,137.4562,1.197531
3063,125.4327,0.2265324
3064,123.4929,8.92996
3065,111.8478,0.4964326
3066,116.9321,1.963316
3067,103.6035,0.4611127
3068,131.4633,2.63241
3069,131.2613,0.7053612
3070,128.5165,3.413087
3071,112.1773,0.9200292
3072,121.8419,0.3831445
3073,125.6069,0.2991753
3074,137.9344,5.342671
3075,118.1346,0.5400299
3076,107.3116,0.3754492
3077,118.094,1.948182
3078,130.4484,0.6500826
3079,110.3967,0.6721201
3080,117.5005,0.4344476
3081,108.3603,0.1732635
3082,119.5131,2.548229
3083,126.5744,1.100208
3084,124.2146,0.6172962
3085,106.6274,1.082027
3086,120.8509,0.09084567
3087,122.1585,0.8273752
3088,129.3582,1.185727
3089,136.118,0.157345
3090,131.3548,0.2757141
3091,124.3694,3.591361
3092,128.5062,2.814423
3093,114.6585,0.8699921
3094,115.1542,1.008553
3095,112.5382,2.469128
3096,117.4131,2.034486
3097,112.5543,2.520617
3098,123.2593,0.7806509
3099,105.7335,0.02966352
3100,130.6069,0.2675223
3101,126.6089,0.1425727
3102,121.6326,1.746992
3103,117.314,0.9975151
3104,125.4717,6.001849
3105,134.591,1.816015
3106,112.2632,0.7400615
3107,128.0491,4.611006
3108,125.9427,0.4681948
3109,120.2462,2.595211
3110,117.4135,1.755451
3111,108.641,3.08668
3112,121.2665,4.94725
3113,124.7519,0.1976944
3114,116.7501,3.285316
3115,116.8693,0.1787919
3116,131.0847,6.245372
3117,124.6961,0.3257731
3118,112.4221,1.265856
3119,124.6136,0.2038672
3120,108.7792,0.538918
3121,110.3797,0.3117503
3122,131.6708,0.1502836
3123,109.365,0.4609384
3124,138.2731,0.8473948
3125,117.3448,1.365977
3126,133.9251,0.660403
3127,128.1863,2.30965
3128,142.0612,7.190722
3129,123.7308,0.8077931
3130,118.259,3.362693
3131,137.1411,0.2389806
3132,116.7272,2.381413
3133,131.5404,2.488364
3134,111.4725,1.721157
3135,124.7273,1.062096
3136,104.4752,0.09951691
3137,110.6601,0.9676989
3138,135.5774,0.6388527
3139,118.7646,4.326588
3140,130.3434,0.2617075
3141,112.7884,6.270171
3142,110.1274,2.255272
3143,105.8579,1.662366
3144,106.6407,2.143102
3145,124.7081,0.3725525
3146,131.7592,4.668024
3147,130.9014,0.1765145
3148,122.6435,3.995111
3149,117.2789,0.09855101
3150,110.0997,0.4443086
3151,122.4889,2.307574
3152,129.0845,1.51674
3153,116.165,0.3051002
3154,134.6574,2.33651
3155,124.2896,0.07869218
3156,109.6212,1.105447
3157,115.02,0.2502749
3158,118.7857,1.825612
3159,112.7478,0.6543841
3160,126.5113,0.5129303
3161,130.5233,0.2624757
3162,138.9883,0.7328598
3163,130.342,2.409179
3164,139.6272,3.501189
3165,116.6215,1.248979
3166,129.6124,1.654467
3167,114.7873,1.700773
3168,111.181,0.1635707
3169,136.3546,0.2018116
3170,140.0363,1.683945
3171,111.2942,1.129166
3172,137.124,6.309433
3173,124.4074,1.408034
3174,114.5532,0.3248449
3175,120.3837,0.5608334
3176,135.4677,2.550983
3177,124.0488,0.1746649
3178,132.4523,2.484387
3179,137.5471,0.2895879
3180,107.1988,0.117494
3181,127.0388,0.4260275
3182,107.9441,1.901031
3183,110.163,1.445893
3184,139.9451,1.153965
3185,117.7119,0.3240581
3186,137.0679,0.1989666
3187,126.3744,1.232485
3188,133.9294,2.283688
3189,130.1673,2.553214
3190,126.564,0.7833424
3191,127.1897,0.02372772
3192,126.2515,2.275616
3193,129.3942,0.09013963
3194,130.2932,0.1439433
3195,130.2671,0.05585676
3196,116.6833,0.2972348
3197,121.2574,4.14832
3198,113.6426,1.161171
3199,110.9548,6.90316
3200,116.6588,0.4806263
3201,106.9296,0.135516
3202,121.0947,0.6003314
3203,127.8698,0.4933728
