,aw3d30_wgs84_Pantanal,aw3d30_slope_Pantanal
2792,118.18713064,2.608264
2793,112.34029526,0.7384695
2794,116.29036583,7.355695
2795,123.19078244,3.794628
2796,123.96467923,1.734557
2797,109.80112301,7.552343
2798,126.99216271,1.012789
2799,109.63891629,4.798959
2800,115.09803924,1.464581
2801,109.15819042,0.3386624
2802,112.15550321,1.188375
2803,116.31800674,3.368603
2804,130.24096023,0.7383773
2805,114.81183861,0.7404953
2806,112.34075988,1.242553
2807,119.23548922,2.749812
2808,141.72364438,5.31367
2809,117.63954786,3.707252
2810,129.98555108,1.375884
2811,117.16925347,2.959097
2812,137.01811654,5.607726
2813,109.71041593,1.480281
2814,124.71094648,1.95953
2815,138.22361613,3.250079
2816,109.34691067,1.246653
2817,120.60472312,1.846272
2818,126.47244182,0.4668051
2819,120.93484991,0.00218814
2820,116.01545504,0.9307495
2821,143.50844622,4.035809
2822,132.37723587,2.004781
2823,135.09858131,1.950914
2824,115.15983037,0.7396829
2825,136.27886111,5.771693
2826,118.28319709,2.614352
2827,129.76047383,1.241027
2828,113.90781785,2.327176
2829,108.75796007,1.407626
2830,122.95827952,3.070307
2831,114.70318772,2.007254
2832,116.26915532,0.738867
2833,114.48971235,1.190355
2834,140.77755796,1.014675
2835,143.99276167,3.028276
2836,129.78631383,0.4668264
2837,128.13730984,4.935199
2838,115.38835579,1.398295
2839,129.78330368,0.9307439
2840,137.71965677,1.010958
2841,152.19017465,6.052405
2842,125.38450925,1.704449
2843,123.26697592,0.3379442
2844,122.31040699,0.4649561
2845,130.00941601,3.246467
2846,131.3911942,0.7685459
2847,125.59535379,2.301237
2848,127.12136394,1.688046
2849,112.86466973,1.406914
2850,120.79429629,1.844185
2851,113.75313361,1.851252
2852,120.65076541,1.68737
2853,139.6171059,0.6733069
2854,113.98810018,1.014538
2855,128.08301145,1.464622
2856,134.36009726,15.02626
2857,127.92882192,0.7725553
2858,144.42717111,2.66249
2859,124.35052585,0.6736424
2860,117.48339136,2.038483
2861,140.83256677,3.705028
2862,125.76572012,1.685373
2863,147.33910966,0.7399249
2864,133.57140574,0.4904141
2865,131.53419337,2.96022
2866,135.83752583,3.474661
2867,138.56590437,0.675694
2868,124.09143011,1.051493
2869,117.24641203,6.776726
2870,131.01462929,3.113066
2871,135.38878593,1.010273
2872,123.72595556,1.010407
2873,134.40646796,0.00230607
2874,125.39092983,0.6723423
2875,138.51551248,1.740604
2876,114.95731955,1.702997
2877,143.97989976,2.37993
2878,118.99381973,1.540304
2879,116.5064641,1.687926
2880,119.54308145,1.240981
2881,115.58597414,0.6751755
2882,126.76113273,0.6733431
2883,137.96044268,1.373173
2884,135.46088947,0.9325384
2885,136.51503008,0.977518
2886,132.55475661,0.677246
2887,136.21153917,4.675082
2888,124.96186522,0.4648597
2889,120.74450637,1.011341
2890,122.49819258,0.339228
2891,134.4767112,0.9326614
2892,138.76035214,1.014486
2893,136.01382331,0.9326348
2894,133.54963976,0.6738169
2895,113.39910213,0.9729586
2896,120.47170136,0.9746279
2897,114.97375202,2.327151
2898,134.13538991,0.7665886
2899,141.10697525,0.3347897
2900,140.06252086,0.00231358
2901,127.36560547,1.050229
2902,135.45336826,1.398136
2903,136.49808902,2.83383
2904,137.28529959,0.3364032
2905,119.59234678,1.40174
2906,127.24458626,0.9307405
2907,120.58079935,0.765309
2908,137.59852829,0.9721137
2909,128.22445868,1.010377
2910,109.59489623,0.7389733
2911,118.10184755,1.0119
2912,116.68812486,3.57061
2913,122.95782094,4.432526
2914,128.80161492,1.082071
2915,123.53160645,6.852724
2916,128.1890123,2.103778
2917,136.97462173,2.211832
2918,143.77358001,3.439814
2919,115.3634902,3.796646
2920,129.08065584,0.9757216
2921,136.47529182,1.406958
2922,121.00690197,1.37628
2923,112.16007726,1.011144
2924,131.64594825,2.664728
2925,144.06733118,5.901245
2926,120.82120351,0.9307055
2927,126.29663476,0.4889633
2928,135.4559786,0.7693887
2929,125.99588427,1.458603
2930,118.5548221,6.095733
2931,116.23824463,2.220815
2932,132.41816066,0.7397376
2933,136.32588296,4.15243
2934,121.00014871,1.845138
2935,118.0407664,2.001358
2936,142.85065376,2.219703
2937,116.91616248,0.6719941
2938,115.01284537,1.404482
2939,121.20315345,1.188451
2940,132.46452046,1.051511
2941,115.51586982,1.376191
2942,137.96586542,0.6751602
2943,137.87614201,0.6739586
2944,120.22652688,0.9307008
2945,128.95888048,3.688291
2946,123.78243034,0.7386931
2947,133.6241398,0.4861352
2948,113.71706038,0.338333
2949,115.57661337,5.468829
2950,147.46667862,0.3394344
2951,128.81996829,3.034426
2952,113.33454014,4.041869
2953,130.94641591,0.6769955
2954,137.83994315,0.7403598
2955,115.04197588,1.351806
2956,128.98616288,4.51969
2957,124.67068801,1.686582
2958,121.81112426,1.242407
2959,139.21746547,1.845803
2960,127.90694997,1.013988
2961,129.56370441,3.078831
2962,108.7881357,0.3359694
2963,114.07513755,3.040164
2964,133.27692584,2.571044
2965,126.23271482,1.3757
2966,139.8987913,0.3380561
2967,109.2159629,1.411363
2968,132.59079647,0.7417477
2969,150.28069997,3.366546
2970,118.14466368,1.68704
2971,124.87245125,7.705873
2972,139.37592385,0.7403189
2973,110.94213965,0.3398972
2974,122.36052513,0.3367476
2975,118.89762869,1.481858
2976,126.29077742,2.927869
2977,142.33363632,2.401238
2978,122.9331995,0.7418548
2979,127.39703946,0.3362513
2980,121.59381424,2.368847
2981,120.17758682,3.400375
2982,118.51041153,8.104093
2983,129.77300634,0.7676599
2984,107.78935079,0.7683335
2985,121.52914292,1.719093
2986,122.5213222,1.534361
2987,126.24914192,1.010653
2988,124.26457619,1.702028
2989,113.6230738,5.39177
2990,141.12179782,1.402258
2991,136.84466379,0.6738215
2992,119.40675619,0.00218087
2993,134.36874231,1.053387
2994,125.59569859,0.9307244
2995,128.14313884,0.00232858
2996,126.14225043,0.6770706
2997,131.18434863,9.05437
2998,130.82743936,1.649534
2999,137.16068783,0.4859158
3000,131.67851078,1.348577
3001,117.4617473,0.3396086
3002,150.51546181,1.786442
3003,126.41288566,0.7717883
3004,131.65493188,0.00233329
3005,125.01680612,0.3379019
3006,113.91653706,2.778414
3007,130.87757957,0.6739783
3008,127.10549997,0.9782363
3009,124.04369556,0.3349631
3010,113.82199599,1.480146
3011,130.81282451,0.9307219
3012,130.63214856,2.218416
3013,125.78419278,1.786209
3014,127.77419084,0.4917013
3015,123.43075515,6.200139
3016,138.25869678,0.7417415
3017,116.6946867,0.3382193
3018,135.46970279,3.731189
3019,130.73937607,1.080046
3020,127.96612564,0.3397161
3021,140.39369269,2.749517
3022,129.96136843,1.467528
3023,114.08603836,1.844897
3024,112.80963123,3.408686
3025,132.51364219,2.009046
3026,126.33899234,0.3398611
3027,136.25194593,4.520232
3028,120.45934981,1.376893
3029,116.08769038,2.025361
3030,144.36928846,4.067088
3031,119.81960616,0.00216497
3032,110.36733884,0.4649888
3033,137.83174278,0.48598
3034,127.86995382,3.037503
3035,118.54793414,4.374479
3036,141.75394968,5.572068
3037,133.18760476,3.292621
3038,124.47829487,0.4669176
3039,123.87702053,1.189128
3040,114.41237101,4.296038
3041,116.31267215,1.246071
3042,134.47970247,0.73858
3043,115.50664908,1.724342
3044,116.84667671,1.191144
3045,119.65267856,3.112927
3046,120.20033496,4.593065
3047,134.25617946,2.210299
3048,113.49511805,1.084836
3049,134.65439848,0.3377082
3050,121.84752328,0.00222557
3051,129.81670861,0.6758099
3052,114.28998085,0.979921
3053,119.40454378,1.375003
3054,127.03059119,1.468251
3055,121.91769356,1.924582
3056,121.86382867,0.4667259
3057,136.37244663,5.519989
3058,128.44860191,2.109039
3059,119.92130767,3.153621
3060,118.10580384,1.686729
3061,118.90530341,2.748355
3062,139.77183311,3.293367
3063,129.54961706,0.6735176
3064,126.59551253,7.944417
3065,122.532537,6.48881
3066,119.62500304,0.9721664
3067,105.72749906,2.379981
3068,134.64621177,3.250748
3069,137.86968761,0.9768147
3070,128.17111871,1.407802
3071,116.27062989,1.350559
3072,126.41660773,0.4649261
3073,128.8723123,0.4648999
3074,142.47322825,6.955057
3075,120.51960159,1.349051
3076,111.40340702,1.245712
3077,125.7981932,2.485029
3078,135.19272447,0.335053
3079,110.80954957,1.690632
3080,121.69869725,1.08437
3081,111.07921027,1.466853
3082,120.95975956,1.240277
3083,128.62034395,1.848583
3084,128.54136135,4.007016
3085,109.56942729,0.3395061
3086,124.22834733,1.188399
3087,125.22404737,2.661268
3088,131.82390053,1.541763
3089,142.06192368,1.237762
3090,137.65577273,0.4669215
3091,126.24105386,1.085914
3092,131.65520481,1.535934
3093,116.83458573,3.400423
3094,122.78730608,1.946779
3095,121.40450645,4.928203
3096,124.15344197,2.10854
3097,113.06173426,1.190374
3098,125.10426262,1.648813
3099,108.56266047,0.6735563
3100,134.10721027,2.360778
3101,131.54890251,1.078438
3102,125.23979586,4.47817
3103,118.12541822,3.076362
3104,130.36532308,2.749873
3105,136.8640659,1.861904
3106,113.59228563,0.7708287
3107,131.49859863,1.012031
3108,128.81060364,0.6742447
3109,123.43644936,0.765699
3110,122.74586757,1.349962
3111,128.0181233,0.7724664
3112,122.95578159,3.152173
3113,128.85970819,1.704658
3114,120.99532704,1.375488
3115,119.83749212,1.188573
3116,138.46143804,1.40785
3117,128.00031233,0.3382319
3118,115.53906847,1.467642
3119,129.10334666,1.243164
3120,112.14530103,1.079782
3121,114.69339243,1.049956
3122,137.08127316,0.00230551
3123,113.64859424,0.9767013
3124,142.97335985,0.4892385
3125,120.35280443,0.00210749
3126,134.85319699,1.481435
3127,135.53498532,2.163272
3128,146.73834151,9.385819
3129,128.04424526,0.338448
3130,120.78330029,3.259498
3131,141.72966249,1.404729
3132,119.11608209,1.188592
3133,134.68294203,3.476817
3134,115.77131635,3.145516
3135,128.85788346,1.052107
3136,108.64615357,1.40797
3137,115.74784132,3.369437
3138,139.28889842,1.34588
3139,121.06552215,7.109284
3140,132.36499768,0.3355283
3141,115.87166469,4.400334
3142,117.02825112,0.00202653
3143,109.52206942,0.7680567
3144,110.26160411,0.3377787
3145,129.92207412,0.7417819
3146,135.60165835,3.885167
3147,135.19670533,0.7659974
3148,127.30146956,0.3355859
3149,119.9440954,1.051813
3150,114.42611277,2.47772
3151,123.08614231,1.188468
3152,131.48481736,2.483262
3153,119.91293448,0.4667518
3154,139.60478721,0.4894713
3155,126.95948173,0.738521
3156,114.47340583,0.9306992
3157,119.15002549,2.023957
3158,123.76511815,0.4649072
3159,112.40134892,3.035864
3160,131.95379143,1.236997
3161,134.17464368,1.737883
3162,141.32384744,0.932637
3163,135.87121666,0.7416784
3164,141.7415788,1.647059
3165,119.67993775,0.7405053
3166,133.48201616,3.693714
3167,113.67388083,1.352273
3168,114.62743065,0.6725149
3169,141.65844723,0.7417358
3170,144.19016798,3.718849
3171,112.24146357,1.051251
3172,136.01448952,7.614703
3173,128.68175683,0.3349794
3174,118.15664866,2.435399
3175,125.52663829,0.9325101
3176,136.97614644,3.241449
3177,127.9300898,0.3350748
3178,136.25803659,0.9307064
3179,141.53327507,1.238987
3180,108.20452796,1.190362
3181,132.65976309,0.6724699
3182,107.11314775,1.863622
3183,113.32636083,1.706632
3184,146.71752205,1.053234
3185,122.66424078,2.697811
3186,139.45459053,0.4902279
3187,129.79581897,0.9750476
3188,135.33412395,3.263485
3189,136.53821218,3.960067
3190,129.72325741,0.4667427
3191,131.58118076,0.9306964
3192,127.41419478,1.237056
3193,132.28840938,0.3365458
3194,133.74797508,0.7689401
3195,133.20357888,1.377527
3196,120.64431373,1.703482
3197,118.34861276,4.215031
3198,122.3747778,1.479728
3199,116.79859317,8.868448
3200,119.01316305,1.375395
3201,106.27882054,2.014089
3202,122.58326954,1.73511
3203,134.53216135,1.40793
3204,117.85404794,5.123705
3205,129.1915134,3.153593
3206,122.58093792,0.4862949
3207,132.3224481,1.190381
3208,114.74232279,0.4910464
3209,123.91110717,2.729498
3210,118.35544813,0.3369468
3211,117.45155248,1.239249
3212,127.22241823,1.863656
3213,123.33795113,2.42206
3214,113.92795701,5.458351
3215,125.17958887,1.846076
3216,125.94760499,9.214835
3217,143.00734393,4.135656
3218,122.70890565,2.070972
3219,121.92230257,0.3369096
3220,128.31890047,0.7652369
3221,111.6961304,1.787573
3222,108.47500757,0.7417414
3223,112.79633618,0.3366227
3224,128.1764718,1.051982
3225,122.85371265,NaN
3226,123.09704046,0.7403779
3227,113.21746723,7.238858
3228,136.37473821,1.012422
3229,119.81346497,2.066151
3230,125.08937045,0.9306738
3231,115.02306625,1.701138
3232,140.12454263,0.3347881
3233,124.51484222,1.011552
3234,112.03083662,0.7405467
3235,119.13426923,2.923587
3236,121.04239143,4.871603
3237,129.78761293,4.884797
3238,117.27935036,4.712577
3239,135.49219977,3.138504
3240,121.4781904,0.9327464
3241,124.20630245,1.377143
3242,120.83778294,1.375273
3243,120.5455848,1.377344
3244,114.66586055,0.9743308
3245,123.60576559,3.69755
3246,141.33676229,1.924063
3247,119.12532401,1.191176
3248,144.38773882,3.174468
3249,145.8028852,0.4850074
3250,134.89132722,4.021824
3251,142.71151827,1.346832
3252,138.12898534,6.93496
3253,124.02967264,1.347622
3254,138.67078381,2.704877
3255,137.99661223,1.34759
3256,121.57004183,2.10894
3257,135.79067541,0.00229353
3258,107.97461334,5.619322
3259,138.56992588,0.4851216
3260,125.9464986,0.3392468
3261,132.49602991,0.486908
3262,135.5978835,2.44189
3263,142.74154666,2.101419
3264,116.69301996,2.159104
3265,124.02489884,0.4888424
3266,121.09362351,1.373461
3267,113.10741227,0.4649256
3268,119.75288022,1.009862
3269,116.66240679,3.077325
3270,123.65887598,0.4874255
3271,147.64603165,4.298325
3272,112.985926,0.7681963
3273,136.14476602,0.6736307
3274,124.91109775,0.6717592
3275,112.5146727,1.479543
3276,142.44307992,1.704285
3277,106.08312347,3.745769
3278,111.06548672,1.349471
3279,124.37788892,1.86189
3280,144.86728264,1.190312
3281,117.08961996,0.00211183
3282,122.03090965,3.734549
3283,115.06891897,4.323724
3284,136.87682793,1.402893
3285,113.67770094,0.3397404
3286,119.83850084,6.602305
3287,112.13612535,1.840049
3288,125.41069982,2.480222
3289,120.03821315,0.00221047
3290,138.76889741,0.672624
3291,117.25023378,1.051483
3292,122.70030806,3.15207
3293,130.9467338,1.687603
3294,138.81675511,2.300814
3295,109.47530863,0.9800265
3296,116.22605643,1.376406
3297,142.45287995,6.762111
3298,114.72036821,0.673848
3299,124.35105489,4.305845
3300,131.32904145,1.647545
3301,124.18514929,0.4856126
3302,143.0708375,1.926964
3303,141.26023431,1.010065
3304,116.08733517,2.102089
3305,121.2880647,0.7651681
3306,116.51866887,1.243866
3307,119.83220224,6.116285
3308,123.5437402,1.051928
3309,123.68108364,0.7688266
3310,123.98946661,4.200325
3311,118.4624717,0.4649298
3312,134.57893154,2.924964
3313,112.66346514,0.4875549
3314,138.37744523,5.485167
3315,132.89363794,1.480344
3316,121.81595623,2.066413
3317,116.00606436,2.217603
3318,126.58353614,2.526541
3319,118.41121892,1.738294
3320,129.87236118,0.00235781
3321,120.72148171,7.567965
3322,116.17423381,0.673621
3323,130.59029747,1.189385
3324,132.71839238,4.478175
3325,124.91267903,4.007606
3326,122.95912413,3.293268
3327,135.35615335,4.383191
3328,127.05857091,0.7399279
3329,115.99839954,0.7649001
3330,127.06538869,1.189298
3331,118.35733974,5.074745
3332,129.94172242,0.00228596
3333,131.64498378,0.4908152
3334,140.71763607,0.3352468
3335,130.14753831,1.723935
3336,132.56006976,0.4867074
3337,133.401784,2.753328
3338,127.33265292,1.352469
3339,119.56436797,1.375548
3340,117.28538711,0.00217872
3341,107.82612057,0.6763596
3342,111.95359259,1.469779
3343,122.45104881,4.397468
3344,120.70905485,1.014737
3345,109.61289191,0.7719104
3346,125.53092129,7.545757
3347,124.55310323,1.190398
3348,112.12427394,0.3380145
3349,135.27965171,2.371552
3350,110.63753965,1.052385
3351,117.41230578,2.110419
3352,107.66643648,0.3384027
3353,143.08050311,1.683186
3354,120.02734192,0.00218668
3355,139.61931027,0.9327105
3356,121.57307039,0.489003
3357,127.85338572,1.405335
3358,126.17145079,5.390105
3359,116.6426568,1.080676
3360,125.48091336,0.739962
3361,122.4404388,1.188408
3362,115.77725503,0.9756448
3363,113.40265947,1.084598
3364,131.24968405,1.786093
3365,126.53384087,2.065416
3366,126.67389372,0.6733837
3367,133.66767892,2.307541
3368,124.73715584,3.111084
3369,128.0894227,1.053679
3370,131.27891358,4.424643
3371,138.46943154,1.739224
3372,115.59946377,1.239843
3373,122.35473375,2.769481
3374,122.94559992,0.9786258
3375,141.15370984,1.07857
3376,134.1863083,3.752294
3377,109.38707648,0.7719204
3378,119.35954589,2.399559
3379,118.60031585,7.645746
3380,140.49872027,0.7399399
3381,124.24052222,0.6766002
3382,122.88452396,2.524107
3383,115.92248574,0.7399863
3384,128.05103704,7.101833
3385,136.71506742,1.847678
3386,140.77147641,5.407413
3387,117.3998932,0.3354769
3388,111.4405431,1.467982
3389,124.31164874,2.66323
3390,116.32934818,0.6745146
3391,125.39638805,0.9803547
3392,130.58137318,0.4649715
3393,113.10734118,1.785721
3394,124.92359028,6.142343
3395,120.6898495,3.410431
3396,132.7184598,2.701419
3397,129.26444911,1.08212
3398,112.47206231,0.3391131
3399,139.77006652,0.3399456
3400,145.24062979,0.334945
3401,121.78853787,0.7712339
3402,116.63973145,0.9307063
3403,138.088577,0.00229856
3404,122.6737606,1.407046
3405,130.14339882,0.7690573
3406,137.65702652,0.7690165
3407,137.21503875,6.044368
3408,137.06239631,0.00238383
3409,123.67301406,0.7418273
3410,114.56464778,0.7661557
3411,125.81369615,3.069477
3412,117.40178103,2.664362
3413,127.37342668,0.7680573
3414,127.77643458,1.924039
3415,114.08085469,2.110341
3416,134.48131819,2.101075
3417,130.09344566,NaN
3418,141.80551256,0.3347414
3419,139.20996585,1.411015
3420,129.12757271,0.9326199
3421,127.0149286,1.01117
3422,142.56999779,0.6720286
3423,132.75333289,4.137762
3424,127.09581138,1.053931
3425,116.06662429,0.9306839
3426,128.92254485,1.35131
3427,128.88437537,1.70318
3428,113.74580167,0.7401096
3429,111.14703385,3.182988
3430,120.91190698,2.835127
3431,134.71980422,0.3357296
3432,131.51102252,1.924379
3433,115.74426919,4.0772
3434,130.96158185,1.191172
3435,120.26464922,2.836532
3436,117.90248068,1.374036
3437,123.66267519,1.705271
3438,120.31679492,4.476388
3439,116.35665188,1.396392
3440,112.22935225,5.313856
3441,126.19125721,1.404145
3442,141.60548477,0.7384656
3443,114.35830263,2.792153
3444,133.57225447,1.24409
3445,120.58869857,1.649023
3446,119.6232495,1.378421
3447,106.85422543,0.6764959
3448,135.51115885,1.241394
3449,118.33448487,0.6746027
3450,122.50359899,1.402148
3451,115.9463474,1.345883
3452,134.4341566,0.740247
3453,131.53813244,2.037294
3454,115.54689494,2.964438
3455,110.91168996,0.3353368
3456,136.82152038,2.356185
3457,111.44517206,2.776768
3458,135.97374962,2.422566
3459,121.77618554,1.648947
3460,137.1774745,2.359354
3461,110.2484092,1.406828
3462,123.70734494,0.7715423
3463,110.84953476,2.402854
3464,119.51595152,0.00209869
3465,116.71955155,2.160833
3466,115.05571285,0.4852958
3467,129.20490245,1.19117
3468,112.83588228,2.108505
3469,112.66947854,5.928012
3470,139.15349231,1.349939
3471,123.29814965,1.013281
3472,145.19854869,3.566691
3473,126.53693088,0.7404646
3474,129.80009708,1.083232
3475,135.70730424,3.570385
3476,121.19890058,2.366398
3477,125.18134665,0.7402529
3478,138.21639235,0.3377365
3479,121.79422144,1.189424
3480,118.32002962,1.010628
3481,130.8180778,0.465031
3482,114.58353831,0.4867778
3483,134.49228747,3.752236
3484,119.35708822,1.535578
3485,122.55524847,1.785042
3486,127.18566742,1.189302
3487,131.54260044,0.4649434
3488,121.24764229,1.39832
3489,138.83790419,0.466924
3490,129.00981643,0.3384934
3491,125.3449278,1.376711
3492,118.38107102,0.673907
3493,110.48828304,1.541669
3494,137.12277986,1.786985
3495,146.5204108,0.7417345
3496,128.60788377,1.405722
3497,118.55988329,2.482996
3498,142.29476161,4.872582
3499,113.76535376,0.7665802
3500,119.12311639,0.3354029
3501,125.62989946,4.298257
3502,122.60865332,0.6740394
3503,143.11428109,2.020546
3504,139.09190022,5.040684
3505,116.15926027,1.686788
3506,120.26420817,1.244275
3507,126.28990835,0.4649097
3508,120.44511685,2.159569
3509,117.44292628,2.220854
3510,114.03887329,0.7710425
3511,122.42158401,0.9761573
3512,131.1088185,0.4648422
3513,126.45244442,2.443657
3514,128.8708138,1.377122
3515,142.78859819,0.3361785
3516,138.79272198,1.082667
3517,129.98475693,0.3366433
3518,134.28421416,5.915337
3519,121.83604056,0.7676399
3520,147.04270965,2.662476
3521,137.07341225,1.849231
3522,118.94993188,3.373636
3523,124.55184753,2.210284
3524,107.72159218,0.4874634
3525,140.79495508,1.238271
3526,129.30074017,0.6732771
3527,125.89144609,2.694336
3528,116.41629256,1.479825
3529,129.79932652,2.96692
3530,118.46575731,1.053484
3531,142.25310836,1.464719
3532,138.11360149,5.657353
3533,127.6094233,4.475705
3534,144.88499001,1.861914
3535,111.20633019,1.703313
3536,114.50579493,1.72241
3537,114.17046867,0.7675232
3538,117.47505915,2.481659
3539,121.96539112,0.7658697
3540,138.33608258,2.663
3541,119.1611108,0.4902045
3542,125.01858518,0.4916877
3543,140.70055077,1.686297
3544,119.91457311,2.021717
3545,119.94892814,1.080151
3546,115.96558368,0.339077
3547,121.29067491,1.738331
3548,106.90618256,0.7684222
3549,107.53428289,0.7390307
3550,140.74020704,3.181988
3551,130.01699776,3.138329
3552,134.34259882,2.022643
3553,120.1542957,0.00218211
3554,114.56216392,1.239036
3555,127.82858548,0.7387243
3556,138.79567007,2.694055
3557,119.10513702,2.395335
3558,142.56547248,1.402612
3559,117.03075885,1.190394
3560,122.88069715,0.7685744
3561,119.39218617,0.7690701
3562,109.52583297,0.7708649
3563,128.93078382,0.3355148
3564,124.09451395,4.475112
3565,125.07545393,2.298285
3566,119.96739278,0.3392504
3567,115.47082768,0.7416404
3568,140.70309528,1.009279
3569,113.14492345,2.378287
3570,119.17823833,0.6758944
3571,106.51209937,1.014512
3572,116.43201452,1.049981
3573,139.62130938,0.4899139
3574,139.60044554,3.962405
3575,123.36948841,0.7716683
3576,139.15190377,1.009816
3577,111.11436568,3.376184
3578,115.88869256,3.840843
3579,117.64865513,0.3363718
3580,140.72112283,0.3368793
3581,129.55195442,0.7650058
3582,125.0993359,2.738023
3583,138.69028335,0.9738768
3584,136.59554933,2.032131
3585,120.02767512,1.725078
3586,129.95600688,0.4861611
3587,110.0196403,0.464999
3588,133.47388179,1.734738
3589,136.97069419,1.788529
3590,112.19321423,0.3380639
3591,127.90182543,4.59616
3592,135.63506786,1.188677
3593,127.15181656,1.721985
3594,118.40032759,2.361388
3595,122.92087936,2.835869
3596,107.27396838,3.262691
3597,115.39049969,0.4870537
3598,115.94510651,2.691281
3599,144.15515638,1.735766
3600,125.184852,1.083558
3601,128.05406864,3.068265
3602,113.22366725,3.255758
3603,117.17429544,3.884653
3604,112.1531524,0.3380812
3605,126.37900903,0.3365288
3606,114.56433523,1.010679
3607,142.37816127,1.927017
3608,118.32218746,1.730648
3609,126.23199388,1.050504
3610,119.99428081,1.0119
3611,120.68117906,1.738869
3612,115.49317827,1.011265
3613,119.71839169,2.924424
3614,116.32991211,0.6763004
3615,125.81168524,1.376593
3616,124.79117209,0.3399496
3617,132.65516629,0.7659305
3618,118.94957281,0.6737093
3619,107.37514004,1.848132
3620,118.09973217,0.4649515
3621,128.96733124,4.413502
3622,117.85766053,4.928401
3623,139.2117265,3.996436
3624,136.81504276,0.7385587
3625,133.26476559,1.050125
3626,143.02797281,0.6751114
3627,127.00105028,9.877007
3628,132.80454002,0.7403615
3629,121.66221842,1.010507
3630,117.76492126,2.218035
3631,111.04578159,1.731021
3632,112.18022409,2.101978
3633,121.1928252,2.961274
3634,123.98419739,2.357608
3635,114.17765327,1.707377
3636,134.38497171,1.010698
3637,134.77285153,1.542289
3638,122.44891334,1.481575
3639,122.63095039,0.3355453
3640,124.24367776,1.648857
3641,128.0987131,2.219392
3642,135.92935695,3.182571
3643,116.71971873,2.32908
3644,133.70348721,1.465811
3645,116.42077243,7.476137
3646,134.70693644,6.305603
3647,107.73901825,0.6739542
3648,138.60866791,0.740023
3649,112.70245031,0.7405305
3650,122.51016431,2.369173
3651,115.59967067,3.153563
3652,139.67878317,0.485429
3653,136.54146652,2.663453
3654,120.09440003,4.756795
3655,137.23518017,1.706293
3656,115.59222481,1.015053
3657,127.90673876,0.740429
3658,118.91078821,1.05191
3659,132.42018109,2.662466
3660,116.84261291,3.258427
3661,116.35339194,1.346797
3662,129.55524,2.105273
3663,130.75673695,0.7385529
3664,124.1542293,1.407107
3665,120.00036766,1.051858
3666,116.31163737,2.026419
3667,128.07181008,0.4648756
3668,132.48148999,0.4906745
3669,143.04729187,0.00234587
3670,117.37956659,1.396391
3671,117.19453727,1.188422
3672,110.19894342,0.3397585
3673,140.02140456,0.7397386
3674,126.07604775,10.13372
3675,132.61593528,1.051871
3676,128.16621495,0.00233053
3677,131.02812937,2.836558
3678,108.23105556,3.035785
3679,125.4070632,0.7388652
3680,120.06662106,1.461271
3681,124.85841011,3.656712
3682,129.5481256,1.53546
3683,107.79576536,0.4911981
3684,127.71288845,1.925658
3685,110.01469445,1.726398
3686,144.81682935,1.374992
3687,117.4666624,0.3383342
3688,133.33782474,0.00228647
3689,109.55229881,1.246244
3690,124.02134249,4.45335
3691,122.88137387,4.296002
3692,141.81435842,1.703712
3693,142.36671245,3.246104
3694,121.07840057,0.339288
3695,121.12030823,4.134075
3696,118.2762524,0.7405051
3697,122.70111585,3.24045
3698,123.55695181,2.110844
3699,133.42486276,5.171724
3700,112.09625325,0.4649571
3701,127.21217667,0.3355357
3702,127.91917976,6.268911
3703,123.00135768,0.4874528
3704,133.63788587,0.3356483
3705,124.48934149,1.53584
3706,111.25406422,0.9307808
3707,126.18024973,7.011148
3708,116.21047652,2.109025
3709,116.73202899,0.978681
3710,126.17086199,2.108467
3711,132.52325193,0.3383172
3712,128.78211669,0.9306848
3713,130.92166041,0.9745714
3714,121.36474019,1.191192
3715,115.16362649,1.050325
3716,129.86560461,0.9720215
3717,132.61950371,0.676726
3718,137.31992058,2.662045
3719,109.40664304,0.3370436
3720,127.24586222,0.6767207
3721,112.42539204,2.523143
3722,133.42744147,1.847816
3723,115.7098691,1.702417
3724,111.31563203,1.190384
3725,109.20227287,3.40868
3726,124.47018141,1.247024
3727,130.98922783,0.7707528
3728,130.63387484,1.703196
3729,115.39768796,1.398174
3730,120.98717918,1.190377
3731,138.01342068,0.00233466
3732,138.05977145,1.350536
3733,114.8562894,2.209862
3734,124.59607728,7.411781
3735,139.28993959,1.077226
3736,116.7091787,1.051756
3737,124.9831134,0.7416832
3738,124.47324406,3.466357
3739,125.35358183,1.014375
3740,114.63083809,4.518661
3741,133.14108175,0.3362668
3742,138.00908514,0.3387502
3743,120.8258369,0.0021913
3744,115.03794481,2.752223
3745,127.20434107,0.9307234
3746,109.5284465,0.3385878
3747,121.05567899,1.649511
3748,116.18273681,1.531921
3749,117.57404749,1.051777
3750,126.4370189,0.738354
3751,120.88194903,2.836521
3752,142.27559683,0.3349127
3753,127.0038232,1.080688
3754,134.13850389,0.7385806
3755,114.15805179,2.110345
3756,129.75470529,3.2925
3757,123.42784323,2.959643
3758,124.57370787,1.406825
3759,129.16124628,1.377181
3760,120.1805888,0.3385367
3761,117.94453528,0.7416815
3762,112.17765525,0.3396242
3763,114.50502419,1.685649
3764,124.57152515,1.080879
3765,142.68562494,2.698661
3766,138.72512079,4.305859
3767,110.53618506,1.539757
