,aster30_wgs84_Barcelos,aster30_slope_Barcelos
134,43.70873719,3.748516
135,43.83579904,4.263167
136,43.14337448,18.2974
137,34.00012553,0.00131858
138,39.70237867,4.643301
139,41.6751229,5.020095
140,46.27307667,7.280584
141,40.20868725,0.6561159
142,51.09990883,7.223714
143,57.48554294,3.120301
144,20.71307925,2.83403
145,59.10360541,3.389359
146,33.95347813,13.28065
147,47.25753015,3.273788
148,33.70644393,4.381819
149,33.74573862,3.75355
150,29.90482076,7.2886
151,59.77160329,1.64226
152,18.00783097,8.885769
153,40.653612,4.542201
154,39.54835996,1.997422
155,40.76594417,5.437023
156,39.21281909,3.107517
157,42.61091709,4.469883
158,34.27746684,3.975643
159,38.49826614,3.996512
160,44.57179635,5.57577
161,19.78330361,12.57402
162,43.74158351,6.920537
163,45.27216777,8.270663
164,43.26178518,2.930172
165,51.56438858,7.426934
166,47.56053723,0.3280592
167,33.62191541,10.27772
168,40.63901897,2.656173
169,46.97876498,7.050102
170,29.4196737,5.079359
171,40.54149644,3.702005
172,27.32229637,3.661127
173,44.87923877,7.09559
174,44.23661696,1.647532
175,20.40596763,9.795406
176,23.88818023,6.072137
177,52.52032764,3.73711
178,32.04212629,11.20878
179,14.51327086,2.082816
180,44.42932033,4.21525
181,43.25365408,3.679271
182,44.23260097,14.61384
183,43.48655254,6.473105
184,18.35452018,5.584978
185,35.77264274,7.881014
186,47.27633118,14.38154
187,24.98554102,6.816212
188,39.5232817,2.928082
189,23.35734597,4.706325
190,57.91593886,1.187862
191,45.98073554,7.280945
192,43.81908905,5.300305
193,42.68405127,6.571578
194,26.78449822,5.009011
195,70.15046905,4.559067
196,49.67118972,1.676477
197,42.37193446,1.46697
198,32.99270515,3.754252
199,19.30514256,8.565825
200,50.73739933,1.357968
201,36.74078151,4.569556
202,37.92837162,1.357279
203,45.74342979,9.103705
204,59.18233507,11.99019
205,39.83892819,1.995397
206,18.65941215,4.965966
207,42.59098551,5.078954
208,41.76285027,5.283432
209,37.85182168,9.044924
210,32.97363838,5.470084
211,49.16364793,4.01841
212,53.60518253,0.9276306
213,44.23874754,10.80544
214,47.26194577,6.197662
215,49.52420492,5.578114
216,25.85244327,15.8073
217,47.6193806,4.88346
218,50.87524153,14.12814
219,44.22680242,7.225018
220,48.52530779,0.4644884
221,49.25593516,8.639319
222,32.13219317,11.94986
223,41.91352886,4.569532
224,39.51232171,3.73133
225,63.90289988,22.15605
226,54.47030546,8.464107
227,47.49728267,6.7274
228,42.8060791,5.079563
229,37.6035578,0.7318046
230,44.09528783,7.384161
231,27.9313773,3.954117
232,58.81655985,12.30444
233,48.31706463,11.07067
234,50.51182853,2.507358
235,31.57017035,3.298149
236,33.04064933,1.187874
237,42.09069257,16.49614
238,14.54052182,5.713977
239,49.88726607,3.540858
240,41.37568711,12.05825
241,52.40296206,3.032027
242,22.1514141,3.120244
243,12.15159044,1.970083
244,39.81162695,9.082219
245,21.58845813,10.16262
246,40.94870684,5.329017
247,34.75621689,3.296031
248,57.41443091,3.39013
249,15.10434659,11.35554
250,39.0769317,2.573363
251,42.28449645,1.356707
252,53.35673456,5.927407
253,47.60690775,8.262192
254,50.69234838,5.004542
255,43.79080847,3.293311
256,50.52665098,6.304058
257,20.97295648,1.647933
258,40.04248239,3.02188
259,44.01980238,13.62663
260,49.10455185,5.560162
261,46.22864428,6.429337
262,34.20502814,2.955951
263,69.10745946,2.00157
264,23.11635786,4.100909
265,55.24575837,4.933273
266,61.42610695,3.831558
267,29.13787891,10.76938
268,49.92312301,6.555381
269,45.63475832,1.473378
270,52.26152324,4.469883
271,43.51521456,7.968032
272,18.6579589,8.782455
273,41.6789677,4.828573
274,41.41954229,4.684476
275,37.10573707,6.308866
276,43.06877157,3.561239
277,57.37285174,9.003834
278,62.49399199,22.04796
279,48.57212412,3.664433
280,10.81309186,14.18266
281,25.12539104,5.873558
282,38.30137374,0.0013159
283,50.66354095,10.403
284,22.78559803,3.300524
285,38.03174094,4.599934
286,29.58309956,2.712736
287,25.67848095,3.988227
288,44.93362297,3.964864
289,45.9287089,1.920649
290,56.39849975,2.834023
291,51.96528971,1.038107
292,24.79982776,3.749267
293,12.7093193,3.939922
294,36.15418358,12.63425
295,51.9118969,5.081676
296,12.70843275,3.036967
297,46.69690146,1.356665
298,46.20763171,8.363285
299,32.56096965,3.371243
300,56.43325097,5.660769
301,41.88344251,4.604067
302,13.2737952,21.89773
303,44.51964249,2.360126
304,46.17863186,4.214773
305,38.84552795,5.300286
306,33.2788107,0.00131635
307,36.88591481,5.394914
308,36.87827803,4.451527
309,50.72315376,0.9322171
310,35.86836459,7.946077
311,35.45781844,7.619883
312,37.68308638,5.619529
313,41.94132588,1.671976
314,47.23427778,3.848486
315,18.54964135,6.36401
316,31.21442355,4.273819
317,21.1128872,4.454139
318,47.06998526,2.196737
319,23.48300166,1.772558
320,40.59071949,1.474176
321,50.76720945,10.99047
322,10.78267827,4.397326
323,31.85853472,20.15812
324,39.03799448,2.321914
325,45.29383509,4.883447
326,19.5622551,11.86518
327,42.84618366,1.17984
328,48.53997744,8.926103
329,44.93892295,1.357967
330,44.80151012,2.082117
331,42.99843099,2.801053
332,41.51594094,5.41306
333,22.81886853,8.090164
334,34.10680884,7.127431
335,34.7640569,7.290955
336,42.22058069,2.097888
337,11.65929098,4.964577
338,67.16950409,8.492077
339,35.14956957,5.07899
340,39.0005172,3.975638
341,29.91351773,9.193398
342,29.28441171,11.47455
343,45.85369942,6.431734
344,47.4811001,3.849187
345,40.25771681,11.48036
346,41.86396805,9.125967
347,51.31247606,8.487686
348,45.8457774,4.903577
349,49.58859433,4.448314
350,34.96975622,6.230124
351,29.71032007,13.21197
352,37.12720121,13.60054
353,26.92943911,4.278935
354,21.25399244,5.993225
355,60.26685883,13.94196
356,43.00008194,6.609955
357,48.57431763,2.954681
358,48.89236289,4.469341
359,15.51293392,10.18314
360,48.20412881,1.18787
361,17.58216658,6.516755
362,23.9152943,4.71628
363,48.99706252,6.624788
364,31.63006308,6.581805
365,23.54904951,17.2305
366,35.3111787,7.450275
367,56.2279732,7.878678
368,22.64696784,3.937418
369,29.23211528,9.352216
370,28.18995029,5.470066
371,29.59211288,3.501185
372,53.75746774,7.222947
373,32.37902953,6.308858
374,27.37617519,4.280515
375,52.65057324,4.265666
376,53.99818749,1.921406
377,35.20697819,8.347914
378,38.31731166,0.00131584
379,43.0591614,8.384363
380,40.72027364,6.126724
381,29.15246218,4.065914
382,37.86460576,1.189132
383,46.85534357,10.75537
384,46.82902432,14.88733
385,35.73946383,4.279021
386,29.05121459,3.725169
387,30.07115125,6.943738
388,48.70249825,4.926037
389,37.35042495,3.018821
390,42.01113861,6.2665
391,12.04357054,1.911328
392,42.45175882,11.39142
393,41.48048293,4.764908
394,35.3484129,6.308964
395,36.85500357,1.647898
396,40.54017392,6.257378
397,40.92386804,14.33421
398,37.25910871,3.674259
399,43.00018142,1.970625
400,24.97030818,2.639357
401,39.88668087,8.310873
402,45.72969151,3.66095
403,31.13500368,5.251213
404,8.18053204,0.00131228
405,19.4171975,11.49579
406,21.11368526,6.604596
407,47.82359185,9.245495
408,NaN,NaN
409,61.60603266,0.00131893
410,46.9568343,12.72197
411,45.12543229,4.767252
412,39.91453779,3.837649
413,43.76612922,9.090743
414,29.88888089,5.318146
415,31.99225018,9.364867
416,44.12396847,1.035846
417,66.47449995,6.439548
418,37.89375299,1.042191
419,48.80696171,2.110611
420,41.35599696,5.569184
421,41.58013145,8.203557
422,42.909739,8.160536
423,11.03009546,6.517478
424,42.15441612,3.018507
425,46.70109792,3.833868
426,48.65109245,1.766541
427,29.90660648,8.96085
428,44.73441252,10.34661
429,57.72940745,1.351823
430,50.6321363,10.59095
431,49.16970281,2.646357
432,48.86814565,5.021532
433,25.92219414,6.430017
434,54.3461184,0.9864458
435,32.2275948,1.853671
436,25.82272264,3.538684
437,15.59575782,0.6566827
438,50.03475207,4.927712
439,50.01165605,3.241409
440,18.10090426,3.47691
441,29.50282329,7.07052
442,58.75566016,9.889531
443,53.67430316,14.65419
444,64.98000642,8.589952
445,35.56215397,2.641602
446,37.40757014,16.23078
447,15.15988154,3.814704
448,31.81856478,2.976735
449,46.04995597,6.231341
450,17.14163187,4.399459
451,46.41034871,6.475559
452,18.82548435,4.556761
453,18.6856346,1.351866
454,37.10173772,7.360514
455,33.43567149,7.069972
456,24.86492044,6.785034
457,41.61425284,2.098009
458,53.76671507,7.515003
459,49.67923558,5.46927
460,26.78945371,6.045908
461,42.53727192,6.274339
462,65.53435027,7.236805
463,45.18923693,6.363491
464,50.02606287,4.2744
465,62.61846653,3.501236
466,39.6445895,4.264111
467,24.12216371,3.300404
468,32.81126777,5.144217
469,48.94550593,2.313707
470,40.11999145,6.334733
471,52.36459199,6.458925
472,20.82623496,13.38673
473,21.10112973,9.192673
474,63.12656502,14.7808
475,46.36392002,10.67188
476,52.91773308,7.843809
477,55.50437242,2.626234
478,30.40564971,3.731148
479,42.6305351,1.179815
480,45.45524194,5.413828
481,48.81089168,4.687963
482,49.11632508,12.57515
483,44.59489233,0.7368058
484,37.11536527,6.93141
485,48.69375008,1.351468
486,31.07592613,10.93977
487,47.72381507,3.52588
488,27.06801605,9.360023
489,36.13253824,3.351875
490,60.86272575,5.71451
491,53.7516586,1.474173
492,42.5053576,7.148095
493,25.61865574,3.754257
494,53.73064219,3.83419
495,23.85149448,2.081672
496,41.19337123,8.53334
497,38.96274355,3.371733
498,42.75518148,12.94913
499,27.16774555,13.07361
500,37.8063739,3.294063
501,36.09449517,3.660961
502,38.06421067,5.409133
503,39.358844,6.461596
504,42.88952853,8.533326
505,27.49943907,8.977488
506,50.76083018,3.848447
507,39.91798637,12.93596
508,39.12521871,8.161841
509,41.3053194,10.66209
510,43.77446234,4.713529
511,22.5531931,5.585713
512,52.17122292,2.072649
513,49.80343182,10.42607
514,40.67574105,2.651131
515,16.66664343,8.014385
516,26.67078193,4.27635
517,49.97576031,3.99387
518,56.01612626,4.917143
519,39.89383245,10.10997
520,27.73349999,11.81508
521,36.4896954,4.21529
522,26.4628481,1.041549
523,38.06528981,6.436995
524,41.95449286,1.99745
525,32.44640214,10.08538
526,46.47347593,12.3039
527,22.30945852,5.587554
528,48.28836404,5.198709
529,42.88446434,3.282478
530,46.7385465,4.68996
531,16.58372703,0.986486
532,26.79304423,4.256001
533,38.94843747,3.814413
534,45.77932691,1.997471
535,41.12392022,2.32182
536,42.55085693,3.954594
537,40.11502979,1.040364
538,27.01385749,3.849191
539,45.5609331,6.508589
540,29.8999941,3.52577
541,41.10316758,7.05358
542,26.69415284,9.208819
543,46.07674565,3.839045
544,32.75735022,6.786478
545,40.25361598,3.626358
546,44.86607924,0.6561069
547,40.36900154,6.046531
548,40.04420372,8.239922
549,24.92782701,3.753557
550,63.89803163,3.747382
551,47.75233022,4.883501
552,39.92589473,6.258897
553,37.07732029,8.487028
554,28.02109261,2.970731
555,44.21500713,1.677153
556,44.01013853,4.690297
557,45.08172678,3.831851
558,58.69278111,5.480855
559,66.32452019,12.78568
560,24.29433279,10.03639
561,35.60659234,4.275712
562,13.86281366,1.638923
563,26.86002103,2.082803
564,60.53700463,19.03066
565,41.49436848,6.549282
566,45.92274647,5.396713
567,39.37385039,8.292428
568,45.04017042,4.682256
569,38.4278406,12.006
570,41.99583595,4.889892
571,41.23982343,1.1824
572,31.52001518,4.27435
573,42.98678806,5.502609
574,18.67608912,1.674133
575,38.30768306,0.00131589
576,44.25232261,6.057235
577,48.90121643,2.834463
578,36.14241268,6.914957
579,63.16070525,9.19134
580,32.27366915,14.60588
581,58.50932397,2.956468
582,65.4422959,6.26873
583,43.62587919,4.290248
584,75.40385597,16.18925
585,41.56638817,4.605781
586,32.12580542,6.28041
587,33.55886835,3.731048
588,44.9633996,2.080982
589,43.07717358,3.292925
590,39.91786468,5.173166
591,NaN,NaN
592,23.58891842,5.99537
593,55.50300201,2.817278
594,35.36529761,0.6584663
595,61.35306072,8.511118
596,37.87155882,9.103822
597,48.8119187,10.6476
598,32.06001629,7.047001
599,56.68121342,4.556474
600,58.43495367,1.399133
601,69.06113694,11.73053
602,44.77380917,0.3292577
603,25.4456347,14.42312
604,50.82422645,5.654527
605,76.48244721,10.65522
606,39.11227925,5.281353
607,31.43643036,10.44089
608,57.52588669,8.72844
609,36.16294133,3.954035
610,49.68251549,3.43263
611,44.52182779,4.743897
612,30.58307053,6.362665
613,43.73796758,4.828802
614,44.02955114,2.801047
615,78.45285048,9.465715
616,23.65989205,9.220237
617,48.06679093,6.374277
618,46.08358585,4.859334
619,13.6041553,6.894922
620,27.16169955,0.9870565
621,37.16053451,5.136414
622,24.94934211,7.003325
623,35.73788802,10.02015
624,42.22909252,14.38232
625,31.07822671,2.814971
626,29.84888236,7.881203
627,46.67286399,13.66386
628,32.64960288,8.837678
629,36.54514346,15.69967
630,48.49297663,4.826213
631,18.57279545,4.569516
632,37.03933898,5.438645
633,34.97333417,5.118396
634,25.83374313,2.651111
635,34.7173407,1.864331
636,41.58796001,18.39909
637,54.39800623,7.530304
638,47.46973613,5.915491
639,42.43290328,7.020448
640,46.57099385,2.313636
641,17.01088192,2.395836
642,58.62582017,1.041466
643,36.97926588,1.672019
644,40.10063391,3.725939
645,51.35267486,8.169958
646,22.93456339,0.9847465
647,31.98320641,1.648297
648,52.28232553,8.582696
649,36.94017973,3.831962
650,47.48484646,5.392135
651,33.1857384,7.069685
652,48.20111578,10.08714
653,29.52297871,4.390497
654,21.62522008,8.183406
655,39.89302897,3.03123
656,41.08397113,0.9322119
657,57.36975778,3.964729
658,46.73062193,5.198669
659,42.14435386,6.057062
660,44.92477802,4.579062
661,43.98646919,5.850438
662,54.46227293,11.31664
663,43.13060691,1.464274
664,54.58241184,4.781744
665,39.49297612,2.376133
666,41.43621692,19.36084
667,57.58165208,17.81571
668,44.97634396,7.572928
669,47.97255541,11.28023
670,24.30669296,1.647918
671,13.60063825,3.98683
672,41.55240062,3.974009
673,40.72422741,5.165003
674,45.18173015,9.865025
675,37.39485824,2.110885
676,45.36745929,9.695499
677,44.05366061,5.022187
678,30.90819795,5.257452
679,60.05876081,12.76321
680,52.83489373,8.811185
681,34.66041383,1.636463
682,44.08407976,8.291668
683,69.37839501,31.90964
684,52.34757255,5.136389
685,39.31872509,6.828615
686,49.02729747,13.86652
687,31.39704545,1.997579
688,43.21742057,11.47298
689,42.44910949,5.662584
690,81.23525618,17.74006
691,46.19207424,6.919787
692,46.17343764,7.197003
693,45.61252791,1.648329
694,47.74957338,1.864359
695,20.97759396,5.252472
696,37.65581527,3.680059
697,37.01225643,7.665082
698,12.81127173,2.94495
699,34.2983242,3.661162
700,31.88680489,9.710566
701,49.77531743,9.92824
702,43.66323097,7.768954
703,22.8112758,6.522292
704,54.42502771,1.182328
705,36.26807032,3.500587
706,44.96314809,1.036181
707,48.36342847,18.50561
708,24.70105895,3.342545
709,43.02479039,0.4619683
710,71.45285436,4.916578
711,15.57868577,3.749297
712,28.61633463,7.447738
713,45.67507218,4.309609
714,39.1908454,4.01841
715,17.74238656,8.51096
716,22.00138144,15.39981
717,17.92986318,5.849699
718,67.31356611,11.27734
719,30.26809107,0.0013151
720,40.64174191,4.68216
721,44.7386308,11.07198
722,34.28626967,2.57387
723,52.4560192,8.800237
724,40.70604256,4.646777
725,41.82605812,8.165943
726,11.73938063,4.253924
727,40.79102173,7.447735
728,57.86007582,10.40216
729,32.88952297,7.420221
730,41.88402304,3.99393
731,42.2053978,7.519962
732,5.81940563,10.77814
733,51.86548078,6.784248
734,41.84312087,3.749273
735,32.57086538,3.73111
736,23.75663648,4.470502
737,42.6014487,5.483251
738,43.19948024,12.05181
739,35.88363205,11.06209
740,23.91151104,3.301054
741,40.21088735,7.89073
742,22.20590374,4.675551
743,44.79400492,5.928009
744,50.23142829,0.9847465
745,46.9365386,5.007527
746,35.82372079,6.914783
747,25.40594998,0.3280612
748,58.20684686,6.004966
749,38.37991089,6.868207
750,27.19374585,1.920688
751,37.31051144,0.9277551
752,55.96940218,5.813593
753,43.30101927,3.848459
754,26.79189404,5.315658
755,43.08364712,4.955586
756,52.17221244,6.266486
757,23.53178358,3.974788
758,35.96345914,7.192071
759,38.62740276,2.644391
760,21.23144481,6.555579
761,43.09086265,4.311699
762,40.66926366,6.257892
763,41.33463286,2.199162
764,41.87995145,5.437796
765,49.11796419,2.654755
766,42.54308594,11.18228
767,42.38402738,5.2446
768,19.22510109,2.778614
769,44.18471403,7.4396
770,65.33346446,16.67091
771,16.84454479,1.351904
772,43.66892363,7.464593
773,33.62552816,2.39577
774,42.822958,2.49678
775,20.65434592,3.725157
776,59.31742128,2.655527
777,35.33075499,6.110224
778,43.94496441,3.611648
779,36.58115497,0.9329917
780,40.478425,6.604314
781,47.49202101,4.889904
782,54.33148648,6.277836
783,38.62277663,1.678549
784,21.92308366,4.556462
785,33.6728616,1.911294
786,36.76752712,3.433291
787,42.34291987,5.283642
788,44.75347885,2.109834
789,36.44567134,4.606538
790,41.75260263,2.573883
791,40.09411027,3.284155
792,15.83302355,5.89087
793,23.7465623,7.059832
794,26.84421754,6.473451
795,18.30756074,3.949773
796,61.54438597,13.58675
797,51.03560609,10.39978
798,39.61404662,6.975422
799,21.0239137,6.602456
800,38.83090899,5.009467
801,22.0328938,8.147511
802,66.4025083,9.016338
803,30.92042418,3.748072
804,52.40732112,2.082811
805,25.34926451,1.672372
806,46.99196316,0.4619722
807,37.9185317,5.145
808,47.80658342,15.7725
809,30.35627544,2.209594
810,26.86512627,1.677871
811,27.73858874,5.469337
812,51.01645575,4.541959
813,28.18890174,2.834072
814,41.82165597,7.619033
815,44.62563226,2.321774
816,-5.86913623,NaN
817,36.5530378,10.40949
818,52.27868456,6.974847
819,52.22489721,8.377608
820,39.13847482,8.873526
821,71.02851895,2.811083
822,49.10020604,3.997242
823,22.95632459,3.342468
824,58.88634991,9.769956
825,58.67777539,2.928088
826,31.94296012,5.73385
827,39.12548943,1.035781
828,44.84391402,9.69192
829,54.12873124,13.55738
830,27.96063177,5.116216
831,34.30111011,4.264049
832,31.0993923,5.136661
833,24.17568813,4.214756
834,34.84185048,15.26104
835,39.76068488,4.278912
836,60.97876564,7.663426
837,41.78581105,3.018575
838,48.1871669,4.890513
839,53.04262916,5.728885
840,46.94422097,0.4667603
841,48.32933444,3.561264
842,18.51178082,1.466895
843,46.77538389,3.963922
844,17.49622994,13.5463
845,45.98746215,4.641163
846,41.02694897,3.120893
847,24.03714134,2.082066
848,25.79206751,1.182457
849,27.44387194,6.134326
850,46.01802746,3.122026
851,27.83816967,6.166919
852,42.42960365,8.109377
853,33.91854716,16.11752
854,42.03785601,5.850425
855,45.9777302,5.396737
856,68.46352345,6.126048
857,43.06599442,7.385014
858,21.92237757,5.844091
859,10.52310569,0.00131351
860,29.1333183,5.268453
861,25.96000048,3.501407
862,53.49108396,9.461752
863,51.95135393,18.44273
864,29.1479286,16.28511
865,47.87409907,2.097994
866,58.51256086,5.244828
867,44.91841111,10.27774
868,28.06975293,17.40683
869,22.83671544,6.27772
870,35.38597563,0.00131412
871,40.50594867,7.599592
872,60.12037466,5.315656
873,48.36598196,4.475529
874,49.68735565,9.17015
875,41.16012387,4.017986
876,50.10167908,7.324233
877,27.43928479,6.227684
878,30.25290382,4.701214
879,37.35643233,5.776738
880,42.11988728,7.476362
881,32.6493838,10.0525
882,57.49217495,13.56663
883,29.80244689,6.250374
884,48.03954891,6.870053
885,26.46756132,5.2559
886,71.50435609,6.306538
887,33.27273382,1.674592
888,29.83377983,5.287649
889,31.68746108,5.578883
890,67.09322583,4.682589
891,42.00523017,9.806756
892,54.16953483,11.0815
893,49.88325926,6.573903
894,38.04721479,14.60156
895,29.26590582,5.84251
896,56.08242745,2.555666
897,23.59157627,7.769525
898,52.1652797,8.294095
899,39.90481852,0.6561038
900,37.91260204,27.3834
901,53.7034382,2.494045
902,49.85269709,5.278989
903,58.53993075,4.743626
904,25.08631498,4.857255
905,52.64485845,2.92814
906,36.49718072,7.029616
907,38.84837159,2.944973
908,30.81575256,9.463257
909,12.08938276,2.081057
910,44.02643361,2.319784
911,10.4368618,9.999685
912,13.99338248,4.122565
913,39.29601804,5.315671
914,25.56208091,4.578078
915,23.69477627,5.307594
916,41.79037482,3.109891
917,53.48018275,3.609549
918,38.42515605,5.329518
919,30.59359191,11.31213
920,41.61056335,4.767094
921,26.72702378,3.837643
922,84.15277101,11.54789
923,44.10496456,0.9322392
924,53.51490168,1.971943
925,54.26466115,5.501892
926,44.34659326,0.7342787
927,37.67767036,9.414009
928,44.91548339,0.00131891
929,32.53801267,3.81461
930,21.12031293,4.475894
931,43.40764727,1.970002
932,49.83429461,8.402297
933,48.12747167,2.954163
934,35.80309671,4.371174
935,14.21217669,0.00131414
936,41.01920823,1.921279
937,45.75518364,1.970589
938,47.90488905,2.095444
939,51.00933419,11.45259
940,59.49788898,4.925387
941,46.74124952,2.095399
942,41.10195793,7.361484
943,21.997168,6.914009
944,16.97086742,1.466593
945,39.09443996,8.645885
946,35.83185234,6.057813
947,33.39473522,18.25763
948,49.71176045,1.313812
949,49.8480377,3.544272
950,44.47714109,4.262915
951,47.7391793,2.375335
952,46.98771811,2.074539
953,42.30108676,3.36908
954,41.7781376,5.927686
955,51.79354804,3.037713
956,26.88378451,0.6561489
957,27.39991101,1.182578
958,38.09451691,5.900676
959,37.96044754,8.808836
960,25.93845491,7.485198
961,51.70268356,2.199076
962,34.69123588,4.265823
963,20.55019933,8.145734
964,12.38862545,5.603089
965,44.67036246,4.883528
966,14.80793783,3.622146
967,42.86355032,5.705995
968,34.60335916,7.579402
969,37.71285042,3.271256
970,40.57243383,1.464489
971,46.42884456,2.209489
972,33.21997043,9.521014
973,42.65366374,5.576127
974,22.78384264,5.411114
975,60.25284922,6.944777
976,41.23635627,4.14323
977,43.45856198,2.956055
978,44.9122724,2.29824
979,44.64298025,5.890856
980,54.80977725,35.08379
981,41.04899601,3.28183
982,35.17010755,8.811281
983,56.91368918,2.646441
984,43.68291938,2.387948
985,23.36227978,9.016177
986,54.12357947,4.883451
987,45.22328806,9.592516
988,40.43031862,4.568769
989,45.88474073,5.08112
990,37.45774391,6.045462
991,18.65826205,2.944855
992,27.92329116,8.592689
993,24.02488544,7.095282
994,28.99239152,7.26405
995,44.8557641,2.110604
996,0.86067028,4.684891
997,51.32366731,6.045207
998,31.54409948,1.464486
999,40.08333892,2.082805
1000,25.06063357,6.126144
1001,39.32220303,1.388287
1002,40.331951,5.144282
1003,50.13250081,2.834046
1004,42.59458725,6.019729
1005,15.60195504,2.834445
1006,39.43536022,12.30214
1007,66.08474809,2.001573
1008,34.28940313,4.927628
1009,50.29007479,4.828812
1010,35.161863,3.833872
1011,55.92335779,5.25257
1012,50.8326174,0.4645045
1013,44.98395759,4.370919
1014,65.45107477,8.579156
1015,39.18202694,11.70305
1016,10.68172511,0.00131366
1017,32.00854977,7.191315
1018,38.45447088,8.052172
1019,26.37651276,1.672368
1020,34.60382351,8.752872
1021,68.22952419,7.893504
1022,38.82965536,12.84596
1023,17.48338228,1.920628
1024,24.54093838,1.315001
1025,30.93714933,0.3275352
1026,55.50615861,5.887859
1027,40.27632382,5.199104
1028,44.59913684,6.461565
1029,42.05709282,2.095518
1030,28.40466411,5.580276
1031,55.70624428,3.109946
1032,42.15603684,5.437967
1033,52.18314655,5.279345
1034,43.47549471,7.201747
1035,43.11570956,2.712147
1036,29.17074027,7.584363
1037,43.4483738,6.312995
1038,45.72184433,2.712827
1039,13.10659044,8.084398
1040,44.41112913,3.699583
1041,22.85984591,1.921239
1042,26.5048011,5.708305
1043,43.08182914,2.815017
1044,35.12371517,2.506603
1045,29.62080748,10.09077
1046,29.25829107,9.64022
1047,32.80336607,3.753809
1048,65.02886102,3.479014
1049,48.21815582,0.6566753
1050,40.50560839,10.07424
1051,44.01516079,1.313281
1052,46.83829077,5.255711
1053,22.14915663,8.906654
1054,51.31424642,6.045318
1055,25.72882474,4.274877
1056,19.00716962,2.362807
1057,53.56026991,9.207012
1058,37.55635959,5.729658
1059,39.10375728,9.184664
1060,49.30442906,2.095488
1061,44.62529334,2.834465
1062,9.98017151,7.578579
1063,62.17113591,4.475133
1064,22.16011225,11.06022
