,X,Y,tdx12_Araca,tdx30_Araca,srtm30_Araca,srtm30_wgs84_Araca,aster30_Araca,aster30_wgs84_Araca,aw3d30_Araca,aw3d30_wgs84_Araca
793,43.4126218,-63.75409335,0.26677809,0.26673922,0.26673922,0.26673922,0.26673922,0.26673922,0.266804,0.266804
794,NaN,-63.31303674,0.00279628,0.00271342,0.00271342,0.00271342,0.00271342,0.00271342,0.00285152,0.00285152
795,1237.22906581,-63.37790022,0.94319151,0.94326537,0.94326537,0.94326537,0.94326537,0.94326537,0.94314227,0.94314227
796,65.2770928,-63.81856319,0.74379939,0.74384001,0.74384001,0.74384001,0.74384001,0.74384001,0.7437723,0.7437723
797,NaN,-63.20383743,0.74351063,0.74355121,0.74355121,0.74355121,0.74355121,0.74355121,0.74348357,0.74348357
798,39.38619627,-63.29179503,0.25621088,0.25617026,0.25617026,0.25617026,0.25617026,0.25617026,0.25623797,0.25623797
799,56.67909013,-63.82543533,0.12180384,0.12174082,0.12174082,0.12174082,0.12174082,0.12174082,0.12184586,0.12184586
800,103.81834028,-63.16105093,0.87037996,0.87044169,0.87044169,0.87044169,0.87044169,0.87044169,0.87033882,0.87033882
801,NaN,-63.27781348,0.97953122,0.97961113,0.97961113,0.97961113,0.97961113,0.97961113,0.97947794,0.97947794
802,59.1267754,-63.72086518,0.61990548,0.61992547,0.61992547,0.61992547,0.61992547,0.61992547,0.61989216,0.61989216
803,54.57871144,-63.79029455,0.14576971,0.14571068,0.14571068,0.14571068,0.14571068,0.14571068,0.14580906,0.14580906
804,78.18241624,-63.81673774,0.90809998,0.90816799,0.90816799,0.90816799,0.90816799,0.90816799,0.90805464,0.90805464
805,1081.27337777,-63.40908585,0.98723931,0.98732051,0.98732051,0.98732051,0.98732051,0.98732051,0.98718518,0.98718518
806,38.8685598,-63.073171,0.36937461,0.36935284,0.36935284,0.36935284,0.36935284,0.36935284,0.36938912,0.36938912
807,458.87228509,-63.16911202,0.78327387,0.78332108,0.78332108,0.78332108,0.78332108,0.78332108,0.7832424,0.7832424
808,78.5262619,-63.93294992,0.76395789,0.76400188,0.76400188,0.76400188,0.76400188,0.76400188,0.76392856,0.76392856
809,53.04565228,-63.55477168,0.12308927,0.12302646,0.12302646,0.12302646,0.12302646,0.12302646,0.12313115,0.12313115
810,NaN,-63.19159689,0.9230294,0.9230999,0.9230999,0.9230999,0.9230999,0.9230999,0.9229824,0.9229824
811,NaN,-63.73488697,0.2113344,0.2112863,0.2112863,0.2112863,0.2112863,0.2112863,0.21136647,0.21136647
812,41.7637778,-63.53302633,0.52086413,0.52086761,0.52086761,0.52086761,0.52086761,0.52086761,0.52086181,0.52086181
813,65.97424493,-63.70890932,0.85396464,0.85402362,0.85402362,0.85402362,0.85402362,0.85402362,0.85392531,0.85392531
814,85.57044088,-63.99284835,0.92125524,0.92132544,0.92132544,0.92132544,0.92132544,0.92132544,0.92120844,0.92120844
815,NaN,-63.40949745,0.63534816,0.63537072,0.63537072,0.63537072,0.63537072,0.63537072,0.63533312,0.63533312
816,54.78633482,-63.9197446,0.29886573,0.29883221,0.29883221,0.29883221,0.29883221,0.29883221,0.29888807,0.29888807
817,NaN,-63.21843237,0.08682778,0.08675893,0.08675893,0.08675893,0.08675893,0.08675893,0.08687369,0.08687369
818,62.02971512,-63.70141153,0.71815673,0.71819309,0.71819309,0.71819309,0.71819309,0.71819309,0.71813249,0.71813249
819,57.96788415,-63.6548617,0.64111609,0.64113961,0.64113961,0.64113961,0.64113961,0.64113961,0.64110041,0.64110041
820,50.97305693,-63.03434481,0.03238614,0.03230821,0.03230821,0.03230821,0.03230821,0.03230821,0.03243809,0.03243809
821,74.83467612,-63.64840102,0.86957868,0.86964027,0.86964027,0.86964027,0.86964027,0.86964027,0.86953762,0.86953762
822,46.82956959,-63.54279925,0.44030483,0.44029488,0.44029488,0.44029488,0.44029488,0.44029488,0.44031146,0.44031146
823,NaN,-63.42325966,0.23180102,0.23175632,0.23175632,0.23175632,0.23175632,0.23175632,0.23183082,0.23183082
824,51.56168628,-63.87377124,0.4768613,0.47685745,0.47685745,0.47685745,0.47685745,0.47685745,0.47686387,0.47686387
825,63.50545069,-63.46788419,0.75415142,0.75419377,0.75419377,0.75419377,0.75419377,0.75419377,0.75412318,0.75412318
826,57.62848549,-63.92920263,0.5805051,0.58051852,0.58051852,0.58051852,0.58051852,0.58051852,0.58049616,0.58049616
827,NaN,-63.28219665,0.87656293,0.87662569,0.87662569,0.87662569,0.87662569,0.87662569,0.8765211,0.8765211
828,50.61669023,-63.47404575,0.55739457,0.55740413,0.55740413,0.55740413,0.55740413,0.55740413,0.55738819,0.55738819
829,60.89625968,-63.64286183,0.72645111,0.72648885,0.72648885,0.72648885,0.72648885,0.72648885,0.72642595,0.72642595
830,NaN,-63.40393191,0.1576063,0.15754924,0.15754924,0.15754924,0.15754924,0.15754924,0.15764434,0.15764434
831,NaN,-63.35092328,0.86804653,0.86810786,0.86810786,0.86810786,0.86810786,0.86810786,0.86800564,0.86800564
832,53.75494209,-63.84264409,0.07332052,0.07324942,0.07324942,0.07324942,0.07324942,0.07324942,0.07336792,0.07336792
833,60.84104869,-63.98445271,0.45282945,0.45282159,0.45282159,0.45282159,0.45282159,0.45282159,0.45283469,0.45283469
834,71.55177342,-63.93163695,0.71584054,0.7158765,0.7158765,0.7158765,0.7158765,0.7158765,0.71581656,0.71581656
835,80.50487429,-63.95373531,0.88137799,0.88144155,0.88144155,0.88144155,0.88144155,0.88144155,0.88133562,0.88133562
836,44.63777094,-63.86131539,0.31029355,0.31026193,0.31026193,0.31026193,0.31026193,0.31026193,0.31031462,0.31031462
837,35.70811179,-63.01377154,0.44968003,0.44967164,0.44967164,0.44967164,0.44967164,0.44967164,0.44968562,0.44968562
838,NaN,-63.47162755,0.07166006,0.07158868,0.07158868,0.07158868,0.07158868,0.07158868,0.07170765,0.07170765
839,60.72949135,-63.98075191,0.6133448,0.61336369,0.61336369,0.61336369,0.61336369,0.61336369,0.61333221,0.61333221
840,68.65613069,-63.98628515,0.75344388,0.75348611,0.75348611,0.75348611,0.75348611,0.75348611,0.75341572,0.75341572
841,31.14049953,-63.16975572,0.2334721,0.23342769,0.23342769,0.23342769,0.23342769,0.23342769,0.23350171,0.23350171
842,NaN,-63.32842659,0.5205297,0.52053312,0.52053312,0.52053312,0.52053312,0.52053312,0.52052742,0.52052742
843,58.46091269,-63.84317594,0.52472807,0.52473219,0.52473219,0.52473219,0.52473219,0.52473219,0.52472532,0.52472532
844,NaN,-63.30790853,0.47313172,0.47312724,0.47312724,0.47312724,0.47312724,0.47312724,0.4731347,0.4731347
845,NaN,-63.45122904,0.28414497,0.284109,0.284109,0.284109,0.284109,0.284109,0.28416895,0.28416895
846,NaN,-63.19811565,0.73618894,0.7362283,0.7362283,0.7362283,0.7362283,0.7362283,0.7361627,0.7361627
847,NaN,-63.2821142,0.9870331,0.98711426,0.98711426,0.98711426,0.98711426,0.98711426,0.98697899,0.98697899
848,86.63820246,-63.56866404,0.92154905,0.9216193,0.9216193,0.9216193,0.9216193,0.9216193,0.92150222,0.92150222
849,254.31833187,-63.39401348,0.82112503,0.82117854,0.82117854,0.82117854,0.82117854,0.82117854,0.82108935,0.82108935
850,43.7584192,-63.51658247,0.4643762,0.46437027,0.46437027,0.46437027,0.46437027,0.46437027,0.46438016,0.46438016
851,43.5029575,-63.72479244,0.0302496,0.03017132,0.03017132,0.03017132,0.03017132,0.03017132,0.03030179,0.03030179
852,NaN,-63.30834296,0.56448858,0.56449932,0.56449932,0.56449932,0.56449932,0.56449932,0.56448141,0.56448141
853,52.69464774,-63.52966172,0.63939443,0.63941766,0.63941766,0.63941766,0.63941766,0.63941766,0.63937894,0.63937894
854,32.89372448,-63.04633473,0.21446033,0.21441275,0.21441275,0.21441275,0.21441275,0.21441275,0.21449206,0.21449206
855,64.88880755,-63.13822981,0.60546691,0.60548448,0.60548448,0.60548448,0.60548448,0.60548448,0.60545519,0.60545519
856,62.18448061,-63.74921778,0.63072864,0.63075043,0.63075043,0.63075043,0.63075043,0.63075043,0.63071412,0.63071412
857,56.72034781,-63.84284002,0.12315128,0.12308848,0.12308848,0.12308848,0.12308848,0.12308848,0.12319315,0.12319315
858,NaN,-63.22636248,0.9595579,0.95963448,0.95963448,0.95963448,0.95963448,0.95963448,0.95950684,0.95950684
859,35.20433142,-63.58880255,0.00213021,0.00204724,0.00204724,0.00204724,0.00204724,0.00204724,0.00218552,0.00218552
860,33.96929124,-63.0520583,0.1012743,0.10120786,0.10120786,0.10120786,0.10120786,0.10120786,0.1013186,0.1013186
861,66.66239326,-63.974894,0.69960424,0.6996375,0.6996375,0.6996375,0.6996375,0.6996375,0.69958206,0.69958206
862,61.20593354,-63.75324601,0.60831192,0.60832997,0.60832997,0.60832997,0.60832997,0.60832997,0.60829988,0.60829988
863,48.609136,-63.8291681,0.2381465,0.23810286,0.23810286,0.23810286,0.23810286,0.23810286,0.23817559,0.23817559
864,NaN,-63.47567753,0.142339,0.1422794,0.1422794,0.1422794,0.1422794,0.1422794,0.14237874,0.14237874
865,32.77830581,-63.04390605,0.43159272,0.43158132,0.43158132,0.43158132,0.43158132,0.43158132,0.43160032,0.43160032
866,40.17513171,-63.99432352,0.01356399,0.01348293,0.01348293,0.01348293,0.01348293,0.01348293,0.01361804,0.01361804
867,69.6316732,-63.97615077,0.75550008,0.75554266,0.75554266,0.75554266,0.75554266,0.75554266,0.75547169,0.75547169
868,53.73297629,-63.92717652,0.4063674,0.40635179,0.40635179,0.40635179,0.40635179,0.40635179,0.4063778,0.4063778
869,NaN,-63.54570342,0.79582249,0.79587179,0.79587179,0.79587179,0.79587179,0.79587179,0.79578962,0.79578962
870,34.0399726,-63.97263805,0.12145992,0.12139684,0.12139684,0.12139684,0.12139684,0.12139684,0.12150198,0.12150198
871,32.18710612,-63.66069893,0.28187496,0.28183861,0.28183861,0.28183861,0.28183861,0.28183861,0.2818992,0.2818992
872,67.90933076,-63.67553751,0.83803863,0.83809496,0.83809496,0.83809496,0.83809496,0.83809496,0.83800107,0.83800107
873,38.18861931,-63.24177792,0.42805454,0.42804255,0.42804255,0.42804255,0.42804255,0.42804255,0.42806253,0.42806253
874,64.40161911,-63.86033149,0.692595,0.6926271,0.6926271,0.6926271,0.6926271,0.6926271,0.6925736,0.6925736
875,NaN,-63.29207492,0.86295805,0.86301853,0.86301853,0.86301853,0.86301853,0.86301853,0.86291772,0.86291772
876,NaN,-63.25538452,0.82228611,0.82233982,0.82233982,0.82233982,0.82233982,0.82233982,0.82225031,0.82225031
877,37.12883895,-63.65178217,0.34424732,0.34422137,0.34422137,0.34422137,0.34422137,0.34422137,0.34426463,0.34426463
878,64.01565189,-63.70828037,0.77209942,0.77214477,0.77214477,0.77214477,0.77214477,0.77214477,0.77206919,0.77206919
879,NaN,-63.32307145,0.70896598,0.70900081,0.70900081,0.70900081,0.70900081,0.70900081,0.70894277,0.70894277
880,32.95899925,-63.057659,0.13930233,0.13924222,0.13924222,0.13924222,0.13924222,0.13924222,0.13934241,0.13934241
881,71.48869685,-63.46990102,0.7975055,0.79755508,0.79755508,0.79755508,0.79755508,0.79755508,0.79747244,0.79747244
882,69.22858131,-63.79557891,0.73887996,0.73891977,0.73891977,0.73891977,0.73891977,0.73891977,0.73885342,0.73885342
883,360.66004454,-63.59317673,0.98306136,0.98314186,0.98314186,0.98314186,0.98314186,0.98314186,0.98300769,0.98300769
884,47.69884613,-63.89609175,0.34392759,0.34390158,0.34390158,0.34390158,0.34390158,0.34390158,0.34394493,0.34394493
885,49.25417323,-63.18256072,0.08292245,0.08285295,0.08285295,0.08285295,0.08285295,0.08285295,0.08296879,0.08296879
886,57.21772256,-63.75785446,0.60616402,0.60618171,0.60618171,0.60618171,0.60618171,0.60618171,0.60615223,0.60615223
887,NaN,-63.09602344,0.05671648,0.05664261,0.05664261,0.05664261,0.05664261,0.05664261,0.05676573,0.05676573
888,NaN,-63.16851018,0.89038865,0.89045371,0.89045371,0.89045371,0.89045371,0.89045371,0.89034528,0.89034528
889,57.49752104,-63.44311028,0.66278707,0.6628142,0.6628142,0.6628142,0.6628142,0.6628142,0.66276899,0.66276899
890,33.93580897,-63.03760489,0.10745072,0.1073853,0.1073853,0.1073853,0.1073853,0.1073853,0.10749433,0.10749433
891,NaN,-63.42181852,0.15658079,0.15652356,0.15652356,0.15652356,0.15652356,0.15652356,0.15661895,0.15661895
892,69.9412798,-63.67539891,0.77647887,0.77652495,0.77652495,0.77652495,0.77652495,0.77652495,0.77644816,0.77644816
893,41.6418193,-63.4676395,0.48287059,0.48286773,0.48286773,0.48286773,0.48286773,0.48286773,0.48287249,0.48287249
894,43.94643912,-63.16641116,0.60634145,0.60635917,0.60635917,0.60635917,0.60635917,0.60635917,0.60632964,0.60632964
895,52.92476802,-63.89230014,0.00791348,0.00783147,0.00783147,0.00783147,0.00783147,0.00783147,0.00796815,0.00796815
896,43.73836085,-63.89930026,0.29618854,0.29615457,0.29615457,0.29615457,0.29615457,0.29615457,0.29621118,0.29621118
897,54.3628012,-63.26221441,0.18574418,0.18569181,0.18569181,0.18569181,0.18569181,0.18569181,0.18577909,0.18577909
898,NaN,-63.64600787,0.68986951,0.68990115,0.68990115,0.68990115,0.68990115,0.68990115,0.68984842,0.68984842
899,NaN,-63.18451959,0.85037542,0.85043381,0.85043381,0.85043381,0.85043381,0.85043381,0.85033649,0.85033649
900,110.75163414,-63.63154621,0.96235166,0.96242871,0.96242871,0.96242871,0.96242871,0.96242871,0.96230029,0.96230029
901,58.39928706,-63.82961347,0.57531633,0.57532889,0.57532889,0.57532889,0.57532889,0.57532889,0.57530797,0.57530797
902,NaN,-63.43517332,0.41637588,0.41636194,0.41636194,0.41636194,0.41636194,0.41636194,0.41638517,0.41638517
903,NaN,-63.35168834,0.55994555,0.55995554,0.55995554,0.55995554,0.55995554,0.55995554,0.55993889,0.55993889
904,NaN,-63.4107744,0.00023345,0.00015017,0.00015017,0.00015017,0.00015017,0.00015017,0.00028898,0.00028898
905,NaN,-63.38411447,0.52683944,0.52684391,0.52684391,0.52684391,0.52684391,0.52684391,0.52683646,0.52683646
906,30.27982126,-63.1989864,0.09801236,0.09794537,0.09794537,0.09794537,0.09794537,0.09794537,0.09805702,0.09805702
907,NaN,-63.33762737,0.08398504,0.08391571,0.08391571,0.08391571,0.08391571,0.08391571,0.08403126,0.08403126
908,33.48721363,-63.82339294,0.40641704,0.40640145,0.40640145,0.40640145,0.40640145,0.40640145,0.40642744,0.40642744
909,50.748106,-63.82386363,0.01950067,0.0194206,0.0194206,0.0194206,0.0194206,0.0194206,0.01955406,0.01955406
910,55.70294484,-63.94732318,0.52943766,0.52944257,0.52944257,0.52944257,0.52944257,0.52944257,0.52943439,0.52943439
911,69.17080971,-63.76104774,0.70235873,0.70239246,0.70239246,0.70239246,0.70239246,0.70239246,0.70233625,0.70233625
912,NaN,-63.43169345,0.20850114,0.20845257,0.20845257,0.20845257,0.20845257,0.20845257,0.20853353,0.20853353
913,1252.21447257,-63.36658168,0.92344783,0.92351839,0.92351839,0.92351839,0.92351839,0.92351839,0.92340078,0.92340078
914,34.23755031,-63.62603885,0.07937702,0.07930693,0.07930693,0.07930693,0.07930693,0.07930693,0.07942375,0.07942375
915,23.4530585,-63.25389015,0.00858379,0.00850189,0.00850189,0.00850189,0.00850189,0.00850189,0.00863838,0.00863838
916,75.50871291,-63.92211246,0.7514739,0.75151581,0.75151581,0.75151581,0.75151581,0.75151581,0.75144597,0.75144597
917,43.14019379,-63.98742839,0.03654698,0.03646974,0.03646974,0.03646974,0.03646974,0.03646974,0.03659847,0.03659847
918,74.16101761,-63.75698433,0.70440755,0.70444162,0.70444162,0.70444162,0.70444162,0.70444162,0.70438484,0.70438484
919,358.46353559,-63.48304847,0.90832425,0.90839229,0.90839229,0.90839229,0.90839229,0.90839229,0.90827888,0.90827888
920,NaN,-63.0950306,0.94419502,0.94426904,0.94426904,0.94426904,0.94426904,0.94426904,0.94414567,0.94414567
921,91.58451981,-63.54623313,0.93408181,0.93415415,0.93415415,0.93415415,0.93415415,0.93415415,0.93403358,0.93403358
922,72.9550112,-63.71609828,0.91995557,0.92002555,0.92002555,0.92002555,0.92002555,0.92002555,0.91990891,0.91990891
923,33.95590347,-63.09765955,0.29711968,0.29708587,0.29708587,0.29708587,0.29708587,0.29708587,0.29714222,0.29714222
924,46.17678585,-63.99866994,0.0263299,0.02625097,0.02625097,0.02625097,0.02625097,0.02625097,0.02638253,0.02638253
925,74.04228415,-63.74035708,0.85557098,0.85563023,0.85563023,0.85563023,0.85563023,0.85563023,0.85553147,0.85553147
926,34.03723769,-63.540928,0.087582,0.08751327,0.08751327,0.08751327,0.08751327,0.08751327,0.08762782,0.08762782
927,81.37884189,-63.82729996,0.60158113,0.60159806,0.60159806,0.60159806,0.60159806,0.60159806,0.60156985,0.60156985
928,50.59584721,-63.90267465,0.53160961,0.53161488,0.53161488,0.53161488,0.53161488,0.53161488,0.5316061,0.5316061
929,NaN,-63.05140839,0.89901404,0.89908054,0.89908054,0.89908054,0.89908054,0.89908054,0.89896971,0.89896971
930,51.77601295,-63.85307371,0.07971017,0.07964013,0.07964013,0.07964013,0.07964013,0.07964013,0.07975687,0.07975687
931,NaN,-63.33430273,0.6776146,0.6776442,0.6776442,0.6776442,0.6776442,0.6776442,0.67759487,0.67759487
932,33.50501833,-63.83078266,0.40521878,0.40520299,0.40520299,0.40520299,0.40520299,0.40520299,0.40522931,0.40522931
933,55.80521455,-63.99798654,0.55828918,0.55829889,0.55829889,0.55829889,0.55829889,0.55829889,0.5582827,0.5582827
934,80.78548944,-63.13460434,0.82255991,0.82261367,0.82261367,0.82261367,0.82261367,0.82261367,0.82252408,0.82252408
935,53.86629184,-63.8922831,0.08742642,0.08735767,0.08735767,0.08735767,0.08735767,0.08735767,0.08747226,0.08747226
936,33.88209315,-63.0549376,0.26964189,0.2696035,0.2696035,0.2696035,0.2696035,0.2696035,0.26966748,0.26966748
937,NaN,-63.38856394,0.39214435,0.39212638,0.39212638,0.39212638,0.39212638,0.39212638,0.39215634,0.39215634
938,35.78797411,-63.0122147,0.28178261,0.28174625,0.28174625,0.28174625,0.28174625,0.28174625,0.28180686,0.28180686
939,73.81750435,-63.64100549,0.87160683,0.87166875,0.87166875,0.87166875,0.87166875,0.87166875,0.87156554,0.87156554
940,53.18493727,-63.68294569,0.36896626,0.36894442,0.36894442,0.36894442,0.36894442,0.36894442,0.36898082,0.36898082
941,NaN,-63.06137122,0.666439,0.66646673,0.66646673,0.66646673,0.66646673,0.66646673,0.66642051,0.66642051
942,69.89110155,-63.66491913,0.82869632,0.8287511,0.8287511,0.8287511,0.8287511,0.8287511,0.82865981,0.82865981
943,53.65281692,-63.84497406,0.22846985,0.2284246,0.2284246,0.2284246,0.2284246,0.2284246,0.22850001,0.22850001
944,NaN,-63.24542185,0.95702121,0.95709737,0.95709737,0.95709737,0.95709737,0.95709737,0.95697043,0.95697043
945,NaN,-63.27146632,0.88205645,0.88212012,0.88212012,0.88212012,0.88212012,0.88212012,0.88201401,0.88201401
946,34.73350019,-63.00091122,0.34430956,0.34428362,0.34428362,0.34428362,0.34428362,0.34428362,0.34432686,0.34432686
947,46.04941511,-63.97149945,0.10469433,0.10462846,0.10462846,0.10462846,0.10462846,0.10462846,0.10473825,0.10473825
948,61.42048413,-63.86173857,0.66579327,0.6658209,0.6658209,0.6658209,0.6658209,0.6658209,0.66577485,0.66577485
949,43.61197821,-63.45563592,0.49049008,0.4904885,0.4904885,0.4904885,0.4904885,0.4904885,0.49049114,0.49049114
950,66.25006726,-63.85174688,0.92606053,0.92613153,0.92613153,0.92613153,0.92613153,0.92613153,0.92601319,0.92601319
951,NaN,-63.38727481,0.40937258,0.40935747,0.40935747,0.40935747,0.40935747,0.40935747,0.40938264,0.40938264
952,NaN,-63.10481043,0.48179884,0.4817958,0.4817958,0.4817958,0.4817958,0.4817958,0.48180086,0.48180086
953,1103.23110054,-63.38687927,0.97936058,0.97944047,0.97944047,0.97944047,0.97944047,0.97944047,0.97930733,0.97930733
954,NaN,-63.34648623,0.21521749,0.21517003,0.21517003,0.21517003,0.21517003,0.21517003,0.21524913,0.21524913
955,NaN,-63.35634774,0.22841546,0.2283702,0.2283702,0.2283702,0.2283702,0.2283702,0.22844563,0.22844563
956,NaN,-63.41601125,0.30846595,0.30843403,0.30843403,0.30843403,0.30843403,0.30843403,0.30848723,0.30848723
957,47.08589217,-63.58230962,0.15784498,0.15778796,0.15778796,0.15778796,0.15778796,0.15778796,0.15788299,0.15788299
958,44.83962037,-63.57849182,0.56609343,0.56610444,0.56610444,0.56610444,0.56610444,0.56610444,0.56608608,0.56608608
959,55.61895793,-63.7843419,0.06676035,0.06668815,0.06668815,0.06668815,0.06668815,0.06668815,0.06680848,0.06680848
960,56.59770213,-63.77890108,0.07906062,0.07899047,0.07899047,0.07899047,0.07899047,0.07899047,0.07910739,0.07910739
961,NaN,-63.40860374,0.53039881,0.53040387,0.53040387,0.53040387,0.53040387,0.53040387,0.53039543,0.53039543
962,NaN,-63.12123356,0.92352229,0.92359287,0.92359287,0.92359287,0.92359287,0.92359287,0.92347524,0.92347524
963,41.23097231,-63.69327523,0.33172841,0.33170037,0.33170037,0.33170037,0.33170037,0.33170037,0.3317471,0.3317471
964,NaN,-63.13768064,0.03755468,0.03747761,0.03747761,0.03747761,0.03747761,0.03747761,0.03760606,0.03760606
965,NaN,-63.34173782,0.3494419,0.34941681,0.34941681,0.34941681,0.34941681,0.34941681,0.34945863,0.34945863
966,NaN,-63.32907805,0.11267614,0.11261159,0.11261159,0.11261159,0.11261159,0.11261159,0.11271917,0.11271917
967,34.52427453,-63.79963148,0.25971901,0.25967897,0.25967897,0.25967897,0.25967897,0.25967897,0.25974571,0.25974571
968,33.27647222,-63.64671321,0.09320428,0.09313649,0.09313649,0.09313649,0.09313649,0.09313649,0.09324947,0.09324947
969,47.39077971,-63.78364424,0.41275567,0.41274113,0.41274113,0.41274113,0.41274113,0.41274113,0.41276536,0.41276536
970,NaN,-63.35139924,0.51545898,0.51546156,0.51546156,0.51546156,0.51546156,0.51546156,0.51545726,0.51545726
971,NaN,-63.29863103,0.53323353,0.53323907,0.53323907,0.53323907,0.53323907,0.53323907,0.53322984,0.53322984
972,50.92132446,-63.5237517,0.20940574,0.20935732,0.20935732,0.20935732,0.20935732,0.20935732,0.20943803,0.20943803
973,47.41577162,-63.2654597,0.10816198,0.10809669,0.10809669,0.10809669,0.10809669,0.10809669,0.10820552,0.10820552
974,85.6235557,-63.55457108,0.88976668,0.88983163,0.88983163,0.88983163,0.88983163,0.88983163,0.88972337,0.88972337
975,57.09206199,-63.1949555,0.42507784,0.42506536,0.42506536,0.42506536,0.42506536,0.42506536,0.42508617,0.42508617
976,43.88850913,-63.9237544,0.1640108,0.16395481,0.16395481,0.16395481,0.16395481,0.16395481,0.16404813,0.16404813
977,56.14025215,-63.61993853,0.20710173,0.20705292,0.20705292,0.20705292,0.20705292,0.20705292,0.20713427,0.20713427
978,42.6686128,-63.48199948,0.49155017,0.49154876,0.49154876,0.49154876,0.49154876,0.49154876,0.49155111,0.49155111
979,NaN,-63.35142248,0.42002235,0.42000902,0.42000902,0.42000902,0.42000902,0.42000902,0.42003124,0.42003124
980,100.65822848,-63.58380986,0.94572543,0.9457997,0.9457997,0.9457997,0.9457997,0.9457997,0.94567591,0.94567591
981,58.95266383,-63.17597591,0.63492889,0.63495137,0.63495137,0.63495137,0.63495137,0.63495137,0.6349139,0.6349139
982,NaN,-63.46720267,0.08057735,0.08050745,0.08050745,0.08050745,0.08050745,0.08050745,0.08062394,0.08062394
983,NaN,-63.11107004,0.60106335,0.60108019,0.60108019,0.60108019,0.60108019,0.60108019,0.60105212,0.60105212
984,61.39506533,-63.85354076,0.67658254,0.67661197,0.67661197,0.67661197,0.67661197,0.67661197,0.67656292,0.67656292
985,1105.27807912,-63.40450215,0.95658984,0.95666593,0.95666593,0.95666593,0.95666593,0.95666593,0.95653911,0.95653911
986,61.9039942,-63.6633139,0.79670974,0.79675918,0.79675918,0.79675918,0.79675918,0.79675918,0.79667677,0.79667677
987,34.9314983,-63.56546127,0.34863531,0.34861008,0.34861008,0.34861008,0.34861008,0.34861008,0.34865212,0.34865212
988,NaN,-63.31961459,0.60009383,0.60011051,0.60011051,0.60011051,0.60011051,0.60011051,0.60008271,0.60008271
989,131.59940222,-63.96262131,0.75642664,0.75646937,0.75646937,0.75646937,0.75646937,0.75646937,0.75639815,0.75639815
990,NaN,-63.16289179,0.02767558,0.02759687,0.02759687,0.02759687,0.02759687,0.02759687,0.02772805,0.02772805
991,53.33221628,-63.64529377,0.00719674,0.00711461,0.00711461,0.00711461,0.00711461,0.00711461,0.00725149,0.00725149
992,NaN,-63.36722365,0.08157383,0.0815041,0.0815041,0.0815041,0.0815041,0.0815041,0.08162031,0.08162031
993,NaN,-63.27400307,0.97776835,0.97784797,0.97784797,0.97784797,0.97784797,0.97784797,0.97771527,0.97771527
994,NaN,-63.38758807,0.05355999,0.0534856,0.0534856,0.0534856,0.0534856,0.0534856,0.05360959,0.05360959
995,48.62436564,-63.47301422,0.53795419,0.53796051,0.53796051,0.53796051,0.53796051,0.53796051,0.53794997,0.53794997
996,NaN,-63.36455626,0.16148719,0.16143078,0.16143078,0.16143078,0.16143078,0.16143078,0.1615248,0.1615248
997,168.07471898,-63.72729656,0.74106272,0.74110289,0.74110289,0.74110289,0.74110289,0.74110289,0.74103594,0.74103594
998,NaN,-63.34542428,0.53339432,0.53339989,0.53339989,0.53339989,0.53339989,0.53339989,0.53339061,0.53339061
999,NaN,-63.28738085,0.94551175,0.945586,0.945586,0.945586,0.945586,0.945586,0.94546226,0.94546226
1000,NaN,-63.48668275,0.30444839,0.3044158,0.3044158,0.3044158,0.3044158,0.3044158,0.30447011,0.30447011
1001,NaN,-63.14669593,0.16366128,0.16360523,0.16360523,0.16360523,0.16360523,0.16360523,0.16369865,0.16369865
1002,42.16295912,-63.23592449,0.45476045,0.45475291,0.45475291,0.45475291,0.45475291,0.45475291,0.45476547,0.45476547
1003,47.87389607,-63.5949524,0.5692796,0.56929115,0.56929115,0.56929115,0.56929115,0.56929115,0.5692719,0.5692719
1004,38.26767303,-63.65062191,0.11977045,0.11970709,0.11970709,0.11970709,0.11970709,0.11970709,0.11981269,0.11981269
1005,NaN,-63.31260106,0.34438964,0.3443637,0.3443637,0.3443637,0.3443637,0.3443637,0.34440692,0.34440692
1006,NaN,-63.26627459,0.41575774,0.41574371,0.41574371,0.41574371,0.41574371,0.41574371,0.4157671,0.4157671
1007,51.82632382,-63.56334915,0.52917562,0.52918048,0.52918048,0.52918048,0.52918048,0.52918048,0.52917237,0.52917237
1008,NaN,-63.36070343,0.91309419,0.91316303,0.91316303,0.91316303,0.91316303,0.91316303,0.9130483,0.9130483
1009,NaN,-63.20530944,0.40895801,0.40894284,0.40894284,0.40894284,0.40894284,0.40894284,0.40896813,0.40896813
1010,37.03245152,-63.19553663,0.54963773,0.54964601,0.54964601,0.54964601,0.54964601,0.54964601,0.54963222,0.54963222
1011,38.68698856,-63.50774427,0.56201439,0.56202473,0.56202473,0.56202473,0.56202473,0.56202473,0.5620075,0.5620075
1012,12.76331477,-63.06914772,0.5717927,0.57180467,0.57180467,0.57180467,0.57180467,0.57180467,0.57178473,0.57178473
1013,32.86451023,-63.07744928,0.39455933,0.39454176,0.39454176,0.39454176,0.39454176,0.39454176,0.39457104,0.39457104
1014,66.20461738,-63.80362287,0.81454128,0.8145937,0.8145937,0.8145937,0.8145937,0.8145937,0.81450634,0.81450634
1015,NaN,-63.26919134,0.76262554,0.76266931,0.76266931,0.76266931,0.76266931,0.76266931,0.76259637,0.76259637
