,X,Y,srtm30_wgs84-aw3d30_wgs84_abs,srtm30_wgs84-aw3d30_wgs84_color
0,-47.74087693,-22.78546514,2.0,153:153:255
1,-47.32313627,-22.00129988,4.0,51:51:255
2,-47.01007276,-22.49315617,3.0,255:102:102
3,-47.27941309,-22.58257924,1.999454,255:154:154
4,-47.37521394,-22.67229669,2.0005418,152:152:255
5,-47.71115983,-22.47100634,1.00047572,255:204:204
6,-47.96403197,-22.00058147,2.0002237,152:152:255
7,-47.67726494,-22.1490435,5.0,255:0:0
8,-47.84179757,-22.56598962,3.99981895,255:52:52
9,-47.62606468,-22.86826679,1.00012595,203:203:255
10,-47.21396511,-22.39688933,2.00044071,255:153:153
11,-47.52260455,-22.43836379,0.0,255:255:255
12,-47.54288525,-22.50359599,0.99954318,204:204:255
13,-47.22723109,-22.26854332,1.00046052,255:204:204
14,-47.24438428,-22.40455765,0.99985753,255:205:205
15,-47.41835928,-22.29841492,6.0,0:0:255
16,-47.14581055,-22.39149902,0.000134489999937,254:254:255
17,-47.66069461,-22.98604123,3.00011238,101:101:255
18,-47.18745508,-22.60768489,2.99988419,255:103:103
19,-47.21877489,-22.76603854,0.0,255:255:255
20,-47.18317038,-22.19662496,1.00046722,255:204:204
21,-47.18473224,-22.14408934,1.0,204:204:255
22,-47.37863458,-22.98014743,3.0,255:102:102
23,-47.55446968,-22.71944055,2.0,255:153:153
24,-47.07956421,-22.76489205,2.0,255:153:153
25,-47.55209842,-22.94059679,4.00010804,50:50:255
26,-47.25215916,-22.47338353,5.00013659,0:0:255
27,-47.54644464,-22.76072567,0.0,255:255:255
28,-47.8318844,-22.00776555,0.000214600000049,254:254:255
29,-47.73354048,-22.32034236,0.99980827,255:205:205
30,-47.24666655,-22.96649166,1.00007223,203:203:255
31,-47.54584023,-22.31356216,5.99952102,0:0:255
32,-47.8362279,-22.9167168,3.00014021,101:101:255
33,-47.12066354,-22.38814766,0.0,255:255:255
34,-47.97404907,-22.30976376,2.00021132,152:152:255
35,-47.96371262,-22.99458993,2.99985789,255:103:103
36,-47.1576194,-22.63979474,0.000394440000036,254:254:255
37,-47.54290418,-22.37383413,0.99952791,204:204:255
38,-47.10311057,-22.35783928,1.0,204:204:255
39,-47.35483711,-22.03393227,1.0,255:204:204
40,-47.40722432,-22.59749539,4.0,51:51:255
41,-47.39928826,-22.55982045,0.99956514,255:205:205
42,-47.52549322,-22.39876378,17.00016825,0:0:255
43,-47.50969946,-22.00016353,2.0001916,152:152:255
44,-47.21328205,-22.06786964,1.99983535,255:154:154
45,-47.61364109,-22.46446078,25.0,255:0:0
46,-47.19078754,-22.05188842,1.00016367,203:203:255
47,-47.67944511,-22.21406369,2.0,255:153:153
48,-47.54367695,-22.15267868,1.0,204:204:255
49,-47.94171618,-22.53856099,1.00019213,203:203:255
50,-47.04124513,-22.29540278,4.0,51:51:255
51,-47.42153601,-22.41482357,0.0,255:255:255
52,-47.21633001,-22.19484969,0.99984311,255:205:205
53,-47.90691166,-22.86936811,0.000153469999987,254:254:255
54,-47.24896337,-22.26112705,4.0,255:51:51
55,-47.29300442,-22.13904332,2.99983286,255:103:103
56,-47.28426088,-22.27808849,3.0,255:102:102
57,-47.63132935,-22.22676351,0.99981046,255:205:205
58,-47.19906138,-22.72089837,3.999615,255:52:52
59,-47.53915652,-22.56950908,1.9993983,255:154:154
60,-47.4304307,-22.95598167,4.0,255:51:51
61,-47.42125075,-22.45208142,2.0,153:153:255
62,-47.59485042,-22.90949369,2.99988302,255:103:103
63,-47.50590424,-22.7555808,0.000418819999936,254:254:255
