,srtm30_wgs84_RioClaro,srtm30_slope_RioClaro
1808,590.11521955,5.144365
1809,565.00908076,4.87422
1810,589.50044724,5.021264
1811,537.27269485,3.49347
1812,597.7257617,2.782663
1813,515.68098377,3.85148
1814,814.3417373,2.665942
1815,600.51134474,2.443257
1816,927.8918506,11.58251
1817,648.28144057,4.30018
1818,497.18353212,6.352139
1819,644.29455988,4.880446
1820,605.86612056,5.175557
1821,621.8952559,6.046221
1822,674.7352384,3.16863
1823,589.27399288,7.851278
1824,581.11254261,0.7426282
1825,685.1935662,5.744378
1826,848.3477937,2.437456
1827,590.97003019,4.103353
1828,582.03037317,4.883043
1829,756.08633087,2.051199
1830,610.89294022,1.891673
1831,887.19934198,7.667464
1832,622.07769122,3.498035
1833,786.36671922,4.226631
1834,545.76776859,5.390962
1835,537.75813775,6.139624
1836,652.99039341,2.543617
1837,657.55511159,8.436716
1838,570.86132634,4.023016
1839,723.81025476,21.2132
1840,533.17133197,0.3428252
1841,593.56868915,4.182758
1842,619.10386081,5.619263
1843,691.88340746,2.499621
1844,584.54743056,3.077168
1845,704.35336953,2.052175
1846,618.59930341,5.484556
1847,686.9775854,2.438405
1848,576.18067813,1.571493
1849,519.69094656,2.108566
1850,592.75228691,6.531713
1851,570.90012622,3.772629
1852,610.66735368,3.760212
1853,500.30856316,9.159462
1854,802.47953926,4.808165
1855,451.30201255,1.369655
1856,514.19615117,12.97491
1857,491.42019916,10.47178
1858,641.37518546,1.88606
1859,528.03541384,4.251178
1860,814.26460796,5.609921
1861,480.47352285,19.07034
1862,613.8044559,0.7881914
1863,565.76695167,3.171227
1864,627.11760684,2.053892
1865,596.2113973,9.98671
1866,619.56024017,7.944609
1867,680.54567423,10.4531
1868,633.95082783,5.124192
1869,848.67808404,15.99609
1870,463.80109222,6.304167
1871,474.95368529,7.083831
1872,705.48549119,4.935559
1873,567.89990319,6.653529
1874,876.91745816,2.536358
1875,607.35479685,9.821477
1876,499.85021315,6.030309
1877,630.59572993,1.367533
1878,580.75535297,3.43202
1879,620.94225116,1.027807
1880,535.71337522,5.634109
1881,576.76699491,3.01186
1882,783.68714762,6.283851
1883,696.41683691,2.835417
1884,601.55736614,3.041956
1885,596.36076445,3.536257
1886,600.10177257,3.194966
1887,642.05462831,11.78516
1888,687.64913175,0.7858274
1889,569.8350721,4.884852
1890,789.2606259,4.935465
1891,584.65263516,2.84848
1892,607.03591839,4.473174
1893,749.74136271,5.180602
1894,575.0859283,7.139435
1895,576.0818505,8.398691
1896,588.92897632,1.027603
1897,673.14349538,7.138682
1898,639.3726095,3.532228
1899,679.82136101,4.586651
1900,657.61721308,3.74848
1901,515.54205398,4.150436
1902,603.40306768,1.386243
1903,769.36249145,2.328095
1904,774.50052513,3.496274
1905,613.43680102,5.296493
1906,738.50363928,2.499264
1907,629.38439934,0.3418075
1908,529.97110524,4.302262
1909,524.22338822,3.262157
1910,662.41392256,2.05201
1911,640.32719766,1.649388
1912,608.777473,6.732293
1913,703.01593483,4.421316
1914,492.61567724,2.792494
1915,716.59831267,1.926977
1916,782.5422522,3.031412
1917,846.7586424,1.385796
1918,631.50356986,3.316708
1919,561.91849987,5.558933
1920,649.31576825,3.069645
1921,577.80079737,1.716792
1922,607.24820099,4.592409
1923,622.69985292,0.7851601
1924,577.18148394,3.745807
1925,640.57185697,2.115037
1926,532.56611496,0.4664764
1927,828.67910958,5.180401
1928,788.5329077,4.212358
1929,597.03373518,4.093314
1930,845.81643859,31.14839
1931,595.61750802,7.51848
1932,564.65921777,3.759975
1933,614.04388927,2.43965
1934,589.11256929,3.172339
1935,507.15950069,7.465352
1936,883.68921511,3.566834
1937,623.83336836,3.766273
1938,559.92379128,6.800906
1939,611.78276547,3.2035
1940,527.79413107,4.419663
1941,633.83197056,4.546179
1942,548.58683412,10.988
1943,720.19235518,4.522505
1944,847.16636983,2.352228
1945,620.30322272,2.391375
1946,587.03741731,12.96804
1947,596.14060265,2.050503
1948,634.77333606,3.808064
1949,643.16187866,2.533714
1950,515.66650131,6.025554
1951,607.33998026,1.793252
1952,533.98089375,6.083333
1953,498.57212087,1.436009
1954,495.44619704,4.113402
1955,649.46104079,0.3423877
1956,631.23282362,5.346309
1957,706.91614602,3.138317
1958,591.75232228,5.273855
1959,677.92987535,6.869456
1960,628.86114082,0.7411547
1961,631.97751278,5.567251
1962,514.59619623,7.706747
1963,794.36382518,8.276193
1964,604.820593,3.406091
1965,777.50731067,1.717963
1966,490.37530158,8.289425
1967,592.08321621,8.127953
1968,676.74876955,2.223814
1969,630.95342632,3.067457
1970,964.9618897,8.474006
1971,582.7407903,0.3430161
1972,511.58567,1.89026
1973,605.94471559,3.529518
1974,646.35374294,13.37512
1975,642.56127643,2.734735
1976,588.82665504,5.732468
1977,575.11057751,1.578361
1978,562.42888291,7.008195
1979,794.53415034,3.765561
1980,573.81929903,3.631622
1981,668.05948992,8.147202
1982,646.33110176,2.104146
1983,601.24968304,2.114493
1984,544.07119,3.853347
1985,502.71090084,5.27702
1986,581.77292331,1.505943
1987,680.24771319,0.3411441
1988,626.51042484,7.286857
1989,875.03180036,1.768843
1990,773.63885606,5.180286
1991,578.89552387,3.632846
1992,530.51151447,14.20359
1993,891.93716081,4.866793
1994,715.30483344,3.117815
1995,563.61098156,1.928973
1996,905.04188494,2.849536
1997,563.94385007,6.128762
1998,728.65251918,1.709396
1999,645.89247794,4.422801
2000,559.75256167,4.145401
2001,548.64341681,6.519606
2002,646.85346946,9.808372
2003,687.36416553,3.901569
2004,510.48437314,11.24164
2005,537.98666886,7.686691
2006,556.53786898,8.12164
2007,650.7385922,7.475856
2008,595.43034916,2.393339
2009,584.55269945,14.09398
2010,487.69610684,9.221899
2011,546.77933506,3.171547
2012,560.84280691,6.052315
2013,644.08721146,4.144824
2014,684.66457037,10.53968
2015,639.89262042,0.9999558
2016,815.89233021,3.815354
2017,584.84340215,5.93398
2018,584.58215989,2.115308
2019,604.79854812,2.107789
2020,548.78906767,3.461379
2021,591.68065316,1.368038
2022,814.81713707,28.44606
2023,744.67011304,4.986037
2024,475.98633527,4.424779
2025,631.09062678,1.483032
2026,797.63850829,6.042522
2027,641.38364707,4.214043
2028,790.66484699,9.666182
2029,511.36550936,12.50095
2030,668.88819327,0.6822378
2031,743.63969198,2.848931
2032,632.3306361,3.033442
2033,606.45611824,2.730704
2034,641.5561815,3.858112
2035,879.05236619,11.38674
2036,631.27489972,2.439852
2037,623.06843717,12.23862
2038,576.05995315,5.127223
2039,919.03272283,4.301863
2040,767.3762716,5.201684
2041,586.54645316,2.666614
2042,544.03634121,8.728682
2043,814.54788951,0.9987432
2044,646.98584091,6.969155
2045,506.57467848,2.213633
2046,502.21189157,3.770458
2047,600.90498432,3.293715
2048,502.65588325,1.795219
2049,695.76041444,14.02021
2050,617.95758818,1.057636
2051,761.43133204,5.49406
2052,506.71702717,6.383056
2053,668.78235635,1.366973
2054,852.87984189,5.455733
2055,532.20446183,9.222107
2056,457.34735808,4.60064
2057,642.86264627,7.546348
2058,755.59137865,1.367011
2059,548.0873303,3.295042
2060,595.60041103,10.12914
2061,669.16471475,1.026132
2062,624.42213537,5.116988
2063,627.66145914,1.397432
2064,633.28273591,5.795199
2065,596.98318149,17.61124
2066,602.66518689,5.44416
2067,519.2313741,5.374909
2068,593.05839911,5.660936
2069,861.9559381,12.18339
2070,669.48357896,4.086569
2071,457.83165432,3.295148
2072,635.44037713,3.041403
2073,668.30108202,4.412658
2074,588.82249827,7.067057
2075,553.49231559,3.851562
2076,581.71697687,3.760254
2077,841.34537879,3.033427
2078,690.21394292,10.44672
2079,664.29783171,2.966513
2080,507.11451966,8.085524
2081,619.11521455,1.056435
2082,486.1943228,5.625429
2083,919.38631009,4.805238
2084,665.81155217,0.3414864
2085,787.49563758,1.928921
2086,624.6671679,1.395874
2087,660.54069494,4.427487
2088,575.73273033,3.316449
2089,797.48924292,0.785661
2090,666.80810181,3.170695
2091,596.13347371,5.486723
2092,660.30772875,7.801029
2093,560.28941425,5.457408
2094,792.66990697,3.139068
2095,552.95781415,7.373669
2096,781.48788603,1.647492
2097,588.87874623,4.509725
2098,696.1722211,4.544724
2099,547.77857002,5.035933
2100,710.0257175,4.444279
2101,641.89854279,6.595398
2102,559.69399419,2.258711
2103,606.73348963,2.225466
2104,684.80106597,12.32123
2105,638.47790457,2.730016
2106,630.373559,1.368027
2107,579.17737778,2.777948
2108,610.62137848,3.82074
2109,585.67083977,3.706428
2110,540.68377462,1.771731
2111,601.81609673,1.057751
2112,594.85997022,0.5021094
2113,618.34842632,2.104258
2114,564.66624775,5.315975
2115,592.89671535,3.153306
2116,523.98316142,5.878851
2117,813.50348158,5.193129
2118,725.58911151,1.500744
2119,588.90830803,8.962704
2120,593.29358165,3.434479
2121,498.32345202,11.01173
2122,555.83971196,4.011313
2123,527.16400599,3.19859
2124,582.22930689,4.002227
2125,589.68787234,4.112314
2126,804.66796191,2.048923
2127,636.83574785,1.861161
2128,481.42147299,4.429513
2129,479.26187793,1.483214
2130,536.6953362,1.435469
2131,547.18326289,8.66035
2132,571.50066519,6.568702
2133,660.0740563,3.116167
2134,664.20934309,4.305996
2135,511.95622868,11.97566
2136,642.83328906,2.967221
2137,642.01202901,1.384088
2138,673.82021667,5.777277
2139,640.02010152,6.650977
2140,599.24133022,4.526883
2141,638.1297324,4.143203
2142,617.09747247,0.7867125
2143,611.92702937,1.647873
2144,626.99356286,5.1078
2145,791.73026893,3.811533
2146,910.3194813,5.480932
2147,543.59865367,8.712946
2148,786.49846628,3.254241
2149,475.62674837,4.512963
2150,634.67336724,2.108615
2151,607.60145624,6.347725
2152,655.21779526,3.636892
2153,583.53003266,1.434605
2154,653.30198427,2.392391
2155,726.55733275,11.00816
2156,720.30293012,8.136116
2157,687.02733086,7.810375
2158,602.86850621,2.114169
2159,539.71230294,2.847513
2160,599.73887872,2.731132
2161,599.78885058,1.058283
2162,636.14189334,5.687664
2163,527.81937071,7.287291
2164,923.0507888,7.67298
2165,551.0820053,2.391268
2166,589.87255664,2.380921
2167,610.73627641,2.363309
2168,579.72653496,1.861177
2169,555.99892635,5.483675
2170,606.13329396,6.127357
2171,800.54802853,4.434499
2172,560.73936948,7.366455
2173,664.33865461,3.813473
2174,586.76741939,4.318621
2175,577.10596899,0.6826946
2176,526.92780627,2.225022
2177,811.38353023,8.711816
2178,555.91571845,7.340815
2179,681.11006007,4.478807
2180,654.64402599,6.496771
2181,568.43517561,0.7869705
2182,786.56235718,7.557515
2183,515.27808159,10.80284
2184,523.69473792,4.319081
2185,624.01869274,5.081
2186,668.34183223,4.75307
2187,570.88873068,4.299851
2188,602.93264091,1.861267
2189,724.84311807,8.110683
2190,612.82101091,2.835313
2191,581.51855196,5.521846
2192,585.922805,4.955896
2193,722.08769003,2.678108
2194,967.42805684,8.546534
2195,500.49046041,2.052073
2196,584.17308014,9.553486
2197,448.30942268,1.889332
2198,604.91512941,2.540967
2199,582.91167755,5.816999
2200,603.90439047,1.365112
2201,687.54162347,5.006843
2202,605.1341248,4.867568
2203,615.14534829,4.792331
2204,639.93206298,3.447337
2205,601.40044457,4.889896
2206,529.52140301,7.611388
2207,525.74191331,5.454252
2208,702.28625356,4.810975
2209,590.76102457,1.890569
2210,505.67540408,2.224659
2211,536.01965795,4.81653
2212,685.83134507,5.285147
2213,579.84954384,4.589373
2214,601.81094975,0.00074919
2215,665.97307309,1.571598
2216,612.34464768,4.73841
2217,560.28953132,11.47885
2218,610.13743533,5.244561
2219,533.53487966,17.49749
2220,636.52984568,4.023062
2221,609.71637854,1.027004
2222,584.03779009,2.792699
2223,859.94081375,8.566755
2224,605.7254286,2.533056
2225,589.91187092,4.873505
2226,557.57221592,5.204368
2227,533.05694051,3.567485
2228,556.85753371,5.656034
2229,625.83795837,1.712343
2230,692.31496123,1.191504
2231,563.89285186,4.245933
2232,615.83909764,4.589072
2233,788.53731298,8.901153
2234,542.77096802,4.184124
2235,514.38887141,4.440677
2236,557.5927564,5.295538
2237,729.5899521,2.390397
2238,592.95984129,2.847266
2239,740.69636619,1.001062
2240,502.83979855,9.009225
2241,585.72090407,1.64924
2242,659.99460554,4.434405
2243,640.93170215,1.717178
2244,501.80111323,3.115378
2245,689.42453963,3.319714
2246,511.34548074,3.434544
2247,538.6962064,7.132985
2248,640.93906775,3.817977
2249,498.36904064,11.91153
2250,550.0457095,6.644648
2251,666.00850592,3.139168
2252,603.18297983,2.11451
2253,657.82930449,4.420796
2254,571.66144252,6.774873
2255,817.54871731,2.114144
2256,651.94243605,4.213809
2257,590.24646731,4.149395
2258,614.01631906,6.942767
2259,612.48519153,3.771044
2260,773.6622044,3.322361
2261,689.36091703,6.052513
2262,577.04383485,3.450214
2263,492.58226775,6.66167
2264,559.26210352,5.967287
2265,557.7851148,2.269316
2266,499.2211986,2.440918
2267,679.65706353,5.952292
2268,612.6755659,2.052844
2269,555.0596531,0.3431716
2270,556.68391779,2.664524
2271,563.6257803,3.202195
2272,769.76388496,14.5748
2273,572.01096107,5.058142
2274,631.68846045,2.965385
2275,483.4829388,5.45909
2276,654.9793339,2.500379
2277,633.54535656,6.951272
2278,496.48215945,8.836684
2279,586.90666851,2.543716
2280,560.1022756,1.508303
2281,474.52282545,5.460602
2282,598.12743192,4.565672
2283,672.61002356,6.211505
2284,603.0968058,2.116262
2285,560.80115643,8.487097
2286,665.28156752,4.25549
2287,607.78666417,8.175093
2288,616.12575158,1.02844
2289,725.5880075,3.568665
2290,712.77293896,2.389992
2291,696.948214,5.112927
2292,593.91190441,6.500502
2293,530.78904787,0.00074991
2294,580.10891599,3.705573
2295,784.35583391,2.727354
2296,525.65086612,6.113641
2297,668.63195069,10.19982
2298,566.58680537,8.700765
2299,612.86039559,4.787526
2300,612.89518622,4.402951
2301,599.74864046,3.047639
2302,683.69348605,4.478871
2303,586.86674773,4.587882
2304,661.3412262,1.50199
2305,929.8944034,0.7409887
2306,661.9910351,14.0653
2307,468.347981,7.815424
2308,684.92306084,5.242598
2309,912.79326884,8.116261
2310,615.62923356,4.554124
2311,615.0693915,7.218855
2312,814.59539755,1.365448
2313,645.52591539,4.41181
2314,683.9899259,2.790969
2315,1034.97784882,8.906032
2316,559.80585401,5.02768
2317,633.70922256,2.849041
2318,560.55175515,3.930957
2319,597.83444841,1.882627
2320,628.85567461,0.6829271
2321,764.49410077,2.380939
2322,679.44657504,6.213782
2323,627.12565195,0.4662531
2324,758.22609954,6.383975
2325,594.08332403,4.478891
2326,598.85698234,2.10673
2327,571.77401321,7.225873
2328,593.92503636,1.190033
2329,813.65297113,3.72113
2330,564.21126508,6.063089
2331,934.89947741,5.110697
2332,563.64618816,5.201161
2333,486.27209228,4.47804
2334,634.7168199,7.865853
2335,585.73056366,6.939874
2336,570.79882651,5.396097
2337,657.73589042,8.189558
2338,647.93323416,0.3429303
2339,637.80687929,1.191382
2340,606.4025607,5.056324
2341,692.00990439,4.119029
2342,641.00062645,2.101991
2343,625.88288225,8.201431
2344,713.73821551,12.44619
2345,597.82691378,0.4995419
2346,648.09988147,5.102184
2347,634.91451103,4.870414
2348,625.7321478,1.889452
2349,611.13085178,2.05361
2350,673.41188247,2.66997
2351,531.46873336,16.04233
2352,615.59178909,6.154939
2353,643.90527037,5.448998
2354,596.82038978,1.927112
2355,561.14475667,7.229251
2356,537.59210344,6.021854
2357,604.15580468,5.670088
2358,638.30108625,5.779689
2359,548.74311721,8.592359
2360,589.4317799,2.735753
2361,951.48058902,16.90808
2362,459.46986901,2.392741
2363,590.56026933,7.386261
2364,666.71451292,5.953752
2365,583.16552683,4.475069
2366,940.39226066,0.9997054
2367,537.03536487,12.09819
2368,662.05479045,5.505877
2369,863.70302131,3.035277
2370,493.54019567,6.511042
2371,759.49492286,4.867058
2372,514.56990121,4.480975
2373,498.73339055,2.772116
2374,540.05449285,4.424339
2375,612.62125589,5.145147
2376,766.69478909,13.66733
2377,642.79443897,3.760417
2378,664.8785711,8.552942
2379,682.14356621,4.874113
2380,542.76181237,0.742857
2381,613.07013152,1.104801
2382,610.35102984,2.572489
2383,614.76267265,4.746258
2384,674.38211276,3.637876
2385,595.50299642,1.483313
2386,617.9652589,2.848581
2387,637.86871592,2.774627
2388,499.24779584,3.756986
2389,635.78167932,4.251929
2390,786.47978901,2.000234
2391,802.36977826,24.84892
2392,676.97130219,0.5005645
2393,556.16163479,5.766349
2394,612.36199088,5.33308
2395,595.82167373,11.53746
2396,677.07589402,5.012899
2397,626.95201692,2.965944
2398,668.16649584,5.592176
2399,719.62436465,33.42211
2400,656.44671471,3.075818
2401,512.03757983,6.905817
2402,493.9726472,8.380884
2403,649.3097927,1.501367
2404,577.75711405,3.902525
2405,580.0960089,2.835297
2406,838.38338411,10.30398
2407,631.55174172,5.456732
2408,645.48891767,4.089571
2409,643.7546689,6.725012
2410,615.92775727,4.269957
2411,744.6762155,2.049531
2412,709.60495021,6.564878
2413,630.46312748,2.108618
2414,699.60658104,8.435772
2415,601.72519737,3.497786
2416,613.89921958,3.033502
2417,623.50222545,4.815032
2418,652.27266833,1.862848
2419,547.95143835,5.932568
2420,538.65702226,1.793828
2421,677.954949,4.869747
2422,680.36131799,8.554349
2423,621.22273441,1.39757
2424,882.30379551,12.69482
2425,478.20587119,3.86873
2426,613.39565358,1.025532
2427,556.70547702,3.437193
2428,561.72885998,4.71654
2429,497.80154052,7.719748
2430,630.95748736,3.103683
2431,723.72956102,1.794265
2432,591.63660315,7.609729
2433,818.7079278,4.635047
2434,517.46565321,3.7048
2435,626.96730369,3.820428
2436,669.7411907,17.5505
2437,609.1930979,4.774302
2438,543.52919891,2.549406
2439,580.73398354,4.863805
2440,569.88805462,1.430843
2441,595.28021296,3.295205
2442,639.0316667,12.10627
2443,780.62866279,5.2703
2444,568.7306636,2.771111
2445,622.9242736,7.827203
2446,669.9158999,2.439073
2447,625.60147891,2.437597
2448,630.74466952,6.349697
2449,521.59092184,3.535955
2450,653.79374836,4.74584
2451,543.10074067,2.57257
2452,631.31050824,2.004331
2453,597.88231379,4.303261
2454,632.24828548,4.590168
2455,586.65572889,1.794197
2456,610.83247484,11.52827
2457,577.09913279,4.105258
2458,696.36234414,4.320468
2459,611.72655367,2.393693
2460,652.22256383,8.817095
2461,837.20014957,4.128991
2462,850.69008338,5.983986
2463,749.465596,5.471983
2464,550.69708384,5.378563
2465,603.57681319,3.457543
2466,611.735832,3.771526
2467,644.80703597,4.422688
2468,673.3739237,4.868925
2469,611.85920455,1.926947
2470,611.0848574,4.645532
2471,771.52257982,6.802514
2472,611.62850405,1.058283
2473,809.53346427,4.529263
2474,766.41155269,5.651498
2475,579.67525187,1.191565
2476,640.05712726,5.659546
2477,565.04677421,7.70927
2478,548.7579237,6.212707
2479,695.05170922,4.299846
2480,581.95696164,6.851356
2481,621.4433279,0.3424779
2482,816.67451885,21.40886
2483,721.45690842,1.502933
2484,640.03481376,2.572252
2485,626.35809576,2.840132
2486,650.06782162,4.083212
2487,640.25163562,2.263664
2488,899.80682102,7.362044
2489,637.77967923,3.404852
2490,582.40358922,6.76144
2491,526.36938962,6.833843
2492,660.26293694,4.10302
2493,624.91884366,3.566853
2494,495.38230874,7.665875
2495,595.92463361,6.392261
2496,547.58360656,1.927653
2497,578.93983981,3.974485
2498,685.88460701,2.439459
2499,517.6841512,3.752756
2500,632.21869611,2.440037
2501,636.85446892,5.824663
2502,616.62426787,5.478152
2503,517.30976059,3.584408
2504,652.91088329,3.56679
2505,531.56950837,1.720541
2506,625.44107103,2.730481
2507,646.02830374,3.496303
2508,620.9508421,9.698282
2509,510.3633516,1.769362
2510,631.67553868,2.995722
2511,631.85723495,4.300715
2512,917.90628847,4.088745
2513,596.06555701,7.036981
2514,524.16121085,2.361149
2515,746.61974667,12.77881
2516,615.9483398,4.471699
2517,486.54566217,3.630782
2518,809.34002326,4.214251
2519,679.17060995,0.930402
2520,763.50198899,2.381154
2521,543.57904338,3.077658
2522,629.45044059,0.9320335
2523,525.84500674,1.369411
2524,635.93051431,6.969277
2525,550.77725369,1.929021
2526,787.55938618,3.719248
2527,484.18479431,5.25367
2528,819.66181667,6.181265
2529,660.90118264,6.800138
2530,679.17677133,2.440353
2531,536.05759256,8.127853
2532,716.44717532,8.709012
2533,730.45525844,11.63474
2534,530.52455856,2.965085
2535,661.16557941,7.591134
2536,620.85689822,0.7853996
2537,649.48077236,4.237734
2538,600.87507627,2.783914
2539,492.79574902,1.775022
2540,488.53522305,1.191603
2541,814.61209262,2.052465
2542,619.66122122,5.120218
2543,545.82506793,5.345316
2544,582.1540876,10.16353
2545,513.35751854,4.599057
2546,584.79542607,1.770215
2547,764.5098009,3.496361
2548,542.05653537,5.658312
2549,539.58587947,1.058627
2550,576.26107491,7.703947
2551,731.03646218,6.10413
2552,688.15984025,4.756614
2553,637.26899834,2.966134
2554,697.63794308,2.96423
2555,587.57312634,6.889114
2556,677.08495946,2.32795
2557,585.72321099,5.49931
2558,595.08960308,11.79984
2559,564.55325716,2.837011
2560,898.99866548,48.13031
2561,603.23037848,1.272416
2562,509.76774013,2.668443
2563,607.7217695,10.11856
2564,538.69771985,3.316231
2565,630.9448928,4.302259
2566,643.97019076,2.768156
2567,826.18374962,18.43766
2568,510.22528806,3.458906
2569,592.15457753,1.365883
2570,565.90787011,6.113562
2571,648.35680965,4.870657
2572,612.52812255,2.209106
2573,794.3392251,2.570798
2574,475.20025887,2.570699
2575,628.17128403,4.43947
2576,715.79911915,7.188114
2577,524.72803476,5.200567
2578,672.95172622,3.11656
2579,588.73487038,3.628073
2580,565.52217139,10.25924
2581,503.64890702,6.113779
2582,614.0470949,0.7889857
2583,546.0203636,3.813887
2584,675.04503232,2.21408
2585,617.01638496,4.773777
2586,520.70923791,8.969369
2587,636.9249182,2.390527
2588,709.97514242,7.401757
2589,533.70495194,6.350884
2590,651.7767069,0.7856245
2591,922.88231076,8.319696
2592,594.96800986,3.755141
2593,521.63400203,2.782911
2594,855.17688389,2.832506
2595,616.40846327,3.145986
2596,643.26258456,3.000463
2597,654.08099347,6.997941
2598,477.17554063,3.929218
2599,552.00826898,4.250776
2600,550.65432322,6.212639
2601,662.47975122,6.980223
2602,504.68430271,7.50558
2603,722.51682868,3.793293
2604,671.78012147,1.025015
2605,652.83771512,3.168844
2606,597.90933991,3.419883
2607,662.81146404,4.933662
2608,797.64644893,3.270756
2609,621.95866112,7.557005
2610,474.40964966,5.629432
2611,568.92789874,3.498054
2612,491.42016136,6.226542
2613,558.39586772,4.101336
2614,668.7791429,8.61281
2615,609.45878927,2.054648
2616,513.74260249,3.20411
2617,542.91511045,6.519201
2618,459.46560779,3.419737
2619,752.60516671,10.40304
2620,643.97232369,2.771184
2621,583.30600066,6.809899
2622,561.71921622,3.123711
2623,779.5574291,2.388786
2624,812.33126083,20.31374
2625,631.9261889,2.112731
2626,607.35726647,2.734718
2627,646.5645411,2.832901
2628,713.09426053,5.636346
2629,668.03156435,3.455019
2630,635.98959294,3.321678
2631,553.75632958,5.585513
2632,616.09597331,6.243293
2633,534.57314178,7.562901
2634,711.75006863,5.56045
2635,589.221012,4.709451
2636,524.39783712,2.992364
2637,654.73455231,3.112137
2638,532.01531181,4.422348
2639,613.22500898,0.00089164
2640,724.82258504,1.367534
2641,624.45632212,3.039196
2642,580.22633513,0.3421576
2643,656.54289377,3.198579
2644,602.76994775,3.525228
2645,754.6359292,9.990707
2646,565.93447644,6.761475
2647,555.76361853,1.483419
2648,862.21029828,2.965457
2649,598.29479178,3.119517
2650,659.75583239,2.726839
2651,544.66344801,5.058321
2652,592.62922026,4.098758
2653,623.16098204,3.1402
2654,660.40177534,8.832773
2655,598.76525416,1.270903
2656,552.522512,7.493647
2657,502.47482039,8.03571
2658,693.72919088,9.838105
2659,481.43494556,6.171408
2660,604.7648328,6.389703
2661,594.91582586,5.760948
2662,738.58525121,2.112727
2663,804.56304904,6.124074
2664,602.0898327,1.718867
2665,623.88002772,4.023155
2666,513.58393963,2.677218
2667,599.79625737,2.668142
2668,832.301197,4.431673
2669,509.40244738,13.39372
2670,590.66982818,2.772019
2671,660.75873413,1.719343
2672,535.06688465,2.873662
2673,631.86735177,4.09825
2674,598.77709345,5.618151
2675,589.08296107,2.05452
2676,595.05799,3.754143
2677,726.99165274,7.501574
2678,767.19776749,4.423278
2679,639.49459484,6.948415
2680,619.01722962,2.671268
2681,704.71882636,14.04231
2682,654.99327092,6.500102
2683,641.94471742,1.883833
2684,602.03771457,4.108372
2685,584.57020375,6.222939
2686,628.51233434,5.273859
2687,536.69549547,1.386864
2688,733.46778538,3.272314
2689,554.8177527,10.94474
2690,728.81697126,7.612796
2691,659.02290788,4.102916
2692,619.00052271,8.351256
2693,479.35637381,8.40747
2694,666.28959359,2.441353
2695,509.62801458,6.245977
2696,621.67716685,6.491907
2697,592.59752028,8.533379
2698,577.87032804,4.743149
2699,592.252302,2.777204
2700,640.82863555,6.364384
2701,604.83841569,0.7427319
2702,612.80877335,1.77362
2703,625.60885084,4.598553
2704,649.52094039,2.326237
2705,636.26181684,4.023043
2706,640.04242052,2.984911
2707,696.28000762,17.84209
2708,643.54876658,5.153186
2709,629.70219192,3.406232
2710,512.61733245,5.095327
2711,512.76978407,8.321671
2712,601.65512896,5.181437
2713,519.7052235,7.771648
2714,581.50197887,5.810794
2715,496.46350229,9.465098
2716,650.51556674,1.86276
2717,462.62773564,4.883566
2718,617.05407741,6.912371
2719,671.82786653,2.357417
2720,533.57488403,2.9651
2721,979.49481832,4.540443
2722,584.56062631,4.554209
2723,676.34465815,3.533043
2724,551.65124053,4.934002
2725,896.2217276,7.879971
2726,541.65207229,9.144112
2727,489.74037009,9.565198
2728,899.29398415,4.283398
2729,636.48508716,3.101967
2730,528.33672676,4.813916
2731,530.02271713,5.932648
2732,652.89775931,5.805768
2733,664.95000975,1.708296
2734,629.87637905,5.448824
2735,630.7965663,8.832629
2736,560.48486088,2.114147
2737,508.32956527,9.143859
2738,531.69223559,8.607362
2739,645.42623601,1.385833
2740,580.04714255,4.749952
2741,568.80233436,1.765166
2742,612.80835721,2.770853
2743,560.73482179,1.369268
2744,659.46132179,2.769937
2745,792.71006167,6.115793
2746,948.92079796,5.388888
2747,797.30540184,5.097058
2748,625.62297818,5.971313
2749,522.07894363,6.155832
2750,637.32650602,4.203424
2751,643.5817424,1.191458
2752,491.54176647,11.17123
2753,532.75424894,1.710906
2754,635.95749941,1.000293
2755,616.09339856,5.664128
2756,774.25571302,4.0918
2757,673.89578897,3.45533
2758,609.92758499,2.062232
2759,779.62324281,2.225844
2760,602.19146704,3.624952
2761,602.28613387,3.745778
2762,641.19771167,6.120345
2763,534.95413281,1.578166
2764,596.75424239,3.046176
2765,584.60557035,7.516678
2766,522.54542722,6.845356
2767,625.55875482,0.7876202
2768,859.9578115,4.293915
2769,640.37334032,4.763307
2770,703.03332799,4.225631
2771,572.74569495,4.769693
2772,577.95160677,4.51299
2773,605.53907988,4.150807
2774,637.76516839,2.858899
2775,589.87169206,1.99846
2776,598.54961135,8.86541
2777,636.93004616,1.386161
2778,779.39154376,1.764183
2779,642.84377248,2.438835
2780,638.36559525,4.635726
2781,716.33824443,2.258476
2782,795.75555341,11.64154
2783,560.04998838,4.14523
2784,636.58674104,3.40622
2785,606.55119234,5.375973
2786,892.972984,3.070129
2787,518.37613568,2.769104
2788,580.58368999,6.185056
2789,764.47372241,2.113847
2790,538.37591696,6.724685
2791,674.61031705,9.685186
2792,593.01795248,6.573086
2793,718.2112635,7.683416
2794,576.50408463,2.381168
2795,636.71607509,2.666735
2796,697.77182206,7.123432
2797,541.68128091,5.035797
2798,667.22105524,1.433622
2799,500.55478027,4.873349
2800,480.44733752,2.212084
2801,577.86525365,10.43183
2802,777.14904575,5.996237
2803,719.60014676,0.3420474
