,srtm30_wgs84_RioClaro,srtm30_slope_RioClaro
628,582.88876748,5.802823
629,675.58849276,10.13932
630,812.71250377,0.466598
631,596.65975971,3.536175
632,618.07437913,9.849287
633,558.90361447,6.849372
634,654.8315766,7.13896
635,658.84828646,1.101815
636,702.90956623,8.150866
637,603.0016115,7.172559
638,556.65777968,4.547856
639,655.84882292,1.107632
640,769.230187,10.58388
641,546.73046695,3.411595
642,736.58978745,2.391514
643,533.46519647,7.978344
644,594.7366314,1.024083
645,695.78637857,23.7636
646,610.61254505,6.584414
647,600.92334089,7.261175
648,813.44101765,6.467707
649,531.0866973,3.073352
650,857.17185176,5.477045
651,661.83558618,5.790579
652,638.95430289,2.115949
653,496.46095384,11.70821
654,735.78971257,2.10853
655,757.94721127,20.87551
656,843.83709284,2.762789
657,825.57749583,2.666699
658,673.53835655,4.747162
659,599.79338204,2.115616
660,685.408375,5.484118
661,490.30926767,2.11408
662,509.80371453,4.302502
663,623.45287409,2.22441
664,644.08496499,6.148936
665,833.21209282,7.426826
666,680.84757431,3.705761
667,705.98055494,7.785609
668,628.8945268,0.5002233
669,567.91025677,7.781622
670,578.47808492,2.672171
671,597.62987781,2.059095
672,700.95431147,2.542572
673,584.19875432,1.397576
674,608.34655607,5.616094
675,545.12554871,2.224349
676,533.18209781,4.028893
677,545.64624363,6.123031
678,500.48387393,6.054435
679,688.05405172,0.7417189
680,556.68797506,9.846784
681,510.57240989,6.29044
682,616.1019018,0.7412801
683,806.52438834,0.785049
684,676.85270659,5.206912
685,787.5142642,2.531297
686,858.46168737,8.549525
687,535.03358784,5.663383
688,588.93877536,4.884365
689,614.15531894,4.424647
690,830.44029354,14.28275
691,649.24927413,4.143469
692,677.16276671,3.141596
693,690.15989257,2.666202
694,589.53362212,7.524074
695,624.65058331,0.7410447
696,577.55232497,1.18985
697,664.64964172,7.885145
698,581.70862892,13.13129
699,595.12305909,5.932762
700,586.79267828,1.482667
701,616.59612804,2.867238
702,981.93675862,13.1009
703,779.52955233,3.818649
704,605.00239715,11.57724
705,612.68785739,1.928666
706,582.73884845,8.111179
707,635.70209627,1.505872
708,579.98614215,2.381087
709,662.33339139,3.625842
710,789.5696171,3.617434
711,584.65961356,2.211323
712,549.88216146,0.34308
713,653.38824953,2.391943
714,662.02577285,8.593444
715,775.40075611,3.852098
716,549.69119405,3.272738
717,538.79477155,0.7888415
718,501.83365356,5.450963
719,508.62525208,1.773637
720,601.74027913,4.763425
721,741.60737753,2.328052
722,643.08262254,6.572253
723,566.71042701,2.540399
724,666.74845394,11.46137
725,502.54945676,7.554323
726,583.00190311,3.495776
727,566.29866361,1.888553
728,623.51336887,6.457379
729,611.86205345,0.932175
730,680.49519026,6.009219
731,652.8833784,7.020278
732,727.69518725,8.634827
733,577.1884701,1.43243
734,766.60601357,7.28128
735,583.16969058,1.887409
736,647.84146692,2.570791
737,734.48721427,11.69611
738,598.05070545,2.542709
739,646.53667575,3.272167
740,644.03587779,3.819967
741,697.05402133,3.205278
742,562.02256496,3.406442
743,586.50221124,4.18427
744,502.54011611,4.02321
745,594.64621205,1.710653
746,600.79737164,5.105805
747,614.58583728,2.72809
748,622.92278192,5.246466
749,573.1742091,4.257516
750,616.92342897,11.81097
751,634.04892814,7.152485
752,657.93894286,2.770063
753,678.4415635,3.76864
754,736.21892014,12.90147
755,600.29313996,4.109288
756,636.61265971,1.368752
757,781.31922118,2.20394
758,610.82359328,5.970601
759,612.77882254,7.556417
760,505.39992412,9.194988
761,551.69896519,3.758785
762,652.12102293,8.879302
763,592.78599606,3.171353
764,508.32568144,5.191624
765,570.98006013,2.666321
766,679.77983251,4.31976
767,560.66358104,5.591745
768,483.24831999,11.5936
769,640.07356075,3.067672
770,624.39128222,2.379559
771,599.9210683,3.587212
772,519.7157161,8.580926
773,725.00843461,7.55473
774,487.50606724,7.80409
775,572.64663556,6.214156
776,597.90889703,6.702318
777,557.19347624,7.318876
778,658.33733232,5.150607
779,604.61903678,5.335631
780,594.92966625,2.055988
781,528.25444128,6.505066
782,642.31464115,4.549272
783,685.04779205,0.6836565
784,806.69231073,29.67822
785,756.22605034,6.052912
786,596.8477539,3.102803
787,583.79054726,3.071091
788,678.2707741,3.502866
789,617.11116771,2.997828
790,481.4137652,5.215468
791,635.77881701,8.245592
792,636.96715372,4.483582
793,509.54121684,4.532622
794,571.11034417,3.104173
795,639.62137159,2.767892
796,763.67625301,2.381152
797,576.06957806,1.395898
798,568.77820113,4.428707
799,526.73654031,7.805763
800,602.87972619,4.101038
801,587.61968646,5.315834
802,599.96513454,17.06358
803,507.71627806,3.31944
804,789.37736473,4.539921
805,642.52204695,4.509016
806,649.70253198,2.843596
807,624.02258081,4.544715
808,797.55434216,6.646751
809,595.86216903,2.395729
810,599.77161232,3.190997
811,544.64074538,1.437061
812,699.25172321,5.062703
813,799.55651576,6.125599
814,717.21498139,17.61822
815,614.13386385,3.407936
816,472.38892176,3.331846
817,625.03034374,6.149712
818,715.80572675,10.87454
819,661.97207908,6.275439
820,738.13749346,5.119793
821,691.57100495,10.86461
822,585.37794597,3.116478
823,540.75920468,3.643708
824,528.11172937,10.05882
825,667.89663343,5.84912
826,905.88956752,6.059869
827,588.79845897,5.520798
828,620.22531656,6.131685
829,715.8309922,8.072333
830,602.87367195,2.732656
831,647.77154516,1.570359
832,519.80478112,5.324917
833,574.07789843,2.505382
834,751.64333128,2.965962
835,634.32089712,4.420914
836,507.40599267,7.426298
837,613.61200614,2.672069
838,595.96850094,2.108536
839,891.79280448,7.814225
840,756.53214952,5.998053
841,548.85422186,2.966822
842,631.36459423,3.704309
843,572.04891612,17.52603
844,607.44927897,10.88686
845,539.66891661,7.151928
846,577.08515409,1.025927
847,583.60371303,4.283852
848,775.53274694,2.390538
849,620.8267189,1.0576
850,747.3533558,4.259689
851,489.92693608,6.10346
852,663.30522695,2.440264
853,633.0548313,2.379272
854,607.91724289,4.023087
855,649.32580172,8.189351
856,681.9269728,12.59298
857,537.72515726,8.165008
858,602.68658421,7.669582
859,516.02333166,7.020476
860,692.054606,6.757489
861,691.63988774,5.998499
862,574.96363008,3.621962
863,570.54555561,4.089402
864,595.86710155,5.206023
865,580.62609571,10.60781
866,497.82314435,1.278027
867,766.53632249,6.472687
868,585.19888889,5.494589
869,745.77333918,6.83535
870,476.65667245,4.42256
871,504.56769816,2.055539
872,697.60899737,4.54112
873,606.54895642,6.888238
874,732.73843522,1.189777
875,595.81625906,0.9992707
876,568.90828554,0.7846889
877,536.47260592,13.74226
878,825.7042836,4.23062
879,610.06080881,1.88485
880,665.00764416,9.066519
881,748.81982108,3.257154
882,793.7019996,3.498073
883,770.40345344,3.752488
884,475.3271562,5.105267
885,619.04495613,4.103822
886,643.96432244,7.082752
887,629.09731304,4.56436
888,617.84117391,1.366771
889,668.06800819,1.385595
890,689.05028511,4.248494
891,596.86832904,1.577092
892,702.71976842,1.366861
893,679.3509079,2.003716
894,638.31074065,4.77538
895,505.88424397,3.647304
896,509.40648236,6.496874
897,557.88689479,5.385423
898,672.89270123,11.71058
899,652.90054423,3.70504
900,957.41380873,8.929754
901,1000.9694306,11.82744
902,574.47355105,1.058464
903,661.28937947,1.64929
904,517.08566123,4.517208
905,705.32506719,3.261968
906,640.02137457,3.634549
907,608.9980596,9.316411
908,486.26655098,3.273267
909,519.89866252,2.572407
910,890.96793441,5.644548
911,623.79177602,7.981971
912,601.78967966,1.712333
913,600.6636111,6.906018
914,582.89608056,7.496897
915,578.11834265,4.105865
916,732.58550476,2.000603
917,510.78939464,4.564646
918,678.79123928,11.46743
919,649.61499369,8.722096
920,646.79007606,2.767837
921,755.52565338,9.333401
922,952.43054617,7.353885
923,586.79280997,3.078202
924,502.79976679,4.673918
925,806.53053445,2.570801
926,605.91957019,4.143814
927,1015.92436202,3.757354
928,768.99561466,25.32927
929,638.89110136,4.299819
930,511.78941191,8.494787
931,619.10635716,2.733299
932,498.2638435,7.466832
933,834.8794768,11.95957
934,616.975756,4.532442
935,515.75692525,3.773519
936,556.84343755,0.4649614
937,579.5343818,5.512295
938,608.84104322,5.553712
939,709.57258234,3.03351
940,482.41467235,1.058286
941,663.26719423,2.837882
942,683.63297696,7.675958
943,646.5524989,12.12141
944,591.67957508,2.835161
945,576.79530372,2.530144
946,564.76210962,1.927561
947,454.68506116,0.5028896
948,751.78542516,3.258062
949,640.34491232,3.868257
950,764.31719576,1.763267
951,570.50853317,3.967662
952,585.52918735,4.295805
953,634.55066374,1.762701
954,571.8144602,5.058835
955,616.79190156,1.00394
956,542.64876886,5.652804
957,657.79866101,4.781606
958,575.14894121,6.006556
959,545.8438506,1.028101
960,529.82748349,5.79405
961,715.30648641,1.793548
962,637.81095539,2.963848
963,483.46965434,2.053079
964,566.11079846,1.721309
965,581.62125432,2.395036
966,611.9625758,3.463572
967,497.52677519,3.82332
968,560.86688407,5.058112
969,531.28094033,4.098102
970,652.36056759,5.372801
971,637.35964424,8.519326
972,600.74766026,1.576057
973,615.98903282,2.062649
974,693.59999674,6.782621
975,624.57412393,4.527121
976,513.61390302,6.004267
977,562.70619295,2.271077
978,711.32856386,7.482836
979,593.50981226,5.47758
980,795.47817537,2.100512
981,610.26078405,1.02628
982,575.95772788,9.266222
983,665.34565501,1.432718
984,730.77199027,6.950408
985,646.58019975,3.95897
986,692.69200599,2.438216
987,593.51244684,3.628473
988,643.24213203,1.026001
989,753.54530539,1.397708
990,583.11703597,4.422498
991,483.99414427,2.535129
992,616.99166433,5.222149
993,607.62556264,2.726432
994,630.02223244,8.381972
995,671.25792631,2.358991
996,589.88320217,2.21361
997,700.74667934,18.76358
998,665.33548982,3.039327
999,581.67451849,5.730125
1000,567.62129867,0.7874255
1001,604.95296286,4.118041
1002,641.51150712,1.105248
1003,539.13370564,5.960072
1004,627.82498475,7.181097
1005,569.64171666,6.834111
1006,556.55621047,5.10532
1007,592.22007019,1.718214
1008,637.68621096,1.928668
1009,611.59343057,1.025702
1010,620.38505659,1.104822
1011,599.19840389,3.755449
1012,708.409908,2.114584
1013,622.66601779,2.849951
1014,783.55867302,2.532595
1015,684.0011483,4.022262
1016,506.97813941,3.171156
1017,773.62457297,4.761313
1018,590.05000077,6.834012
1019,619.65971373,10.53691
1020,783.24684871,1.764152
1021,782.50662,1.383889
1022,968.92611021,6.147071
1023,646.76666616,6.324739
1024,620.70665431,7.21592
1025,486.89201685,5.619192
1026,523.80565033,3.154032
1027,623.04982404,2.396162
1028,655.18024466,4.254553
1029,560.79015228,3.034991
1030,530.1941057,5.811035
1031,650.04413177,8.716269
1032,598.93776236,2.850627
1033,715.78494444,9.463616
1034,637.00327349,1.057605
1035,862.98027932,2.534214
1036,517.73296823,2.366206
1037,555.41870648,4.150218
1038,582.87541234,4.417089
1039,505.60753771,4.819188
1040,587.56019527,4.598647
1041,935.77218102,3.583332
1042,496.57183294,3.704935
1043,460.85024983,1.794341
1044,589.65775443,3.90049
1045,690.52035018,17.6213
1046,928.36990342,8.638356
1047,576.75245075,2.539759
1048,743.35192843,4.614732
1049,607.10105115,4.762478
1050,646.09995645,8.76049
1051,545.58976773,6.729105
1052,687.51851727,4.294548
1053,593.65866701,2.55114
1054,555.68592064,9.834732
1055,657.03563782,10.81518
1056,568.77678637,5.070244
1057,714.79067006,1.929028
1058,594.89825194,1.929114
1059,600.56288461,7.808419
1060,484.51650205,5.849543
1061,734.98271744,3.116316
