,X,Y,tdx12_Barcelos,tdx30_Barcelos,srtm30_Barcelos,srtm30_wgs84_Barcelos,aster30_Barcelos,aster30_wgs84_Barcelos,aw3d30_Barcelos,aw3d30_wgs84_Barcelos,srtm30_wgs84-tdx12,srtm30_wgs84-tdx30,srtm30_wgs84-aster30_wgs84,srtm30_wgs84-aw3d30_wgs84
2755,-62.5075759,-0.37537875,45.18913,45.6738,53.0,45.87512523,50.0,42.87512523,NaN,NaN,0.68599523,0.20132523,3.0,NaN
2756,-62.89390783,-0.05846176,34.46206,35.06029,41.0,34.56555185,40.0,33.56555185,43.0,36.56578419,0.10349185,-0.49473815,1.0,-2.00023234
2757,-62.79566074,-0.36980812,27.04528,28.45035,40.0,33.57810467,47.0,40.57810467,NaN,NaN,6.53282467,5.12775467,-7.0,NaN
2758,-62.34661648,-0.86598286,16.04007,15.55921,22.0,14.83611763,28.0,20.83611763,19.0,11.83543309,-1.20395237,-0.72309237,-6.0,3.00068454
2759,-62.99785421,-0.30076807,31.91056,32.88455,38.0,32.01640989,43.0,37.01640989,37.0,31.01573584,0.10584989,-0.86814011,-5.0,1.00067405
2760,-62.70471991,-0.50533143,32.39423,31.70333,38.0,31.4581601,34.0,27.4581601,40.0,33.45768605,-0.9360699,-0.2451699,4.0,-1.99952595
2761,-62.15947975,-0.37600289,46.08436,43.24052,53.0,45.01663333,55.0,47.01663333,53.0,45.01684295,-1.06772667,1.77611333,-2.0,-0.00020962
2762,-62.39574663,-0.39857112,32.59062,32.55973,42.0,34.61775873,53.0,45.61775873,NaN,NaN,2.02713873,2.05802873,-11.0,NaN
2763,-62.57959358,-0.94705586,26.5995,27.59646,37.0,30.46610003,46.0,39.46610003,NaN,NaN,3.86660003,2.86964003,-9.0,NaN
2764,-62.4638538,-0.77696251,15.7706,17.82755,21.0,14.06243967,19.0,12.06243967,NaN,NaN,-1.70816033,-3.76511033,2.0,NaN
2765,-62.07234375,-0.56157326,46.16902,46.70697,55.0,46.93930696,50.0,41.93930696,54.0,45.93930696,0.77028696,0.23233696,5.0,1.0
2766,-62.49862664,-0.65013079,49.13582,43.75777,52.0,45.05745766,38.0,31.05745766,NaN,NaN,-4.07836234,1.29968766,14.0,NaN
2767,-62.42012932,-0.63349056,34.95719,39.47141,49.0,41.85145161,47.0,39.85145161,NaN,NaN,6.89426161,2.38004161,2.0,NaN
2768,-62.98148505,-0.47858893,45.16419,46.27145,53.0,47.11600825,50.0,44.11600825,51.0,45.11533045,1.95181825,0.84455825,3.0,2.0006778
2769,-62.22949179,-0.45321899,44.77552,44.9298,54.0,46.24795075,45.0,37.24795075,51.0,43.24795075,1.47243075,1.31815075,9.0,3.0
2770,-62.01502738,-0.87381196,39.37424,40.35549,50.0,42.02455973,65.0,57.02455973,51.0,43.02455973,2.65031973,1.66906973,-15.0,-1.0
2771,-62.44683757,-0.7660904,17.19219,16.91556,23.0,16.01298352,26.0,19.01298352,NaN,NaN,-1.17920648,-0.90257648,-3.0,NaN
2772,-62.25682442,-0.86126101,45.19841,43.43763,49.0,41.61100799,52.0,44.61100799,47.0,39.61100799,-3.58740201,-1.82662201,-3.0,2.0
2773,-62.02862294,-0.50372325,53.98748,49.94409,55.0,46.78835149,55.0,46.78835149,61.0,52.78855796,-7.19912851,-3.15573851,0.0,-6.00020647
2774,-62.02874769,-0.02050575,30.70794,34.90973,42.0,33.41841917,52.0,43.41841917,41.0,32.41863831,2.71047917,-1.49131083,-10.0,0.99978086
2775,-62.23550766,-0.14995326,42.26867,43.05761,53.0,45.03115852,56.0,48.03115852,50.0,42.03069044,2.76248852,1.97354852,-3.0,3.00046808
2776,-62.3384503,-0.00264228,34.45389,36.46317,45.0,37.1673639,46.0,38.1673639,NaN,NaN,2.7134739,0.7041939,-1.0,NaN
2777,-62.79513527,-0.38890184,23.21299,27.08409,26.0,19.59158478,60.0,53.59158478,33.0,26.59111997,-3.62140522,-7.49250522,-34.0,-6.99953519
2778,-62.81566524,-0.09927541,49.4935,51.83919,56.0,49.41057421,61.0,54.41057421,59.0,52.41012929,-0.08292579,-2.42861579,-5.0,-2.99955508
2779,-62.11971774,-0.09519148,40.68151,39.35807,49.0,40.70240907,45.0,36.70240907,48.0,39.70194043,0.02089907,1.34433907,4.0,1.00046864
2780,-62.14265457,-0.42146027,45.72828,44.3882,53.0,45.00897297,47.0,39.00897297,53.0,45.00918128,-0.71930703,0.62077297,6.0,-0.000208309999998
2781,-62.663376,-0.00915644,32.15432,30.23647,42.0,34.96610098,30.0,22.96610098,41.0,33.96633015,2.81178098,4.72963098,12.0,0.99977083
2782,-62.76099684,-0.27720372,6.770756,1.688511,38.0,31.42089433,39.0,32.42089433,24.0,17.42021618,24.65013833,29.73238333,-1.0,14.00067815
2783,-62.34939833,-0.95828434,17.79798,17.91823,24.0,16.90696748,20.0,12.90696748,25.0,17.90628402,-0.89101252,-1.01126252,4.0,-0.99931654
2784,-62.35269407,-0.02858559,46.85576,45.38686,51.0,43.22354277,47.0,39.22354277,NaN,NaN,-3.63221723,-2.16331723,4.0,NaN
2785,-62.18721426,-0.55708799,36.44323,38.36703,45.0,37.22054746,48.0,40.22054746,NaN,NaN,0.77731746,-1.14648254,-3.0,NaN
2786,-62.94511327,-0.47254328,42.96285,44.4898,56.0,50.02249825,43.0,37.02249825,49.0,43.02203284,7.05964825,5.53269825,13.0,7.00046541
2787,-62.6911648,-0.61062764,40.62696,41.07191,47.0,40.50268961,51.0,44.50268961,51.0,44.50289299,-0.12427039,-0.56922039,-4.0,-4.00020338
2788,-62.30640483,-0.61458489,31.68025,35.51399,41.0,33.55720131,31.0,23.55720131,43.0,35.55720131,1.87695131,-1.95678869,10.0,-2.0
2789,-62.59153932,-0.05490456,27.94774,30.02305,39.0,31.82919579,40.0,32.82919579,39.0,31.82874419,3.88145579,1.80614579,-1.0,0.000451600000002
2790,-62.94561089,-0.70289514,28.81385,29.17116,35.0,29.19564209,38.0,32.19564209,32.0,26.1949608,0.38179209,0.02448209,-3.0,3.00068129
2791,-62.47152353,-0.08479946,37.62498,37.72955,44.0,36.55946506,38.0,30.55946506,NaN,NaN,-1.06551494,-1.17008494,6.0,NaN
2792,-62.7389448,-0.41715624,46.51846,45.66123,54.0,47.47531461,65.0,58.47531461,NaN,NaN,0.95685461,1.81408461,-11.0,NaN
2793,-62.98067922,-0.07136949,42.78701,43.09658,49.0,42.78614567,44.0,37.78614567,51.0,44.78547679,-0.000864329999992,-0.31043433,5.0,-1.99933112
2794,-62.88349497,-0.75613764,31.1056,32.63693,40.0,34.0809933,39.0,33.0809933,NaN,NaN,2.9753933,1.4440633,1.0,NaN
2795,-62.58487396,-0.18667027,29.30023,29.61985,39.0,31.91880856,36.0,28.91880856,41.0,33.9183489,2.61857856,2.29895856,3.0,-1.99954034
2796,-62.51917839,-0.19332162,32.70555,32.55961,42.0,34.76281202,44.0,36.76281202,NaN,NaN,2.05726202,2.20320202,-2.0,NaN
2797,-62.71307962,-0.80695912,21.34643,21.03184,34.0,27.69746065,39.0,32.69746065,NaN,NaN,6.35103065,6.66562065,-5.0,NaN
2798,-62.40940867,-0.41750296,42.81986,45.35099,55.0,47.66557253,54.0,46.66557253,NaN,NaN,4.84571253,2.31458253,1.0,NaN
2799,-62.96137645,-0.81370638,25.93016,23.71471,29.0,23.31289008,52.0,46.31289008,27.0,21.31220805,-2.61726992,-0.40181992,-23.0,2.00068203
2800,-62.84947297,-0.70995563,23.98465,23.78839,30.0,23.96405997,39.0,32.96405997,NaN,NaN,-0.02059003,0.17566997,-9.0,NaN
2801,-62.75360689,-0.93754071,19.66689,19.05027,22.0,15.88761257,31.0,24.88761257,NaN,NaN,-3.77927743,-3.16265743,-9.0,NaN
2802,-62.95235613,-0.02620395,34.81162,34.81659,39.0,32.67969002,48.0,41.67969002,44.0,37.67925708,-2.13192998,-2.13689998,-9.0,-4.99956706
2803,-62.87715033,-0.23801571,48.31159,47.42899,55.0,48.67256204,27.0,20.67256204,52.0,45.67188687,0.36097204,1.24357204,28.0,3.00067517
2804,-62.39588904,-0.05963408,26.2088,26.11773,35.0,27.35407315,29.0,21.35407315,NaN,NaN,1.14527315,1.23634315,6.0,NaN
2805,-62.89214413,-0.47166913,17.72963,17.96335,28.0,21.8922281,33.0,26.8922281,31.0,24.89176106,4.1625981,3.9288781,-5.0,-2.99953296
2806,-62.89320058,-0.76712048,30.14137,32.28669,41.0,35.11277661,48.0,42.11277661,NaN,NaN,4.97140661,2.82608661,-7.0,NaN
2807,-62.92469482,-0.11385609,49.27584,50.1414,54.0,47.686076,50.0,43.686076,55.0,48.68563511,-1.589764,-2.455324,4.0,-0.99955911
2808,-62.1947321,-0.18247608,43.23703,42.64725,54.0,45.95590995,54.0,45.95590995,51.0,42.95590995,2.71887995,3.30865995,0.0,3.0
2809,-62.83321115,-0.4855906,37.37751,37.76136,45.0,38.7587045,40.0,33.7587045,NaN,NaN,1.3811945,0.9973445,5.0,NaN
2810,-62.36762615,-0.49816169,49.70055,47.84329,54.0,46.62232617,67.0,59.62232617,NaN,NaN,-3.07822383,-1.22096383,-13.0,NaN
2811,-62.50055302,-0.88608547,20.02122,20.04926,25.0,18.22919262,27.0,20.22919262,NaN,NaN,-1.79202738,-1.82006738,-2.0,NaN
2812,-62.01739072,-0.73233994,44.42614,43.79607,51.0,42.92820893,60.0,51.92820893,52.0,43.92820893,-1.49793107,-0.86786107,-9.0,-1.0
2813,-62.92651024,-0.92491278,24.9456,28.09512,27.0,21.30450595,31.0,25.30450595,26.0,20.30382321,-3.64109405,-6.79061405,-4.0,1.00068274
2814,-62.62186875,-0.94605203,29.13319,29.97822,39.0,32.56926472,38.0,31.56926472,NaN,NaN,3.43607472,2.59104472,1.0,NaN
2815,-62.03760417,-0.80662386,44.87024,43.55873,56.0,48.03180271,52.0,44.03180271,55.0,47.03180271,3.16156271,4.47307271,4.0,1.0
2816,-62.85288251,-0.84925221,12.50366,12.57266,21.0,15.07154555,9.0,3.07154555,21.0,15.07086256,2.56788555,2.49888555,12.0,0.00068299
2817,-62.62980649,-0.31495782,40.58924,37.63406,44.0,37.12899446,49.0,42.12899446,51.0,44.12899446,-3.46024554,-0.50506554,-5.0,-7.0
2818,-62.44735401,-0.59959214,45.46952,45.36253,58.0,50.8939485,60.0,52.8939485,NaN,NaN,5.4244285,5.5314185,-2.0,NaN
2819,-62.5603866,-0.62428429,40.17662,38.81458,44.0,37.19072296,46.0,39.19072296,NaN,NaN,-2.98589704,-1.62385704,-2.0,NaN
2820,-62.83051271,-0.69926194,25.68828,25.34657,35.0,28.91005576,37.0,30.91005576,NaN,NaN,3.22177576,3.56348576,-2.0,NaN
2821,-62.12749437,-0.2059875,32.3055,31.54455,37.0,28.80784313,44.0,35.80784313,41.0,32.80737058,-3.49765687,-2.73670687,-7.0,-3.99952745
2822,-62.39981224,-0.1201954,26.44424,26.82934,37.0,29.41180838,35.0,27.41180838,38.0,30.41202834,2.96756838,2.58246838,2.0,-1.00021996
2823,-62.29481141,-0.17880813,45.18876,44.51516,50.0,42.19956546,58.0,50.19956546,53.0,45.19978209,-2.98919454,-2.31559454,-8.0,-3.00021663
2824,-62.90683897,-0.10610401,44.26582,43.31651,50.0,43.63688523,46.0,39.63688523,52.0,45.6362137,-0.62893477,0.32037523,4.0,-1.99932847
2825,-62.12155985,-0.63833299,47.62915,47.01502,50.0,42.11716464,47.0,39.11716464,56.0,48.11716464,-5.51198536,-4.89785536,3.0,-6.0
2826,-62.69122943,-0.55809413,23.95626,24.36113,30.0,23.46471382,35.0,28.46471382,NaN,NaN,-0.49154618,-0.89641618,-5.0,NaN
2827,-62.26169006,-0.59772471,42.04374,43.20602,50.0,42.43433591,52.0,44.43433591,50.0,42.43433591,0.39059591,-0.77168409,-2.0,0.0
2828,-62.99442669,-0.34233795,52.54216,49.1781,56.0,50.04065935,58.0,52.04065935,58.0,52.04020483,-2.50150065,0.86255935,-2.0,-1.99954548
2829,-62.96426929,-0.88015523,29.45973,29.12747,35.0,29.36665663,34.0,28.36665663,27.0,21.36597426,-0.09307337,0.23918663,1.0,8.00068237
2830,-62.7402714,-0.29557113,43.63872,45.75531,51.0,44.3844348,62.0,55.3844348,54.0,47.38397396,0.7457148,-1.3708752,-11.0,-2.99953916
2831,-62.94170595,-0.32548973,28.96742,25.27078,33.0,26.89979842,40.0,33.89979842,35.0,28.89912275,-2.06762158,1.62901842,-7.0,-1.99932433
2832,-62.53674155,-0.86533701,24.73547,23.88985,32.0,25.30390524,36.0,29.30390524,NaN,NaN,0.56843524,1.41405524,-4.0,NaN
2833,-62.6085304,-0.84190965,19.99694,20.27418,28.0,21.46472171,29.0,22.46472171,NaN,NaN,1.46778171,1.19054171,-1.0,NaN
2834,-62.02409501,-0.57554933,40.53016,46.55501,55.0,46.82992327,46.0,37.82992327,53.0,44.82992327,6.29976327,0.27491327,9.0,2.0
2835,-62.05472489,-0.0846071,46.26976,46.56511,52.0,43.53344204,54.0,45.53344204,56.0,47.53365954,-2.73631796,-3.03166796,-2.0,-4.0002175
2836,-62.31540512,-0.49809832,16.81223,16.79585,26.0,18.49336748,22.0,14.49336748,23.0,15.49357362,1.68113748,1.69751748,4.0,2.99979386
2837,-62.45407762,-0.9720219,28.28767,26.38691,36.0,29.17415418,40.0,33.17415418,39.0,32.17347073,0.88648418,2.78724418,-4.0,-2.99931655
2838,-62.72161629,-0.55763933,21.36065,21.48012,31.0,24.53891719,33.0,26.53891719,44.0,37.53823471,3.17826719,3.05879719,-2.0,-12.99931752
2839,-62.25745202,-0.62009902,49.54861,48.15862,58.0,50.44025698,56.0,48.44025698,58.0,50.43977295,0.89164698,2.28163698,2.0,0.000484030000003
2840,-62.10375664,-0.36691349,45.64459,45.94747,50.0,41.87173069,48.0,39.87173069,52.0,43.87173069,-3.77285931,-4.07573931,2.0,-2.0
2841,-62.00391135,-0.29385293,46.20213,43.34346,52.0,43.56925571,52.0,43.56925571,54.0,45.56925571,-2.63287429,0.22579571,0.0,-2.0
2842,-62.53960044,-0.37019969,47.16099,46.90095,55.0,47.95056379,61.0,53.95056379,NaN,NaN,0.78957379,1.04961379,-6.0,NaN
2843,-62.56106564,-0.26937348,43.02234,42.75562,49.0,41.92532004,37.0,29.92532004,NaN,NaN,-1.09701996,-0.83029996,12.0,NaN
2844,-62.60441311,-0.74619261,16.07258,16.57454,26.0,19.38725082,22.0,15.38725082,NaN,NaN,3.31467082,2.81271082,4.0,NaN
2845,-62.30111891,-0.65142213,23.98002,22.04782,30.0,22.57080809,28.0,20.57080809,31.0,23.57100937,-1.40921191,0.52298809,2.0,-1.00020128
2846,-62.41700412,-0.09513094,26.61788,26.50445,35.0,27.43422658,38.0,30.43422658,NaN,NaN,0.81634658,0.92977658,-3.0,NaN
2847,-62.60713262,-0.35249264,44.73526,47.05711,50.0,43.10276369,73.0,66.10276369,NaN,NaN,-1.63249631,-3.95434631,-23.0,NaN
2848,-62.48787289,-0.33200705,46.90409,46.09887,54.0,46.79348016,52.0,44.79348016,NaN,NaN,-0.11060984,0.69461016,2.0,NaN
2849,-62.67355138,-0.92787172,18.14459,25.38376,28.0,21.68412706,52.0,45.68412706,28.0,21.68344338,3.53953706,-3.69963294,-24.0,0.000683680000002
2850,-62.59284522,-0.4841506,43.98443,46.29827,49.0,42.16718846,47.0,40.16718846,51.0,44.16718846,-1.81724154,-4.13108154,2.0,-2.0
2851,-62.64024782,-0.93193321,29.56365,30.0143,39.0,32.60473553,42.0,35.60473553,NaN,NaN,3.04108553,2.59043553,-3.0,NaN
2852,-62.70310861,-0.20517087,50.84868,50.97294,54.0,47.22190246,72.0,65.22190246,NaN,NaN,-3.62677754,-3.75103754,-18.0,NaN
2853,-62.20192624,-0.11422263,41.63184,42.89242,51.0,42.92042414,48.0,39.92042414,51.0,42.91995672,1.28858414,0.02800414,3.0,0.00046742
2854,-62.86588103,-0.61645621,35.81345,37.29134,46.0,39.93682288,48.0,41.93682288,NaN,NaN,4.12337288,2.64548288,-2.0,NaN
2855,-62.27573177,-0.75064681,45.59213,46.18277,61.0,53.57924057,57.0,49.57924057,54.0,46.57924057,7.98711057,7.39647057,4.0,7.0
2856,-62.08786472,-0.76500141,48.25671,47.07982,53.0,45.12588101,52.0,44.12588101,56.0,48.1260809,-3.13082899,-1.95393899,1.0,-3.00019989
2857,-62.17174791,-0.90514757,37.63775,38.16473,51.0,43.43250353,52.0,44.43250353,51.0,43.43250353,5.79475353,5.26777353,-1.0,0.0
2858,-62.07230177,-0.27637414,41.89195,43.03444,47.0,38.72521476,51.0,42.72521476,51.0,42.72521476,-3.16673524,-4.30922524,-4.0,-4.0
2859,-62.59852941,-0.24268838,30.48974,28.75642,34.0,26.99617637,33.0,25.99617637,36.0,28.99571398,-3.49356363,-1.76024363,1.0,-1.99953761
2860,-62.55370886,-0.95749826,29.77332,27.24394,37.0,30.40883496,31.0,24.40883496,NaN,NaN,0.63551496,3.16489496,6.0,NaN
2861,-62.24383763,-0.14244972,44.15186,43.06951,52.0,44.04584425,56.0,48.04584425,52.0,44.04537669,-0.10601575,0.97633425,-4.0,0.000467560000004
2862,-62.6466239,-0.36733899,45.77955,47.82314,57.0,50.21086991,66.0,59.21086991,NaN,NaN,4.43131991,2.38772991,-9.0,NaN
2863,-62.03521875,-0.3076284,42.69364,47.22969,51.0,42.65672466,53.0,44.65672466,57.0,48.65693598,-0.03691534,-4.57296534,-2.0,-6.00021132
2864,-62.25585371,-0.50589253,36.83623,35.24967,49.0,41.35224527,42.0,34.35224527,44.0,36.35245112,4.51601527,6.10257527,7.0,4.99979415
2865,-62.15196795,-0.71549074,45.14894,43.83504,51.0,43.24870005,55.0,47.24870005,54.0,46.24870005,-1.90023995,-0.58633995,-4.0,-3.0
2866,-62.13150572,-0.94999791,41.0918,40.8396,46.0,38.36483687,51.0,43.36483687,47.0,39.36483687,-2.72696313,-2.47476313,-5.0,-1.0
2867,-62.02667405,-0.44976632,44.45233,46.1715,49.0,40.74335284,49.0,40.74335284,52.0,43.74356061,-3.70897716,-5.42814716,0.0,-3.00020777
2868,-62.53681345,-0.22480526,28.59604,27.88877,37.0,29.83108219,30.0,22.83108219,NaN,NaN,1.23504219,1.94231219,7.0,NaN
2869,-62.92570665,-0.65138873,27.89067,27.93747,37.0,31.10898157,45.0,39.10898157,32.0,26.10830058,3.21831157,3.17151157,-8.0,5.00068099
2870,-62.16918821,-0.96516153,18.63928,18.71438,27.0,19.46840433,25.0,17.46840433,25.0,17.46840433,0.82912433,0.75402433,2.0,2.0
2871,-62.17822405,-0.57280988,44.71864,45.30944,52.0,44.20931532,46.0,38.20931532,53.0,45.20951936,-0.50932468,-1.10012468,6.0,-1.00020404
2872,-62.52190637,-0.5872019,44.3607,43.91846,52.0,45.0690703,51.0,44.0690703,NaN,NaN,0.7083703,1.1506103,1.0,NaN
2873,-62.25556683,-0.41746085,37.26661,38.27198,47.0,39.28566418,48.0,40.28566418,48.0,40.28566418,2.01905418,1.01368418,-1.0,-1.0
2874,-62.57994607,-0.29762577,45.38144,44.63613,52.0,44.99347452,64.0,56.99347452,NaN,NaN,-0.38796548,0.35734452,-12.0,NaN
2875,-62.08276541,-0.87279645,46.6898,47.78394,56.0,48.19065275,46.0,38.19065275,54.0,46.19016623,1.50085275,0.40671275,10.0,2.00048652
2876,-62.8686576,-0.06964908,31.93508,34.07965,41.0,34.51442492,54.0,47.51442492,43.0,36.51398457,2.57934492,0.43477492,-13.0,-1.99955965
2877,-62.02628542,-0.13579508,44.14413,43.28436,52.0,43.50249423,52.0,43.50249423,52.0,43.50271011,-0.64163577,0.21813423,0.0,-0.000215879999999
2878,-62.83494805,-0.67859022,31.12351,31.46303,39.0,32.90591658,51.0,44.90591658,NaN,NaN,1.78240658,1.44288658,-12.0,NaN
2879,-62.87777374,-0.33484896,51.62108,52.42357,54.0,47.75079752,60.0,53.75079752,58.0,51.75033903,-3.87028248,-4.67277248,-6.0,-3.99954151
2880,-62.76586395,-0.55790691,26.60007,27.98144,35.0,28.6475961,28.0,21.6475961,33.0,26.6475961,2.0475261,0.6661561,7.0,2.0
2881,-62.89973883,-0.337307,51.72632,49.0626,54.0,47.80623939,40.0,33.80623939,55.0,48.80645826,-3.92008061,-1.25636061,14.0,-1.00021887
2882,-62.52028265,-0.08964765,43.97942,43.81464,54.0,46.68289944,42.0,34.68289944,53.0,45.68312246,2.70347944,2.86825944,12.0,0.99977698
2883,-62.20891378,-0.27674824,45.34419,43.79708,53.0,45.06351476,52.0,44.06351476,53.0,45.06372753,-0.28067524,1.26643476,1.0,-0.000212770000005
2884,-62.13540172,-0.71158531,42.79872,43.97522,52.0,44.20472358,48.0,40.20472358,54.0,46.20472358,1.40600358,0.22950358,4.0,-2.0
2885,-62.3357525,-0.31309931,41.96594,40.60631,45.0,37.40475379,55.0,47.40475379,47.0,39.40428109,-4.56118621,-3.20155621,-10.0,-1.9995273
2886,-62.2079851,-0.60038897,46.97755,46.3459,52.0,44.30316733,57.0,49.30316733,55.0,47.30316733,-2.67438267,-2.04273267,-5.0,-3.0
2887,-62.20227543,-0.42375828,45.33364,45.46777,50.0,42.15839358,38.0,30.15839358,52.0,44.15860187,-3.17524642,-3.30937642,12.0,-2.00020829
2888,-62.51410851,-0.201543,25.51167,27.99204,38.0,30.75689273,34.0,26.75689273,NaN,NaN,5.24522273,2.76485273,4.0,NaN
2889,-62.59784783,-0.44794908,50.11013,46.77971,53.0,46.15234325,47.0,40.15234325,55.0,48.15234325,-3.95778675,-0.62736675,6.0,-2.0
2890,-62.67546403,-0.17795683,49.65834,47.95652,58.0,51.13305367,65.0,58.13305367,56.0,49.13259778,1.47471367,3.17653367,-7.0,2.00045589
2891,-62.28731756,-0.38977688,41.05555,44.24569,56.0,48.34299611,44.0,36.34299611,49.0,41.34320568,7.28744611,4.09730611,12.0,6.99979043
2892,-62.04694632,-0.51312236,42.01239,44.27083,54.0,45.84076724,59.0,50.84076724,55.0,46.8409734,3.82837724,1.56993724,-5.0,-1.00020616
2893,-62.14964711,-0.42848006,45.22003,46.74702,54.0,46.03136443,50.0,42.03136443,54.0,46.03157254,0.81133443,-0.71565557,4.0,-0.000208109999996
2894,-62.30790333,-0.3869125,49.66862,47.66135,57.0,49.39166291,55.0,47.39166291,54.0,46.39166291,-0.27695709,1.73031291,2.0,3.0
2895,-62.92842526,-0.19044533,47.65131,45.83448,49.0,42.758575,47.0,40.758575,51.0,44.75812869,-4.892735,-3.075905,2.0,-1.99955369
2896,-62.77822672,-0.49653048,39.69517,40.57764,48.0,41.63232989,49.0,42.63232989,NaN,NaN,1.93715989,1.05468989,-1.0,NaN
2897,-62.7509504,-0.83183964,30.60718,31.39728,37.0,30.80860244,44.0,37.80860244,NaN,NaN,0.20142244,-0.58867756,-7.0,NaN
2898,-62.17451408,-0.4412037,49.20966,45.45145,56.0,48.10278831,60.0,52.10278831,NaN,NaN,-1.10687169,2.65133831,-4.0,NaN
2899,-62.10149391,-0.05070283,41.97305,42.18527,50.0,41.62219129,52.0,43.62219129,51.0,42.62241016,-0.35085871,-0.56307871,-2.0,-1.00021887
2900,-62.21639408,-0.3151546,32.41928,34.41104,46.0,38.11133223,40.0,32.11133223,42.0,34.11154384,5.69205223,3.70029223,6.0,3.99978839
2901,-62.40201033,-0.63492173,45.92717,46.07948,55.0,47.80789833,50.0,42.80789833,53.0,45.80789833,1.88072833,1.72841833,5.0,2.0
2902,-62.06881666,-0.8696079,45.69225,44.24568,54.0,46.15358995,48.0,40.15358995,54.0,46.15358995,0.46133995,1.90790995,6.0,0.0
2903,-62.45193245,-0.08440731,30.35402,30.09176,38.0,30.51139081,35.0,27.51139081,NaN,NaN,0.15737081,0.41963081,3.0,NaN
2904,-62.31054082,-0.24392746,42.11967,43.7082,52.0,44.28925864,51.0,43.28925864,55.0,47.28878833,2.16958864,0.58105864,1.0,-2.99952969
2905,-62.74873758,-0.0954124,41.28769,40.67571,49.0,42.24491863,46.0,39.24491863,48.0,41.24447101,0.95722863,1.56920863,3.0,1.00044762
2906,-62.35970095,-0.65767611,42.00662,41.98129,50.0,42.72017062,37.0,29.72017062,53.0,45.71948481,0.71355062,0.73888062,13.0,-2.99931419
2907,-62.67259417,-0.2246812,47.90047,48.22366,56.0,49.16362691,77.0,70.16362691,55.0,48.16294806,1.26315691,0.93996691,-21.0,1.00067885
2908,-62.2136637,-0.08174362,43.74874,42.32222,51.0,42.92363897,36.0,27.92363897,49.0,40.92385797,-0.82510103,0.60141897,15.0,1.999781
2909,-62.38582264,-0.59086523,46.8524,46.70831,54.0,46.7359538,60.0,52.7359538,55.0,47.73547119,-0.1164462,0.0276438,-6.0,-0.99951739
2910,-62.91247717,-0.88193887,13.52301,13.13138,21.0,15.24017056,29.0,23.24017056,19.0,13.23948784,1.71716056,2.10879056,-8.0,2.00068272
2911,-62.59693398,-0.64382064,44.63241,44.61293,48.0,41.29518736,51.0,44.29518736,NaN,NaN,-3.33722264,-3.31774264,-3.0,NaN
2912,-62.82823431,-0.52120871,42.59901,40.2984,51.0,44.77329588,56.0,49.77329588,NaN,NaN,2.17428588,4.47489588,-5.0,NaN
2913,-62.71128566,-0.34794095,48.6217,48.63231,56.0,49.35448851,76.0,69.35448851,56.0,49.35402358,0.73278851,0.72217851,-20.0,0.00046493
2914,-62.44049723,-0.25810737,45.68702,45.9767,52.0,44.6203457,63.0,55.6203457,53.0,45.6198779,-1.0666743,-1.3563543,-11.0,-0.9995322
2915,-62.58857162,-0.90979657,16.21901,17.03521,26.0,19.46252077,33.0,26.46252077,NaN,NaN,3.24351077,2.42731077,-7.0,NaN
2916,-62.30289306,-0.75064045,40.45988,39.3478,48.0,40.64642988,50.0,42.64642988,48.0,40.64642988,0.18654988,1.29862988,-2.0,0.0
2917,-62.17386673,-0.92880284,38.3116,41.46823,46.0,38.45455489,47.0,39.45455489,45.0,37.45387144,0.14295489,-3.01367511,-1.0,1.00068345
2918,-62.25558166,-0.08948288,36.36367,36.88986,45.0,37.0331224,44.0,36.0331224,45.0,37.03334161,0.6694524,0.1432624,1.0,-0.000219210000004
2919,-62.96969891,-0.6370691,16.20938,16.67034,22.0,16.20611423,20.0,14.20611423,22.0,16.20543395,-0.00326577,-0.46422577,2.0,0.000680280000001
2920,-62.65330715,-0.01031888,28.94877,29.36363,45.0,37.94294782,31.0,23.94294782,43.0,35.94250161,8.99417782,8.57931782,14.0,2.00044621
2921,-62.28992047,-0.38399843,45.99012,45.67489,54.0,46.34545361,56.0,48.34545361,53.0,45.34497733,0.35533361,0.67056361,-2.0,1.00047628
2922,-62.55118569,-0.68317388,38.61433,40.20502,49.0,42.21074315,42.0,35.21074315,NaN,NaN,3.59641315,2.00572315,7.0,NaN
2923,-62.83557022,-0.77274839,32.96374,33.08656,38.0,31.97474013,54.0,47.97474013,NaN,NaN,-0.98899987,-1.11181987,-16.0,NaN
2924,-62.15315183,-0.77871492,41.41002,44.2295,53.0,45.29695141,46.0,38.29695141,55.0,47.29695141,3.88693141,1.06745141,7.0,-2.0
2925,-62.11193312,-0.54016004,45.356,44.66228,52.0,44.02182538,67.0,59.02182538,NaN,NaN,-1.33417462,-0.64045462,-15.0,NaN
2926,-62.61211467,-0.46153727,34.73438,32.5472,40.0,33.19790496,76.0,69.19790496,40.0,33.19743117,-1.53647504,0.65070496,-36.0,0.000473790000001
2927,-62.69069819,-0.05080957,47.27513,47.01397,60.0,53.06720823,82.0,75.06720823,NaN,NaN,5.79207823,6.05323823,-22.0,NaN
2928,-62.3298536,-0.29414654,46.4199,48.28786,56.0,48.37521746,56.0,48.37521746,56.0,48.37521746,1.95531746,0.08735746,0.0,0.0
