,aw3d30_wgs84_Barcelos,aw3d30_slope_Barcelos
4985,NaN,NaN
4986,30.83678896,1.398343
4987,33.53039366,NaN
4988,NaN,NaN
4989,36.79079481,0.9852805
4990,21.14588768,0.3280509
4991,35.56199002,1.357235
4992,21.32788051,0.00131581
4993,46.99370729,1.351852
4994,43.97685767,2.1106
4995,NaN,NaN
4996,NaN,NaN
4997,15.60385858,1.313276
4998,45.07385705,0.4644982
4999,42.42222874,4.290046
5000,15.22856162,0.001317
5001,22.93808515,1.464493
5002,NaN,NaN
5003,42.2350247,1.388148
5004,45.20863469,NaN
5005,26.78148336,8.590464
5006,21.85221192,0.00131375
5007,40.20948822,1.388164
5008,45.35390694,3.351288
5009,46.11070906,0.00133015
5010,45.87767899,3.024242
5011,46.86854736,0.7376063
5012,45.1303035,1.674156
5013,45.06794407,0.657899
5014,43.14382523,3.54098
5015,40.65636636,4.765282
5016,NaN,NaN
5017,NaN,NaN
5018,20.9618803,6.219452
5019,38.11581977,5.57855
5020,46.02738048,0.9321991
5021,NaN,NaN
5022,32.09224932,4.743637
5023,50.22149488,0.7315812
5024,51.41544099,2.082036
5025,47.46557974,1.466586
5026,NaN,NaN
5027,51.82657581,1.313819
5028,NaN,NaN
5029,52.95417249,1.970084
5030,NaN,NaN
5031,NaN,NaN
5032,51.29129314,0.7315664
5033,NaN,NaN
5034,21.28941428,0.00131622
5035,53.36315298,0.6579319
5036,NaN,NaN
5037,42.33436567,NaN
5038,NaN,NaN
5039,40.67389657,1.182494
5040,34.02473726,1.187824
5041,30.99851742,0.4659295
5042,42.6653138,1.644039
5043,NaN,NaN
5044,45.77588916,1.041505
5045,39.1583171,5.559729
5046,46.69305146,0.7375927
5047,41.9912828,1.313286
5048,30.02365535,0.00132438
5049,14.14283382,8.767599
5050,NaN,NaN
5051,47.19374338,1.466863
5052,38.85564416,1.187847
5053,30.32790917,1.035784
5054,49.23585038,0.46671
5055,43.68502407,2.388045
5056,45.43721203,4.675523
5057,43.08692355,2.639085
5058,41.68529873,1.18784
5059,33.39816391,1.313254
5060,52.48507937,1.764233
5061,49.77224575,NaN
5062,50.39725295,2.626319
5063,47.29874157,2.37531
5064,44.66043121,2.927862
5065,44.25829511,0.0013151
5066,NaN,NaN
5067,43.55248176,3.753542
5068,22.31834173,4.687729
5069,28.7979259,11.21467
5070,NaN,NaN
5071,41.95385558,2.646411
5072,18.83036184,0.9252188
5073,NaN,NaN
5074,42.52768836,1.466947
5075,51.87912928,1.182294
5076,43.08099058,4.45408
5077,NaN,NaN
5078,NaN,NaN
5079,30.90383689,0.6561012
5080,27.74518845,2.833705
5081,NaN,NaN
5082,48.25891164,3.543596
5083,NaN,NaN
5084,51.70876103,1.39921
5085,NaN,NaN
5086,NaN,NaN
5087,31.69771715,1.864355
5088,47.83187299,0.9251518
5089,38.62000843,5.318725
5090,NaN,NaN
5091,46.39204143,3.991513
5092,47.29290523,0.7368618
5093,21.24090993,2.956123
5094,NaN,NaN
5095,47.217029,1.187824
5096,30.92250461,0.6584635
5097,21.04953321,0.00131471
5098,48.39476908,3.947916
5099,49.63488089,1.472626
5100,NaN,NaN
5101,NaN,NaN
5102,43.43799334,1.040352
5103,40.54420063,1.672391
5104,NaN,NaN
5105,46.83594088,5.198698
5106,43.52504378,1.313218
5107,46.54108795,1.674571
5108,NaN,NaN
5109,21.57654999,0.7368883
5110,27.9242139,1.036149
5111,28.82854324,4.632172
5112,40.316408,1.970579
5113,NaN,NaN
5114,41.63987328,NaN
5115,49.78550269,1.188298
5116,NaN,NaN
5117,NaN,NaN
5118,46.15214126,0.4659511
5119,NaN,NaN
5120,24.03703052,8.274211
5121,42.60690303,0.462
5122,NaN,NaN
5123,38.71564872,1.399126
5124,21.82441599,0.00131344
5125,NaN,NaN
5126,NaN,NaN
5127,43.71310383,1.315583
5128,22.26669872,1.678551
5129,45.25446042,0.00131602
5130,47.87959092,NaN
5131,43.07786587,5.55957
5132,NaN,NaN
5133,NaN,NaN
5134,41.47797526,0.9251671
5135,22.57325192,2.072649
5136,NaN,NaN
5137,36.03921098,3.419724
5138,NaN,NaN
5139,39.94104569,1.313789
5140,23.87380931,2.702802
5141,24.4464181,NaN
5142,45.70860117,1.17982
5143,33.68534747,1.17994
5144,NaN,NaN
5145,NaN,NaN
5146,NaN,NaN
5147,45.10531447,1.351901
5148,37.55543349,2.095301
5149,45.24830353,1.041476
5150,28.59633545,11.58538
5151,23.02855993,0.737574
5152,13.60572882,NaN
5153,48.09113697,1.77426
5154,40.78267181,1.647531
5155,NaN,NaN
5156,9.85075371,0.9329773
5157,47.40600255,1.31501
5158,20.50233535,2.319795
5159,NaN,NaN
5160,40.54948454,2.330815
5161,43.75127471,1.466729
5162,8.81926114,NaN
5163,15.43659006,0.3280436
5164,42.25963196,0.7318123
5165,21.09890928,0.00131649
5166,47.35634427,1.911352
5167,34.47945119,2.196372
5168,44.07963418,1.648343
5169,48.84779912,4.559033
5170,47.96949749,4.641713
5171,NaN,NaN
5172,NaN,NaN
5173,41.73948315,4.100598
5174,46.2290416,1.636228
5175,NaN,NaN
5176,44.63100386,1.182317
5177,22.77399816,0.6579678
5178,20.07130362,1.315117
5179,49.14183699,0.9329996
5180,NaN,NaN
5181,NaN,NaN
5182,NaN,NaN
5183,42.10885808,1.644015
5184,NaN,NaN
5185,43.09894795,1.399168
5186,NaN,NaN
5187,39.75374841,3.661273
5188,10.98972028,0.00132145
5189,NaN,NaN
5190,41.26195128,14.95714
5191,46.38631057,3.022135
5192,NaN,NaN
5193,20.47662822,6.975022
5194,30.06493681,2.110087
5195,41.97607584,0.9277417
5196,42.57653661,4.368843
5197,31.09609837,0.3275276
5198,NaN,NaN
5199,27.80426751,0.7315582
5200,NaN,NaN
5201,49.85771083,1.772519
5202,NaN,NaN
5203,34.85667472,3.62658
5204,45.79889826,5.019537
5205,63.17831838,NaN
5206,NaN,NaN
5207,NaN,NaN
5208,42.01721289,0.3275159
5209,NaN,NaN
5210,NaN,NaN
5211,41.93468558,2.649565
5212,49.63942466,2.095304
5213,NaN,NaN
5214,36.85969408,3.273722
5215,NaN,NaN
5216,39.58798381,3.65859
5217,NaN,NaN
5218,21.25358576,0.00131602
5219,NaN,NaN
5220,NaN,NaN
5221,41.07694972,NaN
5222,43.22379734,3.352596
5223,45.87636026,1.674096
5224,42.74291835,1.464451
5225,47.14578945,2.944898
5226,26.75698485,6.734421
5227,44.27629141,2.3
5228,38.91998288,0.9864896
5229,44.004179,0.3298342
5230,NaN,NaN
5231,21.32027252,0.00131257
5232,NaN,NaN
5233,40.5692618,7.050879
5234,NaN,NaN
5235,7.67780848,2.558352
5236,50.21691333,2.313892
5237,45.00672697,NaN
5238,35.97110988,2.834427
5239,36.3858733,2.319917
5240,33.62975857,2.110058
5241,-2.04849002,NaN
5242,42.42198118,7.237204
5243,NaN,NaN
5244,48.83784968,1.647524
5245,32.49656664,5.900637
5246,NaN,NaN
5247,45.00429864,1.970083
5248,51.57876698,1.315577
5249,NaN,NaN
5250,NaN,NaN
5251,45.28021213,1.188632
5252,NaN,NaN
5253,21.16132121,0.00131701
5254,39.85235203,1.908908
5255,44.70458314,1.035791
5256,30.0173703,5.136375
5257,NaN,NaN
5258,21.92649829,0.00131878
5259,34.09711158,5.653801
5260,19.09973284,4.264169
5261,NaN,NaN
5262,45.52118768,2.074524
5263,21.17183923,0.00131402
5264,43.40049073,2.703175
5265,NaN,NaN
5266,NaN,NaN
5267,18.43411759,2.319242
5268,37.67768488,3.54429
5269,18.41473846,1.76388
5270,45.06226244,1.357326
5271,NaN,NaN
5272,45.03369934,1.354025
5273,45.04807008,2.944167
5274,37.26463945,0.4619726
5275,25.10996456,1.31506
5276,49.43885706,3.680079
5277,37.71247279,1.911141
5278,32.96814334,2.325285
5279,21.2044799,0.7316419
5280,45.80451651,1.351522
5281,46.03425273,2.644947
5282,NaN,NaN
5283,44.18383923,0.7360918
5284,40.12358426,0.3292685
5285,NaN,NaN
5286,32.03963796,1.18001
5287,44.27446437,0.0013152
5288,NaN,NaN
5289,45.21779818,0.6561037
5290,47.71703636,3.35182
5291,46.99539888,1.357288
5292,39.55740291,0.4667488
5293,17.86494351,0.6579608
5294,42.99510286,4.643193
5295,42.30031029,2.496648
5296,NaN,NaN
5297,NaN,NaN
5298,NaN,NaN
5299,27.57589701,3.031229
5300,NaN,NaN
5301,38.72025322,3.83416
5302,44.73042157,1.644024
5303,32.1229173,6.893429
5304,50.7594834,0.7315743
5305,NaN,NaN
5306,42.60554604,2.375336
5307,21.40362314,0.00131441
5308,18.99504532,1.038141
5309,21.37290766,0.00131482
5310,29.95373188,1.035792
5311,25.99890279,4.140753
5312,NaN,NaN
5313,40.34429518,0.9864715
5314,43.35582878,3.086891
5315,49.84982995,1.766529
5316,NaN,NaN
5317,NaN,NaN
5318,21.30079394,0.00131582
5319,NaN,NaN
5320,39.55008185,1.636431
5321,45.26134008,2.196757
5322,45.35051352,1.464477
5323,NaN,NaN
5324,NaN,NaN
5325,NaN,NaN
5326,NaN,NaN
5327,45.2917354,2.817245
5328,20.74761514,20.61709
5329,31.91982875,5.11569
5330,46.06293806,1.997447
5331,41.46392659,4.186714
5332,NaN,NaN
5333,20.00891,0.7316557
5334,42.11966981,2.573138
5335,36.64656919,1.672356
5336,NaN,NaN
5337,13.95487504,2.196544
5338,NaN,NaN
5339,48.71503258,1.671928
5340,50.45061616,3.298349
5341,NaN,NaN
5342,NaN,NaN
5343,27.73614991,1.038404
5344,48.10970185,2.507357
5345,47.74868632,1.970003
5346,NaN,NaN
5347,NaN,NaN
5348,45.25042097,0.7315537
5349,21.16190992,0.00131241
5350,47.32201913,1.773263
5351,36.46337188,5.559713
5352,NaN,NaN
5353,47.26662146,1.676479
5354,49.19607026,0.9330223
5355,24.01594225,0.3275336
5356,35.57519808,1.908891
5357,44.89725456,1.63631
5358,47.72522224,1.996978
5359,NaN,NaN
5360,49.06419728,2.388142
5361,NaN,NaN
5362,32.85403465,0.9864887
5363,NaN,NaN
5364,42.34238287,6.195607
5365,NaN,NaN
5366,45.66550452,1.644018
5367,45.25287485,2.19878
5368,51.17495104,NaN
5369,41.56988444,0.3275248
5370,NaN,NaN
5371,49.17225493,1.351871
5372,45.9026658,3.731369
5373,NaN,NaN
5374,13.69407696,0.9276793
5375,45.14246945,2.330837
5376,49.09763852,2.359976
5377,NaN,NaN
5378,46.26711674,4.475908
5379,49.32382697,0.737594
5380,48.83556652,3.273868
5381,NaN,NaN
5382,45.19392109,2.834038
5383,NaN,NaN
5384,29.62135887,3.817223
5385,21.7936262,3.624571
5386,49.12872987,1.672381
5387,50.09575541,1.038037
5388,50.72418763,8.446993
5389,NaN,NaN
5390,NaN,NaN
5391,34.35490332,5.079448
5392,25.93275452,2.817315
5393,21.28372892,0.00131627
5394,NaN,NaN
5395,NaN,NaN
5396,49.10256061,4.186451
5397,17.30585004,7.029391
5398,41.11130466,7.281305
5399,46.94740329,0.3280364
5400,38.80568519,2.110584
5401,51.44305149,1.644015
5402,45.42194961,2.37658
5403,49.19974127,2.644399
5404,NaN,NaN
5405,44.81705243,0.7375906
5406,NaN,NaN
5407,43.38791396,2.639048
5408,NaN,NaN
5409,NaN,NaN
5410,49.83382554,0.00131355
5411,18.05207344,2.298367
5412,NaN,NaN
5413,43.8656506,2.316286
5414,31.06073358,1.035841
5415,NaN,NaN
5416,NaN,NaN
5417,19.8207008,0.00131315
5418,49.98580561,1.038027
5419,44.23899227,3.674179
5420,NaN,NaN
5421,45.50628831,1.179976
5422,46.45785146,0.9251275
5423,42.84018885,1.357275
5424,NaN,NaN
5425,16.55131309,3.342406
5426,26.93229859,0.329313
5427,42.80521876,1.315588
5428,30.37765754,1.351924
5429,NaN,NaN
5430,NaN,NaN
5431,35.95460887,0.00131651
5432,42.9414147,0.9864794
5433,NaN,NaN
5434,47.17695584,6.4211
5435,NaN,NaN
5436,NaN,NaN
5437,NaN,NaN
5438,NaN,NaN
5439,NaN,NaN
5440,NaN,NaN
5441,50.06626068,1.351835
5442,28.0354526,4.980367
5443,21.5162349,5.408755
5444,38.06946038,5.250816
5445,NaN,NaN
5446,NaN,NaN
5447,21.28855173,0.00131602
5448,27.32427405,6.727423
5449,42.01358492,1.774265
5450,NaN,NaN
5451,18.39868858,2.944178
5452,NaN,NaN
5453,10.94593084,3.702293
5454,47.13549559,2.573083
5455,NaN,NaN
5456,NaN,NaN
5457,21.09709924,0.3298182
5458,37.72791366,1.921998
5459,42.61500556,2.496875
5460,28.68848267,1.464463
5461,26.98243025,4.265242
5462,22.17801085,0.9870743
5463,44.52572136,2.656165
5464,44.85318959,6.554364
5465,NaN,NaN
5466,45.16083255,3.368884
5467,40.89853472,1.17982
5468,NaN,NaN
5469,45.12767647,1.636222
5470,36.72819705,7.476696
5471,39.98679267,2.812132
5472,41.9546006,10.51548
5473,NaN,NaN
5474,44.33117075,2.3238
5475,NaN,NaN
5476,51.12124988,1.911301
5477,37.96309906,6.841599
5478,NaN,NaN
5479,31.90830779,1.772558
5480,49.65350703,1.041492
5481,NaN,NaN
5482,43.09401225,2.097893
5483,25.52812636,9.219524
5484,NaN,NaN
5485,NaN,NaN
5486,NaN,NaN
5487,28.9091027,3.991535
5488,36.78564659,0.9330288
5489,14.92672703,1.676597
5490,NaN,NaN
5491,47.53236166,3.948391
5492,NaN,NaN
5493,33.64869588,4.76497
5494,42.88630008,2.928082
5495,NaN,NaN
5496,42.60850973,0.0013242
5497,38.17446035,4.100933
5498,24.6706504,3.298534
5499,19.39211134,5.437929
5500,25.16321772,2.385956
5501,51.08927103,2.639078
5502,43.95650322,1.636361
5503,45.80555278,2.811101
5504,24.97971899,6.157201
5505,32.93458333,0.00132489
5506,NaN,NaN
5507,41.57406867,1.995358
5508,NaN,NaN
5509,NaN,NaN
5510,NaN,NaN
5511,45.4314589,2.703042
5512,39.89837119,1.773516
5513,40.26884707,NaN
5514,35.32869453,1.86516
5515,15.95663146,4.188872
5516,32.83792822,2.001574
5517,42.69248164,2.574157
5518,43.86062509,0.7367973
5519,43.45803328,2.507629
5520,26.8213153,3.953594
5521,50.61689832,2.493991
5522,22.81555805,0.6566851
5523,51.7519046,2.325949
5524,44.92300783,0.7318387
5525,NaN,NaN
5526,NaN,NaN
5527,23.98345881,3.388662
5528,45.50713425,0.9330255
5529,51.49809424,5.193642
5530,43.90706992,2.930429
5531,49.74547299,1.038417
5532,27.79994225,0.6584654
5533,42.31333054,1.1891
5534,49.40085313,1.766191
5535,NaN,NaN
5536,NaN,NaN
5537,NaN,NaN
5538,46.54414855,3.73478
5539,41.68148269,1.399171
5540,17.51742079,7.020432
5541,31.91018126,4.445951
5542,38.97963531,2.072582
5543,NaN,NaN
5544,38.56388197,1.676525
5545,47.98229111,3.300538
5546,NaN,NaN
5547,26.34225965,6.868552
5548,44.44658539,1.313847
5549,NaN,NaN
5550,42.01382707,2.196842
5551,46.53756024,1.390778
5552,43.31677702,3.849149
5553,31.36040569,1.356056
5554,50.35877073,4.318699
5555,43.96642816,1.313792
5556,NaN,NaN
5557,NaN,NaN
5558,46.75387041,0.4659336
5559,46.92937286,1.179998
5560,NaN,NaN
5561,46.18034822,2.713424
5562,NaN,NaN
5563,44.05346085,1.353577
5564,NaN,NaN
5565,48.45619227,3.107495
5566,27.3546711,0.4644849
5567,41.85040999,5.08157
5568,36.15381529,0.7361019
5569,41.57128709,0.6584764
5570,41.97671385,2.970043
5571,50.68044991,7.652003
5572,43.25371966,2.833716
5573,46.79160013,1.180004
5574,22.18759943,3.83902
5575,NaN,NaN
5576,50.21005274,1.398396
5577,45.66221197,1.188639
5578,35.86861266,0.7375996
5579,33.74258931,5.814266
5580,NaN,NaN
5581,NaN,NaN
5582,NaN,NaN
5583,49.34181479,2.110128
5584,44.62377637,1.038084
5585,50.72806438,0.4619744
5586,15.69169001,1.672494
5587,35.95334173,0.7340509
5588,NaN,NaN
5589,NaN,NaN
5590,11.53626908,1.357978
5591,NaN,NaN
5592,19.24304938,5.893934
5593,40.70846461,5.28933
5594,NaN,NaN
5595,45.28644616,1.773595
5596,35.8613167,1.356675
5597,NaN,NaN
5598,31.91770968,2.362423
5599,NaN,NaN
5600,NaN,NaN
5601,48.00095866,4.063956
5602,21.79493495,1.35373
5603,39.74715596,3.022151
5604,46.34421011,1.353646
5605,21.97304424,2.55823
5606,42.70318127,1.038412
5607,NaN,NaN
5608,28.37275456,10.47833
5609,40.33828657,3.964867
5610,28.324115,2.814652
5611,50.83493599,0.7339197
5612,NaN,NaN
5613,NaN,NaN
5614,NaN,NaN
5615,24.2258114,1.189082
5616,NaN,NaN
5617,34.60782219,0.4659511
5618,52.21746703,3.849456
5619,21.89334468,0.00131878
5620,48.35226587,2.833699
5621,24.13915402,2.360147
5622,21.93694953,0.7368407
5623,NaN,NaN
5624,45.23162193,3.283643
5625,21.48505724,8.896924
5626,30.58226879,0.7318253
5627,46.86106914,0.4659529
5628,40.87884942,2.628592
5629,NaN,NaN
5630,45.07404388,0.328053
5631,NaN,NaN
5632,50.85950029,1.388196
5633,33.60683097,0.9853086
5634,37.37618814,1.39915
5635,49.22958456,3.623862
5636,51.37485874,9.539874
5637,25.16822328,0.9329764
5638,18.70697539,7.291121
5639,NaN,NaN
5640,47.75034245,3.240398
5641,23.04860538,5.553453
5642,NaN,NaN
5643,39.84881737,3.031287
5644,45.19849026,2.097997
5645,43.96970081,2.31363
5646,39.37041773,2.082063
5647,33.18778946,2.970014
5648,43.44571718,3.54429
5649,45.31068169,2.072248
5650,38.51584229,5.890985
5651,NaN,NaN
5652,47.98542478,3.022128
5653,34.69684778,1.038026
5654,32.00009574,2.655517
5655,NaN,NaN
5656,NaN,NaN
5657,NaN,NaN
5658,NaN,NaN
5659,26.50618395,0.00132151
5660,43.1757423,3.501381
5661,45.19239078,1.774259
5662,NaN,NaN
5663,25.31642472,6.50942
5664,39.74282953,3.371506
5665,42.35262664,1.995082
5666,42.65994064,2.976101
5667,NaN,NaN
5668,41.02771075,4.862889
5669,34.00316008,1.042216
5670,43.67047489,3.831838
5671,44.28088701,1.647527
5672,47.83709293,1.182354
5673,NaN,NaN
5674,45.15381991,1.473425
5675,NaN,NaN
5676,36.48751371,1.315053
5677,39.49480944,1.636253
5678,NaN,NaN
5679,NaN,NaN
5680,44.67063951,3.293298
5681,21.51668065,NaN
5682,NaN,NaN
5683,14.82214273,0.657954
5684,35.88013063,2.508291
5685,31.95905449,1.773298
5686,42.20617267,0.00131754
5687,NaN,NaN
5688,NaN,NaN
5689,21.2291415,0.00131453
5690,NaN,NaN
5691,NaN,NaN
5692,NaN,NaN
5693,46.53933764,2.651112
5694,NaN,NaN
5695,47.73324511,2.796255
5696,NaN,NaN
5697,40.61367899,2.651153
5698,49.0492586,0.3280368
5699,41.10101759,1.921432
5700,NaN,NaN
5701,NaN,NaN
5702,NaN,NaN
5703,29.72938668,0.3298187
5704,14.69190097,0.3298232
5705,13.62753611,0.984788
5706,47.16561164,0.9322375
5707,NaN,NaN
5708,NaN,NaN
5709,NaN,NaN
5710,44.31401543,0.00131464
5711,NaN,NaN
5712,29.79478708,6.580749
5713,43.23939218,4.018403
5714,18.22578331,3.224511
5715,NaN,NaN
5716,NaN,NaN
5717,43.59513763,1.466676
5718,36.09084119,3.016345
5719,32.97354553,2.573152
5720,43.220795,1.908866
5721,NaN,NaN
5722,NaN,NaN
5723,NaN,NaN
5724,NaN,NaN
5725,NaN,NaN
5726,30.82056302,1.179993
5727,41.4434674,2.970055
5728,44.3087964,3.432614
5729,44.4388827,2.95647
5730,NaN,NaN
5731,NaN,NaN
5732,NaN,NaN
5733,21.27184296,0.00131608
5734,43.55724727,2.330074
5735,29.47606304,4.682308
5736,47.0609439,1.47344
5737,33.75429689,NaN
5738,44.51530958,0.9865175
5739,48.41261779,4.311332
5740,50.14819831,1.315584
5741,39.77145967,3.36907
5742,46.36441167,1.648338
5743,41.06969347,1.671919
5744,NaN,NaN
5745,47.34874236,1.909014
5746,44.50868687,1.673975
5747,43.1096143,0.327493
5748,NaN,NaN
5749,NaN,NaN
5750,45.87357628,3.29846
5751,19.39048061,7.151864
5752,37.69036223,1.772578
5753,18.83839409,3.022321
5754,40.30336866,0.4667555
5755,48.7619124,1.643401
5756,NaN,NaN
5757,49.98064093,1.354042
5758,NaN,NaN
5759,25.60730297,0.9329976
5760,40.55123201,6.549278
5761,42.66531588,1.353599
5762,NaN,NaN
5763,NaN,NaN
5764,NaN,NaN
5765,NaN,NaN
5766,44.4331484,1.970048
5767,47.37633743,2.330086
5768,29.02481173,1.313331
5769,48.02139274,4.865132
5770,46.19919189,2.626275
5771,27.76651081,0.4667461
5772,NaN,NaN
5773,NaN,NaN
5774,32.16566474,5.885099
5775,NaN,NaN
5776,43.6221437,0.32752
5777,21.217373,0.00131415
5778,NaN,NaN
5779,46.04429647,0.9322183
5780,12.59376317,0.7340596
5781,47.82393672,1.188371
5782,NaN,NaN
5783,NaN,NaN
5784,NaN,NaN
5785,40.7611089,1.766283
5786,29.07226939,0.9276845
5787,NaN,NaN
5788,21.18828306,0.00131294
5789,41.17625436,2.641314
5790,45.90935094,4.397078
5791,46.50935616,1.038454
5792,NaN,NaN
5793,43.05554659,2.650506
5794,23.73623322,5.409103
5795,NaN,NaN
5796,18.0928131,3.609299
5797,26.75124312,3.227007
5798,21.06890184,0.7368472
5799,28.95947799,0.7368227
5800,21.1694332,3.021943
5801,NaN,NaN
5802,NaN,NaN
5803,36.72253886,0.9252443
5804,44.1108307,0.6584677
5805,21.1337098,0.00131723
5806,50.43421989,2.798657
5807,27.48500069,5.351963
5808,NaN,NaN
5809,48.62295443,2.555486
5810,NaN,NaN
5811,36.96351492,4.383719
5812,49.17951602,0.9870553
5813,31.87489156,1.038408
5814,49.28943753,2.321302
5815,20.29383247,0.7340469
5816,46.66021791,1.64342
5817,47.77445481,1.038093
5818,46.10107062,3.036957
5819,12.63942878,0.3280401
5820,22.9765193,5.41163
5821,46.20401203,6.336669
5822,29.28166246,5.84187
5823,23.99794591,1.464604
5824,28.3115363,3.109628
5825,43.34497432,3.658337
5826,NaN,NaN
5827,NaN,NaN
5828,35.16867644,3.54364
5829,20.94844297,0.4659267
5830,38.39461704,3.271192
5831,29.88855932,0.00132324
5832,NaN,NaN
5833,48.29565839,2.713441
5834,30.92489012,0.00132554
5835,NaN,NaN
5836,47.33206903,0.9251316
5837,NaN,NaN
5838,42.43601785,1.188639
5839,NaN,NaN
5840,41.63760039,1.464459
5841,17.88757538,1.766629
5842,39.91683208,0.6578857
5843,39.97713876,1.182529
5844,22.28782453,0.9276752
5845,46.17199762,2.362694
5846,28.87515483,3.937246
5847,34.85066399,0.7376274
5848,26.52838653,0.00132132
5849,45.53825385,0.4667088
5850,NaN,NaN
5851,31.90860015,5.619801
5852,NaN,NaN
5853,31.79235858,1.353549
5854,33.90897818,3.390116
5855,23.00156853,2.648914
5856,47.71587799,2.323803
5857,NaN,NaN
5858,29.03856312,1.472661
5859,39.01933025,3.02404
5860,45.26428501,1.399163
5861,36.70899964,0.6578767
5862,NaN,NaN
5863,31.75008507,1.035785
5864,40.05831117,0.3275183
5865,NaN,NaN
5866,NaN,NaN
5867,42.30848411,2.800931
5868,48.91706255,1.466943
5869,49.38581357,1.772513
5870,12.67611013,2.32601
5871,NaN,NaN
5872,NaN,NaN
5873,45.95978743,5.251322
5874,42.83863968,0.9852834
5875,49.17445653,1.763984
5876,22.86459565,3.120194
5877,44.21193762,1.672381
5878,33.88815151,1.038041
5879,45.52843256,1.03614
5880,47.38512633,1.035901
5881,46.15643786,2.097837
5882,37.9923139,1.971901
5883,30.66668005,0.9329773
5884,NaN,NaN
5885,32.45090603,2.199026
5886,19.19339039,0.00133084
5887,49.93232984,6.89639
5888,48.18833335,1.042206
5889,NaN,NaN
5890,NaN,NaN
5891,34.47557816,7.322555
5892,41.03609574,2.081682
5893,NaN,NaN
5894,41.04867808,1.772558
5895,35.34216602,2.639085
5896,28.68227972,1.179828
5897,NaN,NaN
5898,NaN,NaN
5899,23.16174701,0.737581
5900,41.07150149,4.382424
5901,46.15032385,0.9864885
5902,NaN,NaN
5903,NaN,NaN
5904,43.226435,4.701933
5905,NaN,NaN
5906,40.48908517,7.498285
5907,NaN,NaN
5908,NaN,NaN
5909,43.15204023,7.433631
5910,48.43329307,4.956257
5911,NaN,NaN
5912,NaN,NaN
5913,NaN,NaN
5914,NaN,NaN
5915,43.79616378,0.734215
5916,51.76101107,1.388173
5917,NaN,NaN
5918,NaN,NaN
5919,25.58261522,1.351458
5920,25.74490782,1.638945
5921,43.97216381,3.528047
5922,46.83460783,0.6579254
5923,17.89439134,0.7368814
5924,43.98339514,7.911694
5925,NaN,NaN
5926,35.64820418,3.433302
5927,NaN,NaN
5928,44.97758959,0.3292436
5929,31.8417388,1.18246
5930,NaN,NaN
5931,NaN,NaN
5932,49.01328289,1.64402
5933,NaN,NaN
5934,38.29689318,1.354007
5935,41.68361335,5.470047
5936,NaN,NaN
5937,38.7764421,1.035777
5938,21.34870173,1.036172
5939,49.27703529,1.179902
5940,45.45585628,3.748644
5941,44.27183673,0.00131506
5942,34.22040961,1.638793
5943,46.97443546,4.707851
5944,NaN,NaN
5945,44.91654955,3.107506
5946,28.27010651,1.677173
5947,NaN,NaN
5948,32.74021879,1.315579
5949,30.95005517,4.766801
5950,41.23586814,1.399201
5951,47.99414129,2.316191
5952,47.11434529,1.99504
5953,32.84031049,2.072618
5954,NaN,NaN
5955,47.48107356,1.182328
5956,19.31543633,3.988638
5957,NaN,NaN
5958,NaN,NaN
5959,22.93961163,3.293339
5960,NaN,NaN
5961,NaN,NaN
5962,49.34506969,2.313658
5963,45.08730714,0.3298289
5964,45.89162878,0.4667264
5965,NaN,NaN
5966,45.56772046,1.773538
5967,44.95451932,0.7342138
5968,49.10172899,0.7360368
5969,28.79169179,0.9864664
5970,37.55592509,5.437943
5971,NaN,NaN
5972,44.32638229,4.556968
5973,30.32502435,0.00131782
5974,46.86262451,2.321305
5975,49.09586692,3.728496
5976,49.75529681,6.894209
5977,41.35686952,1.179988
5978,30.79796151,1.677167
5979,NaN,NaN
5980,42.39157938,4.980229
5981,35.45308302,6.71851
5982,40.75155703,1.466615
5983,NaN,NaN
5984,37.95033455,0.9276969
5985,NaN,NaN
5986,NaN,NaN
5987,48.8791089,2.209513
5988,53.17654742,NaN
5989,21.61675635,0.9847632
5990,NaN,NaN
5991,NaN,NaN
5992,23.14797905,0.7342272
5993,19.9671731,5.653797
5994,48.41876546,0.9864541
5995,55.2161524,NaN
5996,35.66152668,1.315625
5997,NaN,NaN
5998,NaN,NaN
5999,44.64939173,1.473395
6000,45.19950844,1.466767
6001,NaN,NaN
6002,NaN,NaN
6003,47.45051889,2.814908
6004,24.01815221,8.36263
6005,23.8357486,1.355979
6006,46.84566616,3.66102
6007,36.32523299,5.587829
6008,NaN,NaN
6009,33.76927247,3.351804
6010,40.67740515,1.643436
6011,31.54344088,11.36704
6012,48.04458986,2.072211
6013,45.73130556,0.9276139
6014,NaN,NaN
6015,34.49424382,2.209491
6016,36.45825161,0.6584664
6017,NaN,NaN
6018,43.55529159,0.9852623
6019,46.42116244,1.315585
6020,28.31035879,11.20395
6021,52.74330602,3.302617
6022,48.18915508,2.798301
6023,NaN,NaN
6024,46.57231976,1.997422
6025,NaN,NaN
6026,32.79890113,NaN
6027,37.27276774,2.208798
6028,35.96234486,4.632985
6029,NaN,NaN
6030,NaN,NaN
6031,25.0258379,3.753545
6032,26.32251231,6.507096
6033,NaN,NaN
6034,45.51732453,2.360124
6035,37.72806603,0.9330317
6036,NaN,NaN
6037,46.10000115,1.4742
6038,37.24749113,1.354097
6039,45.94706963,3.016052
6040,NaN,NaN
