,aw3d30_wgs84_Barcelos,aw3d30_slope_Barcelos
2112,18.89924064,2.375844
2113,45.2220244,0.328038
2114,28.03576027,0.4659281
2115,NaN,NaN
2116,NaN,NaN
2117,37.84429999,1.678553
2118,47.73013931,2.385748
2119,47.40168957,2.330822
2120,47.05632461,0.7368028
2121,NaN,NaN
2122,NaN,NaN
2123,44.37484217,0.986504
2124,NaN,NaN
2125,35.14370268,10.45256
2126,35.33323262,10.97986
2127,NaN,NaN
2128,NaN,NaN
2129,NaN,NaN
2130,46.23141579,1.676526
2131,29.12416497,5.483107
2132,42.39731426,5.391653
2133,50.44741188,0.9251181
2134,NaN,NaN
2135,21.85349605,10.77414
2136,NaN,NaN
2137,NaN,NaN
2138,NaN,NaN
2139,46.05436353,2.081686
2140,NaN,NaN
2141,NaN,NaN
2142,35.39394047,10.49772
2143,35.00405267,6.235029
2144,44.62033318,2.834019
2145,35.47027787,4.188814
2146,37.23062891,0.932187
2147,34.48752852,1.676522
2148,34.28651193,8.58876
2149,20.33919015,6.335121
2150,25.94027021,2.976735
2151,34.87045738,6.60973
2152,NaN,NaN
2153,NaN,NaN
2154,39.49702088,1.644027
2155,50.62407937,2.097887
2156,18.58103772,3.54356
2157,47.00308946,1.970115
2158,45.28434271,1.674467
2159,28.95681484,5.167835
2160,48.91367753,0.7315965
2161,42.84893896,1.04039
2162,25.30622714,6.549794
2163,23.97653365,0.00131472
2164,47.96748509,4.274405
2165,NaN,NaN
2166,43.29605396,1.398365
2167,42.60335809,3.282461
2168,46.95337469,2.360301
2169,NaN,NaN
2170,38.29599082,6.028317
2171,30.86338158,0.00132414
2172,NaN,NaN
2173,42.68460888,1.041502
2174,NaN,NaN
2175,43.04947667,3.419962
2176,NaN,NaN
2177,30.94293046,0.9870563
2178,NaN,NaN
2179,46.48616636,4.427856
2180,45.01771159,3.089311
2181,NaN,NaN
2182,44.53657824,7.440534
2183,NaN,NaN
2184,21.09035589,0.00131555
2185,NaN,NaN
2186,45.77896151,2.196645
2187,41.99602776,2.072221
2188,48.18381428,1.313302
2189,NaN,NaN
2190,35.78844681,1.999438
2191,NaN,NaN
2192,39.51217397,5.705829
2193,47.0408782,1.46461
2194,31.90158986,8.905803
2195,NaN,NaN
2196,45.89741452,0.9870564
2197,23.2372963,3.271419
2198,15.86284326,5.587413
2199,NaN,NaN
2200,45.53836969,NaN
2201,NaN,NaN
2202,46.51981632,2.081677
2203,46.53489829,2.072563
2204,46.50121935,2.080948
2205,NaN,NaN
2206,NaN,NaN
2207,22.89140797,1.179959
2208,NaN,NaN
2209,NaN,NaN
2210,NaN,NaN
2211,NaN,NaN
2212,50.25594371,2.095409
2213,42.01593745,5.167937
2214,42.54434303,3.037523
2215,43.45246013,1.648336
2216,29.36266394,2.626853
2217,NaN,NaN
2218,42.06661599,2.300551
2219,25.17986874,18.52494
2220,50.94997589,1.464247
2221,46.19405693,0.9322392
2222,40.02678661,4.641057
2223,48.05151069,1.351855
2224,NaN,NaN
2225,41.73475504,0.9329784
2226,NaN,NaN
2227,35.8466334,2.376553
2228,39.60804511,2.55817
2229,NaN,NaN
2230,37.47496921,7.968441
2231,49.38182705,1.179935
2232,31.92067042,NaN
2233,46.97138786,1.648358
2234,47.01506133,1.763995
2235,23.56148011,0.00132118
2236,NaN,NaN
2237,40.97607731,0.7376204
2238,48.04409279,3.106768
2239,46.67380482,2.795461
2240,28.33251253,2.326009
2241,40.73320502,2.324462
2242,51.8575557,1.464472
2243,38.32333698,1.864335
2244,39.38621009,1.399116
2245,50.7863868,0.7315687
2246,21.58447341,1.313811
2247,44.46458774,0.3280358
2248,NaN,NaN
2249,28.06429375,1.035855
2250,26.90398721,4.320193
2251,39.87798279,4.90327
2252,45.96641042,2.298202
2253,30.36697852,2.095385
2254,50.08180244,3.54078
2255,50.23083725,2.385736
2256,46.96415306,1.995031
2257,NaN,NaN
2258,24.88887142,3.106177
2259,NaN,NaN
2260,44.80871669,4.600163
2261,NaN,NaN
2262,38.11246658,5.559559
2263,21.25783383,0.00131549
2264,NaN,NaN
2265,36.0352128,NaN
2266,40.32204145,1.674062
2267,NaN,NaN
2268,41.79544038,1.466594
2269,40.58330348,1.036236
2270,26.04597844,3.628594
2271,43.76544885,3.342413
2272,42.72484098,1.353569
2273,32.89678679,3.622633
2274,43.59201334,1.648703
2275,NaN,NaN
2276,NaN,NaN
2277,46.79413268,2.298265
2278,21.31198757,0.00131576
2279,NaN,NaN
2280,44.49523784,3.67294
2281,NaN,NaN
2282,17.55731116,0.4659794
2283,NaN,NaN
2284,9.62924738,0.00131576
2285,NaN,NaN
2286,40.38703009,1.040372
2287,NaN,NaN
2288,39.45352307,1.040423
2289,51.728119,4.279888
2290,30.88010953,0.7315602
2291,NaN,NaN
2292,NaN,NaN
2293,40.45524847,0.7360829
2294,40.11663198,15.06094
2295,47.78197224,0.9853024
2296,29.91664872,2.778728
2297,49.17210144,1.636356
2298,NaN,NaN
2299,28.77057531,1.677875
2300,NaN,NaN
2301,NaN,NaN
2302,37.01131181,3.02425
2303,NaN,NaN
2304,49.14402849,1.040373
2305,21.90781291,0.00131861
2306,46.1677536,1.97178
2307,31.16218664,0.9852854
2308,NaN,NaN
2309,47.77595523,2.386163
2310,43.13519235,NaN
2311,24.48070047,6.893409
2312,NaN,NaN
2313,43.71849797,1.773551
2314,NaN,NaN
2315,NaN,NaN
2316,47.60734027,2.298303
2317,NaN,NaN
2318,16.52074924,11.76989
2319,44.19971584,2.555485
2320,NaN,NaN
2321,33.33537488,2.299946
2322,47.88091712,0.7368661
2323,14.63547272,2.09819
2324,34.68858754,1.678557
2325,33.53851985,5.712675
2326,42.54506003,1.766658
2327,43.22563199,3.963936
2328,46.29454171,1.639
2329,NaN,NaN
2330,NaN,NaN
2331,26.77758665,0.00131956
2332,NaN,NaN
2333,23.13058181,1.674514
2334,42.03011566,0.00132406
2335,NaN,NaN
2336,NaN,NaN
2337,NaN,NaN
2338,NaN,NaN
2339,NaN,NaN
2340,NaN,NaN
2341,NaN,NaN
2342,39.96460412,1.671914
2343,NaN,NaN
2344,41.60794152,3.9498
2345,46.19554833,1.466858
2346,NaN,NaN
2347,28.80022122,1.774265
2348,46.94721016,1.46452
2349,47.20119642,1.648329
2350,44.78566655,2.000942
2351,21.34857468,0.7368829
2352,NaN,NaN
2353,44.50848559,0.00133662
2354,43.92014561,0.7342151
2355,39.60659275,2.494068
2356,NaN,NaN
2357,37.91904286,1.464513
2358,47.77812769,1.648327
2359,24.06556071,1.466766
2360,NaN,NaN
2361,52.15086467,0.9864571
2362,NaN,NaN
2363,47.97081376,3.609923
2364,41.74209233,1.313219
2365,NaN,NaN
2366,52.35973357,2.976735
2367,34.82925063,0.9322215
2368,43.02681328,5.022252
2369,NaN,NaN
2370,25.66501733,0.3275108
2371,51.5435347,1.39919
2372,NaN,NaN
2373,18.11804797,0.3275279
2374,37.81915249,4.826978
2375,46.37410799,1.315062
2376,49.60723567,2.956474
2377,43.40324977,2.628017
2378,48.11047894,1.678549
2379,55.7890469,2.927822
2380,47.0199443,0.9852775
2381,NaN,NaN
2382,47.19467581,3.731178
2383,32.68605235,3.018816
2384,NaN,NaN
2385,NaN,NaN
2386,38.88321846,1.473435
2387,16.4735311,0.7360451
2388,20.28695709,1.390728
2389,NaN,NaN
2390,54.9445175,3.390147
2391,30.94759499,1.189147
2392,47.39380094,0.329833
2393,31.19382877,8.987239
2394,NaN,NaN
2395,43.50313356,2.649613
2396,42.50989208,3.748583
2397,41.98473725,3.352519
2398,18.5312319,2.396468
2399,NaN,NaN
2400,44.26379394,1.766583
2401,27.23530589,3.754561
2402,16.82486322,2.703269
2403,47.78439096,4.098372
2404,46.06449264,1.674529
2405,21.18118869,1.647556
2406,47.63421893,1.865164
2407,44.74514705,3.261299
2408,45.76586447,2.496408
2409,43.12625323,2.712137
2410,27.03690555,5.255339
2411,NaN,NaN
2412,26.68548436,1.67191
2413,NaN,NaN
2414,29.75645226,0.6578782
2415,43.17147945,2.375338
2416,19.04556743,1.999549
2417,34.92639713,6.729555
2418,45.34135353,2.325327
2419,NaN,NaN
2420,46.8125502,2.814955
2421,37.33183935,4.60467
2422,51.66839699,2.496299
2423,44.89105779,3.016009
2424,37.27660712,2.095397
2425,36.93610425,1.853617
2426,46.18725617,1.773549
2427,NaN,NaN
2428,47.28501374,0.9852771
2429,27.06759662,5.137358
2430,NaN,NaN
2431,31.84114307,2.080949
2432,38.57577521,0.3280359
2433,50.26706225,1.035794
2434,28.66671915,7.538997
2435,44.07288506,NaN
2436,32.91036363,1.035789
2437,42.90783679,3.528122
2438,NaN,NaN
2439,45.42262045,2.196351
2440,43.11393111,1.766537
2441,20.21957045,2.07262
2442,22.99219347,2.815016
2443,48.52218008,5.391615
2444,45.66746828,4.541947
2445,50.95873239,2.298837
2446,NaN,NaN
2447,NaN,NaN
2448,40.44637791,3.018434
2449,NaN,NaN
2450,NaN,NaN
2451,36.13173184,1.773538
2452,NaN,NaN
2453,NaN,NaN
2454,47.75266031,2.71212
2455,NaN,NaN
2456,44.95900676,0.4667464
2457,NaN,NaN
2458,51.64504348,2.814657
2459,46.96324247,1.038452
2460,51.82539678,0.327471
2461,34.52018857,1.351855
2462,51.83503522,0.9322041
2463,29.78222987,2.359969
2464,45.20411123,3.226899
2465,40.59425332,0.6566757
2466,NaN,NaN
2467,NaN,NaN
2468,NaN,NaN
2469,44.6196219,1.355973
2470,40.5198811,0.734057
2471,47.94240872,2.702611
2472,30.63824162,1.357323
2473,49.9699697,1.399187
2474,NaN,NaN
2475,NaN,NaN
2476,44.27409913,5.612809
2477,14.63479605,1.04042
2478,42.44222937,2.798784
2479,38.87993005,1.035784
2480,12.8922721,1.920685
2481,38.86801639,8.156318
2482,32.91359347,2.94489
2483,47.88135242,1.390727
2484,37.5032206,2.095629
2485,51.49598085,0.9870588
2486,27.7952561,4.782399
2487,39.21581824,NaN
2488,23.92498618,3.814504
2489,49.26378042,1.390678
2490,19.43612818,8.272347
2491,31.33357064,0.4667138
2492,44.44605437,1.674052
2493,49.44742423,3.271221
2494,31.73593427,0.9870621
2495,NaN,NaN
2496,26.38069082,3.022303
2497,15.88424955,0.925214
2498,47.55621859,0.3292616
2499,NaN,NaN
2500,46.38994326,4.982288
2501,46.27381072,1.466864
2502,NaN,NaN
2503,24.60880456,2.210284
2504,41.69930403,1.647897
2505,NaN,NaN
2506,45.62161822,4.47478
2507,NaN,NaN
2508,16.05724793,1.639033
2509,NaN,NaN
2510,NaN,NaN
2511,NaN,NaN
2512,34.93881588,1.473434
2513,44.09464856,0.6579034
2514,29.00128198,1.674071
2515,30.78370382,0.6561043
2516,52.19454731,1.851035
2517,NaN,NaN
2518,44.76877804,2.323777
2519,NaN,NaN
2520,53.79663433,3.991339
2521,36.66218501,11.75862
2522,NaN,NaN
2523,22.82758288,1.999565
2524,NaN,NaN
2525,42.02213038,4.884608
2526,51.78456462,1.638839
2527,41.76381078,0.9276771
2528,48.45782562,1.908887
2529,42.08925944,4.590204
2530,NaN,NaN
2531,18.88261021,0.7368986
2532,51.67892254,0.9864526
2533,29.55536325,0.9321949
2534,46.96537632,1.35403
2535,43.24885977,3.030684
2536,41.64883022,0.7315473
2537,42.04582804,3.109965
2538,NaN,NaN
2539,44.39513672,3.674949
2540,NaN,NaN
2541,NaN,NaN
2542,26.21991374,7.76492
2543,23.8395046,2.081676
2544,NaN,NaN
2545,23.69101891,0.4619798
2546,45.28712439,4.280057
2547,50.86941877,0.465919
2548,25.25574824,1.351938
2549,NaN,NaN
2550,27.79167244,0.925159
2551,40.19204097,1.313319
2552,31.68105346,0.7339167
2553,43.27981496,1.853577
2554,46.04100162,3.344339
2555,24.50820293,5.252656
2556,NaN,NaN
2557,41.73508402,6.227725
2558,27.12079033,2.196459
2559,43.686976,1.473465
2560,NaN,NaN
2561,46.5882162,4.862787
2562,20.96665337,0.3275276
2563,45.02238407,2.298191
2564,NaN,NaN
2565,32.98815886,3.679265
2566,25.83554356,2.313616
2567,33.52663138,0.7339193
2568,NaN,NaN
2569,43.57015017,1.04036
2570,11.90920147,1.182584
2571,NaN,NaN
2572,45.77754486,0.3274876
2573,46.43128644,2.573308
2574,20.13139166,0.73399
2575,46.4678245,5.340769
2576,44.69717776,3.031227
2577,22.37751255,6.91426
2578,NaN,NaN
2579,40.64934795,0.3280503
2580,21.25121457,0.00131593
2581,28.24813115,2.930733
2582,35.3492874,5.173414
2583,47.07446802,1.3907
2584,49.16872964,3.838317
2585,48.37128694,2.81729
2586,23.92787103,0.4620019
2587,48.18445025,3.748031
2588,49.58491796,NaN
2589,45.65696611,1.677939
2590,NaN,NaN
2591,20.87972428,0.3280593
2592,NaN,NaN
2593,29.88738821,1.678557
2594,45.48360665,1.64786
2595,NaN,NaN
2596,42.83699938,1.187853
2597,40.97535181,3.089425
2598,36.8297857,1.188622
2599,NaN,NaN
2600,NaN,NaN
2601,47.85387018,2.298777
2602,35.79293795,3.031992
2603,51.68881538,2.074444
2604,NaN,NaN
2605,NaN,NaN
2606,47.14373351,0.9277308
2607,40.44579182,3.621862
2608,26.44959702,0.0013205
2609,36.96287251,1.773262
2610,NaN,NaN
2611,43.05168891,0.9870554
2612,26.18870424,2.110125
2613,25.22603554,1.851146
2614,NaN,NaN
2615,NaN,NaN
2616,NaN,NaN
2617,21.16965677,0.00131219
2618,30.73911025,1.921395
2619,28.80707731,1.042213
2620,47.3920431,2.970234
2621,NaN,NaN
2622,NaN,NaN
2623,38.91572758,1.041466
2624,50.06656536,0.9864497
2625,41.36564698,2.074832
2626,38.28050106,2.198862
2627,NaN,NaN
2628,43.15757174,0.932247
2629,NaN,NaN
2630,43.36203116,3.342715
2631,NaN,NaN
2632,NaN,NaN
2633,NaN,NaN
2634,46.57262461,NaN
2635,NaN,NaN
2636,34.09317349,0.3280425
2637,42.58558255,1.188332
2638,NaN,NaN
2639,49.38560299,5.280874
2640,42.73978306,5.104629
2641,46.09744274,1.464241
2642,47.69474012,1.466625
2643,41.94109382,2.196684
2644,20.89197439,11.28024
2645,31.02533684,1.314991
2646,NaN,NaN
2647,47.05043882,1.473468
2648,35.51092954,2.196372
2649,NaN,NaN
2650,29.35893483,0.9330249
2651,18.68966459,2.316305
2652,NaN,NaN
2653,40.04514153,1.182483
2654,45.55217116,4.600199
2655,37.89660536,2.704752
2656,44.72799962,1.674091
2657,21.37220007,0.00131541
2658,41.61524208,1.180008
2659,NaN,NaN
2660,NaN,NaN
2661,34.2601989,0.00132252
2662,47.61953312,3.988744
2663,43.90667606,5.91614
2664,NaN,NaN
2665,NaN,NaN
2666,21.19700926,0.00131586
2667,43.21596634,4.390542
2668,47.53787151,3.28354
2669,32.32944028,2.000981
2670,NaN,NaN
2671,NaN,NaN
2672,53.07957714,17.14206
2673,42.61351935,2.814631
2674,42.85699158,4.253717
2675,41.17374779,12.63545
2676,43.46842278,4.90126
2677,NaN,NaN
2678,32.69122308,0.3274699
2679,49.64619339,2.626823
2680,NaN,NaN
2681,32.91041084,0.4667507
2682,46.0636063,2.395845
2683,40.69597165,1.76654
2684,38.41492087,3.282019
2685,19.49006046,2.074903
2686,46.9354069,1.678553
2687,28.79539743,1.398395
2688,50.6050674,2.095309
2689,44.3645473,2.072346
2690,41.6605134,NaN
2691,47.11296147,3.120269
2692,35.93083333,3.561488
2693,26.06040877,1.647569
2694,26.16891037,6.975019
2695,NaN,NaN
2696,44.85658113,1.399149
2697,46.74409354,2.394574
2698,42.90306554,1.997511
2699,45.65665509,3.35179
2700,40.72684077,0.329838
2701,NaN,NaN
2702,NaN,NaN
2703,44.20009773,2.712785
2704,NaN,NaN
2705,46.91414041,1.354003
2706,51.15270704,0.4644922
2707,39.77786588,7.777754
2708,47.8417285,0.9322315
2709,33.86282429,1.17998
2710,28.08125415,0.3275207
2711,21.14175464,0.0013144
2712,42.80768886,0.9276944
2713,NaN,NaN
2714,48.65425664,8.582973
2715,22.35468631,2.300611
2716,47.91890237,1.677147
2717,27.35233297,1.042187
2718,48.94921839,14.2504
2719,26.47369723,0.00132142
2720,47.65318198,3.62704
2721,51.1731874,1.390663
2722,45.72971931,1.47418
2723,46.41046602,2.558076
2724,46.48233455,0.00132606
2725,49.37088905,3.10987
2726,16.88312521,3.29297
2727,17.36920927,10.09878
2728,NaN,NaN
2729,50.09463037,1.644033
2730,NaN,NaN
2731,NaN,NaN
2732,34.78724307,4.925236
2733,39.67785355,0.656103
2734,NaN,NaN
2735,NaN,NaN
2736,NaN,NaN
2737,21.24804523,0.9852862
2738,NaN,NaN
2739,46.7847604,2.385777
2740,24.09563625,5.019525
2741,31.01247965,1.851019
2742,NaN,NaN
2743,NaN,NaN
2744,47.26330974,0.7342358
2745,48.15384806,1.040355
2746,29.92391092,1.472645
2747,41.60195762,1.474215
2748,46.1521128,1.188612
2749,NaN,NaN
2750,NaN,NaN
2751,46.19570502,1.313802
2752,NaN,NaN
2753,NaN,NaN
2754,44.9886949,1.647899
2755,NaN,NaN
2756,36.56578419,0.9330493
2757,NaN,NaN
2758,11.83543309,0.658472
2759,31.01573584,5.922745
2760,33.45768605,1.351448
2761,45.01684295,0.6566723
2762,NaN,NaN
2763,NaN,NaN
2764,NaN,NaN
2765,45.93930696,0.6579273
2766,NaN,NaN
2767,NaN,NaN
2768,45.11533045,1.922022
2769,43.24795075,2.097871
2770,43.02455973,2.321454
2771,NaN,NaN
2772,39.61100799,4.280673
2773,52.78855796,1.647559
2774,32.41863831,8.71372
2775,42.03069044,0.4619496
2776,NaN,NaN
2777,26.59111997,0.00132101
2778,52.41012929,3.83374
2779,39.70194043,1.636333
2780,45.00918128,4.982605
2781,33.96633015,1.911302
2782,17.42021618,NaN
2783,17.90628402,0.9865789
2784,NaN,NaN
2785,NaN,NaN
2786,43.02203284,3.389448
2787,44.50289299,4.544485
2788,35.55720131,13.74147
2789,31.82874419,0.4644722
2790,26.1949608,1.189101
2791,NaN,NaN
2792,NaN,NaN
2793,44.78547679,2.627972
2794,NaN,NaN
2795,33.9183489,1.642241
2796,NaN,NaN
2797,NaN,NaN
2798,NaN,NaN
2799,21.31220805,7.158946
2800,NaN,NaN
2801,NaN,NaN
2802,37.67925708,0.9251356
2803,45.67188687,2.930204
2804,NaN,NaN
2805,24.89176106,4.214477
2806,NaN,NaN
2807,48.68563511,2.299933
2808,42.95590995,0.9870557
2809,NaN,NaN
2810,NaN,NaN
2811,NaN,NaN
2812,43.92820893,0.7360788
2813,20.30382321,8.591978
2814,NaN,NaN
2815,47.03180271,2.098008
2816,15.07086256,0.00131587
2817,44.12899446,8.585139
2818,NaN,NaN
2819,NaN,NaN
2820,NaN,NaN
2821,32.80737058,5.355906
2822,30.41202834,1.47263
2823,45.19978209,1.474198
2824,45.6362137,1.647867
2825,48.11716464,1.188611
2826,NaN,NaN
2827,42.43433591,1.182525
2828,52.04020483,2.975192
2829,21.36597426,7.836833
2830,47.38397396,2.325947
2831,28.89912275,3.30041
2832,NaN,NaN
2833,NaN,NaN
2834,44.82992327,0.9847282
2835,47.53365954,1.674017
2836,15.49357362,1.638794
2837,32.17347073,6.507117
2838,37.53823471,26.18167
2839,50.43977295,1.189106
2840,43.87173069,1.041069
2841,45.56925571,3.371544
2842,NaN,NaN
2843,NaN,NaN
2844,NaN,NaN
2845,23.57100937,5.777
2846,NaN,NaN
2847,NaN,NaN
2848,NaN,NaN
2849,21.68344338,0.00131537
2850,44.16718846,1.464494
2851,NaN,NaN
2852,NaN,NaN
2853,42.91995672,0.9276441
2854,NaN,NaN
2855,46.57924057,3.016163
2856,48.1260809,1.908823
2857,43.43250353,2.385968
2858,42.72521476,0.7368563
2859,28.99571398,1.774267
2860,NaN,NaN
2861,44.04537669,0.7318096
2862,NaN,NaN
2863,48.65693598,3.106937
2864,36.35245112,1.678552
2865,46.24870005,6.75939
2866,39.36483687,1.970659
2867,43.74356061,0.3292838
2868,NaN,NaN
2869,26.10830058,2.110597
2870,17.46840433,1.647583
2871,45.20951936,0.925147
2872,NaN,NaN
2873,40.28566418,3.542564
2874,NaN,NaN
2875,46.19016623,3.624538
2876,36.51398457,0.4644615
2877,43.50271011,1.865139
2878,NaN,NaN
2879,51.75033903,1.63874
2880,26.6475961,5.470589
2881,48.80645826,2.944883
2882,45.68312246,0.9870552
2883,45.06372753,2.321767
2884,46.20472358,0.7318462
2885,39.40428109,7.384121
2886,47.30316733,4.280013
2887,44.15860187,NaN
2888,NaN,NaN
2889,48.15234325,1.671952
2890,49.13259778,2.313632
2891,41.34320568,4.368669
2892,46.8409734,1.313797
2893,46.03157254,0.00133159
2894,46.39166291,1.38817
2895,44.75812869,5.712003
2896,NaN,NaN
2897,NaN,NaN
2898,NaN,NaN
2899,42.62241016,1.036143
2900,34.11154384,3.54427
2901,45.80789833,1.677153
2902,46.15358995,2.930748
2903,NaN,NaN
2904,47.28878833,1.189126
2905,41.24447101,0.4619675
2906,45.71948481,2.506657
2907,48.16294806,2.319259
2908,40.92385797,0.9330245
2909,47.73547119,1.999495
2910,13.23948784,8.06342
2911,NaN,NaN
2912,NaN,NaN
2913,49.35402358,0.7368168
2914,45.6198779,1.911327
2915,NaN,NaN
2916,40.64642988,2.2983
2917,37.45387144,2.075016
2918,37.03334161,0.4659314
2919,16.20543395,0.6584637
2920,35.94250161,4.979863
2921,45.34497733,1.466882
2922,NaN,NaN
2923,NaN,NaN
2924,47.29695141,2.65479
2925,NaN,NaN
2926,33.19743117,1.674488
2927,NaN,NaN
2928,48.37521746,3.814461
2929,NaN,NaN
2930,21.28538228,0.00131613
2931,49.63802487,4.541865
2932,35.438846,3.121291
2933,48.12698334,0.7316047
2934,NaN,NaN
2935,39.55112298,8.063164
2936,44.93338093,0.9276717
2937,60.47041107,7.837331
2938,37.58738168,1.865175
2939,NaN,NaN
2940,47.38607987,4.45412
2941,19.18617858,5.713855
2942,42.08453581,1.672362
2943,49.91394775,1.473457
2944,NaN,NaN
2945,41.55284698,3.122031
2946,NaN,NaN
2947,22.3992998,3.678534
2948,30.7134817,1.189103
2949,21.2766672,0.00131576
2950,29.74860894,8.925193
2951,43.44239465,8.837924
2952,28.17740822,7.299597
2953,46.60132061,0.9870584
2954,44.93068665,0.736062
2955,23.99670554,2.385831
2956,42.5825343,1.035831
2957,NaN,NaN
2958,29.31908121,4.264071
2959,45.0408882,1.643533
2960,44.46407196,1.674133
2961,16.82222121,2.095635
2962,21.41557364,0.00131459
2963,NaN,NaN
2964,41.88483534,4.767151
2965,NaN,NaN
2966,43.02542907,0.9322193
2967,23.90703137,1.639066
2968,51.44426643,3.018481
2969,NaN,NaN
2970,NaN,NaN
2971,47.4103291,3.754627
2972,33.76674393,3.260512
2973,NaN,NaN
2974,45.55155767,1.764259
2975,NaN,NaN
2976,NaN,NaN
2977,41.63912284,2.20949
2978,29.05875386,NaN
2979,NaN,NaN
2980,NaN,NaN
2981,NaN,NaN
2982,NaN,NaN
2983,44.35232321,3.390121
2984,21.37555806,0.00131369
2985,52.1756244,2.795454
2986,42.03288421,2.944914
2987,20.71252627,0.4619788
2988,39.89382743,NaN
2989,NaN,NaN
2990,43.63917105,2.956469
2991,44.92662695,1.773263
2992,51.16041731,0.46677
2993,44.33550534,3.024244
2994,NaN,NaN
2995,39.54852956,3.661389
2996,NaN,NaN
2997,22.20670195,1.672098
2998,44.48888574,2.36271
2999,46.1340543,1.647554
3000,36.43681945,1.773549
3001,NaN,NaN
3002,34.81196497,2.927817
3003,37.79411824,5.287832
3004,28.3237709,8.896577
3005,NaN,NaN
3006,NaN,NaN
3007,25.56585275,2.927894
3008,NaN,NaN
3009,32.8358451,1.182462
3010,NaN,NaN
3011,27.50682128,1.638905
3012,46.2864429,1.351888
3013,27.6845553,1.356684
3014,20.94458746,3.34259
3015,NaN,NaN
3016,47.2457033,1.676486
3017,NaN,NaN
3018,36.74190898,4.189291
3019,NaN,NaN
3020,39.55829231,0.9870638
3021,NaN,NaN
3022,42.5621183,3.817067
3023,30.00535739,6.640318
3024,NaN,NaN
3025,45.33390186,0.00132956
3026,41.73063998,3.561985
3027,38.59540442,3.109566
3028,41.08413123,3.678506
3029,NaN,NaN
3030,40.72208343,0.00133496
3031,NaN,NaN
3032,21.09200786,0.00131597
3033,40.91207737,4.900879
3034,NaN,NaN
3035,48.88464573,3.297808
3036,41.96412753,1.351402
3037,29.11552341,2.319768
3038,51.11927125,5.004495
3039,31.79595755,0.00132361
3040,NaN,NaN
3041,NaN,NaN
3042,29.32048147,0.4619589
3043,NaN,NaN
3044,39.79527626,1.677932
3045,27.79834866,3.089568
3046,32.69744557,2.321222
3047,NaN,NaN
3048,29.19210753,0.9277344
3049,50.00071906,0.7368269
3050,38.78992502,10.84181
3051,24.49412612,NaN
3052,NaN,NaN
3053,49.70881393,1.472632
3054,44.5726022,1.357326
3055,35.04838546,5.585501
3056,40.04206873,2.375847
3057,45.30547536,1.041073
3058,14.76665981,0.3293101
3059,NaN,NaN
3060,NaN,NaN
3061,36.37992039,3.621891
3062,47.35999175,1.920676
3063,NaN,NaN
3064,18.85256956,3.274078
3065,39.75150115,0.3292563
3066,40.28715993,1.773303
3067,21.28565325,0.00131236
3068,NaN,NaN
3069,42.04908765,0.7342166
3070,NaN,NaN
3071,48.63263416,3.120916
3072,NaN,NaN
3073,NaN,NaN
3074,32.80853725,0.3298364
3075,48.13191118,1.353561
3076,29.21181606,1.851132
3077,49.28574551,1.041089
3078,45.20344269,0.7360556
3079,NaN,NaN
3080,NaN,NaN
3081,21.80993693,0.00131354
3082,48.31986591,2.376584
3083,46.33374182,3.938941
3084,49.78593073,3.5281
3085,21.3227594,0.0013162
3086,35.9089979,5.255672
3087,31.92293476,3.295902
3088,41.37617833,2.800871
3089,44.58588008,3.109884
3090,27.96350509,6.307783
3091,45.64954592,0.9847697
3092,48.56080547,1.864331
3093,NaN,NaN
3094,NaN,NaN
3095,43.69064787,2.944108
3096,32.0644057,0.7339918
3097,33.88190998,2.082799
3098,38.53335142,2.705027
3099,21.27911911,0.00131598
3100,21.57712426,2.321872
3101,46.45123782,1.908875
3102,21.24136473,1.643588
3103,NaN,NaN
3104,NaN,NaN
3105,46.10710214,1.972344
3106,NaN,NaN
3107,NaN,NaN
3108,46.45024601,1.03584
3109,36.00608458,0.6584638
3110,12.97722966,1.388282
3111,36.49279399,3.658932
3112,46.34604184,0.657896
3113,44.4597833,1.399142
3114,46.37027823,1.773529
3115,NaN,NaN
3116,46.2760622,5.021517
3117,NaN,NaN
3118,NaN,NaN
3119,46.78516034,2.316175
3120,47.14002382,1.773531
3121,21.87554229,2.08096
3122,18.14646363,3.031206
3123,51.92517468,2.712702
3124,NaN,NaN
3125,NaN,NaN
3126,NaN,NaN
3127,47.42529268,2.97004
3128,43.95814981,1.355979
3129,39.60512338,3.031229
3130,23.95972896,1.315579
3131,39.39829022,2.557927
3132,29.03257823,1.7666
3133,38.2713864,2.395864
3134,NaN,NaN
3135,NaN,NaN
3136,21.24550733,0.00131342
3137,21.93292717,0.6567006
3138,31.35018457,1.39836
3139,43.56556665,2.325947
3140,48.1279933,2.811833
3141,33.81792059,1.038112
3142,26.95711829,1.182373
3143,21.20126773,2.776228
3144,23.1922589,0.6579062
3145,44.58500202,1.038086
3146,34.2595869,1.772585
3147,45.14364868,1.464478
3148,38.71051627,1.356036
3149,43.2872937,0.3280469
3150,48.78073075,2.080943
3151,NaN,NaN
3152,NaN,NaN
3153,NaN,NaN
3154,34.88306569,2.557938
3155,NaN,NaN
3156,52.83849163,1.677184
3157,NaN,NaN
3158,NaN,NaN
3159,NaN,NaN
3160,NaN,NaN
3161,NaN,NaN
3162,26.62926991,1.9718
3163,NaN,NaN
3164,35.83876329,1.04151
3165,NaN,NaN
3166,47.15115115,0.00131687
3167,NaN,NaN
