,aster30_wgs84_Araca,aster30_slope_Araca
2558,53.78756861,8.052854
2559,26.45931894,5.483146
2560,44.4239376,3.369261
2561,55.5873806,3.627096
2562,57.62344009,7.147724
2563,52.81371234,3.224538
2564,41.85404506,8.087992
2565,29.71079358,7.57286
2566,92.81109916,6.828395
2567,76.30738516,1.315502
2568,64.41324458,1.189029
2569,53.58125934,2.394855
2570,15.64049083,6.729199
2571,44.79850334,7.193125
2572,35.70812651,2.2985
2573,44.20754717,2.655462
2574,56.79304904,4.95754
2575,58.30368108,11.91247
2576,67.40649615,1.970608
2577,70.03351316,9.572001
2578,46.25789557,6.645245
2579,106.69106533,5.795007
2580,52.90403441,3.991464
2581,79.90125191,14.88635
2582,44.15261888,6.018857
2583,51.83195479,6.200117
2584,34.99872477,10.43966
2585,57.23906633,4.68791
2586,61.58570938,2.796225
2587,42.9365154,5.611724
2588,42.29054554,3.024201
2589,35.42618557,9.129065
2590,1013.18952741,4.544492
2591,53.56969506,4.927661
2592,48.82202366,3.964053
2593,35.62847054,9.691327
2594,84.26989777,2.558234
2595,43.92726516,15.46441
2596,46.78117646,7.539052
2597,47.64748219,7.87744
2598,56.50523617,6.565259
2599,42.0665422,9.061408
2600,59.75193852,2.0001
2601,35.77388468,7.520117
2602,55.45497527,5.47053
2603,68.42217958,8.639209
2604,1089.22877517,11.89955
2605,39.52152299,5.022014
2606,52.98170996,4.605666
2607,97.52331444,6.78725
2608,69.19499537,8.160532
2609,41.68882502,14.2624
2610,41.56949072,9.305897
2611,317.98821226,9.499094
2612,43.84311495,5.503106
2613,46.88050813,5.733883
2614,45.99156137,0.9853083
2615,37.93634877,19.63527
2616,60.83520878,8.590738
2617,48.82976014,2.32592
2618,27.4081545,4.604668
2619,66.64293081,4.865264
2620,61.18959005,3.240225
2621,53.9128613,6.734586
2622,63.13800309,12.4616
2623,72.73959455,6.231505
2624,128.89083315,28.13865
2625,45.2431546,8.082409
2626,36.99113001,1.188552
2627,1107.27403992,7.440368
2628,36.98855611,6.335991
2629,50.45497053,9.028196
2630,44.23358093,4.122029
2631,23.02097104,4.687898
2632,51.17460991,1.46678
2633,36.28392107,3.224443
2634,94.4316608,3.964076
2635,54.78691295,6.943429
2636,42.74971998,3.731085
2637,387.64122393,17.02481
2638,48.21702866,4.064545
2639,33.23104528,2.300358
2640,63.44373557,1.995096
2641,36.97346949,7.250184
2642,54.67178261,8.875295
2643,32.83866069,2.711698
2644,699.8788121,22.68122
2645,69.72457792,5.916147
2646,73.90609131,36.41261
2647,42.91168109,9.105412
2648,85.29080246,3.29633
2649,39.80964122,10.43428
2650,1048.25535242,2.628138
2651,25.45610528,2.395225
2652,28.98649048,4.578858
2653,72.95855632,1.041036
2654,32.35540683,2.956291
2655,730.88247444,4.470349
2656,55.49617598,8.189983
2657,31.02581718,4.427232
2658,60.33721285,5.250958
2659,40.34625279,5.079107
2660,49.37885139,4.88517
2661,59.07908391,2.64114
2662,60.35308184,3.81726
2663,72.73077245,3.674759
2664,51.699219,4.265357
2665,45.93350161,12.4675
2666,41.84966566,4.932956
2667,38.04736926,11.01445
2668,73.30589258,18.85285
2669,41.98331127,3.501355
2670,57.49188974,3.679232
2671,20.06500251,4.68437
2672,60.79582128,7.890774
2673,111.64767825,13.14003
2674,12.75235852,2.9765
2675,41.07107346,7.618309
2676,47.25431447,10.81415
2677,49.46776693,1.398515
2678,75.45357141,1.189011
2679,81.51970416,4.412424
2680,47.46284523,9.447498
2681,66.71888521,13.12787
2682,22.91171169,5.32926
2683,109.70361913,7.386947
2684,54.20891044,3.664076
2685,15.29079932,4.578876
2686,67.83666941,6.220601
2687,49.54560984,12.34831
2688,62.34988432,5.281573
2689,54.1712086,27.95773
2690,41.49796112,5.734554
2691,23.9522312,8.725878
2692,14.66048308,0.9329432
2693,37.71886796,4.957923
2694,44.0466964,12.31846
2695,49.4360054,12.33891
2696,35.75918131,5.469482
2697,43.67509255,7.937543
2698,30.7842058,10.72651
2699,37.6390615,3.611447
2700,399.74164411,23.99086
2701,32.81526332,14.60582
2702,69.10950464,19.58202
2703,42.04586304,9.286532
2704,681.3443912,14.08521
2705,38.84302318,3.022325
2706,123.05758748,8.585594
2707,89.52478285,10.8884
2708,26.75794339,7.930481
2709,787.86289237,7.946914
2710,61.73535564,1.041516
2711,44.79689169,2.074796
2712,29.72149669,6.250732
2713,47.83761878,11.14214
2714,26.43452034,3.282432
2715,36.00821641,3.3894
2716,44.82319125,9.467762
2717,42.00608887,10.10924
2718,378.89257954,11.41154
2719,226.20110055,10.63615
2720,37.42911472,2.496263
2721,65.9658821,2.639448
2722,43.49600804,8.052235
2723,39.24088728,13.30403
2724,47.27914936,1.466667
2725,72.16550028,4.158627
2726,40.62413678,13.25294
2727,75.02536546,9.540399
2728,86.01540307,4.956424
2729,38.96913104,10.35518
2730,47.50589156,12.51855
2731,32.16056012,13.17973
2732,32.59734928,4.931863
2733,99.68947167,5.582078
2734,30.13015685,5.469859
2735,49.36994844,2.324423
2736,34.05855021,17.45488
2737,44.90376776,5.649467
2738,42.39703148,8.862549
2739,34.72323802,3.528074
2740,59.80921899,12.34605
2741,56.79816957,2.655441
2742,78.10932593,12.34481
2743,36.21169103,4.265308
2744,48.10933843,8.977635
2745,50.92913578,7.769457
2746,41.6087357,11.11006
2747,75.36285238,5.193605
2748,59.00519691,3.849118
2749,50.42016805,3.297916
2750,29.57862703,3.754462
2751,30.04459467,8.461722
2752,32.46204776,9.941852
2753,39.85063314,6.603831
2754,616.93452337,3.23841
2755,54.65400276,5.144847
2756,72.3346269,6.760411
2757,60.28972406,11.76575
2758,52.57565186,10.39074
2759,60.71666771,7.866249
2760,32.16043479,12.74241
2761,44.92334471,8.008917
2762,25.42669922,1.908963
2763,52.14845332,6.545587
2764,56.77930544,16.53261
2765,51.83220374,6.517365
2766,24.78226153,7.64257
2767,33.6009572,7.642567
2768,49.7893806,15.17885
2769,43.10399165,4.642996
2770,29.87795184,5.081088
2771,43.73544649,7.530423
2772,54.37839711,2.62642
2773,27.71582217,1.636523
2774,104.50767098,16.98622
2775,1059.97803401,12.13323
2776,1118.12321808,16.26533
2777,47.29945275,2.319466
2778,67.18375558,11.33427
2779,157.72032154,11.11818
2780,46.90961837,5.097948
2781,301.80476714,11.68244
2782,92.15946643,15.83782
2783,52.63926852,3.390027
2784,1186.16425659,13.65015
2785,69.06700352,5.198077
2786,56.69871387,7.619641
2787,34.19105662,5.435866
2788,25.34679396,4.318138
2789,88.67487316,9.081067
2790,59.85017513,1.041527
2791,1089.43569668,3.936983
2792,57.18756369,4.064053
2793,62.53813646,5.137095
2794,39.73519106,1.643962
2795,77.72590878,7.765519
2796,78.58840879,2.508119
2797,38.36412748,0.9275804
2798,27.46504571,2.496329
2799,52.96511905,5.306511
2800,35.62254911,6.691551
2801,58.54842013,5.270246
2802,70.44746309,4.854498
2803,57.39954314,6.500536
2804,1230.26690021,6.501061
2805,70.5729218,9.170325
2806,40.76622763,2.833721
2807,63.43559324,5.198609
2808,700.9092021,4.765138
2809,45.4438642,15.57383
2810,32.41636635,3.560907
2811,24.92854848,8.978166
2812,28.80557567,6.931173
2813,74.95940005,3.75459
2814,49.24502706,6.374767
2815,38.88689751,7.947841
2816,51.72532072,9.547254
2817,49.88872978,4.569454
2818,34.64154831,4.903188
2819,70.90419333,10.54511
2820,52.57074892,5.327077
2821,77.78307074,2.074494
2822,1072.30260542,5.901204
2823,622.11203146,14.76467
2824,59.3911335,6.545501
2825,44.97132885,6.875252
2826,55.16074734,10.53569
2827,22.24330841,3.087252
2828,40.73382106,3.526278
2829,49.02043717,5.746861
2830,76.12296009,8.393515
2831,54.60035463,0.7367554
2832,42.99680561,14.38775
2833,42.14534257,13.20183
2834,27.7403931,4.255653
2835,108.58592177,2.65501
2836,36.30565519,10.7265
2837,47.8804586,8.21099
2838,55.22958138,8.081667
2839,28.24605982,5.597805
2840,45.80544852,6.894247
2841,59.57232244,2.555846
2842,47.72116965,1.772731
2843,54.71603216,5.9956
2844,50.07578117,4.451639
2845,41.35505991,13.06159
2846,1125.32691249,1.357357
2847,42.85911475,2.972071
2848,62.58970105,5.352688
2849,34.35290776,3.389389
2850,46.89790127,16.01518
2851,27.27789573,6.199841
2852,49.99181988,7.526145
2853,846.89427752,13.99831
2854,36.60172011,5.411433
2855,41.35507502,12.96236
2856,48.96814106,2.650892
2857,49.2234564,6.580771
2858,50.70200019,1.774029
2859,57.78343906,7.330507
2860,40.09559536,5.813489
2861,1094.99174694,11.89528
2862,45.95378036,6.755103
2863,58.64058742,7.148047
2864,21.18459276,15.31179
2865,38.07501126,1.672153
2866,38.16526443,1.356687
2867,49.68700763,10.84241
2868,47.64175854,8.805734
2869,54.76719395,9.061563
2870,42.25458577,2.298819
2871,84.05571189,8.081054
2872,38.79827062,13.04031
2873,43.14111994,2.11023
2874,36.77117668,6.363005
2875,51.01777323,6.555296
2876,73.28512355,4.30956
2877,92.55004121,2.703334
2878,37.56782137,7.630457
2879,54.4570725,2.800711
2880,41.33116492,4.917197
2881,49.50923759,9.314665
2882,74.54062415,13.85028
2883,51.9797175,7.618526
2884,25.03821863,4.381926
2885,42.25903325,5.244577
2886,49.13164927,2.072707
2887,26.03347483,2.976533
2888,52.58169507,27.41122
2889,48.88930822,8.578771
2890,69.91739004,3.53872
2891,37.1938463,5.712284
2892,29.75746074,3.995782
2893,38.9270752,9.768021
2894,40.23546225,1.99521
2895,71.48907676,7.201256
2896,63.32342066,2.641479
2897,53.46995121,5.81408
2898,34.98443216,2.110232
2899,115.66503836,1.909181
2900,43.01241791,5.568842
2901,35.56258747,2.196581
2902,38.9865484,10.40765
2903,1122.39480134,15.39672
2904,55.17430584,8.744802
2905,70.03433125,5.018367
2906,42.48394512,5.886984
2907,55.93577768,8.940248
2908,795.90393975,39.78844
2909,26.50396393,10.27798
2910,63.89318808,5.992939
2911,40.99745599,7.630548
2912,59.45372215,3.753895
2913,52.0870575,4.122605
2914,49.45298141,2.650558
2915,28.14396294,6.894783
2916,39.41330171,15.32982
2917,48.2423541,3.833644
2918,727.99247917,30.89545
2919,54.86407418,4.643141
2920,502.7841115,16.35015
2921,33.1968635,5.39677
2922,21.91785964,10.77876
2923,63.63095614,11.88096
2924,36.1117128,6.005042
2925,38.90322775,8.795324
2926,41.92851522,3.734562
2927,72.88496497,8.273637
2928,46.2374097,10.05238
2929,486.72903257,11.95694
2930,38.93888506,2.081637
2931,65.37485091,5.92803
2932,1084.32526327,5.299556
2933,25.97410487,4.399278
2934,86.16069008,3.949948
2935,65.31175597,14.42262
2936,37.84777337,7.43365
2937,53.23986069,17.62672
2938,76.3653989,4.255974
2939,181.26633545,4.925547
2940,62.24901551,7.846749
2941,38.8390345,4.918364
2942,855.00404032,8.578827
2943,57.81810583,10.2344
2944,67.24618781,9.967232
2945,29.34279995,7.225269
2946,32.82683761,4.854455
2947,49.22856589,5.255371
2948,39.38477206,2.494348
2949,44.92948083,2.555422
2950,58.72024572,5.25265
2951,39.24283073,5.143632
2952,38.83565388,4.160546
2953,37.40003038,4.634232
2954,51.84702587,1.041971
2955,54.66305269,14.82341
2956,28.37118116,3.389966
2957,12.74419558,3.293385
2958,51.07547254,2.325836
2959,57.8972932,14.5597
2960,52.25518502,13.28614
2961,35.56335365,8.064769
2962,66.06965049,9.340975
2963,44.62830366,3.538339
2964,56.66550331,3.938755
2965,42.59434504,9.766525
2966,60.94847275,4.26356
2967,67.57031811,2.812819
2968,44.28903655,3.037582
2969,72.68048275,5.253007
2970,43.15964001,4.988066
2971,66.17462748,3.390006
2972,263.76919295,16.05179
2973,39.38469806,6.472788
2974,52.24819925,13.75292
2975,46.82764044,6.028879
2976,29.63756323,4.901123
2977,46.61960305,12.35702
2978,19.77495421,10.30228
2979,470.3923564,12.61
2980,54.37340469,7.860445
2981,19.9626569,7.84201
2982,58.35569714,5.283659
2983,61.15573297,2.209459
2984,60.03106216,6.841582
2985,64.96347837,8.09019
2986,27.79119058,7.782114
2987,29.47583824,6.877996
2988,52.67869089,10.82004
2989,21.18519651,8.773263
2990,107.68201249,8.594992
2991,38.84102455,1.473526
2992,80.97465754,8.566437
2993,41.21015524,5.55343
2994,35.72078239,5.568637
2995,22.32392739,6.47529
2996,16.48678207,3.665968
2997,52.91050503,7.194372
2998,27.29305168,1.036026
2999,35.01596371,4.884162
3000,32.26171619,6.930775
3001,50.22708758,7.218611
3002,73.78631833,6.195513
3003,40.54289398,6.005029
3004,41.13919915,6.611695
3005,42.60003045,9.291123
3006,42.48475681,3.974715
3007,34.37212042,3.964581
3008,22.51332665,7.603317
3009,60.65912913,12.68202
3010,40.39770374,7.194362
3011,37.31599047,7.225323
3012,25.10244875,2.712733
3013,85.53644606,7.225939
3014,14.67341033,13.21356
3015,35.72900594,5.340366
3016,32.12758696,3.731063
3017,37.42212656,5.102181
3018,52.4938812,5.886902
3019,30.81748032,3.728786
3020,30.34767733,5.437939
3021,76.0651093,5.584973
3022,24.35249185,5.705632
3023,65.6684013,5.578129
3024,42.37540616,2.323878
3025,48.1749131,11.52625
3026,13.48523555,4.890576
3027,57.58753104,6.29087
3028,42.86670435,1.399033
3029,54.65782556,2.814734
3030,69.71457127,2.955997
3031,42.01974269,4.290176
3032,63.7460207,5.394535
3033,42.82636788,6.56675
3034,14.85706217,11.11763
3035,96.61506973,6.030758
3036,559.91103662,21.09953
3037,39.98771429,4.883709
3038,59.90499682,4.903565
3039,123.65204062,17.66924
3040,41.81890633,9.286297
3041,43.0998609,7.040463
3042,38.16633623,2.362485
3043,35.23644971,8.486883
3044,41.46181233,0.3275715
3045,68.48848199,6.734946
3046,71.45951002,3.107404
3047,14.03087052,2.812659
3048,59.84436519,13.0101
3049,870.98576821,23.11542
3050,416.65289689,11.33355
3051,25.30072489,9.155807
3052,25.05971019,16.09262
3053,57.42667573,6.976242
3054,71.35408828,6.226956
3055,18.76580876,3.226347
3056,22.75988071,1.473471
3057,38.17279191,4.783453
3058,34.51434289,15.47144
3059,247.11500018,19.15262
3060,28.99696156,12.47828
3061,55.12933839,8.273059
3062,30.16305961,8.590233
3063,81.34480239,1.676761
3064,33.58989573,15.57001
3065,68.4537714,2.558005
3066,74.07954412,2.930635
3067,49.94454007,3.023804
3068,49.08738199,11.06451
3069,313.98566432,13.17761
3070,41.59397511,8.545612
3071,59.36104822,4.78244
3072,20.61694813,2.930167
3073,29.39419805,2.79884
3074,97.7940114,3.351498
3075,55.91152687,5.609853
3076,58.86791327,1.357919
3077,56.03771015,3.994087
3078,43.09230304,3.627087
3079,29.33972201,3.388744
3080,48.72561682,9.340982
3081,51.4764117,4.122526
3082,53.04633183,4.782408
3083,31.15449364,10.61326
3084,52.49352437,2.811243
3085,36.97778682,4.157395
3086,56.70504422,12.63472
3087,61.72366132,8.239878
3088,46.17551554,15.25405
3089,197.6318827,16.5822
3090,828.93770464,4.64506
3091,72.41303458,23.87742
3092,112.41566145,6.903211
3093,52.10423793,4.412603
3094,59.10921518,3.121411
3095,58.40451165,6.716429
3096,56.72714045,3.388749
3097,61.54117789,5.983105
3098,36.310471,7.281614
3099,41.93151328,2.496626
3100,40.35072005,7.521563
3101,55.30799756,3.432834
3102,34.94238957,6.611341
3103,42.89655782,5.921999
3104,1123.30861875,3.500601
3105,985.06002831,11.58683
3106,34.29068443,6.571492
3107,369.33243962,7.936967
3108,41.25346751,8.590786
3109,34.77717203,6.336818
3110,14.70174938,3.964011
3111,18.27559796,4.569437
3112,41.07794795,3.089405
3113,38.25620312,15.39698
3114,52.09916677,2.796156
3115,50.79921173,4.764996
3116,33.11817473,6.879574
3117,32.4424351,9.41485
3118,56.28255887,1.040475
3119,43.58399339,1.995199
3120,48.81441802,3.849559
3121,49.57292394,12.35689
3122,80.05054958,6.363075
3123,61.64366484,3.501299
3124,101.57466009,6.224183
3125,40.30053619,4.122594
3126,1459.07786808,16.93896
3127,45.27989914,9.290236
3128,652.90783685,13.40751
3129,30.38728076,0.731943
3130,57.65889537,7.99359
3131,117.4930484,3.674707
3132,59.69553757,3.369156
3133,46.08534521,6.33438
3134,27.32422251,10.39083
3135,33.85128442,3.284012
3136,61.90167346,6.363328
3137,54.63307799,9.028193
3138,1039.24942444,5.58105
3139,55.32406508,16.116
3140,54.96966863,1.676692
3141,51.48409733,10.64751
3142,36.62089092,7.040381
3143,61.85438064,15.77606
3144,60.85953025,5.118233
3145,43.38569827,4.264143
3146,48.07835719,2.001364
3147,29.01911829,8.040914
3148,64.46810239,12.09784
3149,48.01136137,1.648241
3150,83.5114067,11.77364
3151,63.1377905,5.007584
3152,22.64789983,8.483986
3153,59.81832688,8.170383
3154,91.85070064,8.345833
3155,54.50242219,1.353829
3156,100.57384548,8.646914
3157,25.92877328,6.638629
3158,42.87015743,4.634589
3159,53.11751566,12.01697
3160,1090.14759681,7.192382
3161,57.97791236,15.58511
3162,49.60991258,5.613001
3163,1014.06767576,8.256018
3164,47.75946388,8.446408
3165,54.42044299,8.385054
3166,28.98377335,5.005228
3167,26.2151042,7.92061
3168,60.55160321,6.904978
3169,116.81862073,11.43276
3170,51.62128154,3.5265
3171,64.47335083,5.90701
3172,31.85321399,5.327301
3173,75.42415475,8.190261
3174,73.24579364,1.313418
3175,36.56831596,1.474063
3176,25.84152509,4.475264
3177,46.51188884,8.926569
3178,37.10993857,1.041036
3179,76.77008178,4.864881
3180,45.58313638,5.584959
3181,37.29571892,8.485557
3182,48.52619779,4.927563
3183,46.85205188,5.352099
3184,1113.94654533,10.17451
3185,49.95829242,3.526384
3186,41.64582644,3.996993
3187,38.25547712,6.753922
3188,48.9937935,6.313754
3189,37.00802434,4.890489
3190,30.16514799,13.35703
3191,59.29698291,8.21203
3192,384.40050474,13.89462
3193,34.04930469,6.565013
3194,938.01877722,3.30251
3195,51.99351546,3.106836
3196,54.9588762,6.916346
3197,43.0062293,12.7001
3198,69.34562729,4.632471
3199,32.36923755,2.626811
3200,54.02245508,8.297975
3201,54.63113737,3.419599
3202,50.34316063,3.817055
3203,43.22684662,1.764403
3204,71.56712054,2.316164
3205,75.39606203,12.70304
3206,38.76129256,5.079266
3207,980.321446,7.095895
3208,33.33004132,11.49585
3209,66.1300561,6.943832
3210,47.86183985,3.089369
3211,47.44233902,1.643939
3212,73.40349262,7.904751
3213,52.72661126,9.58686
3214,59.53069136,2.798405
3215,43.02066832,3.344685
3216,36.47598438,11.66709
3217,37.24888127,3.271358
3218,23.68752159,5.006038
3219,21.80560382,5.707813
3220,59.7839662,6.337065
3221,24.25968527,0.7368784
3222,46.81204005,7.861714
3223,55.70083447,0.7316879
3224,19.50826718,4.653498
3225,383.65691476,NaN
3226,151.77696842,8.51114
3227,48.78352831,3.725867
3228,36.93858977,20.07209
3229,58.07340803,11.74861
3230,43.67935747,1.473531
3231,93.3679572,5.397158
3232,144.67533761,14.95922
3233,27.7002649,9.640347
3234,54.50878169,6.308651
3235,41.09408803,3.282002
3236,50.694881,6.878139
3237,30.69844335,4.318042
3238,54.99455745,5.470023
3239,45.25035475,1.643475
3240,84.93136105,15.03286
3241,65.23674662,2.776194
3242,61.06265744,6.90452
3243,62.38784102,2.074499
3244,48.49565327,6.435085
3245,36.79763397,12.83875
3246,62.69020551,2.082172
3247,39.00779503,2.944815
3248,42.64342975,9.967118
3249,83.49256537,5.729702
3250,34.37949819,2.954764
3251,98.4778502,2.812651
3252,46.33798272,11.05288
3253,64.62263742,8.645681
3254,35.71885896,0.9867974
3255,715.03708171,34.16988
3256,57.34803188,4.387821
3257,803.02308641,17.93872
3258,48.14741948,5.11815
3259,763.87317195,13.94335
3260,40.60232121,11.20269
3261,46.0326338,7.937417
3262,63.21074843,10.20395
3263,32.70989743,7.476531
3264,64.60296688,0.7369152
3265,539.75793433,21.86847
3266,51.16432674,9.367737
3267,49.80219652,8.191988
3268,40.9217562,10.10747
3269,33.38460573,11.04964
3270,58.61518103,8.174489
3271,51.78949189,9.47536
3272,43.50645655,4.578005
3273,37.07028003,11.03675
3274,577.67968076,10.30626
3275,62.57745171,9.770965
3276,41.22445533,9.763844
3277,39.48759836,8.544841
3278,48.47609921,2.388264
3279,69.69715549,11.81401
3280,87.49643317,10.81351
3281,56.37923817,6.224174
3282,57.14879667,8.186576
3283,55.67887089,6.473211
3284,1088.01718206,7.52008
3285,46.28872188,16.86776
3286,43.62250264,6.223586
3287,64.44846901,1.352006
3288,59.82656073,1.677159
3289,26.85449401,4.54413
3290,30.77471662,8.806846
3291,65.40736126,4.280544
3292,50.93408669,3.434321
3293,37.24557636,8.590271
3294,55.87459084,3.540626
3295,43.84433818,6.828141
3296,25.02624605,9.447362
3297,76.78016282,11.94855
3298,34.23941976,2.110133
3299,58.37648789,8.207072
3300,1162.30626732,4.412635
3301,39.68104057,10.42325
3302,102.66500519,10.90417
3303,253.75499427,42.79342
3304,75.33607598,2.386375
3305,92.89619378,13.70696
3306,55.42198125,6.290889
3307,47.64390522,5.562254
3308,44.64122979,8.58893
3309,358.54672889,20.19474
3310,56.99778778,2.396329
3311,42.24663959,4.100701
3312,35.69644796,9.001801
3313,23.22406702,11.14699
3314,38.19180045,13.87456
3315,23.39606961,6.857867
3316,69.05352014,10.08576
3317,64.2656386,4.675626
3318,25.5899824,17.74565
3319,54.22866511,0.9852743
3320,35.17822095,3.242172
3321,17.3594202,3.814543
3322,35.92666059,6.874853
3323,61.1583043,3.540611
3324,38.34913261,0.9853173
3325,62.62215129,6.072287
3326,47.88873169,8.315969
3327,19.48618443,14.51108
3328,31.49187271,4.884618
3329,61.28535456,3.03127
3330,31.48949744,2.944304
3331,43.30244678,12.27307
3332,28.35512152,3.08713
3333,26.16434902,11.04933
3334,37.73632498,3.748017
3335,44.42996126,10.8763
3336,33.09342793,7.438931
3337,57.47235179,4.387779
3338,45.42375609,11.54777
3339,54.44758267,5.137311
3340,55.99805619,9.481087
3341,45.0596058,17.24567
3342,47.4316248,7.447435
3343,35.76621561,7.020848
3344,36.7647133,18.0594
3345,44.92404047,8.052187
3346,28.55659554,7.905597
3347,71.91861308,4.413116
3348,61.81213395,6.028286
3349,39.52830498,5.81369
3350,45.92240484,8.313553
3351,36.32313684,1.474079
3352,53.99433822,2.704787
3353,48.55035439,1.036348
3354,47.92220511,9.442656
3355,118.85523253,11.46287
3356,67.03803751,1.648005
3357,27.24656289,3.624132
3358,32.65004913,3.023898
3359,39.4345707,2.976166
3360,35.69365094,4.642593
3361,60.81985769,4.255716
3362,50.42019181,13.24377
3363,65.88962305,13.93741
3364,1009.2866564,21.59818
3365,31.71009255,6.223568
3366,99.47152298,7.302106
3367,40.09045346,10.88931
3368,52.84093803,10.06637
3369,39.45550112,10.01815
3370,36.93436684,4.826429
3371,36.01093065,9.473031
3372,46.52219952,3.224593
3373,38.30477933,3.5619
3374,48.96555661,7.329122
3375,95.64407951,3.731232
3376,37.98199619,9.710517
3377,72.7589151,9.478862
3378,44.23357614,3.281984
3379,54.95492632,7.524331
3380,53.70526766,17.84861
3381,40.67710697,5.648121
3382,36.02912422,5.746276
3383,55.54510853,7.028698
3384,79.21711913,9.865467
3385,41.11527219,6.362864
3386,28.76202709,3.658828
3387,54.23765375,8.511151
3388,54.88656781,6.475584
3389,63.78319563,10.64202
3390,33.10622144,29.30489
3391,23.50916231,15.60259
3392,42.10487903,3.964723
3393,44.62887595,6.623132
3394,28.78192165,2.555541
3395,63.00916008,8.838531
3396,52.93928531,4.475449
3397,34.38281171,7.877083
3398,78.55801041,5.597235
3399,26.16204829,3.525977
3400,68.64089289,4.854604
3401,39.75648335,10.27961
3402,50.59782555,4.468801
3403,86.083633,5.746347
3404,8.65523593,6.9438
3405,1278.21140469,12.934
3406,847.95809031,3.986858
3407,53.54545952,17.26945
3408,38.8231274,5.728395
3409,69.68514114,11.38568
3410,70.55573241,1.472759
3411,53.54840521,8.341503
3412,67.37223855,5.397162
3413,47.453873,2.313766
3414,64.48354428,1.351987
3415,42.61487631,0.3297599
3416,48.15452242,15.57721
3417,1092.22514947,NaN
3418,122.53865996,2.641462
3419,35.86332691,5.165142
3420,35.47460515,6.274987
3421,28.48282161,8.805239
3422,92.82753733,11.31276
3423,34.1243763,2.573835
3424,60.35891437,3.240257
3425,72.34060859,4.017901
3426,33.43253836,10.3723
3427,28.26985735,1.351918
3428,26.33276615,12.02492
3429,53.60538556,7.547033
3430,61.13272104,7.733988
3431,34.10522062,8.15836
3432,37.63300191,9.03072
3433,41.33970378,11.98237
3434,37.22631481,3.389411
3435,56.38717737,3.293055
3436,53.55932649,5.611627
3437,30.6296358,6.034008
3438,44.75025033,1.90871
3439,60.41829863,2.702885
3440,62.66293776,3.300998
3441,61.62562675,9.465942
3442,58.82025494,5.395113
3443,70.54143162,6.55024
3444,36.24276804,3.609954
3445,56.9984716,4.454022
3446,28.17469489,5.927298
3447,52.05180394,1.351793
3448,436.90854682,13.90988
3449,26.08284012,3.389415
3450,43.92828979,4.397532
3451,65.2566999,4.309879
3452,25.50410823,8.158237
3453,47.54435308,3.658669
3454,53.29160936,3.037478
3455,52.737414,4.018336
3456,1041.97880517,13.7516
3457,60.7963646,5.794662
3458,26.88262707,9.305758
3459,45.85256011,10.81696
3460,35.01869261,10.77702
3461,58.62761644,9.157834
3462,25.73472367,3.528265
3463,49.361443,3.260569
3464,43.32391935,6.23222
3465,51.4999299,7.498471
3466,50.33484362,10.61296
3467,49.34920099,6.028057
3468,55.65374883,9.642702
3469,48.92113722,3.666393
3470,37.83908967,5.813507
3471,62.82193885,2.956414
3472,53.57474654,9.12896
3473,49.63602157,4.713596
3474,39.3262809,3.342859
3475,52.08922822,5.021932
3476,67.2307717,8.512717
3477,54.36893526,9.500899
3478,105.75207155,11.51142
3479,24.75632774,4.318558
3480,32.13723627,3.753609
3481,32.15612746,6.94373
3482,42.31614101,3.351778
3483,52.29120509,7.86043
3484,68.85073233,9.940678
3485,48.82062472,8.504225
3486,25.54903001,5.587213
3487,38.13262334,3.238147
3488,55.17703837,9.481441
3489,820.03061354,18.45494
3490,36.35491531,5.143629
3491,47.47163207,9.478999
3492,91.36281634,1.774151
3493,63.82820247,10.37399
3494,46.94741463,1.648216
3495,56.74656666,6.007308
3496,127.38517336,18.64972
3497,68.39918843,7.5472
3498,36.90338946,16.70288
3499,62.61945781,7.151636
3500,45.0858072,10.29746
3501,52.95631789,7.156561
3502,32.79542179,14.96074
3503,301.64955751,13.79858
3504,46.04116345,3.241672
3505,38.02412099,3.353059
3506,37.18496169,4.186607
3507,19.58962879,3.24215
3508,112.99318097,6.721982
3509,66.47678576,5.167633
3510,58.63586836,6.902844
3511,70.93074611,6.250824
3512,1111.22820364,23.2856
3513,33.62466649,4.890456
3514,44.45859023,2.778471
3515,90.50312047,7.652219
3516,606.93990211,22.187
3517,41.39638211,1.180157
3518,58.9650239,3.226342
3519,38.75597844,0.9323015
3520,45.01528151,0.9275007
3521,26.8736956,1.864478
3522,66.17148739,2.375898
3523,58.38764355,3.301038
3524,45.03463224,4.273816
3525,580.93902047,3.937471
3526,1210.29438879,1.970369
3527,49.04194879,2.396334
3528,49.30861965,5.136497
3529,57.85337885,19.92945
3530,42.35664517,8.590046
3531,50.62072737,8.873434
3532,31.31504332,2.386223
3533,26.69457843,14.21619
3534,77.92601569,8.800253
3535,69.47180972,4.557302
3536,159.60683351,24.30041
3537,31.66105965,3.121956
3538,67.52429419,1.356135
3539,46.0841636,1.351622
3540,29.97140781,4.098353
3541,53.11845106,7.67988
3542,49.81237402,11.45446
3543,106.86245857,1.188061
3544,70.12230942,1.04104
3545,49.03950896,14.49268
3546,71.28884319,8.147872
3547,35.07588216,7.634849
3548,26.11607017,3.831795
3549,62.79240674,9.731988
3550,23.26431503,9.72963
3551,61.55186439,2.313951
3552,24.0929901,1.766354
3553,55.9595879,8.503623
