,aster30_wgs84_Araca,aster30_slope_Araca
300,40.09318586,3.66386
301,87.83601779,6.87393
302,55.93182575,28.92729
303,32.30768102,14.23117
304,44.8913214,11.0509
305,88.80155671,3.674655
306,52.93233232,2.970067
307,52.54434113,3.371452
308,66.82078222,5.905804
309,49.41859832,4.397198
310,25.61148192,1.351898
311,84.24639527,4.933933
312,63.4200958,5.352131
313,49.61149779,2.198794
314,42.06704667,4.369168
315,53.30897265,4.319578
316,38.10456433,5.6177
317,16.82298315,8.202202
318,36.92843207,6.347425
319,26.29415882,7.153602
320,34.36423041,1.672119
321,43.43076085,2.626312
322,38.44585983,4.214539
323,79.68913502,7.027421
324,52.69531796,6.645082
325,58.06271627,1.674398
326,34.24300114,1.390616
327,46.63917078,4.27546
328,32.21560259,14.50964
329,60.85291475,6.894705
330,34.5644454,3.240338
331,27.73086508,1.353828
332,58.36155711,2.8338
333,66.6355929,4.57
334,39.99691899,3.753692
335,111.76168552,2.110024
336,38.07320124,7.83842
337,24.42032152,2.573844
338,41.9194625,6.554034
339,45.04705305,3.389933
340,969.95030212,2.081651
341,50.57169306,10.5958
342,17.99133221,5.653829
343,66.53097173,3.664059
344,39.13981907,4.826357
345,73.02046683,3.753644
346,90.60340395,32.38404
347,30.00601374,12.47957
348,25.58623213,12.97758
349,25.38636746,10.15587
350,74.90859815,17.04358
351,39.46934659,2.555595
352,60.8985256,5.316221
353,61.60506714,10.4015
354,29.95255292,9.105483
355,59.02754655,1.388399
356,60.68619192,8.592343
357,71.59518473,9.42338
358,34.65568959,11.16262
359,50.20480153,11.41226
360,36.04493626,5.081169
361,50.26852293,2.833978
362,25.64577146,5.252433
363,59.65238317,8.803201
364,59.31787742,0.9252204
365,295.61385335,21.01127
366,23.11930872,3.421952
367,50.97889727,7.848172
368,29.31881477,11.92595
369,57.88631996,0.7315856
370,54.85290064,1.353961
371,34.26457507,1.466764
372,74.44438306,4.140818
373,100.26429893,8.805768
374,65.26121134,7.439177
375,24.3228426,0.7339184
376,51.75093872,3.271465
377,19.91423005,9.252529
378,46.96997552,2.507586
379,52.72440295,7.936597
380,36.55573913,2.375987
381,22.8587259,3.271218
382,763.85063414,14.10014
383,46.5191048,8.939767
384,66.51041663,9.766798
385,44.40388496,4.050865
386,57.70608476,3.344754
387,27.91705171,11.75778
388,33.36955497,9.144135
389,52.03956094,7.437171
390,36.88611703,6.37534
391,51.76052555,4.383576
392,46.13340868,5.611259
393,1087.35125479,5.342087
394,50.15238603,2.975192
395,82.83016905,1.997265
396,54.23342903,3.538443
397,138.76143321,7.618605
398,50.91661051,7.747255
399,64.65525514,3.296399
400,8.69513552,7.836268
401,140.8301115,32.69323
402,65.46506125,2.395252
403,43.87367192,5.662009
404,52.83958729,0.3292705
405,1169.31747753,6.610425
406,32.95195041,7.60293
407,30.75622809,3.937259
408,58.08002548,6.87986
409,65.34018263,4.265855
410,41.72838685,5.813666
411,51.85062042,10.40195
412,836.89975185,27.05123
413,57.46298555,5.776876
414,69.70596195,4.371
415,125.81813067,25.97642
416,58.78337947,4.158035
417,51.1918161,4.859216
418,54.6267892,9.897972
419,64.76766132,8.545571
420,27.04528701,3.120292
421,78.42969331,2.494414
422,26.56750304,5.813615
423,26.74845179,8.734176
424,955.07454204,2.110243
425,31.49087587,5.329423
426,59.36811063,2.198848
427,48.56751263,1.356641
428,34.48799783,2.81125
429,48.68877753,6.070237
430,52.39687401,9.289533
431,124.98225316,6.681401
432,26.77174782,1.314974
433,52.58494214,5.887022
434,91.13571944,6.880923
435,57.88120741,4.600119
436,51.48500722,0.7341511
437,38.28257216,6.612127
438,26.9215258,8.490162
439,73.93856665,6.224126
440,32.81209725,5.559585
441,13.18101881,10.15427
442,56.47376093,15.55027
443,36.49573655,2.072551
444,50.74368886,8.057858
445,12.23731756,16.53076
446,52.23367378,4.859045
447,45.86940971,8.135905
448,104.80111058,3.089443
449,42.71264367,4.214808
450,139.04733071,2.798739
451,48.27902032,5.341666
452,40.48654352,2.209459
453,32.45222118,3.953978
454,36.99156258,8.530893
455,33.12113167,4.766986
456,52.52674604,3.949776
457,43.38278858,8.110118
458,35.43043088,7.226595
459,65.42112356,2.095684
460,67.54255371,3.622282
461,32.33269914,3.672983
462,56.24574699,4.3186
463,36.89272282,9.423437
464,43.70205139,6.754626
465,61.33679367,1.851226
466,72.33491884,7.329151
467,57.88865281,3.954513
468,59.47458058,6.94521
469,29.83968836,8.446879
470,35.77355413,4.766733
471,63.1570589,4.578078
472,100.67599614,6.639762
473,23.82125786,6.859747
474,62.90497086,8.851951
475,39.12032188,9.001943
476,31.68219004,6.275067
477,57.26347871,2.639265
478,45.10532635,14.1661
479,93.66829027,9.710373
480,35.24586193,10.22073
481,60.49055625,3.389386
482,63.89182185,0.6582957
483,52.59485108,4.54221
484,48.8774378,9.104467
485,44.37025744,2.321293
486,53.72980748,5.813447
487,45.50107028,9.58877
488,45.91299153,7.177268
489,36.96831807,6.308499
490,35.63937628,5.413156
491,46.50139635,17.06439
492,32.30715034,3.93716
493,25.28941975,6.034905
494,26.51898571,2.646424
495,26.59572934,7.438615
496,34.84561821,7.877449
497,44.69295673,14.86627
498,48.56004508,3.84959
499,30.99821697,10.22903
500,45.47301353,6.612088
501,634.02750732,35.38318
502,39.96152395,4.051207
503,44.06251326,0.329687
504,62.8422419,8.009262
505,35.18072061,10.8131
506,44.70509143,1.921358
507,53.57656093,2.198966
508,19.96273189,5.611643
509,36.14277721,7.447539
510,34.44509338,1.036182
511,29.22832087,8.922926
512,43.88491508,5.981738
513,44.72250414,6.440833
514,41.45823483,7.619666
515,41.34024351,7.523914
516,53.34672785,3.849115
517,47.74134152,1.648228
518,628.95729142,18.53473
519,25.80987321,7.020595
520,46.40206359,4.399354
521,44.25452442,15.7665
522,27.14397216,10.33375
523,1035.0068598,5.437749
524,31.86192172,12.54091
525,21.23633726,4.687614
526,61.25675759,6.432234
527,37.96323315,6.729397
528,70.07669651,3.120916
529,54.62121013,13.54455
530,34.5707236,2.386136
531,43.42082362,1.466582
532,47.45701339,6.004909
533,860.92694514,11.52516
534,40.70131727,2.796118
535,32.98130375,6.843265
536,64.3933456,0.7318304
537,45.0190052,4.688161
538,47.73465027,9.346307
539,129.62671478,7.890893
540,303.85637369,12.41059
541,42.77383376,2.972482
542,24.45108262,11.76709
543,52.75878651,3.109934
544,73.49966858,5.356665
545,1060.17064542,6.894663
546,72.82756901,3.273679
547,71.11815587,8.262788
548,35.89329535,12.19008
549,59.58943566,6.19488
550,53.56666742,1.908777
551,28.52649905,3.939369
552,45.69335168,0.4643575
553,28.92094546,2.315939
554,58.67917383,5.408797
555,1032.1375127,32.56333
556,43.7304736,6.25741
557,47.99307112,8.772738
558,28.47158485,3.300632
559,37.03013502,4.966361
560,50.10508337,6.308242
561,88.63114153,4.311542
562,24.59916185,9.595059
563,45.5570467,2.082152
564,81.25673056,7.429842
565,71.35209764,6.582296
566,49.69717912,6.232467
567,46.17340246,1.676659
568,47.78177674,2.70284
569,60.13275286,0.3292702
570,48.67400602,5.811509
571,31.06824814,6.109762
572,43.35223606,6.681249
573,807.93572324,7.175972
574,75.43851961,16.5587
575,41.96027883,5.811262
576,52.14808768,4.577599
577,54.68193345,6.868324
578,44.79525742,0.7339585
579,85.96026847,6.278572
580,56.93154013,0.4619455
581,67.26249156,2.801016
582,76.21175022,5.281158
583,21.42661389,2.955938
584,63.13114332,0.9852936
585,31.25898517,6.127331
586,58.78520747,0.7318262
587,69.33496355,0.6567314
588,37.71340681,5.018885
589,962.04582713,13.98624
590,57.58013047,2.928127
591,52.737102,1.038367
592,36.27833432,5.007493
593,72.23571608,10.40967
594,53.01817614,10.22153
595,48.08153304,5.708076
596,33.53281557,9.934691
597,54.47598393,7.09553
598,58.83222933,2.313933
599,83.38786766,9.605167
600,76.11916464,20.20437
601,25.90878709,2.095504
602,81.79376785,4.31138
603,75.178434,4.901196
604,55.61727373,9.05984
605,67.22743065,3.954568
606,43.00087828,5.358548
607,32.252543,6.220964
608,61.23369145,10.57271
609,46.83060816,1.994996
610,37.35259783,8.710834
611,65.55471934,4.702036
612,74.35799979,3.369438
613,234.76288993,31.68252
614,25.76012299,3.953742
615,65.2042644,3.729031
616,32.33393076,3.986366
617,1055.00879946,12.32877
618,37.74538877,4.957945
619,35.3725818,8.212735
620,66.83233879,4.884157
621,21.99734867,1.466458
622,51.64805781,5.609757
623,30.5703196,12.82712
624,26.94480958,17.51135
625,41.79617307,6.602388
626,60.54097293,6.602404
627,64.40654609,5.342173
628,27.32007569,9.860746
629,1108.42622781,2.32169
630,68.22762008,3.611187
631,23.35571395,0.9274848
632,45.70927107,4.280484
633,23.69759586,4.427788
634,36.64245128,6.37535
635,237.73155336,16.90747
636,51.29766165,5.813609
637,57.11920209,6.057337
638,36.26828361,3.022215
639,52.11589257,16.98693
640,79.34197547,4.051332
641,50.73399231,7.935655
642,64.35797303,5.903118
643,35.63684616,10.11028
644,992.04864113,10.20452
645,71.09616206,5.470465
646,20.6709243,6.166836
647,23.7063502,7.060057
648,67.06629493,8.805235
649,12.66990348,3.086997
650,80.27111328,2.11077
651,36.94493426,4.605849
652,42.02821365,3.753902
653,40.2061552,9.492189
654,45.4714582,0.00111338
655,55.57749757,4.280484
656,54.7658848,2.32391
657,60.13001051,11.7287
658,40.66956384,3.622535
659,36.98784726,9.448926
660,38.83759641,4.641354
661,49.64819353,5.391379
662,46.12224204,5.728154
663,32.85166039,0.6566968
664,51.28036994,4.743826
665,83.27430428,5.198041
666,96.16547237,5.340354
667,51.28675712,8.977577
668,933.93168728,43.61119
669,35.75356055,3.56142
670,41.14393679,6.691544
671,34.38109161,8.110097
672,59.39445923,1.038241
673,46.69823591,2.796092
674,35.05199123,1.920841
675,53.10752685,11.98589
676,39.07913717,6.232314
677,34.77470737,14.33553
678,52.56795312,5.079057
679,32.9060871,16.00882
680,52.4951875,7.191356
681,58.33074003,10.47753
682,40.83395833,10.47327
683,65.14261414,1.766302
684,61.08601629,1.773606
685,68.09104695,3.477016
686,76.84396884,3.611627
687,32.08635652,3.754551
688,56.91813266,0.00120364
689,43.28960413,7.860315
690,77.02534614,3.666514
691,36.06936955,3.991755
692,42.06248889,6.134801
693,40.42558018,4.828701
694,60.51423807,8.401579
695,773.96003086,16.39561
696,31.43270529,8.926542
697,56.81221329,0.927583
698,53.5590869,3.024064
699,47.10842614,11.57105
700,740.87176993,13.72172
701,54.70032354,2.930279
702,61.36452887,6.441407
703,80.65394019,3.849165
704,56.1433905,4.388138
705,1239.18902464,2.001387
706,29.8417216,3.75367
707,23.05269166,7.93039
708,32.45660744,6.472858
709,47.76547776,10.56713
710,69.20442534,2.196703
711,52.36074683,7.881072
712,47.384312,11.58108
713,37.46005825,1.188535
714,63.85835726,9.061404
715,189.61000648,31.4577
716,64.6565714,1.677128
717,33.66054013,4.676221
718,55.97104375,4.186355
719,44.92038605,4.157378
720,43.410956,8.890907
721,60.45931528,2.001486
722,35.09804981,9.766273
723,49.13784412,6.920448
724,112.73413751,3.343102
725,38.4880197,7.324226
726,51.49021954,7.129333
727,42.46249623,11.11957
728,27.61093073,6.167579
729,422.86613191,35.94754
730,34.7967985,2.972289
731,42.95799374,4.454153
732,56.64375672,3.422218
733,79.81170302,4.3195
734,54.55578864,7.188076
735,26.26452616,6.931475
736,388.76328753,13.59158
737,176.48365892,20.47628
738,60.09485974,3.52819
739,33.54335223,5.734783
740,54.58954236,5.48333
741,39.03422681,0.4666428
742,53.90918502,6.931994
743,22.55439176,5.391997
744,24.93764212,11.20327
745,26.8267462,3.224588
746,723.82127336,12.52123
747,1059.31234858,13.58649
748,41.95592774,3.98657
749,56.09084637,5.11817
750,44.89637872,4.982117
751,36.11891922,6.248664
752,37.83543467,10.06706
753,36.14212106,6.266601
754,63.54267017,2.198951
755,63.81972195,22.16727
756,53.02253438,5.283261
757,53.29832753,6.418876
758,24.83655193,2.970286
759,114.66894758,2.64492
760,53.88512087,3.540757
761,34.94938263,4.278534
762,73.66314479,6.420796
763,38.14743221,1.672458
764,44.5456367,5.811301
765,51.87336847,3.939504
766,112.60293675,9.341668
767,25.19566675,15.62591
768,49.88271662,9.229595
769,33.92434565,5.165316
770,46.03636499,15.87963
771,19.58314274,6.345539
772,25.43541478,17.47038
773,51.45026655,4.275442
774,39.48592877,8.923587
775,48.4261657,10.10833
776,51.05462899,3.422168
777,35.04546101,3.953982
778,60.86058256,2.833806
779,27.36508272,6.755014
780,38.2644214,6.568329
781,36.18752743,4.883608
782,37.17796048,2.50684
783,59.63463273,1.464745
784,45.62357121,7.281027
785,63.43388086,5.777291
786,26.51658882,5.886929
787,17.15419533,7.937451
788,29.53566521,2.209619
789,44.23497803,4.925809
790,55.4218737,4.475483
791,66.87036777,4.688164
792,40.57276595,3.240257
793,38.4126218,10.31293
794,45.58472,3.609409
795,1228.22836775,7.201497
796,64.27693655,4.140712
797,180.96042427,14.5994
798,25.38560213,7.265641
799,53.67909013,3.016002
800,83.81766077,7.584587
801,886.00761016,15.6868
802,48.12599734,3.938794
803,68.57785927,6.335683
804,69.18226431,5.587616
805,1073.27325171,16.38416
806,44.86785051,3.271376
807,457.8715997,19.09055
808,70.5262619,5.281473
809,75.04502152,14.19932
810,714.85697036,18.1164
811,41.40347322,9.191447
812,39.7637778,10.22987
813,69.97363794,3.731315
814,75.5702749,3.037032
815,32.43888312,7.198461
816,42.78614872,4.990199
817,40.32752737,6.816402
818,49.02910006,4.265572
819,45.96773482,6.374974
820,51.97247955,3.679245
821,77.83393505,14.01655
822,59.82895646,4.980146
823,42.68483662,8.015588
824,67.56151437,9.52516
825,54.50472711,4.956253
826,57.62831465,12.26812
827,938.06177974,17.50876
828,49.61654679,11.26097
829,63.89565158,7.893355
830,27.68650694,2.945539
831,1020.20673825,6.50906
832,49.75494209,5.318126
833,64.84104869,3.241372
834,63.55160767,7.585746
835,73.504711,5.193612
836,46.63777094,6.034925
837,20.70741642,5.774546
838,59.89090411,25.59274
839,59.72931789,8.624575
840,71.65596164,8.011376
841,28.13991653,10.70652
842,31.32391115,5.661991
843,65.46091269,6.02891
844,24.3043776,0.4621451
845,46.71523065,13.06161
846,68.95183936,2.095737
847,856.01281808,6.551879
848,75.63747782,3.725775
849,257.31762358,16.68344
850,27.75826826,2.198728
851,30.5022985,4.743875
852,38.26012351,2.97655
853,37.69450549,5.814139
854,20.89315186,5.480925
855,68.88811259,8.485529
856,57.18369847,7.953505
857,51.72034781,5.970413
858,863.91204595,9.38765
859,33.20433142,2.362514
860,31.96871452,8.853204
861,54.66222347,1.390717
862,37.2057765,6.827528
863,39.60847341,4.687865
864,55.85464934,13.93404
865,35.77760571,1.188528
866,57.17513171,11.66766
867,56.63150504,2.000995
868,50.73279657,2.196674
869,52.65062114,6.602399
870,42.0399726,11.10278
871,18.18693475,7.571115
872,60.90918705,4.018265
873,36.18803679,2.817039
874,61.40161911,3.419871
875,637.08773149,12.8826
876,434.03068482,11.4593
877,31.12883895,8.165809
878,60.01550416,5.352153
879,53.22209079,3.434266
880,30.95842327,2.972268
881,41.48856372,9.345756
882,61.227802,8.889533
883,352.65990874,15.88253
884,37.69884613,7.202569
885,49.25358354,3.538294
886,38.21772256,6.200113
887,28.08648602,4.987903
888,320.82427161,12.11352
889,78.4967929,13.80968
890,42.9350738,5.192508
891,10.72633126,NaN
892,68.9412798,5.198585
893,14.64121672,7.020551
894,44.94574117,1.92085
895,62.92476802,4.828574
896,33.73836085,6.463122
897,55.3628012,9.013809
898,61.92208067,11.39084
899,295.87400895,33.93743
900,115.75149575,6.582444
901,61.39928706,11.04183
902,23.60685677,4.122589
903,29.35360863,4.319878
904,43.80194235,10.78012
905,37.43916048,10.162
906,37.27923048,3.344257
907,48.58644548,3.95443
908,41.48721363,6.54987
909,53.748106,2.376563
910,53.70277026,5.318348
911,73.17065605,11.45358
912,35.71697917,8.014368
913,1256.21434742,5.728603
914,31.23736332,3.342732
915,60.45245857,21.63008
916,73.50871291,0.3280505
917,42.14019379,6.726708
918,76.16024193,3.67429
919,368.46340462,25.06815
920,97.65446165,8.579448
921,86.58379934,0.9849934
922,78.95486665,5.714891
923,26.95518374,2.833772
924,44.17657324,6.875439
925,63.04213658,3.753923
926,32.03660701,9.02677
927,64.37867947,5.391418
928,54.59567607,4.687977
929,106.58605301,7.865943
930,50.77533724,9.524589
931,47.2598746,2.209635
932,38.50484517,4.578387
933,48.80503738,4.781828
934,71.7849287,3.996689
935,47.86629184,4.413225
936,33.88137533,7.905619
937,43.51902397,2.387899
938,51.7874063,11.16169
939,72.81736364,10.84152
940,50.18493727,8.726102
941,36.70457343,8.907488
942,55.89095827,5.32935
943,63.65281692,7.596891
944,771.95137803,9.044277
945,864.03717307,7.54056
946,74.73293502,8.044475
947,54.04941511,2.299996
948,58.42032192,6.220742
949,30.61123096,5.097988
950,62.24991299,3.664358
951,21.50680295,17.40023
952,43.87785676,5.844128
953,1084.23097538,15.86839
954,-1.47331534,6.363358
955,17.54078137,6.611721
956,60.62485372,10.90626
957,60.08525955,7.603049
958,31.83947188,5.469448
959,56.61895793,2.795506
960,62.59703772,1.399133
961,31.4896549,3.241359
962,105.71530148,6.057391
963,39.23097231,10.35606
964,35.18579112,4.160628
965,45.44124171,5.582276
966,34.55061168,5.29956
967,33.52427453,8.15628
968,18.27582761,6.827859
969,53.38996502,10.51536
970,33.37522848,2.57398
971,28.25495588,13.10758
972,60.92115438,6.603948
973,48.41517435,5.813656
974,78.6235557,1.970686
975,62.09206199,12.5869
976,59.88850913,1.90868
977,42.14025215,6.945268
978,32.66786156,12.92375
979,37.42440043,10.66216
980,97.65809269,7.127876
981,52.95196715,3.611116
982,51.87519754,5.99285
983,55.83460092,7.844176
984,54.39490415,12.51626
985,1088.27737872,20.25373
986,58.9039942,3.352637
987,36.9314983,21.258
988,34.26618265,8.838291
989,122.59940222,14.2944
990,38.24548826,2.712706
991,62.33156753,8.766226
992,36.65305598,10.51058
993,817.00055332,8.53676
994,6.71534522,28.15432
995,35.6242212,8.897178
996,17.59778325,5.982514
997,154.07395249,26.00636
998,30.35335782,1.766372
999,936.04172602,32.00957
1000,41.78183572,7.87888
1001,55.13057473,1.464598
1002,36.16237813,8.533187
1003,47.87389607,9.868391
1004,14.26702928,7.147693
1005,44.3815705,4.448069
1006,27.24565999,6.565814
1007,32.82571311,10.02033
1008,1194.20650038,16.62181
1009,49.12162338,9.899516
1010,20.03231949,9.197913
1011,39.68698856,5.874411
1012,36.76331477,6.219183
1013,31.86394062,9.465654
1014,67.20384427,1.908984
1015,48.08577961,6.73319
1016,38.35338131,3.84949
1017,67.70913934,3.420144
1018,45.24228941,6.928961
1019,1127.28025296,3.837886
1020,61.36975331,6.223161
1021,61.01381942,5.300159
1022,54.51943721,3.476705
1023,94.5579682,3.817184
1024,128.60982855,7.526213
1025,53.59758548,8.53085
1026,42.16773948,5.118153
1027,50.08980176,9.090626
1028,39.41255697,3.369234
1029,21.91572245,9.774949
1030,39.11187209,8.638906
1031,47.3969682,5.437171
1032,31.99091665,5.902766
1033,58.94718162,1.674065
1034,29.26068058,8.839979
1035,56.78783652,1.35607
1036,49.82435048,0.4644749
1037,38.13941089,13.15419
1038,37.47610146,9.515755
1039,26.82324334,31.79879
1040,24.2250499,5.814227
1041,38.55845699,5.268252
1042,32.18576066,6.1342
1043,70.73883458,27.58931
1044,992.0759769,5.245057
1045,110.49607938,17.36075
1046,79.05241635,4.931582
1047,174.81031707,14.25614
1048,152.85668111,22.6469
1049,37.10499116,1.995526
1050,57.53689895,6.028572
1051,28.74287408,6.516675
1052,37.75784287,8.272579
1053,32.85950664,8.726056
1054,32.13578662,9.090328
1055,71.71955105,7.384794
1056,58.72952238,6.818371
1057,155.28175129,10.9389
1058,51.33215134,10.87616
1059,37.75698184,4.280465
1060,47.95666469,4.454085
1061,58.45250362,5.173338
1062,82.80265702,9.905788
1063,63.95358,5.268534
1064,63.86573953,11.74757
