,tdx12_SerraMar,tdx12_slope_SerraMar
99,2378.388,15.97027
100,1284.373,19.83464
101,1191.561,18.0521
102,676.3674,26.60674
103,925.6486,18.49527
104,948.9369,17.05137
105,1012.389,10.29387
106,461.0656,14.09523
107,1554.001,17.51765
108,574.7219,27.65508
109,676.0724,38.10831
110,1514.109,15.43047
111,1010.674,11.48544
112,631.0382,26.88276
113,1388.258,9.099054
114,874.3079,25.34598
115,179.4519,17.8268
116,594.0691,19.31085
117,612.7868,47.85809
118,424.7799,21.12609
119,1088.841,11.12978
120,73.379,5.658737
121,2218.002,23.9619
122,1429.724,22.38682
123,484.0637,11.42048
124,1284.573,10.58186
125,1343.638,22.04106
126,900.6381,2.954674
127,997.3004,27.48286
128,1050.046,13.14233
129,1186.422,34.8908
130,69.90449,21.69017
131,1121.41,9.679434
132,1206.623,14.32955
133,546.902,20.99714
134,1017.917,4.439835
135,367.1959,1.810018
136,600.0807,48.61786
137,1349.803,24.87967
138,1190.682,31.05968
139,1023.491,18.5067
140,651.6207,24.27403
141,1606.329,55.28279
142,710.7975,28.77657
143,1416.935,39.03149
144,587.2958,18.09767
145,20.42688,7.327696
146,1301.52,18.78671
147,1142.646,19.13923
148,1416.041,7.423461
149,1121.449,9.546524
150,490.1943,24.89924
151,611.3794,1.408562
152,490.8815,28.31401
153,1700.881,40.52487
154,548.3983,9.72061
155,1105.614,9.46382
156,2213.96,23.57739
157,813.8059,12.44844
158,742.9881,30.0684
159,550.577,13.757
160,562.0546,20.04062
161,892.9493,11.99928
162,103.4811,21.78715
163,1477.289,24.27172
164,1836.756,20.14253
165,757.9118,23.76026
166,993.631,7.677937
167,1326.244,20.93697
168,680.426,15.44285
169,1052.266,8.208396
170,507.2197,20.14805
171,433.9704,4.740285
172,468.848,28.07034
173,1383.404,19.02038
174,NaN,NaN
175,611.8457,24.6364
176,675.0222,7.898619
177,1307.697,9.282932
178,1147.15,8.762975
179,574.4589,32.21746
180,894.5832,3.868229
181,1839.726,19.56094
182,1772.476,25.57426
183,552.5468,37.98609
184,400.7768,36.98468
185,884.3152,25.14441
186,468.5048,22.90658
187,463.3638,3.243581
188,1265.099,8.415804
189,1232.863,19.56023
190,29.5334,14.67921
191,1269.966,34.97915
192,777.9777,28.21235
193,1095.511,36.91413
194,333.4493,25.43487
195,619.9053,27.78845
196,1533.372,19.7074
197,1087.823,39.5936
198,1419.851,13.76084
199,995.756,31.09927
200,1688.076,37.37302
201,1023.541,26.19352
202,761.0528,21.31093
203,1955.819,37.7914
204,25.17579,6.498852
205,145.2612,13.94734
206,233.371,35.76809
207,1467.932,20.57587
208,1330.618,22.05373
209,1149.772,18.15512
210,2.342061,1.763787
211,548.5031,9.34042
212,335.7148,6.475024
213,2.312263,NaN
214,1037.655,26.39628
215,595.9872,30.39014
216,1174.795,15.93926
217,713.5633,28.43266
218,406.6894,24.49154
219,870.4642,2.796154
220,469.2708,17.11749
221,478.4117,17.2159
222,1358.515,25.38128
223,510.131,52.68077
224,586.0211,19.74207
225,1305.711,22.11474
226,525.68,30.30287
227,50.02664,7.947294
228,1193.785,13.93386
229,1171.074,16.26484
230,1177.061,15.14337
231,726.479,11.7693
232,1155.428,16.31656
233,510.6413,39.00708
234,584.9724,21.3157
235,1297.581,38.37217
236,1373.587,32.35025
237,1137.855,27.86955
238,703.7575,6.139018
239,949.2292,28.81793
240,402.1534,23.331
241,1331.459,20.37359
242,416.5627,9.094562
243,966.4382,20.37733
244,733.2379,16.18032
245,522.4785,26.83167
246,66.25873,10.48803
247,1153.818,6.880796
248,1648.498,12.9997
249,964.815,5.329432
250,512.2349,18.63263
251,648.3367,15.66701
252,1716.082,37.55926
253,1013.458,36.04437
254,143.2496,20.04792
255,697.4282,34.62792
256,72.79646,15.3033
257,1129.693,27.55883
258,527.2015,25.29153
259,908.3956,24.71541
260,802.8061,24.2414
261,489.2327,25.60268
262,572.7818,20.9678
263,949.9317,18.89162
264,895.4775,15.84628
265,964.1708,13.98908
266,1015.224,24.77722
267,1359.425,22.72583
268,432.4937,7.375584
269,NaN,NaN
270,606.8886,18.53476
271,NaN,NaN
272,659.9288,45.85414
273,1689.449,12.54138
274,310.1602,21.20559
275,1553.189,15.42002
276,1288.605,11.34178
277,480.9676,29.96846
278,525.2535,17.65393
279,1242.171,18.76969
280,1150.732,13.02972
281,492.4079,25.72326
282,1156.872,30.20391
283,407.0918,22.79877
284,678.6892,43.62337
285,1139.738,35.75478
286,731.409,8.933267
287,454.5635,19.39124
288,726.1021,25.90517
289,156.3696,21.54981
290,1440.368,9.173253
291,630.6324,13.90062
292,353.4893,32.21748
293,1579.157,9.595675
294,456.99,0.5921659
295,612.3596,30.82497
296,2085.973,20.26229
297,678.9534,19.6458
298,1843.491,14.41845
299,523.5286,6.320606
300,685.3588,8.592876
301,722.3203,37.51864
302,1418.721,4.362134
303,1227.768,26.29465
304,1580.848,9.90508
305,1358.145,19.05029
306,1651.896,37.4296
307,911.3058,37.78357
308,1366.826,53.75653
309,974.0969,13.8481
310,969.7361,20.35833
311,617.2404,7.064024
312,1316.843,27.12896
313,1097.923,26.66214
314,1153.815,19.40981
315,632.4359,15.98399
316,68.22803,18.20639
317,938.687,9.83186
318,1056.039,6.887069
319,1373.201,26.84828
320,711.6774,24.66066
321,1117.449,27.14715
322,628.764,11.31404
323,403.3821,15.91315
324,962.5815,27.9831
325,165.3733,32.30159
326,828.4015,10.03926
327,1452.354,30.13995
328,482.4388,5.155949
329,1689.73,15.28729
330,1432.114,34.73183
331,890.9252,23.88748
332,1460.171,16.21048
333,597.7354,34.9312
334,895.212,3.292895
335,523.592,17.98721
336,1386.267,30.79189
337,461.0633,22.47007
338,2111.9,20.6056
339,940.0093,15.12179
340,455.5811,23.71888
341,1126.165,23.61742
342,1264.622,28.76275
343,587.8986,28.38679
344,1970.678,30.44323
345,1662.558,51.96656
346,1167.058,31.19888
347,539.416,38.63445
348,518.512,31.78758
349,1095.213,33.01091
350,955.5481,28.91669
351,586.261,7.221176
352,479.9778,27.56811
353,2628.612,34.12022
354,1034.531,9.502417
355,461.6382,6.491034
356,1186.197,20.28718
357,511.6303,1.558828
358,1186.662,28.65943
359,948.1436,25.98774
360,507.9677,21.57094
361,1743.306,11.32693
362,562.8303,32.96924
363,453.6125,28.03884
364,1129.774,18.50214
365,501.0623,14.90382
366,534.8144,11.46143
367,113.5088,24.53467
368,449.0871,1.062331
369,155.2887,5.786496
370,533.8721,24.03991
371,1075.646,11.71066
372,465.0842,11.20081
373,555.1097,32.07528
374,956.2356,17.3563
375,411.6497,4.289773
376,188.1609,27.71549
377,119.357,19.94239
378,257.72,19.35955
379,982.9421,33.63574
380,1002.962,23.84453
381,1089.366,20.93423
382,606.0051,23.50537
383,584.6963,4.703128
384,2451.117,41.85215
385,867.62,23.69423
386,2018.652,27.92281
387,90.32346,14.79153
388,511.66,21.49201
389,955.621,20.66946
390,968.2617,23.89881
391,1088.318,24.29841
392,1099.38,1.275533
393,1893.466,15.31413
394,1795.692,27.35682
395,598.0025,26.32438
396,1754.311,36.70632
397,1707.743,16.40478
398,1003.022,16.47943
399,102.5984,20.80482
400,751.0444,21.65408
401,1915.226,19.21428
402,563.7139,16.5902
403,1240.978,13.93316
404,1074.664,19.65139
405,886.7427,27.67631
406,956.5891,37.88363
407,548.4255,14.67899
408,1069.127,27.53442
409,642.5421,12.6511
410,1112.832,13.19156
411,428.998,13.08772
412,1003.471,9.896363
413,574.6321,30.70076
414,374.6318,14.53998
415,1725.553,29.59045
416,630.9872,17.60632
417,772.9161,25.84398
418,388.3545,5.802967
419,308.5879,14.99121
420,1332.069,20.08682
421,1034.275,11.84636
422,147.3978,9.744717
423,1198.369,13.01063
424,537.7349,16.73264
425,560.0064,21.1299
426,1320.752,19.61095
427,1424.287,13.95237
428,520.3588,17.95779
429,608.7514,15.50358
430,513.1346,17.48006
431,1403.211,14.68754
432,346.0304,15.6188
433,731.3522,21.97519
434,474.5499,21.18354
435,216.233,27.78222
436,1063.996,19.25959
437,908.6476,22.15719
438,1830.311,30.11331
439,1176.243,34.52145
440,421.3513,1.18415
441,201.928,19.51991
442,1329.737,7.269093
443,451.6575,20.72687
444,966.5911,16.27023
445,497.5427,20.52224
446,459.335,19.72611
447,1250.623,37.97924
448,657.4924,21.52134
449,538.4899,29.84458
450,537.5956,1.731705
451,947.4522,17.48929
452,1265.263,21.76089
453,772.9581,20.15651
454,2186.719,43.28596
455,238.4945,28.18629
456,1093.311,8.044874
457,1513.305,20.94582
458,543.6559,22.2069
459,333.7533,31.44819
460,1399.392,25.76156
461,435.7082,13.10276
462,744.0661,10.22281
463,1464.309,37.59572
464,608.8246,22.67517
465,635.9285,19.17563
466,908.6663,34.71397
467,668.507,22.34661
468,450.8105,6.091069
469,1400.798,31.24071
470,1077.197,20.03148
471,660.7098,35.32762
472,725.7787,28.47248
473,452.4167,14.76968
474,523.2451,46.85453
475,929.8796,34.38617
476,636.6182,35.83043
477,397.243,0.7234861
478,1064.607,19.42368
479,1708.874,22.18446
480,1235.998,39.51212
481,1358.753,23.25161
482,540.2982,36.79242
483,589.1196,25.37784
484,1817.46,23.25753
485,1196.583,17.77378
486,972.3265,24.61899
487,1192.674,33.45491
488,1117.881,11.44728
489,948.3898,16.4188
490,907.7378,1.110823
491,1745.117,15.66186
492,2093.192,27.86077
493,1202.933,23.0764
494,559.8584,18.74434
495,1463.06,17.09376
496,1329.684,20.86021
497,2135.907,24.10588
498,644.2892,9.706778
499,1214.089,20.97702
500,1291.957,12.9819
501,397.3026,7.338054
502,1175.053,9.53973
503,425.0184,25.90617
504,1146.979,31.19323
505,720.4391,30.43229
506,685.5983,13.03215
507,1212.648,12.79498
508,736.5709,30.08035
509,930.175,29.25707
510,922.9929,13.48344
511,1365.694,44.82259
512,1423.481,21.23047
513,1302.121,17.22795
514,982.5406,62.93283
515,1047.33,20.16439
516,563.8917,3.56018
517,1387.755,9.11754
518,1206.308,27.67142
519,1208.34,26.81029
520,85.07227,35.05121
521,574.7017,32.34615
522,963.8119,26.25857
523,33.37074,23.96755
524,1565.321,23.5894
525,1740.367,18.86545
526,102.1283,17.33716
527,662.9507,27.14655
528,1094.643,25.33092
529,926.9539,67.28035
530,569.6323,30.68575
531,596.67,10.22571
532,355.9554,29.46061
533,1025.784,20.09205
534,1047.587,15.06108
535,1007.806,3.611504
536,1244.632,34.13991
537,1526.012,22.24949
538,38.6508,18.02175
539,1481.885,23.64466
540,950.1328,23.39843
541,2356.052,11.6919
542,1123.371,33.03033
543,1011.242,25.43435
544,547.7272,6.912603
545,537.2328,7.09186
546,1621.529,31.08923
547,442.1087,13.50177
548,235.6459,32.35804
549,489.6845,17.952
550,998.3134,31.49909
551,170.5022,7.897533
552,1250.468,27.72883
553,670.774,14.9736
554,1085.97,8.550008
555,732.7422,48.1486
556,619.3923,9.360257
557,671.6642,21.75188
558,1292.426,39.28882
559,1329.203,28.32008
560,NaN,NaN
561,487.1636,30.40378
562,527.0505,30.03179
563,461.3072,20.24576
564,734.8288,41.32236
565,662.2128,28.43697
566,168.3509,17.58887
567,1302.33,17.5473
568,817.4579,28.26015
569,415.7238,37.17155
570,457.2233,47.82272
571,1580.929,23.20984
572,947.5866,27.13827
573,2252.159,43.67173
574,1655.382,33.85194
575,633.3054,20.06692
576,1906.395,10.33277
577,469.8528,13.29672
578,470.5037,13.05004
579,484.5665,23.42069
580,1088.086,11.29174
581,1177.705,8.239
582,1086.001,26.31325
583,1915.475,19.83558
584,950.5737,35.34951
585,509.2168,4.384466
586,545.8714,21.01587
587,1351.347,29.08202
588,564.3388,34.52203
589,1129.082,0.4756401
590,429.2614,51.81832
591,1668.794,23.97754
592,1374.503,17.51682
593,52.44175,31.51017
594,263.85,24.83898
595,774.2146,26.94454
596,581.1011,7.291367
597,1361.267,36.40617
598,1257.799,65.88145
599,1184.692,31.79997
600,1055.395,16.25164
601,859.3089,13.00721
602,1360.663,8.930275
603,1008.823,19.96294
604,1173.849,24.89747
605,682.98,10.85347
606,450.0932,8.041221
607,1201.01,30.41356
608,1454.156,21.22195
609,521.5662,16.61356
610,976.8023,19.65837
611,988.839,17.37034
612,658.6824,21.49556
613,1229.675,11.19781
614,502.2114,16.37982
615,1516.854,25.30539
616,713.5782,13.59539
617,1461.56,31.36487
618,299.5843,22.20182
619,643.5751,16.48998
620,922.9319,6.134336
621,1307.306,0.8959062
622,629.1301,7.416227
623,556.179,2.552995
624,613.8822,23.80244
625,998.8889,16.57426
626,1575.29,29.98876
627,724.2433,32.9088
628,1124.724,13.71547
629,1028.286,23.4788
630,872.8469,18.03408
631,288.7327,22.78017
632,568.1343,1.944726
633,403.0607,28.18268
634,1009.131,16.37008
635,535.4651,7.657754
636,924.6808,26.40369
637,973.2366,10.27682
638,872.2626,38.21554
639,550.5453,7.717469
640,1211.759,25.62037
641,83.1752,31.39719
642,510.995,17.21791
643,1248.895,9.415678
644,565.6082,18.33366
645,941.9585,31.5587
646,455.7303,13.01504
647,20.08711,19.66916
648,551.3538,15.78317
649,1443.346,9.594565
650,417.8622,20.95606
651,648.6591,27.09911
652,1249.651,53.51996
653,1041.671,9.08029
654,293.5506,30.50608
655,555.1906,21.14532
656,1032.719,23.74674
657,1850.191,27.33179
658,1172.702,20.07906
659,1295.514,20.66258
660,1626.66,25.55193
661,516.4596,18.01314
662,1024.687,22.20504
663,662.0919,2.942475
664,1121.428,1.05842
665,511.7656,32.15646
666,528.9618,29.54587
667,1184.163,14.66557
668,1163.946,11.12751
669,660.5886,34.55351
670,652.2407,32.69698
671,928.2371,14.49177
672,1210.716,13.92972
673,255.2996,16.71361
674,664.7465,28.86275
675,1502.184,25.23892
676,1149.886,30.76447
677,500.5338,39.5266
678,1010.73,7.733611
679,2028.328,37.53791
680,489.2843,12.87559
681,1110.514,2.863013
682,1171.836,29.73185
683,604.0487,13.15507
684,480.545,8.528907
685,555.0874,22.30776
686,1109.17,32.14801
687,633.3665,19.41537
688,2289.588,18.00657
689,1515.103,24.07523
690,708.4428,30.63598
691,648.3282,22.50706
692,1390.523,7.314796
693,1223.146,16.51202
694,1109.277,3.623653
695,517.6068,11.26003
696,645.7358,21.56936
697,1007.341,14.70479
698,515.9119,25.10538
699,630.9876,9.179805
700,922.046,4.734834
701,102.4863,45.76898
702,555.2953,31.22436
703,1145.16,12.00039
704,1326.31,12.95938
705,1134.606,37.47949
706,1533.863,14.48468
707,408.2775,9.261563
708,408.1489,0.9777682
709,437.3463,25.06276
710,554.0526,17.29317
711,1165.435,29.35544
712,1223.089,34.25696
713,962.0908,11.86674
714,636.1741,25.94729
715,1457.222,29.30797
716,525.5677,23.80176
717,561.8524,11.78429
718,940.5416,17.22581
719,1077.089,23.4322
720,1203.615,22.9764
721,1211.223,19.06596
722,1085.49,36.11737
723,1483.833,34.5928
724,927.4598,17.23365
725,2313.372,39.10769
726,1202.452,36.03811
727,769.9939,29.15259
728,751.631,19.69293
729,1761.25,20.48769
730,382.1685,0.8622906
731,995.741,14.45289
732,1680.165,17.3254
733,1125.107,10.42809
734,959.1232,36.11681
735,676.6662,21.10601
736,873.7776,16.54431
737,398.6287,4.836088
738,2074.361,22.39169
739,1219.986,21.44784
740,443.4294,34.24899
741,1021.48,22.69185
742,400.739,27.91169
743,1545.063,31.42254
744,746.1556,21.67794
745,1210.784,11.12579
746,625.0784,28.25087
747,1314.287,24.47104
748,575.3166,23.06895
749,541.2427,28.37453
750,1066.711,14.97832
751,199.904,38.16707
752,616.8163,13.21031
753,1241.179,15.27542
754,1235.689,28.57417
755,61.28019,13.45599
756,948.9781,5.36201
757,310.8766,40.69238
758,1234.055,30.13307
759,1614.114,17.15067
760,1197.525,23.89397
761,1241.188,9.844855
762,1739.308,13.59058
763,276.9515,19.37019
764,326.173,22.87672
765,1751.595,17.81862
766,378.4291,33.98146
767,522.8718,6.524053
768,609.7484,13.00017
769,614.8129,8.351194
770,225.5416,16.07215
771,388.7931,0.3447062
772,1075.421,18.52091
773,511.1596,7.992267
774,682.8345,26.75306
775,543.344,25.51884
776,1094.9,12.32824
777,1192.508,27.03037
778,1338.84,30.455
779,461.7891,13.62854
780,1395.436,24.25646
781,1465.529,23.5828
782,1176.803,19.43453
783,1128.204,28.33656
784,264.7994,21.51695
785,1172.725,8.169657
786,1255.974,10.50248
787,1051.54,19.99236
788,1012.198,22.988
789,1439.973,13.33303
790,432.0837,21.6336
791,1248.785,12.95374
792,488.6267,14.6751
793,927.1118,40.0254
794,777.2495,38.28938
795,541.0791,2.129078
796,789.3174,23.45199
797,1134.562,27.11854
798,5.725504,7.27552
799,1293.472,8.721402
800,257.3738,27.16967
801,1615.048,22.68406
802,545.7472,34.49574
803,472.0219,26.16449
804,1795.567,20.68058
805,653.6676,14.97177
806,1296.853,26.4346
807,992.4807,44.7728
808,1088.28,8.81797
809,1170.771,14.97202
810,482.1248,24.36803
811,455.9199,19.62886
812,2003.398,47.8364
813,1397.443,24.42161
814,1676.056,22.18321
815,1235.587,6.919461
816,517.1003,5.897912
817,1059.007,21.62629
818,1199.278,8.238371
819,623.3278,12.05008
820,120.2347,37.04578
821,2284.338,49.58353
822,456.1674,32.95544
823,1318.956,30.1594
824,387.2456,3.361923
825,877.815,12.08232
826,614.6276,21.52818
827,NaN,NaN
828,946.6952,24.45171
829,606.1885,28.69258
830,1200.922,33.2537
831,547.0812,8.900927
832,470.9711,24.22241
833,582.9279,28.39823
834,468.5745,23.06489
835,663.1956,29.58273
836,1202.425,45.80201
837,679.533,13.3837
838,1113.144,14.64337
839,1227.931,32.156
840,1021.421,21.4712
841,1662.625,18.91599
842,548.455,37.08795
843,1033.36,30.63646
844,1054.295,8.537915
845,713.1148,41.13929
846,330.2776,45.81402
847,522.9796,16.38646
848,1.301255,0.9818714
849,853.6087,17.49776
850,649.522,16.69229
851,2385.437,16.81192
852,543.6933,8.903861
853,1305.605,35.95111
854,1093.799,7.553826
855,316.7563,28.74496
856,650.4082,33.53606
857,1052.349,30.38126
858,691.1326,11.056
859,999.8012,40.54133
860,118.1223,17.10753
861,1361.796,25.08577
862,1309.689,21.84677
863,1512.711,6.475781
864,975.3648,35.01019
865,1799.9,18.25178
866,390.8365,4.275844
867,864.7482,34.13601
868,1026.576,27.37258
869,449.3602,13.61012
870,83.93271,19.40979
871,1359.789,31.14384
872,631.5511,8.991012
873,1763.345,56.36121
874,423.1982,41.57199
875,1127.984,16.29139
876,1025.098,6.930696
877,442.7571,13.37792
878,1633.56,10.98011
879,1597.411,22.14947
880,550.9857,22.83461
881,747.1525,14.18267
882,666.8743,6.763201
883,693.6674,4.196118
884,574.3737,25.19706
885,1548.686,8.729424
886,1510.312,5.587711
887,47.85583,19.65192
888,1128.046,9.779198
889,1282.588,14.03519
890,1735.395,19.10572
891,446.1133,30.44499
892,1005.846,28.50322
893,1297.53,29.38551
894,2105.15,34.05756
895,91.66086,19.19863
896,174.3196,8.058078
897,838.678,47.8949
898,1079.325,31.09569
899,181.8878,26.04225
900,402.1231,22.32548
901,502.6888,9.249875
902,100.6198,35.42702
903,1594.077,56.92746
904,79.78619,21.12239
905,1368.022,60.70824
906,638.7704,20.80135
907,734.1866,16.32127
908,718.3052,20.67026
909,1524.442,36.50221
910,593.2159,25.59953
911,1435.289,36.74255
912,356.2404,7.839622
913,962.65,33.17878
914,1656.421,26.29918
915,580.4528,9.247704
916,663.9899,3.39438
917,1635.031,8.083074
918,531.5024,26.88938
919,412.7393,5.439556
920,513.3684,7.076649
921,1373.479,39.65818
922,1363.066,31.5609
923,861.2331,27.16006
924,44.34701,46.46024
925,451.4201,15.89038
926,908.9623,27.03936
927,486.7415,12.66326
928,418.1389,18.31919
929,1106.706,3.873656
930,1185.492,18.82676
931,421.0292,30.03004
932,111.2228,29.97014
933,387.9833,11.60302
934,1144.526,18.15537
935,449.5922,16.07371
936,114.0116,23.96591
937,1272.634,20.49244
938,572.5405,15.50305
939,520.4147,48.43723
940,653.9241,22.74118
941,982.7071,25.94612
942,1431.016,30.62103
943,947.1216,18.59776
944,1040.581,28.94159
945,941.175,27.56082
946,1177.34,20.24417
947,1470.586,18.09431
948,625.6232,29.61753
949,1223.972,29.13501
950,1430.553,15.20782
951,1298.025,23.24216
952,653.0878,21.19801
953,1102.812,13.611
954,826.3377,24.07204
955,1360.196,14.76043
956,397.701,27.0848
957,989.6958,29.68777
958,568.0885,13.93723
959,581.593,16.52957
960,697.3624,12.72
961,562.4487,23.76725
962,559.5995,6.425592
963,1117.618,1.415108
964,95.24928,16.93475
965,480.9084,21.97488
966,1582.456,22.04085
967,1076.835,22.64214
968,568.5723,17.91936
969,435.5034,19.26003
970,1214.322,11.11188
971,1240.161,28.25465
972,989.3627,19.49896
973,607.4197,20.74546
974,1055.553,4.067115
975,1090.32,56.82002
976,937.2925,25.65681
977,555.3297,8.145173
978,618.8398,18.1862
979,386.6604,9.601463
980,720.4588,9.183104
981,1260.736,22.50608
982,1735.365,29.28359
983,537.3822,28.16117
984,406.1856,12.23775
985,681.3834,17.55865
986,1139.243,25.60041
987,616.8715,32.09207
988,688.1968,41.70468
989,642.0671,4.407102
990,1177.888,13.75853
991,533.4861,8.146874
992,1347.26,27.41916
993,1226.891,19.34557
994,392.1588,18.17243
995,1109.211,10.25185
996,1098.677,15.9515
997,463.3738,5.84024
998,717.4618,8.961209
999,1007.888,27.45127
1000,379.3417,2.189416
1001,462.3258,2.78046
1002,1325.142,30.25758
1003,1030.218,31.37995
1004,578.774,4.633304
1005,153.6064,29.77971
1006,73.52203,9.409584
1007,1404.274,31.09173
1008,453.2917,10.74189
1009,596.6017,11.31491
1010,614.8427,26.04284
1011,1070.35,18.8688
1012,1704.226,27.201
1013,571.5485,18.01479
1014,593.0178,12.94405
1015,649.4293,7.439867
1016,505.777,28.17231
1017,189.0348,24.32913
1018,403.0723,19.2884
1019,663.1217,30.76839
1020,1705.655,17.00084
1021,835.6372,25.05873
1022,1225.479,28.10671
1023,1764.655,27.38369
1024,485.3874,5.137877
1025,505.9366,4.720948
1026,714.4457,15.61481
1027,469.6538,16.97779
1028,1058.351,30.16654
1029,694.8865,16.83307
1030,948.4369,20.08581
1031,1082.388,20.02876
1032,1720.053,11.90886
1033,612.7444,37.63065
1034,413.4517,10.28401
1035,547.7865,14.9891
1036,247.2159,20.53334
1037,974.3566,24.14396
1038,553.7461,10.34067
1039,1139.176,12.72338
1040,196.5919,16.68174
1041,1313.716,16.7312
1042,630.1574,27.90824
1043,875.4486,11.12476
1044,1443.732,11.07335
1045,567.8442,26.24985
1046,26.14378,33.1128
1047,917.8585,7.377336
1048,517.9464,17.48047
1049,387.3391,0.9217892
1050,422.4946,20.99738
1051,1033.63,18.70912
1052,535.9248,8.954236
1053,536.6177,6.138078
1054,463.0992,11.71785
1055,953.949,31.55523
1056,789.7584,35.74453
1057,1095.396,33.67443
1058,114.4521,12.8351
1059,1051.677,26.2444
1060,1238.343,26.60169
1061,1155.997,28.38159
1062,1291.801,7.964974
1063,526.1428,24.60265
1064,900.766,10.84045
1065,13.92554,15.01314
1066,458.2173,2.743563
1067,1114.806,34.49301
1068,1202.741,18.6332
1069,553.9334,10.63974
1070,64.58751,8.810887
1071,512.2949,7.638628
1072,596.833,28.75026
1073,1110.7,15.49015
1074,266.1412,22.65019
1075,650.5262,14.96404
1076,1316.874,24.09716
1077,689.5622,14.87682
1078,921.4952,23.2685
1079,761.7901,14.45004
1080,1096.773,49.4184
1081,1179.212,26.14312
1082,1071.227,7.162599
1083,991.1449,32.10663
1084,1332.253,47.26461
1085,970.0168,12.35096
1086,613.6563,20.79981
1087,1368.513,29.87288
1088,1916.242,33.57232
1089,616.0327,34.17944
1090,829.5065,23.63113
1091,554.3009,3.371627
1092,1254.698,23.77123
1093,615.4889,19.89111
1094,407.3155,21.14366
1095,631.2665,35.52281
1096,471.8778,9.632527
1097,1155.982,18.78256
1098,1408.785,32.56018
1099,670.7375,14.54332
1100,645.0308,11.94775
1101,76.0481,7.083315
1102,1276.861,26.54031
1103,1360.022,35.95341
1104,415.8506,3.985763
1105,1065.09,18.51462
1106,477.5056,31.43472
1107,1646.984,37.50029
1108,2169.971,37.5087
1109,1113.485,11.23264
1110,1068.925,25.7414
1111,965.1403,29.72725
1112,1084.079,25.19922
1113,1263.279,38.57303
1114,478.8563,14.49964
1115,992.4078,19.46764
1116,775.496,23.71358
1117,954.3913,9.906248
1118,1134.208,9.717556
1119,994.3798,14.10981
1120,66.21828,28.80145
1121,464.4571,1.911704
1122,517.9342,21.99339
1123,776.3865,20.7517
1124,1464.528,24.05404
1125,549.5981,5.739934
1126,695.9196,22.32619
1127,846.7244,10.11334
1128,1380.849,16.51221
1129,650.5131,26.85121
1130,1583.785,16.64658
1131,639.8626,12.38858
1132,946.5845,8.057491
1133,552.3552,19.96207
1134,1011.761,17.06083
1135,437.9669,11.7286
1136,802.8184,2.565275
1137,1933.279,23.62965
1138,444.7876,27.18479
1139,1497.619,35.07007
1140,237.8493,28.21588
1141,655.5229,21.61195
1142,942.9233,2.610017
1143,859.6526,17.33085
1144,491.8638,2.777732
1145,1168.923,12.02155
1146,841.5197,17.32204
1147,14.92518,19.60207
1148,85.65356,36.50415
1149,222.8751,25.43185
1150,544.3613,43.27325
1151,565.1434,12.85603
1152,483.3938,8.577811
1153,1125.252,11.49227
1154,609.1418,46.09977
1155,980.3079,13.7873
