,aw3d30_wgs84_SantaCatarina,aw3d30_slope_SantaCatarina
2306,7.56878537,0.7452244
2307,184.01822405,8.950552
2308,48.18060439,16.76146
2309,351.21064441,29.4595
2310,481.37486061,15.20099
2311,244.82978462,8.840586
2312,206.75564628,20.05824
2313,98.51973003,18.20515
2314,245.6883713,13.00113
2315,72.66526516,29.96704
2316,1040.41847629,23.29025
2317,195.60360195,21.03611
2318,5.93322761,1.847735
2319,9.72729661,2.164102
2320,501.10748059,9.649733
2321,20.17485263,6.366817
2322,53.45716247,17.91564
2323,946.3731828,17.14491
2324,18.0241089,14.08634
2325,366.25792541,36.87678
2326,21.55995095,8.474742
2327,631.30699263,17.96108
2328,86.27987374,16.79134
2329,92.26019217,22.85172
2330,137.47317947,15.61282
2331,395.36278689,29.16061
2332,30.37402752,13.53214
2333,1041.45302678,22.22805
2334,422.38901139,20.3782
2335,762.65766429,22.99483
2336,3.69046581,NaN
2337,493.6236703,26.30623
2338,46.80683061,19.00819
2339,491.11615807,26.99127
2340,459.56015646,10.53019
2341,NaN,NaN
2342,496.54716623,17.52325
2343,72.19877019,NaN
2344,20.5577436,6.82267
2345,134.95526077,7.261085
2346,430.71709472,32.68245
2347,315.51200372,16.60199
2348,663.54830638,21.95141
2349,856.60452416,24.70386
2350,25.30196991,3.971622
2351,103.7866886,30.52678
2352,492.79343948,7.351883
2353,3.44555346,NaN
2354,180.63408088,26.94901
2355,462.78282454,24.80903
2356,100.76448672,18.8164
2357,123.24277221,18.65195
2358,143.7112597,9.112134
2359,136.09099503,21.27594
2360,4.09183384,1.051575
2361,239.51817955,14.0231
2362,275.83111075,30.75697
2363,729.42446151,2.082422
2364,797.75981992,15.01127
2365,412.95602269,6.349052
2366,175.4429163,8.40548
2367,283.50013229,17.57475
2368,529.6574919,13.0351
2369,489.57578123,20.17921
2370,87.31891428,7.115982
2371,877.42365457,15.01721
2372,52.75072634,3.859469
2373,107.41288371,21.56598
2374,209.58878839,10.48566
2375,140.54859628,7.203106
2376,112.87837051,27.44559
2377,244.71851848,11.39316
2378,708.43480969,24.44846
2379,156.07196703,19.74657
2380,362.44525099,23.16765
2381,24.64976368,1.834671
2382,328.5619738,23.18409
2383,332.60708642,23.62464
2384,302.69302245,14.66642
2385,1020.43690287,22.06019
2386,666.70967074,14.8649
2387,323.59255081,14.09551
2388,133.33636933,15.93916
2389,940.41474389,18.05484
2390,234.2265087,6.628288
2391,9.5150974,6.220675
2392,69.38071864,11.04579
2393,8.04831203,0.9302858
2394,71.07689213,10.89282
2395,144.79442925,27.55648
2396,43.55900413,4.153922
2397,158.70162858,24.14206
2398,629.4097154,28.05816
2399,303.49922351,20.11415
2400,NaN,NaN
2401,35.47412229,11.62351
2402,414.37485359,20.63697
2403,6.89210118,0.3504404
2404,32.02653252,10.03579
2405,674.44180947,27.95666
2406,371.77114319,30.65939
2407,457.39856392,8.748164
2408,947.47049596,29.17157
2409,129.2213871,23.46746
2410,86.13769313,15.99398
2411,239.54971793,12.22229
2412,223.04568575,25.41088
2413,59.83053098,19.13222
2414,10.13903553,0.7008556
2415,27.2054293,12.01313
2416,546.65518129,17.79464
2417,97.83451512,21.19326
2418,800.49548737,16.6518
2419,15.08870518,1.065291
2420,6.99943595,0.7014325
2421,504.49450075,27.78245
2422,805.43355282,21.79108
2423,7.09389195,0.351831
2424,866.50116623,21.03082
2425,338.49045854,27.05288
2426,255.83458232,33.14
2427,765.45023605,13.66786
2428,NaN,NaN
2429,544.57772717,32.04445
2430,140.20354709,7.723947
2431,794.47596938,16.15658
2432,12.61073257,2.135539
2433,428.81136777,1.399383
2434,49.33029251,4.659888
2435,8.09324413,2.325572
2436,287.842896,19.43295
2437,NaN,NaN
2438,27.22181052,20.3676
2439,3.04128986,0.4654564
2440,150.34996766,16.71521
2441,6.12331918,1.746296
2442,127.20724032,20.39678
2443,146.33572836,12.00171
2444,NaN,NaN
2445,13.03298473,1.807325
2446,94.64580542,12.12377
2447,27.10034246,7.400341
2448,73.46296632,7.294032
2449,64.52611269,17.00047
2450,31.20534799,1.191926
2451,11.67683183,1.477968
2452,197.62480978,5.539732
2453,157.25268243,8.985909
2454,NaN,NaN
2455,707.57769665,24.81481
2456,276.08782011,29.40118
2457,11.00814647,0.3495109
2458,115.64395203,6.269401
2459,109.64697135,14.00134
2460,426.82084151,14.42195
2461,815.35537428,28.22561
2462,NaN,NaN
2463,135.7620931,27.00247
2464,294.11781907,20.73763
2465,787.42213858,11.73229
2466,258.21389974,17.03534
2467,556.44481162,27.30585
2468,514.60025763,12.27534
2469,15.60635775,1.633348
2470,546.39045475,19.27688
2471,699.35232156,5.920134
2472,224.43165181,7.402895
2473,218.60410404,20.86498
2474,41.16372777,14.48244
2475,45.75629747,2.348189
2476,933.44094249,13.6723
2477,473.73640024,33.23569
2478,481.76006544,17.27452
2479,348.50162029,15.52825
2480,944.48153177,22.63482
2481,242.64831338,22.31677
2482,6.15173906,1.339325
2483,44.45798073,2.233104
2484,127.13358524,12.75714
2485,20.12611634,2.550835
2486,512.56042679,21.86763
2487,98.68749799,15.72128
2488,531.51758641,17.89266
2489,354.25863928,37.71128
2490,15.09519454,14.78131
2491,448.49839659,15.73126
2492,692.39372051,14.96198
2493,65.18812412,21.38312
2494,467.50975942,33.33895
2495,427.82601403,23.3492
2496,78.0716004,20.30205
2497,20.52552695,0.7445329
2498,928.72879725,7.806519
2499,56.11874876,3.904838
2500,71.65535946,12.09655
2501,261.49461575,26.95196
2502,468.49860018,19.42053
2503,69.300722,8.566843
2504,789.80423075,17.26998
2505,132.76275466,16.93102
2506,293.92870974,13.0601
2507,605.67990299,7.33354
2508,292.38572814,26.46596
2509,254.23723313,22.30126
2510,710.76939105,29.68265
2511,411.47807704,20.01594
2512,12.36287888,1.855069
2513,8.56203825,1.191943
2514,267.72873275,21.92433
2515,76.45975984,22.93828
2516,207.28336269,24.38553
2517,5.91487934,0.7460594
2518,417.4541238,7.158827
2519,52.233135,12.46124
2520,124.11707516,9.451004
2521,15.5965839,1.065385
2522,24.21366567,0.0013306
2523,494.79706507,24.94712
2524,288.09167274,22.26584
2525,1073.53900183,25.63347
2526,468.17614115,21.24942
2527,96.56549228,16.0879
2528,42.3802636,17.75135
2529,156.31084111,18.44098
2530,25.518523,6.241115
2531,303.30999599,16.26856
2532,14.71256299,4.931625
2533,53.99960076,15.3475
2534,844.64844744,18.36837
2535,NaN,NaN
2536,268.64857888,23.41434
2537,104.80958855,26.54321
2538,3.77143793,NaN
2539,68.84440393,22.43444
2540,8.23524867,2.429391
2541,496.62359903,28.19816
2542,4.96286224,NaN
2543,93.04035595,15.38633
2544,268.67410232,35.10603
2545,91.43211316,20.75646
2546,15.9379828,7.963464
2547,117.43768018,12.27996
2548,5.18373155,3.834942
2549,212.40700884,16.03741
2550,189.34716202,22.97314
2551,26.18778761,1.398179
2552,18.16892757,7.401742
2553,974.43886272,14.55363
2554,5.71435737,1.953095
2555,229.22810653,16.9523
2556,35.20812341,4.161098
2557,136.5010918,18.27325
2558,152.66552282,28.35071
2559,NaN,NaN
2560,18.95962721,1.490392
2561,5.39778176,1.649561
2562,44.01888098,12.69355
2563,35.52108718,1.490041
2564,262.28641182,24.46401
2565,70.54170538,29.96413
2566,631.47170299,19.49739
2567,152.22862752,26.27282
2568,479.60745149,19.18694
2569,796.46842489,12.87042
2570,9.04337962,1.490727
2571,110.16954537,16.34019
2572,138.57072023,16.60926
2573,124.73421479,9.256186
2574,177.29654263,23.99066
2575,26.23902827,2.978138
2576,132.17797583,17.62505
2577,353.12629519,28.21213
2578,15.66903689,3.121831
2579,47.75464964,7.003105
2580,8.4058651,0.9306877
2581,1034.44300599,21.86966
2582,672.73892893,8.940337
2583,177.36240905,18.32791
2584,22.15897169,2.806761
2585,5.55618359,1.068533
2586,674.44077459,12.42842
2587,4.16978295,0.8238488
2588,NaN,NaN
2589,455.47557804,14.27336
2590,117.3756572,21.97823
2591,697.78351318,16.06556
2592,12.91408373,1.403129
2593,276.60091788,18.0825
2594,886.6026364,29.71832
2595,4.9814424,2.85533
2596,1133.55015005,16.63432
2597,11.39168642,1.046603
2598,729.33772142,26.00351
2599,167.46557686,21.17699
2600,64.85678767,9.307355
2601,623.55261891,17.58722
2602,99.10842526,18.78727
2603,356.13604849,26.72519
2604,101.64271259,21.83848
2605,681.38225534,10.93929
2606,8.07428233,1.052546
2607,501.56340504,22.55449
2608,122.22073517,17.15261
2609,12.06089993,4.390896
2610,23.1463402,4.20112
2611,370.49723809,19.57907
2612,9.09742505,1.491765
2613,9.9870898,1.490633
2614,4.06949524,1.050857
2615,4.02431013,1.144861
2616,92.5304958,23.62437
2617,21.93964868,11.97316
2618,577.67175089,32.35806
2619,61.18863904,5.511729
2620,857.70624108,10.10062
2621,27.97926186,12.14837
2622,130.61959521,11.05531
2623,389.49890383,27.77528
2624,6.20441456,1.562874
2625,709.68169526,21.72218
2626,81.02240559,6.375495
2627,909.55117514,8.387383
2628,3.36560855,1.642601
2629,4.41901583,NaN
2630,94.68390983,24.86084
2631,172.56386775,29.87568
2632,8.77368614,2.549712
2633,272.15016434,8.398528
2634,23.38360759,4.224879
2635,298.11333266,23.64508
2636,11.98921097,1.488292
2637,137.61322921,32.4193
2638,4.47270772,1.05309
2639,127.47352297,26.78905
2640,22.10566003,16.89927
2641,338.60579186,26.00312
2642,493.65807062,21.31334
2643,532.5768457,6.609506
2644,985.62828507,13.11554
2645,238.66796473,23.23415
2646,633.41917513,9.603427
2647,47.21130298,25.03255
2648,164.58906783,24.00574
2649,954.37820203,14.09533
2650,96.25915899,20.43806
2651,NaN,NaN
2652,245.83119382,32.75145
2653,708.38486784,9.691003
2654,584.44564478,32.28967
2655,21.74007815,3.033144
2656,374.94485436,21.865
2657,82.42334371,13.14713
2658,295.32675409,31.46407
2659,67.36811932,12.67274
2660,875.76546322,23.91852
2661,33.49992931,1.748557
2662,480.80908375,13.06072
2663,3.6679846,2.132283
2664,88.49633206,24.10885
2665,7.91984673,0.351239
2666,298.46538234,15.66764
2667,147.19253381,14.04146
2668,267.24430753,20.69181
2669,350.16349713,16.19948
2670,420.57292153,20.75195
2671,77.07528059,16.81523
2672,495.72145802,17.53376
2673,335.6172857,31.03137
2674,578.59966868,25.06985
2675,389.58260778,20.31916
2676,941.28428842,17.91419
2677,105.68035782,20.8004
2678,368.63888828,23.80286
2679,NaN,NaN
2680,421.57578393,9.02153
2681,445.32256909,25.3745
2682,136.59568869,19.51
2683,24.54442065,15.71036
2684,267.17729151,16.44263
2685,125.20500682,27.12691
2686,61.8638447,21.70067
2687,431.66292294,19.87625
2688,644.57977785,4.509691
2689,43.78319971,22.60433
2690,394.66181132,9.90878
2691,590.67830341,3.200754
2692,178.27119916,10.95187
2693,412.32740164,29.26444
2694,97.73307556,15.74075
2695,26.4556945,5.211297
2696,56.72098658,31.13898
2697,5.06586901,0.7006891
2698,217.55010303,30.1297
2699,327.83600254,14.13027
2700,364.65822758,13.18243
2701,143.79322288,17.84006
2702,560.40438969,25.57079
2703,75.34372128,19.90835
2704,460.54279261,9.710926
2705,746.46013783,31.32961
2706,708.70399644,13.35344
2707,26.71621393,1.739614
2708,127.63398784,16.13042
2709,487.73903286,14.20941
2710,375.9988052,17.02456
2711,275.65812782,7.190746
2712,275.69494173,12.76505
2713,772.74537693,32.0911
2714,111.33317815,22.96667
2715,41.88840946,20.36175
2716,23.54405687,17.5645
2717,367.77577959,23.95688
2718,206.56439397,25.46303
2719,488.6402421,36.57833
2720,104.39186708,16.54536
2721,22.04968592,1.807164
2722,257.61344512,30.5108
2723,206.65323675,15.15444
2724,207.59279079,21.30427
2725,772.42605173,16.72537
2726,228.77114093,9.70833
2727,127.32557587,8.942669
2728,96.45958171,17.63187
2729,87.63819236,14.51943
2730,107.18517937,20.10259
2731,45.53596076,3.860558
2732,259.43450306,9.642578
2733,199.33746299,15.76853
2734,216.24091641,13.05643
2735,788.7716762,11.29847
2736,402.3345182,10.62571
2737,10.0881783,0.350076
2738,16.83424879,NaN
2739,259.76092834,22.59633
2740,77.35613616,18.19783
2741,771.3433526,29.07834
2742,74.61967998,31.04104
2743,7.07495261,0.3507622
2744,643.61559435,9.597009
2745,326.59949492,14.77106
2746,12.05675242,2.873212
2747,252.79156565,17.38579
2748,446.4379549,18.44083
2749,669.53623641,27.5985
2750,3.39782045,1.192883
2751,286.36533021,18.37298
2752,578.38345529,10.06856
2753,24.42532307,2.803829
2754,410.79841126,26.13437
2755,39.01192817,10.48095
2756,486.42843399,26.08383
2757,902.42537375,11.23156
2758,726.29055122,15.80378
2759,5.98478422,0.3493382
2760,150.5305108,18.22042
2761,822.76097504,21.43151
2762,289.4503349,7.287746
2763,77.68778923,36.91456
2764,53.35552042,5.780651
2765,4.06964303,1.048522
2766,180.68390758,15.2979
2767,9.42278912,3.911738
2768,635.74593463,16.62608
2769,118.51752182,14.75699
2770,308.2002413,17.82942
2771,64.82395528,21.29397
2772,108.31075581,16.78729
2773,6.04258329,0.81258
2774,1176.2199202,16.89443
2775,10.10872616,1.067754
2776,22.17290191,2.873432
2777,334.541266,15.6845
2778,330.21549982,21.55075
2779,226.05495704,32.18695
2780,51.35191321,25.59019
2781,245.44913833,19.45823
2782,459.32203468,24.39768
2783,14.12286994,2.301914
2784,17.99271131,4.216103
2785,3.17445974,0.3517058
2786,1107.39205642,30.18923
2787,431.41542563,36.54316
2788,4.95834038,2.092123
2789,427.34520076,16.4433
2790,23.25401486,4.4714
2791,209.95505175,17.63721
2792,4.37599546,NaN
2793,45.31438156,9.77531
2794,286.89948856,10.60485
2795,43.45969364,9.73571
2796,62.38745156,4.513729
2797,526.68348441,27.31172
2798,390.70054502,42.31566
2799,131.18988092,11.12007
2800,5.87257707,2.109416
2801,24.50531125,2.16573
2802,64.36680143,17.28223
2803,130.00080871,20.62339
2804,438.39021268,16.23742
2805,1061.53782784,20.6795
2806,650.77065614,23.19808
2807,314.20548997,15.66931
2808,89.54916917,23.3115
2809,5.81732036,1.489684
2810,22.26907171,4.384369
2811,309.4141062,4.202912
2812,287.82219395,28.18339
2813,289.52102539,24.82528
2814,195.50514277,25.4312
2815,1139.55942066,43.81936
2816,653.23123374,29.17661
2817,36.71908689,11.53843
2818,392.5725539,19.51621
2819,15.17987171,6.561844
2820,310.49801831,10.31933
2821,120.77448995,10.44855
2822,98.11579769,10.61103
2823,6.40838254,0.7043855
2824,NaN,NaN
2825,39.62970529,19.90267
2826,230.75757797,5.34832
2827,608.79499856,19.30419
2828,947.44802854,10.95224
2829,198.67895352,29.73546
2830,194.44522032,12.71208
2831,9.0731995,2.546225
2832,246.5744225,27.66217
2833,585.69891591,1.399898
2834,40.77481313,14.302
2835,141.39975928,17.74521
2836,6.04601326,2.881242
2837,339.67649692,15.32712
2838,137.58071204,26.74944
2839,1011.41279825,20.51563
2840,9.10881004,0.4654954
2841,859.47122988,26.8028
2842,171.78024135,31.7281
2843,65.16940533,20.4788
2844,91.19584592,25.67657
2845,450.60557418,28.6231
2846,260.62498213,15.04731
2847,579.62657286,37.97605
2848,103.45513621,29.87138
2849,499.76335537,28.47054
2850,NaN,NaN
2851,555.58353697,4.60049
2852,704.20695927,16.51729
2853,90.74960788,11.33073
2854,4.65266389,4.684696
2855,717.77548969,21.47752
2856,8.98533452,0.8235984
2857,4.15710409,0.0013971
2858,767.37683701,22.51019
2859,22.17562,8.872538
2860,693.6672587,14.71283
2861,6.5823167,1.49033
2862,83.58581008,28.98252
2863,143.28708196,8.234421
2864,5.14527741,0.3498346
2865,575.50424943,12.24336
2866,455.49749814,30.95724
2867,528.79582056,18.31993
2868,176.60318877,39.3406
2869,10.77186214,1.325923
2870,163.23108725,25.74147
2871,108.13868124,2.467636
2872,192.39766641,23.43779
2873,425.61521891,14.16901
2874,5.08792556,0.7447053
2875,432.51287523,30.96189
2876,856.69249823,7.689863
2877,335.63600092,36.69438
2878,NaN,NaN
2879,485.53826688,30.57918
2880,114.27655008,18.54597
2881,22.09934577,1.39755
2882,7.17928606,2.282583
2883,834.46966952,24.65327
2884,381.40285507,27.48159
2885,154.7259332,22.6814
2886,24.05484657,8.481423
2887,205.53237132,22.81199
2888,30.94746706,6.264296
2889,667.45884424,23.06818
2890,445.12634898,19.1602
2891,144.43527603,15.6721
2892,76.31552631,6.689387
2893,498.35612324,23.08821
2894,179.29223421,17.33629
2895,477.39682591,24.90864
2896,171.17097493,15.4538
2897,386.56158675,23.60168
2898,188.74310703,26.18146
2899,624.72389987,19.35716
2900,27.63710728,6.276496
2901,796.59378512,11.96693
2902,195.27988164,6.264902
2903,NaN,NaN
2904,100.64082906,22.96104
2905,8.82768472,3.295763
2906,151.51429643,15.438
2907,28.39263926,2.138867
2908,11.21004948,6.501824
2909,346.52688279,11.73258
2910,556.31619499,22.54933
2911,84.84327228,18.51947
2912,303.62704401,13.13045
2913,4.92837659,1.395862
2914,494.38779473,22.70366
2915,777.55722578,13.11636
2916,22.60957746,0.744614
2917,629.68805366,5.131558
2918,NaN,NaN
2919,12.46390441,0.4650526
2920,16.99832261,3.859406
2921,974.17163378,21.89355
2922,38.16588148,14.7715
2923,16.36643122,3.504422
2924,13.39304239,14.33166
2925,504.64453587,25.12905
2926,5.3310243,1.808415
2927,295.04926656,9.53974
2928,218.61166323,21.55286
2929,5.50240733,0.00131753
2930,128.96628501,27.00316
2931,30.50464941,29.94852
2932,6.04601643,1.488954
2933,307.36648576,31.94485
2934,5.39472524,1.069524
2935,26.20916292,0.6971591
2936,76.80944587,8.230621
2937,NaN,NaN
2938,210.11346809,6.251119
2939,167.40010553,8.999954
2940,607.51740495,11.96663
2941,36.88088424,26.08333
2942,9.47799148,4.270784
2943,361.71231344,22.77049
2944,376.44033196,10.06595
2945,650.595409,9.142859
2946,147.4859511,21.99579
2947,321.56437749,16.68172
2948,501.60300748,29.84725
2949,522.54339973,15.48372
2950,33.85744519,20.679
2951,699.3668013,25.25071
2952,29.33694509,3.479039
2953,57.9062332,19.71265
2954,667.7273981,12.21426
2955,243.34102329,3.289234
2956,4.14729609,0.3500406
2957,29.13857019,4.67602
2958,598.28484028,25.86139
2959,4.42073212,NaN
2960,100.47555618,22.54498
2961,479.14644331,30.22118
2962,4.79502655,0.3500499
2963,399.30009302,23.06728
2964,319.19261771,27.64623
2965,11.12046919,1.848563
2966,32.83524034,7.704196
2967,299.54785916,24.59958
2968,360.56897236,29.65151
2969,535.73114407,31.53809
2970,476.63308893,4.856712
2971,12.26335654,1.475322
2972,691.65771711,17.90702
2973,328.71938817,22.35304
2974,577.68425953,11.9224
2975,2.90461203,0.7459252
2976,13.07953536,4.212382
2977,163.03280709,20.39519
2978,6.08424142,0.8161076
2979,91.61752777,28.18139
2980,NaN,NaN
2981,107.23331544,19.66009
2982,157.59374055,21.25732
2983,27.9352636,6.390294
2984,NaN,NaN
2985,681.62660614,9.995087
2986,NaN,NaN
2987,125.96383499,17.59703
2988,9.14607598,4.903688
2989,95.80363127,26.55051
2990,9.53817105,1.337783
2991,41.78132251,26.07592
2992,664.66520979,29.08654
2993,91.67876582,21.31194
2994,472.3288008,2.512984
2995,763.72989814,26.74732
2996,262.52134253,14.3089
2997,283.35008183,24.31419
2998,636.59282506,29.78911
2999,37.54610746,26.16148
3000,348.35989424,17.62275
3001,547.77089129,34.93423
3002,305.05903601,12.3552
3003,550.74094687,26.46085
3004,332.1684293,22.59432
3005,3.04486334,NaN
3006,126.37868009,22.4242
3007,124.01233274,13.84897
3008,573.64297374,11.34254
3009,375.47513136,10.55933
3010,283.63320442,28.71874
3011,492.49661994,32.98304
3012,254.55421109,7.604541
3013,81.83818192,13.51187
3014,456.54820697,11.20323
3015,280.10152842,9.907873
3016,1078.45487168,19.65041
3017,148.51513855,8.443714
3018,441.68704476,1.395636
3019,151.239744,21.24129
3020,243.56478992,24.54869
3021,758.74476782,11.25686
3022,827.2507727,26.30733
3023,153.20026434,27.57713
3024,189.04004871,20.61163
3025,7.29208276,0.6974503
3026,4.85648288,1.561564
3027,385.93274999,23.05653
3028,99.74123019,15.90026
3029,378.25453304,19.75309
3030,188.31392308,19.95952
3031,5.80972865,1.636344
3032,19.47112824,6.847766
3033,556.75049708,21.95166
3034,156.22552775,17.02499
3035,5.66182499,1.143496
3036,288.54093074,21.96827
3037,195.9128227,18.15182
3038,66.3602715,24.5261
3039,11.26887496,0.5204878
3040,149.25561459,26.68347
3041,465.61114193,22.28449
3042,125.13765157,30.18073
3043,164.50280372,7.889336
3044,387.44998506,23.49562
3045,449.51635098,19.35205
3046,809.21581089,16.62469
3047,15.51652343,5.778126
3048,252.59276103,26.98512
3049,272.40733239,34.95639
3050,87.5282155,23.90653
3051,89.93958022,5.590808
3052,148.39655707,11.45004
3053,243.41032702,17.86184
3054,131.11933552,36.76549
3055,5.12046718,1.139369
3056,401.39561117,9.176484
3057,345.48585211,19.06801
3058,NaN,NaN
3059,131.07057747,9.003209
3060,98.31514905,6.067773
3061,97.62311184,21.60125
3062,64.9724453,7.877506
3063,57.45234773,18.07526
3064,23.42060387,12.30344
3065,10.06703859,0.8242444
3066,473.35352238,30.97799
3067,370.53576263,12.01751
3068,57.10309868,7.661345
3069,12.96401163,12.35246
3070,76.23755706,19.70962
3071,525.74789616,0.3512431
3072,276.46803074,30.79478
3073,51.16061773,14.229
3074,9.87102558,1.817612
3075,49.98602066,16.93301
3076,366.02970108,9.381342
3077,16.11771968,1.8544
3078,823.42002779,14.77989
3079,20.25693564,10.40172
3080,100.58783621,29.68632
3081,324.12458709,16.45808
3082,6.03725718,0.5275905
3083,393.59877075,16.99658
3084,674.72684921,8.390911
3085,721.24080808,15.27719
3086,428.44111291,30.29861
3087,450.37442179,20.91439
3088,7.1951873,3.86559
3089,24.68774517,14.02664
3090,734.75076713,34.94168
3091,204.1180122,25.13592
3092,5.57660298,2.472313
3093,66.512818,24.69173
3094,235.7999028,15.90407
3095,19.35297554,0.8204177
3096,562.43959947,22.96268
3097,703.38428108,23.06161
3098,936.15581464,21.43836
3099,973.48225259,15.07011
3100,112.12320716,23.78014
3101,NaN,NaN
3102,482.72737982,22.37261
3103,8.97302831,5.237307
3104,29.13192931,16.69196
3105,9.89586654,9.147472
3106,NaN,NaN
3107,902.58214673,12.87558
3108,5.71296259,1.954949
3109,664.34508364,2.087993
3110,376.63865903,1.329815
3111,5.3713048,2.38391
3112,6.32934387,1.395323
3113,5.77667203,1.192309
3114,440.50796722,15.66005
3115,426.37263514,25.19377
3116,459.49732572,15.60692
3117,280.66670698,10.64928
3118,140.30225208,20.10261
3119,3.40678798,NaN
3120,8.39859936,1.93269
3121,34.06579613,20.83717
3122,210.56620709,3.181184
3123,97.65093493,15.02684
3124,374.19598819,9.679773
3125,61.36042771,6.570529
3126,297.5024,16.20765
3127,60.27444328,25.05065
3128,51.78466924,10.44789
3129,NaN,NaN
3130,88.22892647,23.28848
3131,9.73297811,1.14112
3132,472.60076201,12.62603
3133,178.50423887,18.92644
3134,100.70469933,12.85397
3135,405.26115623,26.57774
3136,571.49760868,22.47777
3137,12.18730694,2.281931
3138,649.43412647,21.57222
3139,814.79410579,17.08329
3140,39.34929371,3.121105
3141,111.25651325,28.02033
3142,11.02810459,0.9307262
3143,201.41605244,16.29705
3144,285.15564637,8.796513
3145,119.99796348,16.87256
3146,277.52834013,29.00939
3147,452.26658857,27.29062
3148,157.34700107,27.49133
3149,542.52890181,17.49231
3150,370.68550782,31.30396
3151,111.97584403,20.91686
3152,86.29240048,22.74235
3153,17.00252413,6.601023
3154,477.63731666,5.6538
3155,232.23529572,11.5555
3156,22.18658005,1.823755
3157,8.22974225,1.048289
3158,173.50289562,16.66085
3159,29.6287272,17.79165
3160,253.20204038,17.98899
3161,603.68341168,14.12372
3162,72.47296673,14.17864
3163,140.2682659,19.42969
3164,9.72935824,0.4652218
3165,12.67502556,0.816479
3166,312.82135935,22.56529
3167,103.37912386,12.09928
3168,4.02254824,1.068657
3169,116.33114222,16.95538
3170,4.95656577,NaN
3171,920.51447181,4.390488
3172,307.21947663,18.88453
3173,32.21682871,9.957753
3174,160.51130088,7.337472
3175,735.72801021,28.8482
3176,NaN,NaN
3177,NaN,NaN
3178,154.6673134,22.91634
3179,798.51017033,5.605851
3180,23.10331147,18.37027
3181,162.53542088,27.81185
3182,518.82235801,32.27022
3183,146.08766289,16.08653
3184,763.39264293,10.40422
3185,544.38245387,20.55449
3186,187.41023963,26.55958
3187,55.36507473,15.64177
3188,202.77047808,28.96543
3189,276.25281489,21.70667
3190,35.37281962,5.723178
3191,10.27912892,1.0464
3192,38.71516163,5.2263
3193,531.80262936,23.57038
3194,120.42422015,7.11534
3195,12.72443071,0.00144469
3196,20.9749654,7.61499
3197,288.29299492,9.816206
3198,420.22305726,28.7925
3199,545.12388899,31.26645
3200,379.6004748,39.11774
3201,17.02268319,0.7008322
3202,21.27329576,0.6986303
3203,508.69418591,21.1906
3204,15.55633759,0.4654104
3205,437.74300765,16.75841
3206,742.62211833,19.51584
3207,59.47363236,7.822705
3208,NaN,NaN
3209,883.3663798,14.85499
3210,231.43710676,8.367205
3211,351.4877429,19.05376
3212,421.45014935,16.68661
3213,19.26604591,8.791477
3214,182.6929429,26.1453
3215,5.17371935,1.80899
3216,119.60065283,26.06623
3217,673.39353523,10.61923
3218,255.93027546,20.90601
3219,128.2904213,2.773449
3220,24.35822666,8.623133
3221,NaN,NaN
3222,8.54233587,6.501101
3223,426.10983317,21.34025
3224,308.52031364,25.21807
3225,218.0836197,24.19285
3226,107.78578416,34.69162
3227,22.47432425,0.9306395
3228,171.53307725,35.37786
3229,135.26674171,18.92655
3230,762.73672478,23.29774
3231,281.60866727,35.38698
3232,77.47161969,13.31642
3233,159.10608955,7.686609
3234,195.4446651,29.94019
3235,65.21796865,9.063741
3236,NaN,NaN
3237,167.79296676,18.39503
3238,4.99557168,1.806157
3239,271.68884595,27.04899
3240,267.799065,23.32776
3241,16.5918368,0.349687
3242,710.70290369,28.40119
3243,5.85230594,0.6976183
3244,351.50409813,25.4243
3245,NaN,NaN
3246,806.3971122,18.1194
3247,82.17225151,28.18023
3248,50.717326,7.623067
3249,10.3741787,5.590081
3250,11.42517035,2.980816
3251,106.23809626,21.32535
3252,319.49861936,14.35264
3253,51.13079042,19.16143
3254,13.2657347,0.8191416
3255,784.39523142,20.89742
3256,422.32368761,20.57522
3257,653.68305842,19.69896
3258,113.11683139,24.85461
3259,41.32317465,25.08492
3260,21.52149235,2.674138
3261,102.98760089,25.74762
3262,448.15662647,28.20742
3263,12.11223839,1.066784
3264,641.67682394,28.85936
3265,123.62346613,11.04057
3266,432.52875312,26.23125
3267,287.06171206,14.3941
3268,153.82745055,25.41963
3269,242.35994864,16.35179
3270,295.67376729,21.65607
3271,194.50322859,21.55504
3272,44.77808883,7.683547
3273,241.46296765,19.69974
3274,534.41011961,20.05402
3275,68.5084638,12.66255
3276,7.51448398,2.092903
3277,342.34815511,28.18611
3278,599.61128016,16.91436
3279,831.39765204,15.40422
3280,6.20934036,1.395794
3281,28.46341966,11.92446
3282,8.07291221,0.0014099
3283,3.31197073,NaN
3284,712.72146014,11.61212
3285,206.72010448,20.0779
3286,7.07477762,3.253991
3287,763.67448982,18.82471
3288,37.31773113,5.200326
3289,325.09729366,17.4749
3290,256.83629077,9.428112
3291,26.02147218,7.217133
3292,827.67184923,14.98158
3293,136.13567242,NaN
3294,9.8500285,6.981018
3295,26.69376792,17.70716
3296,6.06602697,0.7452676
3297,184.56908454,13.47046
3298,120.04291327,23.80618
3299,520.66064939,18.19712
3300,240.73234309,24.52243
3301,772.73961117,19.12008
3302,501.51158307,6.739311
3303,438.42933598,6.389768
3304,NaN,NaN
3305,383.82809306,23.42875
3306,4.20001925,1.331609
3307,79.28978723,17.71792
