,X,Y,srtm30_wgs84-tdx12_abs,srtm30_wgs84-tdx12_color
0,-63.74087693,0.21453486,2.84641785,255:149:149
1,-63.32313627,0.99870012,1.52258699,198:198:255
2,-63.01007276,0.50684383,3.02315596,255:142:142
3,-63.27941309,0.41742076,7.79922272,255:0:0
4,-63.37521394,0.32770331,3.22602526,255:135:135
5,-63.71115983,0.52899366,2.95565253,255:145:145
6,-63.96403197,0.99941853,1.14005175,255:213:213
7,-63.67726494,0.8509565,1.44381624,201:201:255
8,-63.84179757,0.43401038,0.58637897,255:234:234
9,-63.62606468,0.13173321,2.60316563,157:157:255
10,-63.21396511,0.60311067,3.59144132,255:121:121
11,-63.52260455,0.56163621,0.83338866,255:224:224
12,-63.54288525,0.49640401,1.80700934,255:188:188
13,-63.22723109,0.73145668,2.11544095,175:175:255
14,-63.24438428,0.59544235,5.84939241,255:37:37
15,-63.41835928,0.70158508,2.2519398,255:171:171
16,-63.14581055,0.60850098,4.7285655,78:78:255
17,-63.66069461,0.01395877,1.61810445,194:194:255
18,-63.18745508,0.39231511,3.09122961,255:140:140
19,-63.21877489,0.23396146,1.79064225,255:189:189
20,-63.18317038,0.80337504,4.44126032,255:89:89
21,-63.18473224,0.85591066,3.08967683,255:140:140
22,-63.37863458,0.01985257,3.92047826,255:109:109
23,-63.55446968,0.28055945,3.55734283,122:122:255
24,-63.07956421,0.23510795,1.45158621,255:201:201
25,-63.55209842,0.05940321,0.2781948,255:245:245
26,-63.25215916,0.52661647,1.7025907,255:192:192
27,-63.54644464,0.23927433,4.50722505,255:87:87
28,-63.8318844,0.99223445,1.50103455,255:199:199
29,-63.73354048,0.67965764,4.07222626,255:103:103
30,-63.24666655,0.03350834,1.50899534,198:198:255
31,-63.54584023,0.68643784,0.26793428,244:244:255
32,-63.8362279,0.0832832,5.06618604,255:66:66
33,-63.12066354,0.61185234,2.5528584,255:160:160
34,-63.97404907,0.69023624,1.60849144,194:194:255
35,-63.96371262,0.00541007,0.47558265,255:238:238
36,-63.1576194,0.36020526,1.85058746,255:186:186
37,-63.54290418,0.62616587,0.39813614,255:241:241
38,-63.10311057,0.64216072,0.01934572,255:255:255
39,-63.35483711,0.96606773,3.468723,255:126:126
40,-63.40722432,0.40250461,4.11946523,255:101:101
41,-63.39928826,0.44017955,1.58836947,255:196:196
42,-63.52549322,0.60123622,11.63139099,255:0:0
43,-63.50969946,0.99983647,0.94982917,255:220:220
44,-63.21328205,0.93213036,6.24231745,255:22:22
45,-63.61364109,0.53553922,6.56442625,255:10:10
46,-63.19078754,0.94811158,4.76961474,76:76:255
47,-63.67944511,0.78593631,2.55394645,255:160:160
48,-63.54367695,0.84732132,0.94265456,255:220:220
49,-63.94171618,0.46143901,0.13275984,250:250:255
50,-63.04124513,0.70459722,9.64797325,255:0:0
51,-63.42153601,0.58517643,3.29498626,255:132:132
52,-63.21633001,0.80515031,5.96067771,255:33:33
53,-63.90691166,0.13063189,1.45546509,255:201:201
54,-63.24896337,0.73887295,6.04707268,28:28:255
55,-63.29300442,0.86095668,6.85862486,0:0:255
56,-63.28426088,0.72191151,2.25746629,170:170:255
57,-63.63132935,0.77323649,0.77504144,255:227:227
58,-63.19906138,0.27910163,1.05046043,255:216:216
59,-63.53915652,0.43049092,1.0391062,255:217:217
60,-63.4304307,0.04401833,2.59387215,158:158:255
61,-63.42125075,0.54791858,5.52123371,255:49:49
62,-63.59485042,0.09050631,0.18386571,255:249:249
63,-63.50590424,0.2444192,3.76368202,114:114:255
64,-63.4879031,0.03789629,0.71767217,228:228:255
65,-63.81788429,0.45677289,1.47915323,255:200:200
66,-63.64332651,0.43931292,2.57327056,255:159:159
67,-63.14300741,0.93605557,1.58756351,195:195:255
68,-63.0073986,0.19550348,3.17872045,255:137:137
69,-63.13958011,0.91648804,1.80497746,187:187:255
70,-63.45386255,0.44398532,1.65385905,255:194:194
71,-63.23467633,0.28303233,0.55919656,255:235:235
72,-63.83028603,0.61450545,7.59456639,255:0:0
73,-63.32158903,0.71058873,2.76739214,255:152:152
74,-63.72650808,0.36648363,3.17860354,136:136:255
75,-63.88638444,0.43893414,0.38596314,240:240:255
76,-63.65315006,0.52255958,5.72630187,255:41:41
77,-63.15171324,0.80153566,0.37011234,255:242:242
78,-63.1799505,0.38733949,2.52072095,255:161:161
79,-63.9774082,0.2099231,4.0041814,105:105:255
80,-63.96236607,0.02929189,1.73731572,190:190:255
81,-63.14958346,0.69242033,0.18268759,248:248:255
82,-63.36846015,0.04851276,3.32710061,255:131:131
83,-63.34446235,0.24497287,4.2847946,255:95:95
84,-63.70504737,0.43491372,4.24081033,96:96:255
85,-63.23540296,0.38048876,4.72546917,255:79:79
86,-63.9419151,0.74450045,1.3627413,255:205:205
87,-63.15162212,0.98616207,27.84781971,255:0:0
88,-63.98712656,0.65044338,0.1553293,249:249:255
89,-63.66929929,0.98271149,1.43514512,255:202:202
90,-63.62753871,0.84911259,2.31276674,255:169:169
91,-63.40618286,0.77990967,4.7491066,255:78:78
92,-63.65038699,0.3124552,0.37038567,255:242:242
93,-63.25027147,0.49040581,0.28387538,244:244:255
94,-63.35491551,0.53368657,-9999,255:255:255
95,-63.75174283,0.10782359,0.88554527,255:222:222
96,-63.08754248,0.2483418,1.78255949,255:189:189
97,-63.47633999,0.83820718,0.74113513,227:227:255
98,-63.8401881,0.36013368,4.67136242,80:80:255
99,-63.28301832,0.36811253,4.3323304,255:94:94
100,-63.27691909,0.98128192,15.6160932,255:0:0
101,-63.8640015,0.17454889,5.711765,255:42:42
102,-63.40846064,0.91382566,2.22094827,255:172:172
103,-63.12800326,0.67078697,2.47619048,162:162:255
104,-63.03424202,0.79437156,1.13620984,255:213:213
105,-63.28143522,0.37768845,3.72691675,255:116:116
106,-63.91710265,0.21853624,1.3775004,255:204:204
107,-63.30022991,0.33203207,3.75061431,255:115:115
108,-63.52616883,0.50948806,8.72491808,255:0:0
109,-63.38895625,0.06403619,3.41016157,127:127:255
110,-63.88299165,0.38692944,4.41684715,89:89:255
111,-63.87711419,0.02942977,5.6581809,255:44:44
112,-63.41560784,0.00908051,0.97745686,218:218:255
113,-63.82168814,0.53429084,1.1554973,255:212:212
114,-63.58426306,0.89078504,1.97556206,255:182:182
115,-63.8715908,0.25877298,3.95548158,107:107:255
116,-63.71896242,0.7407533,4.81840248,255:75:75
117,-63.85993492,0.8572396,0.32309949,242:242:255
118,-63.25673422,0.26749793,0.07209127,252:252:255
119,-63.36725039,0.89805962,0.6009679,232:232:255
120,-63.76606898,0.01964807,0.94884486,219:219:255
121,-63.07574829,0.0199812,1.90797574,183:183:255
122,-63.0260924,0.84248377,2.66491831,255:156:156
123,-63.13764638,0.4022599,0.36798487,255:242:242
124,-63.13994388,0.07852042,3.81075495,112:112:255
