,srtm30_wgs84_SerraMar,srtm30_slope_SerraMar
2354,992.87719378,15.86671
2355,659.16857048,22.72207
2356,1354.50502198,8.310382
2357,527.24367912,22.11541
2358,1620.4751212,27.33872
2359,1181.47625724,21.03518
2360,668.95423161,20.79097
2361,1112.79748221,22.63044
2362,1265.71397807,44.51907
2363,1813.72339815,18.94672
2364,1091.73096935,22.49275
2365,1745.28900196,28.49686
2366,421.16601596,7.173482
2367,633.08312637,26.96207
2368,419.28646646,6.949587
2369,586.19411827,20.63651
2370,436.1951431,8.596003
2371,1049.36842524,10.89493
2372,541.55268783,32.74308
2373,1435.46301663,7.360353
2374,580.26722818,26.56401
2375,568.04368488,10.89218
2376,569.14592581,26.88352
2377,564.28493089,18.29118
2378,891.63107495,2.439092
2379,852.71793794,20.42835
2380,531.69060133,20.9784
2381,600.17059001,28.05132
2382,1048.9652187,29.36738
2383,430.1852379,22.46407
2384,456.38476803,27.14365
2385,1545.23905977,28.40827
2386,605.23641634,20.54312
2387,1939.43590366,2.860344
2388,24.33756421,16.13731
2389,2033.49652673,25.5239
2390,1185.06913074,7.972623
2391,1390.37369176,24.46796
2392,1337.83956212,12.41392
2393,1032.57472003,29.07633
2394,812.76673912,22.13821
2395,546.60173053,10.41219
2396,464.34662975,27.07696
2397,25.4802826,16.86062
2398,1196.10515848,14.00668
2399,839.91303111,13.17799
2400,1394.29548959,14.05433
2401,591.26817584,4.587983
2402,40.52578191,16.70628
2403,1504.79083105,19.53705
2404,743.10590332,26.45181
2405,658.56856292,5.832977
2406,1701.35819382,5.680076
2407,387.27430537,2.002053
2408,1175.28621888,3.497595
2409,897.92030331,19.4818
2410,892.60745961,1.765504
2411,1210.2383429,15.30629
2412,529.06095075,16.36117
2413,1455.59612239,21.9567
2414,1607.51693055,13.91262
2415,489.11052233,9.11799
2416,1220.48842119,1.430834
2417,945.43381536,10.58269
2418,1438.64711434,43.26928
2419,463.2761556,11.96564
2420,1394.82484554,16.00106
2421,490.16810092,6.264304
2422,488.07489892,18.01191
2423,529.66198807,16.93311
2424,564.28893821,33.79182
2425,1207.51496802,14.44275
2426,517.27653865,16.74302
2427,1143.72940138,15.78688
2428,943.90133065,16.06489
2429,564.05555898,22.6717
2430,356.21252908,24.07251
2431,908.90226276,14.69626
2432,508.35047909,13.23826
2433,458.11149218,5.155141
2434,951.84360169,16.46122
2435,1101.313643,5.917121
2436,1148.46975042,17.36817
2437,1795.5426673,9.614242
2438,1339.9369204,16.15567
2439,1055.82172897,9.247906
2440,402.45378949,4.108466
2441,620.43542496,16.76311
2442,429.15253614,10.13774
2443,444.30206577,16.51466
2444,684.0199706,13.25242
2445,543.64710001,1.888667
2446,1637.51395848,15.64388
2447,635.03206085,19.76568
2448,932.69098952,24.76148
2449,499.45160733,10.18729
2450,368.01139043,3.074936
2451,1068.18021834,12.62953
2452,1638.73894868,17.58216
2453,820.72821674,24.49982
2454,372.8811157,31.54219
2455,1303.45039329,5.499339
2456,461.50726305,0.00047742
2457,428.45057018,3.76909
2458,423.45676218,23.43222
2459,1067.96390825,26.97016
2460,473.10628201,14.3049
2461,1094.35238537,12.23331
2462,578.25504282,18.88252
2463,1325.47203524,23.35021
2464,798.38167555,24.5954
2465,1122.28359271,31.7614
2466,452.18869768,5.767188
2467,446.29198351,6.832977
2468,1328.67073768,4.210824
2469,617.07088522,25.64093
2470,531.13306804,19.86696
2471,1109.38453976,26.33542
2472,1248.74891584,18.88614
2473,450.34067274,1.190837
2474,609.40237824,6.79493
2475,1492.36953254,16.02914
2476,390.69455915,45.57795
2477,552.31048281,14.84424
2478,1512.30456969,36.40905
2479,538.48579401,19.02696
2480,385.23064547,3.259837
2481,1271.75638592,22.88876
2482,1323.51758824,31.0638
2483,914.29211807,37.83009
2484,516.17881754,30.41004
2485,1077.30101556,19.00144
2486,914.84412995,2.396057
2487,6.67102237,3.439912
2488,578.25417718,10.06577
2489,420.99734706,15.83242
2490,2156.47030145,28.58861
2491,958.83875376,15.23175
2492,644.03945643,7.874541
2493,839.56826578,27.1745
2494,1508.80454104,19.11763
2495,493.09661387,2.86879
2496,1167.51513859,21.5584
2497,907.63544987,8.638826
2498,686.12164469,29.08807
2499,631.16219046,16.53789
2500,1350.4590586,18.40114
2501,1264.2734508,17.60398
2502,926.86763877,10.18524
2503,1034.59867098,41.2915
2504,511.25266181,16.26204
2505,1145.66468967,22.38495
2506,1177.75445997,6.298221
2507,608.76187284,11.23816
2508,1018.49617963,21.11092
2509,524.18595016,30.43261
2510,1187.84939181,12.4345
2511,1196.04961705,28.87185
2512,1122.25217979,15.29554
2513,1387.29575191,31.74093
2514,1610.67594739,15.0938
2515,-0.73717187,0.4655183
2516,390.25367032,12.35819
2517,1718.5786062,30.22144
2518,1042.57272173,19.40151
2519,2022.56380776,15.02859
2520,574.05712549,32.80613
2521,957.28650106,3.567389
2522,812.72660879,6.04784
2523,1526.41759486,1.384503
2524,593.14402568,34.99342
2525,524.42935051,28.41203
2526,1266.63685487,24.47623
2527,1376.42677935,21.74328
2528,553.35260282,27.28922
2529,472.05852277,4.082718
2530,1614.47794393,22.05833
2531,885.9102892,7.716909
2532,2233.55395936,40.20842
2533,425.21612645,4.235118
2534,NaN,NaN
2535,236.43114804,3.904878
2536,535.60528608,15.00141
2537,676.19246572,6.616019
2538,1860.71589381,28.15799
2539,924.94527602,17.41978
2540,1407.43349166,37.72852
2541,1286.42507751,6.80397
2542,750.96033535,26.57944
2543,1208.07855793,5.944763
2544,-0.81725005,3.469416
2545,1002.30366176,14.97554
2546,2076.5393744,37.05974
2547,1839.50756739,32.00267
2548,2340.68655452,29.21273
2549,1110.86604018,20.88397
2550,771.73348142,15.24531
2551,955.9109331,15.07848
2552,68.179598,21.48166
2553,482.29367637,10.43876
2554,1162.22165737,18.55224
2555,1251.11248347,17.76535
2556,1270.68587693,21.12954
2557,1180.2708416,17.38968
2558,251.23626245,18.60479
2559,540.48802465,10.45104
2560,552.60259918,16.10636
2561,315.2071048,2.395745
2562,557.61166448,19.10643
2563,75.45495874,11.16526
2564,1199.21588634,12.79211
2565,486.37120516,5.658722
2566,1434.69487476,24.78456
2567,396.415571,1.273251
2568,533.87642658,16.67212
2569,731.75737368,15.93185
2570,468.19297299,11.1809
2571,1148.68879247,28.65766
2572,727.9467542,14.69379
2573,624.69366989,12.57682
2574,1157.09593217,9.882685
2575,387.29154019,3.169511
2576,665.11786856,17.79465
2577,267.30762509,22.62637
2578,1296.76577551,17.6415
2579,1198.88188993,27.3452
2580,988.85447925,12.61315
2581,1211.51445645,17.54609
2582,13.80027858,1.388038
2583,1452.75934454,27.30797
2584,1352.21589851,18.4159
2585,1306.52491176,20.86558
2586,1078.76543572,17.41748
2587,1018.82579716,14.33196
2588,1295.84215241,20.26952
2589,598.90467914,11.06217
2590,565.34407085,19.11894
2591,526.18707228,2.114382
2592,488.59895167,14.37189
2593,941.63266002,6.726484
2594,641.63357535,19.41451
2595,1101.43556888,18.16306
2596,597.08810518,3.528449
2597,409.38414144,0.9310944
2598,925.61383364,27.9803
2599,1670.54641039,40.70532
2600,1101.10249116,7.017442
2601,671.15603302,25.96967
2602,361.00623015,1.3675
2603,1325.11149989,20.23062
2604,463.05311463,23.10793
2605,1104.75619279,10.43051
2606,84.46400816,23.38182
2607,1507.73379341,24.00423
2608,483.09851759,19.04611
2609,776.00080508,19.97132
2610,928.51807236,6.906359
2611,886.05824312,26.42675
2612,1087.31153496,4.673358
2613,2095.63402205,43.38865
2614,209.25491011,16.37797
2615,536.06059516,27.56195
2616,480.37595148,21.39825
2617,448.22773844,3.851929
2618,713.07344765,1.025201
2619,468.66641697,13.75114
2620,529.3103448,4.213178
2621,478.65393757,22.53804
2622,1014.90963816,16.00381
2623,770.10146911,9.036249
2624,2583.52531248,28.52436
2625,428.01489564,15.9546
2626,547.24873208,34.63198
2627,610.0972442,44.49591
2628,170.12798181,18.43306
2629,386.30128457,1.502853
2630,1090.18373889,18.08413
2631,526.19448727,7.425457
2632,1153.0783438,12.76028
2633,881.16311496,39.51344
2634,2133.5159579,21.42779
2635,689.69342476,16.42757
2636,3.66977662,3.001153
2637,1483.60626688,28.12511
2638,537.6810649,16.46071
2639,1761.72663934,6.753061
2640,563.28121104,13.77458
2641,681.80659548,18.7708
2642,1446.5028665,37.16195
2643,1240.19001854,14.99047
2644,-0.35032171,0.7896354
2645,2189.56663749,13.49407
2646,947.91261564,12.14695
2647,2116.6932761,22.92196
2648,74.18098268,29.47572
2649,567.46596939,2.733943
2650,1010.78715008,24.33333
2651,571.56733159,38.31623
2652,1063.72033726,30.56686
2653,1509.44184263,19.18214
2654,4.55701699,5.413214
2655,1495.81672246,16.66298
2656,953.74967833,4.086675
2657,1048.39132369,35.97866
2658,1096.25221029,NaN
2659,1776.314646,14.29762
2660,1183.88578792,14.76364
2661,1797.54463892,18.61404
2662,1537.38194802,36.54747
2663,943.44010622,9.882778
2664,920.96821107,18.55193
2665,1501.4736459,23.84548
2666,820.70832085,24.51611
2667,1224.6339193,26.68401
2668,895.85123661,9.169482
2669,418.28181793,2.441355
2670,1255.4421585,3.851148
2671,556.65690296,18.70957
2672,1998.56173319,34.19283
2673,788.73749625,15.66195
2674,721.76508173,12.97151
2675,676.51778536,21.13956
2676,834.03237461,20.04927
2677,869.57655643,35.22288
2678,362.0220218,1.002656
2679,664.91068456,10.78211
2680,449.34418597,7.73766
2681,1095.88100048,14.39873
2682,1124.38118234,16.71386
2683,451.02961435,12.58874
2684,610.17324884,12.33677
2685,1694.72966762,24.37602
2686,1242.0972488,14.02159
2687,250.88557086,5.03065
2688,731.07005067,24.05784
2689,1242.35121277,4.478225
2690,502.26747871,24.4372
2691,563.97607499,8.527806
2692,1309.74407762,37.34196
2693,1293.2797133,17.3607
2694,527.63272862,15.8204
2695,539.8655703,20.76539
2696,559.55875593,15.93617
2697,1004.74058781,27.25351
2698,490.08893419,27.28661
2699,765.7369302,13.56146
2700,431.20580379,13.71808
2701,1084.27203626,10.64194
2702,927.64331181,17.79501
2703,412.27107088,5.78308
2704,109.59814445,17.6576
2705,78.59406116,21.24216
2706,542.47368837,17.48612
2707,717.93012976,19.48527
2708,1022.48797998,7.466604
2709,906.61354448,39.12286
2710,1020.84919223,12.93754
2711,1035.13810675,22.13488
2712,653.80291787,10.43489
2713,997.44825657,14.3208
2714,1566.46541172,16.38644
2715,465.06164031,22.40894
2716,936.59010816,10.42876
2717,591.54530767,19.01008
2718,505.12683726,1.104324
2719,1291.8617147,14.40754
2720,103.54734518,18.10594
2721,632.055052,25.34242
2722,2416.6724071,32.73527
2723,1226.20378688,12.98277
2724,1069.42430155,10.45906
2725,1038.94928614,33.75133
2726,890.98992547,4.673518
2727,1202.5308038,23.05175
2728,1698.34015627,12.17361
2729,580.72885406,30.03892
2730,567.79571074,17.56026
2731,1356.23341563,9.939795
2732,1550.59644705,14.43988
2733,1510.68592876,12.35001
2734,1183.45267766,22.11736
2735,121.50892743,17.70805
2736,398.256846,6.274744
2737,560.35284,12.41352
2738,2084.55544752,23.27202
2739,1878.53266588,10.41002
2740,1405.68243745,26.22052
2741,1128.70325321,17.87396
2742,1088.2135677,29.29552
2743,451.32893993,15.77719
2744,628.82241208,5.451999
2745,289.51280038,13.65672
2746,613.39321699,18.227
2747,1370.50922598,33.37974
2748,494.39234615,17.04843
2749,568.69465859,16.76308
2750,1277.31196734,31.3224
2751,1010.19346024,16.55618
2752,519.03336002,25.49995
2753,9.31339988,6.214059
2754,1028.11833649,44.01191
2755,551.73974766,17.27066
2756,1039.89220626,55.27496
2757,142.63704842,28.86797
2758,398.49229918,1.105567
2759,1163.47716805,4.588526
2760,1135.87113221,11.46942
2761,2027.49101467,12.22869
2762,639.86968199,11.20209
2763,1098.38069467,9.685155
2764,966.84770678,26.90577
2765,649.70769498,17.52344
2766,951.92307837,11.88001
2767,708.97521881,30.11802
2768,6.52069119,3.805182
2769,641.09154731,29.40444
2770,1478.41855992,13.72364
2771,19.19222763,12.92666
2772,614.42725746,3.532157
2773,769.75806028,18.88176
2774,814.4734744,10.28
2775,2065.48046512,47.93435
2776,1076.74067473,19.11763
2777,850.92169813,12.13663
2778,1248.172784,12.96758
2779,1567.47699755,7.14854
2780,1231.28530092,8.004734
2781,1353.53338993,18.17154
2782,792.36670599,19.33451
2783,1165.7325116,23.98524
2784,603.69367139,26.98529
2785,1570.58320889,22.80042
2786,456.98941006,6.909893
2787,832.15607207,28.74917
2788,1510.8081816,18.81157
2789,1799.6869699,27.76659
2790,989.91603709,15.98089
2791,366.05100008,2.392534
2792,496.44407945,13.64002
2793,508.58757747,13.64933
2794,996.79739927,6.296424
2795,1459.59488367,30.9889
2796,502.04509072,13.58281
2797,1542.68785239,19.05309
2798,929.91448991,26.70096
2799,1716.43926448,28.29689
2800,1084.59713833,28.27588
2801,880.12518618,34.14753
2802,965.81301857,10.26499
2803,1515.51432135,22.10323
2804,598.55005676,20.61592
2805,876.62723983,1.056583
2806,628.05624621,36.63498
2807,899.01144461,20.62671
2808,936.71561167,23.8539
2809,678.1930143,20.10816
2810,1124.16485018,5.108685
2811,1212.06844688,16.20357
2812,880.41229543,20.26554
2813,986.69515402,14.92445
2814,651.79834895,29.6792
2815,882.69697934,22.9875
2816,1025.3284686,29.97081
2817,890.80936874,7.814444
2818,562.24364603,26.85806
2819,1154.12602763,NaN
2820,1004.89313371,19.53883
2821,692.37417149,18.25423
2822,636.38893759,20.21348
2823,734.08147753,14.9086
2824,1170.50933768,23.88139
2825,626.36812381,20.95553
2826,172.21451979,10.29629
2827,-1.347219,0.00058182
2828,1512.76485667,13.46143
2829,2090.56573658,11.12717
2830,150.40452282,26.26288
2831,7.66442342,16.62628
2832,1011.61593915,25.92487
2833,1048.80645819,16.13722
2834,1041.84308739,21.78559
2835,1171.65327883,16.93999
2836,1435.78758449,20.94604
2837,399.43503329,0.00047731
2838,757.09016342,15.49162
2839,1107.54790074,6.762789
2840,563.28823589,20.68988
2841,1630.46254645,31.05779
2842,170.84648053,34.52123
2843,1178.02419421,13.18983
2844,1633.45902142,19.40982
2845,1220.49577138,13.06249
2846,1378.69998347,25.83295
2847,1156.79820018,26.3712
2848,867.12962739,21.21273
2849,1503.81872607,27.82239
2850,508.11540805,3.959658
2851,1523.53588824,28.28514
2852,482.18897658,17.57686
2853,987.71027066,31.20432
2854,215.43958953,5.788965
2855,95.60479279,5.025131
2856,1820.72062454,21.06572
2857,637.77771358,13.55773
2858,1276.50667585,13.34097
2859,549.79409443,7.868884
2860,101.81142456,20.86877
2861,1113.40931652,2.053266
2862,478.99155991,13.40025
2863,522.3203227,20.04145
2864,548.65560658,20.0542
2865,1209.97041364,1.648814
2866,1125.63456226,11.27978
2867,1414.7096515,14.97041
2868,505.27964793,10.9844
2869,1289.42487868,10.21243
2870,570.51529315,4.258564
2871,491.41643813,4.740104
2872,739.20192838,22.84596
2873,1147.66450734,39.25624
2874,1308.11601647,14.77347
2875,62.27862442,11.63027
2876,78.21609118,11.42284
2877,966.69122855,17.93823
2878,1399.83057915,29.40114
2879,679.13863264,23.08772
2880,561.06734104,20.85541
2881,1245.29568039,16.37112
2882,668.74093801,14.39588
2883,818.77379904,30.54528
2884,1410.63076563,45.01712
2885,2035.51058639,33.34763
2886,779.51713674,10.6346
2887,731.97426122,22.26671
2888,442.19399026,11.62734
2889,366.58065503,21.5882
2890,900.66774907,28.42165
2891,694.43102222,26.9174
2892,1299.36417623,34.68958
2893,1056.66919786,19.47621
2894,997.83245636,9.350037
2895,1760.40563839,10.8515
2896,1233.13289315,26.94608
2897,1187.4218016,25.63921
2898,415.36477063,3.405852
2899,810.90193438,24.65545
2900,629.12876119,12.37665
2901,1000.34012936,11.71508
2902,22.07772764,13.63453
2903,480.18322427,9.528235
2904,766.05477762,29.55459
2905,1437.56458693,18.4312
2906,734.7385139,18.78377
2907,971.93645388,11.17323
2908,652.12965742,21.79401
2909,1328.19601752,22.02559
2910,485.5879354,2.056628
2911,741.70804893,25.3587
2912,1115.53258957,8.289754
2913,659.71994507,12.71232
2914,570.01002946,24.1291
2915,430.43759321,29.40829
2916,504.146929,26.70894
2917,1025.48714601,13.83776
2918,951.60859024,14.05262
2919,932.81788744,14.42504
2920,893.65768517,1.432114
2921,617.60452382,13.11316
2922,166.0431345,38.15912
2923,937.64307932,25.09451
2924,635.11068832,7.547532
2925,1977.57227922,21.74788
2926,529.60291711,15.24491
2927,1095.47898883,14.00421
2928,305.57949018,25.17586
2929,310.90590602,11.10526
2930,817.2817542,24.32398
2931,490.39577958,14.39814
2932,456.21983216,11.27286
2933,892.67286445,8.02242
2934,519.19846964,33.59262
2935,691.12495826,16.2506
2936,1072.47358276,20.66254
2937,521.0793023,19.06403
2938,1058.83801899,14.2715
2939,1764.39881229,24.44324
2940,895.92324027,15.48306
2941,1340.34260559,21.78068
2942,1532.35169324,30.34888
2943,1880.57770225,28.82469
2944,971.6708204,5.7415
2945,561.11093222,28.3854
2946,1465.74587202,21.20728
2947,1014.6020139,28.10508
2948,504.70954034,17.65207
2949,517.0840144,10.04492
2950,637.08374987,15.09944
2951,530.18065032,13.58564
2952,1278.72794613,15.26943
2953,1513.42345707,4.184113
2954,1273.27931898,23.46618
2955,485.07339693,3.959659
2956,1221.05370694,3.431011
2957,503.62053892,12.36847
2958,460.35849997,8.858576
2959,316.62121561,17.12036
2960,576.19742695,20.36748
2961,374.14660559,2.849293
2962,590.8888036,7.85603
2963,1240.34904787,13.66744
2964,636.41206378,4.871988
2965,2133.68119634,22.58435
2966,589.82194596,7.181164
2967,137.6429645,27.43051
2968,890.90664405,8.183757
2969,703.82885731,10.79289
2970,682.99328857,3.116377
2971,975.38871661,29.29604
2972,877.85142155,24.39728
2973,842.70494361,9.534964
2974,575.64943108,11.15383
2975,578.87947003,8.471845
2976,1199.4736941,51.67591
2977,1368.696096,29.69097
2978,630.03875511,7.170778
2979,9.17268643,4.182946
2980,1153.54941405,20.75846
2981,1146.45921231,17.4651
2982,1159.76551922,12.58428
2983,1175.62825896,9.346498
2984,549.30439232,20.30564
2985,1690.57829244,22.62379
2986,433.68153035,19.71282
2987,36.52227258,29.35642
2988,361.14646093,22.46079
2989,1044.42136454,15.96961
2990,768.16324414,25.87176
2991,466.10629567,12.4328
2992,909.13180444,11.71941
2993,796.96588471,12.115
2994,1466.58596855,34.67419
2995,1880.47473271,7.121771
2996,639.7876143,14.93234
2997,1259.80630257,31.3984
2998,709.65752143,30.90278
2999,1658.35326286,36.54059
3000,975.74244748,33.42894
3001,577.25787427,9.349764
3002,2264.48410135,15.74881
3003,67.40872377,2.380289
3004,8.20799091,22.49198
3005,950.38053262,9.521551
3006,1204.30836132,11.12985
3007,599.77780334,20.25791
3008,884.91871591,16.07717
3009,21.8227903,18.29212
3010,591.03441472,30.66928
3011,1077.66720744,16.60509
3012,715.10612656,19.15431
3013,872.16029583,6.177524
3014,1046.57988877,15.1551
3015,427.20027503,4.311912
3016,80.22921303,3.875915
3017,1594.57889308,22.49901
3018,623.48449972,16.11983
3019,739.70147248,64.10938
3020,1710.67863583,27.74164
3021,752.11063959,39.81107
3022,538.33238309,7.247502
3023,618.41978511,1.794708
3024,1364.58222696,6.897787
3025,1609.6546128,21.78983
3026,455.40812753,8.554167
3027,534.18417587,8.63459
3028,734.96849581,4.546357
3029,2416.67978367,27.42166
3030,951.60788187,23.70431
3031,386.71367774,20.18689
3032,795.94117196,19.7159
3033,478.28785494,25.68472
3034,385.66181528,15.42484
3035,609.62191087,5.507418
3036,1813.54187377,16.31937
3037,1208.26534659,18.76299
3038,292.87624039,18.88382
3039,163.65836419,28.25524
3040,754.91450343,17.62249
3041,1374.67151134,20.27837
3042,643.24746706,11.76627
3043,997.8892846,23.45713
3044,1080.37998839,19.94054
3045,804.12213536,21.8287
3046,1712.61531687,28.81199
3047,1004.5887743,29.43218
3048,1541.51477008,24.08766
3049,1154.48562548,11.36479
3050,949.81590879,12.5454
3051,1209.53599358,18.52349
3052,624.4075692,16.30462
3053,527.7273129,15.87026
3054,436.56135437,22.42623
3055,1148.7708544,15.3462
3056,2320.63393819,43.81619
3057,693.24248724,29.25145
3058,518.34080582,4.084332
3059,727.33072681,19.5577
3060,1964.44778006,13.57554
3061,1062.86990833,16.89437
3062,1220.28427228,8.188881
3063,523.30715361,21.24428
3064,957.87181507,18.53134
3065,440.44667828,11.52668
3066,868.89604974,22.93862
3067,645.23044736,17.39656
3068,506.7720224,11.56566
3069,1028.84083793,24.11179
3070,116.22028443,7.227363
3071,477.36203217,4.781276
3072,965.29401954,1.431812
3073,1297.57334974,25.36198
3074,498.14301405,11.14403
3075,617.18546622,14.0333
3076,671.8097547,7.239308
3077,604.52338838,9.211349
3078,1250.99279047,15.82108
3079,672.7751399,9.667168
3080,1667.34507382,24.64212
3081,1802.47647262,20.17714
3082,769.44505215,14.36166
3083,607.74893161,2.546922
3084,1139.1592951,0.7422233
3085,1459.54672982,13.09135
3086,996.7985647,8.3082
3087,1026.38581631,14.71198
3088,151.78243206,9.8386
3089,1295.56366649,3.586395
3090,945.56440061,12.79302
3091,657.74468932,18.46445
3092,1067.18867438,1.1908
3093,644.8154309,13.74317
3094,1362.2188952,25.61369
3095,364.23260275,21.41419
3096,472.16911151,25.86997
3097,1062.83784572,12.50727
3098,1555.26446676,9.614555
3099,662.48599681,20.49862
3100,1727.57792282,27.95159
3101,1024.80851601,15.91013
3102,914.62737353,17.24974
3103,535.10278996,7.872425
3104,864.94213467,19.38853
3105,400.21162784,10.37822
3106,194.23757757,29.34199
3107,1227.44875485,18.45223
3108,549.24645963,5.199316
3109,701.12156729,25.28152
3110,588.0833656,9.864539
3111,1430.70232691,29.51451
3112,1411.49273903,43.48978
3113,1203.25303786,14.96744
3114,482.09714342,26.01221
3115,581.11716371,27.24364
3116,907.94511759,9.641329
3117,1233.26481254,19.96864
3118,1376.78226138,13.83537
3119,691.84034089,13.30566
3120,380.17981498,5.645352
3121,565.10776268,22.06189
3122,643.75758935,18.83244
3123,654.6427341,19.37697
3124,524.95690192,3.115473
3125,1739.61819882,26.09481
3126,1429.41421597,19.8169
3127,437.00684525,4.959823
3128,1293.46645633,9.945788
3129,54.5202126,28.52095
3130,234.68642384,31.83337
3131,487.18993559,28.80023
3132,1189.44583337,14.79746
3133,76.21619131,18.32128
3134,1396.31369929,18.23697
3135,609.69682545,24.04822
3136,137.6698735,25.69249
3137,395.34793819,1.104311
3138,824.92778772,21.213
3139,1212.54652395,27.48399
3140,1145.92433204,7.833076
3141,437.52318692,5.62396
3142,497.54510348,12.59335
3143,1441.38692384,7.139817
3144,581.82428218,12.23374
3145,1674.45895117,10.74542
3146,1199.58516468,26.95998
3147,413.37809333,1.709363
3148,928.392104,7.562257
3149,396.62650576,16.66909
3150,825.02861898,16.16074
3151,455.06360506,26.8531
3152,392.02647091,5.322749
3153,1127.21468993,12.48591
3154,670.46691639,11.14258
3155,785.22697739,34.67608
3156,1097.61795471,21.75636
3157,1247.50148429,26.0161
3158,1106.91274089,14.45941
3159,681.59996481,7.144747
3160,642.1729126,16.19565
3161,1886.4761217,12.17593
3162,1167.33503663,29.39949
3163,996.31630388,13.29499
3164,80.48341216,26.77285
3165,1557.81036245,30.51789
3166,144.43127434,27.18103
3167,148.44215587,12.97518
3168,769.91692565,8.817862
3169,1149.14943229,18.1548
3170,1049.75335911,9.832407
3171,1283.52621576,12.55627
3172,926.92867478,18.05804
3173,923.4709755,34.81956
3174,1596.27883624,4.129611
3175,1389.44641403,21.54372
3176,867.08281425,15.61305
3177,1155.34093134,14.87445
3178,1786.504532,28.88897
3179,642.05152583,10.81625
3180,1322.54323191,12.39328
3181,333.14395173,6.265666
3182,1222.28969024,23.80102
3183,1286.6414934,11.51965
3184,1251.09803698,22.03892
3185,1115.22107728,13.61796
3186,1276.38598682,19.04423
3187,291.72174983,28.02241
3188,1437.79601573,23.98772
3189,609.19975456,16.16677
3190,944.84072261,8.535237
3191,509.02818977,18.26396
3192,507.54187699,18.31305
3193,1167.75816939,25.73742
3194,1325.80040241,21.64451
3195,1407.14283865,12.98289
3196,1250.86057429,11.35303
3197,952.33940771,4.402469
3198,587.42140076,16.31369
3199,707.03673303,24.18429
3200,1029.77316181,19.15159
3201,691.96735959,20.00903
3202,559.34114513,21.23007
3203,1877.64963662,21.56336
3204,561.46693033,21.45196
3205,482.1719158,12.24574
3206,515.28261029,21.94836
3207,1152.40029938,23.5775
3208,1404.49534,22.41458
3209,967.59984673,7.042999
3210,641.16224684,23.88541
3211,656.72236484,21.50095
3212,737.77045722,18.37814
3213,1045.57048855,19.02882
3214,1092.38211574,16.9013
3215,9.56062165,17.89266
3216,1165.55290806,12.80152
3217,620.82445768,9.51992
3218,1515.75688035,35.23627
3219,1567.65311739,17.26617
3220,470.14832719,13.34108
3221,548.59253886,16.71206
3222,482.34804647,8.965013
3223,971.35209555,10.20292
3224,427.36037846,9.608155
3225,1236.49413294,26.03631
3226,1100.80956439,12.82915
3227,1584.64466519,26.23389
3228,856.69967668,31.37773
3229,395.44323537,6.830939
3230,616.36406562,14.74619
3231,1212.35083827,26.87942
3232,1466.42102851,7.882825
3233,907.29060537,31.04302
3234,1017.58602371,17.0279
3235,1290.25231636,18.89714
3236,1270.39065522,21.85926
3237,1734.72407617,9.481112
3238,928.92412214,18.76103
3239,1303.5061588,20.51298
3240,108.52440263,15.33883
3241,841.35908126,12.8361
3242,1110.33977101,13.09089
3243,514.56963941,17.39404
3244,45.65053391,4.886332
3245,591.20112531,25.42157
3246,1041.92694333,20.32489
3247,1721.42161087,13.94675
3248,63.3369867,19.82587
3249,990.41094828,13.40606
3250,829.48948331,28.47677
3251,809.38045185,28.72701
3252,549.34504416,5.1987
3253,869.20991439,22.63858
3254,548.14743772,9.262037
3255,463.52828555,9.186856
3256,466.20064424,21.47252
3257,505.38918335,15.80363
3258,226.38605329,12.1129
3259,544.53270325,20.18217
3260,1249.74894574,11.21987
3261,1320.07424944,13.87347
3262,1387.38262879,18.48555
3263,1218.25066902,17.78666
3264,1290.06534064,12.23137
3265,929.64921498,11.78972
3266,553.76727697,18.43481
3267,1263.55601118,17.89917
3268,1028.30598853,4.747343
3269,1331.09576722,23.13921
3270,1099.28082592,11.94867
3271,414.33587426,2.053864
3272,509.63626551,22.90897
3273,558.6405773,3.639809
3274,1197.68439944,14.85354
3275,1732.69278595,25.53815
3276,491.43138393,3.822353
3277,1670.71059228,23.21599
3278,486.20713215,9.199909
3279,1587.61068057,29.2436
3280,1309.40804574,16.03053
3281,339.71725542,13.06049
3282,538.06157962,12.38649
3283,789.1013985,7.026762
3284,613.1137133,3.619573
3285,579.33608134,19.51247
3286,518.27423682,10.14525
3287,1034.94998334,25.36376
3288,1353.26842643,21.37603
3289,902.91719131,3.828767
3290,543.00528941,3.491923
3291,474.59310296,4.14417
3292,1042.90846102,17.54366
3293,1617.72922212,31.06127
3294,259.1502189,3.773318
3295,535.98374987,9.215645
3296,1370.73098498,15.24508
3297,606.27949865,1.190634
3298,672.49682805,27.0364
3299,1271.67708232,32.13192
3300,31.29910273,11.839
3301,1659.42544044,7.97981
3302,421.07192406,3.32942
3303,855.44369463,8.849766
3304,1333.72658932,23.92335
3305,903.61338473,11.32773
3306,1898.32185879,29.59677
3307,1902.54642776,23.41068
3308,619.12869932,6.216856
3309,555.23235326,32.18689
3310,0.07467378,2.772734
3311,1103.76600675,22.65466
3312,833.55786591,9.084926
3313,492.36332487,7.630932
3314,203.46102989,29.04131
3315,262.4712557,33.0582
3316,510.12161589,10.27333
3317,1055.82133863,13.60826
3318,447.36395519,8.70225
3319,430.14056303,12.84571
3320,1009.32735185,11.41846
3321,537.00265229,27.11374
3322,995.06892628,23.58571
3323,1186.90790817,24.79303
