,srtm30_wgs84_SerraMar,srtm30_slope_SerraMar
168,693.38646411,21.97878
169,1056.59560898,4.009422
170,510.1039987,14.57853
171,436.39769882,9.843878
172,471.55315971,20.52994
173,1384.71252928,20.06549
174,1.31290388,1.648378
175,626.99215207,15.75703
176,674.76049211,10.02895
177,1317.01743753,10.13568
178,1149.39018033,10.83874
179,570.553941,26.58142
180,897.60710219,4.084169
181,1839.45993709,22.36743
182,1765.37251969,24.20405
183,561.00885424,21.79098
184,411.4124415,26.29132
185,876.21250814,21.47648
186,482.31650991,19.50713
187,466.57464245,3.118961
188,1270.11888418,13.8159
189,1240.06067804,9.179399
190,24.23355138,4.540482
191,1276.75247198,45.6746
192,789.66072954,23.18281
193,1095.64653613,30.6968
194,345.38086955,9.355309
195,624.99172368,25.94411
196,1529.52699093,7.255525
197,1067.79209953,36.32266
198,1412.75289109,16.50739
199,1007.92294851,17.66384
200,1684.67750113,13.1892
201,1019.84112366,23.57007
202,749.80336246,20.02065
203,1955.50765897,25.67301
204,24.86902901,1.028764
205,140.48885207,10.65113
206,216.47913611,34.53515
207,1449.99737353,23.72537
208,1337.68466225,6.009356
209,1155.38756523,11.85276
210,2.35001223,0.5021296
211,547.63834225,11.25432
212,335.4643023,11.13483
213,4.05437183,2.115848
214,1043.37506834,20.30651
215,621.61092419,28.56553
216,1179.29142295,8.84247
217,701.3778978,28.95228
218,402.0346765,14.57747
219,871.83166286,6.352807
220,472.22051076,16.62919
221,490.20682935,3.764629
222,1355.43469096,13.7408
223,504.57423093,26.74258
224,594.6350378,13.31085
225,1305.79846679,25.91407
226,529.45688793,27.40841
227,48.53515394,10.70975
228,1191.24816603,15.99276
229,1182.22322059,19.29228
230,1180.31954415,6.911123
231,728.90725759,10.68889
232,1160.09599472,7.497595
233,523.16980744,29.30318
234,587.62170798,16.14238
235,1288.59971573,18.40008
236,1366.32037653,27.02675
237,1132.40030917,24.65392
238,711.8851315,12.12566
239,943.92068101,12.89576
240,397.01938521,13.09101
241,1331.7242348,22.88473
242,418.33913886,6.478261
243,963.5163719,22.34251
244,739.087844,12.01019
245,511.11038171,19.12869
246,62.0948735,5.121201
247,1161.45273948,10.62706
248,1651.36468545,15.14836
249,975.81453558,16.24926
250,508.01071142,18.47124
251,656.03533814,12.17342
252,1726.57112054,33.87283
253,1022.45999504,10.83817
254,139.85315656,20.61082
255,687.1013841,23.91762
256,58.23354554,15.11945
257,1130.52734557,16.57626
258,521.08960222,21.26171
259,912.92473064,4.145768
260,798.7210711,17.811
261,474.10208931,15.61329
262,568.7351446,15.28393
263,963.40430089,21.49158
264,902.60506185,12.53908
265,963.82439974,18.10613
266,1011.12821771,19.46108
267,1370.5208203,20.33148
268,422.21790223,8.888224
269,-0.94930478,2.850292
270,603.29822335,19.70307
271,-1.36006084,1.059115
272,663.71414597,31.45757
273,1689.34722232,19.95416
274,313.70736205,25.14093
275,1563.50347835,18.16084
276,1280.67366267,12.59125
277,455.43231862,26.9954
278,521.11339715,23.85126
279,1245.40946878,8.791838
280,1148.46106002,15.86665
281,512.31616488,19.34491
282,1146.3866356,21.00873
283,411.18131816,18.8961
284,657.03930371,23.97875
285,1148.19814003,33.70108
286,739.54428399,14.52199
287,450.19750041,14.45475
288,720.1220776,24.69304
289,155.69922047,22.0561
290,1432.58397986,16.10829
291,646.79314761,20.95579
292,347.90061481,26.18771
293,1575.52275513,7.425958
294,459.34198217,2.39404
295,615.12971615,18.93181
296,2084.49787941,17.71412
297,681.81647705,17.8181
298,1832.52856052,24.51645
299,526.81176168,1.794329
300,691.98872789,6.112428
301,702.46054417,21.90487
302,1418.67495076,1.107381
303,1232.13603719,22.61848
304,1585.69867328,14.98403
305,1361.79007059,4.973589
306,1673.71813141,36.88664
307,908.92806113,29.0367
308,1382.55025902,38.67244
309,979.91170621,9.54283
310,968.90823969,20.60425
311,621.75641709,4.24175
312,1315.24305435,28.66675
313,1095.24347497,33.90805
314,1152.68995817,16.76419
315,628.49908563,17.34831
316,67.52273403,17.57443
317,940.92759849,13.3562
318,1049.86462091,7.957144
319,1368.34493618,30.02511
320,725.06032956,23.68097
321,1094.77828043,26.32243
322,636.7821054,13.72933
323,394.66226656,21.24933
324,971.75640151,22.08748
325,151.59407651,33.23464
326,828.06704859,9.694757
327,1445.27169077,18.75646
328,483.07606575,3.527172
329,1689.6868582,14.88482
330,1422.31325466,35.58781
331,888.93122611,9.797257
332,1462.77811821,24.76564
333,587.10512029,27.90698
334,899.61127677,4.093159
335,516.54680017,8.189754
336,1367.20611832,30.48736
337,472.06605692,7.832043
338,2108.48713795,22.60734
339,935.61523367,21.30261
340,449.47809966,11.84076
341,1132.53113479,20.08838
342,1263.05971255,19.98176
343,586.74036338,9.558076
344,1976.38337042,21.49843
345,1640.341894,34.87491
346,1144.88501469,29.86981
347,539.6486072,23.84207
348,514.07647144,22.0479
349,1108.31486984,29.73482
350,947.75118886,20.09848
351,581.17572052,5.204766
352,472.39258704,1.928454
353,2630.67215437,35.31324
354,1032.79271256,8.79172
355,464.04182409,8.569318
356,1201.35807889,20.39308
357,509.02475191,2.380212
358,1191.42016919,15.17138
359,957.905978,15.06526
360,515.63415449,27.52272
361,1745.70509648,12.31104
362,563.13242099,25.88125
363,443.14726003,20.92559
364,1130.67735272,12.27669
365,507.36938059,17.79243
366,542.49002366,4.890462
367,104.51894769,20.40007
368,452.27654486,10.94209
369,155.48413128,15.57008
370,538.06345012,16.42221
371,1074.86098871,5.030895
372,469.19069024,11.3173
373,550.27246199,32.51979
374,955.72422483,17.57504
375,419.17861531,4.869005
376,187.63111609,21.27098
377,123.19027124,21.17883
378,262.63417381,22.72058
379,998.58547695,26.79339
380,999.52958601,10.31822
381,1094.29652883,20.31339
382,603.66982198,19.54629
383,590.84168835,5.83797
384,2440.66520518,54.37435
385,853.7220477,24.29568
386,2010.50842282,26.29288
387,104.61615647,18.34755
388,523.07354885,12.16938
389,949.85427121,24.48505
390,967.40419957,23.75904
391,1084.2897763,7.737026
392,1099.49510729,3.103688
393,1893.48003392,13.92478
394,1772.54117394,23.43122
395,591.47071013,16.38709
396,1756.5252622,43.2205
397,1713.63536388,12.55574
398,1002.97404181,3.136057
399,105.12516924,16.25419
400,756.77857892,20.24072
401,1910.48734754,15.9416
402,565.00022042,18.95863
403,1241.5164865,18.23106
404,1079.73426342,14.02355
405,880.78376714,19.309
406,939.38945323,38.83936
407,550.4508935,11.15108
408,1072.29017168,12.12761
409,648.40442751,12.75589
410,1115.86651693,13.3883
411,426.40295362,8.955303
412,1003.76358462,6.127336
413,588.15262305,21.85918
414,379.16553712,2.781215
415,1720.61867969,23.10774
416,640.10288671,17.58325
417,766.62417896,38.57079
418,391.0418219,2.99062
419,322.68668874,14.40531
420,1324.22729741,16.30478
421,1041.76022452,11.13428
422,136.5369104,21.28632
423,1198.52581437,6.652153
424,546.0135448,13.22902
425,567.36902467,18.65993
426,1329.71015721,12.81956
427,1425.72139335,6.521831
428,512.48774782,6.640452
429,605.13510062,9.666552
430,517.08655963,10.12589
431,1402.5038052,15.8686
432,336.49318119,13.84085
433,748.1377284,16.26917
434,469.11391644,10.85792
435,217.07052953,18.7779
436,1054.42606444,21.62395
437,903.93720915,17.25814
438,1820.433911,21.94209
439,1172.35204691,20.69575
440,424.33618347,0.7422933
441,204.60973849,7.319592
442,1322.07121095,10.58657
443,459.99781779,22.71905
444,971.12079486,20.96446
445,496.32463909,15.28503
446,469.18543066,17.5214
447,1260.92477284,21.22233
448,655.10232725,7.172017
449,540.8722905,18.84246
450,540.83941574,8.871939
451,958.58131092,18.62286
452,1270.18122779,15.92992
453,765.09168966,18.64954
454,2181.56307934,30.01019
455,245.6307232,27.74429
456,1093.80911312,9.986639
457,1526.40141043,15.88554
458,554.47283425,11.41499
459,327.69325832,34.64074
460,1381.17175296,22.63678
461,450.17311403,11.25583
462,750.37233046,10.36549
463,1484.60425107,18.59707
464,618.99150116,24.92671
465,637.75574929,1.434614
466,906.65294544,12.26836
467,656.29622173,26.20854
468,445.46766265,10.00104
469,1409.51085719,26.94729
470,1074.64839557,17.21114
471,659.82977282,20.70002
472,711.10259338,22.84618
473,448.32892342,13.09108
474,540.12199458,31.78941
475,921.92365226,21.73219
476,641.21850953,22.05621
477,400.45710984,0.5015196
478,1062.8531722,14.17264
479,1709.41005982,13.8407
480,1233.54758357,27.14444
481,1354.48967023,19.02317
482,542.36563786,12.27267
483,601.61880259,21.85743
484,1833.69622929,16.45922
485,1190.88589938,8.577939
486,976.4453383,21.1738
487,1177.48262277,41.3866
488,1116.07805843,0.9316028
489,952.80521016,11.78918
490,907.86788646,1.48446
491,1759.70368346,18.49575
492,2091.61567785,30.31931
493,1211.91547589,21.14804
494,577.60859017,17.23906
495,1456.77226806,16.53776
496,1327.75265926,16.99669
497,2132.4920171,19.91682
498,652.70341955,15.12732
499,1211.99893757,10.68973
500,1290.61140362,8.820355
501,397.42868465,1.433498
502,1178.57711844,14.85842
503,432.18292361,13.24029
504,1171.27544605,30.04284
505,725.67351636,17.98915
506,683.8944551,4.749218
507,1200.69918691,17.55173
508,749.9697599,23.2979
509,936.44726131,19.47913
510,926.99211467,18.64503
511,1365.48002057,39.37428
512,1426.55592315,25.23923
513,1300.70783328,18.20467
514,940.13700652,55.55194
515,1049.87250196,17.97675
516,567.88871747,3.822082
517,1398.76422113,15.13104
518,1213.3512947,18.30388
519,1224.57134437,20.80798
520,68.45327056,32.51655
521,563.76667435,15.95429
522,971.61778887,27.94507
523,26.55068199,12.99123
524,1566.24081735,22.10933
525,1752.60951752,15.44806
526,100.27293815,22.56009
527,672.85488329,21.35491
528,1087.40460232,20.46752
529,921.01278456,46.74027
530,573.68219994,31.96674
531,578.62818275,10.13723
532,381.23665685,27.5996
533,1022.46743606,8.679987
534,1022.6222241,27.02486
535,1016.81272114,6.483581
536,1252.12467577,26.38929
537,1515.5773749,15.51132
538,38.41714558,16.82122
539,1500.45165509,26.45332
540,957.41005234,10.46718
541,2360.52903723,11.03548
542,1133.65755079,22.62585
543,1001.32190443,13.26573
544,555.79282487,2.058374
545,540.84144927,9.233459
546,1619.52862084,21.91725
547,453.0052505,27.00533
548,217.05999205,26.66465
549,487.10264191,7.956308
550,1010.83501219,22.79559
551,173.87269256,3.496977
552,1270.52325982,14.12188
553,670.69871718,4.093963
554,1088.43186889,2.109091
555,745.61899658,50.98952
556,617.6894146,9.441264
557,665.11249189,19.11608
558,1285.46703108,33.9901
559,1324.22784912,10.63575
560,1.29305983,1.028126
561,485.3254596,25.74247
562,524.04684338,21.55148
563,464.2028356,20.49874
564,760.63583453,25.69652
565,692.62752996,32.31211
566,156.44800089,19.82601
567,1311.78512168,28.99615
568,815.70441226,22.09964
569,437.68014181,32.5258
570,475.52653175,11.28509
571,1588.51468344,21.98104
572,941.58898353,26.09984
573,2256.49019571,31.2491
574,1642.36896439,23.18472
575,642.30517527,17.82605
576,1897.43483092,15.54419
577,472.21298396,20.5682
578,470.20740265,10.64414
579,481.36315857,6.738124
580,1090.37299661,6.025269
581,1189.0589349,14.71961
582,1078.33514476,8.40983
583,1915.42401178,18.2323
584,960.06177022,31.52254
585,510.00494128,10.14369
586,584.71217888,17.11807
587,1356.3161868,9.453954
588,557.63774748,29.86643
589,1129.17152524,3.136625
590,422.01935186,44.22909
591,1661.50228686,20.03829
592,1395.55525329,21.6933
593,48.27542824,16.48049
594,273.18407656,27.69012
595,774.37322806,21.35538
596,578.90297741,7.81906
597,1376.24548111,22.70168
598,1249.76008914,45.90829
599,1165.87194171,13.76093
600,1051.66720842,19.8386
601,857.98835021,3.497455
602,1347.74258576,13.92157
603,1007.76954765,18.80678
604,1179.41664236,8.395863
605,682.07600607,10.44732
606,447.07172451,10.91749
607,1201.54477008,27.97526
608,1452.36805341,20.62441
609,525.0975704,19.07227
610,994.70322401,23.90329
611,993.6979203,12.5894
612,675.02546414,21.53987
613,1226.22742093,8.723232
614,501.21104144,16.93416
615,1519.76520794,21.2261
616,708.8084651,6.566823
617,1467.39578755,9.147437
618,294.54028585,7.22958
619,625.04732476,13.62531
620,923.04056168,16.57816
621,1303.19120164,4.586962
622,643.55128735,16.55505
623,562.63177095,3.33142
624,615.23231508,24.55899
625,1003.54057021,10.54183
626,1584.52587738,37.62575
627,734.1446729,22.63142
628,1127.49205687,16.13859
629,1031.96728518,11.39042
630,883.90799907,9.217323
631,278.08369856,13.02975
632,573.02614395,8.723472
633,391.13369323,27.96423
634,1006.79747879,11.44228
635,531.52776771,9.284451
636,922.9378884,13.83678
637,975.20403717,13.09978
638,868.9193875,21.20574
639,550.55996624,8.897298
640,1215.60296868,16.97901
641,98.2861164,26.6272
642,511.35798779,8.170981
643,1252.75134698,15.04339
644,557.58784655,15.26117
645,938.6149747,30.23719
646,458.11881085,8.907544
647,20.28958303,5.14864
648,562.10327301,11.7309
649,1447.66926529,3.767004
650,420.25919818,19.82628
651,640.00534189,19.66607
652,1264.75462173,10.2892
653,1040.50176281,9.544869
654,271.13451463,20.11236
655,548.41146109,18.62996
656,1021.74382557,17.25245
657,1840.48496528,18.07536
658,1184.7174428,24.13635
659,1280.16701544,25.84477
660,1609.61822867,32.18159
661,520.15395236,9.840927
662,1017.75093461,24.50273
663,662.05861291,12.40508
664,1125.06989576,1.366002
665,537.62563948,16.31242
666,536.72354307,27.77658
667,1184.47131996,14.92533
668,1162.15033076,0.7842112
669,641.04580764,39.37721
670,649.10854288,19.47222
671,925.67474946,11.17551
672,1214.0495341,16.06787
673,255.6871785,8.489991
674,681.50423529,31.57849
675,1513.45835047,20.54807
676,1148.54955364,25.99122
677,500.36704693,29.33077
678,1010.87557347,7.865333
679,2028.55574068,29.08401
680,487.56428401,11.03482
681,1114.40646273,2.66644
682,1165.52392986,21.12314
683,612.80450178,17.06039
684,482.36118873,4.752091
685,553.80177255,9.557927
686,1089.14721891,25.38909
687,631.44454447,13.08031
688,2292.50819292,11.77637
689,1532.20361894,31.08016
690,739.748121,50.95897
691,649.90140582,18.31715
692,1384.71324045,11.83234
693,1224.57360913,16.78412
694,1110.82183166,3.772593
695,515.00368527,9.076794
696,637.81874303,21.88429
697,1009.71603085,15.37786
698,525.31854064,16.41162
699,641.76281152,11.05481
700,919.30088744,6.586095
701,115.41723838,16.86567
702,561.15206981,34.15063
703,1137.06667755,11.68496
704,1331.31056492,14.02684
705,1146.2657125,31.68465
706,1529.49774762,17.60006
707,412.29480513,8.805161
708,409.46535199,3.004696
709,457.13167265,22.03286
710,534.64170845,16.85049
711,1160.76968929,17.38527
712,1233.04923007,19.19467
713,975.75355077,21.38144
714,634.65595873,18.89546
715,1475.78637598,24.38033
716,528.03139015,18.29191
717,552.88121666,22.16329
718,942.70814349,13.08381
719,1087.86819705,10.27402
720,1197.39308426,29.48696
721,1213.90211017,8.331105
722,1084.62832842,35.73756
723,1468.45021183,29.47865
724,925.23292226,13.25778
725,2313.68361708,38.05019
726,1202.1632721,28.96461
727,782.15903168,28.55897
728,740.62662291,22.32018
729,1757.52331478,5.658762
730,384.26749534,1.001993
731,991.33677728,18.90001
732,1681.60674093,23.04483
733,1123.26756126,4.399706
734,955.85149334,10.1045
735,677.66063452,13.83984
736,873.05277035,8.276166
737,401.38521334,2.055091
738,2080.49772637,14.91814
739,1227.45106119,10.342
740,437.15790029,34.39664
741,1030.85683592,6.299222
742,411.17227685,32.06998
743,1561.53207522,30.32323
744,743.08821606,30.57134
745,1208.31070888,8.151881
746,627.73015866,19.32901
747,1313.42225494,26.11109
748,573.33500808,15.45285
749,543.36928928,10.15963
750,1072.77969755,13.7048
751,218.6983914,23.30301
752,621.84114125,14.37933
753,1258.60821545,25.62251
754,1237.17476817,21.31893
755,69.51539069,18.27577
756,953.67866117,9.510232
757,319.88498568,26.96398
758,1239.60405018,22.72221
759,1606.2658417,9.721858
760,1196.96372902,22.89567
761,1238.28505593,14.47087
762,1738.40187532,13.0256
763,263.04560045,21.48675
764,320.89234488,14.69143
765,1748.47636566,13.21776
766,370.42585056,38.56955
767,517.71544799,9.539022
768,611.80615835,13.7831
769,597.95673241,8.874182
770,225.76235501,8.494731
771,392.2886984,4.672963
772,1065.78616975,13.9166
773,517.86354718,4.478339
774,678.06241396,22.64183
775,554.80714792,23.2366
776,1089.37478858,9.155334
777,1184.39997117,25.70873
778,1339.65645006,26.33512
779,454.05079339,17.87389
780,1387.4508424,15.2842
781,1469.80000188,16.33979
782,1178.06471523,19.96833
783,1137.1357824,27.01159
784,244.95937979,23.4747
785,1172.89566979,2.779749
786,1260.70261855,19.77268
787,1055.43929858,28.30171
788,1008.47192524,19.46212
789,1432.37534196,13.44715
790,443.10141963,28.68233
791,1254.1428804,14.05158
792,487.53203036,6.961062
793,927.68198651,29.96518
794,793.68262527,30.80072
795,537.39111737,13.39267
796,788.99656183,20.22052
797,1118.66531576,22.37859
798,8.32094057,3.079987
799,1291.76063535,17.37554
800,251.54627644,27.44023
801,1621.74400606,15.05946
802,530.34050151,25.17817
803,466.28963711,22.72232
804,1785.32859499,21.55323
805,642.18515373,11.48052
806,1294.86454758,24.3296
807,991.46335164,39.53119
808,1109.34102707,14.71362
809,1167.29794966,15.33976
810,482.16165458,20.92237
811,437.10669839,15.06781
812,2006.68979085,38.44934
813,1392.17396683,22.50681
814,1684.47438944,23.07169
815,1241.54381273,10.68333
816,518.29823775,16.46827
817,1049.69927141,18.50492
818,1203.0686492,7.737089
819,610.44773197,16.54659
820,121.27289829,27.50828
821,2314.55856371,43.74765
822,458.33295848,21.15565
823,1321.10285555,21.90923
824,386.45874332,11.72271
825,879.22977152,15.03039
826,607.54479625,16.86917
827,-2.71015194,NaN
828,943.25585542,14.70138
829,613.52917306,18.64056
830,1198.17850451,27.57329
831,548.19326539,3.078983
832,484.19098978,18.98644
833,581.47270099,17.52803
834,459.06879886,13.72692
835,672.05747281,17.567
836,1214.5517041,29.1926
837,681.20006159,13.65595
838,1119.76617973,22.98011
839,1223.20224107,27.23462
840,1025.48661989,11.8468
841,1664.45612814,5.875251
842,523.76821917,12.70428
843,1030.91412684,29.37316
844,1051.92067021,12.12296
845,687.64928645,28.40862
846,319.88684138,22.29683
847,522.3587469,11.04633
848,2.02925599,4.322365
849,847.64039374,14.79113
850,653.73861972,11.87599
851,2381.51768011,13.4866
852,545.87298336,12.44304
853,1315.80246721,34.75709
854,1095.63881188,5.034936
855,318.22696171,32.41079
856,657.47875983,26.08562
857,1055.24616791,15.12072
858,692.75120579,15.24057
859,997.627168,17.27843
860,124.72073944,13.05256
861,1355.11251734,18.32705
862,1315.24574069,21.31536
863,1512.41598563,2.767273
864,972.02330081,29.64928
865,1798.32749954,11.69737
866,394.22105428,1.718109
867,858.96669451,27.89683
868,1031.45209891,15.65635
869,446.04964009,13.09616
870,78.47762447,15.96734
871,1350.17007174,22.30492
872,637.04216136,2.053566
873,1808.65097227,38.85749
874,435.15258561,29.05081
875,1125.8334915,14.54289
876,1016.91197451,16.28936
877,444.35504626,13.15069
878,1633.35626622,11.15694
879,1594.46705931,27.08881
880,555.23630772,24.13296
881,744.69337491,10.7747
882,666.22721958,6.902655
883,696.76574728,4.765591
884,587.34287418,15.55906
885,1545.48260302,6.267852
886,1514.58241569,8.188466
887,26.835959,25.62936
888,1114.7938007,15.18239
889,1290.53308635,10.77874
890,1728.48232103,16.25744
891,439.90127369,44.5378
892,1018.86077929,31.81176
893,1291.25181745,24.88178
894,2103.54787104,32.49241
895,90.26026104,15.6576
896,178.67826733,19.31265
897,837.15792768,38.7711
898,1065.52928902,27.63609
899,195.49833674,20.6437
900,397.0367571,7.289311
901,507.77848286,5.34561
902,80.00760541,28.65427
903,1627.78138125,42.70261
904,74.11285387,24.01492
905,1386.39926067,47.21407
906,639.85726099,18.2853
907,731.80365458,12.26738
908,724.72573408,17.05316
909,1506.25717756,28.56374
910,576.644741,18.46449
911,1429.43462616,28.49671
912,352.49296817,13.49651
913,992.63053067,37.55344
914,1656.63770901,23.34189
915,582.52943486,14.18668
916,673.59628464,11.07067
917,1634.6110171,24.10045
918,528.68773079,4.022158
919,417.33748043,6.889199
920,514.05515588,4.817945
921,1381.19810681,28.09794
922,1367.15105554,26.93085
923,874.04222158,28.54142
924,60.29991873,29.32489
925,449.41424399,9.490648
926,901.00477046,25.54332
927,472.0909448,18.54772
928,407.02133739,22.92229
929,1111.39827984,1.793121
930,1196.69549857,16.61137
931,427.25897985,23.85427
932,113.27918372,26.01904
933,390.08183197,4.801214
934,1145.90143473,7.383843
935,455.25919363,10.56347
936,107.27982557,16.55592
937,1272.27544103,13.11922
938,562.10044676,8.110829
939,528.22134333,26.83068
940,657.91363462,20.06794
941,977.48481939,9.035975
942,1425.78767773,27.20903
943,965.61169133,18.64445
944,1036.70118506,24.1926
945,937.59444912,18.29815
946,1186.47977884,18.15636
947,1479.66979518,16.13668
948,632.77863637,21.27249
949,1215.6247459,26.28934
950,1440.78307975,19.26839
951,1295.12040586,26.93874
952,663.84554013,18.89799
953,1107.55860881,11.104
954,819.18324901,17.74557
955,1357.18968349,16.53918
956,405.66251811,14.7234
957,987.57855399,29.59442
958,561.36211891,16.80962
959,581.92460958,11.49313
960,695.20935681,9.669548
961,571.29269799,19.58219
962,543.48157296,8.897542
963,1117.1363906,0.6834223
964,104.51841983,17.60082
965,476.01585039,20.43692
966,1571.61628736,15.07497
967,1082.8034405,12.30353
968,551.09307285,19.06316
969,448.26025984,20.42808
970,1223.38521043,16.16026
971,1237.43951226,19.52593
972,985.22088005,23.18588
973,609.81374954,16.94771
974,1056.84841891,1.648631
975,1047.45454314,43.94238
976,942.06417124,24.72477
977,560.93149142,5.992197
978,622.61677953,20.6284
979,389.27449832,1.648432
980,721.78743729,6.725444
981,1254.30258116,24.35008
982,1745.77949019,18.47062
983,534.24009055,7.231801
984,414.47262492,4.201718
985,683.17691964,13.32887
986,1145.10807688,24.86334
987,634.97328119,32.28306
988,698.36433903,29.3043
989,635.72589253,12.56722
990,1173.3874428,18.1585
991,531.28355908,8.136755
992,1353.55952641,23.49545
993,1228.08055315,17.92283
994,384.0234984,8.121699
995,1109.1507536,13.69614
996,1105.469466,12.98058
997,464.14864865,1.190579
998,718.17401936,4.478298
999,995.89623937,19.88141
1000,380.24712439,2.055044
1001,469.0919211,5.484067
1002,1325.26482692,34.93859
1003,1014.25672793,26.74603
1004,579.85845745,9.226769
1005,167.26389902,17.81162
1006,78.05189181,18.55682
1007,1398.85852375,23.77735
1008,468.0343998,10.61625
1009,599.32217937,13.75843
1010,615.79251856,16.24249
1011,1078.43269797,9.685115
1012,1707.51426821,23.13777
1013,573.18846849,11.65448
1014,603.03051849,15.88632
1015,653.13174935,2.053772
1016,522.09064004,21.17726
1017,188.61198396,26.88805
1018,396.44339703,8.902384
1019,653.40933872,25.54857
1020,1705.40811031,16.866
1021,829.06063057,23.63967
1022,1238.41082334,19.73757
1023,1773.48798012,20.71366
1024,488.0699823,2.76483
1025,503.1031735,4.213364
1026,677.3416426,40.66642
1027,475.2867363,19.52848
1028,1040.90416633,20.12503
1029,689.91698098,15.70865
1030,951.91152831,16.63669
1031,1095.26594975,21.67744
1032,1719.3422795,13.87376
1033,616.14085051,27.16805
